-0.0001505+0.00087666i,0.0013719+0.0015368i,0.0018737+0.0019999i,0.0023833+0.0023973i,0.0020436+0.0025631i,-0.00049895+0.0023937i,-0.0013396+0.0016787i,0.00012089+0.0018987i,0.0013995+0.0023783i,0.0013803+0.0016748i,0.0011264+0.00030689i,0.0017134+0.00058727i,0.0012848+0.0011908i,0.00071452+0.00079834i,0.00047629+0.00078363i,0.0004823+0.00087045i,0.00022058+0.00074362i,0.0001665+2.433e-06i,0.00057042-0.0003767i,0.00067797-0.00023009i,5.3921e-05-0.00037101i,0.0001813-0.00079864i,0.00032359-0.0015891i
0.0010445-0.00010881i,0.00019222+0.0009406i,-0.00071521+0.0027766i,-6.0786e-05+0.0042169i,0.00081045+0.0038279i,0.0010976+0.0018564i,0.00083574+0.00036387i,0.0011251+0.00067786i,0.0015995+0.00075313i,0.0010221+0.00046994i,0.00054711+0.00091508i,0.00043072+0.0010296i,1.4788e-05+0.00065429i,0.00033059+0.0010317i,0.0012118+0.0016289i,0.001128+0.0011198i,0.00045015+0.00069561i,-8.4446e-06+0.00064147i,-0.00017938-1.4886e-05i,0.00030299+1.2589e-05i,0.00012079+0.00023414i,0.00017967-8.6015e-05i,-0.00046125-0.00086176i
-0.0020372-0.0010375i,-0.0013563-0.00011079i,-0.0007042+0.0034132i,0.0010006+0.0058509i,0.0041247+0.0053338i,0.0048781+0.0027641i,0.0026476+0.00084673i,0.0019361+0.00066662i,0.0013823+0.00049692i,0.00069264+0.00015666i,0.0003526+0.0011162i,-1.479e-05+0.001848i,-0.00017006+0.0014497i,0.00013149+0.00091325i,0.00062278+0.00082315i,0.00073374-3.776e-05i,0.00063995-0.00070083i,5.9146e-05-0.0002698i,-0.00044734+4.6912e-05i,-7.6035e-05-0.00022033i,0.00030977-0.00033516i,0.00014702-0.00035512i,6.4868e-05-0.00093908i
-0.00013454-0.0015594i,-0.0013452+0.00042859i,-0.0014272+0.0037772i,-6.289e-05+0.0065282i,0.00086725+0.0056722i,0.00073588+0.0026752i,0.00030904+0.0015634i,0.00069402+0.0014908i,0.0012339+0.0010631i,0.0011517+0.0003173i,0.00052187+0.00078171i,-0.00013732+0.0010804i,-0.00028824+0.0006551i,0.00010633+0.00065852i,0.00058171+0.0013052i,0.00044902+0.0015373i,-0.0004214+0.0010603i,-0.00068674+0.00060621i,-0.00032358+0.00080895i,-0.0003652+0.0011923i,-3.6322e-05+0.00070622i,0.00034022+0.00031402i,-9.309e-05-0.00024238i
0.00015102+0.00025796i,0.00040106+0.0019655i,0.00015319+0.0040523i,0.0020226+0.0057334i,0.0038976+0.0041162i,0.0034198+0.0013244i,0.0016161+0.00025247i,0.00080648+0.00013089i,0.00122-0.0002453i,0.00087867-0.00017021i,0.00035985+0.00029869i,0.00039283+0.0006053i,0.00021325+0.00056787i,-0.00029859+0.00094144i,-0.0005685+0.0013042i,0.00046868+0.00090267i,0.0012099+0.00048132i,0.00073045-0.00021092i,0.00045727-0.00054954i,0.00083588+0.00021158i,0.0010835+0.00064426i,0.0003406+0.00043192i,0.00030119+0.00013733i
-0.00060858+0.00097927i,-0.00032651+0.0013018i,0.00058711+0.0027815i,0.00050131+0.0042275i,0.00032778+0.0033915i,0.0010872+0.0009772i,0.0013447-1.0717e-06i,0.00096611+0.000663i,0.0010267+0.00090122i,0.0015155+0.00097509i,0.0011183+0.00097115i,-9.6493e-05+0.00017287i,-0.00025033-0.00015941i,0.00016353+0.0001899i,0.00078671+0.00049571i,0.00077456+0.00089202i,0.00044024+0.0012912i,0.00029592+0.00092049i,9.6973e-05-0.00017782i,-0.00030345-0.00033195i,-3.252e-05-0.0001714i,0.00059175-0.00067495i,0.00082334-0.0010671i
0.00022418-0.00015182i,0.00035199+0.00091613i,0.00054893+0.0034399i,0.00086828+0.0049112i,0.0013588+0.0047618i,0.0013108+0.002407i,0.0001535+0.0004796i,-0.00044514+0.0010303i,0.00045018+0.0017715i,0.00050143+0.0015403i,-0.00033126+0.0013902i,-0.00056145+0.00084816i,-0.00074572+0.00019049i,-0.00037086+0.00027689i,0.00012627+0.0015698i,-0.00035358+0.0021151i,-0.0004418+0.00058025i,0.00010701-0.00030231i,0.00049581+1.9461e-05i,0.00067962+4.4053e-05i,0.0007894-0.0004289i,0.00075497-0.00039291i,0.00072605-3.8576e-05i
-0.0012731+0.00066313i,-0.0012477+0.0019523i,-0.0005219+0.0034761i,0.0015273+0.0044399i,0.0031075+0.0030978i,0.0026814+0.0015324i,0.0018654+0.0013774i,0.0023105+0.0021609i,0.0029368+0.0023386i,0.0020975+0.0014422i,0.00055772+0.00093172i,0.00069108+0.00061206i,0.00097105+0.0003159i,0.00041576+0.0003097i,7.3592e-05+0.00081121i,-1.8394e-06+0.00092482i,0.00031495+0.00053421i,0.00082323+0.00047709i,0.0011253+0.00074536i,0.00124-7.6481e-05i,0.00042609-0.00092166i,-0.00016195-0.00077411i,-0.00011486-0.00047661i
-4.4973e-05+0.00065999i,0.00038127+0.0015949i,0.00032773+0.0032528i,0.00097359+0.0052016i,0.0022758+0.004281i,0.0025587+0.0018375i,0.0022842+0.0013415i,0.0022755+0.0016867i,0.001937+0.001395i,0.0003616+0.00074285i,-8.7313e-05+0.00037682i,0.00049219+0.00056893i,0.00042124+0.0015934i,-0.00030862+0.0017847i,-0.00073608+0.001977i,-0.00074991+0.0018096i,-0.00027048+0.00054876i,0.00028978-0.0001767i,-0.00010448-0.00070141i,8.6528e-05-0.00050041i,0.00057128-2.7445e-05i,0.00055765-0.00041376i,0.00047808-0.0003259i
0.0010069-0.00093575i,-1.8447e-05-0.00010968i,-0.00065578+0.0015044i,-0.00034847+0.0037207i,0.00014391+0.0034843i,0.0013713+0.0019181i,0.0011777+0.00076515i,0.00060775+0.00052415i,0.0015003+0.00093793i,0.0011474+0.00071562i,-0.00026257+0.00057818i,-0.00079905+0.0001766i,-0.00024663-2.7737e-05i,0.00074447+0.00051221i,0.0011737+0.00080637i,0.001249+0.00070262i,0.0010238+0.00055749i,0.00079554+0.00034455i,0.0003297+0.00016237i,-0.00021029-0.00044938i,-1.057e-06-0.00033769i,-5.4452e-05-0.00036115i,-0.00034433-0.00014306i
5.7274e-05-0.00064365i,-4.1565e-05+0.00063999i,-0.00055887+0.0030081i,0.0012296+0.0050458i,0.0033318+0.0055199i,0.0029189+0.0036659i,0.001534+0.0020079i,0.00075554+0.0017778i,0.0012379+0.0011132i,0.0007703+0.00081062i,-0.00027837+0.0019239i,-0.00036067+0.0023347i,0.00013416+0.0010988i,0.00048414+0.00059063i,0.00051525+0.00060223i,0.00082309+0.00044792i,0.00058452+0.00022639i,0.00079833-0.00043341i,0.00076131-0.00042743i,0.00012303-9.2575e-05i,9.7021e-05-0.00035658i,0.00046149-0.0006028i,0.00066263-0.0007989i
0.0015835+0.00078355i,0.0012128+0.00030674i,0.0003704+0.0017407i,-0.00031044+0.0036878i,-0.0002511+0.0038063i,0.000353+0.0014749i,0.00050249+0.00076104i,-0.00018922+0.0017497i,7.9119e-05+0.00079685i,0.0003684-0.0010578i,0.00036929-0.00055826i,0.00031166+0.00095511i,-0.00054967+0.00052613i,-0.0013746+0.00039229i,-0.0010215+0.0012739i,-0.00045472+0.0014323i,-0.0003422+0.0012271i,-0.00032527+0.0010685i,-0.00051555+0.00062289i,-0.00068063-0.0002449i,-0.00038091-0.00013238i,-3.9627e-05-9.4852e-05i,0.00014977-0.00035721i
0.00049961-0.00023079i,-0.00052265+0.0012755i,-0.00099009+0.0031418i,9.7391e-07+0.0053078i,0.0015205+0.0048189i,0.0017288+0.0024095i,0.0013939+0.0010238i,0.0012197+0.0017161i,0.00042851+0.0021628i,0.00048085+0.001356i,0.00026207+0.0010731i,-0.0012036+0.0007759i,-0.0014603+0.00075751i,-0.00031703+0.00099164i,3.2543e-05+0.0015661i,2.3845e-05+0.0022095i,0.00029985+0.0019733i,0.00056663+0.0015854i,0.00060167+0.0011488i,2.0781e-05+0.00042i,-0.00054336-0.00015582i,-1.0763e-05-0.00027588i,3.1412e-05+0.00019198i
0.00086963-0.0010277i,9.2295e-05+0.0011262i,-0.00094937+0.0028897i,-2.4661e-05+0.0045719i,0.0011556+0.0041702i,0.0012935+0.0022057i,0.0011673+0.0014883i,0.0015362+0.0014104i,0.0019777+0.0012476i,0.00074319+0.00077649i,-0.00064779+0.00016731i,3.5441e-05+0.00024389i,0.0001769+0.00065885i,-0.00016396+0.00051877i,-0.0003339+0.0006393i,-4.9962e-05+0.0011851i,0.0005201+0.00099013i,-2.1333e-05+0.0010037i,-0.00072313+0.0014401i,-0.0003885+0.00079453i,-5.7297e-06-0.00014347i,-8.6238e-05-0.00018739i,-2.13e-05+0.00020946i
8.1669e-05+0.00013497i,-0.00017838+0.00081473i,-0.00019283+0.0032414i,0.00031445+0.0052213i,0.00055126+0.0043244i,0.00064934+0.0014969i,0.00040803+0.00052079i,0.00056376+0.0011954i,0.00087118+0.0011687i,0.00020312+0.0011136i,-0.00025726-0.00029418i,0.00032361-0.00096675i,0.00053345-0.00061129i,-0.00017422-0.00013616i,-0.00027266+0.0010005i,-9.302e-06+0.00082519i,6.2699e-05-0.00021286i,-0.00052215+0.00040821i,-0.00019326+0.00047961i,0.00078951+1.0324e-05i,0.00060484-0.00039618i,-0.00035444-0.00040142i,-0.00010481-0.0002058i
0.00045285-0.00053074i,-0.00041107+0.0017536i,-0.00023475+0.0047249i,0.00021384+0.0066066i,0.00056239+0.005887i,0.00098712+0.0036583i,0.00034696+0.0021804i,0.00019063+0.0017619i,0.00032944+0.0012392i,0.00013909+0.0007562i,-0.00011873+0.0016115i,-0.0003189+0.0023798i,-0.00041885+0.0013265i,-0.00029645+0.00038909i,-0.00036355+0.00082371i,-0.00034031+0.00085133i,-0.00027597+0.00037919i,-0.00077354+2.0874e-05i,-0.00071972+7.869e-05i,-0.00053001+0.00037849i,-0.00074112+0.00014596i,-0.00039414-0.00013811i,0.00071962+0.00020849i
0.0010283+5.9014e-06i,0.00067294+0.0002822i,0.00052432+0.001361i,0.0010291+0.0020219i,0.0019596+0.0019654i,0.0019832+0.00037716i,0.00066566+3.8318e-05i,-0.0004427+0.00098533i,0.00040187+0.0008212i,0.001314+0.00034521i,0.00051009+0.00069561i,0.00037675+0.00085708i,0.00061169+0.0013213i,0.00024697+0.0011987i,0.00065299+0.00070448i,0.0011633+0.00070279i,0.00037031+0.00076644i,-1.7643e-05+0.00070496i,5.8559e-05+0.00055175i,-0.00016664+0.00055206i,-0.00034611-0.00014817i,1.3388e-05-0.00046501i,0.00025176+0.00024973i
0.00030144+0.0018947i,0.00019838+0.0026651i,-0.00070354+0.0042999i,-0.0015736+0.0051929i,-0.0012578+0.0040555i,-0.00041749+0.0012693i,0.00022104+0.00071526i,0.001035+0.001755i,0.0015169+0.0013382i,0.00079855+0.00040576i,0.00083458+0.00036949i,0.001724+0.00025189i,0.001081+0.00021365i,0.00061716+0.00014951i,0.00025429+0.0009269i,-0.00018381+0.0014386i,-0.00025386+0.0013021i,-0.00052753+0.0011081i,-0.00049556+0.00034952i,0.00040334-6.816e-05i,0.0013633+0.00040533i,0.00076516+0.00051819i,0.00063747-0.00018909i
0.00081124+0.00015362i,-7.186e-05+0.0019349i,-0.0014227+0.0035557i,-0.00030641+0.0048505i,0.001592+0.0051734i,0.0012535+0.003171i,0.00037686+0.0021014i,0.00049304+0.002352i,0.00097682+0.0017405i,-0.00023816+0.00097641i,-0.0005597+0.00056895i,0.00029653+0.00053023i,0.00023154+0.00090494i,0.00026223+0.00049154i,0.0009184+0.0009637i,0.0010907+0.0014418i,0.00039768+0.0013642i,-0.00037718+0.0013007i,-0.0004403+0.00062345i,-0.0004841-0.00042091i,-0.00079039-0.0009296i,-0.00054247-0.00091602i,0.00048479-0.0012009i
-0.001617+0.00051521i,-0.0018263+0.0019148i,-0.0015202+0.0044603i,-0.00056861+0.0058845i,0.0010719+0.005251i,0.0024367+0.0025204i,0.0021271+0.0011942i,0.0018037+0.0013293i,0.002154+0.00067537i,0.0020079+0.00083753i,0.001158+0.0012319i,0.00073561+0.00066675i,0.00015456+0.00072341i,-0.00044953+0.0010708i,-0.00023804+0.0013777i,0.00044276+0.0017081i,0.00057937+0.0011951i,0.00080922+0.00084935i,0.00045139+0.00077767i,-0.0006192+0.00010411i,-0.00073836-0.00023632i,-0.00030016+0.00049999i,0.00023113+0.00071392i
-0.0016969+0.00093189i,-0.00094627+0.0014283i,-0.00014814+0.0017312i,0.00021107+0.0034534i,0.00097041+0.0044941i,0.0012241+0.0027184i,0.00053054+0.00097013i,0.00053534+0.0014999i,0.00093562+0.0014745i,0.00052953+0.0013193i,0.00052332+0.0021014i,0.00071424+0.0013646i,0.00058984+0.00030043i,0.0009625+0.00073116i,0.0013341+0.0018087i,0.0012574+0.0021343i,0.00061453+0.001637i,-0.00016422+0.00028438i,-0.00057272-0.00023925i,0.00016755-0.0003394i,0.00045765-0.00040254i,3.258e-05+0.00048109i,4.1198e-05+0.00028037i
-0.0003901+0.0013697i,7.3844e-05+0.002364i,0.00013198+0.0044274i,1.3507e-05+0.0054157i,0.0013951+0.0048547i,0.0022528+0.0028739i,0.0013242+0.0019247i,0.00061522+0.0019849i,0.00055018+0.0013634i,-0.0001543+0.00029753i,-0.00029558+0.00012001i,0.00039308+0.00049256i,0.0002159+0.00093835i,1.3286e-05+0.00081913i,0.00058518+0.00055889i,0.00055629+0.00090395i,0.00040416+0.00060903i,0.00012964-3.4045e-05i,-0.00046511-0.00066333i,-0.00035273-0.00089222i,0.00086671-0.00095702i,0.0011189-0.00085263i,0.00042354-0.00050389i
0.00077682+0.000488i,0.00067434+0.0014573i,-0.00017854+0.0021599i,0.00015849+0.00282i,0.00040672+0.0027462i,0.0004078+0.0020141i,0.0003792+0.0019015i,0.0003235+0.0019392i,0.001146+0.00097784i,0.00063972+0.00050774i,-9.8135e-05+0.00071331i,0.00038134+0.0010756i,0.00032121+0.0010035i,-0.00063719+0.00018732i,-0.00020922+0.00017832i,-0.0001039+0.0011399i,-0.00083624+0.0012467i,-0.00055802+0.0011414i,-0.00018767+0.001058i,-0.00011872-2.9154e-05i,0.00047636-0.00079522i,0.0013812-2.9874e-05i,0.001469+0.00056898i
0.00090436+0.00030425i,0.00016025+0.00095922i,-0.00090208+0.0021108i,-0.00070748+0.0037448i,-0.00010266+0.0039115i,0.00064468+0.0022542i,0.00074445+0.0011459i,0.00081526+0.00098182i,0.0013611+0.0014686i,0.0010488+0.0015208i,0.00045452+0.00085355i,-1.6293e-06+0.00070516i,-0.00043743+0.00048017i,-0.00026288+0.00058075i,-0.00028952+0.00072915i,-0.00046359+0.00046915i,0.00059919+0.00095196i,0.0011396+0.00097783i,0.00064787+0.00044001i,4.9547e-05+0.0002657i,-0.00058981+2.9413e-05i,-0.00012489-0.00056233i,0.00016833-0.0010385i
-0.00041147+0.00099028i,-0.00011393+0.0015799i,0.00039667+0.0034972i,0.00075695+0.0054763i,0.0011891+0.0049917i,0.00086572+0.0025528i,0.00072991+0.0012779i,0.0019579+0.0022626i,0.0023068+0.001915i,0.00099953+0.00024077i,0.00042165+0.0001403i,0.00047043+0.0009322i,0.00031083+0.0017585i,8.6797e-05+0.0016881i,-9.2954e-05+0.0010542i,-0.00029983+0.00074313i,-0.00039959+0.00069852i,-0.0004254-8.0313e-06i,-0.00016685-0.00043651i,-0.00051036-0.00049268i,-0.00069327-0.00057205i,0.00041045-0.00057784i,0.000192-0.00037064i
-0.00016656-0.00035583i,-0.00020816+6.3995e-05i,-0.00073557+0.0015257i,-0.00063619+0.0036243i,0.0007024+0.0039066i,0.0019021+0.0032112i,0.00083082+0.0029723i,0.00056822+0.0016972i,0.001622+0.00014976i,0.000922-0.00026783i,-0.00025494+0.00026403i,0.00018149+0.0014455i,0.00022196+0.0019192i,-9.7079e-05+0.001507i,6.9422e-06+0.0014545i,-2.0645e-05+0.0018747i,0.00030925+0.0019292i,1.749e-05+0.0015778i,-0.00022124+0.00079932i,0.00080415-0.00037368i,0.00067874-0.00060018i,-0.00053091-0.00049892i,-0.00030778-0.0011626i
0.0011062-0.00062075i,0.00048005+0.00097398i,-0.00027828+0.0034781i,0.00050423+0.0051098i,0.0016696+0.0042699i,0.0017855+0.001732i,0.0010977+0.0011326i,0.0011838+0.0020768i,0.0015805+0.0012693i,0.0011966+0.00026838i,0.00058581+0.00039567i,0.00049268+0.00051654i,0.00030477-6.9309e-05i,0.00017741-0.00033123i,0.00044524+0.00046571i,-0.00026616+0.00050082i,-0.00025345-0.0001884i,0.00035456+9.6083e-05i,-0.0002059+0.00032145i,-0.00076929-0.0004094i,-0.00075145-0.00052293i,-0.00045577-0.00020185i,-0.00012446-0.00016507i
-0.0011698+0.00054134i,-0.00038532+0.001101i,-6.6278e-05+0.0029187i,0.00051242+0.0046702i,0.0022429+0.003985i,0.0027642+0.00080109i,0.0013523-0.00032229i,0.0010572+0.00048887i,0.0013313+0.0005606i,0.0008131+0.00038412i,0.00032074+0.00051084i,0.00046327+0.0010587i,0.00069109+0.0013529i,0.0005838+0.0010959i,0.00061805+0.00088242i,8.997e-05+0.0013824i,-0.00027623+0.0011275i,0.00010631+8.8343e-05i,0.0002494-0.00032347i,0.00065051-0.0001166i,0.0010681-5.8987e-05i,0.00039142+0.0004016i,-0.00021026+0.00032931i
-0.0010039+0.0018127i,-0.0015035+0.0022403i,-0.0020252+0.0040273i,-0.0015227+0.0060883i,-0.00040223+0.0055353i,0.00041146+0.0030725i,9.7772e-05+0.0014403i,-0.00071807+0.0016111i,-0.00035122+0.001478i,0.00064242+0.00087021i,0.0013797+0.00063447i,0.0011628+0.00037479i,0.00054594+0.0003945i,0.00028369+0.00037965i,0.00044556+0.00066128i,0.00047315+0.00076012i,0.00067786+0.00059944i,0.00067601+0.0001782i,0.0004187-0.00073228i,0.00043197-0.00056294i,0.00053375+0.00011249i,-6.3156e-05+4.0051e-05i,0.00012467-0.00042372i
-0.00066894+0.00036611i,-0.00030139+0.00097446i,7.2629e-05+0.002389i,0.0011771+0.004123i,0.0014905+0.003839i,0.0011372+0.0022419i,0.0010443+0.0016504i,0.00076771+0.0016362i,0.00080025+0.0016708i,0.0010581+0.0016303i,0.0013177+0.0013842i,0.0012594+0.0011605i,0.00038638+0.00034989i,0.00047827+0.00067673i,0.00076571+0.0010149i,0.00046024+0.0010169i,7.9271e-05+0.00082177i,-0.00059411+0.000336i,-0.00015587+5.1851e-05i,0.00020187-0.00010813i,-0.00011313-0.00034649i,0.0001636-0.00066353i,0.00023662-0.00043253i
0.00082557-0.00016427i,0.00085143+0.0013358i,0.00048908+0.0032673i,0.00024211+0.0047739i,0.00022605+0.0053743i,0.00059723+0.0031192i,0.0009648+0.001823i,0.00074383+0.0033755i,0.0012554+0.0031297i,0.0015536+0.0016663i,0.00065143+0.0011287i,4.8487e-05+0.00058495i,4.8633e-05+0.00025628i,0.00040991+0.00052094i,0.00039103+0.00095598i,4.2963e-05+0.00065037i,0.00037621+0.00019881i,0.0004537-8.161e-05i,-0.00030137+0.00051854i,-0.00012143+6.1154e-05i,9.9551e-05-0.00061562i,-0.00074889+0.00026974i,-0.0003401+8.9908e-06i
0.0015193+0.00085102i,0.0010067+0.0017031i,0.00087218+0.0030753i,0.0015466+0.0047329i,0.0017619+0.0036744i,0.0014337+0.00091598i,0.00051442+0.00055926i,-0.0001203+0.0017701i,0.00046607+0.00142i,0.00036688+0.00011773i,-0.00066339+0.00033961i,-0.00057263+0.0010916i,0.00030052+0.00068263i,0.00069654+0.00031732i,0.00030716+0.00083124i,0.00018996+0.00081955i,3.7918e-05+0.00068662i,-0.00074004+0.00050205i,-0.0009146-7.7295e-05i,-0.00036445-0.00078245i,0.00022717-0.00065833i,0.00055796-0.00031693i,0.00024898-0.00086099i
0.00059775-0.0012015i,-0.00036308-0.00011136i,-0.0012893+0.0015694i,-0.0021967+0.0039171i,-0.0016408+0.0051451i,0.00078119+0.0032275i,0.0014882+0.0023001i,0.00087504+0.0022422i,0.0015165+0.0013312i,0.0013081+0.0012216i,0.00019634+0.0012765i,0.00044137+0.00044723i,0.00088107+0.00047138i,0.00081812+0.0015597i,0.00065124+0.0011897i,0.00072147+0.00060878i,-6.0577e-05+0.0008707i,-0.00071101+0.001178i,-0.00032157+0.00088821i,-4.2084e-08-1.242e-05i,2.3442e-05-0.00038791i,-2.5855e-05-0.00012599i,7.5596e-05+3.766e-05i
0.0014248+0.00062863i,0.00117+0.0012409i,0.00066017+0.002694i,0.00095912+0.0042268i,0.0017505+0.0035365i,0.0012207+0.0010811i,9.0127e-05+0.0010454i,-0.00011043+0.0022402i,0.00048174+0.0017445i,0.00085779+0.00072198i,0.00073363+0.0009623i,0.00026266+0.0010365i,-0.00050422+0.00054708i,-0.0008085+0.00073729i,0.00016835+0.00098225i,-7.2433e-05+0.00073986i,-0.00017491+0.0002345i,0.00051743-0.00037582i,0.00023685-0.001312i,0.00018782-0.0009708i,7.0086e-05-0.00013004i,-0.0008402+9.3154e-05i,-0.00043661+0.00013878i
3.6217e-06+0.00035844i,-0.00083352+0.0015723i,-0.00055735+0.0033548i,-0.000527+0.0047213i,2.7832e-05+0.0045707i,0.0013218+0.0027344i,0.0011705+0.0016335i,0.00084354+0.0017201i,0.0012168+0.0015546i,0.00049186+0.0004909i,-0.0004179+0.00012018i,-0.00057778+0.00045186i,-0.00027141+0.0003553i,0.00043487+0.0005054i,0.00036064+0.00084377i,0.00033973+0.00068741i,0.00036476+0.00016769i,-1.6598e-05-0.00054794i,0.00040542-0.00059565i,0.0012767-7.6556e-06i,0.0011529+0.0004264i,0.00029595+0.0006715i,-0.0001204+0.00061073i
-0.00081504+0.0012838i,-0.0008362+0.0027571i,8.5994e-05+0.0049511i,0.0014237+0.0061011i,0.0023633+0.0054955i,0.0024782+0.0030292i,0.0013355+0.0018242i,0.0010288+0.0012338i,0.0009944-9.7429e-05i,0.00095016+0.00013228i,0.00066053+0.0012035i,3.8903e-05+0.0014774i,-0.0003718+0.00099968i,0.00015119+0.0006835i,0.00042298+0.00086504i,-1.5073e-05+0.00066678i,-0.0001214+0.00065224i,0.00040075+0.00033344i,0.0006377-0.00030357i,0.00085808-0.00089087i,0.00090712-0.00093047i,0.00022504-0.00052995i,-0.00027295+0.0001075i
0.0012189-0.00041802i,0.0017208+0.00046643i,0.0011358+0.001693i,0.00061107+0.0024596i,0.0011141+0.0031281i,0.001151+0.0025157i,0.00039239+0.0013541i,0.00080374+0.0012885i,0.001453+0.0010276i,0.00085783+0.00056241i,5.7126e-05+4.3451e-06i,3.3156e-05-4.5103e-05i,0.00050309+0.00059392i,0.00052469+0.00079152i,0.00035295+0.00079443i,-9.2233e-05+0.0012857i,-0.00039222+0.00046011i,-0.00020815-0.00043326i,-6.1009e-05+7.0216e-05i,-0.00084767-0.00055896i,-0.0012974-0.0014763i,-0.0012281-0.00025611i,-0.0012995+0.00058468i
0.00082314+0.00054064i,0.00040379+0.00063386i,0.00034445+0.0014202i,-0.00040044+0.0029472i,-0.00067198+0.0035916i,0.00068913+0.0023624i,0.0012555+0.0015679i,0.0011467+0.001584i,0.0014296+0.0013044i,0.0012297+0.00094812i,0.001013+0.00061654i,0.0015321+0.00020847i,0.00093653+0.00078472i,-0.00033205+0.0013783i,-0.00024379+0.0011332i,-0.00010603+0.00085861i,-0.00036731+0.00088535i,-0.00028124+0.00065773i,-4.9596e-05-0.00017389i,0.00054083-0.00071145i,0.0003119-0.00025578i,-0.00025745+0.00037914i,-0.00073729+0.00062469i
-0.00019918-0.00080212i,-0.00075431+0.00056134i,-0.0018234+0.0028994i,-0.0012671+0.0051978i,0.00039724+0.0050652i,0.0010095+0.0027293i,0.00090095+0.0005684i,0.0010976+0.0007924i,0.0012396+0.00095481i,0.00080322+0.00018311i,-5.9277e-05+0.0003395i,-0.00024394+0.00038049i,0.00039927+0.00031973i,0.00066731+0.00075269i,1.1936e-05+0.00080436i,4.7595e-05+0.00047252i,0.0011552-0.0002958i,0.0011267-0.00027019i,-7.749e-05-0.00015782i,-0.00026484-0.00038019i,0.00018001+5.0486e-05i,0.00040203-0.00037244i,0.00062748-0.0014563i
0.00098168+0.0001076i,-0.00025753+0.0013794i,-0.0012315+0.0036043i,-0.00041142+0.0051i,0.00096381+0.0055833i,0.0013371+0.0037926i,0.00040936+0.0012424i,0.00051304+0.0011375i,0.00069113+0.0014789i,-0.0001451+0.00080952i,-0.0008883+0.00041927i,-0.001008+0.00010957i,0.00023132+0.00029037i,0.00034572+0.0010577i,-0.00024146+0.001154i,5.1815e-05+0.0009377i,5.7064e-05+0.00082968i,-0.00045217-4.7084e-05i,-0.00096042-0.00046597i,-0.0012098-0.00032075i,-0.0010091-0.00049561i,-0.00056656-0.00082931i,-0.0002989-0.0013708i
-0.00062708+0.00075014i,-0.00023361+0.0014115i,0.00018405+0.0038086i,0.00049682+0.0061462i,0.0010643+0.0053804i,0.00088256+0.0024955i,8.2335e-05+0.001023i,0.00011632+0.0010928i,0.00064235+0.00097008i,0.00052702+0.001121i,0.00053062+0.0014522i,0.00014128+0.00161i,-0.0006191+0.00073998i,-0.00011064-9.5085e-05i,4.2269e-05-9.4845e-05i,8.4057e-05-0.00014559i,-0.00014765+2.0667e-05i,-0.00047091+0.00021637i,0.00039255+0.00031962i,0.0002458-0.00016264i,-0.00068706-0.00040402i,-0.00050014+4.3545e-05i,0.00021917-6.0943e-05i
-0.00069878+0.0010282i,-0.0011641+0.0012894i,-0.0020732+0.0030544i,-0.0012464+0.0054495i,-0.00037205+0.0061198i,0.0001295+0.0038645i,-7.3109e-05+0.0014294i,-1.3061e-05+0.00096129i,0.0010952+0.0011117i,0.0015813+0.0015974i,0.0013056+0.0018975i,0.0011573+0.0014864i,0.00055535+0.0019332i,-0.00026565+0.0022464i,0.00056293+0.0014594i,0.0012533+0.00042339i,0.00079858+0.00032409i,-4.0328e-05+0.0001508i,-8.9147e-05-0.00036672i,0.00076078+7.5924e-05i,0.00093911+8.3335e-05i,0.00067873-0.00011735i,0.00083777+0.00011602i
-0.0012204-0.00016564i,-0.00051289+0.00084369i,-2.2958e-05+0.0031761i,5.1937e-05+0.0047079i,0.0012881+0.0041445i,0.0025518+0.0022953i,0.0019961+0.0020393i,0.0013265+0.0024957i,0.00084779+0.0016065i,8.8144e-05+0.00097873i,7.8497e-05+0.001359i,0.00058169+0.0012228i,0.0010696+0.00021895i,0.0011173+0.00031145i,0.00050905+0.0009223i,0.00031338+0.0007627i,-0.00037081+0.00071381i,-0.00094688+0.00026893i,-0.00063123+0.00026792i,-0.00043592+0.00056744i,-0.00053409-0.00045674i,-0.00014431-0.0015095i,0.00014259-0.0012057i
-0.00087837+0.0023335i,-0.0011276+0.0021513i,-0.0010107+0.0029751i,6.1749e-05+0.0036818i,0.0016659+0.003959i,0.0012705+0.0022178i,0.00053404+0.00069342i,0.0008106+0.0012957i,0.0019057+0.0010825i,0.0023404+0.00048747i,0.0017619+0.00037416i,0.0008273+0.0002962i,-5.2382e-06-0.00029867i,0.0001713-0.00036405i,0.0010984+0.00052345i,0.0013037+0.0013653i,0.00046415+0.0012387i,-5.5472e-05+0.00026255i,2.1703e-05-0.00070296i,0.00061686-0.00047966i,0.00082193+0.00016604i,0.0001337+0.00096174i,-0.00020281+0.00055893i
