2.1875e-05+6.8978e-06i,-0.00062752+1.4062e-05i,-0.0017547+0.00090251i,-0.0010964+0.0015697i,-0.00043728+0.0022015i,-8.3331e-05+0.0023419i,-0.00084879+0.0020881i,-0.0004232+0.0020591i,0.0011401+0.0013363i,0.0016416+0.0006724i,0.00091845-0.00030569i,-0.00024462-0.00094535i,-0.0010237-0.00081078i,-0.000741-0.00059872i,-0.00032015-0.00034267i,-0.00061375-0.00014944i,-0.0011955+0.00037572i,-0.001678+4.7611e-06i,-0.00072718-0.00073028i,0.00014833-0.00063038i,-0.00017724-0.0001713i,0.00023793+0.00062858i,-9.1034e-05+0.00069342i
-0.0053922-0.0024424i,-0.026776-0.01589i,-0.078609-0.04242i,-0.14113-0.062556i,-0.16208-0.044424i,-0.12461+0.014737i,-0.073519+0.053744i,-0.042722+0.041917i,-0.022217+0.026601i,-0.0026431+0.022043i,0.0050011+0.0058116i,0.00075818-0.011896i,-0.0013745-0.014037i,0.00215-0.010625i,0.0021839-0.0092759i,-0.0026442-0.0043727i,-0.006464+0.0029162i,-0.0077542+0.0055515i,-0.0071264+0.003867i,-0.0054558+0.0026188i,-0.0013946+0.0045272i,0.0053514+0.0058277i,0.010382+0.003441i
0.0067264+0.0045557i,0.022609+0.024688i,0.052264+0.069211i,0.073257+0.11775i,0.045134+0.12874i,-0.028929+0.092975i,-0.06551+0.059177i,-0.035369+0.03327i,-0.008796-0.00973i,-0.010722-0.037906i,-0.014202-0.032202i,-0.013928-0.019435i,-0.015579-0.011253i,-0.015597-0.0027204i,-0.012308+0.0043712i,-0.0070204+0.0063972i,-0.0007443+0.0038768i,0.004528+0.00042203i,0.0075435-0.0014581i,0.0089269-0.0019636i,0.0079011-0.0044085i,0.0045296-0.0087807i,0.0020024-0.009038i
-0.0031678-0.0089379i,-0.0092418-0.032661i,-0.015597-0.089191i,-0.018905-0.1662i,-0.023156-0.2166i,-0.028412-0.19777i,-0.03596-0.13764i,-0.039847-0.073671i,-0.028939-0.016971i,-0.015186+0.017619i,0.0010655+0.030897i,0.016555+0.026317i,0.018108+0.016485i,0.014867+0.014252i,0.01642+0.01225i,0.014967+0.0063478i,0.0086899+0.0018497i,0.0057663+0.0011893i,0.0055736+0.0014463i,0.0025811-0.00073265i,-0.0016581-0.00070914i,-0.0051471+0.0035675i,-0.0067225+0.0066123i
-2.7904e-05+0.0075019i,-0.0039111+0.030008i,-0.018051+0.07408i,-0.032189+0.11796i,-0.016067+0.11506i,0.028792+0.058508i,0.048693+0.0085134i,0.027363-0.00050967i,0.01356+0.0068626i,0.017397+0.0024795i,0.0091343-0.0068008i,-0.004027-0.0048794i,-0.0049104-0.0022561i,-0.0033967-0.0064409i,-0.0062229-0.007885i,-0.0069633-0.003597i,-0.003373+0.0028913i,-0.0001285+0.0075035i,-0.00066654+0.0097522i,-0.0015+0.01128i,0.00086087+0.010668i,0.0048423+0.0076002i,0.0061507+0.0029692i
0.0020658-0.0046416i,0.013813-0.022359i,0.050401-0.055238i,0.10302-0.076461i,0.13795-0.050675i,0.13874-0.011635i,0.10795-0.0089321i,0.056759-0.020607i,0.00506-0.020527i,-0.024544-0.011089i,-0.029549-0.0022773i,-0.023162+0.0046296i,-0.013299+0.0097824i,-0.0063493+0.010468i,-0.0052799+0.0095567i,-0.0051893+0.008092i,-0.0026527+0.0032278i,-0.0010542-0.0014413i,-0.0004373-0.003072i,0.001072-0.0044658i,0.00083332-0.00633i,-0.001664-0.0074347i,-0.0033705-0.0067611i
-0.0027648+0.0071479i,-0.016451+0.016515i,-0.056161+0.029166i,-0.11204+0.03492i,-0.14362+0.03406i,-0.13545+0.050574i,-0.0865+0.060729i,-0.026129+0.029185i,0.001603+0.000207i,0.011117-0.00052626i,0.023234-0.0048224i,0.025881-0.017529i,0.017054-0.020252i,0.010295-0.019322i,0.0054821-0.021317i,-0.00056468-0.019661i,-0.0050926-0.014304i,-0.0070066-0.0095743i,-0.006715-0.0069091i,-0.0061777-0.006661i,-0.0065776-0.0053836i,-0.0057532-4.3358e-05i,-0.0025382+0.0047843i
0.0023863-0.0033324i,0.019995-0.0058973i,0.055487-0.0030222i,0.083355+0.014553i,0.066174+0.037803i,0.027051+0.034297i,0.0086379+0.017894i,0.012223+0.013169i,0.019667+0.0020029i,0.014188-0.013197i,0.0024401-0.011379i,-0.0019492-0.0034645i,-0.0050877-0.0037763i,-0.011251-0.003837i,-0.013338-0.00093776i,-0.011597+0.00075947i,-0.0079551+0.00236i,-0.0014805+0.0031071i,0.0037186+0.0026088i,0.0055877+0.0018311i,0.007707+0.0014868i,0.0089537+0.0014629i,0.0078025+1.6428e-05i
-0.0033799+0.0013643i,-0.017431-0.0020431i,-0.039324-0.022177i,-0.044033-0.072697i,-0.022112-0.13588i,-0.01269-0.15151i,-0.026469-0.1041i,-0.030748-0.038462i,-0.017784+0.0030085i,-0.011807+0.018671i,-0.0122+0.028327i,-0.0041771+0.029095i,0.0051687+0.018126i,0.0083515+0.010508i,0.011805+0.011967i,0.014795+0.013185i,0.011548+0.0097008i,0.0052429+0.0067217i,0.0021873+0.0046013i,0.0039647+0.0011788i,0.0049935-0.001292i,0.0022837-0.0024841i,-0.00065232-0.0029053i
0.0017708+0.0013429i,0.01426+0.0079519i,0.028873+0.024856i,0.02282+0.054427i,0.0029872+0.088206i,0.010816+0.090728i,0.017974+0.055356i,-0.007938+0.019114i,-0.028486+0.0078082i,-0.018857+0.0030383i,-0.011088-0.011945i,-0.017096-0.017957i,-0.019049-0.0099717i,-0.014507-0.0027901i,-0.010744-0.0010811i,-0.0083822-0.00078205i,-0.0065975+0.00021602i,-0.0051898+0.0028313i,-0.0041706+0.0059056i,-0.0054177+0.0061294i,-0.0061831+0.0057532i,-0.0031801+0.0053296i,0.00067843+0.0026528i
-0.0016856-0.0031089i,-0.0080081-0.012131i,-0.0072585-0.024864i,0.027302-0.029844i,0.083177-0.019326i,0.097249-0.0066786i,0.063966-0.010623i,0.029419-0.020757i,0.0034685-0.027092i,-0.014519-0.024209i,-0.016743-0.013516i,-0.010926-0.0044286i,-0.0080904+0.0038859i,-0.0055797+0.010724i,-0.0050098+0.012823i,-0.0067172+0.013192i,-0.00487+0.011599i,-0.001962+0.006622i,-0.0012324+0.0018749i,-0.00032457+0.00069432i,0.00085763+0.00067662i,0.00069049-0.00055406i,-0.00056651-0.0016709i
0.002501+0.0019585i,0.0060561+0.010605i,0.00055887+0.0142i,-0.040572-0.00095275i,-0.10805-0.02014i,-0.135-0.013708i,-0.083799+0.0039681i,-0.013684-0.0081118i,0.011502-0.024304i,0.01261-0.012553i,0.02153+0.0031255i,0.026525+0.00084635i,0.019465-0.0074648i,0.011936-0.010532i,0.0095156-0.011901i,0.009827-0.012862i,0.010046-0.011914i,0.0087214-0.0095931i,0.0047583-0.0065093i,0.0010565-0.0044222i,-0.001103-0.0046535i,-0.0031067-0.0033385i,-0.0027515+0.00026955i
-0.00016456-0.0018573i,-0.0018344-0.010454i,-0.0018318-0.012404i,0.010504+0.011962i,0.030414+0.043083i,0.042134+0.037393i,0.034046+0.012601i,0.019758+0.016805i,0.022318+0.025328i,0.020585+0.012012i,0.002022+0.002372i,-0.0081194+0.0060873i,-0.0043459+0.0056826i,-0.0030869-0.0010994i,-0.0079534-0.0068555i,-0.013099-0.0094032i,-0.014071-0.0071924i,-0.0088418-0.0025149i,-0.0014183+0.00014109i,0.0025645+0.001045i,0.0029441+0.0015599i,0.0023483+0.00097994i,0.0020997-0.00061975i
0.00085973+0.0021217i,0.0032061+0.00926i,0.011329+0.0021657i,0.028469-0.043334i,0.048227-0.11117i,0.046046-0.13272i,0.023093-0.085583i,0.0061013-0.027275i,-0.00080681+0.0037351i,-0.0057034+0.014233i,-0.009277+0.014127i,-0.0065021+0.011111i,0.0022093+0.0070588i,0.0062407+0.0023262i,0.0044102+0.0038632i,0.0035173+0.010405i,0.0032791+0.012839i,0.0021597+0.0094898i,0.0017627+0.005069i,0.0033458+0.0022099i,0.0045821+0.0014316i,0.0032134+0.0012643i,0.0006974+0.00044657i
-0.00046502-0.0016679i,3.2614e-06-0.0096598i,-0.0085861-0.012369i,-0.034918+0.014749i,-0.059048+0.071842i,-0.041743+0.10264i,-0.014152+0.067751i,-0.024303+0.015011i,-0.040119-0.0014047i,-0.024414-0.0014213i,-0.0038738-0.012924i,-0.0024739-0.021729i,-0.0090466-0.016151i,-0.0084917-0.0073146i,-0.0023531-0.0054163i,0.0017078-0.0082151i,0.00070682-0.0094094i,-0.0019897-0.0054317i,-0.0017318-0.00023738i,-0.0010966+0.0018892i,-0.00082305+0.0026593i,0.0011442+0.0030308i,0.0030232+0.0029598i
-0.00039398+0.0024707i,-0.0010668+0.012586i,0.011315+0.027643i,0.05546+0.037184i,0.10615+0.034317i,0.094112+0.026408i,0.041196+0.018568i,0.016036+0.0043163i,0.007211-0.016175i,-0.0078263-0.021404i,-0.010196-0.0066307i,-0.002+0.0049287i,-0.0018699+0.0065817i,-0.0054273+0.00825i,-0.0092672+0.010243i,-0.013196+0.011438i,-0.013085+0.012378i,-0.0087327+0.010649i,-0.0036982+0.0071898i,-0.001309+0.003196i,-0.0012585+0.0004155i,-0.0004418-0.0012259i,0.0010277-0.0020074i
0.0012823-0.00022106i,0.0074472-0.011174i,0.003739-0.038332i,-0.043722-0.076583i,-0.1202-0.095829i,-0.14037-0.070713i,-0.080585-0.032817i,-0.015944-0.024651i,0.0085168-0.027072i,0.009725-0.014009i,0.0089704+0.0025199i,0.0097737+0.0065105i,0.0069061+0.001963i,0.0021407+0.0013108i,0.0037797+0.0056164i,0.010328+0.0093411i,0.012712+0.0093494i,0.0085962+0.0061883i,0.0016647+0.0012477i,-0.0024112-0.0016681i,-0.0025524-0.0012369i,-0.0025926+5.8115e-05i,-0.0032555+0.00014453i
-0.0011507+0.003528i,-0.0088206+0.012853i,-0.018511+0.03904i,-0.0059135+0.081958i,0.03106+0.099297i,0.045091+0.056081i,0.019619+0.0090132i,-0.001279+0.012908i,0.0041724+0.024732i,0.0063608+0.010717i,-0.0066079-0.0035812i,-0.015221-0.0012342i,-0.010258+0.0030109i,-0.004293-0.0012485i,-0.0053717-0.010041i,-0.0090415-0.016049i,-0.0085806-0.014769i,-0.0055005-0.0081097i,-0.0020535-0.002533i,0.00094031-0.001503i,0.0013863-0.0022855i,0.00090362-0.0021466i,0.00090584-0.00067665i
0.0031078+0.0011219i,0.017039-0.0071534i,0.047374-0.036856i,0.073547-0.10065i,0.075385-0.15356i,0.064424-0.13439i,0.048445-0.067884i,0.026127-0.020536i,0.0049962+0.0019939i,-0.0032559+0.013504i,-0.00048778+0.011017i,0.0041728+0.004731i,0.0069347+0.0031225i,0.0056175+0.0019742i,0.00064012+0.0028958i,-0.0040826+0.007877i,-0.0043392+0.0094424i,1.3953e-06+0.0056427i,0.0040523+0.001629i,0.0044011-0.00073804i,0.0029925-0.0015604i,0.0013894-0.0014478i,0.00062393-0.0012483i
-0.0039624-0.0021461i,-0.019537-0.00064973i,-0.056395+0.012306i,-0.096355+0.056073i,-0.096533+0.10467i,-0.051241+0.10345i,-0.011045+0.049671i,-0.014009+0.00099322i,-0.026241-0.010321i,-0.014322-0.0070147i,0.0015164-0.0075859i,0.0049503-0.011077i,0.0017602-0.010931i,0.003174-0.0070398i,0.010169-0.007399i,0.014082-0.0097337i,0.011706-0.0081035i,0.0058059-0.0031351i,0.0025503+0.0016066i,0.0030817+0.0034983i,0.0035035+0.0030023i,0.0027363+0.0025679i,0.0013733+0.0025049i
0.0051138+0.002053i,0.022612+0.0067321i,0.067063+0.012899i,0.12308+0.0081221i,0.13698+0.002494i,0.085905+0.011892i,0.026875+0.023288i,0.0084862+0.014778i,0.0039307-0.0074717i,-0.0087966-0.012676i,-0.012594+0.00047893i,-0.0074205+0.009222i,-0.0051526+0.0072001i,-0.0074626+0.0028222i,-0.012324+0.0022951i,-0.015663+0.0023467i,-0.015133+0.0017252i,-0.01016+0.0024234i,-0.0048623+0.0039328i,-0.0017895+0.0036032i,0.00029815+0.0020501i,0.0011906+0.0019667i,0.0015942+0.001509i
-0.0050599-0.0012363i,-0.016588-0.013302i,-0.052742-0.040085i,-0.11189-0.067012i,-0.1506-0.070891i,-0.12242-0.047323i,-0.053252-0.024547i,-0.0028418-0.020811i,0.016269-0.019377i,0.017334-0.010628i,0.0096284-0.0048625i,0.0024985-0.0047961i,-0.00069579-0.003439i,-0.0021428+0.0023412i,-0.0012203+0.010967i,0.0017368+0.016234i,0.0020995+0.014394i,-0.0013575+0.0088272i,-0.0039072+0.0026345i,-0.003121-0.0019586i,-0.0022446-0.0027258i,-0.0015021-0.0016547i,0.0001613-0.0014171i
0.0026465+0.0014629i,0.0098178+0.018983i,0.02825+0.057135i,0.060608+0.096329i,0.07949+0.094201i,0.05336+0.039011i,0.0064253-0.0025103i,-0.010328+0.0043654i,-0.0012637+0.012742i,0.00043127+0.0034172i,-0.006061-0.0063393i,-0.0093142-0.0065142i,-0.0071385-0.002898i,-0.0035089-0.0041863i,-0.0035112-0.0092086i,-0.0036703-0.012231i,-0.0014431-0.010595i,-9.7729e-05-0.0066255i,-9.7507e-06-0.0041083i,-0.00057163-0.0036288i,-0.00054397-0.00385i,-0.00033476-0.0031251i,-0.00073806-0.0020132i
-0.0012167-0.0057017i,0.00078374-0.024828i,0.0057233-0.071856i,0.0087222-0.13338i,0.010799-0.15288i,0.019106-0.094547i,0.024394-0.022389i,0.011988+0.0078676i,-0.0063305+0.019291i,-0.010139+0.023967i,-0.0014737+0.019517i,0.0071467+0.012092i,0.0071545+0.0064371i,0.0016829+0.0051595i,-0.0030903+0.0061261i,-0.0061001+0.0064449i,-0.0052547+0.0048825i,-0.00054598+0.0031478i,0.0029021+0.0016451i,0.0035746+2.9211e-05i,0.0030199-0.00034092i,0.0017408+0.00063561i,0.00072374+0.0012658i
-0.0012777+0.0060635i,-0.0094554+0.022032i,-0.030934+0.060324i,-0.051951+0.11184i,-0.043993+0.1294i,-0.012538+0.08015i,0.00049466+0.0123i,-0.01401-0.01812i,-0.02314-0.020531i,-0.01647-0.01697i,-0.0093938-0.0091629i,-0.0042801-0.0014794i,0.0014574+0.00065311i,0.0077747-0.00055999i,0.01298-0.0023441i,0.014055-0.0020634i,0.011178+0.0018843i,0.0069696+0.0056615i,0.003744+0.005843i,0.0026521+0.0042888i,0.0023103+0.0027454i,0.0015857+0.0016516i,0.00092682+0.00062343i
0.0030964-0.003566i,0.019283-0.014181i,0.058545-0.03762i,0.10049-0.065808i,0.093733-0.065413i,0.041645-0.028304i,0.0044949-0.0010906i,-0.0041537-0.0068892i,-0.010242-0.020265i,-0.014062-0.017071i,-0.011749-0.0061864i,-0.0094539+0.00049414i,-0.0058559+0.0016178i,-0.0050406-0.0022956i,-0.0083213-0.0040145i,-0.0095698-0.0036601i,-0.0072741-0.0037782i,-0.0040636-0.0016207i,-0.0013572+0.00081148i,-0.00047289+0.0021496i,-0.0011314+0.0025757i,-0.0014433+0.0022677i,-0.0011986+0.0004771i
-0.0032081+0.0018152i,-0.021633+0.0040653i,-0.067352+0.0058295i,-0.12105+0.0087893i,-0.12306+0.0082744i,-0.061635+0.00095557i,0.0052668-0.0062739i,0.038455-0.012436i,0.044102-0.012626i,0.03557-0.0078794i,0.02147-0.0084036i,0.0083355-0.009881i,0.00051267-0.0048428i,-0.0012489+0.0022768i,-0.0012506+0.006261i,-0.0031455+0.0071804i,-0.0065408+0.0053159i,-0.0078403+0.0018039i,-0.0057809-0.00043877i,-0.0020238-0.0015038i,0.0010113-0.0013566i,0.0024217-2.0208e-05i,0.0019174+0.0016338i
0.0047839-0.0019201i,0.021651+0.0036273i,0.061655+0.017211i,0.1086+0.030021i,0.106+0.023918i,0.04947+0.00039744i,0.0035516-0.0048879i,0.00015478+0.010511i,0.0077688+0.0138i,0.0032205+0.0092135i,-0.00084902+0.0065254i,0.00023425+0.0013582i,-0.0010044-0.0029013i,-0.00261-0.0044256i,-0.0023095-0.0062287i,-0.00095705-0.0061106i,0.0024771-0.0031362i,0.0049965-0.0018931i,0.0041949-0.0029851i,0.0022484-0.0035741i,0.00040257-0.0034785i,0.00018845-0.0035721i,0.0007735-0.0028458i
-0.0037341+0.00037139i,-0.014848-0.012275i,-0.038898-0.045943i,-0.063984-0.082675i,-0.05617-0.078825i,-0.025041-0.02384i,-0.0077516+0.02622i,-0.012554+0.041206i,-0.019797+0.042583i,-0.017099+0.033558i,-0.0095829+0.021878i,-0.0017475+0.013571i,-0.001671+0.0066882i,-0.0064188+0.0048729i,-0.0069683+0.0058498i,-0.0055778+0.0040258i,-0.0039196+0.0011892i,-0.00083631+0.00022513i,0.001106-8.3685e-05i,0.0011913-0.00098443i,0.00093109-0.00040974i,-0.00036952+0.0010958i,-0.0023133+0.00065117i
0.0041663+0.0038438i,0.011298+0.019099i,0.023404+0.056122i,0.034387+0.095612i,0.03258+0.090974i,0.021082+0.030208i,-0.0016157-0.027816i,-0.02689-0.041284i,-0.031234-0.033513i,-0.022724-0.027425i,-0.017943-0.019227i,-0.012372-0.0064424i,-0.0026621+0.00064172i,0.003656+0.0010561i,0.0045213+0.0022763i,0.0025353+0.0055131i,-0.00045835+0.009729i,-0.0010169+0.01157i,0.00021931+0.0089517i,0.001334+0.0043198i,0.0017444+0.0010033i,0.0030838+0.00045434i,0.0044119+0.001164i
-0.0027966-0.0047131i,-0.0013145-0.020319i,0.0054264-0.056019i,0.011001-0.094123i,0.0020855-0.088209i,-0.018838-0.041155i,-0.02293-0.015965i,-0.016862-0.027067i,-0.017734-0.035006i,-0.011573-0.024592i,-0.002896-0.014476i,-0.002434-0.009594i,-0.0022596-0.0051531i,-0.00024667-0.0045258i,-0.00078618-0.004538i,-0.00065366-0.0032475i,0.00053671-0.0023873i,-0.00036066-0.001685i,-0.0016224-0.00031844i,-0.0016699+0.0011548i,-0.0019692+0.0013236i,-0.0022344-9.2633e-05i,-0.0011533-0.0020659i
-0.00078559+0.0060396i,-0.0060573+0.019457i,-0.023943+0.045638i,-0.044121+0.069518i,-0.032263+0.062246i,0.015391+0.026184i,0.054736-0.0015747i,0.067003-0.011i,0.059061-0.011226i,0.040901-0.0048454i,0.02545-0.00091018i,0.013317-0.0020982i,0.0036353+0.00024934i,0.0011933+0.0036864i,0.0013732+0.0019289i,-0.0013496-0.0015367i,-0.0044499-0.0038173i,-0.0053976-0.003468i,-0.0032938-0.0013254i,0.00016104+4.4691e-05i,0.0012006+0.0019015i,0.00010052+0.0044168i,-0.0012932+0.0051166i
0.0013613+3.0347e-05i,0.014281-0.0095699i,0.043569-0.027312i,0.074301-0.047714i,0.064336-0.055279i,0.017603-0.040717i,-0.0087761-0.009246i,-0.0010243+0.015295i,0.007197+0.01854i,0.00017094+0.015933i,-0.0042112+0.017681i,-4.0712e-05+0.013132i,0.00098911+0.0030335i,-0.0016036-0.0012083i,-0.0010988-0.00082464i,0.0025385+0.0008981i,0.0063548+0.0023781i,0.0082114+0.0017698i,0.0068056+0.00026408i,0.0039381-0.0010617i,0.0023095-0.0021186i,0.0028888-0.0022146i,0.0035216-0.0015365i
-0.0034704+0.0029071i,-0.014641+0.0062775i,-0.04192+0.0074326i,-0.06903+0.008654i,-0.057177+0.021477i,-0.019626+0.044709i,-0.0061282+0.055213i,-0.016791+0.052699i,-0.021626+0.046235i,-0.017516+0.026788i,-0.016488+0.0093093i,-0.014034+0.0054944i,-0.0099526+0.0031178i,-0.009413+0.00024125i,-0.007274+0.00054831i,-0.0032631-0.00068825i,-0.0010093-0.0015879i,0.0001423+0.0006099i,0.00050675+0.00051111i,3.215e-05-0.00079744i,-0.0019512-0.00067685i,-0.0035512-0.0011547i,-0.0037462-0.0021462i
0.0043025-0.0010009i,0.017223+0.0012227i,0.045092+0.00946i,0.07192+0.018191i,0.065269+0.0067893i,0.030411-0.025085i,-0.0049144-0.048095i,-0.027067-0.047531i,-0.027439-0.036311i,-0.016272-0.027321i,-0.01073-0.022222i,-0.0089183-0.013991i,-0.0034368-0.0057345i,-0.0013258-0.00318i,-0.0047674+0.00028571i,-0.0084045+0.0055693i,-0.0093139+0.0084413i,-0.0068261+0.0083938i,-0.002601+0.006082i,0.00068174+0.0030949i,0.0019296+0.0014665i,0.0028441+0.0015376i,0.0034673+0.0017367i
-0.0041054-0.0012664i,-0.013228-0.0076228i,-0.031044-0.026853i,-0.050974-0.047658i,-0.058372-0.038038i,-0.051883-0.0064187i,-0.033716+0.0010538i,-0.016911-0.016662i,-0.011943-0.02503i,-0.0018116-0.015353i,0.010888-0.0082746i,0.010324-0.0094293i,0.0046226-0.0078391i,0.0037788-0.0048505i,0.0024437-0.0031945i,0.00058477-0.001437i,-0.00066614-0.0016512i,-0.0023591-0.0028835i,-0.002361-0.0019127i,-0.0012619-0.0010702i,-0.00067436-0.0013215i,-2.2097e-05-0.0020354i,0.0017174-0.0035006i
0.0038569+0.00062204i,0.0096647+0.0091917i,0.018389+0.031192i,0.026791+0.052935i,0.035748+0.044765i,0.050581+0.011122i,0.059312-0.010598i,0.056401-0.012137i,0.042347-0.0079392i,0.021114+0.0013856i,0.01119+0.010978i,0.0095766+0.010382i,0.0054866+0.0073143i,0.0030442+0.0066859i,0.002066+0.001802i,-0.00095241-0.0038693i,-0.0020729-0.0052119i,-0.0013369-0.0036386i,-0.00098669-0.00065653i,-0.00089073+0.0019084i,-0.00083964+0.0030975i,-0.00061119+0.0029252i,-0.0012375+0.0018312i
-0.0012273-0.0030075i,-0.00080682-0.013277i,0.0013603-0.037597i,0.0050614-0.066682i,-0.0011017-0.072334i,-0.018587-0.046018i,-0.02336-0.012025i,-0.012755+0.0059874i,-0.006638+0.0081863i,-0.012717+0.0076115i,-0.016281+0.01143i,-0.0091145+0.012506i,-0.0018466+0.0068138i,0.00012607+0.0027358i,0.0026376+0.0030703i,0.0055041+0.0045568i,0.006432+0.004897i,0.0064651+0.0035748i,0.0040525+0.0021446i,0.001436+0.0011804i,0.0010743+0.00026302i,0.0014308+0.00012173i,0.0016958+0.00095331i
0.0012829+0.0034629i,-0.0016366+0.012309i,-0.010342+0.029871i,-0.01953+0.051053i,-0.010602+0.062705i,0.013643+0.058916i,0.019254+0.044149i,0.003412+0.031619i,-0.0077567+0.0218i,-0.0087774+0.0042992i,-0.012892-0.0090313i,-0.015836-0.0065473i,-0.010913-0.0012884i,-0.0061442-0.0014357i,-0.0029084-0.0014006i,0.001116-0.00053075i,0.0017176+0.00028327i,0.00060598+0.0012277i,0.00039547+0.0010928i,-0.00037425-0.00023654i,-0.00086266-0.00089193i,-0.0005089-0.00087305i,-0.00012382-0.0013132i
-0.00043343-0.0022748i,0.006505-0.0082945i,0.024646-0.02177i,0.046043-0.037806i,0.045372-0.048042i,0.021494-0.050057i,0.001979-0.043705i,-0.0064435-0.033293i,-0.0053235-0.024115i,0.0039331-0.018702i,0.0071504-0.0177i,0.0012237-0.014467i,-0.0012835-0.0079286i,-0.0018176-0.0040808i,-0.0059849-0.0013476i,-0.0086523+0.0024873i,-0.0077288+0.0043553i,-0.0050013+0.003839i,-0.0012505+0.0030989i,0.0017376+0.0011517i,0.0031157-0.0010447i,0.0025356-0.0010776i,0.0009312+0.00026169i
-0.0026324+0.0017094i,-0.0093146+0.0047974i,-0.027943+0.0075585i,-0.053349+0.011052i,-0.063458+0.021902i,-0.050775+0.033612i,-0.029738+0.029934i,-0.014607+0.014043i,-0.0066481+0.0040185i,0.0028805+0.0066006i,0.01306+0.0075166i,0.013536-0.00024374i,0.005939-0.0036028i,0.0009372-0.0010384i,-0.00082215-0.0012326i,-0.0024083-0.0015044i,-0.0034324-0.00030638i,-0.0037093-0.00023096i,-0.002305-0.00026609i,-3.8479e-06-4.289e-05i,0.00032673+0.00048982i,-4.2025e-06+0.00074919i,0.00063259+0.0007911i
0.00073838-0.00068565i,0.01015-0.00024528i,0.03003+0.001551i,0.05401+0.0045135i,0.063546-0.0027768i,0.053017-0.018786i,0.034579-0.023433i,0.021352-0.015496i,0.010561-0.0063518i,-0.0022886+0.0054126i,-0.0053268+0.015954i,0.00030167+0.014703i,0.0020354+0.0074304i,0.00064391+0.0032952i,-0.00024178-0.00053864i,-0.0016595-0.0043337i,-0.0022237-0.0041652i,-0.00079662-0.0019946i,-0.00017178-0.00061503i,-0.00037105+0.00086655i,-4.7923e-05+0.0025i,0.00061973+0.001188i,0.00063554-0.0010723i
-0.0018733+0.00081318i,-0.0079667-0.0019533i,-0.021916-0.012622i,-0.038498-0.031125i,-0.044942-0.039472i,-0.041018-0.029979i,-0.031546-0.018639i,-0.019921-0.013805i,-0.01427-0.010381i,-0.017605-0.0078575i,-0.020056-0.0032404i,-0.013293+0.0026591i,-0.0039271+0.0024862i,-0.00091791+0.0014329i,0.00047752+0.0035264i,0.0029519+0.0048455i,0.0028401+0.0040874i,0.0013998+0.0023127i,0.00022009+0.001046i,-0.00037286+8.8055e-05i,-0.00098832-0.0012044i,-0.0018406-0.0014771i,-0.0023062-0.00088748i
0.0016742-0.00010198i,0.0067646+0.0040563i,0.01665+0.017544i,0.027593+0.038695i,0.035206+0.050589i,0.041733+0.042313i,0.042197+0.024037i,0.028643+0.0099023i,0.013382-0.00066363i,0.0061412-0.012693i,-0.0015343-0.018619i,-0.0074563-0.012188i,-0.0048778-0.0037356i,-0.00055392-0.001376i,0.0010395-0.0006385i,0.0023348+0.0010781i,0.0028744+0.0030014i,0.002495+0.0040864i,0.002087+0.0033529i,0.0016814+0.00156i,0.0006572+0.00060125i,0.00041978+0.001282i,0.0017092+0.0013414i
-0.0018546+0.001505i,-0.002618-0.0046043i,-0.0018308-0.02156i,0.001798-0.044659i,0.0031564-0.054185i,-0.0012302-0.041427i,-0.0017089-0.020497i,0.0027827-0.0064995i,0.0073927-0.00059167i,0.013006+0.00011445i,0.015191-0.0024707i,0.0089885-0.0051298i,0.0015218-0.0034616i,-0.0010483-0.0010568i,-0.0030945+0.00023875i,-0.0053371+0.0021264i,-0.0044626+0.0030973i,-0.00241+0.0025038i,2.2576e-06+0.0018593i,0.0026686+0.0015541i,0.003955+0.0009933i,0.0031317+7.6003e-05i,0.0016876-0.00079323i
0.001008+0.0011601i,0.0012015+0.0066213i,-0.0038286+0.018686i,-0.01591+0.03343i,-0.027253+0.042547i,-0.028521+0.042769i,-0.024759+0.037109i,-0.021312+0.026737i,-0.015062+0.016781i,-0.0061646+0.015574i,0.0025186+0.01627i,0.0052819+0.009367i,0.0018246+0.0023547i,-0.00010312+0.0014099i,-0.00046496+0.00096584i,-0.0016433-0.0009207i,-0.0028652-0.0016673i,-0.003028-0.0010454i,-0.0019637-0.00065859i,-0.00056437-0.00080737i,8.8223e-05-0.00078932i,-0.00085651+0.00018667i,-0.0017559+0.0012296i
-0.00012548-0.0020322i,0.0027734-0.0059037i,0.012774-0.015266i,0.030891-0.027134i,0.043543-0.033845i,0.034316-0.035891i,0.011944-0.03464i,-0.0033652-0.028032i,-0.011449-0.017211i,-0.01821-0.00502i,-0.017563+0.0055088i,-0.0092033+0.0078645i,-0.0031745+0.0018895i,-0.0020022-0.0024288i,-0.0027401-0.0032249i,-0.0039302-0.0043452i,-0.0034636-0.0039369i,-0.0015548-0.0015695i,-4.2679e-05+6.8649e-05i,-8.4701e-05+0.00079062i,-0.001334+0.0017415i,-0.00082287+0.0018958i,0.00031901+0.00054697i
