-0.0045691-0.00059405i,-0.0050556-8.012e-05i,-0.0046594+0.0017855i,-0.0021216+0.0019075i,-0.00018794+0.0028596i,6.8521e-05+0.003608i,-0.0002996+0.0027979i,-2.1115e-05+0.0018325i,0.00054883+0.0012121i,0.00042359+0.00030959i,0.0010342-1.4361e-05i,0.00098273-0.0010922i,-0.00015615-0.0022095i,-0.0013226-0.0013164i,-0.0020316-0.00095355i,-0.0011193-0.0016152i,0.000202-0.0017168i,0.00057029-0.001305i,0.00034394-0.00033512i,0.00013288+0.0001732i,0.00084742-0.00020361i,0.00091166-0.0011023i,0.00018365-0.0016745i
0.052423+0.35058i,0.14363+0.43224i,0.17021+0.24289i,0.054611-0.016561i,-0.094111-0.10269i,-0.11648-0.077749i,-0.04758-0.04273i,0.0092031-0.007639i,0.0093943+0.012536i,-0.021448+0.032435i,-0.035768+0.035162i,-0.044957+0.0069021i,-0.044365-0.011724i,-0.020902-0.01227i,-0.0043718-0.002494i,0.0083729+0.021747i,0.03191+0.029587i,0.046733+0.0048487i,0.037155-0.022232i,0.01521-0.0268i,0.0025811-0.020592i,0.0021369-0.024112i,-0.0005059-0.029804i
0.17649-0.55892i,0.17468-0.83501i,0.059052-0.67916i,-0.012322-0.16295i,0.062298+0.21351i,0.13867+0.24942i,0.12374+0.16803i,0.075787+0.10175i,0.040656+0.056983i,0.04076+0.040033i,0.062842+0.030673i,0.07021+0.028929i,0.063018+0.032371i,0.043506+0.020951i,0.01502+0.0052892i,-0.0075396-0.0085215i,-0.028056-0.023064i,-0.043185-0.02187i,-0.032945-0.004284i,-0.0063135+0.0027317i,0.0077721-0.00090437i,0.0022247+0.0056013i,-0.0059419+0.016009i
-0.22864+0.33498i,-0.28516+0.56705i,-0.15836+0.55221i,-0.0015879+0.22767i,-0.0065991-0.090311i,-0.0801-0.14912i,-0.11063-0.067455i,-0.093324-0.00077464i,-0.051571+0.0085129i,-0.04367-0.019618i,-0.056616-0.029556i,-0.049791-0.034022i,-0.04529-0.042215i,-0.040899-0.027623i,-0.022665-0.014647i,-0.008438-0.010231i,0.00067852+0.0083313i,0.0082033+0.024906i,0.0033652+0.021334i,-0.0072346+0.0078282i,-0.0092454-0.0059051i,-0.0078534-0.016854i,-0.007907-0.022846i
0.25295-0.052139i,0.31149-0.041827i,0.16229-0.00097069i,-0.028779+0.021029i,-0.073185+0.016621i,-0.066129-0.01568i,-0.085386-0.051004i,-0.091137-0.050366i,-0.057685-0.020716i,-0.010275+0.010351i,0.010671+0.034563i,0.012592+0.053313i,0.01167+0.048816i,0.006192+0.023048i,0.0055436+0.0028411i,0.011839-0.013241i,0.011532-0.027916i,0.004989-0.027814i,8.7469e-05-0.013877i,5.4903e-05+0.00066295i,0.002334+0.0080269i,0.0021838+0.010384i,-0.00026919+0.016017i
-0.44745+0.0076401i,-0.67382-0.015632i,-0.57788+0.025474i,-0.20446+0.12245i,0.083306+0.11278i,0.15217+0.0031603i,0.14184-0.079486i,0.12011-0.11i,0.072907-0.093486i,0.033429-0.060646i,0.0059202-0.059738i,-0.022506-0.06671i,-0.029857-0.050614i,-0.022976-0.020501i,-0.018245+0.010805i,-0.011768+0.036071i,-0.0042817+0.04493i,0.00013384+0.034482i,0.0021228+0.012617i,0.00049842-0.0042751i,0.00072858-0.0096339i,0.0087941-0.011254i,0.0168-0.013349i
0.26586+0.15384i,0.46815+0.18469i,0.497+0.029942i,0.26562-0.16226i,0.0017858-0.13744i,-0.054028+0.018034i,0.012145+0.07878i,0.037425+0.049512i,0.015943+0.02678i,-0.0069554+0.026878i,-0.0070164+0.041713i,0.0073012+0.062361i,0.021905+0.066196i,0.02496+0.039418i,0.0088189+0.0053499i,-0.004256-0.01257i,-0.00050356-0.021438i,0.0078151-0.023248i,0.010292-0.016578i,0.0036105-0.008099i,-0.0068237+0.00027836i,-0.016023+0.0065243i,-0.023207+0.0044796i
-0.018633-0.15507i,0.048936-0.24687i,0.087503-0.25318i,-0.021558-0.1983i,-0.14908-0.11035i,-0.14406+0.008698i,-0.073538+0.10703i,-0.019773+0.14567i,0.013576+0.11315i,0.018296+0.049767i,0.010057+0.0074548i,0.015069-0.022523i,0.01427-0.041693i,0.0028623-0.037019i,-0.0047429-0.025057i,-0.011345-0.015734i,-0.018124-0.0043157i,-0.020686+0.0038159i,-0.016385+0.0054189i,-0.0047833+0.0037473i,0.0060685+0.00017078i,0.010834-0.0027645i,0.013325-0.00083611i
-0.078839+0.16986i,-0.20524+0.36349i,-0.17969+0.45438i,0.064278+0.3256i,0.22338+0.10236i,0.14468-0.044814i,0.015938-0.079731i,-0.043856-0.067279i,-0.045366-0.03544i,-0.018252-0.0030132i,-0.0062188+0.02038i,-0.016004+0.038751i,-0.025333+0.035865i,-0.01822+0.022256i,0.0066498+0.01283i,0.024501+0.0015757i,0.018908-0.0015994i,0.0073225+0.0085665i,0.0020517+0.017133i,0.0022955+0.015885i,0.0052361+0.0094583i,0.0063988+0.0027828i,0.0070824-0.0051942i
0.094906-0.16531i,0.1162-0.31745i,0.029354-0.32205i,-0.035839-0.15616i,0.035889-0.041431i,0.099943-0.046571i,0.073482-0.06219i,0.026609-0.043489i,-0.007106-0.0080768i,-0.013462+0.015304i,-2.3275e-05-0.002326i,0.0071866-0.031297i,0.0083266-0.031032i,0.0036798-0.01229i,-0.0038313+0.0060403i,-0.0040465+0.017353i,0.0043746+0.016621i,0.01183+0.0020761i,0.0091252-0.011608i,0.0028888-0.0095736i,0.0048963-0.0015541i,0.010827+0.001124i,0.0094721+0.0047702i
-0.12028-0.00083543i,-0.20431-0.006308i,-0.25593+0.020854i,-0.27419+0.13651i,-0.21655+0.2482i,-0.05515+0.22206i,0.085804+0.11037i,0.11713+0.021163i,0.076408-0.0093703i,0.02868+0.011597i,0.0083398+0.042194i,0.0033049+0.049499i,0.0023+0.033095i,0.0019889+0.0044257i,-0.0069266-0.016096i,-0.012285-0.020489i,-0.00876-0.024886i,-0.0087868-0.026856i,-0.0090567-0.019366i,-0.0060183-0.015845i,-0.010087-0.016624i,-0.018336-0.013071i,-0.01839-0.009326i
0.094432+0.18262i,0.2542+0.30407i,0.37822+0.26132i,0.32227+0.030468i,0.12077-0.13019i,-0.041392-0.098861i,-0.091423-0.023241i,-0.077281+0.010451i,-0.040357-0.00092048i,-0.015407-0.037346i,-0.01022-0.057588i,-0.0031585-0.049156i,0.0054939-0.031139i,0.0078683-0.02319i,0.0044069-0.022258i,-0.0013914-0.010535i,-0.0022569+0.013644i,0.0078167+0.02767i,0.015387+0.01881i,0.0082175+0.003997i,-0.00032633-0.0013736i,-0.0032253+0.00033324i,-0.0046921+0.00019102i
-0.18491-0.10995i,-0.33019-0.14201i,-0.32317-0.15614i,-0.17669-0.22004i,-0.094034-0.27393i,-0.13456-0.19358i,-0.15227-0.05253i,-0.097447+0.018721i,-0.032924+0.02544i,-0.012368+0.0094803i,-0.032533+0.013792i,-0.044634+0.031013i,-0.034543+0.026181i,-0.014858+0.015454i,0.0071983+0.0090032i,0.01982-0.0060133i,0.016169-0.019811i,0.0025458-0.018181i,-0.0045097-0.0044338i,0.0012429+0.0046739i,0.008809+2.8737e-05i,0.0093665-0.0072417i,0.0068198-0.0055625i
0.029866+0.064159i,0.038628+0.078223i,0.029963+0.10934i,0.054245+0.19133i,0.11669+0.21751i,0.14718+0.09404i,0.09998-0.041255i,0.033312-0.074968i,0.0067236-0.04523i,0.028614-0.01167i,0.06036-0.014372i,0.057999-0.036814i,0.022702-0.035505i,-0.012892-0.0084695i,-0.025327+0.018434i,-0.023066+0.02926i,-0.024446+0.029709i,-0.023886+0.026531i,-0.014764+0.017161i,-0.0097196+0.0067119i,-0.0091267+0.0057789i,-0.003944+0.0099648i,0.0022866+0.010888i
0.14936-0.17493i,0.23088-0.31507i,0.21442-0.32064i,0.13943-0.16516i,0.10466-0.013604i,0.10361+0.057831i,0.10033+0.06309i,0.072439+0.031082i,0.020136+0.014932i,-0.028905+0.026209i,-0.050811+0.043108i,-0.042271+0.055219i,-0.013986+0.048963i,0.0041957+0.024614i,0.0014741+0.0017287i,0.0038251-0.011215i,0.021598-0.024852i,0.028787-0.038804i,0.015404-0.036738i,0.0036973-0.018429i,0.0030912-0.0042666i,0.0049434-0.0025493i,0.0014543-0.0081904i
-0.011583+0.27033i,0.032614+0.4102i,0.035044+0.32855i,-0.10405+0.09111i,-0.22655-0.011614i,-0.15325+0.048945i,-0.017391+0.086891i,0.036102+0.068454i,0.029041+0.045145i,0.015722+0.035112i,0.025943+0.034278i,0.045671+0.021007i,0.043758+0.0025004i,0.027555-0.0090706i,0.0098967-0.013696i,-0.0094184-0.0093358i,-0.025982+0.0019614i,-0.025438+0.011951i,-0.0089588+0.010406i,0.0015522-0.00047361i,-0.00092214-0.0059676i,-0.0052153-0.0037148i,-0.0051257-0.0014981i
-0.083108-0.063408i,-0.17571-0.014032i,-0.17477+0.1083i,-0.026332+0.16473i,0.075027+0.086331i,0.011204-0.019687i,-0.070491-0.03352i,-0.069564+0.012156i,-0.023857+0.026418i,0.00015857-0.012073i,-0.031239-0.048313i,-0.066576-0.034872i,-0.053831-0.0065096i,-0.015243+0.0042847i,0.017007+0.0039162i,0.031983+0.0021937i,0.035008+0.0083566i,0.030575+0.017123i,0.018543+0.019261i,0.0095297+0.019488i,0.011267+0.015745i,0.015272+0.0063475i,0.014432-0.003442i
-0.17845-7.2025e-05i,-0.25089-0.013541i,-0.16472-0.05601i,0.02199-0.122i,0.12401-0.17324i,0.087814-0.16489i,0.023155-0.11335i,-1.9051e-05-0.07056i,0.0010182-0.036584i,0.016749-0.0049918i,0.043332+0.0086863i,0.053207-0.001683i,0.029229-0.016084i,-0.0047035-0.013769i,-0.021459+0.0016025i,-0.024267+0.012483i,-0.02753+0.0094189i,-0.029207+0.0037457i,-0.020485+0.002944i,-0.0070481-0.00018443i,-0.001939-0.005373i,-0.0060304-0.0077328i,-0.012109-0.00014378i
0.18864-0.2043i,0.2224-0.38395i,0.062597-0.39186i,-0.14789-0.16399i,-0.16387+0.043063i,-0.037524+0.058795i,0.029318-0.016823i,0.010613-0.049832i,-0.011736-0.028749i,-0.0046788-0.0059184i,0.00014714-0.0095474i,-0.016542-0.020094i,-0.026078-0.013371i,-0.018005-0.0037091i,-0.0082397-0.0035736i,0.0037348-0.0036532i,0.020464-0.0038579i,0.026242-0.010003i,0.013638-0.016763i,-0.00092229-0.013347i,-0.007024-0.0045199i,-0.0092574+0.0019268i,-0.007132+0.0064545i
0.033418+0.2147i,0.17097+0.36195i,0.3235+0.35041i,0.3098+0.1911i,0.14658+0.10599i,0.040236+0.12372i,0.03054+0.11603i,0.035993+0.06288i,0.021891+0.011028i,-0.010778+0.0072323i,-0.019084+0.044589i,0.0077183+0.06644i,0.027069+0.048594i,0.021464+0.01255i,0.00094495-0.01533i,-0.020599-0.024306i,-0.030375-0.022527i,-0.02231-0.017925i,-0.0036218-0.012051i,0.0080032-0.011826i,0.007166-0.013815i,0.0049193-0.011576i,0.0035568-0.01064i
0.039895+0.049175i,0.030385+0.058306i,0.013434-0.003902i,0.011992-0.1353i,-0.014789-0.19909i,-0.06124-0.11019i,-0.050902-0.0010177i,-0.018734+0.013766i,-0.021457-0.0068505i,-0.031499-0.019177i,-0.035068-0.032744i,-0.033844-0.03739i,-0.023545-0.0229i,-0.0063501+0.001988i,0.014721+0.015712i,0.030025+0.013314i,0.030427+0.013887i,0.02092+0.017475i,0.0085699+0.010428i,-0.0023279+0.003061i,-0.0056431+0.0025674i,0.00051493+0.0029243i,0.0078392+0.0008065i
-0.2823+0.050148i,-0.45327+0.15952i,-0.45706+0.27938i,-0.29732+0.31968i,-0.12579+0.22585i,-0.048428+0.065371i,-0.05478-0.016842i,-0.059489+0.0075542i,-0.019154+0.041249i,0.011784+0.033071i,0.0075688+0.023335i,0.0015974+0.027071i,0.00017062+0.019758i,-0.0058983+0.0057761i,-0.0087755-0.00064954i,-0.011981-0.0069909i,-0.021571-0.015833i,-0.029083-0.011944i,-0.026156+0.0057455i,-0.014027+0.017062i,-8.0237e-05+0.014915i,0.0069237+0.0074261i,0.0067622+0.0030496i
0.15555-0.23162i,0.19116-0.42466i,0.14956-0.42115i,0.13739-0.20342i,0.16833-0.0459i,0.15129-0.019491i,0.10208+0.00024205i,0.081223+0.020052i,0.064782+0.0094714i,0.049671-0.0079996i,0.047149-0.026549i,0.034454-0.037246i,0.015809-0.027337i,0.0026811-0.010421i,-0.0033316+0.0063439i,0.0035771+0.024657i,0.014967+0.035984i,0.019461+0.030903i,0.016989+0.012564i,0.0085076-0.0027679i,-0.0010033-0.0066806i,-0.006936-0.0053856i,-0.010126-0.0041636i
-0.028715+0.062689i,0.0054995+0.092675i,0.0080405-0.012489i,-0.10865-0.1847i,-0.1883-0.18309i,-0.088944-0.075642i,0.026015-0.069588i,0.021606-0.086451i,-0.010434-0.033906i,-0.013395+0.019537i,-0.018579+0.039713i,-0.022329+0.041376i,-0.014842+0.027617i,-0.0032592+0.0053848i,-0.0014633-0.013895i,-0.0081936-0.024057i,-0.0057151-0.030406i,0.0021273-0.032872i,0.0033061-0.021584i,0.0038542-0.0055347i,0.0052374+0.0010279i,0.0019798+0.0015877i,-0.003735+0.0029469i
0.20545+0.084396i,0.31684+0.10435i,0.29397+0.11184i,0.18623+0.13997i,0.089645+0.13922i,-0.017904+0.089926i,-0.092542+0.079687i,-0.070469+0.081464i,-0.019744+0.035709i,0.0029057-0.0054558i,0.015198-0.017034i,0.019966-0.020653i,0.014208-0.013183i,0.0075516+0.00057813i,0.0027899+0.0074128i,-0.0011067+0.013733i,-0.0054673+0.02458i,-0.0035659+0.028654i,0.0087899+0.018888i,0.015664+0.0020394i,0.011552-0.0078478i,0.0093439-0.0072018i,0.011456-0.0062572i
-0.30388+0.089094i,-0.41731+0.23237i,-0.21821+0.28253i,0.12479+0.1093i,0.20957-0.088363i,0.1148-0.080925i,0.097469-0.024435i,0.084372-0.048887i,0.016041-0.054492i,-0.033226-0.025934i,-0.0486-0.0082193i,-0.039173+0.0012214i,-0.018308-0.0035422i,-0.0075886-0.013686i,-0.00028116-0.015757i,0.0091126-0.020573i,0.014513-0.028134i,0.011534-0.029363i,-0.0017402-0.023247i,-0.011962-0.01139i,-0.0094855-0.0018763i,-0.0039508+0.00020721i,-0.0040921+0.00094007i
0.13211-0.096245i,0.14003-0.23847i,-0.039094-0.27486i,-0.2578-0.1044i,-0.24811+0.045011i,-0.11845-0.0049638i,-0.11234-0.069247i,-0.12737-0.019993i,-0.059412+0.027641i,0.0048325+0.024956i,0.028863+0.016988i,0.029486+0.01416i,0.018217+0.014735i,0.0089074+0.012993i,0.0038515+0.0088413i,-0.0007466+0.0093042i,-0.012981+0.010548i,-0.026978+0.012274i,-0.025651+0.013234i,-0.014318+0.0088609i,-0.0074501+0.0021679i,-0.0048562-0.00033761i,0.0017845+0.0019618i
-0.15531-0.090484i,-0.25357-0.029943i,-0.21725+0.13971i,-0.054219+0.25506i,0.058849+0.24083i,0.073027+0.20693i,0.10448+0.19528i,0.13111+0.13008i,0.081824+0.043332i,0.019844+0.004146i,-0.0093073-0.0048816i,-0.01996-0.0057353i,-0.016143-0.007759i,-0.0082877-0.012868i,-0.0049893-0.011792i,4.6781e-05-0.0077195i,0.011509-0.003753i,0.021563-0.0001596i,0.019412-0.0023409i,0.007725-0.0046081i,-0.00099734-0.0027557i,-0.0019695-0.0037675i,-0.0051822-0.009581i
0.30723+0.10819i,0.53783+0.024788i,0.52905-0.24921i,0.24465-0.4721i,0.019677-0.40784i,0.0033377-0.24166i,0.0084013-0.19533i,-0.041727-0.15419i,-0.047276-0.05747i,-0.010495+0.0032992i,0.011226+0.016742i,0.010792+0.010966i,-0.006193+0.010569i,-0.016206+0.021811i,-0.012589+0.024894i,-0.010976+0.018237i,-0.012154+0.0085328i,-0.012225-0.0011618i,-0.0072022-0.0026697i,0.0021617+0.00081084i,0.0073751+0.00051457i,0.0074343+0.00092902i,0.0068735+0.0057841i
-0.27301-0.023978i,-0.51025+0.051525i,-0.57963+0.20686i,-0.39846+0.29394i,-0.2202+0.20607i,-0.19122+0.10966i,-0.16339+0.13325i,-0.065355+0.13709i,0.002405+0.062634i,0.0070931+0.0032025i,0.00031688-0.013843i,0.0047302-0.016055i,0.014961-0.018606i,0.015429-0.02312i,0.0059991-0.02459i,0.00068161-0.019228i,0.0033382-0.0075128i,0.010794+0.0039548i,0.013797+0.006142i,0.0092635+0.0022798i,0.0052156+0.0014338i,0.004905+0.00032463i,0.0045658-0.006543i
0.14747+0.14914i,0.37214+0.21213i,0.63012+0.15235i,0.69504+0.0075869i,0.52039-0.062706i,0.34586-0.064952i,0.25556-0.10412i,0.14928-0.12645i,0.048638-0.074281i,0.0099692-0.018252i,0.00027074+0.0032228i,-0.0015048+0.014577i,0.0017499+0.014852i,0.0011259+0.007948i,0.00026129+0.0060698i,0.00047103+0.0066234i,-0.001552+0.0030759i,-0.0038733-0.0068868i,-0.0046305-0.011446i,-0.0040265-0.005898i,-0.0031939-0.0015578i,-0.0067093+0.00090862i,-0.010736+0.0089727i
-0.17903-0.27492i,-0.4034-0.45302i,-0.62121-0.45521i,-0.63964-0.26966i,-0.42764-0.12157i,-0.25045-0.088947i,-0.21255-0.038947i,-0.15791+0.034019i,-0.064148+0.047256i,-0.016911+0.021711i,-0.01394+0.0069372i,-0.014963+0.0074658i,0.0014105+0.01358i,0.024211+0.0089433i,0.02962-0.0027938i,0.020216-0.0067774i,0.0080875-0.0015741i,-0.0029218+0.0087616i,-0.0091967+0.012013i,-0.0088833+0.0058182i,-0.0044792+0.0018378i,0.0018905-1.5376e-05i,0.0094729-0.0041201i
0.17652+0.24328i,0.33548+0.48237i,0.41291+0.65144i,0.34204+0.62632i,0.20585+0.47957i,0.14726+0.35439i,0.17525+0.2372i,0.15031+0.10264i,0.058056+0.023346i,0.0045441+0.012772i,0.0030744+0.010011i,0.00010436-0.0022i,-0.016064-0.010093i,-0.028767-0.007015i,-0.026755+0.0045484i,-0.013796+0.011612i,-0.0015738+0.0076027i,0.0064559+0.00058154i,0.010943+0.0005093i,0.011825+0.0011994i,0.009817-0.0037565i,0.0043567-0.0077575i,-0.0063605-0.0059744i
-0.044125-0.21977i,-0.098265-0.46991i,-0.1343-0.70037i,-0.12905-0.72976i,-0.10039-0.55331i,-0.081831-0.36594i,-0.10121-0.25075i,-0.10396-0.14428i,-0.055882-0.057078i,-0.017145-0.023371i,-0.0054568-0.014657i,-0.00055273-0.012475i,-0.0056096-0.0092255i,-0.0090437-0.00050224i,-0.002987-0.0010285i,0.0025525-0.0088439i,0.0023109-0.012135i,-0.0013042-0.012406i,-0.0038551-0.014014i,-0.0042779-0.014228i,-0.0027308-0.007775i,0.0025244+0.0010397i,0.011635+0.0036695i
-0.062574+0.27781i,-0.14158+0.51778i,-0.2192+0.62762i,-0.24858+0.51847i,-0.22511+0.3305i,-0.16158+0.22712i,-0.074321+0.19617i,-0.0023442+0.133i,0.016612+0.04489i,0.0060144+0.0045047i,0.0043484+0.0092079i,0.013117+0.015234i,0.01901+0.0037834i,0.012468-0.013038i,-0.0023568-0.015991i,-0.010202-0.0072232i,-0.0081679+4.0853e-05i,-0.0027296+0.0037625i,0.00030574+0.0069541i,0.00030677+0.0078738i,-0.00040494+0.0020232i,-0.0037554-0.0071185i,-0.010322-0.014282i
0.057777-0.27003i,0.20214-0.4691i,0.42222-0.52233i,0.55545-0.39718i,0.50648-0.25496i,0.35799-0.19619i,0.21635-0.17889i,0.10604-0.12403i,0.044961-0.040032i,0.025992-0.0038912i,0.0058169-0.0092497i,-0.0088776-0.0049129i,-0.0018642+0.0053141i,0.0118+0.0088493i,0.021313+0.0056134i,0.020044-0.00036625i,0.010205-0.0007727i,0.0016823+0.0014933i,2.7248e-05-0.0018831i,-0.00088705-0.0059277i,-0.0053511-0.0023809i,-0.0062485+0.0069815i,0.00073905+0.016142i
-0.090181+0.17214i,-0.22663+0.28403i,-0.37794+0.28234i,-0.42509+0.17261i,-0.35309+0.08658i,-0.26171+0.07356i,-0.19311+0.084774i,-0.11783+0.076065i,-0.050108+0.041485i,-0.019153+0.017839i,-0.011375+0.014577i,-0.010205+0.016368i,-0.0053889+0.020778i,0.0014117+0.018898i,-0.0023901+0.01227i,-0.0095238+0.011251i,-0.0087974+0.012937i,-0.0035457+0.013508i,-0.0036104+0.014125i,-0.0040742+0.014839i,0.0038376+0.010686i,0.010769-0.00057518i,0.0081482-0.012205i
0.16211-0.12835i,0.29356-0.12741i,0.35031+0.043458i,0.29514+0.25024i,0.21421+0.2827i,0.18468+0.19024i,0.17436+0.096201i,0.11598+0.02986i,0.035347+0.010392i,0.0015029+0.015102i,0.0062574+0.0019654i,0.0093294-0.018779i,0.0019884-0.029523i,-0.0052472-0.025171i,-0.0014077-0.011833i,0.0098349-0.0034103i,0.016186-0.0044583i,0.016804-0.0077455i,0.017511-0.0080584i,0.015616-0.0067281i,0.0094976-0.0047748i,0.0016225+0.00087445i,-0.004055+0.010872i
-0.17334+0.1303i,-0.31818+0.12076i,-0.37589-0.091514i,-0.32316-0.32657i,-0.25243-0.34352i,-0.20573-0.24724i,-0.16736-0.16523i,-0.10468-0.09645i,-0.0357-0.055584i,-0.010304-0.0333i,-0.010706-0.0057406i,-0.0093497+0.011445i,-0.010923+0.010111i,-0.012871-0.00010662i,-0.013883-0.0099909i,-0.01451-0.011638i,-0.011917-0.010204i,-0.0086391-0.012969i,-0.0077983-0.01361i,-0.0064041-0.008056i,-0.0011848-0.001649i,0.0058567-0.0016662i,0.0098053-0.010627i
0.12691-0.090345i,0.18494-0.1061i,0.13654-0.015404i,0.034285+0.093564i,0.011242+0.11607i,0.043685+0.12975i,0.062641+0.13996i,0.053298+0.098743i,0.024251+0.045315i,0.0048997+0.016414i,0.0040711+0.0079074i,0.014353+0.0053764i,0.028535+0.0008032i,0.033313-0.00099088i,0.028391+0.0056035i,0.022003+0.0083982i,0.01225+0.0050406i,0.0013664+0.0061698i,-4.5858e-05+0.0061841i,0.0026041-0.001187i,-0.0016237-0.008133i,-0.010051-0.0081625i,-0.015952-0.0021539i
-0.14015+0.022191i,-0.13778+0.0050766i,0.047073-0.066627i,0.25718-0.13088i,0.2688-0.14219i,0.15786-0.14897i,0.074602-0.14596i,0.033644-0.095039i,0.024098-0.030417i,0.023547-0.0032379i,0.0054692-0.0011691i,-0.016985+0.0032641i,-0.026993+0.0074365i,-0.024236+0.0061049i,-0.015191-0.0020402i,-0.011966-0.0083902i,-0.0125-0.0044466i,-0.010106+0.0020851i,-0.008607+0.0027585i,-0.0082285-0.00067433i,-0.0057793-0.00048685i,0.0010095+0.001814i,0.011154+0.0012647i
0.16394-0.016399i,0.2091+0.016574i,0.10316+0.097204i,-0.054213+0.16081i,-0.1153+0.18094i,-0.10847+0.1747i,-0.094724+0.14713i,-0.072686+0.10017i,-0.051618+0.047397i,-0.033048+0.01724i,-0.010604+0.0048008i,0.0044682+0.00019251i,0.010005+0.0066998i,0.0096729+0.012583i,0.0028974+0.014953i,0.00046865+0.015964i,0.0040837+0.013795i,0.0049761+0.011186i,0.0018812+0.010074i,0.00044738+0.0096054i,0.0030238+0.0049823i,0.0019797-0.00255i,-0.0057877-0.0053587i
-0.14359+0.025248i,-0.21981+0.066683i,-0.20257+0.1299i,-0.12036+0.16656i,-0.033135+0.099063i,0.045043-0.0032301i,0.088836-0.045308i,0.074909-0.044415i,0.037182-0.022011i,0.013322-0.001098i,0.0023653+0.0012352i,-0.0050098-0.011446i,-0.0092895-0.027341i,-0.0085087-0.032295i,-0.0022492-0.027934i,0.0019479-0.021068i,0.0036811-0.014668i,0.0082899-0.0093378i,0.010061-0.0058442i,0.0053808-0.0024055i,0.00072476+0.0027011i,0.002127+0.0066122i,0.0070834+0.0099233i
0.10647+0.029791i,0.13133+0.0010386i,0.056754-0.11786i,-0.059414-0.22836i,-0.12278-0.18799i,-0.13071-0.086121i,-0.11912-0.041158i,-0.085319-0.029616i,-0.040696-0.027814i,-0.015317-0.024353i,-0.0052269-0.009676i,0.0039944+0.0084695i,0.010689+0.01906i,0.0091046+0.018534i,0.0018653+0.013434i,-0.0010655+0.01019i,0.00010241+0.0054233i,-0.00039702-0.0027664i,-0.00025229-0.0062151i,0.0027881-0.0026766i,0.0044972-0.00027874i,0.0017519-0.0033182i,-0.0039056-0.010915i
-0.1279-0.081933i,-0.1838-0.14285i,-0.14003-0.14428i,-0.027622-0.099108i,0.065382-0.063841i,0.10902-0.0066944i,0.11538+0.041697i,0.090677+0.044625i,0.052642+0.032736i,0.023415+0.021525i,0.0043626+0.013164i,-0.0015512+0.0054272i,0.0050016-0.0038189i,0.012682-0.0045323i,0.015691+0.00093177i,0.013442+0.0015899i,0.0060457-0.00072263i,-0.00033701+0.0014132i,-0.00056699+0.0015472i,-0.00017292-0.0043513i,-0.0024445-0.0071025i,-0.0037365-0.0026467i,-0.0014833+0.0043614i
0.11393+0.078022i,0.22244+0.14393i,0.30623+0.14737i,0.29463+0.094987i,0.16896+0.050377i,0.026132-0.0093325i,-0.034526-0.055171i,-0.03203-0.05299i,-0.014546-0.031937i,0.00040206-0.014769i,0.0036713-0.0048056i,-0.0060965+0.0053215i,-0.016881+0.013515i,-0.020852+0.010401i,-0.019806+0.0019432i,-0.01532-0.00021082i,-0.0088044+0.0028569i,-0.0040122+0.0024934i,-0.0015776+0.00034721i,0.00027496+0.00052453i,0.0026856+4.5291e-05i,0.0042938-0.0033902i,0.00503-0.0080249i
-0.053228-0.08716i,-0.096671-0.12176i,-0.11882-0.057122i,-0.10248+0.052805i,-0.053487+0.091275i,-0.010458+0.090828i,-0.0022678+0.092704i,-0.0085368+0.079574i,-0.0117+0.051813i,-0.011921+0.025424i,-0.0096269+0.0058622i,-0.0059649-0.0081274i,-0.001012-0.012884i,0.0026602-0.0093706i,0.0028697-0.0039253i,0.0023026-0.0012759i,0.0020264+0.00081441i,-0.00012432+0.0044041i,-0.0036309+0.0054615i,-0.0044394+0.0016327i,-0.0018979-0.0018171i,-0.00039544+0.0005792i,-0.0024414+0.0067761i
0.010106+0.13366i,-0.025734+0.23364i,-0.10396+0.25546i,-0.15665+0.17746i,-0.12232+0.055152i,-0.043442-0.043807i,0.0090869-0.076085i,0.022906-0.06256i,0.018515-0.038083i,0.011664-0.016451i,0.010564-0.003449i,0.0089229-0.0020594i,0.0044721-0.0050773i,0.0048468-0.0088824i,0.0068251-0.01119i,0.0047427-0.0084431i,0.0026158-0.004864i,0.0040296-0.0038322i,0.0042211-0.0013795i,0.0007814+0.0035765i,-0.0018688+0.0052763i,-0.00018227+0.0021467i,0.0034633-0.0018209i
-0.0085868-0.1161i,0.0058547-0.22727i,0.035324-0.30768i,0.041837-0.2896i,0.023879-0.15782i,0.0069647-0.020442i,-0.016881+0.02294i,-0.038777+0.01875i,-0.036111+0.017327i,-0.019129+0.011264i,-0.0088375+0.0027499i,-0.00076828+0.0030521i,0.0065338+0.0071035i,0.0061323+0.011377i,0.0012118+0.013003i,-0.00022148+0.0091716i,-0.00023962+0.0058191i,-0.00132+0.0036542i,-0.00073629+0.0010175i,0.0010559-0.00038749i,0.00077633-0.00074289i,-0.0034224-0.00014552i,-0.007854-0.00064105i
