-0.0011575+0.00049643i,-0.0020011-0.00088208i,-0.0015025-0.002224i,-0.0015779-0.0019604i,-0.0026399-0.0008338i,-0.002742+0.0010201i,-0.0017095+0.0020661i,-0.00022616+0.001304i,0.0010517+1.0956e-05i,0.0014555-0.00095448i,0.00063092-0.00075946i,5.4082e-05-0.00031037i,0.0004924-0.00090528i,0.00092191-0.0011638i,0.00061858-0.0009593i,0.00073077-0.00044352i,0.00039069-0.00023865i,-6.3176e-05-0.00067207i,-0.00026531-0.00067413i,-2.7659e-05-0.00041505i,0.00050452-5.0262e-06i,0.00018652+0.00010623i,-0.0002511-0.00014308i
0.0013486+0.0023974i,0.002588+0.0015037i,0.003359+0.0002224i,0.0016691-0.00087149i,-0.00057059-0.0013526i,-0.0013375-0.00047315i,-0.00077317-3.4664e-05i,-5.011e-06-7.3126e-05i,0.00050239+0.00030027i,0.00036063+8.749e-05i,0.00087449+0.00064174i,0.00083256+0.00042845i,0.0011153-8.0752e-05i,0.0012809-0.00063857i,0.00087687-0.0016418i,0.0008324-0.0012912i,0.00018536+0.00019318i,-0.00039276+0.0010882i,-0.00042406+0.00086846i,-0.00033499+0.00060945i,-0.00065578+0.00091249i,-0.0013155+0.0011409i,-0.0016917+0.001233i
0.00018163+0.0019205i,0.0016184+0.0019261i,0.0028102+0.0011143i,0.0032246+3.9255e-05i,0.0023962-0.0012032i,0.00032701-0.0014808i,-0.0010921-0.00033427i,-0.00053739+5.455e-05i,0.0004601+0.0007029i,0.0015668+0.00093264i,0.0022118-0.00047367i,0.0015671-0.0013776i,0.0014914-0.0010542i,0.001132+1.586e-05i,-0.00054382+0.00083746i,-0.0014522+0.00088681i,-0.00068498+0.00063443i,-0.00054433+0.00016975i,-0.00062924+3.7595e-05i,-0.0001892+0.0002939i,-0.00081112-0.00071954i,-0.00070438-0.0021629i,1.8663e-05-0.0019353i
-0.002747-0.00022076i,-0.0025903+0.00064291i,-0.0031991+0.0016334i,-0.0021351+0.0015327i,-0.00032603+0.00062694i,4.5327e-05-0.00035166i,-0.00055726+0.00011172i,-0.00080961+0.00046094i,-0.00049825+0.00097768i,7.7148e-05+0.0013096i,0.00048306+0.00075812i,0.00087957+0.0013304i,0.001036+0.0010948i,0.0008424-0.00059763i,0.00034672-0.00095673i,2.4546e-05-0.00097938i,0.00042185-0.0010256i,2.0158e-05+0.0002063i,1.9866e-05+0.0013454i,0.0010523+0.0015609i,0.0012339+0.0022406i,0.00036941+0.0025598i,0.00078207+0.0020411i
-0.0014451-0.0013906i,-0.0014234-0.00085715i,-0.0015507-0.00068658i,-0.0016201-0.00076243i,-0.0014442-0.0012557i,-0.0010024-0.0017345i,-0.00023295-0.0015753i,0.00099459-0.00086352i,0.001052+7.9115e-05i,-0.00015606+0.00095076i,-0.00087467+0.00083278i,-0.00036939+0.00024827i,0.00029801-0.00055083i,0.00072761-0.0010866i,0.0011176-0.00096205i,0.0015063-0.00061344i,0.0010918-0.00040942i,-0.00026724-0.00067881i,-0.00092912-0.00040231i,-0.001343-0.00035945i,-0.0016708+0.00015766i,-0.0018555+0.00063777i,-0.0015123-0.00043306i
-0.00078602-0.00053307i,-0.0011555+8.5316e-05i,-0.0014969+0.00070345i,-0.001161-7.262e-05i,-0.00024822-0.00049679i,-0.00022308+0.00033836i,-0.00020671+0.00051472i,0.00048865-6.8727e-05i,0.00096506-5.1205e-05i,0.00054489+0.00066444i,-3.1672e-06+0.0013175i,0.00012887+0.0014588i,0.00058735+0.0012582i,0.00086156+0.0011517i,6.1292e-05+0.00088009i,-0.00097231-6.1204e-05i,-0.00087823-0.00091315i,-0.00032087-0.0018615i,-0.00017154-0.0020912i,-0.00014414-0.0016293i,0.0010083-0.0012145i,0.0019421-0.0011833i,0.0016791-0.0014355i
-0.0019543-0.0026789i,-0.002293-0.0018479i,-0.0018041-0.00087517i,-0.0011093-8.8713e-05i,-0.0018087+0.00093421i,-0.0020166+0.0017376i,-0.0010625+0.0015032i,-0.00049659+0.00067828i,-0.00030432-0.00027508i,0.00016305-0.00016738i,-0.00038002+0.00035841i,-2.6047e-05+0.00082543i,0.00077098+0.00040948i,0.0012617+0.00048453i,0.001214+0.00051405i,0.00077178-0.00075138i,0.00057731-0.00095458i,0.0005858+0.00049221i,-0.00021967+0.0013652i,-0.00037985+0.001805i,5.7148e-05+0.0033717i,-0.00037475+0.0033479i,-0.0006795+0.0022801i
0.0017435-0.00077965i,0.0011163-0.00086458i,-0.00022075-0.0013627i,-0.0004051-0.0013438i,0.00059849-0.0015602i,0.0013075-0.0014351i,0.00065727-0.0013433i,0.00042027-0.0015131i,0.00094717-0.0010766i,0.0009865-0.00084347i,0.00067855-0.00094393i,0.00070298-0.00057873i,0.0013682+0.00024942i,0.001655+0.00053093i,0.00083106+0.001404i,0.00048093+0.0017999i,0.00049197+0.00063158i,-0.00044767-0.00064084i,-0.0005045-0.00070907i,-0.00019354-0.00040474i,-0.0010978-0.0013658i,-0.0019774-0.0022667i,-0.0013475-0.0017024i
0.00071876+0.00036937i,0.00070267-4.5744e-05i,0.0016238-0.00065648i,0.0009208-0.0013996i,0.00017342-0.0019767i,-0.00062633-0.00091004i,-0.00094149+0.00046909i,8.3646e-05+0.00066142i,0.0014291+0.00075321i,0.0017759+0.00076639i,0.00063533+0.00038536i,-0.0007023-0.00012408i,-0.00051051-0.00072272i,-0.00037506-0.0010762i,-0.00068812-0.001635i,-0.00055465-0.0024695i,-0.00022168-0.002127i,0.00014406-0.00076249i,0.00076116+0.00023462i,0.0019167+0.00034459i,0.0022422+1.4179e-05i,0.0024341-0.000729i,0.0029373-0.0010879i
0.00048654-0.00045241i,0.00029748-0.00063173i,-0.00026082-0.00046568i,-0.0010489-0.0013489i,-0.0016741-0.0021145i,-0.0025279-0.0010178i,-0.0015039-6.7454e-07i,-0.00024784-9.9946e-05i,0.00030879-0.00026081i,0.0011645+0.00013749i,0.00082489+7.9001e-05i,-0.00010433-5.2398e-05i,4.8177e-05-0.00082466i,0.0003314-0.00102i,0.0010305-0.0010438i,0.0017841-0.000908i,0.00034917-7.1397e-05i,-0.0001884-0.00035436i,-3.8912e-05-0.00039934i,-0.00076887-2.2777e-05i,-0.0017418+0.0004163i,-0.0021931+0.00082316i,-0.0015698+0.00065365i
0.00057611+0.003187i,0.0010556+0.001911i,0.0032898+0.00086028i,0.0045116-0.00063536i,0.0037421-0.0016418i,0.0024627-0.001731i,0.0004652-0.0012833i,-0.00012735-0.0011934i,0.00097315-0.00095239i,0.0010443-0.00014112i,0.0006251+0.00059451i,-0.00015709+0.00019156i,-4.3474e-05-0.00017254i,0.00015654-9.5503e-05i,-0.00097229-0.00024353i,-0.0021983-0.00057333i,-0.0027189-0.00062258i,-0.0026105-0.00034869i,-0.001449-8.327e-05i,0.00023753-0.00065226i,0.00055751-0.0015808i,-6.0167e-05-0.0021941i,-4.6004e-07-0.0023925i
-0.00019143+0.00090677i,6.9614e-05+0.00096766i,-9.3725e-05+0.00068772i,-2.2554e-05-0.0005428i,-0.000287-0.00088935i,-0.0014227-2.6993e-05i,-0.00054143+0.00010362i,0.0013769-0.00040024i,0.0016313-0.00064728i,0.0012009+0.0002781i,0.00033416+0.00054649i,-0.00019541+0.00013639i,0.00051727-6.8741e-05i,0.0011471-0.00077286i,0.0012258-0.0012376i,0.0010881-0.0010379i,0.0007889-0.0010424i,0.00078267-0.00047585i,0.00075616+0.0003847i,0.00093154+0.0012904i,0.0021516+0.0020516i,0.0028439+0.0022144i,0.0022845+0.0013216i
-0.0009079+1.4526e-05i,0.00056246+0.00022857i,0.0021857-0.00034753i,0.0014888-0.00060879i,-0.00012292-0.00088929i,-0.00053683-0.00098329i,-0.00087345-0.0007715i,-0.00044048-0.00094409i,0.00046348-0.001178i,0.0008296-0.00044796i,0.0011392-0.00016615i,0.00076547-0.00044553i,0.00050179-0.00052812i,0.00078317-0.00015222i,0.0012134+0.0014084i,0.0009338+0.0019918i,-0.00014089+0.0010071i,-0.0014481+0.00012868i,-0.0011454+0.00023122i,-0.00051679+0.00049681i,-0.00085984+0.00046143i,-0.001416+0.0006864i,-0.0017729+0.0010982i
-0.0013575-0.0010152i,-0.0012635-0.00060553i,-0.0014922+0.0003667i,-0.00099696+0.00040883i,-0.00037993+8.0968e-05i,-0.00034219+0.00044486i,-0.00072327+0.00041733i,-0.00044594-0.00018907i,0.00019808+0.00079359i,0.00078954+0.001453i,0.0010462+0.0013197i,0.0010155+0.0012916i,0.0013387+0.00022445i,0.0007887-0.00069743i,0.00025262-0.00088844i,0.00015782-0.0013288i,-0.00012851-0.0014178i,0.00047442-0.0012661i,0.00099437-0.00053152i,0.00072456-9.693e-05i,0.00081203-0.00046658i,0.00077133-0.00078847i,0.00074165-0.00069908i
-5.4923e-05-0.00049751i,0.00020425-0.00074484i,-0.00033909-5.6625e-05i,-0.00072653+0.00041877i,-0.0017275+0.0006243i,-0.0024854+0.0005545i,-0.0020337-1.8887e-05i,-0.00038737-0.0004415i,0.00071542+0.00062656i,0.00065493+0.0013732i,0.00025272+0.0012266i,0.00012745+0.00012299i,-7.5619e-05-0.00074583i,-0.0001149-0.00087951i,0.00046321-0.00026476i,0.0010916+0.0002145i,0.0015116+0.00038285i,0.0013055+0.00075222i,0.00082369+0.00060232i,0.00024204+0.0010589i,0.00019002+0.00141i,0.001215+0.0012627i,0.0014683+0.0012989i
0.00014769+6.671e-05i,0.00087435-0.0002533i,0.0011858-0.0014101i,0.0011007-0.0024819i,0.00021099-0.0024287i,-0.00035694-0.0018197i,-0.00023563-0.00069436i,7.3845e-05+0.00043775i,-0.00014798+0.00047335i,-2.8751e-05+0.00052699i,0.00042232+0.0010145i,0.0004253+0.0010075i,0.00062163+0.00040157i,0.0007367+7.4555e-05i,-0.00021375+0.00036049i,-0.00080524-1.3858e-05i,-0.00055098-0.00090916i,-0.00085511-0.001137i,-0.00016917-0.0010699i,0.00047571-0.0012154i,-0.00014903-0.00093271i,-0.00077268-0.00039345i,-0.00044664+0.00043535i
-0.00097668-0.0002775i,-0.0017205-0.00030817i,-0.0023802-0.00047564i,-0.0020264+0.00031445i,-0.0021018+0.0012085i,-0.0012178+0.0013632i,0.00014922+0.00093811i,0.00074702+0.00049751i,0.0010933+0.0007107i,0.0013867+0.0010414i,0.00085365+0.0011595i,0.00048642+0.0013213i,0.00040268+0.0011109i,0.0004529+0.0010279i,0.0007863-9.6319e-05i,0.00063455-0.0013772i,-5.674e-05-0.0010556i,0.00013062-0.000572i,0.0012428-0.00033285i,0.00076706+0.0003146i,0.00031374+0.00053303i,0.0011694-0.00065175i,0.0014624-0.0013515i
0.00019555-0.0016237i,0.0006426-0.0019955i,0.00022893-0.0025691i,0.00010352-0.003023i,-0.0006065-0.0029287i,-0.0014895-0.0016836i,-0.00099565-0.00063693i,0.00036544-0.00088628i,0.00084775-0.00051448i,0.00015915+3.9533e-05i,-0.00032855+0.00060286i,-0.00041731+0.0012511i,0.00014287+0.0011881i,0.00098386+0.00070273i,0.0010152+0.00043581i,-0.00030783+0.00043039i,-0.0015838+0.00022656i,-0.0014606+1.7169e-05i,-0.0012764-0.00045482i,-0.0013537-0.00059229i,-0.00089025-0.00019202i,0.00040769+0.00084931i,0.0011084+0.0013695i
0.00036871-0.00040634i,-2.7266e-05-0.00044561i,-0.00026197-0.00057778i,-0.00057139-0.0023995i,-0.00079294-0.0027308i,-0.00032896-0.0018671i,0.00043469-0.00020995i,0.00021896+0.0007782i,1.9128e-05+0.00012346i,0.00022538+0.00016427i,0.00064793+0.00070105i,0.0011523+0.00071315i,0.00042179+0.00057541i,0.00012505-8.2212e-05i,0.00011755-0.00059873i,-0.00065803-0.0007261i,-0.00092145-0.001451i,-0.00056334-0.0013965i,-0.00015558-0.00064526i,0.0013655-0.00016341i,0.0015103-0.00045276i,-0.00017189-0.00080133i,-0.00089897+0.00026445i
0.0017249-0.0015082i,0.0016699-0.001685i,0.0012951-0.003164i,0.0010107-0.0034151i,0.0004946-0.0021874i,-0.00051545-0.0011761i,-4.415e-05-0.00059878i,0.00031973-0.00057966i,0.00032807-0.00096537i,0.00037696-0.00052938i,0.00012604+0.00032548i,-8.3188e-07+0.0011769i,3.1895e-05+0.00087981i,0.0004489+7.9722e-05i,0.0017315-0.00053216i,0.0023276-0.00052933i,0.0013093+0.00027676i,-4.7626e-05+0.00084135i,-0.00058575+0.0013222i,-0.00029407+0.0016032i,-0.0002334+0.0016858i,-0.0006189+0.00083639i,-0.0001065+9.4374e-06i
0.00030104-0.00047288i,0.00055853-0.00082511i,-7.9874e-05-0.0012681i,-0.00087771-0.001462i,-0.0012923-0.0021846i,-0.0017374-0.0015611i,-0.0014381-0.00033938i,-0.00026201-0.00080352i,0.00050832-0.00087356i,0.00046473+0.00029861i,0.00070408-0.00027601i,0.00080588-0.00063498i,0.0011794-5.128e-05i,0.00078097+2.3153e-05i,-0.00017379+0.00016655i,-0.00079026-9.0578e-05i,-0.00098713-0.0012737i,-0.00098625-0.0022613i,-9.8249e-05-0.0022771i,0.00041396-0.0018738i,-0.00041737-0.0019807i,-0.0010908-0.0013728i,0.00037262-6.0273e-05i
-0.0008822-0.00098939i,-0.00066204-0.0017993i,0.0005546-0.0017522i,0.0010464-0.0011502i,0.00067632-0.00074747i,0.00043373+3.308e-05i,0.0003161+0.00062644i,0.0013503-9.7349e-05i,0.001928+0.00054716i,0.0012029+0.00168i,0.00056756+0.0012628i,0.00078177+0.0008877i,0.0016291+0.0011637i,0.0013349+0.0002014i,0.0011514-0.00087903i,0.001441-0.00095321i,0.0014279-0.0015828i,0.00181-0.00049085i,0.0017174+0.0012112i,0.0015945+0.0012481i,0.0010691+0.00017752i,0.00056359-0.00039391i,0.00020332+0.0002085i
0.0039269+0.00030887i,0.0030298+0.00040064i,0.0028191-0.00073593i,0.001804-0.0023295i,-0.00014293-0.0034793i,-0.00082479-0.0025368i,-0.0012566-0.00023973i,-0.00032753+0.00067062i,0.001121+0.00055674i,0.0012924+6.6048e-05i,0.00067662-0.00037102i,-0.00070246-0.0005156i,-0.00095307-0.00055691i,0.00043104-0.00018099i,0.00067503+0.00085135i,-0.00037845+0.0021917i,-0.0012595+0.0022012i,-0.0017964+0.00097782i,-0.0020441+0.00065217i,-0.0023497+0.00095952i,-0.0019278+0.00047224i,-0.00047065-0.00074755i,-0.00057867-0.00041743i
0.00024588+0.00038038i,-0.00041709+0.00023114i,-0.00068731-0.00069793i,0.000369-0.0018331i,0.00059158-0.0021836i,-0.00047259-0.002027i,-0.00029819-0.0023028i,0.00013314-0.0022119i,0.00052811-0.00097176i,0.0010946+0.00023288i,0.00057115+0.00045069i,0.00080246+0.00030549i,0.0011285+0.00047026i,0.00086434+0.00016106i,5.0072e-05-0.00063323i,-0.00082438-0.001301i,3.457e-05-0.0015037i,0.00077371-0.0017609i,0.00056245-0.0019568i,0.00060571-0.0010056i,0.0003675-0.00026849i,-0.00037736+0.00024047i,-6.8681e-05+0.00071159i
-0.0011662+0.00030716i,-0.00039701+0.00066503i,0.001055+0.00094734i,0.0019341+0.001362i,0.0010286+0.00023628i,-0.00083627-0.00069933i,-0.00076895-0.00080121i,0.00022894-0.00067097i,0.00053068-0.00013918i,0.00033301+9.4354e-06i,0.00041868-0.00028508i,0.00071733-0.00015194i,0.00058268-0.00051216i,0.0003612-0.00054099i,0.00029052-0.00021867i,0.0008548-0.0003178i,0.0013829+0.00013084i,0.00045043+0.00085544i,-0.00040032+0.0015693i,-0.00072106+0.0022207i,-0.001069+0.002213i,-0.0010207+0.0011691i,-0.00096422+6.0188e-05i
-0.00072839+0.00016252i,-0.00074695-0.00054035i,-0.0010038-0.00084191i,-0.00037092-0.0013957i,0.00047982-0.0007987i,-9.5061e-05-0.00071187i,-0.00051657-7.0152e-05i,5.0717e-05+0.00056217i,0.00016736+0.00073304i,-0.00014213+0.0014531i,0.00071378+0.0012939i,0.0019113+0.00071153i,0.0025079+0.00033769i,0.0021212-8.4213e-05i,0.00071214-0.00062592i,-0.00059503-6.9863e-06i,-0.0013748+0.00091114i,-0.0013702+0.00063486i,-0.0012599-0.00027966i,-0.0014834-0.00082885i,-0.0011021-0.00084199i,-4.7153e-05-0.00097516i,0.00050264-0.0014266i
-0.0023672+0.0013482i,-0.0019597+0.0011209i,-0.0015483+0.0011159i,0.00030999+0.0011511i,0.00074755+0.00050846i,0.00020995-0.00028828i,-2.7364e-05+0.00012984i,0.00038921-1.6186e-05i,0.0009935+6.575e-05i,0.00095321+0.001612i,0.001081+0.0020293i,0.0010392+0.0013175i,0.0015939+0.00067162i,0.0018988+0.00086768i,0.0010772+2.2468e-05i,0.00084382-0.0019329i,0.0012388-0.0023338i,0.0011057-0.002544i,0.00041213-0.001757i,0.00019435-0.0003215i,0.00042948-6.8266e-07i,0.00031751+0.00042052i,-0.00015933+0.0010646i
-0.00090537-0.0011137i,-0.00034059-0.0014315i,-0.0019718-0.0016973i,-0.0026281-0.0011979i,-0.002241-0.00035962i,-0.0025731+0.00058562i,-0.002009+0.00056782i,-0.0008531-0.00053766i,-0.00039227-0.00093222i,4.2597e-05-0.00032121i,0.00072132-0.00028957i,0.0017152-0.0010959i,0.0020179-0.00075429i,0.0010397+0.00017625i,0.00085837+0.00050392i,0.00086647+0.0014123i,0.0001079+0.0016168i,-0.0006142+0.0013901i,-0.00095054+0.0013103i,-0.00089462+0.00088184i,-0.00037852+0.00045702i,-0.00084547-8.2514e-05i,-0.0015328-0.00077185i
-0.0014948+8.7189e-05i,-0.0013652+0.00085017i,-0.00066358+0.00091913i,-2.5361e-05+0.00029757i,-5.1022e-05-0.00038927i,-0.00058683-0.00089616i,-0.00021622-0.00070698i,-2.4495e-05-0.00025387i,0.00055395-0.00031634i,0.00088017+0.00075725i,0.00095656+0.0017951i,0.0010671+0.0013676i,0.00091539+0.0010283i,0.0010109+0.00043082i,-4.8747e-05-0.0013233i,-0.0014781-0.0028689i,-0.001662-0.0034504i,-0.00084507-0.0024244i,-4.5651e-05-0.00059426i,0.00019515-5.7818e-05i,0.00034115-0.0001434i,0.00063728-8.1117e-05i,0.0012056-0.00023183i
0.001049-0.0032869i,0.00044313-0.0032065i,-0.00012637-0.0042958i,-0.00092353-0.003542i,-0.0016916-0.0017673i,-0.0011227-0.0005502i,-0.00050225+2.3212e-05i,0.00020853+4.6972e-05i,0.0010445-0.00019843i,0.00013694+0.00010182i,-0.00056356+0.0006772i,-0.00062025+0.00057674i,9.4401e-05+0.00072831i,0.0016019+0.0010068i,0.0018484+0.00047193i,0.0015083-0.00040691i,0.0013088-0.00061131i,0.00052993-0.00065292i,0.0001586+0.00015555i,0.00014491+0.0011154i,-0.00055133+0.0010226i,-0.0017554+0.0013725i,-0.002359+0.002386i
-0.00054897-0.00076409i,5.0709e-05-0.00046329i,0.00044432-0.00091615i,-0.00029889-0.0015081i,-0.0010305-0.0017357i,-0.001441-0.0011147i,-0.0017228-0.00077589i,-0.00098149-0.00083438i,-0.00046378-0.0001978i,0.00032025+0.00089427i,0.0010724+0.0022404i,0.0016213+0.0014923i,0.0017364+0.00037302i,0.00050164+0.0013081i,-0.00094667+0.0017185i,-0.0017356+0.0012332i,-0.0012345+0.00076953i,-0.00060737+0.00039199i,-0.00010929+0.00033169i,0.00017205-0.00040247i,0.00025636-0.0014831i,0.00061894-0.0020732i,-1.3137e-05-0.0023574i
-0.00038815+0.00061826i,-0.00061188-4.8811e-05i,-0.00057486+0.00052878i,0.00070038+0.0010098i,0.00038413+0.00022284i,-0.00090949-7.1332e-05i,-0.00091828-0.00019633i,-0.00035442-0.00060275i,-0.00034277-0.00048074i,0.00027319+0.00048823i,0.00052155+0.0017316i,-8.8895e-05+0.0019587i,0.00052259+0.001275i,0.0011134-0.00050262i,0.0014537-0.0014828i,0.0015864-0.0021842i,0.0011059-0.0026988i,0.00068463-0.0018734i,-5.8598e-05-0.00047753i,7.7671e-05+0.00068385i,0.0011213+0.0013094i,0.0019519+0.0020931i,0.0019031+0.0024913i
0.001345-0.002009i,0.001811-0.0021268i,0.0012606-0.0030256i,6.0847e-05-0.0033743i,-0.00095712-0.003166i,-0.00094441-0.0012984i,0.00039089-0.00015143i,0.0018682-0.00045611i,0.0021407-0.0006694i,0.0013749-0.00016447i,0.00058745-0.00011805i,0.00063722-0.00040235i,0.00083512-1.7583e-05i,0.0006956+0.0011002i,0.0011043+0.0018164i,0.0014631+0.0017001i,0.00096371+0.0022768i,-8.8069e-05+0.0016227i,-0.00088217-0.00029951i,-0.0012669-0.00072583i,-0.0025667-0.00053576i,-0.0033428-0.0015259i,-0.0029042-0.0011954i
-0.0022649+0.00053744i,-0.00028042+0.00094784i,-0.00042412+0.00068621i,0.00094002+0.0005688i,0.0017537+0.00032407i,0.00019644+0.00098545i,-0.00079478+0.0013551i,-0.00051308+0.00064472i,0.00066242+0.0005896i,0.0008867+0.00049548i,0.00092922+3.3258e-05i,0.00091222+0.00017595i,0.00046717-8.0638e-05i,-0.00045398-0.00096703i,-0.0018228-0.0017183i,-0.0031358-0.0018484i,-0.0034656-0.0019737i,-0.0025279-0.001542i,-0.00071606-0.0010751i,0.00067548-0.0018352i,0.0022672-0.0018211i,0.0026119-0.0012772i,0.0014159-0.001816i
0.0018011-7.3642e-05i,0.0018071-0.0011139i,0.00213-0.0027763i,0.00076423-0.0030139i,-0.001033-0.0029415i,-0.0021192-0.0029947i,-0.0014643-0.0023027i,0.00033587-0.0014446i,0.0010677-0.00069403i,0.00049489-4.6593e-05i,9.6566e-05+7.9083e-05i,0.00039922-2.8926e-05i,0.00046931+0.00028439i,0.0010491+0.00095521i,0.0017096+0.00070642i,0.0021371-0.00028687i,0.0022969-0.0010188i,0.0016237-0.0016263i,0.00066884-0.0005915i,0.00044184+0.0013321i,-2.9861e-05+0.00228i,-0.00069935+0.0026623i,-0.00035205+0.0032134i
0.00041951-0.0016174i,-8.9056e-05-0.00059502i,0.00071189+0.00012291i,0.000612-0.0011525i,-0.00043801-0.0024982i,-0.0012039-0.0014662i,-0.00087502-0.00021043i,-0.00016647-0.00032339i,0.0001006-4.1281e-05i,0.00030717+0.00051618i,0.00048281+0.00034606i,-7.7073e-05+0.00010391i,0.00055921+7.0154e-05i,0.0010308+8.6635e-05i,0.00013636+0.00029584i,-0.001015+0.0017249i,-0.0015579+0.0021797i,-0.00057726+0.0010894i,-0.00053276+0.00067306i,-0.0005028+0.00012748i,-0.00024754-0.0013076i,-0.00088918-0.0018434i,-0.0021858-0.0012565i
0.0019262-0.00012492i,0.0022271-0.00058655i,0.0027091-0.0020009i,0.0030281-0.0025463i,0.0025525-0.0017335i,0.0011141-0.00083308i,-0.00011535-0.00048133i,0.00024143-0.00067825i,0.0007778-0.0010155i,0.001088-0.00046528i,0.00055859+0.00030546i,0.00036369+0.00023768i,0.0016434-0.0001697i,0.0022123-0.00093041i,0.0015755-0.0020456i,0.00052084-0.0034086i,0.00066759-0.0034922i,0.00095245-0.0019856i,-6.1789e-05-0.00047015i,-0.00036273+0.00049613i,0.0010034+0.00082769i,0.0022557+7.0066e-05i,0.0026278-0.00074273i
-0.0004927-0.00039295i,-0.00044064+0.00099207i,-0.00079992+0.0011888i,-0.00090744-0.00089414i,-0.0013015-0.00303i,-0.00084211-0.0025467i,-0.00019437-0.0016875i,0.00033-0.00090488i,0.001165+0.00031384i,0.0015489+0.0015493i,0.0013009+0.0015652i,0.001385+0.00016675i,0.0015279-0.00079082i,0.001283-0.00082995i,0.0010619-0.00046969i,0.0020521+0.00072586i,0.0018664+0.00090736i,0.00088132+5.8856e-05i,0.00072645+6.5049e-05i,-0.00030922-0.00032262i,-0.0016835-0.0002263i,-0.0013059+0.0013763i,-4.1613e-05+0.0018913i
-0.0013455+0.0018299i,-3.5382e-05+0.001204i,0.00053415+0.00061883i,0.001034+3.9861e-05i,0.0016699-0.00050413i,0.00084347+5.8939e-05i,0.00028874+0.00040358i,0.00016754-0.0001718i,0.00051068-0.0003914i,0.0016261-0.00016042i,0.0024409+0.00031662i,0.0014084-9.0352e-05i,-0.00022908-0.00086804i,-0.0014086-0.0020214i,-0.0017915-0.0022358i,-0.002317-0.0010541i,-0.002463-0.00072246i,-0.0022844-0.00087209i,-0.0013884-0.00058307i,0.00075652-0.0005377i,0.001341-0.0017561i,-0.00026615-0.0030991i,-0.0023025-0.0024775i
-0.002857-0.0020572i,-0.0021632-0.0014306i,-0.0025567+0.00030945i,-0.0024918+0.0020413i,-0.0026399+0.0026549i,-0.0027843+0.0027354i,-0.0020531+0.0018127i,-0.00090736+0.00077707i,-0.00051182+0.00043777i,0.00019947+0.00056283i,0.0010459+0.00036824i,0.001289+0.00037678i,0.00097828+0.00076756i,0.0018325+0.0013385i,0.003503+0.0014501i,0.004165+0.00041976i,0.0034344-0.0011283i,0.0010928-0.0015246i,-0.00079361-0.00086928i,-0.00038186-0.00067523i,0.00088413-0.00024921i,0.0019637+0.00080839i,0.0029303+0.00093315i
0.0017965-0.00046131i,0.0012216-0.00062466i,0.0010135-0.0015228i,0.00041783-0.0032129i,-0.0010771-0.0040494i,-0.0015921-0.0032778i,-0.00050253-0.0016084i,4.3259e-06-0.0012719i,9.8122e-05-0.0014979i,0.00010933-0.00072845i,0.00037645-0.00077004i,0.00040916-0.0012144i,0.00018671+0.00053594i,-0.00012233+0.0019823i,-0.00027426+0.0012412i,-0.00033567+0.001592i,-0.00030902+0.0022722i,0.000615+0.0010564i,0.0013608+0.00013024i,0.00074744+7.1705e-05i,-0.00044343+0.00060979i,-0.0012035+0.0013911i,-0.00093747+0.00192i
-0.0010383+0.00039162i,-0.00036609-0.0011528i,0.0013555-0.0003826i,0.0026307+0.00035669i,0.0028555-0.00047576i,0.0010103+0.0001491i,-6.5079e-05+0.00040136i,0.00010153-0.0006175i,-0.00026837-0.00019754i,0.00069588-0.00024469i,0.0014587-0.00043378i,0.0012795-0.00017596i,0.0028673-0.00063082i,0.0042267-0.0012481i,0.0036213-0.002386i,0.0016843-0.0035847i,0.00053132-0.0036638i,5.3652e-05-0.0019125i,-0.00088607+0.0009892i,-0.00061452+0.0020656i,0.00043838-0.00046562i,0.00088994-0.0029165i,0.00045731-0.003273i
0.00038585+0.00057891i,0.00044+0.00058747i,-0.00028655-0.00054982i,-0.00096919-0.00048509i,-0.0015197-0.00012042i,-0.0023783-0.0001454i,-0.0014881-0.00096294i,0.00039653-0.00076923i,0.00042371+0.00022255i,0.00010355+0.00087056i,0.00044457+0.0014818i,0.00043738+0.00090288i,0.00064038+0.00016301i,0.00024105-0.00069709i,0.0010109-0.00060466i,0.0017491+0.0016036i,0.00024663+0.0024724i,-0.00078942+0.0011056i,-0.000426-0.00051342i,0.00012581-0.00064149i,0.00092454+0.0011622i,0.0014045+0.0024384i,0.0011724+0.0015009i
-0.0025303+0.0025955i,-0.0024613+0.0025476i,-0.0022868+0.0030344i,0.000429+0.0012865i,0.0025539-0.0013656i,0.0024226-0.0020773i,0.0012308-0.00089766i,0.0010971-0.00024994i,0.0019665-2.2162e-05i,0.0021664+0.00063301i,0.0021429-9.022e-05i,0.0013211-0.0010311i,0.00011846-0.0018139i,-2.0776e-06-0.0028997i,-0.0015062-0.0022953i,-0.0031126-0.0010705i,-0.0031342-0.00098773i,-0.0017837-0.00053811i,-0.00010429+0.0011493i,0.00017583+0.00071934i,-0.00036398-0.00097211i,-0.0016662-0.00041642i,-0.0027773+0.0015292i
