-0.0011575+0.00049643i,-0.0020011-0.00088208i,-0.0015025-0.002224i,-0.0015779-0.0019604i,-0.0026399-0.0008338i,-0.002742+0.0010201i,-0.0017095+0.0020661i,-0.00022616+0.001304i,0.0010517+1.0956e-05i,0.0014555-0.00095448i,0.00063092-0.00075946i,5.4082e-05-0.00031037i,0.0004924-0.00090528i,0.00092191-0.0011638i,0.00061858-0.0009593i,0.00073077-0.00044352i,0.00039069-0.00023865i,-6.3176e-05-0.00067207i,-0.00026531-0.00067413i,-2.7659e-05-0.00041505i,0.00050452-5.0262e-06i,0.00018652+0.00010623i,-0.0002511-0.00014308i
0.00018417+0.00094056i,0.0008508-0.0004209i,0.0010247-0.0023425i,0.00024857-0.0029884i,-0.00022136-0.0029144i,-0.00081121-0.0027657i,-0.00085725-0.0014748i,0.00010281-0.00041912i,0.00069748-5.7916e-05i,0.00035556+2.3664e-05i,-0.00016073+0.00025736i,-0.00068236+0.00062754i,-0.00017039+0.00014472i,0.00034167-0.00013585i,0.00039967-0.00029056i,0.00025353+8.7199e-05i,-0.00051643+0.00018797i,-0.00061097+0.00053733i,0.0001373+0.00091995i,0.00045386+0.00058049i,0.00047055+0.00019197i,0.00058738-1.7078e-05i,0.00051025+0.00031916i
-0.00024483-0.00079996i,-0.00064145-1.0699e-05i,-0.0011498+0.00076185i,-0.00083843+5.6863e-05i,0.00016732-0.00017469i,0.00065928+0.00036941i,0.0013221+0.00028831i,0.0015026-0.00065452i,0.00079698-0.001128i,0.00047025-0.00029509i,0.00087206+0.00067781i,0.00067605+0.00031423i,0.0006157-0.00026309i,0.0005047-8.65e-05i,0.00020362-5.0775e-05i,0.0001388-0.00049225i,-0.00056956-0.00055239i,-0.0012259-0.00024343i,-0.00013966-0.00027593i,0.00078747-0.00074074i,0.00048756-0.00066513i,0.00019981-0.00042643i,2.1014e-05-0.00076012i
-0.0016833+0.00027197i,-0.00044166+0.0014569i,-0.00033537+0.0010061i,0.00023731+0.00073423i,3.34e-05+0.0010512i,-0.00076721+0.0016561i,-0.0012262+0.00085966i,-0.00038812-0.00025159i,0.00044371+0.0006117i,0.00099786+0.0009636i,0.0015867+0.00029782i,0.0016251-3.6836e-05i,0.0015194-5.7081e-05i,0.0017123-0.00010882i,0.0013029-0.00027881i,0.00044609-0.00023587i,0.00010743-0.00028865i,-0.00027683-0.00020007i,-0.00075317+0.00050694i,-0.00063704+0.0010046i,-1.4182e-05+0.0013751i,-1.4828e-05+0.0012431i,-0.00060095+0.0010182i
0.00010753-0.0017432i,-0.00052907-0.0008671i,-0.00071789-0.0014925i,-0.0003163-0.0024123i,-0.0004857-0.0020193i,-0.0010736-0.001451i,-0.0014863-0.00071244i,-0.00095496-0.00065005i,-0.00027639-0.0012286i,-0.00015159-0.00067134i,6.3165e-06+0.0006778i,-0.00015135+0.00089737i,0.00051156+0.00040403i,0.0010834+0.00057178i,0.00073029+0.00093814i,0.0001858+0.0007345i,-0.00046837+0.00062538i,-0.00016142+0.00056117i,0.00017518+0.00028876i,0.00021083+7.3725e-05i,0.00076029-5.4552e-05i,0.00034326+0.00056684i,-1.4977e-06+0.00085016i
-3.8615e-05-0.00026555i,-0.00028732-0.0016045i,-0.000782-0.0019042i,-0.0010465-0.0016882i,-0.0012145+0.00031725i,-0.001009+0.0016856i,8.6896e-06+0.00030942i,0.00087327-0.00080576i,0.0012569-0.00079487i,0.0004467-0.00024286i,1.1794e-06+0.00061254i,-2.154e-05+0.001032i,-9.1773e-05+0.00096662i,0.00020002+0.0010036i,4.85e-05+6.7562e-05i,-0.0005159-0.00064406i,0.00020922-0.00052579i,0.00098095-0.00059883i,0.000923+2.2126e-06i,0.00046104+0.00084399i,-0.00024873+0.00069435i,-0.0002782+0.00013572i,-0.0001041-0.00051375i
-0.00023952+0.0028381i,0.00063868+0.0028972i,0.0015204+0.0027419i,0.0016102+0.00029093i,0.0013362-0.00088766i,0.00062277-0.0013722i,-9.6276e-05-0.00094173i,7.3226e-05-0.00017698i,0.00062843+3.2518e-05i,0.0017697+0.00045727i,0.0022246-2.3295e-05i,0.001473-0.00083284i,0.00066461-0.00093092i,0.00035231-0.000609i,0.00042794-0.00068622i,-7.8308e-05-0.00037031i,-0.00071348-0.00054997i,-0.0010724-0.00061077i,-0.0012079+3.5022e-05i,-0.00080771+0.00014327i,7.8947e-06+0.00034935i,0.0005568+0.00032569i,0.00069125+0.00018031i
-0.002145-0.00078721i,-0.0030099-0.00031008i,-0.003532+0.00083726i,-0.0024833+0.00011996i,-0.0012666+2.2972e-05i,-0.0016235+0.00082013i,-0.0015042+0.00061497i,-0.0002917+0.00044031i,0.00011853+4.6108e-05i,-0.00040816+2.2131e-05i,-0.0001291+0.0003822i,0.00073485+0.00032015i,0.0018541+0.00020222i,0.0022688-0.00039294i,0.0013813-0.00020267i,0.00041208+0.00019502i,-0.00054252-0.00069722i,-0.0012755-0.00085585i,-0.0012329-0.00074987i,-0.00053335-0.00062823i,-0.00019314-0.00033709i,-6.9859e-05-0.00037484i,0.00014642+0.000207i
-0.0025518+0.0011244i,-0.0024211+0.00010487i,-0.0018777+0.00048475i,-0.00098741+0.0015024i,-0.0001453+0.0022772i,-0.0004675+0.0016799i,-0.0010627+0.001011i,-0.0009843+0.00091462i,-0.00034778+0.00069772i,0.00059693+0.00032107i,0.0012316+0.00022771i,0.0012971+0.00025392i,0.0011479+0.00018181i,0.0012558-0.00025295i,0.0013747-0.0008628i,0.00089921-0.00098398i,0.00031609-0.00062566i,0.00062734-0.00031611i,0.00087345+0.00033129i,0.00073201+0.00025869i,0.00027598-6.4219e-05i,0.00041441+7.4603e-05i,0.0014317+0.00054508i
-0.00054655-0.00031819i,-0.0006309-0.00013583i,0.00046075-0.0006167i,8.4256e-05-0.0021497i,8.647e-05-0.0029353i,0.00025634-0.0019109i,0.00033178-0.00085601i,0.0015122-0.00092617i,0.001388-0.00057278i,0.0015482-0.00021746i,0.0020623-0.00026185i,0.00093623-0.00044309i,0.00050048-0.00058357i,0.0010321+9.457e-06i,0.001076-0.00011164i,0.0014645+0.00016272i,0.0017653+0.00057349i,0.00029801+0.00042646i,-0.00088678+0.00085548i,5.0066e-05+0.0010086i,0.00030109+0.00054441i,-0.00039957+2.6452e-05i,-0.00038426-0.00021538i
-0.0019455-0.0003279i,-0.0021099-0.00058341i,-0.0018342-0.00044677i,-0.00032389-0.00022287i,0.00038964-0.00015051i,-0.00028323+0.00022422i,-0.00070329+0.00023738i,-9.0045e-05+0.00042249i,-0.00031228+0.00038077i,-0.00054454+0.0001448i,0.00031151+0.00065307i,0.0004892+0.0014427i,8.0864e-05+0.00037271i,0.00056968-0.00084289i,0.00020041-0.00036321i,-0.0011053+0.00019618i,-0.0011742-0.00012117i,-0.00077082-0.00056217i,-0.00011831-0.00058969i,0.00085194+0.00010895i,0.0015072+0.00071601i,0.0011009+5.7256e-05i,0.00056941-0.00028555i
0.0016942-0.0010777i,0.0019252-0.0024318i,0.0015625-0.0034286i,0.00026159-0.0032199i,-0.0016207-0.0025767i,-0.0030253-0.0013679i,-0.0022888-0.00036304i,-0.00074379-0.00030097i,0.00036481-0.00080167i,0.00073971-0.00054611i,0.00059304-2.1939e-05i,0.00083116+0.00015776i,0.0011625+0.00061957i,0.0010952+0.0010616i,0.0011564+0.00046937i,0.00062283+0.00018263i,3.8935e-05+0.00017733i,7.4596e-05+0.00022247i,0.00026381-8.8366e-06i,0.00015212-0.00020306i,-0.00012337-8.3245e-05i,0.00039546-0.00031246i,0.001297+8.95e-05i
-0.00022692-0.0011996i,-0.00011508-0.0007469i,-0.0011992-0.0018463i,-0.0013892-0.0021173i,-0.0014241-0.0014329i,-0.0010027-0.00085807i,-0.00024332-0.00022491i,0.0010311+0.0004125i,0.0016841+0.00076579i,0.0012025+0.00097416i,0.00088043+0.00060519i,0.00078949+0.00037605i,0.00074116+0.00015346i,0.00033929-0.00014521i,-0.00015598-0.00011886i,0.0002386+9.6267e-05i,0.00019465+1.7564e-05i,0.00041381-4.6262e-05i,0.00073316-2.714e-05i,-0.00024896+0.0003121i,-0.00091501+0.00052379i,-0.0013118+7.7503e-05i,-0.0010469-0.00029202i
0.0031008-0.00034739i,0.0034652-0.0014912i,0.0030781-0.0032614i,0.00041315-0.0027881i,-0.0016383-0.0015737i,-0.0018884+2.3768e-05i,-0.00067303+0.00061471i,-0.00058581-0.00015979i,-0.0013564-0.00040418i,-0.00097978+6.8006e-05i,-0.00055956+0.00051918i,-0.00063234+0.0001381i,-6.7291e-05-0.00068837i,0.00067583-0.00070549i,0.00077958+0.00026015i,0.0005882+0.00084601i,8.3192e-05+0.00040032i,-0.00057407-0.00015731i,-0.00029872-0.00027739i,0.00038926-5.2097e-05i,0.00055473-0.00043232i,0.00014981-0.00054503i,-0.00096264+2.0996e-05i
-5.6088e-05+0.0013067i,-0.00048259+0.0012802i,0.00044582+0.00047491i,0.00074745-0.0012088i,-0.00052628-0.0024992i,-0.0019231-0.0020268i,-0.0010989-0.00090444i,0.00013538-0.00055812i,0.00015444-0.00089841i,0.00037908-0.0011312i,0.00093015-0.00054601i,0.00070295-0.00011021i,0.00060519-0.00097894i,0.00046998-0.0012378i,9.3426e-05-0.00043725i,0.00021471-0.00011769i,0.0004431-0.0001063i,-0.0004152-0.00015576i,-0.00059369-0.00024266i,8.0277e-05+0.00053848i,0.00030943+0.0010124i,0.00025854+0.00057543i,-9.1693e-05-0.00020784i
-0.00017486-0.0008307i,-4.5499e-05-0.00020375i,0.00035544+0.00024077i,4.7749e-06-0.00028574i,0.00014166-0.0014773i,0.00054613-0.00178i,0.00078382-0.0012238i,0.0011004-0.00086816i,0.0013274-0.00029525i,0.00088026+0.00033522i,0.00040351+0.00046503i,0.00039067+0.0003681i,0.00072335-0.00048529i,0.00091113-0.00103i,0.00034887-0.00067842i,-0.00013709-3.3494e-06i,-0.00053599+0.00018555i,-0.00090218-0.00050629i,-0.00083274-0.00071963i,-0.0010041-0.00060137i,-0.0010143-0.0010085i,-0.00036177-0.0011382i,0.00048556-0.0010482i
0.00014888-2.0927e-05i,0.00036041-0.00069805i,0.00039084-0.0017802i,8.1303e-05-0.0012613i,-0.00065462+1.5441e-06i,-0.0010811+0.00052416i,-0.00077404+0.00034447i,0.00062083+0.00039452i,0.0010201+0.0010647i,0.00055662+0.0012709i,0.00060871+0.00083501i,0.00094882+0.00071365i,0.0009541+0.00030641i,0.00030992-0.00059377i,-6.6046e-05-0.0010897i,-0.00016412-0.0011845i,-0.00032374-0.00095986i,-0.00030882-0.0011644i,-6.28e-05-0.0010478i,0.00037875-0.00028606i,0.00073388+0.00045817i,-0.00026573+0.00054585i,-0.0013122+0.00015046i
-0.00067478+0.0018074i,-0.00051301+0.0017327i,0.00035944+0.0005774i,0.00073924-0.0004729i,0.00066597-0.001231i,6.1235e-05-0.0011123i,-0.00029083+0.00023163i,-0.00055485+0.00026145i,-0.00059056-0.00014727i,0.00020643-0.00071203i,0.00045834-0.0016282i,-1.5702e-06-0.0017082i,0.00033431-0.00096488i,0.00039241-0.00086958i,0.00020408-0.00045842i,-7.1273e-05+0.00029875i,-0.00024991+0.00039296i,-0.00068488+0.00011829i,-0.0010684-0.00018651i,-0.0010835+0.00010692i,-0.00025605+0.00061022i,0.00010204+0.00031278i,-0.00024742-0.00042186i
0.0019079+0.0029555i,0.0022399+0.0029545i,0.0033466+0.0013853i,0.0026326+0.00074868i,0.0011916-0.00071467i,0.00010831-0.0010588i,-0.00086521-0.00014199i,-0.00058847-0.00040625i,-0.00020865-0.00038935i,0.00014791+0.0001019i,-0.00016361-0.00048339i,-0.00023318-0.0011797i,5.2758e-05-0.00060927i,-0.00041727+0.00033241i,-0.00070341+0.00074238i,-0.00063173+0.00076252i,-0.00051516+0.00070655i,-0.00010042-0.00031233i,0.00050056-0.0013626i,0.00017096-0.0013711i,3.805e-06-0.00068001i,0.00030197+9.4474e-05i,0.00016879+0.00023328i
0.00059962+0.0012741i,0.00070956+0.00060175i,0.0014438+0.0003113i,0.0010874-0.00072718i,0.0001553-0.0017738i,-0.00088309-0.00092468i,-0.0008954-7.88e-05i,0.00041614+0.0002809i,0.0011408+0.0011548i,0.0013212+0.00033792i,0.0016396-0.00064155i,0.0010968-0.00015239i,0.00015542+0.00010138i,-0.00012379+0.0001616i,-2.6179e-05+2.1828e-05i,-8.1814e-05-0.00091557i,0.00016088-0.0015627i,0.00067062-0.001051i,0.00062637-0.00010206i,0.00020398+0.00067136i,0.00041775+0.0016597i,-0.00024044+0.0020871i,-0.00036431+0.0011699i
0.00086321+0.00015507i,0.0016273+0.0007584i,0.0021887+0.00071759i,0.002191-0.00020232i,0.00092186-4.4586e-05i,-0.00076676+0.00021967i,-0.0011474+0.00021415i,-0.00028302+0.00056641i,8.0746e-05+0.00025768i,0.000126+0.00042904i,0.00045528+0.00072523i,0.00024969+0.00080717i,0.00085542+0.00040135i,0.0018314+0.00018947i,0.0011469-7.9848e-05i,-4.98e-05-7.6251e-05i,-0.00052392+0.00072745i,-0.001194+0.00033754i,-0.0010196-0.00015089i,0.00016908+0.00019978i,0.00064022-1.0052e-05i,-0.00014981-0.00031341i,-0.00026367-0.00043271i
0.0014171-0.0004811i,0.00021952-0.0007349i,4.5109e-05-0.0016365i,-0.00064232-0.0031722i,-0.0025353-0.0032016i,-0.0026946-0.0019057i,-0.001701-0.0012594i,-0.00055255-0.00089134i,8.4406e-05-0.00085286i,0.00027922-4.4906e-05i,0.00022995+0.00014879i,4.3832e-05-0.00016751i,2.8157e-05+0.00047068i,0.00071975+0.00039436i,0.0009914-7.6493e-05i,0.00042738-7.3267e-05i,0.00060108-0.00021842i,0.00089155-0.00074113i,0.0014938-0.00053454i,0.0012943-0.00067389i,0.00056485-0.000865i,-5.9897e-05-0.00038323i,-0.00044954-0.00014482i
-0.0006031-0.0032995i,-0.001462-0.0030142i,-0.0018733-0.002776i,-0.0013624-0.0022111i,-0.0014371-0.0011868i,-0.0015302-0.00068875i,-0.00081771-0.0013087i,0.00097259-0.0023928i,0.0013145-0.0013646i,0.00060106-0.00033449i,4.5628e-05+0.00019448i,-0.00013945+0.0010147i,0.00043611+0.0011825i,0.00093234+0.00032076i,0.00078189-0.00046707i,0.00077505-0.0008301i,0.0010469-6.5289e-05i,0.00086553+0.0010536i,0.0010493+0.0015413i,0.00095702+0.0013241i,-6.1959e-06+0.00077549i,-5.8588e-05+0.00098287i,0.00052946+0.0013562i
-0.00019822-0.0026093i,-0.00080082-0.0012671i,-0.0004811-0.0010871i,-0.00093367-0.00043636i,-0.0011254+7.0155e-05i,-0.00060156+0.0005897i,-0.00011208+0.0003685i,-0.00016753-0.0003568i,-0.00018478-0.00036681i,-0.00012497+0.00055619i,-0.00018867+0.0010857i,-0.00033879+0.00071154i,0.00014608+0.00022188i,0.0012292+0.00027908i,0.0018177+0.00030238i,0.00097277-0.00026052i,-0.00089069-0.0010926i,-0.0013784-0.001734i,-0.0005852-0.001117i,-0.00025889+0.00030561i,-0.00050142+0.0005511i,-0.0003094-0.00011236i,3.2611e-05-0.00062252i
-0.00093727-0.0010683i,0.00037582-0.00019756i,-0.0001627-0.0014088i,-0.0014572-0.0021466i,-0.0022591-0.0012218i,-0.0018346+0.0002969i,-0.00046321+0.00052158i,0.00048401-0.00051839i,0.00084123-0.00063598i,0.0005616+0.00054046i,-0.00032321+0.00046252i,-2.2289e-05-0.00016622i,0.0008187-0.00023968i,0.00040122-0.00050811i,0.00028099-0.0010577i,0.00057855-0.00098002i,-4.4266e-05-0.00042697i,-0.00058141-0.000452i,-0.00032031-6.9271e-06i,0.00074062+0.00051847i,0.0017679+0.00034778i,0.0015126+6.5992e-05i,0.00066176-6.4589e-05i
-0.0022729-0.00040415i,-0.0022237-3.9453e-05i,-0.00071476+0.00071746i,0.0011605+2.3799e-06i,0.0017753-0.00049412i,0.00084044-0.0015101i,-0.00050778-0.0011101i,-0.0001667-0.00029497i,0.00025831-0.00023938i,0.00047061+0.00034394i,0.00049259+0.0010706i,0.00027634+0.00030561i,0.00066794-0.001071i,0.00099278-0.0012789i,0.0010521-0.0008854i,0.00065491-9.4051e-05i,0.00017228+7.2418e-05i,-0.00063832-5.7478e-05i,-0.00052463+0.00060728i,1.0913e-05+0.0016697i,-0.0005725+0.0017698i,-0.0013853+0.00099649i,-0.0010564+0.00068407i
0.00048412-0.00096251i,-3.6252e-05-0.00074005i,-0.0006386-0.0012645i,-0.00059387-0.0018772i,-0.0010559-0.0016479i,-0.001545-0.00042262i,-0.00076372+0.00029263i,0.00019505+0.00042718i,0.00062923+0.00036815i,0.0006095+0.00021229i,0.00059503-0.00036539i,0.00054718-0.00082872i,0.00013915-0.00040275i,3.9751e-05+0.00039397i,-8.1648e-06+0.00016476i,-0.00036817-0.00064244i,-0.0008154-0.00099004i,-0.0010272-0.0011194i,-0.00089093-0.00026365i,-0.001152+0.00040785i,-0.0012624-0.00060767i,-0.00025689-0.0012064i,0.00064337-0.00086916i
-0.00062715-0.00055124i,-0.00038579-0.00050824i,0.00057839-0.00057272i,0.001868-0.00058577i,0.0011943-0.00034849i,-0.00014004-0.00080473i,-0.00060692-0.00084822i,-0.0010786-0.00040663i,-0.0010449-0.00033567i,8.9101e-05-3.9512e-05i,0.00093836+9.3065e-05i,0.0016727-8.4248e-05i,0.0013106+0.000677i,0.00090909+0.00060959i,0.0012325-0.00032533i,0.0011493+0.00024799i,0.00084461+0.0008397i,0.00022282+0.00072277i,0.00023387+0.0012309i,0.0016054+0.00071471i,0.0015819-0.00014611i,0.00066771-0.00010861i,0.00010581+4.4518e-05i
0.00058555-0.00037053i,0.0002928-0.00032726i,0.00050791-0.00069307i,0.0013832-0.00065623i,0.0010341-0.00029808i,0.00037096-1.8295e-05i,0.00011347+0.0003181i,0.00076937+0.00045772i,0.0012416-0.00016645i,0.00045443+6.5571e-05i,-0.00031461+6.7146e-05i,-0.0005568-0.0007819i,-0.00040888-0.0008129i,0.00012822-0.00023621i,-0.00016014+0.00084763i,-0.00062498+0.0015412i,-0.00067927+0.00069983i,-0.0010966-0.00020816i,-0.00056409+0.00012302i,-0.00011892+0.00082173i,-0.00095349+0.00067418i,-0.0010964+0.00099465i,-0.00071976+0.0012169i
-0.0023777-0.00079057i,-0.0015285-0.00066941i,-0.0023465-0.00086883i,-0.0022638-0.00074556i,-0.0019655+4.9126e-05i,-0.0029118+0.0009907i,-0.002627+0.00052196i,-0.00094103-0.00095649i,6.8242e-05-0.0011201i,0.00028114-0.00024576i,-0.00014499+0.00010657i,-0.00077313+0.00010923i,-0.00021969-0.00029906i,0.00086925-0.00076605i,0.00089213-0.001043i,0.00087737-0.0016151i,0.00077113-0.0015778i,0.00025478-0.00064884i,5.9048e-05-0.00058437i,-1.9247e-06-0.00053982i,-0.00039139-0.000692i,0.00018666-0.0011786i,0.00095559-0.00013988i
0.0036802-0.0016441i,0.002333-0.0023196i,0.0024024-0.0033599i,0.0017338-0.00397i,0.00051682-0.0040048i,-0.0001132-0.0026548i,0.00010112-0.00095975i,0.00045929-3.0946e-05i,0.00034026-8.0491e-05i,0.00063704-0.00045328i,0.00054469-0.00042106i,-0.00047568+0.00010902i,-0.0009893+0.00055355i,-2.2547e-05+0.00031418i,0.0011892-0.00011698i,0.0014059+7.7778e-05i,0.00080165+0.000789i,0.00016224+0.00064319i,0.0006911+0.0008705i,0.00084315+0.0010017i,-0.00025463+0.00076834i,-0.00045847+0.0010541i,0.00056102+0.0011481i
-0.00012315+0.0030032i,0.00037396+0.002914i,0.0011539+0.002029i,0.0013322+0.00067928i,0.00060523+0.00024314i,-0.00016654+0.00022482i,-0.00066636+0.00036083i,-0.0006944-1.8475e-05i,0.00019523-0.00032705i,0.0014037-6.8222e-05i,0.0019666+0.00015527i,0.0012756-0.00016982i,0.00034056-0.00095863i,-0.0002377-0.00076428i,-0.00011872-0.00084272i,-0.00037517-0.0014897i,-0.0012549-0.0011392i,-0.0013532-0.00029461i,-0.00093139+0.00014817i,-0.0012705+0.00021701i,-0.001149+0.000202i,-0.00035713+0.00061399i,0.00017857+0.00016845i
0.00029796-0.00085906i,-0.0002266-0.00093545i,-0.000426-0.0016776i,-0.00033297-0.0023439i,-0.00054139-0.0022451i,-0.00073655-0.0013112i,-0.00014539-0.00049664i,0.00096563-0.00015781i,0.0013017-0.00026234i,0.00060399+0.00023169i,0.0004259+0.0013822i,0.0009394+0.0013806i,0.0011297+0.00023472i,0.0013758-1.4525e-05i,0.001654+0.00064198i,0.00091378+0.00033378i,0.00033141-0.0006372i,0.00064776-0.0011782i,0.00082002-0.0011789i,0.00089662-0.00034065i,0.0013554-0.00049599i,0.00086864-0.00098607i,-0.00035065-0.00039168i
-0.00037113-0.001149i,0.00041372-0.00087684i,6.1046e-05-0.00077794i,-0.00099356-0.00057298i,-0.00073212-0.00014311i,-0.00045291+0.00066642i,-0.0015296+0.00035125i,-0.0013763+0.00082024i,-0.0001731+0.001326i,0.00034185+0.0006176i,0.0002405+0.0008304i,-0.00010541+0.0011756i,0.00022576+0.0010689i,0.0010989+0.00079833i,0.0014054+0.00082996i,0.00021843+0.0009606i,-0.00090513+0.00033407i,-0.00060386+0.00033438i,0.0003197+0.0011987i,0.0010231+0.0011371i,0.00091357+0.00036419i,0.00041981+0.00043408i,0.00034892+0.00075624i
-0.0002995-0.0025309i,-0.0016512-0.0015084i,-0.0019797-0.0016526i,-0.0026725-0.001688i,-0.0027139-0.0011403i,-0.0022354-0.00024609i,-0.0012316+0.00012016i,-0.00012272-0.00089155i,-0.00028102-0.0013035i,-2.1606e-05+0.00010825i,0.00040353+0.0008172i,0.00031808+0.00071498i,0.00013377+0.00037364i,0.0005563-0.00052913i,0.00089205-0.0015162i,0.00097812-0.0021849i,0.00026011-0.0023519i,-0.0010552-0.0011027i,-0.001154-0.00033538i,-0.00092601-0.00046086i,-0.00066434-0.00092118i,-0.00072445-0.00094637i,-8.953e-05-0.00034487i
-0.00047626-0.00012433i,0.00011687+0.0011129i,0.0011383+0.0015933i,0.0018155+0.00073148i,0.00097-0.00041738i,2.8842e-05-0.0011484i,-0.00039793-0.0013138i,0.00035372-0.00025914i,0.00088452+0.00058364i,0.000608+0.00037944i,0.00098023+0.00046376i,0.0012025+0.0011046i,0.00066076+0.00075716i,0.00063022-2.2426e-05i,0.0012429+4.3557e-05i,0.0015358+0.00087494i,0.00096168+0.0020804i,0.00019405+0.0017287i,0.0010528+0.00010976i,0.0020059+1.8909e-05i,0.0017835+0.00025008i,0.00091312+0.00084155i,0.00041707+0.0012437i
-0.0016357+0.00068218i,-0.00092114+0.00011539i,-0.0009055+0.00025921i,-0.00054783+9.5263e-05i,4.6546e-05+4.0757e-05i,0.00012922-0.00036876i,0.00058218-0.0010642i,0.0011397-0.0010466i,0.0010436-8.6932e-06i,0.00038778+0.00056147i,0.00082961-0.00019074i,0.0011481-0.00071085i,0.0010756-0.00023795i,0.00068302-0.00053155i,-0.00026622-0.0018365i,-0.00054185-0.0018155i,-0.00051076-0.00065749i,-0.0011927-0.00022225i,-0.0014314-0.00010968i,-0.001282+0.00036775i,-0.0010317+0.0011002i,-0.00035497+0.0016442i,0.0005328+0.00059981i
0.00095556-0.0023042i,0.0011799-0.0032965i,0.00087513-0.0027384i,2.1967e-05-0.0017726i,-0.00108-0.0020137i,-0.0019405-0.00085378i,-0.0014836-0.00010408i,-0.00048077-0.00046034i,0.00052784-0.00066899i,0.00037555-0.00018911i,0.00040249-1.2756e-05i,0.0012067-2.0301e-08i,0.00053988+0.00046714i,-0.00038611+0.00024828i,0.00071682-0.0005641i,0.00058752-0.00038689i,-0.00030403+8.6322e-05i,-0.00049702-0.00037995i,-0.00031201-0.00078007i,9.2101e-05-0.0010413i,-0.00025377-0.0010421i,-0.00016335-0.00092178i,0.00038648-0.00066891i
-0.0022596-0.0012684i,-0.0017887-0.0020205i,-0.0020661-0.00076047i,-0.0014144+0.00057865i,-0.00093725+0.001824i,-0.001305+0.0018713i,-0.00085177+0.00089961i,0.00034414-3.6283e-05i,0.00089377+0.00039459i,0.00025144+0.001749i,-4.8427e-05+0.0014402i,0.00013555+5.881e-05i,0.00021546+0.00014931i,0.00032241+0.00032513i,0.00057736+0.00019209i,6.9571e-05+0.0003909i,-0.00015827+0.00050991i,0.00059432+0.00047174i,0.0015368+0.00058032i,0.0018565+0.00094748i,0.0013367+0.0013654i,0.0011442+0.00044867i,0.0013104-0.00041315i
0.00039347-0.00096016i,0.00021339-0.00038694i,-0.00032212-0.00085514i,-0.00070868-0.0012865i,-0.0027136-0.0011217i,-0.0036227-0.00084601i,-0.0019297+0.00030021i,-0.00069126+0.00069515i,-0.00041984+3.2455e-05i,-1.7136e-05+0.00029121i,0.000207+0.00090549i,0.00093384+0.0009636i,0.0012617+0.00078408i,0.00059608-1.7921e-05i,0.0005441-0.00058355i,0.00058096-0.00029683i,0.00021708+0.00043996i,-0.0007894+0.00056642i,-0.0011806+0.00012268i,-0.00036952+0.00030218i,8.5159e-05+0.00063723i,2.373e-05+0.00036865i,-0.00023528+0.0012405i
-0.00017113-0.0021727i,-0.0007787-0.0017177i,-0.0020261-0.0024157i,-0.0017523-0.0033612i,-0.0010885-0.0032256i,-0.00085392-0.0017609i,-0.00078428-0.00042592i,-0.00057176-0.00065258i,-8.6737e-06-0.0016005i,0.00010203-0.00084852i,0.00056986-8.9156e-05i,0.0010408-9.1167e-05i,0.0010139-3.4363e-05i,0.0010628+0.00050318i,0.0012996+0.00083772i,0.0014675+0.00079216i,0.0006914+0.00018509i,0.00041408-0.00073037i,-7.4984e-05-0.0014079i,-9.9912e-05-0.0016437i,0.00063335-0.0012378i,0.00088565-0.00051392i,0.0004824-3.0717e-05i
0.0013696-0.00014196i,0.0018926-0.00071405i,0.0010853-0.0018732i,0.00094388-0.0016978i,5.6337e-05-0.00037088i,-0.00075663+0.00014152i,-0.00027669+0.00042066i,0.00065056+0.00021929i,0.0010988-0.00084492i,0.0011003-0.00096068i,0.00077807-0.00016799i,-0.00022517+0.00024161i,-0.00028512-0.00028612i,-0.00013868-0.00010604i,-0.0011569-4.3564e-05i,-0.0012281-0.00086211i,-0.00057473-0.0016155i,-0.0011312-0.00086299i,-0.0016293+0.00018874i,-0.0011875+0.0012403i,-0.00019753+0.0019744i,0.00017419+0.0017628i,0.00045584+0.0015228i
0.0020542-0.0013417i,0.0018743-0.002412i,0.00051028-0.0039534i,-0.00043025-0.0050699i,-0.0011766-0.0043072i,-0.0017934-0.0025147i,-0.0013666-0.001339i,-0.00047443-0.00088384i,0.00049384-0.00038086i,0.00020448+4.6243e-05i,-1.3757e-05-0.00070444i,-0.00054258-0.00027662i,-0.00033599+0.00035138i,0.00024089-0.00017291i,0.00057111-0.00080568i,0.00081252-0.0013449i,0.00045667-0.00089259i,0.00011919-0.0008043i,-0.00033543-0.001351i,-0.00068035-0.0014641i,-0.00081441-0.0014638i,-0.00063531-0.0015115i,-0.00022931-0.0011798i
-0.00050438+0.0025932i,0.0012567+0.0031637i,0.0033053+0.0020262i,0.0036634+0.00059311i,0.0025904-0.00020151i,0.0014006-0.001493i,0.00081824-0.0023195i,0.00096052-0.0010542i,0.0010537+3.0689e-05i,0.0013976+0.00018219i,0.0018295+0.00036012i,0.00095275+0.00078961i,-0.0002734+0.00066458i,-0.00094951-6.404e-05i,-0.0016063-0.00024767i,-0.0011113-0.0003045i,-0.00033492-0.00020895i,-0.00029613+0.00023079i,0.00044462+0.00084986i,0.001354+0.00083512i,0.0014579+8.0657e-06i,0.0016946-0.00053764i,0.0014419-0.00035298i
