0.00042181-3.8736e-05i,0.0012188-0.00018011i,0.00034571-0.001928i,0.00045395-0.0025888i,-0.0004321-0.0015494i,-0.0010438-5.6652e-05i,-0.00087674+0.00074391i,8.202e-05+0.00077073i,0.001114-7.9119e-06i,0.00080368-0.0012565i,0.00018182-0.0018453i,0.00018074-0.0015657i,0.00019388-0.0010667i,7.896e-05-0.00074803i,0.00081165-0.00030919i,0.0013269+0.00038535i,0.0004344+0.00037942i,-6.186e-05+0.00094974i,-8.5077e-05+0.0010811i,-0.00042964-0.00028954i,-0.00083355-0.00057469i,-0.0013443-0.00015374i,-0.00088272+6.6939e-05i
0.0010998-0.00084884i,0.0019863-0.0016995i,0.0013066-0.003202i,-1.0114e-05-0.0041086i,-0.0010768-0.0034876i,-0.0012033-0.0018943i,-0.00095486-0.00075106i,-0.0010915-0.00034087i,-0.001498+0.00025557i,-0.0017103+0.00069675i,-0.00096798+0.00088026i,4.6791e-05+0.0012165i,0.00044124+0.0015983i,-8.6866e-05+0.0011984i,0.00060512+0.00049618i,0.00087623+0.00059987i,1.1466e-05+0.0011445i,-0.0003406+0.00050155i,-0.00067964-0.00019861i,-0.00057598+0.00044912i,-0.00039186+0.00085244i,-0.00019351-9.9742e-05i,-0.00042596-0.00044665i
0.00064085-0.00029473i,0.0013229-0.00014669i,0.0025278-0.00026862i,0.0023379-5.862e-05i,0.0013751+0.00017601i,0.0008274+0.00031692i,4.9838e-05+0.00066001i,-0.000727+0.00029962i,-0.0011387-0.0003331i,-0.00076928-0.00030613i,-0.00064737+0.0002938i,-0.0011903+0.00070475i,-0.00086456+0.00081743i,-0.00032456+0.00066879i,0.00034757+0.0008438i,0.00065152+0.00033575i,-7.1479e-05-0.00052382i,-0.00083294-0.00047147i,-0.0010649+7.5981e-05i,-0.00096232+0.00082791i,-0.00061141+7.2038e-06i,8.6992e-05-0.00052467i,1.5695e-05-0.0001241i
-0.00022858-0.00094598i,0.00070598-0.00072888i,0.0010062-0.0010704i,-0.00017894-0.0021656i,-0.0010375-0.0024421i,-0.0014339-0.001205i,-0.0016789-0.00051593i,-0.00046158-3.6324e-05i,1.5908e-05+0.00046918i,-0.00045614-0.000244i,2.016e-05-0.00080213i,0.000422+0.0001297i,0.00041393+0.0009606i,6.1957e-05+0.00038913i,-0.00053201-0.00060582i,-0.00039633-0.00096875i,-0.00015878-0.00050422i,0.00011363+0.00021009i,-9.9217e-05+0.00029176i,-0.0001978-0.0002845i,-0.00011039-0.00053991i,-0.00039764-0.00072385i,-0.00038696-2.6215e-05i
0.0029461-0.001058i,0.0024833-0.0021063i,0.0018418-0.0024307i,0.0010052-0.0018889i,2.0482e-05-0.001296i,6.4945e-05+7.6362e-05i,0.00038943+0.00065657i,-0.00067208+0.00041337i,-0.0010923+0.00062535i,-0.00096133+0.00055705i,-0.0012568+6.7572e-05i,-0.00072284+0.00050097i,0.00043975+0.0012998i,0.0010961+0.0018545i,0.0010569+0.0017055i,0.0013528+0.00071947i,0.0013912+0.00071311i,0.00035714+0.000998i,1.8783e-05+1.6988e-05i,-1.0624e-05+0.0001i,-0.00060454+0.00018715i,-0.0006393-0.0004817i,-0.00024405-0.00028082i
0.0010141-0.00055631i,0.0014816-0.00065365i,0.0017045-0.0017619i,0.0012224-0.0033446i,0.00074219-0.0041591i,0.0005696-0.0026586i,0.00011043-0.00048261i,-9.9208e-05+0.00065606i,-0.00037899+0.00056317i,-0.00054691-0.00025509i,-0.00066599-0.0006112i,-0.0011605-0.00014974i,-0.0013274-0.00011644i,-0.00022132+0.00014686i,0.00039358+0.00022284i,-0.00025097+0.00013861i,-0.00048027+0.00015729i,0.00031213+0.00068614i,0.00034172+0.00086267i,-0.0004576-5.3911e-05i,-0.0013532-0.00021155i,-0.0011253+0.00013751i,-0.00011387+0.00043615i
0.0020563-0.00056791i,0.0019235-0.0016409i,0.0026762-0.0023322i,0.0021274-0.0017554i,0.0012435-0.001696i,0.0011881-0.0016863i,0.00022813-0.00082677i,-0.00020047+0.00019397i,-0.00022171+0.00090478i,-0.00031501+0.0003375i,0.00074447-0.00020764i,0.00040621+0.00047203i,-6.8624e-05+0.00055611i,-3.3953e-06-5.6621e-05i,-0.00030857+8.0175e-05i,-4.2772e-05+0.00045285i,-0.00024737-4.5634e-06i,5.1964e-05+0.00030079i,-0.0001798+0.00041517i,-0.001019-0.00028658i,-0.0011148-0.00094084i,-0.00080419-0.00082957i,7.4932e-05+0.00025071i
0.001596-0.00039096i,0.0016331-6.266e-05i,0.0008867-0.00083608i,0.00035401-0.0028957i,-0.00028673-0.0037661i,-0.00071406-0.0023208i,-0.0008409-0.00036145i,-0.00087404-7.9471e-05i,-0.00041682-0.00070879i,0.00029434-0.00098006i,-0.00041789-0.00026862i,-0.00095432+0.00015717i,-0.00051325+0.00061078i,-1.8361e-05+0.00068217i,-0.0001565+0.0013346i,-0.00021936+0.0014842i,-0.00055996+0.00084029i,-0.00068385-8.3394e-05i,-0.00080339-1.211e-05i,-0.001453+0.00019468i,-0.00068394-0.00039546i,-0.00019009-0.00029724i,-0.00057775+0.00042469i
-0.00016544-0.00027889i,0.00081979+1.4727e-05i,0.0013063-0.00013542i,0.0024233-0.0012916i,0.0016384-0.0017293i,0.00061403-0.0010862i,0.0013107-0.001037i,0.00068646-0.00097945i,-0.00099411-0.00022977i,-0.0013531+0.00085074i,-0.0010177+0.00077316i,-0.00053442+0.00072213i,-0.00052+0.0013921i,-0.00067001+0.0014925i,-0.0002263+0.0011713i,7.5635e-06+0.0011763i,-0.00019243+0.0011475i,7.6611e-05+0.00039821i,-0.00024316-0.00021812i,-0.00077201-9.8786e-05i,-0.00025561+0.00050733i,-0.00013168+0.00092293i,-0.00023338+0.00012588i
0.0001829-0.00062783i,-1.2555e-05-0.00089236i,-0.00049356-0.0013502i,-0.0014535-0.0020805i,-0.002002-0.0024521i,-0.0014403-0.0023053i,-0.00054241-0.0014939i,-0.0014494-0.00026711i,-0.0019737+0.0012866i,-0.0012877+0.001306i,-0.00096252+0.001209i,-0.000904+0.001619i,-0.00072265+0.0014313i,-0.00011233+0.00088291i,5.3227e-05+0.00045037i,-1.7404e-05+0.00036303i,3.743e-05-5.5308e-05i,-7.3529e-05-0.00093868i,4.4874e-05-0.00125i,-0.00023434-0.00066736i,-0.00056352-6.78e-05i,-0.00044953+0.00041739i,-0.00023318+0.0011367i
-0.00060639-0.0004593i,0.00095629+0.00018237i,0.0028074+0.00098813i,0.0033591+0.00025508i,0.0023598-0.00071881i,0.00080315+0.00012255i,0.00025281+0.00044349i,-4.3749e-05+0.00035814i,-0.00055179+0.0010755i,-0.0011841+0.00089975i,-0.0011188+3.3122e-05i,0.00049588+0.00029748i,0.00084294+0.00082524i,-0.00026621+0.00054479i,-0.00027443+0.0001455i,-0.00018775+9.2867e-05i,-0.00093367+0.00010579i,-0.0014674+0.0001552i,-0.00055728+0.00054927i,0.00014244-0.00010008i,-0.00038-0.00057326i,-0.00029951-0.00060334i,0.00070351-0.00073591i
0.00089138+0.00091673i,0.00073903-0.00017846i,0.0010131-0.0013331i,0.0020295-0.0024948i,0.0018955-0.0031386i,0.00024294-0.0023165i,-0.00045627-6.793e-05i,5.6988e-05+0.0019285i,0.00045732+0.0017422i,0.00061703+0.0012408i,0.00047841+0.0010857i,-3.0815e-05+0.00061528i,-0.00060568+0.00051056i,-0.00045629+0.00072373i,0.0004478+0.00036905i,0.00082425+0.00025378i,0.0012438+0.00051613i,0.00087419+0.00047966i,-2.4738e-05-0.00031168i,-0.00038037-0.0003733i,-0.00089939+0.000371i,-0.00062914+0.0011224i,-0.00027781+0.0017334i
0.00020939+0.00039849i,0.0020027+0.00083414i,0.003422+0.0010151i,0.0039645+0.00026368i,0.003345-0.0010723i,0.0018406-0.00092238i,0.00095541+0.00025231i,0.00061369+0.00050209i,0.00010706-5.0441e-05i,-7.4615e-05-0.00021942i,-0.00017529+0.00023253i,-0.00068976+0.0008261i,-0.00088092+0.0010171i,-0.0004047+0.00081209i,0.00010715+0.00033027i,2.9681e-06-0.00018482i,0.00017178+0.0002582i,-0.0002218+0.00058988i,-7.5209e-05-0.00021771i,0.00069192+0.00022288i,0.00028759+0.00093602i,0.00010966+0.00080091i,0.00048752+0.00025144i
-0.0012442-1.1232e-05i,-0.00069917+0.00019902i,0.0013325-0.00081624i,0.0022568-0.002332i,0.0016129-0.0024136i,0.00097404-0.0019727i,0.00021872-0.0010101i,-0.00047496+5.2986e-05i,-0.00081335+0.00020104i,-0.00057466+0.00070778i,-0.00025544+0.00059713i,-0.00043479+0.00032316i,1.6139e-05+0.00056185i,0.0010155+0.00014951i,0.0014961+4.2669e-05i,0.00041253+0.001046i,-0.00080938+0.00043522i,-0.00066213-0.00046427i,-0.00035073+3.311e-05i,0.00010291-0.00044156i,0.00063367-0.00060744i,0.00064271-0.00013989i,0.00077796+0.00010845i
0.0024148-0.0016298i,0.0024793-0.0022568i,0.0027896-0.0022353i,0.0008276-0.0015052i,-0.0014271-0.00096198i,-0.0011359-0.00042933i,-0.00038857-0.00043796i,0.00042421-0.00053219i,0.00021923-0.00067732i,-0.00095705-0.0010167i,-0.0011291-5.2998e-05i,-0.00042349+0.001228i,0.00010513+0.0013115i,0.00014575+0.0011253i,3.6948e-05+0.00076773i,-0.00012443-0.00032199i,-0.00053052-0.00059947i,-0.00058093+5.0699e-05i,-9.0905e-05-0.00046594i,4.7614e-05-0.001046i,-0.00022334-0.00049138i,-0.00061891+0.0004253i,-0.00045145+0.00075657i
-0.00097878-0.0023005i,-0.0017361-0.0010689i,-0.000816-0.0013113i,0.0014902-0.0028519i,0.0008445-0.0019947i,-0.00052309-0.00015816i,-0.00081227-0.00018773i,-0.0010981+0.00028647i,-0.0010471+0.00064732i,-0.00024041+0.00039002i,-0.00019472+0.0004518i,-0.00032967+0.00047086i,0.00025492+0.00027698i,0.00059641+0.00050916i,0.0002813+0.00072265i,-0.00017338+0.00046942i,-4.1579e-05+1.0229e-05i,0.00021942+0.00015163i,0.00049299+0.00039368i,0.00013347+0.00026475i,4.3007e-05-0.00029615i,5.5733e-05-0.00056824i,-0.00051689-0.0011029i
-0.00041608+0.0020177i,0.00078436+0.0015736i,0.0019816+0.0017349i,0.0029359+0.00066495i,0.0024447-0.00079664i,0.00078272-0.001578i,-0.00055897-0.00085356i,-0.00081566+0.00027051i,-0.000852+0.0013278i,-0.00024495+0.00044797i,9.364e-05-0.00061758i,-0.000308-0.00010685i,-0.0011658+0.00058636i,-0.0013343+0.00094184i,-0.00061349+0.0016519i,-0.00045047+0.00097093i,-0.00034838+0.00016974i,-0.00017904+0.00025208i,-0.00020623-0.00013648i,-8.6328e-05-0.00075609i,-0.00033283-0.00051304i,-0.00019473+0.00046499i,-0.00012792+0.0006843i
0.0013009+0.0010849i,0.0019671-0.0004758i,0.0025717-0.0018768i,0.0012108-0.0030583i,7.6503e-06-0.0030147i,0.0001135-0.0016722i,0.00018689-0.00044382i,-0.00027429+0.00033063i,-0.00058136+0.00016634i,-0.0010033-0.0007342i,-0.0006887-0.00057461i,-9.5851e-05+0.0005785i,-0.00027164+0.0010126i,-0.00037098+0.00039762i,-4.8243e-05+5.0902e-06i,0.00015753+0.00055321i,1.7737e-05+0.00079298i,-0.00042036+0.00063831i,-0.00048543+0.0006238i,-5.4559e-05+3.4087e-05i,-0.00061575-0.00051217i,-0.0010618-0.00012106i,-0.00083499-0.00020401i
-0.0022166+0.00090212i,-0.00063662+0.00016236i,0.0018543+0.0010052i,0.0031766+0.00063597i,0.0029493-0.00092761i,0.0013432-0.0015199i,0.00021693-0.00053811i,-0.0005691+0.00079457i,-0.00093261+0.0011377i,-0.00056952+0.00084783i,-0.00031077+0.00046462i,-0.00038929+0.00037922i,-0.00042518-8.7641e-05i,-0.00050547+0.0001237i,-1.0199e-05+0.00067378i,0.000307-9.0184e-05i,-0.00037862+5.6873e-05i,-0.00032207+0.00086558i,5.8812e-05+0.00033138i,0.00015465-0.00034826i,0.00027033-0.00025148i,0.00035079-9.8789e-05i,9.9509e-05+0.00026106i
0.004249-0.0034042i,0.0032439-0.0040026i,0.0013202-0.0045412i,-0.00048103-0.0047918i,-0.0017417-0.0038226i,-0.0011362-0.00084475i,0.00025665+0.00086567i,-2.9077e-05+0.00047004i,-0.0011334+0.00037366i,-0.00075136+0.00040723i,-0.00013522+0.00074814i,-0.00044853+0.00092839i,-0.00068924+0.00051463i,-8.1869e-05+0.00039789i,0.00058036+0.00066235i,0.00076326+0.00055757i,0.00054233-1.6098e-05i,0.00012522-0.0004153i,-0.00051739-0.00027506i,-0.00078306-0.00042127i,-0.00036354-0.00095777i,-8.5903e-05-0.00054812i,1.1002e-05-8.5104e-05i
-0.0005674-7.5716e-05i,0.00046496-0.00016123i,0.00045063-0.00047064i,0.0010546-0.0012231i,0.0022249-0.0015927i,0.0018485-0.0012877i,-0.00013398-0.0010385i,-0.0015567-0.00082172i,-0.0014222-0.00075319i,-0.00060271-0.00094398i,-5.3237e-05-0.00096102i,-0.00027584-0.00036348i,-0.00069286+0.00040914i,-0.00053916+0.00069759i,-0.00010523+0.00030501i,-9.2108e-05-0.0003909i,-0.00089249-0.00013927i,-0.00047102+0.00051819i,0.00010097+0.00045807i,0.00037593-0.0001278i,0.00040519-0.00044313i,3.1995e-05-0.00029762i,-0.00016312+0.00020847i
0.0022291+0.0015177i,0.0021059+0.00091747i,0.0021205-0.00049046i,0.0022643-0.0016168i,0.0022312-0.0023549i,0.00065339-0.0012608i,-0.00029465-0.00017582i,8.1717e-05+2.3952e-05i,-0.00015457+0.00040702i,-0.00066446+0.00078052i,-0.00041694+0.00051058i,-0.00022592+0.00045481i,-0.00096012+0.0002499i,-0.00063512-0.00036782i,0.00078856-0.0001657i,0.0007581+0.00040499i,-0.00031184+0.00072082i,-0.00056018+0.00022592i,0.00026599-0.00066237i,0.0010561-0.0012952i,0.00032119-0.0007754i,-0.001251-8.3613e-05i,-0.0012726-0.00031416i
-0.0019126+0.00051835i,-0.001104-0.00048002i,-0.00028728-0.00025151i,0.0014267-0.00052161i,0.0028728-0.0013219i,0.0027979-0.0013413i,0.0015238-0.0012168i,0.00012995-0.0004772i,-0.00066857+0.00075612i,-0.00052373+0.00070457i,2.6833e-05+0.00019482i,-0.0003218-0.00035253i,-5.9543e-05-0.00068136i,0.001144-0.00069775i,0.0013738-0.00067061i,0.00052048-0.00063432i,-1.9002e-05-0.00032615i,0.00023902-0.00037455i,0.00021409-0.00071164i,-0.00022845-0.00049425i,5.856e-05-0.00032717i,0.00041342-9.6821e-05i,-0.00011066-7.9553e-05i
0.00016974-0.00075855i,0.001334+7.2788e-05i,0.0017695+0.00080316i,0.0014402+0.0002614i,0.0010952-0.00067809i,-0.00010054-0.00072863i,-0.0010193+3.7995e-05i,-0.0011261+0.00058693i,-0.00089339+0.00078678i,-0.00072863+0.00061078i,-0.00059194+0.00053829i,-0.00060388+0.0010618i,-0.0011014+0.00091978i,-0.0012642-0.00015476i,-0.00022203-0.00025984i,0.00066976+0.00077476i,0.00080009+0.0010608i,0.0002613+0.00049392i,-0.00040729+0.0003319i,0.00019691+0.00076454i,0.00037666+0.0012262i,-0.00035076+0.0010056i,-7.7904e-05+0.00093702i
-0.00058229+0.00099659i,0.0015303+0.00042011i,0.0026581-0.00035941i,0.0026178-0.0017141i,0.0021657-0.0029495i,0.0019213-0.0023177i,0.00097321-0.0013835i,-0.00068439-0.00081281i,-0.0010889-0.00047501i,-0.00068274-9.6227e-06i,-0.00047315+0.00032453i,-0.00019513-0.00038878i,-4.5332e-05-0.00084984i,8.1246e-05-0.00047791i,2.9492e-05-0.00021911i,1.6973e-05-0.00033934i,0.0001364+0.0001046i,0.00024201+0.00014734i,0.00061668-1.2972e-05i,-0.00011291+0.0002216i,-0.00040027+7.8175e-06i,0.00047552-0.00030604i,0.00079339-0.00010764i
0.00093702-0.00095671i,0.00081262-0.00068224i,0.00043421-0.00050843i,-0.00026263+0.00095608i,-0.00039091+0.0010985i,-0.00016566+0.00060982i,-0.00082944+0.00087825i,-0.0012202+0.00099603i,-0.00073222+0.00093507i,-0.00020037+0.0002255i,-0.00042583-0.00033374i,-0.00062387+0.00085547i,-0.00018541+0.0013928i,0.0003015+0.00088759i,0.0001651+0.00029371i,6.6849e-05+3.1694e-05i,0.00082022-0.00020454i,0.0011135+0.00028782i,0.00055875+0.00071768i,-2.52e-06+0.00023763i,-0.00048566-4.0379e-05i,-0.0009861-0.00016708i,-0.00084559+0.00033613i
0.0012558-0.0011533i,0.0026978-0.0014303i,0.0030726-0.001373i,0.0032741-0.0021957i,0.0028373-0.0029512i,0.001564-0.0019776i,0.0012573-0.00051915i,0.0011555+0.0001842i,0.00015854+0.00091802i,-0.00036206+0.00072129i,-0.0003141+8.5773e-05i,-0.00015254-0.00033282i,-0.0002585-0.00035963i,-0.00054167-0.00040076i,-0.00018115-0.00063585i,-5.6143e-05-0.00037666i,0.00034848+1.9268e-05i,0.00052312+0.00017248i,0.00012532+0.00021911i,0.00031979+0.00045782i,5.9523e-05+0.00054395i,-6.9889e-05+0.00022662i,0.00050574-0.00030086i
-2.7937e-05+0.00069757i,0.00037463-5.8573e-05i,-2.6801e-05+0.00017933i,-0.00016078+8.1022e-06i,-1.3527e-06-0.0011646i,0.00032012-0.0011459i,-0.00046564+0.00034453i,-0.0011447+0.00084202i,-0.001097+0.00067643i,-0.0012509+0.00013753i,-0.001146-0.0005306i,-0.00042462-0.00063229i,7.7173e-05-0.00047687i,-0.00082019-7.232e-05i,-0.00097049+0.00011017i,-0.00033803+2.2555e-05i,0.00054243-0.00017306i,0.00055435-0.00036319i,-1.3804e-05-0.00083542i,-0.00015755-0.00041205i,-0.00020342+0.00033271i,0.00056499+0.00050771i,0.0011831+0.00080619i
0.0019373-0.00025753i,0.0022594-0.000892i,0.0017661-0.001998i,0.001713-0.0021503i,0.0014464-0.0012855i,0.00091755-7.3463e-08i,0.00095383+0.00099675i,-1.4346e-05+0.00047086i,-0.0010292+1.8036e-06i,-0.0010103+3.7052e-05i,-0.00065882-5.2052e-05i,-0.00053093+0.00095781i,-0.00048917+0.0015715i,0.00038391+0.00088753i,0.00063825+0.00031633i,0.00034018+0.00021169i,-1.9199e-05+0.00025955i,-0.00057279-0.00054508i,-2.388e-05-0.0011055i,0.000623-0.00044046i,-5.1322e-05-0.00027991i,-9.8894e-05-0.00044165i,0.00023923-0.00027209i
-0.0013493-0.0006411i,-0.0011041-0.00034088i,-0.00089034+8.0694e-06i,-0.0011344-0.0010619i,-0.00041956-0.0016303i,0.00054819-0.00069477i,0.00083104-0.00021493i,0.00010496-0.00046026i,-9.7818e-05-0.00045246i,4.9391e-05-0.00050095i,0.00035307-0.00053328i,0.00073063-0.00018723i,-0.00017218+0.00032389i,-0.00080854+0.00033366i,-0.0004934+2.1055e-05i,-0.0002102-2.9477e-05i,-0.00039096-0.00068352i,-0.00021781-0.0010629i,-0.00038687-0.00083529i,-0.00078349-0.00030984i,-0.00024975+0.00019387i,0.0004312-3.2613e-05i,0.00023772-4.9068e-05i
0.0017323+0.00050341i,0.0025587-0.00013345i,0.002161-0.001277i,0.0022629-0.0011435i,0.0028725-0.0013227i,0.0020045-0.0010932i,0.00076541-0.00066583i,7.9459e-05-0.00031954i,-0.00044659+0.00051816i,-0.00079372+0.0011503i,-0.0011612+0.00079099i,-0.0010443+8.7478e-05i,-0.00095728-0.00019268i,-0.00090477-2.303e-05i,-0.001052+0.00026248i,-0.0001812+0.00049462i,0.00050127+0.00067938i,-0.00050371+5.916e-05i,-0.00055311-0.00042827i,-0.00023727+0.00010511i,-0.00071464-0.0003586i,-0.00037449-0.0003414i,0.00039477+0.00018163i
0.00086218+0.00097321i,0.0021846+0.00075015i,0.0027188-0.001043i,0.0028742-0.0025782i,0.0023451-0.0022851i,0.0016097-0.0016434i,0.00088404-0.00076221i,-0.00053786+0.000341i,-0.00077343-0.00018128i,-0.00045767-0.00061188i,-0.00031596-0.00038248i,-1.7401e-05+5.6686e-05i,-0.00056736+0.00034016i,-0.0010161+0.0002641i,-0.00044407+0.00050679i,0.0005219+0.00015744i,0.00043052-0.00043396i,0.00017387+0.00011086i,-0.00035396+0.00025589i,-0.00087434-0.00030868i,-0.000979-0.00012535i,-0.00083147+0.00048227i,-0.00053803+0.00044908i
0.00017793+0.00030421i,0.00055576+0.00026176i,0.00051426-0.0005352i,0.0010406-0.0019142i,0.001877-0.0019i,0.0010171-0.0013418i,0.00023731-0.0011383i,0.00019845-0.00050192i,-0.00031572-0.00017726i,-0.00064195-0.000223i,-0.00095173-0.00019266i,-0.00088622-0.0011085i,-0.00029717-0.0011712i,0.00029199-4.2076e-05i,-5.1211e-05+0.00017216i,-0.00051218-0.00019106i,-0.00060832-0.00039535i,-0.00035333-0.00056817i,-0.00030367+9.0847e-05i,-0.00045085-0.00021858i,0.00021294-0.00058091i,-0.000142+2.3997e-05i,-0.00070071+0.00030529i
-0.0001412-0.0019414i,0.00013683-0.0016637i,-0.00010858-0.00037851i,1.594e-05+0.00049907i,0.00026953+0.00024527i,0.00067638+0.00055432i,0.0011242+0.0004511i,0.00089136+0.00036078i,-0.00013243+0.00058691i,-0.00059461+0.00017254i,-0.00012796+0.00033882i,0.00057302+0.00067236i,0.00069524+0.00056166i,0.00085136+0.00031821i,0.00037718-2.123e-05i,-4.6921e-05-0.00040634i,8.9478e-05-0.00064055i,0.00040863-0.00044878i,0.00079642+0.00023628i,-0.00015663+0.00054865i,-0.00091754+0.00024528i,-0.00022938-0.00033733i,-1.5784e-05-0.00049528i
0.00044412+0.00086407i,0.0005824-0.00032548i,0.00079295-0.0015631i,0.0019702-0.003462i,0.0021604-0.0039792i,0.00071308-0.003059i,-8.1729e-05-0.0012329i,-0.0005816-4.0484e-05i,-0.0010603-0.00017336i,-0.00013465-0.00028641i,0.00053005-0.00052785i,0.00040696-0.00015508i,-0.00013474+0.00030718i,-0.00069253+0.00060498i,-0.00090284+0.00089001i,-0.00053287+0.00020029i,-0.00048741-0.00031746i,-0.00035792+6.372e-05i,0.00036404+0.00094848i,-0.00018196+0.00035232i,-0.00037491-0.00021741i,-0.00015747+0.00023034i,0.00030885+0.00016974i
0.00021614-0.00067882i,-0.00025922-0.0009687i,7.4018e-05-0.0012589i,-0.00018133-0.00080116i,-0.00063301-0.00034891i,0.00014659-0.00028775i,0.00042281-0.00029336i,-0.00085825-0.00049334i,-0.0010038-2.1729e-05i,-0.0010886+0.00057087i,-0.00064698+0.00063091i,0.00088391+0.00064789i,0.00058655+0.00033093i,-0.00065606+0.00026705i,-0.00068128+0.00023789i,-0.00035217-9.3726e-05i,0.00016712+0.00055214i,7.4858e-05+0.0010743i,-0.0001871+0.00073121i,-0.00064174+9.7837e-05i,-0.00077858-0.00036626i,-0.00023125-0.00031315i,0.0002173+0.00012988i
-0.00020332-0.0023383i,-0.00014047-0.001882i,0.0011767-0.0013391i,0.0019233-0.001782i,0.0020611-0.0023957i,0.0012704-0.0019445i,-1.4598e-05-0.00086451i,-0.00094985-0.00022367i,-0.00087609-8.3937e-06i,-0.0004463+0.00012879i,-0.00065086-0.00025064i,-0.00064178-0.00029552i,-6.3381e-06+0.00057404i,0.00056985+0.00094491i,-0.00010014+0.00059482i,-0.00081878-0.00024007i,-0.00036598-0.00075557i,-0.00044418-0.00019304i,-0.0011159+0.0004915i,-0.0014423+8.5664e-05i,-0.0013644-0.00010776i,-0.00052082-0.0003647i,5.142e-05-0.00047625i
-0.0003475-0.0029369i,-0.00049806-0.0025108i,-0.00057421-0.0023775i,-0.00071709-0.0014493i,-0.00062081-0.00063151i,-0.0005772-0.00022484i,-0.00085319+0.00034365i,-0.00025325+0.00028284i,0.0004618+2.7826e-05i,4.198e-05+0.0001389i,-0.00092322+1.9026e-05i,-0.00082533-0.00035088i,-0.00010147-9.4638e-06i,0.00065798+0.0002636i,0.00098057-0.00035281i,0.00015634-0.00026895i,-0.00065101+8.5777e-05i,-0.00069512-0.00012396i,-0.00059557-0.00020734i,-0.00019837+2.8734e-05i,-0.00012531-1.7679e-05i,-0.00021575-0.00034622i,-0.00075865-0.00049926i
0.0014031+0.00088643i,0.0018329+0.00015245i,0.0018543-0.0017048i,0.0022291-0.0029352i,0.0017269-0.0029109i,-1.7399e-05-0.0019462i,-0.00044559-0.00030353i,-0.00068575+0.00037332i,-0.00089243+0.00018646i,-0.00029485-7.7537e-05i,0.00013707-0.00015558i,0.00042226-0.00036172i,0.00018858-0.00029102i,-0.00031266+0.00032538i,-0.0002954+0.00056577i,-0.00011264+0.0010437i,-0.00035776+0.00062029i,-0.0010776-0.00030938i,-0.00083909-0.00077133i,-0.0007355-0.00069314i,-0.00075401-0.00077843i,-0.00052318-0.00053663i,-0.0004609+0.00012326i
0.00099537+0.00031974i,0.0018286-8.0738e-05i,0.0026902-0.00013501i,0.0024209+7.0479e-05i,0.0012009+0.00013531i,0.00066893-0.00060374i,5.9345e-05-0.00025248i,-0.00034388+0.00025833i,-7.2796e-05-0.00052601i,0.00051958-0.0012675i,0.00054091-0.0010616i,-0.00018906-0.00047601i,-0.00045318+2.7235e-06i,2.3239e-05+0.00099674i,-6.7792e-06+0.00080574i,-0.00020534-0.00040224i,7.0472e-05-0.00037757i,0.00036955-4.6526e-06i,0.00090856-0.00010505i,0.00094431-0.00066498i,0.00024418-0.00086231i,-0.00068927-0.00029341i,-0.00088099-0.00037163i
0.00023671-0.00056459i,0.0017228-0.00049445i,0.0025164-0.00073572i,0.0018227-0.0021928i,0.00052067-0.0030733i,-0.00020054-0.0020214i,-0.00032296-0.00010723i,-0.00084426+0.00044646i,-0.0011873+0.00032244i,-0.00026149+0.0006721i,0.00066701+0.00086158i,0.00056297+0.00068159i,-0.00012347+0.00020096i,-0.00047739-0.00014166i,-0.00048947-0.00028383i,-9.6162e-05+6.2203e-05i,4.7624e-05+0.00030496i,-0.00012843+0.00012698i,0.00050422-0.00050664i,0.00014923-0.00040683i,-0.00036648+3.3101e-05i,0.00032982-0.0001807i,0.00019117+1.748e-05i
0.00031351-0.0026044i,0.00042311-0.0024875i,3.8331e-05-0.00060992i,-9.976e-05+1.5787e-05i,0.00027029-0.00095067i,-0.00019902-0.0015274i,-0.00055479-0.0014029i,-0.00050148-0.00061888i,-0.00041778-0.00016657i,-3.9316e-05+0.00025294i,-0.00016457+0.00041734i,-0.00044749+1.821e-05i,2.1306e-05+0.0002191i,0.00045251+0.00091483i,0.00060762-0.00030824i,0.00052902-0.0010355i,0.00051368-0.0002154i,0.00062045+0.00021786i,0.00026604+1.6125e-05i,-0.00074358+0.00022541i,-0.0012414+0.0007835i,-0.00061904+0.0008812i,0.00023205+0.0010476i
0.0016847+0.0010265i,0.0019658-0.00016364i,0.0031142-0.00059448i,0.0028734-0.00083193i,0.0010067-0.0015641i,-8.7096e-05-0.0013149i,-0.00012778-0.00080332i,-0.0003067-0.0006754i,-2.9865e-05+5.8771e-05i,0.00025524+0.00044087i,-1.5954e-06+0.00032136i,-0.00037663+0.00048967i,-0.00024138+0.00067955i,-0.00016049+0.00045012i,2.0164e-05+0.00036838i,3.1344e-05+0.00075337i,-0.00029267+0.0006104i,-0.00040703+3.7768e-05i,-0.00019826-0.00040106i,-0.00028129-0.0013697i,-1.2308e-05-0.0011779i,0.00085156-2.1374e-05i,0.00087155+0.00033565i
