-0.0013866+0.00019523i,0.00015527-6.8896e-05i,0.00014424+0.00061152i,-0.0002185+0.0014551i,-0.00079995+0.0020816i,-0.001293+0.0021161i,-0.00091155+0.0014795i,0.00018918+0.00069189i,0.00092623+2.5385e-05i,0.00095727+7.8203e-05i,0.00058933-7.0796e-05i,-7.4864e-05-0.00079246i,5.8668e-05-0.0010697i,-0.00032789-0.0013253i,-0.00075399-0.00087654i,-0.0003967+0.00042823i,-0.00024926+0.00081174i,7.4691e-05+0.00059533i,0.0004674+0.00021181i,0.00022664+5.3145e-08i,0.00019663+0.00011298i,0.00036028-0.00047232i,-0.00014212-0.00066899i
-0.0017244+0.0025866i,0.0012496+0.0020879i,0.010633+0.0074961i,0.018027+0.018015i,0.0097715+0.023716i,-0.0082923+0.012343i,-0.024251-0.010294i,-0.031436-0.019763i,-0.021042-0.013006i,-0.0075825-0.0075197i,-0.0047014-0.004658i,-0.004326+0.00071518i,-0.00073873+0.0027615i,-0.00048034+0.0018548i,-0.0023054+0.0031045i,-0.0017158+0.0042096i,-0.0011368+0.0036028i,-0.00038645+0.0013524i,0.00079186-0.00082926i,0.00061808+0.00053829i,-0.0011166+0.0029451i,-0.0018817+0.0038049i,-0.0011693+0.0027567i
-0.0024901+0.00036805i,-0.0040761-0.001302i,-0.008046-0.0072617i,-0.0092031-0.01866i,0.0015486-0.025644i,0.015638-0.026122i,0.021003-0.02933i,0.017361-0.031736i,0.0074134-0.020546i,0.0045057-0.006116i,0.0037682-0.0017048i,-0.0018615-0.001355i,-0.0034818+0.00025621i,-0.0026272+0.00053471i,-0.0042265+0.00038049i,-0.0043804+0.0010793i,-0.0035581+0.0018527i,-0.0020908+0.0021773i,0.00035659+0.0021024i,0.0025034+0.0014583i,0.0033744-9.5464e-05i,0.0026002-0.0011445i,0.00094127-0.00095584i
-0.00027942-0.00053232i,0.0019481+0.0016483i,0.0032541+0.0085542i,0.001218+0.019597i,-0.004794+0.022397i,0.00403+0.012726i,0.024686+0.0014454i,0.031344-0.0036432i,0.01925-0.0033948i,0.0060261+0.00033216i,0.0023334+8.5581e-05i,0.00061254-0.0034716i,-0.0020709-0.0026913i,-0.0020839-0.0011951i,-0.0014242-0.0023848i,-0.0023977-0.0030434i,-0.0025324-0.0026099i,-0.0012988-0.0016163i,-0.0001442-0.00069768i,0.00087302-0.00018718i,-0.00026995+0.00036404i,-0.00089456-0.00019682i,0.00034172-0.00070566i
0.00074642+0.00095154i,0.0011239+4.7011e-05i,0.0034079-0.0050175i,0.011255-0.0097325i,0.022863-0.0054412i,0.022769+0.014327i,0.01704+0.036626i,0.013936+0.038247i,0.0080806+0.023147i,0.0010328+0.0099695i,0.00033376+0.0036015i,0.0023984-0.0015951i,5.5127e-05-0.0035321i,-0.0011335-0.0016773i,0.00029432-0.0012622i,0.0012109-0.0016414i,0.00088471-0.0019i,-0.0016451-0.0027581i,-0.0041449-0.0035284i,-0.0044275-0.0030947i,-0.0024604-0.00083574i,0.00034195+0.00012512i,0.0016883-0.000536i
-0.0019241+0.00021827i,-0.0021138+0.0019826i,-0.0035257+0.0059238i,-0.0087706+0.0095586i,-0.01396+0.01171i,-0.015675+0.013614i,-0.021185+0.018436i,-0.023345+0.022042i,-0.015321+0.014715i,-0.0064913+0.0037009i,-0.0017684+0.00015423i,0.0021954+0.0013647i,0.0038269+0.00059175i,0.0027362-0.00013167i,0.0015503+7.7754e-05i,0.00066743-0.0011667i,0.00040769-0.0014813i,-0.00048064+0.00013967i,-0.0012697+0.0019923i,-0.00020229+0.001916i,0.00075169+0.00080336i,0.00074789+0.00010408i,0.0004199+0.00051629i
-1.247e-06+0.0016446i,-8.6962e-05+0.00050315i,0.003739+7.8162e-06i,0.0090607+0.0033189i,0.0058105+0.0074438i,-0.012091+0.0039183i,-0.031138-0.0077331i,-0.036736-0.014231i,-0.02408-0.0086094i,-0.0081525-0.0029169i,-0.0034045-0.00098449i,-0.002959+0.0015226i,-0.00043564+0.0019791i,0.00092925+0.00081408i,0.00026294+0.0014915i,-0.00022736+0.0026199i,0.00019542+0.0021136i,0.0019807+0.00065137i,0.0042652-0.0020566i,0.0043521-0.0044901i,0.0025426-0.00359i,0.00062461-0.00042123i,0.00020432+0.0012992i
-0.0014105-0.0015821i,-0.0018052+0.00092367i,-0.0050656+0.0013082i,-0.0094338-0.0030662i,-0.0081155-0.0091675i,-0.00038683-0.019507i,0.005611-0.034194i,0.0047719-0.03798i,-0.00018059-0.024382i,-0.00054699-0.0085461i,-0.0007194-0.002178i,-0.0040741+0.00051558i,-0.0043303+0.0023055i,-0.0017314+0.0015894i,-0.00073806+0.0007966i,-0.00074215-0.00029959i,-0.0011008-0.0016408i,-0.001748-0.0020599i,-0.002431-0.0011623i,-0.0035007+0.0010283i,-0.0031605+0.0023311i,-0.0026284+0.00095072i,-0.0031997-0.00089899i
0.00039996-0.00049916i,0.0011462+0.00035266i,0.0036584+0.0027096i,0.0071641+0.0068201i,0.0095741+0.0079385i,0.018396+0.0029124i,0.033859-0.0060946i,0.036867-0.011259i,0.021651-0.0091606i,0.0064568-0.0037693i,0.0022697-0.002606i,0.00015253-0.0045863i,-0.002291-0.003434i,-0.0019952-0.0010849i,-0.00061551+0.00010924i,-0.00079791+0.0011964i,-0.0016593+0.0018765i,-0.0013316+0.0039463i,0.00033793+0.0062636i,0.0028141+0.0062204i,0.0037966+0.0037937i,0.0027764+0.00077255i,0.0013321-0.0001475i
-0.0012717-0.00041025i,-0.0017015-0.0011708i,-0.0025819-0.0021565i,0.00018071-0.0044598i,0.0090156-0.00056774i,0.016564+0.012852i,0.019994+0.029102i,0.01971+0.031405i,0.013052+0.018232i,0.0059564+0.0053919i,0.0037389-0.00029824i,0.0026128-0.0033396i,-0.00049821-0.0043879i,-0.0026712-0.002589i,-0.0022602-0.00060619i,-0.00021021-0.00025956i,0.0023699-0.00061745i,0.0033889-0.0016204i,0.0016843-0.0038872i,-0.0007036-0.0058486i,-0.0018927-0.0050341i,-0.0012129-0.0030527i,3.3943e-05-0.0023397i
-0.00071554-9.2758e-05i,0.00036565+0.00032341i,0.0018483+0.0040724i,0.0013348+0.010187i,-0.0028682+0.015852i,-0.0082799+0.021543i,-0.016288+0.027221i,-0.020781+0.02934i,-0.013779+0.022288i,-0.0039001+0.010642i,0.0013108+0.003952i,0.0033101+0.0021225i,0.003146+0.00064237i,0.0010804-0.00042577i,-0.00023145+8.2056e-05i,-0.0010298+0.00023462i,-0.0024949-0.00080704i,-0.0044609-0.0017706i,-0.0057205-0.00069042i,-0.0049536+0.0019662i,-0.0024295+0.002997i,-0.00033126+0.0023601i,0.00019454+0.001683i
-0.00035234+0.0018958i,-0.0011013+0.00047079i,0.00047909-0.0010208i,0.0021952-0.0012432i,0.0003595-0.00068185i,-0.011326-0.0019963i,-0.027747-0.0064815i,-0.034494-0.0089434i,-0.025618-0.0037606i,-0.011609+0.0020125i,-0.0042369+0.0035913i,-0.0020096+0.004196i,0.00012972+0.0032457i,0.0013663+0.0015772i,0.00036845+0.0016231i,-0.00023919+0.0020042i,0.00023883+0.0021775i,0.0013241+0.0021397i,0.0038854+0.0015772i,0.0060394+0.00055766i,0.0054919-0.0004647i,0.0029633-0.00092249i,0.00039875-0.00041437i
0.00088655+0.0014832i,-0.00098789+0.0020656i,-0.0015102+0.0030436i,-0.0036413+0.0037264i,-0.007242+3.8684e-05i,-0.0061913-0.012161i,-0.0033357-0.028778i,-0.0031215-0.034539i,-0.0055918-0.024415i,-0.0065974-0.011064i,-0.006024-0.0040167i,-0.00577-0.00069741i,-0.0037003+0.0016046i,-0.00098673+0.0022978i,-3.9388e-05+0.0014732i,0.00041934-0.00045984i,0.00016091-0.0035813i,0.00022361-0.0055966i,0.00047639-0.004746i,-0.001146-0.0030638i,-0.0028821-0.00069395i,-0.0030615+0.00082205i,-0.0021922+0.00069373i
-0.0010882+0.0021982i,-0.00043069+0.0017068i,0.0017998+0.00077379i,0.0060676-0.0016662i,0.012072-0.0041741i,0.020784-0.0065004i,0.030606-0.010587i,0.03092-0.014119i,0.019471-0.012552i,0.0072538-0.0084399i,0.0013136-0.0072151i,-0.0018226-0.0057489i,-0.0035428-0.0026623i,-0.0024159-0.0006632i,-0.00065542+0.00067216i,0.0001467+0.0017024i,8.542e-05+0.0016014i,-0.00066202+0.0010453i,-0.0015896+0.0024955i,-0.0022212+0.0038109i,-0.00069232+0.0028243i,0.0014345+0.00030872i,0.0020817-0.0015594i
0.0016118-0.00070694i,0.0010693+0.0006309i,-0.00047239+0.0014688i,-0.0014826+0.0032309i,0.0019514+0.0071266i,0.010274+0.013219i,0.01807+0.021343i,0.020079+0.023586i,0.015588+0.014705i,0.009292+0.0039348i,0.0053266-0.0017141i,0.0033024-0.0033198i,0.0014394-0.003178i,1.2146e-05-0.002038i,-0.00020453-0.00044291i,0.00069865+0.00080978i,0.0020276+0.0010978i,0.002865+0.00072402i,0.0025888-0.00046619i,0.0019114-0.0018608i,0.0008698-0.0018557i,-0.00037228-0.0010784i,-0.00065927-0.0015904i
-0.0022246+0.00082729i,-0.0011563+0.00068319i,0.0015688+0.0013752i,0.0055712+0.0025028i,0.0068531+0.0069611i,0.0012384+0.01601i,-0.0080675+0.024141i,-0.013112+0.026002i,-0.0091148+0.021144i,-0.00056957+0.013751i,0.0045196+0.0079649i,0.0051465+0.0044891i,0.0033162+0.0024176i,0.00069905+0.00071625i,-0.00055395+0.00052989i,-0.00052259+0.0012779i,-0.00080363+0.00047866i,-0.00092673-0.00064719i,-0.0010189-0.001558i,-0.0011977-0.0016489i,0.00024006-0.00032261i,0.0018618+0.0014233i,0.001856+0.0018526i
0.0020971-0.00017775i,0.0012904+0.00044418i,-0.00019125+0.001689i,-0.0025314+0.0037181i,-0.0059082+0.0056577i,-0.012444+0.0044126i,-0.021426+0.0012877i,-0.026124-3.3691e-05i,-0.02075+0.0024783i,-0.011054+0.0049753i,-0.0055705+0.0056227i,-0.0026852+0.004414i,7.8325e-06+0.0021366i,0.0012882+0.00049468i,0.00053585+0.0002216i,-0.0013108+0.00020071i,-0.0023754+7.0208e-05i,-0.0020425+0.0013046i,-0.00080714+0.002883i,0.00074964+0.0026144i,0.0016213+0.00054299i,0.00036847-0.00084996i,-0.00048634-0.00071582i
-0.00032734+0.00092675i,-0.00056939+0.00056361i,-0.00016247+0.00034785i,-0.00016071-0.00081307i,-0.00244-0.0033859i,-0.0053856-0.010252i,-0.0071288-0.020858i,-0.0082209-0.025035i,-0.0089124-0.018429i,-0.0086358-0.0091939i,-0.0070947-0.0039503i,-0.0051076-0.00092163i,-0.0032558+0.001003i,-0.001666+0.0016161i,-0.00099651+0.0016902i,-0.0010251+0.0010664i,-0.0012231+7.067e-05i,-0.0005261-0.00088371i,0.00072069-0.0011013i,0.00088772-0.00016282i,-0.00044474+0.0022935i,-0.0013463+0.0039438i,-0.00088842+0.00272i
0.00023789-0.0016436i,0.00072198-0.00021979i,6.9568e-05+0.00076942i,0.0016046+0.0011536i,0.0065712-0.0004005i,0.011729-0.0038894i,0.016118-0.01012i,0.016307-0.015344i,0.010347-0.015092i,0.0036746-0.011692i,-0.00035926-0.007668i,-0.0020953-0.0044044i,-0.0018402-0.0017183i,-0.0016719-0.0002685i,-0.001191-0.0011765i,-0.00063473-0.0026201i,-0.00010248-0.0032332i,-0.00087632-0.002931i,-0.0028903-0.0024043i,-0.0023913-0.0013087i,-0.00067529-0.0010862i,2.1753e-05-0.0020222i,0.00045553-0.002203i
-7.4702e-06+0.00011037i,-0.00074141-0.00052333i,-0.00079482-1.2661e-05i,-4.1544e-05+0.0008397i,0.0026089+0.0042331i,0.0094801+0.0083401i,0.01739+0.01114i,0.019259+0.010855i,0.015033+0.0067271i,0.010421+0.0021675i,0.0069447-0.0012529i,0.0028894-0.0028191i,-3.8321e-05-0.0029965i,-0.00057899-0.0011573i,-0.00042488+0.00090936i,0.0001389+0.0019365i,0.0010816+0.0020595i,0.0015039+0.0021734i,0.0013981+0.0018997i,0.00075472+0.00055435i,-0.0014114-0.0004922i,-0.0023454+5.1064e-05i,-0.0016424-4.9638e-05i
-0.0024082+0.0011066i,-0.00079413-0.00011026i,0.00046195+0.0014046i,0.0038452+0.0024623i,0.0072628+0.0044838i,0.0067284+0.010452i,0.0025783+0.017299i,-0.00032029+0.01943i,-0.00038088+0.016527i,0.0023167+0.011947i,0.0046109+0.0067303i,0.004046+0.0020778i,0.0015163-0.00021122i,-4.1843e-05-0.00098062i,0.00064582-0.000446i,0.0022391+0.00038917i,0.0032075-0.00039397i,0.0027699-0.0019434i,0.0015307-0.0029747i,0.0016607-0.0020085i,0.0026542-0.00029499i,0.0029831+0.00034129i,0.0029577+0.00054519i
0.0010113-0.00071075i,-4.7145e-05-0.00030699i,-0.00071183+0.00049521i,-0.0012106+0.0021802i,-0.0037509+0.005336i,-0.0098247+0.0067594i,-0.01692+0.0062444i,-0.020142+0.0053806i,-0.016012+0.0053986i,-0.009585+0.0052327i,-0.0043466+0.003867i,-0.00060636+0.0021492i,0.00065315+0.0011754i,0.00015786+0.00088542i,-0.0015949+0.00057108i,-0.003555+0.0011634i,-0.0047483+0.0024786i,-0.0049287+0.0033205i,-0.0038269+0.0035986i,-0.001285+0.0020771i,0.00045285-0.00021239i,0.00071853-0.00097613i,0.0010116-0.00071814i
0.0025423+0.0017821i,0.0024159+0.0021101i,0.0028685+0.0012857i,0.0017184+0.0003437i,-0.0013352-0.0015193i,-0.0056569-0.0044898i,-0.0098798-0.0094657i,-0.012889-0.012506i,-0.011163-0.009706i,-0.0071544-0.0053671i,-0.0049901-0.0019426i,-0.0028727+0.00098766i,-0.00035856+0.0021948i,0.00081958+0.0018001i,0.00059404+0.00062557i,0.0010968-1.9573e-05i,0.0025944+0.00033047i,0.003539-0.0002496i,0.0029243+0.00017123i,0.00088735+0.0024672i,-0.00036271+0.0041498i,-0.00033422+0.0037721i,-0.00043228+0.0026061i
0.00070029-0.00054701i,0.00010078+0.00023603i,-0.00047119+0.00021098i,-0.00027367+0.00057656i,0.0018139+0.00038326i,0.0059074-0.0042898i,0.00891-0.011701i,0.0082516-0.015025i,0.0053318-0.0131i,0.0031985-0.0092514i,0.0001526-0.0058769i,-0.0024933-0.0028067i,-0.0029055-0.0001065i,-0.0020568+0.00041385i,-0.0012346-0.0008605i,-0.0022063-0.0021097i,-0.0032904-0.0034944i,-0.0030876-0.0038347i,-0.0025213-0.0027343i,-0.0013445-0.0015536i,-0.00047057-0.00119i,-0.0001553-0.0016358i,0.00070354-0.0015931i
0.0012856+0.0011512i,0.0007339+0.0010313i,0.0010368+0.00093146i,0.0027326+0.0011129i,0.0057993+0.0019802i,0.010851+0.0037381i,0.01677+0.0026316i,0.018831+0.00022153i,0.013827-0.00075793i,0.0079824-0.0007005i,0.0040919-0.0021953i,-0.00048479-0.0036761i,-0.0030557-0.0022817i,-0.0020899+0.0001965i,1.6743e-05+0.0020418i,0.0018016+0.0035379i,0.0030313+0.0036208i,0.0031537+0.0029195i,0.0017435+0.0019065i,-0.00056693-0.00042375i,-0.0019006-0.0022787i,-0.0022583-0.0021217i,-0.0018195-0.00092334i
0.00061734-9.8148e-05i,0.0011894+0.00062807i,0.00205+0.00039313i,0.0021202+0.00070496i,0.0031029+0.0026676i,0.004164+0.0080002i,0.0049584+0.014368i,0.0046561+0.014839i,0.0041871+0.010958i,0.0042224+0.0069396i,0.0039137+0.0024418i,0.0028429-0.0017137i,0.00053648-0.0030267i,-0.00041529-0.0019148i,0.00068961-0.0006391i,0.001881-0.0010577i,0.0022581-0.0026183i,0.00081966-0.0033612i,-8.1507e-06-0.0025719i,0.0011648-0.0011156i,0.0018742-2.9429e-05i,0.0021196-0.00010807i,0.0015076-0.00024822i
0.0015293-0.00053312i,0.0018207-0.00059287i,0.0016053-0.00078569i,0.0011723+0.001161i,-0.00033038+0.0045489i,-0.0048208+0.008294i,-0.010126+0.011201i,-0.012792+0.011457i,-0.010501+0.0083356i,-0.0063995+0.0052781i,-0.0029831+0.0037536i,-0.00056053+0.0021952i,0.00042318+0.0001053i,0.00057533-0.00097689i,1.6313e-05+0.00017796i,-0.0019048+0.0026119i,-0.0035553+0.003846i,-0.0034527+0.0035257i,-0.0018067+0.0026609i,0.0013554+0.0012854i,0.0023266+0.00016302i,0.001511-0.00035893i,0.0016772-0.00018731i
0.0020491+0.00074194i,0.00077269+0.00089062i,0.00074979+0.0015926i,0.00032992+0.0014645i,-0.00096976+0.00013154i,-0.004367-0.0022991i,-0.010559-0.004341i,-0.015481-0.0050485i,-0.012526-0.0040157i,-0.0063461-0.001564i,-0.0034295+0.00064707i,-0.0006605+0.001975i,0.0016093+0.0022511i,0.0015425+0.0013752i,0.0010562+0.00027089i,0.00076109-0.00064657i,0.00077584-0.00079442i,0.0014139-0.0006628i,0.0014702-0.00032714i,0.00056398+0.00059228i,-9.3161e-05+0.0013636i,0.00026424+0.001199i,9.3527e-05+0.00078558i
0.0010591-0.0013349i,0.00092229-0.0011687i,0.00037972-0.00035194i,0.0004859-3.3007e-05i,0.0016065-0.00056133i,0.0031763-0.0045332i,0.003931-0.012801i,0.0018754-0.017718i,-0.0012275-0.014085i,-0.0021683-0.0077027i,-0.0033671-0.0035309i,-0.0047798+0.0002207i,-0.0033031+0.0023538i,-0.0010834+0.00080936i,-0.00070817-0.00098766i,-0.0025429-0.0014093i,-0.0039375-0.0015545i,-0.0039867-0.0018023i,-0.0028574-0.00073508i,-0.0013795-8.3243e-05i,-0.0011011-0.00011925i,-0.00084296+4.8801e-05i,5.1742e-05+0.00043361i
0.0015062-0.00087541i,0.0021091+0.00016006i,0.0014961+4.5588e-05i,0.002194+0.002158i,0.0044236+0.0036888i,0.0081709+0.0034684i,0.013422+0.00049514i,0.016158-0.0038778i,0.012286-0.0050455i,0.0061299-0.0031827i,0.0022272-0.0027393i,-0.00087931-0.0030224i,-0.0021833-0.0012135i,-0.00073775-0.00011202i,0.00067059-0.00018138i,0.0023345+0.00038562i,0.0037407+0.00078168i,0.0032317+0.00081381i,0.0022983+0.00041654i,0.0012265-0.00040127i,6.2072e-05-0.0012785i,-0.00011276-0.00085814i,0.00024623-0.00039897i
-0.0010741-0.0018106i,-0.00019272-0.0014889i,0.00019138-0.0005588i,0.0015949+0.00048771i,0.0028814+0.0042104i,0.0047544+0.0097759i,0.0074534+0.013993i,0.0085661+0.013822i,0.0066722+0.0093524i,0.0048755+0.0042477i,0.0043984+0.00042492i,0.0032081-0.0026611i,0.0008482-0.0036641i,-0.00093171-0.0027875i,-0.0013321-0.001569i,-0.00066654-0.0012973i,-0.00076575-0.0021606i,-0.0014383-0.0024878i,-0.001544-0.0023438i,-0.0013216-0.0019116i,-0.00078407-0.0016285i,-0.00031552-0.00076098i,0.00048179-0.00012548i
0.00047362+0.000577i,-0.00022545+0.0017739i,0.0016179+0.0033181i,0.0028275+0.0041132i,0.0024447+0.0045925i,-0.0023549+0.0064932i,-0.0081945+0.0096471i,-0.010129+0.012049i,-0.007421+0.0099689i,-0.0029556+0.0062179i,0.00068691+0.0039449i,0.0031724+0.0016232i,0.002902-0.00065416i,0.0012976-0.00092887i,0.00058802+0.00060436i,-0.00027819+0.0024159i,-0.0017024+0.0036784i,-0.0017442+0.0039284i,-0.0012529+0.0036301i,-0.00035559+0.0022032i,0.00030901+0.0010319i,0.00029817+0.00021533i,0.00028782-0.0010125i
0.00068427-0.0024999i,0.00047939-0.0023551i,-0.00084376-0.002241i,-0.0023115-0.00097777i,-0.0041968-0.00082087i,-0.0065686-0.0031318i,-0.010525-0.0065527i,-0.014076-0.0078008i,-0.012477-0.0043679i,-0.0077805-0.00051243i,-0.0043111+0.00070108i,-0.0015338+0.0022182i,0.0011434+0.0026161i,0.0019314+0.0012113i,0.00054964+0.00022949i,-0.00032981-0.00017044i,0.00044478-0.0016102i,0.0011635-0.0029394i,0.001278-0.0028571i,0.0010965-0.0015379i,0.0011938-0.00031367i,0.0011414+0.00057548i,0.00066796+0.00064256i
-0.0018793+0.0009583i,-0.0019071+0.0021506i,-0.00040975+0.0040328i,0.00060657+0.0058828i,0.0022782+0.0051429i,0.0033482-0.00051128i,0.0022737-0.008851i,0.00054492-0.013701i,-0.0014536-0.01085i,-0.0022009-0.0061607i,-0.0028774-0.0033441i,-0.0036798+0.00029895i,-0.0026672+0.0023821i,-0.0012016+0.001992i,-0.0011867+0.0010964i,-0.0019647+0.00011009i,-0.0026306-0.00042726i,-0.0020246-0.00013632i,-0.0018997+0.00063729i,-0.002231+0.001056i,-0.00089137+0.0012854i,0.00067459+0.00087569i,0.0010192+0.00019401i
-0.0019895-0.00071612i,-0.0016362-0.00080565i,-0.00015004-0.00084003i,0.0026027-0.00072632i,0.0055136+0.00057337i,0.0081988+0.0022405i,0.011822+0.0014499i,0.01281-0.001277i,0.0080494-0.0029796i,0.0031628-0.0029385i,0.0011621-0.0033668i,-0.00093545-0.0040979i,-0.0028876-0.0020479i,-0.0033329+6.9692e-05i,-0.0025098+0.00014386i,-5.9918e-05+0.00031628i,0.0026687+8.2748e-05i,0.0035789-0.00017392i,0.002527+0.00041361i,0.001352+0.0010902i,0.0011097+0.00092526i,0.0010043+0.00043801i,7.8345e-05-0.00012785i
0.00098276+0.0010565i,-0.00010101+0.0014241i,-0.00011438+0.0035539i,0.0011374+0.0053486i,0.0018377+0.0069376i,0.0017041+0.0095191i,0.0027913+0.012214i,0.0041388+0.012456i,0.0048887+0.0087307i,0.0042255+0.0037981i,0.0033045+0.00060587i,0.0019925-0.0023518i,6.1603e-05-0.0031403i,-0.0010599-0.0013073i,-0.0013632-0.00070601i,-0.00086962-0.00065229i,-0.0011629+0.00030604i,-0.0025841+0.00094694i,-0.003163+0.00049508i,-0.0025415-0.0002329i,-0.001066-4.0205e-05i,-0.00052776+0.00050334i,-0.00068468+0.00023086i
7.4005e-05-0.0022079i,0.0013663-0.0015805i,0.00082049-0.001947i,-0.0002744-0.0010606i,-0.0018397+0.00067513i,-0.0044795+0.0031327i,-0.0073082+0.0052941i,-0.0088307+0.0045906i,-0.0076801+0.0044014i,-0.0038731+0.0053568i,9.8295e-05+0.0048876i,0.0020314+0.0023115i,0.0023136-0.00076143i,0.0011697-0.0018621i,-0.00011152-0.0014532i,0.00042382-7.7174e-05i,0.0006848+0.001317i,0.00019783+0.0019694i,0.00071718+0.0014558i,0.0011228+0.00037837i,0.0017461+0.0002699i,0.002018-0.00034182i,0.00077627-0.001435i
0.00031228+0.00015132i,0.0004529+0.00116i,-0.00092464+0.0025759i,-0.0015519+0.0035176i,-0.0016541+0.0029074i,-0.0021588+0.0007191i,-0.005682-0.0032168i,-0.0094478-0.0064532i,-0.0088538-0.0046139i,-0.0061196-0.00015898i,-0.0030588+0.0017319i,0.00025999+0.0022424i,0.0022344+0.0022722i,0.0019436+0.00089448i,0.0010968+0.00025264i,-0.00029213-1.5976e-05i,-0.0018605-0.0022074i,-0.0020257-0.0036896i,-0.0010231-0.0031002i,-0.00039396-0.0020324i,-0.00036511-0.00040334i,-5.8299e-05+5.9387e-05i,0.0011644-0.00016317i
0.0004824+0.00026477i,0.0018399+0.0013573i,0.0036405+0.00060827i,0.0035036-0.0010111i,0.0025728-0.0007244i,0.0031099-0.00098807i,0.0062416-0.004181i,0.0066005-0.0071583i,0.0026453-0.0069519i,-0.00045476-0.0051719i,-0.0025791-0.0031074i,-0.0046235-0.00029448i,-0.0033501+0.001669i,-0.0010253+0.0019177i,-4.9817e-05+0.0018111i,0.00047113+0.0018211i,0.001049+0.0015426i,0.0012744+0.0016333i,0.00040019+0.0020606i,-6.9742e-05+0.0010545i,0.00064798+0.00048655i,0.0013079+0.00073924i,0.0015087+0.00051965i
-0.00061786+0.00060777i,-0.0013365+0.0012116i,-0.00050813+0.00099032i,0.00069393+0.00087775i,0.0025897+0.002292i,0.0044855+0.0045976i,0.0064156+0.0054404i,0.0083806+0.0038287i,0.0076431+0.00091109i,0.0048749-0.0016427i,0.0024513-0.0029411i,-0.00029943-0.0022758i,-0.0019227-0.00076713i,-0.001237+0.00049085i,-0.00067128+0.0010796i,-0.00039389+0.0014746i,-6.6313e-05+0.0009468i,0.0011217-0.00039829i,0.0015424-0.00080328i,0.0013351-0.00060796i,0.0007143-0.00075544i,-0.0002989-0.0010645i,-0.0010023-0.00010787i
-0.00013854+0.00028611i,8.6529e-05+0.00017589i,0.0014888+6.0704e-05i,0.0027158+0.0012788i,0.001532+0.0032167i,-0.0001046+0.0054622i,-0.0012123+0.0075374i,-0.0017357+0.0070377i,-0.00038682+0.0040724i,0.0016696+0.0015472i,0.0022471+0.00067774i,0.0011282-0.0013698i,-0.00073805-0.0027735i,-0.0022561-0.0020457i,-0.0017976-0.00030453i,-0.00040224+0.0009174i,-0.00053561+0.0019723i,-0.0017638+0.0034531i,-0.0025742+0.003403i,-0.0024146+0.0019331i,-0.001028+0.001399i,-0.0002695+0.0014855i,-0.0002442+0.0007258i
-0.0013853-0.00036747i,-0.001377-6.7154e-06i,-0.0023014+0.0014949i,-0.0022683+0.0035966i,-0.0010579+0.0045531i,-0.00071026+0.0029266i,-0.0025967+0.00075764i,-0.0050109+0.00066028i,-0.0046192+0.0015695i,-0.0026624+0.0023451i,-0.0012057+0.0020121i,0.00062544+0.00064282i,0.00076552-0.0012188i,-0.00040614-0.001825i,-0.00060819-0.00056271i,-0.00060055+0.00026699i,-0.0011059-0.00057407i,-0.0015335-0.0017117i,-0.00092195-0.0013616i,0.00039571-0.00060141i,0.0011375-0.00081988i,0.0010003-0.0012881i,0.00056817-0.00093813i
0.0019858+0.0004438i,0.0012772+0.001051i,0.0026662+0.00070386i,0.0039094+0.00075312i,0.0033641+0.00055686i,0.001979-0.0014959i,0.0013004-0.004087i,0.00011768-0.0053706i,-0.0017241-0.0035813i,-0.0019329-0.00065822i,-0.0013041+0.0003336i,-0.0008928+0.00018526i,0.00011865+0.00013171i,0.0012406+0.00039449i,0.0015327+0.00067636i,0.0010235+0.00037761i,-0.00048736-0.00052086i,-0.0020335-0.001291i,-0.0020993-0.0011617i,-0.0012095-0.00078895i,-0.0016896-0.001166i,-0.0010968-0.0010033i,0.00027768-0.00042805i
-0.00091933+0.0012239i,-0.0010212+0.00098597i,-0.0017916+0.00031087i,-0.0032627-0.00063298i,-0.0026812+0.00044116i,0.00057479+0.0011444i,0.0048887-0.0010217i,0.0058237-0.0029473i,0.0028946-0.0020732i,0.00058951-0.00055273i,-4.1433e-05-8.3634e-05i,-3.364e-06+0.00017514i,0.00070652+0.00083078i,0.00095594+0.00096905i,-0.00046543+0.00041762i,-0.00073293-0.00055396i,0.0006992-0.0014271i,0.0010963-0.0014708i,0.00072201-0.00089609i,0.0010577-0.00020874i,0.00095341+8.0296e-05i,0.00024805-0.0002274i,-4.7748e-05+0.0002281i
1.1302e-05+0.0020858i,-0.00037393+0.0026604i,0.00067088+0.0036302i,0.0022661+0.0038342i,0.0034778+0.0034337i,0.0029018+0.0047795i,0.0012368+0.0069505i,0.0012097+0.0064813i,0.0016765+0.0039063i,0.0019117+0.0015866i,0.0012571+0.00046619i,-0.00018578-0.00018873i,-0.0010794+0.00031367i,-0.00072324+0.0011454i,-0.00065729+0.0014497i,-0.00072917+0.0019045i,-0.00046429+0.0013299i,-0.00050268+0.00013414i,0.00014795-0.00022484i,0.0011451-0.00069138i,0.0016336-0.0013652i,0.0008977-0.0013212i,9.6282e-05-0.00064515i
