0.0012707-0.00059158i,0.00076774-8.3377e-05i,-0.0002563-0.00038299i,0.00026712-0.0013648i,0.00040596-0.0011499i,-0.00037199+0.00056112i,-0.00052103+0.0019103i,-4.9464e-06+0.0026099i,0.00059897+0.0020852i,0.00056311+0.00075975i,-4.4241e-05-0.00048835i,9.0965e-05-0.00033636i,0.00071746+0.00045412i,0.00084296+0.00078561i,0.00020273+0.0005098i,-0.00060325+0.00012454i,-0.00020305+0.00015186i,-2.7395e-06+6.069e-05i,-0.00031858-0.0004261i,-4.5065e-05-0.00023152i,-0.00088929-0.00015364i,-0.0010136-0.00024695i,0.000465-8.4039e-05i
0.002077-0.0024819i,0.0048097-0.0070965i,0.020065-0.015854i,0.048595-0.02583i,0.069219-0.028459i,0.053325-0.025407i,0.017459-0.020866i,0.00039072-0.013037i,-0.00014629-0.0069378i,-0.0012711-0.005056i,-0.0031198-0.0050403i,-0.0036913-0.0054183i,-0.0029599-0.0056663i,-0.0020738-0.0055966i,-0.0030556-0.0038951i,-0.0038293-0.0016092i,-0.0023687-0.00056669i,-3.4932e-05-0.0010197i,0.0022965-0.0016311i,0.0028806-0.0013452i,0.0013411-0.00066431i,0.0008126-0.00064636i,0.0010895-0.00015629i
-0.0001292+0.0015976i,-0.0042911+0.001733i,-0.018515+0.0026268i,-0.042389+0.00084542i,-0.060652-0.0016406i,-0.054052+0.0037234i,-0.028651+0.010616i,-0.01062+0.0087543i,-0.0053365+0.0035156i,-0.00056867+0.0017076i,0.0040591+0.0024144i,0.005292+0.0034977i,0.0053919+0.0047247i,0.0043297+0.0050855i,0.0020223+0.0037404i,-2.2139e-05+0.0014942i,-0.0013622+0.00045242i,-0.0020372+0.0012241i,-0.0020543+0.0014177i,-0.0024936+0.00045484i,-0.0029406-0.00077049i,-0.0018115-0.0012255i,-0.00046284-0.0011197i
-0.0013205+0.0011647i,0.0026286+0.004131i,0.010505+0.01354i,0.019914+0.028924i,0.0261+0.037132i,0.029344+0.024224i,0.025851+0.0062657i,0.016433+0.0011791i,0.0086636+0.0023221i,0.0021238+0.0027966i,-0.0027305+0.0032867i,-0.0043196+0.0039484i,-0.0030839+0.0035535i,-0.00025689+0.0028357i,0.002433+0.001599i,0.0034395+0.00040602i,0.0015754-0.00047311i,-0.00010472-0.0017051i,0.00026406-0.001437i,0.00064186+0.00041695i,0.00036372+0.0013355i,-0.00037385+0.0012222i,-0.00058027+0.0021577i
0.0018925-0.0011395i,0.00074511-0.005371i,0.0028726-0.018898i,0.011597-0.042827i,0.020837-0.057982i,0.014164-0.046257i,-0.0015641-0.022948i,-0.0051297-0.0087877i,-0.0013228-0.0044342i,-0.00099666-0.0046836i,-0.0029105-0.0052986i,-0.0038598-0.0051237i,-0.0026401-0.0050192i,-0.002877-0.0051659i,-0.0048434-0.0039134i,-0.0042983-0.0014479i,-0.0016918-0.00020661i,0.00052052-0.00028125i,0.0015885-0.00094107i,0.00169-0.0013135i,0.0015591-0.0013742i,0.0018364-0.0020748i,0.0023032-0.0024646i
0.00093256+0.00045907i,-0.0012708+0.0054629i,-0.0094372+0.01476i,-0.026505+0.032272i,-0.041538+0.045845i,-0.035309+0.041887i,-0.015605+0.02739i,-0.006038+0.015182i,-0.0047389+0.0076958i,-0.0001321+0.0042363i,0.0053257+0.0029582i,0.0077586+0.0034735i,0.0072644+0.0050249i,0.0056742+0.0050358i,0.0043912+0.0024915i,0.002202-5.0113e-05i,-0.00049681-0.00028526i,-0.0020655+0.00013551i,-0.0018896-0.00025087i,-0.0019102-0.00028763i,-0.0024923+0.00018009i,-0.0025252+0.00060553i,-0.002141+0.00035615i
0.0025011-7.4441e-05i,0.0046468-0.0012138i,0.014556-0.0012389i,0.032193-0.00202i,0.044825-0.0056823i,0.039136-0.011671i,0.023861-0.014247i,0.012525-0.011031i,0.0058622-0.0050802i,-0.00064147+0.00067573i,-0.0056993+0.0051082i,-0.0067398+0.0060981i,-0.0051743+0.0047597i,-0.002812+0.003265i,0.00071219+0.0015228i,0.002864-0.00068951i,0.0017687-0.0018791i,4.3939e-05-0.0010566i,2.5883e-06+0.00027793i,0.00092282+0.0012475i,0.0018016+0.0013629i,0.0011909+0.001982i,0.00043921+0.0032519i
-0.0021372-0.0013808i,-0.0043928-0.0017835i,-0.013042-0.0088911i,-0.02425-0.023726i,-0.029212-0.034254i,-0.023354-0.026076i,-0.015097-0.0081751i,-0.006457+0.00052366i,-0.00046061-0.0011397i,-0.00050757-0.0053286i,-0.0016974-0.0073784i,-0.0022849-0.0061479i,-0.001671-0.0049824i,-0.0022325-0.0041671i,-0.0038281-0.0025238i,-0.0040379-0.0003744i,-0.0031715+0.00028752i,-0.001418-0.0017511i,-0.00080331-0.003097i,-0.00083454-0.0021543i,-0.00036539-0.0013148i,9.4014e-05-0.002099i,0.00085149-0.0027821i
0.00071694-0.00023943i,0.0028664+0.0028928i,0.0069354+0.016085i,0.010029+0.038528i,0.0092616+0.05531i,0.0068421+0.048356i,0.006167+0.026918i,0.0026309+0.012142i,-0.00033234+0.0072731i,0.0024759+0.0059133i,0.0064169+0.0046774i,0.0077785+0.0037214i,0.0080743+0.0036901i,0.0079552+0.0034276i,0.0060151+0.0021028i,0.0026208-8.3811e-05i,-0.00030706-0.00085647i,-0.0013978+0.00055477i,-0.0013758+0.0013067i,-0.0015275+0.00093241i,-0.0023019-3.9515e-05i,-0.0028443-0.00012151i,-0.0031932+0.00073077i
-0.00068014-0.0030298i,-0.00088451-0.0055295i,0.0017839-0.015205i,0.0087005-0.02946i,0.014608-0.03868i,0.013347-0.036779i,0.0072405-0.027916i,0.0030902-0.017832i,0.00026801-0.009524i,-0.0050507-0.0020789i,-0.0092556+0.0044888i,-0.0087107+0.0072537i,-0.0063974+0.0062673i,-0.0038838+0.0039569i,-0.0010854+0.00058206i,0.00078018-0.002582i,0.00092771-0.0035249i,4.8031e-05-0.002796i,0.00070408-0.0015006i,0.0018432+0.00022451i,0.0016631+0.0025179i,0.0014871+0.0034685i,0.0014102+0.0034678i
0.0007541-0.00043563i,-0.0019822+0.0029664i,-0.0092834+0.0061652i,-0.021865+0.006775i,-0.029614+0.0033752i,-0.024295+0.0035261i,-0.010941+0.0093434i,-0.00071204+0.0094026i,0.0028532+0.0027288i,0.0028786-0.0054423i,0.00037545-0.010345i,-0.0022288-0.0087472i,-0.0025882-0.0053454i,-0.0031955-0.0031425i,-0.0037628-0.0004201i,-0.0025471+0.0025285i,-0.0010079+0.0026438i,-0.00013304+0.00078502i,-0.00058546-0.00012518i,-0.00025388-0.0013325i,0.0012028-0.0024332i,0.001729-0.0024111i,0.0013932-0.0023302i
-0.0073748-0.015222i,-0.005053-0.013152i,-0.0058641-0.0098378i,0.0070937+0.0061679i,0.021331+0.02735i,0.026879+0.03252i,0.019475+0.017442i,0.0059991+0.0071128i,-0.00057424+0.0047565i,-0.0002274+0.0037926i,0.0022172+0.0050239i,0.003634+0.0064834i,0.0046751+0.0076415i,0.0052476+0.0060244i,0.0037357+0.0023231i,0.0014677+0.00012962i,0.00012709-0.00012531i,-0.00056064-0.00021983i,-0.00065636-0.00051163i,-0.0019559+0.00016116i,-0.0037882+0.00029748i,-0.0042476+0.00074176i,-0.0036003+0.0012675i
-0.0011887-0.00034007i,-0.0041622-0.00088598i,-0.010318-0.0070898i,-0.018984-0.020818i,-0.021208-0.034805i,-0.016918-0.035227i,-0.011109-0.025199i,-0.0039108-0.018312i,-0.0020015-0.011881i,-0.0069872-0.0024698i,-0.009849+0.0053584i,-0.0079947+0.0080496i,-0.0054645+0.0060331i,-0.0043113+0.0035342i,-0.0022952+0.0016708i,-6.8907e-05-0.00099501i,0.0003043-0.0032159i,-0.00051075-0.0034121i,-0.00058164-0.0019055i,-0.0002494+0.00018018i,0.00027423+0.0019052i,0.0012731+0.0022087i,0.002261+0.0018386i
0.0034484+0.00033002i,0.0030143+0.0028751i,0.0029626+0.0088166i,-0.00041007+0.019965i,-0.0071975+0.027506i,-0.0068777+0.024534i,0.0015036+0.018192i,0.0071925+0.012394i,0.008202+0.0040772i,0.0055077-0.0053913i,0.00059856-0.010476i,-0.0032047-0.0099662i,-0.0037442-0.0073742i,-0.0038792-0.0042966i,-0.0033303-0.00040448i,-0.0013705+0.0032223i,-0.00022286+0.0038748i,0.00072901+0.0023422i,0.00090238+0.00085341i,0.00058118-0.00057314i,0.0011987-0.0022296i,0.00074165-0.0030068i,-0.00026336-0.0025352i
0.001958+0.00014669i,0.0028537-0.0017297i,0.0097906-0.006916i,0.025838-0.011259i,0.041204-0.010328i,0.035796-0.0046846i,0.015174-0.00064599i,0.00061928+0.0020796i,-0.002626+0.0058243i,0.0023759+0.0074505i,0.0070984+0.0066628i,0.0073412+0.0043256i,0.0058039+0.0017866i,0.004781+0.00072197i,0.0032201+5.3506e-05i,0.00078479-0.001403i,-0.0013585-0.001861i,-0.0016355-3.8154e-05i,-0.0011591+0.00042837i,-0.0024847-0.00027383i,-0.0031927-0.00026839i,-0.0024471-0.00027003i,-0.0015632+0.00050777i
0.00073596+0.0013153i,-0.0023233+0.0024654i,-0.01153+0.0042746i,-0.028676+0.00052356i,-0.041559-0.0090426i,-0.035782-0.014167i,-0.019558-0.01231i,-0.0080144-0.0111i,-0.0044733-0.0090662i,-0.0066367-0.0022484i,-0.00819+0.0039004i,-0.0066736+0.0060368i,-0.0045389+0.0053831i,-0.0029498+0.0040069i,-0.0015348+0.0016245i,-0.00036407-0.0017805i,-0.00050611-0.0041389i,-0.001289-0.0040757i,-0.0011602-0.0021096i,-0.0002963-0.00061903i,0.00089964+0.00036953i,0.0014011+0.0012602i,0.0011942+0.00098479i
0.00039373-0.00035245i,0.0025426+0.00076581i,0.007308+0.0044191i,0.014677+0.012859i,0.019878+0.02219i,0.017487+0.022362i,0.013751+0.014979i,0.012806+0.0088909i,0.0099045+0.0030224i,0.0053649-0.0045711i,0.00015587-0.0082438i,-0.0031127-0.0066481i,-0.0035124-0.0044657i,-0.0033064-0.0021958i,-0.0021605+0.0012763i,1.6566e-05+0.0035903i,0.0011099+0.0041107i,0.001809+0.0030526i,0.0029732+0.0014859i,0.0022772-0.00020739i,0.0014621-0.0017696i,0.00093573-0.0025234i,-0.0006555-0.0020222i
-0.0015027+0.00023804i,-0.0018574-0.00044113i,-9.8639e-05-0.0052069i,0.0069806-0.015916i,0.015867-0.023641i,0.016194-0.019611i,0.0064015-0.0089518i,-0.0031662+0.0012591i,-0.0046144+0.0067455i,0.00057804+0.0079014i,0.0064339+0.0060059i,0.0071862+0.0030642i,0.0050442+0.0012866i,0.0039846-0.00014658i,0.0026567-0.0018116i,0.00031992-0.0025388i,-0.0015281-0.0020342i,-0.0017446-0.0016801i,-0.0012891-0.001727i,-0.0013279-0.0022385i,-0.0016327-0.0023435i,-0.0024483-0.00060499i,-0.0024304+0.00043643i
-0.00021533+0.00037184i,-0.00011942+0.0027673i,-0.0021868+0.0087739i,-0.012194+0.016324i,-0.024783+0.018629i,-0.026044+0.011573i,-0.016141+0.0021616i,-0.0070615-0.0064637i,-0.0047345-0.0089176i,-0.0071333-0.0038323i,-0.008372+0.0016678i,-0.0058847+0.0042669i,-0.0029048+0.0043157i,-0.00058139+0.0038519i,0.0012327+0.0027417i,0.001213+4.0256e-05i,-0.00062266-0.0019897i,-0.0017346-0.0019962i,-0.0012224-0.00028754i,-0.00042064+0.00085045i,0.00049376+0.0019263i,0.00060966+0.0030759i,0.00074818+0.001992i
-0.00012448+0.0012257i,0.0015345+0.00068723i,0.0062352-0.000745i,0.01512-0.0026802i,0.022935-0.0027807i,0.024199-8.1695e-06i,0.019854+0.0026532i,0.01505+0.0048783i,0.012187+0.0034284i,0.0075795-0.002859i,0.0018354-0.0065865i,-0.001351-0.0047762i,-0.0022053-0.0021392i,-0.0017821-0.0012009i,-0.00035643-0.00051943i,0.0015277+0.00043027i,0.0028206+0.0019207i,0.0029914+0.0023709i,0.0026928+0.00032649i,0.0020971-0.0015174i,0.001238-0.0019088i,0.00033626-0.0015323i,-1.3141e-05-0.00057931i
0.0028628+0.00056798i,0.0011378+0.0002221i,-0.00098958-0.0020911i,-0.0048977-0.0086744i,-0.0056872-0.016817i,-0.0040394-0.016378i,-0.0059972-0.0070353i,-0.0085867+0.0015878i,-0.0076338+0.0064293i,-0.0025246+0.0081822i,0.003163+0.0060247i,0.0049803+0.0026715i,0.0043233+0.0014397i,0.0032043+0.0014724i,0.0012022+0.00069586i,-0.00053704-0.00068426i,-0.001668-0.0015358i,-0.0023833-0.0020681i,-0.0023145-0.0017023i,-0.0022968-0.0013335i,-0.0023188-0.0012442i,-0.0026398-0.00082438i,-0.0025614-0.00068148i
-0.0022852+0.00022504i,0.00011336+0.0020041i,0.0021057+0.0081327i,0.0014761+0.018082i,-0.0025838+0.025934i,-0.0068171+0.022485i,-0.0046033+0.0086921i,-0.0014549-0.0040978i,-0.0025371-0.0081496i,-0.0059711-0.0049102i,-0.0071701+0.00013436i,-0.0051814+0.0025669i,-0.0028159+0.0023393i,-0.0013011+0.0025426i,0.00088648+0.0020939i,0.0023497+0.00024719i,0.0011928-0.0016572i,-0.0004512-0.001776i,-0.00068058-0.00015828i,-0.00046046+0.0012472i,-3.578e-05+0.0020176i,0.0003181+0.0024561i,0.00055978+0.0013949i
0.00085622-0.00087425i,0.00092752-0.0019615i,0.0021858-0.0072788i,0.0052856-0.015641i,0.011487-0.01952i,0.015806-0.013446i,0.013572-0.0050812i,0.011559+0.00050764i,0.010697+0.0021315i,0.0072592-0.0014419i,0.0022314-0.0045948i,-0.00081049-0.0030735i,-0.0002048-0.00081245i,0.00044935-0.00056573i,-0.00035188-0.0004398i,-0.00022369-0.00054669i,0.001593+0.00021577i,0.0030639+0.00056219i,0.0029717-0.00074653i,0.0022635-0.0016745i,0.0011732-0.0017176i,0.00034796-0.00090977i,0.00029413+0.00031003i
0.0014213+0.00028967i,0.0018973+0.0015911i,-0.00088916+0.0038619i,-0.0061912+0.0033414i,-0.010767-0.0016094i,-0.010362-0.0059505i,-0.0081568-0.0032299i,-0.008841+0.0019567i,-0.0084155+0.0050755i,-0.0040467+0.0068009i,0.00069639+0.0058377i,0.0025074+0.0031108i,0.00229+0.0014639i,0.0019045+0.00037994i,0.0012366-0.00061446i,-0.00036495+0.00014813i,-0.0029333+0.00021993i,-0.0037894-0.00027759i,-0.0026486-6.7048e-05i,-0.001715-0.00035535i,-0.0013616-0.001121i,-0.0013745-0.0012554i,-0.0019277-0.00067293i
-0.00068328-0.0012098i,0.00076458-0.00013501i,0.0041288+0.0013181i,0.0089338+0.0065354i,0.0099892+0.01554i,0.0052668+0.017646i,0.0024732+0.0083573i,0.0026645-0.0027153i,0.00035001-0.0080884i,-0.0046006-0.0066926i,-0.0070559-0.0023829i,-0.0053631+0.00029858i,-0.0031646+0.00077965i,-0.0011587+0.00076583i,0.00062039+0.00035036i,0.0011137-0.00094745i,0.0002933-0.0020778i,-0.00063441-0.0021445i,1.4735e-05-0.00059737i,0.00080689+0.0013832i,0.00062754+0.0023456i,0.00063726+0.0028655i,0.00044882+0.0023777i
-0.00082778+0.0009846i,-0.0012683+0.0003771i,-0.004201-0.0023584i,-0.0069874-0.0088206i,-0.0042365-0.017921i,0.002608-0.018108i,0.0063106-0.0089823i,0.0076957-0.00034997i,0.0088241+0.0018901i,0.0078813-0.001001i,0.0047417-0.0028331i,0.0019324-0.0011392i,0.0015679+5.0433e-06i,0.0011372-0.0012291i,0.00019668-0.00073246i,-0.00035977-6.285e-05i,1.4555e-05-0.00033393i,0.0012297-0.00044655i,0.0013967-0.0013063i,0.00096617-0.0020208i,0.0002689-0.001114i,0.00038776-6.3344e-05i,0.0010546+0.00064661i
0.00098441+0.0019116i,0.0021762+0.0035953i,0.0029049+0.00591i,0.001934+0.0089868i,-0.0016529+0.010439i,-0.0046492+0.0075645i,-0.0053032+0.0046006i,-0.0069607+0.0038823i,-0.0079628+0.0056501i,-0.0046761+0.0075375i,-0.00037695+0.0057869i,0.0017827+0.0031486i,0.0023315+0.0028686i,0.0017299+0.0019271i,0.00088938+0.00048805i,0.00052908+0.00047913i,-0.001184+0.00090833i,-0.0021774+0.0010993i,-0.00076675+0.0010099i,-0.0005315+0.00022127i,-0.0012185-0.00096917i,-0.0013789-0.0015338i,-0.001361-0.0015471i
0.00183-6.6393e-05i,0.00070318-0.00029144i,0.0026202-0.0024289i,0.0090352-0.0026693i,0.014581+0.0018031i,0.012756+0.0056744i,0.0076735+0.0033518i,0.0044942-0.0023209i,0.0010031-0.0069383i,-0.0037676-0.0075511i,-0.005706-0.0039996i,-0.0045912-0.0009495i,-0.0032457+0.00010539i,-0.0024432+0.00087555i,-0.0013525+0.0008428i,-0.00018254-0.00065493i,0.00039206-0.0014599i,-0.00022314-0.0010774i,-0.00050116-0.00040086i,0.00036037+0.00029715i,0.00038133+0.001124i,0.00058013+0.0022571i,0.0010885+0.002315i
8.8103e-05-0.00038059i,-0.0010238+0.00085043i,-0.0044699+0.0004356i,-0.010209-0.0027605i,-0.013527-0.0093543i,-0.0088059-0.013325i,-0.0016936-0.0088441i,0.0027691-0.0013358i,0.0057609+0.0029445i,0.0072338+0.0019472i,0.005382-0.00030345i,0.0030087-0.00037863i,0.0027853+0.00016052i,0.0016195-0.00044683i,-0.00033804-0.0006622i,-0.0011648+0.00015466i,-0.001089-0.00031925i,-0.00025504-0.00072532i,0.00014939-0.000475i,0.00034505-0.00022135i,0.00099866-0.00016249i,0.0013558-0.00019459i,0.0014216+0.00015615i
-0.000443+0.0016127i,0.0004354+0.0024476i,0.0032197+0.0039734i,0.0065854+0.0062746i,0.0062492+0.0087685i,0.0022538+0.0084198i,-0.0013763+0.005402i,-0.0048022+0.0037989i,-0.006613+0.0047242i,-0.0053137+0.0064769i,-0.0027572+0.0056327i,-0.0011289+0.0032088i,-0.00079786+0.0024199i,0.00048911+0.001922i,0.0017969+0.0008027i,0.0012951-0.00024284i,-0.00023524-0.00080099i,-0.0013231-0.00046215i,-0.00047725+8.3369e-05i,-0.0003476-0.00014485i,-0.0014299-0.0013646i,-0.0025178-0.0013008i,-0.0025811+8.1508e-05i
-0.0031041+0.0021152i,-0.0016258+0.0027982i,0.00012757+0.0020909i,0.002962-0.00061179i,0.0076671-0.0015039i,0.010091+0.00019303i,0.0068018+0.00035144i,0.0034719-0.002235i,0.0017491-0.0052092i,-0.0012119-0.0061392i,-0.0029712-0.0041931i,-0.0025912-0.0018985i,-0.0018704-0.00038101i,-0.0013225+0.00079641i,0.00014017+0.0017903i,0.0011091+0.001011i,0.00093539-0.00058378i,6.7181e-05-0.00099644i,-0.00036186-0.00085679i,0.00073641-0.00010386i,0.00087352+0.0011224i,0.00060259+0.0021427i,0.00024797+0.0016599i
-0.0025355+0.00083419i,-0.0020794+0.0015976i,-0.0024846+0.0043777i,-0.0048754+0.0054536i,-0.0076646+0.0016508i,-0.0072257-0.0039597i,-0.0028761-0.0046947i,0.0017896-0.00065954i,0.0053878+0.002799i,0.0075441+0.0026473i,0.0063984+0.00067201i,0.0041487+0.00098197i,0.0027908+0.0010918i,0.0016194+0.00028524i,-1.5107e-05-5.6998e-05i,-0.00011213-0.00016586i,0.00093089-0.00016044i,0.0015111-0.001103i,0.00075605-0.0013257i,5.6472e-05-0.00041527i,0.00075955+0.00013281i,0.0013165+0.00015401i,0.0014633+0.00064105i
-0.00082656-0.0039459i,-0.00056825-0.0033173i,-0.00019111-0.0035819i,0.0023849-0.0027918i,0.0069637+0.0021364i,0.0071032+0.0059961i,0.0034066+0.0049172i,-0.0011798+0.0027108i,-0.0056233+0.0026921i,-0.0069639+0.0043692i,-0.0061567+0.0044081i,-0.0049178+0.0035353i,-0.0026153+0.002905i,-6.6067e-05+0.0020812i,0.001452+3.3613e-05i,0.0015133-0.0021049i,0.00018297-0.0019778i,-0.0013295-0.00023735i,-0.00084947+0.00022469i,4.6785e-05-0.000837i,-0.0012149-0.0016718i,-0.0024982-0.0014297i,-0.0026761-0.00074103i
0.0013719+0.00027021i,0.0012435+0.00045456i,0.00051361+8.2457e-05i,-0.0010724-0.0016888i,0.00034883-0.0044763i,0.0031889-0.004607i,0.0036044-0.0020316i,0.0028544-0.0013055i,0.0010866-0.0041583i,-0.0022006-0.0070107i,-0.0025306-0.0062273i,-0.0017565-0.0029069i,-0.002513-0.0013872i,-0.0020364-0.0001322i,9.5225e-05+0.001272i,0.001514+0.0015524i,0.00078899+0.00069919i,-0.00042877+6.3637e-05i,-0.00074283+1.6308e-05i,-2.874e-05+5.7135e-05i,0.00083308+0.00074281i,0.00075941+0.00087039i,0.0012108+0.00057064i
0.0026218+0.00069679i,0.0024542+0.00080717i,0.0027777+0.0026774i,-2.8567e-05+0.0055256i,-0.0044894+0.0056097i,-0.0066975+0.003164i,-0.0045325+0.00093498i,-0.00076129+0.00087022i,0.0029655+0.0019353i,0.006412+0.0020572i,0.0063536+0.0012221i,0.0048126+0.0012151i,0.0037816+0.0010833i,0.002331+0.00029953i,0.00075835+0.00061075i,-0.00047801+0.00099279i,-0.00054921+0.00047446i,0.00040303-2.6436e-05i,-5.8341e-07-0.00038253i,-0.00022879-0.00058878i,0.00095228-0.00046668i,0.001936+7.4763e-06i,0.0012719+0.00024481i
0.0012261+0.0020646i,0.0011385+0.0021215i,0.0030633+0.0018664i,0.0067879-0.0016549i,0.010419-0.0037777i,0.009408-0.0010852i,0.0060449+0.0015102i,0.0021257+0.0018774i,-0.0027936+0.0027313i,-0.0053397+0.0038926i,-0.0050556+0.0044966i,-0.0038524+0.0042964i,-0.0013682+0.0037024i,0.0012257+0.0024444i,0.0022802+8.0527e-05i,0.001368-0.0024693i,9.037e-05-0.0038025i,-0.00031518-0.0026368i,-0.00043825-0.0011211i,-0.0011465-0.00045106i,-0.0020831-2.748e-05i,-0.0015134-5.8435e-05i,-0.00073843-0.00040739i
0.0016499+0.00070115i,0.0012156+0.0012253i,0.00047017+0.0017342i,-0.00081921+0.0014541i,-0.0020251-0.00064557i,-0.0016055-0.00246i,-0.00097643-0.0014176i,-0.00049089+8.6567e-05i,0.00064464-0.0021543i,-0.0003394-0.006085i,-0.0022973-0.0070238i,-0.0022229-0.0049315i,-0.0012317-0.0029526i,-0.00054601-0.0013037i,-0.00062828+0.00013562i,-0.00047524+0.00050436i,-0.00036845+0.00058471i,-0.00068001+0.00039262i,-0.00040137+0.00010763i,-0.00036848-0.00017365i,3.1336e-05-0.0003954i,0.00061117-0.00013591i,0.00035138-2.2871e-05i
-0.001354+0.00086883i,-0.0021387+0.0014023i,-0.00085181+0.0032682i,0.0017244+0.0060761i,0.0014328+0.0075014i,-0.00035447+0.0054945i,-0.00060134+0.0014205i,0.00054129-0.00084467i,0.0026434+0.00036677i,0.0056556+0.0024457i,0.0066929+0.0026146i,0.0051776+0.0016174i,0.0034364+0.0010464i,0.0012131+0.00063341i,-1.1381e-05+0.00084909i,0.00044213+0.0011167i,0.00080509+0.00081846i,0.00081891+0.00053133i,0.00098049-0.000529i,0.00088131-0.00096498i,0.001042-0.00075964i,0.00051338-0.00047176i,-0.00026094+0.00033245i
0.0001766-0.00045173i,0.00022699-0.00010551i,0.00026279-0.00081538i,0.00038885-0.003253i,0.0032642-0.0059352i,0.006274-0.0036697i,0.0062108-1.9911e-05i,0.0041107+0.00060493i,-1.431e-05+0.00099419i,-0.0043852+0.0030622i,-0.0062021+0.0051993i,-0.0057233+0.0053385i,-0.0036946+0.0041855i,-0.0018382+0.0023154i,0.0001505-9.322e-05i,0.0002555-0.0022702i,-0.00096028-0.0018065i,-0.0016438-8.4507e-05i,-0.0017347-0.00033179i,-0.0016059-0.0003633i,-0.0016973+0.00095163i,-0.0019732+0.001687i,-0.001589+0.001565i
0.00010721-0.001434i,0.00090746-0.0012478i,0.0014342-0.00034352i,0.00088502+0.001035i,-0.0011033+0.0013114i,-0.0027839-0.00012461i,-0.0028759+7.643e-05i,-0.0020025+0.00084392i,-0.00074101-0.00077947i,-0.00077207-0.0038869i,-0.0023694-0.0046712i,-0.0025656-0.0028266i,-0.0013964-0.001847i,-0.00044846-0.00092273i,0.00070325+0.00027091i,0.0015994+0.00032789i,0.0015364-0.00010065i,0.00065503-0.00059941i,-0.00032414-0.00079913i,-0.00040559-0.00033578i,-0.00045726-0.00019843i,2.8492e-05-0.00040109i,0.00056796-0.00022846i
-4.705e-05+0.00010325i,-9.1697e-05+0.00058251i,0.00056009+0.0015791i,0.0012886+0.0018591i,0.0020803+0.0027051i,0.0018553+0.0033057i,0.00067145+0.00048664i,-0.00070569-0.0021677i,-0.00012221-0.001401i,0.0040945+0.0011073i,0.0061327+0.0015774i,0.0044701+0.00093803i,0.0040164+0.00098311i,0.0032626+0.00076483i,0.0013316+0.00088353i,9.2043e-05+0.00098146i,-0.00027475+0.00085443i,-0.00026811+0.0002879i,-4.1304e-05-8.2839e-05i,0.00041629+0.00061346i,0.0005038+0.0007983i,-0.00041319+0.0010821i,-0.00050928+0.00099755i
0.0011107-0.00087006i,0.00097833-0.00032992i,0.00033263-0.001187i,-0.00014411-0.0031798i,-0.0003045-0.0052652i,0.0025208-0.004619i,0.0059539-0.0013404i,0.0065608+0.0005036i,0.0031647+0.0011675i,-0.002789+0.0027255i,-0.005836+0.0044198i,-0.0045464+0.0042994i,-0.0028378+0.0033093i,-0.0015343+0.0020225i,-0.0013137+0.00015682i,-0.0021561-0.0018799i,-0.0019695-0.0019288i,-0.00089192-0.0014557i,-5.8075e-05-0.0015345i,-0.00040962-0.0011877i,-0.0005943-0.00052948i,-1.0374e-05+0.00077691i,0.00023216+0.0016185i
-0.00054028+0.0011515i,-0.00043327+0.0023202i,0.0014794+0.0034431i,0.004599+0.0038117i,0.0047341+0.0037686i,0.0010869+0.0024129i,-0.0026283+0.0016641i,-0.0032909+0.0029084i,-0.002015+0.0018773i,-0.0013522-0.0017979i,-0.0019076-0.0039246i,-0.0021417-0.0031465i,-0.001402-0.0020091i,-0.0005133-0.0012902i,0.0010922-0.00098461i,0.0026923-0.00064571i,0.002288-0.00028552i,0.00088385-0.00037903i,0.00056906-0.0010386i,0.00090348-0.00072752i,0.00080001+7.5391e-05i,0.00043377-0.00078942i,0.00025354-0.0018512i
0.00037066+0.0022276i,0.00069794+0.0022134i,0.00072553+0.0012827i,0.0020544+0.00091408i,0.0038466+0.00078392i,0.003594+0.0010989i,0.0018454-0.0011371i,-0.00028556-0.0038453i,-0.00093049-0.0023117i,0.0012418+0.00071391i,0.0032114+0.0011771i,0.003026+0.00025997i,0.0028943+0.00016252i,0.0025156+0.0011633i,0.00075191+0.0011449i,-0.00058332+0.00080276i,-0.0006406+0.00078161i,-0.00028816+0.00071895i,-0.00044029+0.00043759i,-5.7467e-05-8.5075e-05i,-9.4861e-05-0.00036734i,-0.00072249-0.00010483i,-0.00014469+0.0009263i
7.7864e-05+0.00052458i,0.00068788+0.00031102i,4.7715e-05+0.0013478i,-0.00087917-0.00012466i,-0.00020045-0.0031312i,0.0020246-0.0033443i,0.0051346-0.00080631i,0.0083734+0.0020016i,0.0065097+0.0023841i,0.00039033+0.0027342i,-0.0024402+0.0041782i,-0.0028306+0.0046248i,-0.0029733+0.0033065i,-0.0021993+0.001867i,-0.00099454+0.00098405i,-0.0010155-3.0255e-05i,-0.0012522-0.00096223i,-0.00091488-0.0010656i,-0.00076901-0.00091511i,-0.00074954-0.0003133i,-0.00015572+0.00047341i,-5.1845e-06+0.0013226i,-0.00044569+0.0012691i
