0.0012707-0.00059158i,0.00076774-8.3377e-05i,-0.0002563-0.00038299i,0.00026712-0.0013648i,0.00040596-0.0011499i,-0.00037199+0.00056112i,-0.00052103+0.0019103i,-4.9464e-06+0.0026099i,0.00059897+0.0020852i,0.00056311+0.00075975i,-4.4241e-05-0.00048835i,9.0965e-05-0.00033636i,0.00071746+0.00045412i,0.00084296+0.00078561i,0.00020273+0.0005098i,-0.00060325+0.00012454i,-0.00020305+0.00015186i,-2.7395e-06+6.069e-05i,-0.00031858-0.0004261i,-4.5065e-05-0.00023152i,-0.00088929-0.00015364i,-0.0010136-0.00024695i,0.000465-8.4039e-05i
0.00035768-0.00032698i,0.00040148+0.0010797i,0.00098013+0.0020209i,0.0010606+0.0014905i,0.0004479-0.00049384i,-0.00085944-0.00068794i,-0.0026668+0.00048563i,-0.0033248+0.00030168i,-0.0032034-7.0232e-05i,-0.003726+0.00010058i,-0.0041816+0.00067803i,-0.002959+0.00056853i,-0.00044581-1.2177e-06i,0.00054242+5.02e-05i,0.00088913+0.00051202i,0.0015618+0.001151i,0.0010947+0.0017044i,0.000342+0.0011846i,0.00016771+0.00016125i,0.00080002+2.0886e-05i,0.00076149+0.00020649i,-0.00011157+0.000457i,-0.00063305+0.000404i
0.0013576+0.0024233i,0.0025764+0.002118i,0.0033976+0.0017345i,0.0025401+0.00059388i,0.0018123-0.00019398i,0.001089-0.0010901i,0.00082801-0.0022842i,0.0012616-0.002267i,0.0015141-0.0021801i,0.0014093-0.0021352i,0.00075-0.0020553i,-0.0010581-0.0016693i,-0.001815-0.00039138i,-0.00012796+0.0005397i,0.00035107+0.00051728i,-0.00050236+0.0001341i,-0.001202-0.00051509i,-0.0015093-0.00066208i,-0.00084257+5.7746e-05i,-0.00040712+0.00026836i,-0.00064162+0.00048663i,-0.0007843+0.00096871i,-7.3595e-05+0.00098773i
-0.00013207+0.003467i,0.00063952+0.0030463i,0.002324+0.0039862i,0.0034942+0.0032559i,0.0040056+0.0018308i,0.0043374+0.0014475i,0.0033623+0.001922i,0.0019002+0.0028334i,0.0013409+0.0034854i,0.0020151+0.0023292i,0.002372+0.0010742i,0.0014477-0.00024528i,0.00078884-0.0012458i,-8.1181e-05-0.00047233i,-0.00040348-4.3569e-05i,0.00025139-5.2502e-05i,1.2531e-06-0.00088245i,-5.8246e-05-0.0013743i,0.00025915-0.00034738i,0.00015749+0.00018622i,0.00025429+7.1617e-05i,0.0002078+0.00016194i,-0.00054431+0.00033605i
0.0021439-0.00061392i,0.00183-0.00090656i,8.3077e-05-0.0010138i,0.00013623-0.0011828i,0.00051477-0.00031639i,-0.00017565+0.0014113i,-0.00089509+0.0012947i,-0.001949+0.00023595i,-0.0037428-0.00036434i,-0.0040204-0.00073589i,-0.002893-0.00043461i,-0.0024913-0.0001674i,-0.0016934-9.6406e-05i,-0.00088242-0.00021851i,-0.00026806+2.8508e-05i,0.00052589+0.00095155i,0.00077536+0.0012764i,0.0002993+0.00050848i,1.8673e-05-0.00064848i,-0.00016536-0.00031707i,-0.00093995+2.1717e-05i,-0.0012556+1.0679e-05i,-0.0016061+0.00032184i
0.0018309+0.00083685i,0.00029216+0.00064581i,-0.00023997+5.5902e-05i,0.00073851-0.00022556i,0.0006959-0.00074961i,0.00082427-0.0013342i,0.0024014-0.0016967i,0.0036036-0.0018172i,0.0033996-0.0021314i,0.0017904-0.0022299i,4.8135e-05-0.0018833i,-8.4485e-05-0.00079143i,-0.00057749+0.00085977i,-0.00065626+0.0012166i,4.3128e-05+0.00037762i,0.00014278-0.00046481i,3.7014e-05-0.00048168i,8.5233e-06-4.1726e-05i,0.00020284-1.863e-05i,0.00048434+5.3725e-05i,0.00047139-0.00011805i,0.00014968-0.00012932i,6.8173e-05-0.00071487i
-0.00095128+3.6764e-05i,-0.0011803+0.00057214i,-0.0011709+0.0018576i,7.7231e-05+0.0019706i,0.0017785+0.0018137i,0.0026064+0.0018996i,0.0018739+0.0021734i,0.00052332+0.0027088i,0.00011413+0.0028725i,0.0010252+0.0027075i,0.00052885+0.0017212i,-0.00048011+0.00045595i,-0.00054458+0.00033747i,-0.0001649+8.5116e-05i,1.3782e-05-9.4406e-05i,5.2879e-05-0.00033212i,0.00052086-0.0012994i,0.00035764-0.0011473i,-0.00026648-0.0011008i,-0.00051181-0.00054216i,-6.1919e-05-0.00030754i,0.00027595-0.00067149i,3.2914e-05-0.00064819i
3.6583e-05-0.0005144i,2.3227e-05-8.5361e-05i,0.00039307-0.00050615i,0.0010379-0.0010219i,0.00099209+5.8244e-05i,0.00012658+0.00017189i,-0.00085716-0.00018163i,-0.0022477+0.00016994i,-0.0034787-0.00037749i,-0.0038002-0.0009205i,-0.0034413-0.00050519i,-0.0021605+0.000137i,-0.00090087+0.00022938i,-0.00056729-0.00045715i,-0.00050343-0.00094533i,0.00072974-0.00044324i,0.0013793+5.7239e-05i,0.00061213+0.00054246i,0.00049922+0.00021676i,0.00086824-0.0005584i,0.00071943-0.00045329i,0.00049351-0.00031747i,0.00054223-0.00056306i
-0.00052397-0.00043201i,-0.0012854-0.00030163i,-0.0018126-0.00069467i,-0.0006972+6.8513e-06i,0.00043288+0.00016614i,0.0010321-0.00042013i,0.001039-0.00054428i,0.00099394-0.00029922i,0.0012042-0.00091072i,0.00036499-0.0019816i,-0.00033413-0.0024979i,-0.00071964-0.0010189i,-0.0012845+0.0011581i,-0.0011772+0.0016529i,-0.00043849+0.0011541i,-5.3368e-05+0.00063031i,-0.00054743+0.000671i,-0.00084699+0.0005634i,-0.00092702+0.00010218i,-0.00065618-6.912e-05i,-0.00024236-0.00017234i,-0.00053966+1.7232e-05i,-8.3385e-05+2.0217e-05i
0.0019718+0.00071394i,0.0017513+0.00089541i,0.0017507+0.00067086i,0.002396-0.00012977i,0.0014523-0.00089165i,0.00060844-0.00018708i,0.00079636+0.0010371i,0.00098755+0.0014217i,0.0016988+0.001315i,0.0021566+0.002047i,0.0015727+0.0025824i,0.00072206+0.0019371i,1.0652e-05+0.0013791i,-0.0001928+0.0008887i,-0.00041144-0.00025307i,0.00027352-0.00072181i,0.00088524-0.00042626i,-9.1909e-05-0.00062414i,-0.00073662-0.00052792i,-0.00044273-0.00051481i,-0.00035273-0.00089347i,-0.0007571-0.00059398i,-0.0005849-0.00033722i
0.002455-0.0011701i,0.0023-0.0011186i,0.0026326-0.00075155i,0.0012499+0.00013558i,-0.00059509+0.00042486i,-0.0018003+7.9499e-06i,-0.0022682+0.00027956i,-0.002534+0.00027173i,-0.0027451+0.00059613i,-0.0026608+0.00080854i,-0.0030505+3.0192e-05i,-0.0026145-0.00066963i,-0.0011578-0.00085981i,-0.0001376-0.00025945i,6.9968e-05-0.00042613i,0.00056347-0.00082243i,0.00064111-0.00090552i,-8.4595e-05-0.00058506i,4.5893e-05-0.00044024i,0.00058658-0.00031275i,0.00044922-0.00049704i,0.00055936-0.0010333i,0.00026674-0.00023289i
0.00017643+0.001628i,7.9245e-06+0.0019557i,0.00096046+0.0019812i,0.0024071+0.0012572i,0.0031444-0.00055151i,0.002667-0.0024616i,0.0024855-0.0027806i,0.0021652-0.0019808i,0.0019053-0.0018377i,0.0020133-0.0025105i,0.0014208-0.0031179i,0.00058705-0.0023672i,7.4124e-05-0.00061557i,-0.00054231+0.00060863i,-7.221e-05+0.00050657i,0.00030061+8.6152e-05i,-0.00039788+0.00038029i,-0.00035562+0.00071971i,-0.00018771+0.00027456i,-0.00032076-0.00036743i,-0.00055697+0.0002611i,-0.00098771+0.00020441i,-0.0007701-5.3154e-05i
0.00021048+0.0015772i,0.00090016+0.0014464i,0.00080302+0.0014359i,0.00078647+0.00061161i,0.0010808-0.00012961i,0.0017672+0.0003898i,0.0015687+0.0013223i,0.00091657+0.0022641i,-2.1443e-05+0.0026595i,0.00024644+0.0027542i,0.0013416+0.002528i,0.0013445+0.0012783i,0.00063512+0.00029492i,-0.00011728+0.00021614i,-0.00041644-8.532e-05i,-0.00030217-0.00050695i,0.00013096-0.0010519i,7.451e-05-0.0014824i,-0.00035034-0.00096285i,-0.00015067-0.00011929i,0.00021301-0.00025876i,0.0001462-0.0010496i,-6.2238e-05-0.00092261i
-0.00045723+0.00012313i,-0.00043699+0.0011942i,-0.00096812+0.0015967i,9.7308e-05+0.0015863i,0.00076276+0.001649i,0.00017841+0.00072089i,-0.000318-5.007e-05i,-0.0011139-0.00054307i,-0.0021563-0.00044557i,-0.0026524+0.00032844i,-0.0028727+0.0005093i,-0.0022504-0.00034951i,-0.00096641-0.00027809i,0.0003181+0.0002005i,0.0007844-1.5908e-05i,0.00037935-7.9854e-05i,0.0006133+0.00017388i,0.00071783-0.00038641i,-0.00020595-0.0010638i,-0.00054479-0.00041222i,-0.00060888-0.00018722i,0.00017251-0.00051666i,0.00079857-0.00070035i
0.0010178-0.00038696i,-0.00036147+0.00072298i,-1.0523e-05+0.00098739i,0.0007479-0.00022071i,0.00054428-0.00033922i,0.00083182+0.00051351i,0.0022233+0.00072339i,0.0034863+0.00062746i,0.0028553-0.00062516i,0.0013788-0.0016086i,0.00037912-0.0016073i,-0.00041582-0.0010015i,-0.0011779-0.00014196i,-0.0010085+0.00026152i,-0.00033131+0.00044674i,-0.0002333+0.00038561i,-0.00085704+0.00044335i,-0.0010688+0.0012077i,-0.00057629+0.0017102i,0.00031881+0.00014387i,0.00065918-0.0014641i,-7.9035e-05-0.0010561i,-0.00043508+0.0003074i
0.00017211+0.00061862i,-0.00078577+0.00030042i,-0.0010564+0.0019451i,9.8372e-05+0.0030214i,0.00071086+0.0025922i,0.00063501+0.0010733i,0.00041019-0.00010255i,0.00022261+0.00097818i,0.00026636+0.0019879i,3.126e-05+0.0017858i,-0.00017503+0.0017728i,-0.00011011+0.0020974i,-6.3345e-05+0.0013713i,0.0001312+7.4932e-05i,0.00014887-0.0008444i,1.7735e-05-0.0011464i,-0.00010669-0.0010616i,-0.00062156-0.0011111i,-0.00098786-0.00061392i,-0.00053993-3.4047e-05i,6.0515e-05-9.6456e-05i,0.00025455+0.00053829i,-0.00012568+0.00064501i
-0.0015392+0.00071651i,-0.001512+0.0012032i,-0.0018539+0.0024046i,-0.0011828+0.0024497i,0.00056418+0.0015238i,0.0011571+0.00068891i,0.00043122+0.00011676i,-0.0011593-5.3287e-07i,-0.0023667-0.00028353i,-0.0032348+0.00035513i,-0.0031784+0.00080499i,-0.0014577-5.5082e-05i,-0.00021809+7.9504e-05i,0.00018994+0.0003037i,0.00056961+9.6036e-05i,-0.00035743+0.00012098i,-0.00040492-0.00020322i,0.0001529-0.0013154i,-0.00026872-0.0016869i,-0.0004518-0.00054863i,5.2618e-05-0.000694i,0.00044229-0.0015002i,-0.00043733-0.0010376i
-0.00068519-0.00024105i,-0.00047847+0.00069132i,0.0008494+0.0008457i,0.00092474+0.0011714i,0.0007376+0.0010744i,0.0010615-0.0001836i,0.0014508-0.00080815i,0.0015503-0.00084156i,0.0010993-0.00091014i,0.0016143-0.0016459i,0.0013497-0.0021382i,-0.0010121-0.0012575i,-0.001731-0.00015819i,-0.00080569+0.00018849i,-0.0004095+0.00022905i,-4.58e-05+0.00020298i,7.1355e-05+6.0885e-05i,-0.00018332+0.00010768i,-0.00041962+0.00031441i,-0.00046208-4.0098e-05i,-0.00065558-2.062e-05i,-0.00087954+0.00046544i,-0.00066802+0.00020078i
-0.0003823+0.00035698i,-0.00085468+0.00052345i,-0.00038906+0.001422i,0.0013432+0.00026462i,0.0022357-0.0010137i,0.00084724-0.00067511i,1.0834e-05+0.00029726i,0.00025039+0.0013493i,0.0007061+0.0014421i,0.00051811+0.0016187i,0.00037617+0.0021682i,-0.00014751+0.0016709i,-0.00068797+0.00080005i,-0.00013664+0.00014852i,3.0391e-05-0.00037216i,-2.3256e-05-0.00046813i,-0.00061809-0.00018123i,-0.0012068-0.00025399i,-0.00074087-0.00062335i,-6.6426e-05-0.00028715i,0.00024678-7.0834e-06i,0.0004866+0.00022618i,0.00017172+0.00023997i
-5.7426e-05-0.0007271i,-0.00055716-0.00049602i,-0.00032038+0.00044178i,-0.00049941+0.0024798i,3.5415e-05+0.0028045i,0.00065827+0.0015164i,-0.00059023+0.00018685i,-0.0014478-0.00018113i,-0.0012382-0.00029987i,-0.0019097-0.00028812i,-0.0026568-6.9792e-05i,-0.001329-1.8644e-05i,-0.00030505+4.375e-05i,0.00013927-0.00023159i,0.00093158-0.00063401i,0.00094347-0.00049164i,0.00026566-0.0010085i,0.0002893-0.00096857i,0.00028017-0.00016282i,0.00025776+1.2448e-05i,0.0001581-0.00017402i,-0.00040361-0.00039575i,-0.00051531-0.00029807i
0.00092531+0.0018019i,0.00071696+0.0021319i,0.002345+0.0016403i,0.0025994+0.0015688i,0.002462+0.00075313i,0.002628+0.00031929i,0.0024053+0.00033655i,0.0016905-0.00010007i,0.00094065-0.00056942i,0.0015285-0.0014795i,0.0013104-0.002264i,0.0007889-0.0017667i,0.00044431-0.00048764i,3.8059e-05-0.00053012i,0.00016384-0.00029687i,0.00067087-0.00028348i,0.00079633-0.00042462i,0.00026904-9.1553e-05i,0.00044525+5.0386e-05i,0.00074746+0.00016709i,-0.00033+0.00038562i,-0.0014076+0.00025524i,-0.0012859-0.00047156i
-0.0010361-0.00079669i,-0.001335+0.00010429i,-0.0004508+0.0004429i,0.00078482+0.00092406i,0.0014074+0.0010854i,0.0015674+0.0007947i,0.0014098+0.00073255i,0.00105+0.0014372i,0.0019106+0.0021107i,0.0017792+0.0025319i,0.00012113+0.0023829i,-0.00030831+0.0016918i,-0.00054581+0.00083459i,-0.0010228+0.0001096i,-0.00012668-0.00044811i,-0.00010101-0.000712i,-0.00063932-0.00060061i,0.00026526-0.00040974i,0.0012081+8.886e-05i,0.00051338+0.00021658i,-0.00069425-9.9404e-05i,-0.00037589+2.315e-05i,0.00023087+0.00029986i
0.00034851-0.00016555i,-0.00023618+0.00076932i,0.00011884-0.0001015i,0.00063113-0.00042891i,0.00098052-0.00048022i,0.0014334-0.00090364i,0.0012127-0.00066379i,0.00037368-0.00050941i,-0.00067606-0.00070291i,-0.0024398-0.0007411i,-0.0027957-0.00047801i,-0.0021621-0.00020734i,-0.0013382+0.00069183i,-0.00038608+0.0011671i,-1.3383e-06+0.0005022i,-0.00051172-0.00032531i,-0.00092239-0.00042046i,-0.00037729-0.00020074i,2.0517e-05-0.0010011i,-0.00026818-0.0012148i,-0.00086993-0.00022837i,-0.00020424+0.00073651i,0.00060448+0.0011376i
0.00011333+0.0010047i,-0.00016129+0.0014856i,0.00011691+0.0012874i,-0.00046472+0.00053959i,-0.00015248+0.00045206i,0.00071373+0.00032007i,0.0011494-0.00051309i,0.0010977-0.00025161i,0.00049161-0.00047411i,0.0010998-0.00091507i,0.00087609-0.00103i,0.00039128-0.0011758i,0.00031808-0.00055908i,-0.00066833-7.191e-05i,-0.001284+0.00032696i,0.00016087+0.00019007i,0.0012128-0.00051305i,0.00070682-0.00068761i,0.00038912-0.00093284i,0.00028631-0.00026648i,-0.00040518+0.00016235i,-0.0008026-0.00050464i,-0.00092454+0.00016227i
-0.00032751-0.0016352i,-0.00081212-0.0004607i,-0.0015723+0.00019746i,-0.002079+0.0011773i,-0.00062379+0.0011858i,0.001561+0.0011184i,0.001801+0.0014371i,0.001114+0.0010751i,0.0006488+0.00091853i,-2.1396e-05+0.0015332i,-0.00036648+0.0017998i,-0.0006187+0.0016372i,-8.073e-05+0.0015365i,0.00034747+0.00083578i,2.0913e-08+0.00033665i,0.00020911+0.00013883i,0.00029294-2.8918e-05i,-0.00066569-0.0005259i,-0.00081629-0.00091104i,-0.00014942-0.00067558i,-0.00042663+0.00010726i,-0.00076454+0.00049726i,-0.00049525+0.00051813i
0.0010851-0.00075081i,-7.0509e-05-0.00051644i,0.00017142-0.0016707i,0.00011449-0.0019666i,0.0002008-0.0015865i,-0.00045432-0.00030222i,-0.00073441+0.0011216i,-8.1035e-05+0.00090106i,-0.00010697+0.00090913i,-0.0010167+0.00066452i,-0.001992+0.00043205i,-0.0017124+0.0011746i,-0.00068016+0.0011711i,-0.00018666+0.00038226i,-0.00033102+0.0002525i,2.2695e-05-1.7518e-05i,0.00040827-0.00078633i,-0.00036255-0.00057756i,-0.00036285-0.00024195i,0.00060156-0.00037544i,0.00047735-4.1143e-05i,0.00061798+0.00045714i,1.3938e-05+0.00088603i
0.0016816-0.00047294i,0.0009387+0.00037028i,-0.00055584-0.00069824i,-0.0010083-0.0015063i,-0.0003282-0.0013785i,0.00047339-0.00088558i,0.0013244-0.0003398i,0.00037545-0.00041708i,-3.2263e-05-0.0018325i,0.00086149-0.0028853i,0.0003772-0.0027834i,-0.00060217-0.0026071i,-0.00065839-0.00095523i,-0.00076002+0.0006129i,-0.0003183+0.00032003i,0.00053775+0.00037027i,-0.00048864+0.00015155i,-0.00098855-0.0003949i,-0.00046929-0.00024803i,-0.00038868+0.00024685i,-7.2631e-06+0.00031749i,0.0002791+0.0005018i,-2.156e-05+0.00060919i
-0.00084186+0.00072458i,0.00080422+0.0012952i,0.002369+0.0015826i,0.0018431+0.0015665i,0.0018116+0.0019713i,0.0021925+0.0022775i,0.0014498+0.0014287i,0.0010092+0.0012947i,0.00080293+0.0017119i,0.00086219+0.0019577i,0.00042591+0.0014148i,-0.00049665+0.00025061i,-0.00053001+0.00012356i,-0.00019439+0.00020929i,6.7186e-05+3.621e-05i,0.00041858+0.00019142i,0.00043012-0.00056103i,0.00020241+9.723e-05i,-0.00049254+0.0007877i,-0.00049697+0.00035679i,1.595e-05-0.00026506i,-5.4836e-05-0.00051456i,-0.00031155-3.9075e-05i
-0.00092342-0.001536i,-0.0012773-0.0011128i,-0.00089233-0.00042601i,-0.00017545+0.00080136i,2.3812e-05+0.0011149i,-0.00033207+0.0008954i,-3.4987e-06+0.00016353i,0.00028336-0.00028933i,-0.00064271-0.0001553i,-0.0025493-0.00029887i,-0.0030781-0.00024476i,-0.0018383-1.071e-05i,-0.00028111+0.00040658i,0.00011035+0.00064427i,0.00042789+0.00074704i,0.0011973-1.2612e-05i,0.0013444-0.00050604i,0.00064185-9.3141e-05i,0.00023968-5.3552e-05i,0.00041512-0.00053854i,0.00020674-0.00056413i,-0.00035749-8.7128e-05i,-0.0010469-3.2556e-05i
0.0015444+0.00056294i,0.0011467+0.00083803i,0.0014065+0.0013463i,0.00049599+0.0013911i,-0.00048812+0.00079256i,-0.00015191+0.00064067i,0.0010189+0.00052544i,0.0014387+0.00030578i,0.0011152-0.00011963i,0.001086-0.0014284i,0.0013382-0.0022051i,0.00095863-0.00097493i,0.00033548+0.00033331i,0.0011346+0.00034799i,0.0015175-1.6166e-05i,0.00079099-0.00033719i,1.2782e-05-0.00054768i,-0.00017252-0.00094955i,0.00034247-0.00081063i,0.00097734-0.0011673i,0.0010903-0.00136i,0.0006353-0.0011685i,0.00017524-0.00096671i
-0.00052513+0.0017365i,-0.0011511+0.0023165i,-0.0017506+0.0029535i,-0.00039674+0.0026992i,0.0010598+0.0024855i,0.00073074+0.0013014i,-0.00062707-5.9821e-05i,-0.00026315-0.00025456i,0.00053666+0.00066748i,0.00053584+0.0012577i,0.00027993+0.0012663i,-0.00048243+0.0016802i,-0.00034575+0.001656i,0.0004787+0.00078789i,0.00091426+4.7615e-05i,0.00065696-0.00010944i,0.00050633+4.5492e-05i,0.0007409+0.00032066i,0.00074384+0.00062598i,0.00049428+0.00045156i,0.0007428+0.00074024i,0.00022465+0.0012319i,-0.00073491+0.00043045i
-0.00074433-0.0011706i,-0.00082078-0.00039887i,-0.0007261+0.00011439i,0.0001162-0.00026844i,0.0013158-0.00038103i,0.0013464-0.00038091i,0.0012844-9.0287e-05i,0.0013594+0.00023319i,0.0004878-0.00050456i,-0.00083974-0.00072906i,-0.0015489-6.2166e-06i,-0.0014338+0.00078078i,-0.0014689+0.0011221i,-0.0011796+0.00065662i,-5.5046e-05+0.0003551i,0.00072803+0.0001015i,0.0005393-0.00020896i,0.00015191+0.0003339i,9.4673e-05+0.00082956i,0.00028194+0.00032491i,0.00035292-0.00097621i,-5.2695e-05-0.0016157i,-0.00012996-0.00049437i
-0.0023677+0.0022764i,-0.001761+0.0022247i,-0.0016473+0.0039448i,-0.00027836+0.0046575i,0.001658+0.0046203i,0.004196+0.0025862i,0.0062126-0.00047267i,0.0065909-0.0032065i,0.0045245-0.0062012i,0.0014269-0.0075813i,-0.0010917-0.006484i,-0.0028927-0.0042522i,-0.0028999-0.0017432i,-0.0021835-8.0776e-05i,-0.0011246+0.0016189i,0.00032774+0.0016935i,0.00047742-7.1927e-05i,-0.00022541-0.00061613i,-0.00032304+2.961e-05i,-0.00027158+0.00062745i,0.00027092+0.00056267i,7.188e-06+0.00018509i,0.00014808+0.00042998i
0.00071186+0.00020699i,0.0011535+8.195e-05i,0.0014418-0.00063725i,0.0013913-0.0005187i,0.0011725+0.00062271i,0.00072224+0.0012679i,0.00026725+0.0009566i,-0.00032612+0.00042274i,-0.00055683+0.00027567i,-0.00015483+0.0013228i,9.9157e-05+0.0017108i,0.00017216+0.0012243i,-0.00038575+0.00076588i,-0.00017736+0.00041715i,-0.0001206-6.8806e-05i,-0.00058031-0.00027896i,-0.00043597+9.7955e-05i,-0.0001228+0.00021895i,0.00014485+0.00014956i,0.0004052-0.00034814i,0.00066366-0.00020777i,0.00035237+0.00070195i,-0.00044142+0.00096131i
0.00021175+0.00035688i,-0.00087927-0.00053937i,0.00039669-0.0010258i,0.0010963-0.0015375i,0.00025631-0.00079155i,-0.00055846+0.00028189i,-0.00037057+8.903e-05i,0.00027858+0.00046387i,0.00034323+0.0006653i,-0.00045423+8.1699e-05i,-0.00079924-0.00043823i,-0.0010484+0.00033687i,-0.00058186+0.00062714i,0.00040395-6.0184e-05i,0.00055869-0.00018581i,0.00088147-0.00080036i,0.00050971-0.0012474i,-7.7343e-05-0.0012136i,-0.00031531-0.001083i,-6.0543e-05-0.00042113i,0.00032846-3.4645e-05i,0.00061786-0.00033638i,0.00049004+0.000419i
-0.00010072+0.00083757i,-0.0010492+0.0014672i,-0.00090522+0.0012804i,-0.00034226+0.0013434i,0.00096391+0.001034i,0.0013453+0.00085935i,0.00041431+0.00070671i,-0.0002336+0.00028314i,-2.2573e-05-0.00021621i,-0.00032369-0.0011291i,0.00013882-0.0011531i,0.0006012-0.0006985i,0.00020889-0.00054577i,4.601e-05-0.00038865i,-1.0273e-05+0.00018582i,-6.2461e-05+0.00036677i,-0.00065272-0.00062649i,-0.00096629-0.0014864i,-0.00031772-0.0010896i,0.00018816-0.00029152i,8.0098e-05-0.00034897i,-0.00029562-0.00050416i,-0.00033977+0.00013785i
0.0016899+0.0026978i,0.0017087+0.002545i,0.0027429+0.0025635i,0.0046538+0.0022491i,0.0051436+0.0014754i,0.0035619+0.00089856i,0.00095619+0.0011586i,-0.00073099+0.00063844i,8.7107e-06+0.00065756i,0.00034263+0.0011079i,7.9689e-05+0.00056652i,-0.00023398+0.0007916i,-9.7475e-05+0.00090156i,0.00063116+0.00021025i,0.0004673-2.5599e-05i,7.4262e-05-0.00032574i,0.00032851-0.00072474i,0.00049883-0.00018453i,0.00041887+0.00060487i,0.00039193+0.0005907i,0.00063514+0.00026249i,0.00049072+0.00033951i,0.00013659+0.00028419i
-0.001139-0.00064835i,-0.0013357+0.00028487i,-0.0015834+0.00069857i,-0.0016531+0.00071709i,-0.0013543+0.00076214i,-5.2493e-05+0.00039149i,0.0011729+0.00029969i,0.00086836+0.0004321i,-0.00058289+0.00028108i,-0.0014731+6.8662e-05i,-0.00092554+5.7542e-05i,-0.0004625+0.00027234i,-0.00067693+0.00017368i,0.00022595-2.0089e-05i,0.00093434-0.00021433i,0.00079863-0.00081191i,0.00050277-0.00057718i,2.3094e-05-6.9082e-05i,0.00037495-0.00034185i,0.00031013-0.00098791i,-0.0011348-0.00081691i,-0.0016423-0.00040202i,-0.00057035-0.00049197i
-0.00081919-0.001088i,-0.00065953+6.89e-05i,-0.00066335+0.0015164i,-0.00070336+0.0016515i,-0.00031267+0.0013662i,0.00082223+0.00035565i,0.001039+0.00024861i,0.0006461+0.00057873i,0.00051475+0.00015593i,5.4519e-05-0.0001193i,-5.0536e-05+0.00040483i,-5.726e-05+0.0010547i,-0.00060771+0.0009141i,-0.00018841+0.00063033i,-0.00031747+0.00049125i,-0.00027224-4.5396e-05i,0.00063975-0.0004316i,0.00072414-5.8677e-05i,0.00074312+0.0002962i,0.00057193-4.682e-05i,0.00063675-0.00016228i,-0.00034116-0.00013503i,-0.001361+0.00014468i
0.00056325+0.0018001i,0.00091592+0.0020731i,0.0009749+0.0036728i,0.0018983+0.0032896i,0.0031418+0.0012821i,0.002703+0.00039156i,0.00069808-0.00020679i,-0.00024782-0.00035879i,-0.00033066+0.00036553i,-0.00017465+0.00080222i,0.00015935+0.0010707i,0.00012858+0.00046356i,1.0693e-05-6.7128e-05i,-0.00048225-0.00017871i,-0.00050043-0.00066387i,0.00013462-0.00066365i,0.00054859-0.00021087i,0.00051571+0.00061165i,0.00018407+0.00063653i,0.00022817+0.00022416i,0.00042081+0.00043672i,-7.7357e-05+0.00082421i,-0.0006446+0.00099358i
-0.0008077+0.00036458i,-0.0013111+0.0013213i,-0.00048557+0.0016605i,0.00084378+0.0022735i,0.0010537+0.001388i,0.0013641-0.000537i,0.0014858-0.001048i,0.00051652-0.00036965i,-0.00062598+0.00069137i,-0.0018012+0.00063221i,-0.0022697+0.00046331i,-0.0015625+0.00090477i,-0.00031144+0.0010985i,0.00029794+0.0011522i,0.00018485+0.00093614i,0.00051202+0.00069461i,0.00062127+0.00047177i,9.219e-06+0.00053823i,-0.00018472+0.00039771i,0.00014158+0.00017455i,0.00053565+0.00038862i,-0.0001515+0.00014878i,-0.00026261-0.00019158i
-0.0027012+0.00034084i,-0.0018514+0.00077128i,-0.0010192+0.0016243i,-0.00022108+0.0022063i,0.00080296+0.0024565i,0.0016077+0.0014428i,0.0011638+0.00046348i,0.00079489+0.0010951i,-0.00038952+0.00124i,-0.0014315+0.00019691i,-0.00097564-0.00013791i,-0.00038183+6.2208e-05i,3.8776e-05+0.00057055i,0.0006542+0.0012599i,0.00043697+0.0011205i,0.0002423+0.00012655i,-0.00010236-0.00035792i,-0.00074797-0.00019159i,-0.0010557-0.00017155i,-0.00066564+0.00015472i,-7.2536e-05+0.0008462i,-0.00054036+0.00097042i,-0.00053489+0.00045917i
-9.3e-05-0.00067256i,-0.00020409+0.00015605i,-0.0012898+0.00046111i,-0.00090158-8.2502e-05i,0.00031755-0.00018997i,0.00044232-0.00040234i,0.00041715-0.0012074i,0.00073697-0.0011949i,0.00068539-8.532e-05i,3.63e-05+0.00050961i,-0.00055077+0.00063732i,-0.00073667+0.0011933i,-6.5934e-05+0.0017753i,0.00050034+0.0015124i,0.00060079+0.00057687i,0.00099618-0.00012595i,0.0004962-0.00078937i,0.00036495-0.0009035i,0.00055822-0.00047663i,0.00053866-0.00091681i,0.00024982-0.0010991i,0.00025723-0.00077003i,0.00056888-0.00078988i
-0.00058091-0.0011707i,-0.00090244+9.1838e-05i,-0.00081037+0.0012993i,-0.00081363+0.0019071i,-0.00075621+0.0022082i,0.00094922+0.0018479i,0.0020416+0.0013801i,0.0013382+0.0012367i,5.0244e-05+0.00092026i,-0.0009019+0.00039619i,-0.00094955+0.00030811i,-0.00078639+0.0009679i,-0.0014635+0.0017448i,-0.0010803+0.00093969i,0.00025607-0.00032335i,0.00029569-4.6739e-05i,-0.00037737+0.0002877i,-0.0006011+7.7897e-05i,0.0005174+0.00071983i,0.00073592+0.0011376i,-0.00048986+0.001038i,-0.00068437+0.00072338i,0.00031512-0.00015595i
