0.00068784+0.00057352i,0.001285+0.00064123i,0.0012899-0.0008579i,0.00035188-0.0021233i,-0.00049157-0.0032268i,-0.00044069-0.0026223i,-0.00080576-0.00092567i,-0.00030188+0.00023138i,0.0006767+0.0012886i,0.0013202+0.00063026i,0.0012115-0.0005157i,4.1142e-05-0.00036517i,-0.00038372+0.0003593i,-0.00059481+0.0010226i,-0.00062305+0.00031357i,-0.00014855-0.00036249i,-0.00029879-0.00027927i,-0.00013909+1.4029e-05i,0.00052078-3.1244e-06i,0.00050869-0.00016602i,-0.00011861-0.00038225i,-1.6262e-05-0.00041522i,0.00044738-0.00010244i
-0.00085535+0.00061074i,-0.00016842-0.00030312i,0.00082029+0.00017866i,0.0035228-0.0010213i,0.0049459-0.0034432i,0.0029379-0.0042031i,-5.1551e-07-0.0029772i,-0.0011995-0.0007993i,-0.0005146+0.00057977i,0.00055379+1.733e-06i,0.00063683-0.00065742i,0.00016236-0.0010472i,0.00035081-0.0010817i,0.00079831-0.0005114i,0.00047584+0.00042852i,-4.1665e-05+0.001211i,-6.6803e-05+0.00085427i,-0.00038423-0.0003236i,-0.0011835-0.00022137i,-0.0011789+0.00066468i,-5.4638e-05+0.00063616i,0.00060399+0.00025001i,0.00048112+0.00050885i
-0.0024238-0.0021747i,-0.0014505-0.0008766i,-0.0017596-7.4927e-05i,-0.0011689-2.8834e-05i,0.00067083-0.0011136i,0.0016014-0.0021865i,0.00094857-0.0013161i,-4.376e-05+4.1169e-05i,-0.001297+0.00048548i,-0.00051692+0.00062878i,0.00059974+0.00032057i,0.00085612-0.00016779i,0.00059764-0.00074995i,0.00012093-0.0015956i,-0.00017787-0.0011636i,-5.5262e-05-0.00031681i,-0.00015287-0.00064363i,8.6506e-05-0.00097836i,0.0010313-0.00078948i,0.00091506-2.4307e-05i,0.0007261+0.00023871i,0.00084596-0.0001528i,0.00060864-0.0003013i
0.0012254+0.00016749i,0.0010762-0.00010722i,0.0021622-0.0016704i,0.0031782-0.002881i,0.0022279-0.0031028i,-2.6445e-05-0.0021213i,0.00013827-0.00061599i,0.0012528+7.1411e-05i,0.0015563+0.0010205i,0.0020637+0.0014805i,0.0016927+9.2433e-05i,0.00021463-0.00038008i,9.2101e-05+0.000563i,0.00049989+0.0010545i,0.00053191+0.0008457i,0.00067076+0.00044162i,0.0003509-0.0001594i,0.00014142-0.00048919i,-0.00025108-0.0002431i,-0.00089863-0.00015279i,-0.00070834-0.00027326i,-0.00054867+2.2536e-05i,-0.00054734+0.0003591i
-0.0014323-0.00078565i,-0.0011527-0.00048785i,-0.000362+0.00086563i,0.00015231+0.0015293i,0.00040806+0.00076049i,2.941e-05-0.00055344i,-0.00010896-0.0011421i,0.00016015-0.00096922i,-0.00010446-0.000492i,-0.00029054+0.00017367i,-0.00028569+0.00038336i,-0.00055737+0.00085892i,-0.00020019+0.00052033i,0.00011838-0.00068088i,0.0002848-0.00069964i,0.00013032-0.00039851i,2.5782e-05-0.00045168i,0.00030361-0.00064093i,0.00023916-0.00061866i,0.00062321-0.00013906i,0.0011668+5.1125e-05i,0.0013665-6.9108e-05i,0.00062081-0.00010011i
-0.00046751+0.00020749i,-0.00015745-0.00015297i,0.001366-0.00030546i,0.0027926-0.0014831i,0.0015249-0.0026504i,0.00067288-0.0026412i,-0.00045371-0.001642i,-0.0010619-0.00037337i,-0.00017778+0.00051304i,2.5189e-05+0.00012573i,9.4663e-05-0.00025832i,-0.00036971+0.00016711i,-0.0006164-0.00013038i,0.00010133+0.00020036i,0.00084837+0.00035223i,0.00083114+0.00053741i,9.0012e-05+0.00036717i,-0.00068302-0.00034301i,-0.00070237-0.00084432i,-1.874e-06-0.00028538i,0.00045972+0.00072974i,0.00061638+0.00053087i,0.00042729-0.00022619i
0.00076486-0.001928i,0.001124-0.00087921i,0.00087371+7.682e-05i,0.00078986-0.00045551i,0.0011524-0.0018161i,0.00011295-0.0018805i,-0.0005345-0.001023i,0.00022949-0.00027116i,0.0010841+0.00057654i,0.00096479+0.00014179i,0.00065-0.0010329i,0.00071227-0.00074643i,0.0011289-0.00021435i,0.0014628-7.8874e-05i,0.0016776+0.0002681i,0.00097893+7.9362e-05i,-0.00013464+7.0154e-05i,-4.9671e-05+8.5396e-05i,0.00041844-0.00058389i,0.00066717-0.00082744i,0.0011124-0.0004459i,0.0012845-0.000238i,0.00042011-0.00054288i
0.00025628+0.0010731i,0.00094391-0.00014267i,0.0014378-0.0019887i,0.0017738-0.0031982i,0.00086268-0.0043565i,0.00035921-0.003967i,0.00013034-0.00071565i,-0.0012123+0.0010084i,-0.00097383+0.00033333i,0.00035796-0.00046477i,0.0010817-0.00070901i,0.00087519-0.00011335i,0.00038245+2.3315e-05i,0.00045452-0.00034251i,0.00011259-3.4983e-05i,0.00012976+0.00053834i,0.00035644+0.00060554i,0.00050954+0.00064116i,0.00018407+0.00085012i,-0.0005418+0.00051718i,-0.00094313+8.8382e-06i,-0.00042238-7.1932e-05i,-0.00021758-8.5022e-05i
-0.00030135+0.00077397i,0.00022512+0.0006915i,0.00016935-0.00059584i,0.00074634-0.0018095i,0.00060828-0.0040282i,-3.6951e-05-0.0042875i,2.5084e-05-0.0020771i,2.7372e-06-0.00088302i,-0.00038745-6.9608e-05i,0.00069567+0.00084361i,0.00096912+0.00029965i,0.00052298-0.00089076i,0.00083738-0.00075135i,0.00064122-0.00068686i,-0.00018706-0.00061928i,0.00020051-6.2897e-05i,0.0011115-7.7854e-05i,0.00093587+1.3223e-05i,0.00027898-0.00081746i,0.00040214-0.0012014i,0.00036953-0.00023303i,-0.0002123+0.00043331i,-8.3003e-05+0.0010102i
-0.0003484+0.00064824i,-0.00029236+0.0015742i,0.00068699+0.00062834i,0.0013864-0.00098428i,0.00088057-0.0019861i,0.00013043-0.001948i,-0.00043745-0.0014134i,-0.0002034-5.3667e-05i,0.00030619+0.00054474i,0.0013051-0.00027883i,0.0012844-0.00099673i,-2.8474e-05-0.00069106i,-0.00031375-0.00033914i,0.00069797-6.0663e-05i,0.0013104+0.0004481i,0.00072203-0.00011074i,5.0913e-05-0.00062231i,-0.00030853-0.0003521i,-0.00055847-9.5988e-05i,-0.00074331-0.00090687i,0.00014539-0.0010318i,0.00060542-0.00039541i,-0.00029023+0.00024298i
-2.9987e-06-0.0012469i,-0.00010622-0.0010673i,9.646e-05-0.00028332i,0.00093346-0.00045633i,0.0011769-0.0019839i,0.00075917-0.0025704i,0.00021937-0.0013491i,9.134e-05+0.00073675i,-3.0759e-05+0.0012176i,0.00019086+8.6096e-05i,-0.00012131-0.00042867i,-0.00067307+0.00013505i,-0.00039256+0.00038276i,-0.00016888+0.00013479i,-0.00010692+0.00047365i,0.00047681+0.00062577i,0.00084397-0.00015994i,0.00064801-0.00096886i,0.00015487-0.0010004i,-0.00090048+0.00022462i,-0.0010476+0.0010995i,0.00055303+0.00010526i,0.00080969-0.00043974i
0.00042527+0.0009125i,0.00046972+0.00098627i,0.0014587+0.00033353i,0.0020888-0.0013168i,0.0017728-0.0020377i,0.00052501-0.0023061i,-0.00046059-0.0019438i,-0.00019701-6.6541e-05i,-2.1334e-05+0.0014422i,-1.193e-05+0.0010986i,1.1458e-05-0.00053129i,-0.00057257-0.00069014i,-0.0006126-3.3133e-05i,9.4353e-05+0.00022439i,0.00080288+6.261e-05i,0.0013864+0.00014552i,0.0012963+0.00028583i,0.00075614-5.517e-05i,0.00037956+0.00010715i,0.00017798+0.00083303i,2.7444e-05+0.0011135i,-7.0537e-05+0.0010159i,-0.00012603+0.00035878i
2.5606e-05+0.00030622i,-0.00019885+0.00036279i,0.00049628+0.0010267i,0.0015982-0.0008233i,0.002587-0.0030092i,0.002036-0.0036557i,0.00051622-0.0019391i,-0.00011053+0.0001153i,-7.7713e-05+0.00088508i,0.00013211+0.0007332i,-4.3334e-05-2.6284e-06i,-0.00059602-4.5838e-06i,-0.00048553-0.00011911i,0.00041037-0.00045804i,0.00081001+0.00048779i,0.00039979+0.00084511i,-3.9161e-05+0.00049301i,0.00012395+0.00023328i,-0.00018019+0.00041272i,-0.00054245+0.00071542i,-8.9034e-05+0.00055282i,0.00019966-0.00017305i,0.00024922-0.00046765i
0.0009511+0.00066294i,0.0011009+8.3997e-06i,0.00068875-0.0014161i,0.00087877-0.0033251i,0.00042545-0.0050838i,-0.0012588-0.0042722i,-0.0020256-0.0017445i,-0.0016943+4.7177e-05i,-0.0013751+0.001014i,-0.0011933+0.00040091i,-0.00067757-0.00057947i,6.9404e-05-0.00052503i,0.00062351-0.00055233i,0.00054335-0.00044725i,0.00033769-6.0103e-05i,0.00022049-0.00031926i,-0.00035352-0.00026783i,-0.00046338+7.0992e-05i,-0.00033959-5.5646e-05i,0.0003597-0.00078761i,0.00087052-0.00083922i,0.00017137-0.00024989i,-0.00013068-0.00046238i
-0.0010103+0.00026187i,-0.0012665+8.2931e-05i,0.0012207+0.000525i,0.0026273+0.00059593i,0.0026193-0.00053492i,0.001646-0.0016454i,-0.00027264-0.001316i,-0.0013376+0.00062367i,-0.00057006+0.0014734i,0.00095118+0.00064725i,0.0010933-0.00029544i,0.00027518-3.9973e-05i,-0.00020184+0.00054108i,-8.2244e-05-0.00013614i,2.4841e-05-0.00039931i,-7.5919e-05+0.00016828i,-0.00010373+0.00047573i,-0.00036141+9.5666e-05i,-0.00024782-0.00061035i,0.00073411-0.00031879i,0.00064036+0.0001262i,-0.00078517-0.00031719i,-0.00075588-0.00030132i
0.00025511-0.001072i,0.00076437-0.00086588i,0.00045884-0.0012363i,0.00058825-0.0024181i,0.0014425-0.0033193i,0.00083814-0.0023731i,-0.00050813-0.00056115i,-0.00086078-3.4309e-06i,-0.00038662-9.3016e-05i,0.00019883+8.1016e-05i,0.0004498-0.00018161i,0.00059101-2.1855e-05i,0.00076825-5.9807e-05i,0.00068964-8.0819e-05i,0.00046162+0.00011194i,0.00070371-0.00061566i,0.00071977-0.00063707i,-0.00013133-0.00018221i,-0.0011349+0.0002356i,-0.0009637+0.00047561i,0.00036955+1.3085e-05i,0.0011627-0.00013874i,0.00054988+0.00047905i
-0.0014612+0.00025123i,-0.00089226+7.2329e-05i,0.00047175+0.0010379i,0.0022807-0.00060557i,0.0030413-0.0024859i,0.0025035-0.0025471i,0.0012307-0.0014951i,0.00035502-0.00036214i,0.00029175+0.00084745i,0.00076763+0.0013118i,0.00066626+0.0011256i,1.9733e-05+0.00016145i,4.5397e-05+0.00026917i,0.00022493+0.0016337i,-2.1979e-06+0.0015745i,0.00029681+0.0003551i,0.0010975+0.00053826i,0.0010931+0.00042235i,0.00013445-0.00092896i,-0.00038197-0.0014284i,-3.3107e-05-0.0011659i,-0.00010002-0.0006655i,-0.00010192-0.000469i
0.00095841-0.00084688i,0.00077807-0.00068484i,0.0017594-0.0015392i,0.0027585-0.0026884i,0.0025654-0.0034447i,0.0011747-0.0029876i,0.00027342-0.0019767i,8.7539e-06-0.00064991i,0.00019478+0.0004695i,0.00012871-0.00066367i,-0.00025107-0.0015258i,-0.00033036-0.00050179i,-4.4355e-05+0.00046054i,0.00074326+0.001028i,0.0013836+0.00084023i,0.0012055-0.00030067i,0.00033571-0.00065797i,-0.00023853-0.00028577i,6.3261e-05+0.0003411i,-0.00012496+0.00055911i,-0.0005143+0.0006266i,-0.00017766+0.00055371i,-0.00029995+0.00019353i
0.00032548-0.0010034i,-3.1358e-05-0.0010906i,-0.00039614-0.00080263i,0.00055489-0.0014461i,0.0014418-0.0027049i,0.00068511-0.0017653i,0.00043439+0.00018919i,0.00019361+0.0013262i,-0.00084893+0.0010798i,-0.00010811+0.000704i,0.001087+5.5485e-05i,0.00017758-0.00041755i,-0.00035566-0.00028963i,-2.8369e-05-0.00016221i,0.00028107-0.00038778i,0.00028946-0.00044571i,0.00019702-9.1438e-06i,0.00023317-0.00026538i,-0.00018057-0.00057141i,-0.00055814-0.00015844i,-5.5235e-05+0.00016225i,0.00035862+0.00066741i,0.000511+0.00097752i
-2.58e-05+3.4923e-06i,0.00072435-0.00042944i,-0.00020322-0.0010893i,-0.00037874-0.0022964i,0.00071941-0.0027023i,0.00036311-0.0019151i,0.00016962-0.00075573i,-0.00017094+0.00022122i,-0.00039914+0.00094399i,-0.00025758+0.00076379i,-6.4303e-05-4.7483e-05i,-7.2822e-05-0.00022784i,0.00014889-0.00067807i,0.0010455-0.0010814i,0.001183+2.3701e-05i,0.00044834+0.00050624i,0.00014276-0.00024649i,0.00058405-6.0834e-05i,0.00044278-0.00032363i,3.6876e-05-0.00066282i,-0.0003547-5.8868e-05i,-0.00082865+0.00066138i,-0.00088131+0.00023341i
-0.0010103+0.00072267i,0.00011804+0.0011519i,0.00070791+0.001365i,0.0021572-0.00030283i,0.0027281-0.0022777i,0.0015672-0.0028338i,-0.00045042-0.0012536i,-0.0013547+0.00038753i,-0.0006391+0.00080876i,0.00079018+0.00025831i,0.0015322-0.00051867i,0.0012764-0.00017562i,0.0004709+6.386e-05i,0.00021047-0.00065386i,0.00013094-0.0010136i,-1.6708e-05-0.00054759i,0.00019928+0.00052306i,0.00043864+0.00093151i,0.00038454+0.00018752i,0.00031068-0.00031088i,5.6477e-05-6.7396e-05i,-0.00021062-3.0612e-05i,-6.1549e-05-0.00049111i
-0.00035541+0.0018332i,-0.00022363+0.00061644i,0.00155-0.0010595i,0.0026645-0.0026965i,0.0026585-0.0034145i,0.00099853-0.0029429i,-0.00049226-0.00088201i,-0.00070619+0.00078499i,-0.00022306+0.0011895i,6.4841e-05+0.00029745i,0.00030557-0.00044904i,0.00013959-0.00011451i,0.00014591+3.76e-05i,0.00048441-1.4386e-05i,0.00014083-0.00014106i,-0.00051653-0.00024211i,-4.1873e-05-0.00028498i,0.00083954+0.00019311i,1.4189e-06+0.00044182i,-0.00070455+0.00018725i,-0.00043022+0.00018687i,-0.0004145+9.3791e-05i,-0.00059848-0.00010617i
0.001076-0.00075562i,0.0011688-0.00064801i,0.00030088-0.00065646i,0.00073429-0.00096829i,0.00083073-0.0020917i,-3.6282e-06-0.0024091i,-0.0009228-0.0017322i,-0.00040411-0.0014916i,0.00032639-0.0010112i,0.00021008-0.00013562i,-0.00017901+0.00018018i,-0.00026735+0.00080918i,0.00024475+0.00076198i,0.00045578-0.00023531i,9.2422e-06-0.00056996i,-0.00022051+0.0004562i,7.2651e-05+0.0012067i,8.4075e-05+0.0005886i,-2.3074e-05+0.00019499i,3.8064e-05-0.00011396i,0.00012997-0.00032268i,0.00024305-0.00044773i,-7.937e-05+0.00019471i
0.0013628-0.00016203i,0.0012577-0.00051761i,0.0024038-0.0011589i,0.0025954-0.0015795i,0.0016879-0.0028333i,0.00062989-0.0034564i,-0.00031247-0.0020356i,-0.0010254-0.000301i,-0.0011496+0.00087593i,2.2255e-05+0.00059726i,0.00074991-0.00017059i,0.00034515-0.00017344i,0.00041624-0.00022292i,0.00060429-0.0011027i,0.00060699-0.0012467i,0.00061658-0.00044226i,0.00078714+0.00012314i,0.00066455-1.7625e-05i,0.00015767-0.0006647i,-7.7462e-05-0.00036422i,0.00032107+0.00016991i,0.00059721+0.00056826i,0.00025302+0.0004957i
2.6374e-05-0.00057037i,-0.00087361-8.084e-05i,-0.00085617-0.000358i,0.00057721-0.0019019i,0.00070927-0.0037344i,-0.00046647-0.003495i,-0.00053845-0.0016205i,-0.00053801-0.0001256i,-0.0001493-0.00020097i,0.0011125-7.2164e-05i,0.00077206-0.0001287i,3.0926e-05-0.00027859i,0.00025474-0.00033964i,0.0010275-0.00064311i,0.00098223-0.00066638i,0.00090667-0.0009153i,0.00089609-0.0012145i,0.00058255-0.001055i,0.00054376-0.00054453i,0.00083584+8.1389e-05i,0.0001846+0.0006016i,-0.00073469+0.00067036i,-0.0015899+0.00014982i
-9.9532e-05+0.00011386i,0.0019862+0.00022535i,0.0029644-4.243e-05i,0.002412-0.00065251i,0.0014254-0.0017122i,4.5592e-05-0.0019783i,-0.0012061-0.00029137i,-0.001739+0.00072052i,-0.0011659+0.0011107i,0.00030607+0.00053382i,0.00087977-0.00043764i,0.00045366-0.00047955i,0.00045627-0.00021654i,0.00021722+0.00010419i,0.00028379-0.00042712i,0.00034484-0.00075724i,0.0002351-0.00074343i,0.00034049-0.00088335i,-0.00012929-0.0010297i,-0.00032885-0.00084462i,-0.00019695-0.00087555i,0.0002798-0.00092203i,3.674e-06+0.00011071i
-0.0017451+0.00032135i,-0.0011862+0.00063894i,-0.00045195+0.0010637i,0.00045769+0.00061326i,0.001436-0.0010529i,0.0014917-0.002451i,0.00075897-0.0019588i,0.00029562-0.00020434i,0.00013579+0.00032622i,0.00034083+0.00025189i,-7.3385e-05+0.00077234i,-0.00056412+0.00060066i,-0.00050668-0.00018366i,-0.00026429-0.00058061i,0.00016327-6.4052e-05i,-0.00018772-9.1053e-05i,0.0001855-0.00055245i,0.00083019-0.00032626i,3.4931e-06+0.00015024i,-0.00083078-6.859e-05i,-0.00095309-0.00010689i,-0.00068115-3.5645e-05i,-0.00054219-0.00030496i
-0.0011249+0.00033828i,-0.000423+0.00034999i,0.0013657+0.00031849i,0.0029197-0.0003816i,0.0032712-0.0016755i,0.0026168-0.0027921i,0.00084772-0.0014126i,-0.00027452-9.4015e-05i,9.1747e-05+0.00069783i,0.00010447+0.0011161i,-0.00021213+0.00028789i,-3.7152e-05-0.00032753i,0.00025914-0.00052192i,-2.8276e-06-0.00072838i,-0.00054119-0.00050023i,-0.0003473-2.2039e-05i,-0.00025031+3.904e-05i,-0.00011183+2.5264e-05i,-0.00011525-3.19e-05i,-0.00076745-0.00025236i,-0.00062736-0.00034599i,0.00019451-0.00033909i,0.00091112-0.00031284i
-0.0015731+7.3362e-05i,-0.00080243+8.865e-05i,-0.00016066-4.9557e-06i,0.00058487-0.0014769i,0.0007112-0.0035196i,0.00061616-0.0035651i,0.00089241-0.0019279i,-0.0002072-0.00060676i,-0.0010795+0.00066518i,8.5087e-05+0.0012198i,0.0010105-2.982e-05i,0.00010311-0.00038105i,0.00016208-0.00054127i,0.0010069-0.00061149i,0.00075137-3.1849e-05i,0.00066939-0.00023102i,0.00055191-0.0010063i,-0.00026471-0.00071639i,-0.00047628+8.3987e-05i,-0.00015512+0.00063408i,0.00076724+0.0005546i,0.0010015-3.2177e-05i,-6.0182e-05-0.00044914i
9.127e-05-0.00014017i,0.0010134-0.00062339i,0.0012509-0.00016967i,0.0013152-0.00046848i,0.0016441-0.0022881i,0.0010989-0.0033943i,0.00031532-0.0025627i,-0.00023452-0.00058733i,-0.00034142+0.00079922i,-0.0001598+0.00025422i,-0.0002238-0.00046728i,-0.00025967-0.00032723i,0.00058547+1.5696e-05i,0.0020074+0.0002966i,0.0021791+0.00054116i,0.00092854+0.00051373i,2.1062e-05+0.000311i,-0.00011893+0.00014471i,5.6885e-05-0.00019326i,0.00025279+4.3002e-06i,0.00016697+0.00074835i,2.9523e-06+0.00074332i,0.0001389+0.00054421i
-0.00051068+0.00062042i,-0.00047435+0.00046556i,0.00021148-2.2171e-05i,0.0011445-0.0016158i,0.0006164-0.0036419i,-0.00092942-0.0031056i,-0.00098752-0.00050414i,3.4048e-06+0.00096758i,0.00037151+0.00072276i,0.00089081+0.00025453i,0.00025577+5.9871e-05i,-0.00089718-0.0003732i,-0.00064476-0.00010404i,-0.00035472+3.299e-05i,0.00015595+0.0003007i,0.00018143-4.1709e-05i,2.6772e-05+3.6478e-06i,0.0002996+0.00031647i,-2.846e-05-6.4701e-07i,2.5762e-06-0.00035478i,-1.6759e-05-0.00034579i,-0.0010438+0.00035531i,-0.0017381+0.00065428i
0.0016334+0.00091648i,0.0016328+0.0011233i,0.0024518+0.0010125i,0.0022332+0.00028519i,0.0016662-0.0014284i,0.00077051-0.0016581i,0.0004096-0.00035789i,0.00048517+3.9796e-05i,0.00015117-0.00054455i,5.3462e-05-0.0013041i,5.5142e-05-0.0015301i,-0.00047417-0.00040236i,-0.00065509+0.00044287i,-0.00010119+0.00017329i,0.00029901-0.00019474i,0.00034395-0.00037265i,0.0001725-0.00044857i,-0.00049589-0.00047175i,-0.0003821-0.00090534i,-6.535e-05-0.00049276i,0.00019228-0.00014787i,0.00092664-0.00013618i,0.00085925-0.00042073i
0.00063228-0.00050373i,0.00095684+0.0002257i,0.0013236-0.001474i,0.0014525-0.0031672i,0.0008861-0.0040715i,0.00055505-0.0039984i,0.00056058-0.0019729i,-0.00073629+0.00056959i,-0.0011531+0.0013287i,-0.00069091+0.00032975i,-0.00086656-0.00083039i,-0.00079993-0.0004022i,-0.00012356+0.00021191i,0.0004769-5.8407e-05i,0.00036708-0.0003487i,0.00034407-0.0010348i,6.661e-05-0.00089449i,-0.00013436+0.0001339i,0.000136+2.114e-05i,0.00010207-0.00044109i,-0.00012834+0.00051208i,0.00078106+0.00027677i,0.00084437-0.00049121i
-0.00017845+0.00034393i,-0.00087266+0.00049158i,0.00035842+0.00027596i,0.001974-0.0016461i,0.0018869-0.0037284i,0.0006387-0.0037816i,-0.00097018-0.0017543i,-0.0021231-0.00082556i,-0.00098874-0.00086956i,9.024e-05-0.00024557i,-4.0623e-05-0.00040051i,-0.00047391-0.00068921i,-0.00031705-0.00030975i,0.00030631+0.00024064i,2.9111e-05+0.00064434i,-3.074e-09+0.00038027i,0.00070326+0.00012851i,0.0008559+0.00057116i,0.00026601+0.00037519i,0.00020908-0.00020439i,0.00034799+0.00017718i,0.00024673+0.0011504i,-7.0675e-05+0.0010018i
-0.00032753-0.00043139i,0.00034844-0.0011742i,0.00039382-0.0012859i,0.0016332-0.0008179i,0.0013908-0.0010838i,0.00019495-0.0013261i,-4.2896e-05-3.1913e-05i,-0.00050348+0.0016244i,-0.00012888+0.0018438i,0.00041194+0.0013313i,-9.1692e-05+0.00088612i,-0.00046342+0.00092231i,-0.00013065+0.00082869i,0.00014002+0.00063477i,-0.00011807+0.0006467i,3.93e-05+0.00060924i,0.00016677+0.00028411i,0.00016427-0.0001329i,0.00048701-0.001249i,0.00055213-0.0014797i,0.00070273-0.00018571i,0.0012495+0.00017723i,0.001192+0.00013432i
-0.00060356-0.00055536i,-0.00040948-0.00083075i,-0.00032005-0.00080548i,0.00052263-0.0021222i,0.00092802-0.0034414i,0.00036933-0.0033236i,2.7625e-05-0.0018678i,-0.00058497-0.00092604i,-0.0014338+1.6492e-05i,-0.0010401+0.00052901i,-0.0008395+0.00040482i,-0.00093178+0.00016937i,0.00038885+8.5725e-05i,0.00061621+0.00027026i,0.00020416+0.00067031i,0.00036242+0.00080027i,0.00021379+0.00057677i,-0.000137-0.0002457i,-0.00012743-0.00082287i,0.00056986-0.00053099i,0.00097306-7.0469e-05i,0.0003872+0.00022723i,-0.00011154-0.00044872i
-0.00056322-0.00018688i,-0.00062449-0.00029918i,0.00060025+0.00084473i,0.0023693+0.0012793i,0.003577+0.00017395i,0.0025465-0.00091559i,0.00049937-0.00070452i,0.00015308+0.00067312i,0.00067452+0.0014334i,0.0006446+0.00050212i,0.00055318-0.00010764i,0.00075991+0.00011467i,0.00057482+0.00024983i,0.00038429+0.00039297i,0.00047946+0.00063339i,0.00053368+0.0003464i,0.00058006+9.9906e-05i,0.00063283+0.00060384i,0.00023449+0.00043815i,-0.00051919-0.00045083i,-0.00042968-0.00094466i,4.5639e-05-0.0009933i,0.00032083-0.00025654i
0.00096727+0.00056702i,0.00020817+0.00011208i,0.00055069-0.0011613i,0.0014833-0.0032534i,0.0014696-0.0035865i,-0.00058628-0.0023855i,-0.00087173-0.001284i,-1.1691e-05-7.1528e-05i,0.00035282+0.00064383i,0.00078841-0.00010134i,0.00028116-0.00066374i,-0.000124+0.00013559i,7.6238e-05+0.00029436i,-0.0001761+0.00048541i,-0.00033772+0.00067051i,0.00034192+0.00036949i,0.00094113+0.00058579i,0.00056284+0.00018477i,0.00027139-0.00082528i,0.00069243-0.0011923i,0.00085762-0.00058079i,0.0009147-7.0061e-05i,0.00068052+0.0002295i
0.00052799+0.0012857i,0.00045933+0.00064661i,0.0023245+0.001256i,0.0028967+0.00032301i,0.0022918-0.0018431i,0.001219-0.0023911i,-0.00025084-0.0010188i,-0.00055071+0.00079323i,8.0954e-05+0.0016327i,0.00080116+0.0016071i,0.0010499+0.00060022i,0.00044878+3.9955e-05i,0.00030238+0.00041883i,0.00086181+0.00066233i,0.00052979+0.0011769i,0.00033796+0.00053131i,0.0007547-0.00021118i,0.00079648+0.00039514i,0.00077642+4.4516e-05i,0.00076814-0.00069505i,0.00053591-0.00015181i,0.00046666+0.00019658i,0.00052193-0.00063791i
-0.00010813+0.0018782i,-0.0010809+0.00070637i,0.00077297+0.0013767i,0.0038116-0.00060364i,0.0049737-0.0027007i,0.0040558-0.0032246i,0.0013578-0.0021144i,-0.00075389-0.00034817i,-0.00046734+0.0007334i,0.0010128+0.00087373i,0.001025+0.00030128i,8.0006e-05+0.00032867i,2.867e-05-0.00013217i,0.00033561-0.00083276i,2.7567e-05-0.0010634i,7.6636e-05-0.00030822i,-4.7045e-05+0.00022588i,-0.00018954-6.5066e-05i,0.00016503-8.2404e-05i,-0.00010845-0.000247i,-0.00041147-0.00030158i,-0.00029876-0.00030506i,-2.2504e-05-5.8828e-05i
-0.0010975+0.00053204i,-0.00012076+0.0012367i,0.0012903+0.0012546i,0.0018872-3.4086e-05i,0.00040937-0.0014008i,-0.00091471-0.0014612i,-0.00079769-0.00090757i,-6.5237e-05+0.00013106i,5.2633e-05+0.0012092i,5.053e-05+0.0011805i,-0.0005422+0.00050085i,-0.0004979+0.00045479i,0.00023321+0.00069926i,0.00044019+0.00058822i,0.00094792+0.00033298i,0.0010093-0.0003785i,4.8051e-05-0.0011275i,-0.00016509-0.00022045i,0.00011549-3.8234e-05i,8.7905e-05-0.0005266i,-0.00020138-9.087e-05i,-0.00037743+6.9197e-05i,-4.2521e-05+0.00067063i
0.0017419-0.0013069i,0.0011245-0.00051022i,0.00098463-0.0012026i,0.00067156-0.0022225i,0.00077192-0.0031906i,0.00093753-0.0028231i,0.00020507-0.0010765i,-0.00031326+0.00042105i,-0.0003964+0.00098162i,-0.00073632+0.00069644i,-0.00084012-0.00067146i,-0.00025312-0.00067369i,0.0008329+0.00082624i,0.0011897+0.00063582i,0.0012982+0.00019344i,0.00093057-0.00017545i,0.00036314-0.00085617i,3.7409e-05-0.0009257i,0.00038183-0.00098978i,0.00079793-0.00068589i,0.00015193+2.288e-05i,-0.00029156+1.7212e-05i,0.00017037+7.857e-05i
-0.00023163-0.0010248i,-0.00049082-0.00079612i,-0.00045877-0.00081809i,0.0010774-0.00091273i,0.0021083-0.0019822i,0.0010556-0.0028444i,4.9649e-05-0.00069138i,-0.00028773+0.0018808i,-0.00058407+0.0025541i,-0.00037742+0.0019504i,-0.00020751+0.00062708i,0.00022209+0.00020354i,3.9404e-05+0.00055573i,-6.0143e-05-0.00028267i,0.00058585-0.00050125i,0.0005776-2.7496e-05i,-0.00018496+0.00010216i,-0.00068663-0.00029258i,-0.00077192-0.0010212i,-0.00037747-0.00077436i,-0.00010853+7.7584e-05i,-0.00076752+6.519e-05i,-0.0010545-0.00029455i
0.0011075-5.2236e-05i,0.0004097+1.2042e-05i,0.0017602+9.9594e-05i,0.0032758-0.0021008i,0.0026883-0.0039753i,0.0007075-0.002713i,-0.00023647-0.00013243i,0.00015092+0.00060239i,0.00073344-0.00013157i,0.0010647-0.00065045i,0.00068036-0.0011602i,5.4728e-05-0.00069236i,-0.00045284+0.00021454i,-0.00055668+0.00032361i,0.00028346-0.00030866i,0.0014963-0.00060514i,0.0011434-0.00047745i,0.00026445+9.6595e-05i,3.1762e-05+0.00046767i,-0.00045027+0.00035558i,-0.00057136-0.00023707i,1.8995e-05-0.0012152i,-0.00028851-0.0014527i
