-0.0013048+0.00088825i,-0.00064091+0.00052809i,-0.0010839-4.057e-05i,-0.0018463+0.00034659i,-0.0031302+0.001185i,-0.0019728+0.001586i,-0.00062749+0.0015861i,-0.001358+0.0011388i,-0.0013129+0.0015636i,-0.00023635+0.0018269i,0.00025975+0.00054381i,-0.00030709-0.00017432i,-0.00093675-0.00011514i,-0.000472-0.00042636i,0.00017002+0.00013462i,6.4307e-05+0.00033934i,-0.00010138+0.00037848i,4.5184e-05+0.00037765i,0.00024781+0.0001315i,-0.00062034+0.00020201i,-0.00061026-0.00012844i,-0.00016844-0.00023325i,5.2804e-05+4.827e-05i
-0.0015124-0.0020017i,3.2074e-05-0.0093438i,0.0093003-0.02376i,0.020217-0.033499i,0.012338-0.024092i,-0.014684-0.010154i,-0.03262-0.0063403i,-0.028766-0.00785i,-0.014612-0.006589i,-0.0037036-0.0022989i,-0.00036748-0.00011522i,-0.000259+0.0009049i,4.1023e-05+0.0010481i,-0.00088654+0.00090057i,-0.0027936+0.0020229i,-0.00388+0.003112i,-0.0035988+0.0027837i,-0.0021148+0.0011908i,-0.00058348+0.00079228i,-2.159e-05+0.001742i,-9.3389e-06+0.0025444i,0.0010219+0.002891i,0.0015272+0.002653i
-0.00013734+0.0054875i,-0.0048629+0.010941i,-0.019847+0.020818i,-0.035145+0.026048i,-0.026942+0.020514i,-0.00061637+0.011787i,0.012724+0.0034032i,0.010179-0.0011104i,0.0073534+0.0022722i,0.0069806+0.0046403i,0.00501+0.002771i,0.0022321+0.0020214i,-0.00017629+0.0038155i,-0.0007034+0.0043907i,0.0019795+0.0021498i,0.0049531-0.00095748i,0.0047249-0.0024195i,0.0024762-0.0023025i,-0.00011569-0.002572i,-0.0020283-0.0030086i,-0.0019854-0.0024014i,-0.0014234-0.0019464i,-0.0010143-0.0012594i
-8.4661e-05-0.0023363i,0.0068837-0.0050366i,0.021119-0.0053226i,0.033046-0.0021887i,0.028378-0.0038082i,0.018371-0.014545i,0.019955-0.019351i,0.023312-0.011016i,0.017005-0.00042869i,0.0072864+0.0033457i,0.0023745+0.00076296i,0.001431-0.0020377i,0.0012625-0.0033602i,0.0010238-0.0043163i,1.9313e-06-0.0040337i,-0.0011452-0.0036029i,-0.00061677-0.0028062i,-8.6011e-05-0.0017676i,-0.0008632-0.0011308i,-0.0014947+3.5617e-05i,-0.0016992+0.0014166i,-0.0014061+0.001891i,-0.00054609+0.0011847i
-0.0030973-0.00022125i,-0.010564+0.00036118i,-0.02394-0.0024838i,-0.033021-0.0056272i,-0.02523+0.0049983i,-0.012469+0.02581i,-0.0090852+0.034266i,-0.01147+0.028477i,-0.010443+0.019261i,-0.0040166+0.010848i,0.00071024+0.0052102i,0.0012568+0.0031877i,0.0010059+0.0023024i,0.00096548+0.0014778i,0.0024897+0.0020514i,0.0036475+0.0034298i,0.0023417+0.0042361i,0.00082802+0.0034272i,0.00069917+0.0015128i,0.0018802-8.1609e-05i,0.0023685-0.00029951i,0.0020146-4.2547e-05i,0.0013891-3.7704e-05i
0.0042057-0.0027865i,0.0074364-0.00010334i,0.013496+0.010132i,0.016561+0.022453i,0.013126+0.019026i,0.0091323+0.00385i,0.0027303-0.0039657i,-0.0044644-0.0029492i,-0.0050182-0.00015679i,-0.0023582+0.00092986i,-0.00078663+0.0019551i,0.00031463+0.0030624i,0.0022227+0.0038223i,0.0037575+0.0028449i,0.0030648-0.0006161i,0.00051067-0.0036032i,-0.00098992-0.0040403i,-0.00095216-0.0030749i,-0.0014225-0.001334i,-0.002199+5.3895e-06i,-0.0022653+0.0002942i,-0.0015992+0.00057328i,-0.0010982+0.0002108i
-0.00090377-0.00047276i,-0.0041022-0.0041239i,-0.0083045-0.014718i,-0.011578-0.024344i,-0.015508-0.021326i,-0.019761-0.013901i,-0.017339-0.015485i,-0.0075816-0.017733i,-0.00016824-0.011778i,0.00088014-0.0045539i,-0.00062252-0.0016474i,-0.0014044+0.00051895i,-0.0013239+0.0013024i,-0.0014227+0.0011335i,-0.0023597+0.0022045i,-0.0021122+0.002578i,-0.0014842+0.00079086i,-0.0018325-0.00070632i,-0.0018902+1.8627e-05i,-0.00046088+0.0012533i,0.00038011+0.00082601i,0.00031986-0.00021344i,0.00023012-0.00014578i
0.0011925-0.0020536i,0.00023025+0.0025122i,-0.002142+0.01416i,-0.0068898+0.026821i,-0.0029782+0.029034i,0.015006+0.022384i,0.027646+0.015267i,0.023753+0.012402i,0.014512+0.010482i,0.0092131+0.0055778i,0.0062323+0.0014503i,0.0038559+0.0007355i,0.0033158+0.00099014i,0.0039589+0.00024476i,0.005113-0.0014609i,0.0055892-0.0018831i,0.0055313-0.0012668i,0.0044389-0.0013791i,0.0018489-0.0018643i,4.8717e-05-0.0019245i,-0.00067289-0.0013353i,-0.0013028-0.0010865i,-0.00078848-0.0009369i
0.0015309-0.0015148i,0.0025029-0.0042785i,0.0060191-0.011011i,0.010746-0.016721i,0.0081859-0.016095i,0.0012285-0.011645i,-0.00085196-0.0040369i,0.00049712+0.0046014i,0.00088097+0.0096103i,0.0017876+0.0087999i,0.0029321+0.0049365i,0.0022275+0.0028453i,0.0017184+0.001518i,0.0013759-0.00038383i,-0.0011092-0.0011059i,-0.002513-0.00064913i,-0.00096927+0.00090549i,8.3852e-05+0.002052i,-0.00043519+0.0015002i,-0.00086869+0.0013299i,-0.0011678+0.002185i,-0.0011955+0.0022062i,0.00022467+0.00095822i
-0.00049096+0.0023677i,-0.0024013+0.0044294i,-0.010093+0.0089912i,-0.018735+0.015744i,-0.018498+0.022236i,-0.01336+0.02566i,-0.014469+0.019235i,-0.017521+0.0086213i,-0.013727+0.0058584i,-0.0071254+0.0069245i,-0.0028499+0.005776i,-0.00099366+0.0042988i,-0.00018341+0.00438i,0.0015399+0.0046341i,0.003683+0.0039599i,0.0032976+0.0039i,0.00066006+0.0036743i,-0.0013083+0.0040213i,-0.00063447+0.0033854i,0.00053023+0.00071147i,0.00040818-0.00061364i,0.00047328-9.7196e-05i,0.00098464-9.1396e-05i
-0.0023987-0.0028679i,0.00042343-0.0024782i,0.0069244+0.00065864i,0.016168+0.0039942i,0.020449+0.00081957i,0.019959-0.0098679i,0.016043-0.018279i,0.010238-0.016106i,0.0044062-0.00872i,0.00065994-0.0046262i,-0.0014925-0.0027206i,-0.0017494-0.00034568i,-0.00053667+0.00082622i,-7.831e-05-0.00061671i,0.0003914-0.0037547i,0.0012374-0.0050986i,0.00072759-0.0049085i,-0.00088953-0.004218i,-0.002156-0.0027949i,-0.0026957-0.00080724i,-0.002468+0.00068978i,-0.0014586+0.00097634i,-0.00048032+0.0013037i
-0.0018905-0.0031846i,-0.006094-0.0021269i,-0.014567-0.0031312i,-0.023074-0.0039649i,-0.023851+0.00030003i,-0.014309+0.0046134i,-0.0021322+0.0026358i,0.0052607-0.00023917i,0.0072977+0.00023662i,0.0063145+0.00045194i,0.0039118-0.0010894i,0.0022145-0.00062867i,0.0019034+0.0012517i,0.0013205+0.0021825i,0.00067323+0.0032935i,0.0012551+0.0032061i,0.0017091+0.00099048i,0.0015614-0.0015338i,0.00094819-0.0018374i,-0.0003176-0.0008455i,-0.0010486-0.00020872i,-0.00089826-0.00022085i,-0.00041259-0.0010791i
0.00041581-0.0044728i,-0.00083728-0.0022452i,-0.0010382+0.0038026i,0.0030655+0.013202i,0.0092243+0.019163i,0.01632+0.020076i,0.016861+0.019496i,0.010658+0.018908i,0.0075431+0.014223i,0.0078171+0.0077072i,0.0069617+0.003889i,0.0059657+0.0019129i,0.0056695+0.0015208i,0.0057762+0.00035322i,0.0054711-0.001408i,0.0049369-0.0010316i,0.0045505+0.00069816i,0.0038165+0.00075677i,0.0022349-0.00056532i,0.0005682-0.0018382i,-0.0002506-0.0016843i,-0.00046469-0.00065596i,-0.00038527+0.00033392i
-0.0024872-0.0189i,-0.011242-0.017038i,-0.025551-0.019156i,-0.027766-0.016828i,-0.023932-0.0088238i,-0.017747+0.0010521i,-0.012731+0.00031453i,-0.010754-0.0019898i,-0.0082537+0.0022359i,-0.0057495+0.007273i,-0.0016549+0.0091687i,0.0025642+0.0075783i,0.0044339+0.0052029i,0.0043669+0.0026983i,0.0026974+3.8909e-05i,-0.00012304-0.0014864i,-0.0021298-0.0022498i,-0.0020629-0.0012473i,-0.001685+4.4368e-05i,-0.0010696+0.00047764i,-0.00026435+0.0013158i,-7.3781e-05+0.0015568i,0.00089726+0.00078228i
0.0012117+0.0063982i,0.0010988+0.0077875i,0.0008265+0.013429i,-0.0034805+0.020587i,-0.0051908+0.023686i,-0.0022966+0.016253i,0.000326+0.0045738i,-0.00070603-0.0030251i,-0.0029829-0.0028322i,-0.0041793+0.00078816i,-0.0042651+0.0020059i,-0.0033686+0.0019894i,-0.002614+0.0012396i,-0.00047327+0.0014221i,0.001232+0.0028821i,0.00081032+0.0029959i,-0.0011635+0.0016586i,-0.002753+0.00068428i,-0.0023395+0.00056315i,-0.0018379+0.00078672i,-0.0017071+0.0013809i,-0.0021501+0.0019578i,-0.0022338+0.0013388i
-0.0010805+0.0021764i,0.0011363-0.00015735i,0.0061861-0.0043316i,0.012147-0.009079i,0.016685-0.013139i,0.016052-0.013814i,0.013226-0.0093528i,0.010697-0.0023533i,0.0065691+0.00025133i,0.0021929-0.0029615i,-0.00037473-0.0048459i,-0.0015696-0.0029624i,-0.0013475-0.0016587i,-0.0011388-0.0023806i,-0.00052246-0.0033892i,0.00071527-0.0044574i,0.0013159-0.004719i,0.0014498-0.0040515i,0.00067839-0.0028263i,-0.00085647-0.0013457i,-0.00051225+0.00037918i,0.00048145+0.00045793i,0.00086722+3.6528e-05i
0.0028258+0.002076i,0.0010871+0.0032034i,-0.0038848+0.0056836i,-0.011066+0.0076448i,-0.013729+0.0096775i,-0.010456+0.011614i,-0.0065659+0.01231i,-0.005114+0.010493i,-0.0012675+0.0067438i,0.0044262+0.0023123i,0.0054155-0.0010483i,0.0026049-0.0013225i,0.0016688+0.00053704i,0.0023945+0.0031213i,0.0010893+0.0046846i,-0.00010405+0.0050648i,0.00045868+0.0041608i,0.00074075+0.0012282i,0.00031394-0.0015335i,-0.000806-0.0028819i,-0.0014884-0.0030976i,-0.00088177-0.0024102i,-0.00015584-0.0020105i
-0.00029797+0.0021183i,0.0015056+0.0014197i,0.0071351+0.0028355i,0.013222+0.0056467i,0.015425+0.0070149i,0.012144+0.0052517i,0.0061801+0.0020051i,0.0015826+0.0002388i,0.0014426+0.0019672i,0.0046851+0.0048047i,0.0066062+0.0044218i,0.0058361+0.0016536i,0.003799-1.778e-05i,0.0023017-0.00075153i,0.0012289-0.0010506i,0.0012395-0.00050823i,0.0020346+0.00055537i,0.0019779+0.0012271i,0.0011881+0.0011265i,0.00080763+0.0015862i,0.00074101+0.0022305i,0.0010441+0.0024009i,0.00093154+0.0020978i
-0.00024663+0.0017475i,-0.001944+0.0020332i,-0.0051572+0.0001655i,-0.0096941-0.0056793i,-0.011858-0.012469i,-0.01048-0.013362i,-0.0059274-0.010507i,-0.00098173-0.0061348i,-0.0008998+0.00061773i,-0.0030789+0.0051797i,-0.002989+0.0063106i,-0.0022381+0.0059565i,-0.0031002+0.0042206i,-0.0035348+0.002818i,-0.0032486+0.0020697i,-0.0037433+0.0012937i,-0.0036131+0.00065233i,-0.0028444+0.00021924i,-0.0017787+0.00013602i,0.00011047+0.00029566i,0.0014465-0.00061179i,0.0018432-0.0013691i,0.0013581-0.00057067i
0.0023548+0.000813i,0.0035885+0.0013026i,0.0060545+0.0041468i,0.0062593+0.010116i,0.0045457+0.01513i,0.0057869+0.013641i,0.0073156+0.0089986i,0.003643+0.0057102i,-0.0006462+0.0031816i,-0.0025034+0.0012167i,-0.0043264+0.0001306i,-0.0040433+0.00042202i,-0.00064512+0.0011551i,0.0027068+0.00080022i,0.0038311-2.27e-05i,0.0030642-0.00088953i,0.002292-0.0014705i,0.00054436-0.0011746i,-0.0025977-0.0005407i,-0.0043372-0.00047691i,-0.0039444-0.00013718i,-0.003139+0.0003551i,-0.0032201+3.2911e-05i
0.0028181+0.0011404i,0.0012815-0.0011518i,0.00068863-0.0059129i,0.00023512-0.011657i,0.0017754-0.012322i,0.0025808-0.0071746i,0.0025063-0.0026665i,0.00035121-4.7506e-05i,-0.00032399+0.0011512i,0.0021728-0.00067899i,0.0022281-0.0035546i,-0.00082113-0.0032675i,-0.0017727-0.00087322i,-0.0012369+0.00054774i,-0.0015867+0.00049921i,-0.0010843-0.00056618i,0.0001429-0.0020382i,0.00059598-0.0031884i,0.0011383-0.0030924i,0.0010992-0.0018393i,0.0012188-7.4456e-05i,0.0014812+0.00097454i,0.0014388+0.0007952i
-0.00084877+0.0025552i,-0.00047909+0.0042127i,-0.0016943+0.0089503i,-0.0054797+0.01373i,-0.010153+0.014388i,-0.010418+0.011112i,-0.0067207+0.0059595i,-0.0034006+0.0026685i,-0.00028428+0.004127i,0.0036376+0.0051772i,0.0061707+0.0024773i,0.0044721+0.00054493i,0.0029445+0.0020555i,0.0035534+0.0035119i,0.0033609+0.0035687i,0.0017959+0.0032967i,0.0011801+0.002668i,0.0010674+0.0015079i,0.00097073-0.00039582i,0.00097258-0.0016373i,0.00020659-0.0020968i,-3.7654e-05-0.0023972i,0.00048976-0.0021436i
-0.0026596-0.0037388i,-0.0028332-0.0028653i,-0.0013382-0.0038167i,0.0024944-0.0031517i,0.0066077+0.00018939i,0.0084107+0.0016286i,0.0091389-0.0019507i,0.0072064-0.0029555i,0.0029381+0.0011482i,0.0015414+0.0044187i,0.0012899+0.0052618i,0.001252+0.0034736i,0.0015008+0.00039756i,0.0011115-0.0015453i,0.00050601-0.0020145i,0.00079567-0.0015306i,0.00089714-0.00081123i,0.00058523-0.00025334i,0.00054846+0.00039691i,-0.0011396+0.0014695i,-0.0028524+0.002577i,-0.0025831+0.0024319i,-0.0012999+0.0018984i
-0.0018112-0.0020802i,-0.0046224+0.00063228i,-0.00967+0.0023103i,-0.014044+0.0033159i,-0.012933+0.0034629i,-0.0064207+0.0033444i,-3.4861e-05+0.0025984i,0.0018692+0.0027855i,-1.0177e-05+0.004061i,-0.0025719+0.0040636i,-0.0044342+0.0026053i,-0.0039122+0.0016496i,-0.0023048+0.0015318i,-0.0013827+0.0016822i,-0.00020686+0.001354i,0.00082497+0.00097789i,-0.0002109+0.0008627i,-0.001933+0.00055644i,-0.001748+0.00079357i,-0.00026855+0.00089948i,0.00031893+0.00091382i,-9.8998e-05+0.0011354i,0.00055018+0.000636i
0.0021003-0.00035006i,0.0033118-0.00073818i,0.0052645+0.00067828i,0.0073312+0.0049783i,0.0076347+0.010148i,0.0065049+0.011003i,0.0041164+0.0083825i,0.00034402+0.0052061i,0.00051915+0.002648i,0.0024338+0.00083292i,0.0019133-0.0012639i,0.00080665-0.0014378i,0.001458-0.0004856i,0.0034104-0.00073285i,0.003199-0.00082304i,0.0020196-0.00087189i,0.0021696-0.00090923i,0.0019776-0.0010878i,0.00083833-0.001498i,-0.00070169-0.0014327i,-0.0015373-0.0008609i,-0.0013098-0.0010114i,-0.00035018-0.0010402i
0.00021524+0.0030813i,-0.0005516+0.0021859i,-0.0019935+0.00040939i,-0.0034826-0.0022219i,-0.0024966-0.0041304i,-0.0011447-0.0042476i,-0.0016398-0.0037939i,-0.0018568-0.0013647i,-0.0001546+0.0022082i,0.0031095+0.0029825i,0.0046224+0.0012099i,0.0036102-0.00048485i,0.0016322-0.00035637i,-0.00012219+0.00085372i,-0.00098717+0.0014374i,-0.00063798+0.0012633i,0.0002966+0.0015891i,0.0004831+0.00077816i,0.00056225-0.0010087i,0.0010721-0.0012968i,0.00086468-0.00021573i,-4.8251e-06+0.0012735i,-0.00032719+0.0013236i
-0.0007575+1.9222e-05i,0.00010946+0.00045541i,0.0014158+0.0028758i,0.00014038+0.0095i,-0.0027161+0.012389i,-0.0018745+0.0075529i,0.00083166+0.0038707i,0.0012749+0.0045102i,0.0001471+0.0065828i,0.00048674+0.0069795i,0.0010144+0.005872i,0.0012512+0.0050429i,0.0015423+0.0051978i,0.0018053+0.0042765i,0.0019931+0.0026365i,0.0008521+0.001271i,-0.0001751+0.00026706i,-0.00032981+0.00037172i,0.00093892+0.00010673i,0.00099965-0.00058595i,0.00024079-0.00052884i,0.00045898-1.8317e-06i,-1.2769e-05+0.0010054i
0.0025519-0.0005896i,0.00092297-0.0019615i,0.00055285-0.003329i,0.00087216-0.0034853i,0.0027715-0.0015166i,0.0055319+0.00064415i,0.0071918+0.00040923i,0.0045783+0.00053759i,-0.00010946+0.0014179i,-0.0026177+0.0011549i,-0.003509+0.00094167i,-0.0039504+0.0010579i,-0.0025405+0.0010607i,-0.00089531+0.00051045i,-0.00056492-0.00043582i,-0.00048128-0.0013653i,-0.00083166-0.0020851i,-0.0017969-0.002153i,-0.0024612-0.0011055i,-0.0021372+3.9835e-05i,-0.0013168+0.00012767i,-0.0011181-0.00027493i,-0.00067667-0.00069029i
0.0021528+0.0023418i,0.0021715+0.0016285i,0.0011114+0.0010547i,-0.002904+0.0007135i,-0.007054-0.00095082i,-0.0058824-0.00019808i,-0.0015277+0.0022192i,0.00053366+0.0019385i,0.0010241+0.0010652i,0.0010069-0.00016469i,0.00043326-0.0029459i,-0.00037811-0.0034125i,-0.00093733-0.0011182i,-0.00018066+0.00044229i,0.00082795+0.0011725i,0.001065+0.0011137i,0.001266-2.0147e-05i,0.0018229-0.00028128i,0.0014328-0.00083959i,0.00033698-0.0012614i,-0.00070277+0.00034169i,-0.0017297+0.00077088i,-0.0014388-0.00023169i
0.00057107-0.0043512i,-0.00083076-0.0054013i,-0.0026269-0.0056565i,-0.0029702-0.0033031i,-0.0028284+0.0016638i,-0.00086087+0.0050453i,0.00054612+0.0047224i,0.00089619+0.0039469i,0.0029088+0.004464i,0.0050504+0.0039228i,0.0050812+0.0021682i,0.0043508+0.0010134i,0.0043052+0.0002725i,0.0042404-3.0749e-05i,0.0032273+0.00036461i,0.0029209-0.00027856i,0.0032421-0.00077093i,0.0029613-0.00049496i,0.0020679-4.5353e-05i,0.0011206+0.00040708i,0.00054147-1.3309e-05i,0.00042963-9.499e-05i,0.00040142+0.00067225i
0.00078811-0.00063915i,-0.0002706-0.00028536i,-0.0028747+0.00071159i,-0.0052633+0.0015406i,-0.00455+0.0017109i,-0.0020878+0.00074802i,-0.00045327-0.00044668i,-0.00088005+0.00089039i,-0.0010162+0.0041509i,0.00026026+0.0059515i,0.0010484+0.0057334i,0.0011351+0.0042805i,0.00099806+0.0033492i,0.0014519+0.002443i,0.0015905+0.0012722i,0.0011868+0.00066436i,0.0001444+0.0010096i,-0.0009388+0.0011216i,-0.00058505+0.00081791i,5.4797e-05+0.00026145i,-0.00042376-0.00054136i,-0.00068045-0.00054459i,9.2271e-05-0.00041786i
0.0026793+0.0016616i,0.0038964+0.00020838i,0.0048644+0.00041503i,0.0034684+0.002883i,0.00035668+0.0056758i,0.00023739+0.0050742i,0.0018594+0.0024468i,2.6057e-05+0.0019863i,-0.0027329+0.0028577i,-0.003701+0.0026647i,-0.0043187+0.0020484i,-0.0043023+0.0028872i,-0.0025+0.0041277i,-0.00060023+0.0030299i,5.7991e-05+0.0011718i,0.00024672+0.0004177i,-0.00024262+0.00057335i,-0.0011406+0.00047117i,-0.0015575+0.00056545i,-0.0015766+0.0012112i,-0.0012978+0.0014183i,-0.00065009+0.0016661i,-0.00012877+0.0012699i
2.101e-05-0.00092563i,-0.0012944+0.00025934i,-0.0027699+0.0012752i,-0.0030046+0.002563i,-0.00038285+0.0042221i,0.0026399+0.0043969i,0.0027907+0.0018442i,0.000174+0.00033473i,-0.00027914+0.00067745i,0.00083791-0.0010378i,-0.00046203-0.0030077i,-0.0011939-0.0024291i,0.00058109-0.0011752i,0.0008877-0.00065316i,9.1539e-05-0.00064847i,0.0014178-0.00066958i,0.001762-0.0016879i,0.00054939-0.0026966i,0.00038355-0.0021319i,0.00089715-0.0011325i,0.00064688-0.0008145i,0.00071585-0.0008818i,0.0015658-0.0007345i
-0.003156+0.00082126i,-0.00241+0.0020376i,-0.0021522+0.0045466i,-0.0037932+0.0072207i,-0.0049478+0.00745i,-0.0018299+0.0050808i,0.0022255+0.0030144i,0.0037707+0.0020912i,0.0042476+0.0026707i,0.0054264+0.0029873i,0.0052258+0.0013533i,0.0031998+9.834e-05i,0.0017563+6.3788e-05i,0.0015701-7.257e-05i,0.0015976+0.00014437i,0.0004596-0.00026942i,0.000414-0.00092094i,0.0014838-0.00062887i,0.0017638-0.0012185i,0.00037252-0.0020734i,-0.00082511-0.0015176i,-0.0011504-0.000268i,-0.0011219+0.00029552i
-0.0021794-0.00063492i,-0.0018533-0.00040107i,-0.0019436+0.00017861i,-0.0015822+0.00057329i,0.00087874+0.0034849i,0.0035596+0.0044613i,0.0045799+0.0020243i,0.0034124+0.0021903i,0.0013852+0.0048505i,0.0013783+0.0064648i,0.0032119+0.0049396i,0.0039131+0.0032858i,0.0029619+0.0021185i,0.0018177+0.00050234i,0.0013734-0.00016564i,0.001187+0.00014757i,0.0010908+0.00066734i,0.0014813+0.0013118i,0.0016407+0.0019449i,0.0014766+0.0021638i,0.0007834+0.0022311i,0.00029062+0.0021037i,0.00069487+0.0015035i
0.0024685-0.0010303i,0.0018935-0.0011898i,-0.0005904-2.0178e-05i,-0.0034191+0.0003605i,-0.0040194-0.00042689i,-0.0018419-0.00066277i,-0.00061929+0.00058494i,-0.0018873+0.0030336i,-0.0036398+0.0042517i,-0.0035006+0.003712i,-0.0028301+0.0029855i,-0.0021313+0.0021686i,-0.00078862+0.0024473i,0.00024633+0.0021848i,6.9718e-05+0.00057606i,0.00025268-0.00016664i,0.00024893+0.00024435i,-0.0007213+0.00084926i,-0.00098862+0.00053871i,-0.00049518-0.00024396i,-0.00011306-0.00086042i,-4.7119e-05-0.001348i,-0.00058277-0.00021408i
-0.0020145-0.00097681i,-0.0010762-0.00057688i,-0.0011064+0.00048727i,0.00011001+0.0017483i,0.0019714+0.0038267i,0.0023638+0.0048822i,0.0019936+0.0033829i,0.00078905+0.0016597i,-0.00060962+0.0014319i,-0.00066207+0.00056019i,-0.00011729-0.0010829i,-0.00027076-0.00093945i,0.00025049-0.0006021i,0.0011803-0.00067931i,0.0006205-0.00052454i,-0.00048109+1.331e-05i,-0.0014258+0.00033186i,-0.0015252-0.0003112i,-0.0011983-5.4322e-05i,-0.0018463+0.0008348i,-0.0015729+0.0012153i,-0.00080013+0.0017526i,-6.4585e-05+0.001278i
9.2601e-05+0.0024482i,0.00011524+0.0027965i,-0.00036835+0.0026422i,-0.0018836+0.0031783i,-0.00074603+0.0036324i,0.0021355+0.0023433i,0.0034236+0.00093529i,0.003595+0.0006528i,0.0041197+0.0016863i,0.0047938+0.0012099i,0.0038384-0.00089819i,0.0017841-0.0013519i,0.0013626+0.00021344i,0.0014334+0.0012216i,0.0010946+0.0012258i,0.00082684+0.00064092i,0.0011124-0.00063119i,0.00096626-0.0017214i,6.9324e-05-0.0025281i,0.00041176-0.0023258i,0.0014058-0.0013972i,0.0012305-0.00082496i,0.00025309-0.00023391i
0.00061027+0.00069552i,0.00022964+0.00094347i,-0.00018488+0.00084927i,-0.0016558+0.0018556i,-0.0033239+0.0035406i,-0.0025678+0.0042655i,0.00052991+0.002851i,0.0021699+0.0022328i,0.0017381+0.0039027i,0.0020821+0.0050997i,0.0022031+0.0047169i,0.00077348+0.0036251i,-0.00066001+0.0031238i,-0.00019583+0.0032816i,0.00069348+0.0028197i,0.00051037+0.0018715i,0.0011195+0.00046302i,0.0018604-0.00028925i,0.0012564-0.00058296i,0.00019903-0.0013655i,-0.00086777-0.0016532i,-0.00093862-0.00065158i,-0.00051423+0.00043053i
-0.00012011-0.0002512i,7.7387e-05-3.8393e-05i,-8.9694e-05-0.00059112i,-0.0024653+0.00019208i,-0.0037776+0.0015144i,-0.0015338+0.0016347i,0.00015892+0.00068506i,-0.00081342+0.0012765i,-0.0019399+0.0033075i,-0.0021741+0.0038456i,-0.0019659+0.002997i,-0.0015062+0.0024659i,-0.00057258+0.002169i,0.00027308+0.0015867i,0.0005068+0.0013528i,0.0009916+0.001738i,0.0018963+0.0015669i,0.0023907+0.00060919i,0.0020462-0.00018303i,0.0010604-0.00010933i,0.00093056+0.00051175i,0.0012786+0.00019196i,0.00095599-0.00028032i
1.6199e-05-0.0022677i,-0.00011016-0.00060178i,-0.0012175+0.0010477i,-0.0022113+0.0022792i,-0.0030384+0.0025887i,-0.0011903+0.0018869i,0.00085489+0.00074569i,-0.00025443+0.00020503i,-0.001373+0.0011635i,-0.0010416+0.00039166i,-0.00037709-0.0014699i,-0.00072445-0.0016898i,-0.00010245-0.0011763i,0.0011834-0.00089683i,0.00078867-0.00091083i,5.3125e-05-0.0012773i,-0.00028298-0.0015708i,-0.0012036-0.001152i,-0.0018578-0.00081922i,-0.0021989-0.0011581i,-0.0020495-0.0011713i,-0.0011172-0.00041889i,-0.0010029+7.8177e-05i
0.002216+0.0013867i,0.0016808-7.2382e-05i,0.00092907-0.0010151i,0.0002323-0.00049988i,0.00059671+0.0013908i,0.0017038+0.0032981i,0.0018217+0.0024685i,0.0018024+0.0012035i,0.0024098+0.0016663i,0.0038325+0.00064806i,0.0039862-0.00084903i,0.0027749-0.00048891i,0.0025196+0.0010745i,0.0022544+0.0017955i,0.0011148+0.0014259i,0.00085034+0.0013623i,0.00080098+0.0011308i,0.00043309+0.0013223i,0.00092271+0.001256i,0.00062907+0.00030632i,-0.00044211+0.000453i,-0.00034537+0.001283i,0.00045792+0.00094371i
0.0030886+0.00015713i,0.00098889+0.00017952i,-0.00021318+0.00071178i,-0.0017141+0.0024158i,-0.0037186+0.0032176i,-0.0030274+0.0029567i,-0.00081572+0.0029878i,0.00034982+0.0035375i,0.0010651+0.0045685i,0.0023307+0.0050284i,0.0019601+0.0047928i,0.00061735+0.0047624i,0.00053242+0.0044677i,0.00098671+0.0038482i,0.0014222+0.0026165i,0.0014113+0.00093431i,0.0011879-0.00072691i,0.0016862-0.0025269i,0.0015819-0.0037259i,0.00077344-0.0034437i,-9.0185e-05-0.0020662i,-0.0005216-0.0011317i,-9.0042e-05-0.0017488i
-0.00032763-0.0018117i,-0.0007366-0.001932i,-0.0027772-0.00077109i,-0.004385+0.0020148i,-0.0040253+0.0046658i,-0.0014398+0.0047735i,0.00098549+0.0026385i,-0.0001551+0.0017501i,-0.001627+0.003145i,-0.0013683+0.0043257i,-0.0022214+0.0034111i,-0.0022338+0.0025512i,0.00019403+0.0026i,0.0012581+0.001372i,0.00042276+0.00026499i,0.00022274-0.00050257i,-2.3901e-05-0.00056293i,-0.0016722+0.00036726i,-0.002269+0.00079986i,-0.00095124+0.00056885i,0.00038017-0.00013375i,0.00011919-0.00034884i,-0.00055081+0.00079411i
3.3431e-05-0.0003403i,2.5669e-05+0.00011046i,-0.0013768+0.001516i,-0.002718+0.0025103i,-0.0020142+0.0032929i,0.00027942+0.0030568i,0.00078798+0.0008737i,-0.00019056-0.00081344i,-0.0011696-0.00024119i,-0.00080285+0.00020861i,-0.00013212-0.0012323i,-0.00034983-0.0025046i,-0.00070173-0.0022945i,-0.00043021-0.0016692i,0.00095557-0.0017362i,0.0018451-0.0017357i,0.0019561-0.00023688i,0.0023965+0.00075011i,0.0022869-0.00010868i,0.0014298-5.7503e-05i,0.00091412+6.5976e-05i,0.00070709-0.00039614i,0.00057204-0.00070093i
