-0.0029436+0.0017555i,-0.00038904+0.0020536i,5.6158e-05+0.0024358i,0.00039803+0.0031578i,0.00039893+0.0043641i,0.0010346+0.0031694i,0.0017119+0.0007524i,0.0017098-5.0251e-05i,0.0011485+0.00028014i,0.00067645+0.00078218i,0.00058315+0.00066252i,0.00081955+1.424e-06i,0.0011854-0.00086134i,0.00071341-0.00078577i,4.9862e-05+0.00011961i,-0.00019257+0.0010935i,-0.00030042+0.00091055i,0.00045327-0.00025394i,0.0013008-0.0003569i,0.0010592+0.00059724i,0.00018578+0.00071487i,-8.2019e-05+0.00015909i,-9.0409e-05-0.00033252i
9.6534e-05+6.9997e-05i,-0.00048428-0.0005329i,-0.00015682-0.00079876i,0.00010122-0.00089141i,0.00013946-0.0013236i,-0.00021267-0.00062583i,-0.00091229+1.9043e-05i,-0.00076352+0.00044148i,0.00020333+9.1191e-05i,0.00026831-0.00047513i,-0.00028468-0.00013274i,0.00014043+0.00051649i,-0.00017262+0.00061707i,-4.1055e-05+0.00047697i,-0.00029373+0.00066947i,-0.00042258+0.00051946i,0.00051108+0.00010701i,0.0009257-0.00045788i,2.2271e-05-0.00024778i,-0.0011039+0.00031784i,-0.00044262-0.0003723i,0.00022897-0.0012182i,0.00052984-0.00058218i
-0.00092296+0.0022747i,0.00032619+0.0029187i,0.0017018+0.0025283i,0.002625+0.0019288i,0.0026362+0.0017019i,0.0014795+0.00049731i,0.00051434-7.268e-05i,-2.7312e-05-0.00023269i,-0.00046603-0.00039197i,-0.00011129-0.00020578i,0.00037747+0.00016952i,-9.3758e-05-0.00038972i,-0.00032093-0.0010366i,-0.0002066-0.0010162i,7.5514e-05-0.00097637i,0.00028314-0.0005547i,-0.00016683-0.00050306i,-8.8555e-05-0.00060523i,5.4582e-05-0.00021858i,0.0001679+0.00024296i,0.0003167+0.00045117i,0.00051458+0.00048498i,0.00052825+0.00044742i
0.0020403-0.0012523i,0.00068165-0.0014787i,0.00032848-0.0025155i,6.4444e-05-0.0025314i,-0.000505-0.0015244i,-0.0010717-0.00077241i,-0.00061276-0.00030688i,-9.3574e-05-0.00012635i,0.00030835-0.00082622i,0.0011025-0.0010322i,0.00076649-0.00021082i,-0.00045202+0.00028797i,-0.00086615-8.1467e-05i,-0.00013953-3.3147e-05i,0.00043639+0.00010919i,4.9251e-06+0.00030318i,0.00027482+0.00044074i,0.00061812+0.00016646i,-0.00014794+0.00019293i,0.00045057+0.0006664i,0.00083804+0.00016103i,-9.3534e-05+0.00020839i,-0.00067721+0.00012953i
-0.0013411+9.565e-05i,-0.00087745+0.0010122i,-0.0016998+0.0015784i,-0.0019997+0.0025435i,-0.00060044+0.003114i,0.00021665+0.0024867i,0.00021209+0.0011082i,0.00055941+0.00019723i,0.00061107-0.00035583i,0.00061834-0.00039061i,0.00028174-5.1766e-05i,4.7514e-05+0.00052316i,6.3111e-06-3.0348e-05i,-0.00026201-0.00059566i,-9.0487e-05-0.00044497i,-0.00034726-5.9077e-05i,-0.00030036+0.00021874i,0.00041471+0.00067648i,0.00036093+0.00092291i,-2.5928e-06+0.00042309i,0.00044057-0.00037357i,0.00015869-0.0009308i,-0.00053445-0.00077608i
-0.00099118-8.0742e-05i,-0.0014372+0.0011679i,-0.00052367+0.0023287i,0.0007529+0.002636i,0.0012913+0.0021932i,0.0013563+0.0015791i,0.00088007+0.0010326i,0.00020898+0.00030602i,-0.00018746-0.00067641i,1.6294e-05-0.00058212i,0.00012607+0.00038014i,-0.00050796+0.00084376i,-0.0013059+5.8508e-05i,-0.0010473-0.00094627i,-0.00025062-0.00062443i,0.00017518-4.1485e-05i,0.00040965+0.00061402i,0.00010867-9.4538e-05i,0.00029888-0.00081484i,0.00016586-0.00048347i,-0.00043388-0.00043392i,0.00032157-0.00029901i,0.0013388-0.00012121i
-0.00081949-0.00058139i,-0.00097559-0.0011793i,-0.0013236-0.0008014i,-0.0011267+0.0010607i,-0.00039009+0.0018753i,0.00041675+0.0014209i,0.0001161+0.0004107i,-0.00017151-0.00087645i,-1.4291e-05-0.00070976i,-0.00055906+0.00049105i,-0.00033084-2.8176e-05i,-0.00026782-0.00037235i,-0.00011016-0.00077793i,0.00060086-0.0012127i,0.00066154-0.00073282i,0.00046784-0.00014579i,0.00028643+0.00057988i,0.00012834+0.00080954i,0.00012096+0.00011747i,-2.0924e-05-0.00012479i,-0.00023815-1.2502e-05i,-0.00027346-3.9232e-05i,-0.0005994+0.00021841i
0.00060561-0.00070722i,0.00015882-0.00036895i,-0.00020151-0.0005321i,-3.0424e-05+0.00063638i,-0.00035709+0.0015297i,0.0005979+0.0016277i,0.0014936+0.0013729i,0.00067453+0.00040578i,-0.00020055-8.2435e-05i,-0.00038512-0.00041885i,-6.0086e-05-0.00073301i,0.0006626-0.0004242i,0.00074421+4.9812e-05i,0.00034259+0.00035037i,0.00054424+0.00063593i,0.0010635+0.00080012i,0.00064974+0.00069352i,-0.00063659+0.00055295i,-0.00076023+0.00019812i,-0.00034146-0.00019929i,5.4103e-05-0.00032674i,0.00083949-0.00021176i,0.00097405+0.00016625i
-0.0013263+0.00043596i,-0.00095196+0.00020064i,-0.00049217+0.00094264i,-0.0008998+0.002308i,-0.00032056+0.0025026i,0.0005598+0.0022412i,0.00052268+0.0015563i,0.00058075+0.00077533i,0.00046675+0.00079056i,0.0012816+0.0015314i,0.0015335+0.0019615i,0.0010423+0.00094234i,0.00010961-2.5957e-05i,-0.00089071-8.7713e-05i,-0.00061847+0.00010044i,-6.9593e-05-0.0008171i,0.00064742-0.00088561i,0.00060875+0.00055454i,-6.6345e-05+0.00096938i,-0.00028002-0.00026215i,0.00033104-0.00083621i,0.00062181-0.00014844i,1.3506e-05+0.0005138i
-3.8719e-05-0.0013896i,-0.00083118-0.00091688i,-0.0019814-0.00065903i,-0.0020947+0.00032338i,-0.0010101+0.00078729i,-3.4417e-05+0.00085423i,-3.8265e-06+0.00073849i,0.00016892+0.00015985i,0.00023626+4.1518e-05i,-0.00066619+0.00056103i,-0.00055214+0.0010056i,-0.00014162+0.0010204i,0.00050766+0.00067154i,0.0014333+0.00019899i,0.0011239+0.00016809i,0.00040698+0.00012088i,1.9146e-08-0.00034941i,-9.9261e-05-0.0002405i,-0.00010536-0.00039595i,0.00031827-0.00037766i,0.00084286-0.0001699i,0.0007887+0.00010853i,0.00077222+0.00056643i
-8.0363e-05-0.00085702i,-8.2039e-05-0.00082498i,-0.0010704+3.0897e-05i,-0.0019762+0.00073774i,-0.0011879+0.0003492i,5.0883e-05+0.00015103i,0.00053388-0.00023343i,0.0011692-0.0001815i,0.001639+0.00023901i,0.0013074+0.00052318i,0.00038703+0.00020187i,1.3473e-05-0.00022478i,0.00073334+0.00013205i,0.00065944-0.00043132i,-4.9001e-05-0.00097902i,-1.8759e-05-0.00062458i,6.5399e-05-7.7832e-05i,-0.0003511+0.00022489i,-0.00025045+0.00016636i,9.3075e-05+0.00027841i,0.00010979+0.00073993i,-9.9018e-05+0.00082904i,-0.00042913+0.00015064i
0.0012711+0.002105i,0.0010196+0.0023616i,0.0011686+0.0013517i,0.0022545-0.00052049i,0.0022139-0.0014598i,0.00048335-0.0010688i,-0.0001501-0.00072623i,0.00052226-0.00051178i,0.00075055+3.0163e-05i,0.00074231+0.00045858i,0.00049684+0.00020826i,-9.9289e-05-0.00032201i,-0.00053183-0.00041608i,-0.00041205-0.00032106i,-0.00038824-7.0588e-05i,-0.00022732+0.00049219i,0.00038776+0.00024604i,0.00083629-0.00041863i,0.0006394-0.00031118i,0.00037984+0.00045137i,-6.5433e-05+0.00081598i,0.00024295+0.00051848i,0.00069605+0.00035848i
0.0021866-0.00051056i,0.0020139-0.0011899i,0.0017293-0.0021622i,-0.00045162-0.0016403i,-0.0014869+0.000155i,-0.0010997+0.0019428i,0.00011858+0.002225i,0.00048631+0.0006854i,0.00016184-2.968e-05i,0.00013304+0.00029403i,-0.00056456-0.00020948i,-0.00063272-0.00051861i,-0.00049446-0.00087805i,-0.00033452-0.0014747i,-0.00024042-0.00093395i,-0.00046586-0.00031458i,-0.00037834+0.00058581i,-3.336e-05+0.001078i,0.00011202+0.00043159i,-0.00053459+0.00044157i,-0.00097922+0.00044018i,-0.00082075+0.0002272i,-2.6818e-05+0.0010394i
0.0013251-0.001522i,0.00055785-0.00090311i,5.949e-05-0.00048138i,-0.0011046+0.00038483i,-0.002153+0.0014907i,-0.0015776+0.0016306i,-0.00086358+0.0017403i,-0.00045704+0.0013489i,-0.00031823+0.00086305i,-0.00029614+0.0011598i,-0.0013229+0.00082327i,-0.001538+0.00038562i,-0.00012453+0.00021532i,0.00065408-0.00034643i,0.00064826+0.00013629i,-0.00015893+0.00083515i,-0.00038415+0.00011833i,0.00016073-0.00029515i,0.00035822-0.00027638i,-8.4301e-05-0.0002069i,-0.00032738+0.00031798i,5.9767e-05+0.00074014i,-4.005e-06+0.00029512i
-0.00029619+0.00076063i,-0.00032353+0.00046318i,-0.00034478+0.00012411i,-0.00046016+0.0003323i,0.00037401+0.0010939i,0.00058768+0.0013393i,0.00046773+0.00056382i,0.00096954+0.00010671i,0.0013507+0.00015012i,0.00099948-0.00014198i,0.00023908+0.00020959i,-0.00029448+0.00053791i,-0.00010893+0.00062029i,0.00041869+0.00056889i,0.0002974+0.0003139i,0.0005837-5.3213e-05i,0.00060013+6.3102e-05i,0.00064857+0.00032879i,0.00096847+0.00037444i,0.00025727+0.00042229i,0.00032405+0.00012618i,0.00069027+0.0002016i,0.00024361+0.0001079i
0.00035937+0.0011622i,0.0010412+7.1445e-05i,0.00071604-0.00023907i,-0.0001224-0.00035333i,0.00034209-0.00082551i,-0.00012511-0.00065305i,-6.0264e-07-0.00014984i,0.00088381-4.937e-05i,0.0011834-0.00011786i,0.00071558-0.00048279i,0.00019568-0.00038292i,0.00048058+5.5342e-05i,0.00086838+0.00071303i,0.00066048+0.00086203i,0.00047702+0.00034613i,-0.00035318+0.00045616i,-0.00054654+0.00021013i,7.2954e-05-0.00023687i,-0.00028659-8.5841e-05i,-0.00044399+0.00017251i,-0.00046993+0.00022851i,-6.9435e-05+0.00011465i,0.00020352-0.00019486i
0.0011112-0.0010538i,0.0013945-0.00043318i,0.0027579-0.0010645i,0.0020329-0.00028185i,0.00033252+0.0013188i,-0.00020373+0.00066208i,-0.00074969-0.00076217i,-0.00068949-9.5689e-06i,-0.00082435+0.00059598i,-0.0014242-0.00020297i,-0.0010737+0.00060828i,-0.00045357+0.0013026i,0.00038102+0.0010501i,0.00042705+0.00076584i,-0.00059283+0.00042164i,-0.0014758+0.00021918i,-0.0012233-0.00019078i,-0.0002575-0.00042112i,-0.0002273-1.4255e-05i,-0.00069912-0.00022774i,-0.00014821-8.8356e-05i,6.0332e-05+0.00050449i,0.00018814+0.00053538i
0.001349+0.00072476i,0.0015585+0.00049844i,1.2272e-05-0.00056113i,-0.0013676-0.0013998i,-0.0014051-0.0004966i,-0.00094162+0.00091506i,-0.00031328+0.00090768i,-0.000284+0.00064967i,-6.0526e-05+0.00088285i,-0.00027359+0.0011092i,-0.00074399+0.00084099i,3.8248e-05+0.00073992i,0.00039936+0.0007659i,0.00016812+8.6116e-05i,-0.00013838-0.00052319i,0.000543-0.00060109i,0.0010074-0.00061711i,0.00012988-0.00096863i,-0.00033085-0.0010644i,0.00013189-0.00087368i,0.00046722-0.00019471i,0.00033393+0.00030657i,0.00026869+0.00030261i
0.001352-0.0009382i,0.00032851-0.0013935i,-0.00036191-0.001376i,-0.0014611+0.00012882i,-0.0034782+0.00095157i,-0.0028107+0.0014222i,-0.00067927+0.0017166i,6.3732e-05+0.0012816i,0.00053692+0.0006812i,0.00019511+0.00078614i,-0.00058829+0.00098535i,-0.00044161+0.00083161i,8.2169e-05+0.0010952i,-0.00031653+0.00054507i,0.00022602-4.1634e-05i,0.00085846-0.00012645i,9.0761e-05-0.0007918i,0.0001805-0.0011332i,0.00066008-0.00028857i,0.00077211-3.1257e-05i,0.0010438-0.0002901i,0.00083149-8.4516e-05i,-0.00038999-3.1123e-05i
-0.0014889+0.002063i,-0.00060306+0.00080417i,-2.257e-05+0.0013422i,0.0016145+0.0010801i,0.0023887+0.00045397i,0.0016462+0.00048068i,0.0014418+0.00085415i,0.00049858+0.00033359i,-0.00024981+0.00039222i,0.00019599+0.00090152i,0.00055583+0.00037148i,0.00029657-0.0009033i,0.00023891-0.0012913i,9.4795e-05-0.0013366i,0.00033041-0.00089294i,0.00073737-0.00074912i,0.00059234-0.00083574i,0.00051656-0.00076733i,0.00045909-0.00038373i,0.00025064+0.00042346i,0.00055438+0.0011041i,0.00044027+0.0013495i,-0.00079235+0.00097614i
0.0013105-0.00020572i,0.0011579-0.0014123i,0.00061594-0.0023036i,0.00029081-0.0012432i,0.00039931-0.0010683i,0.00012433-0.0010918i,-4.8077e-05-2.8954e-05i,4.9513e-06+0.00069187i,0.00012668-0.0005766i,0.0010778-0.00095037i,0.0014455+0.00040017i,0.00067692+0.00099171i,-0.0003337+0.00045879i,-0.00043181-1.8539e-05i,-0.00011551-0.00053325i,0.00038905-0.00063401i,0.00025041+3.6308e-05i,-0.00046878+0.00088368i,4.8617e-05+0.0012128i,7.5331e-06+0.00084761i,-0.00030592+0.00017551i,-0.00035605-0.00051861i,-0.00046569-0.00018553i
0.0019713+0.00021199i,0.00090276-0.00039377i,0.00063053-0.00012897i,0.0010254+0.0002188i,0.00068189+0.0001391i,0.00027615-5.4359e-05i,0.00043549+1.0555e-05i,0.00073121-0.00011253i,0.0011299+0.00020841i,0.00087956+0.00056512i,0.00010436-0.00026632i,-0.0001973-0.00026542i,0.00022858-0.00021471i,0.00013863-0.00037621i,0.00013172-0.00024836i,0.00087108-0.00022514i,0.00061367+6.6014e-05i,0.00018528-0.00022482i,0.00077865-0.00043852i,0.00083881+0.00017747i,0.00031323+0.00021259i,0.00024155-0.00021329i,0.00012807-5.3332e-05i
6.5187e-06+0.00017638i,0.00021044-0.0009585i,-4.5905e-06-0.0009079i,0.00028504-0.00041779i,0.00025398+0.00096497i,5.5574e-05+0.0016941i,0.00046511+0.0015522i,0.00088574+0.0012977i,0.00088626+0.00088811i,0.00038866+0.00060622i,-0.00044346+0.00012041i,-0.00085219-0.00043363i,-0.00075578-0.0006172i,-0.00063054-0.00040597i,-0.00065847+0.00016595i,-0.00054117+0.00085876i,-7.1233e-05+0.0005497i,-1.4815e-05-0.00036515i,0.00056288-0.00052223i,0.00066551-0.00041025i,0.00027044+7.7223e-05i,-2.0488e-05+0.00015178i,3.4513e-05-0.0002823i
-0.00064632+0.0015196i,4.1085e-05+0.0025107i,-0.00011905+0.0028036i,-0.001615+0.0026885i,-0.0019975+0.0019668i,-0.00073457+0.0016752i,-0.00013661+0.00080672i,-0.00024372-0.00026067i,0.00048081-0.00049484i,0.00052728-1.6353e-05i,-0.00017428+0.00031967i,-0.00016133+0.00030862i,-0.00011642+5.3453e-05i,-0.00022044-0.00039116i,-0.00024548-0.00020467i,0.00035392+0.00034283i,0.0004759+0.0008008i,0.00017552+0.00089614i,-0.00022894+0.00032617i,0.00023052-6.5132e-05i,0.0010834+0.00044697i,0.0011277+0.00061481i,0.00032373+0.00015365i
-0.00028866-0.00030863i,-0.00018561-0.00070126i,-0.0009585-0.00023033i,-0.00056871+0.0011682i,0.00047083+0.0018442i,-0.00081679+0.0013889i,-0.00097346+0.00047333i,-1.8585e-05+0.00021395i,0.00030353+0.0005098i,-0.00026565+0.00057546i,-0.00031266+0.00053101i,1.9867e-05+0.00089279i,-0.00012111+0.00038725i,-0.00037737-0.00018915i,5.8209e-06-0.00024637i,0.00049456+0.0002613i,0.00022351+0.00040958i,-0.00015504-0.00026343i,0.00029862-0.00079614i,0.00065981+0.00026204i,0.00022854+0.00087587i,-0.00018884+0.00034974i,-0.00010603+0.0001241i
-0.00057999-0.00030102i,-0.0004333+0.0011526i,-0.00095096+0.0024114i,-0.00079541+0.0025484i,-0.00036216+0.0027024i,0.00076109+0.0019176i,0.0011159+0.00037274i,0.00085702-0.00020593i,0.00057722+0.0001298i,0.00066979+0.00020116i,0.00028512-4.1207e-05i,0.00039648+3.0379e-05i,0.00078582-2.2767e-06i,0.00092103+0.00013539i,0.00069326+0.00032342i,0.00028213+6.3398e-05i,-0.00013991-0.00029541i,-0.00076358-0.00049613i,-0.00043022-0.00017039i,0.0002648+2.7678e-05i,-0.00015539-0.0001408i,0.00020135-0.00045681i,0.00094048-0.00028729i
-0.00042456+0.00057339i,0.00082229+0.00021659i,0.00078372+0.00024503i,0.00027844+0.00054754i,-0.00021186+0.00072844i,-0.00046146+0.00078839i,-0.0002334+0.00084448i,0.00021304+0.00034204i,-0.00032595-0.00060748i,-0.00030317-0.00047649i,0.00035789+0.00040668i,0.00051868+0.0013899i,-2.3265e-06+0.0010455i,-0.00040125-0.00032254i,-0.00026616-0.00020605i,0.00028617-2.6899e-05i,0.0004558-0.00041157i,-2.4918e-05-0.00036094i,-0.000215-0.0007419i,7.3856e-05-0.00037411i,0.00029515+0.00050812i,0.00090798+0.00057863i,0.00071846+0.00042017i
0.00055637-0.0009515i,-0.00058299-0.00021864i,-0.0013205-0.00014341i,-0.002652+0.00085952i,-0.0028637+0.0020907i,-0.0016442+0.0024496i,-0.00064198+0.0016294i,-0.00024464+0.00042158i,0.00013224-0.00016147i,-0.00011916-0.00047554i,-0.00063137-0.00049406i,0.00016051-5.3485e-05i,0.0010764+0.00030203i,0.00071149+0.0001256i,0.00053387+0.0001896i,0.0012543+0.00029672i,0.0012336+6.9645e-05i,0.00036664+0.00013024i,-0.00039032+0.00045819i,-0.00046846+0.00057259i,-6.1962e-05+0.00095438i,0.00060787+0.00078507i,0.00067731+2.1253e-05i
-0.00016869-0.00088387i,0.00048761-0.00098558i,0.00074665-0.0010865i,0.00075453-0.0010612i,-0.00069446-0.00042867i,-0.0011672+0.00071167i,-3.393e-05+0.0003908i,0.0012514-3.5432e-05i,0.0011031+0.00019021i,0.00031783-0.00020527i,-0.00053633+4.0786e-05i,-0.00061236+0.00076812i,0.00029893-0.00011785i,-0.00028752-0.00096742i,-0.00044814+9.0797e-05i,0.00059628+0.00097051i,0.00096602+9.7657e-05i,0.0007929-0.0010139i,-0.00023814-0.0011833i,-0.00084108-0.00068719i,-0.00027178+0.00016858i,0.00023875+0.00063475i,0.00051821+0.00040168i
0.00083738-0.00042576i,-0.00022304-0.00074463i,-9.6784e-05-0.0010895i,-0.00086993-0.00034699i,-0.00028398+0.00067821i,0.00087617+0.00095148i,0.00072595+0.00036696i,0.00084569-0.00025257i,0.00089368-0.00055665i,0.00097472-0.0001849i,0.00061126+0.0005288i,-9.1944e-06+0.00037051i,0.00037928-5.9299e-05i,0.0002832-0.00059789i,0.00015551-7.234e-05i,0.0005207+0.0004218i,0.00040098+0.00025407i,-0.00028401+0.00024576i,-0.00051326+0.00010188i,-0.0006624+4.4945e-05i,-0.00081666+0.00019078i,5.232e-05-0.00022974i,0.00070976-0.00023426i
-0.00098218-0.0012471i,-0.00062112-0.0010811i,-0.0011802-0.00030496i,-0.00018094+0.0014176i,0.00052662+0.0024441i,0.00014418+0.0020744i,-0.00019708+0.00081203i,0.00042049-4.6875e-05i,0.00035409-0.00041222i,3.9626e-05-0.00031386i,-3.795e-05+0.00069221i,-0.00011841+0.0012191i,-0.00028895+0.00080973i,-0.00013209+0.00053594i,3.2438e-05-0.00014262i,-0.0002525+0.00020103i,-0.00015592+5.0759e-05i,0.0002628+3.3732e-06i,0.00026448-0.00029111i,-0.00024101-0.00081072i,-0.00035935-0.00085765i,-9.6919e-05-0.0007396i,-0.00030978-0.0003534i
-1.3838e-06+0.00031535i,0.00055625+0.00076911i,0.0013171+0.0002917i,0.00033832+5.9872e-05i,-0.00050406+0.00036326i,-0.00036652+0.00151i,-0.00067829+0.0021253i,-9.2652e-05+0.0013373i,0.00046136+0.00072975i,-0.00050717+0.00048297i,-0.0011814+6.8404e-05i,-0.00016041+0.00013793i,0.00024084-0.00011725i,-0.0010132-0.00050165i,-0.0011998-0.00061693i,-0.00052294-0.00058863i,-0.00033301-0.00075509i,-0.0001971-0.00023849i,0.00027249+0.00045865i,0.00045798+0.00037515i,0.00058348+4.3638e-05i,0.0014803-0.00029489i,0.0015625-0.0005019i
-0.0013858-0.00077594i,-0.0011573+0.00011524i,-0.0018781-0.00050715i,-0.0026982-0.00017382i,-0.0025982+0.00048136i,-0.0015805+0.00079634i,-0.00028328+0.0015777i,0.00055982+0.0017212i,0.00074839+0.00052397i,0.00055918-0.00039815i,8.9518e-06-0.00038222i,-5.2063e-05+1.1875e-05i,0.00039585+0.00034855i,0.00021982+0.00044583i,-0.00021917+4.6679e-05i,-0.00054617+1.673e-05i,-0.00062872+0.00039885i,-0.00018175-5.6025e-05i,-7.3428e-05+0.00019718i,-0.00041093+0.00093787i,-0.00064813+0.0016334i,-0.00055386+0.0013578i,-0.00025898+0.00059309i
0.0013925+0.0012171i,0.0016985+0.0015801i,0.0006091+0.00065753i,-0.00036596-0.00042974i,-0.0010075-0.000399i,-0.00034061+0.00028237i,0.00040765+0.0003367i,0.00070038-0.00011771i,0.00087478+7.2263e-05i,0.00057362+0.00098804i,0.00034141+0.0014916i,0.0001915+0.00071425i,-4.9354e-05-0.00010998i,2.4967e-05+1.764e-05i,0.00012626+0.0006195i,0.00045932-0.00040365i,-3.0507e-05-0.0015495i,-0.000662-0.0011176i,-0.00049203-0.00059588i,-0.00037536-0.00038692i,-0.00027787-0.00048755i,-0.00016321-0.00044856i,-0.000216-0.00082916i
2.2064e-06+0.00018118i,-0.00034904-0.0015935i,0.00035315-0.002242i,0.00046446-0.001016i,0.00014617+0.00032294i,0.00022344+0.00086882i,0.00019261+0.0014896i,0.00016949+0.0016512i,-0.0001484+0.0011962i,-3.3238e-05+0.00088166i,0.00025245+0.0001256i,0.00041043-0.00048123i,0.00099084+0.00039274i,0.0007133+0.00088201i,0.0002543+0.0002006i,0.00021618+0.00011305i,0.00031959+0.00030448i,-0.00034811-0.00013283i,-0.00061373-0.00025489i,-0.00019644+0.0010128i,-0.00042755+0.0013032i,-0.00061613+0.00076543i,-0.00030698+0.00038047i
3.8548e-05+0.0016709i,-0.00017501+0.0014161i,0.00023315+0.0020302i,0.00029093+0.0024827i,0.000247+0.0016364i,-0.00056548+0.00084119i,-0.0015038-4.1137e-05i,-0.00098512-5.8923e-05i,-0.00048129+0.00039537i,-0.00033563+0.00033974i,0.00026579+0.00015034i,0.00078621-0.00013013i,0.00080852+8.277e-05i,0.0002634-0.00023733i,0.0001374-0.00026696i,0.00020691+0.00058077i,-1.9956e-05+0.00062049i,0.00050807+0.00025223i,0.00044708-4.57e-05i,0.00023811-0.00010622i,0.00063135+0.00013067i,0.00070276+0.00023165i,0.00035997-7.9249e-05i
0.00014812+0.00074431i,0.0012174+1.9111e-05i,0.0022994+0.00049233i,0.00068801+1.4205e-05i,-0.00041458-0.00060925i,-0.00055722-8.642e-05i,0.00022606+0.00029385i,0.0015953+0.00071233i,0.001481+0.00054379i,0.00061389+0.00014244i,-0.00052168+9.5584e-05i,-0.00064822+9.5643e-05i,0.00018649+0.00028705i,0.0003733+0.00081486i,-0.0003324+0.00052174i,-0.0002615-0.00014908i,0.00072868+0.00019944i,0.00077023+0.00057379i,0.00028722+0.00010794i,-1.6991e-06+0.00032859i,-0.00062048+0.00087832i,-0.00023642+6.6227e-05i,0.00053789-0.00020257i
5.2721e-05-0.00075039i,-0.00032882+0.00051933i,-0.0002421+0.0012248i,-0.0014463+0.00091399i,-0.0023502+0.00064491i,-0.0017505+0.0010701i,-0.00023542+0.00041646i,0.00031781-0.00028854i,0.00012423+0.0002895i,3.7824e-05+0.0003899i,-0.00037972+3.2495e-05i,-2.1954e-05-0.00019051i,0.00052743-5.6752e-05i,-0.00028178+0.00051093i,-0.00060398+0.0002294i,5.9681e-05-0.0001023i,0.00081957+0.00029885i,0.0011373+0.00062601i,0.00047993+0.00047358i,-0.00027927+0.00027941i,-0.00017478-0.00011977i,0.00013674-0.0008927i,0.00013079-0.0010175i
0.00040159-0.0014937i,-0.0001494-0.0012428i,-0.00079002-0.00070371i,-0.00047346+7.0918e-06i,0.00025757+0.00051894i,0.00071784+0.0011915i,0.00056532+0.00037677i,0.00035548-0.00082971i,-7.534e-06-0.00031292i,-0.00020967+0.00088905i,0.00037915+0.0014972i,0.00022796+0.0012284i,0.00010645+0.00061123i,0.00032818-0.0004888i,0.00049882-0.0011826i,0.00052367-0.00053553i,0.0005994-0.00013568i,0.0007551-0.00043709i,0.0002654-0.00027729i,-0.00046975-0.0001176i,-0.00049318+0.00035071i,-0.00014018+0.00055518i,-0.00030135+0.00017468i
0.0010906+0.00073098i,0.00057186+0.00030311i,0.0016037-0.00027729i,0.0018969-0.00058011i,0.00044513-0.00013207i,-0.00043075+0.00024012i,-0.00054388+0.00043064i,0.0001903+0.00090141i,0.00071904+0.00081766i,0.00053016+0.00017388i,0.0013702-0.00029387i,0.0012845+0.00017128i,0.00044658+0.00075595i,6.2767e-05+0.00034682i,0.00017952-0.00012226i,9.0162e-05-0.00015424i,-0.00022796+0.00052201i,0.0004425+0.00058696i,0.00044793-0.00033176i,-9.0259e-06-0.00047197i,0.00021636+0.00079858i,0.00015902+0.00070653i,0.00025255-0.00018305i
0.00047393+0.001379i,0.00040776+0.00051132i,0.00062841-0.00028673i,0.00078823-0.0009459i,0.00029438-0.0012808i,-0.00040036-0.0015057i,-9.6392e-06-0.0013821i,0.00054325-0.00054696i,0.00016215-1.0246e-05i,-0.0005736-0.00014139i,-0.00020999+0.00014138i,0.0002626+0.00010898i,0.00013505-0.00011029i,0.00043418-0.00057625i,-0.00016741-0.001222i,-0.00072958-0.00071357i,1.7638e-05-5.9194e-05i,0.00065274+8.4081e-05i,0.0004728-0.00025594i,0.0007463-0.0004845i,0.00090641-0.0005505i,0.00069853-0.00039207i,4.0591e-05+0.00070312i
0.00096766-0.00043841i,-0.00011535-9.0827e-05i,-0.00054303-6.7002e-05i,-0.00066467+0.00019872i,-0.00092008+0.00074721i,-0.0011018+0.0013704i,-0.00077643+0.00039946i,0.00010834+0.00065683i,-0.00011268+0.0015357i,-0.00025276+0.00056139i,0.0003069-0.00061969i,0.00044104-0.00036299i,6.604e-05+0.00056773i,-0.001093+0.00070307i,-0.00090748-0.00018683i,-0.0006466-0.00078821i,-0.00030772-0.00040275i,-7.2824e-05+0.00026427i,-0.0001031+0.00041301i,-0.0003596+0.00054548i,-0.00063609+0.00067535i,-8.3801e-06-5.0353e-05i,0.00026518-0.00065891i
-0.0012096-0.00090499i,-0.0010877-0.00042203i,-0.00092411-0.00062473i,-0.0010854+0.00093751i,-0.0016844+0.0019327i,-0.0017892+0.0012794i,-0.0014443+0.0011694i,-0.00016351+0.0010721i,0.0014262+0.00032196i,0.00086288+8.4614e-05i,-0.00021992+0.00028683i,-0.00082764+0.00013032i,-0.00055908-0.00072342i,-0.00023598-0.0012756i,0.00017911-0.00092432i,-8.2771e-05+0.00016223i,-0.00055528+0.0005544i,-0.00036379+0.00045769i,7.5616e-05+3.5654e-05i,0.00017259-0.00028002i,-9.5626e-06-0.00033723i,-8.7626e-05-0.00065724i,-1.1827e-05+0.00019707i
