-0.0025418+0.00043044i,-0.00073883+0.00072947i,-0.00066999-0.00010761i,-0.0013417+0.00043769i,-0.0022011+0.0017926i,-0.0026838+0.0016154i,-0.0021642+0.0021396i,-0.00071689+0.0021856i,0.0001417+0.001215i,0.00013541+0.00051614i,0.00027265+0.00042178i,0.00034346-0.00013992i,0.00013591-0.00073927i,-0.00013156-0.00078356i,-0.00045357-0.00013222i,-0.00057108+0.00064955i,-0.00016054+0.00032584i,0.00038701-0.00041019i,0.00067508-0.00060031i,0.00064991+0.00027163i,0.00045198+0.00038997i,-3.1954e-05+4.7565e-05i,0.00051111+0.00069561i
-2.4731e-05-1.9065e-05i,0.00074497-9.6333e-06i,0.00018632-0.00036014i,-0.00084366-0.00092647i,-0.00076059+0.00013529i,-0.00096546+0.0011758i,-0.0011918+0.0013989i,-0.0010454+0.0014814i,-0.00085369+0.0012391i,-0.00012941+0.0015256i,0.00046104+0.0013546i,1.7524e-05+0.00063455i,-2.6475e-05-1.4724e-05i,0.00018026+0.00068748i,-0.00051086+0.00086274i,-0.0013166+0.00035497i,-0.0011456+0.00076004i,-0.00043002+0.0011056i,-0.00024295+0.0016574i,-0.00031414+0.0010279i,-0.00034288+0.00013243i,-0.00023784-0.0007966i,0.00018889-0.0010696i
-0.0017506+0.00026886i,-0.0010359+0.0014642i,-0.001206+0.0022593i,-0.0019348+0.0024084i,-0.0022262+0.002323i,-0.0024172+0.0016911i,-0.0020563+0.0015623i,-0.0011455+0.0015168i,-0.00057385+0.0012814i,-0.00047686+0.001493i,-0.00043417+0.0008103i,8.3068e-05-0.00020611i,0.00056629-2.452e-05i,0.00022162-0.00038348i,-0.00017839-0.00059401i,-0.00045418-0.00014877i,-0.00092918-0.00024239i,-0.00085364-0.00071677i,-0.00036122-0.00068303i,0.00023962-0.00030731i,8.8544e-05+0.0003424i,-0.00091933+0.00085458i,-0.0010939+0.00030235i
-0.00043594+0.00088339i,-0.00011153+0.00082196i,-0.00039391+0.0010259i,-0.00059324+0.00073083i,-0.00081415+0.00063585i,-0.001281+0.0010607i,-0.001772+0.0010984i,-0.0014693+0.0010244i,-0.00083208+0.0013565i,-0.00072075+0.00099134i,-0.00048772+0.00031934i,-5.9735e-05+0.00051887i,8.3623e-05+0.00066766i,-0.00023604+0.00055869i,-0.00049286+0.00070969i,-0.00086562+0.00048254i,-0.0005383+0.00060057i,-1.8104e-05+0.0011216i,-0.00017209+0.00087742i,0.00014243-6.0719e-05i,9.3889e-05-0.00049628i,-0.0003845-0.0009485i,-0.00038647-0.00050845i
-0.00015989-0.0019405i,-0.00071644-0.00087018i,-0.0016324+0.00048453i,-0.0035295+0.00055521i,-0.0041626-0.00045917i,-0.0032413-0.0001889i,-0.0025182+0.00049873i,-0.0023123+0.00056584i,-0.0019656+0.00054798i,-0.0016882+0.0010008i,-0.0012149+0.00087246i,-0.00014636+0.0001939i,0.00056683+0.00032404i,0.00060569+0.00017403i,0.00025985+0.00031062i,0.00042311+0.00044021i,0.00098117+0.00017553i,0.00060216+0.00047264i,-0.00014705+0.0013644i,-6.9835e-05+0.001509i,0.00017542+0.00072263i,-0.00062095-0.00031856i,-0.0004134-0.0005543i
0.00082955+0.0023957i,0.001358+0.001583i,0.0024327+0.00089986i,0.0016299-0.00071611i,0.0005726-0.0012958i,-0.00036388+0.00017448i,-0.0011724+0.0013367i,-0.00091365+0.0016897i,-0.00052448+0.0016366i,0.00025792+0.0014009i,0.00062354+0.00085519i,0.00016512-0.00016667i,-0.00054792-0.00039014i,-0.00089865+1.8825e-05i,-0.00066476+0.00031256i,-0.00027448+0.00037218i,-0.00037129+0.00046953i,-0.00030587+0.00024402i,-9.4835e-05-0.00038167i,-4.7938e-05-2.898e-05i,0.00032002+0.00071856i,0.00051075+0.0011746i,0.00044398+0.0008567i
0.002766-0.00075172i,0.0020737-0.00049854i,0.00052379-0.00063706i,-0.00086351+0.00014871i,-0.0016472+0.00081413i,-0.0019428+0.0010176i,-0.0012824+0.00092973i,-0.0006531+0.0014854i,-0.00095344+0.0022517i,-0.00072109+0.0016067i,0.00011665+0.0012878i,-0.00044133+0.0010405i,-0.001212+0.00084478i,-0.00061058+0.0014845i,0.0005983+0.0014449i,6.5239e-05+0.001121i,-0.0001766+0.00081639i,-8.996e-05+0.00062998i,-0.00047369+0.00076011i,-0.00019857+0.00027758i,-1.2554e-05+0.00033469i,-0.00019296+0.00059995i,-0.00015459+0.00051155i
0.0015068-0.0013486i,0.0008441-0.0020528i,-0.00029331-0.0027835i,-0.0017286-0.0020159i,-0.0026461-8.6652e-05i,-0.0032912+0.00062396i,-0.0025314+0.00072309i,-0.001546+0.00091642i,-0.000574+0.0013098i,0.00034122+0.0018443i,0.00053597+0.0016578i,0.00029104+0.0011021i,0.00038007+0.0010394i,0.00038986+0.00094006i,-0.00028311+6.0567e-05i,-0.00052454+0.0003226i,-4.6836e-05+0.00063377i,0.00029667+7.2694e-05i,0.0002639-0.00040221i,0.00024495+1.025e-05i,2.7321e-05+9.3022e-05i,-0.0005072-0.0004438i,-0.00070199-0.0011525i
-0.00089312+0.00080913i,-0.00058014+0.0011317i,0.00038709+0.0015989i,0.00072495+0.0023447i,-0.0010347+0.0030445i,-0.0023832+0.0028418i,-0.00099821+0.0021473i,-0.00029005+0.0019332i,-0.00076102+0.001869i,-0.00055052+0.0019048i,-0.00026043+0.0018265i,-0.00056929+0.00067881i,-0.00070682+2.4119e-05i,-0.00070414+0.00033204i,-0.00051268+0.00023479i,-0.00055271+0.00011945i,-0.00091849+0.00014419i,-0.00048927+0.0006027i,0.00034221+0.00080908i,0.00050005+0.00023009i,0.00013731-0.00041358i,-8.9684e-05+0.00059944i,2.7537e-05+0.0010304i
-0.0013207+0.00033107i,-0.0017165+0.00042706i,-0.0019506-0.00041798i,-0.0025065-0.0010042i,-0.0028647+0.00010958i,-0.0023307+0.0012603i,-0.0017368+0.00095339i,-0.0014254+0.0013587i,-0.0014065+0.0022012i,-0.0014813+0.0020958i,-0.00098528+0.0011268i,-0.00054595-7.2948e-05i,-0.0007066+0.00013447i,-0.00026098+0.00038739i,0.00065725+0.00029217i,0.00087319+0.00016567i,0.00057943+0.00017505i,-0.0002612+0.00072478i,-0.0006938+0.0012075i,-0.00016005+0.0011428i,3.3749e-05+0.00049098i,-0.00030254+0.00029412i,-0.0004562+0.00062757i
0.00053434+0.00065399i,0.00036978+0.00075161i,-0.0003381+0.00081023i,-0.00079999+0.0011518i,-0.00091093+0.00072609i,-0.0013764+0.00070666i,-0.0016324+0.0005158i,-0.0010168+0.0002887i,-0.00092513+0.0007691i,-0.00077562+0.0012953i,0.00023387+0.0013336i,0.00064462+0.00094627i,1.664e-05+0.00083022i,-0.00036355+2.881e-06i,-0.0002898-0.00044158i,-0.00028674+0.00011424i,-0.00041416+0.0004215i,-0.00073149+0.00030546i,-0.00099798-4.0879e-05i,-0.00057159-0.0003372i,-2.858e-05-0.00037864i,-0.0003309+8.8048e-05i,0.00010932+0.00038098i
-0.00018837+0.0017454i,0.00030276+0.00066738i,0.00064894-0.00045341i,0.0001022+3.3563e-05i,-0.0010813-0.00024189i,-0.0021111-0.00050745i,-0.0020081+0.00054698i,-0.0014269+0.00078405i,-0.00056087+0.00065551i,0.00033518+0.00043535i,0.00033713-7.7067e-05i,-0.00021304+0.00014899i,-0.00035631+0.00031576i,-3.9712e-05-0.00012188i,6.3037e-05-4.8783e-05i,0.00027931+0.00037703i,0.00046276+0.00010526i,0.00024089-0.00015165i,0.00013111+0.00041444i,0.00043641+0.0003878i,0.00032792-6.7799e-05i,2.7497e-05+0.0002813i,6.0504e-05+0.00011391i
-0.0011901+0.0032885i,0.0003041+0.0023201i,0.0012838+0.0027015i,0.0018798+0.0034551i,0.00085576+0.0024749i,-0.0013513+0.00065998i,-0.0022617+0.00093367i,-0.0023453+0.0013541i,-0.0022919+0.00095491i,-0.0007897+0.00084002i,0.00034582+1.9057e-05i,-0.00017579-0.00064878i,-0.00036872-0.00073981i,-2.0534e-05-6.7833e-05i,0.00025792+0.00066396i,-0.00015893+0.00042339i,0.00023044-0.00018748i,0.00089087-0.00010605i,0.00050012+0.00021333i,0.0007009+0.00033771i,0.0011297+0.00049956i,0.00066319+0.00028983i,0.00057935+0.00049275i
0.00089739-0.00077746i,0.00034616-0.0012945i,0.00085762-0.0024838i,0.00044736-0.0020776i,-0.0024451-0.00017518i,-0.0038248+0.0013203i,-0.0025167+0.0015812i,-0.0015606+0.0013863i,-0.001159+0.0010593i,-0.00058779+0.0010933i,-0.00022107+0.0014844i,-0.00067709+0.0012982i,-0.00076083+0.00099369i,-0.00013916+0.0010962i,0.00028605+0.0010518i,0.00050714+0.00051743i,0.00040349-0.00016157i,9.7726e-05+0.00020592i,0.00020086+0.00029715i,0.00032635-7.1946e-05i,0.00039278-0.00032068i,0.00025145-0.00037336i,-0.00010241-0.00068638i
-0.0018734-0.00042824i,-0.0015651-0.00060605i,-0.0021953-0.00012117i,-0.0028376+0.00046359i,-0.0019974+0.00063879i,-0.0011753+0.00046729i,-0.0012996-0.00013594i,-0.0014312-1.9055e-05i,-0.0020676+0.0012533i,-0.0017179+0.001445i,-0.00035413+0.00052243i,0.00026447+0.0002791i,0.00019828+0.00019348i,-0.00024086-0.00022899i,-0.00019535-8.002e-05i,-0.00035742-0.00020894i,-2.0617e-05-0.00040947i,-2.995e-05-0.00027912i,-0.00010866+0.00015328i,2.7782e-05+0.00034698i,-0.00010122+0.00050664i,-5.9546e-05+6.1612e-05i,-2.5035e-05-0.00010436i
-0.0001124-0.00014268i,0.0014902-0.00045325i,0.0029136-0.00080373i,0.001494-0.00089075i,-0.0012627-0.00042795i,-0.0016164+0.00043415i,-0.00080063+0.00098338i,-0.00080902+0.0015525i,-0.0015149+0.0019408i,-0.0012503+0.0019038i,-0.00084146+0.0014123i,-0.00056162+0.00039956i,-0.00032744+0.00085795i,-0.00051519+0.0013915i,-0.00031071+0.00075492i,0.00039286+0.00061057i,0.00062921+0.0006743i,0.00017243+0.00046434i,-0.00040431+0.00010938i,-6.5874e-05-0.00010064i,2.3054e-05+0.00035787i,-0.00056215+0.00077288i,-0.0012068+0.00026203i
0.00080494-6.8907e-05i,2.6737e-05-0.0006685i,-0.0012777-0.0021424i,-0.0021426-0.0018364i,-0.0023451-8.6546e-05i,-0.0019472+0.00074858i,-0.0018636+0.00089455i,-0.0022292+0.0013006i,-0.0021623+0.0012547i,-0.0015216+0.0019676i,-3.299e-05+0.0023289i,0.00058127+0.00075598i,0.0010509+6.6613e-05i,0.00069548+0.00017385i,0.00027606-0.00025906i,5.7268e-05-0.00023862i,-0.00014576-0.00013267i,-0.0005324+0.00023273i,-0.00087253+0.00080511i,-0.00085041+0.0008404i,-0.0001518+0.00094332i,0.00010643+0.00079617i,0.00018555-9.9932e-05i
0.0020058+1.7989e-05i,0.0015345-0.00011996i,0.0020242+0.00055246i,0.0017976+0.0001681i,0.00019409-0.0002301i,-0.0018249+0.00055076i,-0.0018936+0.00092721i,-0.00096728+0.00033604i,-4.5443e-05+1.0549e-05i,-0.00027744+0.00080513i,-0.0010695+0.0011727i,-0.0012818+0.0007841i,-0.001079+0.00086978i,-0.00094101+0.00030078i,-0.000374-0.00034127i,-0.00012633-7.0571e-05i,-0.0006011+7.7611e-05i,3.0025e-05-6.7096e-05i,0.00062137+0.00015307i,-0.00010468-0.00051718i,0.00020296-0.0009902i,0.00078524-0.00010283i,0.00054312+0.0003039i
-0.0012886+0.0010993i,-0.0013683+0.00013721i,-0.0012358-0.00041747i,8.7525e-05-0.00070006i,0.0012339-0.0014487i,0.00034056-0.00096418i,-0.00037746-4.4157e-06i,-0.00086786+0.0012042i,-0.00083817+0.0018795i,-0.00015938+0.0011684i,-0.00030477+0.00037779i,-0.00058092-0.00027334i,-0.00068426-0.00050396i,-0.00036875+0.00045562i,-0.00019944+0.0010227i,0.0003817+0.0011226i,0.00052486+0.0011004i,0.00017287+0.00099124i,0.00036302+0.00083681i,-6.4596e-05-0.00035063i,-0.00067172-0.00097861i,-0.00080835-0.00042159i,0.00023953-6.8139e-05i
-0.00098006-0.0010542i,-0.00048448-0.00067522i,-0.0011981+0.001014i,-0.0017429+0.003291i,-0.0027752+0.0048935i,-0.0028751+0.0038126i,-0.0023208+0.00095514i,-0.0020144+0.00032343i,-0.0021031+0.0020332i,-0.0012902+0.0021406i,-0.00016255+0.001114i,8.7794e-05+0.00081685i,-5.1793e-05+0.00074632i,-0.00041916+0.00012912i,0.00012187-1.9913e-05i,0.00070731+0.00047618i,0.0005597+0.00051576i,0.00074357+0.00069729i,0.00036864+0.00087878i,-0.00034002+0.0010368i,-0.00028744+0.00082169i,0.00025046+0.00013783i,0.00056073+4.5877e-05i
0.00050609+0.00028774i,0.00079217-0.00049337i,0.0014778-0.0017936i,-0.00018859-0.002678i,-0.0022061-0.0030128i,-0.0027359-0.0019672i,-0.0015264+0.00018603i,-0.00082087+0.00149i,-0.0013713+0.0015998i,-0.0016021+0.00088694i,-0.0012258+0.00028709i,-0.0011628+0.00046021i,-0.0016164+0.00079501i,-0.0012964+0.00081436i,-0.00026894+0.00091268i,-0.00028806+0.0010088i,-0.00067986+0.0010141i,-0.00064276+0.00074802i,-0.00043112+5.072e-05i,2.4422e-05-0.00045792i,0.00022504-0.00036185i,-0.00026206-0.00059012i,-0.00032898-0.00050959i
0.00057126+0.00099344i,0.00089716-2.6694e-05i,0.0012339+0.0003062i,0.0016972+0.00052339i,0.00025336+0.00028923i,-0.0014796-0.0011943i,-0.0009092-0.0010647i,-0.00057306+0.00076283i,-0.0010988+0.0014416i,-0.0011623+0.0014533i,-5.4712e-05+0.00069326i,0.00045502-0.00012824i,0.00010837-0.00029337i,0.00069272+4.2847e-05i,0.0005077-0.00020062i,-0.0001069-0.00031961i,-0.0003552+0.00028497i,-0.00057097+0.00031715i,-0.00057544+0.00026497i,-0.00037702+4.4591e-05i,-0.0009374-0.00050888i,-0.0013038-0.00092836i,-0.0012228-0.00072018i
-0.00062336-0.0016788i,-0.0010929-0.00098154i,-0.00087527-0.00074928i,-0.0014463-0.0005755i,-0.0025842-6.8579e-05i,-0.0024965+0.00072644i,-0.0021795+0.00043973i,-0.0017469-0.00032542i,-0.0011936+1.2997e-05i,-0.0011164+0.0014887i,-0.0003877+0.0010584i,0.00067317+0.00011161i,0.00050977+0.00054934i,0.00079075+0.00030192i,0.00072504-0.00028791i,-0.00058217-0.00024645i,-0.00085481-0.00018613i,-0.00013352+0.00014954i,0.00037766+0.0006735i,5.1595e-05+0.00069463i,-0.00058013+0.00043197i,1.2063e-05-4.4063e-05i,0.00058438-0.00036012i
-0.00025136+0.0014758i,0.00040342+0.00040528i,0.0012718+0.00087259i,0.00094104+0.00097541i,0.00016608+0.00041268i,-0.0012425-0.00043033i,-0.0022032-2.3208e-05i,-0.0023535+0.00052105i,-0.0016968+0.00075387i,-0.00018671+0.0010402i,0.00031759+0.00050064i,-0.00043216-0.00010256i,-0.00080734+0.00028019i,-0.00097514+0.00067081i,-0.0014356+0.00089918i,-0.0014121+0.00073191i,-0.0014508+0.00053991i,-0.0014481+0.00052834i,-0.00089102-0.00013911i,-0.00034327-2.6621e-05i,0.00034322-4.7309e-05i,0.00076871+3.9494e-05i,0.00071249+0.00060817i
0.0011535+0.0020446i,0.0017826+0.0010992i,0.0018494+0.0010228i,0.00017579+0.0013937i,-0.0011246+0.0011679i,-0.0013505+0.00068413i,-0.0009838+0.00019966i,-0.00047767+9.0382e-05i,-0.0007172+0.0010278i,-0.00094906+0.0010685i,-0.0002813-0.00032939i,-0.00052968-0.00037849i,-0.00082512-2.2216e-05i,-0.00033493+0.00018688i,-0.00012342+0.00075477i,-0.00028169+0.00051581i,-0.00038091+0.00051201i,-0.00010746+0.00071908i,1.88e-05+0.00036862i,-0.00025393+5.9462e-05i,-0.0001252-2.1605e-05i,-0.00032421-0.00010276i,-0.00014693+2.8117e-05i
0.00018541+0.00069835i,-0.00035974+0.00011277i,-0.00086681-0.00069097i,-0.00025485-0.00091505i,-5.8093e-05-0.00027053i,-0.00054614+0.00065207i,-0.00131+0.0014031i,-0.00086259+0.0014573i,-0.00047531+0.0016593i,0.00017029+0.0022145i,0.00022807+0.0014909i,-0.00050848+0.00067069i,-0.00011553+0.0010468i,-0.00032181+0.0010794i,-0.00053389+0.0007681i,0.0003946+0.00063829i,0.00099017+1.8055e-05i,0.00052849-0.00040628i,-0.00010711-0.00056883i,5.8974e-05+0.00012433i,-1.413e-06+0.00068323i,-3.6395e-05+0.00010413i,0.00068795-0.00037574i
-0.00066168-0.0010366i,-3.6309e-05+0.0003234i,9.1772e-05+0.00092481i,-0.0012817+0.00068192i,-0.0030799+0.00043671i,-0.0023294+0.00032661i,-0.00072504+0.0011924i,-0.00085655+0.00093301i,-0.0022347+0.00059742i,-0.0016346+0.0011761i,-0.00097262+0.00085004i,-0.0017282+0.0003152i,-0.0017202-0.00042279i,-0.0007163-0.00084828i,0.00080523-0.00060419i,0.00090559+0.00027054i,0.00019739+0.00057678i,-0.00024147+0.00051421i,-0.00059821+0.00030879i,-0.00031188-0.00026568i,0.00034668-0.00040521i,0.00049717+1.6263e-05i,-0.0003808+0.0011131i
3.5679e-05+0.001209i,0.00075422-0.000307i,0.0022339-0.0023343i,0.0021657-0.0024325i,0.00090184-0.001443i,-0.00029339-0.0011255i,-0.00050087+0.00016962i,-0.00087841+0.00073412i,-0.0013259+0.00081484i,-0.00057571+0.0012468i,-0.00031503+0.00091014i,-0.0010457+0.00086169i,-0.0011382+0.001054i,-0.00033202+0.00033111i,-0.00023197-0.00071633i,-0.00043067-0.00081577i,-0.00087814-0.00039672i,-0.00057522-0.00019097i,0.00046049-0.00010745i,-0.00027083+3.4097e-05i,3.2423e-06-0.00030919i,0.0011228-0.00061927i,0.00099822-0.0002841i
-0.0013053-0.0003642i,-0.0015648-0.00072103i,-0.0017347-6.7072e-05i,-0.0015142+0.0013717i,-0.0018592+0.0018358i,-0.0028822+0.00060714i,-0.0026007-0.00032635i,-0.0018373+0.00040721i,-0.0015195+0.0010435i,-0.00026818+0.0010446i,0.00041588+0.00095497i,-0.00058134-9.8351e-05i,-0.0012112-0.00034391i,-0.00095104-0.00053455i,-0.00044092-0.00075389i,0.00031442-4.2878e-05i,0.00029636+0.0011091i,0.00011083+0.00098912i,0.00025715+0.00052449i,0.00084419+0.00085843i,0.0005358+0.00086909i,-0.00067398+0.0007645i,-0.00060004-4.3758e-05i
0.00088536+0.0024357i,0.0007628+0.0022659i,0.0020236+0.00034095i,0.0023213-0.0012553i,0.00081293-0.0014481i,-4.3461e-05-0.0015527i,-0.00049395-0.00068175i,-0.0011799+0.00095739i,-0.00096557+0.0018708i,-0.00068788+0.001914i,-0.00070632+0.00095816i,-0.00047197-0.00019298i,-0.00027394-3.7789e-05i,-0.00065539-9.5334e-06i,-0.00082899-0.00070667i,-0.00014588-0.00033151i,-0.00017719+0.00012479i,-0.00085005+0.00035811i,-0.00068095+0.0002459i,-0.00061878+0.00076072i,-0.00085598+0.0013971i,-0.00038297+0.00065515i,0.00019987-0.00021644i
2.7066e-05-0.0010226i,-0.0013256-0.00014037i,-0.0013+0.00041667i,-0.00068939+0.0015904i,-0.0010413+0.0014101i,-0.0017291+0.00050264i,-0.0013233+0.00029497i,-0.0004606+0.0001698i,0.00012976+0.00088665i,0.00019267+0.0016028i,-0.00020557+0.0007875i,-0.00035061+0.00036017i,-3.2388e-05+0.00046557i,6.0936e-05+0.00051945i,-0.00040599+0.00066964i,-0.00075197+0.00042277i,-0.0011004-6.686e-05i,-0.0013087-0.00056106i,-0.00090251-0.00020311i,0.0001583+0.00011653i,0.00080167+0.00022027i,-9.4891e-05+0.00035045i,-0.0009352+7.2009e-06i
0.00065602-0.0003308i,0.00028885-0.00059029i,0.0004639-0.0015911i,-0.00061021-0.0016414i,-0.0021547-0.00094513i,-0.0025988+0.00088151i,-0.0023903+0.0018904i,-0.0015785+0.0019159i,-0.00087059+0.001758i,-0.0012001+0.0013872i,-0.00083611+0.00063575i,-0.00076124+0.00080026i,-0.00057968+0.0017243i,0.00022555+0.0017727i,-7.4527e-05+0.00064616i,0.00049698-1.0736e-05i,0.00080789+0.0003669i,0.00029887-0.00015913i,-0.00011229-0.00017351i,0.00029057+0.00043875i,0.0010569+0.00046815i,0.00040677+0.00017371i,-4.9293e-05-0.00049418i
-0.00066834+0.00037326i,0.00025824+0.00050256i,0.00057194+0.00048516i,3.9741e-05+0.00024308i,-0.0006949-0.00028201i,-0.00041057-0.0008735i,-0.00076359-8.2472e-05i,-0.0010325+0.00096575i,-0.0010529+0.0011117i,-0.0010762+0.00087036i,-0.0011065+0.0010447i,-0.0017842+0.00095159i,-0.0017355+7.4559e-05i,-0.00071513-0.00038186i,-0.00039359-0.00055165i,-0.00031187-0.001028i,-0.0001404-0.0009371i,-0.00071928-0.0010099i,-0.00086144-0.00073611i,-0.00069663-0.00015786i,0.00050827-6.8613e-07i,0.0013514+0.0004415i,0.0005217+0.00082476i
0.00012698+6.9465e-05i,-0.00024799+0.00011034i,-0.00030823+1.4144e-05i,-0.00060379-0.00062062i,-0.0010734-0.00046763i,-0.0012261+0.00012762i,-0.0017357+0.00061641i,-0.0019605+0.0012685i,-0.0015639+0.0022296i,-0.00079288+0.0024875i,-0.00092505+0.0022769i,-0.0012282+0.0015675i,-0.00051548+0.00064876i,-0.0005165+0.00031206i,-0.00014814-1.229e-05i,-4.419e-05-0.00048593i,-9.1409e-05+0.00028745i,-0.00034997+0.0012902i,-0.00038542+0.0011196i,-0.00018533-0.00014149i,-0.00027382-0.00090766i,-8.1103e-05-0.00047395i,0.0007145-0.00024502i
0.0017448-0.001932i,0.00018244-0.0023964i,-0.0010596-0.0031319i,-0.001502-0.002536i,-0.0022382-0.00054728i,-0.0022895+0.00094541i,-0.0016933+0.0015656i,-0.0015362+0.00088095i,-0.0015357+0.00069264i,-0.00037474+0.00089742i,0.00042066+0.0015366i,-0.0002725+0.0014907i,-0.0007406+0.000998i,-0.00020499+0.0007456i,0.00053995+0.00082636i,0.00049964+0.00075973i,-0.00085967+0.00033388i,-0.002153+0.00020956i,-0.0016025+0.00060405i,-0.0004777+0.00052699i,-0.0004512-0.00017092i,-0.00035383+0.00013292i,-5.3989e-05+0.00037861i
-0.00074854-0.0001317i,-0.00072244-0.00057941i,-0.0014105+6.8851e-05i,-0.0022112+0.00062252i,-0.0019728+0.0013375i,-0.0013289+0.0021403i,-0.00059946+0.0017347i,-0.00010078+0.0019614i,0.0001245+0.0024182i,0.00038247+0.0023861i,0.00049541+0.0013902i,0.00040574-3.7131e-05i,-7.4976e-05+0.00037531i,-3.7176e-05+0.00048312i,0.00039388-0.00029554i,0.00016246-0.0001263i,-0.00047647+0.0010526i,-0.00073693+0.0012322i,-0.00055749+0.00052013i,2.0551e-05-0.00015941i,0.00048814-0.00056681i,0.00081269+2.7758e-05i,0.00067065+0.00094456i
-0.0010277+0.00074455i,0.00042505+0.0010609i,0.0011175+0.0019514i,0.0010374+0.0029368i,0.00082278+0.0031834i,0.00027629+0.0015792i,-0.00048775-0.0001471i,-0.00075605-0.00043047i,-0.001027+0.00048556i,-5.9434e-05+0.0011481i,0.00047633+9.7891e-05i,4.8301e-06-0.00072149i,-9.0418e-05-0.00049971i,-0.00032116-0.00029947i,-0.00051576-4.0445e-05i,-0.00012582+0.0003248i,0.00025872+0.00052611i,0.00010113+0.00044303i,-0.0001611+0.00049337i,-0.00025088+0.0010718i,3.5713e-05+0.00074834i,2.7815e-06-0.00021031i,-2.5475e-05-0.00063489i
0.0015224+0.0013757i,0.0016857+0.00097382i,0.0023487-0.00051134i,0.00045281-0.0013328i,-0.0020572-0.00079815i,-0.0025433-0.00051596i,-0.0023472-0.00033633i,-0.0016438+0.00048334i,-0.00094939+0.00072338i,-0.00073825+0.00082838i,-0.00043276+0.00066221i,7.586e-06+0.00030045i,0.00016813+0.00072576i,-0.00020084+0.00082578i,0.00048938+0.00020772i,0.0010559-7.2309e-05i,0.00012117+1.1148e-05i,-0.00067907-0.00057294i,-0.0004423-0.00093949i,-0.00017432-0.00027983i,-7.7518e-05+0.00020111i,0.00035843+0.00019759i,0.000643-6.5734e-05i
-0.00099485-0.000617i,-0.0016428-0.0012982i,-0.0011309-0.00083125i,-0.00063379+8.473e-05i,-0.0013608+0.00058343i,-0.001844+0.00086273i,-0.0016451+0.0014752i,-0.0012832+0.0026098i,-0.0010598+0.0029553i,-0.0001497+0.0020958i,0.00040405+0.00098836i,0.0002325-0.00020021i,-0.00023988-0.00041665i,-0.00061058-0.00013357i,-0.00020235-0.00021546i,0.00019091+0.00019435i,-0.00023189-1.6647e-05i,-0.00030694-0.00052385i,9.021e-05+0.00034967i,0.00058543+0.0014287i,0.0016786+0.001206i,0.0019056+0.0011202i,0.00050849+0.0010414i
0.0011497-0.00087383i,0.00023571-0.0014942i,-0.0012918-0.003051i,-0.002609-0.0028707i,-0.0037996-0.00148i,-0.0033509+0.00049151i,-0.001983+0.0020263i,-0.0011593+0.0014936i,-0.00073007+0.0011207i,-0.00096934+0.0016462i,-0.00096524+0.0010688i,-0.00054832+0.00028651i,-0.00026126+0.00064215i,0.00053152+0.00091112i,0.00054904+0.00038242i,-3.6025e-05+4.5075e-05i,0.00020231+0.00039028i,0.00045214+0.00077346i,8.1066e-05+0.00092618i,0.00040296+0.0005854i,0.00057649-0.00013735i,0.00040902-0.00053569i,0.0005212-0.00037658i
0.0011167-0.00030323i,0.00099648-0.00096405i,0.00059435-0.00095995i,9.2533e-05-0.00045771i,-0.00033827+0.00077169i,-0.00062727+0.0012646i,-0.0019415+0.00081746i,-0.0026785+2.6857e-05i,-0.0012952-0.00010575i,-0.00057974+0.00093212i,-0.00043538+0.0012429i,0.0002413+0.00059124i,0.00014264-5.557e-05i,-0.00019438-0.00013218i,-6.2142e-05+0.00042703i,-1.3436e-05+0.00038244i,-0.00038048+0.00025339i,-0.00099267+0.00054015i,-0.00093342+0.0010154i,-0.00068923+0.00099273i,-0.00055876+0.00076131i,-0.00018337+0.0007411i,-1.4656e-05+0.00077834i
0.00098357+0.00075502i,0.001675+0.00028681i,0.0006832+0.00052365i,0.00089527+0.0014853i,-7.4905e-05+0.0010871i,-0.0012386+2.1108e-05i,-0.0006505+1.7869e-05i,-0.00044798+0.0011305i,-0.00033977+0.0015367i,-0.0004138+0.0009327i,-0.00029501-2.0916e-05i,-0.00071906-0.00036393i,-0.0012603-0.00072475i,-0.0012085+6.4828e-05i,-0.00085997+0.0014455i,-0.00093043+0.0008591i,-0.0012234+0.00013748i,-0.00056306+0.00049134i,-0.00033798+0.00063102i,-0.0003354+0.00041624i,-6.0307e-05+0.00072387i,0.00022923+0.0011064i,4.8913e-06+0.0007046i
-0.0012756+0.00011299i,-0.00045553-0.00062245i,0.00053249-0.00096228i,-0.00095719-0.0006019i,-0.0022323+0.00024358i,-0.0024651+0.00091684i,-0.0027737+0.0010627i,-0.0020014+0.00055598i,-0.000814+0.00072596i,-0.00051681+0.00099844i,-0.00036731+0.00016659i,-0.00065285-0.00051993i,-0.00075729-8.104e-05i,-0.00023293+0.00052084i,-8.7105e-05+6.5753e-05i,-0.00027982-0.00039191i,-0.00078746-0.00015177i,-0.0010077+0.00017273i,-0.00078817+0.00013967i,-0.00060404+0.00082889i,0.00010607+0.00090225i,0.00015737+0.00067466i,0.00011711+0.0003698i
