-0.001337-0.0019096i,-0.0012319-0.00057087i,-0.001094+0.00038475i,-0.0013812+0.00053484i,-0.0025332+0.0010035i,-0.002221+0.0016309i,-0.00046425+0.0015453i,0.00054853+0.0010068i,0.00081118+0.00056065i,0.00064293-0.00010077i,0.00037745-0.0010331i,-0.00033689-0.00063607i,-0.00071268+1.2579e-05i,-0.00079734-0.00028992i,-0.00017901-0.0002564i,0.00037474-0.00017268i,-7.8096e-05-0.00027278i,-0.00039725-0.0004406i,1.2925e-05-0.00025297i,0.00021396+0.0003929i,0.00044365+0.0010665i,0.00025196+0.00042677i,-0.00023257-0.00051387i
-0.0044579-0.0012251i,-0.0025384-0.0014022i,-0.00062613-0.0014694i,0.00034036-0.0010404i,0.00029405-0.00062307i,-0.0014517+0.00018398i,-0.0017415+0.0011086i,-0.00054479+0.0016086i,-3.9151e-05+0.0014614i,0.00019147+0.00043771i,0.00010846-0.00010602i,0.00021986-0.00051445i,0.00044906-0.00060591i,0.00031498-0.00019646i,0.0007181+0.00014836i,0.00094589-0.00022624i,0.00057279-0.00057502i,0.00017208-0.0006561i,5.0632e-05-0.00025755i,-0.0001218+0.0008038i,0.00011084+0.00085071i,0.00042898+0.00070532i,0.00013888+0.00025727i
0.00066982-0.0037988i,-0.00054545-0.0015088i,-0.00090371+0.00061335i,-0.00046241+0.0018412i,-0.00087067+0.00046006i,-0.00059273-0.00042946i,3.0634e-05-8.2429e-05i,0.00033182+3.7916e-05i,0.00081603+0.00021782i,0.00065287+0.00071834i,0.00059045+0.00042058i,0.00037338+0.00037954i,0.00069768+0.00036165i,0.00019212+0.00036318i,-0.00059142+0.00035278i,-0.00045212+0.0005555i,-5.7602e-05+0.001833i,0.0006419+0.0025163i,0.0010677+0.0019759i,0.00078246+0.00091164i,0.00071681+0.00024051i,0.0003686+0.00015963i,8.7867e-07-0.0001183i
-0.0013984+1.5207e-06i,-0.00072366+0.0011708i,-0.000354+0.00195i,-0.00033735+0.0013231i,2.6851e-06+0.00084913i,0.0010426+0.00076669i,0.0016611-0.0002636i,0.000278-0.0010184i,-0.0011418-0.00055796i,-0.00089978-0.00028374i,-0.00038664-0.00065503i,-0.00095195-0.0013063i,-0.0012534-0.0013189i,-0.0010955-0.0010738i,-0.0014735-0.0013139i,-0.0010251-0.0010275i,-0.00033214-0.00022314i,6.7428e-05-0.00045838i,-0.00037405-0.00078396i,-0.00079742-0.00043823i,0.00013073+0.00036011i,0.00013266+0.0010362i,-0.00057348+0.00044641i
-0.0020657-0.0015585i,-0.0020402-0.0016148i,-0.0012771-0.0024717i,-0.00056348-0.0029435i,-0.00040293-0.0012015i,-0.00095115+4.0534e-05i,-0.00083544-0.00014979i,0.00028094-0.0013413i,0.00033208-0.0016768i,5.2775e-05-0.0011126i,-0.0001586-0.00048776i,-0.00057851-6.7752e-05i,-0.00083989-0.00031405i,-7.8076e-05-0.00054107i,0.0010703-0.00028139i,0.0017607-0.00031153i,0.0021464-0.00019002i,0.0019405+0.00018893i,0.0015577+0.00015587i,0.00062216+2.2728e-05i,-5.7866e-05-0.00051521i,-9.0261e-05-0.00034897i,4.8933e-05+0.00025365i
-0.0013448-0.0012342i,-9.7008e-05+0.00094162i,0.0017222+0.0025453i,0.0023911+0.003274i,0.0011226+0.001935i,-0.00010996-8.0175e-05i,-0.0010739+0.00013013i,-0.0012342+0.0010677i,-0.00038947+0.0010521i,-3.9026e-05+0.00033361i,0.00016295-0.00056785i,7.4015e-06-5.9933e-05i,3.8268e-05+0.0011584i,0.00065091+0.0011991i,0.0003236+0.00051242i,-0.00046246+0.00087388i,-0.00054794+0.0015501i,-7.2834e-05+0.0018525i,3.0273e-06+0.0021587i,-0.00010347+0.0016114i,-0.00043756+0.00081783i,-0.00064098+0.00036164i,-0.00036035+0.00030181i
-0.00036079+0.00026841i,-0.0026299+0.0013913i,-0.002814+0.0013953i,-0.0023546+0.00071771i,-0.0011409+7.3428e-05i,0.001197+0.00013994i,0.0019955-0.00090491i,0.00082808-0.0016092i,-0.00057365-0.00068077i,-0.00059789+0.0007699i,-0.00056952+0.00059249i,-0.0010004-0.00024591i,-0.00079113-0.00012647i,-0.00064995+3.9467e-05i,-0.001431-0.0002035i,-0.0017846-0.00038996i,-0.0012943-0.00046534i,-0.00050238-9.0057e-05i,0.00010703-0.00027546i,0.00038328-1.2227e-05i,0.00026414+0.00025287i,-0.00031944-0.00057731i,-0.00013877-0.00051525i
-0.0022385-0.0015184i,-0.0015883-0.00066031i,-0.00099146-0.00053084i,-5.2717e-05-0.0012972i,0.00019823-0.0003875i,-0.00039575+0.0011624i,-0.00052028+0.0020731i,-0.00011762+0.0010188i,-0.00050773-0.00056759i,-0.00091973-0.00033169i,-0.00081934+0.00043077i,-0.00056786+0.0004383i,-0.00024322+0.0006112i,0.00047534+0.00010451i,0.0013185-0.0001991i,0.00085845+0.00020193i,-0.00014009+0.00019459i,0.0003563+0.00035689i,0.00063372-0.00013355i,-0.00016557-0.00095632i,-0.00052349-0.0006296i,0.00041438+0.00050408i,0.0014122+0.00096851i
-0.00089699-0.0036243i,-0.0017409-0.0028434i,-0.00078922-0.0016428i,-6.4685e-06-0.00012712i,-0.0011307-0.00021261i,-0.0020527-0.000943i,-0.0013172-0.00027622i,-0.00047552+0.00038802i,0.00040144+0.00051744i,0.00035173+0.0010122i,-0.0011204+0.00048247i,-0.0016407+0.00040112i,-0.0013445+0.00084924i,-0.00055797+0.0007453i,-0.00031346+0.00017388i,-0.0011303+6.6192e-05i,-0.00096987+0.0011797i,-0.00062439+0.0020785i,-5.2448e-05+0.0021848i,0.00095524+0.0014193i,0.0011591+0.00030548i,0.00027173-0.0001809i,-0.00017495-0.00026509i
8.3212e-05+0.00036954i,-0.00035276+0.0026525i,-0.00060847+0.0038567i,-0.0013672+0.0029648i,-0.0015651+0.0014076i,-0.00051782+0.0003462i,0.00054298+0.00035887i,1.7113e-05+0.0006366i,-0.0015738-8.8174e-05i,-0.0016364-0.00065581i,0.00041665-0.00023972i,0.00065527+0.00059i,-0.00065852+0.00020067i,-0.00084759-0.00034938i,-0.00069481+0.00025036i,-0.00054896+0.0012847i,-0.00059971+0.0010765i,-0.00064565-0.0003182i,-0.00051558-0.00059825i,-0.00030487+0.00026828i,7.7059e-05+0.00095738i,0.00075973+0.00087165i,0.00088007+0.00015953i
-0.0008933-0.0028641i,-0.0014433-0.0017998i,-0.00099404-0.001357i,0.00010811-0.0016574i,0.00087018-0.0016078i,0.0012113-0.00075752i,0.0011708-0.00025805i,0.0002051-3.9271e-05i,-0.0010487-0.00014076i,-0.001053-0.0007103i,-0.00067135-9.3678e-05i,-0.00085186+0.00054779i,-0.001227+0.00049088i,-0.0010452+0.00078434i,-0.00076565+0.00037533i,-0.00030866+0.00038235i,0.00012037+0.00073104i,0.00081969+5.756e-05i,0.0010822-0.00095508i,-0.00028662-0.0015922i,-0.0011279-0.00084162i,-0.0011042+0.00030099i,-0.00071778+0.00075705i
-0.00063683-0.0032531i,-0.0010079-0.0022883i,3.1767e-05-0.00084272i,2.7609e-05+2.6207e-05i,-0.0012479-0.00031704i,-0.0012159+0.00017047i,-0.00095698+0.0014711i,0.00022158+0.0013427i,0.0010761+0.00068714i,0.00055406+0.0003023i,-0.00011908-1.2856e-05i,-0.00030625+9.3178e-05i,-4.2404e-05+0.00049962i,-0.00057309+0.0004778i,0.00014417+0.00015474i,0.0010322+0.00076552i,0.00055109+0.0017552i,0.00062419+0.0014517i,0.00084891+0.001033i,0.00088418+0.0012751i,0.0005204+0.0011868i,6.937e-05+0.0011055i,-0.00018238+0.0011478i
-0.0044061+0.00091989i,-0.00272+0.003405i,-0.00011947+0.0055448i,0.0014619+0.0047054i,0.0027521+0.0019279i,0.0020757+0.00056719i,-0.00044709-0.00072738i,-0.0015573-0.00080021i,-0.0013618+0.00068129i,-0.00038392+0.0014814i,0.00076603+0.0011537i,0.001382+2.8986e-05i,0.00087473-0.00040153i,-0.00026126-0.0004443i,-0.00060429-0.00065999i,-0.00065663-0.00084329i,-0.00028668-0.00084451i,-2.4608e-05-8.891e-05i,-0.0010126+0.0005405i,-0.0014945+0.00032233i,-0.0014414+7.48e-05i,-0.0014017-0.00045054i,-0.0008633-0.00046523i
-0.0026529-0.0010459i,-0.0018527-0.00049196i,-0.00021552+0.00082183i,0.00072012+0.00093769i,0.00042333+0.00016968i,0.00078596-0.00010926i,0.001638+0.00015342i,0.00082906-0.00046559i,-0.00093511-0.00098855i,-0.0015203-0.00052721i,-0.00089892-0.0001529i,-0.00026214-0.00028618i,-0.00026228-0.00030587i,-0.00054617-0.00086949i,-0.00065403-0.00052287i,-0.00030141+0.00032421i,0.0011296+0.00028356i,0.001623-0.00048459i,0.0011738-0.001429i,0.00090024-0.0012296i,0.0004194-0.00038489i,0.00093278-0.00025593i,0.0017057-0.00068205i
-0.0035722-6.1003e-05i,-0.0028714+0.00060409i,-0.0010401-0.00023694i,9.5208e-05+8.7804e-05i,-8.2985e-05+0.00078854i,-0.00067625+0.00045665i,-0.00038311-0.00012825i,0.00061183-0.00045812i,0.00069882-4.9525e-06i,-8.8154e-05+0.00027602i,-0.00093091-0.0006963i,-0.00087826-0.0011673i,-0.00039962-0.00081187i,-0.00047903-5.1203e-05i,-0.0013074+0.00081918i,-0.0017774+0.0010954i,-0.001391+0.0015119i,-0.00095016+0.0014526i,-0.00086696+0.00064834i,-0.00070003+0.00096708i,-0.00087709+0.0014656i,-0.00058949+0.0011248i,0.00026668+0.00060447i
-0.0015975-0.0024558i,-0.0012974-0.00010082i,-0.0010026+0.0017658i,-2.5918e-05+0.0025846i,0.0010064+0.0018936i,0.00055237-3.4055e-05i,-0.00086469-0.0019146i,-0.0013837-0.001593i,-0.00076601-0.00029489i,-0.00052744+0.00019723i,-0.00058093+0.00018126i,-0.00037147+0.00036504i,-0.0010372+0.00034799i,-0.0015241-0.00061159i,-0.00064962-0.0005075i,-0.00042653+0.00061076i,-0.000299+0.00053834i,-0.00023833+0.00026308i,-0.0013148+0.00047694i,-0.0016035+0.00022569i,-0.0010108-0.00016075i,-0.00033263-0.00020182i,-0.00069338-0.0001485i
-0.0018218-0.0012201i,-0.0014403-0.0014232i,0.00053052+0.00011537i,0.00090175+0.0010484i,0.00057426+0.00034874i,0.00049695-0.00010574i,0.00077709-0.00036124i,0.0011232-0.00083402i,0.00050952-0.00079625i,-0.00055798+0.00011131i,-0.00053189+0.00088478i,0.00019254+0.00092124i,4.8356e-05+0.00036321i,-4.1686e-05+0.0004457i,0.00032048+0.00060643i,0.00019581+0.00028999i,0.00060337-3.9319e-05i,0.00096601-0.00064272i,0.00062976-0.0012613i,0.00044193-0.0014819i,9.1041e-05-0.00082099i,2.9819e-05-0.00033238i,3.9546e-05-0.00076024i
-5.4067e-05-0.0017867i,0.00017727-0.0014547i,6.6183e-05-0.0016409i,-4.3531e-05-0.00058375i,0.00020032-1.3693e-05i,0.00030099+0.00020669i,0.00043151+0.00046077i,0.00080449+0.00035871i,0.00079514+0.00042932i,-0.00058044+0.00033976i,-0.0015566+4.0672e-05i,-0.0018847-5.9929e-05i,-0.00085167-0.00055241i,-0.00010393-0.00014533i,-0.00064026+0.00057245i,-0.00090298+0.00097053i,-0.0002446+0.00093506i,0.0007054+0.0010725i,0.00085095+0.0017255i,0.00070734+0.0015583i,0.00063796+0.0013948i,-0.00027799+0.0014334i,-0.00013077+0.0015792i
-0.0009559-0.00019205i,0.00021146+0.0029459i,0.0024955+0.0034075i,0.003605+0.0026059i,0.002397+0.001457i,9.3013e-06+0.00016538i,-0.0018859-0.0002034i,-0.0024231+0.0002216i,-0.00088991+0.00034266i,0.00046082+0.00012667i,0.00067401-0.00013652i,0.00020833-0.00016472i,3.7092e-05+0.000447i,0.00018742+0.0005485i,0.0003483-0.00032352i,0.0010663-0.0005698i,0.00063731+0.00039212i,-0.00038132+0.00031891i,-0.00070795+0.00042672i,-0.00052557+0.0011187i,-0.00031809+0.00056785i,-5.0599e-05-0.00058812i,0.00070877-0.0006555i
-0.0017638-0.0039688i,-0.0015848-0.0014222i,-0.00076046+0.00024397i,-0.0010285+0.00018644i,-0.0017854+0.00026208i,-0.0011345+0.00026897i,-6.32e-06-0.00025335i,0.0005171-0.00056625i,-0.00047322-0.00067879i,-0.0013159-0.0006994i,-0.0011768-0.00076794i,-0.00051985-0.00021595i,-0.00025534+0.00048086i,-0.00054008-0.00022072i,-0.0007085-0.00042625i,-0.00044349+0.00052324i,1.6076e-05+0.00088764i,0.00026515+4.4436e-05i,0.00021055-0.00092475i,-0.00020906-0.00015627i,-0.00076655+0.00057853i,-6.8571e-05+0.00057814i,0.0010771+0.00010505i
-0.00059495-0.00013767i,-0.0011849-0.00069052i,-0.00036755-0.0012614i,0.00059457-0.0019041i,-0.00032944-0.0015614i,-0.00056724-1.8712e-05i,-0.00016499+0.0010424i,-0.00030542+0.0011052i,-0.00043485+0.00029963i,8.5312e-05-5.4112e-05i,0.00037113-5.9163e-05i,0.00012341+0.00019255i,-0.00035585-0.0002261i,-0.00076458-0.00048921i,-0.00075507-0.00075637i,-0.00042945-9.9447e-05i,-0.00025046+0.0013487i,0.00023205+0.0024365i,0.00052888+0.0025906i,0.00085059+0.0019133i,0.001036+0.001514i,0.00061682+0.00097428i,0.00010732+0.0011222i
-0.0024018-0.0013423i,-0.0010785-0.00064525i,8.9896e-05+0.00040721i,0.00049582+0.00045919i,0.0012824+0.00010742i,0.00085889+0.00036395i,-0.00030595+0.00016796i,-0.00086684-0.00013358i,-0.00056459+0.00044113i,-0.00037082+0.00090583i,-0.00011913+0.0012205i,0.00036616+0.00067557i,0.00032858-0.00021661i,3.9826e-05-0.00047121i,-0.0001742-0.00020894i,-0.00052649-0.0005215i,-0.00059487-0.00017726i,-0.0012681+0.00092899i,-0.0018884+0.001081i,-0.0017373+0.00035792i,-0.0010255+0.00024576i,-0.00037451+0.00015367i,-5.0919e-05-0.00051863i
0.00058599-0.00063873i,0.00079589-0.00013631i,0.001644+0.00079217i,0.0014408+0.00096037i,0.00034436+0.00054384i,-0.00026115-0.00019121i,-0.00044628-0.0005144i,-0.00060375-3.2022e-05i,-0.00059978+0.0006556i,-0.00055758+0.0015111i,-0.0012488+0.0011416i,-0.0013574+0.00046797i,-0.0004959+0.00040152i,-8.7706e-05-0.0001515i,8.896e-05-0.00041269i,-0.00028182+0.00021402i,0.00033661+0.0005763i,0.0011042-0.00036758i,8.5057e-05-0.0014411i,-0.00069183-0.0011168i,-0.0003479-0.00035765i,-0.00019024+0.0012492i,0.00028012+0.0016819i
-0.0021065-0.00012116i,-0.0014131+0.00011129i,0.00047093+0.00068862i,0.0017475+0.00026537i,0.0015704-0.00053072i,0.00041788-0.00062482i,-4.3144e-05+0.00010171i,0.00030152-0.00025332i,-0.0005175-0.00077965i,-0.0010029-4.1039e-05i,-0.00062805+0.00055527i,-0.00044362+0.0002869i,-0.00014655+1.8474e-05i,-0.00030939-0.00016515i,2.9259e-05-0.00064896i,0.00035282-0.00015257i,0.00074921+0.0008004i,0.00092508+0.0010963i,0.00078278+0.00080615i,0.0011236+0.0011938i,0.00064414+0.0012965i,-0.00023773+0.00063679i,-0.00088405+0.00020778i
-0.0028565-0.0011514i,-0.0014647+0.00079685i,0.00032903+0.0027073i,0.00066335+0.0028199i,0.00060665+0.0019305i,-0.00035317+0.0010492i,-0.00067283+0.00084728i,-0.00077678+0.0004577i,-0.00029679-2.4158e-05i,0.00041463-7.3629e-05i,0.0012171+0.00021149i,0.0015963+0.00013955i,0.0011982+0.00010798i,0.00018809-0.00028146i,-0.00028994-0.0002734i,-0.00025427+0.00011652i,-0.0007197-0.00046079i,-0.0015429-0.00014854i,-0.00216+0.00055831i,-0.0014698+0.00077525i,-0.00054055+0.00075991i,0.00013618+0.00034221i,0.00079456+0.00025528i
0.00010562-0.0012731i,-0.00019161-8.3126e-05i,0.00021887+0.0011372i,0.00095223+0.0016777i,0.00055791+0.0011429i,-0.00028598-0.0002351i,-0.00010478-0.00078957i,0.00070371-0.00054542i,0.00063257-9.0694e-05i,0.00026486+0.00072616i,-0.00026322+0.0016152i,-0.00072598+0.0017371i,8.4598e-05+0.0009476i,0.00018951+0.00051066i,-0.00038243+0.00041278i,-0.00053148+0.0006195i,-4.4502e-05+0.00072518i,0.00034963-0.00047866i,-0.00038759-0.0013031i,-0.0013984-0.00085643i,-0.0010354-0.00092984i,-0.0003136-0.00027802i,-0.00026695-1.2617e-05i
-0.0009937-0.0012031i,-0.0012581-0.001445i,-0.0015878-0.0011287i,-0.0019191-0.00078387i,-0.0017198-0.00052307i,-0.00069273+0.0004566i,5.2871e-05+0.00044887i,-0.00012758-0.00057955i,-0.00052859-0.00059259i,-0.00058275-0.00038685i,-0.00022448-0.00034036i,-9.1323e-05-8.9209e-05i,-0.00046765-9.4308e-05i,-0.00052766-2.1923e-05i,-0.00049183+0.00021264i,-0.0002239+9.1654e-05i,0.00029799-9.1288e-05i,0.00055879+0.0001337i,0.00097477+0.00069137i,0.0017194+0.00067145i,0.00098271-0.00019217i,0.00056907-0.0003817i,0.00093156+0.00046799i
-0.0020062-0.0010265i,-0.0018518+0.00093635i,-0.00044836+0.0014502i,-0.00067513+0.0020112i,-0.00072385+0.0019981i,-1.3865e-05+0.0016028i,-7.5645e-05+0.0020869i,3.9891e-05+0.0011605i,0.0001252-0.00090991i,-0.00010792-0.0013033i,-0.00042203-0.00046989i,0.00033377-1.4968e-05i,0.00096217-0.00035989i,0.00038746-0.00019351i,-0.00014047+0.0010395i,-0.00042883+0.00096227i,-0.00069401-4.3639e-05i,-0.0007156+0.00023834i,-0.00042232+0.00056976i,5.9366e-05+0.00033114i,0.00061335+0.00024229i,0.0004984+0.00056832i,3.5044e-05+0.00027929i
0.0015714-0.0040435i,0.00049679-0.0029349i,9.21e-05-0.0017737i,0.00031972-0.0008211i,0.00036184-0.00057875i,-0.00037264-0.00046411i,-0.00038656-0.00018229i,-1.3948e-05-0.00042678i,1.7436e-05-7.4565e-05i,0.00042193+0.0007954i,-0.00028454+0.001308i,-0.001302+0.0011071i,-4.4398e-05-0.00010834i,0.00053318-0.00083563i,-0.00040268-0.00010188i,-8.5473e-05+0.00043186i,0.00034101-0.00013973i,0.00042481-0.00040425i,0.00012581-0.00049706i,-0.00039226-0.0011561i,-0.00049789-0.00090623i,0.00037716-0.00014736i,0.00057841-8.9255e-05i
-8.794e-05-0.0018298i,-0.0016285-0.0017316i,-0.001564-0.0016824i,-0.00080116-0.0016156i,-0.00075461-0.0014855i,-0.00033627-0.00089619i,0.00071627-0.00097388i,0.0004657-0.0016038i,-0.00034685-0.0018422i,-0.0019725-0.0017123i,-0.0024801-0.0015341i,-0.00094398-0.00083246i,-0.0002694-0.00026969i,-4.8453e-05+2.5394e-05i,-5.5962e-05+0.00029227i,-0.00060681+0.00039572i,-0.00041656+0.00040002i,0.00059659+0.00068034i,0.0015115+0.00031894i,0.0017223-0.00038731i,0.0014239-0.00075603i,0.0010917-0.00070766i,0.0010593+0.00025158i
-0.0012415-0.0010332i,-0.00060942+0.000407i,-0.00019439+0.0014126i,-3.7931e-05+0.00062766i,0.00030847+0.00041309i,0.00018869+0.00026457i,0.00042958+0.0002012i,0.00098298-0.00024251i,0.0006398-0.0011381i,0.00049787-0.0005399i,0.00078014+0.00018971i,0.0011357+0.00038604i,0.00050641+0.00017027i,-6.1075e-05-0.0002922i,0.00016813-0.00042559i,0.00014925-0.00050252i,0.00011822-0.00070156i,-0.00032997+0.00024696i,-0.00086071+0.0011294i,-0.0012412+0.0012665i,-0.00101+0.0013904i,-0.00023718+0.0011617i,-0.00030228+0.00084062i
-0.0014918-0.00081681i,-0.0009989+0.00062493i,-0.00073968+0.0030005i,0.00020954+0.0035151i,0.00073596+0.0017793i,0.00056209+0.00093147i,-0.00036987+0.00060278i,-0.0010318+7.9944e-05i,-0.0009134+0.00018483i,-0.00059794+0.00092681i,-0.00055027+0.0014868i,7.4708e-05+0.00082112i,0.00099487-0.0009518i,0.00046701-0.001114i,-0.00023039-0.00096761i,0.0002163-0.00040665i,0.00031994+0.00015519i,-0.00021992-0.00057646i,-0.00047369-0.00054875i,-0.00089753-0.00039473i,-0.0013251-0.00047147i,-0.00033111+0.00019117i,0.00074774+0.00051396i
-0.0025653+0.0001617i,-0.0034791+0.0010679i,-0.0026495+0.0016079i,-0.0016724+0.0017969i,-0.00041855+0.0016267i,0.0011556+0.0010011i,0.001544-0.00037732i,7.1237e-05-0.0011863i,-0.0013568-0.00091336i,-0.0014834-0.00053632i,-0.00087595-0.00056924i,-0.00072574-0.0011147i,-0.00077912-0.00080908i,0.00026564-0.00047052i,0.001075-0.00070232i,0.00085153-0.00014662i,-7.4333e-05+0.0010917i,0.00016924+0.000969i,0.0013701-0.00059538i,0.0016863-0.0007155i,0.0010852+0.0001317i,0.0011077-2.3881e-05i,0.00055061+0.00044639i
-0.00046195-0.001518i,-0.00010059-0.0010249i,-0.0006224-0.00022637i,-0.0021021-0.00056741i,-0.002138-0.0016204i,-0.0010646-0.0010196i,0.00038984-0.00038015i,0.001199-0.00040641i,0.00081668-0.00056405i,0.00042614-0.00087194i,0.00060788-0.00022913i,0.0003451+0.00019435i,0.00012386-0.00071018i,0.00055206-0.00056443i,0.00075511+0.00060649i,0.00046387+0.0011256i,0.00038314+0.0013291i,0.00018597+0.0013373i,-0.00091505+0.0011109i,-0.0010415+0.00039428i,-0.00038883-0.00035545i,-0.00022975-3.7395e-05i,0.00012291+0.00071973i
0.0010716-0.0050198i,-0.00032826-0.00409i,-0.0009409-0.0027719i,-0.00081777-0.0013785i,-0.00082749-0.00055722i,-0.00056584-4.6184e-05i,-0.00025296+0.00012333i,-0.00043219-0.00018394i,-0.001131+0.00030279i,-0.0014948+0.0012758i,-0.0012106+0.0012324i,-0.00083674+0.0013122i,-0.00039556+0.0017828i,5.6872e-05+0.0011176i,0.00022322+0.00029197i,4.1761e-05+6.4141e-05i,0.00040876-0.00021653i,0.00052971-0.00013407i,-0.00061831-0.00087351i,-0.0015158-0.0014355i,-0.0018948-0.00062737i,-0.0015749-0.00027005i,-0.00059953-0.000655i
-0.0030783+0.00030893i,-0.0016028+0.0015575i,-0.0011224+0.0023394i,-0.00077323+0.001926i,-0.0002156+0.0012471i,-0.00047425+0.00056017i,-0.00039524+0.00043137i,-0.0004472+0.00015574i,-0.00063343+0.00015213i,-0.0002561+0.0003013i,-0.00031965-0.00018882i,-0.00072976-0.00095872i,-0.00024559-0.0012789i,0.00047107-0.00062351i,0.0010781-0.00012488i,0.0011323+0.00018853i,0.00083921+0.00050208i,0.0012491+0.00042117i,0.0013634+0.00042918i,0.00063361+0.00017481i,-0.0001191+0.00052257i,-0.00072127+0.00057273i,-0.00058625+0.00049154i
-0.0004931-0.0008672i,-9.6003e-05-0.00015362i,-0.00029743+0.00046331i,-0.00058476+0.00027017i,-0.00033633+0.00027558i,-0.00035731+0.00023587i,0.00066515-0.00055747i,0.0013483-0.00096283i,0.00072175-0.0010372i,-2.073e-07-0.00085909i,-0.00053319-0.00049364i,-0.00021762+2.6223e-05i,4.9291e-05+0.00059058i,-0.00028261+0.00032697i,-0.00044852+0.00014773i,-0.00055477-0.00048593i,-0.00049717+0.00018017i,-0.00058823+0.00125i,-0.00052695+0.0011552i,-0.00084751+0.0006489i,-0.00069027+0.0009268i,0.00053923+0.00058845i,0.00033853+5.5609e-05i
4.4147e-05-0.0019511i,0.00058194+0.00062256i,0.0015045+0.00081722i,0.0013394-0.00048303i,0.00016335-0.00079924i,-0.00050574+0.00028388i,-0.00075882+0.0018774i,0.00035088+0.0016796i,0.0012978+0.0009261i,0.00059808+0.00033231i,-0.00023397+0.00011704i,-0.00077281+0.00023889i,-0.00030316+0.00060754i,0.00022366+0.00047566i,-0.00034522+0.0001562i,-0.00059021+0.00041897i,-0.00073617+0.0008355i,-0.00099607+0.0010573i,-0.0013243+0.00064781i,-0.0009852+0.00070587i,-0.00066326+0.00080529i,-0.00077983+0.00038662i,-0.00050344+0.00025374i
-0.0012518-0.00047824i,-0.0017724+2.2371e-05i,-0.0012848-9.6242e-05i,0.00051974+6.0531e-05i,0.0010712+0.00069087i,0.00050704+0.00057724i,0.0001228+0.00040381i,-0.00034062+3.4995e-05i,-0.00056317-0.00016216i,-0.00089068+0.00013972i,-0.00062761-0.00015144i,3.9658e-05-0.00035748i,-3.7474e-05+1.995e-05i,-0.00083174+3.709e-05i,-0.0010823+0.00026079i,-0.000223+0.0012288i,0.00039901+0.001062i,0.00061359+0.00010077i,0.00061122-0.00076491i,0.00058055-0.00089464i,0.00015031-0.00031015i,0.0001714+0.0008674i,-0.00011771+0.00098034i
-0.0033876-0.00105i,-0.0022813+0.00089638i,-0.0018081+0.0021059i,-0.0016303+0.0021237i,-0.0003833+0.0011608i,0.00033865-9.53e-05i,-0.00039904-0.00087798i,-0.00052515-0.0014015i,0.00024859-0.0016201i,0.0006304-0.00089001i,0.00066357+0.00018357i,0.00098341+0.00058547i,0.0013997-2.0665e-05i,0.0016816-0.0006227i,0.0011758-0.00021871i,4.4178e-06+0.00029255i,-0.00048516+0.00026459i,-0.00047394+0.0014255i,-0.00036728+0.0025128i,0.00054605+0.0023995i,0.00054193+0.0014815i,-0.00020706+0.00067688i,-0.00039963+0.00021877i
-0.0021878-0.0029267i,-0.002653-0.0021607i,-0.0018665-0.0011843i,-0.0012189-0.00077817i,-0.0023366-0.00011058i,-0.0017005+0.00046221i,-0.00029994-0.00070562i,-0.00030753-0.0020173i,-0.00050222-0.0021454i,-0.00055247-0.00067489i,-0.00072684+0.0012179i,-0.00066868+0.0017936i,-0.00069441+0.00034959i,-0.00079355-0.00075372i,-0.0009001-0.00075615i,-0.0011253-0.00064747i,-0.00077462-0.0003246i,-0.001042-0.00016683i,-0.0021638-0.00024139i,-0.0013717-0.0012712i,0.00010039-0.0014038i,0.00024337-0.00050807i,0.0002795+0.00017968i
0.0016993-0.00049442i,0.0012743+0.00083113i,0.0013343+0.0012428i,0.0013568+0.00027118i,0.00086207+0.00055385i,0.00054602+0.0010503i,-0.00019993+0.00084344i,-0.00093283+0.00069605i,-0.00053538+0.00087478i,-0.00060773+0.0010585i,-0.00061828+5.516e-05i,0.00021889-0.00011433i,0.00011134+0.00015133i,2.5091e-05-0.0001079i,8.4681e-05-0.00028027i,0.00023238-0.00014688i,0.00066214+0.00064114i,0.00040935+0.00055702i,0.00031881-0.00049375i,0.00019863-0.0012063i,0.00010926-0.0014101i,-0.00053291-0.00069112i,-0.00091701-3.403e-05i
-0.00081813-0.0039241i,-0.0012578-0.0022945i,-0.0023774-0.00069332i,-0.0026604-0.00061356i,-0.0022812-0.0010101i,-0.0012685-0.0005174i,-0.00010867-9.3166e-05i,0.0001084-0.00074562i,-0.00071653-0.00094525i,-0.001504-0.00040616i,-0.00057737+0.00062841i,0.00010011+0.0011927i,-0.00045384+0.0011548i,-0.000645+0.0007706i,-0.0012711-0.00042606i,-0.0014762-0.00091839i,-0.0013115+0.00023741i,-0.0013763+0.00083515i,-0.00089542+0.0010569i,-0.00010579+0.00066665i,4.8634e-05+4.4423e-05i,-2.6174e-05-9.0166e-06i,-0.00027554-0.00036666i
