-0.0020612-0.00042952i,-0.00043913-0.0023477i,0.00045843-0.0041478i,-0.001757-0.005415i,-0.0041151-0.00456i,-0.0034009-0.0015497i,-0.0010742-0.00024126i,7.1555e-06-0.00059279i,1.3145e-06-0.00018033i,0.00076705+0.00051017i,0.00074743+0.00029931i,-1.573e-05-0.00010528i,-0.00029287-0.00053113i,-0.0010565-0.00018527i,-0.00091788+0.00049873i,-0.00048706+0.001067i,-0.0013367+0.00098405i,-0.0014009+0.00029613i,-0.00023163-2.4016e-05i,3.1954e-05-0.00011395i,-0.0004713-0.0001495i,-0.00028925-0.00013251i,0.00057723+0.00066975i
-0.00020542-0.00067413i,0.00064517-0.0015241i,0.0029325-0.0037407i,0.0030051-0.0064977i,0.0017048-0.0062402i,0.0011937-0.0031327i,0.00092514-0.00059332i,0.00054929-0.00029832i,-0.00037627-0.00045792i,-0.00090026-2.4446e-05i,-0.00018701-0.0001334i,0.00040296-0.00045579i,0.00013245-0.00079334i,0.00038054-0.00063901i,0.00071302-0.00012002i,0.0006846+0.0002262i,7.5395e-05+0.00055696i,-0.00059628+0.00046886i,-0.00046581+0.00046476i,1.6199e-05+0.00060818i,-0.00036063+0.00017028i,-0.00058133+0.00026169i,0.00047887+0.0003492i
-0.0017293-0.0019505i,-0.0016896-0.0022801i,-0.00043002-0.003488i,0.0011401-0.0058077i,0.0019007-0.0056071i,0.0017369-0.0027725i,0.0020459-0.00080406i,0.0025394-0.00088637i,0.0014826-0.0010464i,0.00054284-0.00033448i,0.00022991+0.00045132i,9.6853e-05+0.0012436i,0.00063806+0.0010861i,0.001165+0.00018247i,0.00099679-0.00067385i,0.0012224-0.0012895i,0.00096934-0.0021988i,0.00034289-0.0015992i,-8.6242e-05-0.00083898i,0.00015163-0.00073678i,0.00095276-3.2729e-05i,0.00095682+0.00056132i,0.00021814+0.00038929i
0.00055684-0.00077207i,0.0012683-0.0022006i,0.0024723-0.004776i,0.0014885-0.0063456i,-0.0012182-0.0061489i,-0.0014576-0.0035715i,0.00028074-0.0007165i,0.0008939-0.00094109i,-6.9862e-05-0.0021834i,-0.00018341-0.0015741i,-0.00040746-0.00099714i,-0.00086463-0.00073464i,-0.00065248-0.00059416i,-0.00031523-0.0013376i,-1.7772e-05-0.0019985i,-0.0016135-0.0020559i,-0.0015647-0.0017111i,-0.00064168-0.00041755i,-0.0007308+0.00027788i,-0.00036327+0.00059755i,0.00025022-4.2944e-06i,-0.00011507-0.00075285i,-0.0010857-0.00085139i
0.00037414-0.0018339i,0.0011567-0.0029526i,0.0013508-0.0038717i,0.001061-0.0050425i,0.00010198-0.0036078i,-0.00052043-0.00045583i,0.00080005+0.00024299i,0.0014853-0.00088854i,2.4577e-05-0.001912i,-0.0010709-0.0017632i,-0.0014984-0.0013806i,-0.0010538-0.0012413i,0.00047028-0.00028432i,-0.00012223-3.0981e-05i,-0.0015004-0.00017254i,-0.0013994+1.6894e-05i,-0.0014386-0.00044459i,-0.0019958-0.00053819i,-0.0018406-0.00015734i,-0.0010155-0.00012418i,-0.0010025-0.00018128i,-0.00070264-0.00021742i,0.00010627+7.0064e-05i
-0.0013276-0.0010809i,0.00031414-0.0014551i,0.0019241-0.0032032i,0.0023933-0.0055068i,0.00070142-0.0053411i,-0.00059668-0.001729i,-0.00043528+0.00049356i,-0.0010921+6.7944e-07i,-0.002771-0.00019394i,-0.0024519+0.00035952i,-9.9721e-06+0.00081858i,0.00096946+0.0003964i,0.0010652+0.00049812i,0.001266+0.00071154i,9.0913e-05+0.00050937i,-0.001121+0.00066409i,-0.0015488+0.00026883i,-0.00043253-8.8477e-05i,0.00020021+0.00061207i,0.00040662+0.00073808i,0.00051587+0.00089939i,-0.00024875+0.0005007i,-0.0013128-0.00022108i
0.00095649-0.00067539i,0.00104-0.0020864i,0.00069497-0.0051592i,0.00099418-0.0079061i,0.0020094-0.0069874i,0.0016938-0.0028183i,0.0019026+0.00034354i,0.0024818+0.00062799i,0.0011058+0.00059983i,-2.0169e-05+0.0011844i,0.00024005+0.00019954i,0.00014909-0.0011498i,0.00044996-0.00055101i,0.0013649+0.00026822i,0.0010286-0.00017136i,0.0003504-0.00067149i,0.00016424+0.00021654i,0.00033025+0.00088118i,-0.00013301+0.00039572i,-0.00042924-0.00082618i,-5.313e-05-0.00074762i,0.00018118-2.7664e-05i,0.00030202+8.5224e-05i
0.00041569-0.0018409i,-8.3618e-05-0.0036724i,-8.8642e-05-0.0066979i,-0.00051864-0.0094931i,-0.0011124-0.0091007i,-0.00077951-0.0046533i,0.00041025-0.0014272i,0.0010683-0.00156i,-0.00015255-0.0012612i,-0.00046069-0.00089524i,-3.8855e-05-0.00057649i,7.5963e-05-0.00040292i,0.00030357-0.00069111i,0.0001861-0.00086753i,0.00034939-0.0011546i,0.00087144-0.0012976i,0.0005857-0.00094083i,-0.00015564-0.00081081i,-0.0001675-0.00035861i,-0.00036381+0.00020165i,6.0992e-05-0.00027088i,0.00053537+7.1625e-05i,0.00026702+0.00037251i
0.0011759-0.0014726i,0.0012546-0.0025982i,-0.00021242-0.0057205i,-0.0014244-0.0083255i,-0.0022695-0.0065828i,-0.0014737-0.0020019i,0.00093096-0.00031849i,0.0015918-0.0018231i,0.00063693-0.0025042i,0.00039872-0.0017285i,-4.8589e-05-0.00058794i,-0.00069768+6.2979e-05i,-0.00058965-5.0351e-06i,-0.0003309-0.00093595i,-0.00017599-0.0021001i,4.857e-05-0.0021472i,-0.00039733-0.0012833i,-0.0011347-0.00060321i,-0.001302-0.00040461i,-0.00066505-0.00010124i,0.00040436+0.0002989i,0.00054332+6.108e-05i,-0.00043164-0.0005131i
0.00056698-0.00040325i,0.0012184-0.00083785i,0.0019775-0.0023048i,0.00082441-0.0046713i,-0.0018705-0.0047731i,-0.002552-0.0028727i,-0.0013075-0.00072057i,-0.000226-0.00089387i,-0.0011568-0.0023649i,-0.0017506-0.0021808i,-0.00046667-0.001567i,0.00045601-0.0012362i,0.00039594-0.00040415i,-0.00036708-0.00040041i,-0.0016838-0.0009198i,-0.002278-0.0012226i,-0.0019427-0.0012595i,-0.0013705-0.0010407i,-0.00066591-0.00027455i,-0.00033959+0.00076111i,-6.6358e-05+0.00040621i,-0.00027662-0.00059949i,-0.00089705-0.00040129i
0.001362-0.0013803i,0.0017089-0.0035142i,0.0019353-0.006852i,0.003142-0.0091436i,0.0029061-0.0071083i,0.00034179-0.0027006i,0.00033873-0.00050189i,0.00048107-0.0019914i,-0.0013061-0.0025569i,-0.0020283-0.00073401i,-0.0015086-6.584e-05i,-0.00049176-0.00035749i,-0.00013057-0.00013359i,0.00011897+0.00048646i,-0.00044418+0.00085527i,-0.0019458+0.00060985i,-0.0024131-2.8929e-05i,-0.0014231+0.0006016i,-0.00065113+0.001245i,-0.00060754+0.00070269i,-0.00044939-0.00018627i,-8.0281e-05-0.00027624i,-0.00026407+0.00039108i
0.00075545-0.00079732i,0.0012397-0.0030399i,0.0023029-0.0055463i,0.0026794-0.0090533i,0.0014864-0.009219i,0.00054646-0.0042473i,0.0013497-0.00048804i,0.0012935-0.00037641i,-0.00052496-0.00023208i,-0.00043805+0.00091296i,0.00074523+0.0012242i,0.00035782+0.00019737i,0.00032022-0.00049708i,0.00073324-0.0004983i,0.0011861+0.00024104i,0.0010138+0.0010243i,0.00048997+0.0011276i,-0.00024581+0.0015287i,-0.00039193+0.0012715i,0.00028366-0.00011704i,0.00024574+0.00013212i,0.00059315+0.0010151i,0.00096116+0.0010049i
0.00039983-0.0014363i,0.00072744-0.002727i,0.001401-0.0063409i,0.0014763-0.010004i,0.00033285-0.0090216i,-0.000525-0.0039628i,0.00025158-0.00040797i,0.00082435-0.00049386i,0.00011763-0.0012803i,-0.0002786-0.000411i,0.00034733+0.00022046i,0.00042808-0.0003883i,7.4338e-05-0.00039231i,0.00084939-0.00099315i,0.00096081-0.0017799i,0.0011101-0.0012201i,0.0013973-0.00081557i,0.0010294-0.00082117i,-0.00011161-0.00023259i,-0.00033816+0.00054111i,0.0009894+0.00033022i,0.0011803+0.00033244i,0.00069567+0.00047291i
0.00079244-0.0010453i,0.0011659-0.0015531i,0.00040611-0.0031961i,-0.0017491-0.0052735i,-0.0042022-0.0046089i,-0.0034384-0.0018238i,7.0958e-05-8.7606e-05i,0.0017264-0.00092822i,0.0012014-0.0016574i,0.00079109-0.0005945i,0.00061005-0.00032017i,7.9815e-05-0.00094055i,0.0001751-0.0013726i,0.0003512-0.0014486i,0.00035104-0.0019084i,0.00010527-0.0029317i,-0.00045956-0.0026964i,-0.0005439-0.0013681i,-0.00084679-0.00036786i,-0.00097159+0.00060025i,-8.6094e-05+0.0010501i,0.00061269+0.0004i,0.00053548+0.00032669i
0.0020411+0.00022421i,0.0022048-0.0017833i,0.003782-0.0051514i,0.0047352-0.005982i,0.0029926-0.0036155i,0.00066268-0.00037824i,0.00014064+0.00024444i,-0.00024524-0.0011602i,-0.0015213-0.001721i,-0.0018977-0.0017023i,-0.00082768-0.0015058i,-0.00031998-0.0010331i,-0.00090945-0.00095872i,-0.0011183-0.0010341i,-0.0014561-0.0015794i,-0.0020251-0.0018816i,-0.0019864-0.001612i,-0.0012571-0.00055062i,-0.00064157+6.7726e-05i,-0.0001709+0.00014965i,-0.00060818+0.00078045i,-0.0016981+0.00095937i,-0.0013074+0.00057636i
-0.00064299-0.00035433i,0.0012053-0.0016149i,0.0039339-0.0047352i,0.0052008-0.0070744i,0.0042072-0.0054314i,0.0024707-0.0012211i,0.0023069+0.00052857i,0.0011257-0.00078393i,-0.0011785-0.0010367i,-0.0013898+0.00027995i,3.3919e-05+0.00058316i,0.00036374+0.0002928i,-0.00061755+0.0001501i,-0.0009228+0.00030481i,-7.2788e-05+0.00084205i,-0.00022196+0.0014218i,-0.00098101+0.00092268i,-0.00088963-7.8549e-05i,-0.00060169-0.00028169i,-2.2657e-05+0.00024636i,-0.00010214+0.00089203i,-0.00088372+0.00086598i,-0.00096593+0.00055915i
0.00025186-0.0015019i,5.5364e-05-0.0035173i,0.0016386-0.006516i,0.0028756-0.010002i,0.001157-0.0097337i,0.0009382-0.0052205i,0.0022362-0.0018142i,0.0018062-0.00057774i,-0.00033443+8.707e-05i,-0.00089015+0.00081087i,0.00010794+0.00083995i,0.0011143+0.001325i,0.0011191+0.0015293i,3.4786e-05+0.0011277i,-0.00026513+0.0013048i,-0.00047571+0.0015124i,-0.0012759+0.0010377i,-0.0010239+0.00012051i,-0.00051007+0.00049311i,-0.00077879+0.00049943i,-0.00075487+4.5639e-05i,-0.0001513-6.6503e-05i,0.00067806-0.000459i
0.00018413-0.00085162i,0.00067961-0.0023934i,0.00050163-0.0052658i,0.00028889-0.0075466i,-0.00064239-0.0063378i,-0.00065933-0.0028782i,0.001192-0.0003698i,0.0019731-0.00021936i,0.0014783-0.00054218i,0.00073499-0.00041327i,8.4004e-05-0.00024362i,0.00032902-0.00059818i,0.00083647-0.00038736i,0.00094119+0.00040085i,0.0017178-0.00022347i,0.001672-0.0011702i,0.00076846-0.00051721i,-0.00022228+0.00036946i,-0.0012786+0.00037504i,-0.00074425-1.6093e-05i,-2.3405e-05-0.00016747i,1.6078e-05+4.9192e-05i,0.00038404-0.0002186i
-0.00021762-0.0014076i,4.8404e-05-0.0023781i,0.00091012-0.0041534i,0.0016251-0.0063853i,5.2579e-05-0.0064547i,-0.0017577-0.0033543i,-0.00098532-0.00085719i,0.00077844-0.0013372i,0.00037889-0.0017538i,-0.00011345-0.00066017i,0.00060574+3.1371e-05i,0.00099414-0.00058503i,0.0011386-0.0013726i,0.0011286-0.001432i,0.00098478-0.0016317i,0.00048504-0.0021295i,-0.00034415-0.001918i,-0.00075196-0.0014476i,-0.0006742-0.0010449i,-0.00075671-0.00016726i,0.00010434+0.00034792i,0.00064454+0.00072189i,-0.00046008+0.0011155i
-0.0012416-0.00067255i,-0.00041823-0.0019633i,0.0016178-0.0029009i,0.001375-0.0030763i,-0.00089555-0.0011893i,-0.001201+0.0012593i,0.00057021+0.0011377i,0.0011635-0.00049544i,-0.00043731-0.0013049i,-0.0011556-0.0013096i,-0.00041016-0.0020251i,-0.00035875-0.0025101i,-0.00098505-0.0018039i,-0.00096042-0.0018594i,-0.0007597-0.0019345i,-0.0011254-0.0016031i,-0.001041-0.0010701i,-0.0010236-0.00078268i,-0.00069778-0.00011268i,-0.00054918+0.00075959i,-0.0004066+0.00088706i,-0.00060534+9.8167e-06i,-0.00082056-0.00041831i
0.0002757-0.00010228i,0.0013981-0.0028377i,0.0035864-0.0060685i,0.0062795-0.0072416i,0.0061322-0.0053285i,0.0028464-0.0019336i,0.0017273-0.00010053i,0.0010878-0.0014785i,-0.00036847-0.0022755i,-0.0011035-0.0014001i,-0.001584-0.001164i,-0.001885-0.00056261i,-0.001426+4.5732e-05i,-0.00098724+3.7509e-05i,-0.00072413+7.4432e-05i,-0.0012368+7.7475e-05i,-0.0017425-9.5965e-05i,-0.0011503-0.0003009i,-0.0003136+0.00011728i,0.00012541+0.00084619i,-0.00038518+0.00062605i,-0.00070831+9.7309e-05i,-0.00011625-5.9163e-05i
0.00045336-4.5075e-05i,0.00075855-0.0023348i,0.0018357-0.0055526i,0.0023367-0.010014i,0.0019831-0.0098754i,0.001172-0.0042287i,0.0014552-0.0012483i,0.0014468-0.0010379i,-0.00057183-0.0003179i,-0.0014937+0.00049246i,-0.00042303+0.0010332i,-0.0002469+0.0010782i,-0.0011254+0.0012175i,-0.0017009+0.0011294i,-0.0010535+0.00050132i,-0.00051374-0.00052121i,-0.0010132-0.0012004i,-0.00090899-0.00046044i,-0.00085235+0.0010172i,-0.00096412+0.00076268i,-0.00056926+0.00025381i,9.8108e-05+0.00057864i,0.00048971+0.00077151i
0.0015525+0.00061004i,0.0016486-0.0021225i,0.0019651-0.0068515i,0.0020152-0.010276i,0.0011965-0.0092857i,9.6192e-05-0.0041669i,0.00072355-0.00070764i,0.0014603-0.00024135i,0.00032024-0.00018751i,-0.00059049+0.0003843i,0.00057924+0.00070256i,0.0010014+0.00053403i,0.00071298+0.00021069i,0.0010683-0.00023155i,0.00052026-0.00080493i,-0.0003149-0.00075713i,-0.00062279-0.00037861i,-0.00030065-0.00034463i,0.00041791-0.00061181i,0.00026381-0.00063628i,-0.00037679-1.2688e-05i,-0.00019363+0.00037039i,-0.00024868+0.00023998i
-0.00017785-0.00089502i,0.0012457-0.0016732i,0.0013408-0.0038847i,-8.5677e-05-0.006793i,-0.0029635-0.0066447i,-0.003048-0.0022764i,-0.00061797-0.00016475i,0.00030291-0.0017781i,0.00055809-0.0016591i,0.00049723-0.00074634i,0.00058466-0.00086505i,0.0016574-0.00068459i,0.0021878-0.00068753i,0.0017159-0.00098591i,0.0017354-0.00067279i,0.0011522-0.00068242i,0.00019197-0.00078404i,-5.3682e-05-0.00064517i,-0.00028851+5.4743e-06i,0.00010008+0.00034413i,0.00048373+0.0001356i,-0.00010393+0.00020218i,-0.001076+0.0001387i
0.0014981-0.00022422i,0.0022296-0.0022808i,0.0034776-0.0039444i,0.0039741-0.0049891i,0.0015456-0.0035755i,-0.0011199-0.001168i,-9.5306e-05+1.5858e-06i,0.00071498-0.00099362i,-0.00059004-0.0019303i,-0.00071054-0.0021304i,-8.8116e-05-0.0024702i,0.00023826-0.0024348i,0.00073288-0.0015951i,0.00046676-0.00099089i,0.00016659-0.0015752i,0.00011504-0.0015131i,-0.00084559-0.00018106i,-0.00093994+0.00076817i,-0.00061076+0.00081981i,-0.00068652+0.00040414i,-0.0007299+0.00032912i,-0.0004062+4.3091e-05i,-0.000394-0.00013086i
-0.00058042-0.0018908i,0.00038902-0.0029741i,0.0026217-0.0047366i,0.004304-0.0053557i,0.0028354-0.0032687i,0.0019205-4.1603e-05i,0.0025972+0.00086352i,0.0018773-0.00043547i,-0.00041191-0.0021178i,-0.0012837-0.002103i,-0.00085687-0.00092807i,-0.00088907-0.00047035i,-0.0012025-0.00044759i,-0.001558-0.00058352i,-0.0015759-0.001127i,-0.00063533-0.0012977i,-0.00045089-0.0006175i,-0.00087619-0.00024279i,9.7946e-05+2.395e-05i,0.00029193+4.3094e-06i,-0.0003215+0.00053966i,-0.00020808+0.0010741i,-0.00041917+0.001049i
0.0012027-0.00064789i,0.0014663-0.0025446i,0.003779-0.0076483i,0.0055201-0.01211i,0.0040282-0.01062i,0.0014999-0.0053711i,0.0016986-0.0015536i,0.0017225-0.0012431i,-0.00067091-0.0014586i,-0.001601-0.00036926i,-0.00062738+0.00034322i,-0.00066115+0.00030489i,-0.0011922+4.6759e-05i,-0.0014155-0.00045841i,-0.0012591-0.00071292i,-0.00050225-0.00039184i,-0.00034096-8.0379e-05i,-0.00050595+0.00036396i,-0.00080659+0.00022727i,-0.00062631-0.0006272i,0.00023121-0.00033047i,0.00061717+0.00099884i,0.0004378+0.0011837i
0.0021187-0.00067339i,0.0013788-0.0027197i,0.00056329-0.0066788i,-0.0014752-0.010834i,-0.0032282-0.011053i,-0.002654-0.0063406i,-0.000914-0.0020042i,0.00086525-0.00085834i,0.00069962-0.00062725i,0.00054971-0.00014012i,0.00056955-0.00026757i,-4.6531e-05-0.00049663i,0.00030447-0.00030436i,0.00014556+0.00065779i,-0.00016927+0.00093707i,-5.4811e-05+4.4574e-05i,-0.00033122-0.00019151i,-0.00075661+0.00048174i,-0.00066515+0.0011259i,-8.9403e-05+0.00083541i,-0.00012626+0.00070203i,-0.00017761+0.0012568i,-0.00012464+0.0011593i
0.001006-0.001995i,0.00048182-0.0027952i,0.00065164-0.0056413i,0.00028706-0.0075798i,-0.001068-0.0065098i,-0.0016106-0.0030203i,-0.00029112-0.00086318i,0.0010386-0.0016646i,0.00043941-0.0018292i,-0.00044427-0.00061699i,0.00027379-0.00047897i,0.0011522-0.00056728i,0.0012425-0.00017079i,0.0013028+0.00049725i,0.0013434+0.00014526i,0.00091926-0.00092537i,-2.4122e-05-0.00070656i,-0.0003412+3.3128e-05i,-0.00076606-0.00057987i,-0.00074955-0.0010129i,-0.00018734-0.0012695i,0.0001694-0.0015832i,2.6332e-05-0.0010954i
0.00011672-0.0017371i,0.00057664-0.0031213i,0.0015766-0.0038053i,0.00096608-0.0029147i,-0.0017704-0.0022625i,-0.0021626-0.00034188i,-0.00021016+0.00086826i,-0.00032316-0.0005276i,-0.0011031-0.0018016i,-0.00019739-0.0013844i,0.00072077-0.0015231i,0.0011742-0.0020256i,0.0017716-0.0013294i,0.0013915-0.0010117i,0.00051611-0.001793i,-0.00035349-0.0015249i,-0.001013-0.00049682i,-0.0011329-0.00070902i,-0.00087526-0.00079228i,-0.00074027-0.00018889i,-0.00044398+0.00012734i,-0.00042332+4.5962e-05i,-0.00032574-9.5682e-06i
0.0015387-0.00087668i,0.0029843-0.002212i,0.0056233-0.0042445i,0.0074082-0.0054771i,0.0057584-0.0031534i,0.0024143+0.00079236i,0.001475+0.0016283i,0.0011758-0.00013518i,-7.4676e-05-0.0017504i,-0.00074852-0.0015054i,-0.0012688-0.00091931i,-0.0012819-0.0012442i,-0.0010894-0.0018818i,-0.0010618-0.0023284i,-0.00088131-0.0013719i,-0.00084193-0.00052341i,-0.00019677-0.00025245i,-0.00064574+0.00023734i,-0.0012922+0.0011827i,-0.0011077+0.0020246i,-0.0014163+0.0021035i,-0.0015381+0.0019061i,-0.00070495+0.0019625i
-0.00014288-0.0010952i,0.00090829-0.0043858i,0.0017485-0.008672i,0.0035528-0.011646i,0.0039666-0.010791i,0.0029723-0.0061018i,0.0029062-0.0015623i,0.0018475-0.00048978i,-0.00060094-0.00052006i,-0.0015917-0.00018101i,-0.0010511-0.00047777i,-0.00046815-0.00066126i,-6.5295e-05+0.00041031i,-0.00034401+0.00038863i,-0.00037951-0.00049589i,-0.00017501-0.00031727i,3.9065e-05-7.8693e-05i,9.5215e-05-8.0878e-06i,-0.00024297+0.00085861i,-0.0002026+0.0010341i,6.4985e-05+8.4665e-05i,0.00026113+0.00032871i,-0.0003505+0.0015121i
0.00035561-0.0012447i,0.00045517-0.0029115i,0.0031027-0.0063837i,0.0040146-0.010491i,0.0020359-0.011653i,0.0011055-0.0073994i,0.0018232-0.0025614i,0.0023853-0.0018034i,0.001046-0.0012552i,-0.00037563-7.3952e-05i,-0.00080756+3.4827e-05i,-0.00059369-0.0003127i,-1.2316e-06+9.9443e-05i,0.00018933+0.00061406i,0.00012738+1.7875e-05i,-1.3033e-05-0.00096353i,-0.00058916-0.00078878i,-0.0014939-0.00010561i,-0.0017046-0.00010578i,-0.00089339-0.00016202i,0.00062424-6.2581e-05i,0.00099403+0.0001725i,0.00021677+0.0010329i
9.593e-05-0.0022794i,0.00044252-0.0026196i,-0.00054184-0.00283i,-0.0029023-0.0037266i,-0.0046821-0.0040151i,-0.0038173-0.0022501i,-0.00094828-0.0013245i,0.0011775-0.0023941i,0.0008397-0.0022025i,-0.00064752-0.00040261i,-0.00021286+0.00030001i,0.00049055+0.00015448i,0.00090358+0.00018529i,0.0014628+0.0007982i,0.0011297+0.0011139i,0.00036651+0.0010046i,-0.0005369-0.00012852i,-0.00075284-0.0011159i,-0.00020352-0.0010069i,3.6851e-05-0.00034657i,-0.00014632+0.0002285i,-5.9169e-05+0.00082522i,6.3401e-05+0.00085551i
-0.00020284-0.0011963i,0.00081687-0.0017374i,0.0027126-0.0016287i,0.0037509-0.0019496i,0.0019221-0.0010087i,0.00017824+0.0011112i,-7.7201e-05+0.0019845i,-0.00022254+7.9619e-05i,-0.0007639-0.0017204i,-0.00086872-0.0013569i,-0.00022992-0.0011614i,0.00085215-0.0016064i,0.0012989-0.00096443i,0.0009137-0.00090355i,0.000848-0.00156i,0.00050997-0.0010158i,-0.00029898-0.0001527i,-0.00092621+0.00030715i,-0.00097139+5.1796e-05i,-0.0010173-0.00056096i,-0.00097795-0.00055792i,-0.0014881+0.00028859i,-0.0019189+0.00032589i
-0.0010007-0.0026087i,0.00078745-0.0030175i,0.003724-0.0039482i,0.0059525-0.0041648i,0.0047341-0.00158i,0.0028081+0.0014587i,0.0026488+0.0021278i,0.0016282+0.00072124i,-2.0523e-05-0.00030358i,-0.00093552+0.00036914i,-0.0013171-0.00013642i,-0.00093646-0.00045873i,-0.0006495+1.8132e-05i,-0.00049606+0.00012602i,-0.00015252-0.00020312i,-7.6913e-05-0.0010891i,-9.6084e-05-0.001192i,-0.00034787-0.00047533i,-0.00078343-4.5127e-05i,-0.00060538+0.0004148i,-7.8509e-05+0.0012084i,-0.00035166+0.001118i,-0.00017987+0.00043404i
0.0005795-0.0015288i,0.0018397-0.0033416i,0.0045676-0.0062138i,0.0079974-0.0090081i,0.0082619-0.0096023i,0.0056143-0.0062518i,0.0038349-0.0019348i,0.0022168-0.00050105i,0.00041354-0.0003868i,-0.00010529-0.00060166i,0.00010885-0.00045179i,-3.532e-05+0.00025197i,0.00042126+0.00057425i,-0.00038274-8.8507e-05i,-0.0019551-0.00050828i,-0.002296-0.00034253i,-0.0016403-0.0010325i,-0.00089022-0.00035889i,-0.00096642+0.0012698i,-0.0006828+0.0011771i,0.00036352+0.00085695i,0.00079872+0.001423i,0.00030579+0.001658i
0.00040186-0.0019378i,1.047e-05-0.0037337i,-0.00039656-0.0068679i,-0.00046565-0.010815i,-0.0010143-0.0099442i,-0.0009654-0.0045369i,0.0012744-0.00097658i,0.0026309-0.00071143i,0.00083227-0.0008908i,-1.9648e-05-0.00011264i,0.0006854+0.00098284i,0.00091608+0.0014681i,0.00073247+0.0021086i,0.00060194+0.0026781i,0.00023637+0.0015343i,-0.00025859-0.00020888i,0.00018265-0.00095714i,0.00026452-0.00082717i,-0.00026557+1.0794e-05i,-0.00022199+0.00017884i,0.00021524+9.4494e-05i,0.00058205+0.00078361i,0.00067967+0.00059186i
0.0013362-0.0016466i,0.0015379-0.0023612i,0.00046521-0.0052792i,-0.0028153-0.0087904i,-0.006398-0.0093312i,-0.0054822-0.0062173i,-0.0015129-0.0032921i,0.00037054-0.003304i,0.00032957-0.0030929i,0.00017097-0.0017816i,0.00068203-0.00088042i,0.00080069-0.00024136i,0.00076162-0.00054055i,0.0013999-0.00055827i,0.0016029-0.00052459i,0.00081513-0.00035196i,-0.00067282-0.00064444i,-0.0012408-0.00056447i,-0.0014366+0.0002418i,-0.00084587+0.00034003i,0.0005236-8.0209e-05i,0.00088557+5.3622e-05i,0.00084195+0.00060157i
0.00060473-0.0018165i,0.002139-0.0032582i,0.0020307-0.0037735i,-0.00035346-0.0011636i,-0.0026116+0.0023244i,-0.0020118+0.004885i,-0.00030797+0.0039738i,6.7518e-05-0.00018625i,-0.0012183-0.0020195i,-0.0018587-0.0011152i,-0.00039834-0.00059483i,0.00051939-0.00054075i,0.00053977-0.0013078i,0.00087441-0.0018853i,0.00090976-0.0019504i,0.00024885-0.0017702i,-0.00027531-0.00081993i,-0.000314-0.00016173i,-0.00022155+0.00013044i,5.0705e-05-0.00043244i,-5.1373e-05-0.00082405i,-0.00076191-0.00045281i,-0.00090116-0.00049963i
0.001136+9.2495e-05i,0.0023825-0.0018189i,0.0053396-0.0043165i,0.0083734-0.0053989i,0.0072688-0.0034382i,0.0036839-0.00056546i,0.0010856+0.00067782i,-0.0012535-9.1686e-05i,-0.0023324-8.2935e-05i,-0.0011496+0.00066769i,-0.00055326-0.00057028i,-0.0014295-0.0010021i,-0.0015841-0.00067292i,-0.0011122-0.0013892i,-0.0010864-0.0025619i,-0.00091609-0.0029114i,-0.0010512-0.0018101i,-0.00070857-1.655e-05i,-0.00044713+0.0010772i,-0.0007968+0.0012777i,-0.00078789+0.0017496i,-2.8092e-05+0.00072419i,8.8094e-05+0.00011733i
0.0015049-0.00082446i,0.0033081-0.0026999i,0.005384-0.0073639i,0.0069034-0.010974i,0.0074624-0.010426i,0.0052601-0.0050492i,0.0036943-0.00010673i,0.0024742+0.0010043i,0.00041542+0.00042812i,-0.00031159+0.00046271i,0.00017786+0.00068442i,0.0004448+0.001131i,6.8872e-05+0.00094907i,-0.0005065+0.00035406i,-0.0012895+0.00058911i,-0.0023423+0.00066871i,-0.0027185-0.00014734i,-0.0020848-0.00064057i,-0.0015911-0.00081071i,-0.0014748-0.00050505i,-0.00048498-0.00015817i,0.00017565+0.00068893i,-1.7275e-05+0.0014546i
-0.00010831-0.0012494i,0.00095884-0.0034925i,0.0027592-0.0087855i,0.0023891-0.015058i,-0.00042514-0.016269i,-0.0014739-0.01042i,0.00078101-0.0046154i,0.0029773-0.0024732i,0.0019314-0.0018167i,0.00081203-0.00043017i,0.00056592+0.00030703i,3.3699e-05+0.00010637i,-0.00051011+0.00014123i,-0.00071597+0.00092811i,-0.00017208+0.00053126i,-0.00059136+0.00032299i,-0.0010165+0.00051627i,-0.00093041+0.00022426i,-0.0011296-0.00026105i,-0.00065201-0.00030814i,0.00095297+0.00058i,0.0017556+0.0011894i,0.0017316+0.0012219i
-0.0001495-0.00055037i,-0.00039198-0.0023366i,-0.0010478-0.0045167i,-0.0024831-0.0071409i,-0.0035714-0.0070278i,-0.0030749-0.0039673i,-0.00067211-0.0041966i,0.0016021-0.0062001i,0.0013208-0.0052495i,0.00050172-0.0024254i,0.001071-0.00075853i,0.0020541-0.00071856i,0.0026185-0.00035476i,0.0024209+7.7624e-05i,0.0019506+0.00034609i,0.00085301-9.082e-05i,-0.00011775-0.00024356i,-0.00052333-0.00035165i,-0.00097547-0.0006447i,-0.00040576+3.3517e-07i,-0.00018749+0.00017921i,-0.00066987+0.00029037i,-0.00086234-0.00036003i
