-0.0020612-0.00042952i,-0.00043913-0.0023477i,0.00045843-0.0041478i,-0.001757-0.005415i,-0.0041151-0.00456i,-0.0034009-0.0015497i,-0.0010742-0.00024126i,7.1555e-06-0.00059279i,1.3145e-06-0.00018033i,0.00076705+0.00051017i,0.00074743+0.00029931i,-1.573e-05-0.00010528i,-0.00029287-0.00053113i,-0.0010565-0.00018527i,-0.00091788+0.00049873i,-0.00048706+0.001067i,-0.0013367+0.00098405i,-0.0014009+0.00029613i,-0.00023163-2.4016e-05i,3.1954e-05-0.00011395i,-0.0004713-0.0001495i,-0.00028925-0.00013251i,0.00057723+0.00066975i
-0.00019208+0.00014146i,0.0015403-0.00034753i,0.0026443+0.0012341i,0.0019635+0.002142i,-0.00049933+0.0025078i,-0.0018237+0.0036091i,-0.00068808+0.00203i,-0.00062102-0.0019259i,-0.0025292-0.0033971i,-0.0029491-0.0025561i,-0.0012334-0.0021396i,0.00034838-0.0018496i,0.001159-0.0010752i,0.0017446-0.0015821i,0.0017339-0.0028864i,0.0011294-0.0018251i,0.00072936-0.00048055i,0.00070111-2.2254e-05i,0.00012421+0.0001875i,5.5911e-05-0.00019508i,-0.00023344+0.00029607i,-0.0011371+0.00059207i,-0.0013399+0.00043323i
0.00043367-0.0014697i,0.0023075-0.0013605i,0.0055648-0.0025986i,0.0089348-0.0033496i,0.008879-0.0012223i,0.0063296+0.0015339i,0.0032729+0.0025306i,0.00044241+0.001443i,-0.0013066-0.0001497i,-0.0021489-0.00048335i,-0.0016056-0.00059467i,-0.00022308-0.0015367i,0.0001585-0.0015975i,-0.00051861-0.0013823i,-0.0012644-0.0013126i,-0.0015432-0.0013781i,-0.0014419-0.0016988i,-0.0013028-0.0021967i,-0.0011303-0.0020842i,-0.00057143-0.0010935i,-0.00031606+0.00067355i,-0.00059926+0.0017055i,-0.00025746+0.0015037i
0.001192+0.00038244i,0.0027424-0.002797i,0.0074549-0.0073068i,0.010762-0.012186i,0.0092676-0.013069i,0.0048218-0.0074982i,0.0024658-0.00093203i,0.0015588+0.0025153i,-0.00015576+0.0031989i,-0.0012657+0.0024082i,-0.0015454+0.00097408i,-0.0016375-0.00011832i,-0.0015751-0.0011014i,-0.001419-0.001467i,-0.0015869-0.00095482i,-0.0016471-0.00067137i,-0.0014563-0.00082632i,-0.0016705-0.00064543i,-0.00115+0.00021116i,-0.00045576+0.00096064i,-0.00011012+0.00085723i,-3.3246e-06+0.00056728i,0.00039588+0.00024134i
0.0004663-0.0027345i,0.00056587-0.0045702i,0.00077168-0.0083168i,-0.00015545-0.012969i,-0.0013872-0.013594i,0.00026468-0.0086601i,0.0032287-0.0030899i,0.0047809-0.00047681i,0.0033605+0.0010133i,0.0013067+0.0015849i,0.00076517+0.0015734i,0.0008645+0.0022879i,0.00011675+0.0029802i,-0.00033197+0.0027604i,-1.3722e-05+0.0019858i,-0.00084423+0.0010503i,-0.0020461+0.00012096i,-0.0026218-0.00055329i,-0.0020431-0.00048717i,-0.0013464+0.0004866i,-0.00077017+0.0010349i,-0.00042297+0.0011963i,-0.00055667+0.0011543i
-0.00031793-0.0012856i,1.4663e-06-0.0027043i,-0.0013396-0.0051797i,-0.0057437-0.0091523i,-0.0093108-0.0091984i,-0.0075566-0.0043851i,-0.0011309-0.0020639i,0.0029675-0.0033349i,0.002585-0.0028735i,0.002074-0.0013913i,0.0021294-0.00058433i,0.0019744+0.0004533i,0.0008492+0.00018629i,0.00095497-0.00018897i,0.0023246-0.0003935i,0.0021354-0.0016339i,0.0017416-0.0020873i,0.0011727-0.0008895i,8.0655e-05-1.8351e-06i,-0.00012211+0.00043985i,-6.6648e-05+0.0001959i,0.00010008-0.0003581i,-0.00037987-0.0004271i
0.0018508+0.0010495i,0.0017565-0.0001979i,0.0019009-0.0025368i,0.00052867-0.0021667i,-0.0023945+0.00017665i,-0.0044422+0.001982i,-0.0032813-5.0863e-05i,-0.0015079-0.0040683i,-0.0014604-0.0049787i,-0.00058595-0.0032573i,0.0011054-0.0021507i,0.0021432-0.0024308i,0.0025671-0.001932i,0.0020496-0.0010647i,0.0014901-0.0016784i,-8.5265e-05-0.002106i,-0.0015633-0.0012477i,-0.0022783-0.00064834i,-0.0017339-0.00040866i,-0.00075614-0.00030236i,-0.00027616+0.00010883i,-0.00047565+0.00023152i,-0.00077045+0.00032273i
0.0010211-0.00049823i,0.0027982-0.0013144i,0.0069233-0.0022006i,0.011173-0.0018623i,0.010459+0.00094415i,0.0058679+0.0026123i,0.0014191+0.001295i,-0.0017751-0.0012773i,-0.0037218-0.0021962i,-0.0037163-0.0015802i,-0.0023682-0.0017558i,-0.0012567-0.0020776i,5.2113e-05-0.0022926i,0.00025059-0.0026922i,-0.0010443-0.0029594i,-0.00079194-0.0029848i,0.00054524-0.0022667i,0.00080607-0.0015848i,0.00046174-0.00034431i,0.000474+0.00080166i,0.00024447+0.00086586i,-0.00076942+0.00082603i,-0.0006912+0.00040406i
-5.0489e-05-0.0013657i,0.0024831-0.0032934i,0.0060413-0.007474i,0.010476-0.012328i,0.012112-0.012566i,0.0080593-0.0072427i,0.0029628-0.0011401i,0.00017612+0.0025065i,-0.001883+0.0032583i,-0.0023923+0.0025405i,-0.0021915+0.0008796i,-0.0019517+6.4657e-05i,-0.00098437+4.3846e-06i,-0.00018631+0.00027965i,-0.00082877+0.0013231i,-0.0022288+0.0014877i,-0.0030871+0.0012203i,-0.0025989+0.0015295i,-0.001507+0.0013023i,-0.00090555+0.00072282i,-0.00028067+0.00069922i,0.00026036+0.0011468i,4.2785e-05+0.001214i
-0.00059521+0.00030081i,-0.00019752-0.002583i,0.0015113-0.008258i,0.0019348-0.015238i,0.00034589-0.017127i,0.00036531-0.011914i,0.0027805-0.0042819i,0.004139+0.00054148i,0.0027022+0.0027723i,0.0015663+0.0029134i,0.00051024+0.0020641i,-0.0010363+0.0017259i,-0.00092819+0.00094474i,0.0002632+0.00052037i,0.00080967+0.00068642i,0.0002155-0.0002578i,-5.8335e-06-0.0018663i,0.00028304-0.0015793i,0.00012665-0.000207i,5.105e-05+0.00021536i,-6.059e-05+0.00040155i,0.00063692+0.00063871i,0.00099912+0.00036405i
-0.00045338-0.0012766i,-0.00093255-0.0031474i,-0.0035385-0.0057714i,-0.0084746-0.0083132i,-0.010512-0.0082367i,-0.0073832-0.0047617i,3.6027e-05-0.0025108i,0.0061242-0.0026881i,0.0069523-0.0027719i,0.0048264-0.0014754i,0.0034391-6.9637e-05i,0.0021511+0.0010936i,0.00095776+0.0013574i,0.0013262+0.00050646i,0.0017106+0.00052597i,0.00045415+0.0004744i,-0.0010116+0.00048516i,-0.00041979+0.00070017i,0.00030145+0.00086661i,-0.00042488+0.00064742i,-0.00051377+0.00061657i,0.00017708+0.0010904i,0.00086919+0.00051389i
0.00085591-0.0012474i,0.0024177-0.00072219i,0.0031643+0.00054872i,0.0016505+0.0037129i,-0.0021707+0.0055964i,-0.0033054+0.0037758i,-0.00076314-0.00011504i,0.00087309-0.0046901i,0.00033197-0.007547i,-4.3262e-05-0.0063269i,8.3596e-05-0.0032465i,5.6522e-05-0.0016022i,-0.00030988-0.00077527i,-0.00052046-0.0012748i,-0.00012573-0.0021476i,0.00059278-0.0016835i,0.00058081-0.001571i,3.3206e-05-0.0013474i,-0.001212-0.00048008i,-0.0017858-0.00048458i,-0.0018368-0.00028481i,-0.0014334+1.0555e-05i,-0.00085571-0.00012103i
0.00058254-0.00058169i,0.00357-0.0021409i,0.0077529-0.0033121i,0.011179-0.0021056i,0.010906+0.00046822i,0.0054554+0.0023866i,0.0002435+0.0012847i,-0.0022444-0.0026406i,-0.0041749-0.0052342i,-0.0037951-0.0044291i,-0.0017123-0.0033774i,-0.00011069-0.0030307i,0.00038153-0.0013617i,0.00079458-7.2607e-05i,0.00017656-0.00034695i,-0.0006333-0.00016042i,-0.00095293+0.00062471i,-0.001648+0.00053993i,-0.0014434+8.5089e-05i,-0.00021084-0.00011409i,0.0011986-0.00014266i,0.0011278+0.00043024i,-0.00094256+0.001014i
0.0018041-0.0026813i,0.0033027-0.0044161i,0.0067787-0.0082104i,0.010204-0.01178i,0.0096873-0.011065i,0.0054452-0.0040966i,0.00047604+0.0020244i,-0.0031375+0.0030614i,-0.0054315+0.0024818i,-0.0046108+0.0019429i,-0.0028232+0.00062129i,-0.0016625-0.00046199i,-0.0010469-0.00071214i,-0.00091332-0.00090497i,-0.00078327-0.0019222i,-0.0014663-0.0021358i,-0.0013785-0.0014719i,-0.0012353-0.00052466i,-0.001167+0.00013107i,-0.00052949+0.00043203i,-0.00038211+0.00080223i,-0.0011861+0.0011975i,-0.0012633+0.001861i
-0.00010559-0.0025819i,0.0010672-0.0055629i,0.0017326-0.012169i,0.001874-0.019227i,0.0012477-0.020133i,0.0011027-0.011828i,0.0026391-0.0027708i,0.0028624+0.0025718i,0.0013554+0.0054849i,-0.00043715+0.0052359i,-0.0014387+0.0035469i,-0.0013758+0.0018785i,-0.00057065+0.00081126i,0.00034409+0.00039297i,2.7105e-05+0.00093799i,-0.00099468+0.0011211i,-0.0014888+0.00055557i,-0.00088662+0.00058275i,-0.00051318+0.00063645i,-0.0008021+0.00048229i,-0.00074675+0.00061664i,-0.000379+0.0010879i,-0.00031781+0.00094939i
-0.00057686-0.0014418i,-0.00096422-0.0024014i,-0.003916-0.0038305i,-0.0088456-0.0063595i,-0.011861-0.0071128i,-0.0084659-0.0045567i,-0.00057319-0.0017449i,0.0051049+7.4488e-05i,0.0060052+0.0016769i,0.0047829+0.0023082i,0.0034197+0.0021864i,0.0016451+0.0018101i,0.0001311+0.0014118i,0.00025519+0.00029868i,0.0012038-0.00076863i,0.0015205-0.0012115i,0.0006991-0.0020011i,-0.00079639-0.0021244i,-0.00090813-0.0010259i,-0.00034356+0.00015154i,-0.00029975+0.00033905i,-0.00054419+4.4715e-05i,1.1789e-05+6.1518e-05i
0.0027035+0.00078317i,0.0039488-0.0012162i,0.0060133-0.0019306i,0.0052552-0.00025974i,0.00047668+0.0019697i,-0.0021004+0.002597i,0.002162+0.00030737i,0.0063623-0.0041056i,0.0057594-0.0066824i,0.0039613-0.0052655i,0.0030631-0.0029932i,0.0018999-0.0024463i,0.00063477-0.0016502i,0.0003722-0.00068525i,0.0010572-0.00063429i,0.00065767+0.00012001i,-0.00084436-6.0476e-05i,-0.0016116-0.00044124i,-0.0013368-0.000264i,-0.00043884-0.00027877i,0.00028585-3.4667e-06i,0.0003026+4.2099e-05i,6.9449e-05-0.00062779i
-0.00023205-0.00019636i,0.0020468-0.0013124i,0.0055387-0.0012264i,0.01013-0.00069525i,0.010145+0.0010938i,0.0050761+0.002151i,0.00070281-0.0014732i,-0.0012688-0.0069835i,-0.0027275-0.0090248i,-0.0035531-0.0069638i,-0.0014011-0.004196i,0.00095606-0.0027214i,0.0001949-0.0013885i,-0.0012515-0.00095675i,-0.0007636-0.002178i,0.00027524-0.0032078i,0.00014835-0.0023338i,-0.00057523-0.00078986i,-0.00083553-1.9036e-05i,-0.00074548+0.00014623i,-0.00069184+7.0126e-05i,-0.00090582-0.00052983i,-0.00093857-0.00066567i
-9.4325e-05-0.001261i,0.0026215-0.003222i,0.0094375-0.0079839i,0.015351-0.013091i,0.015446-0.012778i,0.0085737-0.0067591i,-0.00011602-0.0017413i,-0.0064205-0.0010314i,-0.0087732-0.0010918i,-0.0068167-0.00090133i,-0.0041079-0.0014499i,-0.0018282-0.0011732i,1.1398e-05+0.00031755i,0.00049651+0.0013196i,-0.00043051+0.0017202i,-0.0015371+0.0021768i,-0.0023128+0.0014754i,-0.0018636+0.00043782i,-0.00092874-0.0004905i,-0.00048885-0.00024233i,-0.00088189+0.00031694i,-0.0013641+0.00020007i,-0.001563+0.00055149i
-3.0699e-05-2.3061e-05i,0.0014808-0.0024629i,0.0014976-0.0092448i,0.00035404-0.017249i,-0.00069962-0.017933i,-0.0011817-0.0090406i,-0.00056416+0.00065893i,-0.0017851+0.005565i,-0.0040039+0.0065697i,-0.003685+0.0056286i,-0.0029975+0.0032803i,-0.0023362+0.0014118i,-0.00065118+0.0011543i,0.00096912+0.00046067i,0.0011526-0.0011734i,0.00071731-0.0021059i,0.00050034-0.0026298i,0.00012525-0.0024961i,0.00010603-0.0010358i,0.00014818+0.00066742i,-6.0246e-05+0.00057213i,-0.00039246+0.00022661i,-5.6284e-05+0.00098486i
0.0013408+8.8428e-06i,0.0013177-0.0014706i,-3.0711e-05-0.0056925i,-0.0042058-0.0093907i,-0.0083181-0.009127i,-0.0064519-0.0046947i,0.0005503+0.00045438i,0.0059395+0.0041025i,0.0070641+0.0054182i,0.0054473+0.0037382i,0.0031186+0.0023106i,0.0015782+0.0016227i,0.001016+0.00095584i,0.0011714+0.00076377i,0.0012254+0.00044865i,0.00023189+0.00081824i,-0.00081932+0.0012775i,-0.0015877-0.00024844i,-0.0013321-0.00085724i,-0.00076422+0.00044732i,-0.00022209+0.00055207i,9.3863e-05+0.00052394i,0.00011389+0.00044125i
-0.00047007-0.0017996i,-0.00053841-0.0012524i,-0.0017494-0.00024529i,-0.0042143+0.0023323i,-0.0057286+0.0056134i,-0.0021399+0.0056966i,0.0049705+0.0015229i,0.010117-0.0033417i,0.0091498-0.0047918i,0.0049052-0.0036046i,0.0025793-0.0016588i,0.00167-0.00023466i,0.001053-0.0007467i,0.00084131-0.0022086i,0.0010555-0.0031589i,0.00080071-0.0033328i,-1.4336e-05-0.0033425i,-0.00080269-0.0015749i,-0.0018552+0.00043982i,-0.0015116+0.0012125i,-0.00060772+0.0011599i,-0.00057301+0.0004108i,-0.00024777-0.00010821i
0.00081478-0.0021296i,0.0030661-0.001216i,0.0062615+0.00050933i,0.010505+0.0030499i,0.010676+0.0046545i,0.0062181+0.0021802i,0.0022061-0.0035653i,0.00074454-0.008711i,-0.00022515-0.010337i,-0.00056688-0.0079438i,-1.7926e-05-0.0042582i,-0.00017602-0.0020976i,-0.00036101-0.0010352i,-0.00068892-0.00068072i,-0.00051973+9.5871e-05i,0.00018187+0.0003954i,-0.00035761+0.0005651i,-0.0017113+0.0008875i,-0.0019401+0.00064999i,-0.00073414+0.00027299i,-0.00014957+0.00093669i,-0.0010028+0.0015037i,-0.0013275+0.0010104i
0.00064081-0.00090422i,0.003565-0.0031508i,0.0090636-0.0076329i,0.01378-0.011774i,0.013876-0.011687i,0.007363-0.0067984i,-0.00070555-0.0033923i,-0.0061495-0.0039752i,-0.0090563-0.0047296i,-0.008083-0.0026638i,-0.0041442-0.0012004i,-0.0012045-0.001504i,-0.00035196-0.001298i,-0.000823-0.001134i,-0.0014553-0.0019855i,-0.00094907-0.0031493i,-0.00039883-0.0024077i,-0.0009446-0.00047466i,-0.0011768+0.00031145i,-0.0007292-7.7973e-05i,-0.00065231-2.463e-05i,-0.00077873+0.00012907i,-0.00040572-0.00024855i
0.00086721-0.0030257i,0.0010833-0.0065494i,0.0013211-0.013206i,0.00099168-0.020384i,-0.0010896-0.020463i,-0.0024573-0.010812i,-0.001997+0.001028i,-0.0044738+0.0068761i,-0.0072802+0.0077566i,-0.0056504+0.0065275i,-0.0038745+0.0046002i,-0.0033874+0.0029293i,-0.0015902+0.0022919i,-5.3154e-05+0.00261i,-1.8689e-05+0.0024769i,-0.0011121+0.0017437i,-0.0022996+0.0017528i,-0.0021428+0.0010547i,-0.00085671-0.00029943i,-0.00013944-0.00018777i,-0.00049106+0.0001895i,-0.0007178+0.00011822i,-0.0006719+0.00053826i
0.00099161-0.0011696i,-0.0003706-0.003499i,-0.0035922-0.0084409i,-0.0098799-0.01286i,-0.013801-0.010937i,-0.0086656-0.002948i,0.00059124+0.0042821i,0.0041952+0.0067192i,0.0027627+0.0064914i,0.0016788+0.0055261i,0.0011162+0.0038937i,0.0002537+0.0025637i,0.00032578-0.00012829i,0.0014194-0.0017013i,0.0012103-0.002347i,-0.00038445-0.0021887i,-0.0012325-0.0016605i,-0.0014628-0.001905i,-0.0016401-0.0013573i,-0.0017582-0.00080715i,-0.00095413-0.00047908i,0.0005619-0.00017653i,0.00084033-0.00028628i
-7.4154e-05+0.0001872i,0.00056591+0.00053233i,3.7736e-05+0.00070201i,-0.0012807+0.0020628i,-0.0035956+0.0040687i,-0.0023614+0.0037861i,0.0040295+0.0011545i,0.0090266-0.00081511i,0.0094552-0.0017315i,0.0069245-0.0010803i,0.0049472+8.3356e-05i,0.0042231+0.00088236i,0.0029512+0.00018589i,0.0015018-0.00045992i,0.0010396+0.00016897i,0.0012713+0.00094984i,0.0001908+0.0010848i,-0.0019568+0.00043681i,-0.0031349-2.299e-05i,-0.0018965+0.00033331i,-0.00018627+0.00057406i,3.8386e-06+0.00064525i,3.1264e-05+0.0011596i
-0.00053154-0.00036973i,0.0027931-0.00013843i,0.0091356+0.0015032i,0.013892+0.003897i,0.013184+0.0042996i,0.0087364+0.00076946i,0.0063363-0.0054733i,0.006599-0.010779i,0.0042475-0.011311i,0.0014101-0.0083469i,0.0021035-0.0056402i,0.0022406-0.0040956i,0.00081658-0.0033509i,-0.00022104-0.0034787i,9.7284e-05-0.0040217i,0.0010585-0.0047586i,0.00080913-0.0037523i,-0.00053817-0.00083665i,-0.0012637+0.00088632i,-0.00073952+0.00044218i,-0.00018895-0.00040659i,0.00012841-9.7723e-05i,0.00027098+7.652e-05i
0.00099449-0.0033893i,0.0033385-0.0045939i,0.00896-0.0091664i,0.015714-0.013922i,0.014902-0.013039i,0.0066406-0.0071653i,-0.0018131-0.0031568i,-0.0071273-0.0049653i,-0.0095614-0.0068449i,-0.0082328-0.0050185i,-0.0044614-0.0031446i,-0.0019771-0.0021888i,-0.0014131-0.00037321i,-0.0014494+0.0010301i,-0.0012018+0.00026395i,-0.00035375-0.0011082i,-0.00028751-0.00083578i,-0.00063981+0.00042296i,0.00045393+0.0012409i,0.0013162+0.00079756i,0.0010151+0.00055804i,0.00014718+0.0011088i,-0.00048888+0.0011529i
0.00026102-0.0011649i,0.0018709-0.0038308i,0.0036774-0.011649i,0.0032605-0.021018i,0.0011055-0.021492i,-0.0022838-0.010446i,-0.0046027+0.00030998i,-0.0063746+0.0034566i,-0.0090236+0.0037414i,-0.0088109+0.0037971i,-0.0062116+0.001728i,-0.0046921-2.4421e-05i,-0.0030472-0.00064225i,-0.0017352-0.0010101i,-0.0013075-0.0010567i,-0.0016775-0.0016838i,-0.0015668-0.0015188i,0.00026657-0.00026465i,0.00074458+4.6988e-05i,0.00020356-2.9969e-05i,6.1196e-05+2.0819e-06i,-0.00045983+0.00022396i,-0.00027712+0.00017728i
-0.00084857-0.0010069i,-0.0012351-0.0032334i,-0.0034278-0.0075809i,-0.0079285-0.013244i,-0.01118-0.011922i,-0.007763-0.002517i,-6.2529e-06+0.0056179i,0.0036001+0.0090314i,0.0029461+0.0095826i,0.0019355+0.0081686i,0.00097694+0.0060547i,-0.00034045+0.0042664i,0.00048889+0.0037451i,0.0013709+0.0029404i,0.00010359+0.0018721i,-0.00091029+0.0018737i,-0.0010665+0.0012539i,-0.0010006-0.00035807i,-0.0010396-0.0016171i,-0.00046993-0.00079892i,-0.0001762+0.00016482i,-0.0005828+0.00010478i,-0.00043491+5.6878e-05i
-0.00081913-0.00027621i,-5.3074e-05-0.00055704i,-0.00092459+0.0010611i,-0.0024478+0.0040758i,-0.0026968+0.0057705i,0.00067061+0.0052516i,0.0072328+0.0036175i,0.011349+0.0016357i,0.0097214+0.00083435i,0.0063997+0.0017806i,0.0051693+0.002544i,0.0041435+0.0013833i,0.0028246-0.00030907i,0.0018176-0.00042312i,0.0010238-0.0010444i,0.00061448-0.0017365i,0.00041641-0.00071132i,-0.00055577+9.1082e-05i,-0.0016147+0.00068811i,-0.001728+0.0010706i,-0.0013654+0.00049747i,-0.00076901+0.00035378i,-1.5521e-05+0.00023633i
-0.00093773-1.6718e-05i,0.0025552+0.0011828i,0.0084081+0.0024297i,0.013821+0.004595i,0.014482+0.0046558i,0.0099256-0.00015268i,0.0071108-0.0069073i,0.007555-0.011309i,0.0065323-0.011216i,0.0051639-0.0085781i,0.0049686-0.0049464i,0.0040538-0.0021486i,0.0031085-0.0014829i,0.0024145-0.0010119i,0.0022175-0.001303i,0.002303-0.0017125i,0.0011599-0.00084311i,-0.0011485+5.2863e-05i,-0.0021307+0.00077797i,-0.0013478+0.001601i,-0.00066774+0.0014055i,-0.00045375+0.0012296i,-0.00017031+0.0016639i
9.7055e-05-0.0024592i,0.0029328-0.0037691i,0.0085971-0.006955i,0.014921-0.011922i,0.01528-0.01301i,0.0075744-0.0092632i,-0.00056178-0.0082434i,-0.0045488-0.01069i,-0.0065-0.010769i,-0.00626-0.0077327i,-0.0034927-0.005757i,-0.0007672-0.0054283i,-0.00053751-0.0045237i,-0.00111-0.0033602i,-0.0016032-0.0030737i,-0.0020635-0.0028375i,-0.00085054-0.0019884i,0.00080606+0.00042795i,0.0018289+0.0018364i,0.0014694+0.0022845i,-0.00021961+0.0022884i,-0.0011555+0.0010528i,-0.00068035-0.00021792i
-0.00025587-0.00077078i,0.0011932-0.0043684i,0.0039232-0.011537i,0.0054178-0.020288i,0.0018941-0.021726i,-0.0044378-0.012231i,-0.0086962-0.0027647i,-0.011259+0.00011256i,-0.012106+0.001039i,-0.0097801+0.0014514i,-0.0059396+0.00040147i,-0.0032485-0.0013642i,-0.0017538-0.0012519i,-0.0011236-0.00023017i,-0.00082553-0.00024158i,-0.0011633-0.00025818i,-0.001639-0.0001461i,-0.001119-0.00044411i,-0.0003024-0.0015117i,0.00018565-0.0015677i,0.0009552-0.001278i,0.0012143-0.00079892i,0.0015996-0.00036862i
0.00096848-0.0017628i,0.00045919-0.0032918i,-0.0032115-0.0080451i,-0.0089621-0.012306i,-0.012745-0.009369i,-0.0095902+0.0014764i,-0.0032502+0.0099046i,-0.0011174+0.012019i,-0.0021771+0.011463i,-0.0028422+0.0089755i,-0.0037677+0.0057776i,-0.0039512+0.0035411i,-0.0025892+0.0026159i,-0.0011032+0.0015276i,-0.00085326-0.00010413i,-0.0018463-0.00086022i,-0.0015769-0.00092337i,-0.00048814-0.0011687i,-0.00050743-0.00076003i,-0.0012412-0.00036088i,-0.00077395-0.00035581i,-0.00037452+9.6971e-05i,0.00023038+0.00017869i
-0.00059744+0.0014027i,-0.00035823+0.0017282i,4.5376e-05+0.0026772i,-0.00253+0.0050219i,-0.0059951+0.0071328i,-0.0015363+0.0063105i,0.0077213+0.0059259i,0.012551+0.0062712i,0.01186+0.0047955i,0.0083489+0.0034077i,0.0046923+0.0031101i,0.0030819+0.0029828i,0.0026088+0.0019799i,0.0020356+0.0001969i,0.0010993-0.0001353i,8.6595e-05+0.0010266i,-0.0012931+0.0012968i,-0.003797+0.0006467i,-0.0047627+0.00037279i,-0.0036147+0.00080508i,-0.0016195+0.00086184i,-0.00017617+0.00054513i,0.00040168+0.00074909i
0.0007261-0.00043269i,0.0029537-0.00083998i,0.0078408+0.0016054i,0.013591+0.0040998i,0.015581+0.0047932i,0.014259+0.0017614i,0.015264-0.0037538i,0.016214-0.0084857i,0.01222-0.010007i,0.0071324-0.0069401i,0.0052637-0.0020239i,0.0045804-0.00039417i,0.0027841-0.0011234i,0.001407-0.0017699i,0.00092356-0.002016i,0.00035391-0.0013383i,0.00029197-0.00063137i,-4.6249e-05+0.00067039i,-0.00011294+0.0024689i,-0.00010622+0.0028583i,-0.00022626+0.0018882i,-0.00027408+0.0010199i,-0.0001743+0.00052974i
8.9326e-05-0.0013374i,0.0031375-0.0033766i,0.010087-0.0063742i,0.017118-0.010015i,0.016256-0.012079i,0.0083398-0.011684i,0.002288-0.01357i,-0.00090079-0.016256i,-0.0040461-0.015056i,-0.0044042-0.010751i,-0.00081406-0.0076835i,0.0021863-0.0058139i,0.0009195-0.0029745i,-0.0010173-0.00065715i,-0.00047802+0.00077646i,0.00051912+0.0006108i,0.00038598+0.00023563i,3.4464e-05+0.00073452i,-6.1011e-05+0.001017i,9.5157e-05+0.0015012i,-0.00048286+0.0016082i,-0.0015571+0.0016275i,-0.00089841+0.000586i
0.0019444-0.0029877i,0.0027139-0.0071202i,0.003917-0.016529i,0.0030792-0.025534i,-0.0012046-0.025185i,-0.0077264-0.014993i,-0.011535-0.0066012i,-0.01343-0.0041417i,-0.014037-0.0027602i,-0.0090872-0.0021471i,-0.0038799-0.0034003i,-0.0029034-0.0044399i,-0.0021225-0.0033653i,-0.0010534-0.0011405i,0.00021565-0.0011484i,0.00037597-0.0023345i,-0.00093457-0.0020347i,-0.00025283-0.0017265i,0.0011745-0.0021658i,0.0013068-0.0020538i,0.00046627-0.0013718i,-0.00027662-0.00063007i,-0.00083319+0.00015499i
-0.00055798-0.0010108i,-0.00071908-0.0028798i,-0.0053114-0.0076353i,-0.010816-0.01203i,-0.013966-0.0095753i,-0.013208-9.5181e-05i,-0.010207+0.0087656i,-0.0093698+0.011969i,-0.0079649+0.01101i,-0.0054888+0.0075892i,-0.0045286+0.003119i,-0.0039856+0.00027433i,-0.0015217+0.00093901i,0.00028016+0.0013044i,-0.00044613-0.00067337i,-0.0015749-0.0019668i,-0.0024707-0.0018204i,-0.002991-0.001913i,-0.002748-0.0015234i,-0.0018064-0.0003798i,-0.00075801+0.00046236i,-0.00012829+0.0011786i,0.00045176+0.0016123i
0.0016039-0.00083901i,0.001115-0.00086262i,-0.0024658-0.00051675i,-0.0050823+0.0034281i,-0.0052455+0.0085343i,-0.00048282+0.012317i,0.0079196+0.013995i,0.011528+0.012415i,0.0093114+0.0093188i,0.0054619+0.0066311i,0.0011449+0.0048422i,-0.0013701+0.0041809i,-0.00050084+0.002848i,0.00091807+0.00016659i,0.00035223-0.0018183i,-0.0010961-0.0021378i,-0.001576-0.0012518i,-0.0015525+6.4206e-05i,-0.00096353-0.00024554i,-0.00063235-0.00092063i,-9.9185e-05-0.0013558i,0.00019104-0.0011071i,0.00032284+0.00015976i
0.00092929-0.0019979i,0.003061-0.0020132i,0.0056633+0.00042058i,0.0093252+0.0048601i,0.011985+0.0068696i,0.012708+0.0046657i,0.015654+0.00078078i,0.017274-0.0024589i,0.013326-0.0035627i,0.0075419-0.0016653i,0.0047178+0.0011124i,0.0036786+0.001049i,0.0023749-0.0004142i,0.00077282-0.0012445i,-0.0011831-0.0010903i,-0.001504+0.00015581i,-0.0013022+0.0012461i,-0.0022718+0.0018525i,-0.0027205+0.0026209i,-0.001158+0.0033095i,-0.00036913+0.0026094i,-0.00075826+0.0012828i,0.00012185+0.00032048i
0.00092554-0.0017681i,0.0042428-0.003469i,0.01219-0.0066351i,0.019175-0.011923i,0.019311-0.016209i,0.012552-0.01595i,0.0085236-0.01497i,0.0069932-0.016872i,0.0026798-0.016464i,0.00075446-0.010064i,0.0024853-0.0039719i,0.003413-0.0026495i,0.0018941-0.0022675i,-0.0001119-0.0019064i,-0.00030078-0.0015084i,0.00064818-0.00074889i,0.0016599-0.00053172i,0.0025732-0.00099105i,0.002312-0.00031759i,0.0017997+0.0001733i,0.0015693+0.00015283i,-0.00033958-0.0001138i,-0.00085554-0.00077258i
0.00068412-0.0019553i,0.0023738-0.0049536i,0.0056866-0.012509i,0.0065928-0.022424i,0.00075444-0.025722i,-0.0070141-0.019232i,-0.010671-0.013492i,-0.011757-0.012247i,-0.012516-0.0080764i,-0.0090277-0.0038304i,-0.00274-0.0038737i,-0.00010956-0.0037966i,-0.00055239-0.00087266i,-0.0008354+0.0019151i,0.00023507+0.0019976i,0.00097961+6.9295e-05i,-0.00037158-0.001541i,-0.0016395-0.0017805i,-0.0013994-0.0010332i,-0.00033396-0.00025194i,-0.00029131+0.00036411i,-0.0013217+0.00070492i,-0.0010647+0.00059111i
