-0.0013405+6.9791e-06i,-0.00037941-0.00029583i,-0.00095888+0.00012246i,-0.0010357-0.00052632i,-0.0013523-0.0024807i,-0.0012789-0.0021311i,-0.00065943-0.00068221i,-0.00015002-7.2418e-05i,0.0006508-0.0002376i,0.00080149-0.00025758i,0.00074654-0.00021158i,0.00085202-0.000356i,0.00055932-0.00062071i,0.00019977-0.00066127i,-0.00069104-0.00026901i,-0.0011586+0.00050141i,-0.00066059+0.00049031i,0.00029532-0.00018692i,0.0010407-0.00079015i,0.0010068-0.00033166i,0.00020499+0.00035971i,-9.7031e-05+0.00025703i,0.00029811-1.2779e-05i
0.00068857+0.00035287i,-0.00087663+0.00025114i,-0.00097082-0.00036232i,-0.00059638-0.00033346i,-0.00013609-0.0011402i,0.00011098-0.0015946i,-2.6575e-05-0.001148i,0.00037416-0.00066184i,0.00033557+2.8904e-05i,-0.0010379+0.00056474i,-0.0018016+0.00063005i,-0.0010489+5.6563e-05i,-0.00039026-0.00042308i,7.5105e-05-0.00092802i,0.0010118-0.00092805i,0.0013557-0.00033951i,0.0003323+0.00015767i,-0.00050524+0.00058056i,-0.00024916+0.0010016i,-0.00031516+0.0005531i,-0.00047036-0.00045797i,-4.1183e-05-0.0010891i,8.2315e-05-0.0012413i
9.7113e-05+0.00039569i,-0.00032405+0.00020879i,-0.00023444+0.00026694i,-8.9805e-06+0.00054508i,4.5786e-05-0.00044967i,-0.00073593-0.001038i,-0.00091079+0.00042339i,0.00012843+0.0013179i,0.00042235+0.00097586i,0.00050783+0.00060545i,0.00081344+0.00015563i,0.0011742-0.00012897i,0.00043581-0.00058439i,-0.00041484-0.00064529i,-0.00027554-5.5536e-05i,0.0002729+8.8909e-05i,0.00037401-0.0002776i,0.00030702-0.00036164i,0.00059527+0.00039982i,0.00044468+0.00052102i,-0.00064674-0.00013392i,1.4238e-05-0.00025058i,0.00088763+0.00018097i
0.00015167-0.0012853i,-8.1927e-05+1.8128e-05i,-0.00093186-0.00028372i,-0.0017207-0.0012098i,-0.001603-0.0019587i,-0.00095125-0.0013372i,-0.00088859-0.00035997i,-0.00054336-0.00042424i,-0.0010007-0.00028478i,-0.0013834-0.00010441i,-0.00090107+1.432e-05i,-0.00074497+0.00035318i,9.5935e-05+0.0004637i,0.00088877-0.00023355i,0.00082821-0.0016645i,6.4382e-05-0.0015724i,-0.00068917+0.00014624i,-0.00054862+0.00079079i,-0.00036522-0.00026881i,0.00063449-0.00050383i,0.0012341-0.00069929i,0.0010719-0.00051072i,0.0012353+0.00061573i
-0.0013334-0.00054661i,-0.00090627-0.0010958i,-0.00085017+0.00050747i,-0.0019667+0.0011137i,-0.0021064-0.00040525i,-0.0013622-0.0016085i,-0.0015492-0.0012533i,-0.00175-0.00013914i,-0.0015451+8.056e-05i,-0.00096922+4.0122e-05i,-0.00054932+4.7803e-05i,1.6057e-05-0.00045358i,0.00024436-0.0013579i,-0.00020009-0.001088i,-0.00093986-0.0005037i,-0.00074733-0.00021197i,-0.0005278+0.00026646i,-0.00029525+0.00026468i,0.00046174+0.00013465i,0.0009325+0.00032228i,0.0008866+0.00047014i,0.00060795+0.00033572i,0.00010187+0.00019251i
0.00013449-6.4395e-05i,-8.7878e-05-8.0838e-05i,-2.1835e-05+0.00062139i,0.0003479-0.00065054i,-3.452e-05-0.0014584i,-0.00097586-0.00069375i,-0.00085092-0.00017735i,3.5943e-05-0.00019801i,3.8806e-05-0.00064915i,-0.00043172-0.00083995i,-0.00036618-0.00050996i,8.715e-05-0.00021571i,0.00058667-0.00055496i,0.00066227-0.00050486i,0.00010204-0.00016738i,-0.00018808-3.8735e-05i,0.00092259+0.00017034i,0.0015815+0.00045603i,0.0012656+0.00057238i,0.00052949+0.00063524i,0.00012339+0.00067325i,4.0518e-05+1.5891e-05i,-2.4529e-05-0.00017318i
0.00039969-8.9554e-05i,0.00090497+0.00043865i,0.00075004+0.00091186i,-0.00093214+0.00046902i,-0.0018088-0.00067246i,-0.0013392-0.00092949i,-0.00069393-0.00016406i,4.5555e-06+0.00011635i,0.00041102-0.00039571i,0.00034507-0.00048285i,0.00035823-7.3087e-05i,0.00026677-1.4168e-06i,0.00014638+7.1998e-05i,-4.8844e-05+0.00029118i,-0.00037472+0.00019683i,-0.0010881-8.8902e-05i,-0.0012944-9.4798e-05i,-0.00054886+0.00057797i,0.0006903+0.0010408i,0.00066313+0.00074055i,-9.3825e-05+0.0004832i,-0.00037359+0.00084783i,-0.00054866+0.00073689i
-0.00031274-6.6969e-05i,-0.00051591-0.00011143i,-0.0013801-0.00056364i,-0.0011807-0.0015923i,-0.0011141-0.0022681i,-0.002084-0.0015147i,-0.0022413-0.00029953i,-0.0015441-0.00030624i,-0.00090521-0.00043694i,-0.00091138-0.00046196i,-0.00094312-0.00059028i,-0.0009452-0.00030291i,-0.0012213-9.6715e-05i,-0.00077745+2.5173e-05i,-0.00016222-6.7537e-05i,0.00031125+0.00013998i,0.0003005+0.00019452i,0.00015556+0.00017807i,0.00062507+1.0541e-05i,5.8873e-05-0.0002938i,-0.00089756-0.00075278i,-0.000259-0.00097391i,0.00015959-0.00086871i
-0.00024896-0.00048999i,9.0202e-05-0.00062582i,-0.00035173+3.2251e-05i,5.5818e-05+0.00034733i,0.00033464-0.00058453i,0.00046861-0.00114i,7.9856e-05-0.00041409i,-0.00033644-0.0001466i,-0.00041835-0.00071014i,-2.3397e-05-0.00038586i,0.00019777+0.00046599i,0.00032634-0.00023939i,0.00059506-0.00065303i,0.00032356+7.6255e-05i,-3.3162e-05+8.2857e-05i,-0.00042659-0.0001557i,-1.1003e-05+0.00023747i,0.0012811+0.00026706i,0.0014614+0.00040564i,0.0010336+0.00044091i,0.00041809+0.00035719i,2.5737e-05+0.00049935i,2.5769e-05+0.00082478i
0.00052809+0.0002449i,0.0003516+0.00062528i,-0.00039868+0.00068212i,-0.0012601-0.00026262i,-0.0021393-0.0013693i,-0.0023429-0.00041695i,-0.0017298+0.00064351i,-0.0011186+0.00038766i,-0.0004437-0.00063659i,-0.0004872-0.0010409i,6.3977e-05-0.00058384i,0.0013806-0.00038159i,0.0012229-0.000353i,-3.6817e-05+0.00021173i,-0.00024184+0.0006891i,9.4912e-05+0.0005913i,-0.00035633+0.00040589i,-0.00026249+0.00082608i,-0.00011784+0.00079578i,-0.00052323+0.00015379i,-0.00069599+0.00018153i,-0.00025711-0.00014965i,-0.00027514-0.00059849i
-9.5636e-05+0.0004747i,-0.00024378+1.6436e-05i,-0.00041861-0.0010698i,-0.00061284-0.0019598i,-0.0006847-0.0021151i,-0.0002357-0.002341i,-0.0005551-0.0016978i,-0.00085701-0.00049036i,-0.00075792+9.9945e-05i,-0.0007888+0.00065066i,-0.00034775+0.00091615i,-4.2784e-05+0.00076295i,0.00028747+0.00036554i,0.00070283+0.00041291i,-4.8936e-05+0.00066224i,-0.00056722+0.00054115i,7.3084e-05+0.00095324i,-0.00010375+0.00119i,4.5921e-05+0.001199i,0.00035967+0.0011124i,-0.00011756+0.00075295i,-0.00064211-5.0751e-05i,-0.00071049-0.00014098i
-0.00057425+0.00011567i,-0.00099662-7.3973e-05i,-0.0012026+0.0010028i,-0.0016923+0.0013331i,-0.0022033-0.00012966i,-0.0013416-0.0012138i,-0.00073061-0.00091048i,-0.00081775-0.00083041i,-0.00087915-0.0002734i,-0.0010496+0.00038965i,-0.00038415-3.9076e-05i,-0.00023456-0.00026366i,-0.00091439+1.5558e-06i,-9.3534e-05+0.00017233i,0.00040404+6.2493e-05i,0.00016581+1.9941e-05i,-0.00015573+0.00063951i,-0.00050178+0.00069934i,-0.00051761+0.00030532i,-0.00018413+0.00041575i,-9.3343e-05-9.1428e-05i,-0.00023502-0.00048565i,-0.00053469-0.0001517i
0.00062214-0.00028645i,0.00076788+0.0005036i,0.00056367+0.00076837i,0.00033832-0.00026157i,-1.8118e-05-0.00094164i,-0.0013658-0.0012904i,-0.0012193-0.0015955i,-0.00018784-0.00051236i,-0.00027801-0.00023401i,-0.00046282-0.00075502i,-0.0002864-0.00095407i,-0.00014367-0.0008676i,6.2112e-05-0.00015709i,-8.8877e-05+0.00047421i,-0.00052219+0.001067i,-0.00070335+0.0011121i,-0.00054837+0.00039926i,-0.00018986-0.00015357i,8.7945e-06-7.3204e-05i,0.0002808-6.2129e-05i,0.0013649+0.00027822i,0.0014835+0.00079366i,0.00098215+0.00017734i
0.0010096-0.00057593i,0.00030619-0.00057211i,0.00051194-0.00050316i,-5.6737e-05-0.0012514i,-0.00016182-0.0019072i,-7.758e-05-0.0017899i,-0.00024763-0.00030834i,0.00019833+0.00089896i,0.00051427+6.1483e-05i,8.8779e-05-0.00040311i,5.376e-06-2.0009e-05i,0.00047079-0.00018034i,0.00049632+4.4471e-05i,0.00035259+0.0005763i,0.00028893+0.00083352i,-0.00043147+0.00035396i,-0.0011447-0.00015284i,-0.00024455+0.00025594i,0.00044451+0.00040624i,3.3848e-05+0.00028212i,-0.00044348+0.00072581i,-0.00060509+0.00060875i,-8.6108e-06-0.00015907i
0.00078787+0.0014109i,0.00014587+0.0015708i,-0.00085329+0.00050737i,-0.0011112-0.001551i,-0.0008154-0.0030033i,-0.00088722-0.0019988i,-0.0010582-0.00042214i,-0.00038149-0.000191i,-0.00015225-0.00036416i,-0.00026997-0.00037652i,0.00026975+0.00039769i,0.0011129+0.0013711i,0.0009204+0.00047525i,-3.1172e-06-0.00082694i,-0.0003313-0.001081i,-0.0001921-0.00083246i,-0.00011998+0.00012604i,-7.8216e-05+0.00080109i,0.00068412+0.00090008i,0.001012+0.00082765i,0.00044775+9.4486e-05i,0.00022405+0.00014371i,-0.00064499+0.00042256i
0.0013242+0.0011345i,0.0011713+0.00060565i,0.00091308+0.000397i,9.5815e-05+4.2543e-05i,-0.00073124-0.00022698i,-0.001288-0.0012316i,-0.0012083-0.0017915i,-0.00093526-0.00022953i,-0.00096276+0.00023915i,-0.00062465-3.45e-05i,-0.00049137-0.00020416i,0.00030627-0.00012101i,0.00025932-4.8001e-05i,-0.00068032-0.00036872i,-0.00074126+0.00011628i,-0.00011779+0.00040156i,-7.7102e-05+0.0010687i,-0.00047692+0.0016165i,-0.00038734+0.0012499i,0.00052709+0.0006426i,0.0015813-5.9739e-05i,0.0014069-0.00020937i,0.0010599+0.00039139i
-9.9794e-05-0.00059958i,0.00034127+0.0003326i,-0.00018339+0.00014311i,-0.0017041-0.0007267i,-0.0022398-0.0014047i,-0.001417-0.0012598i,-4.7128e-05-0.00087123i,0.00085189-0.0010994i,0.00032753-0.00058965i,-0.00043636+0.0005817i,-0.000573+0.00031448i,-0.00084101-0.00068962i,-0.0002615-0.00063675i,-8.9958e-05-3.7477e-05i,-0.00033302-5.7527e-05i,-0.00022165+3.266e-05i,2.1607e-05+0.00014257i,0.00079725+2.5772e-05i,0.00062341-8.4114e-05i,0.00026644+0.00051638i,0.00046382+0.000896i,-3.0999e-05+0.00069571i,-0.00016016+0.00053858i
0.00087053-0.00085893i,0.00081964-0.00088877i,2.9777e-05-0.00058783i,0.00012812-0.00012019i,0.0004198-0.00046759i,0.00015701-0.0011963i,0.00017824-0.0010667i,0.0005374-0.00031784i,0.00011183+0.00028515i,-0.00016929+0.00014204i,-0.00014455+3.771e-05i,-0.00029145+0.00039234i,0.00020999+0.0004592i,0.0008363-0.00012349i,0.00085826-0.00022695i,0.00054178+0.00063392i,-0.00035948+0.00071189i,-0.0001129+0.00037379i,0.0009521+0.00056339i,0.00038701+2.7589e-05i,-0.000307-0.00062254i,-0.00027422-0.00043086i,-0.00064616-0.00034553i
-0.00069293+0.00017503i,-0.00044444+0.00019258i,-0.00098507+0.00059377i,-0.0011116-0.00021147i,-0.0017603-0.0016975i,-0.0020573-0.0020677i,-0.0015276-0.00077831i,-0.00086245-0.0001809i,-0.00035727-0.00039634i,-9.8096e-05-0.0002898i,-0.00025043-0.00061631i,0.00016114-0.00075175i,0.00035401-0.00052957i,-4.1022e-05-0.00012101i,-0.00015585+0.00019951i,-0.00032624+0.0012612i,-0.00053477+0.0011529i,-0.00064961+1.7088e-05i,-0.00061684-0.00016006i,-0.00046009-0.00069288i,-0.00018955-0.00075472i,-0.00019442+0.00021753i,-6.6777e-05+0.00092059i
0.00090792-0.00061059i,0.00014435+0.00030931i,-0.00017365+1.5371e-05i,-0.00041153-0.0016868i,-0.00054605-0.0033085i,-0.00074224-0.0027346i,-0.00090176-0.00063874i,-0.00030535-8.8145e-05i,0.00072279-0.00036384i,0.0010041-0.00011083i,0.0007149-0.00026281i,0.00030982+1.7106e-05i,0.00065257+0.00063261i,0.00076178+5.5339e-05i,0.00094318-0.0006052i,0.00017335-0.0010526i,-0.00084882-0.0010079i,-0.00044393+4.7045e-05i,0.00059152+0.00070173i,0.00040366+0.00066363i,-0.00018357+0.00052616i,-0.00017323+0.00029874i,-0.00038724+0.00017915i
0.00038192+5.1807e-05i,0.00035028+0.00023094i,-0.00079271+0.00048324i,-0.0013138+0.00032153i,-0.001084-0.00047087i,-7.1413e-05-0.0010218i,-0.00047518-0.00097476i,-0.00092605-0.00043472i,-0.001138+6.0609e-05i,-0.00077912+5.8896e-06i,0.00040561-0.00028318i,0.0011556+3.9387e-05i,0.0011473+0.00014733i,0.00037051-0.00012185i,-2.9505e-05+9.7641e-05i,7.6136e-07+0.00076376i,0.00015956+0.0015045i,0.00063935+0.00080494i,0.00056514-0.00070366i,0.00043457-0.00075798i,0.00088808-0.00023938i,0.0010546+0.00011446i,0.00052282+5.5271e-05i
-0.0010835+3.8323e-05i,0.00013138-0.00018128i,-0.0005463+0.00010198i,-0.0011337-0.00011243i,-0.00078794-0.00024334i,-0.00059726-0.00040217i,-0.00072905-0.0005957i,-0.001259-0.00039508i,-0.00092191-0.00036099i,-0.00015096-0.00040918i,-0.0003974-0.00041886i,-0.00022659-0.00055836i,0.00046901-0.00056739i,-0.00026183-0.0003937i,-0.00092654-0.00025489i,-0.00032349+0.00021865i,0.00030772+0.00093012i,0.00031442+0.0004729i,3.6832e-07-0.00038141i,2.2661e-05-0.00030861i,-0.00042435+0.00014959i,-0.00032771-0.00039459i,0.00025139-0.0012324i
0.00063665+0.0018506i,0.00015749+0.00068373i,0.00013604-0.00075473i,-0.00023794-0.00072763i,-0.00073833-0.0015335i,-0.0011296-0.0027497i,-0.0017051-0.0012968i,-0.00070693-0.00019741i,-0.00014181-0.0011533i,-0.00053701-0.00081396i,-0.00023832+0.00067765i,-0.00024497+0.00077737i,-0.00021687-5.1285e-08i,-0.00013378-0.00042932i,-0.00029711-0.0003938i,-0.00011959+0.00011382i,-8.547e-05+0.0011052i,0.00056948+0.00091436i,0.00087657+3.3056e-05i,0.00090485-9.663e-05i,0.00098822+0.00013368i,0.00038855+0.00049506i,-0.00017871+0.00012511i
0.0009064-0.00062306i,0.00027283-0.00034787i,-0.00014659+0.00012151i,-4.9605e-05-0.00023384i,0.00072922-0.00089561i,0.0014623-0.0011398i,0.00088217-0.00084404i,0.00043204-0.00049221i,0.00031986-0.00025864i,0.00038333-0.00027439i,0.00033098-6.1497e-06i,0.00021329+0.00034003i,-0.00052976+0.00012246i,-0.00090986-0.00074605i,-0.00069209-0.001161i,-0.00047319-0.00067658i,0.00044323-0.00018077i,0.00077371+0.00036453i,7.8546e-05+0.00056704i,0.00017951-7.7309e-06i,0.00043706-0.00063098i,0.00027982-0.00074828i,0.00025752-0.00064531i
-0.001038+0.00065266i,0.00012451+0.00043936i,0.0015148+0.0007925i,0.0009823+0.00055217i,-0.00070893-0.00059047i,-0.0017426-0.001703i,-0.0010094-0.0015756i,-7.9327e-05-0.00057103i,5.7824e-05-0.00043194i,0.00020752-0.00013839i,0.0003472-0.00021772i,0.00049232-0.0010271i,0.00012417-0.00089346i,-1.1758e-05-0.00040807i,-0.00043233-3.2891e-05i,-0.00060708+0.00025986i,-0.00013771+0.00050999i,0.00024561+0.00080188i,0.00021015+0.00093736i,-2.1574e-05+0.00070675i,-0.00018406+0.00101i,0.00014622+0.00091051i,-4.2847e-05-0.00018298i
-0.00064622+0.0015749i,-0.00056035+0.0010123i,-0.00010786+0.0010985i,-0.000218+0.00028484i,-0.00028528-0.00083087i,-0.0011119-0.0024556i,-0.0012223-0.0020295i,-0.00044549-0.00040712i,-0.00035483-4.9485e-05i,-0.00010134+0.00010775i,0.0010039+0.0001725i,0.0015038+0.00037836i,0.00045888+0.00035193i,-0.0004531-0.00035101i,-0.0001489-0.00051775i,-0.00019299+0.00025468i,-0.00040402+0.0011069i,0.00012899+0.00086358i,0.00088565-6.4352e-05i,0.00084485-0.00043928i,0.00096238-0.00015438i,0.00058765+0.00011677i,0.00030121+0.00055258i
0.00166+0.001463i,0.00091904+0.00095291i,0.0008114+0.00070431i,0.00075882-0.00096806i,0.0006576-0.0029122i,-0.0003732-0.0029989i,-0.00092518-0.0013285i,-0.00020391+6.4596e-05i,0.00045559-0.00037921i,0.00014938-0.0016723i,-0.00014167-0.00168i,0.00049767-0.00098577i,0.00062553-0.00047421i,-8.0327e-05-5.8502e-05i,-0.0004112+3.4193e-05i,-0.00017771+0.00048493i,0.00032518+0.00094556i,0.00036699+0.0002734i,3.6085e-05-0.00039878i,0.00010258-0.00032747i,0.00016163-0.00037754i,-9.519e-05-0.00033324i,-4.2589e-06-0.00019363i
0.0018306+0.0008027i,0.0012248+0.0013263i,0.00087652+1.3843e-05i,-0.00030041-0.0011766i,-0.0012609-0.0012247i,-0.0010449-0.0005096i,-1.5312e-05-0.00047693i,0.00078475-0.00040914i,-3.0607e-05-7.5392e-05i,-0.00085907-0.00045062i,-0.00057715-8.2852e-05i,-0.00069597+0.00030415i,-0.00058311+0.00049162i,-0.0002908+0.0012255i,-5.1887e-05+0.00043372i,-0.00028453-0.00069164i,-7.5169e-05-0.00018417i,0.00071351+0.00062637i,0.00021643+0.00050385i,0.00013392+0.00013346i,-5.9797e-05+0.00016835i,0.00021515-9.0631e-05i,0.00091111-0.00041925i
0.0014747+0.00097927i,-0.00038464+0.00085166i,-0.00066516+0.00012325i,-0.00080352-0.00069404i,-0.0017746-0.001453i,-0.0011875-0.0021247i,-0.00086248-0.0014994i,-0.0008197-0.00096637i,-0.00011644-0.0010584i,-0.00056597-0.00085991i,-0.00052963-0.00031682i,0.00012003-0.00055307i,0.001453-0.00068046i,0.0013944+0.00030248i,-0.00024562+0.0009498i,-0.00090765+0.00025413i,-0.0010757-0.00095497i,-0.00043165-0.0011345i,0.00010492-0.00088835i,4.8646e-06-0.00067994i,0.00014139-0.00031769i,-0.00011531-0.00036158i,-0.00046653+3.3288e-05i
-0.0010278+0.00062515i,-0.00028475+0.00056026i,2.6386e-05+0.00018773i,0.0005633-0.00052098i,0.00053629-0.0011321i,-0.00075337-0.001871i,-0.0016442-0.0011931i,-0.00097893+0.00018302i,0.00012822+0.00091583i,-0.00059401+0.00077445i,-0.00095421+0.0004769i,-0.00036695+0.00038811i,6.9043e-05+0.00024465i,-0.0003043+0.00026136i,-0.00056601+0.00010543i,-5.2424e-06-0.00015514i,0.0011053+8.076e-05i,0.0016138+0.00037734i,1.2423e-05+0.00036392i,-0.00082801+7.5261e-05i,-0.00025155-0.00051546i,2.6089e-05-1.0147e-05i,0.00022904+0.0005247i
-8.2312e-06-0.00069952i,0.0009013-0.0010333i,-7.8185e-05-0.0011899i,-0.0015227-0.0011512i,-0.00224-0.0017044i,-0.0025099-0.0014399i,-0.0015791-0.0011267i,-0.00070127-0.00022534i,-0.00072919+1.3818e-05i,-0.00099949-0.0005063i,-0.0012136-0.00069282i,-0.00042331-5.0757e-06i,0.00067832+0.00088312i,0.00070635+9.9524e-05i,-2.8735e-05-0.00040692i,-0.00060257-0.00015157i,-0.0006014+0.00025857i,-0.00033741+0.00074757i,0.00012755+0.00027224i,0.00063614-0.00038821i,0.00037913-6.5781e-06i,0.00051795+0.00070076i,0.00063295+0.00037986i
-0.00034278-0.00081532i,-0.00067971-0.00048811i,-0.0013229+0.00027999i,-0.0011789+6.3093e-05i,-0.00090432-0.0011701i,-0.00058064-0.0016138i,0.0001432-0.0014499i,-0.00046272-0.0013395i,-0.0012402-0.0014217i,-0.001089-0.00074659i,-0.00030865+0.00010005i,0.00018211+2.1662e-05i,0.00028428-0.00052498i,0.00029702-8.16e-05i,0.00022342+0.00085997i,0.00026522+0.00070298i,0.00060723+0.00016015i,0.00086699+0.00037355i,0.00075096+0.00019961i,4.5726e-05-5.9836e-05i,-0.00031003+0.00024309i,-0.00027999+0.00040153i,-3.2406e-05+0.00017701i
0.00089918+3.1958e-05i,0.00050276+9.7198e-05i,0.00073365-0.00061262i,0.00020846-0.0012365i,-0.0009227-0.0016408i,-0.00053606-0.00091245i,0.00027158+0.00039717i,-0.00012256+0.00034026i,-0.00024522+0.00016289i,-0.00019194-0.00018492i,0.00015326-0.0011987i,0.00086358-0.0005002i,0.00065114+0.00071945i,-8.2339e-05+0.00066792i,-3.2275e-05+0.00034834i,0.00041005+0.00056133i,0.00061962+0.00074511i,0.00025371+0.0009042i,-0.00014596+0.00085221i,0.00018147+0.0005125i,0.00010426-0.00023822i,-0.00029618-0.00090585i,-8.8293e-05-0.00068333i
5.0746e-05+0.00081871i,-0.00020029+0.00092249i,-0.00030747+0.00033666i,-0.00098662-9.965e-05i,-0.00096696-0.00077357i,-0.00096961-0.00024899i,-0.0009768+0.00081955i,5.8079e-05+0.0012i,-4.044e-05+0.00074699i,-0.0010496-0.0002445i,-0.0010451-0.00059793i,-0.00052155-0.00093469i,9.9078e-05-0.00070242i,7.6574e-05+0.00039633i,-0.00067447-0.00024391i,3.9338e-05-3.5985e-05i,0.0009452+0.0008563i,0.0012289+0.00039246i,0.001326+0.00032474i,0.00043634+0.00031495i,-0.00012675+0.00019271i,0.000318+0.00059685i,0.00095823+0.00064985i
0.0019191-0.0008265i,0.001471+0.00027141i,0.0015126+0.00037278i,0.0012255-0.00071739i,-3.9565e-06-0.0027437i,-0.0016537-0.003232i,-0.002223-0.0017508i,-0.0016781-0.0007621i,-0.0011405-0.00047119i,-0.001151-0.00039154i,9.4277e-07-1.3632e-05i,0.00091813+0.00018723i,0.00067736+0.00024143i,0.00024105+0.00052608i,8.6296e-05+0.0011762i,0.00047627+0.00077388i,-1.1215e-05-0.00027987i,-0.00050156+0.00022169i,-0.00033339+0.00082613i,-0.0002831+0.00041265i,-0.0004344+6.4285e-05i,-0.00015414-0.00016867i,-0.00035195-6.3969e-05i
-0.00041722-0.00096974i,-0.00046393-0.00052772i,-0.00093101-0.00081198i,-0.00083269-0.0013831i,-8.0993e-05-0.0016841i,-1.0867e-05-0.0018858i,-0.00057661-0.00052638i,-0.00037619+0.00036238i,-1.5813e-06-0.00026488i,-0.00035335-0.00055393i,-0.00059949-0.00061383i,-0.00098241-0.0013135i,-0.001175-0.0011609i,-0.00029934-0.00044903i,-1.1826e-05+0.00033335i,-0.00037208+0.00053535i,8.8547e-05+0.00072417i,1.1847e-06+0.00080972i,-0.0006186+0.00041082i,-0.00067572+0.00018387i,-0.00036194-0.00037578i,-0.00043879-0.00040769i,-0.0005504-0.00013458i
0.001307-0.0011672i,0.0013012+0.00050572i,0.00061046+0.0012376i,-0.00031054+0.00021474i,-0.0018037-0.0011766i,-0.0019892-0.00043594i,-0.00085546+0.00010982i,2.5687e-05-9.1574e-05i,-3.8088e-05-0.00058124i,-0.00033679-0.00097245i,0.00045019-0.00097176i,0.0009326-0.00069611i,0.00073561-0.00028806i,0.00015228-0.00022645i,-0.0006323+0.00032069i,-0.00069533+0.00089575i,-0.00024154+0.00065067i,-7.3231e-05+0.00040513i,-0.00042807+0.00039076i,-0.00024773-0.00048599i,0.00033786-0.00024893i,-8.4023e-05+0.00098812i,4.727e-05+0.00032341i
-0.00038806-0.00072359i,0.00078703-0.00091163i,-0.00043637-0.0014883i,-0.0017655-0.0020651i,-0.0026441-0.0015407i,-0.0028727-0.0005845i,-0.0018088-0.0007631i,-0.00083391-0.0012589i,-0.0005932-0.0014477i,-0.00063536-0.00073454i,-0.00025874+0.00022054i,0.00037825+0.00062245i,0.00052916+0.00046931i,9.3114e-05-0.00018323i,-0.00052633+0.00011065i,-0.00069062+0.00069752i,-0.00040387+0.00052221i,-0.00042091+0.00028647i,-0.00041146+0.00056199i,0.00040274+0.00081799i,0.0005043+0.00046494i,-0.00026189+0.00015654i,-0.00034147+0.00026127i
-0.00075109-0.00041313i,-0.00094866-0.00024809i,-0.00054622+0.0019133i,-0.00035314+0.0027296i,-0.00065588+0.0014162i,0.00012833-8.4138e-05i,0.0011145-0.00026014i,0.0012099+0.00062471i,0.00078847+0.0010556i,2.3525e-05+0.00032575i,-0.00058904-0.00035951i,5.3976e-05-0.00019684i,0.00055969-0.00044532i,0.00080887-0.00097345i,0.00055415-0.0012822i,0.00011323-0.00075723i,-0.00043504+0.00028174i,0.00034702+0.00069174i,0.0013473+0.0005304i,0.00077583-2.6359e-05i,0.00027945+5.994e-05i,6.1787e-05+0.00048192i,-0.00041121+0.00089902i
0.00017884+0.00062424i,0.00022733-0.00052168i,0.00051258-0.00085437i,0.00012229-0.0020238i,0.00015729-0.003394i,-0.00025465-0.0033674i,-0.00071083-0.0024147i,-0.00013748-0.0013895i,7.8692e-05-0.00044615i,-7.7589e-05+2.938e-05i,-0.00011858+0.00021633i,-0.00071003+0.00016858i,-0.00059883-5.6434e-05i,-0.00024428+0.00034837i,-0.00018359+0.00074354i,-0.00056299+0.00066098i,-0.00045797+0.00025616i,0.00033915+0.00039592i,0.00032493+0.0001096i,0.00054313-0.00018619i,0.00080313-2.736e-05i,0.00082639+0.0001264i,0.00074755+0.00018759i
-0.00021082+0.00091533i,0.0001839+0.0011905i,0.00066624+0.00081767i,0.00071621+0.00061287i,-0.00056497+0.00030542i,-0.0015151-0.00065447i,-0.0012988-0.00082248i,-0.0006396+0.00014539i,-7.5956e-05+0.00038593i,-0.00019761+0.00062002i,-0.00041694+0.00079416i,-0.00104+0.00029193i,-0.00068983-0.00024661i,0.00034026+0.0002504i,-2.6843e-05+0.00095418i,-9.3172e-05+7.5396e-05i,0.00032184-0.00056306i,0.00013985+0.00030494i,-0.00021447+0.00058996i,1.0923e-05+0.00024634i,-0.00043049+1.5563e-05i,-0.0011165-0.00015753i,-0.00052608-0.00056412i
-0.00049666+0.00016818i,-0.00069593-0.00016178i,-0.00058456-0.00066801i,-4.909e-05-0.0005077i,0.00044091-0.0010172i,5.9711e-05-0.0015733i,-0.00039283-0.0014631i,-0.00029815-0.0010948i,-7.4407e-05-0.00030784i,-0.00032425-0.00031101i,-2.9256e-06+0.00029703i,0.00064855+0.00069234i,0.00061701+0.00024683i,0.00028729+6.8327e-05i,0.00054367-0.00075571i,0.00027019-0.00092175i,-0.00022397+0.00049783i,0.00010698+0.00067009i,0.00056494-0.00017387i,0.00046921-0.00012245i,0.00072889+9.1205e-05i,0.00076382+3.6658e-05i,0.0004651+0.00020798i
0.0011905-0.00045627i,0.0006942+0.00029944i,0.00022912+0.00058618i,-6.3144e-05+0.00031486i,-0.0011499+0.0006939i,-0.0019314+0.00096656i,-0.0017613+9.7562e-05i,-0.0013294-4.2213e-05i,-0.0007956-8.7214e-05i,-0.00010012+8.7861e-05i,9.463e-05+0.00039346i,-0.00033429-0.00020602i,-0.00044544-0.0012113i,6.9872e-06-0.0013067i,9.1079e-06-0.00058007i,-0.00065781-6.193e-05i,-0.0011698+0.00013732i,-0.00071108+0.0006681i,9.6091e-05+0.00044297i,-0.00011491+0.00018977i,-0.00058724+0.00021992i,-0.00019045+9.6296e-05i,0.00050623+0.00039136i
