-0.0016426-0.00074604i,-0.0016167-0.0016925i,-0.0024275-0.00080325i,-0.0018942+0.00026613i,-0.0011548+0.00073877i,-0.00042815+0.00010073i,0.00031866-4.996e-05i,0.00078374+0.00089914i,0.00092128+0.0010945i,0.00039453+0.00050067i,5.8668e-05-6.5237e-05i,0.00035228+0.00039024i,0.00055785-4.1249e-05i,0.00014787-0.0012785i,-0.00063616-0.0012954i,-0.00050921-0.00091543i,-0.00016545-0.00017908i,9.5063e-05-0.00018983i,0.00017437-0.00095812i,0.0001653-0.00082544i,0.00022638-0.00013896i,-0.00012732+0.0001915i,0.00011514-7.5516e-05i
0.00081802+0.0011931i,0.00078648+0.00055879i,0.00017148+0.00042594i,9.3538e-05+0.00014512i,0.0014361-0.00091675i,0.0018743-0.00089177i,0.001312-0.00052227i,0.00086727+0.00018328i,0.00042172+0.00081363i,-9.8603e-05+0.00086826i,-0.00076374+0.0007201i,-0.00080309+0.00022323i,0.00023578+0.0002727i,0.00042877+0.00033302i,0.00047593-0.0001151i,0.0009103-0.00016687i,0.0013729-0.00017572i,0.000872-0.001057i,-0.0001456-0.0011273i,-0.00019575+1.9801e-05i,2.8043e-05+0.00048842i,-5.3727e-05-8.1228e-06i,2.1461e-05-0.00021513i
-6.528e-05-4.9985e-05i,6.3516e-05-0.00018975i,0.00069898-0.00084297i,0.0012012-0.0015079i,0.0011351-0.003066i,0.0018402-0.0039878i,0.0016432-0.0026865i,0.0010648-0.00040641i,0.0016723+0.00068749i,0.0011666+0.000358i,0.00061697+0.00073524i,5.3236e-05+0.0009919i,-0.00066078+0.00016075i,-1.5301e-05+0.00042394i,0.00050814+0.00019472i,0.00043481-0.00057205i,4.6234e-05-0.00036921i,5.9784e-05-7.8188e-05i,0.00012689-0.00033698i,-0.00023833-0.00098958i,-0.00015425-0.00095055i,-0.00023574-0.00029283i,-0.00016763-0.00010535i
0.00093533+0.00082349i,-0.00012335-0.00016485i,-0.00037787-0.00076155i,-0.00064784-0.00034177i,-0.00072856-0.00059307i,-0.00056473-0.0013831i,-7.6292e-05-0.00092627i,0.00043137-0.00046812i,0.00069431-0.00033238i,0.00048002-0.00093224i,8.3236e-05-0.0010509i,0.00036827-0.0007718i,0.00011881-0.00051891i,-0.00054491-4.3564e-05i,-0.00014189+0.00010383i,0.00012579+0.00042808i,-0.00037803+0.00041133i,-0.00036487+0.00050911i,0.00059325+0.00035845i,0.0010392+0.00042714i,0.00044222+0.00073291i,0.00015996+0.00070703i,0.00066364+0.00034804i
-0.00039207-0.0010337i,-0.00016992-0.0014174i,-0.00070336-0.0013304i,-0.00052188-0.00070153i,6.1332e-05-0.00040032i,0.00075157-0.00084497i,0.00068988-0.00091714i,-5.325e-06-0.00039581i,-6.6232e-05+0.0004853i,0.00030398-0.00014404i,0.00045037-0.00011224i,8.8756e-05+0.00041865i,-0.00044142+0.00069266i,-0.00071651+0.00054806i,-0.00017908-0.00012533i,0.0005793+5.8063e-05i,0.0011539+0.00041683i,0.00079564+0.00073097i,-0.00020933-4.4126e-05i,-0.00015884-0.00078628i,7.9185e-05-0.00037355i,7.1286e-05+8.3877e-05i,3.9038e-05-9.2592e-05i
-0.00015032-0.0017744i,0.0005665-0.0014089i,0.00031424-0.0010874i,0.00024583+0.00013615i,0.00061996-0.00017636i,0.0012186-0.0010595i,0.0012272-0.00071456i,0.0009152+0.00010766i,-0.00013513-0.00024584i,-0.00046399-0.0010851i,-0.00023809-0.00046508i,4.251e-05+0.00013719i,0.00079025-0.00067969i,0.0015419-0.00095438i,0.00099028-0.00044032i,-4.6382e-05-0.00025582i,-0.00022663-0.00065219i,0.00028491-7.3634e-05i,0.00027301+0.000602i,0.00025393+0.00038314i,-7.7101e-05-0.0004051i,-0.0010733-0.00072455i,-0.0014161-0.00027625i
3.0799e-05-0.0012367i,0.00056575-0.0010185i,-5.7458e-05+0.00016011i,-0.00054415+0.00084014i,-0.00046465-7.2519e-05i,0.00010443-0.001578i,0.0011553-0.0020276i,0.00083668-0.0018205i,6.9555e-05-0.0013364i,-4.9798e-05-0.00092193i,-0.00043273-0.00059002i,-0.00076471+0.00012933i,-0.00045268+9.2883e-05i,0.00017828-0.00038151i,0.00029657-0.000834i,0.00051882+9.2628e-05i,0.00084953+0.0013038i,6.436e-05+0.00088228i,-0.00085073+0.00062465i,-0.00076456+0.00096814i,-0.00086371+0.0010713i,-0.00031205+0.00052494i,0.00017159+0.00026203i
0.00011222-0.0011953i,-2.388e-05-0.0011255i,-0.00040435-0.001288i,-0.00045067-0.0015652i,-0.00061356-0.0016662i,0.00031279-0.0022527i,0.00099337-0.0020783i,0.00051854-0.00060446i,-7.7203e-05+0.00011036i,0.00019442-0.00017026i,6.8296e-05-0.00047748i,-1.285e-07-0.0004897i,-0.00017552-1.7235e-05i,-0.00023261+4.1821e-05i,0.00063451+0.00017412i,0.00080789+0.00017272i,0.00025928+0.00015838i,-0.00011235+0.00025788i,-0.00061158+0.00016454i,-0.00026729-9.8097e-05i,0.00014472+0.0002085i,3.1888e-05+0.00066355i,1.5634e-06+0.00037943i
-0.0010526+0.00056175i,-0.00093839+0.0003522i,-0.0004212+0.00023976i,-0.00017584+0.0003461i,0.00041207-6.9555e-05i,0.0011172-0.001479i,0.0013026-0.0014599i,0.0014258+0.00027942i,0.001891+0.001549i,0.0011993+0.00078505i,0.00027692+0.00021075i,-0.00022385+0.00031387i,-0.00061861+0.00039943i,-0.00012774+0.00058396i,9.1726e-05+0.00072514i,-0.00029613+0.00089909i,-0.00039567+0.00097498i,-0.00016671+0.00050103i,-1.37e-05-0.00028913i,-0.00025089-0.00078952i,-0.00027533-0.00090304i,0.00011489-0.00076988i,-4.3975e-05-0.00059476i
0.0014279-0.00051715i,9.4797e-05-0.00010215i,-0.00052496-0.00048466i,0.00057714-0.0013335i,0.0010697-0.0011703i,0.0010107-0.0020753i,0.0012651-0.0022967i,0.00094109-0.00075197i,0.0009104+0.00068665i,0.00050825+0.00086104i,-0.00077787-0.00015129i,-0.00089732-0.0009308i,0.0002261-0.00050097i,0.00072007-6.3605e-05i,0.00051157-0.00028211i,0.0005048-0.00050106i,0.00041518+4.8272e-05i,0.00026949+0.00036313i,0.00031347-7.0315e-05i,0.00036161-0.00063307i,-0.00035938-0.00046513i,-0.00050189+0.00027119i,4.8556e-05+0.00071811i
-0.00020558-0.0014398i,-0.0010973-0.00083714i,-0.0011031-0.00042781i,-0.00030432+5.0041e-05i,-0.0001718-0.00058148i,0.00021606-0.0011342i,0.00067426-0.0014339i,0.00065774-0.0013036i,-1.6442e-05-9.4705e-05i,-0.0009196+0.0010752i,-0.00081544+0.00079323i,-0.00029434-0.00038342i,0.00027128-0.00057764i,0.00050738-0.00038767i,0.00066848-0.0006114i,0.00038939-0.00078452i,-0.00022355-0.00068565i,-0.00030572-0.00040193i,0.0003402-0.00034161i,-0.00011237-0.00020621i,-0.00017962-4.012e-05i,0.00050054+0.00037175i,0.00022489+0.00046343i
-0.00049085+0.00028231i,-0.00088883+0.00040468i,-0.00068155+0.00087437i,0.0014691+0.0009673i,0.002759-0.00014588i,0.0021369-0.0013984i,0.00061897-0.0013077i,-0.00032217-0.00064833i,-0.00092749-0.00011463i,-0.00097403-8.9493e-05i,-0.00017291-0.00027328i,0.00071886-0.00039646i,0.00036174-0.00061884i,0.00034639-0.00053626i,0.0008709+0.00057442i,0.00055124+0.0010863i,-0.00030196+0.00062155i,-0.00050691-0.00044855i,-0.00013643-0.0009633i,9.8967e-05-0.00058532i,0.00023741-0.00014706i,-7.9276e-05-0.00068596i,-0.00018485+1.6372e-05i
0.0020223-0.00084167i,0.0021152-0.00017544i,0.0012986-0.00054404i,0.00017943-0.00085344i,-0.00014645-0.00032235i,0.00081915+1.8866e-05i,0.0016434+0.00043685i,0.0017467+0.00062467i,0.001281+0.00013568i,0.00096473-0.00036878i,0.0011059+3.0739e-05i,0.00072575+0.00025953i,-8.8294e-06+0.00054893i,-8.5099e-05+0.00061009i,0.00091379+0.00046124i,0.0016713+0.00047542i,0.00042838+7.9079e-05i,-0.00047693-0.00023585i,2.217e-05+0.00029326i,-6.3464e-05+0.00095811i,-0.00026151+0.00086677i,-0.00027503-0.00020659i,-0.00055899-0.00064542i
-0.00057204+0.0018149i,-0.00071765+0.00096196i,0.00032552+0.00013602i,0.00085606-0.00057787i,0.001104-0.00066801i,0.001274-0.00063241i,0.001695-0.0012272i,0.0015897-0.00079692i,0.0012746+0.00030467i,0.001458+0.00026838i,0.0016573+0.00027843i,0.00064693+0.00027651i,-0.00039687+0.0001628i,-0.00058401+0.00020131i,0.00018117-0.00046212i,0.00080347-0.00048453i,0.00016085-8.0232e-05i,-0.00010232-0.00053875i,-0.00031128-0.00061531i,-0.00090068-6.4753e-05i,-0.00095701+8.0299e-05i,-0.00074379+6.4282e-05i,-0.00057416-0.00025248i
0.0011265+0.0030488i,-0.00036636+0.0019968i,-0.00031326+0.001014i,0.00021235+0.00056172i,0.00097643+0.00067767i,0.0016897-0.00038073i,0.00097096-0.00023347i,-1.6619e-05+0.001024i,-0.00047085+0.0010628i,-5.2804e-06+0.00052369i,0.00048783+0.00057909i,-5.3492e-05+0.00039875i,-0.00030911-9.873e-05i,-0.00025409+0.00041804i,9.1857e-05+0.00095355i,0.00030833+0.00017823i,-0.00010368-0.0008429i,-0.00014216-0.00079338i,0.00011415-2.9425e-05i,0.00023131+7.5759e-05i,0.00046898-0.00048067i,0.00073695-0.0007524i,0.00063723-0.00035848i
-0.00083141-0.00019154i,-0.00052577-0.00012149i,0.0010775+0.00025131i,0.0019234-4.1422e-05i,0.0016962-0.00097343i,0.00088132-0.002039i,0.00047453-0.0013048i,0.00061407+0.00060467i,0.0007557+0.0013476i,0.00094581+0.00076304i,0.00071685+0.00014547i,0.00022699+0.00038569i,-0.00019807+0.00059249i,-0.00037913+0.00052942i,0.00056468+0.00099549i,0.00055884+0.00041919i,-0.00022013+0.00033836i,-0.00075918+0.00028677i,-0.00052188-0.00068703i,0.00023701-0.00097702i,0.00045492-0.0011354i,0.00023423-0.0004594i,-0.00033263+4.316e-05i
0.00030142-0.00073812i,-0.00023337-0.00038468i,-0.00076031-0.0002339i,-0.00058259+0.00058239i,0.0002158+0.00063245i,0.0014228-0.00038875i,0.0010711-0.00091643i,0.00033102-0.00065198i,-0.00012418-0.00023759i,-0.00064959-0.00016768i,-0.00066217-9.9825e-05i,-0.0002832+0.00029202i,-4.3491e-05+0.00044029i,0.00023295-0.00011689i,0.00023333-0.00022448i,9.2074e-06+0.00076514i,0.00047879+0.0009553i,0.0013147+0.00023971i,0.00099473+0.00018601i,-0.00024332-0.00055035i,-9.7442e-06-0.00081432i,0.0013194-0.00010436i,0.0013992+0.00031833i
0.0011356-0.00099887i,0.00094351-0.0012086i,-0.00064026-0.0013029i,-0.0008142-0.00018005i,6.0805e-05+0.00012567i,0.0010717-0.00060618i,0.0012109-0.0010326i,0.00027223-0.00090355i,-0.00021968+9.0028e-05i,0.00045334+0.00090202i,0.00061083-6.4043e-06i,-0.00031104-0.00055438i,-0.00050857+1.7513e-05i,-0.00010522-6.3179e-05i,-0.00027138-0.0002878i,-5.6989e-05-0.00032515i,0.00090739-0.00045433i,0.00049508-0.00014369i,-4.5022e-05-0.00027288i,0.000159-0.00061223i,0.0002316-0.00024718i,0.00048152-0.00016216i,-0.00028661-0.00019353i
-0.00021312+0.0010418i,-0.00043099+0.0010197i,0.00025172+0.0016791i,0.00082862+0.0013614i,0.0010495+0.00066441i,0.00074432-0.00022877i,2.3059e-05-0.0004409i,-2.8191e-06+0.00089919i,0.00045571+0.0015363i,0.00016373+0.00066133i,0.00029035+0.00053006i,0.00078763+0.00092601i,0.00028437-7.8035e-06i,-0.00063143+0.00023829i,-0.000353+0.00081436i,0.00056784+0.0003759i,-0.00015783-5.8941e-05i,-0.0012093-0.00037064i,-0.00089508-0.00043915i,-0.00068806-0.00049326i,-0.00027007-0.00068116i,0.00024006-0.00037273i,0.00039352+0.00068988i
-0.0012576+0.0013498i,-0.0012591+0.00048271i,-0.00070553+0.00040602i,5.543e-05-0.00019245i,0.00086478-0.0010353i,0.0015419-0.002282i,0.0016802-0.0024876i,0.00044302-0.00089395i,-0.00032897+0.00061646i,0.00013075+0.00084255i,0.00058788-0.00083406i,0.0006903-0.0015966i,0.00061344-0.00099994i,0.0004683-0.00096819i,-0.00052459-0.00075068i,-0.0010063-0.00015591i,-2.3744e-05-0.00041809i,0.0006401-0.0013102i,0.00072078-0.00097994i,0.0001561+0.00026433i,5.5833e-05-5.0831e-05i,-6.7253e-05-0.00096112i,-0.00010066-0.0006703i
0.00016376+0.00058941i,-0.00012465+0.00057645i,0.00067103+0.00074372i,0.0018601+0.00049538i,0.002557-0.00010823i,0.0016548-0.00097184i,0.0011564-0.0016118i,0.00098755-0.0014898i,0.00033596-0.00039118i,0.00065049-0.00034182i,0.0012865-0.00075764i,0.0010929-0.0012933i,0.00095188-0.001445i,0.00042325-0.00061166i,0.00027955+0.00052975i,-0.00022442+0.00096219i,-0.00095425+0.00051765i,1.9717e-05+0.00082966i,0.00071373+0.00085391i,0.00084618+0.0002785i,0.00084565-0.0006172i,0.00070684-0.0012721i,0.00064686-0.0010593i
-0.000314+0.00086312i,-0.00058901+0.00038537i,-0.00046424+0.00055617i,-0.00031785+0.00043835i,-0.0004213-0.00030164i,1.8404e-05-0.0013977i,0.00045508-0.0018115i,0.00067765-0.00044347i,0.0007271+0.0010635i,0.00086494+0.0016228i,0.00026069+0.00092056i,-4.5526e-06+0.00038933i,0.00046492+0.00094618i,-5.4579e-05+0.0011658i,3.8368e-05+0.00086056i,0.00026149+0.0010414i,0.00079077+0.00045516i,0.0011005-1.919e-05i,0.0004211+0.00027953i,-0.00010307+0.00024412i,-0.00037613+0.000534i,0.00012756+0.00035218i,0.00078183+0.00035724i
0.00082157+0.00044498i,0.00051141+0.00052909i,0.00047901-0.00011403i,0.0010262-0.0001696i,0.0012337-0.000292i,0.00039845-0.00055444i,0.00033893-5.0501e-05i,0.0013044-0.00022534i,0.0010786-0.000837i,0.000278-0.00068845i,0.00023528+7.7995e-05i,0.00013527+0.00073749i,0.00032128+0.00091343i,0.00084174+0.00062481i,0.00041133+0.00015041i,-0.00021599+0.00026639i,-0.0004415+0.00049161i,-0.00053316+9.3472e-05i,-0.0010974-2.6926e-05i,-0.0013384+0.00056568i,-0.00085482+0.0013034i,0.00025322+0.00058366i,0.00067968-0.00041274i
0.00060916+0.00031813i,-0.00035492+0.00088012i,-0.00082655+0.00045008i,-9.4684e-05+0.00022717i,0.0004828-0.00013313i,0.0010721-0.00065326i,0.0017153-0.00025659i,0.0011637+0.00061332i,0.00027843+0.000952i,0.00058622+0.00088525i,0.00095172+0.00074314i,-0.00031416+0.0006926i,-0.00053859+0.00042727i,8.5157e-05+1.0954e-06i,9.3468e-05-0.00033294i,0.0001589-6.124e-05i,-3.4504e-05+0.00036016i,5.4455e-05-0.00039511i,-5.6237e-05-0.0010601i,-0.00029404-4.7608e-06i,-0.00026821+0.00064252i,2.6622e-05+0.00042177i,-0.00047855+0.00015202i
0.0014972-0.00071621i,0.00019519-3.9726e-05i,0.00072773+0.00029093i,0.0021242-0.0011487i,0.0019819-0.0019768i,0.00089909-0.0016892i,0.00023814-0.00082386i,-0.00061952+0.00067485i,-0.00065621+0.0013571i,-0.00019488+0.00044604i,-0.00060408-0.00043417i,-0.00055758-6.5697e-05i,0.00011792+0.00062026i,0.00021209+0.00088749i,-0.00031605+0.0010583i,-8.9577e-05+0.001462i,0.00043878+0.0013896i,0.00067319+0.00068535i,0.00076642+0.00021189i,0.00060863-8.8126e-05i,0.0004195-0.00048323i,5.82e-05-0.00081722i,0.00042111-0.0011948i
0.0015763+0.00053187i,0.00061865+0.00055627i,-0.00022546+0.00078964i,-0.0010611+0.00099997i,-0.00063189+0.00010557i,0.00027087-0.00098572i,0.00077527-0.00083071i,0.00068289-0.00041454i,0.000582-0.00051516i,-0.00010011-8.9757e-05i,-0.00063008+0.00049815i,-0.00082231+0.00022494i,4.2311e-05-0.00038239i,0.00093911+6.6559e-05i,0.0012306+0.00029575i,0.00071804+0.00028302i,-0.00013954-1.0742e-05i,-5.9926e-05-0.00097524i,0.00049911-0.0013042i,0.00075826-0.00093431i,-9.2375e-05-0.00073098i,-0.00029153-0.001096i,0.00025911-0.00064316i
-0.0006221+0.0025147i,0.00042557+0.0010053i,0.0014229+0.00030528i,0.0013445-0.00019117i,0.0012952-0.00059094i,0.0013123-0.00054392i,0.0010612-0.00015771i,-7.4313e-05+0.001032i,-0.00060444+0.00096081i,8.7881e-05-0.0002999i,-9.525e-05-0.00069404i,-0.00041563-0.00050704i,3.356e-05-8.432e-05i,-0.00015486+0.00017528i,0.00024467+0.00045897i,0.00045669+0.00061942i,-8.0469e-05+0.00015557i,-5.5445e-06-0.00011601i,-8.3477e-05-0.00019499i,-0.00064601-0.00029724i,-0.0005411-0.00015566i,-3.5331e-05-4.416e-05i,-0.0003194+0.00074464i
7.0812e-05-0.0004685i,-0.00036452+7.49e-05i,-0.00090593+0.00062506i,-0.00080128+0.00048525i,-0.00022701+0.0001949i,-0.00016206-0.00011638i,5.2044e-05-0.00064601i,8.0547e-05-0.000545i,-0.00031366-0.0004158i,4.3303e-05-0.00012334i,0.00053093+0.00025795i,0.00024136+0.00012055i,-0.00024387-0.00050622i,0.0003698-0.00059173i,0.0011249-0.00052083i,0.00084515-0.00085822i,0.00064578-0.00066159i,0.00015347-0.00011627i,2.7976e-05+0.00031509i,0.00039333+0.00040469i,0.00052426-0.00065406i,0.00029918-0.00070254i,0.0003078-0.00022591i
-6.069e-05+0.0018784i,0.00053864+0.0012845i,0.0011911+0.00045825i,0.0017233-6.8781e-05i,0.0018011-0.0011982i,0.0019387-0.0023503i,0.0016662-0.0015895i,0.00078417-0.00063949i,0.0003613-0.00055685i,0.00095626+0.00014751i,0.0011022+0.001004i,0.00057493+0.0013566i,-0.00037739+0.00092158i,-8.8493e-05+0.00071214i,0.00033805+0.00037646i,6.108e-06+0.00078143i,0.00030161+0.00054351i,0.00081812-0.0007031i,0.00062745-0.00052199i,0.00070151+0.00021542i,0.00040728+0.00014129i,-0.00027442-0.00053843i,-9.0846e-05-0.00033718i
0.00045626+0.0011i,-0.00013111+0.0011165i,-0.00038535+0.00051533i,-0.00025697+0.00061552i,0.00034985-0.00031901i,0.00094605-0.00083631i,0.00090489-0.00069452i,0.0009561-0.0002084i,0.0014028+0.00057486i,0.00096596+0.00087409i,7.045e-05+0.00072937i,-0.00066605+0.00054122i,-0.00043571+0.00092466i,0.00019712+0.0013598i,0.00061697+0.00092286i,0.00070952+0.0006293i,0.00054718+0.00093889i,-0.00059017+0.00090774i,-0.0010294+0.0004544i,-0.00032739+0.00043847i,-5.1756e-05+0.00095637i,-0.00031507+0.001183i,-8.2644e-05+0.00074422i
0.00067584+0.0003633i,0.00074498+0.00025281i,0.00088624-0.00013811i,0.00077439-0.00061821i,0.0011169-0.0010472i,0.0017612-0.0017483i,0.0016044-0.0011131i,0.0003814+7.2903e-05i,0.00011592+0.00026305i,0.0011743+0.00063104i,0.0010136+0.00093157i,5.7179e-05+0.00062061i,0.00023403-3.2717e-05i,-8.986e-06+0.00031776i,-0.00034515+0.00024878i,0.00056176+0.00050332i,0.00065815+0.0012316i,0.00023363+0.0005754i,-0.00019497-0.00012739i,-0.00040634-4.6138e-05i,0.00029054-0.00062052i,0.00040305-0.00074984i,-0.00017133-0.00077825i
0.00055235-0.0015741i,-8.9003e-05-0.0010914i,-4.6053e-05-0.00044236i,-0.00094924-0.0005109i,-0.0018937-0.0005635i,-0.001253-0.00071253i,-0.00043385-0.0016015i,0.0008508-7.2482e-05i,0.001706+0.00058808i,0.00099669-0.00030095i,0.00017785+1.3222e-05i,-0.00023375+0.0002419i,-0.00068074-4.4168e-05i,-0.00045118+0.00025722i,-0.00035286+0.00056304i,-0.00033926+0.00068555i,0.00023432+0.0004777i,0.00049519+0.00022791i,0.00027499+0.00012828i,0.00059058+0.00041756i,0.0011092-1.2672e-05i,0.00080166+0.00012221i,-0.0001875+0.0005118i
-0.0012855-0.001698i,-0.00064024-0.0015925i,-0.0013428-0.0011678i,-0.0007789-0.00014936i,0.0010279-0.0001696i,0.0022288-0.00032069i,0.0013464+0.00019511i,0.00012941+0.0008628i,0.00021821+0.0009457i,-8.0135e-05+0.0011293i,-0.00062899+0.0011486i,-0.0010076+0.00038412i,-0.00024568-0.00049998i,0.00015083-0.00049406i,-0.00027627+0.00033115i,-0.00041069-0.00038612i,8.5293e-05-0.00090519i,0.00047029-0.00025613i,0.00042129-0.00038996i,0.0003706-0.00085903i,-0.00025082-0.00076993i,-0.0005502-0.00030872i,-0.00017525-0.00024585i
0.00035589+0.00097095i,0.00049048+0.00034751i,0.001029+0.00019061i,0.0019083-7.1267e-05i,0.0020892-0.00071922i,0.0017515-0.0017579i,0.0010754-0.0016897i,0.0004257-0.00025443i,0.00056826+0.00093831i,0.0013532+0.00071009i,0.0010761-0.00052035i,0.00083518-0.00023785i,0.00048791+0.00033641i,-0.00010175+3.1599e-05i,-2.2949e-05+6.7382e-05i,-2.8937e-05+0.00057539i,0.00033113+0.00075461i,0.00051811+2.795e-05i,-3.9845e-05-0.00035049i,-0.00052832-0.00088746i,-0.000701-0.00081267i,-0.00073153-0.00018621i,-0.00040057-0.00015522i
-0.0011605-0.00036572i,-0.00092654-0.0012741i,-0.0020341-0.00042665i,-0.0015284+0.00040624i,0.00032536-0.00014834i,0.00062818-0.00034961i,0.0001929-0.00019384i,0.00012091+0.00026328i,-0.00010789+0.00011228i,-0.00050876+3.4928e-05i,-0.00038585+0.00010526i,-0.0002288-0.00020003i,0.00053539-0.00026497i,0.0011316-4.8454e-05i,0.00076529+0.00025839i,0.00053723-3.2849e-05i,0.00040679-0.0007522i,0.00040361-0.0011596i,0.00021854-0.0009388i,-0.000528-0.00019119i,-0.00087268+0.00081752i,-0.00085458+0.0011188i,-0.00035382+0.00076806i
0.0012077+0.0010533i,0.0013091-7.145e-05i,0.0018633-0.0014119i,0.001425-0.00052771i,0.00094626-0.00010458i,0.0019067-0.0012579i,0.0020029-0.0016315i,0.00041545-0.00074273i,-8.9915e-05+0.00011085i,0.00035664+6.9171e-05i,0.00053621+0.00018406i,0.00011509+0.00057652i,-0.00052767+0.00065315i,-0.00044537+0.0001608i,-0.00031469-0.00028614i,2.4455e-05+0.00041202i,8.5071e-05+0.00058332i,0.00014549+4.3196e-05i,0.00089602+0.00029206i,0.00055754+0.00024457i,-9.5495e-05-0.00012026i,-0.00012781+0.00023197i,-0.0004155+0.00016643i
0.0010104+0.00029166i,0.00015481-0.00042068i,-0.0012192-0.0010992i,-0.0019516-0.00091842i,-0.00077441-0.00040259i,0.0008033-0.00064232i,0.00033977-0.0010143i,0.00039096-0.00059551i,0.00060835+0.00026929i,0.00019675+0.00019763i,-0.00024766+0.00017703i,6.047e-05+0.00018806i,0.00093413-0.00058247i,0.00063101-7.3652e-05i,-0.00035864+0.00054351i,-0.00032157+0.00040532i,-0.00016333+0.00043494i,0.000335+0.00049294i,0.0014559+0.00023727i,0.00086461-3.8189e-05i,-8.0803e-05+7.1805e-05i,0.00013078+0.00012483i,0.00046321-0.00014791i
0.00025953+0.00021302i,0.0010574-8.117e-05i,0.0017717-0.00077365i,0.0015435-0.0015733i,0.0013994-0.0021728i,0.0018931-0.0021954i,0.001752-0.00043945i,0.00092447+0.00068944i,4.8277e-05+0.00019815i,-0.00063524-0.00012242i,-0.00033331+0.00043167i,2.5443e-05+0.00050937i,0.00040726+0.00020303i,0.00067526+0.00071612i,0.00010917+0.00087439i,-8.3728e-05+0.00065151i,0.00016549+0.00038008i,0.00023853-4.3324e-05i,7.0022e-05-0.00054082i,8.3311e-05-0.00051482i,0.00012919-9.8263e-05i,0.00081415-0.00012836i,0.00081928+0.00025729i
-0.00028478+0.0008847i,-0.00025324+0.00066302i,-0.0004668+0.00010189i,-0.00084372-0.00045436i,-8.5039e-05-0.0011416i,0.0012209-0.001329i,0.001308-0.00075249i,0.00059943+0.00064882i,8.9918e-05+0.0016017i,0.00043863+0.0010405i,0.00038057+0.00030629i,2.2712e-05+0.00040266i,-0.00022842+0.00063154i,-7.3513e-05+0.00014443i,0.00087859+0.00026714i,0.00085023+8.6493e-06i,-4.2443e-05-0.00089925i,-0.00059269-0.00050166i,-0.00029038+0.0001095i,0.00051073-0.00015668i,0.00045354-0.00059875i,0.00049655-9.2916e-05i,0.00081658+0.00055015i
0.0011606+0.0001166i,0.0014889-0.00059928i,0.0019771-0.0013016i,0.002015-0.00093146i,0.0016546-0.00075425i,0.0011977-0.0010479i,0.00040351-0.00060938i,0.00055726+0.00023916i,0.00091944+0.001202i,0.00036817+0.00087515i,-0.00015997+0.00068879i,-0.00033553+0.00075103i,-0.00031706+0.00055946i,-0.00010872+0.00057807i,0.00018062+3.8709e-05i,8.9961e-06-8.6545e-05i,-0.00012178+0.00025285i,0.00041702+0.00011067i,0.0010173-0.00016843i,0.00091334+0.00039248i,0.00082302+0.00063205i,0.0007588+0.00051268i,0.00037712+0.00033256i
0.0019285-0.00017842i,0.00074529+0.0007195i,-2.8796e-05+0.00023585i,-0.00025364-0.00033606i,-9.7782e-05-0.0010614i,0.00045115-0.00066426i,-2.8885e-05+0.00024126i,-0.00033726+0.0010955i,-9.4189e-05+0.0015185i,-4.1179e-05+0.00071079i,-0.00017467-0.00030678i,0.00038634-0.00039989i,0.00081234+0.00059233i,0.00078244+0.001185i,0.00093719+0.00080204i,0.0011974-0.00045674i,0.0013203-0.00035333i,0.00027606+0.00064717i,-0.0012512+0.00099625i,-0.00087886+0.00060659i,0.00039462+0.00048011i,0.00071425+0.00073594i,0.00045434+0.00012089i
-0.00072599-0.00064487i,-0.00050351-0.0011132i,0.00027127-0.00037641i,0.00096518+9.9725e-05i,0.0014717+0.00016498i,0.00081974-0.00031178i,0.0010435-0.0013571i,0.0013138-0.0015118i,0.00030004-0.0006592i,-0.0001802-8.7978e-05i,0.00023012+0.00037458i,0.0005966+0.00054652i,0.00090218+0.0002792i,0.00080361+0.00028307i,0.00027473+0.00030433i,0.00028834+0.00016439i,9.7038e-05-9.8052e-05i,6.4499e-05+0.00026933i,0.00065479+0.00035472i,0.00040035+0.00025721i,-0.0003099+0.00057324i,5.7316e-05+0.00029068i,0.00013178+8.6025e-06i
0.00085002-0.00020976i,0.00074976-0.00015389i,0.00039449+0.00045921i,-7.614e-05+0.00019357i,0.00083319+5.8289e-05i,0.0025221-0.00041501i,0.0021239-0.0010224i,0.00067943-0.00078142i,0.00016237-0.00016333i,0.0002761+0.0001053i,0.00041925+0.00011289i,0.00032323-0.00024239i,0.00029458-0.00013205i,-5.4904e-05+0.00044739i,2.641e-05+0.00029625i,0.00015782-0.00022244i,0.00021189-0.00016399i,0.00021652-0.00016376i,8.2713e-05+0.00025084i,-0.00016086+0.0001152i,-0.00011078-0.00075594i,-0.00041631-0.00061283i,-0.0010221-0.00010757i
0.00094048+0.00060295i,0.00088975+0.00063321i,0.00092024-7.6522e-05i,0.00077125-0.00056921i,0.00032131-0.00099416i,-0.0011109-0.00062478i,-0.0014352+6.0063e-05i,-0.00033621+0.00066255i,3.4769e-05+0.00069033i,0.00012103+0.00027727i,0.00033677+0.00015001i,0.0002585-0.00034687i,-0.00018964-0.00039218i,4.5178e-05+0.00012274i,0.00057638+8.5623e-05i,0.00062253-0.00014233i,0.00096917-4.1384e-05i,0.0014803+0.00037837i,-3.3121e-06+0.00046176i,-0.00063625+0.00071489i,-0.00014707+0.0009326i,-0.00024886+0.0009347i,-0.00046945+0.00060851i
