-0.0045251+0.001886i,-0.0033684+0.0025169i,-0.002802+0.0018699i,-0.0017672+0.0016724i,-0.0007156+0.002228i,-0.00010165+0.001477i,0.00012513-0.00016384i,0.00053128-0.000436i,0.00091118-0.00018429i,0.0014426-5.9731e-05i,0.0020935+0.00038411i,0.0011794+0.0004961i,-0.0001917-0.00012023i,-0.00026135-0.0005843i,4.6913e-05-0.00079882i,0.00041384-0.00031006i,0.00088933-0.00027113i,0.00065968-0.0011217i,0.00026282-0.00031463i,-0.00019672+0.00049831i,-0.00065947+6.7605e-05i,-5.8309e-05+0.0002704i,0.0011117+0.00059918i
0.0033239-0.0075468i,0.0016141-0.0031659i,0.0010265-0.0014714i,0.00084535-0.0013098i,-2.8644e-05-0.00029595i,-0.00054975+0.00013129i,-0.00022873-7.0461e-05i,-8.0669e-05-0.0003466i,-7.9867e-05-0.00052687i,-0.00030055-0.00031672i,-0.00067055-0.00030843i,-0.0005458-0.00079218i,-1.2721e-05-0.00082641i,0.00038058-0.00060094i,7.5424e-05-0.00026335i,-0.00048289-0.00032024i,1.2346e-05-0.00071235i,-4.8017e-05+0.00031244i,-0.00024508+0.001102i,0.0004075+0.00041235i,0.0010119-0.00017291i,0.0011695+0.00018419i,0.00052622+0.00049274i
0.0072066+0.0044108i,0.0019753+0.0013776i,-0.00022986+0.00032806i,0.00070636+0.00040037i,0.0018062+0.0011007i,-3.2278e-05+0.00066871i,-0.0012094+0.0002908i,2.1546e-05+0.0009953i,0.00067444+0.00078776i,4.6025e-05+0.00039798i,-0.00025651-0.00028683i,0.00044108-0.00090799i,0.001361-0.00074737i,0.001518-0.00024155i,0.001008+0.00016909i,0.00040209+0.00048603i,3.6813e-06+0.00059961i,-0.0006607+0.00057662i,-0.00095009+1.3124e-05i,-0.00056742-0.00025542i,-0.00012279+3.9021e-05i,0.00014376+0.00060908i,0.00044232+0.00063937i
-0.0035624+0.0053129i,-0.0024618+0.0014682i,-0.0037983-0.00065538i,-0.0032112-0.00052214i,-0.0013992+0.00037728i,-0.0010372+0.00076825i,-0.0012059+0.00079914i,-0.00038877+0.00032843i,3.859e-05-6.4475e-05i,-0.00031706-0.00014707i,0.00011226+0.00038377i,0.00051652+0.00090881i,0.00061827+0.00093459i,0.00047375+0.00065826i,0.00011356+0.00012102i,0.00043366-5.0054e-06i,0.00070728-0.00028379i,7.0458e-05-0.000581i,-0.00051254-0.0005238i,-0.00074388-0.00082972i,-0.0012992-0.0010835i,-0.0015655-0.00072749i,-0.0010901-0.00061584i
-0.005454-0.006648i,-0.0026102-0.0035578i,-0.001683-0.001099i,-0.001744-0.00023031i,-0.00076057+0.00049523i,0.0002518+0.00054534i,0.00031983+0.00029756i,-3.7995e-05+0.00077136i,0.00012834+0.00033765i,1.3554e-05-0.00085184i,-0.00033287-0.00084904i,-0.00012255+6.9677e-05i,-0.0001135+0.00047307i,-0.00060967+0.00064622i,-0.00083741+0.00022129i,-0.00028512+8.2148e-05i,0.0003666+0.00064912i,0.00064846+0.00069029i,0.0011379-0.00029046i,0.0011218+4.7349e-05i,0.00034347+0.00096001i,-0.00030889+0.0010139i,-0.0004689+5.6632e-05i
0.007424-0.0066832i,0.002994-0.0034857i,0.0009125-0.0025594i,3.1959e-05-0.0023921i,-0.0007369-0.0024546i,-0.00068021-0.0016511i,0.00014999-0.00076009i,0.00087634+0.00018577i,0.00073703+0.00019539i,0.00012509-0.00049068i,-0.0010078-0.00032823i,-0.0012389+9.0037e-05i,-0.00020253+0.00046128i,-0.00015411+1.4785e-05i,-0.00063423-0.00066601i,-0.00048896-0.00036006i,-0.00018836-0.00037979i,0.00023156-0.00037279i,0.0003605-0.00025917i,0.00075597-0.00012617i,0.0010995+0.0003595i,0.00092844+0.00023525i,0.0002014-0.00029856i
0.004881+0.0063637i,0.0022128+0.0033387i,4.0077e-05+0.0020546i,-0.00096785+0.00085656i,-0.00061866+7.718e-06i,-0.00084464-0.00027677i,-0.00083298+0.00025616i,-0.00062779+0.00076421i,-0.00054867+0.00026642i,3.5522e-05+0.00026783i,0.00047177+9.3e-05i,0.00035919+0.00017627i,0.00073659-0.00018543i,0.0012528-0.00023762i,0.0012337-5.2205e-06i,0.00042762+5.8326e-05i,-0.00011351+0.0001059i,0.00027326-0.00014849i,0.0007098+0.00010299i,0.00079167+0.00045674i,0.00092494+0.00024277i,0.00035121-3.0464e-05i,9.9223e-05-0.00034391i
-0.005041+0.0039255i,-0.0021815+0.0010158i,-0.0013527-0.00035031i,-0.00021632+3.0839e-05i,0.0009384+0.00023323i,0.00067188+0.00025338i,0.00046005+0.00053478i,0.0012392+0.00012715i,0.0010846-6.5402e-05i,-0.00020281+0.00032401i,8.6725e-07+0.0003343i,0.00063069+0.00026037i,-0.00029027+0.00056049i,-0.00074406+0.00067693i,-0.00050209+0.00026939i,-0.00066825-0.00043427i,-0.00070352-0.00070531i,-0.00049731-0.00045501i,-0.00037004-0.00043536i,3.9967e-05-0.00071285i,0.00047017-0.00074035i,0.0002157-0.00025189i,-0.0001136-0.00052589i
-0.0027804-0.0048701i,0.00010671-0.0017754i,0.0013246-0.00085721i,0.00040257-0.00080654i,-0.00036208-0.00015132i,-0.00096297+0.00092577i,-0.00086758+0.0016586i,5.5619e-05+0.001937i,0.00016672+0.0016636i,0.00016921+0.00060503i,0.00058716-0.00023313i,0.00020128-6.4498e-05i,-0.0011534+0.00051318i,-0.0012355+0.00085014i,0.00014893+0.00043i,0.00035838-9.0197e-05i,-0.00049524-0.00014672i,-0.00075167-3.7898e-05i,-0.00033227-0.00026835i,-0.00028168+0.0002167i,-0.00028977+0.00081441i,0.00028015+0.0006648i,0.00061789-0.00019509i
0.0060944-0.0052914i,0.0019784-0.0034959i,6.6129e-05-0.0024027i,-0.0001615-0.0011987i,-0.00028381-0.00040669i,-0.00025428+0.0005609i,0.0005539+0.0013416i,0.00073492+0.00091279i,0.00086544+0.00015587i,0.0011752-0.00070876i,0.00065378-0.001016i,-4.9513e-05-0.000353i,0.00010489-2.4123e-05i,8.3509e-05-2.2721e-05i,-0.00057263+0.00020932i,-0.0010693-9.1837e-05i,-0.0011563+0.00054016i,-0.00098507+0.0014438i,-0.00041981+0.0011729i,8.8187e-05+0.0008171i,0.00036119+0.0007982i,0.0003637-4.378e-05i,-2.9458e-06-0.00075464i
0.0047721+0.0063304i,0.0027333+0.0025406i,0.0010801+0.0008386i,9.9657e-05+0.00061434i,-0.00060784+0.0002983i,-0.00053961-0.0002292i,0.00022767-0.0001958i,0.00053206-0.00017564i,0.00054103+1.6002e-05i,0.00039685+0.00020637i,0.00011166+0.00054413i,0.000738+0.00096728i,0.00040121+0.00084723i,-0.00079311+0.00010722i,-0.0010763-0.00034759i,-0.00047282-0.0010532i,0.00012488-0.0012256i,0.00011735-0.00052548i,1.297e-05+0.00011025i,-0.00023762+0.00065829i,-0.00048198+0.0004633i,0.00041754+0.00023351i,0.00053802+0.00012086i
-0.0057787+0.0013898i,-0.0034048+0.00013737i,-0.0016177-0.0011015i,-4.41e-05-0.0011314i,0.0005755-0.00012156i,0.00047783+0.00034879i,0.00071388+0.00053806i,0.00026646+0.00030185i,-0.0002257+0.00015231i,-0.0001223+0.00054827i,0.00010089+0.0010707i,-9.1357e-05+0.00074284i,-0.00014911+0.0001307i,-5.5568e-05+0.00066211i,-0.00049666+0.00037155i,-0.00081358-0.00078909i,-0.00052866-0.00090796i,-0.00023943-0.00072966i,-0.00017358-0.00047288i,-3.8654e-05-0.00019886i,-0.00010519-9.2704e-05i,-0.00019891-0.00030219i,-0.00047297-0.00055937i
-0.002562-0.0041427i,-0.00072774-0.00098465i,0.00046158-0.00049989i,0.0010617+0.00052832i,0.00017339+0.0017697i,-0.00013441+0.0017444i,0.0003648+0.001525i,0.00011348+0.00027159i,-0.00046631-0.00085848i,-0.00066695-0.00031329i,-0.00032981+0.00059519i,-0.00016708+0.00087438i,0.00045018+0.00057451i,0.00071908+0.00029467i,0.0004618+0.00061602i,8.7279e-05+0.00065227i,-0.00014944+0.00019243i,-0.00053987+0.00057772i,-0.0010984+0.00060934i,-0.00084366-0.00026697i,0.00017971-0.00042454i,0.00086039+0.00027904i,0.00044241-0.00027378i
0.0071445-0.003209i,0.0029171-0.0021698i,0.0019534-0.00082108i,0.0017142+0.00013455i,0.0012679+4.22e-05i,-9.3235e-05+9.1378e-06i,-0.00070713+0.0006912i,-0.00065608+0.00075802i,-0.00055813-0.00012948i,-0.0004214+4.2719e-05i,-0.00085362+0.00088701i,-0.00083774+0.00071947i,-0.00034938+0.00062643i,2.8656e-05+0.00092803i,6.9689e-05+0.00097462i,-0.00014621+0.00043942i,-0.00037495+0.00011187i,-0.00084506+0.00079094i,-0.00078776+0.00041683i,-0.0007135-0.00081146i,-0.0008783-0.00092346i,-0.00067056+2.4017e-06i,-0.00053895+0.00089076i
-0.0013437+0.0074488i,-0.0015247+0.0044217i,-0.0013649+0.0036101i,-0.00063273+0.0031196i,-0.0003325+0.0014598i,2.8148e-05-0.00035214i,0.00020522-0.00014934i,-0.0003357+0.00070704i,-0.00034831+0.0006471i,-0.00015371+0.00056657i,5.2513e-05+0.00041658i,-7.5696e-06+0.00058822i,-5.319e-05+0.00060668i,4.2623e-05-0.00019932i,-0.00018535-0.00067775i,0.00046564-0.00082308i,0.00053077-0.00073462i,-0.00035233-0.00022769i,-0.00079049-0.00037426i,-0.0013219-0.00035097i,-0.0010361-0.00018881i,-0.0005587-0.00091357i,-0.00092056-0.00078485i
-0.0059611+0.0005502i,-0.0032848-0.00022578i,-0.0020939-0.0013435i,-0.00077525-0.0014127i,-1.6991e-05-0.0015124i,-0.00058811-0.00093991i,-0.00070147+0.00051069i,-0.0001695+0.0011347i,-0.0004068+0.00088174i,-0.00061497+0.00029626i,-0.00038457+0.00023349i,0.00017217+0.00048728i,0.0006538-2.0669e-05i,0.00051574-0.00026152i,0.00020646-0.00025772i,0.0003156-0.00027905i,0.00044376+2.5996e-06i,0.00010347+0.00046612i,-0.00043273+0.00076684i,-0.0010721+0.00046382i,-0.00063508+7.8927e-05i,-0.0001152-0.00014391i,-0.00059168+0.00010991i
-0.00059868-0.0059374i,-0.0011093-0.0024589i,-0.0018561-0.001137i,-0.00044671-0.00040916i,0.00074289+0.00067217i,0.00050302+0.0011029i,-0.00013753+0.0012734i,-0.00052927+0.00097297i,-0.0010177+0.00068682i,-0.0010535+0.00060485i,-0.00084319+0.00028999i,-0.0006845+0.00025438i,0.00016131+0.00011347i,0.00028946+0.00012314i,-0.00067064+0.00029542i,-0.00099144+0.00037323i,-0.00045356+0.00028206i,0.00024211+0.0001113i,0.0004569+0.0003237i,0.00020264+0.00068782i,0.00028025+0.0011407i,-4.1085e-05+0.0011023i,-0.00058315-0.00020898i
0.0066226+0.00023072i,0.0028326-0.00057663i,0.00048093-0.002111i,-0.00067714-0.0018626i,-0.00078903-0.00036666i,-0.00045308+0.00066601i,-0.00029122+0.0010013i,4.6305e-05+0.00046056i,0.00060422+0.00025613i,0.00024035+0.0010216i,-0.00077776+0.0010498i,-0.00046088-0.00017094i,-1.2514e-05-0.00085281i,0.00013586-0.00022368i,-0.00018769+0.00053302i,-0.0010985+0.00084433i,-0.0013953+0.00065278i,-0.0012079+0.00028248i,-0.00080619-0.00049494i,-0.00075973-0.00047798i,-0.00094378+0.00011076i,0.00020253+9.4421e-05i,0.00063679-0.00031185i
0.00035715+0.0042499i,-0.00044065+0.00087378i,-0.0015111-6.9633e-05i,-0.002322+0.00062097i,-0.0017806+0.00088368i,-0.00062516+0.00019704i,0.00066304-0.00036203i,0.00094499-0.00062145i,0.00025234-0.00072656i,-0.00052837-0.0006847i,-0.001139-0.0007897i,-0.00082818-0.00031145i,8.199e-06+0.00026935i,0.00035132+0.00031429i,-0.00013977-2.3457e-05i,-0.00054217-0.00068311i,4.9387e-05-0.0013489i,0.00089803-0.0010565i,0.00083265-0.00018951i,-0.00033016+0.00010555i,-0.00091547-0.00028981i,-0.00066316-0.00058659i,-0.0011187-4.5677e-05i
-0.0047864-0.0019043i,-0.0028254-0.00089251i,-0.0022293-0.0010301i,-0.0014157-0.00087598i,-0.000466+0.0006635i,-4.4043e-06+0.001476i,0.00012642+0.00096941i,0.00079093+0.00029862i,0.00061101-0.00020974i,-0.00049245+2.0578e-05i,-0.001186+0.00036303i,-0.00052806+0.0007851i,0.00034435+0.00082942i,0.0002213+0.00022222i,-0.00010864-0.00016075i,-5.6716e-05-0.00024703i,0.00073686-0.00032479i,0.00058652-0.00024534i,0.00045456-0.00023109i,0.00066257-0.00017921i,0.0004626-8.669e-05i,0.00053518-0.00066647i,0.00019118-0.00018659i
7.139e-05-0.005023i,-0.00051024-0.0017964i,-0.0010265-0.0003411i,-0.00056826-0.00083383i,0.00016055-0.0015907i,-0.00010803-0.00042964i,-0.0004095+0.00056496i,0.00022758+0.00033859i,0.00046365+6.0168e-05i,-8.732e-05-0.00043988i,0.00024393-0.00053041i,0.00062513-5.2662e-05i,0.00050498-0.0002009i,0.00053005-0.0002736i,-0.00037242-0.00061426i,-0.00080487-0.00059307i,0.00021524+0.0003521i,0.0011557+0.00068095i,0.00057403+0.00036979i,0.00011709+0.00068148i,-6.9256e-05+0.0010934i,-0.00023371+0.00025827i,-0.00044568-0.00089314i
0.005151-0.00040684i,0.0017656-0.00068178i,-4.5586e-05-0.0013998i,-0.00025208-0.00024977i,-0.00026819+0.00051281i,-0.00068885+0.00069398i,-0.00038704+0.0006921i,0.00048231+0.00021746i,0.00044096-0.00062981i,-0.00028467-0.00064141i,-6.5332e-05-3.7593e-05i,0.00089501+0.001271i,0.00027934+0.0020978i,-0.0003651+0.0016007i,-0.00027132+0.00069886i,-0.00012148-0.00035803i,7.2058e-05-0.00025126i,-0.000387-7.4831e-05i,-0.00030157-0.00034932i,0.00041238+0.00019624i,5.3368e-05+0.00057562i,-0.00076191+2.778e-05i,-0.00054887-0.00015235i
0.00074461+0.0032925i,0.00011468+0.00069023i,-2.7753e-05-0.00012211i,-0.00022691-0.00068738i,-0.0011093-0.0014999i,-0.0011083-0.0013516i,-0.00041522-0.000257i,0.00024362+9.7283e-05i,0.00069889-3.6943e-05i,0.0002677-0.0006979i,0.00033287-0.0015062i,0.00022648-0.00085098i,0.0002992+0.0002373i,0.0010298-5.7357e-05i,0.00069632+0.00021021i,-0.00038508-2.7261e-06i,-0.00046064-0.0010561i,-0.00044309-0.00019787i,-0.0001124+0.00042986i,0.00035427-0.00019598i,0.00028975-0.00049448i,-0.00016466-0.00084228i,-0.00014107-0.00081733i
-0.0028818-0.00015738i,-0.001034-0.000488i,-0.0007289-0.00037205i,4.3522e-05+0.00049452i,0.0011007+0.0007852i,0.00094935+4.6551e-05i,0.00042897+2.0627e-05i,0.00035587+8.6147e-05i,0.0010373+9.9826e-07i,0.00071234+0.00027281i,-0.00034704+5.1351e-05i,-0.00081473+0.00031667i,-0.00088224+0.00034766i,-0.00074981+0.00021174i,-0.00032865-0.00020717i,-0.00015321-0.00051507i,-0.00061201-0.00038001i,-0.00044354-0.0003223i,0.00046927-0.00031031i,0.00033908-0.00059004i,-0.00031024-0.00033121i,-0.00012995-0.0002485i,-0.00016761-0.001057i
8.9895e-05-0.0038885i,-0.00067503-0.00014142i,-0.00080487+0.0011606i,-0.00024808+0.0011403i,1.3435e-05+0.00084356i,0.00052767+0.00076247i,0.00031209+0.00099053i,9.9267e-05+6.6737e-05i,0.00058287-0.00010896i,0.000425+0.00031007i,0.00032606-0.00029621i,0.00051484-0.00029243i,0.00017785+0.00025592i,-0.00030793-7.8441e-05i,0.00059188-0.00025653i,0.0012184-0.00025719i,9.0915e-06-0.00040325i,-0.00053939-0.00045104i,-0.00048057-0.00057095i,-0.00071049-0.00054109i,-0.00053703+0.00026898i,0.00018204+0.00029811i,0.0004953-0.00024637i
0.0036807+0.0018931i,0.0016639+0.00015933i,0.001233+0.00027403i,0.0012592+0.0005325i,0.0011938+0.00088944i,0.00085962+0.0007295i,0.00051468+0.00016649i,0.00036422-5.3255e-05i,0.00027067-0.00044129i,-0.00038016-0.00030098i,-0.00026181-0.00027403i,0.00051431+7.5873e-05i,0.0007458+0.00075245i,0.0010577+0.00062384i,0.00090063+0.00044687i,0.00033939+0.00012793i,-0.00011695+0.00028792i,-0.00021057+0.00022221i,0.0005161-0.00021201i,0.00019136+9.3e-05i,-0.00016973+0.00034054i,0.00043072-3.1277e-05i,0.00069261-0.00021719i
-0.0029833+0.0013912i,-0.0031968-0.00050734i,-0.0034818-0.00055709i,-0.0028484-6.7584e-06i,-0.001622+0.00047666i,-0.00026214+0.0012302i,0.00013474+0.000659i,0.00059522-9.0596e-05i,0.0013685+0.00011803i,0.0013411-9.0235e-06i,0.0010818-0.0006349i,0.00075157-0.00072626i,-0.00038625-0.00021951i,-0.00073643+0.00047823i,-0.00041067+0.0010234i,-0.00080488+0.00072699i,-0.0010525-0.00015259i,-0.00032691-1.9178e-05i,0.00027459+0.00070897i,0.00039179+0.00058926i,8.9319e-05+0.00037466i,0.00026538+0.0004629i,0.00036395+0.00044619i
-0.0018117+0.0019421i,0.00082641+0.0012391i,0.0020203+0.0003684i,0.0025691+0.00068552i,0.0021096+0.00080655i,0.0013961-0.00056732i,0.0012159-0.00058968i,0.000489+0.00012359i,6.8175e-05+3.9888e-06i,0.00057799+0.0005253i,0.00071388+0.000634i,0.00027945-0.00063487i,0.0004779-0.0010427i,0.00047894-0.0010231i,-9.5285e-05-0.0010724i,-0.00010746-0.00068694i,1.7211e-05-0.00033837i,-0.00097751-9.0227e-05i,-0.0010232+6.9383e-05i,-0.00019607+0.00097795i,-7.4479e-05+0.0012281i,3.3994e-05+0.0009831i,-0.00063787+0.00081859i
0.0035993-0.0036494i,0.0011123-0.0025624i,-0.0005734-0.0022193i,-0.00039761-0.00090647i,-7.2831e-05-0.00018987i,-0.00064267-0.00015434i,-0.0013278-0.00018236i,-0.0010429-9.5582e-05i,-0.00054813-0.00065791i,-7.2521e-05-0.001159i,0.00038757-0.0003841i,0.00051658+0.0003596i,0.00061128+0.00043291i,0.00096762+0.00025787i,0.00034409-4.6679e-05i,-0.00087167+5.2991e-05i,-0.0010584+0.00084979i,-0.00066022+0.0010563i,-0.00099917+0.00043078i,-0.00077183+0.00013647i,-9.8724e-05-6.0353e-05i,-8.274e-05-0.00016826i,0.00041196-0.00039223i
0.0033842+0.0032009i,0.0010252+0.0020874i,0.0004267+0.0019171i,0.00066563+0.0013823i,0.0006102+0.00061175i,1.7247e-05+0.00093121i,-0.00049705+0.0011067i,-0.00032343+0.00028201i,6.6602e-06-0.00011721i,0.00050558+0.00033995i,0.0002225+0.00030481i,2.4194e-05-0.00033703i,0.00073117-0.00051913i,0.00077662+7.4987e-05i,0.00025245+0.00061277i,0.00042568+0.00014738i,-5.589e-05-0.00051037i,-0.00051451-0.00078008i,-0.00053282-0.00057244i,-0.00041065-0.00088054i,-7.9621e-05-0.00079383i,0.00035247+0.00014359i,-0.0003241+0.0005277i
-0.0033644+0.0019859i,-0.00091863+0.00012316i,-0.00013429-4.092e-06i,-4.6435e-05+0.00058263i,-0.00030083+0.00081095i,-0.00034694+0.00047335i,-0.00049065+0.0005971i,-0.00083495+0.0011254i,-0.00077448+0.00081276i,-0.00019079+0.00061948i,0.00019807+0.000627i,-0.0002937-8.7291e-05i,-0.00091814-0.00015926i,-9.3422e-05+0.00021235i,0.0003916+0.00034028i,-0.00041292+4.1594e-05i,-0.00082287+0.00026651i,-0.00042887+0.0012053i,9.3891e-06+0.0012038i,0.00023913+0.00036415i,0.00033091-0.00048462i,-5.7041e-06-0.00076679i,-5.9767e-05-0.00030883i
-0.0016297-0.0020601i,0.00048315-0.0010948i,0.0006976-0.00063325i,-0.00068904-0.00042631i,-0.0011341-0.00038222i,-0.00080594-2.3197e-05i,-0.00048026+0.00080174i,-0.0001229+0.00091192i,0.00011477+6.5252e-05i,-0.00012598-0.00032429i,-5.1449e-05+0.00011261i,4.6815e-06+0.00053667i,-2.1813e-05+0.00043731i,-9.1089e-05+0.00046024i,-0.00019555+0.00041319i,-0.00029157+0.00027888i,-0.00032594-0.0002105i,-0.00022702-0.00065953i,-0.00055963-0.00065803i,-0.00053722-0.0003875i,0.00023879-0.000456i,0.00082596+0.00010229i,0.00028723+0.00055016i
0.0042953-0.0043558i,0.0013566-0.0027993i,0.00036352-0.0024784i,-8.2322e-05-0.0017961i,4.8659e-05-0.00093537i,-0.00023401-0.00017281i,-0.0005084+0.00056243i,0.00012436+0.00080011i,0.00063563+0.00061232i,0.00015682+0.00047183i,-0.00047032+0.00022817i,-0.00029208+0.0002058i,0.00019273+0.00050883i,0.00063965+0.00028017i,0.00090264-0.00025968i,-3.6833e-05-0.00016972i,-0.00019747+0.00032744i,-5.058e-06+0.00055384i,2.1695e-05+0.00051662i,0.00033148-3.4791e-05i,0.00072503-0.0011047i,0.00070994-0.0012536i,-1.9291e-05-0.0004416i
0.0015726+0.00053624i,0.0001088-0.00070096i,-0.0006542-0.00083222i,-0.00028626+7.5142e-05i,0.00011324+0.000343i,-0.00079245+0.00028232i,-0.00037953+0.00026412i,0.0010709-0.00025918i,0.0014004-0.00075058i,0.00086786-0.0014743i,0.00043421-0.0011233i,0.00066766-0.00051358i,0.00054698-0.00074452i,0.00011028-0.0010407i,-0.00066329-0.0010862i,-0.0014515-0.00064568i,-0.001456+5.3123e-05i,-0.0010894+0.00017533i,-0.00061057-0.00012562i,-0.00015003-0.00025364i,-0.00055719-0.00062333i,-0.0004124-0.0005282i,0.00035552-0.0002155i
-0.001309+0.0042759i,7.9468e-05+0.0012898i,0.0012007+0.00085341i,0.0014195+0.0010342i,0.0010189+0.00091583i,-0.00021946+0.00096261i,-0.00076202+0.00098703i,-0.00017357+0.00039644i,0.00037736+7.8777e-06i,0.00018448+0.00017535i,-0.00015246+0.00071546i,0.00028827+0.00073793i,0.00054818-0.0003808i,-0.00045103-0.00075467i,-0.00067617-0.00036077i,-0.00021729-6.5803e-05i,-0.00038643-0.00013478i,-0.00050064-0.00033292i,-0.00011357-0.00037839i,0.00024746-0.00017718i,4.8144e-05+0.00035122i,0.00010896+0.0007318i,0.00032424+0.00050009i
-0.0019055-0.0020414i,-0.0012998-0.0011292i,-0.0018194-0.001391i,-0.00052923-0.0011704i,0.0003523-2.1229e-05i,0.00033379+0.00053095i,0.00022257+0.0007231i,-0.00025213+0.00063303i,-0.00018074+0.00057168i,0.00020785+0.00059727i,-0.00053747-0.00033833i,-0.0010477-0.0003182i,-0.00063243+0.00021972i,-0.00016506+0.00055017i,0.00012799+0.00023157i,-0.00028788-0.00032188i,-0.0009433-0.00052951i,-0.0008443-0.00073181i,-0.00096236-0.00032443i,-0.00075292-0.00053486i,7.7962e-05-0.00064867i,0.00030042+1.2186e-05i,0.00039025-0.0001498i
0.0016-0.0026006i,7.0146e-05-0.00022569i,-0.0010954+0.00030732i,-0.00090027-0.00015828i,0.00022024+0.00031713i,0.00048397+0.00042039i,-7.4677e-05+0.0004888i,5.896e-05+4.2513e-05i,0.00061503-0.00020015i,0.00079642+0.00036807i,0.00081446+0.00093685i,0.0011152+0.00096895i,0.001076-0.00019084i,0.00012657-0.00059986i,-0.00080822-0.0005506i,-0.00063415-0.00049217i,6.0017e-05-0.0011857i,0.00014145-0.00079349i,-0.000833-0.00013283i,-0.0016284-0.00054684i,-0.00096912-0.00062535i,-0.00067852-0.00054699i,-0.00075663-0.00029168i
0.0013098+0.0029028i,-0.00023233+0.00060685i,-0.00065085-0.00063857i,0.00018949-0.0016328i,0.00064663-0.0015834i,0.00077345-0.00095097i,-0.00018201-0.00063228i,-0.00090336-0.00053979i,-0.00063548-0.00027069i,-0.0007348+0.00058939i,-0.00043643+0.00045107i,0.00060826+0.00018973i,0.00072885+0.00029681i,-0.00038555+0.00046607i,-0.0011414-0.00014705i,-0.00063359-0.00074214i,-0.000264-0.00043503i,-0.00014515+0.00048633i,-0.00011617+0.0009928i,-0.00011608+0.00047154i,-0.00030149+0.00030337i,1.8211e-05+0.00038385i,0.00028953+0.00055576i
-0.0023316+5.7606e-05i,-0.00054486-0.00088692i,0.00029773-0.0017468i,7.9885e-05-0.0013497i,-0.00043844+0.00013536i,-0.00023233+0.00060018i,-0.00019592+0.00059241i,0.00019603+0.00054382i,0.00056699+0.0011784i,0.0001978+0.00078923i,-0.00016047-0.00026971i,-0.0006229-0.00029148i,-0.00043217-0.00078903i,0.00039955-0.001337i,9.2362e-05-0.0009417i,-0.00030264-0.00037613i,-0.00061863-4.7462e-05i,-0.001356-0.00018893i,-0.0008203+0.00021963i,6.6446e-05+0.00084608i,-0.0001564+0.00056188i,-0.00062768+0.00059878i,-0.00043805+4.7002e-05i
-0.0020586-0.0042419i,-0.00089973-0.0020303i,-0.00081445-0.0014467i,-0.00075951-0.00040188i,0.00020938+0.0014374i,0.00083503+0.0017852i,0.00091077+0.0010883i,0.000919+0.00035431i,0.0012059-3.9481e-05i,0.0010812+0.00035008i,0.00055935+0.00075185i,0.0006728+0.00047432i,0.00089674-0.00010198i,0.0008192-0.00064462i,0.00023952-0.00071875i,-0.00012079-0.00079614i,0.00023216-0.00037771i,-6.6057e-05+0.00016915i,-0.00042682+0.0002494i,-0.00080503+0.0011109i,-0.00036107+0.00069164i,0.00019572-0.00028939i,-0.00084477-0.00018387i
0.0042711-0.00067227i,0.0019519-0.00013649i,0.0011009-0.0011893i,0.00052785-0.0015716i,1.2852e-05-0.0010338i,0.00010521-0.00034954i,0.00054496-7.7242e-05i,0.00055346-8.9527e-05i,9.9281e-05-0.00040046i,-0.00032474-0.00078014i,-0.00069586-0.00083833i,-0.00080647-0.00045408i,-0.00073121+9.2018e-05i,-0.00035215+8.5198e-05i,4.0618e-05-5.2897e-05i,0.00036242+0.00020941i,0.00034346+0.00097741i,-0.00011291+0.00030128i,-0.00060469-0.00081594i,-0.00081487-0.00072591i,-0.00092668-0.00013931i,-0.0010032+0.00017682i,-0.00034011-1.2271e-05i
0.0011989+0.0021534i,-0.00028992-0.00031278i,-0.00071244-0.00099024i,-0.00047553-0.0012836i,-0.00012327-0.0012634i,-8.0752e-05-2.2065e-05i,-0.00090447+0.00082027i,-0.0012813+0.00066345i,-0.00085414+0.00023642i,-0.00065536-3.4397e-06i,-4.222e-05+0.0005687i,0.00053244+0.00085725i,7.8264e-05+7.2812e-05i,-0.0003553-0.00050947i,8.2447e-05-0.0005344i,0.00058082+0.00010971i,0.00079718+0.00070542i,0.00071729+0.00063225i,0.0007192+0.00018931i,0.00014199-5.7014e-05i,-0.00017739-8.4487e-05i,0.00033378+0.00014293i,0.00019819+0.00026813i
-0.0026489-0.0018821i,-0.0022154-0.00060245i,-0.0017122+0.00083478i,-0.0011818+0.00097679i,-0.00097191+0.00061563i,-0.0010557+0.00047415i,-0.00090392+0.0001983i,0.00015295-0.00016897i,0.00098997-0.00044109i,2.881e-05+0.00022999i,-0.00057069+0.0012142i,0.00067201+0.0011263i,0.0013676-4.9767e-05i,0.00046772-0.00058568i,-0.00037932-0.00012365i,0.00019092-0.00019798i,0.0006957-0.0006843i,6.6301e-05-0.0009823i,-0.0008203-0.00045526i,-0.0010668-0.00027541i,-0.00026175-0.00064901i,-8.9061e-06-0.00086434i,-0.00072518-0.00073283i
