-0.0045251+0.001886i,-0.0033684+0.0025169i,-0.002802+0.0018699i,-0.0017672+0.0016724i,-0.0007156+0.002228i,-0.00010165+0.001477i,0.00012513-0.00016384i,0.00053128-0.000436i,0.00091118-0.00018429i,0.0014426-5.9731e-05i,0.0020935+0.00038411i,0.0011794+0.0004961i,-0.0001917-0.00012023i,-0.00026135-0.0005843i,4.6913e-05-0.00079882i,0.00041384-0.00031006i,0.00088933-0.00027113i,0.00065968-0.0011217i,0.00026282-0.00031463i,-0.00019672+0.00049831i,-0.00065947+6.7605e-05i,-5.8309e-05+0.0002704i,0.0011117+0.00059918i
-0.0062346+0.0020871i,-0.0075782+0.00079451i,-0.0037761+0.0010891i,-0.0011819+0.00027905i,-0.00046549-0.00024385i,-0.00052105-0.00045904i,-0.00077715+0.00048626i,-4.5302e-05+0.0014265i,0.00046479+0.0010811i,0.00074614-0.00032326i,0.001181-0.00055447i,0.00096981+0.00024873i,0.0008279+0.00017695i,0.00022894-0.00023873i,-8.7486e-05-0.0008045i,-0.0002721-0.00055477i,-0.00066626+8.7396e-05i,-0.00052156+0.00036781i,-6.7115e-05+6.9054e-05i,0.00048011-0.00044459i,1.0327e-06-5.9894e-05i,-0.00050001+0.0003577i,0.00054747+0.00043046i
-0.0015047-0.0069112i,0.00011948-0.0075328i,-0.0014141-0.0037029i,-0.00099588-0.0010153i,-0.00023113+1.7236e-05i,-0.00030511+0.00051463i,-0.00018617+0.00012598i,5.0035e-05-0.00057555i,-5.4704e-05-0.00023972i,-0.00045306+0.00025706i,0.00023598+7.0349e-05i,0.0011543+9.3284e-05i,0.0010628-0.00032228i,0.00037589-0.00065501i,-0.00030566-6.655e-05i,0.00031961+0.0006517i,0.0003287+0.0003541i,-0.00068372-9.7893e-06i,-0.00061352+0.00059215i,-0.00022743+0.00095944i,-0.00048025+0.00052224i,-0.0001083+0.00011256i,0.00030269+0.00033567i
0.0037639+0.0011492i,0.0035389+0.0022822i,-3.2511e-06+0.0011481i,-0.00046445+0.0016401i,0.00058584+0.0021464i,0.00017211+0.0014257i,4.1318e-05+0.00041442i,-0.00013015+1.5241e-05i,-0.00021483-0.00022777i,0.00047264-0.00039455i,0.00042873+3.6417e-05i,0.00038294+0.00065296i,0.00022092+0.001027i,0.0002839+0.00074715i,0.00027243+0.00031006i,-0.00035435-0.00027769i,-0.00019612-0.00082671i,-3.0085e-05-0.00060197i,-0.00068962-0.00028453i,-0.00083739+0.00019787i,-0.00055641+0.00065579i,-0.00036944+0.00016678i,-0.00029552-0.00068644i
-0.0029221+0.0046982i,-0.0040278+0.0050286i,-0.0010046+0.0023669i,-2.2453e-05+0.00089156i,-0.00021509+0.00014132i,-0.0014074-0.00019739i,-0.0021026+0.00018727i,-0.00062734-5.2218e-05i,0.00026433-0.00028427i,0.00024177+0.00012327i,-6.574e-05+0.00046137i,-0.00062685+0.00080743i,-0.00047966+0.00094328i,-0.00019233+0.000337i,-0.00028258-0.0001753i,-0.00076702-0.00029047i,-0.00071529-0.00057689i,-6.3237e-05-0.00054509i,0.00023118-0.00044093i,0.00018613-0.00049347i,0.00026981+9.4796e-05i,0.00018467+0.00031479i,-0.00032369-7.7744e-05i
-0.0031703-0.0030063i,-0.0037729-0.0038768i,-0.0017082-0.0020302i,9.6891e-05-0.0012094i,-0.00012481+0.00010133i,-0.0002986+0.0002546i,0.00028427+0.00048383i,0.001189+0.0011491i,0.00054424+0.00052375i,-0.00069921-0.00017358i,-0.00068966-2.2418e-05i,-0.00032794-0.0005092i,-0.00044034-0.0010605i,-0.00074652-0.0010232i,-0.00069337-5.3326e-05i,-0.00040671+0.00011614i,0.00019706-0.00044313i,0.00045+0.00044267i,0.00051323+0.00058596i,0.00033554+0.00027781i,0.00035599-0.00018613i,0.00064452-8.338e-05i,2.6039e-05+0.00048141i
0.002002-0.0044757i,0.0027331-0.0046489i,6.6361e-05-0.0013269i,-3.8881e-05+0.00036777i,0.0011149+0.00045251i,0.0012456+0.0010849i,0.0001309+0.00085647i,-4.5981e-06+0.000254i,0.0001558-0.00055423i,-0.00049812-0.00077096i,-0.00050004-0.00031376i,0.0012282-4.0768e-05i,0.0011919-2.5001e-06i,0.00021376-0.00075123i,0.00084369-0.00042587i,0.0012751+0.00051043i,0.00029224+0.00097093i,-0.00088768+0.00046874i,-0.0011918-0.00045933i,-0.00052784-2.0689e-05i,0.00038872+0.000587i,0.0003778+0.0003445i,9.6589e-05-9.9104e-05i
0.0020089+0.0047531i,0.0031615+0.0057739i,0.00090027+0.0030049i,-0.00052052+0.0022992i,-0.0003759+0.0014446i,0.00011+0.00034125i,0.00075814+0.00045271i,0.0011234+0.0002439i,0.00041273-0.00015154i,-0.00040794+0.00038844i,7.6831e-05+0.0010099i,9.03e-05+0.0014245i,-0.00048012+0.0010354i,0.00020579+0.00056161i,0.00094519+0.00056638i,0.00011679+0.00062116i,-0.00056491+2.423e-05i,-0.00047516-0.00081167i,-0.0005138-0.0010279i,-0.00019129-0.00073525i,0.00037293+0.00032956i,0.00066251+0.00072145i,0.00051535+0.00017881i
-0.0036144-0.0011621i,-0.0040787-0.00030381i,-0.0014816-0.0011743i,-0.0011654-0.00066438i,-0.0013738+0.0010341i,-0.0015672+0.001388i,-0.0007327+0.0010771i,0.0010877+0.00022063i,0.0014198-0.00036554i,0.00040094+0.00038194i,7.4322e-06+0.0011435i,-0.00032449+0.00061147i,-0.00080692+0.00057905i,-0.00094496+0.00082961i,-0.00093388+0.00025743i,-0.00090224+8.3382e-05i,-0.00097135-0.0006741i,-0.00091767-0.00070938i,0.00015194-0.00018495i,0.00038439+5.4442e-05i,-0.00016105-0.00022411i,-0.00020085-0.00059459i,8.4971e-05-0.00064441i
0.0017712-0.0045424i,0.00034398-0.005238i,0.001286-0.0028632i,0.0013774-0.0024891i,0.00022431-0.0021348i,-0.00019172-0.00076642i,5.1992e-05+0.00037057i,0.00030611+0.00073465i,0.00086879+0.00054078i,0.0014668-8.4353e-05i,0.001163-0.00092681i,0.0006487-0.00094205i,0.00068987-0.00024635i,3.7711e-05-0.00016049i,-0.00046553-0.00092395i,-0.00042191-0.00068088i,-0.0014732+0.00026552i,-0.0012017+0.00082917i,-0.00023652+0.0015102i,-0.00066584+0.0010575i,0.00011362+0.00058468i,0.001105+0.00074063i,0.00078008+0.00039948i
0.0048965+0.0013168i,0.0046937-0.00019222i,0.00131+0.0011425i,0.0017929+0.0013137i,0.0026675+2.8549e-05i,0.0014743-0.0005847i,0.00077591-0.00058122i,0.0010846+0.00012504i,0.00077193+0.00082277i,0.0009112+0.00063327i,0.0013087+0.00024988i,8.8931e-05-1.6789e-05i,-0.00070973-0.00055152i,0.00049894-9.603e-05i,0.0013011+0.0009841i,0.00096836+0.00031319i,0.00074388-0.00047097i,0.00028204-0.00055284i,3.6541e-05-0.00069096i,-0.00023787-0.0002833i,-0.00074857-0.0003018i,-0.00077921-0.00050233i,-6.4237e-05-0.00035223i
-0.0022131+0.0054178i,-0.0011859+0.005592i,-0.0011845+0.0030954i,-0.00028613+0.0025114i,0.0005229+0.0023779i,0.00032653+0.0020771i,0.00028172+0.00092533i,-3.857e-05+0.00011469i,-0.00010482+0.0001927i,0.00064252+0.00060128i,0.00092181+0.00083703i,0.00052026+0.00089179i,-9.11e-05+0.00056738i,-0.00028232+0.00062407i,-0.00083862+0.00082356i,-0.00092355+0.00074958i,-0.00066797+0.00074718i,-0.00067668-0.00029443i,-0.00061293-0.0013153i,-0.00030784-0.00090147i,-0.00023037+0.00047254i,-0.0007375+0.0011923i,-0.00039824+0.00075909i
-0.0028525-0.0046401i,-0.0042504-0.002941i,-0.0022491-0.0025037i,-0.001954-0.0025055i,-0.0022421-0.0014422i,-0.0025709-6.5088e-05i,-0.00096643+0.00031584i,0.0010871+0.00032794i,0.00082667-4.3491e-05i,-0.00060384-0.00086242i,-0.001375-0.0012767i,-0.00045141-0.00096765i,0.0002798-0.00095494i,-0.00093058-0.00076068i,-0.0014452-0.00032826i,-0.00065857-7.9023e-05i,-0.00020778+0.00019709i,-0.00011686+0.00033391i,-0.00026204+0.00028911i,-0.0001751-0.00025529i,-1.8359e-05-0.00022951i,-0.00058749+2.7391e-05i,-0.0007265-0.00010206i
0.0024542-0.0045509i,-0.00062748-0.0035462i,-0.0015304-0.00081214i,-0.00065899-0.00044061i,-2.2485e-05-0.0012454i,0.00013011-0.00099791i,-0.00057611-0.001115i,-0.00069558-0.00076836i,0.00019126+0.00017026i,0.00074872-3.1626e-05i,0.0012169-0.00022523i,0.0014285+0.00028611i,0.00051417+0.00046895i,-0.00051948+0.00012301i,-4.5691e-05-0.0002408i,0.00049445-0.0001075i,0.00066991+0.00026236i,0.00020509+0.00097222i,-5.8526e-05+0.00096049i,-0.00037779+0.0010223i,-0.00092591+0.0010121i,-0.0010776+0.00045639i,-0.0011126+0.00054483i
0.0033627+0.0017114i,0.0019915-0.00028818i,-0.00093231-0.0001128i,-0.00076352+0.0006451i,-4.9168e-05+0.00078644i,-5.4607e-05+0.0013667i,0.00075195+0.00095662i,0.0013665-4.7449e-05i,0.00073933-0.00035288i,-0.00029455-4.4716e-05i,-0.00011287+0.00034851i,0.0011331+0.00085545i,0.00089614+0.00066528i,0.00031507+0.00015581i,0.00068421-0.00032937i,0.0010962+0.00016594i,0.00064361+0.00051899i,-0.00051498-0.00010978i,-0.0011725-0.00077704i,-0.0004609-0.00018688i,-0.00052836+0.00035625i,-0.0010105-0.00013768i,-0.00073387-0.00047961i
-0.0032642+0.0047986i,-0.0012746+0.0033477i,-0.00042544-0.00097314i,-0.001287-0.0012699i,-0.0016494-0.00042344i,-0.0013973+0.00028523i,-0.00055765+0.0016393i,-0.0003597+0.0013181i,-0.0013-0.00083302i,-0.0013577-0.0010367i,-0.00095678-0.00036167i,-0.00047032-0.00014397i,-0.00024957+0.00038277i,-0.00078555+0.00025437i,-0.0014246-5.7192e-05i,-0.0013209-0.00012202i,-0.00067735-7.9698e-05i,-0.00071971-0.00013919i,-0.00032045+0.0001442i,2.9831e-05-4.4991e-05i,0.00040635-0.00017136i,0.00098718-0.00048815i,0.00066983-0.0015481i
-0.0042467-0.0062189i,-0.0038507-0.0026925i,-0.0018187-0.00019742i,-0.00083323+0.00053919i,0.00020171+0.00016591i,0.00073988-0.00016454i,0.00019465+0.00039742i,-4.2467e-05+0.00022653i,2.4879e-05-0.0005016i,-5.5716e-05-0.00083798i,-7.7357e-06-0.00050143i,8.1165e-05-0.00057062i,-0.00015825-0.00059397i,-0.00057484+0.00024947i,-8.3179e-05+0.00034389i,-4.6881e-05+4.4489e-05i,-0.00062398+0.00072843i,-8.3502e-05+0.0013931i,-0.00032548+0.0015106i,-0.00079042+0.0012498i,-0.00022708+0.00063705i,0.00048339+0.00035677i,0.0010721-0.00013701i
0.0064455-0.0021664i,0.0034863-0.00334i,0.0012704-7.1288e-05i,0.00083086+0.00030468i,0.0006517+5.5429e-05i,0.00056849+0.00063801i,1.8186e-05+0.00049121i,-0.00074235-9.5268e-05i,4.9343e-05+0.00032278i,0.00094829+0.00077465i,0.00091667+0.00020354i,0.0010876+0.00025806i,0.00053955-0.0003166i,0.00013834-0.0014974i,-0.00022533-0.0015084i,-0.00031936-0.00085341i,1.0019e-05+0.00049717i,-7.0054e-05+0.00095316i,-0.00075948+0.00017443i,-0.00070669+5.3995e-05i,-0.00085106+0.00064845i,-0.0013845+0.00045713i,-0.0018904-0.00041433i
0.0037674+0.0059924i,0.0033323+0.0025188i,0.00099541-0.00060796i,8.5761e-05-0.00098991i,0.00017909-0.00084519i,0.00044103+8.4897e-05i,0.00032582+0.00050158i,-0.00016622+0.0003559i,0.00018877+0.001074i,3.3752e-05+0.0011369i,-0.00034622+0.000339i,-0.00064842+0.00041433i,-0.00079395+0.0005375i,-0.00091168+0.00035156i,-0.0012233+0.00053845i,-0.00015403+0.0010046i,0.0005502+0.00081214i,-0.00012526+0.00052737i,-0.00017858+0.00042392i,6.0734e-05-0.0002411i,-0.00073783-0.00040716i,-0.00071117-0.00033391i,7.719e-05-0.00048064i
-0.0085247+0.00084128i,-0.0058613+0.0019665i,-0.002295+0.00029032i,-0.0014229+0.00019151i,-0.0017232+0.00021654i,-0.0014186+0.00070938i,-0.00069213+0.0015174i,-0.0001266+0.0012699i,-0.00022147-0.00031326i,-0.00060674-0.00067785i,-0.00084747-0.00026561i,-0.00062763-0.00011784i,-0.00015319+8.6592e-05i,-5.0481e-05+0.00020426i,-0.00033738+6.8965e-05i,-0.00057878-8.7253e-05i,-0.00087399-0.00017336i,-0.00033349+0.00033794i,-4.2241e-05+0.00023406i,4.5283e-05-0.0001803i,0.00042476+0.00030125i,0.00046873+0.00023472i,-0.00027142-0.00086883i
0.0001351-0.010504i,-0.0006057-0.0069672i,-0.00028338-0.0033053i,-0.00027072-0.0016576i,-0.00050367-0.00096751i,-0.0012883-0.00070605i,-0.0011982+0.00040492i,-0.00010695+0.00075775i,0.00052573+0.00019754i,0.00039427-0.00013894i,0.0001112-0.0006574i,0.00021225+6.9247e-05i,0.00018776+0.00040168i,-0.00012024+0.00016328i,-0.000111+0.0002738i,5.7105e-05+0.0004373i,0.00028729+0.00053962i,0.00036054+0.00025445i,0.00037125+0.00052996i,-5.3417e-06+0.00097808i,-0.0011702+0.00062461i,-0.0016105-0.00026313i,-0.0011057-0.00017692i
0.0068278+0.0018809i,0.0042624+0.0017369i,0.0016458+0.0032436i,0.00036248+0.0024438i,0.00033431+0.0016794i,0.0001649+0.0012362i,-0.00038103+0.00046308i,-1.5939e-05-6.5794e-05i,0.00040757-1.3385e-06i,0.00078993+0.00010129i,0.00078633-9.8222e-05i,0.0006021-0.0001292i,0.00028854-0.00021388i,0.00059366-0.00034425i,0.00038903-0.00017225i,-0.00013543-0.00050103i,-0.00045437-0.00040074i,-0.00041146-2.7998e-05i,-0.00028129+0.00029404i,-0.00040835+0.0012025i,-9.1514e-05+0.0010559i,-1.91e-05+0.0010491i,-0.00041673+0.00064399i
-0.00016918+0.0070684i,0.0014221+0.0038289i,0.00033676+0.0018684i,0.00037892+0.0013656i,0.00076535+0.00062602i,7.6578e-05+0.00053172i,0.00026207-6.2932e-05i,0.0010258-0.00072389i,0.00047718-0.00014048i,-0.00015554+0.00086441i,-0.00021437+0.00071762i,0.00045306+0.00061683i,0.00081778+0.00088639i,0.00013498+0.00054949i,-0.0003504+0.00045196i,-0.00079475+0.00025933i,-0.00063227-0.00032766i,0.000111-0.0006416i,-0.00011039-0.00054135i,-0.0004259+0.00010719i,-0.00015279+0.00018492i,0.00028237+0.00039523i,-0.00013077+0.00088008i
-0.0093179-0.0013241i,-0.0059069+0.00023887i,-0.0034705-0.00081405i,-0.0017049-0.00024812i,-0.00016783+0.00067056i,-0.00035981+0.0011481i,-0.00046385+0.0012993i,-4.8589e-05+0.0010588i,-0.00015423+0.00056186i,-0.00066591+9.6114e-05i,-0.001302+0.00046678i,-0.00069689+0.00080547i,0.0002462+0.00049432i,0.00045732-9.4389e-05i,0.00036567-0.00032222i,-0.00026431-0.00040619i,-0.00087519-0.00031807i,-0.00072231+0.00032744i,6.4308e-05+0.000501i,0.00025906+9.2959e-05i,-0.00024808-0.00012341i,-0.0003711-0.00048173i,-0.00035761-8.5848e-05i
0.0033666-0.0073359i,0.00067168-0.0041512i,0.00094256-0.001789i,0.0012664-0.00069402i,-0.0001502-0.00037636i,-0.0010033-0.00037186i,-0.00044904+0.000392i,0.00030829+0.00089764i,0.00037985-0.00033041i,-0.0001747-0.0011383i,-0.00037683-0.00064358i,-9.7005e-05-0.00019884i,-0.00028167-0.00051593i,-7.4359e-05-0.00059445i,0.00018044-0.00035019i,0.00018417-0.0004732i,0.00037106+0.0002235i,0.00047545+0.00064672i,0.00048632+0.00018519i,0.0005593+0.00014321i,0.00036064-3.1728e-06i,-0.00030132-9.5915e-05i,-0.0005027-0.00045363i
0.0051297+0.002641i,0.0022737+0.00069138i,-0.00032227+0.0015799i,-0.00030696+0.0019405i,-0.00083761+0.00073917i,-0.00099304-0.0012061i,-0.00063216-0.001071i,-0.00095415+9.3403e-06i,-0.00060257+8.6196e-05i,-6.3257e-05-0.00034776i,0.00075071-0.0007314i,0.00092314-0.0002176i,7.2122e-05+0.00049548i,-0.00046762+0.00084498i,-0.00050918+0.0010694i,-0.00018448+0.00053596i,-0.00029757-0.00040792i,-0.00097198-0.001126i,-0.0010916-0.00077746i,-0.00092743-0.00016001i,-0.00066156+0.00015281i,-0.00039998+0.00036884i,-0.00011491+0.00024581i
-0.0036481+0.0067283i,-0.001678+0.0037045i,-0.0027631+0.00032964i,-0.0020245-0.00012813i,0.00038958+0.00072702i,0.00097149+0.00093135i,-8.8147e-05+0.0009028i,-0.00049452+0.00038755i,7.7277e-05+9.1601e-05i,-0.00010377+0.00023651i,-0.00073707+0.00064802i,-0.00047213+0.00058037i,0.00015309+0.00032306i,0.00019903+0.00090534i,-4.7325e-05+0.00091966i,2.1442e-05+0.00058254i,-0.00013321+0.00038884i,-0.00073387-0.00041316i,-0.00034942-0.0013037i,0.00043317-0.0012962i,0.00053112-0.00085074i,0.00041787-0.00062224i,0.00031797+0.00016432i
-0.01075-0.0070618i,-0.0076572-0.0021544i,-0.0045535+0.00013183i,-0.003549+0.0011583i,-0.0020734+0.0018514i,0.00011419+0.0012052i,0.00099385+0.00027253i,0.00060765-0.00015626i,-0.00065841-0.00053026i,-0.0012624-0.00045686i,-0.0010947+4.56e-05i,-0.0007356+0.0001266i,-0.00042509+0.00047819i,-0.00028899+0.00035007i,-0.00056766+3.6158e-05i,-0.00017711+0.00013374i,0.00028775+0.00036322i,-0.00034512+0.00043653i,-0.00046299-0.00064183i,0.00013748-0.0009401i,0.00085496-0.00043774i,0.00034777-4.1622e-05i,-0.00061855+0.00017775i
0.0080147-0.0044956i,0.0050842-0.0024374i,0.0041333-0.001272i,0.0023804-0.0016194i,0.00066159-0.0024453i,-0.00067119-0.001751i,-0.0010483-0.00068552i,0.00035215-0.0003155i,0.00070757-4.0451e-05i,0.00046754-0.00025577i,0.0007916-0.0012182i,0.00099293-0.0014143i,0.0010161-0.0005589i,0.00071767-0.0002099i,-4.311e-05-0.00078765i,-0.00081298-0.00079925i,-0.0011067+0.00036212i,-0.00091351+0.0011211i,-0.00046856+0.0012176i,-0.00071805+0.00091225i,-0.00090669+0.00023383i,-0.00023796-8.2479e-05i,0.00035242-0.00013262i
0.005238+0.0048253i,0.0026508+0.0021063i,-0.00096898+0.0016349i,-0.0011669+0.001622i,-0.00030626+0.0012271i,-0.00033911+0.0012576i,-0.00061333+0.00080948i,-0.00078219+0.00057427i,7.9115e-05+0.0004455i,0.00086305+0.00054802i,0.00065358+0.00081011i,0.00034985+0.0003141i,0.00014934+0.00012045i,-0.0002712+0.00011156i,-0.00029881-3.0929e-05i,9.3143e-05+0.00013825i,-9.5186e-05+0.0004488i,-0.0003912+0.00055208i,-0.00013719-2.4827e-05i,0.00030017-0.00061408i,-0.00021263-0.00035774i,0.0001553-0.00042336i,0.00080419-0.00021104i
-0.0086489+0.0044192i,-0.0059747+0.0031346i,-0.0053733+0.00089997i,-0.0042418+0.00056501i,-0.0015793+0.0011753i,-0.00058597+0.001444i,-0.00021484+0.00067943i,0.00022676+8.3914e-05i,-0.00028011-9.3802e-05i,4.2729e-05+0.00044893i,0.00014028+0.0013635i,-0.00025516+0.001216i,-0.00011491+0.00071582i,-0.00012222-0.00023428i,-0.00035366-0.00047643i,-0.00085198-0.00027677i,-0.00022582-0.00024605i,4.1746e-05-0.00046858i,-0.0012348-0.00088994i,-0.0018281-0.00072937i,-0.0016101-0.00072663i,-0.00080298-0.00066203i,-1.337e-05-6.8624e-05i
-0.0034957-0.0089219i,-0.00073178-0.0043873i,0.0018478-0.0025612i,0.0016621-0.0021556i,0.00049916-0.0011873i,-0.00020617-0.00058952i,-0.00037942-0.00045439i,0.00030579-3.9544e-05i,0.00040131+0.00042578i,-0.00088266-0.00011873i,-0.00078622-0.0010945i,5.3839e-05-0.0011566i,-0.00056645-0.00070368i,-0.0010029-0.00033041i,-0.00098281+3.8173e-05i,-0.001445-0.00031976i,-0.0011504-0.00016864i,-0.00042141+0.00018465i,0.00014283+0.00014559i,0.00028938+0.00010664i,0.00016093-0.00081199i,-7.1587e-05-0.00095153i,-0.00080616+0.00030651i
0.0078992-0.0046305i,0.0017952-0.0047271i,8.4066e-05-0.0037881i,0.0014478-0.0027084i,0.0012758-0.0014021i,0.00057559+0.00050279i,0.00071585+0.0017891i,0.0012126+0.0007037i,0.0018766-0.00047194i,0.00099009-0.00034077i,-7.2403e-06+0.0003379i,0.0007958+0.0001708i,0.0017092+0.00023523i,0.00098902-9.269e-05i,9.5341e-06-0.0013311i,4.6148e-05-0.00085786i,0.00021894+0.00055404i,0.00059791+0.00062672i,0.0002922+0.00010362i,-0.0004554+0.00026847i,-0.00082415+0.00041349i,-0.00082824+0.00035516i,-0.00071288+0.00043201i
0.0036721+0.0085706i,0.0024018+0.0038615i,5.0486e-05+0.0014014i,0.00033018+0.00087223i,0.0012024+0.00059677i,0.00049222+0.00033791i,-0.00067994+0.00070535i,-0.00094458+0.00098406i,-6.2061e-05+0.0010469i,0.00032508+0.0013579i,0.00032745+0.0011582i,0.0011499+2.8304e-05i,0.0011768+0.00011186i,0.00042033+3.9579e-05i,0.00050622-0.0005196i,0.00047522-0.00030969i,0.00017442-0.00063057i,-0.00018151-0.0011436i,-0.00044635-0.00094263i,-2.0662e-06-0.0013131i,0.0002327-0.00083079i,6.666e-05+0.00016515i,-0.00055144-8.0436e-05i
-0.009147+0.0022648i,-0.0042825+0.0020704i,-0.0027685+0.0015941i,-0.0017873+0.0013416i,-0.00033114+0.0013603i,0.0004917+0.0017514i,0.00011624+0.0010247i,-0.0007545-0.00052684i,-0.0011479-0.00038839i,-0.00027134+0.00048743i,1.1938e-05+0.0011789i,-0.00049015+0.0012786i,-0.0003654+0.00010255i,-0.00022585-0.00016816i,6.7553e-05-0.00029481i,-0.00017622-0.0010023i,-0.00033292-0.0014866i,-0.00016318-0.0010818i,-0.00019963-0.00034594i,-6.1059e-05-0.00081866i,-0.00031363-0.00085172i,-0.00079029-0.00057678i,-0.00078705-5.7004e-05i
-0.0031408-0.0075663i,-0.0018801-0.0037765i,-0.0010827-0.0017254i,-0.0012949-0.00065858i,-0.0014791+9.4627e-05i,-0.0010269+0.00018461i,-0.00021143+5.6539e-05i,0.00040137+4.4593e-05i,0.00056434-0.00071828i,4.8602e-06-0.0018357i,-0.00061963-0.0017903i,-0.00028545-0.0012113i,0.00036361-0.0011064i,0.00024649-0.00088505i,-0.00012131+0.00017887i,-0.00098742+0.00081629i,-0.00076306+0.0010689i,0.00059098+0.00085651i,0.00069165+0.00026456i,-8.3046e-05-2.0074e-05i,-0.00017154+0.00051887i,0.0002562+0.00056651i,2.8944e-06+3.2796e-05i
0.0083069-0.0018996i,0.002804-0.0025215i,0.0013257-0.0013994i,0.0010232-0.00033044i,0.00043742-0.00018304i,0.00043338+0.00052112i,-0.00029601+0.00085497i,-0.00045394+0.00072908i,0.00026454+0.00071248i,0.00041617+0.00023422i,0.00065746+0.00039008i,0.00063905-6.6564e-05i,7.7982e-05-0.00075011i,-0.00036091-0.00070182i,-0.00050909-0.00032344i,-2.3398e-05-0.00051104i,-4.2787e-05-0.00083578i,-0.00034716-0.00070604i,-0.0001387-0.00010342i,-9.0676e-05+0.00011668i,9.1722e-05+0.00026165i,0.00037887+0.00038557i,9.4152e-05-0.00018286i
0.00089101+0.0080755i,0.0001414+0.0033869i,-0.00051712+0.0011496i,0.00034175+0.00030491i,0.00082394-9.9538e-05i,-6.782e-05+0.00014461i,-0.00053096+0.00087608i,0.000155+0.00072893i,0.0007771-0.00027236i,0.00049727-1.0679e-05i,0.00053486+2.3815e-05i,0.00061209+0.00023221i,0.00045175+0.00069492i,8.0914e-05+0.00085235i,0.00010501+0.00092146i,0.00041642+0.00038245i,0.00078534-0.00025743i,6.4298e-05-0.00056667i,-0.00059891-0.00085428i,-4.7515e-05-0.0009569i,-7.1884e-05-0.000104i,6.1311e-05+0.00036724i,0.00033333+0.00011146i
-0.0070353-0.0009278i,-0.0030878-0.0010707i,-0.00097287-0.0017845i,-0.00028406-0.00056408i,-0.00035556+0.0005567i,-0.00047514+0.00035675i,0.00040379+0.00034677i,0.00099805+2.3375e-05i,0.00078513-0.00056615i,-0.00028545-0.00056006i,-0.00090924-2.7802e-05i,-0.00048153+0.00019478i,5.3798e-05+2.3744e-05i,0.00024509+0.00052751i,-8.8643e-05+0.00052988i,-3.0107e-05-2.4128e-05i,0.0002517-5.2562e-05i,-0.00010353-0.0011854i,0.00013756-0.0018729i,0.0003569-0.0011638i,0.00028334-0.00072368i,0.00024507-6.3371e-05i,-2.6722e-05+0.00031025i
-0.00089341-0.0076787i,-0.0011192-0.0036967i,-0.00030742-0.0011062i,0.00032081+0.00050496i,0.00035837+0.00069428i,0.00037697+0.00028145i,0.000539+0.00019933i,0.00070699+0.00038994i,0.00077569+0.00073161i,0.00071051+0.00081191i,0.00044724+0.00079028i,0.00060407+0.00044551i,0.00080166-0.00061667i,0.00026826-0.001304i,-0.00014392-0.0010497i,-0.00039338-0.00021924i,-0.00061805-0.00020427i,-0.00028283-0.00075665i,-1.4325e-05-0.00048857i,9.3917e-05+0.00034804i,-0.00035998+0.00029521i,-0.0010042-0.00026323i,-0.00064748-0.00080933i
0.0078617+0.00040553i,0.0028253-0.00039752i,2.6467e-05+0.00077509i,0.00041697+0.0014263i,0.00077305+0.0011463i,0.00014484+0.0013385i,-0.0012126+0.0013063i,-0.00038718+0.00094525i,0.001708+0.0006214i,0.0015036+0.00038098i,0.00067152-9.3354e-05i,0.00038977-0.00045984i,0.00022449-0.00049535i,-1.3232e-05-0.00029058i,0.00017532+0.00029329i,0.00066958+0.00090858i,-0.00032915+0.00019289i,-0.001008+0.00022016i,-0.00034044+0.00074226i,-0.00035555-1.2575e-05i,-0.00040294-0.00042106i,0.000262-0.00039315i,-9.2335e-05-0.00058622i
-0.00025378+0.0044919i,-0.001031+0.00022177i,-0.0023326-0.0015957i,-0.0024305-0.0019184i,-0.0018466-0.0017339i,-0.0011794-0.00051183i,-0.00020946+0.0011993i,0.00058891+0.0016119i,0.00029995+0.00078713i,1.6906e-05+4.8935e-05i,0.00023364+0.00072512i,2.4608e-05+0.0019927i,8.9114e-05+0.00098628i,0.00012611-0.00014802i,-7.7975e-05+3.7922e-05i,-0.00027519+7.8625e-05i,-0.00029882+8.5951e-05i,-0.000294-0.00022698i,-0.0012571-0.00065933i,-0.0012121-0.00047267i,-0.00079643-0.00017492i,-0.0004835-0.00076881i,-8.9285e-05-0.00067025i
-0.0057652-0.0010592i,-0.0022365-0.0014408i,0.00060665-0.0020238i,0.0015081-0.0019404i,0.0011133-0.0020117i,4.0326e-05-0.001521i,-0.00049252+0.00026634i,9.1886e-05+0.00036485i,0.00038266-0.00023135i,-4.169e-05-0.0004734i,-0.00048679-0.00036544i,-0.0007312-5.6616e-06i,-0.00086214+0.0004718i,-0.0014027+3.5362e-05i,-0.00092409-0.0005772i,1.5862e-06-0.0004173i,-0.00031544-0.00073896i,-0.0006854-0.00038763i,0.00012421+0.00027473i,0.00086582+0.00083807i,0.00058248+0.00088823i,0.00037311+0.0010465i,0.00016366+0.0010396i
