0.0013781-0.00099654i,0.0010647-0.0023011i,-5.2899e-05-0.0031196i,0.00023321-0.0016759i,0.00083001-0.0014459i,0.00023906-0.0010202i,-0.0010437+0.00053763i,-0.0010393+0.002585i,2.6116e-05+0.0033194i,0.0012293+0.001695i,0.0015697-0.00041915i,0.00097067-0.00081695i,0.00083694-0.00025232i,-2.5744e-05-0.00026815i,-0.00056253-0.0001426i,-0.0001848-6.4265e-05i,-0.0003844+0.00011954i,-0.00044049+0.00062248i,-0.0005422+0.00063483i,0.00011428-0.00022681i,0.00083742-0.00049263i,0.00065449-8.3162e-05i,-8.1074e-05+8.3229e-05i
-0.001753-0.00091462i,-0.0017304-0.0006399i,-0.0028346-0.00031955i,-0.0017849-0.00020211i,-0.00022272-0.0011556i,0.00019109-0.001577i,-0.00011983-0.00045516i,0.00047496+0.00031463i,0.0021045+0.00032188i,0.0025835+0.00054463i,0.0024093+0.0009669i,0.0019936+0.0012307i,0.00068429+0.00055862i,-0.00085431-0.00028518i,-0.0013279-0.00059421i,-0.0005036-0.0011127i,-0.0002217-0.00011595i,-0.001071+0.0013342i,-0.0009168+0.0013062i,-0.00026746+0.00092481i,-0.00045534+0.00044433i,9.6685e-05-0.000226i,0.00031013+0.00080477i
-0.0018329+0.00096441i,-0.0015626+0.0024585i,-0.0011834+0.0024246i,0.00098281+0.00095051i,0.0026961-0.0011336i,0.0014182-0.0022056i,-0.00088177-0.00080822i,-0.00056194+0.00046974i,0.00053452+0.0010313i,0.00057323+0.0020027i,0.00070131+0.002341i,0.0012293+0.0015661i,0.0010218+0.00051482i,0.00035279-0.00018568i,0.00046156-0.0012628i,6.2009e-05-0.0016519i,-0.00052216-0.0010568i,-0.00037704-0.00039346i,-0.00032867+0.00016052i,-0.0008752-9.8934e-05i,-0.00086327-0.0010804i,-0.0011002-0.00042077i,-0.0013901+0.00073664i
-0.0027225+0.00077035i,-0.001031+0.0010609i,0.00076396+0.00038495i,0.0020913-0.00074117i,0.0023806-0.0023307i,0.0016825-0.0024002i,0.00063435-0.00072026i,0.00052169+0.0011344i,0.00030231+0.0017065i,-0.00098014+0.0013141i,-0.0018845+0.00039063i,-0.0016562+0.00018183i,-0.00067297+5.2031e-05i,0.00072063-0.00064811i,0.00079916-0.00028483i,-0.000832-8.6731e-05i,-0.0012853+0.00039172i,-0.00041565+0.0011876i,0.00020815+0.0013901i,0.0001554+0.0013421i,0.00012252+0.0012505i,0.00019315+0.0010058i,-0.00045259+0.00085305i
0.00043807-0.0029186i,0.0013116-0.002662i,0.0021504-0.0028589i,0.0018247-0.0028379i,0.0013802-0.0031801i,0.00034048-0.0021603i,-0.00041233+0.00019435i,0.00031394+0.0020004i,0.00032716+0.0011198i,-0.00065162-0.00070001i,-0.0012619-0.0015986i,-0.00076089-0.002017i,0.00044093-0.0013369i,0.00079308-0.00065497i,5.1484e-05-0.00046388i,-0.00054673-0.00064391i,-0.0013324-0.00029318i,-0.00084442+1.6639e-06i,-0.00035895-0.00051751i,2.3096e-05-0.00071962i,8.835e-05+9.8483e-06i,-0.00069835-5.9494e-05i,-0.00033692-0.00088381i
-0.0042586-0.00094678i,-0.0034394+0.00015712i,-0.0035027+0.00070446i,-0.0019423-0.00057712i,0.00043917-0.0012245i,0.0010361-0.0012691i,-2.2135e-05-0.00020542i,-0.00086047+0.0013845i,-0.00028929+0.0010255i,0.00057252-0.00028867i,0.0023144-0.00036931i,0.0028994+9.7816e-06i,0.0014244+0.00043651i,8.1406e-05+0.00084661i,-0.00059878+0.00036403i,-0.00086759+0.00011894i,-0.00044106+0.00063966i,0.00021095+0.00098044i,0.00035457+0.00024277i,0.00066319-0.00091004i,0.00072301-0.00024941i,0.00022301+0.00042001i,-0.00064364+0.00018514i
0.0021346+0.00087802i,0.0031041+0.00095372i,0.0047-0.0010993i,0.0044074-0.0035336i,0.0026939-0.0051872i,7.4825e-05-0.0049884i,-0.0017198-0.0017421i,-0.00066857+0.0013195i,0.00072274+0.0018729i,0.002435+0.0013238i,0.00302+0.00049868i,0.0016931-0.00018459i,0.00046731-0.00019315i,-0.00026692-0.000332i,-0.00053045-0.00062534i,-0.0006288-0.0010391i,-0.00113-0.0010712i,-0.00082015+0.00022875i,-1.4498e-05+0.00059201i,0.00038765+0.00022515i,0.00017664+0.00069629i,-0.00044236+0.0007677i,-0.00080305-0.00012968i
0.00098245-0.00028889i,0.00090212-0.0012306i,0.0017026-0.0031397i,0.0018779-0.0049438i,0.0013508-0.0054111i,0.00046015-0.0037283i,-0.00040001-0.00090231i,0.00047682+0.00076603i,0.0014234+0.0015353i,0.0011268+0.0023173i,0.00011182+0.0020358i,-0.00019886+0.0014389i,-0.00020451-3.3691e-05i,-2.292e-06-0.0011955i,-0.00015337-0.0010307i,-0.0011387-0.00080335i,-0.0011557-0.00069593i,-0.0014452-0.00048019i,-0.0012307-0.00014689i,-0.00044883+0.00048443i,-0.0002877+0.0010415i,-0.00080955+0.00097598i,-0.00081539+0.00032952i
0.00010888+0.00024306i,0.00065203-0.00073747i,0.0010038-0.0006304i,0.0013529-0.0026984i,0.001842-0.0050619i,0.0010573-0.0034736i,-0.00052701-0.00046486i,-0.00039664+0.0013053i,-0.00057791+0.0018557i,-0.0019694+0.0011281i,-0.0026048+0.0004342i,-0.002734-0.00056899i,-0.0014141-0.0015322i,-0.00011219-0.00079828i,-0.00017606-0.00070648i,-0.00053291-0.00062888i,-0.0011308-1.881e-05i,-0.0017366+0.00025373i,-0.00081342+0.00064715i,0.00028322+0.00051906i,-0.00013441+0.00029464i,-0.00099078+0.0003293i,-0.0003481+4.7581e-05i
0.00017698-0.0013558i,0.00056626-0.00078379i,0.0009493-0.0014027i,0.0018419-0.0013528i,0.0021769-0.0019347i,0.00056053-0.0028353i,-0.0013801-0.0012818i,-0.00046436+0.0012872i,0.0007054+0.0011844i,0.00014215-0.00089414i,-0.0001152-0.002806i,0.00036378-0.0032162i,0.00048238-0.0024975i,0.000295-0.001157i,5.2488e-05+0.00030258i,-0.00070864+0.00026822i,-0.00073245+0.00010003i,-0.00023254+0.00077541i,-0.00041381+0.0010802i,-0.0006026+0.0010816i,-9.5995e-05+0.00059526i,-0.00015931-0.00066816i,0.00031128-0.0011833i
-0.00048362-0.00030677i,-0.00062073-0.00023936i,-0.00097244-0.0009381i,0.001129-0.0015523i,0.0015982-0.0022448i,-0.00026591-0.0017551i,-0.00092759-0.00041918i,0.00027655+0.00027289i,0.0013757+0.00053865i,0.0016779+0.00010342i,0.0024329-0.00016865i,0.0023291-0.00045462i,0.002006-0.00037255i,0.0011029+0.00028584i,-6.9195e-05+5.3059e-05i,-0.00084289-0.00055069i,-0.0013944+3.6474e-05i,-0.0014524+0.0004311i,-0.0013463-0.00013357i,-0.00097449-0.00044616i,6.6497e-05-0.00090326i,0.00044613-0.00055386i,9.8533e-05+0.00017752i
0.0014286-0.00022157i,0.0012466-0.00037553i,0.0010263-0.0010952i,0.0016253-0.0022761i,0.001931-0.0029678i,0.00067166-0.0027077i,-0.00064784-0.0014453i,-0.00058157+0.00056475i,0.00039974+0.0016172i,0.001867+0.0019691i,0.0021209+0.0019082i,0.00092538+0.0015269i,-4.6289e-05+0.0011194i,2.7234e-05+0.00037746i,0.00040799+0.00019953i,0.00011714+0.00012745i,0.00015265+0.00015488i,0.00022197+0.00072478i,0.00040343+0.001036i,7.7558e-05+0.00085175i,-0.00022724-3.0564e-05i,0.00053652-0.00048697i,0.0011304-0.00025497i
0.001208+0.0025529i,0.001618+0.0021538i,0.0034062+0.0017262i,0.0044758-0.0001231i,0.0031937-0.0027365i,0.001052-0.0039175i,9.8141e-07-0.0019665i,-0.00054563+0.00088559i,0.00017975+0.0024218i,0.00094949+0.0036967i,-0.00035376+0.0029697i,-0.00092198+0.00066197i,-0.00085328-0.00070778i,-0.00094098-0.0011874i,-5.7015e-05-0.00084342i,0.00026046-0.00070492i,-0.00097695+0.00018237i,-0.0011142+0.00095024i,0.00016453+0.00036247i,0.00020156+0.00026278i,-2.3502e-05+0.00060203i,0.00080516+0.00047039i,-5.9889e-05+0.00027858i
0.00010044+0.0016108i,-0.00034081+0.0008578i,-0.00029314+0.0013809i,0.001146+0.00046912i,0.0021519-0.0012568i,0.001038-0.0016821i,0.00032767-0.00024443i,0.00087336+0.0021563i,0.00079553+0.00341i,-0.00091183+0.0025958i,-0.0026798+0.00068083i,-0.0023802-0.0001114i,-0.00065145-0.0003581i,0.0006113-0.00026801i,0.00079476+0.00042085i,7.7839e-05+0.00059839i,-0.00090618+0.00077122i,-0.00079971+0.00035316i,-9.2119e-05-0.00026373i,-0.00013096-0.00074779i,-0.00046492-0.00058663i,-0.00080586+0.00025627i,-0.00081937-0.00023754i
-0.0010243+0.0015212i,3.6639e-05+0.0023371i,0.00042922+0.0023401i,0.0015458-0.00060153i,0.00278-0.0024976i,0.0022163-0.0026967i,7.7761e-05-0.0013193i,-0.00086443+0.0010951i,-0.00071159+0.0014094i,-0.00071393-0.00037368i,6.9256e-05-0.0020564i,0.0019454-0.0020509i,0.0025026-0.0011887i,0.001593-0.00079753i,0.00075411-0.00060817i,-0.00024776-0.00062922i,-0.0011263-0.00081921i,-0.00059607-5.763e-05i,-0.00065772+0.00039731i,-0.00013851+0.00037223i,0.00022312+0.00081139i,0.00014692+0.00067611i,0.00032806+5.8435e-05i
-0.00076174-0.00077646i,-0.00092047-0.0019809i,0.00014621-0.0023096i,0.0014489-0.0026332i,0.00060169-0.0031223i,-0.0007691-0.0022124i,-0.0011277-0.00033284i,-0.00023649+0.0016859i,0.0011492+0.0015188i,0.0022446-0.00048962i,0.0029572-0.0018939i,0.0027089-0.0013716i,0.0015539-8.6974e-05i,0.00091758+0.00037155i,0.00021453+0.00025147i,-0.00027665-0.0001101i,-0.00039434+0.00031638i,-0.00046707+0.0010806i,3.4266e-06+0.00086746i,-8.2823e-05+0.00042407i,-0.00015688+0.00080078i,0.00046044+0.00093575i,0.0002363+0.00083084i
0.0013245+0.0011888i,0.0015057-0.00074469i,0.001098-0.0019182i,0.0014296-0.0035938i,0.0028852-0.0054518i,0.0022774-0.005211i,-6.8092e-05-0.0027374i,-0.00026632-0.00019083i,0.0014291+0.00050061i,0.0028097+0.00053706i,0.0031879+0.0012985i,0.0018833+0.0014109i,0.0003244+0.00029436i,-8.0154e-05-0.00058596i,0.00022821-0.0013154i,0.0003455-0.0011542i,0.00029355-0.00052928i,0.00023043-5.1905e-05i,0.00024769+0.0014119i,-0.0001605+0.0018467i,-0.00011987+0.0010756i,0.00021837+0.00085779i,-3.7005e-05+0.00027498i
-0.0013462-0.00010599i,-0.0010582-1.8846e-06i,-0.0002334-0.0010649i,0.0010039-0.0017942i,0.0015576-0.0022425i,0.00032696-0.002352i,-0.00057984-0.00063911i,0.00043626+0.0015503i,0.0010747+0.0027013i,0.00068492+0.0028529i,-0.00080352+0.0020494i,-0.0014119+0.0011544i,-0.00075313+0.0002397i,-0.00035677-0.00070049i,-0.00021206-0.00067079i,-0.00037616-0.00036957i,-0.001038-0.00048596i,-0.00029284-4.1689e-05i,1.406e-05+0.00087016i,-0.001315+0.0010884i,-0.0014272+0.0009634i,-0.00036484+0.001534i,0.00046376+0.0014848i
0.0002535-0.00053974i,-0.00011413+4.5334e-05i,0.00034167-0.0009222i,0.0014431-0.0021108i,0.001904-0.0031126i,0.0011054-0.0029238i,0.00026384-7.6835e-05i,0.00017954+0.0020349i,0.00040384+0.0018177i,-2.7235e-05+0.0012956i,-0.00033582+0.00011683i,-0.00040684-0.0013348i,-0.0006031-0.0014267i,-0.00063187-0.001578i,-0.00026278-0.0011054i,-0.00024873+0.00024029i,-0.00012245+0.0010901i,-9.3407e-05+0.0012183i,-0.00059793+0.00079298i,-0.00087809+0.00053923i,-0.00074383+1.7191e-05i,-0.00057586-0.00011996i,-0.00097297+0.00019106i
0.00084957-0.0022265i,0.00088891-0.0015523i,0.00051018-0.0023895i,0.00019604-0.0038537i,0.00040892-0.0041323i,-5.0074e-06-0.0028582i,0.00011461-0.0004402i,-8.9823e-05+0.0016136i,-0.00025243+0.00095735i,0.00014772-0.0006612i,-1.8643e-05-0.0008111i,0.00024004-0.00021578i,0.00066127+0.00012427i,0.0005875-0.00046546i,0.00031754-0.00041765i,-0.00037745+0.00013396i,-0.001524+0.00020521i,-0.0016122+0.00031049i,-0.0015735+0.00054593i,-0.0015431+3.9424e-05i,-0.00086292-0.00094147i,-0.00071019-0.0011663i,-0.00048562-0.00038872i
0.0031419-0.00094837i,0.00080369-0.0018596i,0.001319-0.0021583i,0.0018648-0.002342i,0.00086191-0.003069i,-0.00058415-0.0033472i,-0.0020739-0.0015332i,-0.0015437+0.00038964i,0.00065324+0.00099592i,0.001412+0.00042702i,0.0016585-0.00089943i,0.0012845-0.0013855i,0.00037661-0.00093968i,0.00043049-0.00065624i,0.00015681-0.00064191i,-0.00055007-0.00064578i,-0.00031109+0.00012041i,0.00012304+0.0011832i,0.00024756+0.00049253i,9.4783e-05-0.00034769i,-0.00035044+0.00011598i,-0.00041577+0.00072274i,-0.00043874+0.00024671i
-0.0021948-0.0013891i,-0.0021109-0.00084167i,-0.00041204-0.000678i,0.0011389-0.0019513i,0.0023332-0.0027886i,0.0015828-0.0028471i,3.2849e-05-0.0014449i,8.3838e-05+0.00039994i,0.00043994+0.0010883i,0.00071173+0.00083054i,0.00097703+0.00058595i,0.00090097+0.0015812i,0.00026339+0.0018421i,0.0010699+0.00020901i,0.0011752-0.00061276i,-0.00059596-0.00052124i,-0.00071677-0.00024726i,-0.00026394+0.00056103i,2.8354e-05+0.00053823i,0.00014986+0.00041736i,-1.1373e-05+0.00075338i,-2.4564e-05+0.00018982i,0.00021554-0.00060879i
0.0019681-0.00072995i,0.0013016-0.00099873i,0.002254-0.0017427i,0.0032376-0.0021273i,0.0027614-0.0027149i,0.0015011-0.002775i,0.00081608-0.00053945i,0.0011714+0.0018741i,0.0012654+0.002876i,0.00086788+0.0016059i,-7.1509e-05+0.00019226i,-0.0011453+0.00031279i,-0.0016932-0.00027447i,-0.0012357-0.0010357i,-0.00027543-8.4948e-06i,-0.00043492+0.00064881i,-0.00086736+0.00087374i,-0.00056959+0.0018359i,-0.00020849+0.0015827i,-0.00030261+6.3085e-05i,-6.4333e-05-0.00048831i,-8.2032e-05+0.00013569i,-0.00031345+0.00041021i
0.00057691+0.0013622i,0.0020013+0.00096703i,0.0039778+0.00026798i,0.0041314-0.0024003i,0.0027023-0.0053777i,0.0012649-0.0046029i,0.00012477-0.0011982i,-0.0003147+0.00097206i,-0.00012292+0.0012402i,-6.4238e-06+0.0013022i,0.00037061+0.00065771i,0.00018507-0.0010093i,-3.0286e-05-0.0017844i,0.00019809-0.001486i,0.0002653-0.0011076i,0.00030536-0.00088008i,-0.00051348-0.0006632i,-0.0011894-0.00057971i,-0.00085045+3.4182e-05i,-0.0002592+3.3877e-05i,0.00019404+1.7285e-05i,0.00033716+0.00018908i,-4.0925e-05-5.6285e-05i
0.00012516-0.00041392i,0.00046231-0.00072256i,0.0016801-0.00087735i,0.0021509-0.0014732i,0.00123-0.0024307i,-0.00061198-0.0025058i,-0.001799-0.0004175i,-0.0013015+0.0013505i,0.00023074+0.0010244i,0.0004518+0.00050956i,7.2056e-06-0.00011369i,9.3938e-05-0.00065671i,0.00043678-0.00058269i,0.0005708-0.00098352i,-0.00020172-0.0010006i,-0.00038732-0.00058344i,0.00032833-0.00017356i,0.00035788+0.00058158i,0.00048227+0.00082491i,0.00059375+0.00062618i,2.2784e-05+0.00029376i,-0.00058051+0.00015631i,-0.00072678+0.00051071i
-7.415e-05-0.00043455i,-0.00012049-0.0006121i,-0.00058488-0.00039814i,0.0013775-0.0018457i,0.0027676-0.0033588i,0.00079079-0.0030105i,-0.00073138-0.0010326i,0.00023675+0.0010845i,0.001422+0.0013608i,0.0016717+0.001004i,0.0020601+0.00060782i,0.001976-0.00059338i,0.001093-0.00065525i,0.00041705-0.00051603i,0.00040143-0.001269i,0.00018061-0.0006837i,-0.00057367+0.00063653i,-0.00095215+0.00081931i,-0.00021485+0.00068291i,0.0007849+0.00087795i,0.00014409+0.00068272i,-0.00058115+0.0010334i,-0.00031642+0.0010435i
-0.0020387-0.0023431i,-0.0013841-0.0012822i,-0.0019786-0.0013065i,-0.00096151-0.00062798i,0.0010993+0.00037163i,0.0011931+0.00070852i,0.0001498+0.000967i,5.2858e-05+0.0016691i,0.0011766+0.0017056i,0.001441+0.0011399i,0.0010929+0.00031508i,0.0017901-2.5048e-05i,0.00163+0.00062515i,0.00063878+0.0006524i,0.00074122+6.0392e-05i,0.00026713-0.00013757i,-0.00041878+0.0006744i,-0.00016082+0.00096589i,4.8923e-05+0.00064736i,0.00013035+0.00068403i,-0.00017336+4.0487e-05i,-0.001403-0.000631i,-0.0015987-0.00079421i
0.00028196+0.002599i,0.0003277+0.0025667i,0.0020377+0.00080499i,0.0039004-0.0015077i,0.0038732-0.0035439i,0.00222-0.0026641i,0.00077775-5.3732e-05i,0.00072964+0.0013971i,0.0015206+0.002354i,0.0018912+0.0021557i,0.0013958+0.00060716i,0.00073005+3.3188e-06i,1.0519e-05+0.00019954i,-0.00028416-0.00045352i,0.00034233-0.00083699i,4.822e-05-0.0010059i,-0.0007-0.00040008i,-0.00082153+0.0007829i,-0.00088278+0.00026049i,-0.00039605-0.00026452i,-0.00037856+0.00020498i,-0.0004261-0.00016847i,-0.00030038-2.552e-05i
5.1671e-05+0.0008626i,0.00076202+0.0011235i,0.002262+0.0006824i,0.0034984-0.00056806i,0.0036493-0.002149i,0.0012193-0.0027846i,-0.00084528-0.0014136i,-0.00093509+0.00068088i,-0.00018183+0.0013353i,0.00072096+0.00082747i,0.0011823+0.00057403i,0.00085236+0.00021225i,0.00014741-0.00034803i,-0.00010543-0.00037713i,-0.0001317+0.00014813i,-2.6685e-05+0.00031293i,-0.00081976+0.00018252i,-0.0012666+6.446e-05i,-0.00072477+0.0005425i,-0.00017196+0.00084476i,-0.00019672+0.00037298i,-0.00022387-0.00010264i,-5.5242e-05-0.00023022i
0.0021987+8.436e-05i,0.001865-3.4368e-05i,0.0023336-0.0013041i,0.0028061-0.0037772i,0.00089357-0.0053597i,-0.0016588-0.0042966i,-0.0023159-0.0017703i,-0.0009776-0.00040062i,0.00062388+0.00012564i,0.0013006+0.00068053i,0.0019269+8.1503e-05i,0.0017767-0.00074874i,0.0011282-0.00090217i,0.00070431-0.0015047i,0.00095595-0.0023294i,0.00084966-0.0019334i,-9.5158e-05-0.00086053i,0.00013261-0.00032532i,0.00081307-0.00038101i,0.00039117-0.0006282i,-0.00015398-0.00081478i,-0.00021501-0.00027806i,-0.00077407+0.00053063i
-0.0014338+0.00022815i,-0.00096809+0.00038264i,-0.00074977+0.00082922i,0.0017823+0.00043719i,0.0036739-0.00040875i,0.0021087-0.0011602i,-0.00015148-0.00021615i,0.00024673+0.0012369i,0.001149+0.0012721i,0.0015267+0.00084977i,0.00069516+0.00065643i,-9.1586e-05+0.00046048i,0.00031501+0.00037548i,0.00025303-0.00044288i,0.00019563-0.0011518i,-0.00053001-0.00028047i,-0.00118-0.0002257i,-0.00091658-0.00021863i,-0.00042974+0.00033396i,3.3672e-05+7.0799e-05i,-0.0003839+7.6364e-05i,-0.00031042+0.0004636i,0.00039935+0.00078626i
0.0017806+0.0014422i,0.0017309+0.00044841i,0.0029204-0.00048872i,0.0038738-0.0018038i,0.0029936-0.0034909i,0.0013773-0.0035534i,0.00071707-0.0014954i,0.00081003+0.0010221i,0.0016342+0.0016742i,0.0019976+0.00064097i,0.0019828-0.00096392i,0.0011941-0.0012823i,-4.1671e-06-0.00084346i,7.4346e-05-0.00074689i,0.00027575-0.00073791i,0.00029198-0.00054391i,0.00066826+0.00022125i,0.00061664+0.0015235i,0.00014805+0.0016211i,0.00056878+0.0013033i,0.00061394+0.00098791i,0.00033733+0.00025715i,0.00066028-0.00063188i
0.00071066+0.00083721i,0.0009084+0.00026972i,0.0016145+0.00017647i,0.0027441-0.0012055i,0.0031698-0.0043371i,0.001276-0.0044644i,-0.00047406-0.0015728i,-0.00033643+0.0010669i,0.00034238+0.0022086i,0.00072069+0.0010455i,0.0011775-0.00055288i,0.0009236-0.0011397i,8.8687e-05-0.001046i,-0.00065968-0.0011269i,-0.0014698-0.0014058i,-0.00093977-0.00099495i,-0.00042789-0.00032334i,-0.0012639+0.00010489i,-0.0020117+0.00042907i,-0.00063082+0.00026014i,0.00043597-6.737e-05i,-6.1269e-05+0.00054861i,-0.00059786+0.0010316i
0.0004538-0.0027181i,0.0012757-0.0023564i,0.00026411-0.0032197i,4.447e-05-0.0045676i,0.00016115-0.0041851i,-0.0011241-0.0024796i,-0.0018699-0.00051734i,-0.0013999+0.00073749i,-5.5107e-05+0.00058812i,0.00088127+0.00065014i,0.00055073+0.00057923i,0.00016859-7.6465e-05i,-0.00012032-0.00023828i,-0.00048448-0.00060553i,-0.00041696-0.00054259i,-0.0004771-0.00018695i,-0.001034-0.00025055i,-0.00089569+0.00013496i,-0.000301+0.00088647i,7.3667e-06+0.00059814i,0.00011695+0.00012691i,-4.2871e-05+0.00028858i,2.2767e-05+1.8012e-05i
0.0010865+4.4204e-05i,0.0015464-0.00084006i,0.0025853-0.0016519i,0.0022268-0.0031454i,0.0019216-0.0043194i,0.0015565-0.0035386i,0.00033333-0.00088329i,0.00027155+0.0014216i,0.0010014+0.0021881i,0.00069727+0.0017952i,0.00039376+0.00052354i,0.00042767-0.00037756i,6.9096e-05-0.00036856i,0.00010946-0.00079093i,-0.00039357-0.00082566i,-0.0014369-0.00030319i,-0.0012924-0.00025658i,-0.00010602+4.1506e-05i,0.0010502+0.00094685i,0.00034696+0.0010563i,-0.00048846+0.00057959i,-0.00057992+0.00045205i,-0.00032719+0.00037365i
0.00016043-0.0032658i,-0.00014532-0.0033867i,-0.0013954-0.0026688i,-0.0018162-0.0016205i,-0.0012446-0.0015136i,-0.00093243-0.00054317i,-0.0012687+0.00076585i,-0.00061822+0.0014139i,0.0011882+0.0013495i,0.0011265+0.00076343i,-0.0003707-0.00085291i,-0.0002677-0.0018848i,-8.5087e-05-0.0011874i,4.2812e-05-0.00073507i,0.00065908-0.00040925i,4.9606e-06-2.0861e-05i,-0.00091337+6.3997e-05i,-0.00056661+0.00039674i,-7.7144e-07+0.00056351i,-5.0517e-05+0.00055716i,-0.00018764+0.00019253i,0.00024491-0.00013228i,0.00031949+0.00022087i
-0.0015218+0.0009299i,-0.0020459+0.001042i,-0.00081647+0.00081596i,0.0013179-4.4486e-06i,0.0020005-0.0019451i,0.0016303-0.0040241i,0.00070688-0.0029384i,0.00028886-0.00020724i,0.00055418+0.0011834i,-9.9534e-05+0.0015078i,0.0003136+0.00037196i,0.0014583-0.00063388i,0.0018941-0.00051477i,0.0014601-0.00017152i,0.00063823-0.00020715i,0.00023455-7.9921e-05i,-0.00016876+0.00037553i,-0.00029371+0.00052025i,-0.000221+0.0019313i,-0.00017024+0.0020824i,-0.00029564+0.0011837i,-0.00027207+0.00057475i,-0.00023817+0.00027919i
0.00082402-4.4136e-05i,9.1548e-06-0.00056432i,0.00077297-0.0016818i,0.0013427-0.0025967i,0.0015297-0.0029508i,0.00062734-0.002138i,-0.0010468-0.00061559i,-0.00090489+0.0006449i,0.00076749+0.0013253i,0.0012388+0.00084014i,0.0016446-0.00025469i,0.0015565-0.00051672i,0.0010331-0.00026461i,0.00025245-0.00014474i,-0.00097241-0.00042226i,-0.0020599-0.00059671i,-0.0018714+0.00034011i,-0.0012161+0.0012086i,-0.0011441+0.00089638i,-0.00116+0.00065975i,-0.00047252+0.00054584i,-0.00033052+0.00043187i,-0.0007704-0.00019084i
-0.00036227-0.0032092i,-0.00012872-0.0022304i,0.00067541-0.0029762i,0.001625-0.0044711i,0.0016421-0.004094i,0.0007365-0.0028137i,-0.00022672-0.00083466i,-0.0001821+0.00020708i,0.0007499-0.00024744i,0.0014967-0.00035949i,0.0010368-0.00021345i,0.00050353-1.2608e-05i,0.00026447-0.00033469i,-0.00065815-0.00063783i,-0.00079333-0.00025772i,-5.0784e-05-0.00017249i,0.00043713-0.00026797i,0.00014598+0.00043529i,0.00010953+0.0011507i,0.00057254+0.0011925i,-0.00020121+0.00069674i,3.1603e-05+0.00068674i,2.5443e-06+0.00027773i
-0.00073181-0.00012342i,-0.0011031-0.00069374i,-0.0010257-0.00071355i,0.00021774+7.4037e-05i,0.00091171-0.00054372i,0.00058675-0.0014321i,0.00018446-0.0010667i,-0.000253+0.00048664i,0.00029304+0.0014594i,0.0012216+0.0012072i,0.0012515+0.00091882i,0.00069018+0.00066815i,0.00055581-0.00034004i,0.0003513-0.001351i,-4.8634e-05-0.0012688i,-0.00027229-0.00073008i,-0.00098034+5.7499e-05i,-0.00085294+0.0005169i,-0.00040736-0.00010852i,-0.0003951-0.00025524i,-0.00085662+5.8741e-05i,-0.00095262+0.00027797i,-0.00070027-3.4024e-05i
0.00032673+0.0001867i,0.0014052+0.00010389i,0.0022978+0.00057828i,0.002235-0.00040154i,0.0014457-0.0020942i,0.00059749-0.0025026i,-0.00065515-0.0015952i,-0.00055283+0.00027691i,-1.1576e-05+0.0018177i,-0.00031833+0.0012644i,-4.8446e-05-0.00041317i,0.00065744-0.0016273i,0.00039527-0.0012637i,-0.00058047-0.00040881i,-0.00067326-0.00088942i,4.9041e-05-0.00096132i,1.5777e-05-0.00053508i,-6.2772e-05-0.00024921i,0.00046454-0.00041994i,0.00057119-0.00042643i,-2.5344e-05-0.00037987i,-0.000344-0.00011925i,-0.00050499+0.00014957i
-0.002342-0.00075189i,-0.0015656-0.00013233i,-0.00078792-0.001177i,-0.00015536-0.0010918i,0.00096535-0.0018089i,0.0014573-0.0026023i,0.00073387-0.00083813i,0.00083371+0.0010616i,0.00082513+0.002068i,-0.000297+0.0016137i,-0.0010608+0.0003466i,5.4126e-05-0.00027205i,0.0013089-0.0010359i,0.0010814-0.0012938i,0.00023176-0.00093017i,-0.00095398-0.00034596i,-0.001667+6.6099e-05i,-0.0011076+0.00044068i,-0.00055839+0.00041435i,-0.00044333+0.00013197i,-1.3651e-05-7.9546e-05i,-0.00022204-0.00010804i,-0.000896-0.00022619i
-0.00085152+0.00065726i,-0.00098107+0.0010463i,-0.00013032+0.0017001i,0.00058363+0.0010371i,0.0016986-0.00066111i,0.0013854-0.0018529i,-0.00013339-0.00045654i,-0.00063777+0.0020557i,9.1169e-05+0.0028027i,0.0006021+0.0021917i,0.00059252+0.0014018i,0.00080445+0.00041137i,0.00077387-0.00072596i,0.00045796-0.0011521i,0.00055038-0.00038237i,0.00053102+0.00048134i,-0.00048119+0.00027887i,-0.0011762+0.00025892i,-0.00083399+0.0010033i,-0.00057079+0.0013499i,-0.00071018+0.00098393i,-0.00054263+0.00095717i,-0.00010462+0.00017138i
-0.00085297-0.0015546i,7.7592e-05-0.0013136i,0.000354-0.0017474i,0.00027632-0.0021751i,0.0010023-0.0025105i,0.00067851-0.0016773i,-0.00085647-0.00063664i,-0.00079905+0.0001956i,0.0005345+0.00094398i,0.00056436+7.2443e-05i,0.00021992-0.00067862i,0.00020536-0.00045403i,-0.00013881+6.5088e-05i,-0.00035221+5.6948e-05i,-0.00076913-7.4988e-05i,-0.00065366-3.7083e-05i,-0.00045281+0.00026766i,-0.00067068+0.00032173i,-0.00010132+0.00058603i,0.00027444+0.0010439i,0.00022475+0.00087516i,5.9042e-05+0.00051837i,-0.00019199+0.0003916i
