0.0013781-0.00099654i,0.0010647-0.0023011i,-5.2899e-05-0.0031196i,0.00023321-0.0016759i,0.00083001-0.0014459i,0.00023906-0.0010202i,-0.0010437+0.00053763i,-0.0010393+0.002585i,2.6116e-05+0.0033194i,0.0012293+0.001695i,0.0015697-0.00041915i,0.00097067-0.00081695i,0.00083694-0.00025232i,-2.5744e-05-0.00026815i,-0.00056253-0.0001426i,-0.0001848-6.4265e-05i,-0.0003844+0.00011954i,-0.00044049+0.00062248i,-0.0005422+0.00063483i,0.00011428-0.00022681i,0.00083742-0.00049263i,0.00065449-8.3162e-05i,-8.1074e-05+8.3229e-05i
0.00030919-0.0012953i,-0.00022719-0.00047232i,-0.00024743+0.00076277i,0.0018653+0.001286i,0.0035215+0.00099676i,0.0031192-0.0001162i,0.0014202-0.00063258i,-3.8711e-05-0.00014754i,-0.00051838+0.00012648i,-0.00053991+0.00064867i,-0.00021081+0.0010419i,0.00051941+0.00090741i,9.1819e-05+0.00037195i,-4.2818e-06-0.00030343i,0.00026449-2.8171e-06i,-0.00029727+0.00039565i,-0.00041539+0.00071566i,-8.8735e-05+0.00010846i,-0.00045474-0.00069605i,-0.00078047-0.00051908i,-0.00056224-0.00012154i,-0.00086463+6.13e-05i,-0.0010984-0.00023599i
-0.00051798+0.00011966i,9.9256e-05+0.00059273i,-0.0001489+0.0012292i,0.0013416+0.0021531i,0.0039425+0.0014727i,0.0033597-2.8701e-05i,0.00049794-0.0010515i,-0.0017115-0.00079033i,-0.0013039+0.00058589i,3.6152e-05+0.0010218i,0.0008951+0.00041602i,0.001284-0.0005774i,0.0012844-0.001437i,0.001011-0.001028i,3.7122e-05-0.00022928i,-0.00032141+0.00011114i,-3.0938e-05-0.0003557i,7.8276e-05-0.0011288i,-0.00051673-0.00094745i,-0.00019877-0.00019503i,0.00063187+3.6679e-06i,0.00058172-0.00017363i,0.00016578+0.00013012i
3.394e-06-0.0010983i,0.0013376-0.0011707i,0.00076497-0.00098462i,0.00053111+4.2717e-05i,0.00099714-0.00061744i,0.0014496-0.0023585i,0.0014037-0.0016176i,-0.00018982+0.00035913i,-0.0016666+0.0011768i,-0.0013466+0.00085173i,-0.00032554-7.6444e-05i,0.00052304-0.00019524i,0.00079819+0.0005175i,0.0010287+0.00079111i,0.00087677+0.00022609i,-0.00066576-0.00063479i,-0.0011471-0.00033783i,-0.00029162+5.191e-05i,0.00014979+0.00015213i,-0.00021954-0.00043356i,-0.0010048-0.00080567i,-0.0010407-0.00024371i,-8.5815e-06-0.00049081i
0.0024476-0.0019887i,0.0011981-0.002096i,0.00086711-0.0013231i,0.0011271-0.00082948i,0.0015321-0.00069056i,0.00077874-0.00023204i,-0.00073815+0.00034773i,-0.0018844+0.00096553i,-0.0022782+0.0016268i,-0.0017603+0.0013098i,-0.00032476+0.0012386i,0.00022526+0.00091156i,-0.00021837-0.00024258i,0.00047527-9.2354e-05i,0.00078731+0.00038951i,0.00041994-5.9869e-05i,-0.00015181-0.00044237i,-0.00053233-9.3466e-05i,-0.00011783+4.401e-05i,0.00020672-0.00025112i,-0.00031843-0.0011237i,-0.0010692-0.00090267i,-0.00036372-0.00030404i
-0.0013089+0.0012161i,-0.001294+0.00046164i,-0.0010765+0.00040991i,0.001155+0.0006379i,0.0030229+0.00035711i,0.0036501-0.00022652i,0.0016055-0.00066639i,-0.00057501+0.00020667i,-0.00055785+0.0016905i,-0.0011313+0.0022271i,-0.00057522+0.0019253i,0.0013153+0.0010961i,0.0011923+0.00028323i,0.00066341-0.00027752i,0.00085693-0.00048182i,0.00052419-0.00061191i,-7.5458e-05-0.00078644i,-0.00031826+4.3028e-05i,0.00015829+0.0005347i,0.00030329+0.00058418i,2.3281e-05+0.00031636i,-0.00029716-0.00023401i,-0.00064849+1.7411e-06i
0.0026091+0.00093899i,0.002663+0.00060884i,0.0037992+0.0012803i,0.0039217+0.001571i,0.0043549+0.0007753i,0.0038447-0.0001489i,0.00088666-0.00027476i,-0.0014744+0.00039536i,-0.0007595+0.00098538i,0.000377+0.001007i,-0.00018676+0.0010031i,-0.0001186+0.00054104i,0.00039115+5.4305e-05i,0.00029335-0.0002771i,0.00029933-0.00012939i,0.00070335+8.6196e-05i,0.00067954-0.00013917i,-0.00020592-0.00019449i,-0.00039315-0.0014458i,-9.9668e-05-0.0020025i,-0.00081951-0.0007755i,-0.0014591+0.00010331i,-0.00082655+0.00015742i
0.00034902+7.3599e-07i,-6.9341e-05-1.5949e-05i,0.0015986-0.00018105i,0.00232-0.00084638i,0.0028408-0.0013793i,0.002984-0.00081114i,0.00048229-0.00062909i,-0.0019276-0.0002378i,-0.0021265+9.3407e-05i,-0.00034726+0.00031064i,0.0007349+0.00070901i,-0.00039843+0.00099527i,-0.0012612+0.00072755i,-0.00031315+0.00049815i,-3.4036e-05+0.00083355i,-0.00072396+0.00049928i,-0.0014791+0.00025583i,-0.0015942+0.00043266i,-0.0012497+0.00014867i,-0.00074436-0.00065348i,-0.00031436-0.00054863i,-0.0006139+5.0523e-05i,-0.00024818-0.0002025i
0.00013906-0.0021886i,0.00030396-0.0010729i,0.00013014-0.00052115i,-0.00046737+0.00063103i,0.00027126+0.00075985i,0.00072601+0.00018812i,-0.0010284+0.00061507i,-0.0024516+0.0010008i,-0.00177+0.00074573i,-0.0011124+0.00029707i,-0.00027947+0.00033653i,7.6198e-05-0.00022755i,0.0002145+6.0599e-05i,0.0011481+0.0012964i,0.0005224+0.0009964i,-0.00014496-7.03e-05i,-0.00034322-0.00067792i,-0.001423-0.00062615i,-0.0015044-0.00041882i,-0.0007249+1.248e-05i,-6.9135e-05-0.0001337i,0.00057371-9.8302e-06i,0.00082333+0.00021589i
0.0022106-0.00091916i,0.0019895-0.00042992i,0.0014983-0.0012539i,0.0020604-0.0021347i,0.0025055-0.0010509i,0.0015169-0.00044065i,0.00039424-0.00090847i,-0.00085478-4.8645e-05i,-0.0011162+0.00059636i,-0.0010615+0.00039073i,-0.0010809+0.0011432i,-0.00037146+0.0014505i,-0.00038464+0.00069272i,1.6187e-05+0.00026939i,0.0010678-0.00052436i,0.00083689-0.00072032i,-9.6071e-05-4.4779e-05i,-0.00043875+0.00043535i,-0.00030615+0.00087447i,-0.00024668+0.0013356i,-6.2353e-05+0.00056214i,0.00025424+7.8591e-06i,-0.00013617+0.00026743i
0.00011038+0.00139i,0.00093176+0.0011152i,0.0020967+0.0018483i,0.0035295+0.0025925i,0.004311+0.0022274i,0.0028425+0.00085258i,0.00022682-9.5127e-05i,-0.0012826+0.0012808i,-0.0019433+0.0019914i,-0.0019647+0.0013555i,-0.0010235+0.00038238i,0.0012594-0.00062963i,0.0019621-0.00077872i,0.0012563-0.00038374i,0.00084085-7.1222e-05i,0.00053908+5.3945e-05i,0.00059305-0.00027617i,0.0010917-0.00066815i,0.00019815+0.00011099i,-0.00079684+0.00041532i,-0.00094758+6.7688e-05i,-0.0010562-0.00012054i,-0.0010488-0.00061139i
0.001753+0.00017801i,0.00026483-0.00015765i,0.001109-7.6126e-05i,0.0029046-0.0001688i,0.0035178-0.00027374i,0.0024946-6.7433e-05i,0.00051054-0.00029129i,-0.0012686-0.00015403i,-0.0014128+0.00085028i,-0.00071843+0.001515i,0.00016636+0.00096455i,0.0010577+0.00046648i,0.00085165-6.3267e-05i,0.00056117-0.00010532i,0.00049193-0.00017457i,-0.0003006-0.0014293i,-0.0010066-0.0022707i,-0.0010697-0.0015233i,-0.00049711-0.00083176i,-0.00048595-0.00087267i,-0.00030063-0.00062128i,-0.00040788-0.00040837i,-0.0009167-0.00083188i
0.0016188-0.0010775i,0.0022584-0.0019592i,0.0037872-0.0011514i,0.0037428+0.00040579i,0.0030805+0.00039919i,0.0025235+0.00042029i,0.00052875-4.9178e-05i,-0.0011446-0.00034568i,-0.00094436+0.00032231i,-0.00044472+0.00079744i,-0.00032341+0.00111i,-0.00033929+0.00029337i,-0.00011075-0.00019143i,-0.00066581-0.00021338i,-0.0010563-0.00021133i,-4.4507e-05-0.00017323i,0.00040049-0.00025238i,-0.00063915-0.00011836i,-0.0010913-0.00040448i,-0.00019641-0.00097888i,0.0003032-0.001034i,0.00028801-0.0004857i,-1.7597e-05-0.00019932i
-0.00068689+0.0012175i,-6.1977e-05+0.001284i,-0.00034043+0.0024056i,-0.00046358+0.0022355i,0.0010729+0.0012915i,0.0014455-6.0152e-05i,9.291e-05-0.0008035i,-0.00090524+0.00049896i,-0.0012144+0.00226i,-0.00068154+0.0020169i,0.00032548+0.0011125i,0.00013643-1.2387e-05i,0.00010358-0.00094544i,0.00055281-0.00040443i,0.00036857+0.00014548i,0.00028651+0.00010127i,-0.0002813-0.00049344i,-0.00033156-0.0009113i,-0.00016239-0.00027486i,-0.00021216+0.00018957i,-0.00011447-0.00010595i,0.0001232-0.0003232i,-0.00019369-9.1082e-05i
-0.00060912+0.00227i,0.00021762+0.0021751i,0.0012147+0.0013487i,0.0034265+0.002318i,0.0046445+0.0029889i,0.0037204+0.00061999i,0.0016389-0.0010999i,-0.00061725-0.00053157i,-0.0016362+0.00049893i,-0.00093122+0.0010535i,0.00039568+0.0014155i,0.00074573+0.001282i,0.0012075+0.00092414i,0.0016506+0.00044338i,0.0013652+0.00012239i,0.00054178+1.7541e-05i,0.00010293-2.2334e-05i,0.00042464+9.1979e-05i,0.00017159+0.00018195i,-0.00010951+0.00048425i,0.00024957-3.4101e-05i,0.00019306-0.0011194i,0.00014988-0.0010591i
-0.00026905-0.00068124i,9.255e-06-0.00060258i,8.0672e-05+0.00025685i,0.00064277+0.0012462i,0.0018623+0.002382i,0.0019784+0.0012938i,0.00080943-0.00074168i,-0.00058763-0.0011977i,-0.0013543+0.00023099i,-0.0014588+0.00074326i,-0.00074509-1.7724e-05i,9.8294e-06-0.00023191i,0.00012272-0.00027526i,-3.9557e-05-0.00068492i,0.00025184-0.00049668i,0.00026886+0.00052462i,8.7617e-05+0.00055314i,0.00037971+0.00025035i,0.00025613+8.7829e-05i,0.00016667-0.00033944i,0.00029125-0.00042207i,-0.00021116-8.0919e-05i,-0.00030404-0.00025853i
-0.0010846-0.00045094i,-0.00029076-0.00039234i,0.0007292+0.0012376i,0.0018141+0.0022734i,0.0045178+0.0015859i,0.0053214-0.00022252i,0.0022199-0.00071746i,-0.00038491+0.00024618i,-0.0014208+0.0011926i,-0.0019337+0.001225i,-0.0010236+0.00091252i,0.00023284+0.00068923i,0.00076011+0.00060257i,0.0014001+0.0005576i,0.0010036+9.3761e-05i,-0.00055552-0.00036928i,-0.0012124-0.00071249i,-0.00085233-0.00094893i,-0.00089937-0.00042169i,-0.0016018-3.5612e-05i,-0.0012983-0.00037107i,-0.00068553-0.00083026i,-0.00086473-0.00096268i
0.00010057-0.0001254i,-0.000381+0.0002463i,-0.0017268+0.00068653i,-0.00091964+0.0022393i,0.001429+0.0029897i,0.0014405+0.00088898i,-7.8249e-05-0.0011469i,-0.00078138-0.00052551i,-0.00087661+0.0013401i,-0.001205+0.0016135i,-0.00089309+0.00054328i,-7.4484e-05-0.00049757i,0.00033476-0.00043857i,0.00052063+5.2175e-05i,0.00016351-0.00030382i,0.00014624+9.5391e-05i,0.00032247-1.5882e-05i,-0.00082776-0.00024455i,-0.0015113+1.7415e-05i,-0.000744-0.00010339i,-0.00098633-0.00025176i,-0.00096732-9.4173e-05i,-0.00067222-0.00018655i
0.0007181-0.00026136i,0.00015564+0.00016291i,0.00087678-5.633e-05i,0.0016957+0.0005172i,0.003202+0.0010899i,0.0034054-3.8394e-05i,0.0013635-0.00077764i,-0.001125+0.00020243i,-0.0020089+0.0017122i,-0.001618+0.0017874i,-0.00079207+0.00072482i,0.0004417+0.00038701i,0.00094685+4.4917e-05i,0.00082582-0.00068851i,0.00082999-0.0011055i,0.00044702-0.00050174i,-0.00057223+0.00037274i,-0.00064521+0.0004982i,-0.00024219+0.00045045i,-0.00013235+7.6219e-05i,-8.3019e-05-0.00022359i,0.00023572-7.4678e-05i,0.00051773-0.00033448i
-0.00047212+0.0012041i,-0.00044606+0.0010392i,0.0016529+0.0022713i,0.0032246+0.0030594i,0.0041401+0.0021647i,0.0037483+0.00043028i,0.0014429-0.00038251i,-0.0009295+0.00075545i,-0.0016302+0.002146i,-0.00060239+0.0016456i,0.00045382+0.00064203i,0.00069015+0.00069494i,0.001216-4.8501e-05i,0.0014985-0.00062377i,0.00063671-0.00014261i,0.00037067-6.7603e-05i,-0.00046223-0.00036122i,-0.0011973+0.00016952i,-0.0010228+0.00010592i,0.00032393-0.00035096i,0.0005342+1.2423e-05i,-0.00034134+0.00041846i,0.00017153+0.00017088i
0.00040353+0.0012243i,0.00061228+0.00082744i,0.001627+0.0017724i,0.0022411+0.0016305i,0.0031696-0.00025684i,0.0023997-0.0012331i,-0.00013959-0.00090621i,-0.0014541+0.00048898i,-0.0020059+0.0016811i,-0.0015106+0.00082962i,-0.00029346-0.00019026i,0.00045002+0.0002045i,0.00048245-0.00028702i,9.8932e-05-0.000825i,-6.4651e-05-0.00026191i,-0.00011149-0.00030224i,-0.00025535-0.0010414i,-0.00015684-0.00075701i,9.5992e-05-0.00020153i,0.00038247+0.00010315i,9.383e-05+0.00050135i,-0.00037133+9.3433e-05i,-0.00020979-0.00076065i
-0.0005751-0.0027291i,-0.0012123-0.0022639i,-0.0015411-7.6707e-05i,0.0001742+0.0017784i,0.0028773+0.0024137i,0.0033478+0.0017305i,0.0014148+0.000806i,-0.00080701+0.0010679i,-0.00065505+0.0014028i,-8.9315e-05+0.00084676i,-0.00021866+0.00098021i,0.00069686+0.001817i,0.0012561+0.001966i,0.0011057+0.00099903i,0.0010386+0.00018845i,0.00061969+0.00047456i,0.00020811-1.3536e-05i,-0.00026595-0.00082948i,-0.00063722-0.00045063i,-0.0002817-0.00025289i,0.00052068-0.0011188i,0.00093835-0.0012456i,7.2647e-05-3.6473e-05i
-0.00074811+0.0030845i,-0.0001448+0.0024269i,0.0003974+0.0023099i,0.0017233+0.0026208i,0.0023058+0.0019619i,0.0013229+7.4219e-05i,-0.00020525-0.0016735i,-0.0019383-0.0016567i,-0.0018292-0.00032195i,-0.00021879+0.00071379i,0.0011472+0.0011457i,0.0014444+0.00053244i,0.00090631-0.00016335i,0.0005432+0.00020718i,0.001197+0.00027578i,0.00030842+9.0485e-05i,-0.0010129-0.00082506i,-0.00043729-0.00093349i,0.00067142-0.00043652i,0.00070432-0.00080675i,8.3722e-05-0.00050682i,0.00028402+3.7593e-05i,0.00074858-4.9098e-05i
0.0013923+0.00020403i,0.0016273+0.00046769i,0.0026113+0.0013523i,0.0055551+0.0010851i,0.0064976+0.0002233i,0.0040971-4.5367e-05i,0.0010522-0.00041395i,-0.0012453-0.00031223i,-0.0014284-0.00015703i,-0.00077061+8.4832e-05i,-0.00048152-8.6776e-05i,0.00013457-0.00041286i,0.00081215+0.00024021i,0.00092797+0.00074308i,0.00094173-0.0001385i,0.00084715-0.00057816i,0.00010071-0.00051499i,-0.00044936-0.0002578i,-0.00039555+0.0005023i,-4.9665e-06-5.834e-05i,0.00020242-0.00030421i,-0.00025064-8.7299e-05i,-0.00040286-0.00028622i
-0.0017813+0.00076331i,-0.0012417+0.0018157i,-4.6454e-05+0.0024428i,0.0019978+0.0011224i,0.0027575-0.00014354i,0.0021271-0.0012688i,3.7367e-06-0.00231i,-0.0016836-0.00022357i,-0.0022502+0.0016574i,-0.0022272+0.0016105i,-0.0012967+0.0010523i,-5.5258e-05-0.00015053i,0.0010798-0.00064806i,0.001229-0.00014882i,0.00026973-0.00022407i,-0.00069654-0.00044001i,-0.00074944-0.00073445i,-0.00047372-0.0010499i,-0.00018103-0.00022251i,-0.00044831+0.00036659i,-0.00029528-0.00033364i,0.00027813-0.00046945i,0.00037684-0.00014261i
0.00080747-0.0012461i,0.00094463-0.00068734i,0.0020516-0.0005953i,0.0041279-0.00011624i,0.0053256-0.0008442i,0.0038107-0.0013145i,0.0011489-0.00022922i,-0.00071341+0.00088234i,-0.00071197+0.001662i,-0.00039019+0.0015407i,-0.00082956+0.0005184i,-0.0010104+0.0002273i,-0.0008497-0.00038443i,5.2224e-05-0.0018188i,0.00076806-0.0014768i,0.00027394-0.00075605i,-4.251e-05-0.00032564i,0.00054658+0.00023113i,0.00063505+0.0005243i,0.0003397-5.7392e-05i,0.00053627-0.0006551i,0.00012635-0.00042031i,-0.00012505-0.0002857i
0.0023731-0.00089745i,0.0015432-0.0018348i,0.0021874-0.0024523i,0.0029599-0.0021439i,0.0030697+0.00015754i,0.0021747+0.0014086i,0.0010986+0.0010549i,-0.00035183+0.0013239i,-0.0005852+0.0022084i,0.0001881+0.0027041i,0.00024439+0.0019689i,-0.00025291+0.00099844i,-0.00021776+0.00075981i,-0.00034533+0.00021446i,-0.00065216-0.00017108i,-0.00026689+0.00024627i,0.00037989+0.000162i,0.00051537-0.00034238i,-0.00047278-9.0969e-05i,-0.0011061+0.00081993i,-0.0011979+0.00076476i,-0.0011598-4.6207e-05i,-0.00072335-0.00092944i
-0.0010447-0.00060468i,-0.00090273-0.00031151i,-0.0012319+0.00025898i,0.00018798-0.00033713i,0.0028095-0.0010028i,0.0036223-0.0010099i,0.0020285-0.0010155i,0.00015125-0.0008258i,-0.0010674+0.00061819i,-0.00069708+0.0020979i,-0.00016919+0.0015395i,0.00026058+0.00045931i,0.0011086-0.00015998i,0.0008634-2.7202e-05i,0.00018784+0.00069629i,0.0003515+0.00037642i,0.00023404+5.3101e-05i,2.4488e-05+2.3805e-05i,-0.00040212+0.00042192i,-0.0012787+0.00070902i,-0.0013647+0.00065712i,-7.202e-05+0.00060584i,0.00067136+8.0187e-05i
0.0027042+0.00060071i,0.0026862+0.00047022i,0.0034964-0.00048098i,0.0038308-0.00015498i,0.0030695+0.00063867i,0.0017964+4.324e-05i,0.00052702-0.0011528i,-0.0010914-0.0013819i,-0.0017245+2.5604e-05i,-0.00094045+0.00032981i,0.00076989-0.00034331i,0.0012198-0.00026403i,0.00044893-0.00041098i,0.00052471-0.0001775i,0.001557+0.00056252i,0.0019832+0.000977i,0.00084286+0.00013151i,-0.00048965-0.00090029i,-0.00074203-0.00088129i,3.2191e-05-0.0002529i,0.00026587+0.00054366i,-0.0006449+0.0013536i,-0.00049217+0.0005808i
0.0012301-0.00097406i,0.0017648-0.00058468i,0.0012476-0.00081251i,0.0011307-0.0015251i,0.0017564-0.0018716i,0.0021031-0.0010491i,0.00095421+0.00019598i,-0.0012759+0.00089595i,-0.0020609+0.00084923i,-0.00083176+0.00011303i,2.5925e-05-0.00055378i,0.00043287-0.00072595i,0.00071313-0.00031958i,7.5223e-05-7.5079e-05i,0.00033041-0.00039093i,0.00028889-0.0010208i,-0.00030039-0.0014726i,-0.00063301-0.00060215i,-0.00072051-6.596e-05i,-8.3938e-05-0.00039704i,0.00017263-0.00016246i,0.00031936+0.00030573i,0.00015954-0.00080374i
0.00076579-0.0012561i,0.0021135-0.0021377i,0.0020068-0.0010452i,0.0013322+6.2574e-05i,0.0017833+0.001001i,0.0029446+0.00089766i,0.0015301+0.00019183i,-0.00090215+0.00086182i,-0.0020133+0.0014214i,-0.0012456+0.00061025i,0.00010327-2.2766e-05i,-7.9301e-07-0.00035831i,0.00022422-4.3985e-05i,0.00084638+0.00012561i,0.00052897-0.00012981i,-5.1047e-05-0.00073068i,-0.00024159-0.00091801i,-0.00014721+5.2404e-05i,0.00014482+0.00063051i,-4.1053e-05-0.00030915i,-0.00048679-0.0010863i,-0.00055393-0.00096628i,-0.00012373-0.00064724i
-0.0025654+0.0015173i,-0.00062883+0.001261i,0.00037853+0.0027826i,0.0013524+0.0027396i,0.0030812+0.0022861i,0.0035361+0.0013398i,0.0011284-0.00057488i,-0.0011565-0.00090796i,-0.0019821+0.00049283i,-0.0019847+0.0014037i,-0.0011356+0.00087962i,0.00051856+5.7485e-05i,0.001554-0.00063887i,0.0012252-0.00082679i,0.00078797-0.00078521i,0.00044737-0.00016395i,9.8613e-05-0.00045198i,-0.00050318-0.0013701i,-0.00087809-0.00089146i,-0.00044071-0.00010305i,9.0963e-05+0.00020065i,0.00096431+0.00018842i,0.0010273+0.00029307i
-0.0003491+0.0001137i,-0.00030744-0.00014823i,-0.00031675-0.00050969i,0.0014646+0.00010361i,0.0037796+0.0007511i,0.0040682-0.00013288i,0.00061628-0.0006557i,-0.001464+0.00026064i,-0.00087791+0.0016673i,-0.00046611+0.0016483i,-0.00032709+0.0014407i,-0.00010862+0.000782i,0.00028564-3.2612e-05i,0.00055675-0.00049291i,0.00032386-0.00068333i,0.00018354-0.00014637i,-8.6104e-05+2.7523e-05i,-0.0010973-8.9626e-05i,-0.0012853-0.00043444i,-0.00031707-0.00050147i,9.6877e-05+6.5746e-05i,-0.00045251+0.00055157i,-0.00095426+0.00026921i
-0.00051882+0.00011863i,-0.00049775+0.00084116i,0.0006354+2.0389e-05i,0.0023784+0.00018111i,0.0028752+0.0011125i,0.0021004+0.00075677i,0.00088228+0.00018779i,-0.00037043+0.00053848i,-0.00047258+0.0012964i,7.0007e-05+0.0019818i,0.00036987+0.0023011i,0.0012348+0.0016282i,0.0012932+0.00099053i,0.00053084+0.00055877i,-8.647e-05+0.00046172i,-0.00014057+5.0863e-05i,-0.00033164-0.00042215i,-0.00052763+1.9449e-05i,-0.00012534+0.00060284i,-2.0241e-05+0.00047431i,0.00015461+0.00015603i,0.00047082+0.00016073i,0.00050566+0.00031617i
0.002833-0.00035534i,0.0015516-0.00075111i,0.0023788+0.0002098i,0.0037153+0.0010233i,0.0042243-0.00034378i,0.0032709-0.0019879i,0.00019866-0.0016161i,-0.001926-0.00017365i,-0.0013752+0.00050158i,-0.0010685+0.00015462i,-0.00055896+0.00044147i,0.00090472+0.001151i,0.0011494+0.00045699i,0.0010478-0.000408i,0.00089432-0.00019345i,0.00052897-0.00089781i,-0.00018064-0.0016285i,-0.00069105-0.00098249i,-2.6975e-05-0.00029374i,-8.1704e-05-0.00047389i,-0.00056403-0.00034919i,-0.00054801+8.6849e-05i,-0.00016557-0.00010675i
0.0011182-0.00027802i,0.0017404-0.00076413i,0.002596-0.00029093i,0.0032141-0.00010574i,0.003042+0.00015776i,0.0020331-0.00040798i,7.7316e-05-0.0008958i,-0.0016331+4.813e-05i,-0.0019787+0.00093378i,-0.0017788+0.0011242i,-0.00047051+0.00069109i,0.00071109-0.00047212i,0.0010055-0.0015291i,0.00076036-0.00068151i,0.00049419+4.2304e-05i,0.00017624+0.00011135i,-0.00016328-0.00067217i,-0.00011928-0.001053i,-0.00016209-0.00049447i,-0.0002575-0.001064i,-0.00047183-0.0011493i,-0.00048851-2.8131e-05i,0.00022307+0.00079055i
-0.001558-0.0012011i,-0.0020067-0.00053557i,-0.00018448+1.1099e-06i,0.0013476+0.0013122i,0.0023201+0.002018i,0.0028898+0.0011911i,0.0015927-0.00085408i,-0.0010073-0.0014392i,-0.0016427-0.00014523i,-0.00077383+0.00030492i,0.00024068+0.0006119i,0.0010681+0.0011604i,0.0013595+0.00058226i,0.0015979+0.00025046i,0.00049302+0.00014671i,-0.00019103-0.00030689i,-5.7957e-05-0.00051268i,-0.00062164-0.00084741i,-0.0011128-0.00043755i,-0.00073274+2.97e-05i,-0.0003412-0.0005612i,-0.00023332-0.0013037i,-0.00016242-0.0012099i
0.0015804+0.0014717i,0.0017547+0.00079559i,0.0023591+0.00096646i,0.0021684+0.0014748i,0.002487+0.0010836i,0.0033742+0.00045474i,0.001866+0.00060745i,-0.00034509+0.0014287i,-0.0013309+0.00202i,-0.0016761+0.0013133i,-0.0010251+0.00059478i,0.00030039+0.00072766i,0.00066233+0.00061834i,0.00069247+6.2873e-05i,0.0006639-0.00018151i,9.0552e-05-4.5899e-05i,-0.00016236-0.00027924i,0.00024001-0.00026178i,6.4818e-05+0.00027412i,-0.00018456+6.6053e-05i,0.00016175-0.000808i,5.4769e-05-0.00086191i,-0.00055567-0.0001766i
0.00016259+0.0010968i,0.00056768+0.0013879i,0.0019879+0.0012166i,0.0032231+0.0011598i,0.0034576+0.00069924i,0.0028249-0.0011717i,0.00076072-0.0017417i,-0.00086275-0.00013475i,-0.0011223+0.00077881i,-0.00065475+0.0011303i,-6.4372e-05+0.0014887i,0.00030559+0.00097536i,0.0001618+0.00020752i,9.1318e-05-0.00052372i,0.00045319-0.0016249i,0.00032051-0.0017165i,-9.4909e-05-0.0013379i,-0.00062315-0.00074708i,-0.00061411-6.4629e-05i,-0.00030218-0.00014522i,-0.00081153-0.00052964i,-0.0005639-0.00034132i,-0.00034686-0.00023751i
0.00035989+0.00037138i,0.00027437+0.00022719i,0.00051485+0.00099774i,0.00088381+0.0029719i,0.0015706+0.0031075i,0.001715+0.00038739i,0.00036096-0.0014395i,-0.00095519-0.00094901i,-0.0011089+0.00074395i,-0.00066316+0.0023153i,-0.00018462+0.0017437i,0.00037355-0.00011171i,0.00078391-0.00039256i,-4.7837e-05-0.00040838i,-0.000325-0.00069179i,0.00015098-0.00050445i,0.0001175-0.0003299i,0.00015347-0.00027126i,-0.00010413-0.00029706i,0.00030884-3.0233e-05i,-0.00015737+0.00068027i,-0.000873+0.00059535i,-0.00020786-3.8525e-05i
-0.00043788+0.00020748i,3.1999e-05+0.0006515i,0.0016406+0.0008338i,0.0032516+0.0012014i,0.0047824+0.0012694i,0.00441+0.00016324i,0.0017021-0.00088808i,-0.00065825-0.00020268i,-0.0017536+0.0007321i,-0.0015075+0.00097001i,-0.0001196+0.00096629i,0.0013668+0.00088055i,0.0015382+0.00041775i,0.00054891+0.0002219i,6.4158e-05-0.00018112i,6.6091e-05-0.00092639i,0.00017571-0.0018987i,-0.0001096-0.0019975i,-0.00068987-0.00064788i,-0.00017456+0.00079002i,-7.6182e-05+0.0007548i,-0.00053709-0.0002974i,-0.00010666-0.00046616i
0.0018439-0.00048229i,0.0012679+0.00043659i,0.0006817+0.0014664i,0.00036771+0.0026594i,0.00084456+0.0013458i,0.0015584+7.0496e-06i,0.00077212+0.00085057i,-0.0011327+0.0015088i,-0.0012707+0.00175i,-0.00090492+0.001922i,-0.0008248+0.0017081i,0.0001716+0.00080676i,0.0016684+0.00019514i,0.0015788+5.6574e-05i,0.00073178+0.00028479i,0.00052948+0.00024456i,0.00024879-0.00029136i,-0.00033458+1.1583e-05i,-0.0007164+0.00074076i,-0.00060875+0.00065704i,-0.00063535-0.00038513i,-0.00058274-0.00065208i,-0.00019513-2.8448e-05i
-0.0010749+0.0018246i,-0.00030616+0.0023508i,0.00047731+0.0016692i,0.0019637+0.0011204i,0.0030897+0.0011121i,0.0026642+0.00029588i,0.00096501-0.00098635i,-0.00087689+0.00013138i,-0.0014828+0.0017166i,-0.00059486+0.0015163i,0.0006232+0.0016113i,0.00096183+0.0015445i,0.0010295+0.00035188i,0.0012425-0.0003778i,0.0015682-0.00018459i,0.00097486+0.0006376i,-0.00017324+0.00057777i,-0.0012581-0.00025206i,-0.001178-0.00056636i,-0.00018305-0.00011657i,0.00018685-0.0003931i,0.00068457-0.0010884i,0.0008239-0.00088056i
-0.0012993-0.0011087i,8.4932e-05-0.0010781i,0.00012661-0.00072168i,0.0009753+0.00078261i,0.0025632+0.0021213i,0.0028964+0.0012302i,0.0011502-0.00026282i,-0.00067878-0.00036454i,-0.0002774+0.00029855i,0.00053212+0.00014242i,9.0025e-05+0.00013492i,-0.00066107+0.00017399i,-0.000255-0.00066386i,0.00068879-0.00066905i,0.00065437-0.00020757i,-0.00022605-0.00057517i,-0.00091054-0.00097778i,-0.00077687-0.00033309i,-0.00023297+0.00068615i,-0.00014737+0.0005008i,-0.00011617-0.00040316i,0.00015074-0.00036548i,-0.00064591+0.00016548i
