-0.0022829+0.0002026i,-0.0020124-0.00011079i,-0.00249+0.00028862i,-0.0019724+0.00027793i,-0.0026888+0.00041768i,-0.0034904+0.0013503i,-0.0038847+0.0027023i,-0.0022916+0.003178i,2.2152e-05+0.0017839i,0.0011304+0.00053378i,0.0019237+1.5425e-05i,0.0011726+3.1542e-05i,0.00023047-0.00057747i,-8.7975e-05-0.0016584i,-0.0010317-0.0015143i,-0.0010802-0.00047897i,-0.00026967+0.00045771i,-0.00018725+4.6848e-05i,0.00026144-0.00017179i,0.00095537+0.00043971i,0.0009357+0.00075944i,0.00029175+0.00070732i,7.7138e-05+5.1993e-05i
-0.00093526-0.0012735i,-0.0011156-0.0016492i,-0.002602-0.001995i,-0.0036927-0.0023199i,-0.004088-0.0014219i,-0.0040075+0.0007559i,-0.0024586+0.0021076i,0.00040933+0.00083175i,0.0013856-0.00030633i,0.00074863-0.00066887i,-0.00010662-0.0011358i,-8.9017e-05-0.0003572i,0.00012682+0.00024367i,0.00054106+0.00051897i,6.95e-05+4.9277e-05i,-0.00038238-0.00051828i,-0.00019567-0.00018233i,-0.0003153+0.0004314i,-0.00010006+0.00044168i,0.0005803+4.9112e-05i,0.00067479+0.00017305i,-3.3106e-06+0.00025989i,6.6514e-05+0.00025298i
0.00060881-0.00030519i,-0.00029074-0.00070938i,-0.001716-5.1104e-05i,-0.0031419-0.00024078i,-0.0046151-0.0002923i,-0.0049443+0.00065182i,-0.0033699+0.0015347i,-0.0010206+0.001064i,0.00013285-0.00033734i,-0.00011226-0.001235i,-0.00045991-0.00072509i,-0.00058682+5.3364e-06i,-0.00012915+0.0009735i,-0.00019796+0.0013661i,-0.0001938+0.00053332i,-8.4679e-05+0.00028448i,0.00017902+0.00020306i,0.00080963-2.9626e-05i,0.0015432+0.00018131i,0.0015479-7.5225e-05i,0.00056812-0.0005401i,-0.00019818-4.7196e-05i,-0.00028446+0.00033993i
0.0016433+0.00038237i,0.0016758-0.00087079i,0.0013383-0.00059105i,-0.0010172-0.00043565i,-0.002944-0.0010234i,-0.0033742-0.00018615i,-0.0018528+0.0016911i,0.00028155+0.0012287i,0.00084094-0.00065577i,0.00076166-0.0014454i,-0.00013226-0.0011836i,-0.0010749-0.00027931i,-0.00041538+0.00065586i,0.00019138+0.0011127i,0.00013387+0.00073078i,-9.0866e-05-7.8404e-05i,0.00029327+0.00040786i,0.00015841+0.00098771i,-3.4336e-05+0.00061433i,3.7142e-05+0.00034042i,-0.00065982+0.00012613i,-0.00052395-0.00057746i,-0.00015331-0.00074766i
0.0013196+5.7215e-05i,0.0014891-0.0011279i,0.00085635-0.0020042i,-0.00080864-0.0016092i,-0.0034654-0.0013288i,-0.0043978-0.00016151i,-0.0025186+0.0018294i,4.0706e-05+0.0015593i,0.0011305-0.00042613i,0.00080514-0.0008722i,0.00055755-0.00015372i,0.0004609+0.00041954i,0.00018842+0.00098292i,-0.00053612+0.0010322i,-0.0012065+0.00067948i,-0.00075361+0.00036068i,-0.00012764+0.00049602i,0.00087853+0.00067488i,0.0010645+0.00077571i,0.00016257+0.00097265i,0.00020874+0.00028583i,0.00010883+0.00059303i,-0.00048196+0.0010088i
0.00010285-0.0010016i,-0.00024418-0.0013798i,-0.00098409-0.0016736i,-0.0013048-0.0017611i,-0.0020962-0.00083159i,-0.0032798+0.0013406i,-0.0020823+0.001993i,0.0001908+0.00068223i,0.00061209-0.0011478i,2.1756e-05-0.0015115i,0.00037075-0.0010505i,0.00079436-7.8042e-05i,0.00018112+0.00087018i,-5.8708e-05+0.00088694i,0.00024942+0.00038298i,-0.00067167+0.00059315i,-0.0010128+0.00058216i,-7.8695e-05+0.00044146i,0.00022931+0.0010922i,-0.00087496+0.00059456i,-0.0012135-2.2703e-05i,-0.00039041+2.98e-05i,0.00059063-4.3517e-05i
0.00027066+0.00068135i,0.00088884-0.00044262i,0.00088166-0.00070217i,-0.00024664-0.00097029i,-0.0016442-0.0017882i,-0.0034618-0.0012269i,-0.002534-2.2897e-05i,-0.00024294+0.00012392i,3.9911e-05-0.00055082i,-0.00015424-0.00049371i,-0.0004208-0.00082257i,-0.00078422-0.0012681i,-0.00026348-0.00077503i,0.00061102-0.00052848i,0.00070776-0.00019086i,9.409e-05+0.00053043i,-0.00035561+0.00018231i,0.00036778-0.00059161i,0.001095-0.00062731i,0.00053862-0.00065703i,-0.00014203-0.0002994i,0.0001714-2.4872e-05i,0.00016481-0.00063841i
9.0178e-05+0.0012988i,0.00074148+0.0015589i,0.00038647+0.0010398i,-0.00064035-5.4641e-05i,-0.0027792-0.0013197i,-0.0040872-0.00076191i,-0.0025569+0.00082625i,-0.00041587+0.0012446i,0.0007436+0.0005885i,0.00039584-6.3967e-05i,-0.00022345-0.00053025i,-0.00031926-0.00035028i,4.0883e-05+0.00020642i,0.00025512+0.00074537i,-0.00030136+0.0011557i,0.00012871+0.00065828i,0.001127+0.00045701i,0.00067186+0.00075686i,0.00054736+0.00058539i,0.00045636+0.00016411i,0.0001729+7.709e-05i,-0.00021547+0.0001187i,0.00013564-4.3909e-05i
-0.0004907+0.001462i,0.00028037+0.00077232i,0.00042722+0.00013586i,-0.00069844-0.0018305i,-0.0032405-0.0016848i,-0.0041499-0.00024319i,-0.002395+0.00026534i,-0.00057089+0.00030349i,0.00038121-0.00020484i,0.00079746-0.00068295i,0.00070591-0.00069066i,-0.0001089-0.00051043i,-0.00055298+0.00021036i,-0.00052518+0.00019546i,-0.00042641-0.00010905i,-0.00062326+0.00028998i,-0.00059747+0.0010664i,-0.00027287+0.0013634i,1.204e-05+0.0016377i,-6.1532e-05+0.0016178i,-0.00029116+0.00039743i,0.00066634-0.00041524i,0.00093008-4.302e-05i
0.00092352-0.00026743i,-0.0003863-0.00044185i,-0.0012137-0.0012018i,-0.0016512-0.00074498i,-0.0039871+0.00056137i,-0.00582+0.0016258i,-0.0042373+0.0025025i,-0.0011419+0.0015713i,0.00086441-0.00048685i,0.00077526-0.0019952i,6.0321e-05-0.0019608i,0.00012113-0.00083643i,0.00071514-4.7247e-05i,0.00065264+0.00030424i,0.00058602+0.00049937i,0.00064096+0.00048032i,0.00015491+0.00033787i,-0.00044708+0.00035451i,-4.4199e-05+0.00054497i,0.00047811+0.00068822i,4.6326e-05+0.00019227i,5.6679e-05-0.0001316i,0.00024286+0.00015657i
0.0013916-0.00075775i,0.0012241-0.0017629i,-0.00023898-0.0017647i,-0.0020706-0.00194i,-0.0035513-0.0012014i,-0.0041002+0.00064707i,-0.0030834+0.001766i,-0.0012874+0.00058854i,-9.1982e-05-0.00053355i,-4.8193e-05-0.00056194i,0.00012588-0.00036452i,0.00058717-0.00016271i,0.00052383+0.00030865i,-0.00014552+0.00052081i,-0.00025012+0.00024046i,0.00021401+1.2025e-05i,0.00045762+0.000366i,0.00034492+0.00041463i,0.00053362+0.00016421i,0.0013268+6.2371e-05i,0.0010694-0.00045639i,0.00016648+0.00010718i,5.435e-05-4.0071e-05i
0.00013233-0.00074519i,0.00063212-0.00066611i,-0.00069139-0.0012509i,-0.0021217-0.0016502i,-0.0027788-0.0018996i,-0.0041958-0.0011034i,-0.0033858+0.0010079i,-0.00036123+0.0011975i,0.00087747-0.00032071i,0.00012147-0.0017319i,-0.00030049-0.0015243i,-0.00020126+1.006e-05i,6.6876e-05+0.0014163i,0.00016736+0.0011124i,0.00035952+0.00060924i,7.1372e-05+0.00076022i,-0.00010091+0.00043915i,-0.00038106+7.7503e-05i,-6.6233e-05-0.00020385i,0.00036475+0.00021107i,-0.00046197+0.00076202i,-0.0006643+0.00035417i,-0.00064635+3.1604e-05i
0.0010323+0.00035074i,0.0001986+0.00014091i,-0.00050631-0.00039688i,-0.0014345-0.0014141i,-0.0035706-0.002115i,-0.0049329-0.0014195i,-0.0032427-9.9831e-05i,-0.00079557+0.00022881i,0.00076697-0.00048684i,0.0014003-0.00090223i,0.00087176-0.00057008i,7.0251e-05+0.00024337i,-5.9466e-05+0.0003139i,0.00023988-7.6141e-05i,0.00012552-0.00065615i,1.6956e-06-0.00034739i,0.00042713+0.00048069i,0.00098334+0.0010198i,0.001138+0.0012263i,0.00049666+0.0009402i,0.00020618+0.00045148i,0.00041467-8.0877e-05i,0.00022831-0.00058916i
-9.0628e-05-0.00025364i,-0.00068598-0.00014432i,0.00041766-0.00062248i,-7.7022e-05-0.00079192i,-0.0021958-0.00026579i,-0.0033872+0.00073837i,-0.0024227+0.0020548i,-0.0010165+0.0012602i,3.9165e-05-1.1277e-05i,0.00017663-0.00036615i,0.00021174-0.00052476i,0.00022869-0.00025332i,-0.00021101+0.00014968i,4.3203e-05+4.8133e-05i,0.00030313+0.00013827i,-1.6696e-05+0.00045494i,0.00033036+0.00078219i,-0.0001945+0.0015454i,-0.0012827+0.00083196i,-0.00068945+0.00017869i,-0.00011382+0.00014496i,-0.00018398-0.00065447i,9.1259e-05-0.00050632i
0.00080248-0.00024564i,0.00091726+0.00030396i,6.8533e-05+0.00060962i,-0.0011783-0.00010989i,-0.0028528-0.00024841i,-0.0035721+0.0014265i,-0.0027162+0.0026121i,-0.00085599+0.0013545i,0.00028705-0.00036207i,0.00022095-0.00080112i,0.00019054-0.00025878i,0.00016295+0.00081464i,2.0805e-05+0.0010962i,-0.00022302+0.00060401i,-0.0006482+0.00055138i,-7.4899e-05+0.00075831i,0.00087923+0.00045087i,0.00043635+0.00046313i,2.225e-05+0.00016791i,-9.6716e-05-0.00012731i,-0.00030018+0.00018413i,0.0002982+0.00047409i,0.00033109+0.00087267i
0.00036523-0.0012913i,-0.0013928-0.0013667i,-0.0029082-0.0025046i,-0.0035646-0.0021673i,-0.0047275-0.0012604i,-0.0044292-0.00020146i,-0.0019166+0.0012024i,-1.7061e-05+0.00077802i,-3.1214e-05-0.00090031i,0.00014496-0.001403i,0.00064867-0.00066992i,-4.8348e-05-0.00019628i,-0.00027171+0.00040475i,0.00022506+0.000513i,0.00026051+6.0828e-05i,4.8301e-05+0.00052969i,0.00028107+0.00077918i,0.00020003+0.00013126i,0.00088025+0.00045216i,0.0015527+0.00077311i,0.00077675-0.00024258i,0.00026586-0.00059895i,-0.0002793-0.00032522i
0.00058283-0.0013164i,5.5802e-05-0.0013677i,-0.0017446-0.0022952i,-0.0023077-0.0022247i,-0.0032997-0.0011612i,-0.0040235+0.00058972i,-0.0020862+0.0015231i,-0.00012264+0.00067649i,-0.00039702-0.0011994i,-0.0010644-0.0016366i,-0.00087726-5.0364e-05i,-0.00093115+0.00060849i,-0.00041293+0.00049163i,-0.00042076+0.0010697i,-0.0015643+0.0011301i,-0.00095761+0.00090361i,0.00059295+0.00047404i,0.001074+0.00031475i,0.0011914+0.0006485i,0.00087566+0.00010271i,0.00054386-0.00031415i,0.00040657-0.00049569i,0.00076288-0.00060312i
-0.00092712-0.00088761i,-0.00062121-0.0023053i,-0.00083043-0.0020279i,-0.0025112-0.0010869i,-0.0045987-0.0010546i,-0.0050081-1.7793e-05i,-0.002918+0.0022082i,-0.00039179+0.0016511i,0.00094105-0.0006156i,0.00046674-0.0010559i,-0.00055277-0.00078086i,-0.00028075-0.00035859i,-6.7941e-05+0.00018692i,5.9173e-05+0.00043317i,0.00054701+0.00088333i,0.00076085+0.00075747i,0.00020371+1.9258e-05i,-0.00055477-0.00061152i,-0.00031159-0.00050217i,-0.00069384+0.00010834i,-0.00072079+0.00040438i,0.00034106+0.00018915i,0.0010112-0.00017128i
7.431e-05+0.00071936i,0.00054368+0.00080899i,0.0011181+0.0012067i,0.00030181+0.001198i,-0.0017964+0.00056742i,-0.0024041+0.00013315i,-0.0011124-0.00018025i,0.00028834-0.00045092i,0.00039318-0.00097431i,0.00029459-0.00139i,-5.3766e-05-0.00063724i,-0.0013049+5.134e-05i,-0.0011331-3.8107e-06i,0.00020538-0.00055249i,0.00077632-0.0004313i,0.0017263+0.00054658i,0.0020231+0.00062208i,0.00071749+0.00025909i,0.00022329+0.00020163i,0.00070063+5.4598e-05i,0.00010199+7.0813e-05i,-0.00071766+0.00031759i,-0.0008024+0.00010662i
0.001594-0.0015703i,0.00062764-0.0012271i,-0.00062253-0.00068624i,-0.0027697-0.00086942i,-0.004371-0.00085853i,-0.0047803+0.00052357i,-0.0040472+0.0010526i,-0.0018876+0.00099233i,6.3372e-05-0.00024667i,0.00089754-0.0014544i,0.00017988-0.0015965i,-0.00028907-0.00080474i,-0.00030989+0.00036468i,-4.608e-05+0.00040232i,-7.9121e-05+0.00045771i,5.9546e-05+0.00048806i,0.00015346+0.00060362i,-0.00061906+0.00087504i,-0.00059429+0.0012716i,1.5921e-05+0.0013629i,0.00041586+0.00088066i,8.6061e-05+4.1037e-05i,-0.00074282+8.0586e-05i
-0.0010823-0.00081576i,-0.00018914-0.00022918i,-0.0017255-4.9738e-05i,-0.0028632+0.00072437i,-0.00291+0.002073i,-0.003058+0.0019233i,-0.0025819+0.0016138i,-0.0010185+0.00081562i,-1.0563e-06-0.00093451i,0.00034752-0.0016284i,0.0001129-0.0010789i,-0.00016364-0.0003158i,0.00032365+0.00072156i,0.00027682+0.0011031i,-4.3783e-05+0.00071836i,-0.00019254+0.00091712i,-0.00076484+0.00051068i,-0.00042718+1.8373e-06i,0.00069018+0.00026504i,0.0010686+0.00029195i,0.0007082-0.00014246i,0.00051116-0.00034151i,0.00036642-0.00024273i
0.00064166-0.0013124i,-6.0736e-05-0.0010053i,-0.0017586-8.3672e-05i,-0.0026406+0.00034078i,-0.0031854+0.00089685i,-0.0038212+0.0015187i,-0.0028653+0.0020619i,-0.00024388+0.0018065i,0.0010688+0.00033125i,0.00071562-0.00067187i,0.0003818-0.00010896i,0.00023867+6.3056e-05i,0.00032141+0.00041201i,3.1414e-05+0.00079843i,-0.00011343+0.001015i,0.00026991+0.00059908i,0.00055747+0.00023196i,0.00048797+0.00025281i,0.00012872-0.00047074i,-2.35e-05+2.3565e-05i,0.00010545+0.00064414i,0.00066014+0.00022818i,0.0009376-0.00039632i
-0.00076344-0.0012768i,-0.0015362-0.0012532i,-0.0026532-0.00068492i,-0.0035031-0.001341i,-0.0030458-0.00092753i,-0.0026241+0.00094042i,-0.0019668+0.0020896i,-0.00073233+0.0014775i,-0.00038499+0.00019592i,-0.00014045-0.00079765i,-0.00010404-0.00089026i,-0.00049845-0.00031499i,5.5116e-05-0.00041598i,0.00030945+0.00012081i,-0.00021605+0.00084697i,-0.00084491+0.00025899i,-0.00085711+0.00019943i,-0.00053469+0.00045695i,-0.00023844+3.4542e-05i,7.551e-05-0.00037617i,0.00020856-0.00013191i,0.0007112+0.0007432i,0.0006373+0.00099864i
-0.00058949-0.0025901i,-0.0020327-0.0016043i,-0.0028252-2.4899e-05i,-0.0023804+0.00066515i,-0.0037034+0.00068668i,-0.0045822+0.00085719i,-0.0030673+0.00063237i,-0.00046087+5.8784e-05i,0.00051158-0.0006846i,3.3179e-05-0.0010187i,-5.4747e-05-0.00055865i,-0.00045873+0.0001467i,-0.00019983+0.00034089i,0.00067711+0.00065829i,0.00086991+0.00039662i,0.00043756-0.00025231i,-0.0003539-0.00020984i,-0.00040467-0.00025508i,0.00033437+0.00021297i,0.0009949+0.00033151i,0.0005245+9.6746e-05i,-0.00040776+0.00032518i,-0.00023832+0.00035269i
-0.00015981+0.00018052i,-0.00016014+0.00028912i,0.00033465-0.00018847i,-0.00059816-0.0012846i,-0.0015241-0.002099i,-0.0026635-0.0016183i,-0.0025115-0.00018295i,-0.00075953+0.00018999i,5.2071e-05-0.0011282i,-6.6998e-05-0.0021242i,-0.00062307-0.0013945i,-0.001465-0.00027462i,-0.00094213-7.9467e-05i,-0.00011731-9.3192e-05i,-0.00020263-0.00046534i,8.7539e-05-7.8242e-05i,0.00016134+0.00058378i,0.00047683+0.00047716i,0.00048532+0.00057257i,0.00022307+6.8897e-05i,0.00051567-0.0010491i,0.00055579-0.00047286i,-0.0002106+0.00068072i
-7.7156e-05-3.967e-05i,-0.00011946+5.5509e-05i,-0.00017127+0.00082816i,-0.0016037-0.0004584i,-0.0027585-0.00098782i,-0.003208+0.00027896i,-0.0022007+0.0016168i,0.00021153+0.0012237i,0.0010116-0.0006216i,0.00021896-0.0013402i,0.0004818-0.0010374i,0.0010008-0.00045224i,0.00051806-0.00038264i,6.7305e-05-0.00081924i,0.0002538-0.0001472i,0.00019185-4.3238e-05i,-9.7621e-05-0.00026834i,6.209e-05+0.00031823i,5.5722e-05+0.001312i,0.00023429+0.0011672i,0.0002322+9.2809e-05i,0.00073654-0.00065352i,0.00054416-0.00075004i
-0.00057592+0.00083562i,-0.00014843+0.0012275i,-0.00057892+0.0016129i,-0.0016371+0.0011976i,-0.0030528+0.0012667i,-0.0041444+0.0015248i,-0.0036219+0.0011426i,-0.0013553+0.00026704i,0.00014245-0.00058361i,0.0004753-0.00080566i,0.00096779-0.00070353i,0.00041103-0.00032191i,-0.00019534-0.00024948i,8.2637e-05-0.0004412i,-0.0001195+1.038e-05i,-0.00016051+0.00024238i,7.3778e-05+0.00063754i,0.00014146+0.0010928i,0.00042529+0.00083174i,0.00061549+0.0003098i,0.00021272+0.0004091i,-0.0004302+0.00064248i,-0.00066841+0.00015455i
-0.0021847-0.000781i,-0.0014041-0.00045532i,-0.0017557-6.1174e-05i,-0.0023798+0.0006735i,-0.0033954+0.00086618i,-0.0039947+0.0012169i,-0.0024378+0.0020566i,-0.00099687+0.0018176i,-0.00046874+0.00066613i,-0.00040346-0.00010347i,-0.0012259-0.0010127i,-0.0011192-0.0011073i,-0.00042322-0.00045993i,2.6145e-05+8.9329e-06i,0.00059189+0.0003457i,0.000627+0.00050801i,0.00021874+0.00037135i,-0.00027457+0.00073364i,-0.00031898+0.0004058i,2.1289e-05-0.00028044i,-0.00026176-0.00067988i,-0.00054501-4.9722e-05i,-5.6449e-05+4.9957e-05i
0.00050376-0.00030174i,-0.00014014-0.00087771i,-0.0011345-0.0012134i,-0.0012614-0.00082651i,-0.0031148-0.00092985i,-0.0044758+0.00022161i,-0.0030159+0.0017998i,-0.00091784+0.0012743i,0.0001719+0.00036969i,-0.0005045-0.00055733i,-0.00056938-0.00070926i,-0.00042778-4.3806e-05i,-0.00049808+0.00034245i,8.4763e-05+0.00042292i,0.00016428+0.0007851i,-0.00030704+0.00093757i,-0.00068995+9.8458e-05i,-0.00052935-5.6282e-05i,-0.00025107+0.0007309i,-0.0001141+0.00052997i,-0.00013648-0.00028062i,-0.00032928-0.00027874i,-0.00010018-0.00046251i
0.00051715-0.00038355i,0.00051997-0.0011836i,0.00062603-0.0018244i,-0.0011706-0.002564i,-0.0032473-0.0023989i,-0.0042943-0.00066086i,-0.0034345+0.0012936i,-0.00047089+0.0010009i,0.0012148-0.00076728i,0.0014674-0.0020205i,0.0010455-0.0018827i,0.00059297-0.00085605i,0.00051462-0.00019246i,5.2568e-05+0.00043852i,-0.00022631+0.00051997i,0.00018101+0.00044987i,0.00037104+0.00019966i,0.0001169+3.8614e-05i,-0.00057591+0.00052334i,-0.0010578+0.00057455i,-0.0007012+0.00019582i,-0.00041659+0.00047937i,-0.00019716+0.0002582i
-6.738e-05-9.3503e-06i,-0.00063529-0.00068621i,-0.0022121-0.00062463i,-0.0018877-0.00051303i,-0.0024786-0.0011488i,-0.0041053-0.0012182i,-0.0036325-0.00014986i,-0.0010821+4.938e-05i,0.00084924-0.00051227i,0.00065729-0.00025935i,0.00049517-0.00061542i,0.00048264-0.0011191i,0.00046709+7.8803e-05i,0.00063553+0.00096669i,0.00039381+0.00052086i,0.00073985+0.00075176i,0.0011445+0.00099642i,0.00072965+0.0001045i,0.00041201+0.00011364i,0.00050091+0.0010522i,-0.00076969+0.00098554i,-0.0011843+0.00052378i,7.7018e-05+0.0003392i
0.0015491+0.00059185i,0.0010861+0.00086268i,0.00045609+0.0007006i,-0.00098111-0.00014824i,-0.002907-0.0011649i,-0.0039132-2.3137e-06i,-0.0028965+0.0011703i,-0.00050511+0.00095825i,0.00016397-0.00026086i,1.1257e-05-0.00074292i,8.1707e-05-0.00027954i,-0.00039958-0.00016276i,-0.00041487-3.271e-05i,0.00043446-0.00018335i,0.00094079-0.0001178i,0.00024977+0.00013285i,-0.00017225+0.00014698i,0.00029077-2.0122e-05i,0.00053248+0.00068316i,-0.00035604+0.0013742i,-0.00060149+0.00075984i,-0.00024029-0.00045965i,4.6478e-05-0.00040177i
0.0017959-0.00066864i,0.00083346-0.00075145i,-0.001169-0.00083973i,-0.0027162-0.0021841i,-0.0043238-0.0027321i,-0.0051682-0.0014747i,-0.0041513-2.1971e-05i,-0.0017936+0.00035638i,-0.00056532-0.00073799i,8.8967e-05-0.001421i,0.0004195-0.0015784i,0.00037266-0.00089822i,0.00012058+0.00033506i,-0.00083358+0.00039098i,-0.0012554+2.8374e-05i,0.00012709-0.00039625i,0.00020747-0.0010939i,0.0001025-0.00066498i,0.00075486-0.00015023i,0.00061597-0.00029916i,0.00022375-0.0003693i,1.9807e-05-0.00076923i,6.4904e-05-0.0007787i
0.0012189-0.00065062i,0.0013649-0.00061446i,9.9198e-05-0.00040436i,-0.0015533-0.00033609i,-0.0020616-0.00083545i,-0.0025968-0.0002837i,-0.0023518+0.00089673i,-0.00022764+0.00070787i,0.0009994+0.00028607i,0.00093799-0.00054108i,0.0005618-0.0012358i,-2.4989e-05-0.00044476i,-1.318e-05+0.00066335i,6.0572e-05+0.00099271i,-0.00011089+0.00080585i,-0.00014005+0.00061416i,-5.5161e-05+0.00021935i,0.00064058-1.2211e-07i,0.001235+0.00011851i,0.00071091+8.9902e-05i,-0.00019255-6.9144e-05i,-0.00078961-0.00074791i,-0.00033087-0.00072916i
0.0016135-7.4814e-05i,0.0010176-0.0010589i,0.00069953-0.00090178i,4.1296e-05-0.00076524i,-0.00218-0.00055851i,-0.0043118+0.00045405i,-0.0030465+0.0018839i,-0.00011458+0.0022832i,0.0010429+0.00079876i,0.00071769-0.00076681i,0.00045846-0.00090478i,0.00042065-0.0007298i,0.00034087-0.00050041i,0.00048218+0.00037391i,-0.00019606+0.00082682i,-0.00076805+0.00047712i,-0.00016981+0.00028926i,0.0007923+0.00059457i,0.0012236+0.00039767i,0.00029643-1.8159e-05i,-0.00059315+0.00035539i,-0.00017343+0.00013462i,0.00025241-0.00023427i
-0.00029405+0.0002069i,4.0906e-05+0.00014508i,7.8439e-05-0.0002261i,-1.8804e-05-0.00048863i,-0.0012534-0.00050606i,-0.0027755-0.00088911i,-0.0030426-0.00030505i,-0.0012922-0.00068466i,0.00015808-0.0012969i,-0.00016365-0.00092307i,0.00022261-0.00086037i,0.00043729-0.00060277i,0.00031333-7.7285e-05i,0.00078109-0.00036725i,0.0012778-0.00012213i,0.00093871+0.00060003i,0.00058181+0.00020187i,0.00060743-0.00024208i,0.00039208+0.00034268i,0.00018182+0.00062463i,-0.00017655+0.00038277i,-0.00049323+0.00036742i,-0.0006348+9.5316e-05i
3.5708e-06-0.0013508i,-0.00055654-0.0013294i,-0.0012736-0.00070397i,-0.0023536-0.00021803i,-0.0037134-0.00054026i,-0.0042746+0.0002463i,-0.0022377+0.002152i,-6.5354e-05+0.0016956i,4.6167e-05-0.0010209i,-0.00077451-0.0017305i,-0.00095662-0.00097364i,-0.00078629-0.00023981i,0.00024973-0.00020215i,0.0011395-0.00036118i,0.00075006-0.00011136i,0.00015726+0.00025612i,-0.00018837+0.00021095i,0.00054705+4.1195e-05i,0.0011381-1.8927e-05i,0.00040013+0.00034367i,-0.00035891+0.00056765i,-0.00052701+0.00013773i,-0.00064345+6.0426e-05i
0.00041468-0.00013234i,-0.0001286-0.00094982i,-0.00057522-0.0019465i,-0.0026009-0.002026i,-0.0046103-0.0010583i,-0.0048863+0.00075429i,-0.0036898+0.0011872i,-0.0014515-0.00022746i,0.00017752-0.001222i,0.00019713-0.001343i,-0.00091527-0.00083894i,-0.0017379-0.000499i,-0.0013836+7.9357e-05i,-0.0001322-0.00012883i,0.0007412-0.0005316i,0.0012068-6.5719e-05i,0.00082585+2.3521e-05i,0.00010662-1.9379e-05i,0.00032482+3.0486e-05i,0.00070097-9.5927e-05i,0.00099425+0.0002655i,0.00086134+8.7511e-05i,0.00018221+0.00043337i
2.081e-06+0.00054762i,-6.5047e-06+0.00025089i,0.00040423+0.00049512i,-0.00035185-0.00039895i,-0.0019624-0.0013863i,-0.0034009-0.00081061i,-0.0024586+0.00097674i,-0.0002415+0.0013275i,0.0011686-0.00020649i,0.0017136-0.0011346i,0.0015502-0.00076484i,0.00043393-0.00036582i,-0.00070349-0.00031499i,-0.00084329-0.00012092i,-0.0013676+0.00036105i,-0.00089027+0.00023497i,0.00029398+0.00041582i,-0.0002012+0.0012485i,-0.00032381+0.00095782i,0.00031946+0.00037747i,0.00034765+0.00021466i,0.00039967+0.00049349i,0.0003942+0.0003921i
-0.0015035+0.00036569i,-0.0015906-0.0004481i,-0.0013162-0.00054975i,-0.001261-0.00034163i,-0.0030157-0.00092516i,-0.0044027-0.00050687i,-0.0028652+0.001252i,-0.00082191+0.0010916i,-0.00059299-0.00041058i,-0.00066822-0.00068844i,-6.4475e-05-0.00064377i,5.9052e-05-0.00082486i,0.00036064-6.47e-05i,0.0002523+0.00038912i,-0.0002339+0.0002621i,-0.00035938+0.00022987i,-0.0009853-0.00028434i,-0.0010184-0.0003475i,9.6067e-05+0.00033032i,0.00031994+0.0001515i,0.00015062-4.2413e-06i,5.3074e-05+0.00033009i,-0.00045172+0.00068838i
0.00042448-0.0010125i,5.3887e-05-0.00072476i,-0.0015831-0.0011685i,-0.0023658-0.0011412i,-0.0026693-0.00049575i,-0.0036524+0.00090977i,-0.0026882+0.0012787i,-0.00021556+0.00064903i,0.0010128-0.00029633i,0.00044978-0.001617i,-0.00036142-0.0017324i,9.1118e-05-0.00062092i,0.00071646+9.9535e-05i,0.00039994-0.00016275i,-0.00046494-0.00019503i,-0.00062311+0.00054458i,0.00028668+0.00087087i,0.0011326+0.00084907i,0.0010269+0.0011314i,0.00041053+0.00059084i,0.00018916-0.00049322i,0.00016182-0.00099772i,0.00057555-0.00099366i
0.00073912+0.0010292i,0.0014398-0.00061904i,0.0015776-0.0014799i,-0.00045972-0.00081427i,-0.0037138+0.00018662i,-0.0048812+0.00093205i,-0.0033509+0.0012666i,-0.0010869+0.00077109i,-0.00022838+3.1669e-05i,-0.00019361-0.00070345i,3.2541e-05-0.00075525i,0.00026937+6.7631e-06i,0.00050206+0.00042174i,0.00090657+0.00066287i,0.00041258+0.00056048i,-0.000353+0.00043888i,-0.00026161-2.5357e-05i,-0.00023862+1.6304e-05i,-0.00063912+0.00019402i,-0.0012652+0.00026141i,-0.00090411+0.00033323i,0.00016739+0.00058909i,0.00076851+0.001036i
-0.00053166+0.00087145i,-0.00066398+0.0010946i,-0.00053871+0.001092i,-0.00055082-4.4774e-05i,-0.0017093-0.00084155i,-0.0026053-0.0011414i,-0.0025928-0.00066012i,-0.0011804+0.00040227i,-0.00033813-0.00044584i,-0.00024299-0.0014733i,5.1417e-05-0.00085922i,0.00010292-0.00065672i,0.00024887-0.00013488i,-0.00039213+3.7643e-05i,-0.00063508+9.3936e-05i,-0.0003179+0.00035946i,-0.0003243+0.00042228i,2.2852e-05+0.0001608i,0.00013233+0.00020673i,6.987e-06+0.00061107i,-4.2471e-05+9.6222e-05i,-0.0010896-0.00055792i,-0.0013072-0.00079121i
