-0.00028205+0.00054198i,0.00022211-0.00062176i,-0.00054753-0.0018182i,-0.00086205-0.0014671i,-0.00047434-0.0010507i,-0.001023-0.0010224i,-0.0017443+0.00046993i,-0.00041104+0.0019787i,0.0015303+0.0011668i,0.001333+0.00026515i,0.00055801-0.00014747i,0.00085102-0.00052323i,0.0011317-0.00010728i,0.00021885-6.0623e-05i,-0.00090791-0.00020942i,-0.00071788-3.7698e-05i,1.0798e-05+0.0001445i,0.00089131-0.0002085i,0.0014769-0.0003416i,0.0011224-0.00030871i,0.00041227-1.0226e-05i,0.00072205+0.00057756i,0.00084194+0.00061724i
0.0010301-0.0042407i,-1.1536e-05-0.0030771i,-0.0018163-0.0028773i,-0.0034816-0.0018263i,-0.0028225-0.00058359i,-0.00085902-0.0011736i,-0.0010351-0.0018821i,-0.001206-0.00020781i,-0.00054+0.00038572i,-0.00101-0.00032488i,-0.0016983+6.3349e-05i,-0.0011019+0.0011307i,1.5704e-05+0.0024446i,0.00089106+0.0030449i,0.0019404+0.0031964i,0.0034653+0.0036098i,0.0048843+0.0034899i,0.0043483+0.0035446i,0.0022821+0.0032631i,0.00074201+0.0020726i,-0.00027068+0.0020227i,-0.00027621+0.0016085i,-8.1226e-05+0.00051626i
0.00031928-0.00078025i,0.00089803-0.00064136i,0.0001921+0.00044835i,-0.001031+0.0017359i,0.00012639+0.0020778i,0.0014135+0.00071362i,-0.00039549-0.0010736i,-0.0013059-0.00057025i,0.00080634+0.00082444i,0.0015103+0.0013276i,-0.00019938+0.0015208i,-0.0011314+0.0016333i,-0.0006636+0.0015724i,-0.00099204-8.6774e-05i,-0.002105-0.002424i,-0.0032676-0.0037274i,-0.0035254-0.0031596i,-0.0028449-0.0020814i,-0.0018015-0.001574i,-0.00054649-0.0010873i,0.00020808-0.00062344i,0.00093743-0.0002464i,0.00064787+0.00022622i
-0.0018375-0.00077783i,-0.0025469+0.0013109i,-0.0024784+0.0028958i,-0.00069383+0.003346i,0.002259+0.0022185i,0.0034967-0.000324i,0.0017912-0.001736i,0.00056485+0.00039997i,0.0012378+0.0023947i,0.0016114+0.0009548i,0.0013964-1.1236e-05i,0.0016332+0.0006729i,0.0024737+0.0010055i,0.003656+0.0015469i,0.004946+0.0013026i,0.0053533+0.00014482i,0.0047002-0.00027824i,0.0038404-7.7092e-05i,0.0029208+0.00047586i,0.0016426+0.00043412i,0.0011866+1.8366e-05i,0.0014865+0.00051237i,0.0015759+0.00096314i
0.00063868-0.0013314i,-0.00022666-0.0022981i,-0.0010829-0.00183i,-0.0011436-0.00010723i,0.00033823-0.00014057i,0.0018596-0.0012148i,-0.00024397-0.00093018i,-0.0019628+0.00054443i,0.00099422+0.00081891i,0.0030442-0.00055969i,0.0023157-0.0012729i,0.00192-0.0012443i,0.0019463-0.0014723i,0.00078625-0.0027276i,-0.0019834-0.0029421i,-0.0037908-0.0021757i,-0.0042778-0.0018208i,-0.0041661-0.0010683i,-0.0031923-0.00076255i,-0.001531-0.0011055i,-0.00056855-0.00029072i,-0.00036279-8.019e-05i,-0.00012995-0.00090934i
-0.00057592+0.00063539i,-0.0010031+0.0014918i,-0.0010548+0.00085539i,-0.00030501-0.00016885i,0.000888-0.00047704i,0.0013341-0.0018753i,0.0012855-0.0033445i,0.0015429-0.0021512i,0.001979-0.0007863i,0.00069298-0.00071233i,-0.00078057-0.0012606i,-0.00015572-0.0014115i,0.0011392-0.0015001i,0.0018338-0.0012834i,0.0024048-0.00083483i,0.0038531-0.00076694i,0.004169-0.0013495i,0.0034085-0.0010214i,0.0028113+2.8801e-05i,0.0023002+0.00054666i,0.0013543+0.00090368i,0.00048531+0.0011997i,0.00034365+0.00092113i
0.0016918+0.0017636i,0.0022981+0.00036498i,0.0022624-0.00028304i,0.0015569+9.1435e-05i,0.00070021-0.00063617i,0.0013869-0.0018313i,-1.3396e-06-0.00067567i,-0.0032482+0.0019541i,-0.0025036+0.002428i,-0.00070443+0.00046096i,-0.0010305-0.00047965i,-0.0017974-0.00058045i,-0.0023833-0.000578i,-0.0022932-0.00026778i,-0.0031118-0.00088729i,-0.0038253-0.00025425i,-0.0026772+0.0018416i,-0.002129+0.0027986i,-0.0028659+0.0023296i,-0.0022192+0.00095673i,-0.0013329-0.0007122i,-0.0012788-0.0012221i,-0.00077379-0.00051169i
-0.00014751+0.00066354i,-0.0011602+0.00093377i,-0.0032368+0.0015672i,-0.0030456+0.0015395i,-0.00076871+0.001115i,0.00039852+0.00048321i,-0.00077333-0.0016536i,-0.0004168-0.0011403i,0.0020664+0.0023251i,0.0028666+0.0028934i,0.00066933+0.0018641i,-0.00051454+0.0011726i,0.00025953+0.00044789i,0.0011295+5.1876e-05i,0.0023514-0.00016008i,0.0038971-0.00091257i,0.0038519-0.0019113i,0.0026523-0.0019506i,0.0022852-0.00084331i,0.0023552-5.6632e-05i,0.0019892+0.00060848i,0.0013886+0.00096118i,0.0011755+0.00038719i
0.00015506+0.00051472i,0.00063463+0.00029494i,0.0011074-0.00069668i,0.00043986-0.00049908i,-0.00076276-0.0010548i,0.00030173-0.0028021i,0.0016367-0.00067065i,0.0012101+0.0039196i,0.0019191+0.0043829i,0.0033351+0.0017549i,0.0027507+0.00043212i,0.0013634+0.00023425i,0.00036485+0.00061683i,-0.00044951-3.1265e-05i,-0.00093703-0.00064046i,-0.001292+2.0766e-05i,-0.001307+0.00080293i,-0.0010956+0.0010627i,-0.00077146+8.1484e-05i,-0.0006994-0.00055074i,-0.00047875+0.00010325i,-0.00036403+0.0004303i,-0.00029647+0.00034783i
0.0018139+0.0022465i,1.1057e-05+0.0016802i,0.00018118+0.0019004i,0.0010414+0.0015728i,0.003842+0.0012725i,0.0051098-0.00060661i,0.0013632-0.0030518i,-0.00017519-0.0030144i,0.003392-0.002311i,0.0053915-0.0029525i,0.0037698-0.0031512i,0.0021556-0.0014276i,0.0018575+0.00014082i,0.002462+0.00051236i,0.0027762+0.00055239i,0.0031295-0.00069792i,0.0031422-0.0016943i,0.0022251-0.0011406i,0.0011977-0.00094076i,0.00065058-0.00018898i,9.8824e-05+0.00033648i,0.00033153+0.00033781i,0.0017329+0.0003781i
0.00029912+3.7325e-05i,0.00046573-0.00062944i,0.0014586-0.00169i,0.0028993-0.0014638i,0.00096378-0.0014319i,-0.0013431-0.004301i,0.00046639-0.0051687i,0.0010943-0.0016733i,0.00020578-6.3426e-05i,0.00030585-0.0026036i,-9.0738e-05-0.0037231i,-0.00079699-0.0021765i,0.00040498-0.0011533i,0.00093819-0.0010323i,0.00012906-0.00095663i,-0.00044874-0.00064401i,-0.00041987+0.00045441i,-0.00037352+0.00098765i,-0.00082869+0.00060711i,-0.0010209-0.00013192i,-0.00088648-0.00018279i,-0.00073628-0.00011542i,-0.00050277-8.5604e-05i
0.00094235-0.00028133i,0.00034075-0.0003075i,-0.0011929-0.00032887i,-0.0031192-0.0012614i,-0.00082448-0.0014903i,0.0009935+0.00016203i,-0.0026959+0.00059476i,-0.0062503-0.0008911i,-0.0054863-0.0022246i,-0.0038412-0.0023593i,-0.0035042-0.0010004i,-0.0022855+0.00063157i,-0.00056977+0.0010837i,0.0002544-0.00029044i,0.0012969-0.0013461i,0.00093101-0.00085853i,0.00081252-0.001058i,0.001425-0.00043801i,0.0017211+0.0010635i,0.0015666+0.0013807i,1.338e-05+0.00095413i,-0.00025142+0.00013794i,0.00089914-0.0008875i
0.00093969-0.0020294i,0.00099929-0.0027566i,0.0019859-0.0037245i,0.0025949-0.002148i,3.0289e-05+0.0003902i,-0.0037251-0.0010469i,-0.0036337-0.0029629i,-0.0017024+0.00084596i,-0.0010425+0.0059162i,-0.0010885+0.0058056i,-0.0011005+0.0034646i,-0.00059443+0.0021855i,-2.7224e-05+0.00079885i,-0.00052173-0.00089534i,-0.0012705-0.0010882i,-0.00065114-0.00083371i,7.7334e-05-0.0011159i,-0.00013657-0.0015405i,-0.0004833-0.001435i,0.00024744-0.00098247i,0.00078469-0.00086813i,4.9989e-05-0.00084391i,-0.0003267-0.00015939i
0.001797-0.00043847i,0.00021856+0.00025196i,-0.0035954+0.0022284i,-0.0060434+0.0014007i,-0.002528-0.0017002i,0.0038884+0.00014796i,0.0030605+0.0042303i,-0.00092714+0.0062209i,0.0011324+0.0059641i,0.0034107+0.0040565i,0.0022567+0.0026591i,0.0016075+0.0022984i,0.0021718+0.0017152i,0.0030509+0.0010613i,0.0033697+0.00091691i,0.0026098+0.00069642i,0.0008569+0.00016309i,-1.2579e-05+6.1331e-05i,0.00043272+0.00026941i,0.00081686+0.00077517i,0.0011189+0.00071622i,0.0011157+0.00032024i,0.00037425-0.00021601i
3.0085e-05-0.00013391i,0.00042304-0.00087618i,0.0026961-0.0018366i,0.00709-0.0011587i,0.0061008+0.002628i,-0.00017307+0.0014823i,-0.001136-0.0036635i,0.0042879-0.0032521i,0.0088978-0.00035705i,0.0092476-7.0475e-05i,0.0061282-0.00079128i,0.0025373-0.00073984i,0.00059238-0.00023841i,-0.00048192-7.0394e-05i,-0.0015644-0.00064806i,-0.00246-0.0016206i,-0.0023313-0.0011635i,-0.0018635-0.00011381i,-0.001223+0.00012877i,-0.0012678+0.00058887i,-0.0011838+0.00046525i,-3.6433e-06+0.00020095i,0.00069517+0.00095074i
0.0013671-0.0013868i,0.0010733-0.00078936i,-0.0029902+0.0019117i,-0.0075355+0.0023562i,-0.0053074-0.0030226i,0.003452-0.0064815i,0.0064766-0.0019778i,0.0023474+0.0019888i,0.0012196-0.00033515i,0.002896-0.0044689i,0.0023114-0.005325i,0.00061423-0.0033662i,0.0011074-0.0024736i,0.0031327-0.0018761i,0.0042189-0.00051167i,0.0039351+0.00068676i,0.0035691+0.001227i,0.0041833+0.001555i,0.003443+0.0016446i,0.0017475+0.0012372i,0.00086512+0.0018227i,0.00017024+0.0018273i,-0.00051887+0.00033132i
-0.0010206-0.0013396i,-0.0019909-0.0024716i,0.00023354-0.0048108i,0.0057387-0.0028898i,0.0075477+0.0051904i,5.0274e-05+0.0068291i,-0.0071112-0.0021499i,-0.0071789-0.0081105i,-0.0033788-0.0081128i,-0.0013571-0.0061917i,-0.0021827-0.0036818i,-0.0019126-0.0014165i,-0.00048497-0.00028511i,-0.00059567+0.0003965i,-0.0012096+0.00063342i,-0.0007563+5.7932e-05i,-0.00028816-0.00031126i,-0.00049858+1.0845e-05i,-0.00089544+0.00057691i,-0.0012739+0.00080244i,-0.0014861+0.00046043i,-0.00025321+0.00036695i,0.0014868+0.00086584i
0.0033-0.0023089i,0.0033414-0.002152i,-0.00053695+0.0013649i,-0.0073034+0.00394i,-0.0098669-0.0034862i,-0.0032003-0.010815i,0.0025688-0.0068924i,0.00061696+0.00085633i,-0.003192+0.0037444i,-0.0046785+0.0024189i,-0.0041068+0.0011579i,-0.0021132+0.0010595i,-4.5168e-05+0.0012696i,0.0015992+0.00097965i,0.0024573-6.091e-05i,0.0026228-0.0014372i,0.0025834-0.0026524i,0.002252-0.0027814i,0.0021793-0.00191i,0.0020168-0.00041016i,0.0013652+0.0006707i,0.0011593+0.00057385i,0.00065053+0.00067641i
-0.00093842+0.0017896i,-0.001722+0.00059678i,-0.00022793-0.0032434i,0.0068065-0.005405i,0.014417+0.0015047i,0.0096343+0.0098332i,-0.0050164+0.0085537i,-0.011153+0.0039333i,-0.0059312+0.0037472i,-0.00097851+0.0047457i,-0.00052437+0.0037605i,-0.00093615+0.0025867i,-0.00043465+0.0011749i,-0.00054745-0.00024849i,-0.0014449-9.4765e-05i,-0.0021518-5.4261e-05i,-0.0030732-0.00089911i,-0.0029909-0.00083781i,-0.0017924+0.00039652i,-0.0013651+0.00039956i,-0.0012276-0.0005814i,-0.0011205-0.0010253i,-0.00073289-0.00069453i
0.0025462-0.00018615i,0.005149+0.0013105i,0.0050297+0.0056717i,-0.002694+0.011011i,-0.011422+0.006102i,-0.007919-0.0069881i,0.0025137-0.0087258i,0.0081856+0.0021093i,0.0090854+0.0094786i,0.0070477+0.0071419i,0.0033726+0.0031987i,0.00076864+0.0021807i,0.0010407+0.0010374i,0.0015924-0.0011203i,0.0020268-0.0018798i,0.0023698-0.0010895i,0.001031-0.00056817i,0.00016078-0.00071621i,0.00061025+0.00021556i,0.0010788+0.0009019i,0.0006546+0.00025769i,0.00040669-0.00012535i,0.00034592+0.00035259i
-5.0569e-05-0.0013347i,-0.0031932-0.0029689i,-0.006208-0.010556i,-0.001747-0.018016i,0.010707-0.012031i,0.015391+0.0046387i,0.0063663+0.012345i,-0.00040441+0.0081847i,0.0023636+0.0017827i,0.0059247-0.0024802i,0.0047869-0.0025028i,0.0025811-0.0011675i,0.0013803-0.00039806i,-0.00010273+0.0011161i,-0.00068124+0.0018803i,-0.00028346+0.0016716i,-0.00059093+0.0023238i,-0.00085022+0.0035559i,-0.0014055+0.0029467i,-0.0019279+0.0015991i,-0.0017552+0.00071083i,-0.00094965+0.00023076i,-0.00069482-0.0001437i
0.0018173+0.0014696i,0.0049513+0.0014702i,0.007684+0.0072879i,0.0022755+0.017689i,-0.010864+0.015939i,-0.015672-0.0020328i,-0.0062032-0.015061i,0.0046409-0.012397i,0.007828-0.0064491i,0.0051728-0.0038962i,0.0014588-0.0020362i,-0.00091933-0.00072901i,-0.00060557-0.00046559i,0.0017995+4.4593e-05i,0.0026765+0.00053461i,0.0017992+0.00034249i,0.00184-0.00019039i,0.0027681+0.00014575i,0.0029544+0.00016062i,0.0020062-0.00061275i,0.0018374-0.00045177i,0.0020399+0.00019784i,0.0015537+0.00063315i
-0.0024015-0.00011884i,-0.0057284-0.00097818i,-0.009885-0.0067251i,-0.0064201-0.017414i,0.0098809-0.021648i,0.022465-0.0098318i,0.014732+0.0033048i,0.00025904+0.0043771i,-0.0056652-0.00029847i,-0.0049715-0.0027585i,-0.0032731-0.0017415i,-0.002061-0.00034416i,-0.0011901+0.00047926i,-0.00013663+0.0012753i,0.0005712+0.0011742i,0.00086287+0.00063i,0.001405+0.00018615i,0.0014944+0.00025149i,0.0011469-0.00030213i,0.00069379-0.00021372i,-0.00050408+0.00013302i,-0.0014063+4.1365e-05i,-0.0012111+0.00025891i
0.0026994-0.0041372i,0.0061861-0.0040237i,0.011129+0.0034642i,0.010087+0.019988i,-0.0041171+0.029915i,-0.019507+0.016688i,-0.020388-0.0046085i,-0.011949-0.010657i,-0.0043154-0.004293i,-0.00086584+0.00077408i,-0.00016475+0.0016595i,0.00062941+0.0014881i,0.0022542+0.00086897i,0.0034252-0.00036575i,0.0030862-0.0016223i,0.0022787-0.0024284i,0.0019669-0.0029682i,0.00096614-0.0028267i,0.00051188-0.0024562i,0.0015569-0.0014059i,0.0014983-0.00077952i,0.0008725-0.00072372i,0.0011368-0.0006204i
0.001223-0.00084914i,-0.0051249-0.0011976i,-0.01436-0.0081145i,-0.019727-0.022642i,-0.0060519-0.03445i,0.015254-0.026287i,0.017931-0.004757i,0.0069265+0.010174i,-7.9323e-05+0.012662i,-0.00073502+0.0081028i,-0.00045711+0.0034799i,-0.00056069+0.0016679i,0.00079574+0.0017766i,0.0010915+0.00067113i,-0.00039506+1.2366e-05i,-0.0015019-0.00032997i,-0.0015419-0.00046947i,-0.0006464+0.00033892i,-2.4374e-05+0.0010555i,-0.00056118+0.00059474i,-0.00136+0.00039352i,-0.0014892+0.0009484i,-0.0021105-5.5235e-05i
0.0014606-0.0015408i,0.0056144-0.0030382i,0.015555+0.0011943i,0.022795+0.017305i,0.012463+0.035035i,-0.0095216+0.032779i,-0.020334+0.013607i,-0.01367+0.0013311i,-0.00074572-0.00094862i,0.0058586-0.0011135i,0.0035582-0.00097516i,0.00095332-0.0012202i,0.0013378-0.0020185i,0.002183-0.0028197i,0.0021146-0.0028002i,0.0016465-0.0018883i,0.0007224-0.0013856i,-0.00085427-0.00049489i,-0.0010846+0.00014167i,-0.00040871+0.00014927i,0.00013276+0.00010381i,0.00039474-0.00039556i,0.00037449-0.0010075i
-0.001817+0.0026093i,-0.0066804+0.0043677i,-0.018323+0.0027383i,-0.032085-0.010805i,-0.02596-0.032206i,0.00022447-0.039587i,0.018254-0.022604i,0.018676-0.0022447i,0.012917+0.0042799i,0.0066399+0.001394i,0.00080403-0.00114i,-0.0014022+5.7983e-06i,-0.00069541+0.0018983i,-0.0015221+0.0020026i,-0.0025571+0.0011372i,-0.0023169+0.00094139i,-0.00085174+0.0013804i,5.0644e-05+0.0015745i,-0.0003968+0.00091041i,-0.00054275+0.0008806i,-0.00089622+0.0017457i,-0.0017777+0.001835i,-0.0016535+0.0010788i
0.0019959-0.0025338i,0.0062987-0.006105i,0.019477-0.006457i,0.036324+0.0075665i,0.038455+0.032699i,0.018833+0.044578i,-0.0032547+0.031339i,-0.010966+0.010916i,-0.0071439-0.0014239i,-0.0027922-0.0043574i,-0.0015991-0.0023456i,-0.0010923-0.00034351i,-0.00062612-3.6327e-05i,0.00044668-0.0008636i,0.0010117-0.0012183i,0.0011264-0.00078526i,0.001206-0.0011723i,0.0008505-0.0013002i,0.0012906-0.0011828i,0.0016699-0.001431i,0.0014165-0.0011107i,0.0013545-0.00081841i,0.0017026-0.00052172i
0.003035+0.0011926i,-0.0030601+0.0049355i,-0.019171+0.0067326i,-0.04254-0.0018545i,-0.051833-0.024554i,-0.032065-0.043688i,-0.0046554-0.040075i,0.0074932-0.022783i,0.0066301-0.0091879i,0.001653-0.0015382i,-0.00092477+0.0025986i,-0.00078423+0.0041865i,-0.00054208+0.0047766i,-0.00045916+0.004557i,0.00012774+0.0041884i,0.00052093+0.0037118i,0.00073664+0.0019557i,0.00049424-9.3835e-05i,-0.00088358-0.00038167i,-0.0015761-8.9882e-05i,-0.0010183+0.00011411i,-6.7329e-05+0.00049868i,0.00072247+0.0013165i
0.00022699-0.0028237i,0.0050864-0.0093968i,0.02029-0.017197i,0.046962-0.014824i,0.065343+0.0030586i,0.051309+0.023958i,0.019261+0.028943i,-0.0029444+0.021117i,-0.0068515+0.012694i,-0.0023721+0.0057346i,0.00037597+0.00094526i,0.00020239-0.0013986i,0.00058155-0.002314i,0.0021079-0.0021898i,0.0030789-0.0026392i,0.0027661-0.0025992i,0.0012497-0.0016886i,7.0468e-05-0.0012322i,0.0002253-0.0012747i,0.0011417-0.001508i,0.001415-0.0018124i,0.0013437-0.0020433i,0.0011484-0.0019152i
0.0019625+0.0018743i,-0.0014142+0.0078754i,-0.017245+0.017971i,-0.045613+0.024179i,-0.068174+0.012072i,-0.061558-0.014954i,-0.035392-0.029642i,-0.01418-0.020151i,-0.0010238-0.0043134i,0.005295+0.0015502i,0.0048368+0.0012077i,0.0031089+0.0017854i,0.0023636+0.0023746i,0.0017742+0.0017515i,0.0010007+1.4711e-05i,0.0010019-0.00041115i,0.0011288+0.0013866i,0.00085699+0.0023509i,0.0008361+0.0023802i,0.00044001+0.0020714i,-0.00040436+0.0020588i,-9.9026e-05+0.0015241i,0.00037738+0.0005092i
0.0032877-0.0057197i,0.0027347-0.013309i,0.012537-0.029758i,0.035785-0.038798i,0.059948-0.026126i,0.061545+0.0011764i,0.040696+0.019221i,0.019769+0.020069i,0.010047+0.012105i,0.0062331+0.0015226i,0.0008226-0.0040334i,-0.0037004-0.003092i,-0.0030058-0.0015895i,-0.00030937-0.0022499i,0.00052963-0.003066i,0.00019693-0.0036385i,0.00021803-0.0032029i,-0.00058379-0.0015543i,-0.0011757-0.00094264i,-3.7566e-05-0.0016741i,0.00022472-0.0023501i,0.00016147-0.0019502i,0.00033462-0.0014814i
0.0083664-0.0010278i,0.0062735+0.0049282i,-0.0047339+0.020666i,-0.033255+0.04086i,-0.064829+0.043471i,-0.074378+0.023884i,-0.054767+0.0014676i,-0.027438-0.0068228i,-0.0078419-0.0054221i,0.00048644-0.004229i,0.00042989-0.0030287i,-0.00027556+0.00031878i,0.00019047+0.003415i,0.0007193+0.0040684i,0.0010235+0.0032305i,0.0011672+0.001812i,0.0017643-7.9327e-06i,0.0022919-0.0012008i,0.0017179-0.00056673i,0.00083797+0.00090234i,9.8916e-05+0.0014557i,-0.0013005+0.0011258i,-0.0020767+0.00084619i
-0.0209+0.0020323i,-0.017835-0.0004679i,-0.010116-0.0098509i,0.018018-0.034765i,0.057926-0.047135i,0.08027-0.039185i,0.063938-0.020816i,0.032101-0.0071507i,0.0092716-0.0023859i,-0.0011231+0.00077136i,-0.0030033+0.001915i,-0.0023753-0.00087946i,-0.0017175-0.0045579i,-0.0018902-0.0053054i,-0.0028788-0.0038149i,-0.0041294-0.00251i,-0.0043364-0.00052463i,-0.0027178+0.0013857i,-0.00078043+0.0015172i,0.00077134+0.00010762i,0.0011487-0.0013275i,0.001083-0.0014471i,0.001049-0.00070309i
-0.0016876+0.0026667i,0.0025915+0.013641i,0.0018212+0.040147i,-0.0080427+0.070659i,-0.027113+0.083804i,-0.042645+0.068408i,-0.041086+0.037827i,-0.027735+0.014328i,-0.015256+0.0053584i,-0.0057848+0.0047859i,0.00055192+0.0037948i,0.003192+0.0013178i,0.0040572+0.00014101i,0.0034222+0.000165i,0.0027226+0.00068394i,0.0021989+0.0010704i,0.00085947+0.00064343i,0.00028085+0.0008157i,0.00089611+0.001572i,0.0013915+0.0023097i,0.0012073+0.0030335i,0.00070433+0.0027796i,0.00088459+0.001957i
-0.005557-0.0049251i,-0.012157-0.013073i,-0.016621-0.037564i,-0.010653-0.073781i,0.0092333-0.098139i,0.032658-0.092477i,0.036255-0.062832i,0.021385-0.030662i,0.0086695-0.0077353i,0.0038395+0.0032109i,0.0018473+0.0046742i,-0.00023916+0.0029412i,-0.0012706+0.00046861i,0.0004429-0.00075314i,0.00127-0.00083843i,0.0012366-0.00032076i,0.0022387+0.00086834i,0.0025817+0.0015149i,0.001461+0.00066611i,-0.00052872-0.00061113i,-0.00079872-0.0012795i,0.00028511-0.0023408i,0.0012282-0.0029823i
0.0041423+0.0020809i,0.010326+0.011579i,0.018197+0.037838i,0.022224+0.075513i,0.018126+0.10151i,0.0012192+0.095329i,-0.014619+0.063596i,-0.016089+0.035139i,-0.0072205+0.019122i,0.0031564+0.0071115i,0.0059742-0.0012367i,0.0033011-0.0032047i,0.0022221-0.0017927i,0.0022887-0.0006232i,0.0015368-0.00044273i,0.0016485-0.0001598i,0.0019898-0.00024938i,0.0015106-0.0010497i,0.00072288-0.00026543i,0.0014094+0.0013973i,0.0023689+0.0018836i,0.0012664+0.0019647i,-0.00013174+0.0026712i
-0.0046655-0.0022717i,-0.014101-0.010964i,-0.028515-0.034199i,-0.041194-0.069173i,-0.045645-0.098715i,-0.03412-0.10246i,-0.016618-0.077217i,-0.0059314-0.043427i,0.00050037-0.019624i,0.0028851-0.008311i,0.0016081-0.0027i,0.00066935+0.00088523i,0.00089005+0.001147i,0.00099537-0.00044914i,0.00098219-0.0014599i,0.00041389-0.0014566i,0.00066815-0.00086736i,0.0011844-0.0011994i,0.00022213-0.0013598i,-0.0016893-0.00094102i,-0.003669-0.0015491i,-0.002741-0.0018201i,-0.00018931-0.0011475i
0.0016892-0.00024613i,0.011621+0.0086643i,0.029545+0.029763i,0.053659+0.061239i,0.071025+0.088335i,0.064029+0.090626i,0.038918+0.068778i,0.021152+0.041871i,0.014777+0.019332i,0.0079768+0.0016255i,0.00076439-0.0048903i,-0.002138-0.0027447i,-0.00066195-0.00072544i,0.0010058-0.0002844i,0.00060626-0.00033786i,-6.4074e-05-0.00099281i,-0.0010211-0.0014542i,-0.0016469-0.0015098i,-0.0011128+0.00037138i,0.00076423+0.0018738i,0.0022117+0.001662i,0.0015806+0.0014816i,0.00070491+0.0010999i
-0.0086141-0.00077808i,-0.018879-0.0051383i,-0.042709-0.017569i,-0.071478-0.039439i,-0.090233-0.060523i,-0.084229-0.064721i,-0.057886-0.04964i,-0.033169-0.029391i,-0.018628-0.014662i,-0.0097391-0.0049846i,-0.0037349+0.00062231i,0.00031009+0.001371i,0.0019498-0.0011417i,0.0018086-0.0022501i,0.001403-0.0014417i,0.00070114-0.0010252i,0.00031886-0.00066111i,0.00057531+0.00012835i,-0.00013223+0.00058931i,-0.0020045+0.00010403i,-0.0036867-0.00019943i,-0.0030483-0.00093495i,-0.0017618-0.00077044i
0.0049239+0.0016471i,0.017663+0.0059587i,0.045885+0.014471i,0.084658+0.025076i,0.11489+0.035304i,0.11628+0.036646i,0.086182+0.026933i,0.048567+0.014413i,0.022577+0.0059858i,0.0069585+0.002242i,-0.00094144+0.00085235i,-0.0028932+0.00074101i,-0.0017365+0.0018166i,-0.00027926+0.0024598i,-0.00047534+0.001938i,-0.000597+0.0015484i,-0.00050909+0.0016121i,-0.00020665+0.0017987i,0.0016419+0.0015832i,0.0035572+0.00080329i,0.0036177-9.8421e-06i,0.0030074-0.00026562i,0.0022886-0.0002348i
-0.006461+0.0018653i,-0.020156+0.00045946i,-0.050724-0.0027697i,-0.092119-0.0047045i,-0.11998-0.0053649i,-0.11564-0.0078343i,-0.085232-0.0082918i,-0.052424-0.0027736i,-0.027967+0.0051904i,-0.0097673+0.0075037i,0.0012429+0.0048381i,0.0033486+0.0011861i,0.0017277-0.0025828i,0.00071544-0.0042176i,0.0010397-0.003763i,0.0021679-0.0022008i,0.0031927-0.00047682i,0.002835-5.5485e-05i,0.0013533-0.00025859i,-0.00031923+0.00021652i,-0.0015821+0.0012419i,-0.0019749+0.0014758i,-0.002131+0.00084873i
0.0023893-0.0042967i,0.015679-0.0019083i,0.046286-0.00016718i,0.087577-0.0088208i,0.11865-0.026049i,0.11756-0.036582i,0.083171-0.033568i,0.045705-0.022638i,0.023831-0.011638i,0.011566-0.0054857i,0.0037759-0.0017107i,0.00038153+0.0013374i,0.0001691+0.0028018i,0.0011371+0.0032851i,0.0015187+0.003651i,0.0010064+0.0034866i,0.00079305+0.0026442i,0.0013693+0.0019474i,0.0024069+0.00080105i,0.0028443-0.00048221i,0.0027656-0.001144i,0.0029448-0.0011054i,0.0026668-0.000699i
-0.0057128+0.00022452i,-0.019475+0.0029155i,-0.051462+0.01041i,-0.090766+0.030346i,-0.11159+0.05651i,-0.10317+0.065209i,-0.073968+0.052593i,-0.040938+0.039178i,-0.014427+0.0279i,0.0010096+0.012618i,0.0050785+0.00041693i,0.002844-0.0036884i,0.0008589-0.0040998i,0.00070488-0.0032623i,0.00075134-0.0031548i,0.0015238-0.0041209i,0.0024346-0.0042257i,0.0014111-0.0038042i,-0.00066981-0.0024979i,-0.0021225-0.00021311i,-0.002241+0.0016867i,-0.0014559+0.0021651i,-0.0010676+0.0019995i
0.0040563-0.0021636i,0.017067-0.0058266i,0.044009-0.016698i,0.077177-0.042348i,0.092999-0.076815i,0.077261-0.092233i,0.04444-0.076129i,0.019791-0.048821i,0.0090368-0.029385i,0.0017492-0.016066i,-0.0029399-0.0046414i,-0.0020388+0.0029716i,0.0012788+0.0055934i,0.0043665+0.0052437i,0.0044258+0.0043287i,0.0022121+0.0026712i,9.1057e-05+0.00073234i,-0.00074256+0.00084443i,0.00011283+0.0012531i,0.00090545+8.6405e-05i,0.0010473-0.0013391i,0.00062677-0.001854i,0.00042282-0.0021205i
-0.0025572+0.0054606i,-0.014543+0.010186i,-0.037517+0.025716i,-0.058659+0.059685i,-0.059547+0.09988i,-0.038438+0.1104i,-0.013873+0.085658i,0.0013633+0.053854i,0.0088148+0.029341i,0.0092673+0.00946i,0.0037749-0.0012235i,-0.00033167-0.0035997i,-0.0010221-0.0051073i,-0.0019564-0.0055217i,-0.0032154-0.0048834i,-0.0030634-0.0040831i,-0.0024837-0.0033519i,-0.0024613-0.0022789i,-0.002434+2.0838e-05i,-0.0017944+0.0022701i,-0.00051632+0.0026803i,0.00026721+0.0018309i,0.00042232+0.0017684i
