-0.00028205+0.00054198i,0.00022211-0.00062176i,-0.00054753-0.0018182i,-0.00086205-0.0014671i,-0.00047434-0.0010507i,-0.001023-0.0010224i,-0.0017443+0.00046993i,-0.00041104+0.0019787i,0.0015303+0.0011668i,0.001333+0.00026515i,0.00055801-0.00014747i,0.00085102-0.00052323i,0.0011317-0.00010728i,0.00021885-6.0623e-05i,-0.00090791-0.00020942i,-0.00071788-3.7698e-05i,1.0798e-05+0.0001445i,0.00089131-0.0002085i,0.0014769-0.0003416i,0.0011224-0.00030871i,0.00041227-1.0226e-05i,0.00072205+0.00057756i,0.00084194+0.00061724i
0.0012422-0.00011099i,0.00040587+8.4279e-05i,-0.0018663+0.00080525i,-0.0026339+0.0021227i,-0.0016548+0.0037387i,-0.00035574+0.0027721i,0.00043321+0.0016641i,0.00069518+0.001882i,0.0011219+0.0006766i,0.0011911-0.00063548i,0.00021346-0.00066698i,-0.0013254+0.00034127i,-0.0012031+0.001301i,0.00051556+0.00061613i,0.00081934+0.0004617i,-0.00014221+0.00080661i,-1.6724e-05+0.00068991i,0.00089318+0.0015703i,0.00071007+0.0019441i,6.7023e-05+0.00075552i,1.8015e-05+0.00023635i,0.00029244+0.00020105i,-0.00024284+0.00067931i
-0.0003444+0.0003984i,0.00010546+0.0010214i,0.00064504+0.0015091i,0.0019228+0.00090086i,0.0037934+0.00041377i,0.0040078-0.0011155i,0.0018151-0.0017715i,-0.00013982-0.00035169i,0.000466+0.0006561i,0.00094344+0.000407i,0.00060873+0.00043427i,0.00052199+0.0011159i,0.00028042+0.0010941i,-0.00020513+0.0002279i,-0.00013626+0.00060781i,0.00015626+0.00010984i,0.0009615-0.0012497i,0.00071599-0.0014496i,-0.00036704-0.0012287i,-0.00022058-0.0010376i,-0.00011062-0.00067237i,-0.00041824+0.0001924i,-2.7366e-05+0.00023664i
0.0015026+0.0020541i,0.00064012+0.00080566i,0.000525+0.00039023i,0.0020888+0.00092387i,0.0031253+0.0008833i,0.0026515-0.0008856i,0.0010439-0.0023349i,0.00069773-0.001358i,0.0016044+0.00047466i,0.0019074-0.00032513i,0.0011278-0.0014011i,0.00087893-0.00094271i,0.0010586-7.5968e-05i,0.00086028-0.00017838i,0.00098188-0.00051408i,0.0017655+0.00050806i,0.0017887+0.0017161i,0.0014404+0.0017276i,0.0017119+0.0016516i,0.002135+0.001296i,0.0020135+0.00057485i,0.0013985-0.00016047i,0.00039481-3.9942e-05i
-0.0012659+0.00068111i,-0.0006434+0.0009791i,0.00016788+0.00079013i,0.00026503-0.00082188i,-0.00039482-0.0033589i,-0.001107-0.0043839i,-0.0020969-0.0030813i,-0.0022747-0.0003867i,-0.00079135+0.0011168i,0.00040816+0.00029822i,0.000446-3.157e-06i,0.00020225+0.0010698i,3.5988e-05+0.0013236i,-0.00047282+0.00036325i,-0.00047486-0.00081578i,5.2309e-05-0.0011959i,-0.00033995-0.0012119i,-0.00070654-0.0010876i,-0.00064498-0.0011623i,-0.00013014-0.00085611i,0.00021405-0.00019448i,-2.861e-05+9.7789e-05i,0.000251+0.00028628i
-0.0013915-0.002319i,-0.0020891-0.0019131i,-0.00307-0.0013459i,-0.0029167+0.0012582i,-0.0015666+0.0025281i,-0.00034902+0.00090833i,-0.00030342-0.00036253i,-0.00053895+0.00039647i,0.00016124+0.0011485i,0.0010372+0.00022662i,0.00041245-0.00093729i,-0.0004705-0.0010228i,0.0001576-0.00045216i,0.00050951-0.00053833i,0.00033811-0.00059912i,0.00080147+0.00024522i,0.0014343+0.00087196i,0.0018314+0.0011685i,0.0023587+0.0010024i,0.0019476+0.00015098i,0.00061411-0.00056847i,-7.2364e-05-0.0010687i,-0.00037464-0.00066866i
-0.0008491+0.00046395i,-0.00038231+0.00072057i,-0.0013883+0.001421i,-0.0021774+0.0020825i,-0.0019272+0.0017568i,-0.00034172+0.00038052i,-0.00043251+0.0004255i,-0.0014123+0.0020737i,-0.00031562+0.0025276i,0.00093343+0.0012121i,0.00088778+0.00035156i,0.00056337+0.000175i,0.00083986+8.8787e-05i,0.0012258+0.00054849i,0.0012681+0.00050772i,0.0003578-0.00017161i,-0.00093698-0.00068419i,-0.0010836-0.00051013i,-0.00096261+0.00050963i,-0.0011038+0.00062387i,-0.00043483+0.0011389i,-2.4048e-05+0.0010117i,-0.00029466+0.0001353i
0.00094378-0.0020037i,-0.00057402-0.0017933i,-0.0015638-0.0021565i,-0.00029392-0.00026733i,0.0021886+0.001964i,0.0043691+0.0010468i,0.0038751-0.00043707i,0.0018938+0.0012868i,0.0018234+0.0022138i,0.0023371+0.00023857i,0.0012792-0.00085576i,0.00041796-9.6446e-05i,0.00032424+0.0002402i,0.00043136-0.00020452i,0.0012089-0.00033872i,0.001824-0.00022937i,0.0018159-0.00061313i,0.0015621-0.00099184i,0.00046526-0.0011498i,-0.00011971-0.00082248i,6.4288e-05-0.00011518i,5.0384e-05-0.00023389i,-0.00023086+0.0001379i
-0.0026073-0.00068836i,-0.0020759+0.00091112i,-0.0024228+0.001967i,-0.0019864+0.0032972i,-5.3918e-05+0.0024362i,0.0014484-0.00054491i,0.00085217-0.0016361i,0.00043766-0.00073485i,0.0016084-2.4412e-05i,0.0016396-0.00043249i,0.00071326-0.00052216i,0.00058537+1.0105e-06i,0.0011948-5.0242e-05i,0.0012473-0.00074153i,-0.00010405-0.00015574i,-0.00046569+0.00043085i,-0.0006527+0.00031657i,-0.0015671+0.00022046i,-0.001373+0.00034128i,-9.3802e-05+0.00073762i,0.00053131+0.00053286i,0.00045595-0.00021683i,0.0005104-0.0006693i
0.0014924-0.00044774i,0.0012909-0.00011449i,0.00086404-0.00095411i,0.00075468-0.0016597i,0.0014421-0.0021204i,0.0019969-0.002675i,0.00084722-0.0026349i,-0.00016292-0.00088238i,0.0008306+0.00031463i,0.00059677-0.00079396i,-0.00070995-0.00029189i,-0.00080075+0.0005487i,0.00045635-0.000805i,0.0010401-0.0019463i,0.0011755-0.002426i,0.0016473-0.002204i,0.0020654-0.0014335i,0.0020624-0.00063834i,0.0014742+0.00043454i,0.00082673+0.00054671i,0.00035044-0.00046675i,0.00028335-0.00040658i,0.0002828+0.00024717i
-4.2706e-05-0.00075379i,-0.0014315-0.00041689i,-0.0027868-0.00038361i,-0.0047258-0.00012615i,-0.0045525-0.00013828i,-0.0031042-0.00013958i,-0.0019992-4.301e-06i,-0.0015901+0.00024447i,-0.00072821+0.00079827i,0.00020952+0.00089263i,-8.0815e-05+0.00037519i,-8.7723e-06-3.5506e-05i,0.0012217-4.242e-05i,0.0014772-0.00057503i,0.00097687-0.00071801i,0.00024424-0.00060624i,0.00016359-0.00036355i,0.00015926+0.00075295i,5.6083e-05+0.0013442i,0.00078686+0.00051498i,0.0011596+0.00020179i,0.0005277+0.00024267i,0.00030294-1.2525e-05i
-0.001363-0.0011894i,-0.0010028-0.0010934i,-0.0010192+0.00027266i,-9.7035e-05+0.0025917i,0.0018922+0.003255i,0.0022215+0.00135i,0.00080203-0.00044421i,-0.0001101+0.00057365i,0.0007647+0.0016666i,0.0018661+0.0013102i,0.0010523+0.0012321i,0.00016701+0.0011813i,0.00046319+2.1338e-05i,0.00081886-0.00074979i,0.0011559-0.0011537i,0.0011018-0.0019117i,0.00069394-0.0023482i,0.00061232-0.0022804i,0.00094648-0.0014227i,0.00093016-0.0011779i,2.3495e-05-0.00079086i,-0.00081793+0.00038444i,-0.0015071+0.00094572i
-0.0022745+0.001235i,-0.0011548+0.0017711i,-0.0012504+0.0022914i,-0.00066005+0.0029032i,0.0013271+0.002167i,0.002204-0.00025387i,6.6109e-05-0.0021235i,-0.0014775-0.00067862i,0.00036758+0.0016567i,0.0022857+0.0010786i,0.0022761-0.00070229i,0.0014317-0.000938i,0.0010829-0.00043908i,0.00043665-0.00015456i,-0.00063399+0.00062452i,-0.00075978+0.0015076i,-0.00015983+0.0022221i,-0.00019951+0.0024506i,-0.00015047+0.0016003i,0.00045936+0.00059563i,0.000699-0.00041057i,0.00080428-0.00075227i,0.00030568+0.00011131i
-0.0007539+0.0016565i,0.00054913+0.0019962i,0.0014721+0.0025748i,0.0024974+0.0016453i,0.0033524-0.00051419i,0.0036244-0.0021241i,0.0015723-0.0020984i,-0.00029322+0.00058715i,0.00076577+0.0023168i,0.0019578+0.00072519i,0.0017571-0.00069188i,0.0013466-0.00039831i,0.0011804+0.00021139i,0.00039983-0.00036454i,-0.00048738-0.0015605i,-0.00049425-0.0023179i,5.4879e-05-0.0020261i,0.00071244-0.0016638i,0.0012177-0.0013855i,0.0004857-0.00036818i,6.7248e-05+0.00034329i,-0.00012297+0.0006945i,-0.0003609+0.0011149i
0.00076051+0.0014562i,0.00146+0.0011626i,0.0015568+0.00024856i,0.001018-0.00035814i,0.00068229-0.0020056i,0.00021518-0.0035306i,-0.00057436-0.0023405i,-0.00039705+0.00054403i,0.0011177+0.001778i,0.0025618+9.0482e-05i,0.0016106-0.0012167i,-0.00013558-0.001455i,-0.00044811-0.0011644i,5.3807e-05+0.00034465i,0.00059508+0.0014739i,0.0010637+0.0013824i,0.0017433+0.0019462i,0.0015517+0.0020764i,0.00092842+0.0012767i,0.00061454+0.00047481i,0.0004734-0.00037047i,0.00083062-0.00068801i,0.00080756-0.00057878i
0.0014015+0.00052686i,0.0015846-0.00047548i,0.0024599-0.0014048i,0.0015364-0.0015855i,0.00064132-0.0011544i,0.00035133-0.0017627i,0.00059425-0.0014533i,0.00076361+0.00071436i,0.00061751+0.0015676i,0.00062023+0.00042798i,-0.00049909-0.00034178i,-0.001512+7.2569e-06i,-0.00081747-2.6203e-05i,0.00013798-0.00095614i,0.00053428-0.0021078i,0.0012461-0.0027268i,0.0019899-0.0028779i,0.0013514-0.001757i,0.00029789-0.0011932i,0.00011104-0.0011305i,-0.0002376+0.00014973i,-0.00042901+0.00085019i,-2.933e-05+0.00051538i
-0.0020146-0.0008027i,-0.0031045-7.9254e-05i,-0.0043489+0.0016592i,-0.0048621+0.0028048i,-0.0038711+0.0027541i,-0.0011526+0.0010896i,0.00022953-0.0013479i,0.00038944-0.0019541i,0.0010921-0.00047308i,0.0013346+3.772e-06i,-0.00014267+0.00010235i,-0.0011594+0.00081158i,0.00038805+0.00064989i,0.0022052-0.00011066i,0.002067-0.00043781i,0.0018874-0.00013522i,0.0015082+0.0006402i,0.00057061+0.00078337i,0.00077704+0.00053799i,0.0012046+0.00048911i,0.0008276+0.00019141i,0.00054666-0.00025548i,0.00066228-0.0010181i
-0.00020951+0.0010012i,-0.00049043+0.00052165i,0.00061783+0.0012454i,0.0030479+0.0013184i,0.0042189+0.00031525i,0.0024734-0.0015793i,-0.00043758-0.0025533i,-0.0020641-0.00099022i,-0.00075474+0.00048845i,0.00073442+0.00037682i,0.00045353+0.0010029i,-0.00010029+0.0019697i,0.00010743+0.0014788i,0.0001036-0.00021868i,-0.00014163-0.0016738i,-0.0011918-0.0020259i,-0.0014927-0.001703i,-0.0012658-0.00079083i,-0.0011124+9.8147e-05i,-0.00018516+0.00031452i,0.00082438+0.00053945i,0.00067586+0.00048449i,1.9395e-05-0.00052597i
-0.0007329+0.00057688i,-0.00072509-0.0011704i,-0.00057381-0.0024234i,-0.000319-0.00071344i,0.00082563+0.00036017i,0.0009421-0.001308i,-0.00078248-0.0021981i,-0.0015677-0.00047493i,-0.00033868+0.0017432i,0.0013105+0.0021009i,0.0022641+0.0013729i,0.0020608+0.00095386i,0.0019493+0.00079195i,0.0016757+0.0012468i,0.0012711+0.0019243i,0.0013167+0.0021585i,0.0018276+0.0016195i,0.0020927+0.00068072i,0.0017556-1.3047e-05i,0.00097136+0.00027462i,-4.2911e-05+7.4817e-05i,-0.00097258-0.0010184i,-0.00081528-0.0008057i
-0.00094702-0.001415i,-0.001439-0.0011796i,-0.0016359+0.0006931i,-0.0011388+0.0017555i,0.00049931+0.0012457i,0.00086013-0.00031439i,0.00041917-0.00082065i,-6.3897e-05+0.00078148i,0.00075163+0.00099003i,0.0019694-0.00050761i,0.0018178-0.0017755i,0.0021162-0.001448i,0.0018523-0.00097482i,0.00069416-0.0013674i,0.00026475-0.0019163i,-0.00064722-0.0014628i,-0.0016043-0.00066869i,-0.0014752-0.00043723i,-0.00027909+0.00021551i,0.0007566+0.00022539i,0.00066349+0.00035248i,0.00025049-0.00011595i,0.00051364-0.0010797i
0.00058102-7.2438e-05i,1.881e-05-0.00060592i,-1.1718e-05-0.00067024i,0.00030307-0.00098148i,0.0009133-0.0012355i,0.00050086-0.001076i,-7.0099e-05-0.0015064i,0.00088072-0.00026314i,0.0019477+0.0012373i,0.0014692+3.4679e-05i,0.00013013-0.0015158i,0.0001104-0.0012489i,0.00072658-0.0010142i,0.0011674-0.00047221i,0.0020434+0.00028447i,0.002249+0.00051308i,0.002408+0.00028094i,0.0017818-0.0001912i,0.00079355-0.00033563i,0.00014398-3.5545e-05i,-0.00083211+0.00028188i,-0.0012826-0.00033042i,-0.0016691-0.00049475i
-0.0015095+0.00034316i,-0.00076992-0.001037i,-0.00096672-0.0006452i,-0.00026371+0.00049383i,0.0013847+0.0005429i,0.0026744-0.0012445i,0.0017693-0.0017492i,0.00043263+0.00039746i,0.0016264+0.0020061i,0.0021759+0.0014532i,0.00089249+0.00020057i,-1.0401e-05-0.00070593i,0.00036849-0.0012216i,0.00075835-0.0016284i,-4.3405e-05-0.0022603i,-0.0010039-0.0018879i,-0.0015484-0.00079012i,-0.0012278-0.00025348i,-0.00085137+4.6515e-05i,-0.00026865+0.00039165i,0.00018166+0.00043629i,-7.842e-05-0.00029582i,-7.2549e-06-0.00077766i
-0.00055839+0.0010874i,-0.0015919+0.00091898i,-0.0015084+0.0010061i,-0.00066578+0.0020241i,0.00048368+0.0022792i,0.0013587+0.00033945i,8.5677e-05-0.0012135i,-0.0015612-0.00072358i,-0.00050806+5.9141e-05i,0.0012956+0.00026253i,0.00012933+0.0003514i,-0.00091171+0.00061918i,-0.0001366+0.0009521i,0.00025366+0.0010058i,0.00052641+0.00037231i,0.0013001-0.00042296i,0.0015186-0.00076951i,0.0011247-0.00098721i,0.00046122-0.0013189i,-0.00034404-0.00071249i,-0.0003708+0.00053702i,-0.00044257+0.00078124i,-0.00073568+0.00042806i
-0.00048668-0.0020182i,-0.0010532-0.00045449i,-0.0021687+5.9826e-05i,-0.0012945+0.00058577i,0.00028993+0.00029194i,0.0006395-0.0017038i,-2.6002e-05-0.0023365i,-0.00026306-0.0009944i,0.00094125+0.00022783i,0.0012938+0.0013412i,0.0004823+0.0017312i,0.00084872+0.002064i,0.00095724+0.0020436i,0.00027565+0.0015431i,-0.00078252+0.00063706i,-0.0018612-0.00069137i,-0.0020709-0.00033427i,-0.0018141+0.0008133i,-0.0011473+0.0011483i,-0.00023704+0.00097859i,0.00030973+0.00065766i,0.00038798+3.1287e-05i,0.0003783-0.00050931i
5.173e-06+0.0030482i,-1.0285e-05+0.0032998i,0.0016574+0.0031143i,0.002775+0.0022431i,0.0027481+0.00010269i,0.0032222-0.0025597i,0.0011072-0.0029373i,-0.001355-0.00018502i,-0.00027662+0.0015508i,0.0012663+0.00014065i,0.0011008-0.00061074i,0.001353+0.00048618i,0.0018268+0.00076722i,0.0020998+0.00019288i,0.003005+0.00022996i,0.0035804+0.0001739i,0.0024252-0.00024955i,0.00099486-0.00044754i,0.00079963-0.0011641i,0.0011106-0.0010893i,0.0011067+2.4031e-05i,0.0011814+0.00065973i,0.001369+0.00081759i
0.0023615-0.0013463i,0.0019437-0.0011748i,0.0011695-0.00087893i,-0.00010453-0.00085796i,-0.0003141-0.00062851i,-0.000446-0.00083949i,-0.00054041-0.0011217i,-0.00020604+0.00022396i,0.00041591+0.0014922i,0.0011488+0.00020077i,0.00053745-0.0010605i,0.0001098-0.00036877i,0.00044519-0.00015176i,-0.00021569-0.00088609i,-0.0018959-0.0013309i,-0.002562-0.00027848i,-0.0011696+0.00094754i,0.00014544+0.00066957i,0.00073252-0.00026374i,0.00073429-0.00088272i,0.00026235-0.0011033i,-0.00066403-0.0008467i,-0.00061106-0.00076291i
0.0021343-0.00016908i,-0.00013326-0.0022261i,-0.0017726-0.0035011i,-0.0025772-0.0025234i,-0.002342-0.0012759i,-0.0013511-0.0014724i,-0.0016343-0.0005793i,-0.0014272+0.0012208i,0.00058904+0.0019169i,0.0010462+0.0005215i,3.2309e-05-0.00087561i,-0.00026751-0.00074951i,0.00044515-0.00042054i,0.0017811-0.00088692i,0.0031414-0.0012568i,0.0037777-0.001588i,0.0021329-0.0022169i,0.00054152-0.0018053i,0.00025898-0.0013222i,-5.4813e-05-0.0014622i,9.9807e-05-0.0013104i,0.0007643-5.4108e-05i,0.0010093+0.00016218i
-0.00025849-0.0009361i,-0.001166+0.0001968i,-0.001934+0.0005712i,-0.00085153+0.0012613i,0.00057931+0.0021162i,0.0013034-5.3947e-05i,0.0012662-0.0018591i,0.0010745-0.00039628i,0.0018245+0.00083884i,0.0017606+0.0004188i,-6.0987e-05+0.00037289i,-0.0011519+0.0012148i,-0.0012149+0.0010551i,-0.0015515+0.00033731i,-0.0023232-0.00015359i,-0.0023277-0.00011483i,-0.0016471+0.00054927i,-0.000822+2.1087e-05i,-0.00091682-7.7222e-05i,-0.0011848+0.00076032i,-0.00067542+0.00085785i,-0.00045185+0.0011001i,-0.00063592+0.0010002i
-0.0019764+0.00022955i,-0.0011869+0.00093158i,-0.00078713+0.0011626i,2.037e-07+0.00090324i,0.0013753+0.001209i,0.0019188-0.00064343i,0.00078045-0.0020864i,0.00066215-0.00076481i,0.0024288+0.00061597i,0.0021729+0.00055122i,0.00098721+0.00058667i,0.00069523+0.00055754i,0.0007142-0.00019969i,0.00058012-0.0015798i,0.0012748-0.0021313i,0.0023537-0.0027149i,0.0018124-0.0023537i,0.00053279-0.0014345i,-0.00021827-0.00039708i,-0.00059757+0.0004507i,3.4924e-05+1.2994e-05i,0.00086851-0.0006439i,0.0012813-0.00057021i
1.4733e-06-0.0025394i,-0.00080231-0.0013343i,-0.0021038-0.00056049i,-0.0021396-0.00096188i,-0.0009564-0.00088904i,-0.00094082-0.00034466i,-0.00051091-0.00099689i,-9.8073e-05-0.00057826i,0.00088191+0.00021024i,0.001792+0.00011324i,0.0012133+0.00073728i,0.00070047+0.0015525i,0.0010229+0.0019875i,0.00053435+0.0020832i,-0.00044971+0.0026114i,-0.0011267+0.0027539i,-0.00069448+0.0018997i,-8.8648e-05+0.00073504i,9.4601e-05+9.3121e-05i,3.6178e-05+2.9369e-05i,0.00024854+0.0008187i,0.00079626+0.0011312i,0.00073296+0.00086551i
0.00087478-0.00048685i,-0.00054045-5.4409e-05i,-0.0017038+0.0010165i,-0.0014264+0.0019218i,0.00081437+0.0017398i,0.0015765+5.9415e-05i,0.00064011-0.0005314i,0.0012749-4.4169e-05i,0.0024465+0.00053196i,0.0026261-0.00019403i,0.0020697-0.0012557i,0.0012915-0.0011591i,0.0017857-0.00098327i,0.0025305-0.0014428i,0.0041536-0.0026653i,0.0050721-0.0036035i,0.0033597-0.0029912i,0.001415-0.00090816i,0.00049857-0.00017296i,0.00011491-0.00030874i,3.7572e-05+0.00016002i,1.2716e-05-0.00059106i,0.00012444-0.0017207i
-0.00054768+0.00042784i,5.3184e-05+0.00057441i,0.00026978+0.00064961i,0.00075677+0.00067765i,0.0017418+0.00087791i,0.0021585-0.00047016i,0.00018816-0.00099935i,-0.0012627+0.00014521i,-0.00035462+0.00045529i,0.00086277-0.00033313i,0.0011506-0.0007464i,0.00073294-0.00071914i,-0.00017379-0.00074664i,-0.00049647-0.0001595i,-0.00050596+0.0012659i,-0.0010842+0.0021734i,-0.00061402+0.001306i,0.00020978+0.00013051i,0.00061675+0.00070197i,0.00070543+0.0016379i,-0.00019621+0.0013828i,0.00012901+0.0011296i,0.00087367+0.00081204i
8.5187e-05-0.00091329i,-0.00080001-0.0016012i,-0.0014739-0.00097789i,-0.00083915-8.377e-05i,0.00027499-0.0002817i,0.0010511-0.0012574i,0.00049937-0.0013425i,-0.00039484+0.00038891i,0.00065978+0.0011478i,0.00096342-4.5283e-05i,-0.00037993-0.0004271i,-0.00083441-0.00032086i,-0.00011408-0.00082291i,0.0012865-0.002005i,0.0025526-0.0034684i,0.0022194-0.0046953i,0.0008046-0.0038798i,0.00068694-0.001653i,0.0010624-0.0012406i,0.0011324-0.0016201i,0.0010921-0.0010485i,0.00050307-0.00071201i,0.00021865-0.00056521i
0.0022591+0.0011172i,0.0029977+0.00028949i,0.0039879-0.00049658i,0.0024746-0.0013292i,0.00083336-0.0018425i,0.00029284-0.0022713i,-0.00099368-0.0013985i,-0.0012895+0.00056713i,0.00055894+0.0017653i,0.0013712+0.00017955i,-0.00080613-0.00083749i,-0.0016091+0.0010869i,-0.0014702+0.0025909i,-0.0018602+0.0025635i,-0.0015372+0.0025863i,-0.00073388+0.0028427i,2.136e-06+0.0015814i,0.00013147-7.4595e-05i,-0.00025946-0.00067593i,-0.00048274-0.00041681i,-0.00021832+8.1006e-05i,5.3453e-05+0.00031892i,0.00036369-0.00012221i
0.0029049-0.0010813i,0.00085696-0.0015124i,0.00030458-0.0011883i,-0.00048151-0.00021885i,-0.0012321+0.00012146i,-0.0012594-0.00084897i,-0.00063796-0.0013626i,0.0005349+0.00023363i,0.0017086+0.0011786i,0.0016923+0.00043806i,-8.8019e-05+0.00028822i,-0.00087615+0.00092495i,1.8746e-05+0.0011922i,0.0004049-0.00023904i,0.00060164-0.0025247i,0.0011004-0.0034592i,0.00085151-0.0022507i,0.00066656-0.0013277i,-0.00017929-0.0012505i,-0.00091344-0.00050597i,-0.00084991-0.00014143i,-0.00097791+3.7561e-05i,-0.00064723-0.00029938i
0.0010722-0.0021046i,-0.00050341-0.0019048i,-0.00098463-0.0025252i,-0.00098471-0.0011473i,-0.00030349+0.00072993i,0.0010046+0.00015295i,0.00060834-0.00020515i,0.00016323+0.00074552i,0.00065167+0.0019693i,0.0011346+0.0019438i,0.00092261+0.001165i,0.0013752+0.001549i,0.0017436+0.0017977i,0.0010525+0.001869i,0.00025809+0.0030309i,3.9809e-05+0.0039478i,0.00043742+0.0024903i,0.00026405+0.00093685i,-0.00041321+0.0010174i,-0.00065782+0.0014153i,-0.00047818+0.0010542i,-0.00012376+0.00047462i,0.00022431+0.00072328i
-0.0019476-0.0014657i,-0.0020092-0.001705i,-0.0024248-0.001163i,-0.0016096+0.00071361i,0.0010774+0.0011647i,0.0025846-0.00023002i,0.0013138-0.0017189i,0.00054884-0.0014659i,0.0024521-0.00052905i,0.0033445-0.00063919i,0.0021086-0.001413i,0.0017123-0.0016107i,0.0018648-0.0014707i,0.0017973-0.0023007i,0.0023585-0.0038556i,0.0026997-0.0043763i,0.0020282-0.0033656i,0.0014235-0.001489i,0.0011419-0.00025343i,0.00018406+0.00015313i,-0.00069659+0.0004475i,-0.0005993+0.00056339i,-0.00072022+0.0004114i
-0.00057098-0.0015262i,-0.0010118-0.0010152i,-0.0012695-0.00058603i,-0.00011472+0.00057712i,0.00060046+0.00072941i,0.0007686-0.00013445i,7.823e-05-0.00011337i,0.00056957+0.0012071i,0.0024364+0.0022676i,0.0021033+0.00019431i,0.00093389-0.0020377i,0.00065092-0.0017624i,0.0010007-0.00059065i,0.0013002+0.0010305i,0.0011393+0.0022577i,0.00095298+0.0028438i,0.00030669+0.0028078i,-0.00031335+0.0018021i,-0.00023573+0.0012831i,0.00053939+0.00041567i,0.00091434-0.00079191i,0.00054926-0.000386i,0.00066793+0.00042519i
-0.00061432-0.0020087i,-0.00034952-0.0022001i,-0.0014217-0.0019223i,-0.002945-0.00050739i,-0.0015982+0.00019106i,0.0011121-0.00091204i,0.0015201-0.00072156i,0.00081444+0.00064481i,0.0016062+0.00082799i,0.0015389-0.00038017i,-0.00019031-0.0010672i,-0.0014141-0.0008264i,-0.00089335-0.0016824i,0.00077064-0.0035011i,0.0014745-0.0049625i,0.00036458-0.0056759i,7.9829e-05-0.0044464i,0.00072261-0.0029997i,0.0002474-0.0025198i,-0.0009276-0.0012642i,-0.00064077-0.00062359i,-0.00010214-0.00054589i,-0.00056287-0.00039058i
0.00021139-0.0023776i,-0.0017959-0.0025299i,-0.0036107-0.0015106i,-0.0016719-0.00027979i,0.0013736+0.0004239i,0.001297-0.0011367i,0.00044315-0.0027464i,-0.00032683-0.0013238i,-0.00050393+0.00049724i,-0.0012397+0.00081745i,-0.0022442+0.0010643i,-0.0019785+0.0013999i,-0.0008237+0.0008887i,1.5239e-05+0.0012451i,0.00049436+0.0022623i,-6.3775e-05+0.002533i,-0.0011164+0.0021967i,-0.0013796+0.0021194i,-0.0008999+0.0012792i,-0.00019695+5.9129e-05i,-0.00077661+0.00017959i,-0.0011446+0.00036467i,-0.00081598+0.00014707i
-0.00022292-0.00063832i,-0.0016305-0.0012366i,-0.0032327-0.00068559i,-0.0032994+0.00088406i,-0.00099175+0.0021144i,-0.000131+0.0013282i,-0.00073908-0.00064728i,-0.001121+2.5328e-06i,-0.00017464+0.001716i,0.00065476+0.0020165i,-5.65e-05+0.0021319i,-0.00068013+0.001812i,-6.7069e-05+0.001113i,0.00026601-0.00042195i,0.00013004-0.0031871i,0.00040424-0.0040243i,0.00072422-0.0036744i,0.00083905-0.0028371i,-0.00063106-0.001887i,-0.0017076-0.00070649i,-0.00079391+0.00067255i,0.00013374+0.00078037i,-0.00024468+0.00067092i
-0.00015092-0.00057115i,-0.0010019-0.00028648i,-0.0015005+0.00086764i,-0.0014937+0.0019022i,0.00043791+0.0019097i,0.0013443+0.0014385i,-0.0005559+0.00082885i,-0.0015382+0.0019739i,0.00050081+0.0026764i,0.0022147+0.0021055i,0.0023592+0.0028441i,0.0021123+0.0032972i,0.0025935+0.0028246i,0.0031352+0.0024595i,0.0027679+0.0035586i,0.0019891+0.0050153i,0.0014576+0.0039612i,0.0010431+0.0027088i,-0.00014643+0.0026652i,-0.00057288+0.0017675i,0.00028132+0.00089318i,0.00039363+0.00061276i,0.00083955+2.2536e-06i
-0.00083627+0.0012285i,-9.0098e-05+0.00098158i,0.00076838+0.001163i,0.0017454+0.0013809i,0.0034594+0.00057728i,0.0036026-0.0014757i,0.0011774-0.0026145i,0.00022329+3.2128e-06i,0.0018594+0.0026066i,0.0033308+0.00079113i,0.0028643-0.0016227i,0.0019641-0.0017294i,0.0015744-0.0015775i,0.0010609-0.002631i,0.00011227-0.0037669i,-0.001386-0.0049575i,-0.0024517-0.0053382i,-0.0012011-0.0045361i,0.00045475-0.0034766i,0.00084812-0.0014061i,0.00083087-0.0013024i,0.00061371-0.0018031i,0.00033067-0.0011328i
0.00016112-9.4118e-05i,0.00012143+0.00097913i,0.00069062+0.0016368i,0.0022137-0.00071944i,0.0033749-0.0031963i,0.003802-0.003959i,0.0021727-0.0030438i,0.00063307-0.0013244i,0.0022607-0.0013273i,0.0033252-0.0027371i,0.0020278-0.0033205i,0.00088435-0.0024767i,0.0010732-0.0021339i,0.002019-0.00070783i,0.0023987+0.0020641i,0.0027697+0.0037042i,0.003211+0.004302i,0.0020555+0.0035395i,0.00071527+0.0019119i,0.00038523+0.001357i,-4.2067e-05+0.0010473i,-0.00027625+0.00078969i,-0.00020176+0.0011048i
0.00071762+0.00066388i,0.00188+0.00059736i,0.0019272+0.00055544i,1.3336e-05+0.002055i,-0.00085191+0.0023437i,-0.00023605+0.00059051i,-0.00083306-0.00093385i,-0.00080476-0.0003189i,0.00082692+0.0010893i,0.0019297-0.0001115i,0.0007851-0.0010812i,-0.00089888-0.00083998i,-0.0015526-0.0018121i,-0.00184-0.0030809i,-0.0022894-0.0043247i,-0.0034278-0.0043717i,-0.0037926-0.0031384i,-0.0028821-0.0023505i,-0.0017033-0.0020305i,-0.00024724-0.0017117i,0.00029528-0.00067944i,-0.00014399+0.00045139i,-0.00085095+0.00091461i
