0.00079959-0.00061647i,0.00083525-0.0016232i,-0.00063895-0.002672i,-0.0017827-0.0016318i,-0.0022169-0.00026431i,-0.0023592+0.00073116i,-0.00074828+0.0011207i,0.00063844+0.00090968i,0.00078988+0.00051082i,0.0010696-0.00089482i,0.0013471-0.0012313i,0.0011057+6.6646e-05i,2.8869e-05+1.1077e-05i,-0.00040918-0.00050546i,4.424e-05-0.00047286i,0.00037035-0.00047388i,-3.6854e-06-0.00068483i,-0.00030141-0.0010338i,0.00032869-0.00099486i,0.00015087-0.00066326i,-0.00014763-0.00095695i,7.1287e-05-0.0010113i,-0.00025395-0.00013304i
-0.00037468+0.0028382i,5.9489e-05+0.0021048i,0.00071428+0.00078034i,0.0006943+0.00018179i,-0.0001931+0.00070034i,-9.1629e-05+0.0012936i,0.0004366+0.00042743i,0.00080739-0.00051927i,0.0011016-0.00081116i,0.0011968-0.0014116i,0.0012184-0.0011386i,0.00066948-0.00024191i,0.00042875-0.00025437i,0.00077622-0.00033002i,0.00065485-0.0001821i,0.00028623-0.00017823i,0.00047752-0.00040688i,0.00058056-0.00042887i,0.00012322-0.00025683i,0.00017244+9.8052e-05i,0.00037704+3.2991e-05i,-0.00020321-9.3089e-05i,-0.00029564+0.00011809i
0.0012822-0.0020619i,0.0014487-0.0025688i,0.00038927-0.0026043i,0.0001707-0.0014176i,0.001009+0.0003614i,0.0011343+0.00041841i,0.00117-0.00033985i,0.001203-0.00095718i,0.00041552-0.0014051i,-1.9889e-05-0.00098784i,0.00035997+3.5739e-05i,0.00022668+0.00064116i,0.00050824+0.00010227i,0.00069599-0.00015619i,0.0012132+1.1833e-05i,0.00067646-0.00063677i,-0.0006039-0.00066893i,-0.00060741-0.00064707i,0.00011715-0.00025774i,0.00024738+0.00089671i,0.00017679+0.0014058i,-4.2204e-05+0.00077372i,-0.00055667+0.00020695i
-0.0015138+0.0018007i,-2.2148e-05+0.00097702i,0.00012503+0.0010304i,-0.00012247+0.0011801i,0.001185+0.0004205i,0.0010409-0.00044434i,-0.00053168-0.00097967i,-0.00015896-0.0010391i,0.00070122-0.00046029i,0.00083642+0.00010281i,0.0011515+3.7369e-05i,0.0003823-0.00018146i,-0.00044156+5.0981e-05i,-0.0010073+0.00062603i,-0.0012242+0.00053017i,-0.00083076+0.00060111i,-9.7697e-05+0.00082317i,-0.00028569+0.00014066i,-0.00073206-0.00073889i,-0.00072413-0.0011941i,-0.00040722-0.00082435i,-0.00040873-0.00058521i,-0.0009499-0.00076188i
0.00093737-0.0008427i,0.00062665-0.0001955i,0.0001597+0.00013415i,-7.685e-05+0.00099686i,-0.00051993+0.001426i,-0.00077128+0.00055412i,-0.00035083-8.7067e-05i,-0.00042626-0.00024961i,-0.0011918-0.00064505i,-0.0011219-0.00059604i,-0.00078687-0.00032589i,-5.6154e-05-9.669e-05i,0.00044747-3.2279e-05i,-5.7158e-05-0.00026198i,-0.00020103-0.00028048i,0.00018369-0.00074196i,0.00038404-0.00085531i,0.00037194-0.00010681i,0.00040662-0.00060036i,0.00025748-0.00076991i,-0.00049598-1.2786e-05i,-0.0004796+0.00079609i,-0.00027426+0.0010252i
-0.00027703+0.0008681i,-0.00041208+0.00072004i,-0.00051569+0.00032561i,-3.8055e-05-0.00011726i,0.00052639+0.00021066i,0.00077532-0.00075692i,0.0010417-0.0013657i,0.0012967-0.00054031i,0.00062574-4.0113e-05i,-0.00081485-0.00042229i,-0.0013381-0.00088936i,-1.3415e-05-0.00055574i,0.001291-2.0529e-05i,0.001766+0.00069714i,0.00069955+0.0011501i,-0.0001149+0.00038859i,0.00029196-0.0011249i,0.00018251-0.0016749i,3.8633e-05-0.00089351i,0.00031629-0.00011296i,0.00042403-0.0001006i,0.00041634-0.00081321i,0.00071058-0.00085312i
0.00055417-0.00066081i,0.0010187-0.0014066i,0.00080429-0.0012241i,0.0003688-0.0010972i,-4.1918e-06-0.00071203i,-0.00017646+0.00016693i,-1.9046e-05-0.0003625i,-0.00017789-0.0009786i,-0.00032137-0.00049684i,-4.56e-05+0.00082795i,-0.00014789+0.0010874i,-2.5781e-05-3.4804e-05i,0.00034862+2.3442e-05i,0.00083898+0.00049109i,0.0011654+9.7961e-05i,0.00070132-0.00055341i,0.00025977-0.00026865i,-0.0004135-0.00025351i,-0.00068825-0.0008258i,-0.00050908-0.00047113i,-0.00052034-0.00014509i,-0.00010463-0.00053231i,-0.00012633+0.00034904i
-0.0029748-0.0004644i,-0.0023479+0.00013777i,-0.0020894+0.00015167i,-0.0013485+0.00087012i,-0.0008421+0.0011446i,-0.00020031-0.00033248i,5.6379e-05-0.0012649i,1.2066e-05-0.0016994i,0.00052498-0.0011337i,3.9181e-05-6.5257e-05i,-0.00047151-4.8114e-06i,8.3237e-05-8.8332e-05i,-0.00058439-0.00028293i,-0.0015232-0.00055326i,-0.00077855+3.9825e-06i,-0.00063094+0.0002517i,-0.00085556-0.00010488i,-0.0010172-0.0003794i,-0.0009125-5.8846e-05i,-0.00035929-7.288e-05i,-0.00026752-0.00077864i,-0.00087186-0.0012537i,-0.00062835-0.0010947i
0.00040827+0.00056947i,0.0008273+0.00057787i,0.0014308+0.00099299i,0.00072505+0.0010949i,0.00059301-0.00013876i,0.0012809-0.00104i,0.0012149-0.0012787i,0.00053993-0.00077867i,-7.4236e-05+8.4046e-05i,-4.3544e-05-0.00037109i,0.00049389-0.0011149i,0.00029401-0.00053624i,0.00029844+0.00027203i,0.00021084+0.00029291i,-0.00066623+0.0010108i,-0.0008466+0.0010709i,-0.00021825+3.5023e-05i,0.00043209-0.00048866i,9.1044e-05-0.00022284i,-0.00066576-0.00022196i,-8.7438e-05-0.00073101i,0.00071221-8.9871e-05i,0.00034253+0.00053462i
-0.0018415-0.00037651i,-0.0022889+7.4726e-05i,-0.0016662+0.00019833i,-0.00013416+0.00059788i,0.0011977+0.0010755i,0.001114+0.00032948i,0.00013834-0.00097548i,-0.00021186-0.00082913i,-0.00031503+0.00020073i,-0.00012165+0.00055062i,0.0011305+0.00019555i,0.0012386-0.0001853i,-5.8972e-05-9.7003e-05i,-0.00094135+0.00020688i,-0.00066031+0.0002814i,0.00015201-0.00021509i,-1.2091e-05-0.00046429i,-0.0002903-7.5146e-05i,0.00034369+0.00057572i,0.00039805+0.00022529i,0.00025444-0.00071992i,-0.00034164-0.00018114i,-5.8602e-05+0.00011176i
0.0013042-0.0012494i,0.00075239-0.0014043i,2.4364e-05-0.00048471i,1.7428e-05+0.00067393i,0.00051448+0.001133i,0.00070654+0.00077803i,0.0004832-0.00035849i,-0.00026489-0.0015996i,-0.00055325-0.0021434i,-0.00029737-0.001303i,-0.00026842-0.00040503i,-0.00017033+0.00048771i,0.00024566+0.0014354i,0.00057898+0.0011i,0.00039407+0.00027002i,-0.00029258-0.00019267i,-0.00022025+0.00024363i,-0.00050646+0.00016173i,-0.0011291-0.00026311i,-0.0006429-7.9265e-05i,-0.00082877+1.8779e-05i,-0.00076369-0.00042628i,-0.00061043-0.00075389i
-0.00046092-0.0009688i,-0.00092463-0.00097657i,-0.0012111-0.00082612i,-0.00061931-0.00013546i,0.00014511+7.4577e-05i,0.00080849-4.3423e-05i,0.001325-0.0011244i,0.0011272-0.0015181i,0.00077828-0.0011743i,0.00011361-0.0009059i,-5.2774e-05-0.00028438i,0.00035023+0.00040772i,0.00072387+0.00056262i,0.00034741+0.00078993i,-0.00015387+0.0010552i,-0.00059861+0.00082242i,-0.0011593-0.00012889i,-0.00053375-0.00092737i,2.475e-05-0.00059881i,5.9329e-05-0.00027254i,-6.7541e-05-0.00027844i,-0.00051768+0.00016549i,-0.00018796-7.7861e-05i
-7.1581e-05+0.001575i,0.00081709+0.0029622i,0.0014053+0.0024502i,0.0010112+0.00017473i,0.0006933-0.00084905i,0.0010346-0.00047365i,0.0009565+8.9565e-05i,-1.4066e-05+0.00019223i,1.8801e-05+0.0005114i,0.00075526+0.00057065i,0.0011873+0.0001982i,0.00071867-0.00024689i,-0.00063967+2.3957e-05i,-0.00063701+0.00025663i,0.00033409+0.00035965i,0.00012995+0.00047984i,-0.00035761+0.00012397i,-1.5322e-05+0.00015969i,-0.00014996+0.0011963i,-0.00060373+0.0016036i,-0.00062454+0.00092508i,-0.0004425+8.6428e-05i,-0.0001365-7.3364e-05i
6.6618e-05+0.00025622i,0.00075335+0.00026609i,0.0014866+0.00097664i,0.0012351+0.0012289i,0.00083521+0.001348i,0.00087463+0.00029871i,0.00094374-0.0013146i,0.0004056-0.0005224i,0.00016297+0.00045819i,0.0003899+0.00027641i,8.9238e-05-0.00033747i,0.00010846-0.00017593i,-0.0001192+0.00047245i,-0.0010141+0.0010128i,-0.0014345+0.00079839i,-0.0012708+0.00058723i,-0.00030133-4.6661e-05i,0.00010139-0.00039602i,0.00041964-0.00030057i,0.00078516-0.00053402i,-0.00017214-0.00055147i,-0.00095532-0.00072891i,-0.0003926-0.00048577i
0.00069599+0.00088303i,0.0012962+0.0017226i,0.0011464+0.0013247i,0.0011246-0.00015195i,0.0016728-0.00077134i,0.0013629-0.0015492i,0.0004547-0.0013617i,-0.00022774-0.00045019i,-0.00056734-0.00031996i,-0.00058002-0.00044706i,-0.00037533-0.0011723i,0.00019589-0.0014267i,0.00041082-0.00012693i,-7.2667e-05+0.00071621i,-0.0004556+0.00062049i,-0.00061222+0.00072106i,-0.00095956+0.00031055i,-0.00044613+0.00017818i,-0.00011461+0.00035078i,-0.00097941+0.00030467i,-0.0017405+0.00023091i,-0.00064245+0.00021741i,0.00016576+0.00016692i
-0.0005297-0.00084065i,-0.00045545-0.00013979i,-0.00081481+8.1394e-05i,-0.0013494+0.00062296i,-0.0011755+0.0004692i,-0.00025956+0.00038334i,-0.00021137+0.00035298i,-0.00047334-0.0010965i,-0.00036706-0.0016217i,-1.0232e-05-0.00060435i,9.6566e-05+0.00035748i,0.00047887+0.00037152i,0.00045059+9.6964e-05i,-0.00048977+0.00037778i,-0.0004038+0.00024543i,0.00027368-0.0003659i,0.00041673-0.0001357i,0.00045409+8.9359e-05i,-0.00032374-0.00056973i,-0.00081556-0.00053392i,-0.00044279+1.8967e-06i,1.2748e-05+0.00034256i,-0.00024348+0.00082106i
0.00040261+0.0014226i,0.0016624+0.0015348i,0.0021804+0.001509i,0.00129+0.0013179i,0.00078192+0.0009254i,0.00032268+0.00065585i,-0.00055189+0.00055108i,-0.00037199+0.00029225i,1.9057e-05+0.00027086i,0.00062802+0.00071922i,0.00031443+0.0006458i,1.5521e-05+0.00029381i,0.00034453+9.5248e-05i,0.00047465+0.00054619i,0.00062002+0.0011389i,0.00021468+0.0013514i,-0.00078153+0.0011448i,-0.00057514+0.00074373i,-0.00036452+5.5669e-05i,-0.0010594-0.00075972i,-0.00032183-0.00068169i,0.0009298-0.00070534i,0.00097831-0.00071358i
0.0020101+0.0012891i,0.0022476+0.00077149i,0.0021926+0.00085609i,0.0017416+0.0015894i,0.0015432+0.00071715i,0.0016987+0.00030826i,0.00090324-0.00025847i,0.00048941-0.00084452i,0.00045869+6.7475e-05i,1.1665e-05+0.00043155i,-0.00019282-0.00018137i,-4.6976e-05-0.00013962i,-0.00035415+0.00055226i,-0.00066484+0.00037899i,-0.00099444+0.00031327i,-0.00080989+0.00027141i,-3.7374e-05+0.00027164i,-9.1142e-05+0.00047114i,0.00020695+7.3626e-05i,0.00090278-8.6256e-05i,0.00028443-1.3566e-05i,-0.00041416+2.3514e-05i,-0.00016511+0.00030555i
3.4691e-05+0.00050241i,-0.00010912+0.00014775i,1.3829e-05-0.00053786i,0.00064987-0.00038184i,0.00052208-0.00064962i,0.00031925-0.0011392i,0.00059661-0.00097785i,0.00062711-0.00037758i,0.00018402-0.00054496i,1.3061e-06-0.00035141i,-0.00057487+0.00010214i,-0.00060973+0.0001176i,-0.00033611+0.00057612i,-0.00066205+0.0010303i,-0.0006213+0.00058897i,-0.00059033-0.00026098i,-0.00016686-0.0005055i,0.00023023+0.00013389i,1.7133e-06+0.00069254i,4.5264e-05+0.00021193i,0.00047628+0.00053301i,0.00043235+0.0013793i,-0.00016307+0.00079743i
-0.0012103-0.00011316i,-0.0011242+0.00079103i,-0.0011778+0.0011633i,-0.00066196+0.0008207i,0.00067884+0.00025905i,0.0013225-7.8951e-06i,0.00029331-0.00027154i,-0.00014017-0.00066539i,0.00027654-0.00089381i,0.00029217-0.00079538i,0.0003788-0.00047276i,7.1814e-05-0.00010988i,-0.00027743-0.00031585i,-0.00020092-0.0010944i,8.3611e-05-0.0011746i,0.00028035+0.00029476i,0.00046695+0.00074652i,0.00035716+0.00024733i,-0.00032032-0.00044805i,-0.00036614-0.00039301i,-8.4836e-05-0.00031365i,0.00016197+8.226e-05i,0.00051732+0.00067052i
-0.0010298+0.00099438i,-0.0011887+0.00023026i,-0.00018583+0.00085923i,0.00051821+0.00075586i,0.00064109-0.00020261i,0.00073066-0.0005903i,0.00048908-0.0010477i,-7.4088e-05-0.0013419i,-0.00032631-0.0014296i,0.00029345-0.00095711i,0.0010182-0.00052692i,0.0006464+0.00012768i,0.00056895+0.00071586i,0.00017674+0.00054716i,-0.00083505+5.9946e-05i,-0.0003333-0.00033051i,0.0010014+7.3815e-05i,0.00079482+0.00037834i,-3.0252e-05-0.00032953i,0.00057464-0.0012249i,0.00070128-0.00099217i,-0.00041378-0.00073139i,-0.0006591-0.0008528i
0.00034724+0.0018088i,0.0013823+0.002218i,0.0014559+0.00093058i,0.0014251-0.00027042i,0.001431+7.679e-05i,0.00052997+0.00052911i,-0.00028655+0.00018333i,-0.00075584-0.00063691i,-0.00029066-0.00048261i,0.00029074-7.7417e-06i,0.00039315+0.00061068i,0.00019089+0.00036636i,-0.0004519-0.00037035i,-0.0011285-0.00023435i,-0.00097539+0.00058876i,-0.00011562+0.00074808i,0.00013606+0.00057959i,0.00026418+0.0008791i,0.00090578+0.00054702i,0.00064069+0.0002163i,-0.00010172+4.8716e-06i,-0.00055746-0.00041875i,-0.00035-0.00010766i
0.0003633-0.0012625i,0.00095066-0.00057979i,-0.00014389+0.00012022i,-0.00045725-0.00010952i,-0.00050168+0.00044733i,-0.00067747+0.00066146i,-0.00014632-0.00024344i,-0.00023374-0.0010531i,0.00022799-0.0011182i,0.00045863-0.00048833i,0.00029132-0.00027536i,0.00076429-2.2875e-05i,0.00076637+2.3927e-05i,3.019e-05-0.00030576i,-0.00029331-0.00017919i,-0.00035138-0.00033486i,-0.0004048-0.00017918i,-0.0002764+0.00028016i,-0.00022307+8.843e-05i,0.00013086+4.4015e-05i,0.00020294-9.7605e-05i,0.00071315-0.00019805i,0.00042968+0.00011076i
-0.0016892+0.00041703i,-0.0021132+0.00086668i,-0.0021802+0.0019517i,-0.0011136+0.0011386i,0.00038594+0.00014655i,0.00097712-0.0010023i,0.00025666-0.0021837i,-0.00066556-0.0021412i,-0.00032904-0.0014075i,0.0003671-0.0004933i,0.00035414-0.00011536i,0.00023946-0.00056527i,0.00021091-0.00081892i,1.4272e-05-0.00076388i,4.7342e-05-0.0012226i,0.00072895-0.00071519i,0.0013385-0.00019565i,0.00049536-0.00016177i,-0.00025826+0.00034614i,-0.00030329+0.00030672i,-4.6412e-05+0.00045387i,4.5365e-05+0.00025991i,-2.8638e-05+0.00010446i
-0.00031081+0.0026498i,0.0018063+0.0025319i,0.0017432+0.0023323i,0.0015552+0.00082231i,0.0030426-0.00020137i,0.0027956-0.00097854i,0.0004776-0.0014276i,-4.8059e-05-0.001016i,0.00067677-0.00068985i,0.00081997-0.00035987i,0.00070798+4.5473e-05i,0.00024955+0.0006043i,-0.00035988+0.0011797i,-0.00055922+0.00096304i,-7.7101e-05+0.0006354i,-0.00030115-1.8317e-05i,-0.00018093-0.00010752i,0.00058251+1.1795e-05i,0.00092224+0.00035772i,0.00066359+0.00063858i,0.00077481-9.8365e-05i,0.00080704-0.0001684i,3.8328e-05+0.00055041i
0.0013047-0.0013265i,0.00036501-0.0014769i,-0.00049312-0.0012944i,-0.00084967-0.00062849i,-0.0013166+2.4802e-05i,-0.0012411+0.00041826i,-0.00086202+0.00054958i,-0.00051556+0.00068919i,-0.00014091+0.00039343i,0.00035127-0.0004557i,0.0006725-0.00085709i,0.00035875-0.00093497i,0.00076459-0.00023637i,0.0010497+0.00076855i,0.00068405+0.00074993i,-2.6508e-05+0.00064062i,-0.00059914+0.00074755i,-0.00081952-0.00010282i,-0.0011809-0.00096021i,-0.00084237-0.00035268i,-0.00013267+0.00030561i,0.00016128+0.00072872i,6.1691e-05+0.00080832i
0.00050112+0.00058809i,0.0011586-7.8387e-05i,0.0016469-0.00078801i,0.00052813-0.0013485i,-0.00015287-0.0014121i,0.00023878-0.001039i,0.00057285-8.5081e-05i,0.00082463-8.4337e-05i,0.00020584-0.0010528i,6.5314e-06-0.00092874i,0.00026563-0.00067038i,-8.1769e-05-0.00046792i,0.00086242-6.6456e-05i,0.0017538+0.00027175i,0.0010167+0.00094409i,9.2818e-05+0.0011093i,-0.00022942+0.00083637i,-8.7984e-05+0.00072548i,0.00038931-0.00030133i,0.00053168-0.00057672i,0.00010672+0.00046136i,-0.00033902+0.0008094i,-0.00043658+0.00051895i
-0.00026846-0.00064001i,0.0015579+0.00014009i,0.0023379+0.00010457i,0.001163-0.00011436i,0.000903-0.0001854i,0.00053346-0.00017538i,2.8002e-05-0.00069348i,0.00058725-0.00045092i,0.00083064-6.5479e-05i,0.001271-0.00049087i,0.0013398-0.00057541i,0.00024364+0.00017036i,7.3499e-05+0.00064302i,0.00029882+0.00047463i,0.0002065-0.00041539i,0.0002268-0.00055348i,-0.00015727-0.00057022i,-8.3555e-05-0.0011756i,-0.00026089-0.0010673i,-0.00022963-0.00058424i,0.00046011-0.00054638i,-3.1089e-05-0.00024001i,-4.6871e-05-2.9482e-05i
-0.00085518+0.00077467i,-0.00035952+0.00066677i,0.00048762+0.00029205i,0.00083143+0.00060317i,0.00036601+0.0012236i,0.00048159+0.00046675i,-3.0694e-06-0.00064784i,-0.00099839-0.0010275i,-0.00042035-0.00050494i,0.00050681-0.00025971i,0.00037207-0.00027019i,0.00034234-0.00015238i,0.00039873-0.00016149i,9.8449e-05+0.00026627i,-0.00012425+0.00074302i,-0.00057247+0.00021755i,-0.00097862+0.00023825i,-0.0013011+0.00035058i,-0.00073595+2.0434e-06i,0.0001449-4.6735e-05i,0.00014007-0.00010604i,0.00028177-4.1964e-05i,0.00094445+9.4883e-05i
-0.00045792-0.0022884i,-0.00073861-0.0025389i,-0.0018876-0.0014204i,-0.0023606+0.00049805i,-0.0010782+0.0012222i,0.00074971+0.00067914i,0.00093066-0.00051183i,0.00096901-0.00096614i,0.00035776-0.00055107i,-9.2951e-05-0.00031015i,0.00052043+0.00019409i,0.00070144+0.00059091i,8.1261e-05+0.00032994i,9.6187e-06-0.00030523i,0.00055151-0.00042069i,0.00087496-0.00042432i,0.00073978-0.0001128i,8.6604e-05+0.0011496i,7.959e-05+0.0012382i,0.00024179+0.00015222i,0.00023985-0.00045506i,0.00069261-0.00061546i,0.0011552-0.00041884i
0.0012002+6.4625e-05i,0.0014902+9.3703e-05i,0.0011159-0.00053061i,0.00090742-0.00022883i,0.00025942-6.404e-05i,0.00070964-0.00023715i,0.0014233-5.9224e-05i,0.00053017-0.00099973i,0.00019949-0.0015083i,-5.2548e-06-0.0014507i,-0.00047779-0.00087184i,-0.00019277+5.5418e-05i,-0.00031972+0.00031054i,-0.00030389+0.0009117i,-0.0002259+0.00078414i,-0.00037413+0.00021601i,2.6784e-05+0.00024246i,0.000269+0.00061391i,-3.6824e-05+0.00030134i,-0.00024412-0.00037085i,-0.00054925-0.00045805i,-0.00044499-0.00076593i,0.00011349-0.00076936i
0.00037488-0.002072i,-0.0007258-0.0014155i,-0.00061301-0.0011647i,3.1329e-05-6.1973e-05i,0.00045083+0.0012841i,0.0010484+0.0014208i,0.0011882+0.00021131i,0.0012464-0.00042341i,0.00066041-0.00059618i,-0.00014893-0.00084401i,-0.00044549-0.0006999i,-0.00017206-0.00062214i,3.192e-05-0.00045293i,0.00026117-0.00068233i,0.00084636-0.00092327i,0.00026598-0.00052074i,-0.00029561+0.00020615i,0.00025216+0.00047066i,0.00022804+0.00045724i,5.6246e-05+0.00033115i,-0.00018261-0.00012897i,-0.0002149-0.00046383i,0.00024728+5.106e-05i
-0.0025271+0.0020466i,-0.0022306+0.0021102i,-4.3705e-05+0.0027982i,0.00070056+0.0027724i,0.00091018+0.0020083i,0.0012056+0.00078757i,0.00064793-0.00073117i,0.00022934-0.0014949i,0.00019062-0.0003817i,0.00074751+5.4202e-05i,0.00089333-0.00039198i,0.00072573-0.00080864i,0.00022746-0.001023i,-0.00036884-0.00020766i,-0.00071523+0.00031494i,-0.00050515-7.6114e-05i,-0.00087984+0.00026763i,-0.0010281+0.00087599i,8.0473e-05+0.00054288i,-9.5312e-05+0.00060125i,-0.00064015+0.00066713i,4.5419e-06-0.00024865i,0.00054733-0.0011037i
0.0019604-0.00024122i,0.0010569-0.0010141i,0.00082669-0.0017825i,0.00080014-0.00091853i,0.00022293-0.00010592i,-0.00039196-0.00077909i,-0.00035848-0.00098346i,0.00010141-0.00090224i,5.5575e-05-0.0011866i,-0.00037045-0.0016004i,0.00010486-0.00086387i,0.00021041+4.9747e-05i,-0.00046319+0.00045328i,-0.00083578+0.0011098i,-0.0009868+0.0013745i,-0.0011848+0.0012819i,-0.0011057+0.001134i,-0.00057592+0.00011693i,0.00061886-0.00019643i,0.001031+0.00013557i,0.00039147+0.0001876i,3.7959e-05+0.00054861i,-0.00054445+0.00058786i
0.00012463-0.00058136i,-0.00018891-0.0001995i,-0.00027619-6.6503e-05i,-0.0011872+0.00042332i,-0.0015076+0.0013853i,-0.00013813+0.0016634i,0.0012781-3.0657e-05i,0.0011059-0.000829i,0.00089364-0.00072239i,0.00025982-0.00062532i,-0.00051781-0.00019i,-0.00041279-0.00014653i,-5.8063e-05-0.00018326i,-0.00025681+0.00043225i,-5.6355e-05+0.0002058i,0.00053462-0.00031176i,0.00016782-0.0004196i,-1.9074e-05-0.00094928i,0.00071012-0.0017548i,0.00032683-0.0013014i,-0.00018711-0.00065173i,-0.0001159-0.0006877i,-0.00026402-0.00055517i
0.0018285+0.0011279i,0.0020886+0.00071771i,0.0015635-9.2642e-05i,0.0013312-0.0010721i,0.0013214-0.0014585i,0.0014889-0.001179i,0.0013794-0.0010923i,8.7361e-05-0.0012991i,-0.00041154-0.0011015i,-0.00045809-0.00097137i,-0.0001418-0.0011012i,0.0003596-0.00067588i,-0.00040209-0.00031462i,-0.00096963+0.0003022i,0.00025213+0.00098062i,0.00062973+0.00054847i,-0.00047217+1.2776e-05i,-0.00012473-0.00019105i,0.00066385-0.00036068i,0.00085007-0.00023844i,0.0004858-0.00065895i,-9.8565e-05-0.0013266i,0.00035416-0.0014329i
-0.0009316-0.0001727i,-0.00058266-0.00020598i,0.00072691-0.00049703i,0.0014739-8.4744e-05i,0.00092565+0.00083741i,0.0011464+0.00093996i,0.0019794-0.00015865i,0.0013017-0.0007963i,0.00047742-0.00060283i,0.00021457-0.00065637i,-0.00025727-0.00029503i,4.2697e-05+1.4246e-05i,-3.1482e-05+0.00050407i,-0.00087462+0.0010928i,-0.00037414+0.0005961i,0.00034312+5.0509e-05i,0.00026797+0.00011997i,5.2564e-05-0.00058326i,-0.0003866-0.00076137i,-0.00094815+0.00047162i,-0.0011032+0.00045546i,-0.00089084-0.00045351i,-0.0008775-0.00069638i
0.0012399-0.0009265i,0.0015557-0.0012161i,0.0018577-0.0020171i,-0.00022021-0.0013752i,-0.0018205-0.00092281i,-0.00071792-0.00062174i,0.00018416-0.00095686i,0.00036932-0.0011751i,0.00068183-0.0012964i,0.00017375-0.00068931i,-2.7506e-05-5.3352e-05i,0.00037605+0.00017511i,0.0008413+0.00052267i,0.0010068+0.00032287i,0.0010275+0.00040261i,0.00087169+0.0005139i,0.00041547-0.00026594i,-0.00052868-0.00050351i,-0.00051155-0.00021503i,0.00025843-0.00031948i,0.00050832-0.00078809i,2.0894e-05-0.00055221i,-6.8497e-05-0.00051337i
0.00031955-0.0014599i,-0.00063845-0.0014044i,-0.0014445-0.0014109i,-0.00066864-0.0010192i,-0.0002017-0.00071744i,0.00011557-0.00051334i,0.00044731-0.00048373i,-0.00060098-0.00042791i,-0.001023-0.00035416i,-0.00039069-0.00063971i,0.00010497-0.00022049i,0.00024678+0.00070336i,0.00019473+0.0010711i,0.00034314+0.00049367i,6.4032e-05+0.00057731i,-8.3932e-05+0.00098866i,0.00024017+0.00054212i,0.00055407+0.00030275i,0.00021517+0.000312i,-1.4626e-06-7.6235e-05i,0.00012242+0.00072101i,0.00081625+0.0008392i,0.00091441-9.3199e-05i
-0.00029804+0.00037212i,0.00078996+0.00037081i,0.00057829+0.00040663i,-0.00021542+0.00085147i,-0.00047945+0.0011873i,-0.00042014+0.00028804i,-0.00026486-0.000526i,-0.00025685-0.00097487i,2.3689e-05-0.0013613i,3.735e-05-0.00056559i,-0.00036344+0.00014914i,-0.0001776-0.00029658i,1.9016e-05-0.00076684i,-0.00027451-0.0012404i,-0.00031881-0.0014742i,-0.00016998-0.0012728i,0.00020143-0.00074265i,0.00049082-0.00039664i,0.0001697-4.2354e-06i,-0.00032375+0.00082353i,-0.00054642+7.1002e-06i,-0.00018226-0.00051756i,0.00027787-0.00061079i
0.00073377-0.00034465i,0.0017861-0.00060728i,0.002384-0.00013486i,0.0018513+6.7177e-06i,0.00083595+0.00015935i,0.00048841+0.00035161i,0.00090358-0.00034876i,0.00091877-0.001171i,0.0010406-0.00060568i,0.001254+0.00046621i,0.0011998-0.00021794i,0.00046792-0.00066521i,-0.00062774+0.00016181i,-0.0012607+0.00043627i,-0.00051764-6.6196e-05i,0.00090416-0.0004376i,0.00091115+7.4338e-05i,-7.4068e-05+0.00075176i,-5.73e-05+0.00049183i,-0.00020321-0.0003827i,-0.000132-0.00022817i,0.00028308+0.0003282i,-0.00033697+0.00041108i
-0.00044404-0.00018399i,-0.0008891-7.4303e-05i,-0.0016277+9.6266e-05i,-0.0010141+0.00018205i,0.00050893-0.00016017i,0.00090079-0.00023085i,0.00019164-0.00040759i,-0.00062035-0.00060906i,-0.00033617-0.00053749i,0.00055996-0.00026012i,8.6395e-05+0.000231i,-2.142e-05+0.00023047i,0.00068856-0.00041674i,-9.6979e-05-0.00011099i,-0.00027651+1.7534e-05i,9.3982e-05-0.00010567i,-0.00036571+0.00012742i,-0.00054938+0.00052543i,-0.00082438+0.00062994i,-0.00071019+0.00027251i,-0.00013838-5.6505e-05i,-6.0776e-05-0.00036043i,0.00060519-1.6224e-05i
-0.00036317-0.0020728i,-0.00030083-0.0012622i,-0.0016979-0.00059022i,-0.0023055+0.00052134i,-0.0014578+0.0020531i,0.00028562+0.0013506i,0.00028599-0.00016869i,-0.00070521-0.00099745i,-0.00018943-0.0005283i,0.0001148+0.00033347i,-0.00028165+0.00098308i,-0.00037126+0.00074813i,-0.00022698-0.0007962i,8.4237e-05-0.001911i,-0.00012551-0.0015138i,-0.00033753-0.00064188i,0.00035841-0.0006843i,0.00032659-0.00034477i,0.00017314-5.8389e-05i,0.00019983-0.00016934i,8.5606e-05-0.0003877i,-1.919e-05-0.00073435i,-0.00032158-0.00027979i
