0.00079959-0.00061647i,0.00083525-0.0016232i,-0.00063895-0.002672i,-0.0017827-0.0016318i,-0.0022169-0.00026431i,-0.0023592+0.00073116i,-0.00074828+0.0011207i,0.00063844+0.00090968i,0.00078988+0.00051082i,0.0010696-0.00089482i,0.0013471-0.0012313i,0.0011057+6.6646e-05i,2.8869e-05+1.1077e-05i,-0.00040918-0.00050546i,4.424e-05-0.00047286i,0.00037035-0.00047388i,-3.6854e-06-0.00068483i,-0.00030141-0.0010338i,0.00032869-0.00099486i,0.00015087-0.00066326i,-0.00014763-0.00095695i,7.1287e-05-0.0010113i,-0.00025395-0.00013304i
0.0011093-0.00019218i,0.0015166-0.0001323i,0.0015154+0.00059487i,0.0012637+0.00091689i,0.001416+0.00026331i,0.00075961-0.00063516i,-0.0007728-0.00092191i,-0.0016746-0.0010576i,-0.0011661-0.00075458i,0.00011576-0.00032639i,0.00024033-0.00036766i,0.00028821-0.000281i,0.00028688+0.00076692i,-0.00046003+0.0018467i,-0.0010381+0.0015079i,-0.00029732+0.00010087i,0.00035677-0.00035553i,-0.00036753-7.2018e-05i,-0.00081278-0.00013149i,-0.00070592-0.00037288i,-0.00030701-0.00055309i,-0.0003921-0.00063625i,-0.00037182-0.00020017i
0.00027914+6.6124e-05i,-0.00019388+0.0009781i,-0.0001184+0.00047869i,-0.00076649+8.6276e-05i,-0.00064762+0.00025624i,0.00037094+0.00047818i,0.00028541+7.3609e-05i,-0.00052247-0.00077659i,-0.0011574-0.0010637i,-0.00099819-0.00069043i,-0.00034272-0.00017159i,0.00041117-0.00011034i,0.00069756-0.00046637i,0.00053878-0.00029229i,0.0001143+8.7303e-05i,6.1487e-05+0.00030769i,0.00018771+0.00021135i,-0.00039245+0.00010209i,-0.00034281-0.00047302i,0.00035773-0.00022765i,0.00047261-0.00032307i,0.00085049-0.0007825i,0.00051267-0.00042932i
0.0023938-0.0015172i,0.0014656-0.0033062i,0.00052108-0.0039164i,-8.0601e-05-0.0022983i,-0.00082939-0.0012333i,-0.00035088-0.0014394i,0.00094209-0.0013459i,0.00085674-0.00050698i,0.00010142-7.3649e-05i,-0.00036776-0.00014051i,-0.00016226-0.00024383i,0.00030309+0.00044615i,0.00071173+0.0011585i,0.0017404+0.00098833i,0.0015864+0.00054722i,0.00041632+0.00037666i,0.00027793+2.9705e-05i,0.00041262+7.4755e-05i,-0.00025756-8.9258e-05i,-0.0007142-0.000596i,-0.00070295-0.00025427i,-0.00084213-0.0001746i,-0.00056867-0.00053757i
-0.0006187+0.0015643i,-0.00050488+0.0011637i,0.00027502-0.00021571i,0.0013181-0.0014068i,0.0015132-0.002123i,0.00074118-0.0028221i,-0.00084993-0.002445i,-0.0014396-0.0012465i,-0.00043853-0.0006724i,0.00063489-0.00067568i,0.00093395-0.00054414i,0.00036191+0.00049991i,-0.00013851+0.00084873i,-0.00045739+0.0006348i,-0.00040961+0.00020024i,9.7108e-05-0.0002538i,0.0002752-3.4471e-05i,-0.0001761-0.0001285i,-0.00041249+9.942e-05i,-0.0009837+0.0005364i,-0.00067526+0.00045217i,-0.0001116+0.00054322i,-0.00013289-0.00049809i
5.7642e-05+0.00052666i,0.0015259-0.00060996i,0.0018738-0.00079424i,0.00091456-0.00019321i,0.0011097-0.00026721i,0.000575-6.089e-05i,-0.00044415+0.00022627i,-0.00047313+0.00042726i,-0.00059582-0.00011085i,-0.00046967-0.00087534i,-0.00049089-0.0011282i,-0.00011976-0.00068675i,9.2835e-05-6.1796e-05i,-0.00011125-1.1394e-05i,-0.00053564+0.00033693i,-0.00082619+0.00037046i,-0.00058148-0.00017684i,-0.00058921-5.942e-05i,-0.00053859+0.00017799i,-0.00066904-8.5856e-05i,-0.0014082+2.7754e-06i,-0.0011984+0.00061724i,-0.00036735+0.00095809i
-0.0011529-0.0015595i,-0.001539-0.0019708i,-0.00078716-0.002113i,0.00020952-0.0011954i,-0.00025203-0.00058291i,-0.0010169-0.00071507i,-0.0011068-0.0015862i,-0.0010505-0.0021459i,-0.000754-0.0022688i,-0.00027962-0.0018977i,-0.00016046-0.0010697i,0.0002925+7.1639e-05i,0.00097112+0.00039525i,0.0011836-3.8388e-05i,0.0010815+0.00012324i,0.00012593+0.00027195i,-0.00034606+0.00015741i,0.00046188-0.00045345i,0.00056344-0.00039438i,0.00034897+0.00059836i,0.00032655+0.00091877i,-0.00026552+0.00052823i,-0.00045363+0.00032074i
0.0081653-0.0068068i,0.0068075-0.010629i,0.0018025-0.014591i,-0.0024178-0.010401i,-0.0052421-0.0040257i,-0.0045735+0.0015659i,-0.00018936+0.0029547i,0.0017324+0.00031061i,0.0012858-0.0022203i,-2.8038e-05-0.0027131i,-0.00069222-0.0015942i,-0.00028685+0.00037797i,0.0013308+0.0012111i,0.0041331+0.0003268i,0.0043017+0.0003936i,0.0013285+0.0013215i,-0.00051483+0.0018657i,6.4595e-05+0.0010362i,3.2086e-05-0.00016389i,-0.0010033-0.00099682i,-0.00065076-0.00042527i,0.00070514-3.8295e-05i,0.0016358-0.00087745i
-0.0027178-0.0016361i,-0.0024707-0.0024572i,-0.0010244-0.0016617i,0.001139-0.00041192i,0.0024136+0.00096991i,0.0025476+0.00098248i,0.0015873+0.0010355i,0.0012589+0.0010401i,0.00097997+0.00054635i,0.00087211+0.000295i,0.0010164+0.00058087i,0.000842+0.00048717i,8.58e-05+0.00034422i,-0.00075416+8.2922e-05i,-0.00079639-0.00045484i,0.00011331-0.0013611i,0.00063852-0.0014648i,0.00018957-5.9709e-05i,0.00014489+0.00023513i,-0.00014129+9.4763e-05i,-0.0012379+3.6636e-05i,-0.00091665+0.00034781i,-0.00014552+0.0011086i
-0.00069477+0.0018651i,0.00030726+0.0020429i,0.00021629+0.0024726i,0.00025535+0.0027364i,0.00082926+0.0026029i,0.00095929+0.0012985i,-0.00018634-8.7956e-06i,-0.0011478-0.0004363i,-0.000621-0.00028647i,-0.00019725+3.4868e-05i,-7.5625e-05+0.00016696i,0.00023151+9.6155e-06i,0.00059945+0.00019945i,0.00055385+0.0005514i,5.9444e-05+0.00047038i,-0.00015628+0.00015541i,-0.00037158+0.00013155i,-0.00039231+0.00022548i,3.2122e-05+0.0001594i,0.000499-2.7088e-05i,0.0002532-0.00044982i,4.8246e-05-0.0010668i,0.00015898-0.00041878i
0.00017896-0.0012552i,-0.00040157-0.0011173i,-0.00054268-0.0010428i,-0.00038945-0.0015641i,-0.0010686-0.0016108i,-0.0017291-0.0012212i,-0.00111-0.0013959i,0.00014327-0.0015085i,0.00099826-0.00066346i,0.0011871-0.00038503i,0.00039069-0.00022205i,0.00021611+0.00032201i,0.00052372+0.0010707i,0.00041337+0.0014948i,-0.00012122+0.00066798i,-0.00037448+0.0003093i,-0.00022683+0.00078519i,5.9152e-05+0.00062313i,0.00025474-1.4698e-05i,-0.00010868-0.00060476i,2.4098e-05-0.00067509i,-0.0003291+0.00031733i,-0.00042911+0.00040432i
-0.00049349+0.0011298i,-0.0009318+9.6874e-05i,-0.00026547+0.00052559i,0.0010893+0.00053157i,0.0019202+0.00017144i,0.0015707-0.00062158i,0.0010397-0.0011259i,0.00069396-0.00086178i,0.00056532-4.7028e-05i,0.00042038+0.0002572i,0.00022252-0.00028002i,-3.8715e-05-0.00058172i,-0.00060848-0.0005619i,-0.00063967-0.0001745i,-0.00027219+0.00016977i,-0.00022284+0.00068836i,0.00017652+0.0012198i,0.00058795+0.00097373i,0.00023448+0.00032651i,-0.00051215-0.00014642i,-0.00043424-0.0002083i,-0.00033197+0.000141i,-8.4581e-05+0.00057786i
-0.0013252-0.00019274i,-0.00092735+4.3994e-05i,0.00017108+0.00038901i,0.0010669+0.0014311i,0.0011395+0.0017885i,0.0013766+0.001268i,0.0012582-9.2715e-05i,-0.00031689-0.00093526i,-0.00086717+7.9305e-06i,0.00023428+0.00080406i,0.00053078-0.00020037i,0.00012862-0.00095595i,0.00013127+0.00021132i,-0.00015442+0.00034023i,-0.00081257-0.00023481i,-0.00063972+5.676e-05i,-0.0003311+0.00066288i,-0.00054438+0.00061205i,-0.00058477+0.00038054i,-0.00029159+8.301e-05i,-0.00060419-6.7024e-05i,-0.00070425-0.00018711i,0.00026169-0.00016698i
0.00011609-0.00090231i,0.00064064+0.00070362i,-0.00052256+0.00090839i,-0.0013384+0.00032372i,-0.00085619+0.00091291i,0.00043171+0.0012424i,0.00068327+0.00040323i,-0.00011917-0.00082807i,-0.00091115-0.00091636i,-0.0012511-0.00017207i,-0.00093867+0.00064756i,-0.00026274+0.0005336i,8.0634e-05+0.00023785i,-0.00010263+0.00032556i,-7.0713e-05+0.00037605i,0.00038047+0.00051128i,6.9587e-05+0.00047922i,-0.00023167+9.4038e-05i,-0.00021094-0.00024345i,-0.00028181+5.402e-05i,-0.00036479+0.00020634i,-0.00065678+7.8583e-05i,-0.00026988-0.00049261i
0.00042026-0.00084087i,1.5183e-05-0.00067847i,-0.00072433+2.0061e-05i,-0.00042606+0.00066551i,0.00029962-7.8865e-06i,0.00010811-0.001235i,6.4498e-05-0.00093809i,0.00068293+0.00024924i,0.00052504+0.00046431i,-0.00063164+0.00022219i,-0.0007516+0.0006281i,0.00024984+0.00034656i,0.00080356-0.00051964i,0.0010604-0.001083i,0.0012925-0.0012276i,0.00061273-0.00075756i,0.00017718-2.2745e-05i,4.1569e-05+0.00041219i,-0.00048835+0.0004433i,-0.00042982+0.00034548i,0.00018852-3.6925e-05i,0.00034525-0.00020265i,0.000688-0.00029371i
-0.00087856+0.0012401i,-0.00054719+0.0022869i,0.00065543+0.0027488i,0.0015999+0.0016272i,0.0014118+0.0005249i,0.00095792+0.00049618i,-0.00066019+0.00092184i,-0.0013759+0.00069536i,-0.0011432+0.00015288i,-0.00072703+0.00020392i,-0.00016611+0.00012637i,9.4128e-05-0.00052707i,-0.00043258-6.997e-05i,-0.0010288+0.00053375i,-0.0014855+0.00032025i,-0.0015421-0.00028942i,-0.0012285-0.0003974i,-2.4601e-05-0.00040047i,0.00079954-0.00064031i,0.00068894-0.0001762i,0.00057706+0.00046687i,0.00022424+0.00024213i,0.00035083+0.00057741i
0.00052433-0.001918i,0.0010237-0.0025847i,0.00015844-0.001602i,-0.0011429+0.00066283i,-0.00054252+0.0013776i,0.00072631+0.00073642i,0.00033283-0.00069657i,-0.00051573-0.0012558i,-0.00055904-0.0010965i,-0.0005074-0.00069277i,-0.00029306+0.00011941i,-2.4701e-05+0.00076481i,-0.00041456+0.00098003i,-0.00066852+9.8308e-05i,-0.00039296-2.9805e-05i,0.00020017+0.0002285i,0.0002431-9.4467e-06i,-0.00036289-0.00039854i,-0.0010932-0.00070512i,-0.00058268+8.8709e-05i,6.8079e-05+0.00012427i,-0.00040171-0.0005844i,-0.00080793-0.00075885i
-0.00089023-0.001006i,-4.746e-05-0.0031003i,0.00041321-0.0028494i,0.00069838-0.00080394i,0.00043369-0.00025713i,0.00041805-0.00092298i,0.00067566-0.0011494i,0.00057383-0.00065644i,-5.5634e-05-0.0002683i,-6.8784e-05+8.3017e-05i,0.00018762+0.00069296i,0.00063704+0.00088527i,0.00059633+0.00067235i,9.1635e-05+0.00054907i,0.00071933+0.00083875i,0.00059301+0.00060496i,0.00020956+0.00038039i,0.00016832-0.00014044i,-0.0001927-0.0010725i,-0.00053109-0.0016927i,3.3654e-06-0.001186i,0.0002064-0.00035213i,-0.00059923-2.5753e-05i
-0.0010292+0.00053382i,7.4303e-05+0.0022262i,0.00025878+0.0028548i,0.00056705+0.0025768i,0.0011846+0.0019139i,0.0011871+0.00082491i,0.00079843-0.00045291i,-0.00034751-0.00053522i,-0.0010441+4.6335e-05i,-0.00040849+0.00017974i,-5.5265e-05+0.00032801i,-0.00014387+0.00010676i,0.00040369+8.0397e-05i,0.00035194-3.1566e-05i,-0.0002501-0.00030261i,-0.00020115-0.00018333i,6.3477e-05+4.0108e-05i,5.9986e-05-0.00022618i,0.00057716-0.00037106i,0.00054143+8.2155e-05i,-0.0004271-0.00016353i,-1.7073e-05-1.5583e-05i,0.00050415+0.00084752i
0.001339-0.0011765i,0.00020015-0.0019311i,-0.00037505-0.0011974i,0.00040214+0.0001562i,0.0015171+0.00015773i,0.0019195-0.00093319i,0.00043215-0.0010127i,-0.0010374-0.00097653i,-0.0013361-0.00092528i,-0.00087941-0.00076907i,-8.2604e-05-0.00029631i,0.00021869+0.00048114i,0.00020519+0.00076487i,0.00074806+0.00031308i,0.00050355-0.00045807i,2.0282e-05-0.00049914i,-0.00031383-9.924e-05i,-0.00039102+8.8937e-05i,-0.00026832-6.716e-05i,-0.0011492+0.00030554i,-0.0010997+0.00050911i,0.00023217+0.00011585i,0.00054269+0.00011816i
0.0010939-0.00034283i,0.00054637-0.0012607i,0.00065467-0.0024428i,0.00016114-0.0023023i,0.00054363-0.00034886i,0.0013443+0.00033113i,0.0011006+0.00025489i,0.0010985-0.00029103i,0.0010636-0.00088224i,0.00063667-0.00093782i,0.00087398-0.00033561i,0.00093109+0.00043894i,0.0012477+0.0010378i,0.0011419+0.0013191i,0.00078239+0.00094714i,0.00040238+0.00063405i,-0.00019822+4.6364e-05i,0.00010735-0.00048055i,0.00068779-8.1838e-05i,0.00052066+0.00027546i,-0.00044402+0.00034066i,4.4124e-05+1.9743e-05i,0.00060746-0.00078277i
0.00058853+0.001522i,0.00098485+0.00071409i,0.0022273+0.00073068i,0.0022588+0.00022744i,0.0016461-0.00027331i,0.00084686-0.00080472i,-0.00017073-0.0013858i,-0.00066334-0.001183i,-0.00026908-0.00057574i,0.00045449-0.00042905i,0.00043787+0.00019508i,-0.00069755+0.0005833i,-0.0011821+0.00043406i,-0.00060219+0.00014488i,-0.0011853+0.00011667i,-0.0012676+0.00066285i,-0.00093236+0.00067045i,-0.00072097+0.00017051i,-0.00017217-0.00069509i,-0.00033474-0.00072198i,-0.00025797+0.00017258i,0.00038927+0.00013332i,0.0005921+6.8289e-05i
0.00020829-0.00043717i,9.8293e-05-8.101e-05i,0.00061487+0.00058825i,0.00038555+0.0010454i,-5.7944e-05+0.00066156i,-0.00049629+0.00022957i,-0.00077755-6.843e-05i,-0.00063151-4.6672e-05i,-0.00068438+2.4917e-05i,-0.00080119-0.00047933i,-0.0004761-0.00024606i,-0.00059173-5.1569e-05i,-4.4939e-05-0.00018811i,0.0003191-0.00053875i,0.00013815-0.00067677i,0.00035349-1.3251e-05i,0.00060646+0.00086343i,0.00055982+0.00058486i,-8.1209e-05-0.00010948i,-0.00032362-0.00013109i,-2.8681e-05+2.5242e-05i,0.00048254+0.00024935i,0.00047281+0.00042435i
-0.0022622-0.0014795i,-0.0024561-0.0013998i,-0.0028698-0.00079752i,-0.0020574-1.8044e-05i,0.00046774+0.0002937i,0.0018744-0.0013172i,0.0013871-0.0022159i,0.00016478-0.00079298i,0.00048204+0.00035921i,0.001089+0.00031778i,0.00031836-0.00010021i,-0.00064591-0.001244i,-0.00058343-0.0015983i,0.00022592-0.0013554i,0.00022952-0.00076092i,-0.00027721+5.4e-05i,-0.00034438+0.00042782i,-1.5363e-05+0.00050893i,0.0002922+0.00017892i,-0.00014725-6.6722e-05i,-0.0003419+0.00016595i,-0.00031369+2.0074e-05i,-0.00066832+1.4275e-06i
0.00010266-0.0005693i,0.00028498-0.00097696i,0.00055376-0.0011586i,0.00090437-0.0016992i,0.00059176-0.00084744i,-0.00025982-0.00017042i,-0.0007036-0.0010031i,-0.0005986-0.0007306i,-0.00014046+8.7196e-05i,-1.9016e-05-0.00050114i,0.0001056-0.00030048i,0.00037702+0.00070989i,0.00073448+0.00051976i,0.0009593-1.5777e-05i,0.00065858-0.00084572i,-0.00019274-0.0010719i,-0.00025972-0.00070127i,0.00066348-6.607e-06i,0.00048288+0.00044965i,0.00027567+0.00050108i,0.00027583-1.061e-05i,0.00010547-0.00045304i,8.8262e-05-0.00040099i
0.001285-0.0021333i,0.0014878-0.00084183i,0.00024216-0.00020372i,-0.0023559-5.6262e-05i,-0.0029073+0.00063091i,-0.00096361+0.0011261i,8.268e-05+0.00031601i,0.00024585-0.00021229i,0.0001083-0.00077477i,-0.00063075-0.00096411i,-0.0011219-2.8201e-05i,-0.00043487+4.0518e-05i,0.00068296-0.00077551i,0.00075832-0.00054185i,0.00072512-0.00071621i,0.00061781-0.00077662i,0.00015661+8.8232e-05i,-3.8314e-05+0.00017833i,-3.4242e-05-0.00050019i,-0.00049164-0.00025241i,-0.0010612+0.00061368i,-0.00063598+0.00078635i,-0.00020757+0.00025977i
-0.00065062-0.00061201i,-0.001344-0.00072174i,-0.0020324-0.00036108i,-0.0016554-0.00042853i,0.00046939+0.00044137i,0.0011423+0.00025039i,-0.00031625-0.00046977i,-0.0014426-0.0010826i,-0.00099716-0.00092825i,-0.00070253-0.00014962i,-0.00022763-0.00045968i,0.0006729-0.00033053i,-0.00011995+0.00046338i,-0.0009632+0.00023521i,-0.00085457-0.00016162i,-0.0010686-0.00040339i,-0.00097315-0.00062632i,-0.00053067+0.000312i,-3.9741e-05+0.0006006i,0.00043968+0.00020802i,0.00045284+0.00016691i,-0.00017666-0.00024097i,-0.00046962-0.00025733i
-0.00098443+0.0023835i,-0.00071198+0.0017809i,0.00058866+0.00025891i,0.0013736-0.00055278i,0.0013412-0.00013955i,0.00092068-2.3065e-05i,0.00022101-0.0002535i,-0.00047813-0.00063005i,-2.1357e-05-0.00088272i,6.4136e-05-0.001008i,9.1855e-05-0.00097337i,0.0001945-0.00051153i,-0.00083317-0.00016307i,-0.00076324-0.00023424i,0.00024245+0.00029555i,0.00060229+0.0004594i,0.00045101-0.00011471i,0.00026952-0.00021529i,0.00050188+0.00031492i,0.00012462+0.00011217i,-0.00018989-0.00034974i,-0.00021582-0.00032837i,0.00013151-0.00045375i
0.0011177-0.0012274i,0.0013619-0.00082708i,0.0010096-0.00071775i,-0.00018269+0.00032788i,-0.0013251+0.0013244i,-0.00010398+0.001219i,0.0010955+0.00051242i,0.00066773-0.00061926i,-0.0001451-0.00094922i,-0.00055926-0.00033606i,-0.00084813-7.9685e-05i,-0.00059157-0.00019482i,0.00045519+7.6098e-06i,0.0010068-8.0252e-05i,0.001138-0.00029132i,0.00079313-0.00040523i,0.00041407-0.00069267i,-8.3115e-06-0.0013458i,-7.6214e-07-0.0010936i,-0.00024289-6.6044e-05i,-3.4503e-05+0.00026269i,0.00030081+7.0417e-05i,-0.0006964+9.1966e-05i
0.00012355+0.00033884i,-0.00087681+1.2776e-05i,-0.00028561-0.00041866i,0.00062411-0.00030025i,0.00087913-0.00081671i,0.00060495-0.001378i,-0.00032216-0.0014207i,-0.00035603-0.00074663i,0.00040237-0.0004813i,0.00063897-0.00038639i,0.00047078-1.1403e-05i,0.00052356-0.00047668i,0.00079436-0.0003126i,0.00014489+0.00083783i,-0.00067822+0.0011787i,-0.0009704+0.00056244i,-4.337e-05+0.0004973i,0.00046796+0.0011551i,-0.00010497+0.00065176i,-0.00024337+0.00025234i,0.00046418+0.00022488i,0.00029803-0.0001926i,0.00028511-0.00048161i
0.0014378-0.00065731i,0.00038192-0.0019371i,0.00034846-0.0017296i,0.0011753-0.00044244i,0.00082738-0.00017026i,0.00036838-0.00088379i,3.7616e-05-0.0019072i,-0.0004458-0.0015753i,-0.00075571-0.00046915i,-6.3017e-05-0.00028179i,0.00021604-0.00032054i,-0.00053955-0.00013377i,-0.0003905+0.00055477i,-0.00020554+0.0011065i,-0.0007092+0.00045029i,6.1817e-06+0.00036523i,0.00035608-0.00035836i,0.00045233-0.0011188i,0.00065929-0.00047552i,8.5767e-05+0.00016597i,0.00036821+0.00030478i,0.00026414+8.2726e-05i,0.00012527+0.00020815i
0.0030993+0.00021701i,0.0034445+8.3887e-05i,0.0030122-0.00078329i,0.0015651-0.0016194i,-0.00067972-0.00074279i,-0.0013534-0.00075786i,-0.001183-0.0014876i,-0.00076953-0.0013386i,9.5559e-05-0.0011002i,-8.6204e-06-0.0010581i,-9.358e-05-0.00054917i,5.4682e-05+0.00030922i,0.00036245+0.00079887i,0.0007134+0.00098242i,0.00071396+0.0012271i,0.0010494+0.00095932i,0.00091935+0.00035511i,0.0001991+0.00047481i,0.00049027+0.00086172i,0.00021947+0.00017836i,-0.00074442-0.00050846i,-0.00056705-0.00048872i,0.00043012-0.00040405i
-0.0013715-0.00020948i,-0.0010239-0.0015397i,-0.00015578-0.00089136i,0.00025487+0.00046375i,0.00050376+0.00058849i,0.00045893-0.00023608i,-0.0001771+6.5094e-05i,-0.000589+0.0004038i,-0.00044539-7.0612e-05i,6.1853e-06+7.8772e-05i,0.00011218-0.00016614i,0.00039514-0.0010144i,0.00081777-0.00034701i,0.00078257+0.00086965i,0.00014375+0.0013588i,-0.00048859+0.0010414i,-0.00051176+0.00030001i,-0.00039108-8.2655e-05i,0.00019562+5.369e-05i,0.0011039+0.00016484i,0.00092899+1.7604e-05i,-2.351e-05+0.00032668i,0.00062778+0.00087276i
-0.0012315+0.00059145i,-0.00027986+0.0029483i,0.00067827+0.0030528i,0.0013603+0.0016622i,0.00052889+0.00085187i,9.4501e-05-0.00017411i,0.00010154-0.0009535i,-0.00098215-0.00072811i,-0.0015015+0.00010039i,-0.0012209-0.0005359i,-0.00051325-0.00053836i,0.00034364+0.00018501i,0.00093746+0.00011398i,0.00034565+0.00035759i,-0.00026343+0.00031427i,0.00027501+0.00020612i,0.0012197+0.00036749i,0.00084166+0.0001589i,0.00028596+0.00018627i,0.00041015-8.9254e-05i,0.00017946-8.5112e-05i,-2.8917e-06+0.00025752i,-0.00038339+7.6782e-06i
-0.00046471-0.0024391i,-0.000556-0.0030041i,-0.0011867-0.0029245i,-0.0015513-0.0012956i,-0.00014461+0.0011588i,0.0010763+0.0019922i,0.00051834+0.001026i,0.00024972+0.00047835i,-0.00022302+0.00051218i,-0.00071366+0.00040495i,-0.00058466+0.00042126i,2.3892e-05-0.00013818i,0.00058017-0.00086879i,0.00039113-0.00097802i,0.00046112-0.00077732i,0.0013676-0.0004826i,0.00085545-0.00023078i,-0.00045163-0.00031619i,-0.00055899-0.0004839i,-0.00010463-0.0006619i,-2.4017e-05-0.0007831i,-0.00086556-0.00035914i,-0.0011962+2.7903e-05i
-0.0011283-0.00099409i,-0.0012477-0.00039978i,-0.00039573-0.00025142i,0.00062009-0.00025306i,0.00088548-0.00029323i,0.00091648-0.00065731i,0.00064576-0.00075307i,-0.00032464-0.00089728i,-0.00033824-0.00086606i,0.0001302-0.00053398i,-0.00016058+0.00028654i,-0.00011821+0.00095592i,0.00016946+0.00059308i,-0.00024307+0.00042849i,-0.00070968+0.00032452i,-0.00034115+0.00056946i,-0.00036286+0.00096797i,-0.00042337+0.00076907i,2.3033e-05+0.00088704i,-1.1892e-05+0.00049898i,6.6843e-05-0.00043769i,0.00041204-0.00036857i,0.0004935+0.00022626i
0.0021655-0.00057534i,0.002744-0.00029655i,0.0020941-0.00022874i,0.00077602-0.00030629i,0.00073927+0.00054898i,0.001359+0.00095852i,0.00093328+0.0004202i,0.00069399-0.00045977i,0.00081259-0.00051206i,0.00068104-0.00038352i,0.00066165-0.00017278i,0.00033175+0.00071062i,0.00066741+0.0014748i,0.00083554+0.00088299i,0.00037111+0.00012621i,-0.00023729+0.00041443i,-0.00023343-4.8138e-05i,0.00064066-0.0011155i,0.0013144-0.00093945i,0.0013291-0.00066313i,0.0010062-0.00045978i,0.00018539-3.0259e-05i,-0.00064651-0.00031901i
-0.0016015-3.6523e-05i,-0.0003769-0.0010732i,0.00057924-0.00093259i,0.0013651-9.9965e-05i,0.0019939-0.00031959i,0.0017676-0.0011537i,0.00069294-0.0010854i,-0.00046899-0.00032725i,-0.00062683-6.7184e-05i,-0.00055579-0.00016041i,-0.00016044-0.00022971i,0.00031327-0.00055502i,0.00028259-0.0012898i,8.3156e-05-0.0014113i,9.1599e-05-0.00085385i,-0.00019025-0.00028444i,-0.00021103-0.00034333i,-0.00038332-7.6132e-05i,-0.00018595+0.00046362i,-0.00040713+0.00038081i,-0.00031668+0.00059909i,0.00020226+0.0001522i,0.00055179-0.00041928i
0.00047901+0.0015128i,0.0012376+0.001538i,0.0018828+0.00096074i,0.0015809+0.00012584i,0.0015941-0.00040595i,0.0010244-0.0014817i,-0.00026195-0.0018599i,-0.00031004-0.0010939i,0.0002692-0.001055i,0.00063749-0.0011226i,0.0010629+0.00013964i,0.0010509+0.00037722i,0.00031608+2.8009e-06i,0.00012793-0.00054541i,-3.9734e-05-1.6484e-05i,-0.00048+0.00034378i,-0.00010784-0.0009996i,0.00015429-0.0010955i,0.0003399-0.00067241i,0.00041287-0.00045099i,0.00078153-0.00058275i,0.00080871-0.00048022i,0.0004228+0.00035294i
0.00012987+0.00043742i,0.00027701-0.00042702i,0.00085941-0.0014031i,0.00088918-0.0022189i,0.00020667-0.0022114i,-0.00041139-0.0018689i,-0.00030655-0.00041208i,-0.00048303-0.00013943i,6.6964e-05-0.00057564i,0.00076873-0.00019135i,0.00016928+0.00018123i,-0.00028979-0.00016087i,2.8903e-05+0.00035598i,-0.00074905+0.0011129i,-0.0013406+0.00094178i,-0.00067224+0.00042081i,0.0002026+0.00079285i,0.00067584+0.00058062i,0.00089561+3.4856e-05i,0.0013009-9.2076e-05i,0.0015038-0.00010545i,0.00061226-0.00024859i,5.5359e-05+0.00033783i
0.00031483+0.00096106i,0.001311+8.7832e-05i,0.0017592-0.00016099i,0.00094367+0.00069922i,-0.00024526+0.00044794i,-0.00018218-0.00016462i,-9.8765e-05-0.00031703i,-0.00034686-0.00065809i,-0.00081739-0.0007709i,-0.0011272-0.00060932i,-0.0012319+0.00056996i,-0.00084237+0.00076871i,-0.0008998+0.00012563i,-0.001246+3.589e-05i,-0.0006512-9.4246e-05i,-0.00054013+0.00081708i,-0.00020551+0.0012977i,0.0001902+7.7915e-05i,0.00075263-0.00060794i,0.00063727-0.00049512i,0.00021181-0.00046214i,0.00016809+0.00013867i,-0.00019122+0.00055615i
-0.001195-0.0014669i,-0.00089124-0.0014546i,-0.0010392-0.00052207i,-0.00084243+0.00061342i,0.00023579+0.0017485i,0.0009012+0.0014159i,0.00074523+0.00023434i,-4.5915e-05-0.00023333i,-0.00062274-0.00010541i,-0.00054376-0.0006729i,-0.00037727-0.00080417i,-0.00039911-0.00056107i,9.0497e-05+7.187e-05i,0.00084153+0.00069903i,0.00058165-7.5229e-06i,0.00062635-0.000246i,0.00049296-0.00058302i,0.00020123-0.00057376i,-4.916e-05-0.00010676i,0.00011943-0.00054012i,0.0009101-0.0009625i,0.00023584-0.00086634i,-0.00091314-0.00080955i
0.0031541-0.0012205i,0.0025639-0.0025602i,0.00097422-0.0030366i,0.00081928-0.0022243i,0.00096686-0.0010858i,0.00029766-0.00065044i,0.00025454-0.00066i,-0.00027661-0.00046026i,-0.00071903-0.00069433i,0.00021377-0.00075049i,0.00074042-0.00015848i,0.00080628+0.00030826i,0.0011158+0.00035176i,0.0011628+0.00019515i,0.0013731+0.00023365i,0.00083805+0.00093484i,0.00059719+0.0010411i,0.00087843+0.0005831i,0.00062192+0.00084383i,-0.00012038+0.00021605i,0.00031024-0.0013779i,0.00065318-0.0014622i,0.00014874-0.00075785i
-0.002127-0.0005299i,-0.0015473-0.00072507i,-0.0010505+0.00066509i,0.00048363+0.0011589i,0.0019295+0.00033656i,0.0016654-0.00087249i,0.0004178-0.0013547i,-0.00050361-0.0004606i,-0.00068465+0.000968i,0.00018017+0.001455i,0.00087175+0.00084627i,0.00060787+0.00032458i,-0.00030973+4.6858e-05i,-0.0013288-0.00043016i,-0.0018005-0.00088581i,-0.0013118-0.00090798i,0.0001826-0.0005069i,0.00053908-0.00016223i,-1.2746e-05+9.9024e-06i,-0.00037404-0.00048604i,-0.0008349-0.00070989i,-0.00044658-0.00097134i,3.6346e-05-0.00060132i
