-0.0020799+7.9908e-05i,-0.0016772+0.00070958i,-0.0012408+0.00073462i,-0.0011148+0.00054118i,-0.0012913+0.00027627i,-0.0013361+0.00012988i,-0.00075336+0.00029363i,0.00030034+0.00082641i,0.00087501+0.00098085i,0.00024251+0.00020225i,-0.00046328-0.00030225i,-0.00042536-7.9227e-05i,-0.00039668-0.00035882i,-0.00021662-0.0010082i,-3.9214e-05-0.0010623i,0.00028893-0.0009709i,0.00051481-0.00048985i,0.00048791+3.6607e-05i,0.00071853+0.00041773i,0.00038282+0.00057078i,-0.00052118+0.00033555i,-0.0010154+7.6633e-05i,0.0001907+4.5583e-05i
0.00058865-0.000182i,0.00050839-0.00021422i,0.00071124-0.00050497i,0.00036494-0.0004597i,-4.7895e-05-0.00050058i,-0.00017187-0.00061886i,-0.00077592-0.00015039i,-0.0011362-0.00022108i,-0.00068601-0.00063675i,-0.0011615-0.00062062i,-0.0010714-0.0008737i,0.00023637-0.0010525i,0.00058059-0.0008291i,0.00030112-0.0011698i,0.0004527-0.0014828i,-0.00046311-0.00073127i,-0.00073203+0.00037156i,1.496e-05+0.00076773i,-0.00041039-0.00021733i,-0.00085969-0.00097834i,-0.00081373-0.00079656i,-0.00071199-0.00037205i,0.00021291-4.6817e-05i
-0.00013723-0.00039424i,-9.0192e-05+0.00037871i,0.00040102+0.00022295i,0.0005535-0.00070379i,0.00046322-0.00079549i,0.0010499-0.0010588i,0.0012592-0.001559i,0.00053967-0.0014174i,7.4691e-05-0.0013264i,0.00018421-0.0016108i,0.00048991-0.0017421i,0.00037762-0.00063898i,-7.3237e-05+0.00031484i,6.7049e-05-9.2891e-05i,-0.00050715-0.00068082i,-0.00043969-0.00099239i,-4.7182e-05-0.00050898i,-0.00023553+3.2537e-05i,-0.00055503+0.00031905i,-0.00053702-0.00015034i,-1.6593e-05-0.0010175i,4.3298e-05-0.00086225i,-0.00014202-8.5912e-05i
-0.0012334+0.00017733i,-0.0012638+0.00045166i,-0.000289+0.00064556i,-0.00054648+0.00027106i,-0.00078941+0.00018421i,-0.00021874+0.00071186i,0.00055614+0.00063623i,0.00057603-0.00029562i,-8.9126e-05-0.00036345i,-0.0002454-2.1867e-06i,0.00029802-0.00015232i,7.9793e-05-0.00058537i,-0.00072215-0.00066927i,-0.00062177-0.00036211i,-0.00021021+3.6582e-05i,-0.0006408+0.00054678i,-0.00063604+0.0003875i,-4.7845e-05+0.00036583i,-0.00030656+0.00051783i,-0.00063006+0.00050203i,-0.00050311-4.1517e-05i,-0.00018703-0.00011936i,-0.00018749+0.00031455i
-0.0015267-0.00090144i,-0.0020587-0.00053267i,-0.00086657+8.6537e-05i,-0.00011159+0.00046674i,0.00057641+0.00034138i,0.0017326+0.00082767i,0.0010484+0.00071773i,-0.00075682-0.00031666i,-0.0015369-0.0007157i,-0.0013612-0.00077718i,-0.00089562-0.0004084i,9.4007e-05+0.00017061i,0.00090946+0.00058824i,0.0008625+0.00059367i,0.00047238-0.0001789i,-0.00024012-0.00039317i,-0.00072543-0.00012558i,6.3146e-05+0.00010461i,0.00087511+0.00044072i,0.00067666+0.00048183i,0.00033026+0.00083995i,0.00036198+0.0010971i,3.3088e-05+0.0012172i
0.0008127+0.00097827i,0.00039934+0.0011975i,0.00043324+0.0014257i,0.00069172+0.0013408i,0.00061483+0.00079209i,0.00051827-0.00053468i,0.00076087-0.0013289i,-0.00042623-0.0019578i,-0.0011009-0.0018387i,-0.0011581-0.00069479i,-0.0011013+2.838e-05i,-0.00036695+0.00013967i,-0.00027051-0.00038325i,-0.00062661-0.0011177i,-0.00081935-0.00082444i,-0.00053598-0.00033653i,-0.0001947-0.0006839i,-0.00012569+4.9169e-05i,-8.995e-05+0.00023347i,0.00016662-0.00068181i,-0.0001352-0.00058748i,-0.00069337+0.0001488i,-0.00060971+0.00018552i
-0.0019429-0.00052633i,-0.0012278+0.0007146i,-0.00050674+0.0011326i,0.00068108+0.00064081i,0.0018454+0.00051396i,0.0022373-0.00019926i,0.0012839-0.001351i,0.0001031-0.0019119i,-0.00023998-0.001661i,-0.00030178-0.0012952i,-9.9446e-05-0.0013436i,-3.4283e-06-0.00163i,0.00010079-0.0015673i,1.6498e-05-0.0012789i,0.00037903-0.00061052i,-0.0002154-0.00014409i,-0.0014809-0.00037759i,-0.0012709+3.2953e-05i,-0.00036391+1.3378e-06i,0.00016823-0.00021141i,0.00070742+4.6536e-05i,0.00082206+0.00048709i,0.00042178+0.00036345i
-0.00043911+0.0011831i,-3.4451e-05+0.00043667i,0.00057084+0.0012062i,0.0010653+0.0021956i,0.0015417+0.0018157i,0.0019518-9.5327e-05i,0.0014818-0.0010837i,0.00034998-0.00088767i,-0.0003993+7.7495e-05i,-0.00033337+0.00047687i,-0.00029004+0.0001803i,-0.00023645-0.00080399i,-0.00067313-0.0015238i,-0.0011205-0.0014625i,-0.0011471-0.00043732i,-0.00055748-3.4012e-05i,8.2207e-05-0.0005503i,-4.8378e-05-0.00043111i,0.00052201-0.00029782i,0.0013274-0.00024743i,0.00081117+0.00048933i,3.9767e-06+0.0012926i,0.00016403+0.0014558i
0.00063789+3.2894e-07i,0.00087479+0.00015883i,0.00050844-0.00066374i,-0.00030108-0.001161i,-0.00084376-0.0013052i,-0.0009432-0.00096138i,2.9049e-05-0.00039165i,0.00018594-0.00046111i,-0.00078675-0.00097622i,-0.00082037-0.0010358i,-0.00036371-0.0006623i,-0.0003423-0.00044761i,6.5731e-05-0.00082068i,0.00047399-0.00080326i,-4.0455e-05-0.00073944i,-0.00057876-0.00094905i,-0.00063039-0.00051898i,-0.0007325-8.914e-05i,-0.00072069+7.2267e-05i,-0.00038527+0.00013219i,8.7878e-06-0.00010948i,0.00013435-0.00043421i,2.8819e-05-0.00010276i
-0.00024967+0.0019872i,8.4105e-05+0.0027005i,0.00031611+0.0034077i,0.0010852+0.0022002i,0.0015349+0.0010305i,0.00094574+0.00041617i,-0.0001687-0.00027714i,-0.00041693-0.0013001i,-0.0006553-0.0017748i,-0.00097288-0.0013264i,-0.00078193-0.00074165i,-0.0012617-0.00032099i,-0.0015045-0.00035723i,-0.0010775+4.4721e-05i,-0.00072551+0.00047486i,-0.00015387+0.00018591i,-3.4488e-05+1.3413e-05i,-0.00062926-9.6984e-05i,-0.00040244+0.0002316i,0.00035371+0.00029155i,0.00011476-0.00032053i,0.0002051-0.00029987i,0.00033867-3.8518e-06i
0.0010064+0.00060951i,0.0018117+0.00024962i,0.0016698-9.57e-06i,0.0013835-0.00086381i,0.001855-0.00053826i,0.0020383-4.7088e-05i,0.0010287-0.00068837i,7.351e-05-0.00070355i,0.00011814-0.00028476i,0.00012504-0.00062404i,0.00025919-0.00061441i,2.139e-05-0.00069298i,-0.00064222-0.00074825i,-0.00013479-0.00082343i,-0.00015714-0.0011322i,-0.00085243-0.0010546i,-0.0007389-0.00061423i,-0.00064537+0.00041042i,-0.00013899+0.00079378i,0.0004517+0.00050319i,0.00059126+0.00026334i,0.00048019-0.00010186i,4.7064e-05+7.058e-05i
-0.00013315-0.00033452i,0.00035696-8.5794e-05i,-0.00072438+0.00052474i,-0.0011387+0.00080172i,-1.3733e-07+0.0014503i,0.00084089+0.0012066i,0.00099406+0.00069663i,0.0012276+0.00056721i,0.00038439-3.194e-05i,-7.0879e-05-0.00048689i,0.0011912-0.00042317i,0.0015637+9.5069e-05i,0.00098076-0.0003084i,0.00031427-0.00034205i,-0.00010498-0.00021352i,-0.0006261-0.00018066i,-0.00026396+0.00050512i,0.00086518+0.00069077i,0.00063662+0.00035015i,0.00057976-0.00032163i,0.00018879-0.001103i,0.00015817-0.00093518i,0.00019069-0.00010316i
-1.7617e-06+0.00012653i,0.00046037+0.00037792i,0.0010604+0.00044669i,0.0013537-0.00053825i,0.00084556-0.0016174i,0.00056886-0.001344i,0.00085359-0.00045004i,-2.882e-05-0.00052699i,-0.0011034-0.0014639i,-0.0011091-0.0015352i,-0.001071-0.00048333i,-0.0012395+0.00016808i,-0.0014261+1.0748e-05i,-0.00073579-0.00025516i,-0.00021927-0.00040474i,-0.00077512-0.00033266i,-0.0012027+0.00017694i,-0.00102+7.4547e-05i,-0.00032585-0.00021442i,-0.00040777+0.00032298i,-0.00014157+0.00062488i,2.4136e-05-6.849e-05i,0.00022131-0.00060716i
-0.00037997+0.00060344i,0.0013686+0.00052803i,0.0011989+0.00095643i,0.00060025+0.00045026i,0.0015645-0.00030109i,0.0016544-0.00050023i,0.00059742-0.001289i,0.00019596-0.0016836i,0.00024936-0.0016417i,0.00013661-0.0015657i,0.00012178-0.00060378i,-0.00075833+0.00031263i,-0.00087842+0.00018718i,-0.0003573+1.4125e-05i,0.00010395+8.7413e-05i,-4.3304e-05+8.0895e-05i,-0.000909+4.0435e-05i,-0.0015004-0.00030758i,-0.00084254-0.00031676i,-0.0005998-0.00011554i,-0.00093806-0.00013558i,-0.00050488-0.00075933i,-1.1635e-05-0.00026312i
0.00090852-0.00058777i,-0.00010261-0.0010574i,-0.00042761-0.0015536i,0.00024312+0.00018272i,0.00020405+0.0011773i,-0.00010068-9.9329e-05i,0.00050536-0.0011647i,0.0011812-0.0010719i,0.00039902-0.00043992i,-0.00036978+7.9716e-06i,0.00011673+8.9585e-05i,0.00013307-0.00039329i,-7.1056e-05-0.0012519i,3.0455e-05-0.0010103i,0.00031889-0.00085473i,0.00095624-0.00070778i,0.0010939-0.00041308i,0.00062755-0.00054066i,5.1088e-05-0.00016884i,0.00030801+0.00048372i,0.00050296+0.00058431i,5.9009e-05+0.00035717i,5.3058e-05+0.00043742i
0.0018236-0.0020316i,0.0008108-0.0013509i,-0.00041533-0.0015818i,-8.0718e-05-0.001251i,-0.00037301-0.00010608i,-0.0008245+0.00026317i,9.6417e-05-0.00013734i,0.00032133-0.00037132i,-0.00054015-0.00083254i,-0.00083565-0.00062126i,-0.00048977-0.00063949i,-0.00010182-0.00060197i,0.00023255-0.00086157i,0.00020448-0.001452i,-0.00010902-0.0013115i,-0.00015843-0.00038978i,-0.00012949+0.00011778i,4.9551e-05+0.0005366i,-0.00053667+0.00089523i,-0.001061+0.00037834i,-0.00022079-0.00055218i,-5.4976e-05-0.00065755i,-0.00031542-6.2774e-06i
0.0024424+0.0014338i,0.0027181+0.0015688i,0.0025874+0.00089305i,0.001044+0.00030486i,-2.2179e-05-0.00013962i,-0.0006908-0.00019716i,-0.00048167+0.00023532i,-2.9753e-05-0.00018054i,1.367e-05-0.001255i,-3.197e-05-0.0017337i,0.00013715-0.0011423i,9.5237e-05-0.00010313i,-0.0003707+3.4449e-05i,-0.00067046-0.00024529i,-1.2404e-05+0.00040115i,-0.00016256+0.00083024i,-0.0006576+0.00032532i,-0.00077815+0.00041416i,-0.00053815+0.00096486i,-0.00037419-0.00024965i,6.4529e-05-0.00064235i,4.6846e-05+0.00047796i,0.00032045+0.00060536i
-0.00050066+0.00020471i,-0.00058529+0.00046312i,-0.00031354-0.00013971i,0.00058897-0.0011595i,0.0017038-0.0012092i,0.002313-0.0007396i,0.0013228-0.00094769i,0.00038241-0.0010872i,-0.00029737-0.0009238i,-0.00088593-0.00074614i,-0.00059066-0.0007735i,-0.0003636-0.00059049i,-0.0010346-0.00036559i,-0.0010265-0.00021896i,-0.00039705-0.00021355i,-3.0714e-05+7.1221e-05i,-0.00059368+0.00029897i,-0.0011655-1.8881e-05i,-0.00098629+0.00012664i,-0.00041736+0.00035514i,0.00013601+0.00034836i,0.00039013+0.00054126i,0.00057548+0.00010659i
-0.0012103-0.00044055i,-0.0019748+0.00028292i,-0.0014539+0.0003515i,-0.0014298+0.0016727i,-0.0015548+0.0024307i,-0.0010388+0.0012314i,-0.00076321+0.00024915i,-0.00049243-1.7295e-05i,-0.00061669-0.00035035i,-0.0006439-0.00086304i,-0.00069067-0.00070461i,-0.00052714-0.00077914i,-0.00012125-0.00039025i,-0.00065483-6.7087e-05i,6.4663e-05+2.4484e-05i,0.00064571-0.00013347i,-0.00019442-0.00024241i,-0.00085975+0.00011885i,-0.00044049-0.0003738i,0.00050823-0.00052469i,0.00027572-0.00011678i,-0.00027434-5.659e-05i,-0.00016561+4.5404e-07i
-0.0009447+0.001703i,-0.00058664+0.0021237i,-0.0006924+0.003603i,0.00041239+0.0028812i,0.0022986+0.0018464i,0.0028625+0.0017038i,0.0010862+0.00055224i,-0.0011179-0.00020332i,-0.0020912-0.00017888i,-0.00121-0.00011187i,0.00074624+0.00028839i,0.0013866+0.00067537i,0.00016335+0.00046179i,-0.00078379-0.00022923i,-0.00082851-0.00068353i,-0.00034628-0.00035168i,-0.00017226+0.00031562i,-0.00038983+0.00090102i,-0.00019478+0.00092623i,0.00023411-2.7722e-05i,0.00016741-0.00026741i,-0.00016947-7.0716e-06i,0.00032826-6.3296e-05i
0.00049525+0.00067347i,0.00081431+0.0017053i,0.00064958+0.0013853i,2.8375e-05+0.00068326i,0.00067484+0.00042571i,0.001339-0.00021635i,0.00052126+1.3599e-05i,-0.00020744+8.2016e-05i,-6.5417e-05-0.00048993i,-0.00032959-0.00031046i,-0.00045485+0.0003133i,-4.1908e-05+0.00088436i,0.0004518+0.00079417i,0.00011778+0.00050792i,8.3848e-05+0.00044872i,0.00091788+0.00053419i,0.00086617+0.00077994i,0.00031747+0.00046746i,-0.00012468+3.755e-05i,-0.00029472-3.0433e-05i,-0.00030499+0.00021739i,-0.00063858+0.00023408i,0.00016595-0.00042749i
0.0007722+0.0013622i,0.0012426+0.0010456i,0.0014791+0.00064775i,0.00072537-0.0006046i,0.00089302-0.00087533i,0.00028013-0.00074857i,-0.00078015-0.00069075i,-0.00036235-0.00025337i,-2.4522e-05+9.0007e-05i,-0.00045709-0.00025092i,-0.00041093-0.00046412i,-0.00010444-0.00036109i,-0.00052578-0.00036114i,-0.0014611-0.00043947i,-0.0011353-9.8394e-05i,-0.00022058-0.00072278i,5.2026e-06-0.0010255i,8.5678e-05-9.6581e-05i,-0.000208+0.00020227i,-0.00028045+0.00026676i,0.00014336+0.00017754i,0.00087064+0.00013638i,0.00055209+0.00025191i
-0.00074097+0.00035315i,-0.00054533+0.0010583i,-0.00011712+0.0015103i,0.0011504+0.0028207i,0.0015803+0.0025627i,0.0018519+0.0014847i,0.0015039+0.0010184i,0.0010857-0.00016761i,0.00065836-0.00094545i,-0.00048342-0.00067322i,-0.00075972-0.00048783i,0.00077838-0.00080714i,0.0012991-0.0013168i,0.00092991-0.0014177i,-0.00013543-0.00055248i,-0.00070064+0.00023092i,6.7845e-05+0.00053465i,-0.00062015+0.00094476i,-0.0014821+0.00079283i,-0.00077179+0.00049428i,-0.00037717+8.0782e-05i,-0.00049124-0.00015584i,-4.0639e-05-0.00010406i
-0.00074855+0.0019425i,-0.00055342+0.0025319i,-0.00028047+0.0017423i,0.0013721-0.00032606i,0.0028985-0.00093248i,0.0024277-0.00046559i,0.00081857-0.00073702i,-0.00040238-0.00083106i,-0.0014297-0.00067242i,-0.00076953-7.921e-05i,0.00017518+0.00045385i,-0.00017585-0.00021869i,-0.00050099-0.00055711i,-0.0008359-0.00065872i,-0.001099-4.0662e-05i,-0.0006612+0.0010189i,-0.00052083+0.00068808i,-0.00037454-0.00026799i,-0.00030451-0.00027639i,-0.00066638-0.00013749i,-0.00017889-0.00010401i,-0.00034363-0.00036659i,-0.00031116-0.0010511i
-0.00046275-4.414e-05i,0.000141+0.00039203i,0.00050982+0.0005964i,7.5223e-05+0.0013171i,-0.00071004+0.0010984i,-6.9857e-05+0.00055184i,0.00087+0.00079738i,0.00038204-0.00015239i,-0.00025572-0.00085132i,-0.00074773-0.00064129i,-0.00059563-0.0011294i,-0.00021553-0.00076612i,0.00025509+0.00063437i,0.00072495+0.0012473i,7.1601e-05+0.00063776i,-0.00056434-0.00059998i,0.00032671-0.00099854i,0.00069379-0.00022687i,9.2051e-05+0.00030419i,0.00036133+0.00099833i,0.00041772+0.00073505i,0.0001666+0.00015347i,0.0004492+0.00071245i
0.00029924+0.00055787i,0.00046749+0.0011892i,0.0014376+0.0012163i,0.0015918+8.9252e-06i,0.0012103-0.00036663i,0.0005637-0.00014052i,0.00047705-0.0011114i,0.0010023-0.0016148i,0.0011554-0.0013463i,0.00047235-0.00091489i,-0.00067433-0.0010904i,-0.00045397-0.0013694i,0.0011012-0.00097381i,0.0012443-0.00057686i,0.00026537-0.00014713i,-0.00010359+0.00010753i,0.0002029+0.00011951i,0.00062396+0.00015438i,0.00066327+0.00044219i,0.00013627+0.0010018i,7.1705e-05+0.00092641i,-5.436e-05+0.00062923i,-0.00053763+0.00084924i
-0.00029992+0.00069674i,-0.00086336+0.0014086i,-0.00031404+0.001624i,0.0003781+0.0019172i,0.0004605+0.00097067i,0.0010422+0.00025559i,0.0012846+0.0002979i,0.00067522-0.00010913i,-0.00039446-0.00065595i,-0.0012859-0.001289i,-0.00036162-0.0012584i,0.00082097-0.00043474i,0.00060592-8.282e-05i,4.3489e-05-0.00054972i,-6.7925e-05-0.00059496i,0.00023479+8.5616e-05i,0.00026558+2.824e-05i,-0.00019983-0.00039682i,6.5751e-05-0.00024819i,0.00056793-0.00016759i,1.7516e-06+0.00012826i,-0.00078523+0.00075612i,-0.0011746+0.0008461i
0.0012524+0.0012179i,0.0013083+0.00059721i,0.0016524+0.0012799i,0.0013746+0.00050062i,0.0011001-0.00067502i,0.0010457-0.0014437i,0.00040764-0.00122i,0.00019981-0.00015828i,-3.4448e-05-0.00069185i,-0.00017637-0.0011393i,0.00026726-0.00028194i,0.0002793+0.00039033i,-5.0762e-05+0.00010381i,-0.00037532-0.00041941i,-0.00016639-0.0006245i,-0.00022633-0.00020431i,0.00015497+0.00034025i,0.00054848+0.00059885i,-1.3369e-05+0.00051703i,9.8298e-05+0.00062617i,0.00037986+0.00025554i,-0.00014649-0.00029273i,-0.00058109-0.00042735i
0.00075988+0.0016376i,0.00054885+0.0013612i,0.00071692+0.0011984i,0.00068815+0.0012051i,0.00030795-0.0002784i,6.3974e-05-0.0011231i,-0.0001469-0.00053888i,-0.00039797-0.00030901i,1.2217e-05-0.0005129i,0.00039081-0.00058139i,-0.00028715-8.8703e-05i,-0.0010386-0.00062083i,-0.00098523-0.00055296i,-0.00027803-0.00019058i,-0.00011602-0.00027209i,-0.00077666+0.00015428i,-0.00085299+0.0003377i,-0.00076396+4.3143e-05i,-0.00069693+0.00030593i,-5.1874e-05+0.00015076i,8.9885e-05-0.00017472i,-4.9053e-05-0.00016923i,7.6521e-05+1.0163e-06i
0.00029785+0.00080294i,0.0011407-0.00045138i,0.0011401+0.00038772i,0.00021937+0.0018026i,-0.00040275+0.0015158i,0.00059717+0.00070902i,0.0009924-0.00045702i,-0.00010425-0.0015202i,-0.00063907-0.0014892i,-0.00052455-0.0010301i,-0.0004079-0.00083075i,9.8268e-05-0.0013616i,0.00043263-0.0014105i,0.00038161-0.00065569i,0.00020897-0.00066035i,0.00039776-0.00057243i,1.3232e-05-0.0006476i,-0.00041996+0.0001004i,-0.00034469+0.00082555i,0.00015644+0.00091182i,0.0005136+0.00086751i,4.6068e-05+0.00016754i,0.00018741-4.0259e-05i
-0.0003431+0.0021904i,3.5071e-05+0.0021398i,0.0014912+0.0014723i,0.0020061+0.00076903i,0.0015469+0.00016397i,0.0015462-7.8057e-05i,0.0013543+0.00048673i,0.00088624+0.0015367i,0.00042094+0.001324i,0.00076748+0.00030967i,0.00073126-0.0001334i,0.0010887-0.00072636i,0.001554-0.0015988i,0.00080065-0.0015775i,-0.00052862-0.0009727i,-0.00079439-0.0005011i,-2.1858e-05-7.0184e-05i,0.00025127+0.00016406i,0.00019591-0.00017928i,0.00039581-0.00048098i,-7.9373e-05-0.0002579i,-0.00026558+5.5084e-05i,-0.00023208+0.00050906i
-0.00038557+0.00038342i,0.00074478+0.0004605i,0.00079022-8.0378e-06i,7.2252e-05-0.00036855i,0.00031321-0.0006589i,0.00066513-0.0013555i,0.0006747-0.001549i,3.9703e-05-0.0016352i,-6.8074e-05-0.00064325i,7.4286e-05-0.00012001i,-0.00042036-0.00099179i,-0.00035312-0.00074338i,-0.0005348+0.00010004i,-0.00074563-4.7591e-05i,-0.0007766-0.00027188i,-0.00094452-3.457e-05i,-0.00053402+0.00011911i,6.7806e-05+0.00044761i,0.00019554+0.00075554i,-0.00037543+0.00056178i,-0.00022837+0.00055637i,0.00019182+0.00052559i,4.4004e-05+0.00010337i
-0.00049258+0.0013007i,-9.5223e-05+0.0015179i,0.00042143+0.0017442i,0.00056027+0.0015495i,0.00048212+0.0015675i,0.00011675+0.00064553i,0.00026905-0.00092992i,0.00058508-0.0019942i,1.7224e-05-0.0015407i,-0.00029845-0.00084245i,-0.00043984-0.0011794i,-0.00049474-0.0011809i,-0.0010341-0.0013184i,-0.0018229-0.0014888i,-0.0017024-0.0012668i,-0.00069754-0.00061918i,-0.00041435+0.00011562i,-0.00047663+0.00078719i,-5.7446e-05+0.0016377i,0.00037352+0.001035i,0.00019356-8.8127e-06i,-0.0004752+0.00028103i,-0.00016128+0.00026746i
0.0010864+0.00066399i,0.0016546+0.00083401i,0.0022399-0.00038843i,0.0014544-0.00025603i,0.0013157+0.00042161i,0.00088724+0.00049247i,-3.3033e-05+0.00043935i,0.00048242-0.0002017i,0.0010942-0.001159i,0.0006883-0.0010654i,0.00035252-0.0013165i,0.00056824-0.002206i,0.00050036-0.0016118i,-0.00045445-0.00090761i,-0.0010207-0.00070157i,-0.001069-0.00052384i,-0.00055301-0.00029155i,0.00058235+0.00054324i,0.00072298+0.00077374i,0.00039352+8.4823e-05i,0.00011543-0.00022008i,0.00010616-0.00036611i,0.00023145-0.00068457i
0.0012145+0.0014106i,0.001881+0.0012104i,0.0024009+0.0002599i,0.00191-6.3395e-05i,0.0024897+0.00024228i,0.0022115+0.00087853i,0.003929+0.0013414i,0.0065167+7.6104e-05i,0.0078931-0.0020613i,0.0072903-0.0034539i,0.0039008-0.0044126i,0.0010542-0.0050454i,-0.00062449-0.0041598i,-0.0021776-0.0023174i,-0.0026875-0.0011065i,-0.0011966-5.4255e-05i,0.0004316+0.0013075i,0.00074107+0.0013489i,0.00046292+0.00031438i,0.00026842+0.00047667i,-0.00010545+0.00045525i,-0.00026-0.00046898i,-0.00053004-0.00054273i
-0.0015455+0.00032517i,-0.0010678+0.0007916i,-0.00057282+0.0010129i,-0.00056093+0.001104i,0.00063461+0.00045933i,0.0014237-0.0006517i,-3.8513e-05-0.0016872i,-0.0016064-0.0015096i,-0.0018142+2.4303e-05i,-0.0012935+0.0013296i,-0.0010311+0.0012393i,-0.00050595+0.00021168i,0.00036675+0.00075667i,0.00053423+0.0013871i,0.0010019+0.00045982i,0.0014404-0.00041042i,0.0005888-0.00054737i,-0.0003864-0.00052578i,-0.00065972-0.00060094i,-0.00085164-0.00044086i,-0.00037906-0.00076354i,-0.00022695-0.00058946i,-0.00057496+6.3283e-05i
0.0013412-0.0014089i,0.00088687-0.00055789i,0.00013826+0.000164i,0.00027144+1.9414e-05i,0.0006015-0.00043109i,0.00028113-0.00056513i,-2.0085e-05-0.00070917i,-0.0001208-0.00071847i,-0.00085323-0.00043234i,-0.001055+5.1521e-05i,-0.00054233-0.00017719i,-0.00075676-1.8433e-05i,-0.0005061+0.00035878i,-7.2372e-06-0.00015158i,-5.0926e-05-0.00070053i,-0.0002926-0.0007858i,-0.00085644-0.00044121i,-0.000342+0.00018613i,0.00020857-0.00050877i,0.00070105-0.00083544i,0.0012189-0.00020477i,0.0004501+0.00086377i,-0.00051624+0.00080251i
-0.0013506-0.00045921i,-0.00081373-0.00044726i,-0.0005521+0.00016609i,-0.00062287+0.0003236i,4.8639e-05+0.0002243i,0.00072893-0.00026096i,0.00044398-0.00082419i,-0.00045982-0.0014469i,-0.0010267-0.001592i,-0.00037709-0.00021855i,0.00070311+0.00083624i,0.00088464+0.00051878i,0.00052664+0.00015418i,0.00074454-0.00049083i,0.0010371-0.00091451i,0.00089742-0.00067238i,5.2576e-05-0.00022138i,-0.00052105+0.0003422i,0.00011051+0.00060887i,0.00072558-6.1338e-05i,0.0005168-0.0002871i,-0.0006161-0.0003544i,-0.0011778-0.00024336i
-0.00088561+0.0011779i,-0.00096246+0.0017527i,-0.0005248+0.0018179i,0.00064379+0.00051026i,0.0024159+3.1641e-05i,0.0024644-0.00025373i,0.0009297-0.00086814i,-0.00064963-0.00068239i,-0.0015405+9.4152e-05i,-0.0010278+0.00026177i,-0.00033192+0.00062996i,-9.4603e-06+0.00094329i,-0.00024775+0.00061389i,-0.00083428+0.00058788i,-0.00069233+0.00024116i,-0.00064628-0.00022076i,-0.00090047-0.00055803i,-0.00078344+3.3018e-05i,-0.00029039+0.00079047i,0.00021242+0.00039796i,-0.00033674-0.0002425i,-0.00076554-3.7294e-05i,0.00033463-5.0513e-05i
0.00035604-0.00065321i,1.672e-05-0.0011844i,-0.00043712-0.0012211i,-0.00042504-0.0011834i,-0.00051255-0.0012271i,0.0005459-0.0012564i,0.00096882-0.0010798i,5.3216e-05-0.00075894i,-0.0009621-0.00079852i,-0.0010044-0.0014782i,-0.00084515-0.0011658i,-0.0013389-0.00034788i,-0.00083719-0.00071058i,-7.1812e-05-0.00095326i,0.00011279-0.0001434i,-9.4172e-05-0.00052954i,-0.00068904-0.0006314i,-0.00029751+4.5876e-05i,0.00067657+0.00063693i,0.00099708+0.00078932i,0.00055501+0.000199i,-0.00012253+0.00010691i,-0.00012835+0.00064297i
0.00048893+0.00032711i,0.00070635-0.0005517i,0.002202-0.0013505i,0.0019568-0.00032466i,0.00092774+1.3809e-05i,0.00024505-4.0986e-05i,-1.5914e-05+0.00033857i,-0.00033228+0.00061466i,-0.00040687-0.00048962i,0.00017688-0.0015961i,0.00059922-0.0011315i,0.0010708-0.00066692i,0.00089043-0.00093352i,-0.00010382-0.0012899i,-0.00022513-0.0016805i,-0.0010641-0.0010997i,-0.0012641-0.00081737i,-7.7197e-05-0.00083047i,0.00032627-0.00016044i,0.00019816+0.00024443i,-0.00059582-0.00012873i,-0.0010101-0.00028364i,0.00039085+0.00053786i
0.00085803+0.00021987i,0.00037645+0.0010773i,-0.0016684+0.0017484i,-0.0016053+0.0011846i,-0.00078892+3.9632e-05i,0.00042933-0.00038277i,0.00087583-0.00059055i,-0.00032056-0.0005111i,-0.00077548-0.00027124i,-0.0011348+8.4416e-05i,-0.0012848+0.00023875i,0.00018766-0.00018371i,0.0013933-0.00084055i,0.0011897-0.0013505i,0.0006842-0.001262i,-1.2659e-05-0.00085289i,-0.00020812+0.0002426i,0.00020005+0.00071515i,0.00018903+0.00027831i,0.00010837+3.2995e-05i,-0.00037944-0.00025697i,-0.00047233+0.00037672i,0.00021558+0.00094793i
0.0013255-0.00050102i,0.0010766-4.7828e-05i,0.0012205-6.6847e-05i,0.0008495-0.0003852i,0.000602-0.00048653i,0.00059828-0.00068718i,0.00043057-0.0013749i,-0.00036584-0.0011423i,-0.00042817+6.5252e-05i,-1.2257e-05+0.00039039i,-0.00076505+0.00019554i,-0.00097344+0.00021142i,-0.00060545-0.00019905i,-0.0010145-0.00060488i,-0.00066508-0.00049524i,-3.4712e-05-0.00057873i,0.00014475-0.00089576i,9.6346e-05-0.00087224i,-5.7061e-05-0.00038278i,-0.00058099-0.00030049i,-0.00036415-0.00073213i,6.8794e-05-0.0013823i,-0.00023136-0.0013808i
