-0.00080381-0.00058473i,8.9501e-06-0.00087987i,0.00022668-0.0015058i,-0.00025676-0.0011282i,-0.00094883+3.9391e-05i,-0.0015655+0.00018415i,-0.001702+0.00026868i,-0.0016226+0.0010769i,-0.00066674+0.00095211i,0.00062391+0.00018029i,0.00058366-0.00057694i,-7.9372e-05-0.00014422i,-0.0003121+0.00036318i,-0.00048364-2.9241e-05i,-0.00042967-0.00038396i,0.00016727+0.0004102i,0.00082594+0.00085875i,0.00049195+0.00066584i,4.912e-05+0.0009691i,-0.00013746+0.00093446i,-0.00060894+0.00011415i,-0.00076204-0.0010112i,-0.00021854-0.0014066i
0.00053841+0.00047233i,-0.00018834-0.00011048i,0.0010256-0.001457i,0.0022337-0.0014064i,0.0027547-0.00025666i,0.0017948+0.00016983i,0.00071797-0.00047657i,0.00072957-0.00051242i,0.0016914+5.2873e-05i,0.0021316-0.00035082i,0.0011551-0.00049072i,0.00030612-4.3878e-05i,-1.2615e-05-9.9257e-05i,0.0003869+0.00013659i,0.00068739+0.00071935i,-0.00018435+0.00056969i,-0.00073734+0.00029747i,-0.00050756-0.00026372i,6.0938e-06-0.00056257i,-0.00021394+8.5711e-05i,-0.00073259-2.7321e-05i,-0.00018028+9.9984e-05i,0.00016825+0.00075802i
-0.0018405-0.00081033i,-0.0014284-0.00070152i,-0.0013844+0.0010704i,-0.00056005+0.0015164i,0.00078298+0.00093741i,0.0012878+0.00089833i,0.00096279+0.00042144i,0.00048685+0.00059703i,0.00060574+0.0010621i,0.0010247+0.00084411i,0.00078362+7.1763e-05i,0.00039027-0.00069397i,-0.00045352-0.00070688i,-0.0006835-0.00047315i,-0.00076415+0.00029231i,-0.0011098+0.00024365i,-0.00046371-0.0003215i,0.00015954-0.00020325i,0.00029332+0.00015226i,0.00063644-7.56e-05i,0.00098827-0.00053369i,0.0005651-0.00015871i,0.00048833+0.00047552i
-0.0012001-4.6331e-05i,-0.00039974+7.9549e-05i,0.00063094+0.00012437i,0.0016333-2.8553e-06i,0.0022081-0.00054953i,0.0020999-0.00047994i,0.0010832-0.00034675i,-0.0001639-0.00027124i,0.00024433+0.0001706i,0.0010441+0.0002088i,0.00080444+8.3777e-05i,0.0001251-7.636e-05i,0.00027264-0.00025788i,0.00089194+0.00012632i,0.00047336+2.3432e-05i,-0.0001326-0.00010225i,-0.00077702+0.00020624i,-0.00051842+0.00067641i,0.00049831+0.00053634i,0.0006277+0.00055359i,0.00052166+0.00066952i,0.00012694+0.00070684i,-0.0002883+0.00097342i
-0.0010376-0.00083217i,-0.0011764-0.0011064i,-0.0014727-0.00057738i,-0.00062151-0.00082181i,0.0010157-0.00058506i,0.0021424-0.00029066i,0.0015828-0.00048378i,0.00028747+0.00040885i,-0.00032015+0.00067266i,-0.00076602+0.0001959i,-0.00072126-3.2053e-05i,-1.0885e-05-0.00063373i,0.00037489-0.0006407i,0.0001461-0.00013951i,0.00089655+0.00027813i,0.0014725+0.00057712i,0.00025841+0.00039506i,-0.00059362+0.00025218i,-0.00031473+0.00031387i,-0.0005587+0.00026329i,-0.0009235+0.00025828i,-0.000131+0.0004137i,0.00031161+0.00072664i
-0.001331-2.3281e-05i,-0.00073596-0.00028313i,-0.0009993+0.00068969i,0.00034482+0.0019598i,0.0015716+0.0021271i,0.0014858+0.0010539i,0.001111-0.00041514i,0.00068895-0.00059372i,-0.00013506+0.00018471i,-0.00022985+0.00043542i,-0.0002866+0.0005051i,-0.00039709+0.00049969i,5.1515e-05+0.00037633i,0.00022972+0.00033835i,0.0006435+0.00034079i,0.00039861+0.00053677i,2.0766e-06+0.0001664i,-1.4056e-05+0.00014188i,-0.00019035+0.00066149i,-8.4327e-05+0.00088513i,0.00027287+0.0010539i,0.00050089+0.0013412i,0.00017247+0.0010063i
-0.00035312+0.00038781i,-0.0008526-3.0225e-05i,-0.00094104-0.00071534i,-0.00025141-0.00035327i,0.00018889+0.00035795i,0.00066535+0.00085553i,0.0010059+0.00085452i,0.00014431+0.00045539i,-0.00057307+0.00038632i,-0.00025116+0.00029783i,0.00023508+0.00011773i,4.1426e-06-0.00013069i,0.0004499+0.00012839i,0.0005341+0.00063506i,-0.00025256+0.001342i,-0.00034009+0.00071819i,-0.00012033-0.00067501i,-0.00021802-0.00057523i,-0.00048228-0.0004404i,-0.00015852-0.00036656i,-0.00017212-0.00059019i,-0.00028517-0.001284i,-7.8298e-05-0.0011364i
-0.00075346+0.00071216i,-0.00037613-0.00047046i,0.00036393-1.4562e-05i,0.00048972+0.00061921i,0.00084961+0.00064751i,0.0011607+0.00043506i,-4.6341e-05+0.00010761i,-0.00074904-0.00045084i,-0.00033073-0.00066976i,0.0001498+0.00013542i,-0.00016842+0.00060375i,-0.00077706+0.00065058i,-0.00048499+0.00041321i,-5.4017e-05-0.00046004i,-0.00032808-0.00094498i,-0.00050364-0.0013128i,-7.8265e-05-0.00058506i,1.1821e-05+6.0755e-05i,-0.00038555+0.00027204i,-0.00075416+0.00033784i,-0.0002137+0.00030556i,0.00024258+0.00066465i,0.00014268-9.6403e-06i
0.00076334-0.00033789i,0.00050604-4.9063e-05i,0.00021381-0.00034653i,0.00037867-0.00025699i,3.8381e-05+0.00025396i,-2.5964e-06+0.0012242i,1.9039e-05+0.0013367i,0.00099717+0.00049863i,0.0010826-0.00030075i,-2.1535e-05-7.3883e-05i,-0.00025471-8.9976e-05i,-0.00028001-0.00043387i,0.00017323+0.0004136i,0.00048853+0.00027044i,0.00037928-0.00013439i,0.00010686+0.00035016i,-3.0515e-05+0.00038005i,0.00044518+0.00024359i,-2.371e-05+0.00030072i,-0.00043687-1.2712e-05i,0.00021667-0.00014795i,0.00038935-0.0001672i,-3.1949e-05+0.00014707i
0.001114-0.0012615i,0.00097461-3.6614e-06i,0.00087609+4.8732e-05i,0.00071643-0.0013186i,0.001251-0.0011048i,0.0011162-0.001554i,0.001219-0.001911i,0.0015553-0.0013306i,0.001594-0.00060733i,0.0014581+0.00032425i,0.0005381+0.00034396i,-0.00048567+0.00048425i,-0.00095805+0.00076452i,-0.0011087+3.9084e-06i,-0.00093213-0.00086992i,-0.00044132-0.00094692i,0.00042203-9.5358e-06i,9.4625e-05+0.00044739i,-0.00056983+0.00048121i,-0.0006309-1.8045e-05i,8.6391e-05-0.00048292i,0.00072662-0.00035235i,0.00038844-0.00021787i
0.0012173+6.7552e-05i,0.00041465+0.00039167i,0.00021544+0.00066626i,0.00096588+0.00026022i,0.0016718+0.00031233i,0.0018166+0.00068899i,0.0015288+0.00010519i,0.00053442+0.00055691i,-0.00011999+0.00081203i,-0.00010523-0.00044074i,-9.8119e-05-0.0010023i,-0.00034849-0.0012259i,-0.00069874-0.0011018i,-0.00058098-0.00072704i,-0.00056144-0.00049911i,-0.00075085-0.0003171i,-0.0008051+0.00019415i,-0.00035661+0.0002414i,-2.8915e-05+0.00033253i,-0.00080186+0.00059219i,-0.001514+5.5561e-05i,-0.0014076-0.0010671i,-0.00051479-0.00080232i
-4.2884e-05+0.00068863i,0.000343+0.00069905i,0.00085036-0.00029479i,0.0010304-0.0014535i,0.00094263-0.00037334i,0.0011035+0.0005459i,0.0016851+0.00012069i,0.0017435+0.00048334i,0.0010959+0.0011609i,0.00047739+0.00074245i,-0.00056182+0.00047297i,-0.00073771+0.00054751i,-0.00077093+5.0825e-05i,-0.0010865-0.00059613i,-0.00055071+4.8933e-05i,-0.00086167+0.0013205i,-0.00088217+0.0014678i,-0.00040744+0.0011241i,4.858e-05+0.00035386i,0.0010448-0.00028213i,0.0012424-0.00044758i,0.00082451-0.00033104i,0.00052383+7.696e-05i
-0.0014571-0.00038992i,-0.0011033-0.0010418i,-0.00090854-0.00052421i,0.00061002+0.00054763i,0.0025809+0.0013096i,0.0035941+0.0013202i,0.0027489+0.00026709i,0.00047773-7.2516e-05i,-0.0010789+1.5363e-05i,-0.0009468+0.00013971i,-7.4205e-05-0.0001161i,0.00020537-0.00062969i,0.00028071-0.00080803i,0.00023429-0.00032876i,-8.6723e-05-0.00022065i,-0.00080215-0.00027632i,-0.0010437+0.00054211i,-0.00052684+0.00084433i,0.0004386-3.7945e-05i,0.00037799-0.00056537i,-0.00044003-0.00034477i,-0.00078923-0.00044637i,9.2883e-06-0.00031198i
0.0010512+8.0793e-05i,0.00099595+0.00083683i,0.00088406+2.7712e-05i,0.0010946-0.00050997i,0.0011714+8.3619e-05i,0.0010779+0.0005783i,0.00098464-0.00033171i,0.00039836-0.0010488i,0.00021898-0.00041734i,0.00035062+0.00039838i,0.00023683+0.00056504i,0.00028864+0.00028463i,0.00036055+0.00031271i,0.00029839+0.00066461i,0.00072916+0.00016561i,0.00063136-0.00040008i,5.4419e-06+8.3899e-05i,3.3426e-05+0.00038603i,0.00020439+0.0001441i,8.9357e-05+0.00020472i,-0.00014411+0.00028701i,-0.00063792+1.2798e-05i,-0.0005125+3.1253e-05i
0.0012005-0.000965i,0.0015115+0.00012223i,0.0013326-0.00023591i,0.0003256-0.00075523i,-0.00020444-0.00029495i,-0.00029095+0.00016244i,-0.00028565+0.00054485i,-0.00034484+0.0010292i,-0.00040979+0.0007654i,1.8619e-05-0.000555i,0.0003329-0.0006298i,0.00042366+0.00025674i,0.0010032+0.00024833i,0.0011156-7.0111e-05i,0.00094435-3.4441e-05i,0.00043245+0.00010375i,-0.00046959+0.00014555i,-0.00083527+0.00024779i,-0.00063538+0.00023126i,-0.00020988+8.8064e-05i,0.00083542-5.358e-05i,0.00071395+0.00044428i,0.00027256+0.00048914i
-9.6744e-05-0.00048314i,0.00088739-0.00043089i,0.001181+0.00071403i,0.0019868+0.0012938i,0.0032877+0.0010251i,0.0036509+0.00025175i,0.0020909-0.0010725i,0.00067451-0.0011789i,0.0004581-0.00056921i,0.00013198-0.00028848i,-0.00032305-0.0001393i,-0.0003806+0.00030897i,-9.4417e-05+0.00053904i,0.0003964-0.00030168i,0.0003099-0.00081868i,-0.00040524+0.00011257i,-0.00012122+0.00051824i,-0.00012844+8.3458e-05i,-0.00032803-0.00023015i,0.0006133-0.00038591i,0.0013029-0.0010479i,0.00069719-0.00085044i,0.00042449+0.00019324i
0.0015631-0.00070304i,0.00081367-0.00091324i,0.00034446-0.0019667i,0.00066762-0.0021788i,0.0013198-0.0012261i,0.00091024+0.00070963i,-2.5838e-05+0.0014871i,0.00018931+0.0010893i,0.0010675+0.00041762i,0.0011131-0.00019828i,-9.9076e-05+7.0801e-05i,-0.00047298-0.00015208i,0.00019838-0.00012777i,0.00044704+0.00023205i,0.00034499+0.00015785i,-0.00018566-0.00042715i,-0.0005767-0.00097783i,-9.5523e-05-0.00087546i,-0.0001565-0.00025082i,-9.9305e-05-0.00010644i,9.4016e-05-0.00012374i,-3.6947e-05-0.00059683i,-0.00034281-0.00080706i
0.00083438+0.00030807i,0.00041983-0.00011068i,0.00040341+4.5375e-05i,0.0011341+0.00032986i,0.0019814+0.00080098i,0.0016625+0.00088824i,0.00039257+0.00043546i,-0.00038023+0.00071469i,-0.00060851+0.0016609i,-8.4402e-05+0.0011101i,8.0993e-05+5.8033e-05i,0.00033702-5.149e-05i,0.00074227+0.00018729i,0.00027043-0.00039321i,-0.00025257-0.00053526i,-0.00029786-5.1117e-05i,-0.0007542-8.7389e-05i,-0.00049161+0.00024911i,-0.00019069+0.00065744i,-0.00091537+1.7864e-05i,-0.00063628-0.00034428i,0.00021751-0.00021212i,0.00026804-6.2057e-05i
0.0013791+0.0002777i,0.00069789+0.00012424i,0.00012193+8.3232e-05i,-2.6602e-05+3.4767e-05i,0.0006506-0.00027883i,0.0011017-0.00059457i,0.00080581-0.0016767i,0.00042071-0.0013659i,0.00028905+0.00015211i,-0.00035877+0.0003609i,-0.0014113-0.00050929i,-0.0011791-0.00071233i,-0.00040887-0.00012346i,0.00037001-0.00026186i,0.0010176-0.00025096i,0.00094393-6.5564e-06i,0.00078736-2.0971e-05i,0.00015653+0.00017536i,-0.00035214+0.00066813i,-9.2818e-05+0.0011657i,0.00057239+0.0010268i,0.00057164+0.00034423i,-0.00026985-0.00053956i
0.00026037+0.0012482i,0.00010443+0.00057058i,0.001623+0.00060464i,0.002356-7.0453e-05i,0.0014752-0.00033283i,0.00057532+0.00065957i,-0.00031167+0.00099633i,-0.00058761+0.00090013i,0.00037951+0.00014399i,0.00050382-0.0011424i,3.1548e-05-0.0012733i,-0.00019388-0.00070732i,-0.0002873+4.197e-05i,2.5472e-05+0.00060755i,0.00037191+0.00041386i,-0.00017055-0.00034581i,-0.00056319-0.00078927i,-0.00054669-0.00053376i,-0.00018728+0.0001806i,-0.00018265+0.00021318i,-0.00037116+1.531e-05i,-0.00074298+0.00031342i,-0.00066758+0.00035709i
0.00012313+0.00073435i,0.00064498+0.00050709i,0.00026212+0.00082091i,0.00057586+9.612e-05i,0.0016254-0.00021327i,0.0010906-9.7272e-05i,-0.0005941-0.00010804i,-0.00072201+0.00038359i,0.00082108+0.00057386i,0.0012986+0.00080134i,0.00075016+0.00079407i,0.00017897+0.00095161i,0.00017482+0.0008855i,0.00058782+0.00040554i,0.00032344+0.00010768i,-0.00010625-0.00017183i,0.00011442-0.00041086i,0.00040018-9.7583e-05i,0.00015523+7.9226e-05i,0.00048094-0.00077399i,0.00040676-0.0011447i,-0.00032141-0.00033915i,-5.6585e-05+0.00037694i
-0.0010016+0.00068338i,-0.00035305+0.00034739i,0.00037449+0.00063381i,0.0010567+0.0002138i,0.0012421-0.00066276i,0.0012404-0.0011962i,0.0012053-0.0014938i,0.0011922-0.00099053i,0.0011435+0.00079556i,0.00086824+0.0013269i,5.9854e-05+0.0011407i,-0.00037605+0.0012785i,-0.00022394+0.0010102i,-0.00010281+0.00092015i,-0.00011671+0.0011261i,-0.00046186+0.00093379i,-0.00077559+0.00017729i,-0.00019189+0.00012492i,-7.8714e-05+0.0014293i,-0.00033318+0.001207i,-4.8829e-07+0.00022883i,0.00012436+0.00050189i,-0.00023602+0.00039571i
-0.00091322-8.0049e-05i,-0.00099932+0.00052101i,-0.00029783+0.0005288i,0.0011457+0.00018637i,0.0023527+0.00038148i,0.0025344-0.00029496i,0.0017512-0.00071072i,0.00041304-0.00046917i,-0.00039326-0.00020249i,-0.00059039+0.00013818i,-0.00093408+4.503e-06i,-0.0010392-5.9082e-06i,-0.00016514-0.00032405i,9.0429e-05-0.00056533i,-0.0003487+0.00012709i,-0.00043068+0.00035004i,-0.000606+0.00013323i,-0.00082713-0.00021507i,-0.0010352-0.00045205i,-0.00058172+4.028e-05i,0.00017847+0.00077687i,0.00031151+0.00039536i,0.00033031+1.6147e-06i
-0.0013526+4.5687e-05i,-0.0012479-0.00076133i,-0.00060522-0.0001808i,-6.8224e-05+0.00056948i,-0.00035303+0.0013388i,0.00057137+0.00084539i,0.0011925-0.00077339i,0.00099386-0.0013799i,0.0010189-0.00069378i,0.00058653+1.0938e-05i,0.00010767+0.00014213i,0.00020825+0.00035139i,-0.00015417+0.00054164i,-0.00062665+0.00064288i,-0.00032809+0.00053294i,0.00019141-0.00018714i,0.00030947-0.00021636i,0.0002617+4.2867e-06i,0.00037261+0.00015334i,0.0002178-5.3421e-05i,0.00037425-0.00040471i,0.00033534-7.905e-05i,-1.6046e-05+7.5203e-05i
0.00022485-0.0011225i,0.00033373-0.0012611i,0.00036749-0.0013276i,0.00046329-0.00092444i,0.00040786-0.00033196i,0.00036166+0.00025345i,9.1814e-05-0.00017198i,0.00020362-0.00024932i,0.00072088+1.5289e-05i,0.0004608+0.00031294i,0.00046977+0.00049705i,0.0006262+0.00051971i,0.00038338+0.00053408i,0.00038845+2.5121e-05i,0.00058049-0.00025573i,0.00081415+0.00026353i,0.00024918+0.0005283i,-0.00018061+0.00030869i,2.0289e-05+0.0007093i,0.00030083+0.00031415i,0.00023242+0.00016073i,-5.5059e-05+0.00013662i,-4.0437e-06-0.00058841i
-0.00080277+0.00021928i,-0.00021496+0.00036705i,0.00024639+0.00041828i,0.0011196+0.00078137i,0.0011968+0.0010585i,0.0013543+0.00084878i,0.001247+0.00024316i,0.00027743+0.0004615i,0.00014634+0.00058842i,0.00066099+0.00039059i,-2.5732e-05+0.00016791i,-0.00057914+0.00023643i,-0.0004738+0.00090073i,1.8442e-05+0.00060111i,0.00076687+0.00086206i,0.00052605+0.00084958i,0.00028926+0.00060487i,0.00047813+0.00067403i,-0.00033464+0.00037862i,-0.00098585+0.00034102i,8.5546e-05+8.6743e-05i,0.0011134+0.00018909i,0.00058616+0.00097889i
-0.00020109-0.0009525i,-9.6382e-05-0.00065063i,-0.00033394-0.00040634i,0.00022701-0.0011499i,0.00057005-0.0011736i,0.00080549-0.0010038i,0.0012074-0.0013742i,0.001065-0.00062901i,0.0014416+0.00012725i,0.0014642-0.00021934i,0.00072927-2.067e-05i,0.00037267+0.00055743i,-0.0002005+0.0012106i,-0.00069551+0.00098653i,-0.00071452+0.0002436i,-0.00068254-0.00014436i,-0.00092502+0.00023307i,-0.00027937+0.00072857i,0.00020216+0.00014103i,-7.1966e-05-0.00036222i,-6.9673e-05+8.7713e-05i,-0.00065176+0.00012298i,-0.00025619-6.4351e-06i
-0.00073504-0.0019315i,2.3233e-05-0.0012462i,-0.00059992-0.00054624i,-0.00015935+0.00064685i,0.0014738+0.001377i,0.0022496+2.502e-05i,0.0020072-0.0017487i,0.00095231-0.00083572i,-0.00019452+0.00059673i,-0.00054197+0.00069953i,-0.00031426-0.00034594i,-0.00052856-0.00055683i,-1.933e-07+0.00027968i,0.00027984+0.00062628i,-0.00037161+0.00057327i,-2.6249e-05-0.00078489i,0.00033998-0.0010209i,-0.00053554+0.00035166i,-0.0011516+0.00055417i,-0.00072122-0.00052369i,0.00015111-0.00039732i,0.00078867-0.00021393i,0.00032003-0.00034342i
-0.00016473+1.487e-05i,-0.00049925-0.00019849i,-0.00067562-0.0011835i,-0.00074477-0.00098517i,-0.00022714+0.00090276i,-0.00039091+0.0010216i,-1.9552e-05-0.00023146i,0.00066019-0.00027444i,0.00083146-0.00038105i,0.00074421-0.0011444i,2.9375e-05-0.00093246i,-0.00057943-0.00037004i,-0.00089611-0.00057465i,-0.00085904-0.00048158i,0.00028801-0.00039721i,0.00065143+0.0001255i,-0.00041197+0.00062382i,-0.00071278+0.00049793i,-0.00079361+0.00039279i,-0.00074384+0.00028657i,-0.0011454-0.00039462i,-0.00087184-0.0011553i,-0.00017444-0.0009671i
0.00077511-0.00012083i,0.00097049-0.00039372i,0.0011633-0.00038597i,0.00052066-0.0007919i,0.00053233-0.00071987i,0.0011386-0.0001666i,-7.9657e-05+6.7702e-05i,-0.00078927+2.6859e-06i,-5.4532e-05-0.00032742i,0.00090921-0.0012523i,0.00095404-0.0013169i,0.00018117-0.00044456i,-0.00018044+8.9641e-06i,0.00025884+9.8853e-05i,0.00011454+6.6487e-05i,-0.00070128-9.8486e-05i,-0.00069546-0.00051185i,0.00016959-0.00080334i,7.1788e-05-0.00012632i,-0.0004689+0.00044074i,-7.177e-05+0.00075924i,-4.1024e-05+0.0011454i,0.00020644+0.001058i
0.00036367+0.00076247i,0.00048161+0.00096336i,-0.00013105+0.00077852i,-2.0016e-05+0.00024619i,0.0017109-0.00013538i,0.0017678-0.00055427i,0.00091334-0.00011567i,0.00019421+0.0011463i,-0.00016704+0.0014393i,2.7799e-05+0.0010778i,0.00042248+0.00045046i,1.3427e-05+0.00021753i,-0.00024927+0.00069886i,0.00070357+0.0006484i,0.0010945+0.00094822i,0.00073746+0.00063475i,0.00053091-0.00021523i,0.00016584-0.00011873i,-0.00056721-0.00045488i,-0.00079317-0.00046425i,-0.00061652+0.00033051i,-0.00029182+0.00048633i,0.00010993+2.148e-05i
0.0015346+0.00093045i,0.00066783+0.00039079i,0.0011687-0.00020215i,0.0010095-0.00067393i,0.00098302-0.00048i,0.0013384-3.446e-05i,0.00094787-9.3339e-05i,-0.00032061+0.00058963i,-0.00073819+0.00090565i,4.9055e-05+4.2971e-05i,0.00039214-0.00081918i,0.00023983-0.0006911i,-6.8739e-05+0.00048148i,-0.00061421+0.00063363i,-0.00058644+0.00044874i,-0.00050855+0.00042617i,-2.3181e-06-5.2767e-05i,0.00078161+0.00041277i,0.00046321+0.00099564i,-0.0004676+0.00035537i,-0.00049118-0.00010319i,0.00031256-0.00014139i,0.00087823-1.6671e-05i
6.8554e-05-0.001503i,-0.00026349-0.00042186i,-0.00063397-3.4986e-05i,1.2122e-05+0.00065292i,0.00079474+0.0012296i,0.0014475+0.0007968i,0.0015557+0.00022915i,0.0008354+0.00043555i,0.00033469+0.00058128i,0.00048992+0.00055922i,0.00071457+0.00020583i,0.00051333-0.00016864i,0.0007966+6.4366e-05i,0.0011733+0.00041291i,0.00040287+0.00016177i,-0.0012473+0.00027087i,-0.0011231+0.0013156i,0.00021092+0.0020739i,4.9294e-05+0.0010719i,-6.8094e-05+0.00014493i,0.00054814-0.00013488i,-7.6893e-05+0.00033408i,-0.00035451+0.00048662i
-0.00011149-0.00044074i,-0.00029679-0.00040349i,0.00034519-0.0002874i,0.00074289-0.00033153i,0.0016165+0.00059407i,0.002108+0.00098439i,0.0010923+0.00071211i,0.00066898+8.7992e-06i,0.00074745-1.5617e-05i,0.00079974+0.00039375i,0.00015794+1.391e-05i,-0.00039214+0.00022267i,0.00037866+1.9136e-05i,0.0012174+6.9062e-06i,0.00081463+5.9605e-05i,0.00037605-0.00028171i,5.2277e-05+0.00016351i,-0.00061047+0.00096807i,-0.00030285+0.00096432i,0.00012546+0.00040813i,0.00025058-1.7583e-05i,-0.00013082-0.00026706i,-0.00047223-0.00043133i
0.00022709+0.001506i,-0.00056457+4.0148e-05i,-0.00066684-0.00056894i,-0.00014865-0.00017584i,0.00086262-6.4969e-05i,0.0013396+0.00068401i,0.0010514+0.00058436i,0.00033916+0.0010236i,0.00026831+0.0019736i,0.00041815+0.00058896i,-6.0591e-05-0.0004056i,-5.8322e-05+0.00029023i,0.00064716+0.0010592i,0.0006365+0.00089012i,-0.00031796-0.0001602i,-0.00086332-0.00028198i,-0.00073121+0.00011886i,-0.0009706-0.00039282i,-0.0010341-0.00070946i,-0.00031548-0.00050071i,-0.00012286-0.00049987i,5.2139e-05-0.00017375i,0.00045995-5.5179e-05i
0.0016362-0.00053105i,0.0013256+0.0004225i,0.0013605+0.0007444i,0.0020837+0.0011231i,0.002036+0.0013909i,0.0024624+0.0010959i,0.0012552-6.0759e-05i,-0.00067489-0.00032261i,-0.00055063+0.00069448i,-5.3728e-05+0.0010405i,0.0002076+0.00077123i,-0.00012449+0.00033516i,-0.0002203+0.00043592i,-0.00028794+2.1966e-05i,-0.00022461-0.00053439i,-0.00020575-0.00033741i,-0.00016763-0.00011243i,0.00033067+0.00027025i,0.00094184+0.00048591i,0.00078583+0.00055127i,4.8605e-05+0.00074204i,9.9355e-06+0.00016945i,0.00028847-0.00050182i
0.00046792+0.00031164i,-0.00015437+0.00020885i,-8.0745e-05-0.00028811i,-0.00038132-0.0009697i,-0.00013545-0.00067808i,0.00039591+8.0822e-06i,0.00082499-0.00021402i,0.00048816+8.3676e-05i,0.00021717+0.00048624i,0.00099823+0.00019481i,0.00098817+0.00025019i,0.00045659+0.0006481i,4.9976e-05+0.00037759i,-0.00078165-0.00038308i,-0.00079795-0.00066152i,0.00013054-0.00060685i,-0.00019231-0.00038363i,-0.00048245-0.00043149i,-0.00044619-0.00044654i,-0.00069501-0.00071544i,-0.00041532-0.00095384i,-0.00038622+0.00023775i,-0.00024676+0.00025084i
0.00082451+0.00082146i,0.00093392+0.00040704i,0.0016386+0.00013655i,0.0020392+0.00029786i,0.0018414+0.00075395i,0.00085947+0.00018216i,0.00037651-8.8865e-05i,-0.0001138+0.00052883i,-0.00095411+5.4635e-05i,-0.0010133-0.0010459i,-0.00050911-0.00049763i,8.9853e-05+0.00025859i,0.00063499+4.8202e-05i,0.00094369-5.9815e-07i,-0.00013832+0.00021657i,-0.00087513+0.00053244i,-0.00040299+0.00058713i,0.00040309+0.00021478i,0.00054624+9.1375e-05i,0.00037507+0.00073011i,0.00025787+0.00039045i,-0.00023009+0.00017192i,-0.0001509-0.00012198i
0.0008972+0.00085609i,0.000286+0.00038912i,0.00027546-0.000575i,-0.0006729-1.1929e-05i,-0.00027657+0.00074601i,0.00048662+0.0010852i,0.00053274+0.00076629i,0.00098488+0.0005378i,0.0016661+0.0012259i,0.0014535+0.00066039i,9.3381e-05-4.0319e-05i,-0.00086107-0.00030176i,9.9782e-05-0.0002559i,0.00050207+3.5403e-05i,0.00020421-0.00036039i,-0.0001226-0.00057748i,-0.00021326-0.00072626i,-1.5903e-05-0.0002265i,-0.00013296+0.00088005i,-0.00036781+0.0014044i,-0.00022009+0.00085547i,-6.3326e-05-0.0005494i,0.00010425-0.0011458i
-0.001739+0.00039725i,-0.00015461-0.00041425i,0.00026217+0.0001163i,0.00084766-0.00013048i,0.0024908-0.00060897i,0.0029251-0.00040829i,0.0018019-0.00022036i,0.00037426+0.00020316i,7.3219e-05+0.00041831i,0.00077953+0.00056864i,0.00084727+0.00058363i,0.00045598+0.0001243i,0.00013437-0.00035863i,-0.00048739-0.00075507i,-0.00016153-0.00075551i,9.2703e-05-0.00037307i,-0.00073719+0.00044465i,-0.00050358+0.00092029i,-0.00029226+8.6907e-05i,-0.00036256-0.00094895i,-0.00025571-0.0012036i,0.00040728-0.0015558i,0.0007503-0.0018489i
-0.0014319-0.00075174i,-0.00054491-0.0004826i,-0.00052038+0.00031119i,-0.00058603+0.0017802i,8.2091e-06+0.0026718i,0.00058394+0.0016955i,0.0005774+0.00089131i,-0.00020234+0.001112i,-0.00047283+0.0013562i,-0.00041571+0.0010007i,-0.00026619+0.00014451i,-0.00017872-0.00013918i,-0.0001369-0.00031667i,0.00041595-0.00055998i,0.00058772-0.00022844i,0.00032544-6.3199e-05i,0.00066006+7.1638e-05i,0.00073076+0.00039885i,0.00033005+0.0001041i,-0.00082525-0.0002043i,-0.00092808-0.00011371i,0.00015364-9.4402e-05i,0.00044254+0.00044583i
-0.00093615+6.5283e-05i,-0.00099267-0.00089859i,-0.00070453+0.00033517i,0.00059122+0.001088i,0.0018397+0.00081683i,0.0018091+0.00060869i,0.00047376-0.00024536i,-1.0406e-05-0.00024402i,-0.00069019+0.00054882i,-0.00065207-6.9117e-06i,0.00049844-0.00040819i,0.00066863-0.00010444i,0.00039849-8.0242e-05i,0.00014963-0.00028194i,-0.00057308-0.0011741i,-0.00071889-0.0011215i,-0.00081134+0.00016788i,-0.00072625+0.00036085i,-2.287e-05-0.00020181i,0.00037466-1.7163e-05i,0.00035068+0.00021046i,3.417e-07-0.00022345i,-0.00036146-0.00024258i
-0.00023467+5.7614e-05i,-0.0001072+0.00052294i,0.00027941+0.00063113i,0.00082129-0.00020025i,0.0020382-0.00030394i,0.0021322-4.2874e-05i,0.0018144-0.00075203i,0.0014063-0.001489i,0.0010561-0.00098038i,0.00054904-0.0005623i,0.00010487-0.0001136i,0.00055221+0.00024318i,0.00030869+8.721e-05i,0.00043065-0.00034794i,0.00060708-0.00022519i,-0.00013907-3.9603e-05i,-0.00065484-0.00015935i,-0.00072091-9.2263e-05i,-0.000744-2.1934e-06i,-0.00067312-0.00011245i,-0.00025792+7.7869e-07i,-0.00027067+0.00017637i,0.00025394-2.2246e-05i
