-0.00080381-0.00058473i,8.9501e-06-0.00087987i,0.00022668-0.0015058i,-0.00025676-0.0011282i,-0.00094883+3.9391e-05i,-0.0015655+0.00018415i,-0.001702+0.00026868i,-0.0016226+0.0010769i,-0.00066674+0.00095211i,0.00062391+0.00018029i,0.00058366-0.00057694i,-7.9372e-05-0.00014422i,-0.0003121+0.00036318i,-0.00048364-2.9241e-05i,-0.00042967-0.00038396i,0.00016727+0.0004102i,0.00082594+0.00085875i,0.00049195+0.00066584i,4.912e-05+0.0009691i,-0.00013746+0.00093446i,-0.00060894+0.00011415i,-0.00076204-0.0010112i,-0.00021854-0.0014066i
0.00024949-0.00094218i,0.00058612-0.00045366i,0.00099832-0.0014022i,0.00030267-0.0015552i,-0.00042372-0.00018152i,-0.0011739+0.00099825i,-0.0010088+0.00096929i,-0.00054689+0.0006165i,0.00016391+0.0010946i,0.00039676+0.00079416i,0.0005961+0.00049522i,0.00098931+0.00055603i,0.00043514+0.00012286i,0.00044779-0.0007823i,0.00034777-0.00047438i,0.0001683-8.5414e-05i,-0.00041199-0.00016982i,-0.00073924+6.0361e-05i,4.101e-05+0.00074296i,0.00014894+0.0010186i,7.4516e-05+0.00096884i,7.6969e-05+0.0008945i,-0.00010014+0.00042854i
-0.00034338+0.00031074i,0.00039205+0.00090108i,0.00081029+0.0016794i,0.00016475+0.0017727i,-0.00033204+0.0027926i,0.00052797+0.0030993i,0.0013211+0.0017409i,0.0012727+0.00056464i,0.0010379+0.0016186i,0.00089622+0.0021661i,0.00099518+0.00086475i,0.00059337-0.00016073i,8.1789e-05-0.00012327i,-2.1519e-06+6.4447e-05i,-0.00026648-0.00019398i,-5.1541e-05-0.00056281i,0.00057221-0.00027769i,0.00062401+0.000397i,8.0464e-05+0.00043046i,-0.00017737+3.9132e-05i,2.856e-05+0.00024216i,0.00028636-0.00061138i,0.00056013-0.0011002i
0.0010675-5.2107e-05i,-0.00013235-0.00035592i,7.029e-05-0.0010518i,0.0011964-0.001421i,0.0014615-0.0010111i,0.00066113-0.00057826i,0.00035788+0.00012874i,-0.00062082+7.3041e-05i,-0.00075889+0.0002822i,-0.00018623+8.6918e-05i,-0.00040636-0.001085i,-0.00091274-0.00092684i,-0.00066237-0.00018575i,0.00044571-0.00021503i,0.0004715+0.00062198i,3.7336e-05+0.00061007i,-0.00022877-4.5608e-05i,-0.00066416-0.00023259i,-0.00012291-0.00036554i,0.00026019-0.00020514i,0.00027965-0.00033689i,6.2809e-06-0.00058461i,-8.875e-05-0.00085379i
0.00082262-0.00020851i,-5.0972e-05+0.00028648i,0.00010902-0.00019529i,-3.6375e-05+0.00016514i,0.00016364+0.00070842i,0.00091188+0.0010742i,0.00090168-9.6486e-05i,0.00069224-0.00099698i,8.963e-05-0.0011098i,-0.00072309-0.00059785i,-0.0012126+0.00022747i,-0.00087373+0.00053819i,5.8484e-05+0.00048487i,0.00063904+0.00017093i,0.00014536+0.00030672i,-0.00040403+0.00085726i,-0.0003324+0.00060179i,-0.00066545+0.00048275i,-0.00095892+0.00062582i,-0.00054882+0.00050824i,-0.00012788+0.00042799i,-4.5189e-05+0.00063013i,-4.6292e-06+0.00084463i
-0.00027001-0.00023399i,-0.00028372-0.00065203i,-0.00076537-5.5446e-06i,-0.00093477+0.00091576i,-0.00070492+0.0017362i,-0.00020473+0.0022124i,0.00018345+0.0018234i,1.9262e-05+0.0013964i,-0.00035103+0.001264i,-0.00044806+0.0011817i,-0.0001794+0.001413i,0.00027468+0.00089541i,-3.1766e-05-0.00029176i,-0.00012568-0.00066237i,0.00052606-0.00042943i,0.00033008-0.00077403i,-0.00062011-0.00091522i,-0.00037494-0.00013062i,-0.00033452+0.00012814i,-0.00067755+0.00014992i,-0.00055717-0.00018916i,-0.00064069+0.00015493i,-0.00028006+0.00050985i
-0.0010434+0.000202i,7.7949e-05+0.00050983i,0.00047399+0.0013328i,0.0005595+0.0019082i,0.00063335+0.0018914i,0.00070491+0.0015968i,0.0011227+0.00087202i,0.00056353+0.0010343i,-0.00060503+0.001748i,-0.00044888+0.0010251i,0.00012011-6.9573e-05i,0.00074695-0.00072189i,0.00088433-0.00067474i,0.00022779-0.00061455i,-0.00025151+6.9619e-05i,-0.0008358+0.00047287i,-0.0010108-1.3158e-06i,-0.00048644-0.00075937i,-4.1133e-06-0.00085402i,-0.00027107-9.6783e-05i,-0.00018581+0.00012044i,0.00041711+0.00031326i,0.00031752+0.00057304i
-0.00049127-0.00072446i,-0.00052919-0.0010624i,-0.00019551-0.00063023i,0.00060019+0.00070144i,0.001294+0.0020647i,0.0011052+0.0019598i,0.00044654+0.0015629i,-0.00023834+0.0013399i,-0.00080499+0.0003275i,-3.4836e-05-0.00094128i,0.00072378-0.0011032i,-0.00026423-0.00038879i,-0.00077963+0.00029935i,-0.00053335+8.9924e-05i,-0.00065269-0.00033911i,-7.9296e-05-0.00043738i,0.00010058-0.00065989i,-0.00054433-0.00042247i,-0.00080882-0.00027773i,-0.0003206-0.00042094i,0.00027943+0.00017537i,-9.157e-05+0.000603i,-0.00089068-4.9045e-05i
0.0011968+0.00058777i,0.0011343+0.00086685i,0.00079434+0.00034153i,0.00056409-0.0008554i,5.6755e-05-0.001457i,-0.00048536-0.00026708i,0.00060003+0.0014369i,0.0016351+0.0013804i,0.00047464+0.00065605i,-0.00067869+0.00010085i,-0.00067666-0.00043069i,-0.0011473-0.00075824i,-0.00092147+8.4679e-05i,-0.00016037+0.0012561i,0.0003987+0.00084446i,0.00076791+0.00065933i,0.00022045+2.3727e-05i,-0.00063964-0.0005383i,-0.00021416+0.00046825i,0.0004911+8.0427e-05i,0.00018285-0.00081267i,-0.00045966-0.0007253i,-0.00065524-0.00041045i
0.00094752+0.00029997i,-2.1066e-05+0.00098813i,-7.8087e-05+0.00016958i,-1.0642e-05+0.00074498i,0.0003152+0.0027162i,0.0012026+0.0025068i,0.0011577+0.00032897i,0.00016139-0.00066212i,-0.00096894-0.00024452i,-0.00090557-0.00035941i,-0.00031899-0.00046652i,-0.00037595-0.00011258i,-5.9508e-05+6.9984e-05i,-0.00041971+4.7564e-05i,-0.00060147-0.00033017i,-0.0002492-0.0008053i,-0.00045904-0.00096175i,-0.00038645-0.00090823i,4.0712e-05-0.00042669i,-1.722e-05-0.00031755i,-0.00029384-0.00015305i,-0.00037446+0.00062143i,0.00057788+0.00077551i
-0.00034042-0.00063546i,-0.00012385-0.0010553i,-0.00029705-0.0015178i,4.9498e-05-0.0013192i,0.00071973+0.00014308i,0.00090759+0.0017239i,0.00092276+0.0015098i,0.00070789+0.00066829i,0.00058258+0.0001049i,0.00037765+0.00012199i,0.00020471+0.00057557i,0.00086007+0.00015772i,0.0010745-5.3773e-05i,0.00079491+0.00021762i,0.00066853+0.00044269i,1.8884e-05+0.00030579i,-0.00026211+0.0001142i,-0.00019286-1.6204e-05i,-5.9675e-05-3.0438e-05i,-0.00026419-0.00041415i,-0.00023833-0.00044215i,0.00035078+0.00060172i,0.00031031+0.00069462i
0.0010297-0.00016588i,0.0015884+0.00069643i,0.0011094+0.00015983i,0.00057593+8.2212e-05i,0.00071219+0.00092637i,0.00018142+0.002002i,-0.00070624+0.0021909i,-0.00074035+0.0012093i,-0.00010346+0.00062329i,0.00045131+0.00087046i,0.00054373+0.00030366i,0.00053952-0.00049248i,0.00078018-0.00038701i,0.00096393+0.00057465i,0.00037695+0.0011019i,-0.00045303+0.00043369i,0.000106-0.00041563i,0.00096376-0.00092199i,0.00068632-0.00030328i,0.00047859+0.00066221i,0.0003065+0.00088136i,0.000336+0.00075011i,0.00099403+0.00053248i
0.00039286+0.00023279i,0.00037137+0.00073267i,3.5666e-05+0.0012533i,-0.00035211+0.0013215i,-5.862e-05+0.0020678i,0.00034382+0.0023531i,-0.000471+0.0012447i,-0.0013402+0.0008018i,-0.0013975+0.00068652i,-0.00033313+0.00018129i,0.00074559-0.00082143i,0.00054961-0.0011978i,-0.00048482-0.00091399i,-0.00074895-0.00084274i,-0.00024862-0.00045663i,-0.00032752-0.00077638i,-0.001088-0.00070635i,-0.0010915-0.00057663i,-0.00078637-0.001021i,1.749e-05-0.00098064i,0.00072015-0.00057533i,0.00041551-7.5001e-05i,0.00062868-0.00063538i
-0.00087665+0.0014513i,-0.00052162+0.00078437i,9.8038e-05+0.0010915i,0.00045381+0.00035563i,0.00014233+0.00011499i,-0.00053848+0.0013138i,-0.00031883+0.0016036i,-0.00046436+0.0014644i,-0.00098971+0.0007926i,-0.00089117-0.00042713i,-0.0004604-0.0011321i,-0.00058475-0.0009058i,-0.00095334+0.00015086i,-0.00093476+0.00041771i,-0.00045928+0.00017599i,9.6381e-05+0.00042887i,-0.00014856+0.00016356i,0.00022471-2.3975e-05i,0.00085735-0.00032717i,0.0011256-0.0010227i,0.00070829-0.00089897i,-0.00029879-0.0003356i,-0.00012426+0.00013077i
-3.473e-05+0.00020025i,-0.00011061+0.00082676i,-0.0001351+0.0011195i,0.00031412+0.0012077i,0.0016117+0.0022468i,0.0023299+0.002016i,0.002004+0.0011927i,0.0010624+0.00049698i,-0.00014042+5.637e-05i,-0.00064272+1.5895e-05i,-0.00057255-0.00027589i,-0.00013622+0.00026633i,7.5589e-05+0.0011125i,0.00025231+0.0012093i,0.00060905+0.00032513i,0.00076931-0.00069104i,0.00077372-0.00038667i,-0.00012272-0.00013814i,-0.0010386-0.0001946i,-0.00073456-0.00023779i,-0.00034952-0.00065411i,-9.737e-05-0.00013916i,0.00016017+0.00046249i
0.00089716+0.0014722i,-0.00030827+0.0016827i,-0.00033359+0.00049456i,0.00011601-0.00028828i,-0.0010564+0.00017429i,-0.001326+0.00017849i,1.6852e-05+2.3288e-05i,0.00080688+0.00022048i,0.00096022+0.0006429i,0.0013691+0.00071603i,0.0015092+0.00056202i,0.00062837+0.00047881i,0.00032514+0.00035323i,0.00033463+0.00028278i,0.00097422+0.00016703i,0.0015348-0.00017222i,0.00039179+4.8831e-05i,-0.00090467+0.00033996i,-0.00099406-0.00010861i,-0.00028151-0.00081382i,0.00080964-0.00062443i,0.0013775-1.8775e-06i,0.00083764-0.00032122i
0.00070919-0.00074644i,0.00027296-0.0010521i,3.8435e-05-0.00040567i,0.00050904-0.00034192i,0.0016485+0.00039594i,0.0013262+0.001204i,0.00037957+0.00060911i,5.6208e-05-0.00021115i,-0.00075448-4.1917e-05i,-0.00074788+0.00076777i,-0.0004756+0.00043937i,-0.00022474-0.0001821i,0.00079929-0.0001509i,0.00057435-0.00014417i,8.3173e-05+0.00019686i,0.00030907+0.00044638i,0.00015378-8.5279e-05i,9.8594e-05+0.00042562i,-0.00022995+0.0010347i,-0.00081934+0.00028115i,-0.00052238+3.8142e-05i,0.00030777+0.00087229i,3.9894e-05+0.00069243i
-0.0001198+3.0793e-05i,3.9594e-05+0.001512i,-0.00013605+0.0015809i,-0.0011791+0.0018665i,-0.0013792+0.0021446i,-0.00040606+0.0011841i,-0.00044898+1.9856e-05i,-0.0014607-0.00022196i,-0.00141+7.3855e-05i,-0.00044365-0.00051226i,0.00081753-0.0010573i,0.00095554-0.0013018i,0.00027133-0.00096268i,7.0511e-05-0.00020892i,6.2529e-05+0.00014639i,-0.00018231-0.00017477i,-0.0007008-0.0006938i,-0.00074703-0.00038197i,-0.00018447-0.00030631i,0.00036845-7.2886e-05i,0.00025621-9.9468e-06i,0.00032575+0.00014209i,0.00080077+0.0005999i
-0.00079022+0.00035228i,6.2239e-05+0.00019005i,0.00014244+0.0002703i,0.00029222+0.00012858i,0.00067627+0.00041259i,0.0011335+0.001779i,0.00091187+0.001668i,0.00032406+0.00078176i,-0.00019474+0.00038161i,-0.00050505-0.00018856i,-0.00072041-0.00087559i,-0.0013765-0.00066712i,-0.0015005-0.00044463i,-0.00064712-0.00061397i,0.00039542-0.00023789i,0.00045221+0.00065689i,-0.00023379+0.00086799i,-0.00013437+0.00095702i,-1.0137e-05+0.00090459i,-7.1716e-05+0.00038081i,-0.00052324+0.00021233i,-0.0007618+0.00031345i,-0.00038164+0.00047166i
-0.0010812+0.00012711i,-2.5708e-05+0.00096435i,0.00011115+0.0018837i,0.00028082+0.0022501i,0.00050952+0.0023131i,0.00072073+0.00065642i,0.00036084-0.00014787i,-0.00027785+0.00040604i,-0.00062455+0.00073929i,-0.00038719+0.000833i,2.5983e-05-0.00013523i,-4.4905e-05+0.00018949i,-3.0524e-05+0.0012432i,0.00088751+0.00090727i,0.0016807+0.00030555i,0.0017029+0.00010381i,0.0010142-0.0002594i,-0.00011844-0.0003704i,-0.00047324+0.0001194i,0.00011197+0.00073017i,3.03e-05+0.00063892i,-0.00063425-8.3037e-05i,-0.00042067-0.00052172i
-0.00089771+7.8748e-05i,-0.0013145+0.00017859i,-0.0008349+0.00081489i,3.4595e-05+0.0010709i,0.00062917+0.0021794i,0.0011477+0.0030826i,0.0012502+0.002431i,0.00091076+0.00090128i,0.00019735-0.00011585i,-0.00074205+0.00018388i,-0.00038896+0.00065541i,0.00032268+0.00062063i,0.00042557-5.3933e-05i,6.5948e-05-0.00077012i,-0.00020747-0.00021224i,-9.7906e-05-5.8022e-05i,-0.00014209-0.00059765i,-0.00093113-0.0009327i,-0.0017322-0.00050713i,-0.0012122+9.8818e-05i,-0.00033494+0.00021012i,-0.0001696-0.00013192i,-5.1491e-05-0.00010163i
0.00039528+0.0020389i,-0.00020442+0.0023655i,0.0011052+0.0016319i,0.0016474+0.0015273i,0.00068656+0.0019982i,-0.0011377+0.0015751i,-0.00087697+0.00067231i,-9.2489e-05+0.00053435i,0.00050527+0.00082485i,0.00099505+0.00065985i,0.0014388+4.7027e-05i,0.0018544-0.00054157i,0.001114-0.00028943i,0.00027341-0.00029016i,-0.00034608-0.0003133i,-0.00036844-0.00017171i,-0.00012-0.00014052i,-9.1802e-05-0.0003048i,-0.00014747-0.00038885i,-0.00023187-0.0005573i,-0.00033769-0.00081627i,-0.00014606-0.0004171i,0.00012181-0.00042565i
0.00012333+0.00076865i,-0.00081164+0.0012817i,-0.00039083+0.0018001i,0.00014246+0.0015119i,0.00038148+0.00071975i,0.0011052-0.00011874i,0.0013487-0.0003285i,0.00010885-0.00068996i,-0.00045398-0.00033197i,0.00053594+0.00025707i,0.00014832+8.0133e-05i,-0.00030721-0.00079702i,-0.00010565-0.00088179i,-0.00078836+0.00037844i,-0.0014203+0.00094297i,-0.0014317+0.00060206i,-0.0012265+0.00028506i,-0.0014236+0.00049579i,-0.0013457+0.00091473i,-0.00082094+0.00061032i,-0.00041009+0.00054917i,0.00019567+0.00034707i,1.5092e-05-0.00063661i
-0.00072561-0.00061763i,1.6694e-06-0.00023718i,0.00038675+0.00012365i,0.00032243-0.00023394i,0.00094506-0.00077781i,0.0012124+5.7887e-05i,0.001014+0.0014053i,5.5079e-06+0.00078336i,-0.0008933+0.00035634i,-0.00024466+0.00011926i,-0.0001229-0.00058925i,-0.0011945-0.00054575i,-0.0010601+0.00040701i,-0.00040878+0.0013907i,-0.00019535+0.0011047i,0.00011862+0.00039057i,-0.00025701+0.00062661i,-0.00078633+0.00055379i,-0.00099496+4.1302e-05i,-0.0011834+0.0001908i,-0.0011299+0.00049349i,-0.0013642+0.00010899i,-0.00098182-0.0010803i
9.4908e-05-0.00056411i,0.00074143+0.00084111i,0.00010583+0.00093766i,-0.00065376+0.0010952i,-0.00068702+0.0021367i,-0.00079892+0.0029306i,-0.0004738+0.0027223i,-8.9871e-05+0.0016625i,0.0004993+0.00031105i,-6.8322e-06-0.00013542i,-0.00055728-0.00016549i,-0.00038106+0.00012592i,-0.00025681+0.00049704i,-0.00061177+0.00032009i,-0.00058699-0.00034411i,-0.00011541-0.00083191i,3.8635e-05-0.0007901i,-0.0001883-0.00051701i,-0.00087641-0.00014513i,-0.00084993+0.00029297i,1.5745e-05+0.00049772i,0.00027435+0.00040135i,0.00038252+0.00019358i
-0.0013442+0.00023957i,-0.0013861+0.00026873i,-0.00013288+0.00018322i,0.00032479+0.00022301i,-0.00031636+0.00032969i,0.00086067+0.00059232i,0.0021705+0.0010246i,0.0015721+0.0011559i,0.00034932+0.0011446i,-0.00061141+0.00060076i,-0.0013756+0.00025829i,-0.0014178+0.00051543i,4.5273e-05+7.3438e-05i,0.00081332-0.00089285i,3.2622e-06-0.0011029i,-0.00039408-0.00087014i,-0.00058165-0.00091943i,-0.00037948-0.00030877i,-0.00030248+0.00035178i,-0.00015321-0.0004261i,0.00032408+0.00018061i,4.706e-05+0.0013841i,-0.00056351+0.0012253i
-0.0012235+0.00036119i,-0.0008353-0.00035712i,-0.00024091-0.00036313i,0.0010224+8.4748e-05i,0.0019499+0.00077922i,0.0021062+0.00083112i,0.0018897-7.3006e-05i,0.0014498-0.00087717i,0.00032213-8.2626e-05i,-0.00027683+0.0013457i,0.00033851+0.0012138i,0.00098943+0.00064327i,0.00090958-0.00019623i,0.00010456-0.00074659i,-0.0002139+0.0001578i,-0.00089772+0.0009446i,-0.0014609+7.5212e-05i,-0.0006206-0.00044693i,9.9112e-05-0.00027332i,0.00012829-3.9428e-05i,-0.00022062-0.00019887i,-3.0702e-06-1.1713e-05i,0.00054754+0.00049966i
-0.00029767-0.0010753i,0.00040292-0.00039534i,-0.00044418-0.00044883i,-0.0017064+0.00066202i,-0.001926+0.0023083i,-0.0015147+0.001586i,-0.00027142-0.00076781i,0.00016512-0.0010919i,0.0002781-0.00029466i,0.00044086+0.00053988i,0.00016231+0.0011748i,-0.0005064+0.00012701i,-0.00093763-0.0010968i,-0.0013495-0.0016288i,-0.00065357-0.0015236i,0.00040846-0.00075022i,-4.1545e-05-6.043e-05i,-0.00016972-0.00058156i,3.2032e-06-0.00085802i,-4.3159e-05-0.00052936i,-0.00022174-5.0348e-06i,-0.00014678+0.00065079i,-0.00023031+0.00024287i
-0.00059275-0.00062905i,-1.0906e-05-0.00066964i,0.00030975-0.00058578i,0.0013153+0.00023042i,0.0024269+0.00093587i,0.0017203+0.00092807i,0.00065483+0.000301i,0.00048259-0.00059712i,9.3432e-05-0.00072406i,0.00056458-3.2048e-05i,0.00082191+0.00029779i,-0.00051572+0.0003709i,-0.0011646+0.00035837i,-0.00058317+2.9349e-05i,5.1604e-05-0.00013008i,0.0007489+6.1071e-05i,0.0012493+0.00038405i,0.00037076+0.00052828i,-0.00084079-0.00024884i,-0.00040906-0.00056516i,0.00030108-0.00033939i,-0.00016302-0.00041464i,-0.00010103-0.00041131i
0.00044782-0.00039726i,0.00033686-0.00076369i,-0.00043132+0.00057238i,-0.0012661+0.0018992i,-0.00086683+0.0034575i,0.00024882+0.0036294i,0.00015201+0.0014667i,-0.00020351-0.00019003i,-0.00052604-0.00088743i,0.00022276-0.00069928i,0.00010837-0.00047047i,-0.0007231+7.9812e-05i,-0.00017004+0.00033436i,0.00059902-0.00042123i,0.00041384-0.00021651i,0.00013303+0.00056403i,-1.7269e-05+0.00015644i,9.0719e-05-0.00076984i,1.8227e-06-0.00079785i,0.00012866-0.00046755i,0.00015301-0.00068491i,-0.00022923-0.00052407i,-0.00043457-0.00030261i
0.00015798-0.00022337i,-5.1604e-05-0.00031296i,0.00045435-0.00047839i,0.00079239+0.00046447i,0.00055893+0.0015833i,-3.2374e-05+0.0023272i,-0.00016008+0.0021675i,0.00035178+0.001162i,-0.00064602+8.5724e-05i,-0.0014363-0.0009761i,-0.00047438-0.00057413i,0.00037992+0.00072512i,0.00039502+0.00021594i,0.00070623-0.0005579i,0.00052075-7.6818e-05i,-6.5643e-05+8.7086e-05i,-0.0009672+5.6922e-05i,-0.0013568-0.00023273i,-0.0010016-0.00078472i,-0.00091274-0.00042911i,-0.00065722-0.00035922i,0.0001115-0.00065028i,6.7055e-05-0.00038136i
-0.0007718+0.00025986i,-0.00047172+0.00022767i,-6.8319e-05+0.000422i,0.00072727+0.0012457i,0.0015137+0.0023176i,0.0022565+0.0030043i,0.0029756+0.0020625i,0.0011586+0.0015705i,-0.00076049+0.0020726i,-0.00024546+0.0016545i,0.00023423+0.0010714i,0.00071052+0.0010077i,0.0011205-0.00029435i,0.00021717-0.0013065i,-0.00056009-0.0010878i,-0.0005015-0.00097679i,-0.0004904-0.0008353i,-0.00086067+1.1704e-05i,-0.0011444+0.00025097i,-0.00045224-0.00027758i,-0.00010379-0.00047877i,0.00044599-0.00039693i,0.00056597-0.0002648i
-0.00017051-0.00043937i,0.00063804-0.0001411i,0.00083193+0.00038172i,0.00027139+0.00090554i,-8.4976e-05+0.0015261i,-0.00063465+0.0015652i,0.000203+0.00028008i,0.0010338-0.00050888i,0.00022792+0.0001991i,-0.00025096+0.0013909i,0.00056465+0.00089745i,0.00039707+1.2147e-05i,-0.00030475-0.00029319i,-0.00082552-0.00060961i,3.1765e-05-0.00031486i,0.00079105+0.00015541i,-0.00012215-0.00088513i,-0.00079729-0.0011625i,-0.00071618-0.00027189i,-0.00023709+8.153e-05i,2.6572e-05+0.00020294i,0.00040681+0.0003466i,0.00048579+0.00057801i
-0.0003474-0.00062826i,-0.00048313-0.00022657i,-0.00048363-0.00033267i,-0.00048929-0.00073713i,-0.00043147-0.00083874i,-0.00052822-0.00095329i,-0.00029513-0.00086201i,-0.00053853+1.493e-06i,-0.00096644+0.00077628i,-0.00017307+0.0010136i,0.00027311+0.0010122i,-0.0005792-0.00022525i,-0.00089687-0.00065027i,-0.00043593-0.00032897i,0.0002594+9.1954e-05i,0.00027946+0.00071426i,-0.00034039+8.7521e-05i,-0.00044251-0.00027452i,-0.00012335-1.8013e-06i,0.00019439+0.00048588i,-8.7944e-05+0.0005056i,-0.00026677+0.00020784i,4.1113e-05+7.8836e-05i
-0.0013718+0.00051532i,-0.00107+0.00026446i,-0.00088912+0.00085711i,-5.3637e-05+0.0021033i,0.0009863+0.0039091i,0.0018806+0.0039787i,0.0010088+0.0013739i,-0.00065502-0.00059515i,-0.00049206-0.00046875i,0.0010422+0.000215i,0.0013877-8.5745e-05i,-3.8911e-05-0.00029547i,-0.00017853+0.00021301i,5.7697e-05+0.00017441i,-0.00072434+4.0847e-05i,-0.00053831-0.00048399i,0.00019175-0.0004798i,-0.00049972-0.00015939i,-0.0010619-0.00050035i,-0.00040882-0.00058809i,0.00019788-4.0049e-06i,0.00037337-0.00018179i,0.00033545-0.0010982i
0.0016763+0.0006018i,0.0013524+0.00070006i,0.0004702-0.00024653i,-0.00037149-0.00051388i,-0.0011569-0.00038777i,-0.0012004+0.00048056i,-0.0010047+0.0017714i,-0.00011875+0.0015644i,0.00034018+0.00091703i,8.2223e-05+0.00047748i,6.4274e-05-0.0004467i,-1.8914e-05+0.00013271i,0.0003066+0.0010078i,0.00051369+0.0010133i,0.00070334+0.0003483i,0.00039622-0.00043113i,-0.00029153+4.1053e-05i,-0.00077531+5.6608e-05i,-0.00042359-0.00077656i,-0.00033753-0.00057676i,-0.00032043+5.5228e-05i,-0.00031639-0.00010916i,0.00032942-8.9436e-05i
-0.00080196+0.0011705i,-0.0008479+0.00087116i,0.00035044+0.0019008i,0.0020181+0.0022206i,0.0031376+0.001673i,0.002527+0.0013011i,0.0012034+0.0015116i,-0.00040075+0.0017811i,-0.0010667+0.0020327i,-0.00023407+0.0012524i,0.00067678-5.9998e-05i,0.00051271-0.0002479i,4.8556e-05+7.2639e-05i,9.2537e-05-2.5261e-05i,-0.00030073-0.00026566i,-0.00035085+0.00014742i,-1.0971e-05-0.00064259i,-0.00021266-0.0018915i,-0.00055822-0.0020484i,-0.00080641-0.0011054i,-0.00074619-0.00013104i,-0.00028529-0.00012575i,-0.00043048-0.0012364i
0.0010121-0.00060872i,0.00043197-0.00049629i,-0.00066526-0.0012377i,-0.0007686-0.0011189i,-2.8574e-05+0.00034392i,0.00046203+0.0022922i,0.00060891+0.0015118i,0.00026297-0.00011743i,-0.00090695+0.00048745i,-0.0014114+0.00061164i,-0.00059918-0.00012736i,-0.0003765-0.00012332i,0.0001641-0.00014143i,0.00070167+0.00031894i,0.00066514+0.00019901i,0.0004479+4.1062e-05i,1.3024e-05+6.4148e-05i,-0.00042612-0.00023915i,-0.0013034+0.00059112i,-0.0011335+0.00072509i,-0.00026821-3.4382e-05i,6.3471e-05-0.00053486i,2.8273e-05-0.00032901i
0.0024309+0.0010664i,0.0014182+0.0011962i,0.0020225+0.0013108i,0.0027509+0.0013312i,0.0031089+0.0010992i,0.0022748+0.00070381i,0.0010438-0.0011768i,0.0006393-0.0012904i,0.0010331+3.8884e-05i,0.0013276+0.00087646i,0.0010169+0.00064897i,0.00027099-0.00027257i,-0.00030044-0.0001009i,-0.00083033+0.00073445i,-0.00069719+0.0005288i,1.9835e-05+0.00014156i,-0.00043609-0.00047405i,-0.00072002-0.00056864i,-0.001008-0.00013805i,-0.0012946+0.00022152i,0.00011362+0.00041617i,0.0010516-6.5997e-05i,2.4122e-05+0.00035266i
0.00032709+0.00026524i,-0.00036187-0.00031493i,-0.00033058-0.00081636i,-7.8341e-05+9.3077e-05i,-0.00047973+0.0015295i,-0.00076207+0.0017468i,-0.0004448+0.0003344i,-0.0010887-0.00023302i,-0.00077956+8.9119e-05i,0.00069497-0.00031348i,0.00075464-0.00028778i,0.00048766+0.00042545i,-0.00016339+0.00051167i,-0.0003356+0.00014974i,0.00089926+0.00013714i,0.00099185-0.0005685i,0.00029724-0.00088304i,0.00020383-0.00025113i,0.00057656+0.00036428i,0.00093384+0.00074168i,0.00049849+0.00059416i,2.7417e-05+0.00024401i,-9.5653e-05-5.3226e-05i
-0.0014417-0.001709i,-0.0002787-0.00075968i,-0.00037059+0.00015064i,-0.00079997+0.00040499i,-0.0013041+0.00090304i,-0.00077285+0.0011857i,4.4118e-05+0.00073561i,-0.0001534+9.5358e-05i,-0.00094408-0.00057671i,-0.00048544-0.00064238i,-8.6105e-05-0.00061435i,-0.00031649-0.00046279i,-0.00026927+0.00073269i,-0.00025518+0.00088243i,-0.00028565+0.00023996i,-0.00070472-9.196e-05i,-0.00060158-0.00023545i,0.00017505+4.1609e-05i,0.00032794+4.8364e-05i,5.8819e-05-0.00014783i,-5.6031e-05-0.00023651i,-0.00031662+0.00011506i,-0.00051477-0.00062197i
0.00034247+0.0014345i,-0.00013568+0.0012878i,-6.9734e-05+0.0016828i,0.00042165+0.0019658i,0.0013017+0.0023093i,0.0015829+0.0019575i,0.00062163+0.0016055i,-0.00068635+0.0013894i,-0.00098012+0.00086166i,-0.00045085-0.00035866i,-0.00025169-0.0012112i,-8.1468e-05-0.00058145i,0.00041885-0.00034328i,-0.00039884-0.0006986i,-0.00046693-0.00097003i,0.00081512-0.00049049i,0.00069315+0.00031814i,0.00029628+3.8906e-06i,-0.00034439+5.3631e-05i,-0.00092078+0.00034887i,-0.00075236+0.00032986i,-8.9683e-05+0.0012015i,0.00034+0.0011129i
0.00016082+0.00042441i,-0.00070426+0.00059782i,-0.00052546+0.0016402i,-0.00013605+0.002544i,-0.0006611+0.0033023i,-0.00068607+0.0039778i,0.00052827+0.0031967i,0.00026964+0.0016687i,-0.00071074+0.0020994i,-0.00062093+0.0020107i,9.026e-05+0.00061625i,-6.4406e-05-6.3049e-06i,-0.0012884-0.00011242i,-0.0013377-0.00047132i,2.0765e-05-0.00067751i,0.00061917-0.00077093i,0.0002839-0.00050905i,-0.00045924-0.0001571i,-0.00064795-0.00069922i,-0.00047537-0.00050263i,0.00023754+3.6572e-05i,0.00038985-0.00023123i,-0.00024614-0.00017824i
