-0.00018709+0.00089701i,0.00019882+0.00092406i,-0.0011498+0.00017331i,-0.0017283-6.6009e-05i,-0.0018809+0.0010695i,-0.001663+0.002134i,-0.00059882+0.0024251i,0.0010057+0.0016248i,0.0023637+0.00066898i,0.0013308+0.00068881i,6.2497e-05+0.00013183i,-8.2051e-06-0.00082653i,-0.0003443-0.0010609i,-0.00044315-0.00063642i,0.00026716-4.3802e-05i,9.723e-05+0.00067055i,2.8975e-05+0.00073843i,0.00046038+0.00063294i,-9.2258e-05+0.0005386i,-0.0010525-0.00014017i,-0.001297-0.00096511i,-0.00029577-0.0014821i,0.00029891-0.0010078i
-0.0010671+0.00020503i,-0.00030034+0.0014087i,0.00063118+0.00048694i,0.0010053-0.00033421i,0.00088029-0.00029895i,0.00056534+0.00018793i,0.00031738+0.00020637i,0.00043403-9.8564e-05i,0.00027598+2.1583e-05i,-0.00017576+0.00042267i,0.0002631+0.00026975i,0.00090007-0.00080445i,0.00042279-0.0012014i,0.00015279-0.00084279i,-4.2495e-05-0.00073331i,-0.0001536-8.6309e-05i,8.3613e-05+0.00095178i,-0.00068333+0.00087137i,-0.00011197+0.00034354i,0.00097155+2.0515e-05i,0.00087913+0.0002151i,8.9519e-05+0.00047516i,-0.00045764+7.4625e-05i
-0.0022435+0.00067348i,-0.002375+0.001406i,-0.0016049+0.0015481i,-6.3183e-05+0.0010973i,0.00020881+0.00095734i,0.00017018+0.0012181i,0.00049167+0.0014153i,0.00064258+0.00091057i,5.7894e-05+0.00057369i,-0.00028879+0.00087594i,0.00037951+0.00095368i,0.00070619+0.0003835i,0.00096938+0.0003605i,0.00088384+0.00071765i,0.00036943+0.00029695i,-7.7404e-05+0.00035907i,0.00027456+0.00041663i,0.00057104+7.1132e-05i,0.00037547-0.00038296i,0.00051342-0.0004993i,0.00050762-0.00013055i,0.00018796-0.00059579i,-0.00033819-0.000506i
-0.00066991+0.0011513i,0.00066271+0.0022233i,0.00096777+0.0022954i,-1.0662e-05+0.0007074i,-2.1095e-05-0.00033282i,0.00050729-0.00036946i,0.00075459-0.00050014i,0.00089775-0.00063181i,0.0005519-0.00043364i,0.00025324-0.00026962i,-1.4566e-05-0.00027761i,-0.00061229-0.00045876i,-0.00012399-0.00038248i,0.00033407+0.00049218i,-0.0003658+0.00051407i,-0.00049885+2.751e-05i,5.4865e-06-0.00018778i,0.00016012-9.3154e-05i,0.00043308+0.00016072i,0.00068704+0.00041009i,0.00029306+0.0007035i,0.00011525+0.000675i,-0.0004522+0.00021553i
-0.001445+0.0037374i,-0.00043254+0.0042534i,0.0015865+0.0036367i,0.0030135+0.0016826i,0.0031493+0.00077975i,0.0018617+0.00082994i,0.00085029+0.0013691i,0.0012346+0.0010625i,0.0016931+0.00032082i,0.0015924+0.0004877i,0.0016264-8.1398e-05i,0.0012242-0.00095338i,0.00061585-0.00099848i,0.00054188-0.00071337i,0.00050977-7.9207e-05i,-5.6991e-05+0.00085754i,-0.00015055+0.00031164i,0.00026922+0.00025267i,-0.00027667+0.00074339i,-0.00070899+0.0010903i,-0.00075806+0.00079631i,-0.00065148+0.00035189i,-0.0004721-0.00015501i
0.00037401+0.0028385i,0.0010499+0.0025672i,0.0013932+0.00066043i,0.0015163+0.00026625i,0.0006907+0.00084801i,-0.00037666+0.0014632i,7.6513e-05+0.0014079i,0.0012486+0.001054i,0.0011962+0.0012181i,0.00058973+0.00072828i,0.00039169-0.00011828i,0.00015457-1.9586e-05i,-6.1491e-05-0.00031789i,5.6418e-06-0.00019905i,-4.1687e-05+0.00014539i,0.00010821-0.00029765i,0.00015833-0.00053993i,-1.5169e-05-0.00023679i,5.6652e-06-0.00020662i,-0.00015003-0.00060125i,-0.00032438-0.00042399i,-0.00057467-0.00024888i,-0.00040335+6.8876e-05i
-0.0010459+0.0016014i,-0.0010431+0.0024203i,0.00016495+0.0025555i,0.0011565+0.0020993i,0.0015495+0.00096462i,0.00071414+0.00048915i,0.00020823+0.0010121i,0.00075408+0.00084744i,0.00068052+0.00076166i,0.00023143+0.00047107i,0.00030373+0.00045301i,0.00083802+0.00032276i,0.0011186-5.4511e-05i,0.00026517+0.00028847i,-0.00041984+0.00048596i,-0.00037235+0.00032117i,9.4736e-06+0.00069252i,-0.00020943+0.00028334i,-0.0004482-4.7326e-05i,-0.00021472-0.00023842i,-8.6876e-05-0.00024359i,-0.00079675-0.00058767i,-0.0012403-0.000783i
0.00027812+0.0029967i,0.0010492+0.0023253i,0.002394+0.0016091i,0.002254+0.00011966i,0.0010644-0.00068132i,0.0011558+0.00059079i,0.0016296+0.00092005i,0.00088138+0.00036638i,0.00082515+0.00036734i,0.0011066+0.00012204i,0.00074358+0.00028374i,0.00025277+0.00026227i,4.0301e-05-0.0002428i,-0.00032391+0.00041372i,-0.00014335+0.00052159i,0.000625-0.00032991i,0.00063377+0.00021846i,2.944e-05+0.00067935i,0.00036892+0.00035229i,0.00062518+0.00027693i,3.6215e-07-6.0268e-05i,-0.00042714-0.00037138i,-0.0002865-0.00076342i
0.0011696-0.00092623i,0.00058006-0.00059646i,-0.00038156-0.00038875i,-0.0016075-0.00058116i,-0.0018041+0.00022915i,-0.00023803+0.0016137i,0.001092+0.0014021i,0.00074483+0.00085869i,2.3024e-05+0.0011225i,-0.00019335+0.00078101i,0.00019625+9.02e-06i,0.00029179-1.2137e-05i,0.0012209+0.00087538i,0.0010576+0.0011332i,0.00045758+0.00036421i,0.00015599+0.00017894i,-0.00031117+0.00061019i,0.00018168+0.00079104i,0.00012337+0.00039436i,-0.00050583+0.0006841i,-0.00035877+0.0017727i,-0.00056444+0.0014921i,-0.0010083+0.00039522i
-0.00024362+0.0027613i,0.00091083+0.0038535i,0.0025611+0.0028436i,0.0031551+0.00042639i,0.0025607-0.00089833i,0.0023079-0.00036291i,0.0018221+0.00053153i,0.00091956+0.00069353i,0.00028375-9.4703e-05i,0.0008578-0.00061534i,0.0012704-0.00014929i,0.00058031-3.9997e-05i,-0.00040296-0.00034088i,-0.001199-0.00054857i,-0.00087355-0.00035249i,-7.8335e-05+0.00030188i,-6.496e-05-0.00021033i,0.00045369-0.00085732i,0.0010916-0.0012977i,0.0010065-0.0014457i,0.00046971-0.00038874i,0.00014519+0.00020444i,-0.0001111-0.00020416i
0.0018855+0.0010006i,0.0018484+0.00037652i,0.00093351-0.00067417i,0.00026459-0.0013302i,0.00019367-0.0011417i,-0.00017247-3.3728e-05i,0.00026249+0.0011152i,0.00044592+0.0014357i,-0.00011274+0.0010214i,-0.00068431-0.00020495i,-0.0002347-0.00058411i,-1.5046e-05+2.5069e-06i,-0.00038705+0.00025218i,-0.00091442+0.00010305i,-0.00078524+1.8806e-06i,0.00015648-0.00015667i,0.00034364+7.6894e-05i,-0.00012376+0.00079132i,-0.00037994+0.00076398i,-0.00059376+0.0005001i,-0.00098486+0.00063615i,-0.00041553+0.00054435i,2.9604e-05+0.00031849i
0.00086022+0.0023354i,0.0013607+0.0026613i,0.0017714+0.0026313i,0.0016885+0.00077114i,0.0011562-0.00020181i,0.00021682+0.00013358i,-0.00044095+7.1115e-05i,-0.00024957+0.00024253i,6.0644e-06+0.00021961i,0.00014114+0.00028357i,0.00074329+0.00051397i,0.0010037-0.00010332i,1.6609e-05-0.00034249i,-0.00074162-0.00016189i,-0.00031576-0.00052771i,-0.0003065-0.00015129i,-7.0619e-05+0.00059944i,0.0010717+0.00032196i,0.001078-0.00010329i,7.9469e-05+0.00016007i,-0.00046849-2.9551e-05i,-0.00054144-0.00055226i,0.00016258+0.00013279i
8.5656e-05-0.0003978i,-0.00036679+0.00089966i,0.00078467+0.00051037i,0.0011282-0.00040781i,0.00084806-0.00019159i,0.00057032+0.0011876i,0.00042342+0.0019288i,6.3628e-05+0.00093605i,-0.00073163+0.00041024i,-0.00059946+0.00032305i,0.00019642+0.00063746i,0.00076572+0.00068598i,0.00083965+0.00032126i,8.1213e-05+0.00027706i,-0.00011262+0.00015997i,7.9599e-05-0.0003652i,1.0937e-05-0.0010665i,-0.00014847-0.00091642i,-0.00053083-0.00016984i,-0.00088667+1.7746e-05i,-0.00064669-0.0002114i,-0.00070913-5.7588e-05i,-0.00055859-0.0001315i
-0.00082628-0.00045563i,-0.0010546+0.00031754i,-5.4684e-05+0.00064368i,0.0003226+0.00035536i,0.00024397+0.00047312i,0.0010612+0.00081673i,0.0012536+0.0011938i,0.00091986+0.00090211i,0.00092199+0.00020366i,0.0010118+0.0002442i,0.00079063+0.0004697i,0.00027423+0.00048696i,-0.00010817+0.00058855i,-0.00013502+0.00063781i,0.00018878+7.4473e-05i,0.0003092+1.5986e-05i,-0.00035585+9.3854e-05i,-0.00069354+0.00019421i,-0.00064275+0.0005519i,-0.00016729+0.00056974i,-0.00025665+0.00024502i,-0.0013015+0.00026983i,-0.0013799+0.00030749i
-0.0012118+0.0018109i,-0.0006467+0.0017856i,0.00043867+0.0025793i,0.00098493+0.0023033i,0.0014293+0.0010228i,0.0016009+0.00047651i,0.00085162+0.00098789i,0.00031999+0.00041151i,0.00031136+2.6392e-05i,0.00054379+0.00068653i,0.00048126+0.00069058i,0.00046919-5.5557e-05i,0.00038387-0.00016784i,9.2675e-05+0.00073661i,-4.3458e-05+0.0010381i,-0.00011037+0.00045759i,0.00015739+0.00038218i,0.00034061+0.00037257i,0.00016624-0.00014874i,0.0005337+0.00023255i,0.001312+0.00081628i,0.0011288+0.00020411i,0.00015898-0.00032052i
0.00010079+0.0015846i,-0.00020913+0.001717i,0.00045188+0.0010885i,0.001373+0.00044024i,0.0011587-0.00052725i,0.00081328-0.00027081i,0.00099147+0.00095229i,0.0012852+0.00063114i,0.0011602-0.00028468i,0.0013077-0.00013092i,0.00053612+0.00054928i,-0.00038047+0.00019633i,-0.00030127-5.3747e-06i,0.00040009-4.2589e-05i,0.00097276+0.0002466i,7.6458e-05+0.00029567i,-0.0011827+0.00052054i,-0.001038+0.00091732i,-0.00056687+0.0005129i,-0.00053076-0.00026604i,-0.00060761-0.00058089i,-0.0010708-0.0008071i,-0.00063577-0.00035496i
0.0007383+0.0030026i,0.0014299+0.0023789i,0.0027652+0.00091158i,0.0029864-0.00095061i,0.0026941-0.0015849i,0.0015776-0.00024659i,0.00026853+0.00096994i,0.00017057+0.00081813i,0.0006886+0.00047815i,0.00070421-0.00047028i,0.00024669-0.0010162i,0.00036113-0.00038436i,0.00036856-1.8832e-07i,0.00021848-0.000404i,0.00047251-0.0012768i,0.00049966-0.0014011i,0.00086624-0.00044751i,0.00056159+0.00026078i,9.7572e-05-3.1159e-05i,-0.00023576-0.00093028i,-0.00032998-0.0019183i,-0.00037157-0.001411i,-0.00077941-0.00044279i
-0.00086733+0.0011261i,0.00082167+0.00033692i,0.0006459+0.00023604i,-0.00034774-6.1136e-05i,-0.0008718-0.00037689i,-0.0001328+0.00078737i,0.00051043+0.0010835i,0.00083966+0.00053466i,0.00037777-2.826e-05i,-0.00025077-0.00014283i,0.00062661-0.00066057i,0.0014606-0.0012024i,0.0005299-0.00081141i,0.00013503-0.00039298i,0.00064866+5.4226e-06i,0.00049293-4.4456e-05i,0.00027443-0.00030266i,0.00074735+0.00057172i,0.0008879+0.0010554i,0.00010164+0.00023637i,-0.00040321-0.00019036i,-0.00047728+0.00010214i,-0.00041279+0.00039329i
0.00023021+0.00016637i,0.00037692+0.00067367i,0.00040914+0.00014654i,0.00039435-0.00037626i,0.00055844-9.247e-05i,0.0011479+0.00082234i,0.0017293+0.0013239i,0.00086051+0.001245i,0.00021284+0.00037344i,3.5051e-06-0.00026672i,-0.00015825+0.00052423i,-0.00015169+0.00016677i,-0.00050622-0.00041912i,-0.00036277-0.00052186i,0.00048645-0.00040003i,0.00068078-0.00030228i,0.00030697-0.0005996i,0.00026875-0.00037623i,-4.4596e-05+0.00018865i,0.00023406+0.00041701i,0.00069086-7.9582e-05i,0.00024893+0.00027599i,-0.00035803+0.00066876i
-0.0012529+0.00061144i,-0.001009+0.0015108i,-2.2604e-05+0.00094992i,0.00045249+5.88e-05i,0.00050523-0.0004421i,0.00061978-0.00034333i,0.00038683+7.4572e-05i,0.00038359+0.00046706i,2.1043e-05+0.00085224i,-0.00081917+0.00087717i,-0.00073488-0.00010413i,-5.5264e-05-0.00094405i,0.00053076-0.001096i,0.00049383-0.00086473i,0.00020264-0.00027087i,-5.1092e-05-0.0001456i,-0.00022359-0.00047692i,-0.00081098-0.00084687i,-0.00059791-0.00087024i,0.00019535+4.6028e-05i,-0.00040021+0.0005099i,-0.001171+0.00026006i,-0.00089045-0.0002001i
0.00055651+0.0017411i,0.0004016+0.0015382i,0.00098076+0.00010831i,0.0018402-6.2344e-05i,0.00081383+0.00045542i,-0.00059489+0.0011297i,-0.00077086+0.0012741i,-0.00021706+0.00047822i,0.00027865-0.00046155i,0.00041938-0.00039301i,0.00034435+0.00036976i,-0.00016016+0.0012475i,-0.00084879+0.00070725i,-0.00090963-0.00093313i,-0.00012734-0.00060486i,0.00025474+9.5195e-05i,-0.00029966-2.6536e-05i,0.00015448-0.00025275i,0.00036185-0.00025191i,-0.00060936+0.00014291i,-0.00086408+0.00026894i,-0.00051713+7.7222e-05i,-0.00032896+0.00043884i
-0.00096226-0.000719i,-0.0024954-0.00064253i,-0.0018074+0.00042914i,0.00015412+0.00043004i,0.0013709+0.00021584i,0.0022258+0.00041165i,0.0021787+0.00031829i,0.0015492+0.00073235i,0.000476+0.0011148i,-0.00043377+0.00095665i,-0.00038934+0.00094932i,-0.00041786+0.0006244i,0.00027736+0.00038475i,0.00059294+0.00021294i,7.7401e-06-0.00014544i,-2.8985e-05+0.00046172i,0.00047396+0.0010295i,0.0011093+0.00052725i,0.00056614-0.00030299i,0.00052732-0.00051075i,0.0007208-0.00033552i,0.00051679-5.9457e-05i,0.00029251-1.5809e-06i
0.00038933+0.0014171i,0.0014468+0.0011493i,0.0029091+0.0011008i,0.0022914+0.00014085i,0.0010394-0.00057757i,-5.7875e-05+0.00018479i,-0.00026065+0.00032874i,0.00019986-7.4877e-05i,-0.00080958+0.00083037i,-0.0016565+0.0012255i,-0.00094086+0.00059611i,0.00040524+0.00036585i,0.00082923+0.00049446i,-0.00019206+0.00026259i,-0.00062729+0.00030697i,-0.00016679+0.00024837i,-3.5351e-05-0.00046878i,-0.00034186-0.00070304i,-0.00095379-3.2773e-05i,-0.00070114-0.00018526i,-0.00040465-0.00036359i,-0.0010046-4.9389e-06i,-0.00021078+0.0002886i
-0.00015516+0.0023257i,0.00018309+0.0018283i,0.0014596+0.0019962i,0.0015664+0.0013907i,0.0018203+0.0009325i,0.001392+0.0012212i,0.0007983+0.0012458i,0.00076075+0.00075501i,0.00042894+0.00053313i,-2.6671e-05+0.00031377i,0.00051087+0.0002769i,0.0011899+0.00013829i,0.00091038-0.00054121i,-0.00015718-0.00075675i,-0.00034621-0.00043803i,-0.00031844+0.00047696i,-0.0006649+0.00091888i,-0.00081186-8.8495e-05i,-0.00011388-0.00079801i,0.00061126+2.0032e-06i,0.00083127+0.00017087i,0.00077416-9.6718e-05i,0.00052819-0.00023737i
0.00055292+0.0012832i,0.00063632+0.0016975i,0.0008689+0.001353i,0.0014103+0.0001287i,0.0011276-0.00079945i,0.00026016-0.00025167i,0.00037437+0.00099473i,0.0003318+0.0010919i,8.7892e-05+0.00082618i,-0.00023848+0.001401i,-0.00028467+0.0014286i,2.8413e-05+0.00070132i,-2.3971e-05+0.00048995i,-0.00026057+0.00025485i,0.00020466-0.00051815i,0.00087629-0.00095657i,0.00055848-0.00028689i,0.00017534+0.00055433i,0.00010761+0.00073083i,-0.00019376+0.00088845i,-0.00092377+0.00085845i,-0.0010259-2.3203e-05i,0.00037293-0.00034167i
0.00065264-0.0018554i,0.0007058-0.00043335i,0.00073791-0.00026732i,-0.00063069-0.0013746i,-0.0020503-0.0016057i,-0.00043487-8.8285e-05i,0.00079071+0.00089018i,0.00063896+0.0012181i,-0.00010314+0.0012609i,-0.0005348+0.00083074i,-0.00069749+0.00087567i,-0.00061581+0.0007393i,-9.4212e-06+0.00070603i,0.00077245+0.0010604i,0.0011525+0.0015309i,0.00077159+0.0013319i,4.2837e-05+0.00040873i,0.00011159-0.00011345i,0.000414+0.00066003i,-0.00039003+0.0015513i,-0.00025396+0.0017071i,0.00051952+0.001301i,-0.00053136+0.00022167i
-0.00026204+0.0010981i,-0.00080257+0.0018888i,-0.00040167+0.00081201i,0.0013603-0.00020377i,0.0018481+0.00017867i,0.0010562+0.00081336i,0.00067142+0.00045103i,-0.0003414+0.00042325i,-0.0010005+0.00039002i,-0.00098204+0.00068547i,0.00024482+0.00047141i,0.0011984+0.00016481i,0.00087007-0.0002401i,0.00048252-0.0008393i,0.00054561-0.00061712i,0.00029225+0.00028664i,-0.00019118+0.0004189i,-0.00043743+3.9244e-05i,-0.00034514+0.00083514i,0.00011803+0.0018119i,0.00032612+0.0014585i,-2.3467e-05+7.9389e-05i,9.8302e-05-0.00037381i
-0.0011411+0.0012693i,0.00051118+0.0022028i,0.0018965+0.0028069i,0.0016621+0.0012149i,0.00059718+0.00040109i,-0.00043556+0.00096176i,-0.00038727+0.00088785i,0.00042579+0.00066738i,-0.0002278+0.0010326i,-0.00031025+8.3947e-05i,0.00046086-0.00081731i,0.00066274-0.00052244i,0.00053744-0.00035772i,0.00030905-4.3317e-06i,0.00017544-0.00016398i,0.0001919-9.4693e-05i,0.00019658+0.00030393i,-0.00021363-0.00018855i,-0.00057645-0.00046711i,-0.00022831-0.00014902i,0.00015595+7.1717e-05i,8.7863e-05+0.00040204i,-0.00012659+0.00075551i
-0.002827+0.0010168i,-0.0020246+0.001118i,0.0003288+0.0011038i,0.0016499+0.0008437i,0.0018236+0.00084325i,0.0017253+0.0016331i,0.00071128+0.0017463i,0.00040564+0.00074343i,0.00089365-0.00024014i,0.00079459+0.00020547i,0.0007211+0.00013443i,0.000749-0.00019675i,0.00035788-0.00033941i,0.00054797-0.00033137i,0.00093015+3.4916e-05i,0.00085303-0.0003278i,-2.5096e-05-0.00048528i,-0.00020879+0.00021183i,-0.00033686+0.00063221i,-0.0007225+0.00039109i,-0.00017389+0.00022352i,-7.5033e-05+0.00016474i,-0.00083273-0.00011722i
-0.0009061-0.0010913i,-0.00060487-0.0012594i,-0.00054567-0.0012505i,-0.00049565-0.0015008i,-8.7117e-05-0.00043334i,0.00050358+0.0012906i,0.00079228+0.0012692i,0.00075414+0.00044522i,0.00074008-4.7691e-05i,0.00040972+6.3218e-05i,0.00022253+0.00024722i,-0.00011226+0.0003386i,-0.00043347+0.00018239i,-0.00017545-0.00022362i,0.00050823-0.00039258i,0.0007436-0.00049464i,-5.1895e-05-0.00034859i,-0.00018482-1.6087e-05i,-0.00037021+0.00016543i,-0.00051425-0.00033467i,-0.0003556+0.00018327i,-0.00013963+0.00039802i,-0.00029276-0.00029839i
0.0012718+0.0011836i,0.0010371+0.0010151i,0.0010179+0.00032751i,0.00027558-0.00091862i,-0.00045536-0.001171i,-0.00021829+8.4381e-05i,-0.00011086+0.00074177i,-0.00042775+0.0010217i,8.6004e-05+0.00052088i,0.00056763-0.00014597i,6.2132e-05-0.00029372i,0.00020814-0.00026843i,2.0719e-05+0.00054029i,-0.00052665+0.00092225i,-0.00058483+0.00083989i,-0.00010782+0.00074861i,0.00030013+0.00060293i,2.2696e-05+0.00074548i,-5.9337e-05+0.00012325i,-0.00012518-0.00066238i,-0.00071615-8.4965e-05i,-0.00078708+0.0002033i,-0.00024813+0.00058649i
-0.00091206+0.0018057i,0.00046246+0.002422i,0.00081922+0.0018023i,0.00095403+0.00096288i,0.0010185+0.00086258i,0.00042573+0.0009848i,-2.7796e-05+0.00052615i,8.5645e-05-0.00026899i,-0.00060491-0.00053807i,-0.00096243-0.00017765i,9.8577e-06+2.8554e-05i,0.0008472+9.4181e-05i,0.00095065+0.00018261i,0.0010104+5.2501e-05i,0.0011215+0.0004596i,0.00096058+0.00085786i,0.00081863+0.00041409i,0.0010295-0.00021971i,0.00016383-0.00029764i,-0.0007431-0.00086219i,-0.00078174-0.0010912i,-0.00060413-0.00012426i,-0.00016219+0.00073483i
-0.0012971+0.002691i,-0.0017396+0.0023209i,-0.00027646+0.0027922i,0.0019953+0.0020205i,0.0021919+0.00041593i,0.00057044-0.00062409i,-0.00010925+5.5826e-05i,-0.0001494+0.0011221i,-0.00046638+0.0004686i,7.2097e-05-0.00051443i,0.00037315-0.0001515i,0.00025914+6.2696e-05i,0.00081898-9.4817e-05i,0.00075055+7.4377e-05i,0.00040086-4.0893e-05i,-0.00026232+0.00016491i,-0.00027264+0.00072044i,0.00043768+0.00074942i,0.00098536+0.00066459i,0.0001578+0.00079828i,-0.00052999+0.00020558i,-0.00028488-0.00030498i,0.00026519-0.00018114i
0.0020317+0.0011732i,0.0028911+0.0012739i,0.0033618+0.00057973i,0.002776-0.00046631i,0.0019385-0.00044502i,0.00079812+0.00022857i,0.00024158+0.00084283i,0.00022329+0.00088173i,0.00042899+0.00046085i,0.0008153+0.00069797i,0.00014386+0.00088131i,-0.00054602+0.00027067i,-0.000239-0.00057829i,0.00020332-0.0005795i,9.5553e-05-4.5269e-05i,-0.00020244+0.00070048i,5.5551e-05+0.00099807i,0.0007234+0.00076653i,0.00067085+0.00010122i,0.00026168-0.00044627i,-2.3035e-05-0.00019457i,-0.00039891+0.00013402i,-0.00061184+0.00013353i
0.00022754+0.0013639i,0.00018115+0.00076931i,0.00027256+0.00085878i,0.00044533+0.00072434i,0.00011905+0.00080918i,-0.00034807+0.00135i,-0.00038479+0.0014364i,-5.6121e-06+0.00084875i,0.00066842+0.00058857i,0.00069932+0.0010365i,0.00029816+0.0010225i,-0.00016069+0.00038484i,-0.00068417-0.00037675i,-0.0009429+0.00024558i,-0.00061619+0.00054774i,0.00068848+0.00016157i,0.00087389+0.00023604i,9.7318e-05+0.00040028i,0.00018705+4.1167e-05i,0.00033511-0.00069378i,0.00033807-0.00053023i,4.4599e-05-0.00047084i,-0.00011406-0.00030117i
0.0010997+0.0026305i,0.0024131+0.0034339i,0.0041005+0.0034479i,0.0044059+0.00068105i,0.0038653-0.0010212i,0.0017809-0.00010477i,0.00047766+0.0004123i,0.00020967-0.00023622i,0.00025036-0.00073371i,0.00051096-0.00075588i,0.00028714-0.00010878i,-0.00014546+0.00037105i,-0.00018025+0.00047651i,-0.00053181+0.00036698i,-0.000842+1.6873e-05i,-0.00050677-3.9776e-05i,0.00015018-0.00021861i,0.00061172-0.00041877i,0.00034279-0.00062966i,8.0289e-05-0.00029095i,0.00049222+9.5884e-05i,0.0007954+0.00046424i,0.00034054+0.00057277i
-3.583e-05+0.001729i,0.00032325+0.0022393i,0.0021609+0.0018239i,0.0024662+0.0004981i,0.00095559-0.00063074i,1.0989e-05-0.00011682i,0.00079982+0.00066234i,0.0011879+4.9249e-05i,0.00032458-0.00017354i,-0.00020461+0.00010619i,-6.9318e-05+0.00011868i,-0.00029263-0.0002164i,0.00010242-0.0001291i,0.0006839-0.0002711i,0.0004865-0.00041856i,0.00014434+2.1134e-05i,-0.00019197-5.6786e-05i,0.00014279-0.00017634i,0.00079123+0.00012479i,0.00050645+4.112e-05i,0.00050562-6.3988e-05i,0.00082677+0.00024516i,0.00055579+0.00078942i
0.00049084-0.0013463i,0.00065363-0.0014812i,0.00069931-0.00078701i,0.00086154-0.0007049i,0.00043279-5.3219e-05i,0.0004361+0.00067698i,0.0002359+0.00071561i,-4.2898e-05+0.00093638i,0.00016407+0.00050283i,0.00022152-0.00011382i,0.00013464-0.00018607i,0.00019361-0.00022184i,0.0003918-0.0002571i,0.00030947+0.00012083i,0.00022034+0.00079286i,0.00028229+0.00052816i,0.0001628+5.0702e-05i,-0.00022788+0.00039529i,-0.00032175+0.0001696i,0.00011546-0.00066764i,0.00043111-0.00080035i,0.00036554-8.5129e-05i,0.00019847+0.00014572i
0.00047661-0.00071948i,0.00011377+0.00067304i,-0.0010128+0.00029666i,-0.0013087-0.00028839i,-0.0004836+0.00073834i,-8.1385e-05+0.0015919i,4.8539e-06+0.0017065i,0.00061439+0.0015343i,0.0013862+0.00026458i,0.001318-0.00023432i,0.00061265+0.00031725i,0.00011263-1.1466e-05i,8.9516e-05-0.00067493i,0.00057825-0.00024066i,0.00083274-0.00042635i,0.00062398-0.00083834i,0.00060182-0.0010673i,0.00026067-0.00096435i,8.3071e-05-0.0004613i,9.24e-05-0.00043591i,0.00014748-0.00059928i,0.00032825-0.00076687i,-0.00053496-0.00076535i
0.0011927-0.001539i,0.0014618-0.0012818i,0.001457-0.0014944i,0.00053028-0.00097751i,-4.5196e-05+0.00036502i,0.00015699+0.00066742i,5.5002e-05+0.00013595i,-0.00044696-0.00016483i,-0.0003801-0.00055731i,-9.7528e-05-0.00014611i,-0.00063477+0.00082032i,-0.0010158+0.00092082i,-0.0009996+0.00017966i,-0.00071568-0.00036166i,-0.0003874-0.00032231i,-0.00010569-0.00027274i,0.00031259+0.00038982i,0.0005163+0.00061549i,-7.3003e-05-0.00035282i,-0.00042648-0.00018219i,-9.0147e-05-6.9227e-05i,0.00015681-0.00092966i,0.00032261-0.00080671i
-0.00074859+0.0019733i,0.00020483+0.0020032i,0.0013308+0.0022468i,0.0018865+0.00055019i,0.0014895-0.00065411i,0.0014783-0.00059437i,0.00085933+0.00045856i,0.00035725+0.0016102i,1.9064e-05+0.0016263i,0.00012244+0.00079205i,0.0007703+0.00078256i,0.0003522+0.0010338i,-7.8247e-05+0.00083667i,0.0001559+0.0003771i,0.00011387+0.00011966i,-0.00023532+0.00036788i,-0.00020394+0.00024671i,0.00066425-0.00014057i,0.00098304-0.00071397i,3.3679e-05-0.00056613i,-0.0012445-0.00015455i,-0.00075499-0.00017847i,0.00028997-0.00053904i
0.0012732+0.0009235i,0.0018478+0.0010106i,0.0025969+0.00060259i,0.0021518-0.00012617i,0.00028494-0.00040847i,-0.00072161+6.3929e-05i,0.00017812+0.00039703i,0.0012739+4.4046e-05i,0.00081367-7.6898e-05i,0.00020378-0.00078575i,0.00054805-0.00071611i,9.9526e-05+0.00015163i,-0.00059793-0.00027612i,-0.0012649-0.00052491i,-0.00098645+8.9805e-05i,-4.712e-05+0.00031585i,0.00035167-0.00069233i,0.00041974-0.00073298i,-0.00048798+8.6803e-05i,-0.00071381+0.00059602i,2.2792e-05+0.00026412i,0.000302-0.00056454i,-0.00027417-0.00031728i
-0.0017248+0.00086138i,-0.0017654+0.0010263i,-0.0012073+0.00052032i,9.0905e-05+0.00013172i,0.0007895+0.00099064i,0.00088671+0.0015146i,0.001075+0.0010068i,0.0013336+0.00023297i,0.00085609-4.203e-05i,0.00029122+0.00068524i,1.0154e-05+0.0011366i,-0.00029255+0.00052316i,-0.0002523-8.7876e-05i,-4.9371e-05+0.0004193i,0.00020509+0.00055203i,0.00061793+0.00047971i,0.00053209+0.00049607i,-1.0904e-05+0.00052268i,-0.00032216-5.5508e-06i,-0.00020562-0.00063738i,-0.00012093-0.00098186i,-0.00046668-0.00040642i,-0.00040287+0.00030361i
0.0024704-0.00034749i,0.0019051-0.00018393i,0.0016104-0.00057071i,0.0018404-0.0013801i,0.0014506-0.0013235i,0.00084246+4.8072e-05i,0.00093988+0.0014856i,0.0010022+0.0011427i,0.00040751-0.00016698i,-0.00045551-0.00034724i,-0.00067864+0.00041862i,-0.00048177+0.00054043i,-0.00064587+0.00051434i,-0.0011738+0.00074508i,-0.00049896+0.0007184i,-8.8568e-05+0.00040227i,-0.00047789+0.00015059i,0.00030369+0.0008028i,0.00033388+0.0016349i,0.00019951+0.00091309i,0.00046129+0.00059264i,0.00010148+6.7892e-06i,0.00034755-0.00046327i
