-0.0014345-0.00045127i,-0.0014167-0.00072197i,-0.0016015-0.00077822i,-0.0029272-0.00065543i,-0.0037833-0.00013139i,-0.0035744+0.0005657i,-0.0020679+0.00062798i,-0.00023187+0.0015395i,0.00088224+0.0022879i,0.0011553+0.0019092i,0.001078+0.0015024i,0.0008732+0.00094369i,0.000578+7.9544e-05i,0.00048641-0.0001375i,0.000558+0.00012403i,0.00088534+0.00024056i,0.0005068+0.00078491i,8.13e-05+0.00041988i,0.00057099-0.00060777i,0.00030811-0.00044275i,-0.00024681+0.00053825i,-0.00045747+0.0010411i,-0.00064676+0.0011198i
0.001677+0.00068366i,0.0024905+3.1185e-05i,0.0026344-0.0010949i,0.0021533-0.0017895i,0.001369-0.0021536i,0.00057766-0.0012987i,0.00073918-0.00051378i,0.0012195+0.00018315i,0.00083939+0.00046454i,0.0005526+4.6196e-05i,0.00019879-0.00012838i,-0.00062924-0.00013384i,-0.00051873-0.00019174i,-0.00022876-0.00018771i,-3.9989e-05+0.00012091i,0.0006565-0.00012512i,5.5176e-05-0.00029538i,-0.00043955-0.00021577i,0.00022326-5.5771e-05i,0.00025456-0.00042533i,-0.00027759-0.00051501i,-0.00064502+0.00014936i,-0.00061565+0.00043072i
-0.0029957+0.0006827i,-0.0021435+0.000759i,-0.00038837+0.00087316i,2.4583e-05+0.0011282i,-0.00080935+0.0013202i,-0.00084825+0.00021417i,-0.00062073-0.00034471i,-0.00016358-2.0532e-05i,-1.3052e-05+0.00066592i,-0.00022763+0.0020191i,0.00031441+0.0015137i,0.00056279+0.00017897i,0.00041989+0.00084436i,0.00013375+0.0014276i,0.00055593+0.00076791i,0.0018063-0.00011452i,0.0018092+0.00017273i,0.00104+4.8478e-05i,0.0002377-0.00044437i,-0.00034946-0.00033718i,-9.6871e-05-0.00054462i,0.00028369-0.000276i,-0.00028068+0.00035372i
-0.00059696-0.00074809i,-0.0001838-0.00071075i,-0.0014702-0.00089093i,-0.00072415-0.00091343i,0.00037847-0.00070981i,-0.00047336-0.00083272i,-0.00071653-0.00023619i,0.00051675+0.00074882i,0.00049188+0.0013362i,4.5996e-06+0.00074613i,0.00047066+0.00055866i,0.00063611+0.0014226i,0.00049445+0.0012291i,-9.7225e-05+0.0010306i,0.00032817+0.00082342i,0.00089523+0.00044327i,0.001125+0.0003008i,0.0015631+0.00043256i,0.00080286-0.00010346i,-0.00024667-0.00084098i,-0.00039028-0.0010321i,0.00017117-0.00067509i,-0.00013888+0.00030332i
-0.00040293-0.0011138i,-0.0013457-0.0011429i,-0.0010459-0.00041143i,-0.00032914+0.00079386i,-0.00050005+0.00084356i,-0.00023421-0.00027651i,0.00017491-0.0013753i,0.00011146-0.0015506i,-0.00018797-0.00051805i,-0.00046039+0.00029206i,-0.000108-0.00015211i,0.00015446-0.00056081i,0.00013693+3.394e-05i,0.00031119-8.8368e-05i,0.00041736-0.00069796i,0.00096935-0.00031098i,0.0009153+0.00010995i,0.00044878-0.00028002i,7.1213e-05-0.00058129i,0.00035247+5.5016e-05i,0.00078566+0.0011787i,0.00063833+0.00093292i,-0.00017501-0.00031888i
-0.0018193-0.0010072i,-0.0025242-0.00062297i,-0.0026798-0.00016513i,-0.0022145+4.1841e-05i,-0.0010107-0.00021122i,-0.0005351-0.00074658i,-0.00050358-0.00072603i,0.0002344-0.00096308i,0.00093769-0.00095431i,0.001233-0.00042508i,0.0013025+6.0839e-05i,0.00077636+0.00080775i,1.201e-05+0.00087235i,0.00016007+0.00068553i,0.00065581+0.00027096i,1.065e-05-0.0005259i,7.4615e-05-0.0014873i,0.00085872-0.001606i,0.0010958-0.0010444i,0.00072291-6.8418e-05i,-8.403e-05+0.00020221i,-0.00095611+0.00045958i,-0.00087751+0.00036031i
0.00025311-0.00076063i,0.00055565-0.00097329i,0.00097842-0.00054122i,0.00074641+0.00036017i,-7.5009e-06+0.00015345i,0.00026197-0.001037i,0.00036462-0.0018391i,0.00053418-0.00097094i,0.0013828+6.2165e-05i,0.00088368+0.00078249i,-0.00014208+0.0012779i,-0.00097898+0.0011505i,-0.00060179+0.00062973i,0.00065703-3.4918e-05i,0.0010572+0.00032023i,0.00070164+0.00048456i,0.00031468+6.0481e-05i,-4.4799e-05+6.7466e-05i,-8.6537e-05-0.00015441i,-0.00028723+0.00042954i,-0.00038972+0.00070897i,0.00026877+0.00011573i,0.00068663+1.0952e-05i
0.0014384+0.0004177i,0.0010309+0.00046299i,0.00088766-0.00048852i,0.0011276-0.00054012i,0.001027+0.00017888i,-0.00030487+0.00047845i,-0.00069013+0.00082041i,0.00036118+0.0013592i,0.00028369+0.0013183i,-0.00038354+0.0014604i,-0.00014633+0.0016109i,-7.7797e-05+0.0009304i,-7.0857e-05-0.00018917i,0.0004147-0.00034053i,0.00042067+0.00015616i,-0.00023346-0.00039376i,1.1747e-05-0.00080142i,0.00091269-0.00045197i,0.0012656-2.9498e-05i,0.00073863+0.00047694i,-0.00029666+0.00048771i,-0.00038398-0.00021622i,-0.00026293-6.2126e-05i
-0.0012103+0.0018725i,-0.00089664+0.0015731i,0.00072305+0.0011911i,0.0020031+0.00065351i,0.0017228+0.00063779i,-0.0003571+0.00088207i,-0.0015166+0.00044454i,-0.00071487-0.00090631i,-7.9412e-05-0.00072828i,7.0032e-05+0.00049149i,0.0001057+0.00063041i,0.00043247+1.3383e-05i,0.0005849+9.5441e-05i,0.00047938+0.00037601i,0.0004551+8.8995e-05i,7.5017e-05-3.6069e-05i,7.2448e-05+5.4163e-05i,0.00064142+0.00061232i,0.00020518+0.00121i,-0.00074117+0.00094396i,-0.00055682+0.00044399i,-0.0006139+0.00065771i,-0.00063663+0.00074665i
0.0013765+0.0018165i,0.0017133+0.00058927i,0.002171+0.00083942i,0.00089341+0.00086166i,0.00034271-0.00065939i,-0.00032564-0.0012899i,-0.0013681-0.0016305i,-0.0010899-0.0013058i,-0.00031274-0.00021613i,0.0001611+0.00019045i,-0.0001327+0.00071326i,-0.0005635+0.00079051i,0.00034146+0.00039665i,0.0014502+0.0010141i,0.0010066+0.0014441i,0.00044003+0.00081635i,0.00081141-0.00041743i,0.00026394-0.00039245i,-0.00073241-0.00030205i,-0.00069039-0.00054171i,1.2941e-05-0.00037078i,0.00065817+0.00046466i,0.00043825+0.00075895i
-0.0007341+0.0016982i,-0.00086545+0.00040814i,0.00053334+0.00058631i,0.00069515+0.0006668i,0.00046179-0.00025628i,0.00053789-0.00045353i,0.00084752-0.00059798i,0.00061718-0.00013129i,-0.00034074+0.00087811i,-0.00090993+0.00097133i,-0.00048144+0.0010161i,-3.6373e-05+0.00092672i,2.9448e-05+8.6372e-05i,0.00044443-0.00046756i,0.00065879+0.0001595i,0.00042839+0.00073373i,0.00027125+0.00028809i,0.00012688-0.00020249i,0.00026593-0.00085362i,0.00023613-0.0009467i,8.9181e-05+1.428e-05i,-6.7263e-05+0.00078919i,-0.00023842+0.00053144i
-0.00063321-0.0015985i,-0.00016656-0.0011823i,-0.0011989-0.00010654i,-0.0014863+0.00059853i,-0.001107+0.00036438i,-0.00013141-0.00031552i,0.00089153-0.00026483i,0.0012654-0.0005225i,0.0014559-0.00068707i,0.00094299+0.00054166i,0.000317+0.001004i,0.00060079+0.0010454i,0.00047315+0.00062501i,-0.00017492+0.00036795i,5.5889e-05+0.00076381i,0.00077597+0.00050434i,0.0012409+0.00024814i,0.0011483-0.00070738i,0.001016-0.0014552i,0.00044281-0.00087064i,-7.1213e-05+0.00069411i,-0.00012685+0.0013983i,-6.2377e-05+0.00019854i
-0.00036806+0.0011393i,-0.00052396+0.00091793i,-0.00042013+0.0001857i,0.00024099+0.0006399i,0.00029116+0.0015571i,0.00032101+0.00099209i,0.00088308+0.00061182i,0.0012359+0.0001634i,0.00043585-0.00014692i,-0.00040223+0.00057009i,-0.00043848+0.00075302i,0.00010608+0.00089466i,0.00078046+0.0010532i,0.0011169+5.3822e-05i,0.00093568-0.00013956i,0.00045773+0.00027491i,-8.5465e-07-0.00029575i,0.00019915-0.0011473i,0.00012363-0.0016045i,-0.00019927-0.00091066i,-0.00087787+0.00061132i,-0.0014241+0.00058947i,-0.0013055+0.00013102i
-0.0021641+5.7599e-05i,-0.0025804+0.0015756i,-0.0032517+0.0029178i,-0.0027139+0.002841i,-0.0011451+0.0018892i,-0.00018228+0.0012742i,0.00050589+0.00057982i,0.00018635+0.00044577i,-0.00080593+0.00093955i,-0.0010092+0.0013503i,-0.0008523+0.0011324i,-1.0372e-05+0.00069492i,0.0011989+0.0010289i,0.00096796+0.00073359i,0.0002893+0.00018462i,8.7234e-05-0.00046112i,0.00037242-0.001632i,0.00078114-0.0013108i,0.0011832-0.00083312i,0.00083939-0.00061856i,2.7582e-05+0.00015746i,-0.00015253+0.00024706i,-0.00019478-5.7929e-05i
-0.00035129+0.0014677i,-0.00063388+0.0019087i,-0.00075094+0.0023654i,0.0001492+0.0007333i,0.00061292-0.00088035i,-0.00054018-0.00078187i,-0.00051996-0.00027922i,0.00062586+9.9159e-05i,0.00075616+1.044e-05i,-0.00019673+0.00021265i,-0.00023874+0.0005238i,0.0004053-4.5089e-05i,0.00050192-0.00043852i,0.00021004-7.2431e-06i,0.00064191+0.00042491i,0.00050657+0.00057185i,-0.00046041+0.00045569i,0.00018913+0.00017025i,0.0010567+4.747e-06i,0.00041435-0.00071512i,0.00021408-0.00058521i,0.00040736-8.0634e-06i,4.9508e-05-0.00018162i
-0.00036043-0.0033744i,-0.00083159-0.0030688i,-0.0018096-0.0026011i,-0.0022945-0.0015917i,-0.0029226-0.0014724i,-0.0022731-0.00087353i,-0.00056188-0.00055191i,-0.00011807-0.00043678i,-0.00059169-0.00042428i,-0.00085773+0.00014678i,-0.00090963+0.00078762i,-0.00062159+0.0015015i,0.00011772+0.0016252i,0.00078976+0.00092526i,0.0012887+0.00028827i,0.00092832-0.000176i,0.00091691-0.00053616i,0.00069873-0.0011985i,0.00031404-0.0011797i,-0.00058968-0.00027731i,-0.00092408+0.00062234i,0.00010933+0.00083622i,0.00046795+0.00037946i
-6.2123e-05+0.0014825i,-0.00079233+0.0012968i,4.2776e-05+0.00064398i,0.00093786-0.00047366i,0.00095417-0.0015325i,-0.00029369-0.0012424i,-0.00057066-0.00058596i,0.00040007+0.00012547i,0.00055405+0.00018467i,0.00044462-3.8243e-06i,0.00027881+0.0001503i,6.7387e-05+0.00043437i,1.7422e-05+0.00039708i,0.00012192+0.00028715i,6.2515e-05+0.0007731i,-0.00023539+0.00069978i,0.00095311+0.00028158i,0.0018444+3.1366e-05i,0.0012143-0.0004194i,0.00017342-0.0001687i,0.00010943+0.00065131i,0.00067504+0.00010942i,0.00053471-0.00057768i
0.00071288-0.00010715i,0.00049702+0.00028952i,0.00061406-0.00025868i,-0.00018701-0.00021231i,-0.00093712+0.00055013i,-0.00070877+0.00079976i,-0.0005682+0.00036373i,-0.00012774-0.00033442i,0.00053203-4.3651e-06i,0.00030736+0.0009826i,0.00045585+0.0010576i,0.00085113+0.00047799i,-0.00014793+0.00033068i,-0.00083639+0.0006149i,-0.00021845+0.00075647i,0.00096226+0.00042412i,0.00064907-0.00011244i,0.00060676-4.7659e-05i,0.0013362+0.00078525i,0.00065066+0.00071569i,-0.00053475+0.00015634i,-0.00070967+0.0003953i,-0.00060938+0.00055089i
0.00034094-0.0024303i,0.0011365-0.0023401i,4.2559e-05-0.0021876i,-0.00097937-0.0013848i,-0.00063398-0.00091518i,-0.00018355-0.00084373i,2.3842e-05-0.00081053i,1.306e-05-0.0012175i,-2.7323e-05-0.0011107i,0.00037239-0.00026439i,0.00013654-0.00020132i,-0.00070888-7.822e-06i,-0.00066413+0.00033257i,0.00046674+0.0011782i,0.00049023+0.00098321i,0.00013873+0.00023775i,0.00016394-0.00058101i,0.0012071-0.0012569i,0.001653-0.0011792i,0.00082698-0.0010828i,0.00062503-1.6835e-05i,-0.00011484+0.00038449i,-0.00081933-8.4089e-05i
0.00036859-0.0011708i,0.00066173-0.00074386i,0.00045414-0.00083139i,-0.00033877-0.00056319i,-0.00069266-0.0001555i,-0.00020826+0.00090517i,0.00062649+0.0018976i,0.0014156+0.0015042i,0.0012759+0.00061364i,0.00064857+0.00030621i,0.00059459+0.00073927i,0.0007022+0.00063274i,0.00088058+3.5955e-05i,0.00049997+0.00070686i,0.00013517+0.0010376i,5.7591e-05+0.0004601i,0.00039788+0.00023002i,0.00058941+0.00045893i,0.00055349+0.00069943i,0.00026089+0.00015783i,-0.0003302-0.00047754i,-0.00053105-0.00015818i,-0.00043338-0.00014286i
0.0011926+0.0011931i,-0.00030908+3.579e-05i,0.00027303+0.0002486i,0.00067775-0.00015077i,-0.00045157-0.00027484i,-0.0010898+0.00049128i,-0.00066102-0.000211i,-0.00023067+4.4903e-05i,2.5216e-05+0.0010499i,0.00042314+0.001273i,0.00034902+0.0017396i,0.00017074+0.0013485i,0.00036235+0.0011567i,0.00079519+0.0012639i,0.0012859+0.00052515i,0.0014295-1.4492e-05i,0.00087383+0.00012637i,-7.3096e-05+0.00014658i,0.00028577-0.00031834i,0.00072826+2.6379e-05i,0.00025688+0.00025426i,8.2978e-05+0.00038792i,-0.00045996+0.00082984i
0.00031274+0.0014008i,0.00051052+0.00041738i,0.0015921-0.00031297i,0.0010857-0.0010133i,0.00055313-0.0019612i,0.00029919-0.0017431i,-0.0003276-0.0010229i,-0.00014396+5.6906e-05i,-0.00032898+0.00010702i,-0.00052159-0.00024902i,-0.00059077-7.0872e-06i,-0.00062649+7.8007e-05i,-0.00069849+0.00010538i,-0.00075546+3.7447e-05i,-0.00041908+0.00021394i,-0.00046528+0.00039746i,-0.00089521+0.00036532i,-0.00045247+8.6676e-05i,0.00015179+4.0751e-05i,0.00018484+0.00029603i,0.00029037-0.00027755i,0.00014019-0.00020924i,-0.00075892+0.00044832i
-0.0011975-0.0037793i,-0.0017109-0.0040644i,-0.0027322-0.0037262i,-0.0028413-0.0014806i,-0.0015617+0.00019456i,-0.00054987+6.6499e-05i,-0.0003612-0.000833i,0.00043476-0.0009684i,0.00068878-0.00028708i,-0.00063157+1.4164e-05i,-0.0014512+0.00083322i,-0.00062075+0.0013757i,0.00086766+0.0013868i,0.00077418+0.0010115i,7.7784e-05+0.00045346i,-0.00026766+0.00038227i,0.00035765+6.0381e-05i,0.0013774-0.00056224i,0.00079673-0.0016155i,5.9374e-05-0.0013337i,7.2853e-05-0.00020876i,-0.00027346-0.00021048i,-0.00032254-0.0002141i
0.00012704+0.00098599i,0.0011768+0.00042051i,0.0005551+0.00046631i,-0.00022547+0.00079176i,-3.7042e-05+0.00084901i,-8.4639e-06-0.00012565i,-0.00013161-0.00022783i,5.7002e-05+0.00046706i,0.00084761+0.0010466i,0.00099454+0.0014951i,-0.00011005+0.0013002i,-0.00096991+0.0012005i,-0.00035168+0.0014222i,0.00018902+0.0012453i,0.00028827+0.00057687i,7.1866e-06-0.00028389i,0.0005505-0.00095889i,0.0019066-0.0012356i,0.0016286-0.001571i,1.3184e-05-0.0013312i,-0.00021266-0.00042988i,-0.00021848-0.00054408i,-0.00043822-0.00049262i
-0.00090161-0.00096385i,0.00028254-0.0014742i,-0.00012675-0.00085525i,-0.00080752-0.00037382i,-0.00027758+0.00018165i,0.0001842+0.00011786i,-0.00025729-0.00022914i,-0.00010681+0.00054117i,0.00032205+0.0012463i,0.00022286+0.00085852i,4.0116e-05+0.00066167i,-6.737e-05+0.00058653i,-0.00030768+0.0014026i,-0.00020385+0.0019097i,0.00035801+0.0013129i,0.00016947+0.00085844i,0.00033401-0.00032567i,0.00066269-0.00078426i,0.00024056-0.00054233i,-0.00018515-0.00015107i,-0.00039531-6.7069e-05i,-0.00028729-0.00025728i,-0.00035906-0.00025611i
-0.00015352-0.0022443i,5.6026e-05-0.001591i,-0.0003522-0.0015541i,-0.00029631-0.0011382i,-5.0379e-05+0.00061117i,0.00014431+0.0015839i,0.0010028-3.8092e-05i,0.00155-0.0011812i,0.0011651-0.00037525i,0.00015953+0.00052447i,-0.00040531+0.00088243i,-0.00073318+0.00099754i,-0.00063176+0.00043087i,7.6279e-05+1.1488e-05i,0.00031766+0.00037467i,0.00056598+0.00030709i,0.0014636+0.00026364i,0.001414+0.00067478i,0.00087126+0.00040115i,0.00051148+0.00013074i,-0.00014683+0.00032719i,-0.00084796+0.00035844i,-0.0015167+0.00030101i
8.7492e-05-0.0014951i,-0.00070874-0.00064324i,-0.0011781-0.00090535i,-0.0014887-0.00084147i,-0.0017501-0.00093616i,-0.0013945-0.0014449i,-0.00029482-0.00030997i,-2.2544e-05+0.00086885i,-0.00040439+0.0011626i,-0.00083147+0.0013628i,-0.0011138+0.0018047i,-0.00067485+0.0017072i,4.3415e-06+0.0011182i,-0.00020702+0.00048097i,-0.00048645-7.0507e-05i,-0.000233+0.00027846i,0.00070353+0.00043851i,0.0011317-2.6687e-05i,0.0010094-0.00064828i,0.0010494-0.00063632i,0.001045-4.8502e-05i,0.00022494+4.1676e-05i,-3.3727e-05-0.00016238i
-0.00046925-0.001981i,-0.00029994-0.0011258i,-0.00083777-0.0017085i,-0.0014649-0.0014991i,-0.0011397-0.0010415i,-0.00094417-0.0010289i,2.8233e-05-0.00047885i,0.00090717+0.00037778i,0.00080895+0.00037281i,-8.8839e-05+0.00050172i,-0.0010919+0.0013217i,-0.000223+0.0016927i,0.00064857+0.0015979i,0.00076956+0.0012486i,0.00066072+0.001473i,0.00051628+0.001156i,0.00054211-0.0005002i,0.00065138-0.00086136i,0.00035399-0.00018246i,0.00019075-0.00053393i,0.00034898-0.00054709i,-0.00012369+0.00013772i,-0.0005085+2.1815e-05i
0.0012771+0.0018449i,0.00022752+0.0019902i,0.00035561+0.0023313i,0.00044689+0.0013212i,-0.00043358+9.4831e-05i,-0.001165-0.00096838i,-0.0004535-0.00059656i,0.00027853+0.00028411i,9.9015e-05+0.00085467i,0.00050659+0.00055926i,0.00076519+3.9372e-05i,0.00030687+0.00041241i,-0.00018884+0.0011334i,0.00027018+0.0013744i,1.2892e-05+0.0010887i,-0.00021506+0.00061524i,-0.000174+0.00027495i,0.00036464-0.00031547i,0.00088626-0.00020351i,0.00030234+0.00022236i,-0.00014263-9.8612e-05i,0.0002299-0.00022826i,0.00046711+9.8524e-06i
-0.00072442-0.0022038i,-7.8147e-05-0.0015502i,-0.00011288-0.00093409i,-2.1304e-07-0.00084805i,-0.00018101-0.00019386i,0.00016657+0.00060963i,2.5146e-05+0.00050927i,3.3984e-05+0.00051462i,0.00035379+0.000653i,-6.2373e-05+0.00084774i,0.00017209+0.00083317i,0.00016608+0.00075237i,-9.753e-05+0.00086221i,0.00026307+0.00042354i,0.00049316+0.00068632i,0.00045165+0.0010759i,0.00072894+4.9978e-05i,0.00080166-0.00036243i,0.00088965-0.00063987i,0.00077897-0.00086487i,0.00018777-0.00036308i,-0.00035079+0.00069546i,5.9356e-05+0.00084404i
-0.00020243-0.0016391i,0.00054553-0.002334i,-0.00019254-0.0029236i,-0.00037619-0.0022255i,0.0011309-0.00201i,0.00071278-0.0017789i,-0.00077608-0.00036874i,-0.00061762+0.00015413i,-0.00041808-0.00054911i,-0.000844+0.00015002i,-0.00080419+0.0010735i,-0.00023647+0.0010557i,0.00067955+0.00070195i,0.0011326+0.00043155i,0.00063403+0.0003756i,0.00028969+0.0005036i,0.00032454+0.00074317i,-0.00029438-3.4579e-07i,-0.00029783-0.0009575i,0.00087298-0.00057671i,0.0010618-2.0306e-05i,6.6241e-05+0.00026407i,-0.00036748+0.00078266i
0.00092666+2.5714e-06i,5.8716e-05-0.00036644i,0.00049853-0.00079124i,0.00015554-0.00076635i,-0.00081368-0.00085019i,-0.0006836-0.00068082i,-8.8973e-05-0.00073523i,0.00094564-0.00086312i,0.0011086-0.00037834i,0.00068176-1.4107e-05i,0.00053506-8.1452e-05i,0.00035809+0.00049418i,0.00058047+0.001388i,0.00021262+0.0016414i,-0.00064157+0.00052646i,0.00045786-0.00081905i,0.0013647-0.00055594i,0.00063185+1.0669e-05i,0.00038744-0.00072779i,0.00024661-0.0012484i,-6.443e-05-0.0011214i,-0.00023793-0.0013472i,-0.00013865-0.0010252i
0.00012344+0.0012779i,-0.00040153+0.00094962i,0.0001824+0.0010336i,0.00035358+0.00049169i,-0.00036711+0.000517i,-0.00084791+0.00062584i,-0.00056778+0.00109i,2.9993e-05+0.0010624i,0.00061317+0.00092694i,0.0005363+0.00083523i,0.00040159+0.0009198i,-0.00033644+0.00034414i,-0.0003436-0.00034453i,6.8449e-05+0.00034644i,5.5244e-05+0.00042708i,0.00031661+0.00015387i,0.00082388+0.00033248i,0.0010311+0.00027664i,0.00052194-3.2211e-05i,0.0007563-0.00023371i,0.00079707+8.7991e-05i,-3.0723e-05-7.9479e-05i,-9.0677e-05-0.00023553i
0.0012524+0.0005656i,0.0015951+0.0006235i,0.0017347-0.0010669i,0.0010501-0.0015272i,-0.00045599-0.001149i,-0.0010685-0.0016039i,-0.00073764-0.0010311i,0.00058177-3.7166e-05i,0.00090725-0.00048313i,0.00015419-0.00052841i,-0.00040923+0.00039592i,-0.0002446+0.0010747i,0.00068905+0.0008034i,0.0005292+0.00032i,-0.00039641+0.0002967i,-0.00056072+0.0002257i,-6.4049e-05+1.9783e-05i,0.00095174+1.7008e-05i,0.0013122-0.00052738i,0.00089597-5.3988e-05i,0.00037548+0.00065178i,-0.00046223-0.00025187i,-0.0013706-0.00063184i
1.5037e-05+0.0022325i,-2.9921e-05+0.0017285i,0.001021+0.0018495i,0.0007872+0.0012446i,3.1856e-05+0.00045839i,-0.00023686-0.00043278i,2.531e-05-0.00085835i,0.0011755-0.00018095i,0.0011043+0.0007426i,0.00072251+0.0010717i,0.00079967+0.0014208i,1.0763e-05+0.00042126i,-0.00033182-0.00016586i,0.00013171+0.00071989i,0.00060705+0.00049108i,0.00080389+0.00013059i,0.00017852-0.00057709i,-0.00041381-0.0013797i,0.00022045-0.0009533i,0.00040628-0.00081872i,7.8381e-05-0.00045731i,-0.00039239-0.00073606i,-0.00078166-0.00061272i
-0.00074136-0.00040828i,-0.00068286-0.00077519i,-0.0004333-0.0013916i,-0.00036159-0.0014996i,-0.0010646-0.0014345i,-0.0017544-0.0007278i,-0.00096421+0.00013306i,0.0002613+0.00065091i,-9.5268e-05+0.00097938i,-0.00059491+0.0011931i,-9.0976e-05+0.0013827i,0.00038932+0.0011428i,-3.6306e-05+0.00082969i,0.00016975+0.00034823i,0.00049274-7.231e-05i,0.00081219+0.00052195i,0.00045287+0.00038272i,-0.00017682-0.00026848i,3.4276e-05-7.9367e-05i,-6.6489e-05+0.00034806i,-0.00022486+0.00045559i,3.3689e-05-0.00025684i,6.5134e-05-0.00010806i
0.0016493+0.0022425i,0.0018867+0.0028435i,0.0012965+0.0034345i,0.0013137+0.0018773i,0.0012188-4.5548e-05i,-7.0227e-05+0.00016958i,-0.0014078+0.00089435i,-0.0012444+0.00031494i,0.00045582+0.00010482i,0.0008687+0.0013987i,0.00042888+0.0014945i,0.00021836+0.00038191i,-0.00030475-0.0003411i,0.00013846-0.00073044i,0.00023118-0.00035404i,-5.298e-05-0.00014756i,0.0003081-0.00012861i,0.0010145-0.00012832i,0.0014427-0.0003058i,0.00062873+0.0002387i,0.0004228+0.00086743i,0.000519+0.00086037i,-0.00012865+0.00034122i
0.0017574+0.00036852i,0.0024001+8.8218e-05i,0.0027868-0.00010926i,0.0025106-0.00093593i,0.0015688-0.0016925i,8.0553e-05-0.0018239i,-0.00017828-0.0013699i,-0.00054332-0.00085709i,-0.00060514-0.00096899i,-0.00026038-0.00098576i,5.3746e-05-0.00066087i,-9.8753e-05-0.0003201i,-0.00061039+8.0343e-05i,6.6381e-05+0.00024582i,0.00071222+0.00071707i,0.0005735+0.00063858i,0.00092199-0.00020702i,0.0010655-0.00045207i,0.0011329+0.00031232i,0.0012271+0.00043716i,0.00064898-0.00053153i,0.0004989-0.00047087i,0.00049036+0.00020739i
-6.3342e-05-0.0020769i,0.00021394-0.00082044i,-0.00026026-0.0010829i,-0.00073604-0.0017447i,-0.00098215-0.0014094i,-0.0014195-0.0012764i,-0.00074032-0.0012068i,0.00036936-0.00039997i,0.00010635+0.00035399i,-0.00085077+0.0010159i,-0.00059785+0.0013966i,9.724e-05+0.0013878i,-0.00053843+0.0011188i,-0.00087559+0.0006198i,-0.00043999+0.00042675i,-0.0001292+0.00077095i,0.00022643+0.00056242i,0.00062227-0.00046249i,0.00023237-0.001104i,0.00018311-0.00084288i,-6.6696e-05-8.7087e-05i,-0.00060276+0.00030102i,-0.00046366-0.00022363i
-0.0029098-0.00036392i,-0.0031825-0.00049565i,-0.0023387-0.00035278i,-0.00090562+0.0001127i,-0.00042999+0.00090557i,-0.00050273+0.00027579i,-0.00065519-0.00046699i,0.00011062-2.4197e-05i,0.00031697+0.0005307i,-7.4627e-05+0.0010828i,3.5416e-05+0.0017985i,-8.8584e-05+0.0027508i,0.00036603+0.0023801i,0.00055251+0.00086354i,-8.0443e-05+0.00015415i,9.2227e-05+0.00039725i,0.00048641-0.00013953i,0.00071091-0.00067847i,0.00096486+0.00020522i,0.00021194+0.00053612i,-0.00042061+7.5265e-06i,0.00015984+0.00022466i,0.00091314+0.00077085i
0.00061746+0.00072068i,0.00095484+0.00073232i,0.00053922+0.00060992i,0.00025308+0.00043205i,-2.9555e-05-0.00044113i,0.00020623-0.00070826i,0.0010613-0.00026415i,0.0014999+0.00021272i,0.0016276-4.606e-05i,0.0010585+0.0002643i,0.00041215+0.0010446i,0.00029084+0.00048526i,0.00062055+0.00019199i,0.00046287+0.00042486i,-1.1788e-05+0.00014679i,0.00013557+1.8625e-07i,0.00026836-0.00031473i,0.00065503-0.0005259i,0.0016773-0.00025027i,0.001408-0.00013048i,0.00034576-0.000195i,-0.00029454-7.4948e-05i,-0.0009661+0.00068966i
0.00076078+0.00051862i,0.0011991+0.00076941i,0.0021337+0.00023457i,0.0020135-0.00054434i,0.0008818-0.00091092i,0.0006282-0.0011686i,0.00024525-0.00089517i,8.5839e-05-0.0008184i,0.00057934-0.00074193i,0.00088409+0.00021528i,0.00082173+0.0013852i,-0.00017731+0.0015936i,-0.00077308+0.00060818i,-0.00061761-0.00013176i,-0.0003941+0.00011314i,-4.1892e-05+0.00032473i,0.00055037-0.00032683i,0.00096686-0.00080586i,0.00073678-0.00056745i,0.00011155-1.5365e-05i,6.859e-05+0.00029592i,5.4807e-05+0.00051347i,-0.00063188+0.00067576i
-0.0027724-0.00035937i,-0.0017678-0.00092649i,-0.001646+0.0003064i,-0.001245+0.00070345i,-0.00091525+0.00014104i,-0.0012859-0.00036379i,-0.00089995-0.00062079i,3.9193e-05-0.00022882i,0.0010128+0.00033278i,0.0010475+0.00074383i,0.00072132+0.0014722i,0.00063705+0.0020376i,-0.00013451+0.0010585i,0.00014452-0.00063895i,0.0011566-0.00053251i,0.00098672+0.00031447i,0.00084744-0.00015469i,0.00070261-0.00015337i,0.00031456+0.00051558i,0.00055376+0.00073021i,0.00079863+0.00024904i,0.00027526+1.5068e-05i,-0.0008252+0.00027063i
0.0010127-0.00028821i,0.00011908-0.0010714i,-0.0011904-0.0016761i,-0.00085902-0.0015072i,-9.9233e-05-0.0017254i,1.4241e-05-0.00082357i,0.00053181+0.0004324i,0.00086772+0.00036983i,0.00048302-9.2756e-06i,0.00024671-0.0001083i,7.4406e-05-5.5749e-05i,-9.3889e-05+0.00024588i,-6.7212e-05+0.00079126i,0.00024872+0.0010317i,0.00057479+0.0014256i,0.00070115+0.0017894i,0.0011221+0.0014136i,0.0013866+9.7713e-05i,0.0013068-0.00064906i,0.00061753-0.00055859i,-0.00084632-0.00084997i,-0.00076239-0.00089334i,0.00070271-0.00051601i
