-0.0013126-0.00023859i,-0.00057505-0.00074679i,-0.00078122-0.0001174i,-0.0013695+0.00066698i,-0.0025615+0.0014975i,-0.003674+0.0024172i,-0.0031951+0.0023547i,-0.0015383+0.0012764i,-0.00036245+6.9871e-05i,-0.00048719+0.00028617i,9.4427e-05+0.00080049i,0.00060897+0.00033724i,0.00014992-0.00032986i,0.00045385-0.00040436i,0.00021329+9.4638e-05i,-0.00041961+0.00087359i,-0.00052723+0.00051647i,-0.00043036-0.00038114i,0.00020771-0.00074809i,0.00088438-0.00086262i,0.0018341-0.00077807i,0.0019744-0.00043916i,0.00074912-4.4799e-05i
-0.0012107+0.049084i,-0.056384+0.21093i,-0.21513+0.53562i,-0.42446+0.86105i,-0.53027+0.87898i,-0.43155+0.62284i,-0.24362+0.43266i,-0.098441+0.35487i,-0.015993+0.27226i,0.016424+0.19546i,0.033261+0.13137i,0.057157+0.087052i,0.088506+0.061466i,0.093326+0.025444i,0.059096-0.014997i,0.01535-0.03977i,-0.024289-0.046866i,-0.048164-0.042514i,-0.044355-0.033293i,-0.031794-0.027179i,-0.033408-0.021734i,-0.040938-0.0072974i,-0.036461+0.0052381i
-0.015336-0.057401i,-0.0043627-0.24171i,0.045056-0.6256i,0.092752-1.0215i,0.10837-1.0282i,0.18428-0.65943i,0.33785-0.39937i,0.39758-0.38291i,0.27226-0.37563i,0.082385-0.27162i,-0.019577-0.14199i,-0.039051-0.069856i,-0.062402-0.042754i,-0.077153-0.007396i,-0.048199+0.030406i,-0.0031488+0.049407i,0.030777+0.048558i,0.03252+0.039284i,0.010381+0.035384i,-0.0018062+0.035065i,0.00036564+0.030506i,0.0076597+0.016694i,0.014345-0.0035409i
0.022651+0.050491i,0.050841+0.25284i,0.10125+0.69805i,0.20827+1.1771i,0.29582+1.1903i,0.21342+0.62122i,-0.026372+0.06648i,-0.16603-0.082801i,-0.11155-0.06954i,-0.026707-0.083448i,0.003373-0.076431i,0.02071-0.043398i,0.04421-0.035255i,0.039763-0.047486i,0.0028573-0.046947i,-0.031744-0.024663i,-0.043279+0.0070174i,-0.03317+0.023601i,-0.017217+0.014471i,-0.010476-0.0076142i,-0.01394-0.022391i,-0.019762-0.014372i,-0.011704+0.0076782i
-0.030328-0.04995i,-0.091099-0.25565i,-0.21994-0.7103i,-0.43209-1.2119i,-0.60023-1.2775i,-0.56536-0.77392i,-0.3508-0.21146i,-0.15929+0.022606i,-0.059989+0.07135i,0.0018392+0.085461i,0.020361+0.069341i,0.0021136+0.04786i,-0.010935+0.047809i,0.0037627+0.049253i,0.024512+0.027518i,0.022698-0.0090947i,0.0067949-0.039254i,-0.0084812-0.055714i,-0.017678-0.050368i,-0.0090785-0.028782i,0.0085835-0.015142i,0.014773-0.010824i,0.010027-0.0024882i
0.044169+0.0423i,0.14741+0.22266i,0.39718+0.60271i,0.76009+0.90678i,0.90171+0.74552i,0.6039+0.36409i,0.20282+0.31287i,0.097356+0.48549i,0.15416+0.46719i,0.11781+0.28847i,0.057792+0.14704i,0.049951+0.069923i,0.056513+0.027839i,0.045466+0.00043638i,0.024225-0.020192i,0.0028379-0.040888i,-0.023801-0.063349i,-0.037424-0.073323i,-0.028811-0.063533i,-0.019898-0.040626i,-0.023524-0.017493i,-0.033651-0.0023493i,-0.034332+0.01195i
-0.05113-0.038373i,-0.18284-0.20887i,-0.49571-0.5511i,-0.93735-0.7796i,-1.1249-0.55824i,-0.80127-0.22372i,-0.33466-0.28113i,-0.17478-0.46674i,-0.20803-0.39128i,-0.16998-0.21415i,-0.10477-0.11833i,-0.084366-0.066113i,-0.087099-0.023133i,-0.080361+0.020354i,-0.044524+0.05719i,0.0062644+0.066846i,0.050791+0.056182i,0.068565+0.042268i,0.05382+0.029433i,0.027976+0.022407i,0.017653+0.023204i,0.028127+0.017571i,0.027179-0.003929i
0.050793+0.03291i,0.19815+0.1789i,0.50974+0.46442i,0.86668+0.61244i,0.90492+0.33774i,0.50979-0.043243i,0.14347-0.073089i,0.10417+0.019706i,0.13833-0.03582i,0.084767-0.066833i,0.062338-0.01637i,0.085621+0.0057737i,0.086415-0.013493i,0.053913-0.041487i,0.0029057-0.062647i,-0.034513-0.054661i,-0.034184-0.025423i,-0.0084818-0.0065909i,0.01562-0.0080446i,0.019625-0.021369i,0.0003899-0.02895i,-0.02302-0.019263i,-0.024287-0.0071198i
-0.055924-0.023471i,-0.21587-0.14412i,-0.52416-0.35134i,-0.77752-0.39653i,-0.61845-0.10021i,-0.17697+0.21282i,0.00057379+0.24918i,-0.1175+0.2273i,-0.14618+0.25009i,-0.045215+0.19882i,-0.0052854+0.11382i,-0.038887+0.078536i,-0.060666+0.089034i,-0.036022+0.095637i,0.014538+0.079838i,0.067414+0.046281i,0.091709-0.0035301i,0.072784-0.034504i,0.044425-0.025729i,0.033793-0.0085843i,0.02933-0.010595i,0.019321-0.01964i,0.01382-0.01373i
0.061098+0.019875i,0.2285+0.13482i,0.54657+0.33894i,0.78683+0.4193i,0.58753+0.19783i,0.11585-0.093511i,-0.088962-0.20214i,-0.037763-0.26097i,-0.060145-0.25933i,-0.11029-0.12674i,-0.068329-0.046595i,-0.022784-0.07326i,-0.01888-0.11285i,-0.039221-0.13313i,-0.077561-0.118i,-0.10614-0.066773i,-0.10555-0.020279i,-0.089586-0.00056294i,-0.066026+0.0094201i,-0.039507+0.014125i,-0.022432+0.010845i,-0.014506+0.017537i,-0.00020088+0.039424i
-0.052884-0.015459i,-0.23086-0.11265i,-0.58871-0.30695i,-0.92466-0.45478i,-0.88696-0.43605i,-0.50718-0.37008i,-0.20625-0.37862i,-0.11878-0.36416i,-0.1099-0.32065i,-0.14095-0.26812i,-0.13315-0.1469i,-0.05658-0.039938i,-0.0031296-0.0025685i,0.020566+0.020207i,0.049564+0.018109i,0.055737-0.014867i,0.033728-0.031479i,0.019517-0.020493i,0.023922-0.00058577i,0.027501+0.017086i,0.019319+0.02691i,-0.0031613+0.02577i,-0.034461+0.022887i
0.05394+0.0093995i,0.22422+0.089172i,0.54904+0.2433i,0.77764+0.34805i,0.58351+0.32422i,0.19212+0.29285i,0.078692+0.33319i,0.19085+0.26793i,0.21868+0.060196i,0.13391-0.057057i,0.069049-0.024472i,0.057416+0.010316i,0.03247-0.020077i,-0.01666-0.045232i,-0.035206-0.034346i,-0.017935-0.019743i,0.018595-0.016035i,0.049299-0.014901i,0.045067+0.0043624i,0.024278+0.030698i,0.012531+0.03386i,0.010156+0.013563i,0.0073477-0.01319i
-0.046078-0.0034265i,-0.22435-0.078714i,-0.59825-0.24223i,-0.96495-0.35332i,-0.9438-0.27398i,-0.56081-0.12076i,-0.1662-0.034407i,0.095497+0.019709i,0.23701+0.048876i,0.23359+0.03913i,0.13807+0.020897i,0.075047+0.013519i,0.080069+0.0096523i,0.09512-0.0020181i,0.079665-0.013222i,0.065514-0.00036406i,0.077844+0.01992i,0.076183+0.015472i,0.033268-0.0033459i,-0.016736-0.012051i,-0.041791-0.0086077i,-0.037837-0.0025315i,-0.019785+0.0024438i
0.047675+0.0066721i,0.20334+0.065514i,0.53622+0.14536i,0.82933+0.050069i,0.7093-0.32798i,0.24376-0.6497i,-0.081871-0.62375i,-0.07327-0.46001i,0.013078-0.30698i,0.0049037-0.14008i,-0.019411-0.023382i,-0.024818+0.01337i,-0.034036+0.026312i,-0.026798+0.034606i,-0.007087+0.022751i,-0.013473+0.010841i,-0.045308+0.032084i,-0.065962+0.069229i,-0.050431+0.076143i,-0.021072+0.038789i,-0.011173-0.0047061i,-0.010872-0.012668i,-0.0031891-0.0024434i
-0.046683-0.0092282i,-0.2025-0.08461i,-0.49463-0.26195i,-0.7051-0.4474i,-0.56838-0.47261i,-0.2348-0.2992i,-0.030573-0.05436i,0.057044+0.13555i,0.080846+0.14909i,0.0054724+0.056704i,-0.043769+0.023624i,-0.012785+0.022193i,0.014105+0.0022648i,0.0084644-0.012409i,0.0011419-0.014446i,0.0059489-0.028271i,-0.0061809-0.078016i,-0.045087-0.12628i,-0.078709-0.10898i,-0.074778-0.049242i,-0.047528-0.01869i,-0.0428-0.026368i,-0.051722-0.022688i
0.021948-0.016617i,0.1532+0.051359i,0.44411+0.18906i,0.69513+0.25263i,0.56053+0.10702i,0.15702-0.021694i,-0.059069+0.20111i,0.022666+0.49778i,0.15979+0.4294i,0.16099+0.14059i,0.068324-0.017461i,0.017047-0.020656i,0.019257-0.02759i,0.015139-0.049859i,0.02038-0.032274i,0.05578-0.0042996i,0.1153+0.0015894i,0.1645-0.015349i,0.14927-0.03914i,0.08954-0.046377i,0.045879-0.038686i,0.029416-0.025951i,0.012637-0.0076335i
-0.0077725-0.021659i,-0.11911-0.12121i,-0.36681-0.33176i,-0.54773-0.57011i,-0.39336-0.67135i,-0.12581-0.58472i,-0.13773-0.44263i,-0.28763-0.26367i,-0.22263-0.068858i,-0.020641+0.0096304i,0.069578+0.0017917i,0.074955+0.016566i,0.10895+0.033911i,0.12221+0.0073728i,0.05918-0.018721i,-0.015774-5.2673e-05i,-0.045371+0.036942i,-0.043128+0.051022i,-0.033962+0.035118i,-0.027819+0.011189i,-0.027081+0.0013404i,-0.025244+0.0047946i,-0.014614+0.0080372i
0.018161-0.011967i,0.12789+0.056007i,0.49819+0.261i,1.0732+0.44521i,1.3905+0.30068i,1.126-0.1606i,0.55815-0.50143i,0.21946-0.53662i,0.1229-0.44263i,-0.0099019-0.27118i,-0.10311-0.047937i,-0.077822+0.063763i,-0.060548+0.071874i,-0.041931+0.085377i,0.016324+0.069989i,0.053409+0.034924i,0.066161+0.043269i,0.072124+0.067457i,0.062208+0.070729i,0.046896+0.05151i,0.029444+0.012408i,0.011964-0.021129i,-0.00069849-0.036643i
-0.0068793-0.0034993i,-0.074207-0.072426i,-0.32174-0.1949i,-0.60698-0.17154i,-0.5214+0.086657i,-0.073938+0.26371i,0.24114+0.1217i,0.16857-0.02388i,-0.020152+0.031329i,-0.071827+0.068903i,-0.058829+0.022707i,-0.048709-0.00091768i,-0.033005+0.006589i,-0.030001+0.007266i,-0.05041+0.013995i,-0.075845+0.041729i,-0.082665+0.065114i,-0.073493+0.063441i,-0.068161+0.037533i,-0.063535+0.012112i,-0.032964+0.008397i,0.0081241+0.0050089i,0.025489-0.0053824i
-0.0063837-0.048345i,0.028119-0.043491i,0.14629+0.092301i,0.2806+0.24776i,0.25741+0.19028i,0.1736+0.0062095i,0.2435-0.041211i,0.43665-0.00094534i,0.49092-0.03672i,0.30408-0.086298i,0.10139-0.079959i,0.017467-0.068086i,-0.022042-0.064346i,-0.044033-0.049372i,-0.036465-0.051182i,-0.02337-0.06627i,-0.016603-0.06439i,-0.0075296-0.05803i,0.010803-0.058658i,0.028746-0.06315i,0.023023-0.061857i,-0.0077599-0.038571i,-0.035221-0.00048144i
0.080066+0.026018i,0.12486-0.0011802i,0.01051-0.13693i,-0.29694-0.2305i,-0.5097-0.067964i,-0.45471+0.20847i,-0.32442+0.41691i,-0.20441+0.60932i,0.018237+0.61309i,0.14691+0.32249i,0.051354+0.12637i,-0.011616+0.15697i,0.020885+0.15248i,0.025157+0.09505i,0.035375+0.059043i,0.04673+0.013132i,0.04286-0.020188i,0.057736-0.035315i,0.066276-0.039527i,0.060699-0.015947i,0.057419+0.0083678i,0.040445+0.0085068i,0.0095058+0.0049472i
0.046332+0.013281i,0.030984+0.0022945i,-0.057205-0.0094565i,-0.25774-0.099294i,-0.50236-0.28679i,-0.67702-0.3211i,-0.76766-0.065818i,-0.80041+0.23545i,-0.7064+0.39201i,-0.43216+0.3453i,-0.18393+0.16119i,-0.089112+0.047162i,-0.028994+0.015746i,-0.0063837-0.023574i,-0.029774-0.027588i,-0.011457+0.020801i,0.061286+0.064823i,0.11857+0.069183i,0.097639+0.054237i,0.037008+0.06116i,0.013738+0.072868i,0.026112+0.04464i,0.027027-0.0013097i
0.024253+0.12406i,0.13788+0.19487i,0.43772+0.011332i,0.89844-0.67121i,1.1279-1.5339i,0.83099-1.9272i,0.34172-1.8079i,0.0091683-1.6649i,-0.24603-1.4493i,-0.29176-0.90803i,-0.094976-0.42723i,-0.021819-0.20433i,-0.056829-0.010848i,0.011186+0.10631i,0.07967+0.085285i,0.064095+0.048931i,0.024361+0.066063i,0.016345+0.092598i,0.013983+0.045169i,-0.040935-0.024769i,-0.092844-0.028075i,-0.085373-0.0023925i,-0.064447+0.0005756i
-0.16899+0.057958i,-0.2728+0.10609i,-0.33057+0.36283i,-0.19706+1.0332i,0.22774+1.769i,0.74104+1.7423i,1.0459+0.98435i,1.1795+0.26262i,1.0951-0.16223i,0.68386-0.26538i,0.30454-0.13717i,0.16433-0.098866i,0.04836-0.15076i,-0.069432-0.11916i,-0.10331-0.052187i,-0.098182-0.013502i,-0.12271-0.0076453i,-0.14777+0.0079521i,-0.071885+0.024576i,0.041843-0.02443i,0.073399-0.082108i,0.065266-0.082488i,0.080831-0.070855i
-2.1487+4.8614i,-2.3344+3.1148i,0.3894+3.5636i,2.4392+2.2566i,2.4294+0.076401i,0.58321-1.7244i,-1.3463-1.1778i,-1.5205+0.54527i,-0.38969+1.5081i,0.80532+1.2538i,0.99738+0.36167i,0.40327-0.2094i,-0.33652-0.18745i,-0.88328+0.29565i,-0.79505+0.70976i,-0.34405+0.64016i,-0.011985+0.26357i,0.037489-0.14377i,-0.15571-0.33009i,-0.29726-0.21388i,-0.20605-0.046344i,-0.035771+0.035191i,0.081665+0.071637i
-0.053711+0.15913i,-0.053173+0.12255i,-0.05534-0.16571i,-0.18217-0.47999i,-0.30535-0.31458i,-0.25509+0.089358i,-0.20529+0.12012i,-0.3963-0.11178i,-0.58635-0.12868i,-0.43374+0.055011i,-0.17331+0.10838i,-0.070192+0.057606i,-0.02564+0.044422i,0.0064268+0.029701i,-0.014807+0.029879i,-0.011419+0.072301i,0.081248+0.096401i,0.19268+0.076198i,0.20302+0.018114i,0.11138-0.022427i,0.045759-0.0043982i,0.064117+0.0058039i,0.080485-0.025601i
0.027608+0.067583i,0.061802+0.21764i,0.1683+0.54768i,0.44934+0.92438i,0.79763+0.91302i,0.8452+0.42912i,0.53128-0.12407i,0.16649-0.45204i,-0.063992-0.42883i,-0.11422-0.18972i,-0.057575-0.073533i,-0.072079-0.083758i,-0.1271-0.038201i,-0.13535+0.032713i,-0.13946+0.068938i,-0.15258+0.07975i,-0.16222+0.078291i,-0.14592+0.057968i,-0.096633+0.0014172i,-0.052481-0.041294i,-0.0162-0.034542i,0.015841-0.015791i,0.031057-0.02178i
0.067782-0.0049449i,0.13199-0.10776i,0.14931-0.352i,-0.034793-0.57052i,-0.37685-0.40513i,-0.47837+0.057547i,-0.23438+0.28148i,-0.062391+0.16926i,-0.10072+0.07396i,-0.084634+0.080888i,0.013043+0.065687i,0.04469+0.038708i,0.031606+0.052326i,0.044676+0.06811i,0.06235+0.049895i,0.05791+0.010928i,0.020586-0.045031i,-0.039054-0.094721i,-0.061245-0.09791i,-0.030526-0.064387i,-0.00070905-0.035418i,-0.004966-0.02085i,-0.020914-0.0041021i
-0.02558-0.0066721i,-0.13595+0.079713i,-0.38374+0.36676i,-0.51641+0.78729i,-0.2261+0.94125i,0.21556+0.70437i,0.32902+0.47035i,0.20866+0.46183i,0.15014+0.44041i,0.17646+0.24875i,0.1853+0.041092i,0.16433-0.043328i,0.16777-0.036786i,0.16887-0.016088i,0.14981+0.012823i,0.14809+0.023479i,0.14564-0.0041349i,0.11565-0.025348i,0.065655-0.011454i,0.021832+0.011851i,0.010822+0.0037954i,0.009366-0.029014i,-0.002201-0.041883i
-0.013746-0.0017726i,0.15602-0.012503i,0.59937-0.11971i,1.0961-0.33523i,1.1448-0.44661i,0.71761-0.3513i,0.27353-0.20014i,0.069142-0.089125i,0.07129-0.030189i,0.082681-0.042773i,-0.010251-0.058386i,-0.070978-0.037228i,-0.052797-0.038253i,-0.0271-0.054327i,-0.010336-0.058462i,-0.012769-0.053086i,-0.020067-0.026569i,-0.011733-0.0076366i,-0.017385-0.021569i,-0.039952-0.038488i,-0.049489-0.034865i,-0.034626-0.01336i,-0.0022183-6.7841e-05i
-0.054623-0.0070845i,-0.23679-0.065405i,-0.66562-0.13385i,-1.1183-0.076883i,-1.1163+0.073322i,-0.72453+0.14231i,-0.43105+0.12402i,-0.31094+0.13867i,-0.19095+0.13921i,-0.098158+0.082559i,-0.070832+0.054635i,-0.065102+0.069492i,-0.067501+0.080626i,-0.074328+0.071712i,-0.070194+0.049971i,-0.070791+0.020558i,-0.087221-0.012014i,-0.10051-0.035363i,-0.08775-0.03438i,-0.054249-0.012158i,-0.028638+0.015386i,-0.014687+0.036881i,-0.0064854+0.047405i
0.069012+0.065838i,0.22992+0.22819i,0.54109+0.4286i,0.77241+0.43543i,0.5798+0.21695i,0.22712+0.0060024i,0.12657-0.091875i,0.10599-0.16346i,-0.00093167-0.14706i,-0.030995-0.05207i,0.017698-0.033346i,0.026043-0.05559i,0.020589-0.055319i,0.028122-0.042565i,0.036795-0.012983i,0.045446+0.016121i,0.041393+0.032245i,0.039684+0.042434i,0.059783+0.043844i,0.084169+0.02817i,0.084901-0.010561i,0.050576-0.045159i,0.006433-0.04458i
-0.017952-0.10609i,-0.086484-0.34644i,-0.2847-0.68674i,-0.53317-0.83614i,-0.54847-0.60515i,-0.29548-0.24598i,-0.089189-0.1079i,-0.095705-0.098779i,-0.12467-0.039589i,-0.053324-0.002304i,0.010124-0.019455i,0.013102-0.035789i,0.0090615-0.034888i,0.015405-0.034572i,0.0065917-0.041051i,-0.010682-0.036162i,6.9107e-05-0.012114i,0.026215+0.0020936i,0.024862-0.015726i,-0.0041453-0.033285i,-0.021371-0.02081i,-0.01234-0.0090873i,-0.0076009-0.025895i
-0.040167+0.096604i,-0.071585+0.30887i,-0.024072+0.6561i,0.17694+0.90163i,0.40454+0.79192i,0.43879+0.43063i,0.24174+0.15481i,0.046394+0.051312i,-0.010386+0.013803i,0.00033701+0.029812i,0.030296+0.072194i,0.051861+0.07325i,0.050914+0.058904i,0.037819+0.046792i,0.0066601+0.037249i,-0.024969+0.043209i,-0.040125+0.050899i,-0.039827+0.042323i,-0.038224+0.023628i,-0.045753+0.018914i,-0.035808+0.029094i,-0.0062179+0.029294i,0.0095299+0.0098943i
0.027861-0.041017i,0.095392-0.17173i,0.20504-0.39113i,0.33117-0.56145i,0.43073-0.54507i,0.40226-0.35938i,0.23762-0.15135i,0.077107-0.0031476i,0.017489+0.07577i,0.017714+0.08231i,0.019016+0.044792i,-0.0024863+0.0042039i,-0.037915+0.00030202i,-0.050488+0.032309i,-0.014709+0.06209i,0.042311+0.050314i,0.059728+0.0092694i,0.036355-0.0106i,0.025034-0.0022074i,0.029652+0.0012293i,0.018904-0.0054887i,-0.0039-0.003086i,-0.0061837+0.012417i
0.0031128+0.042958i,-0.023468+0.13081i,-0.082571+0.22303i,-0.18479+0.19363i,-0.2794+0.047272i,-0.2108-0.070071i,0.013388-0.13663i,0.16399-0.19955i,0.12988-0.16954i,0.022419-0.072895i,-0.042774-0.019408i,-0.052654+0.0060097i,-0.028894+0.024905i,0.010017+0.02245i,0.03682-0.0003908i,0.038312-0.036883i,0.027428-0.07179i,0.018727-0.080352i,0.013167-0.058886i,0.015035-0.035228i,0.025331-0.028205i,0.030157-0.021763i,0.026384-0.0045777i
-0.015395-0.048733i,-0.042161-0.14375i,-0.12327-0.2017i,-0.26747-0.075076i,-0.38874+0.18185i,-0.36638+0.34885i,-0.17899+0.30541i,-0.020555+0.14786i,0.0089749+0.033919i,0.001842-0.010869i,-0.0032964-0.0316i,-0.0010921-0.042632i,0.0088505-0.053541i,-0.0038803-0.06472i,-0.036701-0.056429i,-0.061023-0.026747i,-0.060459+0.0079945i,-0.036506+0.025601i,-0.017893+0.022757i,-0.015135+0.018303i,-0.0090104+0.01449i,0.0013846-0.0012539i,0.00068785-0.019727i
0.011061+0.072943i,0.051029+0.22985i,0.17703+0.4316i,0.35405+0.52742i,0.42409+0.49374i,0.35858+0.42127i,0.26827+0.35564i,0.17759+0.26259i,0.077107+0.13022i,0.023127+0.02921i,0.0092084-0.0034706i,-0.0014099+5.706e-06i,-0.0078752+0.012892i,-0.0036246+0.033951i,0.0058457+0.056055i,0.016677+0.073458i,0.029505+0.090973i,0.037837+0.094442i,0.035723+0.071904i,0.027807+0.044775i,0.017055+0.033185i,0.0053327+0.029906i,0.00046028+0.014586i
0.0066184-0.068706i,0.021019-0.24012i,0.037033-0.48654i,0.1099-0.61218i,0.2963-0.51784i,0.39266-0.31981i,0.22384-0.13603i,-0.0069683+0.059199i,-0.056284+0.19822i,0.0090986+0.16098i,0.032665+0.055156i,0.01646+0.012342i,0.016579+0.010924i,0.028174-0.0044511i,0.032304-0.029853i,0.033536-0.047731i,0.035004-0.062368i,0.031631-0.069967i,0.018132-0.06393i,0.0018142-0.050098i,-0.0055355-0.037593i,-0.001902-0.02682i,0.0029081-0.010134i
-0.0098108+0.063281i,-0.058678+0.22503i,-0.10293+0.45974i,-0.04932+0.53383i,0.085164+0.24202i,0.073133-0.18596i,-0.16174-0.30138i,-0.27867-0.12509i,-0.15024+0.02105i,-0.035327+0.040268i,-0.020859+0.034786i,-0.0076104+0.044196i,0.014297+0.04163i,0.0041108+0.038191i,-0.018565+0.045342i,-0.031095+0.031993i,-0.056281-0.011681i,-0.085654-0.046397i,-0.08525-0.043846i,-0.061163-0.021184i,-0.036844-0.0075384i,-0.020535-0.0047987i,-0.0088782-0.00083245i
0.01011-0.047868i,0.074984-0.15974i,0.17282-0.31323i,0.16881-0.35148i,-0.036336-0.12983i,-0.22139+0.23321i,-0.14337+0.39407i,-0.013866+0.24578i,-0.02498+0.052968i,-0.036003-0.0011961i,0.0055987-0.014767i,0.011306-0.041824i,-0.0076886-0.038691i,0.0037132-0.019998i,0.030664-0.018521i,0.029219-0.018909i,-0.0023205+0.010847i,-0.026744+0.049874i,-0.026523+0.053353i,-0.015032+0.03355i,-0.00051597+0.024181i,0.013833+0.025144i,0.017134+0.014092i
-0.0058826+0.033943i,-0.079798+0.099204i,-0.29737+0.17656i,-0.57731+0.32697i,-0.53661+0.56809i,-0.013569+0.54401i,0.43707+0.067093i,0.36603-0.3317i,0.11359-0.30599i,0.022884-0.16757i,-0.011483-0.10911i,-0.045231-0.050576i,-0.047909-0.0016655i,-0.0545+0.0076567i,-0.07132+0.011761i,-0.057576+0.033097i,-0.001001+0.048901i,0.053814+0.045711i,0.063786+0.036635i,0.040434+0.02716i,0.021077+0.018458i,0.014418+0.0061669i,0.0070669-0.005347i
-0.0066228-0.03023i,-0.0018705-0.039225i,0.032031+0.070132i,0.11897+0.29031i,0.13065+0.35199i,-0.096582+0.19978i,-0.36916+0.088851i,-0.37707+0.065468i,-0.20836+0.015555i,-0.10205-0.016032i,-0.053441+0.0042974i,-0.012634-0.0010392i,0.00015259-0.027099i,0.014041-0.017585i,0.045221+0.013612i,0.077709+0.020519i,0.086947-0.013617i,0.070249-0.052956i,0.05341-0.061053i,0.039931-0.042442i,0.021046-0.027089i,-0.0049351-0.022902i,-0.024277-0.011483i
0.022326+0.029047i,0.083896+0.037969i,0.20947-0.12126i,0.27649-0.51571i,0.17627-0.75103i,0.08958-0.44802i,0.195+0.076755i,0.26919+0.27351i,0.13499+0.20686i,0.030377+0.17075i,0.050341+0.12719i,0.030667+0.060721i,-0.012024+0.041711i,-0.014241+0.014136i,-0.018818-0.040459i,-0.046596-0.06745i,-0.078293-0.052345i,-0.09253-0.022534i,-0.079269-0.010505i,-0.05149-0.014519i,-0.031048-0.0068927i,-0.013365+0.012578i,0.0070748+0.013838i
-0.027101-0.034626i,-0.10714-0.11427i,-0.28783-0.21947i,-0.5349-0.32057i,-0.68716-0.43932i,-0.59203-0.48862i,-0.32398-0.42577i,-0.076776-0.26731i,0.080089-0.062275i,0.14489+0.015126i,0.11066-0.029652i,0.06291-0.037764i,0.068395-0.0092485i,0.056164+0.0094471i,0.0072402+0.042855i,-0.020605+0.087745i,-0.013338+0.11463i,0.0093003+0.11413i,0.01997+0.08809i,0.0097581+0.049587i,0.0068524+0.017585i,0.019173-0.0081847i,0.023613-0.027296i
0.026045+0.038432i,0.10125+0.13304i,0.24974+0.27729i,0.44171+0.42631i,0.55427+0.52329i,0.42933+0.46152i,0.13267+0.30732i,-0.05072+0.16774i,-0.05048+0.023626i,-0.05029-0.073355i,-0.085344-0.059078i,-0.071246-0.027571i,-0.049078-0.041466i,-0.031292-0.037506i,0.021775-0.022046i,0.068576-0.038502i,0.07875-0.066791i,0.071648-0.083889i,0.051731-0.074981i,0.025175-0.044363i,0.0002793-0.025176i,-0.024081-0.017384i,-0.030246-0.0010367i
-0.033885-0.031619i,-0.064568-0.090593i,-0.016348-0.11616i,0.24948-0.086774i,0.59564-0.086838i,0.66492-0.10092i,0.44391-0.027822i,0.23169+0.081498i,0.097785+0.081019i,-0.00017231+0.049528i,-0.0048246+0.066756i,0.019176+0.063321i,0.0040302+0.054526i,-0.0014781+0.037816i,-0.016491-0.011843i,-0.062091-0.044174i,-0.094401-0.043729i,-0.10079-0.037693i,-0.082942-0.025041i,-0.041613-0.0098409i,-0.0032016-0.0030829i,0.014637+0.0055392i,0.018742+0.016138i
0.032567+0.031657i,0.11625+0.087788i,0.23405+0.11266i,0.29307+0.055386i,0.2541+0.0051764i,0.15582-0.0022313i,0.061148-0.055563i,-0.034232-0.12481i,-0.10035-0.077319i,-0.049707+0.00653i,0.029106-0.00039957i,0.045082-0.031211i,0.043242-0.032984i,0.026944-0.023832i,-0.00080495+0.013106i,0.0035286+0.057656i,0.017973+0.072478i,0.014503+0.075505i,0.010188+0.062605i,0.0061002+0.026695i,-0.0014484+0.0021016i,-0.00040163-0.0083528i,0.0055912-0.019163i
-0.043331-0.030541i,-0.16474-0.089194i,-0.40862-0.1016i,-0.68473+0.059872i,-0.78132+0.28229i,-0.61861+0.30784i,-0.44647+0.18348i,-0.3601+0.16435i,-0.19142+0.19281i,-0.033534+0.10257i,-0.032608-0.0010819i,-0.072094-0.022801i,-0.063671-0.012874i,-0.029943+0.0092231i,0.017219+0.021737i,0.045422-0.0045414i,0.040619-0.026743i,0.038291-0.01975i,0.037349-0.0082288i,0.022127+0.0092902i,0.013881+0.030207i,0.014286+0.029572i,0.0056206+0.010743i
0.037623+0.039395i,0.12374+0.15647i,0.22962+0.37038i,0.26735+0.61186i,0.19691+0.73912i,0.11984+0.65171i,0.13916+0.41732i,0.15219+0.18039i,0.082202+0.043691i,0.0027212+0.017093i,-0.026906+0.042669i,-0.016529+0.066536i,0.00024344+0.063516i,0.010948+0.031883i,0.0017396-0.0054908i,-0.022702-0.010457i,-0.025608+0.0033712i,-0.01153-0.0049429i,0.00013205-0.022581i,0.013505-0.024911i,0.022432-0.022158i,0.01814-0.017848i,0.0065769-0.0033281i
-0.037235-0.032165i,-0.10668-0.13747i,-0.17588-0.32096i,-0.18565-0.50095i,-0.11803-0.5614i,0.0034021-0.50332i,0.092938-0.4234i,0.09471-0.3411i,0.038649-0.22163i,0.01347-0.099773i,0.041663-0.051397i,0.05655-0.06203i,0.03288-0.058832i,-0.0042333-0.027645i,-0.02553+0.0061229i,-0.015205+0.021581i,-0.0033147+0.0087322i,-0.017224-0.006171i,-0.033948-0.0032823i,-0.036572-0.0012259i,-0.032791-0.0027422i,-0.022221+0.0024889i,-0.0060212+0.0055309i
