-0.0024069+0.0010283i,-0.0011584+0.00018665i,-0.00076104-0.0012255i,-0.00012903-0.0024824i,-0.00031742-0.0033074i,-0.00060369-0.0025158i,-0.00083497-0.00068468i,0.00046231-0.00045807i,0.002368-0.0020159i,0.002527-0.002356i,0.0019325-0.0017001i,0.0012866-0.0013665i,0.0002598-0.00040042i,-0.00022168+0.00034858i,-0.00021991+0.00023328i,-0.0011864+4.813e-06i,-0.0011585-0.00013641i,0.0001767+0.00018877i,0.00074196+0.00092751i,0.00029891+0.0010251i,0.00048371+0.00055745i,0.00087843+0.00022082i,0.00085271-0.00010192i
0.0014885+0.001698i,0.0022318+0.0017865i,0.0036232-0.00056142i,0.0046631-0.0040845i,0.0033382-0.0061294i,0.0011981-0.0048482i,0.0002576-0.0029673i,0.0010125-0.0030347i,0.001703-0.0034224i,0.0013904-0.0025112i,0.0003435-0.0008259i,0.00019633-0.00056573i,0.0006877-0.001121i,9.36e-05+0.00010183i,-6.2909e-05+0.0011986i,-6.1923e-05+0.00053524i,-0.00059373+0.00030156i,-0.0007962+0.00073625i,-0.00085334+0.0011868i,-0.00061226+0.0008838i,-0.00035281+0.00028091i,-0.00060561-1.4471e-05i,-0.00038077-0.00036271i
0.0037116-0.0011785i,0.0027664-0.002617i,0.0028848-0.005858i,0.0018823-0.0090593i,-0.00025856-0.009606i,-0.0010994-0.0068053i,-0.00037658-0.0029224i,0.0011687-0.0026068i,0.0020055-0.0038171i,0.0010612-0.0026133i,-0.0005008-0.00085831i,-0.00059861-0.00018075i,0.00014031+0.00010281i,-0.00020595+0.00024976i,-0.0007771+0.00035052i,-9.7153e-05-2.7557e-05i,0.001359-0.00026387i,0.0017182-0.00040562i,0.00066678-0.00064166i,-0.00069553-0.00021854i,-0.0014029-0.00014466i,-0.0013004-0.00029126i,-0.00031261-0.00040584i
0.0030344+0.00085722i,0.0028651-0.0013253i,0.002464-0.004082i,0.0010106-0.006261i,-0.0011318-0.007135i,-0.0018836-0.0049754i,-0.0013205-0.0025179i,-0.00098348-0.0024631i,-0.00026321-0.0029586i,0.00029533-0.0019212i,0.0001984-0.00071706i,-0.00019888-0.00067938i,-0.00049381-0.00052978i,-0.00045853+3.2132e-05i,-0.00041965-9.6916e-05i,-0.00061599-0.00022334i,-0.00029308+0.00015392i,0.00049192+4.5078e-05i,0.00033072-0.00026892i,-2.2072e-05+0.0002667i,0.00077355+0.00050143i,0.00083797+0.0004127i,0.00036956+0.00049536i
0.0010577+0.0034721i,0.0016603+0.001358i,0.0037249-0.00073207i,0.0037643-0.0043929i,0.0013741-0.0065623i,-0.00053565-0.0054655i,0.00073034-0.0029557i,0.0018703-0.001639i,0.00063763-0.0018402i,8.566e-05-0.0011865i,0.00037221-0.00044086i,0.00010976-0.00068048i,-0.0011277-0.0011438i,-0.0018214-0.0015482i,-0.0013043-0.0013015i,-0.00029607-0.00082539i,-0.00019698+2.9166e-07i,-0.0011684+0.0006937i,-0.00077806+0.00043393i,-0.00044812-0.00032146i,-0.00034571-0.00017177i,1.184e-05+0.00056512i,-0.00038032+0.0011066i
-0.0013455+0.00028063i,-0.00074042-0.00079777i,0.00064138-0.0027877i,0.00062134-0.0055848i,-0.00044369-0.0068122i,-0.0015845-0.0057354i,-0.0013415-0.004054i,-0.00021115-0.0033735i,0.0005809-0.0033594i,0.001013-0.0018306i,0.00041149-0.00065655i,0.00036313-0.00044089i,0.00076355-0.00032112i,0.00044283-0.00064724i,0.00090243-0.00076893i,0.00099099-0.00019476i,-4.2212e-05-0.0002168i,-0.00029692-0.00080475i,8.5018e-06-0.0010992i,0.00046004-0.00077556i,0.001069-0.0002937i,0.00090429-2.7185e-05i,0.00013184-0.00019758i
0.0012409+0.00015436i,0.00081194-0.00027502i,0.0020434-0.0014164i,0.0032734-0.004041i,0.0025047-0.0049603i,8.1404e-05-0.0030793i,-0.00052775-0.0016627i,0.00051851-0.0021696i,0.00063819-0.0030304i,-0.00039942-0.0018411i,-0.0011708-0.00036302i,-0.0010795-0.00069358i,-0.00034265-0.00053992i,-0.00038832+5.8245e-05i,-0.00074451-0.00026737i,4.4534e-06-0.00035539i,0.00064982-0.00056137i,0.00069986-0.00067507i,6.8915e-05-0.00036555i,-9.4455e-05-0.00012434i,0.00023117+0.0002112i,-0.00038347-9.0787e-05i,-0.00036702-0.00057537i
0.00067742+0.0011094i,0.0014941-0.00035309i,0.0030795-0.0030313i,0.0029913-0.0062809i,0.001389-0.0075582i,-0.00048589-0.0054852i,0.00025925-0.0031134i,0.001573-0.0025695i,0.00085172-0.00253i,-0.00016067-0.0017399i,-0.00072661-0.001123i,-0.00049895-0.00079487i,-1.4657e-05-0.00032339i,-0.00021995-0.00017896i,-0.00010324+0.00015031i,0.00051658-0.00032476i,0.00043988-0.0002288i,-0.00015403-5.7651e-06i,3.9866e-05+0.00015382i,0.0004669+0.00026763i,0.00019506-0.00014334i,-0.00013967-0.00067745i,7.6983e-05-0.001296i
0.00098896-0.0025284i,0.00024618-0.0023371i,-0.00068289-0.0023611i,-0.00067771-0.004232i,-0.0011625-0.0062284i,-0.0027189-0.004715i,-0.0022293-0.0028828i,-0.00041875-0.0030439i,0.00036421-0.0031472i,0.00049593-0.0030396i,7.5381e-05-0.0019575i,-8.3774e-06-0.00069463i,0.00045748-0.00069556i,0.00075068-0.00071827i,0.00065399-5.9703e-05i,9.0596e-05+0.00099537i,0.00019856+0.00056886i,0.0010596-0.0009897i,0.0014087-0.001261i,0.00070265-0.00059828i,-1.732e-05-9.593e-05i,-0.00012034-0.00023915i,-0.00032222-0.0010394i
-0.0008266+0.00014402i,0.00060502-0.00058092i,0.0016803-0.0023012i,0.0028643-0.0055943i,0.002287-0.0065971i,0.00060712-0.0045195i,-0.00028349-0.002234i,-0.00032119-0.0019653i,-0.0002269-0.0022426i,0.00032113-0.002019i,0.00054138-0.0016605i,0.00040701-0.0010244i,0.00066226-0.0010247i,0.00018624-0.00059916i,0.00017148+0.00019522i,0.00022516+0.00049058i,-0.00028329+0.00032803i,-0.00023313+0.00065287i,-0.0002182+0.00020055i,-0.00058753-0.00034941i,-0.00031821+5.8375e-05i,0.00064455-7.8723e-06i,0.0009449-0.00091989i
0.00090141-0.00035001i,0.0004118-0.0017565i,-0.00016902-0.0020852i,-0.00015267-0.0030427i,0.0002099-0.0042211i,0.00015374-0.0036777i,0.0010147-0.0022811i,0.0021069-0.0026302i,0.0019753-0.0031509i,0.0008871-0.0017711i,0.00074735-0.00029637i,0.0018632-0.0005453i,0.0013845-0.00075122i,-0.00017015-0.00024208i,-0.00016275-0.00027005i,4.8371e-05-0.00046965i,7.1221e-05+0.00012842i,0.00073567+0.00021751i,0.00071977-9.4275e-05i,0.00014293-9.3749e-05i,3.2493e-05-0.00012554i,0.00010689+0.00016111i,0.00054154+0.00018498i
0.0022685+0.0011677i,0.0040684+7.4758e-05i,0.0056453-0.0029027i,0.0058277-0.0061159i,0.0038686-0.0062487i,0.00057556-0.0045466i,-0.00043544-0.0025889i,0.00044053-0.0020792i,0.001204-0.0026718i,0.00074509-0.0023659i,0.00013609-0.0012688i,2.9303e-05-0.00039591i,1.9719e-05-0.00033263i,-0.00016594-6.5325e-05i,-4.446e-06+0.0006695i,-7.1329e-05+0.00019037i,-0.00024379-0.00053117i,0.00024686-0.00031057i,0.00012895+0.00026558i,2.8808e-05+0.00065892i,0.00041459+0.00070965i,0.00054827+0.0002866i,0.00023232-1.4909e-05i
-0.00012235-0.0021629i,-0.0011202-0.0019821i,-0.00069515-0.0028271i,-0.00018351-0.0049227i,-0.0009164-0.0063622i,-0.0010524-0.0043278i,-6.0185e-05-0.0026049i,0.0013906-0.0027334i,0.0011814-0.0024739i,0.00046968-0.0016246i,-0.00013412-0.00073953i,-0.00051139+0.0005616i,-4.4967e-05+0.0013094i,0.00018158+0.00083709i,0.00023536+0.00025437i,0.00025808-0.00060748i,-0.00036796-0.00031152i,-0.00073504+0.0002154i,-0.00021038-0.00051185i,-0.00011717-0.00043749i,-0.000138+0.00035104i,-0.00016927+0.00025308i,-0.00036031-0.00055696i
0.0012839+0.00031745i,0.0015669+0.00021187i,0.0021642-0.0014008i,0.002526-0.0039526i,0.00095579-0.0061477i,-0.0020431-0.0056707i,-0.0022547-0.0032404i,-0.00022844-0.0028953i,0.00055278-0.0035654i,0.00023443-0.0021033i,-0.00028488-0.00023862i,-0.0004329-0.00032814i,-0.00019527-0.0011226i,-0.00028945-0.0014704i,-0.00037766-0.0011961i,-0.00081632-1.3688e-05i,-0.0011232+0.0010008i,-0.00080952+0.00057159i,0.00019586-0.00047987i,0.00040761-0.00072993i,-0.00015036-0.00050692i,-0.00039706+7.1978e-05i,-0.00031276+6.12e-06i
0.0013033+0.00045757i,0.0023655-0.00045635i,0.0026784-0.0021577i,0.0020197-0.0043758i,0.0019125-0.0050056i,0.0016961-0.0028456i,0.0015435-0.00065517i,0.0025876-0.0014155i,0.0019542-0.003248i,0.00044551-0.0027013i,0.00015149-0.001462i,0.00066307-0.0012342i,0.0013354-0.00098436i,0.0014692-0.00067789i,0.00046255-0.00075163i,-0.00013346-0.0010315i,-0.00028757-0.0014703i,-0.00036732-0.0013267i,9.6942e-05-0.0004194i,0.00059775-3.3243e-05i,0.00094306-0.00060853i,0.0003854-0.00040857i,0.00015925+0.00063849i
0.00025673+0.00022435i,0.0010363+0.00090109i,0.0019164+0.00030515i,0.0023032-0.0023666i,0.00078272-0.0046756i,0.00058123-0.0034078i,0.0020065-0.0016776i,0.0023085-0.0022477i,0.0011257-0.002828i,-0.00073269-0.0015494i,-0.0010139-0.00061411i,0.00022728-0.00097171i,0.00069582-0.0014693i,0.00032455-0.0015381i,-1.9975e-05-0.0004612i,0.0002601+0.00082844i,-0.00045178+0.00089539i,5.3999e-05+0.00042621i,0.0014977+0.00042217i,0.0013713+0.00045135i,0.00028589-0.00012608i,-0.00045753-0.00043398i,-0.00089135+0.00010387i
0.0021717+0.0015492i,0.0030857-5.4601e-05i,0.0046653-0.002205i,0.0052404-0.0048718i,0.0036099-0.0070806i,0.00098362-0.0059955i,-6.3753e-05-0.004147i,0.0003464-0.0038279i,0.00018119-0.0031638i,8.622e-05-0.0023361i,0.00058781-0.0014913i,-7.6663e-05-0.0010451i,-0.0014532-0.00054064i,-0.0013406-3.4939e-05i,-0.00025707+0.00045004i,4.6794e-05+0.00021327i,-0.00051817-0.00026414i,-0.0010671-0.00025232i,-0.0013473-0.00040811i,-0.00101-0.00063389i,-0.00038857-0.0003966i,-0.00036837+9.921e-05i,-3.006e-05+0.00019674i
0.0011217+0.001324i,0.0024492+0.00018847i,0.002815-0.0014841i,0.0022513-0.004664i,0.00070188-0.0068895i,-0.0012178-0.0047116i,-0.00090324-0.0016926i,0.00061972-0.0014737i,0.0015901-0.0022603i,0.00076299-0.0015314i,-0.00014886-0.0005793i,-0.00035125-0.00085017i,-0.00022192-0.00095377i,-0.00062113-0.00018722i,-0.00048297-0.00028446i,0.00027974+0.00030237i,0.00030304+0.00050914i,0.0002289-9.1983e-05i,0.00055585+8.6846e-05i,0.00086755-0.00025738i,0.00079158-0.00086085i,0.00056153-0.00075357i,-7.4634e-05+1.8995e-06i
-0.0021107-0.00029967i,-0.0011102-0.00064224i,-0.00023767-0.0020862i,0.000341-0.0052143i,-0.00053844-0.0061936i,-0.001068-0.0042837i,0.00061957-0.0025495i,0.0020783-0.0027231i,0.0022931-0.0030478i,0.0020317-0.0019704i,0.0014455-0.00085565i,0.0007621-0.00010809i,0.00078559-0.00042903i,0.00063528-0.0010258i,0.00046024-0.00039197i,0.00090634+0.00035246i,0.00067562+0.00034584i,-2.227e-05+1.1181e-05i,-3.9768e-05-0.00012891i,-0.00016568-0.00033645i,-0.00050533-0.00016538i,0.00023513-0.00078052i,0.00072426-0.00091064i
0.0010055+0.00072655i,0.00064688-7.6405e-05i,0.00097798-0.0024606i,0.0017231-0.0051897i,0.00099899-0.0060028i,-0.00059354-0.004679i,-0.00065463-0.0030287i,-0.00011062-0.0021329i,-0.00042395-0.0024766i,-0.00041797-0.0024209i,-7.6903e-05-0.0014686i,-8.4331e-05-0.00094672i,-8.2031e-05-0.00050676i,-0.00042114-0.0005629i,-0.00090844-0.00051771i,-0.00069246+6.6869e-05i,-0.00015639+0.00027903i,0.00016336+0.00050775i,-0.00043268+0.00068216i,-0.0010773+0.0011008i,-0.0007223+0.00099297i,-0.00068885+0.00036267i,-0.00082633-0.00023118i
0.0012682-0.00082916i,0.0024173+6.2727e-06i,0.0022739+0.00037453i,0.0017024-0.0013412i,0.00042039-0.003422i,-0.0010203-0.0029416i,-0.0013047-0.0013279i,0.00029879-0.0019113i,0.0013656-0.0028848i,0.00093598-0.0023594i,0.00039675-0.00099384i,0.00031432-0.00023344i,2.3127e-05+0.00016894i,0.00021467+9.2705e-05i,0.00037432-1.9817e-05i,-0.00014307-0.00022396i,-0.00020863-0.00041648i,0.00023108+0.00044827i,0.00029877+0.0010337i,-0.00022222+0.00086954i,-0.00054129+0.00098505i,-0.00069531+0.0005107i,-0.001021+5.2638e-05i
0.0017962-0.00029978i,0.0016229-0.0016618i,0.0021057-0.0043284i,0.003459-0.0073506i,0.0023231-0.0082304i,-0.00024668-0.0059304i,-0.00038655-0.0033182i,0.00080481-0.0029243i,0.0010385-0.0033431i,0.00086959-0.00253i,0.00045734-0.0012269i,0.00017321-0.0002288i,0.00027495+0.00014899i,-7.2145e-05+0.00026005i,2.5133e-05+0.00048325i,0.00016635+0.000731i,0.00026712+0.00075813i,3.1589e-05+0.00076588i,-3.7549e-05+0.0004849i,-0.00042434-0.00044184i,-0.00086892-0.0012954i,-0.00059134-0.0007728i,-0.00038333+1.9233e-05i
0.001481-0.0015226i,0.00053502-0.0017868i,0.00018239-0.0030816i,0.0010625-0.005533i,-8.4292e-06-0.0067141i,-0.0020807-0.004667i,-0.0015521-0.0021971i,0.0001808-0.0020085i,0.00093577-0.0021281i,0.00080672-0.0018368i,0.00080818-0.0017875i,0.0012358-0.0009915i,0.00079046+0.0005496i,-0.00055065+0.0010919i,-0.00074705+0.0005882i,4.331e-05-3.8976e-06i,-0.0001367+9.6852e-05i,-0.00067863+0.00034182i,-0.00042136-0.00039707i,0.00027032-0.00071779i,0.00019822-0.00038376i,-0.00040894-0.00073044i,-0.00081487-0.00084038i
0.0010647+0.00059211i,0.0018295-0.00017661i,0.0024429-0.0019455i,0.0020552-0.0055542i,0.00030889-0.0074518i,-0.00094872-0.0054006i,-0.00041779-0.0019244i,0.0013793-0.0015003i,0.0021441-0.0021089i,0.00093944-0.0016185i,0.00067461-0.0010089i,0.0010932-5.3699e-05i,0.00033534-0.000136i,-0.00023021-0.00067365i,0.00032442-0.00066139i,0.00085294-0.00043423i,-0.00021691-0.00058389i,-0.0010047-0.00070397i,-0.00072867-0.00077755i,-0.00016752-0.00047476i,0.0006172-0.00031259i,0.0010516-0.0001825i,0.0012543+0.00026834i
-0.0010207+0.0008259i,-0.0011393-0.0001498i,-1.1465e-05-0.0010337i,0.0006144-0.0020747i,0.00093548-0.0034233i,0.00015938-0.0036135i,-0.00017986-0.0025016i,0.00104-0.0022526i,0.0015676-0.0024214i,0.00076388-0.0016411i,-8.5833e-05-0.00075236i,0.00067198-0.00016438i,0.0015836-3.5662e-05i,0.0011032-0.00023148i,0.00019213+6.2136e-05i,-0.0004951-0.00026831i,-0.00056985-0.00076252i,-3.1923e-05-0.00034514i,0.00096961-3.5739e-05i,0.00088631-0.000254i,0.00063527-0.00035026i,0.00054669-0.00027378i,4.9802e-05-0.00032713i
0.0017073-0.00072472i,0.0019905-0.0011104i,0.0022182-0.0022094i,0.0027962-0.0039858i,0.0017994-0.0049949i,0.00026817-0.0037443i,0.00045752-0.0026628i,0.0007257-0.0028066i,0.00050597-0.0023158i,0.00056499-0.0014392i,0.00041704-0.00015352i,-0.00034656+0.00019304i,-0.00097715-0.00014402i,-0.00088604-0.0004388i,-0.00057833-4.8032e-05i,-0.00060799+0.00059156i,-0.00048707+0.00063051i,-0.00048914-0.00039509i,-5.3087e-05-0.00083978i,-0.00047769-0.00032461i,-0.00067415-5.5604e-05i,0.00076514-0.00022791i,0.0011007-0.00053602i
-0.0018737+5.2374e-05i,-0.0013589+0.00034305i,-0.00054189-0.0001439i,-0.00015306-0.0015356i,0.00022223-0.0025769i,0.00094327-0.0032474i,0.0009217-0.0035719i,0.0012425-0.0038574i,0.0013159-0.0029356i,0.00065093-0.0014437i,0.00037963-0.00056271i,0.00025636-0.00054079i,-0.00014969-0.001301i,-0.00033687-0.0010558i,-0.00066072-0.00050829i,-0.00077051-0.00067314i,-0.00086657+0.00012835i,-0.00078074+0.00021466i,-0.00056625-0.00024407i,-0.0011558-7.6046e-05i,-0.001153-3.3955e-06i,-1.0291e-05-3.5603e-05i,0.00081262+0.00018639i
-0.0011763+0.00096522i,-0.00023434+0.00093922i,0.0014852-0.0001021i,0.0031649-0.0041442i,0.0019295-0.0078733i,-0.00024353-0.0064692i,-0.00013911-0.0031339i,0.00047253-0.0020283i,0.00091658-0.0015092i,0.0003524-0.0013269i,0.00012826-0.0011186i,0.0010165-0.00047141i,0.00087461-0.00043525i,-0.00035529-0.00060998i,-0.0014604+0.00018895i,-0.0013571-0.00042653i,-0.00058563-0.0010607i,0.00015921-0.00035407i,0.00058473-0.00034313i,0.00060154-0.00019737i,0.00044141-0.00027838i,-0.00037586-0.0015049i,-0.0012281-0.0016897i
0.00096574+0.0011345i,0.0024028+0.00052301i,0.0035966-0.0023504i,0.0028176-0.0060236i,0.0022491-0.0065991i,0.001804-0.0049507i,0.00091577-0.0032498i,0.0010259-0.003207i,0.001469-0.0032941i,0.0011322-0.0018872i,0.00066315-0.00051367i,0.00012958-0.00032865i,-0.00029289-0.0003878i,-0.0012269+0.00026561i,-0.0012902+0.00083775i,0.00010725+0.00045069i,0.00069988-0.0008595i,0.00060047-0.00098415i,0.00064802-0.00047204i,0.00034444-0.00055413i,0.00024013-0.00046291i,0.00069032-0.0003624i,0.0010402-0.00013025i
0.00078301+0.0011555i,0.0021759+0.00029498i,0.0032784-0.002113i,0.0041655-0.004205i,0.0025275-0.005153i,-0.00016959-0.0049481i,-2.2673e-05-0.0036748i,0.00081725-0.0033757i,0.00095525-0.0035286i,0.00049743-0.0026745i,-9.9755e-05-0.0014439i,-0.0001074+1.3131e-05i,-0.0003856+0.00051104i,-0.00031669+0.00045689i,-0.00068007+0.00019803i,-0.0009292-0.00032611i,-0.00059848-0.00095922i,-0.00038534-0.00090695i,-0.00029053-0.00060338i,-0.0002151-0.00053786i,-3.9986e-05-1.8278e-05i,0.00015045+0.0005675i,0.00019888+0.00016531i
-0.00060473+0.00046701i,0.00050242-0.00033028i,0.0013263-0.0024579i,0.0024818-0.0037397i,0.002259-0.0035944i,0.00063578-0.0031583i,0.00035418-0.0024946i,0.0010229-0.0022153i,0.0006402-0.0025397i,0.00036039-0.0017588i,0.00062806-0.00059328i,0.00047067-0.00084057i,0.00025229-0.0010903i,-0.00010704-0.00071367i,-0.00015301-0.0006598i,0.00024486-0.0010976i,0.00078576-0.0016014i,0.0012938-0.0014483i,0.00081836-0.0013217i,-0.00021443-0.00084201i,-0.0002481+1.5097e-05i,4.901e-05-0.00019323i,0.00023376-0.00031482i
-5.7045e-05+0.00025821i,0.00041499-0.00072361i,0.00082769-0.0017745i,0.0013916-0.0030016i,0.0021701-0.0041357i,0.0014851-0.0035082i,0.00094303-0.0022006i,0.001065-0.0026029i,0.0013279-0.0035766i,0.0011169-0.0021146i,0.00049356-0.00014631i,0.00043388+2.7076e-05i,0.00017341+0.00037014i,-0.00025574+0.00035013i,-0.00034355-0.00021784i,-0.00027443-0.00048066i,-0.00129+0.00015349i,-0.0016824+0.0010305i,-0.00038809+0.00065333i,0.00055706-0.00032211i,0.00088187-0.00035717i,0.0007302+0.00017837i,9.5552e-05+0.00057853i
-0.0010518+0.0010401i,0.0011365-0.00011911i,0.003633-0.0014766i,0.0045297-0.0046147i,0.0028115-0.0076245i,0.00073837-0.0061324i,0.00031957-0.0027206i,0.0019674-0.0021653i,0.0016107-0.0029006i,0.00034603-0.0023341i,0.00086993-0.00032882i,0.0009645+0.00057964i,0.00097495+0.00050153i,0.0006384+0.00015025i,0.00070967+5.7565e-05i,0.00094801+0.00079864i,0.00044093+0.001i,0.0003619+0.00056407i,0.00063574+0.00046353i,0.00047074+0.00044088i,-2.8688e-05-0.00020846i,-0.00013801-0.00054336i,2.7585e-05+5.8485e-05i
0.00067624+0.00036068i,0.0019899+0.00068419i,0.0032347-0.00037171i,0.0030288-0.004263i,0.001046-0.0064642i,-0.00096537-0.0058396i,-0.00059552-0.004517i,0.00067338-0.0036251i,0.0010997-0.0030653i,0.0006451-0.0025109i,0.00061614-0.0015509i,0.001474-0.00091421i,0.0015199+1.0375e-05i,0.0002414+0.00074654i,-0.00049342-0.00011058i,-0.00040733-0.00039037i,5.6051e-05+0.00033328i,0.00065722+0.00012468i,0.00050819-0.00083599i,0.00037008-0.00058329i,0.00056207+2.258e-08i,0.0004016+0.00030053i,4.126e-05+6.0682e-05i
0.0013567-0.00034308i,0.00037708-0.0019916i,0.0017473-0.0033434i,0.002544-0.0050462i,0.00049959-0.0057614i,-0.0015852-0.0032719i,-0.00048874-0.0015593i,0.00090329-0.0023308i,0.00057886-0.0036731i,0.00030876-0.0031487i,0.00093175-0.0010421i,0.00091345-0.00038725i,-8.9077e-05-0.00065821i,7.0782e-05-9.514e-07i,0.00040215+0.0004519i,0.0001044+4.4438e-06i,-0.00022803-0.00032898i,-0.00012645+0.00015456i,-0.00027353+0.0003711i,0.00027807+0.0002928i,0.00086933-0.00057374i,0.0010496-0.0012474i,0.0014077-0.00034034i
-0.00088251-0.00038312i,-0.0001364-8.014e-05i,0.0014702-0.0010514i,0.0028682-0.0033137i,0.0023282-0.0043874i,0.0013027-0.0029472i,0.00099941-0.0017508i,0.00055095-0.0022372i,0.00014451-0.0026691i,6.4723e-05-0.0026968i,0.00052928-0.0016078i,0.00062387-0.00079871i,-0.00029753-0.0010396i,-0.00080927-0.0011866i,-0.00042615-0.00067382i,6.8481e-05-0.00027407i,0.00065308-0.00067653i,0.00081023-0.00068834i,0.00046088-0.00018624i,5.2669e-05+0.00010999i,0.00050534+0.00085234i,0.001157+0.00066424i,0.00055734-0.00061952i
-0.001244+0.0012764i,-0.00021066+0.00043825i,0.0013367-0.00095531i,0.0027918-0.0034438i,0.002253-0.0055206i,0.00073901-0.0050804i,0.00050321-0.0034075i,0.00097714-0.002399i,0.00089789-0.0018768i,0.0001994-0.0015829i,0.00039094-0.0013112i,0.0012694-0.00082975i,0.00078622-0.00026464i,0.00018236-8.9461e-05i,-0.00023625-0.00034921i,-0.000853-0.00050058i,-0.00069182-0.00041311i,-0.00013769-0.00026129i,0.00052912+0.00012255i,0.0015184+5.0298e-05i,0.0017258-0.00066241i,0.00089861-0.0009978i,0.00071713-0.00092596i
0.0016787-0.0014975i,0.001903-0.001819i,0.0019164-0.0026312i,0.0020433-0.0046214i,0.0010698-0.0055612i,-0.00097005-0.005099i,-0.00057365-0.0037956i,0.0010879-0.0034101i,0.0013887-0.0033005i,0.00019132-0.0023473i,-0.00062085-0.00087569i,6.0432e-05+0.00050872i,0.00092532+0.00018376i,0.00059228-0.00031765i,0.00051327+7.4901e-05i,0.0010906+0.00014549i,0.00082538+0.00026455i,-0.00040811+0.00046731i,-0.00057885+9.8757e-05i,4.954e-05-4.0193e-05i,0.00025083-0.00020215i,0.00066067-0.00024105i,-0.00014367+3.8199e-05i
-0.00088776+0.00096464i,0.00027993+0.00034856i,0.0014861-0.00086533i,0.0019881-0.0033003i,0.00098729-0.0060365i,-0.00079283-0.0046769i,-0.00053938-0.0025881i,0.00050443-0.0027556i,-3.4785e-06-0.0024336i,-0.00052908-0.0012805i,0.00010327+1.3727e-05i,0.00067815+0.00023169i,0.00069151-0.00027281i,-0.00043817-0.00017204i,-0.00077242-0.0007009i,-0.00073446-0.00068946i,-0.0013079-0.00059037i,-0.00087964-0.00011534i,-0.00061717+0.00094382i,-0.00042738+0.00083647i,0.0003945+0.00022237i,0.00021039-0.00018317i,-0.00033925-0.00035717i
0.0016607-0.00062461i,0.0013748-0.0010908i,0.0024419-0.0024869i,0.0012564-0.0048302i,-0.0011651-0.0061798i,-0.0016534-0.0039i,-0.00042611-0.00079331i,0.0021195-0.0010422i,0.0027874-0.0020326i,0.0014842-0.0018153i,0.0011754-0.0011533i,0.00096221-0.00059685i,-2.4673e-05-0.00023822i,-0.00048384+0.00028802i,-0.00072028+0.00043793i,-0.0002718+7.2036e-05i,0.0002946+0.00026998i,0.00036387+0.0006857i,0.00040208+0.00038756i,5.3073e-05-0.00016901i,-6.4745e-05-0.00044417i,-0.0003692-0.00030228i,-0.00026199-0.00039103i
-0.00017942-0.0020625i,-0.00027759-0.0025578i,0.00073327-0.003742i,0.001265-0.0045802i,0.00044331-0.0049496i,0.00058557-0.0033149i,0.0013675-0.001297i,0.0025856-0.0018815i,0.0026124-0.0027552i,0.0012948-0.001813i,0.00073549-0.00040746i,0.00052894+0.00065239i,0.00024523+0.00071859i,-0.00039469+0.00024956i,-0.0008722-0.00033884i,-0.00036839-0.00058558i,0.00022903-0.00052374i,0.00051536-0.00037861i,0.0006003+4.0306e-05i,-0.00018611+0.00053502i,-0.00039539+0.00055366i,-0.00029508+6.3608e-05i,-0.00035055-0.00048463i
0.00045582+0.0003638i,0.0018512-0.00010575i,0.0025397-0.0020699i,0.0015992-0.0040834i,-0.00011546-0.0055866i,-0.0007652-0.0045927i,-6.1706e-05-0.0029742i,0.00050733-0.0024738i,0.00084188-0.0029039i,0.00057013-0.0020508i,4.56e-05-0.0004147i,0.00054639-0.00024856i,0.00037504-0.00052663i,0.00014348-0.00024565i,-0.00047963+7.5602e-06i,-0.00070878-0.0003243i,-0.00034465-0.00017935i,9.8224e-05-0.00017786i,0.00093804-0.00061944i,0.00069529-0.00042222i,0.00053326+0.00010722i,0.00048633+5.6636e-05i,-0.00052952-0.00026179i
-6.4682e-05+0.00084717i,-0.0005854-6.1734e-06i,0.00035718-0.0012338i,0.002026-0.0035358i,0.0020877-0.0047496i,-0.00031897-0.0030825i,-0.0010583-0.001675i,0.00046537-0.0018566i,0.0011677-0.0025482i,0.00088341-0.0019986i,0.00092472-0.00081033i,0.0010648-0.0004329i,0.00054292-0.00058958i,5.8045e-05-0.00026841i,-9.4577e-05-0.00010503i,-0.0003318-0.00063508i,-0.00035387-0.00071135i,0.00014072-0.00056933i,0.0005024-2.2929e-05i,0.00012121+0.00021342i,0.00025953+0.00031011i,0.00012299+0.00037631i,-5.1332e-05-0.00040023i
0.0016263-0.0013388i,0.0016934-0.0018287i,0.0019658-0.0015933i,0.0022-0.0023811i,0.0013178-0.0046749i,-0.00060546-0.0040521i,-0.0009867-0.0019505i,0.0010657-0.0021504i,0.0018852-0.002872i,0.00074831-0.0015134i,0.00022982-0.00017687i,0.00021517-5.2862e-05i,9.9733e-05-0.00011265i,0.00023051+0.00032795i,-0.00036261+0.00017062i,-0.00044657-0.00021613i,0.00035059+0.00092461i,0.00043409+0.001126i,0.00023993+6.2852e-05i,-7.2906e-05-0.00029652i,0.0002103-0.00021292i,0.00035521-1.5252e-05i,2.6763e-05+8.0985e-05i
