-0.0025092-0.00050919i,-0.0017004-0.0016578i,-0.0023876-0.0015611i,-0.0030476-0.00032485i,-0.0032185+0.0013985i,-0.0025277+0.0022034i,-0.001553+0.0018425i,-0.001175+0.0015279i,-0.00024308+0.00075128i,0.00084475+0.00018344i,0.0010552-0.00027184i,0.0010819-0.00047316i,0.00012962-2.1235e-05i,-0.00083505-0.0001922i,-0.00018456-0.00016541i,0.00051336+0.00085362i,0.00015708+0.00152i,-0.00072121+0.00099329i,-0.00067986+0.00014619i,0.00032491-0.00023566i,-4.2425e-06+0.00040452i,-0.00041013+0.001093i,-0.00013399+0.00093303i
0.039295+0.0076073i,0.038962+0.019698i,0.030173+0.018163i,0.017209+0.0067633i,0.0050023+0.0004545i,0.00056763+0.0019176i,0.00080061+0.0027767i,-0.00018292+0.0013741i,-0.0013883+1.3221e-06i,-0.0010355-0.0007229i,-0.00029169-0.0019531i,-3.9756e-05-0.0027501i,-0.00032751-0.0021309i,-0.00077663-0.0012811i,-0.00050244-0.00052796i,7.3618e-05-0.00044174i,0.00030094+7.314e-05i,0.00023087+0.00067912i,-0.00078132+0.00039727i,-0.0016084+0.00028401i,-0.0017084+0.0010103i,-0.0014021+0.0013794i,-0.00091475+0.0013067i
0.018111-0.036992i,0.030348-0.033437i,0.026898-0.026088i,0.012332-0.017857i,0.0024216-0.0080022i,0.0011779-0.0027708i,0.0012523-0.002334i,-0.00096338-0.0020814i,-0.0028024-0.00089235i,-0.0030362-0.00078913i,-0.0021833-0.0010894i,-0.001819-0.0011453i,-0.0011498-0.0011798i,-0.00025507-0.00057073i,-0.00034992-1.5773e-05i,-0.00034398-0.00057659i,-0.0010416-0.00085867i,-0.0019368-3.0909e-05i,-0.00099789+0.00092309i,0.00047219+0.0016178i,0.001417+0.0016236i,0.0011783+0.0011745i,0.00034304+0.0013526i
-0.033828-0.025791i,-0.025217-0.034886i,-0.016336-0.027099i,-0.0113-0.012518i,-0.0054698-0.0039098i,-0.0014628-0.0038518i,-0.0017794-0.0051381i,-0.0033557-0.0035909i,-0.0030215-3.6888e-05i,-0.0010365+0.0021421i,5.5644e-05+0.0024295i,-7.0492e-05+0.0020371i,-0.00027267+0.001041i,0.00020487+0.0010214i,0.00045141+0.0014705i,-0.00014961+0.00054179i,-0.00038359+0.00037244i,-9.8178e-05+0.0012948i,0.00010925+0.0014509i,0.0013183+0.00020199i,0.0020821-0.00036891i,0.0014699+0.00038872i,0.00047106+0.00028839i
-0.040213+0.026461i,-0.047466+0.018141i,-0.036352+0.012426i,-0.017982+0.0093476i,-0.0066354+0.0032509i,-0.00369-0.00099906i,-0.0038789-0.0011177i,-0.0030524-9.8556e-05i,-0.0013989+0.0010585i,0.00040231+0.0022182i,0.0014912+0.0023212i,0.0014891+0.0015332i,0.0013512+0.00068853i,0.0010051-0.00016207i,0.0003076-0.00049547i,0.00064618+0.00013651i,0.0015915+0.00065397i,0.0017221+0.00071194i,0.0010588-9.2085e-05i,-8.9056e-06-0.0011857i,-8.6863e-05-0.0016327i,2.0123e-05-0.00094065i,-0.0011648-0.00038864i
0.015545+0.045783i,0.0069768+0.050249i,0.0042554+0.038519i,0.0060611+0.01852i,0.0033785+0.0035653i,-0.0010105+0.00061471i,-0.0014503+0.0016254i,0.00017712+0.00091807i,0.001039+0.00052566i,0.0011195+0.00015862i,0.0013416-0.00058418i,0.0010519-0.00061598i,0.00026851-8.3268e-05i,0.00024696+0.00011292i,0.00070048-0.00056772i,0.00052862-0.00051311i,-0.0004702-0.00016985i,-0.00032155-0.00078937i,0.00012743-0.00092754i,-0.00064518-0.00023575i,-0.0017848+0.00050356i,-0.002234+0.001142i,-0.00069471+0.00071189i
0.048426-0.0028031i,0.05084+0.0077104i,0.038722+0.0064823i,0.01999-0.0027649i,0.0049355-0.0063375i,2.0218e-05-0.0019744i,0.0001301+0.000685i,1.6676e-05-0.00085986i,-0.00033176-0.0027326i,-7.2778e-05-0.0033797i,0.0002393-0.0026958i,0.00054122-0.0014409i,0.0010971+0.00047617i,0.00035867+0.00048774i,-0.00091741-0.00046959i,-0.0010389-0.00052374i,-0.00060028-0.00023714i,-0.00034471+0.00032724i,-0.00036098+0.0010214i,-0.00045314+0.0013811i,-0.00080157+0.001689i,-0.0013238+0.0019944i,-0.001246+0.0016552i
0.014354-0.04771i,0.024974-0.046722i,0.019624-0.036613i,0.0044884-0.023576i,-0.0041733-0.0094898i,-0.003444-0.0023454i,-0.00098448-0.002106i,-0.0010228-0.002393i,-0.0015255-0.0009829i,-0.00096153-0.00027217i,-0.0010016-0.001107i,-0.0013419-0.0011755i,-0.00033057-0.0016308i,0.00049849-0.0012134i,0.00016051+0.00044914i,-0.00044019+0.00021918i,-0.00095864+0.00020273i,-0.00091311+0.00024553i,0.00062945+0.00039663i,0.0024651+0.00022333i,0.0021944-0.0001207i,0.0014616+0.00035844i,0.00059832+0.001249i
-0.045059-0.029496i,-0.043152-0.038292i,-0.033039-0.029667i,-0.022413-0.012075i,-0.01178-0.00079616i,-0.0050257+0.00070087i,-0.0025698-0.00075312i,-0.0027699-0.00076749i,-0.0025222+0.0001012i,-0.0018731+0.00083742i,-0.0021002+0.00079719i,-0.0019398+5.6481e-05i,-0.0014793-0.00056483i,-0.001117-0.00037319i,-0.00085106+0.00044241i,-0.0010157+0.000968i,-0.0014409+0.0011357i,-0.0013494+0.0010733i,-0.000283+0.00026734i,0.00099067-0.0009237i,0.0012704-0.000664i,0.0007462+9.6489e-05i,-0.00010953-0.0003321i
-0.038954+0.036018i,-0.04603+0.031728i,-0.034235+0.022429i,-0.014936+0.013988i,-0.0035791+0.0062111i,-0.001786+0.0016619i,-0.0022144+0.00090698i,-0.0013407+0.0017433i,0.0001867+0.0024479i,0.00024863+0.0028587i,-0.0010384+0.0023717i,-0.0016432+0.0015401i,-0.0017827+0.0010956i,-0.0010311+0.00097362i,0.00016585+0.00034325i,0.00037798+0.00062948i,-0.00053336+0.0005071i,-0.00028703-0.00045613i,0.0008938-0.0007071i,0.00038549-0.00062806i,-0.00034713-0.00095507i,-0.00040004-0.0014937i,7.288e-05-0.00091838i
0.026122+0.049162i,0.021663+0.054125i,0.01675+0.038593i,0.014691+0.016317i,0.009389+0.0013688i,0.0027911-0.0025282i,-3.0829e-07-0.00081047i,-0.00058802+0.00066789i,0.00029529+0.00051899i,0.0017484-8.9129e-05i,0.0024544+0.00091196i,0.0014266+0.0016628i,-9.1158e-05+0.0015246i,-0.00013823+0.0017491i,-0.0005111+0.0014644i,-0.00099365+0.0013001i,0.00013589+0.0010978i,0.0014212+0.00024382i,0.00045234-0.00030299i,-0.00086751-6.6122e-05i,-0.0010388+0.00048188i,-0.00058279-0.00013984i,0.0001824-0.00057297i
0.055592-0.0082223i,0.061542-0.0026431i,0.04612-0.004583i,0.022555-0.011454i,0.0050501-0.011648i,-0.0011786-0.0065245i,-0.00047939-0.0029206i,-0.00026753-0.0014079i,-0.00058583-0.00084018i,0.00060696-0.00085032i,0.0025246-0.00083208i,0.0031136-0.0006645i,0.0028067-2.4196e-05i,0.002035-0.00015578i,0.0013428-0.00085966i,0.00048653-0.00029556i,-0.00026084+0.0003537i,-0.00021726-0.00068383i,0.00033704-0.00052121i,0.00045337+0.00080895i,0.00047179+0.001124i,-0.00019974+0.0012525i,-0.00029469+0.0010327i
0.0025259-0.057304i,0.010051-0.059807i,0.0061509-0.044956i,-0.0043912-0.026087i,-0.0088982-0.011443i,-0.0064975-0.004226i,-0.0024825-0.0025525i,-0.00089756-0.0019233i,-0.0013752-0.00039574i,-0.00078965-0.00034406i,-1.366e-05-0.0019957i,0.00083776-0.002582i,0.0022137-0.0020239i,0.0024911-0.0012392i,0.001254-0.00030458i,-0.00069071-0.00064758i,-0.0011105-0.0010878i,-0.0005869-0.00017059i,-2.471e-05+0.0012708i,0.00065397+0.001534i,0.0010509+0.0012175i,0.00072132+0.00088454i,-0.00011614+0.00051003i
-0.055972-0.016807i,-0.058467-0.022656i,-0.04363-0.014889i,-0.025385-0.0028695i,-0.011521+0.0031458i,-0.0040056+0.0029089i,-0.0027749+0.00093149i,-0.0036141-0.00099278i,-0.0035345-0.00073652i,-0.0025567-0.00068698i,-0.0014905-0.0021215i,-0.001114-0.0024071i,-0.0013504-0.0024404i,-0.0010332-0.001918i,-0.00010052+0.00015489i,0.0004284+0.0011749i,0.00036741+0.00050812i,0.00065659+0.00039549i,0.0013206+0.00084686i,0.0018755+0.00027895i,0.00095547-0.0002058i,-7.1497e-05-0.00018779i,-0.00058892+0.00047272i
-0.033175+0.050134i,-0.038169+0.051346i,-0.025146+0.039566i,-0.0068842+0.023676i,0.0025192+0.010013i,0.0031437+0.0023888i,3.111e-05+6.3601e-05i,-0.0024653+8.7588e-05i,-0.0028406+0.00090496i,-0.0027841+0.0010965i,-0.002571+0.0011377i,-0.0025601+0.0012727i,-0.0030117+0.0010762i,-0.0031547+0.0010199i,-0.0019085+0.00081059i,5.2007e-05+0.00032924i,0.00060576+0.00050066i,0.00034884+0.00045684i,0.00028715-0.00068158i,0.00030222-0.0007235i,-0.00041468-0.00079762i,-0.00075201-0.00091778i,-1.2414e-05-0.00058878i
0.034015+0.044549i,0.036202+0.051946i,0.028929+0.035885i,0.019146+0.013434i,0.01108+0.00050403i,0.0064404-0.002206i,0.0032154-0.0011966i,0.0004992+0.00037978i,-0.0013352+0.0017317i,-0.0021845+0.0023247i,-0.0014694+0.0025842i,-0.00014436+0.002695i,-0.00016866+0.0033651i,-0.00015344+0.0026648i,0.00012277+0.00097845i,-0.00011548+0.00072016i,0.00082653+0.00032079i,0.0014999-0.0011737i,0.00012107-0.0024404i,-0.0013721-0.0018182i,-0.0015995-0.00047009i,-0.00099352-7.1479e-05i,-0.00070279-9.1127e-05i
0.056217-0.024492i,0.063316-0.024402i,0.045506-0.022412i,0.019348-0.019954i,0.0029318-0.015352i,-0.0019944-0.010117i,-0.001916-0.0047155i,-0.0006966-0.00029113i,-0.00026277+0.0015669i,0.00068133+0.0016521i,0.0021492+0.0010705i,0.0033232+0.00075428i,0.0028446+0.001507i,0.0015287+0.001827i,0.000578+0.0013821i,0.00029662+0.00062519i,0.00080745-0.00019809i,0.00045846-0.001129i,-0.00044659-0.00074384i,-0.00032277+0.00080841i,-0.00030951+0.0015014i,-0.00015638+0.0014282i,0.00042505+0.0010388i
-0.0061945-0.060451i,-0.0065118-0.065982i,-0.0085922-0.050106i,-0.012042-0.027709i,-0.013334-0.011082i,-0.011642-0.0036452i,-0.0071786-0.0011519i,-0.0018964-0.00078873i,0.0013167-0.00067889i,0.0023147-0.0012733i,0.0016409-0.0031485i,0.0015858-0.0032536i,0.0016362-0.0029422i,0.001279-0.0027684i,0.0012304-0.0012515i,0.0010811-5.4626e-05i,6.3105e-05+0.00033153i,-0.00018572+0.0011741i,0.0003109+0.0018191i,0.00075532+0.0014123i,0.00079546+0.00071332i,0.00070059+0.00073793i,0.0009511+0.00058645i
-0.061249-0.009364i,-0.067381-0.010985i,-0.049731-0.0035298i,-0.026521+0.0042644i,-0.012341+0.0075098i,-0.0053817+0.0077039i,-0.0020889+0.0039235i,-0.0011277-0.00060228i,-0.00049829-0.0017705i,-0.00038414-0.0017126i,-0.0011485-0.0021699i,-0.001868-0.0025856i,-0.002073-0.002435i,-0.0017655-0.0013214i,-0.0010561-0.00018413i,-0.00062366-0.00023199i,-0.00010634-0.00091007i,0.00083137-0.0007851i,0.0019238-0.0005201i,0.0018588-0.00035356i,0.00079619-0.00013331i,0.00037761+0.00018561i,-0.00035165+0.00067698i
-0.02514+0.0607i,-0.02593+0.065625i,-0.013215+0.050735i,-0.00024262+0.028133i,0.0055832+0.012057i,0.0064337+0.0051612i,0.0037408+0.001013i,-0.0015938-0.0013971i,-0.0040493-0.0010692i,-0.0039307+3.0113e-05i,-0.0037042+0.00019977i,-0.0028077+8.0295e-05i,-0.0021559+0.0005494i,-0.0015935+0.00063956i,-0.0014445+0.00033776i,-0.0013232-0.00032229i,-0.00092869-8.2348e-05i,3.1703e-05-3.035e-05i,0.00060679-0.00072608i,0.00013121-0.00081856i,3.2548e-05-0.00043172i,5.1897e-05-0.0001102i,-0.00081197-7.9495e-05i
0.04855+0.039023i,0.054487+0.041192i,0.045035+0.023286i,0.026264+0.0039577i,0.01291-0.0057887i,0.0067581-0.0075079i,0.0021261-0.0050955i,-0.00071293-0.00047508i,-0.0021711+0.0024908i,-0.0021302+0.0025127i,-0.00027763+0.0024141i,0.00076035+0.002984i,0.00041976+0.0023975i,0.00015091+0.0012859i,-0.00027857+0.00063046i,-0.00051803+0.00064243i,-0.00011723+0.00076927i,-5.1792e-06+8.894e-05i,-0.0012103-0.000647i,-0.0018487-0.001251i,-0.0010363-0.00091811i,-0.00079661-0.00054284i,-0.00066064-0.00038569i
0.050057-0.039677i,0.052732-0.042532i,0.033366-0.037375i,0.0090167-0.027822i,-0.004831-0.018911i,-0.0081254-0.011819i,-0.0058348-0.0059796i,-0.0017083-0.00098454i,0.0014329+0.0017148i,0.0026499+0.0018116i,0.0022095+0.0014777i,0.0018254+0.0008076i,0.001971-0.00066283i,0.00084938-0.0012874i,0.00027779-0.0010752i,0.00081853-0.0010369i,0.0011776+0.00017995i,0.0010142+0.0013493i,0.00018042+0.0015961i,-0.00080327+0.0019235i,-0.0010089+0.0017289i,-0.00071121+0.0010439i,-0.00038313+0.00025199i
-0.018137-0.057538i,-0.02331-0.061333i,-0.024607-0.043167i,-0.020156-0.020551i,-0.015708-0.0063148i,-0.012522-4.2965e-05i,-0.0072326+0.0013098i,-0.0011548-0.00048806i,0.0024898-0.001514i,0.003108-0.00072891i,0.00228-0.00089651i,0.001769-0.0016643i,0.0010491-0.0013972i,-4.9934e-05-0.00088207i,-0.00028081-0.00041037i,-2.4719e-05-0.00061369i,8.4244e-05-0.00097428i,0.00070709+0.00012078i,0.0018767+0.001425i,0.0021171+0.002222i,0.0014192+0.0024221i,0.00047518+0.00217i,0.00015012+0.001244i
-0.05942+0.0027911i,-0.064232+0.0077251i,-0.047059+0.013644i,-0.023808+0.013383i,-0.0099332+0.010086i,-0.0037606+0.0083678i,-0.00062584+0.0059339i,-0.00062944+0.00046863i,-0.0015184-0.0031508i,-0.0011313-0.0036761i,-0.0008782-0.003313i,-0.0012051-0.0025112i,-0.00058658-0.0015187i,-0.00020115-0.0017853i,-0.00099925-0.0019267i,-0.00084018-0.00088985i,0.00016584-0.00011885i,0.00076164-0.00020885i,0.00099662-0.00052218i,0.0013772-0.00093456i,0.0015526-0.00095662i,0.00091427-0.00049631i,0.00013023-0.00064755i
-0.0091409+0.057255i,-0.0033703+0.060567i,0.0082331+0.044181i,0.011715+0.02105i,0.0099298+0.0072183i,0.0087345+0.0033612i,0.0054316+0.00026328i,-0.00045686-0.0014068i,-0.0043978-0.00082357i,-0.0047184-0.00054657i,-0.0031136-0.00054365i,-0.0018764-0.00064754i,-0.0017541-0.00063173i,-0.0014585-0.00050847i,-0.0011637-0.00024066i,-0.0013094+0.00053778i,-0.00073981+0.00058518i,-0.00079455-0.00066075i,-0.001262-0.0023828i,-0.0011218-0.0024948i,-0.0012148-0.0012291i,-0.0010388-0.001137i,-0.00075797-0.0008298i
0.048759+0.021425i,0.052559+0.018204i,0.041774+0.0011713i,0.022021-0.010191i,0.0072193-0.012157i,0.0030146-0.010448i,0.0015337-0.0067345i,-0.0013337-0.0016357i,-0.002569+0.00212i,-0.0023677+0.0030208i,-0.0017863+0.0020245i,-0.00013162+0.0018123i,1.3214e-05+0.0023073i,-0.0011872+0.0015795i,-0.00078255+0.0011729i,-5.2138e-05+0.0011636i,-0.00082785+0.0011812i,-0.0017435+0.00069887i,-0.0018864-0.00045999i,-0.0025898-0.00045948i,-0.0027929-0.00058907i,-0.0020141-0.00039307i,-0.0014438+0.00025276i
0.034229-0.041146i,0.029521-0.045795i,0.01084-0.040665i,-0.0043901-0.026059i,-0.0093269-0.014278i,-0.0086831-0.0091331i,-0.0063192-0.0041367i,-0.00189+0.00083887i,0.0019739+0.0030573i,0.0024414+0.0037778i,0.0008793+0.0032619i,-0.00011733+0.0020294i,0.00048488+0.0013851i,0.0012544+0.0014851i,0.000895+0.0012059i,0.00048106+0.000615i,0.00047279+0.000915i,-5.3414e-05+0.0013955i,-8.8783e-05+0.0016495i,0.00077388+0.0019199i,0.00074085+0.0017026i,0.00038074+0.0014577i,0.0012402+0.0010474i
-0.028447-0.044426i,-0.035699-0.040571i,-0.037744-0.020348i,-0.026037-0.0023791i,-0.014999+0.0050846i,-0.010787+0.0064258i,-0.006007+0.0046934i,-0.00048139+0.001103i,0.0023888-0.0013942i,0.0030984-0.0018439i,0.0024716-0.000824i,0.0017319+0.00042842i,0.0023354+0.00044994i,0.0024663+0.00019706i,0.0011562+0.00019079i,0.0010339-0.00056729i,0.0014003-0.00047118i,0.0012143+0.00069692i,0.0019688+0.0015525i,0.0025763+0.0013205i,0.001972+0.00089789i,0.0012087+0.00081256i,0.0008841+1.7802e-05i
-0.046192+0.016097i,-0.042278+0.024008i,-0.024604+0.030165i,-0.0073344+0.021393i,0.0001448+0.011229i,0.0019497+0.0084305i,0.0032835+0.0045621i,0.0014699-0.0018687i,-0.0009876-0.0047318i,-0.00077685-0.0041969i,0.00083164-0.0022999i,0.0022587-0.0015303i,0.0022149-0.0013047i,0.00040967-0.001156i,-0.00063524-0.00059662i,-0.00041108-0.00029769i,-9.885e-05-0.0008308i,0.00079011-0.001538i,0.0020308-0.002481i,0.0021368-0.0030092i,0.0018593-0.0024155i,0.0012193-0.0017466i,-5.0865e-06-0.0011335i
0.0031778+0.049296i,0.014437+0.045076i,0.02772+0.029396i,0.024868+0.0094855i,0.015913-0.0028326i,0.010726-0.0049301i,0.0057337-0.0047118i,-0.001353-0.0032986i,-0.004965-0.00077237i,-0.0035093-0.000444i,-0.0012116-0.0022633i,-0.00045549-0.0032775i,-0.00085978-0.0025448i,-0.0013486-0.0018381i,-0.0017749-0.00027601i,-0.0012574+0.0012512i,-0.00085182+0.00070474i,-0.00074899-0.00061714i,-0.0011241-0.0013478i,-0.0020815-0.0013193i,-0.0018862-0.00088334i,-0.00085991-8.3841e-05i,-0.00098038+0.00025961i
0.043502+0.007063i,0.040418-0.0032526i,0.029741-0.020523i,0.012282-0.024108i,0.0010609-0.018559i,0.00014847-0.013657i,-0.001097-0.0095465i,-0.0039935-0.002837i,-0.0043046+0.0024412i,-0.0033213+0.0024038i,-0.0031519+0.00041719i,-0.0027573-0.0001503i,-0.0019945+0.0016566i,-0.001808+0.0026576i,-0.0014957+0.0014897i,-0.000555+0.00063702i,-1.2285e-05+0.0013269i,0.00037734+0.00094784i,-2.1532e-05+0.00085168i,-0.0015442+0.0019561i,-0.002124+0.0020022i,-0.0019582+0.0016961i,-0.0017522+0.0020463i
0.017887-0.040515i,0.0044143-0.038778i,-0.014824-0.033637i,-0.02054-0.019002i,-0.017253-0.0078897i,-0.012767-0.0048124i,-0.0080566-0.0022226i,-0.002842+0.00090388i,-0.000217+0.002992i,-0.0003373+0.003949i,-0.0016327+0.0036693i,-0.0024871+0.0028236i,-0.0011148+0.0020769i,0.00022953+0.0011524i,0.00051119+0.00084494i,0.00050474+0.0010744i,0.00074406+0.00024249i,0.00076446+9.2171e-05i,0.00074892+0.0016672i,0.0017718+0.0032876i,0.0021249+0.0029765i,0.0011753+0.0021799i,0.00092435+0.0019547i
-0.031168-0.023823i,-0.032189-0.0098803i,-0.032649+0.0087829i,-0.020756+0.01523i,-0.010244+0.011913i,-0.0072018+0.0076951i,-0.0041008+0.0046172i,-0.00023997+0.00089267i,0.0023839-0.0013261i,0.0032918+2.3387e-05i,0.003275+0.0023311i,0.0034984+0.0026692i,0.0030623+0.0013182i,0.0023257-0.00045706i,0.0017871-0.00099949i,0.00082237-0.00045909i,-0.00013998-0.00048623i,2.6662e-05-0.00028568i,0.0019389-0.00018325i,0.004374-0.00064923i,0.0038058-0.00094781i,0.0022089-0.0011095i,0.0018591-0.0014536i
-0.029895+0.021889i,-0.013003+0.02554i,0.0061031+0.029737i,0.013983+0.018848i,0.010924+0.0080982i,0.0067629+0.0059885i,0.0042865+0.0037619i,0.00017979-0.00054907i,-0.0010829-0.0024215i,0.0012883-0.0021512i,0.0031998-0.002523i,0.0034378-0.0027729i,0.0023196-0.0033375i,0.00029742-0.0038187i,-0.00093341-0.0032527i,-0.00071678-0.0015545i,-0.00022865+0.00057821i,0.00022305-0.00014509i,0.00055462-0.0022595i,0.00077125-0.0034732i,0.000998-0.003516i,0.00058977-0.002914i,0.00026625-0.0018441i
0.011189+0.037894i,0.0212+0.021218i,0.032068+0.0044356i,0.025308-0.0079938i,0.014088-0.010243i,0.009547-0.0073057i,0.006777-0.0063157i,0.001103-0.0039786i,-0.0028908-0.00097996i,-0.0018856-0.0010127i,-0.0005422-0.003289i,-0.0013659-0.0039064i,-0.0020245-0.0019234i,-0.002127-0.00023248i,-0.0019519+0.00014741i,-0.001268+0.00082145i,8.0535e-05+0.0012667i,0.00041328+0.00018841i,-0.0010623-0.00079608i,-0.0034-0.00068886i,-0.0042315-7.3361e-05i,-0.0030788-6.3502e-05i,-0.0025789+0.00032607i
0.039133-0.00071673i,0.020551-0.014932i,0.0079753-0.031901i,-0.0018366-0.029707i,-0.0058725-0.020531i,-0.0036904-0.014915i,-0.0030748-0.0089305i,-0.0035891-0.0020634i,-0.0037751+0.0020746i,-0.0043928+0.0012408i,-0.0049878-0.00041242i,-0.0050558+5.2146e-06i,-0.0036389+0.0011838i,-0.0011097+0.0023081i,-0.00039502+0.0022741i,-6.0639e-05+0.0015574i,0.00056027+0.00062176i,0.00052553-6.4869e-05i,-0.00023983+0.00065977i,-0.0010533+0.0026878i,-0.0015249+0.0037208i,-0.0011036+0.0040338i,-0.00032361+0.0041268i
0.013051-0.035832i,-0.0066096-0.019091i,-0.025652-0.011885i,-0.02624-0.0057315i,-0.018582-0.002894i,-0.012872-0.0026774i,-0.0081644-0.0011106i,-0.0027827+0.00037453i,-0.00020443+0.0012861i,-0.0013126+0.0025249i,-0.0029602+0.0038399i,-0.0022601+0.0045833i,0.00026307+0.0041756i,0.0018583+0.0022992i,0.00203+0.0012318i,0.001905+0.00067877i,0.0016186+0.00054774i,0.0011522+0.00099472i,0.0020059+0.0021366i,0.0037352+0.0033439i,0.0043996+0.0030931i,0.0036316+0.0018829i,0.0027488+0.00099742i
-0.032807-0.026385i,-0.019758-0.00017843i,-0.01728+0.021125i,-0.010873+0.022744i,-0.0057109+0.015797i,-0.0040244+0.01042i,-0.00079841+0.0061303i,0.0014199+0.0011068i,0.0021057-0.0010079i,0.0023194+0.0013801i,0.0021561+0.003702i,0.0027531+0.0032866i,0.0031247+0.0015993i,0.0024889-0.00077302i,0.0019944-0.0026991i,0.00065933-0.0021278i,-0.00048882-0.00084112i,9.1679e-05-0.001001i,0.001616-0.0022873i,0.0032909-0.0027262i,0.0035213-0.0023563i,0.003029-0.002267i,0.0024606-0.0019739i
-0.037383+0.025161i,-0.0048736+0.018931i,0.019104+0.019898i,0.021317+0.012934i,0.013673+0.0055199i,0.0073726+0.0037947i,0.0039612+0.00097061i,-0.00038371-0.0022276i,-0.0022747-0.0029366i,0.00091166-0.0022758i,0.0039221-0.0018393i,0.0044626-0.0020873i,0.0026231-0.0026135i,-0.00025237-0.0025649i,-0.0022505-0.0017836i,-0.0023644-0.001088i,-0.0012302-0.00010937i,0.00044028-4.5742e-05i,0.00033738-0.0012549i,-0.0011681-0.0029226i,-0.0021297-0.0031211i,-0.0026174-0.0022774i,-0.002123-0.0013939i
0.011738+0.043751i,0.011104+0.0078703i,0.017831-0.016315i,0.013692-0.021308i,0.0061044-0.015132i,0.0034107-0.0086204i,0.0016138-0.0051818i,-0.0016652-0.0012685i,-0.0042638+0.0010399i,-0.003637-0.00087388i,-0.0014054-0.0040722i,-0.0012788-0.0045695i,-0.001948-0.002188i,-0.0025533+0.00031616i,-0.0025929+0.00050139i,-0.0012826+0.00064229i,-0.0006997+0.0011694i,-0.00036951+0.00020211i,-0.00092417-0.00015253i,-0.003537-8.7579e-05i,-0.0044964+0.00073891i,-0.0028955+0.0015457i,-0.0015694+0.0012775i
0.047079+0.0052359i,0.0090724-0.0041774i,-0.012498-0.02023i,-0.015702-0.020043i,-0.011899-0.013126i,-0.008297-0.0090292i,-0.005118-0.0037406i,-0.0021786+0.0012752i,-0.0016194+0.0036238i,-0.0020829+0.0030154i,-0.0028772+0.00017335i,-0.0038587-0.00025061i,-0.0030259+0.0017667i,-0.0016649+0.0035134i,-0.0011736+0.003486i,-0.00017971+0.001951i,0.00020862+0.00086345i,-4.6104e-05+0.00052072i,0.00032409+0.0015863i,0.00048033+0.0041252i,0.000781+0.0054887i,0.0013415+0.004409i,0.0014159+0.0031113i
0.029543-0.046295i,0.0087976-0.011048i,-0.012421+0.0071369i,-0.015571+0.0089878i,-0.010666+0.004616i,-0.0069004+0.0014471i,-0.0033172+8.2564e-05i,0.00076925-7.4483e-05i,0.0027752+0.0014913i,0.0023172+0.0029436i,0.00055673+0.0035081i,-0.00029386+0.0028343i,0.00071059+0.0020203i,0.0015547+0.00113i,0.001138+0.00084655i,0.00035008+0.0010095i,0.00031668+0.00010897i,0.0002845-0.0002427i,0.0011329+0.0010686i,0.0031487+0.0015393i,0.0047344+0.00095986i,0.0045337+0.00052116i,0.0029414+2.884e-05i
-0.036677-0.048936i,-0.0063893-0.019261i,0.0048493+0.0050789i,0.0041798+0.0086794i,0.0016731+0.0045169i,0.0011761+0.004598i,0.001059+0.0030132i,0.0005364-0.0016865i,0.0019278-0.0043592i,0.0033451-0.0030347i,0.0028121+0.00037438i,0.002932+0.0023116i,0.0026251+0.0015983i,0.0021535+4.0936e-06i,0.0021934-0.00059092i,0.0018631+0.00061349i,0.00078759+0.0015987i,0.00013632+0.000806i,0.00062368-0.00054167i,0.00096596-0.0023584i,0.00070551-0.0039789i,0.00055933-0.0048134i,0.00020344-0.0037003i
-0.066456+0.020095i,-0.026907-0.001593i,0.002485-0.0069509i,0.0079176-0.0059605i,0.0044411-0.0047665i,0.0035811-0.0036993i,0.0021595-0.004454i,-0.0029768-0.0050031i,-0.0064539-0.0041217i,-0.0043457-0.0031891i,-0.0011416-0.0023396i,0.00069602-0.0015831i,0.0007198-0.0014626i,-0.00036159-0.0019294i,-0.00090107-0.0018102i,1.3729e-05-0.00146i,0.0012367-0.00089215i,0.00058842-0.0010457i,-0.00070314-0.0019748i,-0.0019576-0.0026782i,-0.0030539-0.0031003i,-0.0029322-0.0025506i,-0.0019882-0.001768i
-0.0062585+0.076609i,-0.017223+0.033185i,-0.013886+0.0024188i,-0.0081788-0.0074615i,-0.0052205-0.0070525i,-0.0035859-0.0057514i,-0.0043061-0.0042418i,-0.0059179-0.0011356i,-0.0071791+0.0022983i,-0.0060936+0.0026643i,-0.0020973+0.00041156i,0.00016221-0.0015092i,-0.00078365-0.0014334i,-0.0020005-0.00029662i,-0.002223-0.00011346i,-0.0016837-0.00077139i,-0.0011656-0.002212i,-0.00068283-0.0028421i,-0.00091565-0.00090913i,-0.0021347+0.0020154i,-0.0028929+0.0043631i,-0.0022644+0.0050394i,-0.0013976+0.0034095i
