-0.0025092-0.00050919i,-0.0017004-0.0016578i,-0.0023876-0.0015611i,-0.0030476-0.00032485i,-0.0032185+0.0013985i,-0.0025277+0.0022034i,-0.001553+0.0018425i,-0.001175+0.0015279i,-0.00024308+0.00075128i,0.00084475+0.00018344i,0.0010552-0.00027184i,0.0010819-0.00047316i,0.00012962-2.1235e-05i,-0.00083505-0.0001922i,-0.00018456-0.00016541i,0.00051336+0.00085362i,0.00015708+0.00152i,-0.00072121+0.00099329i,-0.00067986+0.00014619i,0.00032491-0.00023566i,-4.2425e-06+0.00040452i,-0.00041013+0.001093i,-0.00013399+0.00093303i
0.0019972-0.0015913i,0.001036-0.0021235i,0.00043294-0.0030027i,-0.00054291-0.0035678i,-0.0022749-0.0022836i,-0.0021944-0.00046811i,-0.0010804+2.4174e-05i,-0.00094276+0.00010638i,-0.0015113+0.00042943i,-0.0012685+0.00018853i,-0.0010099+0.00027005i,-0.0013425+0.00064423i,-0.00077318+0.00053097i,-0.00024792-0.00038235i,0.00015578-0.00019505i,0.00087543+0.00076143i,0.00081811+0.00043448i,0.0001625-0.00038681i,-5.6505e-05-0.00063046i,0.00032893-0.00049278i,0.00076043-0.00055794i,0.00058112-0.00013317i,0.00065613-0.00033562i
0.0014067+0.0018491i,0.0012695+0.00071622i,0.0015777-0.00033927i,0.00054921-0.0013094i,-0.0012958-0.0012366i,-0.0021921-0.00025063i,-0.002011+0.00043788i,-0.001032+0.00070643i,5.7265e-05+0.0004879i,0.00083466+0.00051713i,0.00048067+0.00027155i,-0.00040413+0.00010767i,-0.0010631+0.00051573i,-0.0011902-2.6124e-05i,-0.0013649-0.00017332i,-0.00079454-0.00010769i,0.00049711+0.00046325i,0.0011088+0.0015884i,0.00034189+0.0013265i,0.00011296+0.0004214i,0.00069831+7.0678e-05i,0.00022706-0.00052498i,0.00010194-0.00017166i
0.0013676-0.00062861i,0.0013285-0.00084387i,-0.0014023-0.0017617i,-0.0035875-0.0016445i,-0.0036146-0.00031746i,-0.0028531-3.7033e-05i,-0.0025079-0.00091916i,-0.0022191-0.00064989i,-0.0010995+0.00033628i,0.00022288+0.00041272i,0.00060525+6.466e-06i,0.00045542-0.0003067i,0.00028202-0.00016372i,-9.5109e-05-9.6694e-05i,-0.0003183+7.6682e-05i,-0.00060518+0.00070235i,-0.00019151+0.00025502i,0.00083786-0.0006328i,0.00088811-0.00068839i,0.00061026-0.00026764i,1.4304e-05+0.0001031i,-0.00015378-0.0001189i,0.00022356-0.00071106i
-0.0018386-0.00023842i,-0.0011733-0.00012269i,-0.0015566-0.00086004i,-0.0024232-0.00066961i,-0.0022402+0.00053065i,-0.0018474+0.00071799i,-0.0017397+0.00063889i,-0.0021471+0.00059269i,-0.0010683+0.0012378i,5.6697e-05+0.00123i,0.00018746+0.00068668i,0.00070917+0.0002189i,0.00042364-0.00075564i,0.00022897-0.0010151i,0.00059537+2.999e-05i,0.00078874+0.00058165i,0.00016397+0.00010631i,-0.00063964-0.00047641i,-0.00012522-0.00093731i,0.00077932-0.00055924i,0.00055978-0.00012937i,8.0665e-05-0.00050089i,-0.00013102-0.00034751i
2.7038e-05+0.00028336i,0.00033568+0.00026268i,-3.3373e-05-0.00032728i,-0.0013479-0.0014231i,-0.0019274-0.0010631i,-0.0013461-0.00018847i,-0.001333-2.4904e-05i,-0.0014314-0.00033146i,-0.00028391-0.00042814i,0.00057466-0.00055i,0.00037128-0.00065805i,0.00032039-8.1389e-05i,0.00080066+0.00063956i,0.00058192+0.00040805i,-0.00089803+0.00046464i,-0.0020248+0.0011423i,-0.0013176+0.00071783i,-2.2169e-05+0.00026537i,0.0004785+0.00061972i,0.00044933+0.00113i,9.6822e-05+0.00074254i,-0.00071475+0.00040344i,-0.00094668+0.00037517i
0.0020281-0.00084892i,0.0015029-0.00079692i,-0.00016631-0.0015919i,-0.0016524-0.001921i,-0.0030428-0.0015867i,-0.0036615-0.0005662i,-0.0022465-0.00013655i,-0.00079617+0.00034359i,0.00015449+0.00053854i,0.00062431+0.0005262i,-0.00029826-0.00030431i,-0.0010012-0.00036177i,-0.00041083+0.00019165i,0.00016582-0.00034601i,0.0002912-0.00055208i,0.00010925-0.00030659i,0.00015284-0.00051276i,0.00083929+0.00036487i,0.00071294+0.0009668i,-0.00066403-0.0001889i,-0.0011453-0.0013219i,0.00022306-0.0014865i,0.00043512-0.00057493i
-0.00032404-0.0020134i,-0.00073391-0.00054629i,-0.0017562-0.000336i,-0.0031011-0.0010085i,-0.0030163-2.0841e-05i,-0.0016738+0.00064534i,-0.0010174+0.00037695i,-0.00083134+0.00037559i,-0.00034747+1.3548e-05i,-0.0003523+0.00045237i,-0.00092791+0.00099618i,-0.00070888+0.00018647i,-0.00041898+9.4227e-05i,-0.00062106+0.00072315i,-0.0002755+0.00063716i,-0.00050634+5.8506e-05i,-0.00089036-0.0010208i,-0.0002836-0.0014552i,-0.00061574-0.0011895i,-0.00061068-0.00068493i,9.6531e-05-0.00082374i,0.00050954-0.00045006i,0.00063259-0.00026409i
-0.0012798-0.0016885i,-0.0015817-0.00057694i,-0.0026088-0.00057221i,-0.0029234-0.00059665i,-0.0027396+0.00027963i,-0.0013914+0.00043938i,-0.00011767-1.0128e-05i,-0.00046451+0.00028465i,-0.00082916+0.00066562i,-0.0010217+0.00018368i,-0.0013278+0.00073583i,-0.0011044+0.0014294i,-0.00040385+0.00092723i,-0.00010368+0.00048691i,-4.3383e-05-0.00034553i,0.00031408+3.753e-05i,0.00061042+0.0010823i,0.0007533+0.00071227i,0.00076281-5.4822e-05i,0.0012718-0.00030779i,0.00056246-0.00030966i,-0.00068419-9.9446e-05i,-0.00086632+0.00027781i
0.00017212+5.777e-06i,0.0008671-0.00016784i,0.00044879-0.00075404i,-0.0012319-0.000184i,-0.0025983+7.4425e-05i,-0.002478-8.0207e-05i,-0.0014576+0.00018753i,-0.0013444+0.0008068i,-0.0016853+0.0011994i,-0.00027756+0.00083297i,0.0010451-7.1201e-05i,0.0008795+0.00021219i,0.00075517+0.00066603i,0.00033983-0.00046184i,0.00019029-0.00050483i,0.0002774+0.0004655i,-0.00061465+0.00013887i,-0.0012739-0.00029586i,-0.0013209+0.00042514i,-0.0010713+0.0012066i,-0.00065701+0.0018119i,-0.00053457+0.001626i,-2.3544e-05+0.001218i
0.00084737+0.00055431i,-5.3349e-05-0.00013653i,-0.00072735-0.0012119i,-0.0023816-0.0022378i,-0.0032525-0.0024546i,-0.0024657-0.00065302i,-0.0018219+0.0012317i,-0.0012866+0.00093977i,-9.4871e-05+9.477e-05i,0.00074357-0.00014827i,0.00071119+0.00022909i,0.00022315+0.00018989i,-0.00010707-0.00090083i,0.00028379-0.0013257i,0.00083666-0.0007553i,0.00057317-0.00040175i,-9.5366e-05-0.00078572i,-0.00029305-0.0010776i,0.00015594-0.00066894i,0.00051109-0.00055499i,0.00050371-0.0004287i,0.0004035-0.00026568i,0.00014786-0.00020086i
5.9091e-05+0.00079042i,0.0014086+0.00056478i,0.0013397+0.00064157i,-1.0041e-06+0.00066016i,-0.0018236+0.00050973i,-0.0014934-0.00036614i,-0.0009114-0.00038241i,-0.00097252+0.00051702i,-0.00052364+0.0014311i,-0.00034033+0.0013595i,6.2893e-05+0.00015118i,3.9432e-06-0.00021645i,-0.00051497-3.0433e-05i,-0.00073178-0.00052482i,-0.00059237-0.0002921i,-0.00059565+0.00012505i,0.00024966-0.00056951i,0.0010379-0.0011867i,0.0010955-0.00030874i,0.001073+0.00060516i,0.000755+0.0010447i,0.00017115+0.0014173i,3.6152e-05+0.0011543i
0.0017471+0.00072464i,0.0011619-0.0011204i,0.0002707-0.0018195i,-0.00072271-0.0018551i,-0.0018435-0.0010418i,-0.0018201-3.3453e-05i,-0.0010259+4.1178e-05i,-0.00046283+0.00051191i,-0.00016886+0.00069847i,-0.00048016+0.00034283i,-0.00054321-0.00029462i,-0.00043471+0.00015111i,-0.00040587+0.00065651i,-0.0005516+0.00043746i,-0.0010302-0.00027369i,-0.00081181-0.00058147i,-0.00055357-0.000554i,-0.00012679-0.00065143i,-0.00024172-0.00028081i,-0.00032452+0.00012273i,0.0003347-3.1908e-05i,0.00042681+0.0002261i,0.00050283+0.00029662i
0.0013436-0.00055512i,0.0018327-0.001037i,0.00084677-0.0020116i,-0.0011082-0.00208i,-0.0022258-0.0019225i,-0.0020564-0.0016473i,-0.0018516-0.00090144i,-0.0021387+0.00017829i,-0.0017576+0.00080405i,-0.00041586+0.00076498i,0.00047474+0.00026309i,0.00033816-3.4864e-05i,-0.0003646-0.00024249i,-0.00049696-0.00062194i,0.00022382+0.00010598i,0.00060238+0.00032727i,0.0007988-0.00014139i,0.0010366+3.618e-05i,0.00034667+0.00028182i,4.8384e-05+0.00048989i,0.00013726+0.00019822i,0.00029029-0.00027958i,0.00070488-0.00043468i
0.0019614+7.6672e-05i,0.0020041-2.9053e-05i,0.00077859-0.0003308i,-0.0014924-0.0012776i,-0.003158-0.0014987i,-0.0034371-0.00017729i,-0.002585+0.0009763i,-0.001999+0.00092963i,-0.0017363+0.0011641i,-0.00058925+0.0009272i,7.32e-05-0.00012089i,0.00020168-0.00022383i,-0.00010548+0.0002691i,4.3135e-05-6.9599e-05i,0.00022351-0.00025298i,0.00053945-0.0004118i,0.00038833+2.9502e-05i,-5.563e-05+0.00059927i,0.0004561+0.0010098i,0.00064651+0.0012364i,7.8347e-05+0.00075363i,0.00016582+0.00058323i,0.00027743+0.00045227i
6.2478e-05-0.00090291i,7.5528e-05-0.0023178i,-0.00045209-0.0041829i,-0.0016168-0.0039052i,-0.0025393-0.001821i,-0.0025451+0.00076809i,-0.0017847+0.00148i,-0.0011981+0.0010637i,8.6945e-05+0.0010187i,0.00061139+0.0013308i,1.9489e-06+0.001092i,0.00016496+7.4138e-05i,4.8511e-05-0.00036085i,-0.00010351+0.00024794i,4.9196e-05+0.00022505i,2.9811e-05+0.00014027i,0.00050997+0.00091939i,0.00040569+0.00047481i,-0.00050837-0.00044054i,-0.00041782-0.00065734i,0.00070017-0.00031891i,0.00088968+0.00081311i,0.00082047+0.00097635i
0.0013555+0.0022937i,0.0019986+0.0017867i,0.0024724+0.0010758i,0.0012667-0.00021605i,-0.00092569-0.0010259i,-0.0019113-0.0010402i,-0.0016869-0.00084221i,-0.0010056-6.278e-05i,-0.00041088+0.00083395i,0.00061939+0.00058987i,0.00082026+0.00017663i,-0.00048541+0.0004181i,-0.00071077-4.1124e-05i,-0.0001979+5.0517e-05i,-5.0176e-05+0.00040026i,0.00018371+0.00041982i,-0.00061281+0.00050626i,-0.0012049-0.00043683i,-0.00058096-0.00096011i,-0.00032084-0.00010675i,0.00015193+0.00039331i,0.00077873+0.00086344i,0.00032468+0.00071526i
0.0010127-0.00037651i,0.00048029-0.0020943i,0.0002823-0.0036333i,-0.00028637-0.0039738i,-0.00089368-0.0025809i,-0.0010928-0.00080643i,-0.00089987-0.00041754i,-0.00059968-0.00067491i,0.00039218-0.00087052i,-2.5574e-05-0.0010768i,-0.00038048-0.0012546i,0.00044677-0.00077864i,0.00012915+0.00010214i,-0.00071142+0.0006231i,-0.00043314+0.00065745i,-0.00038737-3.2307e-05i,-0.00064921-0.00081217i,-0.0004786-0.00088575i,0.0001522-0.00087346i,0.00051572-0.00069741i,0.0003206-0.00026637i,7.5905e-06-0.00054734i,-0.00048136-0.00066915i
0.001506-0.001454i,0.00088577-0.00065277i,0.0001937-0.0016042i,-0.00099497-0.0028757i,-0.0025502-0.0023336i,-0.0028089-0.0015467i,-0.0016525-0.0010925i,-0.00077985-0.00088273i,-0.00053912-0.00041336i,-0.00039651+0.00026443i,-0.00066667+0.00044714i,-0.0010032+0.00093462i,-0.00046207+0.0011854i,0.00023009+0.00091641i,5.3665e-05+0.00081559i,-0.00035916+0.00096488i,-6.3177e-05+0.000541i,0.00022392-0.00031214i,0.00085359-0.0006497i,0.001058-3.6838e-05i,0.00036047+0.00024335i,-0.00015961-0.0008493i,-0.000287-0.00076487i
-0.00029369+0.0015056i,0.0011751+0.00022085i,0.0010495-0.00031652i,0.00057407-0.00071525i,-0.00031554-0.0012146i,-0.0021619-0.0017585i,-0.0024472-0.001763i,-0.0022082-0.0010065i,-0.0017903-2.2175e-05i,-0.00044371-0.0001454i,0.00024268-0.00082926i,0.00098828+7.3351e-05i,0.001695+0.00092244i,0.0010601+0.00061293i,0.00058511+0.00036873i,0.00045538+0.0012119i,-0.00015999+0.0011529i,0.00028657+0.0008285i,0.00052413+0.0010073i,0.00045509+4.338e-05i,0.00080475-0.00043933i,-0.00026497+0.00024456i,-0.00054411+0.00063463i
0.00021795+0.0016059i,0.0010144+0.0019169i,0.0015057+0.0012802i,0.00056983-0.00016081i,-0.00070945-0.0004279i,-0.0014281-0.00010403i,-0.0011435-0.0001822i,-0.0014494+0.00091515i,-0.00094204+0.0014668i,8.2648e-05+0.00034141i,0.00060159-0.00070693i,0.00019866-0.00048071i,-0.00055404-0.0001892i,-0.00059721-0.0010788i,0.000213-0.0011028i,0.00037191+0.00012536i,-0.00044348+0.00054589i,-0.0005056+0.00017169i,-3.2233e-05+4.0929e-05i,1.3889e-05-0.00014695i,-0.0002313-0.00019425i,5.9233e-05+4.9284e-05i,0.00061183-3.5349e-06i
0.00031567-0.00049096i,0.000536-0.0010846i,0.00063294-0.0016104i,-0.00045022-0.0011891i,-0.0012373-0.00071936i,-0.0015788-0.00051842i,-0.0011538+0.00068778i,-0.00080378+0.00131i,-0.00052336+0.0017184i,9.3678e-05+0.0014992i,0.00054089+0.00031436i,0.00049008-0.00036642i,-1.3828e-05-0.00014123i,-0.00031593+0.0003365i,-0.00099587+0.00050362i,-0.00078819+0.00032847i,-0.00052998+0.00026215i,-0.00047166-0.00035118i,0.00071232-0.00023279i,0.00074922+0.00050038i,6.4872e-06-6.1221e-05i,-4.2583e-05-0.00067185i,0.00028664-0.00019746i
-0.0007721+0.00076523i,-0.00060947-0.00070722i,-0.00027014-0.0001637i,-0.00014292+0.00065027i,-0.00087834+8.2281e-05i,-0.0010462-0.00109i,-0.0007198-0.0014151i,-0.00039218-0.00048816i,-9.4613e-05-2.8782e-05i,0.0004079-0.0003389i,0.00098639-0.00041973i,0.00094568-0.00036032i,7.3038e-05-2.7216e-05i,-0.00094001+0.00012269i,-0.0010233-0.00011905i,-0.00012604+4.2216e-05i,0.00019095+0.00025744i,-0.00059282+0.00015277i,-0.00075188+0.00012297i,-0.00024707+0.00039408i,0.0004089+0.0003463i,0.001014+0.00045917i,0.0012674+0.00036723i
0.002457-0.0038049i,0.0024755-0.0041574i,0.0015017-0.0045614i,-0.00060948-0.0044087i,-0.0027618-0.0030758i,-0.0026067-0.0021143i,-0.00045869-0.0011573i,0.00080821+0.00021135i,0.00051713+3.821e-05i,-0.00061357-5.9067e-05i,-0.0012538+0.00097472i,-0.0011055+0.0010404i,-0.00065431+0.00050125i,0.00059243+0.001449i,0.00063128+0.0016509i,-0.00088735+0.00026094i,-0.00108-0.00013485i,-0.00015677-0.00018746i,0.00037852-0.00044855i,0.00031944-6.9157e-05i,-0.00012998+0.00040031i,-0.0010092-0.00055678i,-3.1681e-05-0.0016479i
0.0013741+0.0010984i,-0.00028747-0.00011516i,-0.00045815-0.00086115i,-0.001959-0.0011516i,-0.0029392-0.0013731i,-0.0025748-0.001018i,-0.0017847-0.00064899i,-0.0010505-0.00095041i,-0.00070708-0.00035702i,-0.00033455+6.1068e-05i,-0.00034649-0.00047716i,-0.00067412-0.00055911i,-0.00080967+0.00038943i,-0.00052398+0.00071266i,3.047e-05-4.906e-05i,0.00064509+0.00041183i,0.00085168+0.0011489i,0.00047339+0.00064861i,0.00013625-0.00019311i,-0.00040559-0.0012426i,-0.00076392-0.001071i,-0.00019228-0.00017726i,0.00049207+0.00053405i
0.0018913+0.00055161i,0.0011403-0.00021593i,0.00072246-0.0011215i,0.00014854-0.0012585i,-0.00048941-0.00081493i,-0.00098487-0.00087316i,-0.0015998-0.00045072i,-0.0010779+0.00070497i,-0.00038817+0.00072531i,0.00072284-0.00024027i,0.0013432-0.00033181i,0.00053934+5.0498e-05i,0.0004951+6.9726e-05i,0.00062807+6.1635e-05i,0.00040612-0.0001857i,0.00012041-0.0005419i,-0.00032669-0.00042913i,-0.00096166-8.3221e-05i,-0.00078791+0.00055567i,-0.00016955+0.00022238i,-0.00041779+0.0001991i,-0.00062776+0.00051749i,-0.00056741-0.00010023i
0.0012395-0.0019318i,0.00015244-0.0032155i,-0.00038409-0.0033856i,-0.00093623-0.0023266i,-0.0020418-0.0012151i,-0.0019732-3.0683e-05i,-0.00076883+0.00068766i,0.00025598+0.0012478i,0.00066013+0.0010792i,0.001005+0.0009478i,0.00080682+0.00089368i,0.00046895+0.0004843i,0.00030921-7.8038e-05i,-0.00039007-0.00015458i,-0.00046368+0.00057011i,-0.00015924+0.00068915i,0.00026492+0.00031326i,0.00042828+0.00014045i,0.00042713+4.5336e-05i,0.00060927-0.00013683i,0.00035802-0.00016398i,0.00051414-6.5543e-05i,0.00058295+0.00014888i
-0.00027637+0.00082626i,-0.00022026+0.0010072i,-0.0011718+0.00058994i,-0.0017397+0.00045402i,-0.0021693+0.00032815i,-0.0016752+0.00032161i,-0.00038483-2.4381e-05i,-0.00026315-0.0003068i,-0.00061308-0.00041795i,0.000156-0.00036054i,0.00014994+0.00025438i,-0.00011652+0.00038255i,0.00027897+0.00011878i,-3.3226e-05-0.00011981i,-0.00086499+0.00022113i,-0.00089827+0.00029274i,-0.00019215+0.00044563i,0.00011593+0.00053533i,-0.00070974+0.00012465i,-9.7073e-05+0.00024692i,0.0010254+0.00039206i,0.00063139-0.00069047i,0.0001739-0.0005094i
0.001939-7.9648e-05i,0.0013587-0.00052112i,0.0011917-0.0011795i,-0.00014928-0.0028241i,-0.0018189-0.0034646i,-0.0022001-0.0022056i,-0.001776+3.4833e-05i,-0.0013174+0.0013545i,-0.00049828+0.00091196i,0.00015321-0.00020218i,-0.00027496-0.0004361i,-0.00087777-2.3744e-07i,-0.00016438+0.00035449i,0.00028366+0.00075846i,0.00025132+0.00084203i,-4.7788e-05+0.00055997i,0.00015093+0.00082684i,-9.2843e-05+0.0011479i,-0.00019291+0.0008246i,0.00046586+0.0006967i,0.0014035+6.4097e-05i,0.0017346-0.00017446i,0.0020061+0.00018501i
-0.00024558+0.00060141i,-0.0011693+0.0014947i,-0.0015235+0.001469i,-0.0018232+0.00066812i,-0.0023718+0.00030986i,-0.0015741-4.5653e-05i,-0.00099812-0.00096293i,-0.0017488-0.0014316i,-0.0015664-0.00042622i,-0.00077246+9.7655e-05i,-9.4787e-05+0.00024714i,0.00035125+0.00020001i,0.00028015+0.00032128i,-0.00013676+0.00051487i,-0.00084688+0.00060058i,-0.00068236+0.00061572i,0.0003962+0.00027872i,0.00058759-5.3608e-05i,0.0002847-0.00046006i,0.00076725-0.00053747i,0.00095328-0.000553i,-0.00012168-0.00039293i,-0.00068655+0.00035588i
0.00047778-0.00078051i,0.00011424-0.0013729i,-0.0003879-0.0014734i,-0.0011909-0.0011987i,-0.0018737-0.00075192i,-0.0016338-0.00059481i,-0.0014647-0.00030091i,-0.0013185+0.00054114i,-0.0011583+0.00071547i,-0.00033647-0.00035519i,0.00029965-0.0015636i,0.00062479-0.00099196i,0.00076461-3.8489e-06i,0.00042083-2.4817e-05i,-0.00016066+0.0003461i,-0.000717+0.00027271i,-0.00085006-0.00064196i,-0.00033906-0.00037042i,2.7608e-05+0.00027735i,-0.00024679-0.00020678i,0.00012121+4.0913e-05i,0.00067129+0.00028522i,7.1863e-05-0.0001778i
0.001174+0.0028612i,0.0025174+0.0020625i,0.0027847+0.00068959i,0.0013246-0.0010557i,5.4657e-05-0.0017033i,-0.00096403-0.00095481i,-0.0010531-7.5132e-05i,-0.0011167+0.00063147i,-0.00063615+0.0012848i,0.00012095+0.00099162i,3.3894e-05+7.836e-05i,-0.00040829-0.00046047i,-0.00041709-0.00047719i,0.00049848-0.00071949i,0.00038259-0.00083156i,-0.00041751-0.00066514i,-9.1701e-05-0.00059993i,-3.2216e-05-0.00054336i,-0.00052867+0.00016974i,-0.00055243+0.00068404i,0.00015909+0.0010725i,0.00078464+0.00089095i,0.00087392-0.00015945i
0.00030698-0.0012248i,0.00048503-0.0012734i,-0.00046424-0.0010832i,-0.0017679-0.0019315i,-0.0018526-0.001878i,-0.0015912-0.00072504i,-0.0012649-0.00030926i,-0.00068882+0.00030062i,-0.00037624+0.0016294i,3.4635e-05+0.0012693i,0.0003372+9.2936e-05i,0.00064935-3.0149e-05i,0.00068148-3.9559e-05i,0.00026779-0.00027051i,0.00038053-0.00046315i,0.00063177-0.00034976i,-0.00026385-0.00060629i,-0.00060739-0.00065093i,7.8376e-05-0.00039802i,0.00028081-0.00047992i,0.00011685-0.00030169i,-0.00011556+0.00015072i,-0.00015828+0.00023799i
0.00082937+0.0021862i,0.0027185+0.0024246i,0.0025342+0.0016451i,0.00042676-1.2296e-05i,-0.00084062-0.0010866i,-0.0011099-0.0019846i,-0.00099383-0.0018441i,-0.001486-0.00083622i,-0.00087842-0.00031852i,0.00026224+0.00033093i,0.00048755+0.00019689i,0.00039181-0.00022404i,0.0002567-0.00016547i,0.00025762-0.00029653i,0.00018438-0.00070808i,-0.00026439-0.00055044i,-5.9879e-05+0.00043821i,0.00044984+0.0012975i,0.00076897+0.001066i,0.00078751+0.00018202i,-0.00021782-0.00044537i,-0.00074507-0.00080964i,-0.00014891-0.0004528i
-0.0004083+0.00040856i,-9.3333e-05-0.00039995i,0.00040375-0.00037197i,0.00043913-0.00045277i,-0.00019305-0.00088396i,-0.0010119-0.0013114i,-0.00075839-0.0012597i,-1.008e-05-0.00094394i,-0.0001762-0.00075499i,1.9441e-05-0.00074647i,0.00026743-0.00070436i,8.3913e-05-0.00052395i,0.00015527-0.00019377i,0.00038435+0.00028178i,0.00015561+0.00043116i,3.6882e-05+0.00018551i,0.00057543-0.0002496i,0.00021186-8.8346e-05i,-0.00067214+0.0003072i,-0.00036147+0.00024122i,0.00045483-0.00047i,0.00093724-0.00089381i,0.00069325-0.00046122i
0.00096341+0.00073837i,0.0018177+0.00057997i,0.0028504+0.00043729i,0.0012348-0.00010039i,-0.0012044-0.0010059i,-0.0016031-0.00095264i,-0.0014248-0.00044362i,-0.0012714+9.4705e-05i,-0.001024+0.00063883i,-0.00076468+0.00030038i,-0.00067432-0.00046054i,-0.00029669-0.00030961i,-5.8595e-08-0.00027253i,0.00015783-0.00018284i,0.00087755+0.00074575i,0.0013472+0.00019568i,0.0011492-0.001214i,0.00058322-0.001191i,0.00045015-0.000236i,0.00050962+0.00024135i,0.00037928-0.00034833i,0.00031278-0.0012145i,0.00040934-0.00089091i
0.00080912+0.00056856i,0.0013722-0.00011242i,0.0013336-0.00038476i,0.0010418-0.0011453i,-8.2728e-05-0.001383i,-0.0014359-0.00075112i,-0.0018892+0.00059608i,-0.0018008+0.001034i,-0.00083902+0.00098809i,0.00054301+0.0012836i,0.0010299+0.00039048i,0.0007584-0.00028955i,0.00037556-0.00025263i,0.00063103+0.00020941i,0.0004408+0.00064971i,6.0951e-05+0.0001903i,-2.2371e-05+1.9789e-05i,-0.0002613-0.00098706i,-0.00031863-0.0012112i,2.257e-05-0.00042535i,0.00044333-0.00064238i,0.0006105-0.00040899i,0.00055548+0.00015146i
-0.00079087+0.0016817i,5.9803e-05+0.0022895i,0.00093927+0.0017212i,0.00042588+0.0005923i,-0.00098424-0.00039932i,-0.00080238-0.00073243i,-0.00034395-0.00010688i,-0.00095114+0.00055094i,-0.0015638+0.00069623i,-0.00093668+0.00085202i,-0.00011652+0.00034961i,-0.00015271-0.00036131i,-0.0002544-0.00049741i,-0.00013022-0.00079209i,0.00040601-0.00079473i,0.00045282-0.0006486i,-0.00062322-0.00049878i,-0.00023927-0.00015673i,0.00061883+0.0010949i,0.00039258+0.002009i,0.00012845+0.0017138i,4.5443e-05+0.001231i,0.00064005+0.00095078i
-0.0013521+0.0016817i,-0.00068693+0.0019336i,-0.00051821+0.0011569i,-0.0008344-0.00031324i,0.00013998-0.0011447i,0.00097706-0.0010698i,0.00027684-0.0012768i,0.000336-0.0019065i,0.00026869-0.0017971i,3.713e-05-0.0017689i,-0.00025283-0.0017807i,-0.00060202-0.0017931i,-0.00016802-0.0015055i,0.00046135-0.00080073i,0.00094545-0.00088219i,0.00058028-0.00066777i,0.00055953-0.00017522i,0.0012842-0.00016277i,0.0017999+8.6062e-05i,0.0018256+0.00032654i,0.0012913+0.00081252i,0.00034076+0.00015907i,-0.00042919-0.00021135i
0.00022731+0.00031612i,0.00076154+0.000458i,8.4103e-05-0.00030753i,-0.0020697-0.0018233i,-0.0032162-0.0011852i,-0.0021316-4.4468e-05i,-8.4452e-05-0.00031037i,0.001009-0.00094348i,0.00068791-0.000898i,-9.2353e-05-0.00028947i,-0.0001427+0.00022729i,0.00064678+8.1659e-05i,-0.00015117+3.7595e-05i,-0.0007451+0.00059098i,-0.00021763+0.00059687i,-6.8159e-05+0.00040442i,0.0003034+0.0005871i,-8.4194e-05+0.00068991i,-0.00096769+4.2271e-05i,-0.00058573-0.00092078i,0.0001727-0.00099821i,0.00096563-0.00021678i,0.00052-8.762e-05i
0.00014297-0.00090125i,0.00057785-0.00087843i,0.00086503-0.00052834i,0.00038801+1.6981e-05i,-0.00049582-0.00024082i,-0.0013217-0.00042774i,-0.0013397-0.00062524i,-0.0014935-0.00077066i,-0.0010691-0.0003118i,0.00029431+0.00013903i,0.00083657-0.000278i,0.00099378-0.00051742i,0.00069132-0.00018056i,0.00055208+0.00038995i,0.0001275+0.00020763i,-0.00057713-0.00039707i,-0.00043684-0.000316i,0.000198-0.00039517i,0.00081238+0.0001571i,0.0010772+0.0010185i,0.00072125+0.00081064i,0.00061832+0.00022417i,-0.00021439+0.00026576i
0.0010411+0.0019471i,0.0014552+0.00074772i,0.0019283+0.00034446i,0.0010239-0.00087971i,0.00011056-0.0012786i,-0.0010779-0.00077673i,-0.0015511+0.00017981i,-0.001519+0.0013258i,-0.00041585+0.0015767i,0.00053041+0.0011451i,0.00042732+0.00077194i,0.00012408+0.00043987i,0.00082683+0.00073422i,0.00074806+0.0014134i,-0.00092573+0.001294i,-0.0011658+0.00068174i,-0.00019253+0.00014632i,8.9775e-05+0.00018163i,-0.00051307+0.00065164i,-0.00059684-2.2881e-06i,0.00035393+7.1352e-05i,0.00053326+0.00053919i,0.0002439+0.00010169i
0.00097849-0.0029746i,0.00085226-0.0033114i,-0.00033638-0.0035729i,-0.0016023-0.0030842i,-0.0024163-0.0013189i,-0.0022648+4.6491e-05i,-0.0018052+0.00054107i,-0.0012451+0.0012764i,-0.00015568+0.0018541i,0.00072036+0.0017068i,0.00063798+0.0013137i,0.00073609+0.00095046i,0.00055208+0.00083353i,0.00034079+0.00062594i,0.00053999+0.00037107i,3.7278e-05+0.00072091i,-0.00028742+0.0008984i,-6.6196e-05+0.00056901i,0.00029463+0.00013836i,0.00022089-7.4471e-05i,-0.00059589-0.00025035i,-0.00059037-0.00045607i,0.00037044+9.9606e-05i
0.0016625+0.0013764i,0.0021155+0.00018957i,0.0011233-0.00064824i,0.00068335-0.0018383i,-0.0002937-0.0017797i,-0.0014243-0.0013812i,-0.00070466-0.00098571i,-0.00048817+0.00057857i,-0.001082+0.0016213i,-0.00043622+0.00038314i,0.00085918-0.00097525i,0.00058513-0.00098993i,-0.000222-0.00050046i,-0.00040878-6.6692e-05i,-0.00035404+0.00017835i,-0.00039696+0.00043127i,-0.00073553+0.00038551i,-0.00038455+0.00023776i,0.00090071-9.4361e-06i,0.001105+0.00047209i,0.000818+0.0012387i,0.0013203+0.0010271i,0.0014238+0.0007831i
