-0.0036478-0.0012713i,-0.0039531-5.6001e-05i,-0.0035655+0.0017509i,-0.0018627+0.0026752i,-0.001018+0.002028i,-0.00058541+0.0013455i,-0.00011102+0.0013968i,0.00063143+0.0019748i,0.00092025+0.0022889i,0.00060003+0.0015628i,0.0012391+0.00068015i,0.0012814-0.00035366i,-2.0652e-05-0.0015405i,-0.00091188-0.0014074i,-0.0011081-0.00065487i,-0.0013667-0.00058357i,-0.0012612-0.00045569i,-0.00062975+3.1568e-05i,-2.1103e-05+1.0265e-05i,-7.1872e-05+6.8681e-05i,0.00073712+0.00012993i,0.0006112-8.5715e-05i,-0.00027863-0.00019455i
-0.0012651-0.0014914i,-0.003016-0.00098602i,-0.0043642-0.00056128i,-0.0035959+0.00096275i,-0.00055828+0.0016819i,0.0017627+0.00056363i,0.00059854-0.0022882i,-0.0011598-0.0047273i,-0.0012537-0.0041845i,-0.00072816-0.0016458i,-0.00095794-0.00044375i,-0.0021984-0.00071773i,-0.0024698-0.00057828i,-0.0013044+0.00075173i,-0.0014553+0.0019415i,-0.0014497+0.0015752i,-0.0003259+0.00027359i,-0.00056133-0.00077747i,-0.0005991-0.0013476i,0.00038317-0.0010745i,0.00055006-0.00072651i,0.0003614-0.0003846i,-0.00013336+0.00045187i
0.00047528+7.9461e-05i,0.0012578+0.00052366i,0.00090352+0.0015268i,7.2384e-05+0.00071861i,-0.00024038-0.0018817i,-0.00070151-0.0033274i,-0.002889-0.0025357i,-0.0044906-0.00058922i,-0.0030482-0.00059043i,-0.0013921-0.001515i,-0.0016275+8.7183e-05i,-0.0026822+0.0017095i,-0.00226+0.0013007i,-0.00012665+0.00084924i,0.0020717+0.0013024i,0.0027876+0.00068635i,0.0014043-0.00021998i,-0.00012908+0.00010864i,-8.6931e-05-0.00036869i,-7.9017e-05-0.00092988i,-3.5838e-05-0.00033924i,0.00039571+0.00082723i,-0.00011131+0.00083937i
4.9946e-05-0.0011433i,-0.0001989-0.00068315i,-0.0011088+6.7999e-05i,-0.003167+0.00076974i,-0.004116+0.0021069i,-0.0036776+0.0040803i,-0.0033051+0.0061467i,-0.0019557+0.0065769i,-0.00051433+0.003803i,-0.00062421+0.0013856i,-0.00038372+0.0021323i,0.0016129+0.0031122i,0.0021987+0.0020742i,0.0013778+0.00020123i,0.00097945-0.0010667i,0.00035263-0.0014303i,-0.0010995-0.0004115i,-0.002047+0.0012452i,-0.0019111+0.001608i,-0.00078152+0.0015477i,0.00013088+0.00079776i,0.00044298+0.00017913i,0.00039939+0.00022011i
-0.0018515-0.0020361i,-0.0024098-0.0023661i,-0.0045313-0.00086416i,-0.0047565+0.00092949i,-0.0032891+0.0029298i,-0.00037697+0.0040139i,0.0039423+0.0042883i,0.0061539+0.0035388i,0.0035378+0.00085212i,0.00029422+0.0004586i,0.00088121+0.00088424i,0.0033506-0.00074753i,0.0030394-0.0023481i,0.00050544-0.002352i,-0.00043396-0.0023881i,-0.00023164-0.0027555i,0.00064938-0.0020828i,0.00098582-0.0009758i,0.00056633+0.00017322i,0.0012054+0.00083573i,0.00197+0.00074866i,0.0016371-8.1484e-05i,0.00054611-0.00055804i
-0.00010331-0.00087332i,-0.0014533-0.0010253i,-0.0035539-0.0012527i,-0.00343+0.0016196i,-0.0012169+0.0054282i,0.0019171+0.0054798i,0.0047804+0.0019622i,0.0049906-0.0016148i,0.0027999-0.0022392i,0.0010576-0.00030037i,0.00093399-0.00074934i,0.0013764-0.0027504i,0.00071723-0.0030186i,-0.00022412-0.0011903i,-0.0011494+0.00086835i,-0.0021+0.0015124i,-0.0013645+0.0011142i,-0.00070067+0.00014326i,-5.2884e-05+0.00016657i,0.00051558+0.00058953i,-0.00022098+0.00072862i,-0.00036416+8.3005e-05i,-0.00038815+0.00035617i
-0.00076524+9.8196e-05i,-0.00068398+0.0015507i,-0.0017911+0.0026675i,-0.001709+0.0023724i,0.0016393+0.0013047i,0.0024956-0.0016776i,0.00021833-0.003931i,-0.0011067-0.0029016i,-0.00058699-0.0010942i,0.0004012-0.0004661i,-0.00064481-0.00074275i,-0.0032109-0.00086251i,-0.0040833-0.00093837i,-0.0021064-0.00078763i,0.00029777-7.9901e-06i,0.00079183+0.00017321i,-1.3376e-06-0.00078946i,-0.00029564-0.0017474i,-3.1263e-05-0.0016322i,-0.00032201-0.00080404i,-0.0012993-0.00052151i,-0.0011514-0.00040853i,8.778e-05+0.0010305i
-0.00090959+0.00026346i,-0.0018137+0.0013264i,-0.0010965+0.0019618i,0.00043056+0.001362i,0.002252-8.7797e-05i,0.0013568-0.0019809i,-0.0022634-0.0018826i,-0.0033152+0.00057393i,-0.0011704+0.00066717i,-0.0002527-0.0015765i,-0.0009269-0.0010444i,-0.0010807+0.0020576i,-0.00071375+0.0031793i,0.00065289+0.0015313i,0.0017987-0.0006374i,0.0015137-0.0019538i,0.0001512-0.0010865i,1.7951e-05+0.00027859i,0.00052575+0.00052736i,-3.8496e-05+0.00030912i,-0.00038271+0.00038955i,-0.0002208+0.00013067i,0.00033942+2.6249e-05i
0.0012129+0.00065236i,0.00027092+0.00026681i,-0.0012961-0.0011737i,-0.0036858-0.0012035i,-0.0054508-0.00053137i,-0.0051191+0.001322i,-0.002637+0.0046001i,-0.0010651+0.0051361i,-0.00061682+0.0025784i,-0.00098383+0.00012163i,-0.0002499+5.5088e-05i,0.0026122+0.0014149i,0.0024625+0.0013977i,-0.00051134-0.00033401i,-0.0018097-0.0013695i,-0.00069347-0.0012047i,0.00058021-0.0011363i,0.00017422-0.00086623i,-0.0010803-6.1062e-05i,-0.00072545+0.00098945i,7.404e-05+0.0011505i,0.00063117+0.0004244i,0.00037606-0.00034149i
0.0011276-0.0003816i,0.00013958-1.2896e-05i,-0.0011158-0.0010472i,-0.0012566+0.00048802i,-0.0016616+0.0027169i,-0.0011148+0.0024114i,0.0008912+0.002577i,0.0021068+0.0018443i,0.0011769+0.00027503i,-0.00056549+0.00049567i,0.00019917-0.00015324i,0.0028105-0.002534i,0.0041647-0.002812i,0.0025624-0.0011624i,-0.00072043-0.00019952i,-0.0026678-9.4558e-05i,-0.0025861-0.00046969i,-0.0017096-0.00065003i,-0.0010801-7.3594e-05i,-7.1555e-05-0.00045306i,0.00044949-0.00094674i,1.7654e-05-0.00069061i,-0.0003082-0.00018659i
0.00073581-0.00064705i,-0.001124-0.0011605i,-0.0032608-0.00076122i,-0.004095+0.0017472i,-0.0020093+0.004776i,0.0012731+0.005334i,0.0033276+0.0024386i,0.0039826-0.00030452i,0.0027562+0.00016818i,0.0012535+0.0010777i,0.00055265-0.00024461i,-0.00047222-0.0018288i,-0.0014295-0.0015527i,-0.0010975-0.0015408i,0.00026554-0.0007133i,0.00037492+0.00046275i,-0.00058572+0.00072728i,-0.00058946+0.00059238i,-1.1729e-05+0.00013321i,0.00014417+0.00030504i,-0.0003936+0.00017049i,-0.00014176+0.00032164i,0.0009314+0.0011091i
0.00072074+0.0009069i,0.00012017+0.0015753i,0.00013105+0.0010791i,0.0019749+0.0011329i,0.0040911+0.00039212i,0.0034795-0.0022184i,0.00092412-0.0030661i,-0.00074775-0.0021014i,0.00089889-0.0016046i,0.0020658-0.00094849i,0.00038673-0.00059781i,-0.0012613-0.00097728i,-0.00090272-0.00081525i,7.4815e-05-0.00097607i,0.00069156-0.0011921i,0.0010405-0.00027034i,0.0010083+9.5146e-05i,0.0010291-0.00050923i,0.00039122-0.00050726i,-0.00028669+0.0005734i,-9.5284e-05+0.00051652i,0.00061548+0.00038592i,0.0009241+0.00055214i
-0.00065238-4.0745e-05i,-0.00039656+0.00048523i,-0.00043964+0.0017094i,-5.186e-05+0.0011591i,0.00021596-0.00087575i,0.0012068-0.0025366i,0.00029759-0.0028773i,-0.00072215-0.0018865i,0.0008097-0.0017554i,0.0014376-0.002632i,0.00013037-0.0016292i,-0.001173+0.00098161i,-0.0021098+0.0017284i,-0.002405-0.00019081i,-0.0019124-0.0024947i,-0.0012014-0.0032335i,3.5267e-05-0.0026179i,0.0013848-0.002071i,0.001022-0.0016738i,5.5544e-05-0.0011317i,0.00063358-0.00075944i,0.0011233-0.00060949i,8.4167e-05-0.00069705i
0.00051626+0.00071952i,0.00045516+0.00025032i,-0.00014192-0.0012585i,-0.0025514-0.0013372i,-0.0054687+0.00036275i,-0.0062105+0.0019517i,-0.003829+0.0032125i,-0.0015251+0.0025485i,-0.0016299+0.00037284i,-0.0020604-0.001379i,-0.0007431-0.001156i,0.0016557-0.0008607i,0.0026109-0.00088702i,0.0011752-4.671e-05i,-0.0012455+0.00096234i,-0.0025016+0.00062028i,-0.0020108-0.00025638i,-0.0014041-0.0010472i,-0.0012559-0.00091656i,-0.00048583-0.00054013i,0.00028328-0.00014988i,-0.00046664+0.00013323i,-0.0010932-2.1689e-05i
-0.00079555-0.0016625i,-0.0021006-0.001302i,-0.0047356+0.0001346i,-0.0055463+0.0028757i,-0.0032006+0.0057178i,-0.00059173+0.0066072i,0.001222+0.0060905i,0.001287+0.004845i,-0.0010533+0.0027471i,-0.0030113+0.0020404i,-0.0021402+0.0015315i,-0.00042107-0.00018794i,0.00039976-0.00055255i,0.00052388+0.00019233i,0.00056771+0.00022209i,0.00033739+0.00089001i,-0.00039294+0.0015979i,-0.00074073+0.00034147i,-0.00089018-0.0012671i,-0.00049798-0.0014781i,0.00023688-0.00052543i,0.00082551+0.00072888i,0.0015474+0.00090974i
-0.00044759+0.0011114i,-0.0011024+0.00082843i,-0.002047+0.00078761i,-0.0014801+0.0016996i,0.00078235+0.0026236i,0.0027372+0.002736i,0.0039165+0.0011797i,0.0033269+0.00057375i,0.0021979+0.0027349i,0.0026402+0.0042638i,0.0027382+0.0025298i,0.00079793-0.00047354i,-0.00022705-0.0014135i,0.0007581-0.0011313i,0.0011196-0.00056018i,0.0010729+0.0002063i,0.0010927+7.3089e-05i,0.0015333+0.00019085i,0.00087272+0.0013862i,-4.9962e-05+0.0012216i,-0.00013602+0.00047534i,-8.0129e-05+0.00030893i,0.00084579+0.0003016i
8.6619e-05-0.00035688i,-1.2506e-05+0.00031886i,-0.00043825+0.0013481i,0.00026444+0.0027171i,0.0019727+0.0025985i,0.0030868+0.00049694i,0.0027912-0.0015856i,0.0028143-0.0015858i,0.0040086-0.001829i,0.0048499-0.0031005i,0.00423-0.0024768i,0.002147-0.00017125i,-0.0003278+0.0010611i,-0.0017338-0.00058947i,-0.0018002-0.0030257i,-0.00054429-0.0032512i,0.00088737-0.0021852i,0.0013027-0.0019745i,0.00074943-0.0014319i,-0.00017343-0.00020258i,-0.00025926-0.00054552i,-0.00029652-0.0015969i,0.00072509-0.0023554i
0.00046422+0.00041241i,0.00067301+0.0012081i,0.00032077+3.161e-05i,0.00026373-0.0025869i,0.00043399-0.003896i,-0.00023519-0.0045469i,-0.0026446-0.0034561i,-0.0035604-0.0026925i,-0.0011611-0.0038134i,0.00045596-0.0044671i,0.00041716-0.0029062i,0.00051757-0.00077584i,0.00034765-0.00087114i,-0.00029856-0.0012243i,-0.0011941+0.0001729i,-0.0018573+0.00093303i,-0.0016498-0.00022278i,-0.001016-0.00054227i,-0.00015516+0.0001588i,0.00043304+0.00028957i,0.00022841+7.0213e-05i,-0.00013323-0.00051483i,5.3364e-05-0.00068465i
-0.0013866-0.00029739i,-0.0017541-0.00045907i,-0.0030313+5.5405e-05i,-0.004991+0.0018211i,-0.0054423+0.0029721i,-0.0034807+0.0032354i,-0.0012331+0.0039641i,-0.00095778+0.00235i,-0.0029046-0.0012025i,-0.0043635-0.0020607i,-0.0030672-0.00076905i,-0.00036975+7.328e-05i,0.0005723+0.00090497i,8.0238e-05+0.0017081i,-0.00072548+0.0012326i,-0.00059461+9.85e-05i,-0.00035694-0.00032909i,-0.00086788-0.00030931i,-0.0013996-0.00054167i,-0.00066535-0.00071339i,0.00059077-0.00025414i,-6.8899e-06+0.00086488i,-0.00099667+0.0010457i
-0.0014181-0.0017544i,-0.0020623-0.0017446i,-0.0038819-0.001096i,-0.0051207+0.0023212i,-0.0040855+0.0049971i,-0.00094001+0.0048782i,0.0019379+0.0044069i,0.0016726+0.004898i,-0.00072384+0.0050758i,-0.0027333+0.0045079i,-0.0023335+0.0028954i,-0.0012755+0.00043372i,-0.0005749-0.0018311i,0.0010552-0.0026944i,0.0024173-0.0016599i,0.0026946+0.00025774i,0.0021177+0.0011597i,0.0017614+0.0013347i,0.0011066+0.0010297i,0.00031971+0.00021803i,0.00014424+7.7562e-05i,0.00053523+9.7878e-05i,0.0012339+0.00050992i
-6.9417e-05-7.9327e-07i,-0.0016563+2.5454e-05i,-0.0018236+0.0014284i,-0.00071115+0.0033895i,7.3194e-05+0.0049888i,0.001229+0.004604i,0.003316+0.0023977i,0.0048945+0.0015466i,0.0048232+0.0028782i,0.0039193+0.0037096i,0.0024497+0.0022449i,0.00033243+0.0016502i,-0.00066379+0.0016723i,-0.001129+0.00022845i,-0.0023691-0.0015621i,-0.0021594-0.0024443i,-0.00085956-0.0020234i,-0.00064392-0.0010939i,-0.00079533+1.0984e-05i,0.00047893+0.00081932i,0.0015774+0.00098405i,0.00096668+0.00012319i,0.00037411-0.0010783i
-0.0019543+0.00045196i,-0.0023434+0.0015064i,-0.0029924+0.0011601i,-0.001452+0.00090659i,0.0016742+0.0014164i,0.0030691+0.00081199i,0.0025174-0.0010132i,0.002466-0.0020796i,0.0035415-0.002164i,0.0041772-0.0022787i,0.0027171-0.0018217i,0.0013248-0.00056824i,0.0011262-0.0011974i,0.00058886-0.002558i,-0.00021411-0.0016189i,-0.00081168+0.0001465i,-0.0012258+0.00055236i,-0.0010205+0.00013169i,-0.00037019-0.00045162i,-0.00019282-9.0142e-05i,-0.00071599+0.00048611i,-0.0007602+4.0123e-05i,-0.00020881-0.0016289i
0.00068564-0.0011052i,-0.00019916-0.0024308i,-0.0012595-0.0025844i,-0.0012274-0.0015972i,0.00016449-0.001253i,0.00050088-0.0019227i,-0.00028379-0.0016795i,-0.00072778-0.002248i,-0.0010789-0.0053588i,-0.00071634-0.0069909i,0.00047048-0.0045011i,0.0017889-0.0014403i,0.0020625+0.00084729i,0.0008458+0.0026113i,-0.0012734+0.002987i,-0.0019281+0.0026876i,-0.0013676+0.0015271i,-0.0016522+0.00033717i,-0.0020841+0.00036331i,-0.00072935+0.00057755i,0.00051935+0.00036919i,-0.00017544+0.0007001i,-0.0011766+0.00096906i
0.0012306-0.00071298i,0.00037821-0.001337i,-0.0017902-0.0011252i,-0.0041154-0.0013685i,-0.0055615-0.0012609i,-0.0045498-3.5901e-05i,-0.0021818+0.0020216i,-0.0015159+0.0024555i,-0.0027518+8.4741e-05i,-0.0046492-0.00097751i,-0.0035784-0.00078555i,-0.001403-0.0017168i,-0.0012551-0.0025384i,9.4702e-05-0.0030805i,0.002751-0.0035137i,0.0045524-0.0034978i,0.0043701-0.0028658i,0.0024016-0.0021654i,0.00023652-0.0010957i,-0.00092359-0.00044911i,-0.00078821+0.00070196i,3.9837e-05+0.0013476i,0.00027201+0.001262i
0.0006889-0.00040672i,-0.00058806-0.0018211i,-0.0017694-0.0027115i,-0.0029375-0.0017379i,-0.0032676-0.00091418i,-0.002169+0.0007355i,-0.00037257+0.0026144i,-0.00012394+0.0029532i,-0.00061291+0.0039829i,-0.0011397+0.0044822i,-0.00091392+0.0022939i,-0.00027667-0.00037255i,-0.0005553-0.00095731i,-0.00015498+0.00028937i,-0.0001816+0.00078739i,-0.0016656-0.0015293i,-0.0021768-0.0028225i,-0.0011314-0.001302i,0.00038185+0.00048561i,0.0014575+0.0010258i,0.0010837+6.6842e-05i,0.0005114-0.00050522i,0.0012582+0.00037485i
0.00037334+0.0013683i,-0.0015417+0.00073765i,-0.0039366+0.00062372i,-0.004372+0.0030393i,-0.0026701+0.0057362i,-0.00085+0.0058935i,0.0012875+0.0042732i,0.0038074+0.0027893i,0.0047475+0.0025527i,0.0041112+0.0024245i,0.0010478+0.0018799i,-0.0021625+0.00087537i,-0.0035457-0.0015888i,-0.0038597-0.0038288i,-0.0032763-0.0037561i,-0.0030283-0.0028327i,-0.0031074-0.001891i,-0.0025565-0.0010709i,-0.0013365-0.00052212i,-0.0002575+9.6598e-05i,-6.5306e-05+0.00027919i,-0.00030975-0.00026158i,-0.00052509-0.0011384i
-0.00042832-0.00055096i,-0.0010879+0.00048078i,-0.0017075+0.00085615i,-0.0012459+0.0022145i,0.0014185+0.0027981i,0.0033138+0.001809i,0.0019697+0.00042387i,0.0011234-0.0012002i,0.0025713-0.0030746i,0.0035481-0.003147i,0.0025812-0.00085571i,0.0021302+0.0013372i,0.0025895+0.0019033i,0.0012599+0.0030924i,-0.00012257+0.0050598i,-9.4293e-05+0.0058027i,0.00026195+0.004683i,-0.00013499+0.0028462i,-0.0002443+0.0010355i,-6.2056e-05-0.00032592i,-0.00066646-0.0011029i,-0.00022068-0.00074258i,0.00058499-0.00075333i
0.0013385-0.00048552i,0.0013403+5.2471e-05i,0.00098268+0.00040724i,0.001101+0.00074373i,0.0027786+5.3982e-05i,0.0035868-0.00094959i,0.00077627-0.00088158i,-0.00098448-0.00084334i,-0.00039594-0.0029995i,-0.00024876-0.0040862i,0.00087847-0.0023966i,0.0022502-0.0011634i,0.00097926+1.8176e-05i,-0.00084097+3.8639e-05i,-0.00094229-0.00044289i,0.00052186-0.00091151i,0.0017921-0.0013453i,0.00076017-0.00091266i,-0.00023158-0.00011367i,-0.0005669+0.0017015i,-0.00012453+0.0028904i,0.00025468+0.0031607i,-0.00040507+0.0029084i
0.00073436-0.0025068i,-0.00020424-0.0025429i,-0.00052096-0.0038207i,-0.00058887-0.004466i,-0.0013682-0.0037907i,-0.0019255-0.0021208i,-0.00074579+0.0013263i,-0.00078291+0.0025783i,-0.0031134+0.0010266i,-0.0044213+0.00067399i,-0.0018787+3.0714e-05i,0.001761-0.0015586i,0.0032366-0.0021921i,0.0046834-0.0011252i,0.0061414+0.00061259i,0.0055675+2.4488e-05i,0.0033461-0.0018875i,0.0016343-0.0025688i,0.00099608-0.0017543i,-0.00035152-0.0012591i,-6.453e-05-0.0013202i,0.0012069-0.0018408i,0.0013327-0.0025684i
-0.0019793+0.00058025i,-0.003381+5.0712e-06i,-0.0056913-0.00071539i,-0.0065662+0.00032997i,-0.0053435+0.002401i,-0.0028879+0.0014208i,-0.00061326+0.00031459i,0.0010917+0.0016063i,0.00074481+0.0032542i,-0.00040234+0.0026717i,-0.0013828+0.00020264i,-0.0020228-0.0014389i,-0.0029488-0.0019807i,-0.0046141-0.0034875i,-0.0054859-0.0051451i,-0.0057348-0.005354i,-0.0053033-0.0037286i,-0.0037179-0.0020831i,-0.0011059-0.00043149i,0.0013369+0.00069996i,0.0017845+0.00089309i,0.00087607+0.00083813i,0.00087964+0.0010027i
-0.002273+0.001538i,-0.0040013+0.0031161i,-0.0063189+0.0041454i,-0.0065192+0.0051664i,-0.0044496+0.0073017i,-0.00077985+0.007464i,0.0015485+0.004543i,0.0016519+0.001631i,0.0016773+0.0012583i,0.0014231+0.0012144i,5.6441e-05+0.00077466i,-0.0011615+0.00017963i,-0.0010817-0.00012353i,-0.00040991-0.00017715i,0.00049674-0.00045233i,0.00044364+0.00084804i,6.627e-05+0.0023814i,-0.00015816+0.0016368i,-0.00077562-0.0001605i,-0.0020144-0.00070175i,-0.0029761-0.0014662i,-0.0022078-0.0022868i,-0.0012374-0.0019322i
-0.00033652-0.0018512i,-0.0010757-0.00025544i,-0.0028597+0.0041841i,-0.0015174+0.0086337i,0.0020021+0.010074i,0.0036455+0.0078628i,0.0015459+0.0039089i,-0.0004611+0.0013927i,0.00024086-1.5809e-06i,0.0010027-0.00024097i,0.00057629+0.0017059i,0.00014359+0.0033349i,-0.00074963+0.0037285i,-0.00314+0.0044345i,-0.004776+0.0041302i,-0.0033504+0.0033553i,-0.0016082+0.0025705i,-0.00031685+0.0020739i,0.0009072+0.0017696i,0.0019382+0.00066405i,0.0024577+0.00022521i,0.0015848+0.00076512i,-0.00012653+0.00144i
0.0013355-0.00034501i,0.0027076-0.0010495i,0.0052884+0.00097174i,0.0074239+0.002296i,0.0088081+0.0004962i,0.0081617-0.0015696i,0.0046452-0.0013822i,0.0018187+0.00021072i,0.00092675+0.00022277i,0.0004991-0.00079292i,0.0021708-0.00033899i,0.0042477-0.00041406i,0.0048246-0.0017613i,0.0060623-0.0013144i,0.0071179-0.00055148i,0.0059864-0.0015472i,0.0039716-0.0022948i,0.002277-0.0021701i,0.0012102-0.001249i,-0.00026866-0.00024621i,-0.00081415-0.00026661i,-0.00036998-0.00057515i,-0.00055323-0.00047132i
-0.0021068+5.1681e-05i,-0.0028059-0.0017444i,-0.0020606-0.0030513i,-0.00093934-0.0043422i,0.00012986-0.0051708i,-0.00027036-0.0047691i,-0.00050971-0.0026442i,0.0008478-0.0010887i,0.0007762-0.0013827i,0.00049731-0.0013542i,0.0011138-0.0019256i,0.0011276-0.0027296i,0.00031898-0.0017748i,-0.00050547-0.00062823i,-0.00026605-0.00056083i,-0.0005172-0.0012034i,-0.0011863-0.0013916i,-0.00032192-0.0010545i,0.0008168-0.0015528i,0.0012868-0.0021964i,0.0012643-0.0020406i,0.0013476-0.0018583i,0.0019459-0.0014721i
-0.00051057-0.0024093i,-0.0043253-0.0028513i,-0.0089361-0.0032463i,-0.010889-0.0025785i,-0.0095741-0.00042604i,-0.0056587+0.0014645i,-0.0014116+0.0017363i,0.0011311+0.00066132i,0.00075107-0.00034258i,-0.0011256-0.0010292i,-0.0020296-0.0024475i,-0.0015279-0.0038583i,-8.5132e-05-0.0056922i,0.00077051-0.0080659i,-0.00032569-0.0085388i,-0.001512-0.0066329i,-0.0023392-0.0043759i,-0.0036102-0.0028863i,-0.0034785-0.0014768i,-0.0021973+0.00036808i,-0.0013302+0.0014969i,-0.0015803+0.0015354i,-0.0016572+0.00089983i
-0.0011296-0.00045226i,-0.0029792+0.001371i,-0.0054228+0.0026368i,-0.0065747+0.0040092i,-0.0054741+0.006492i,-0.0029137+0.0070401i,-0.0011261+0.0053167i,-0.00094831+0.0026759i,-0.00012237+0.0011126i,-0.00013832+0.0011941i,-0.0016582+0.0018669i,-0.0030931+0.0024982i,-0.0036514+0.0035697i,-0.0050773+0.0047324i,-0.0054821+0.0047337i,-0.0033845+0.0037191i,-0.0013633+0.0025074i,0.00025302+0.0020761i,0.00078463+0.0016608i,0.00058263+0.0010097i,0.00071248+0.00032101i,0.0014273-0.00081853i,0.0015632-0.0016841i
-2.3563e-05+0.00054441i,0.0015416+0.0025255i,0.00051156+0.0063434i,-0.00030804+0.0088605i,0.0023185+0.0077959i,0.0042668+0.0059401i,0.0032316+0.0044384i,0.0018904+0.0030076i,0.0013588+0.001461i,0.0013594+0.00079866i,0.0013873+0.0018834i,0.00054851+0.0019916i,-0.00060428+0.00020905i,-0.00075383-0.001631i,-0.000278-0.0020335i,-0.00083798-0.0017438i,-0.0021591-0.0008754i,-0.0011722+0.0012245i,0.0011251+0.0020467i,0.0016104+0.00076361i,0.00071837-0.00023184i,0.00060711-9.3573e-05i,0.00038288+0.0011378i
0.00094698-0.00015075i,0.0022774-0.00083729i,0.0040707-0.00041355i,0.0060813+0.00017325i,0.0079393+0.00038904i,0.007353-0.0016026i,0.0043542-0.0019464i,0.0031093-7.5007e-06i,0.0025284-3.8131e-05i,0.0027273-0.00082516i,0.0043496-0.00017839i,0.004927+0.0016919i,0.0043795+0.0041183i,0.0044472+0.0060684i,0.0044251+0.0059738i,0.0035099+0.0037561i,0.0033159+0.0014079i,0.0032717-0.00046618i,0.0025741-0.0016876i,0.0014758-0.0030242i,-2.5854e-05-0.0035002i,-0.00080821-0.0026718i,-0.00033084-0.0020018i
-0.00058191-0.00098683i,-0.0016249-0.0032027i,-0.0024648-0.0053994i,-0.0026398-0.0062665i,-0.0030764-0.0056636i,-0.0020094-0.0041374i,-0.00030009-0.0027535i,0.00089022-0.0018042i,0.0012696-0.0020483i,0.00011263-0.0036137i,-0.00065677-0.0052799i,-0.00011875-0.0064604i,0.0002561-0.0071962i,-0.00012067-0.0079788i,-0.0013371-0.0074631i,-0.0020583-0.0045723i,-0.0019068-0.0021835i,-0.0020913-0.0022958i,-0.0022574-0.0013979i,-0.0020098+0.00032942i,-0.0011394+0.0013161i,0.00040087+0.0023683i,0.00088618+0.0023349i
-1.5616e-05-8.4051e-05i,-0.002967-0.001255i,-0.0056921-0.0038725i,-0.0064046-0.0035071i,-0.0068006-0.0003399i,-0.0061999+0.0022171i,-0.0038014+0.0031255i,-0.0022816+0.0024995i,-0.0014949+0.0012606i,-0.0016551-0.00010149i,-0.0021489-0.0015159i,-0.0015155-0.0016237i,2.269e-05-0.00031915i,0.001457+0.0005979i,0.002371+0.00020915i,0.0022942-0.0017144i,0.00085231-0.0027151i,-0.00092621-0.0020867i,-0.0020221-0.00071256i,-0.0014112+0.0002173i,-0.00040682+0.00085437i,-0.0005927+0.00077949i,-0.00026886-9.2187e-05i
-0.00051477+0.002726i,-0.00063941+0.0043981i,-0.0024902+0.0056895i,-0.0040115+0.0056186i,-0.0023939+0.004484i,0.00046947+0.0043902i,0.0018491+0.0045088i,0.0012374+0.003143i,0.00010285+0.0022485i,-0.00082442+0.0024505i,-0.0014072+0.0028528i,-0.0029621+0.0011309i,-0.0057225-0.0010724i,-0.0075541-0.0015852i,-0.0066696-0.00089562i,-0.0053185+0.00021204i,-0.0042923+0.0011047i,-0.0020823+0.002555i,0.00046749+0.0032722i,0.0016004+0.0026476i,0.0014088+0.0017142i,0.0011368+0.0010728i,0.0012537+6.0551e-05i
0.0012314-0.0022897i,0.0014255-0.00098519i,-0.00059615+0.001505i,-0.0027343+0.0035083i,-0.0013912+0.0039499i,0.00256+0.0030572i,0.0053276+0.0012974i,0.0050755+0.00017547i,0.0038606-0.00064256i,0.0029929+0.00026894i,0.0033676+0.0027142i,0.003976+0.003702i,0.0044675+0.0038602i,0.0062357+0.0035418i,0.0062812+0.0016352i,0.0032374-0.0004411i,0.0011066-0.0009984i,0.0012727-0.0010408i,0.0016175-0.0018825i,0.0012644-0.0023034i,0.00035722-0.001874i,-0.00085756-0.00086568i,-0.002242-0.00010569i
0.0016079-0.0031558i,0.0025292-0.0041775i,0.0040764-0.0023868i,0.0036204+0.0020579i,0.0019172+0.0041751i,0.0010908+0.0011282i,0.0009649-0.0025894i,0.0010046-0.0022451i,0.0018989-0.0012241i,0.003167-0.0023516i,0.0031978-0.0027767i,0.0023443-0.0015929i,0.0001501-0.00024902i,-0.001977-4.7793e-05i,-0.0021026+6.5355e-05i,-9.2e-05+0.0015553i,0.0025516+0.0022414i,0.0029964+0.0011443i,0.0018886+0.00019095i,0.00046722+0.00014905i,-3.6061e-05+0.00052959i,-3.2866e-05+0.00022934i,-0.00021072+0.0003738i
-0.0028039-9.8169e-08i,-0.0035052-0.0022345i,-0.0023613-0.0036757i,0.00022135-0.0030155i,0.001103-0.0022497i,-0.00026876-0.0022915i,-0.0025783-0.0017417i,-0.0028047-0.0017867i,-0.0013587-0.0026778i,-0.0006141-0.0041886i,-0.0002105-0.0050041i,0.0016764-0.0047953i,0.0053056-0.0049895i,0.0064837-0.0050579i,0.0039148-0.0050965i,0.0011647-0.0051197i,-0.0014924-0.0045864i,-0.0040591-0.0036041i,-0.0048299-0.0021209i,-0.0032449-0.00049904i,-0.0012696+0.00066266i,-0.00092303+0.0011769i,-0.0010103+0.0011003i
