-0.0036478-0.0012713i,-0.0039531-5.6001e-05i,-0.0035655+0.0017509i,-0.0018627+0.0026752i,-0.001018+0.002028i,-0.00058541+0.0013455i,-0.00011102+0.0013968i,0.00063143+0.0019748i,0.00092025+0.0022889i,0.00060003+0.0015628i,0.0012391+0.00068015i,0.0012814-0.00035366i,-2.0652e-05-0.0015405i,-0.00091188-0.0014074i,-0.0011081-0.00065487i,-0.0013667-0.00058357i,-0.0012612-0.00045569i,-0.00062975+3.1568e-05i,-2.1103e-05+1.0265e-05i,-7.1872e-05+6.8681e-05i,0.00073712+0.00012993i,0.0006112-8.5715e-05i,-0.00027863-0.00019455i
-0.0017293-0.00015669i,-0.0050898-8.6832e-05i,-0.0079269-0.0014276i,-0.005496-0.0011629i,-0.0018846+0.001823i,-2.0813e-05+0.0042716i,0.00014978+0.0061341i,-0.00022679+0.0074009i,-0.0014218+0.004452i,-0.0036244+0.00076643i,-0.0048474-3.4958e-05i,-0.0047394-0.00049886i,-0.0047432-0.0006633i,-0.0063196+0.00061803i,-0.0054776+0.002071i,-0.0018312+0.0023549i,-0.0010497+0.00068864i,-0.0014833+0.00041695i,-0.000195+0.0019458i,0.0021743+0.0018199i,0.0028545+0.00044537i,0.0021275-0.0011344i,0.0017683-0.0015267i
-0.00062924+0.0027398i,-0.0020683+0.0054415i,-0.0061832+0.0060633i,-0.0077781+0.0025834i,-0.0058067+0.00065925i,-0.0013071+0.0011164i,0.002559+0.0025675i,0.003593+0.0027183i,0.0027409+0.003048i,0.00059694+0.0044573i,-0.00073279+0.0044183i,-0.00049295+0.0023911i,-0.00030295-0.00076869i,6.5696e-05-0.0032594i,-0.00090128-0.003562i,-0.0031041-0.0028261i,-0.0034281-0.0007689i,-0.00099517+0.0013966i,0.00013653+0.0014743i,-0.00068478+0.00088769i,0.00020962+0.00019119i,0.0019342-0.00086385i,0.0022099-0.0010921i
-0.00048564-0.00083318i,0.0012062+0.0011916i,0.00086481+0.0053996i,-0.0021964+0.0074997i,-0.0028624+0.0054605i,0.00097804+0.0028271i,0.0044906-0.0013555i,0.0054445-0.0039489i,0.0048511-0.0024614i,0.0038889+0.00021487i,0.0038324+0.0022994i,0.0029196+0.0037178i,0.00021465+0.0051721i,-0.0011828+0.005813i,-4.8354e-06+0.0052108i,0.0028054+0.00373i,0.0045497+0.0015575i,0.0039861-0.00044731i,0.0027302-0.00098563i,0.0017632-0.00094441i,0.00045233-0.0010569i,-0.00089215-0.00019622i,-0.0019414+0.00061878i
-1.228e-05-0.00057288i,0.0014402-0.0018207i,0.0021763-6.1205e-05i,0.0018771+0.0051976i,0.0012547+0.0082004i,0.00060513+0.0049018i,-0.001007-0.00070085i,-0.0014955-0.0040544i,-0.00014206-0.0040191i,0.0013807-0.0032907i,0.003013-0.002914i,0.0047828-0.0022753i,0.0063404-0.0021593i,0.0047652-0.0031415i,-0.00014801-0.0036392i,-0.003852-0.0026195i,-0.0043098-0.0010119i,-0.0035377-0.00058878i,-0.0024839-0.00060197i,-0.0018485-0.00020299i,-0.0016263+8.7859e-05i,-0.0013371+0.00073551i,-0.00076159+0.0010533i
-0.0024528-0.0019595i,-0.003958-0.005401i,-0.0021798-0.0085478i,0.0026607-0.0057242i,0.0045616-0.0013034i,0.0026467+0.0012429i,-0.001861+0.0019023i,-0.0048552+0.0017586i,-0.0042814+0.0007748i,-0.0030826-0.0011187i,-0.0028-0.0019559i,-0.0018771-0.0018386i,-4.6381e-05-0.0011641i,0.0011476-0.00011315i,0.0025753-0.00040194i,0.0036571-0.0016604i,0.0019628-0.0027361i,0.00034989-0.0020342i,0.00058148-0.00086347i,0.00081778-0.00046966i,0.00094188+0.00026669i,0.0016601+0.0011255i,0.0022422+0.0016396i
-0.0014523+0.0011622i,-0.0060284+0.0021997i,-0.011687-2.4238e-05i,-0.009293-0.0043563i,-0.0026447-0.0038441i,0.00039814-0.00079815i,0.0015801+0.0035516i,0.0024506+0.0066487i,0.0016746+0.005482i,-0.00097915+0.002702i,-0.0025572-0.00022088i,-0.0021063-0.0029825i,-0.0024987-0.0059723i,-0.003136-0.0068418i,-0.0031343-0.0047862i,-0.0034161-0.0014705i,-0.0035069+0.00045308i,-0.0019642+0.0011182i,-0.0003669+0.001413i,-1.2007e-05+0.0014219i,0.0012745+0.00091153i,0.0030341+8.0388e-05i,0.0024489-0.00078129i
0.00080527+0.00024794i,3.4551e-05+0.002462i,-0.0040302+0.004455i,-0.0095828+0.0038193i,-0.0092703+0.0004413i,-0.0034929-3.1283e-05i,0.0035489+0.0017635i,0.0072729+0.0022304i,0.0054241+0.0020193i,0.0022966+0.0023364i,0.00077691+0.0032804i,-0.00073535+0.003241i,-0.0028553+0.0036907i,-0.002661+0.0033741i,7.7585e-05+0.0015385i,0.0019292-0.00099427i,0.0015017-0.002423i,8.2132e-05-0.0017586i,-0.00021201-0.00060098i,0.00085505-0.00055043i,0.0010097-0.00085358i,0.00023772-0.00054664i,0.00019331-0.0012172i
0.0030682+0.0012028i,0.0063366+0.0038538i,0.005851+0.0079346i,-0.00015797+0.011597i,-0.0048975+0.011358i,-0.0045154+0.0066649i,-0.0001979+8.632e-05i,0.003716-0.0044156i,0.0043702-0.0044838i,0.0035182-0.002291i,0.0024934-0.00020185i,0.0014996+0.0010376i,0.00056283+0.0020448i,-0.00084718+0.0019843i,-0.0024604+0.0020804i,-0.0022536+0.0035194i,-0.00080025+0.0029767i,-0.00046767+0.0010855i,-0.00071064+0.00074321i,-0.00058385+0.00024604i,-0.0014318-0.0011014i,-0.0022961-0.0014379i,-0.0029988-0.0013832i
-0.0010838-0.0049169i,0.0016424-0.0089077i,0.0058336-0.0093482i,0.0082646-0.0010556i,0.0062839+0.0059225i,0.0038676+0.0040507i,-0.00032759-5.7398e-05i,-0.0039654-0.002875i,-0.0029573-0.0036211i,-0.00049418-0.0026788i,0.0014478-0.0015104i,0.0032208+0.00010279i,0.0052699+0.0022217i,0.0060602+0.0022923i,0.0041351-0.00082394i,0.001512-0.0033266i,-0.00019092-0.0030266i,-0.00038233-0.0013959i,-0.0003651-0.00050699i,-0.00087327-0.00062141i,-0.00037143+0.00042277i,0.00075216+0.0022372i,0.0012948+0.002862i
-0.0016164-0.00073975i,-0.0054658-0.0037808i,-0.0073283-0.0088665i,-0.0024669-0.011778i,0.0036776-0.0080794i,0.0048781-0.0013953i,0.0023859+0.0029697i,-0.0015145+0.003867i,-0.0023486+0.0019566i,-0.0020696-0.0009444i,-0.0019143-0.0024853i,5.5913e-05-0.0039189i,0.00096425-0.0065192i,-3.7203e-05-0.0063166i,-0.00010324-0.0014716i,0.0011451+0.0027522i,0.0019679+0.0030473i,0.0016339+0.0014201i,0.00038936+0.00109i,-0.00089073+0.0020928i,-0.00080139+0.0019584i,0.00049299+0.0013824i,0.0011423+0.0012175i
-0.0021581+0.00068678i,-0.0073953+0.00136i,-0.013316-0.00047134i,-0.014659-0.0054479i,-0.010874-0.0074498i,-0.0064774-0.0060329i,-0.0018124-0.00048232i,0.0023904+0.0042601i,0.0028472+0.0041192i,0.00024305+0.0026681i,-0.001274+0.0025092i,-0.0012171+0.001398i,-0.00098978-0.00094781i,-0.0002779-0.0016035i,-0.00031688-0.0021737i,-0.0019658-0.0034333i,-0.0022051-0.0030772i,-0.00054363-0.0024465i,0.00085035-0.0017332i,0.00185-0.0010269i,0.0027048-0.00096756i,0.0033588-0.001694i,0.0035361-0.0024547i
0.0019151+0.0055425i,0.0036339+0.011954i,-0.00070077+0.01891i,-0.0080178+0.018099i,-0.0085196+0.010252i,-0.0049246+0.0045117i,-0.00086396+0.0010206i,0.0040298-0.00052211i,0.0044955-0.00035873i,0.0014818+0.00020418i,0.0006862+0.00077857i,-0.00041602-0.00049984i,-0.0040258-0.001052i,-0.0058278+0.0001682i,-0.0038606+0.0010501i,-0.00064385+0.0017837i,0.00054988+0.00057504i,-0.00068834-0.00041439i,-0.0016191+0.00026249i,-0.00062407+0.00018289i,-0.00079078-0.00061055i,-0.0022652-0.0014087i,-0.0027702-0.0015559i
-0.00032675-0.0025769i,0.0031825-0.0032384i,0.0089775-0.0012325i,0.0085269+0.0077303i,0.0012198+0.015499i,-0.0011661+0.013601i,-0.00028747+0.0061324i,-0.00035765-0.00017954i,0.0010651-0.0022483i,0.0015759-0.0011006i,0.00077553-0.00018664i,0.0010939+0.0018969i,0.0036558+0.0043549i,0.005014+0.0037907i,0.00017528+0.00093576i,-0.0052006-0.00087693i,-0.0044812+0.00024378i,-0.0016253+0.0015649i,-5.9099e-05+0.00037121i,-0.00058934-0.0016814i,-0.0014921-0.0016872i,-0.0019314+6.2798e-05i,-0.0017981+0.00090987i
0.0016575-0.0052925i,0.0049761-0.0094732i,0.0080563-0.01043i,0.010968-0.0062173i,0.014587-0.00096947i,0.014687+0.0019726i,0.007734+0.0027943i,0.0014701+0.0012333i,-0.00067249-0.00082596i,-0.0013105-0.0013677i,-0.00070664-0.00072362i,0.00084201-0.0007818i,0.001331-0.0014744i,0.001006-0.0013409i,0.0020056+0.00017192i,0.004347+0.00019156i,0.0038678-3.8547e-05i,0.0020062+0.0018788i,0.00063958+0.0036767i,-0.00038985+0.0045084i,-0.00039683+0.0053488i,-5.8467e-05+0.0054214i,0.00075888+0.0050849i
-0.007649-0.0013652i,-0.014476-0.0069539i,-0.017974-0.017118i,-0.010346-0.02194i,-0.00045692-0.016284i,0.0039129-0.010012i,0.0055539-0.0035103i,0.0039214+0.0023144i,0.0010838+0.0021334i,-0.00074603+0.00031905i,-0.00012671-0.00010994i,0.0025168-0.0018161i,0.004908-0.0044645i,0.0041302-0.0056162i,0.00079542-0.0043991i,-0.0017325-0.0021121i,-0.00063531-0.001676i,0.0015143-0.0033779i,0.0018696-0.003901i,0.0019814-0.0020895i,0.0027022-0.00065058i,0.0029544-0.0011755i,0.0019322-0.0018697i
0.0018279+0.0048777i,-0.0016476+0.010506i,-0.011475+0.014604i,-0.022642+0.010022i,-0.023379-0.0013984i,-0.015211-0.0075716i,-0.0071663-0.0056621i,0.00031599-0.001436i,0.0025807+0.00018883i,0.00079201+0.0003277i,-0.0004074+0.0011507i,-0.0023783-0.00036159i,-0.0052865-0.0015863i,-0.0058666-0.00035509i,-0.0026236-0.0011414i,0.00044833-0.0042836i,0.00038173-0.005333i,-0.0010558-0.0035605i,0.00022684-0.0021031i,0.0022627-0.002535i,0.0022483-0.0020832i,0.0019648-0.00081442i,0.0024096-0.00034377i
-0.0016812+0.0029862i,-0.0028852+0.0075153i,-0.0050779+0.013194i,-0.0059325+0.018116i,-0.0069876+0.020576i,-0.0084183+0.017135i,-0.0057744+0.0087086i,-0.0019762+0.0020865i,3.9288e-05+0.00014921i,0.00054029+0.00015851i,0.00085027-2.7379e-05i,0.00053461-0.00064417i,-0.00033256-0.00040485i,-0.0011565+0.00036433i,-0.0025527+0.00049064i,-0.0042495+0.0015594i,-0.0047561+0.0015759i,-0.0043027-0.00034721i,-0.0037278-0.0019018i,-0.0033694-0.0028185i,-0.0046048-0.0032773i,-0.005276-0.0029131i,-0.0042231-0.0014602i
0.0072789-0.003345i,0.017124-0.0053499i,0.0261+0.00050994i,0.023146+0.012395i,0.012291+0.017956i,0.0074884+0.017384i,0.0042878+0.01332i,0.0015271+0.0063373i,0.0016886+0.00085206i,0.0015057-0.0016095i,7.8192e-05-0.00080601i,-0.0003845+0.0018381i,0.00089135+0.0043693i,0.0021934+0.0053286i,0.0020601+0.0029385i,0.00043221-0.00037775i,-0.00018427+0.00077016i,0.0012245+0.0034804i,0.0019897+0.0033916i,0.00057555+0.002618i,-0.00071477+0.0039522i,0.00038008+0.0037797i,0.0010879+0.0018162i
-0.0031909-0.0026476i,-0.0064608-0.010002i,-0.0057733-0.021171i,0.0066874-0.027433i,0.022856-0.019764i,0.024766-0.0087594i,0.016236-0.0016321i,0.0083928+0.0018179i,0.00375+0.00062752i,0.0010983-0.00083572i,6.5097e-05-0.00017181i,0.0025908-0.00026344i,0.0060685-0.0027607i,0.0053726-0.0044999i,0.0018143-0.0020587i,0.00077106+0.0022177i,0.0020971+0.0024546i,0.0017619+0.00024713i,0.00016762+0.00018846i,-0.00016022+0.0011246i,0.00013291+0.0020825i,0.0004896+0.0025156i,0.00064058+0.0020931i
-0.0038291-0.0022118i,-0.0058918-0.006911i,-0.0081487-0.009716i,-0.0119-0.0088319i,-0.013866-0.013646i,-0.0062953-0.019893i,0.0011621-0.015726i,0.0030286-0.0071147i,0.0027306-0.0025548i,0.0013485-0.0013772i,0.00049272-0.00056723i,0.0011883-0.0011i,0.00081894-0.0031541i,-0.00037777-0.0039802i,0.00057456-0.0035377i,0.0015189-0.0042393i,0.0013653-0.0043108i,0.002233-0.0041128i,0.0036869-0.0039439i,0.0044944-0.0030418i,0.0044724-0.0028293i,0.0039916-0.0030313i,0.0023625-0.003103i
-0.00079184+0.005877i,-0.011617+0.011707i,-0.028485+0.012567i,-0.03659+0.0038238i,-0.030525-0.004579i,-0.024492-0.0055239i,-0.017822-0.0051818i,-0.0069702-0.0040506i,-0.0015863-0.0011892i,-0.00034424+0.00018908i,0.0010489-0.00031781i,-0.00030805-0.0026921i,-0.0039243-0.0040626i,-0.0058486-0.0033026i,-0.0040574-0.0014136i,-0.0012215-0.00079284i,-0.00074223-0.002045i,-0.0030312-0.0022647i,-0.0045244-0.0012208i,-0.0042686-0.0014413i,-0.003965-0.0021997i,-0.002927-0.0017959i,-0.0013678+0.00025014i
0.0045222+0.0001729i,0.011188+0.0038119i,0.01982+0.014769i,0.019699+0.032302i,0.0040389+0.041912i,-0.0077404+0.034584i,-0.0073976+0.022135i,-0.0048264+0.010805i,-0.0024508+0.0034169i,-0.00072919+0.00032216i,-0.00087314-0.0011916i,-0.0027426+0.00015556i,-0.0027512+0.0039242i,-0.00041909+0.0058593i,0.00012459+0.0023193i,-0.0030233-0.00088844i,-0.0049927+0.00062129i,-0.0031504+0.0018314i,-0.0020308+0.00070247i,-0.0015114-0.00047994i,-0.0010319-0.00018067i,-0.0013781-0.00032246i,-0.0012417-0.00090468i
0.0058122-0.0016424i,0.0071971+0.0012757i,0.0038173+0.002498i,0.0024389-0.0037572i,0.014872-0.0046886i,0.023233+0.0065524i,0.016505+0.012337i,0.008964+0.0081737i,0.0055532+0.0031244i,0.0019176+0.00094164i,-0.0018137+0.0012429i,-0.0013228+0.0030077i,0.0031665+0.0045162i,0.005448+0.0032656i,0.0037387+0.0022066i,0.0022839+0.0031167i,0.0017039+0.0026031i,0.00073476+0.0024962i,-0.00012158+0.00493i,-0.00054457+0.0057063i,-0.00088467+0.0040375i,0.00013976+0.0029854i,0.0018375+0.0022216i
-0.0016147-0.0089934i,0.00097402-0.023522i,0.012798-0.033935i,0.025307-0.024927i,0.026206-0.011524i,0.023786-0.0098367i,0.021464-0.0085698i,0.013984-0.0035939i,0.0064677-0.0014316i,0.0018087-0.00054098i,-8.5433e-05+0.00121i,0.0028752+0.0020129i,0.0069073-1.2784e-05i,0.0056307-0.0035643i,0.0020163-0.0043793i,0.0006223-0.0023243i,0.0016711-0.0008275i,0.0030442-0.00011803i,0.0033868-0.00098103i,0.0036493-0.0021158i,0.003259-0.0010124i,0.0020999+0.0001962i,0.00060016+0.00035821i
-0.003391+0.00041255i,-0.012951+0.0050984i,-0.030719+0.0061193i,-0.046823-0.0042432i,-0.043469-0.022741i,-0.026709-0.03019i,-0.014653-0.024947i,-0.0069606-0.015849i,-0.0025586-0.0070495i,-0.00091851-0.0017837i,0.0018015-0.00021289i,0.0034758-0.0038423i,0.00096453-0.0085883i,-0.0024476-0.0082005i,-0.0007674-0.0048873i,0.0022681-0.0041622i,0.0019501-0.0056357i,0.0006335-0.0043075i,9.8252e-05-0.0013199i,-0.00040792-0.0002074i,0.00019556-0.0003911i,0.0019374-0.00046199i,0.0023009-0.0010006i
-0.0058023+0.001712i,-0.014881-0.0017934i,-0.013697-0.0085188i,0.001502-0.0018032i,0.0019196+0.01596i,-0.015162+0.018073i,-0.021063+0.0094658i,-0.013129+0.0052875i,-0.0050533+0.0022477i,-0.0014162-0.00051826i,-0.00058275-0.0028738i,-0.0028478-0.0053905i,-0.0059959-0.0042363i,-0.0056294-0.00028067i,-0.0048182+0.0008399i,-0.0055795-0.00052475i,-0.0056196-0.0012588i,-0.0041151-0.0020571i,-0.0021856-0.0033824i,-0.0015487-0.0029059i,-0.00115-0.0014062i,-0.00057486-0.00049896i,-0.00036394+0.0004831i
0.0098616+0.0095014i,0.015919+0.028087i,0.0079876+0.049539i,-0.012552+0.049597i,-0.019996+0.034658i,-0.012011+0.030556i,-0.0070335+0.030897i,-0.0059053+0.021057i,-0.0023617+0.010003i,0.00016005+0.0037931i,-0.0016089+0.00022344i,-0.0043725+0.00096992i,-0.0049649+0.003946i,-0.0011417+0.0044236i,0.0024382+0.0027146i,0.0014161+0.00092069i,-0.0018533+0.00085658i,-0.0025781+0.0020197i,-0.0012685+0.0035404i,-0.00064623+0.0040949i,-0.0003447+0.0027951i,-0.0015314+0.0010692i,-0.0015967-0.00070745i
0.00027679-0.0072576i,0.0047384-0.019311i,0.015676-0.032653i,0.032494-0.034238i,0.048079-0.017324i,0.047763+0.0023451i,0.036346+0.0075411i,0.023788+0.0060062i,0.011374+0.0023276i,0.0030687+0.00022026i,-0.00087362+0.0026632i,-4.2075e-05+0.0064672i,0.0044571+0.0077194i,0.0070542+0.0038106i,0.0043143+1.326e-05i,0.00094389+0.0014702i,0.0013139+0.0033147i,0.0010623+0.0020211i,-0.00035596+0.00070838i,-0.0013105-8.7763e-05i,-0.0010447+6.2074e-05i,0.00045354+0.0018391i,0.0013896+0.0028687i
0.0046296-0.0066613i,0.015463-0.0095728i,0.02214+0.0023318i,0.0057989+0.019623i,-0.013944+0.0099569i,-0.0039202-0.0131i,0.0108-0.019316i,0.010363-0.014752i,0.0056883-0.0074256i,0.0028104-0.0011218i,0.0035293+0.00078515i,0.0076844-0.00072511i,0.0084266-0.0047467i,0.0037596-0.0071982i,-4.9076e-06-0.0058176i,0.0011487-0.0041395i,0.0027415-0.0029161i,0.0028693-0.00061512i,0.0034838+0.0012699i,0.0033428+0.0014104i,0.0022067+0.0011864i,0.0016479+0.00057727i,0.00075655-0.00019371i
-0.01547+0.0005239i,-0.040748-0.016573i,-0.053895-0.05114i,-0.032224-0.070039i,-0.0067592-0.054023i,-0.008853-0.036164i,-0.0178-0.030024i,-0.015163-0.020702i,-0.007408-0.0097124i,-0.0017633-0.003566i,0.0020081-0.0024733i,0.0027501-0.0056083i,-0.00074631-0.0080925i,-0.0040348-0.0050318i,-0.0041949+0.00025385i,-0.002665+0.001214i,-0.0016777-0.002242i,-0.0022841-0.004112i,-0.0031914-0.003675i,-0.0030821-0.0024842i,-0.0015167-0.0015687i,0.00072032-0.0025442i,0.0026947-0.0023977i
0.0044187+0.0098518i,0.0069193+0.0289i,0.0030794+0.052909i,-0.0069336+0.064808i,-0.02204+0.057183i,-0.032864+0.038798i,-0.030562+0.024845i,-0.020166+0.017535i,-0.0088947+0.0088696i,-0.0029064+0.00056787i,-0.0027845-0.0041991i,-0.0057657-0.0055615i,-0.0080155-0.0029126i,-0.0061485+0.00041727i,-0.0022327+0.00068729i,-0.0012329-0.0011854i,-0.0025906-0.0010845i,-0.001113-0.00029694i,0.0025573-0.00056304i,0.0040296+0.00044356i,0.0023636+0.00056787i,-0.0012034-0.00091076i,-0.0031057-0.0014645i
0.0037082+0.0085343i,-0.0050692+0.0217i,-0.028451+0.021693i,-0.040932-0.0039172i,-0.018514-0.017969i,0.0049739+0.0055012i,0.0087909+0.026105i,0.0083649+0.021106i,0.00611+0.0092025i,0.0022267+0.0031398i,-0.00081512+0.0031195i,-0.0025221+0.0065489i,-0.001361+0.0092877i,0.0023385+0.0075489i,0.0035129+0.0031273i,0.0016644+0.00047583i,-0.0011735+0.00029365i,-0.0041285-0.000423i,-0.0055146-0.00075092i,-0.0039988+3.2064e-05i,-0.0015984+0.00014151i,-0.0010703-0.00049208i,-0.00075947-0.00055647i
0.018301-0.018054i,0.05557-0.028384i,0.099526-0.0079297i,0.098895+0.038873i,0.057571+0.054668i,0.037049+0.033593i,0.038767+0.013605i,0.031651+0.0043765i,0.017174-0.00084562i,0.0057428-0.0018782i,0.0016178+0.00041244i,0.0046373+0.0031068i,0.0082332+0.0028818i,0.0069512-0.0011242i,0.0025413-0.0046068i,-0.00015225-0.00488i,0.0014324-0.00208i,0.0035256+0.000447i,0.004471-0.00063786i,0.0034861-0.0026051i,0.0016276-0.0016073i,0.0009052+0.0021219i,4.8481e-05+0.0039778i
-0.014723-0.0065906i,-0.038968-0.026993i,-0.058802-0.060477i,-0.05452-0.077705i,-0.031498-0.069391i,-0.006828-0.054386i,0.001318-0.041862i,-0.0020814-0.029409i,-0.0025966-0.016523i,0.00037123-0.0073841i,0.0042359-0.0022901i,0.0064724-0.0023857i,0.0062078-0.0056868i,0.0034128-0.0049387i,-0.0010651-0.00026754i,-0.0033116+0.0024425i,-0.003542+0.0024414i,-0.0031815+0.0027607i,-0.0037593+0.0047261i,-0.0043816+0.0051453i,-0.0028877+0.0020803i,0.00012205-0.0012458i,0.0027545-0.003018i
-0.014135-0.0020234i,-0.024848-0.015087i,-0.019507-0.034566i,0.012-0.031667i,0.02712-0.0047585i,0.0044111+0.0010232i,-0.016514-0.009762i,-0.019317-0.0069689i,-0.012486-0.0013285i,-0.0061418-0.0016737i,-0.0041954-0.0040944i,-0.0054891-0.007633i,-0.0072592-0.0085224i,-0.0071823-0.00587i,-0.0048064-0.0031008i,-0.0011963-0.0022783i,0.0012345-0.0024765i,0.0028495-0.0036762i,0.00401-0.0054752i,0.0034816-0.00485i,0.0024282-0.0022959i,0.0022482-0.00068355i,0.0021009+0.00014086i
-0.0019301+0.026862i,-0.029114+0.07506i,-0.09122+0.11211i,-0.14013+0.085513i,-0.12164+0.028777i,-0.072572+0.013837i,-0.041401+0.028067i,-0.021312+0.029299i,-0.0067527+0.017703i,-0.0014118+0.0073976i,-0.0011662+0.0033842i,-0.0035638+0.004716i,-0.0053075+0.0071268i,-0.002659+0.0065876i,0.0018209+0.0034712i,0.002806+0.0013253i,-7.4623e-05+0.00081104i,-0.0014586+0.002217i,-0.0012095+0.0040317i,-0.00063531+0.0042232i,0.00035635+0.0020261i,-0.0012186-0.00034962i,-0.0037558-0.00087754i
0.022715-0.012413i,0.066428-0.016973i,0.11904-0.0028021i,0.12822+0.024093i,0.091948+0.040523i,0.053503+0.042239i,0.036312+0.032097i,0.030016+0.015135i,0.019361+0.003818i,0.0072315+0.0022117i,0.0012743+0.0045622i,0.00068397+0.006705i,0.0021438+0.0068605i,0.0028519+0.0042324i,0.00034587-0.0016882i,-0.0024037-0.0065722i,-0.001941-0.0064281i,-0.00132-0.0058825i,-0.0019268-0.0078959i,-0.0018608-0.0082208i,-0.0011861-0.0054705i,0.00010665-0.0011504i,0.0023067+0.00253i
0.0046227-0.012688i,0.019705-0.019506i,0.034847-0.0077551i,0.027909+0.024065i,0.0039435+0.034799i,0.0092278+0.015223i,0.025486-0.0024877i,0.020279-0.0079132i,0.0097847-0.0086566i,0.0057783-0.0072048i,0.0065728-0.0039178i,0.0098626-0.0019958i,0.0124-0.0026796i,0.010673-0.0037744i,0.0063513-0.0028532i,0.0030447-0.00043079i,0.00043953+0.0020171i,-0.00058783+0.0050631i,3.7729e-05+0.0078909i,-3.8378e-05+0.0080422i,-0.0018189+0.0060862i,-0.0015924+0.0038631i,0.00029212+0.0019485i
-0.02456-0.0082312i,-0.045659-0.069307i,-0.032711-0.16298i,0.021029-0.20901i,0.065447-0.16i,0.047981-0.096164i,0.0062684-0.060901i,-0.012396-0.034796i,-0.0096515-0.013809i,-0.0014505-0.0047065i,0.00047211-0.0051988i,-0.0021691-0.0086577i,-0.0052777-0.01069i,-0.0093908-0.0082878i,-0.010277-0.0026368i,-0.0062104+0.00062566i,-0.0018088+0.00014921i,-0.00038244-0.0022787i,-0.0023696-0.0045829i,-0.0039752-0.0034363i,-0.0023433-0.0018311i,0.00076091-0.0028013i,0.0024471-0.0050768i
-0.0049882+0.033581i,-0.041404+0.088313i,-0.11042+0.14299i,-0.15513+0.13843i,-0.13171+0.076201i,-0.085856+0.022658i,-0.052876+0.011849i,-0.02768+0.019041i,-0.010164+0.015341i,-0.0049344+0.0040158i,-0.0056352-0.0012561i,-0.0066053-0.0013534i,-0.0071703-0.0011058i,-0.0048142-0.00105i,0.00067684-0.0013756i,0.0047523-0.0020781i,0.0057143-0.00084747i,0.0051103+0.0021373i,0.0059758+0.0048911i,0.0074876+0.0054954i,0.0059867+0.0040713i,0.0018951+0.0021769i,-0.0016456+0.00039968i
0.010009+0.0084662i,0.019009+0.028978i,0.017999+0.048773i,-0.0024876+0.03821i,-0.018855+0.010364i,-0.018506+0.011772i,-0.011257+0.028978i,0.0011796+0.026851i,0.0076845+0.014703i,0.0058108+0.010372i,0.0026832+0.010776i,-0.00020041+0.010663i,-0.0023288+0.01012i,-0.0039623+0.0081057i,-0.0054674+0.0051851i,-0.006498+0.0015885i,-0.0061326-0.0029046i,-0.005425-0.0053114i,-0.0058008-0.0064911i,-0.0044449-0.0071165i,-0.0024781-0.0061371i,-0.0023666-0.0030072i,-0.002932+0.0006714i
0.036637-0.0064815i,0.11257+0.0047566i,0.20189+0.057106i,0.21719+0.12724i,0.13986+0.1446i,0.066936+0.099154i,0.047538+0.043338i,0.039344+0.0069953i,0.022146-0.0072902i,0.010308-0.0070919i,0.0074279-0.0040571i,0.0081324-0.0024576i,0.0097891-0.0014761i,0.010332-0.0013455i,0.008843-0.0023959i,0.0061575-0.0030565i,0.0036411-0.0011595i,0.0024426+0.0017132i,0.0037338+0.0019092i,0.0041857+0.00053168i,0.0021363-6.4156e-05i,0.0020105+0.0014674i,0.0040978+0.0023947i
-0.030225-0.034704i,-0.065407-0.11897i,-0.076935-0.23855i,-0.040782-0.28774i,0.0097931-0.21376i,0.037343-0.11197i,0.027911-0.058175i,0.001516-0.033344i,-0.0083226-0.015833i,-0.0017824-0.0075617i,0.0027179-0.005509i,0.0026266-0.0067913i,0.0017178-0.0082892i,7.9292e-05-0.0057607i,-0.0019815+0.00013798i,-0.002837+0.0035545i,-0.0031734+0.0030656i,-0.004602+0.0019089i,-0.0075326+0.0014604i,-0.0092285+0.0013027i,-0.0071549+0.00075599i,-0.0028559-0.00040109i,-9.3657e-05-0.0024711i
-0.011848+0.01473i,-0.044615+0.028099i,-0.088951+0.029292i,-0.092673+0.008377i,-0.04646-0.013897i,-0.01972-0.029017i,-0.024859-0.029412i,-0.023264-0.011109i,-0.014012+0.0021169i,-0.010654+0.0010545i,-0.010825-0.001957i,-0.0091803-0.0032972i,-0.0061598-0.0063463i,-0.0031741-0.0085046i,0.0004185-0.0093093i,0.0033368-0.008925i,0.0053659-0.005215i,0.0068607-0.0013482i,0.0072527+0.00018914i,0.0079732+0.0013423i,0.0068315+0.0023378i,0.0050002+0.0011698i,0.004056-0.00059197i
-0.01376+0.031808i,-0.064654+0.09039i,-0.15854+0.15682i,-0.23342+0.15902i,-0.21759+0.084892i,-0.14046+0.027125i,-0.071277+0.026828i,-0.024825+0.035318i,0.0018878+0.024738i,0.0068188+0.011901i,0.0037993+0.0074323i,0.00041907+0.0070319i,-0.0039246+0.0079871i,-0.0060727+0.0085353i,-0.0049294+0.0081873i,-0.003368+0.0064931i,-0.0025937+0.0026613i,-0.0029614-0.00064607i,-0.0036143-0.00010082i,-0.0027742+0.0010499i,-0.0018576+0.00016619i,-0.0031903-0.00026273i,-0.004103+0.00074618i
