0.0010554-0.0013115i,0.00071523-0.002506i,-0.0004447-0.0030278i,-0.0018875-0.0023724i,-0.0018653-0.001079i,-0.00090436+0.00066659i,6.2628e-06+0.00096329i,0.00069902+0.00044383i,0.00088666+0.00015723i,0.00050301-0.00049391i,0.00078621-0.00088029i,0.00084221-0.0010321i,5.339e-05-0.00011611i,-0.0004814+0.0011673i,0.00041024+0.0011688i,0.00033142+0.00024256i,-3.3657e-05+0.0006031i,0.00039786+0.0010129i,0.00050828+0.00047065i,0.00066571+4.0903e-05i,0.00094804+0.00015473i,0.0010247+0.00039799i,0.00096913+0.00012543i
0.0068488-0.002993i,0.016804-0.0039099i,0.024052+0.00024585i,0.01888+0.0028013i,0.0087971-0.000216i,0.0024097-0.00054852i,-0.00035974+0.0012302i,-0.00097884+9.3209e-05i,0.0008593-0.0013324i,0.003562-0.0012109i,0.0042009-0.00052067i,0.0029258+0.0013888i,0.0011856+0.0036634i,-0.00031651+0.0041852i,-8.3667e-05+0.0038385i,0.00033463+0.0016827i,-0.00058072-0.00040784i,-0.00070533-0.00039163i,-0.00025451-0.0002692i,0.00011614-0.00012266i,-0.00014607+0.00037309i,-0.00024885+0.00096149i,-2.9915e-05+0.0016765i
-0.0050783+0.0040854i,-0.013481+0.0042891i,-0.018558-0.0021509i,-0.012594-0.0083216i,-0.0020839-0.007609i,0.0022629-0.0037799i,0.0017336-0.0012627i,0.00036617-0.00061235i,-0.00052582+7.9013e-05i,0.0001021+0.00099919i,0.0013121+0.00012958i,0.0014177-0.0022464i,0.0010917-0.0034405i,0.0017928-0.0023748i,0.0011637+0.00012858i,0.00030454+0.0023279i,0.00028571+0.0030878i,-5.5673e-05+0.0018667i,-0.0014254+0.00052344i,-0.0026218+0.00032029i,-0.0017895+0.00068232i,-0.00080167+0.000541i,-0.00022607-0.00011453i
0.0066262+0.0029716i,0.016608+0.0060167i,0.020834+0.012742i,0.015607+0.015707i,0.0078198+0.012736i,0.0019301+0.0081401i,-0.00091863+0.0037464i,-0.0012126+0.0022241i,-0.0016803+0.0012669i,-0.0019319+0.0015834i,-0.00026605+0.0039674i,0.00032728+0.004614i,-0.0014634+0.004041i,-0.0034448+0.0019153i,-0.0034143+0.00015405i,-0.0020435-0.00041464i,-0.0011564-0.0015441i,-8.4209e-05-0.0017052i,0.00056776-0.0012835i,0.00033122-0.00062938i,0.00067294-0.00015242i,0.00051211+0.0005503i,0.00022881+0.0010548i
-0.0058832-0.0027266i,-0.013732-0.0062528i,-0.016815-0.01161i,-0.013327-0.0098319i,-0.0097117-0.0026824i,-0.0064424+0.00045786i,-0.0031555+0.00075473i,-0.0011288+0.00067518i,-0.001911-6.8221e-05i,-0.0029976-0.00023615i,-0.0023928-0.00053947i,-0.0013249-0.0025661i,-0.00070853-0.0043006i,-0.00011107-0.0033686i,-0.00013614-0.0020121i,-0.00040826-0.0011637i,-0.00043822+0.00076935i,0.00019826+0.0016748i,0.0006755+0.0011561i,-0.00031085+0.00041368i,-0.00089434-0.00023409i,-0.00041646-0.00062572i,-6.3651e-05-0.00094478i
0.0047409+0.004074i,0.012665+0.00987i,0.015875+0.014937i,0.010948+0.011815i,0.0034125+0.0042277i,-0.0010551-0.00021754i,-0.00084796-0.0016683i,0.00046671-0.0021709i,0.00047317-0.0032959i,-0.00023776-0.0031359i,-0.0011023-0.0010766i,-0.0010706+0.0015567i,-0.001491+0.0020501i,-0.0017913+0.00025991i,-8.7382e-05-0.0012972i,0.0017224-0.0021434i,0.0021646-0.0017434i,0.0017431-0.00061279i,0.0014339+0.00047004i,0.0018399+0.0010505i,0.0011861+0.0011741i,0.00015732+0.0015664i,-0.00076455+0.0020012i
-0.0034349-1.7964e-05i,-0.01003-0.0033051i,-0.011689-0.0083015i,-0.0079302-0.0090845i,-0.0047124-0.0062622i,-0.0026653-0.0033495i,-0.00083956-0.0012264i,0.00063875-0.00032554i,0.0022807-0.00073134i,0.0033442-0.0012137i,0.0029777-0.0026417i,0.0018922-0.0038737i,0.002084-0.0023859i,0.0028045+7.4676e-05i,0.0015309+0.0010885i,-0.00027924+0.00064026i,-0.00088313-8.0761e-05i,-0.0015162-8.4617e-05i,-0.0018816-0.00033829i,-0.0012587-0.00079358i,-0.00027663-0.00093958i,0.00077225-0.00098301i,0.000864-0.00045677i
0.0091731+0.001223i,0.014251+0.0028426i,0.013891+0.0064913i,0.0080057+0.0073207i,0.0036274+0.0043474i,-1.4656e-06+0.002109i,-0.0026048+0.0021644i,-0.0013162+0.0028522i,0.0011373+0.0034073i,0.0022483+0.0030877i,0.0015762+0.0019648i,-0.00021619+0.0016001i,-0.00020915+0.0027954i,0.0011627+0.003566i,0.0015623+0.0035195i,0.0015643+0.0027735i,0.0017261+0.0015113i,0.0016287+0.00066894i,0.00053222+0.00076373i,0.00038471+0.0019936i,0.00056435+0.0023215i,-0.00015584+0.0012845i,-0.00051144+0.00049503i
-0.0082755+0.0008127i,-0.010931-0.0015063i,-0.0077586-0.0057656i,-0.00063049-0.0058666i,0.0015816-0.0019966i,0.00098293+0.00056346i,1.5377e-05+0.0010066i,-0.0016228+0.0010505i,-0.0021121+0.0028343i,-0.00056688+0.0038494i,0.0012647+0.0014092i,0.0017566-0.0017992i,-9.4412e-05-0.0028274i,-0.0024783-0.0018986i,-0.0025748-0.0011208i,-0.0022467-0.001189i,-0.002416-0.0011515i,-0.0021868-0.0017183i,-0.0023927-0.0023508i,-0.0023334-0.0018915i,-0.0014503-0.0011424i,-0.0013803-0.00036146i,-0.0010286-0.00049959i
0.0066043+0.0032111i,0.0087439+0.0080057i,0.0055896+0.012548i,-0.00045339+0.012137i,-0.0041947+0.0081832i,-0.0054185+0.0039072i,-0.0046107+0.0009186i,-0.0029264-0.0011573i,-0.0026895-0.0030949i,-0.0034983-0.0021543i,-0.0027546+0.00070832i,-0.0019424+0.0032295i,-0.0025917+0.004388i,-0.0022505+0.0036054i,-0.00069415+0.0026757i,5.5847e-05+0.0022028i,0.0013412+0.001573i,0.0026872+0.0012794i,0.0023118+0.0016074i,0.0014751+0.0018246i,0.00050605+0.0021136i,0.00027871+0.0015942i,2.9752e-05+0.0010995i
0.00073423-0.00057371i,0.001191-0.0051017i,0.0029676-0.0097961i,0.003212-0.0090778i,-0.00016392-0.0050481i,-0.0021539-0.0020189i,-0.0010162-0.001477i,0.00020242-0.0018654i,-0.00011873-0.0025478i,0.00019927-0.0026951i,0.0028178-0.0018267i,0.0046849-0.0019269i,0.0040273-0.0035444i,0.0030629-0.0044474i,0.0027556-0.0040241i,0.0021491-0.0033894i,0.00096486-0.002577i,0.00028423-0.0019244i,0.00020322-0.0017086i,8.0834e-05-0.0020383i,0.0002156-0.0019123i,3.8509e-05-0.00086995i,-0.00014338-0.00020932i
0.00019018+0.00082815i,-0.00054742+0.0054802i,-0.0037231+0.0095373i,-0.0043785+0.0073654i,-0.0018121+0.0023222i,-5.2344e-05+0.00034091i,-0.00013145+0.00019638i,0.001177-0.00066402i,0.0025357-0.0011303i,0.0025438-0.00081929i,-0.00015896-0.00045851i,-0.0032737+0.0011773i,-0.0035253+0.0041842i,-0.0022911+0.0055055i,-0.0013438+0.0046481i,-0.00029609+0.0033713i,0.00056761+0.0032638i,0.00031996+0.0032033i,-0.00012973+0.0034046i,-0.00015705+0.0035279i,-0.0010421+0.0021392i,-0.0017579+0.00069502i,-0.0014426+0.00089862i
-0.00056402+0.00099934i,0.00013656-0.0018849i,0.0026475-0.0054291i,0.0050095-0.0040417i,0.005457-0.00020042i,0.0040496+0.0020564i,0.0015595+0.0034146i,0.00096289+0.0042936i,0.0012873+0.0039327i,0.0014546+0.0027649i,0.0030589+0.0019299i,0.0046477+0.00052017i,0.0049622-0.0013496i,0.005156-0.0021089i,0.0040305-0.0015279i,0.0013137-0.0013588i,-0.0012033-0.0021877i,-0.0016792-0.0035746i,-0.00029378-0.0033144i,0.0010292-0.0017838i,0.0010791-0.00066513i,0.00040459+3.3873e-05i,2.1509e-05+0.00017596i
0.00069811+0.0030155i,0.0022879+0.0071325i,0.0010684+0.010013i,-0.0010615+0.0091619i,-0.0023691+0.0065794i,-0.0035063+0.003226i,-0.0035923+0.00078537i,-0.0030517+0.0012546i,-0.0024345+0.0023471i,-0.0021222+0.001855i,-0.0031691-0.00036047i,-0.0055169-0.0015969i,-0.0074889+0.0010611i,-0.0076589+0.0035528i,-0.0061571+0.0028337i,-0.0037126+0.0023308i,-0.0014588+0.0025361i,-0.00081353+0.0022169i,-0.0012654+0.0018251i,-0.00079479+0.0011275i,-0.00030975+0.00043357i,-0.001076+0.00021516i,-0.0016312-4.1302e-05i
-0.0018997+0.00095291i,0.00019354+0.000469i,0.0021784+0.00021468i,0.0014905+0.00074606i,-0.00059104+0.00030016i,-0.0028999-0.00061661i,-0.0044943-1.9525e-05i,-0.0048681-0.00023402i,-0.0049081-0.001236i,-0.0036464-0.00076616i,0.00075123+0.00057811i,0.0048202+0.00019847i,0.0059295-0.00086401i,0.0053732-0.0018143i,0.0035093-0.0024419i,0.0024914-0.0019884i,0.0021651-0.0024694i,0.0015583-0.0029765i,0.0012523-0.0023983i,0.0015474-0.0020217i,0.0013883-0.00089674i,0.00028723+0.00025537i,0.0001979+0.00024721i
-0.0025262+2.5711e-05i,-0.0047738+0.00042914i,-0.0061576+0.0010667i,-0.0047017+6.5139e-05i,-0.0024405-0.00081252i,-0.0017496-0.0022581i,-0.0021802-0.0016192i,-0.0011697-0.00077643i,0.0002722-0.0027558i,0.0012622-0.0047788i,0.00012572-0.0043843i,-0.002641-0.0040965i,-0.0057747-0.0043372i,-0.0079325-0.0033444i,-0.0066789-0.0021103i,-0.0036512-0.0011144i,-0.0019405-0.00015925i,-0.0010065+0.00082528i,-0.00073425+0.0013991i,-0.0020382+0.00095414i,-0.0028541+0.0003673i,-0.0021977+0.00045089i,-0.00086364+0.00050833i
0.0012068+0.0026007i,0.0034+0.0046677i,0.006843+0.0036223i,0.0072705+0.0010845i,0.0035505-0.00079384i,0.0004266-0.0013329i,0.00042422-0.0013946i,0.0026004-0.0020752i,0.0037656-0.0015216i,0.0034724+0.00063567i,0.0036516+0.0031419i,0.0052301+0.0049537i,0.0084701+0.0057883i,0.009477+0.0049225i,0.0071512+0.0033363i,0.0047585+0.0024506i,0.0030958+0.0010219i,0.0024142-5.4877e-05i,0.002086+1.2863e-05i,0.0014056-0.0002483i,0.00035746+0.0001682i,0.00041902+0.00028943i,0.0005345-1.844e-05i
-0.001047-0.00019884i,-0.0021159+0.00010168i,-0.0043707+0.00080481i,-0.0043217+0.0014778i,-0.0027613+0.0017431i,-0.0023423+0.0018029i,-0.0018002+0.001587i,-0.00016093+0.0017412i,0.0013685+0.0021724i,0.0018502+0.00085483i,0.00089127-0.0018887i,-0.0018457-0.0039026i,-0.0043691-0.0043415i,-0.0049366-0.0035649i,-0.0043331-0.0026009i,-0.0034641-0.0016701i,-0.0039417-7.2889e-05i,-0.0047642+0.00036192i,-0.0040736-0.00056757i,-0.0024381+2.1348e-05i,-0.0008325+0.00060946i,-0.00054433-0.00012444i,-0.0010729-1.5367e-05i
0.00030161-0.00050828i,0.0036054-0.00061318i,0.005219-0.00027118i,0.0048713+0.0018135i,0.0027997+0.0043397i,-2.2528e-05+0.0035583i,-0.0015793+0.002407i,-0.00081918+0.0034041i,-0.00040975+0.0040726i,-0.00072712+0.0041495i,0.00040916+0.0043891i,0.0015676+0.0057858i,0.0016749+0.007473i,0.001263+0.0076847i,0.00029452+0.0060913i,0.0002464+0.0027065i,0.0014028+0.00016976i,0.0022407-7.359e-05i,0.0024844+0.0010548i,0.0017011+0.0020872i,0.0012175+0.0022739i,0.0013107+0.0015867i,0.001005+0.00099229i
-0.0010146+0.004465i,-0.0014965+0.0053833i,-0.00091856+0.0044599i,0.00027694+0.0017969i,-0.00061727-6.1648e-05i,-0.001322-0.00051569i,-0.00023087-0.00025017i,-0.00051389+5.0891e-05i,-0.0014181-5.4208e-05i,-0.0012419-0.0012495i,-1.3276e-05-0.003939i,0.00070519-0.0072267i,-0.0010869-0.0092082i,-0.0028941-0.0084117i,-0.0027226-0.0060665i,-0.0024316-0.0046117i,-0.0020811-0.0034945i,-0.0017012-0.0019499i,-0.0020678-0.001721i,-0.0015716-0.0018997i,-0.0010789-0.0018868i,-0.00069115-0.0014357i,-0.00059028-0.00087381i
0.0014766-0.0032854i,0.0010524-0.00096051i,-0.0019944+0.00078205i,-0.0042751+0.0022125i,-0.0046387+0.0022707i,-0.004139+0.0010969i,-0.0038665+4.9259e-06i,-0.0030214-0.0011537i,-0.0020892-0.0018954i,-0.001502-0.0011824i,-0.00066695+0.0010488i,-0.00055866+0.003974i,0.00011917+0.0060016i,0.001469+0.0050813i,0.00165+0.0032531i,0.0013377+0.0024413i,0.001721+0.0020779i,0.0019274+0.0020849i,0.0011892+0.002034i,0.00025863+0.0018104i,3.5616e-05+0.0013018i,-0.00020996+0.0012852i,-0.00041243+0.0012662i
-0.0018392+0.0041128i,-0.00040279+0.0030275i,0.0013291-0.00019308i,0.0029977-0.0027539i,0.0039792-0.0021245i,0.0029778+0.00024708i,0.00147+0.0022286i,0.00097953+0.0020371i,0.0024052-0.00011654i,0.003927-0.0023241i,0.0037668-0.0033422i,0.0034582-0.0050929i,0.004082-0.0075831i,0.0044626-0.0070525i,0.0037513-0.0044285i,0.0016812-0.0019114i,0.00041676-0.00094686i,0.00036134-0.0013491i,0.00046028-0.001602i,0.00058313-0.0014677i,0.00010826-0.0019007i,-0.0001016-0.0019544i,-0.00072937-0.00077473i
0.0020181+0.002i,0.0037118+0.0047054i,0.0040768+0.006191i,0.0027008+0.0046891i,0.00029122+0.002446i,-0.0019571+0.0011178i,-0.0015658+0.0010554i,0.00028689+0.00056142i,0.0015515+0.00053152i,0.0018098+0.0021479i,-0.00021764+0.0033171i,-0.0027533+0.0044374i,-0.0048953+0.0070452i,-0.0055358+0.007634i,-0.0040985+0.0055205i,-0.002775+0.0034431i,-0.001341+0.0022814i,0.00071318+0.0015406i,0.0012555+0.0014927i,0.00016657+0.0015343i,-0.00020045+0.00079271i,-0.00020242+1.4316e-06i,-0.00030327-0.00041501i
7.0669e-05+0.0024511i,-0.00012678+0.0027181i,-0.0010044+0.0022502i,-0.00075366+0.0012745i,-0.0003841+0.00022329i,-0.0022571-0.00069598i,-0.0033326+0.00050623i,-0.0020675+0.0016983i,-0.00096436+0.0018453i,0.00017978+0.00074717i,0.0023351-0.00156i,0.0052478-0.0022674i,0.006812-0.0017378i,0.0058311-0.00083915i,0.0037138+8.8313e-05i,0.0021331-0.00038497i,0.00081249-0.00088468i,-0.0006444-0.00054112i,-0.00072512-0.00071502i,0.00023773-0.001474i,0.00034336-0.001044i,-0.00025115-0.00026269i,-0.00076676+0.00021366i
0.00037485-0.0016597i,0.00051496-0.0025345i,0.00060545-0.0017056i,0.0012578-1.9754e-05i,-0.0005003+0.0005858i,-0.0028763+0.001088i,-0.0020569+0.0022645i,-0.00088786+0.0031871i,-0.0014633+0.0020853i,-0.0023131+0.00081443i,-0.003673+0.001255i,-0.0059182+0.001225i,-0.0072385+0.00060984i,-0.0067655+0.00050011i,-0.0049699+3.7652e-05i,-0.0025828-2.1426e-05i,-0.001191+0.00023541i,-0.00075322+0.001403i,-0.00086952+0.0018212i,-0.0010422+0.00072313i,-0.0011985-5.8861e-05i,-0.00053963-0.00036766i,-0.00012281+0.00011377i
8.1915e-05+0.0033325i,0.0003699+0.0053048i,0.0018049+0.0059077i,0.0021545+0.003024i,0.0015814+0.00022903i,0.00051808-0.00058118i,-0.000377-0.00071914i,-0.00061325-0.0020474i,-0.00047083-0.0024204i,0.00093531-0.0016867i,0.0036561-0.0018067i,0.0060706-0.0012862i,0.0067995-0.00049112i,0.0053159-0.00082758i,0.0031511-0.00091156i,0.0017444-0.0015859i,0.0011562-0.0022719i,0.00013825-0.0020928i,-0.00018175-0.0013774i,0.0001814-0.00069308i,0.00062315-0.00074485i,0.00094164-0.00042526i,0.00080202-7.9185e-05i
0.0022049-0.001188i,0.00094121-0.0010754i,-0.0023307-0.00060558i,-0.0045119+0.0008258i,-0.0041171+0.0019795i,-0.002911+0.0015519i,-0.0022829+0.00038914i,-0.0020914-0.00028078i,-0.0014479-1.7934e-05i,-0.0011949+0.0012422i,-0.0020279+0.00071414i,-0.0027136-0.0014468i,-0.002872-0.0020809i,-0.0017568-0.00080259i,-0.00094238-1.8074e-05i,-0.00094013-0.00045995i,-0.00074428-0.00026952i,-0.0012126+0.00081104i,-0.0012741+0.00085715i,-0.0010405-0.00024864i,-0.00040934-0.00022854i,-0.00029622+0.00040019i,-0.00010793+0.00054801i
0.0014175-0.00023004i,0.0044927-0.0022237i,0.0056356-0.004857i,0.0042688-0.0054522i,0.0015026-0.0032139i,-0.00082068+0.00054762i,-0.0014261+0.0038676i,-0.00048549+0.0037461i,0.00039279+0.0014563i,0.00089776+0.0014615i,0.0022673+0.0025087i,0.0043175+0.003142i,0.0047655+0.0032936i,0.0037384+0.0025678i,0.002679+0.0023064i,0.0019783+0.0025493i,0.0015973+0.0020128i,0.0013683+0.00021159i,0.0011254-0.00068789i,0.00078694-4.3692e-05i,0.00059233+0.0003144i,0.00075499+0.00047701i,0.00034794+0.00089295i
-0.0028366+9.4619e-05i,-0.0035644+0.0030086i,-0.0037762+0.0059993i,-0.0016106+0.0070834i,-0.0003053+0.0060729i,0.00057193+0.0031535i,0.0015727+0.00025744i,0.0011954-0.0012015i,-0.00051473-0.0012045i,-0.0013655-0.00082352i,-0.0013747-0.0013997i,-0.001982-0.0031199i,-0.0022181-0.0033801i,-0.0023512-0.002256i,-0.0024073-0.0014991i,-0.0016033-0.0014775i,-0.0014624-0.00086128i,-0.0012815+0.00045917i,-0.00032772+0.00071246i,-0.0006364+0.0002597i,-0.0014416+0.00028205i,-0.00047737+0.00016636i,0.00035018+0.00027261i
0.0013424+0.00088261i,0.0022063+0.0025392i,-8.273e-05+0.0022993i,-0.0025288+0.0011668i,-0.0026097+0.00046697i,-0.0017231+0.00023767i,-0.0014687+2.0279e-05i,-0.00063983+0.00037825i,-0.00034695-2.9728e-05i,-0.00061579-0.00125i,0.00073952-0.00032031i,0.0013274+0.002379i,0.00071424+0.0034056i,0.0007157+0.0023465i,0.00076651+0.0014719i,0.00076874+0.0013474i,0.0012124+0.00091065i,0.0015354+0.0010741i,0.00054476+0.0014389i,0.0003197+0.00094567i,0.00016342-0.00016292i,-6.8518e-05-0.00076534i,0.00019135-0.00066957i
-0.0024136-0.001502i,-0.0018901-0.0010191i,-0.0015954-0.0012054i,-0.0012808-0.0011408i,-0.00054104-4.6756e-05i,0.00121+0.0013356i,0.0021135+0.0011993i,0.0019811-0.00044054i,0.0013999-0.00029587i,0.00043291+0.0011811i,0.0005041-0.00030779i,0.0003936-0.0035549i,-0.00016242-0.0049806i,-0.00078665-0.0035155i,-0.0016704-0.0021109i,-0.0014801-0.0022442i,-0.00074169-0.0022495i,-0.00088069-0.0016243i,-0.00053222-0.0010485i,-0.00050629-0.00035863i,-0.00079831+0.00012816i,-0.00089884+0.00033698i,-0.0011683-6.0056e-05i
0.00031979-0.0012758i,9.2374e-05+0.00033249i,-0.00086244+0.0025587i,-0.00052014+0.0035949i,-0.00056035+0.0034533i,-0.0016757+0.0034343i,-0.0025135+0.0020727i,-0.0017951+0.0010519i,-0.00088502+0.00060626i,-0.00018061+0.00026414i,0.00022589+0.0011598i,-0.00010608+0.0020742i,-0.00077982+0.0015259i,0.00012045-4.6977e-05i,0.00088582-0.00057158i,0.00013463+0.00026821i,-0.00036715+0.00094642i,-8.8527e-05+0.00086073i,-0.00012559+2.7095e-05i,-0.00010595-0.00016214i,0.00014651+7.1756e-05i,0.00021523+5.8013e-05i,0.0010676-3.3491e-05i
-0.00075543-0.0019077i,-0.0035671-0.00052337i,-0.0047587+0.00089717i,-0.0046043+0.001353i,-0.0046933+0.0018586i,-0.0053898+0.0023224i,-0.0053159+0.002015i,-0.0029519+0.0012709i,-0.00031025+8.0171e-05i,0.00043027-3.6263e-05i,0.00056031-0.00082966i,0.0015009-0.0024219i,0.0021406-0.0020726i,0.0018903-0.00091946i,0.0017446-0.0010305i,0.0017271-0.0016484i,0.0013461-0.0017802i,0.00020701-0.001646i,-0.00074358-0.0014943i,-0.00020981-0.00056988i,0.00048122-0.00025873i,0.00016768-0.00029656i,-0.00035788+0.00024267i
0.0020776-0.00072496i,0.002265-0.0016259i,-0.00014577-0.0036883i,-0.0016196-0.0026868i,-0.0016788-0.00066964i,0.0015536-0.001295i,0.0042935-0.0041764i,0.0033483-0.0049007i,0.0011701-0.0029384i,-0.0010266-0.00031705i,-0.0017272+0.0012386i,-0.001552+0.00092074i,-0.001397+0.00087288i,-0.00099549+0.00065013i,-0.0010448-0.00031759i,-0.00074843-0.00028589i,-0.00029996+0.00044157i,-0.00037345+0.00019162i,-0.00045789+0.00044886i,-0.00051652+0.00074344i,-0.00039024-0.0004051i,-3.8769e-05-0.0011194i,-0.00013696-0.00034138i
-0.019503-0.028766i,-0.027221-0.021429i,-0.035573-0.008435i,-0.026078+0.0047174i,-0.012518+0.015889i,0.002037+0.017402i,0.0064621+0.0066898i,0.00085353-0.0010494i,-0.0044571-0.0023546i,-0.0060156+0.0014124i,-0.0030052+0.0041819i,0.0018706+0.0017196i,0.0047822-0.0045345i,0.0041666-0.012367i,0.0033445-0.015578i,0.0043835-0.0094695i,0.0057139-0.002657i,0.0034041-0.0015591i,-0.0010743-0.0013218i,-0.0024789+7.7273e-05i,-0.00083402-0.00090257i,0.00017989-0.0028361i,-0.00096868-0.0040763i
0.0063808+0.011211i,0.01082+0.012666i,0.01236+0.010327i,0.008769+0.004275i,0.0044296-0.0020916i,0.00035801-0.0056143i,-0.001301-0.0040629i,-0.0010966-0.0009875i,0.00051346-0.00016386i,0.0016084-0.0015141i,-3.3387e-05-0.0018779i,-0.0018626-0.0011707i,-0.0019401-0.00044366i,-0.0013323+0.0011818i,-0.001378+0.002347i,-0.002365+0.0017615i,-0.0023034+0.00094296i,-0.001074+0.00045655i,-0.000133+4.8136e-05i,2.1129e-05-7.3517e-05i,0.00019409-9.2082e-05i,8.5782e-05-0.00020455i,-8.9337e-05+0.00035053i
0.0015715+0.0022065i,0.0021638-0.0018093i,0.002758-0.0045638i,0.001398-0.0039605i,0.001917-0.0028134i,0.0023176-0.0027076i,0.0020392-0.0025101i,0.001664-0.0013701i,0.0017143+0.00033926i,0.002737+0.00079074i,0.0031536+0.00082845i,0.0023318+0.00088465i,0.00081116+0.0012111i,-0.0014934+0.0024386i,-0.0013134+0.0030874i,-0.0005017+0.0029607i,-0.00032679+0.0020336i,-2.2402e-05+0.00051942i,0.00029245+1.2187e-05i,-0.0002164+0.00017906i,-0.0015853+0.00089644i,-0.001717+0.0012166i,-0.0013778+0.00086671i
0.0022152+0.0029645i,0.0028178+0.0039038i,0.0033162+0.003777i,0.0021547+0.0015899i,-0.0003189-0.00052418i,-0.003878+0.00021016i,-0.0048744+0.0023028i,-0.0021056+0.0033701i,0.00075508+0.0021835i,0.0012093+0.00079093i,0.00014207-0.00046252i,-0.00096197-0.00074182i,-0.0010884+0.00013832i,-0.00070869+0.001477i,-0.0012882+0.0019822i,-0.0018274+0.00066674i,-0.0016511-0.00047714i,-0.0010383-6.6584e-05i,5.5309e-05+3.7767e-05i,-0.00027027-0.0004487i,-0.0005682-0.00035825i,0.00041729-0.00023422i,0.00086119+0.00018468i
-0.0019808+0.0035456i,-0.00037529+0.0058692i,0.0028109+0.0073398i,0.0038447+0.0057362i,0.0022183+0.002405i,-0.00042285+0.00075991i,-0.0017459+0.0010815i,-0.0013547+0.0020444i,-0.00036109+0.002429i,8.7281e-05+0.00089736i,0.00014204+0.00087943i,-0.00030244+0.0023326i,-0.001422+0.0023201i,-0.0022029+0.0013473i,-0.0018247+7.285e-05i,-0.00050403+0.00048132i,-4.1046e-05+0.0007908i,0.00024731-0.00066879i,0.00054417-7.9702e-05i,0.00012616+0.0013379i,-0.00044807+0.0012435i,-0.0012371-0.00013755i,-0.00086446-0.00076081i
0.0030274+0.0032074i,0.004272+0.0015584i,0.002813+9.2203e-05i,0.00019557-1.9929e-05i,-0.00094276-0.0011021i,-0.0016751-0.0026354i,-0.0016246-0.0020454i,-0.00093219-0.00018474i,-0.00079113+0.00043627i,-0.00021438-0.0003011i,0.0007499-0.0017143i,0.00059268-0.0021465i,0.00037725-0.00099059i,0.0008709+0.00095133i,-0.00023792+0.0017245i,-0.0023359-0.00011995i,-0.0026928-0.00082209i,-0.0013301+0.00010438i,0.00047834+0.00020828i,0.0012868+6.5835e-06i,0.00074682+0.00019788i,-2.569e-05+0.00062613i,9.7656e-05+0.0009146i
-0.002581-0.00069596i,-0.0038384+0.00023001i,-0.0032542+0.00071276i,-0.0015149+0.00053038i,-0.00075498-0.00053998i,-0.0013045-0.00055176i,-0.0014833+0.00051095i,-0.00078396+0.00057427i,0.00058455+8.5642e-05i,0.0013329-0.00045071i,0.0010578+9.6072e-05i,0.00026947-0.00013463i,-0.00016896-0.0013159i,-0.00038858-0.0018179i,-0.00016053-0.0011327i,0.0007984+0.00011168i,0.00096726+0.0010836i,0.0010002+0.001101i,0.00067533+0.00036953i,-0.00015808+0.00028415i,-0.00028929+0.00040131i,-0.00028714+0.00010281i,-0.00019735-0.00030129i
0.003092+0.0034815i,0.0067875+0.0044084i,0.0072163+0.00367i,0.0039987+0.0023726i,0.0010207+0.0019082i,-0.0020541+0.0020427i,-0.002773+0.0029934i,-0.0013446+0.0025848i,-0.00099331+0.0010991i,-0.0002513+0.00037297i,0.0017129-0.00034339i,0.0019985-0.001384i,0.0021209-0.00083071i,0.0016547+0.0013585i,-0.00014598+0.0016053i,-0.00042497+0.00012424i,-0.00030146-0.00035176i,-0.00049767-0.00028678i,-0.00019225-0.00014164i,0.00085701+0.00011827i,0.001251+0.00034602i,0.0002366+0.0006174i,-0.0010606+0.00132i
-0.00090807+0.001408i,-0.003197+0.00079754i,-0.0024335+0.00052437i,-0.00051959-0.00016288i,0.00050308-0.0012i,-0.00065296-0.0010863i,-0.0018578+0.00076177i,-0.00074795+0.0025879i,0.00070896+0.0024705i,0.0014804+0.0016377i,0.0014364+0.0012969i,0.00027057+0.00081001i,-0.0002757+0.00033766i,0.00083817+0.00047943i,0.0015013+0.0010314i,0.00021246+0.0014455i,-0.00086759+0.0021324i,-0.0010935+0.001928i,-0.00089124+0.001583i,-0.001236+0.0014184i,-0.0014665+0.00056861i,-0.00089071+0.00025034i,-0.00030379+0.00062071i
0.0015316+0.0017203i,0.0014589+0.0041111i,0.00043068+0.0035229i,-0.0019106+0.0007667i,-0.0046891-0.0012057i,-0.0051429-0.0010324i,-0.003449-0.00042449i,-0.0011823+7.7412e-05i,-0.00021546-5.4104e-05i,0.00026302-0.00021154i,0.0012529-0.0001409i,0.0021483+0.00040222i,0.0014383+0.0015542i,0.0007239+0.0016044i,0.00086256+0.00031124i,0.00050649-0.00078407i,0.00040604-0.00079342i,0.00014999-0.00013752i,-0.00031217-0.00015917i,-1.5728e-05-0.00022926i,-3.3931e-05+0.00087726i,-0.00020038+0.0013256i,0.00017398+0.00084095i
