0.00042381+0.0012098i,0.00099605-0.0014465i,0.00076509-0.0032189i,0.00025874-0.0021005i,-0.00093516+0.0002801i,-0.0022252+0.0016339i,-0.0011814+0.0021954i,0.00067315+0.0018792i,0.00026785+0.00051695i,2.2354e-05-0.0008005i,-0.00014081-0.00037372i,-0.00052906-0.00024325i,-0.00016704+9.4158e-05i,-0.0003414+0.00094824i,-0.00018155+0.0012691i,-0.00025191+0.0011243i,-0.00028539+0.00022534i,0.00028585-8.6034e-05i,-4.0424e-05+0.00012055i,-0.0011418-0.00024506i,-0.00085649-0.00056983i,3.5424e-05-0.00013069i,-0.0004209-7.8534e-05i
0.0012566-0.001877i,0.00095503-0.0028602i,0.00024398-0.0027041i,-0.00064548-0.00043462i,6.8376e-05+0.00094034i,0.0010531+0.00099698i,0.00033598+0.00071966i,-0.00051946+0.00043294i,-0.0011569-3.1344e-05i,-0.00095077-0.00018996i,-0.00011841-0.00021248i,-0.00066474-0.00031557i,-0.00066143-0.00050654i,7.4423e-05+3.8663e-05i,0.00033716+0.00061737i,0.00030657+0.00061602i,1.8679e-05+0.00035172i,-0.0002609+0.00013296i,-0.00029023+6.2173e-05i,-0.00029802-0.0002163i,-0.00027044-0.00011795i,9.772e-05-0.00016591i,0.00016442+0.0001293i
-0.0011557+0.001726i,-0.0013866+0.0016044i,-0.00087377+0.0017795i,-0.00017972+0.0013242i,-0.0004562+0.00056355i,-0.0012674-0.00022833i,-0.0013605-0.00026313i,-0.00066764+0.00011105i,-0.00069115-5.3413e-05i,-0.00078568+0.00036757i,3.2849e-06+0.00091675i,0.00055084+0.00039891i,-4.0006e-05-5.6855e-06i,-0.00055525-0.00048106i,-0.00044854-0.00010603i,-0.00018867-0.00025924i,-0.00018626-0.00073563i,-0.00045173-0.00016495i,-0.00035517+0.00024222i,-0.00042204+0.00039681i,-0.00061758+0.0004074i,-0.00022456-7.4846e-05i,0.00038505+0.00020151i
-0.0021167-0.002163i,-0.0012356-0.0024948i,-0.00080819-0.0012584i,-9.0211e-05+0.00084122i,0.00039963+0.0018706i,-0.0001473+0.00099905i,-0.00098305-0.00017083i,-0.0014271+0.00018334i,-0.0014361+0.00077438i,-0.00051609+0.0003706i,8.3383e-05+0.00020191i,4.0338e-05+4.3863e-05i,-0.00076485-0.00053953i,-0.00085132-0.00041892i,-0.00072072+0.0005137i,-0.00059078+0.0015718i,6.4959e-05+0.00065136i,0.00042318-0.00069754i,0.00027621-0.00072786i,0.00043135+0.00020718i,-0.00012997+0.0011022i,-0.0005101+0.0010439i,-0.00015548+0.00091108i
0.0012282-0.00061275i,0.00069801-0.00093527i,0.00022077-0.00013046i,-0.00014579+0.00022546i,-0.00063813-0.00025053i,-0.00063188-0.00084237i,-0.00058848-0.00024529i,-0.00035345+0.0010423i,-0.00063032+0.00082665i,-0.00071715+0.00030595i,3.3416e-05+3.928e-05i,0.00044055-4.9081e-06i,0.00038386+0.00056929i,4.9614e-05+0.00063368i,-0.00029998+7.5354e-05i,-0.00063052-0.00013244i,-0.00058718-0.00025844i,0.00027916+3.11e-05i,7.2221e-05+0.00011308i,-0.00059643-0.0004563i,-0.00068326-0.00017692i,-0.001577+0.00084602i,-0.0015616+0.00067003i
-0.00062687-0.0010474i,-0.0010019-0.00042499i,-0.0012357+0.00066758i,-0.00086937+0.0011306i,-0.00055158+0.00042443i,-0.0002678-0.00015953i,-0.0005953-0.00021175i,-0.00131+0.0001605i,-0.0014357+0.00051098i,-0.00037532+0.00088872i,0.00059507+0.00082741i,0.00098787+8.5817e-05i,0.00098146-0.00030006i,0.00066112+0.00014784i,0.0011353+0.0010199i,0.00075151+0.00090267i,0.00021142+0.00079526i,0.00077521+0.00092412i,0.00093251+0.00029385i,0.00083518-0.00020536i,0.00070659-0.00032327i,0.0003558-0.00029505i,-0.00034335-2.9294e-05i
-0.00052786-0.00093218i,-0.0011023-0.00069629i,-0.0011691+0.00038317i,-0.0002845+0.00091308i,-0.00023324+0.0016385i,-0.00043391+0.0014294i,-0.00048858+0.00054718i,-0.0010093+6.6975e-05i,-0.00053107+0.00049718i,0.00033453+0.00094514i,0.00025896+0.0010939i,-0.0002334+0.0011949i,-0.00021717+0.00061456i,0.00045226+9.1646e-05i,0.00086745+0.00011054i,0.001016+0.00051224i,0.00087143+0.00018196i,-0.00043386-9.3553e-05i,-0.0012817-7.3729e-05i,-0.00071443-0.00026037i,0.00021422-0.00049084i,-0.00019862-0.00017697i,-0.0005086+0.00038557i
-0.0001981-0.002568i,0.001053-0.0017759i,0.00086409-0.0014933i,0.00042377-0.0014152i,0.00017431-0.0011159i,-0.00018832-0.00068642i,-0.0005763-0.00015576i,-0.0013709-0.00040342i,-0.0012271-0.00042691i,-0.00074289+0.00080344i,-0.00094995+0.0010024i,-0.00051934+0.000309i,-0.00015159+0.00010721i,0.00024516+0.00071978i,0.00034817+0.0010064i,0.00024707+0.00060768i,-6.658e-05+0.00049241i,-9.5225e-05+0.00038437i,-4.5367e-05-5.5676e-05i,0.00013866-0.00010275i,0.00022505+0.00055248i,-7.7648e-05+0.00059133i,-0.00041248-5.475e-05i
-0.0006534-0.0012437i,-1.7306e-05-0.0013456i,0.00052126-0.00066832i,0.0011452+0.0015316i,0.0013983+0.002187i,0.00046463+0.001025i,0.000344+0.0007407i,-0.00026111+0.00079898i,-0.00093306+0.00064289i,-0.00020912+0.00030395i,7.4922e-05-0.00032337i,3.9426e-05+1.9182e-05i,-0.00040706+0.00042213i,-0.00075596+0.00021782i,-0.00017539+0.00068694i,0.00073974-0.00027955i,0.00053595-0.00078207i,-0.00052116-0.00047697i,-0.0010161-0.00018878i,-0.00058417+0.00052377i,-0.000409+0.0004507i,-0.00047157-0.00015619i,0.00011289-0.00070774i
0.00018316-0.0019792i,0.00016736-0.0021918i,-0.00039585-0.0012634i,1.4309e-05-0.00029774i,0.00063139+0.00040035i,-0.00013133-0.00015762i,-0.0011922-8.5548e-05i,-0.00173+0.00020363i,-0.0015913-0.00015988i,-0.00079679-6.0562e-06i,-7.8283e-05+0.0002884i,0.00032742-0.00017773i,-0.0001965-0.00019611i,-0.00060939-0.00011909i,0.00042062-0.00041624i,0.00093014+0.00010658i,0.00054595+0.00017915i,0.00034367+7.5601e-05i,0.0002607+0.00093186i,0.00027961+0.00089846i,-0.00021727+8.963e-05i,-0.0008632-0.00051396i,-0.0010112-0.00048036i
-0.0019163-0.00047226i,-0.002349-0.00059625i,-0.0020884+1.604e-05i,-0.0017076+0.00091948i,-0.0013665+0.00084149i,-0.00085389+0.0007878i,6.0607e-05+0.00068442i,6.5107e-05+0.00064988i,-0.00071471+0.0002807i,-0.00098439+0.00013094i,-0.00064774+0.00041791i,-0.00022722+0.00057356i,0.00011695+0.00054979i,-0.00045788+0.0001587i,-0.00071633+0.00041399i,0.00010925+0.00068525i,0.00045219+0.00033812i,0.00016734-0.00034627i,2.5317e-05-0.00085416i,-0.00042949-0.00052266i,-0.0011382-3.5956e-05i,-0.0011842+0.00015629i,-0.0011062+0.00048418i
-0.0013592-0.002593i,-0.00078505-0.0025486i,-0.00025551-0.0006749i,0.0016404+0.00028357i,0.0017622+0.00050039i,0.0006395+0.00091569i,0.00010672+0.00046739i,-0.00025523+6.6369e-05i,-0.0010195-5.5682e-05i,-0.00081007+5.0914e-05i,-0.0001928+0.00069225i,-0.00022435+0.00096344i,0.00040646+0.00080448i,0.0010948+0.00059965i,0.00075055+0.00014966i,0.00039681-0.00020971i,0.00053104-0.00019078i,0.00047683-0.00036217i,0.00037088-0.00039444i,-0.00019541-0.00045934i,-0.00015578-7.7336e-05i,0.00035798+0.00016185i,0.00050002-0.00030565i
-0.00041658-0.00052893i,-0.0011711-0.00061006i,-0.0015579+0.00054271i,-0.0010019+0.0020387i,-5.6585e-05+0.0014892i,0.00039713+0.0005199i,0.00047451+3.3594e-05i,4.6881e-05+0.00017395i,-0.00069424+0.00011144i,-0.0011915-7.0989e-05i,-0.0014611+0.00042839i,-0.00097972-7.4616e-05i,-0.000132-0.00047884i,0.00049732+0.00040187i,0.0013857+0.00058915i,0.0014347+0.00041618i,0.00096921+0.00056218i,0.00083541+0.00044667i,0.00059435-0.00063538i,0.00043944-0.0016356i,-0.00029124-0.0019628i,-0.00060598-0.0011062i,-8.0032e-05-0.00067947i
0.0010281-0.0019696i,0.00074556-0.00072877i,0.001055-0.0002685i,0.00025094-0.00044085i,-0.00067163-3.9678e-05i,-0.00095644+0.00087642i,-0.0011102+0.00061145i,-0.001012+0.00053965i,-0.0011089-0.0001303i,-0.0015582-0.00049214i,-0.0010498-0.00033639i,-0.00011692-0.00063776i,0.00034524-0.00011028i,0.00031428+0.00075858i,0.00045261+0.0011166i,0.00057901+0.00097287i,-0.00035323-5.8043e-05i,-0.0009965-0.0008517i,-3.5721e-05-0.00052071i,0.00063986-0.00020625i,0.00059415+8.0369e-05i,0.00015664+0.00021232i,-2.6952e-05+0.0006928i
0.00048114-0.0024467i,-0.00043605-0.0017949i,-0.001377+0.00018263i,-0.0017325+0.0013144i,-0.0014472+0.00077796i,-0.00090252+7.8536e-05i,-0.00025543+0.00010813i,-0.00046762+0.00025891i,-0.0005311+0.00067204i,0.00038591+0.0015358i,0.00057702+0.0011668i,-0.00019226+0.00041652i,-0.00050022+0.00016934i,0.00038895+0.00079395i,0.00072255+0.0011082i,0.00010591+0.00064331i,-0.00034449+3.1283e-05i,-0.00030243-0.00099918i,-0.00031656-0.0009861i,-3.6855e-05-3.9664e-05i,-2.2054e-05+0.00080752i,0.00027467+0.00077001i,0.00013751-0.00020639i
0.00047634-0.0010063i,0.00030108-0.0010172i,-1.6399e-05-0.0017889i,0.00034026-0.0013756i,0.00014816-0.00017813i,-0.00040261+0.00095078i,-0.00034171+0.00096601i,-0.00019771+0.00069223i,-0.0003301+0.0014014i,-0.00044639+0.001043i,-0.00020622-0.00014494i,0.00038601-0.00086827i,0.00030291-0.00043473i,-0.00060932+0.0002902i,6.2638e-05+0.0011217i,0.0010113+0.0017931i,8.1953e-05+0.00040207i,-0.0008838-0.0005349i,-0.00085089-0.00017138i,-0.00082497-0.00053087i,-0.00071391-0.00066952i,-0.00074223-7.5454e-05i,-0.00051847-3.7456e-05i
-0.00047522-0.0012763i,-0.0015149-0.00034563i,-0.001404+0.00041969i,-0.00051964+0.0018196i,-0.00044125+0.0011379i,-0.00044674-8.6133e-05i,0.00014861-0.00018952i,0.00013711+0.00022572i,-0.00057934+0.00069268i,-0.00069927+0.00073017i,-5.7675e-05+0.00022206i,0.00038569+0.0001609i,0.00068353+0.00032864i,0.00079104+0.00031877i,0.00084325+0.00015598i,0.0004695+4.3588e-05i,-3.5271e-05-5.3291e-05i,-0.00091927-0.00072662i,-0.00058783-0.00079185i,-0.00012458+0.00010659i,-0.00043949+0.00033228i,-3.2465e-05+0.00015034i,0.00051234-2.2122e-05i
-0.00070372-0.0014259i,-0.00057111-0.0019277i,-0.00091658-0.00059044i,-9.3248e-05+0.00053101i,0.00084205+0.00035286i,0.00019945-5.891e-05i,-0.00039381+0.00013474i,-0.00022066+0.00040692i,-0.00019635+0.00077787i,6.2773e-05+0.0010884i,0.00016697+0.0013591i,0.00032996+0.00029694i,7.5406e-05-0.00010247i,-3.0929e-05+0.00026442i,0.00039109-0.00022256i,0.00011647-0.0004407i,0.00016114-0.00030173i,0.00040613-0.00050898i,0.00027172-0.00081015i,4.1005e-05-0.00023919i,0.00052331+0.00024968i,0.00080505+0.00064576i,9.9314e-05+0.00071196i
0.00010172-0.00031736i,-0.0013522+0.00010199i,-0.0011586+0.00048503i,-0.00060436+0.00075093i,-0.0010371+0.00044273i,-0.0015566-0.00024118i,-0.0015548+4.0307e-05i,-0.00092447+0.0011557i,3.0267e-05+0.0013801i,-0.0001405+0.00086781i,-0.0013777+0.00043279i,-0.0014203+4.0206e-05i,-0.00042512-0.00055734i,0.00038597-0.00043679i,0.00069663+0.00076221i,0.00071224+0.00091112i,0.00055482+0.00028123i,0.00012834-0.00020522i,-0.00019393-0.00051253i,-0.00022972+1.1527e-05i,0.00033427+0.00024899i,0.00044407+0.00047967i,-0.00040626-0.00026833i
0.0012406-0.0030056i,-0.00050209-0.0034171i,-0.0011917-0.0031204i,-0.0010763-0.0015518i,-0.0013735-0.00053818i,-0.0016925+0.00019933i,-0.0015827+0.00043524i,-0.00074912+0.00023677i,-0.00040624-4.0481e-05i,-0.0005058-0.0003845i,-0.00076679-0.00041591i,-0.00077061+0.0002149i,-0.00066435+0.0004805i,-0.00039637+0.0005867i,0.00097824+0.00069034i,0.0012647+0.0010772i,0.00071096+0.0008418i,0.00062816+0.00022155i,0.00088962+5.8279e-06i,0.00060741-0.00031375i,-0.00038793-0.0010237i,-0.00054357-0.0013453i,-0.00042608-0.0008431i
0.0012937-0.001078i,0.00089688-0.001675i,-0.00031322-0.00085492i,-0.00036939+0.00025216i,0.00057044+0.0003728i,0.00036254+0.00025595i,0.00014742+0.00025414i,0.00039751-6.8879e-05i,0.00022189-0.00036155i,0.00075606-0.0010798i,0.0013156-0.0010978i,0.00028615-0.00032208i,-0.00047866+0.00010389i,-0.00025276-2.3307e-05i,0.00051859-2.7349e-05i,0.00074176+0.00010705i,-0.00023925+0.00024818i,-0.00075566+0.00062919i,-0.00010693+0.00062056i,0.00043751+0.00027854i,0.00052801-0.00020022i,0.00027121-0.00051263i,0.00030022-0.00049424i
-0.0011343-0.00074325i,-0.00087487-0.00032883i,-0.00029283-7.1224e-05i,-0.00043783+0.00029926i,-0.00057113+0.0005999i,-0.00055893+0.00017981i,-0.00077233-3.5514e-05i,-0.0013222+0.00020475i,-0.0011149+0.00077124i,0.00021203+0.00085334i,-0.00015356+0.00066107i,-0.00088542-8.465e-05i,-0.00079715-0.0007025i,-7.1009e-05-0.0011763i,0.00021882-0.00024683i,-7.6168e-05+0.00030593i,-0.00035997-0.00057216i,-7.037e-05-0.00038562i,0.0007174+0.00039005i,0.000761+0.00086286i,6.2102e-05+0.0010899i,-0.0010837+0.0007384i,-0.00060361+0.0007682i
5.3357e-05+0.00014531i,0.00042881-0.00053414i,0.00059829-0.00010337i,0.00082307+0.00095919i,0.00093423+0.00072806i,6.6563e-05+0.00037107i,-0.00067223+0.00036474i,-0.0010503+0.00011816i,-0.0018637-0.00029509i,-0.0014266-3.6079e-05i,-0.00051568+0.00036236i,-0.00047878-9.9085e-05i,-0.00013835+0.00042035i,-0.00022861+0.0015299i,-0.00071805+0.00069982i,-0.00085596-0.0003864i,-0.00096572-0.00060547i,-0.00081324-0.00026871i,-0.00060965+0.00096488i,-0.00016955+0.0011499i,0.0001268+0.00088777i,0.00078725+0.00086296i,0.00083667+1.6777e-05i
-0.001362+0.00024955i,-0.0012147-0.00024168i,-0.00061581+0.00029429i,0.00082929+0.00078989i,0.00086192-0.00016923i,-0.00068167-0.00073881i,-0.0011604-0.00059682i,-0.00071733-0.00050269i,-0.00035781+0.00023099i,-0.00072919+0.0012448i,-0.00022678+0.0012466i,0.00055127+0.0011465i,0.00084217+0.00051784i,0.0010568-0.00032063i,0.00080642-0.00017696i,0.0010399+0.00072489i,8.1424e-05+0.0009722i,-0.00072289+0.00072426i,-0.00021901+0.00095484i,0.00015618+0.00054784i,0.0003341-7.3157e-05i,0.00019839+0.00046999i,-0.00035495+0.00096446i
0.00067257-0.0026591i,-5.9662e-05-0.0020009i,-0.00062708-0.00014295i,-0.00066266+0.0017497i,-0.0012147+0.0025763i,-0.00080419+0.0026225i,6.8471e-05+0.0016953i,0.00032924+0.00029044i,-7.4555e-05-0.00043227i,-0.00055167+0.00024851i,-0.00077286+0.00058627i,-0.00028258+0.0001415i,0.00038531+0.00043971i,0.00034721+0.00054762i,0.00084728-8.0002e-05i,0.0014164+0.00030266i,0.00083776+0.0010276i,-9.5951e-05+0.00067947i,0.00045637+0.00067249i,0.0004576+0.00038898i,-0.00059076-0.00068931i,-0.00026976-0.00046024i,0.00058121+0.00037528i
-0.00093438-0.0018306i,-0.00054903-0.0024403i,-0.00017666-0.0012671i,-3.2786e-05+0.00019133i,0.00040171+0.00045877i,0.0005278+0.00052703i,0.00035647+0.00056419i,-0.00068699+0.00042892i,-0.0010798+0.00038164i,-0.00059582+1.0123e-06i,-0.0002617-0.00022908i,-0.00033201-6.0698e-05i,-4.9805e-05+0.00025883i,7.918e-05+0.00089779i,-9.8194e-05+0.0015732i,-0.00057095+0.0018147i,-0.0011404+0.00087669i,-0.0010342-4.7764e-05i,-0.00072383+0.00031151i,-0.00066246+0.00054991i,-0.0002603+0.00067321i,-0.00042313+0.00069757i,-0.0011516+0.00018866i
-0.0005866-0.00074317i,0.0010167-0.0015706i,0.00078085-0.00039713i,-9.6194e-05+0.00026911i,-0.00022085-0.00021865i,0.00026596-8.2858e-05i,-0.00012459+8.7805e-05i,-0.0005618+0.00015452i,0.0001131+0.00069191i,0.00057987+0.00048817i,0.00062743-8.4311e-05i,0.0003113+1.2242e-05i,-0.0004197+8.2189e-05i,-0.00026523+7.3704e-05i,-1.3743e-05+0.00042191i,-0.0004814+0.00095738i,-0.00040705+0.00089299i,0.00061191+0.00080446i,0.00069725+0.0011055i,-2.6738e-05+0.00076744i,-0.00020559+0.00024677i,-0.00035274+0.00012401i,-0.0002608+0.00018647i
0.0028346-0.0014659i,0.0016365-0.00088432i,0.00094822-0.0010766i,0.00018022-0.00086779i,-0.00016586+0.00011189i,3.5323e-05+0.00086582i,-0.00052316+0.0011218i,-0.00053603+0.00099719i,-0.00024155+0.0010804i,1.5539e-05+0.0004625i,0.00074323+0.00026176i,0.0012895+0.00045102i,0.0004383+0.00037082i,-0.00047198+0.00056088i,-0.0001791+0.00032062i,-0.00027968-0.00035064i,-0.00053516-0.0002582i,0.00030178-0.00045183i,2.4463e-05-0.00046203i,-0.00070923-0.00020539i,-0.00050329-0.00023884i,0.00018252-0.00043271i,0.00015241-9.352e-05i
-0.0014904-0.0017984i,-0.00088389-0.0018288i,0.00013768+0.00016887i,8.0471e-05+0.0011419i,-0.00088323+0.0010718i,-0.0010187+0.00045266i,-0.00067774+0.00045715i,-0.0010248+0.00044094i,-0.0011444+0.00011059i,-0.001036+5.2948e-05i,-0.0010979+5.0369e-05i,-0.0010268+0.00066266i,-0.00046362+0.00074497i,0.00020358+7.8847e-05i,-0.00057043+2.0267e-05i,-0.00042146+0.00023639i,0.00047228+0.00058422i,0.00018107+0.00060691i,-0.00095297+0.00019699i,-0.00084797-0.00039822i,-0.00019595-0.00056397i,-0.00020496-0.00026867i,0.0002821+1.5954e-05i
0.00091084-0.0039166i,-5.0296e-05-0.0029333i,-0.0011738-0.001191i,-0.0015971+0.00045903i,-0.00086891+0.00062811i,0.00022922+0.000506i,0.00046697+0.00077431i,0.00010056+0.00040784i,-0.00086976-0.00019356i,-0.0012172-6.3002e-05i,-0.00090383-0.00023037i,-0.00067448+0.00035846i,-0.00059867+0.00069962i,-0.00064749+0.00041592i,7.1949e-05+0.00038941i,0.00076858+0.00026877i,0.00068551+0.00025281i,0.00043309+0.00052372i,9.6109e-05+0.00056171i,-0.00034227-0.00028875i,-0.00036569-0.00086535i,0.00054289-0.00019109i,0.001101+0.00082282i
-0.00022542-0.0024587i,-0.00070241-0.002549i,-0.00080499-0.0015394i,-0.00059541-0.00057508i,-0.00041545-1.7533e-05i,-0.00050461+0.00031802i,-0.0003304+0.00029964i,-0.00044059+1.5425e-05i,-0.0010732+0.00029991i,-0.00083359+0.00027925i,-0.00028613+5.2099e-05i,-0.00065034+6.0445e-05i,-0.00059466+0.00062721i,-6.9287e-05+0.0017006i,0.00037239+0.0012565i,0.00072708+0.00051737i,8.7547e-05+0.00015028i,-0.00046051-0.00040158i,-0.0010059-0.00077486i,-0.00082393-0.00074338i,-8.9572e-05-0.00018027i,0.00012261-0.00017877i,0.0004518+0.00021119i
-0.001483-0.0013245i,-0.0018383-0.00022881i,-0.0022974+0.00069063i,-0.00049458+0.0002805i,0.00072571+0.00068846i,-0.0002129+0.00035301i,-0.00061523-0.00046326i,-3.1456e-05-0.00056356i,-0.00040487-0.00075593i,-0.00078512+9.1605e-05i,-0.00039402+0.00060364i,0.00011749+0.00057791i,0.00026749+0.00029223i,0.00011228-0.00020417i,0.00027242-0.00034986i,-3.1892e-05-0.00039203i,-0.00032314-0.00025628i,-0.00063395-0.00018578i,-0.00051247-0.00014331i,0.00047138-0.00013317i,0.00045425-0.00034662i,0.0003491-0.000739i,0.00026233-2.3951e-07i
0.00028329-0.0010405i,0.00075239-0.00079073i,0.0012777+0.00081564i,0.00095054+0.0011248i,0.00055274-7.5811e-05i,-0.00048236-0.0012582i,-0.0010732-0.0005226i,-0.00077805+0.00047543i,-0.00040766+0.00012297i,-0.00040804+0.00050733i,-0.00071813+0.00030831i,-0.00066309-0.00016406i,-0.00076423+4.2538e-05i,-0.00049359+0.00024344i,0.0001801+0.00050977i,0.00018216+0.00018697i,0.00039436-0.00042222i,4.8787e-05-0.00077415i,-0.00060332-0.00041821i,-4.1766e-05+0.00042588i,0.00029973+0.00073744i,-9.584e-05+0.0005424i,0.00018219+0.0011219i
-0.001892-0.0010751i,-0.0025466-0.0023144i,-0.0023392-0.00071419i,-0.0012118+0.0008045i,-0.0012339+0.00021177i,-0.0016754-0.00044489i,-0.0014824-0.00011268i,-0.00087026-0.00042489i,-0.00042253-0.00084684i,0.00012184-0.00027013i,0.00029374+0.00018446i,-0.00020224+0.00021416i,-0.00064885+0.0003341i,-0.00094376-0.00017871i,-0.00091545-0.00081934i,6.0195e-05-0.00025946i,0.0006729+0.00031522i,0.00015344+0.00029543i,-0.00053889-0.00015121i,-0.00059433-9.8108e-05i,-0.00052068+0.00072051i,-0.00029033+0.00084293i,4.1502e-05+0.0013699i
0.0017996+0.00023784i,0.00069621+8.0719e-05i,0.00099515-0.0010517i,0.00069997-0.0014072i,-9.7756e-05-0.00095416i,-0.00071378-0.00044273i,-0.0013133+0.00088848i,-0.0013144+0.0012121i,-0.00095291+0.00041592i,-0.0012034+0.00025438i,-0.00081954+0.0011296i,-0.00079976+0.0015045i,-0.0012822+0.00038548i,-0.001099+0.00021529i,-0.00069428+0.00057489i,-7.9784e-05+0.00077573i,0.00095821+0.00071186i,0.00065908-3.0796e-05i,3.2316e-05-0.00050849i,0.00050002-0.00064269i,0.00063515-0.00069826i,0.00030825-0.00062416i,-0.00019335-0.00044214i
0.000147-0.0013858i,-0.00016909-0.001973i,-0.00040749-0.00036479i,-0.00035407-0.00045871i,-0.0002784-0.00066417i,0.00028435+0.00063936i,0.00032602+0.00076897i,0.00029726+0.0002487i,5.1213e-05+0.00043375i,-0.0003414+0.00087536i,-0.00030464+0.00095884i,-0.00012043+0.00078895i,-0.00010273+0.00085511i,0.00030211+0.0002994i,0.00061169+0.00041753i,0.00051201+0.00036178i,-0.00010074-0.00067173i,-0.00057825-0.00084986i,-0.00010925-0.00060086i,0.00029656-0.00067554i,-0.00016828-0.00024415i,-0.00040421+0.00055549i,-0.00047119+0.00021737i
0.00070958-0.0015626i,0.0013099-0.0020457i,0.0019315-0.0012787i,0.0010318-6.9535e-05i,0.00031185-0.00020455i,-0.00032615-0.00010661i,-0.00064502+0.00050487i,-0.00053891+0.00078065i,-0.00032134+0.00082586i,-0.00063489+0.00064757i,-0.00015971+0.00055129i,0.00046461+0.00054604i,-0.00030395+0.00088952i,-0.0010767+0.00069142i,-0.0016509-0.00033442i,-0.0017718-0.00043105i,-0.0013898-0.00012343i,-0.00066598-0.00027741i,0.00019537-0.00017065i,0.00017103+0.00017192i,-9.6662e-05+0.00024464i,-0.00024175+0.00011385i,-0.00046387+0.00031336i
0.0014335-0.0004549i,0.00093431+0.00093572i,0.00080471+0.0023592i,0.0010328+0.0018262i,0.00076864+0.00029626i,-0.00051459-1.9385e-06i,-0.001215-0.0001363i,-0.0010634-0.00034022i,-0.0007117+0.00011287i,-0.00062371-2.8229e-05i,0.00011238-0.00032873i,0.00082485+0.00033899i,-6.6201e-05+0.00065079i,-0.0012115+0.00069596i,-0.00073618+0.00043356i,-0.00025793+0.00063961i,-0.00058794+0.00078445i,-0.0010112-2.2573e-05i,-0.0013072-0.0004198i,-0.00083349-0.0002367i,-3.4553e-05+0.00026548i,0.0001141+0.00043453i,6.7589e-06+0.00033601i
0.00059807-0.0020596i,-2.6409e-05-0.0025492i,-4.0301e-06-0.0027352i,-0.0007813-0.0018502i,-0.0013735+4.8601e-05i,-0.0012128+0.0011581i,-0.0003365+0.00073534i,-4.6443e-05+8.2302e-05i,-0.0006313-0.00014891i,-0.0005434-0.00039764i,-0.00048749-0.00058948i,-0.00059811+0.00011248i,-0.00056542+0.0010173i,0.00045586+0.00049771i,0.00046299+0.00042023i,-0.00014822+0.0009109i,0.00075194+0.00080992i,0.0011218+0.00036677i,0.0004346+9.3683e-05i,0.00029499-0.00011785i,0.00019467-0.00068289i,-0.00029749-0.0014807i,-0.00085352-0.0014768i
0.00059279-0.002421i,0.00014357-0.0021669i,-0.00019715-0.00058022i,-0.00054976+0.00033588i,-0.00017183+2.627e-06i,-0.00056081-0.00014223i,-0.00070941-4.5461e-06i,-0.00010386+0.00013854i,2.859e-06+0.00016264i,-0.00048915+0.00054239i,-0.00077003-2.7065e-05i,-0.0004834-0.00034933i,-0.00053997-0.00025618i,-0.00075196+1.5891e-05i,-0.00075599+0.00059194i,-0.00064545+0.00078809i,-0.00043601+0.00086552i,-0.0011668+0.00070627i,-0.0010007+0.00018322i,1.5573e-06-0.00030017i,0.00063656-0.00014063i,0.00029279+4.9974e-06i,9.8313e-05+0.00062739i
0.0031778+0.00062532i,0.0025795-0.0010439i,0.0025433-0.0021131i,0.0019595-0.0015226i,0.00047549-0.00034458i,-0.001286+0.00045579i,-0.0010319+0.00056101i,9.7968e-05+0.0013464i,0.00026049+0.00090462i,-6.8698e-05-0.00053215i,-8.0649e-05-0.001031i,-0.00037562-0.00054277i,-0.0012544+0.00077834i,-0.0016338+0.0019725i,-0.0017813+0.0020219i,-0.0014185+0.0014618i,-6.8414e-05+0.0005209i,0.00063003+0.00057956i,0.00044759+0.00038171i,-0.00029724-0.00017829i,-0.0007436-0.00034062i,-0.00056339-0.00068206i,-0.00076979-0.00080037i
-0.0011849-0.00058569i,-0.0012609-0.00064463i,-0.00089008+4.9903e-05i,-0.00051687+0.0011058i,-0.00012314+0.0015083i,0.00052507+0.00070833i,0.00048365-0.00051758i,5.4372e-05-0.00047966i,-0.00049354-0.00010884i,-0.00050813+0.00036178i,-4.9861e-05+0.0011188i,1.4121e-05+0.00068072i,9.1304e-05+0.00021079i,0.00051346+0.00088668i,-0.00020861+0.00060253i,-0.00024357+9.8496e-05i,0.00045089+0.00013709i,0.00023079-2.8708e-05i,-0.00028697+0.00014104i,-0.0010704-0.00012066i,-0.00069058-0.00045938i,-0.00014022+0.00062284i,0.00034544+0.0007829i
0.0012255-0.0010861i,0.00075591-0.00083541i,0.00068747-0.0014717i,-0.00016147-0.0013576i,-0.00069876-0.00054039i,-0.00063813-0.00025925i,-0.0010104+1.5582e-05i,-0.00076723+0.00033309i,-0.00045262+0.00054853i,0.0003457+0.00060192i,0.0010793+0.0003784i,0.00083072-0.00018689i,-0.00010615-0.00035811i,-0.00036271+0.00026226i,7.9568e-06+0.00060752i,-5.639e-05+0.0010616i,-0.00039635+0.001132i,-0.00021217-0.00011549i,0.00031553-0.00082179i,0.00065241-0.00016214i,0.00059375+0.00057087i,0.00059821+6.0682e-05i,0.00028376-0.00020572i
