-0.002478-0.00050498i,-0.0008702+6.9389e-05i,-0.00040617-0.0010565i,-0.00027159-0.00092014i,0.00016562+0.0005638i,0.0010088+0.00023281i,0.0013759-0.00014266i,0.001122-0.00057579i,0.00054884-0.00062607i,-0.00017238-0.00025523i,-0.00027085+0.00012268i,7.2564e-05-0.00029674i,-0.00031568-0.0010626i,-0.0010266-0.0010434i,-0.0010436-9.8149e-05i,-0.00038858+0.00041737i,-0.00024196+0.00027798i,-0.00032875+0.00012756i,5.92e-05-0.00016598i,0.00014218-0.00079044i,0.00052344-0.0013631i,0.0005537-0.00094128i,0.00033716-0.00029609i
0.00075886+0.00083355i,0.00024903+9.3881e-05i,0.00023625-0.000537i,-0.00045171-0.0018619i,1.3028e-05-0.0027391i,0.00080707-0.001648i,0.00035346-0.0017948i,-0.0011736-0.0021312i,-0.0015698-0.00057975i,-7.9979e-05+0.00013314i,0.00099385-0.00024042i,0.0011176-0.00037616i,0.00047465-6.2278e-05i,-0.00064335+0.00061701i,-0.00019253+0.0005947i,-0.00052474+0.00011882i,-0.00060587+0.00010558i,0.00082423+9.7613e-06i,0.00053215-0.00029205i,-0.00043596-0.00055104i,-0.00054496-0.00090661i,-0.00023494-0.00042945i,0.00046658+0.00036696i
-0.0011279-0.00024674i,-0.0014786-0.00059879i,-0.0013226-0.0012402i,-0.00090519-0.0013272i,-0.00021726-0.00054494i,0.00056419-0.00014651i,0.0011517-0.0011056i,0.00052283-0.0020606i,-0.00031019-0.0012842i,0.0004261-0.00039472i,0.00063117-0.00052907i,0.00021447-0.00039904i,0.0005777-0.00039216i,0.001195+0.00020014i,0.00057851+0.00059683i,-0.00018932+0.00042456i,-0.00036144+0.00059304i,-0.0010351+0.0002061i,-0.0013558-0.00056863i,-0.00020862-0.00085392i,0.0004297-0.00041575i,0.00015495-0.00032069i,-0.00035331-0.00058898i
0.00026245-0.00058264i,0.00029439-0.0015284i,0.00036725-0.002644i,-3.4737e-05-0.0034455i,8.6842e-05-0.0037073i,0.00011459-0.0024356i,-0.00029913-0.0021907i,-0.00097484-0.0024878i,-0.00080008-0.0017615i,-2.0288e-05-0.00046033i,0.00026033+0.0011509i,1.2823e-05+0.0010339i,-0.00053828+0.00014658i,-0.00029536+0.00028694i,0.00062659+0.0010401i,0.00031046+0.0006884i,-0.00050121-0.00036249i,-0.00037642-0.0012375i,-0.00024799-0.00065462i,-0.0004855+0.00036431i,-0.00028548+2.6371e-05i,-0.00056019+0.00066288i,-0.0011377+0.0010781i
-0.0010696+0.0010893i,0.00024379+0.0011874i,0.0017808+0.00056033i,0.0013414-0.0010435i,0.00055283-0.0026016i,0.0012765-0.0024678i,0.001644-0.0021027i,-4.0781e-05-0.0019664i,-0.0017524-0.001282i,-0.00091602-0.00046764i,2.6347e-05-4.6807e-05i,-0.00042095-0.0006637i,-0.0005542-0.00043383i,-0.00077714+0.00076169i,-0.00049316+0.0012442i,0.00032625+0.0012824i,9.9322e-05+0.00076061i,0.00024656-0.00033992i,2.6479e-05+0.00010842i,-0.0010026+0.00052925i,-0.001045+0.00036594i,-0.00028656-7.608e-05i,0.0004815-0.00013972i
-0.0009443+0.0013397i,0.00054535+0.00069858i,0.00037242-0.00035987i,0.0010187-0.0019931i,0.0018665-0.0025034i,0.0021158-0.0018879i,0.0013176-0.0015259i,-0.0006903-0.0009622i,-0.0014338-3.3728e-05i,-0.00026267+0.00056067i,0.00037775+0.00055104i,0.00063254+0.00025196i,0.00059117+0.00013607i,0.00027317+0.00044611i,-0.00016009+0.00039027i,0.00019158+0.00042227i,0.00022611+0.00050347i,-0.0003955-0.00043577i,-0.00029298-0.001024i,0.00029147-0.0011419i,0.0002133-0.0001187i,-6.419e-05+0.00096729i,3.4282e-05-0.00010546i
0.0012499-2.351e-05i,0.0010488-0.00069365i,0.00062352-0.0014618i,-0.00024657-0.0017767i,-0.0010693-0.0019442i,-0.00037979-0.001446i,0.00066201-0.0019215i,2.806e-05-0.0024355i,-0.00082397-0.00081145i,-0.00028094+0.00080283i,0.00068767+0.00047146i,0.00030283+0.00031964i,6.599e-06+0.00056882i,0.00049416+0.00046163i,-0.0002383-3.7144e-06i,-0.00025337-0.00076127i,0.00076569-0.00076525i,0.0008395-0.00060825i,-0.00010194-0.0010069i,-0.00030042-0.00073905i,0.00035324+0.00031301i,9.0906e-05+0.00077757i,-0.00049088+0.00036327i
-0.00069475-0.0010649i,-0.00058424-0.00012221i,-0.00042108-0.00056926i,-1.3363e-05-0.0016925i,-2.6622e-05-0.0015279i,0.00078516-0.00057414i,0.0020415-0.00064272i,0.00093988-0.0012496i,-0.0011412-0.00015607i,-0.0015599+0.0011685i,-0.00091318+0.00035113i,-0.00032373-0.00082565i,0.00035103-0.00014521i,0.00091506+0.0011345i,0.00048788+0.0011668i,-0.00021427+0.00051487i,0.00018894+7.4836e-05i,0.00062955-0.0001062i,-1.2999e-05-0.00013606i,-0.0002165+2.3064e-05i,-0.0011795+0.00036591i,-0.0018471+0.00073546i,-0.00084365+0.00050712i
0.00024909-0.0017001i,-5.0481e-05-0.001664i,-0.00085262-0.0018512i,-0.0014116-0.0018782i,-0.00075687-0.00132i,0.00062114-0.00020131i,0.00048331+0.00046946i,-0.0011012-0.00068252i,-0.002309-0.0019201i,-0.0019984-0.00039877i,-0.00030316+0.00085948i,0.0008954-2.9966e-07i,0.00017736-0.00025297i,-0.00076659+0.0003991i,-0.00011908+0.00030624i,0.00054545+7.624e-05i,0.00016718-0.00015892i,-0.00040115-0.00098426i,-0.00046665-0.00061115i,-0.00026453+0.00023672i,-0.00050735-0.00019248i,-0.00026375-0.00038217i,0.00019049+2.5655e-05i
0.0026011+0.00058041i,0.0021421-0.00061943i,0.0020215-0.0018561i,0.0018234-0.0017824i,0.00063659-0.0013475i,0.00019323-0.0012779i,0.00035889-0.0021907i,-0.00020521-0.0021056i,-0.00043069-0.00042195i,8.4971e-05+3.0248e-05i,-1.9701e-05-0.00065333i,-0.0003243-0.00088104i,-0.00019756-0.00017897i,-0.00024346+0.00090114i,0.00018047+0.00071054i,0.00089407+0.00024608i,0.0011095+0.00076565i,0.00050869+0.0012316i,0.00010237+0.0013015i,-0.00010218+0.000746i,0.00030122+0.00030816i,0.00087772+0.00044598i,0.00028946+0.00042246i
0.00093351-0.00026687i,9.8964e-05-0.00073959i,-0.00033311-0.00079386i,0.00038107-0.00031083i,0.0014121-0.00077183i,0.0016921-0.0009608i,0.0011218-0.0010695i,-0.00033324-0.001601i,-0.001256-0.0013263i,-0.00084845-0.00074334i,0.00018003+0.00021173i,0.0010987+0.00040426i,0.00067606+6.4134e-05i,-0.00043463+0.00024419i,-0.00026724+0.00074138i,-0.00012799+0.0011461i,-0.00038992+7.5923e-05i,-7.9747e-05-0.0010743i,-9.4009e-05-0.00048314i,-0.00085324+0.00019779i,-0.0007446-7.5106e-05i,-0.00025634+0.00053594i,3.5664e-05+0.00060236i
0.0026974-0.00086552i,0.0022933-0.0025019i,0.0024608-0.0044113i,0.00062466-0.0050511i,-0.0017353-0.0036574i,-0.0020598-0.00086392i,-0.00097435-0.00018756i,0.00033569-0.0011572i,0.0006418-0.0014471i,0.0006315-0.00082948i,0.00041781+0.00057781i,-0.00018519+0.0007696i,-0.00011412+0.00043726i,-0.00055528+0.00088784i,-0.00041337+0.0011979i,-9.2396e-05+0.0011226i,-0.00037795+0.00055437i,-0.00064247+0.00097211i,-0.0010766+0.00085811i,-0.0014234-0.00011718i,-0.0013516-0.00049733i,-0.00073316-0.00047433i,-0.00019109-0.00044518i
0.00043683+0.0003383i,0.00061917-0.0011919i,0.0006163-0.0016593i,-0.00033199-0.0019762i,-0.00050654-0.0021126i,0.00016843-0.0019855i,0.0010567-0.001661i,0.00045466-0.0012949i,-0.0011026-0.0011796i,-0.00060769-0.00061257i,7.2786e-05+0.00021091i,-0.00042747-1.3265e-05i,-0.00021047+0.00026987i,0.00024144+0.00097981i,-0.00023312+0.00083073i,-0.00019341+0.00036541i,0.00047162+1.1815e-05i,0.00055022-0.00066099i,0.00023591-0.0011905i,-0.00072894-0.00097379i,-0.00096796-0.00080724i,-0.00045883-0.00048252i,-0.00018421+0.00011991i
-0.00044103-0.00016293i,0.00081406+0.00029444i,0.0013383+0.00044791i,0.00096602-0.00011997i,0.00078873-0.00014012i,0.0020752+0.00011526i,0.0015804-0.0003118i,-0.00074452-0.0012968i,-0.0011739-0.00079707i,-0.00030446+0.00061381i,0.00054745+0.00086833i,0.0011067+0.00012963i,0.00064134-0.00034448i,-0.00021914+0.00032113i,-0.0004028+0.0012346i,-0.00027953+0.00085738i,5.6283e-05-0.00023416i,0.00029881-0.00097245i,1.4529e-05-0.0008885i,0.00019025-0.0006099i,0.00018931-0.00052486i,-2.9922e-05-0.00078644i,0.00021171-0.0004259i
0.00029822+0.0011443i,0.0010686+0.001842i,0.0014021+0.0019672i,-0.00010181-0.00017675i,-0.00048006-0.001198i,0.00039701-0.0017205i,0.001417-0.0025842i,0.00070311-0.0020919i,-0.00099994-0.00060216i,-0.00017673+0.00015418i,0.00045804-0.00010933i,0.0005427-0.00014457i,0.00018089-1.4235e-05i,-0.00011027-3.3173e-05i,0.00012036+0.00014828i,-4.2951e-05+0.00060914i,-0.00024203+0.0012299i,-0.00070338+0.0010128i,-0.00045375+0.00058833i,-0.00047457+0.00071627i,-0.00060082+0.00025755i,0.0003794+0.00019115i,0.00044203-2.8162e-05i
-0.002292+0.00063394i,-0.00086725+0.00098387i,3.9973e-05+0.00078937i,0.00081735+0.00042204i,0.0021726+6.7679e-05i,0.0036594-0.00021299i,0.0029652-0.0018831i,0.00071517-0.00262i,-0.0010969-0.0013928i,-0.00038002-0.00036457i,0.00034884+3.1964e-05i,-0.00025532+0.00030827i,-0.00034137+0.00033824i,-0.00033009-0.0001401i,-0.00049223-0.00014881i,-7.5303e-05-0.00022184i,0.00051314-0.00039847i,0.00043398-0.0003115i,0.00014725-0.00012133i,-0.00014304-0.00014001i,0.00034673+8.2894e-05i,0.00052623+0.0001375i,-0.00044842-0.00028321i
0.00026597+0.00045684i,0.0018038+0.00033816i,0.002976+0.00015593i,0.0016896-0.00021573i,-3.1323e-06-0.0012386i,-0.00054297-0.0018551i,-0.00058988-0.001251i,-0.00035319-0.0010254i,-2.5677e-05-0.00049934i,0.00014096-0.00040466i,-0.00032194-0.00068617i,-0.0012106-0.00034083i,-0.0017644-0.0005388i,-0.0022596-0.00079655i,-0.0022383+0.0002814i,-0.00073616+0.00042143i,-0.00015931+0.00016149i,0.0002113+0.00037331i,0.00047712+0.00016081i,-4.9451e-05+5.7762e-06i,1.0464e-05+0.00011769i,7.4279e-05+0.00014129i,-4.9892e-05-0.00055496i
0.0013572+0.00027528i,0.0012476+0.00050115i,-0.00015279-0.0011224i,-0.00054261-0.0032457i,0.00024898-0.0031712i,0.0008303-0.00073524i,0.0014287-7.6674e-06i,0.00037709-0.0010034i,-0.00088169-0.0010661i,-0.00090071+4.7509e-05i,-0.00086801+0.00062795i,-0.00078985+0.00010232i,-0.00064898-5.9383e-05i,-0.00031495+0.00051816i,-0.00035409+0.00070251i,-0.00023355+0.00025586i,0.00056522-0.00034864i,0.00062871-0.00053882i,0.00058209+1.7031e-05i,0.00064361+0.00020869i,-5.4715e-05+0.00034073i,-0.00050776+0.00012533i,-0.0006509+0.00011143i
0.0015673+0.00042042i,0.00060605+0.00028676i,0.00027843-0.0016619i,0.00030251-0.0029607i,-0.0013053-0.0021689i,-0.0013665-0.00046956i,-0.00033231-0.0002919i,-0.00041213-0.0016732i,-0.0010696-0.0017786i,-0.00075899-0.00082489i,0.00012256-0.00039795i,0.0004944-0.00020006i,0.00014726+2.8841e-05i,-0.00031882+7.8942e-05i,-0.00075425+0.00051833i,-0.00080504+0.00052415i,0.00014565-0.0003071i,0.00076222-0.0013429i,0.00089913-0.0013848i,0.00062244+4.0341e-05i,-0.00018279+0.00025847i,-0.00035958-0.0008857i,0.00013046-0.0011879i
0.00076494+0.0012557i,0.0011308+0.00058699i,0.0016407-0.00031139i,0.0018384-0.0017685i,0.0018265-0.0026357i,0.0010528-0.0020505i,0.00060499-0.0017785i,-0.00060133-0.0017062i,-0.0018297-0.0011914i,-0.0014771-0.00053131i,2.7716e-05-0.0005548i,0.00092978-0.0012504i,0.00050108-0.0014464i,-0.00068045-0.00033798i,-0.0010002+8.6452e-05i,-0.0003222-0.00031727i,-0.00033548+2.8617e-05i,-4.5803e-05+0.00034547i,9.525e-05+0.00060008i,-0.00031951+0.00070126i,-0.00042557+0.00053853i,-0.00043399+0.00024052i,-4.1244e-05-0.00029417i
0.0022103+0.00088612i,0.0020421-0.00028352i,0.0020973-0.0016818i,0.0019558-0.0021979i,0.0014616-0.0029717i,0.00081021-0.0030771i,0.00035949-0.002012i,-0.00011214-0.0012992i,5.6213e-05-0.00017984i,6.1361e-05+0.00062655i,-0.00032866+0.00058112i,-0.00060258+0.00064417i,-0.00023302+0.00062597i,-0.00014288+0.00094174i,-0.00071712+0.0012128i,-0.00022807+0.000688i,0.00079784+0.0007517i,0.00083559+0.00063839i,0.00012119-0.00010548i,-0.00082682-0.00057026i,-0.00075181-0.00073093i,-0.00016518-0.00038675i,-7.907e-06-0.00068983i
0.00088374+0.0012288i,0.0011961+0.00016536i,0.0009658-0.0012215i,0.00094412-0.00093038i,0.001231-0.00071665i,0.0012718-0.00067628i,0.00025309+0.0005083i,-0.0013459+0.00089066i,-0.0018139+9.4402e-05i,-0.0010332+0.00013687i,-0.00098504+0.00078098i,-0.00127+0.00046044i,-0.00059258-0.00022778i,-0.00041937-0.00018862i,-0.00029209-0.00016656i,0.00024192-0.00034265i,0.00032145-0.00042394i,0.00065749-3.724e-05i,0.00074819-0.00015197i,0.00060671-0.00018831i,-0.00028065-0.00049746i,-0.00045446-0.00057436i,-0.00043014-0.00019093i
-0.0007889-0.00023823i,-0.00066722+6.7101e-05i,-0.0014288+0.00022814i,-0.0026376+0.0003199i,-0.0029397+0.0011549i,-0.0016367+0.0013383i,-0.00053465+0.00066032i,-0.0008183-0.00068884i,-0.0015988-0.0011186i,-0.0012772-2.5376e-05i,-0.00051094+0.00042241i,-0.00024049-0.00049011i,-0.00020919-0.0012483i,-4.9447e-05-0.00027581i,5.3411e-05+0.00049237i,-0.00027081+0.000211i,0.00011043-0.00012187i,9.3076e-05+0.0002559i,-0.00061348+0.00052516i,-0.00049149+0.00075557i,0.00033534+0.00052363i,0.0006027-0.00036989i,-0.00030476-0.00062911i
0.00080011-0.0007046i,0.00098512-0.0010398i,0.0009948-0.0018911i,0.00054815-0.002371i,-0.00049132-0.002843i,0.00030789-0.0027222i,0.00086329-0.0015101i,0.00010536-0.0018643i,-0.00078432-0.0023803i,-0.0007394-0.0014065i,5.0705e-05-0.00019866i,0.00025657+0.00012921i,0.00043704+0.00032908i,0.00015918+0.00043185i,0.00023353+0.00033559i,0.00045689-0.00036841i,-0.00017144-0.0013193i,-0.00044414-0.00095388i,-0.00031469-0.00042487i,-0.00024252-7.3415e-05i,-0.00048812+0.00024557i,-0.00059248+0.00042085i,-0.00025083+0.00064407i
0.00015133+0.0013934i,0.00035491+0.00092071i,0.0012573-0.00076529i,0.0020112-0.0022661i,0.002098-0.0025093i,0.00097063-0.0018941i,0.00032887-0.00166i,-0.0007086-0.0020055i,-0.0017618-0.0014972i,-0.0011553-0.00074782i,-0.00024142-0.00083174i,-0.00021783-0.00090058i,-0.00051861+0.00010831i,-0.00079845+0.00099721i,-0.00048487+0.00068925i,-0.00022453+0.00067365i,-0.00014133+0.00085397i,4.7019e-05+0.00038436i,-0.00027116+0.0003168i,-0.00065213+0.00030702i,-9.5744e-05+0.00013332i,5.6041e-05+0.00070279i,-0.00034647+0.00071746i
-0.0027322-0.00023481i,-0.0012231-0.00092226i,0.00023064-0.0008985i,0.001674-0.00047929i,0.0023198-0.00038482i,0.0023105-0.00065161i,0.0016236-0.00014486i,0.00016404+0.00012868i,-0.00083664-0.00014348i,-0.00055958+6.2751e-05i,-1.7329e-06+0.00045125i,0.00018348+0.00018888i,0.00026011-0.00015734i,0.00046139+0.00054482i,0.00025368+0.00087856i,-0.00022141-0.00015106i,-0.00085003-0.00095113i,-0.0004576-0.0012969i,-6.8787e-05-0.00017049i,-8.1125e-06+0.00064436i,0.00016385+5.4147e-05i,-0.000283-0.00042323i,8.8606e-05-0.00018235i
-0.00087028+0.00039114i,-0.0011851+0.0007534i,-0.001182+0.00074597i,-0.0010634+0.00019074i,-6.2602e-05-9.4741e-05i,0.00086644-1.631e-05i,0.0010763-0.00066507i,0.00038921-0.0011701i,-0.00064756-0.0011791i,-0.00089441-0.00048698i,-9.0389e-06-0.00042422i,0.00033064-0.00030097i,0.00061125-0.00025035i,0.00034859-0.00014291i,-0.0002157-0.00011836i,5.9914e-06-0.00054221i,0.00015089-0.00068024i,8.098e-05-0.00094108i,0.00013429-0.00085747i,-0.0001111-0.0010176i,0.00011356-0.00068261i,-0.00036694+3.1361e-05i,-0.00037297-0.00011958i
-0.0013265-0.0016304i,-0.0013487+0.00014373i,-0.0013103+0.0013051i,-0.00063995-0.00015213i,3.3198e-05-0.0011909i,0.0007269-0.00030662i,0.0010234-0.0010828i,0.00029962-0.0022927i,-0.00037425-0.0013831i,-0.0006182-1.1417e-05i,-0.00057425+1.1429e-05i,-0.00062572-0.00036213i,0.00010635-0.00025443i,0.0013258-6.1539e-05i,0.0014338+6.8002e-05i,0.00073838+0.00036715i,-0.00017433+8.1012e-05i,-0.0007684-0.00038405i,-6.7357e-06-0.00096662i,0.00060146-0.00071199i,0.00010176+0.00052817i,-0.00056139+0.0007239i,-0.00064919+9.164e-05i
0.00012536+0.0016579i,0.00050185-0.00042082i,0.001456-0.001693i,0.0021492-0.0020602i,0.001586-0.0026542i,0.00069799-0.0024702i,0.00016334-0.0022905i,-0.0010879-0.0017602i,-0.0020346-0.00069892i,-0.0015014-0.00060689i,-0.00028759-0.0011691i,0.00013393-0.00023639i,-0.00092602+0.0010914i,-0.00097682+0.001414i,-0.00014805+0.0013303i,0.00011217+0.00040531i,-0.00020155-0.00020717i,-0.00059935+0.0002127i,-0.00032544+0.00024022i,5.3878e-05-2.067e-05i,0.00032232+0.00011466i,0.00038788+0.00013759i,0.00026334+1.208e-05i
-0.0010722-0.0012562i,-0.0010313+0.00026647i,-0.0014895+0.0015392i,-0.0016768+0.0003191i,-0.0017026-0.0014285i,-0.0010718-0.0010501i,-0.00078458-0.00093683i,-0.00088564-0.0018157i,-0.0010088-0.0017556i,-0.00042005-0.00056118i,0.00088034+0.00016785i,0.001453-0.00035267i,0.0010614-0.00076882i,0.000537+0.00011803i,3.3417e-05+0.00010535i,-1.8384e-05-0.00050366i,5.5893e-05-0.00033443i,-0.00011282-0.00034494i,5.1942e-05-3.5833e-05i,5.1406e-05-0.0002937i,0.00033374-0.00041697i,0.00065787-0.00013211i,0.00040837+9.2051e-05i
0.0012187-0.0015265i,0.0013113-0.0017955i,0.0012372-0.0021317i,-0.00049615-0.002435i,-0.001224-0.0027706i,-0.00067157-0.0018033i,0.00017807-0.0013722i,0.00048824-0.001589i,0.00017506-0.00055967i,1.8852e-05+0.00059929i,-0.00018437+0.0014163i,-0.00011861+0.00074994i,0.00047497-0.00028074i,0.0011472-1.3331e-05i,0.0013238+0.00072118i,0.0010749+0.00062397i,0.00029617-0.00014002i,-0.00025386+0.00027681i,-0.00010951+0.0010296i,8.8617e-06+0.00061306i,-0.00029303-0.00029084i,-0.00081404-0.00072816i,-0.00093285-0.00057061i
0.00097001+0.0011896i,0.00057324-0.00021577i,0.00045931-0.0017679i,0.00012416-0.0019802i,0.0003411-0.0010332i,0.00094472+2.8079e-05i,0.0012578-4.003e-05i,-1.1283e-05-0.00074456i,-0.0014157-0.00045441i,-0.0016339+0.00042547i,-0.00061617+0.00062562i,0.00074603+0.00055691i,0.00081549+0.00045378i,0.00013459+0.00043188i,-8.2687e-05+0.00031724i,-0.00038243+6.9823e-05i,-0.00040089+0.00030135i,-0.00017629+0.0005326i,0.00013417+0.00036514i,-2.6911e-05+0.00058806i,-0.00023895+0.00027974i,-0.00018238-0.00017806i,8.6254e-05-0.00025467i
0.00092029-0.0010886i,0.00019218-0.0020708i,-0.00025589-0.0026145i,-0.00042028-0.002795i,-0.0011454-0.001879i,-1.4172e-05-0.0006997i,0.001541-4.6219e-05i,0.000375-0.000716i,-0.001435-0.0013913i,-0.0012133-0.00079147i,-0.00050001-0.00033096i,-0.00033637-0.00039963i,8.6006e-06-0.00013377i,0.00066148-6.3388e-05i,8.8723e-05-0.00022219i,-0.00089342-0.00045791i,-0.00024054-0.00083225i,-0.00034981-0.00054961i,-0.00096825-0.00014954i,-0.00039173+0.00014491i,0.00045663+0.00084139i,0.00094462+0.0012576i,0.00046762+0.0011485i
0.0013422+0.0016739i,0.0021868+0.00083563i,0.002507-0.00036429i,0.0015209-0.002019i,0.00072131-0.0025357i,6.1014e-05-0.0021958i,4.3327e-05-0.0020878i,-0.00035645-0.0024072i,-0.0017637-0.001519i,-0.0016634-0.00088354i,-0.00038208-0.00063383i,-0.00034241-0.00025966i,-0.0015942+2.016e-05i,-0.0014729-5.1437e-05i,-0.00099658+0.00021006i,-0.00049416+0.00081385i,0.00020359+0.00094763i,0.00038409+0.00086458i,-4.0307e-05+0.00041977i,-0.00054734+0.0004761i,-0.00078724+0.0001909i,-0.00092887-0.00038835i,-0.00053733-0.0008821i
4.7733e-05+0.00011769i,-0.00054473+0.000106i,-0.00077725-0.00050624i,-0.00075324-0.0016647i,-0.00062276-0.0017788i,-0.00033112-0.00034099i,0.00021923-0.00043467i,-5.9136e-05-0.0011339i,-0.00090302-0.0002949i,-0.0013717+9.1391e-05i,-0.0010562-0.00010348i,-0.00056358+2.7481e-06i,-0.00080435+0.00066571i,-0.0014253-0.00028657i,-0.0010714-0.0010139i,-0.00017492-0.0004817i,7.0078e-05-0.00039945i,0.00064026-0.00030439i,0.0012955-0.00016263i,0.0012205-0.00040898i,0.0012328+0.00048525i,0.00099659+0.00057933i,0.00039637-0.0010208i
-0.00131+2.5617e-05i,0.0005045+0.00068822i,0.0010515-7.4271e-05i,0.00061352-0.0014226i,0.0014474-0.0020333i,0.0022541-0.0013343i,0.0015308-0.0013492i,0.0006797-0.0020794i,0.0001987-0.0011329i,0.00043256-0.00031638i,0.00065875-0.00058179i,0.00028708-0.00086114i,-0.0002423-0.00086611i,-0.00027457-0.00035828i,-1.033e-05+2.5201e-05i,-0.00038472+0.00023004i,-0.00085686+0.00034271i,-0.00064561+0.00029946i,-0.00039011-0.0004103i,-0.00065977-0.0010966i,-0.00069879-0.0010796i,-0.00018205-0.00012476i,-0.00043726+0.00012848i
-3.4257e-06+0.0023304i,-0.0002129+0.0021153i,-0.00054847+0.0010917i,-0.00066906-0.00053856i,0.00010647-0.001627i,0.00076666-0.0016508i,0.0015984-0.0021577i,0.0008357-0.0019618i,-0.00067353-0.0012508i,-0.00047318-0.00046479i,7.9822e-05+0.00021193i,0.00023437+0.00045847i,-5.15e-05+0.0002159i,-0.00014642-0.0001409i,0.00074441+0.00050219i,0.0013827+0.00061864i,0.0010443+0.00055868i,0.00024577+0.00086534i,-0.00019441+0.00037072i,-0.00040659-0.00029807i,-0.000587-0.00092504i,-0.0010079-0.00090186i,-0.00098841-0.00012168i
-0.00026862-0.001349i,-0.00056033-0.0015831i,-0.00086579-0.0018281i,-0.0009735-0.0020133i,2.9585e-05-0.0016907i,0.0010224-0.00055745i,0.0011389-0.00036519i,0.00013476-0.0014545i,-0.00055969-0.0012106i,-0.00095263+0.0004142i,-0.00075834+0.0010429i,1.4171e-05+0.0010992i,0.00078765+0.00074429i,0.00063391+0.0004839i,0.00057634+0.00082991i,0.00044908+0.00029632i,-0.00017214-0.0007669i,-0.00044794-0.00052672i,-0.00028435-0.00063719i,0.00012255-0.00099225i,0.00033549-3.7242e-05i,-7.1221e-05+0.00057618i,-0.00078972+0.00034154i
-3.6612e-05+0.00076869i,8.4835e-05-0.00044216i,0.00016918-0.0022327i,-0.00034425-0.0032035i,-0.00093908-0.002826i,-0.00063798-0.0025558i,-0.00022501-0.0022905i,-0.00036942-0.002055i,-0.00055285-0.00057092i,-9.3316e-07+0.00031481i,0.00040543-0.00064638i,0.0004262-0.00094658i,0.00029227-0.0007355i,-0.00052734-0.00048948i,-0.00060456+2.8408e-05i,-0.00014568-7.2473e-06i,-0.00034199+0.00031248i,-0.00092622+0.00071417i,-0.0007208+0.0002164i,-0.00038848+0.00016487i,-0.00038793-0.00058624i,-0.0005605-0.00054627i,-3.1787e-05+0.00014928i
-0.00010149+0.00083451i,-0.00044587+0.0005784i,-0.00041904-0.00019568i,0.0014018-0.00084632i,0.0023787-0.00044026i,0.0017225+0.00026079i,0.001151-1.0015e-05i,-0.00026602-0.00070532i,-0.0010777+0.00017647i,-0.00064657+0.0009895i,0.00039381-8.9363e-06i,-9.782e-05-0.00020509i,-0.00070154+0.00056031i,-0.00022317+0.00093709i,-0.00014662+0.00060044i,-4.9796e-05+0.00027302i,-0.00015871-1.1948e-05i,-0.00037626+0.00046314i,-0.00079003+0.00024916i,-0.00066742-7.6496e-05i,-0.00089284+0.00038156i,-0.0011789+0.00066712i,-0.00021711+0.00054182i
-0.00097554-8.6537e-05i,-0.00075504+0.00014054i,-0.00044059+6.2561e-05i,-0.00030592-0.00080887i,4.5822e-05-0.0008514i,0.00026668-0.00029924i,6.6605e-05-0.00099013i,-0.0005283-0.0014651i,-0.00025142-0.00082556i,-7.391e-05-0.00014324i,-0.00030103-0.00038705i,0.00030461-0.00030389i,0.00072163-0.00037906i,0.00013104+0.00015595i,7.0528e-05+0.00077135i,-6.2213e-05+0.00040466i,-0.00032707-4.0843e-05i,-0.00048457+0.00013581i,-0.00050033+0.00033642i,-0.00011806+0.0004051i,3.9851e-05+0.00035389i,-0.00023338+8.2071e-05i,-3.7677e-05+0.00015058i
0.00040798-0.00086889i,0.00010656-0.0013725i,-0.00033465-0.0017026i,-0.00054633-0.0019621i,0.00040665-0.0018425i,0.0011215-0.0012217i,0.00051913-0.0011875i,0.00014496-0.0016357i,0.00029287-0.00085164i,0.00064414-0.00029532i,0.00013704+0.00029886i,-0.00059398+0.00031597i,-0.00014424+5.5732e-05i,-6.1937e-05+0.00051198i,-5.0502e-05+0.0010143i,0.00023208+0.00083122i,-0.00068286+0.00031656i,-0.00053868+0.00024516i,0.00019791+0.00017836i,-0.00067015+4.4377e-05i,-0.0013334+0.00038083i,-0.0006452+6.8352e-05i,5.5925e-06-1.886e-05i
0.0011219+0.0018751i,0.0013651+0.0003896i,0.0019961-0.0012955i,0.0019377-0.0019613i,0.0020669-0.001931i,0.0014573-0.0019378i,4.4035e-05-0.0010653i,-0.00072103-0.00095576i,-0.00052694-0.00060299i,0.00049381+0.00065238i,0.00010487+0.00042204i,0.00013222-0.00016364i,0.00069093+0.00046919i,0.00039174+0.0011621i,0.00021366+0.0008465i,0.0004606-0.00018947i,0.00021417-0.0006864i,-0.00027088-0.001212i,-0.00041471-0.0016614i,-0.00011172-0.00125i,-0.00014293-0.00045635i,0.00016122+0.00018338i,4.6802e-05+3.5428e-05i
