-0.002478-0.00050498i,-0.0008702+6.9389e-05i,-0.00040617-0.0010565i,-0.00027159-0.00092014i,0.00016562+0.0005638i,0.0010088+0.00023281i,0.0013759-0.00014266i,0.001122-0.00057579i,0.00054884-0.00062607i,-0.00017238-0.00025523i,-0.00027085+0.00012268i,7.2564e-05-0.00029674i,-0.00031568-0.0010626i,-0.0010266-0.0010434i,-0.0010436-9.8149e-05i,-0.00038858+0.00041737i,-0.00024196+0.00027798i,-0.00032875+0.00012756i,5.92e-05-0.00016598i,0.00014218-0.00079044i,0.00052344-0.0013631i,0.0005537-0.00094128i,0.00033716-0.00029609i
-0.0011027+0.00030015i,-0.001274+5.2197e-05i,-0.0005919-0.0013877i,4.2606e-05-0.0015195i,-0.00044808-0.00095552i,-0.00029811-0.0012433i,1.6236e-05-0.0021596i,-0.00035388-0.0021017i,-0.00086751-0.00012953i,-0.00097539+0.000204i,-0.00023522-0.00037993i,0.00071501-0.00016787i,0.001065+0.00032702i,0.00069843+0.00015554i,-0.00021017-5.08e-05i,-0.00062726+0.00026399i,-0.00027365-0.00036978i,0.00039477-0.0010826i,0.00033369-0.00068611i,-0.00021843-0.00062142i,-0.00059399-0.0013353i,-0.00058649-0.0016859i,-0.00027395-0.0011622i
0.00040232+0.00068791i,-0.00041077+0.00092362i,-0.0003922-0.0002874i,-0.00019818-0.0020216i,-0.00026002-0.0030704i,0.00062114-0.0024082i,0.00035601-0.0012302i,-0.0015078-0.00055208i,-0.0017318+0.00087401i,-0.00043911+0.0012492i,-0.0001447+0.00046615i,-0.00077352-0.00064397i,-0.00091772-0.00021226i,-0.00077794+0.00054097i,-0.00083013-0.00028808i,-0.00077021-0.00030469i,2.9304e-06-0.00019886i,0.0001458-0.00036492i,-0.00012358-0.00027192i,-0.00079502-1.9407e-05i,-0.00040082-0.00023707i,-2.8121e-05-0.0005107i,0.00020754-0.00035036i
-0.00080667+0.0023347i,-0.00064157+0.0017885i,7.5339e-05+0.0005088i,0.00013223-0.0014839i,-0.00055502-0.0017434i,-0.00046783-0.0010399i,-0.00025146-0.00077647i,-0.0012776-0.00034761i,-0.0018643+0.00031296i,-0.00036973+0.00048707i,0.00062983+0.00016298i,0.00016651-0.00032005i,-0.00017301+9.4517e-05i,-0.0001927+0.00042265i,0.0007829+0.00021629i,0.0010107-0.00028636i,4.5578e-05-0.0005616i,-0.00044015+3.4227e-05i,-0.00028203+0.0001977i,0.00046754-0.00013366i,0.00082661-0.00058596i,1.1509e-05-0.0003368i,-0.00039393+0.00049176i
0.0011392-0.00078713i,0.0011061-0.0010957i,-0.00057515-0.0023726i,-0.0020432-0.0035603i,-0.0015837-0.0031082i,6.4902e-05-0.002078i,0.00026496-0.0022139i,-0.00082625-0.0025454i,-0.0020496-0.00066996i,-0.0012495+0.0007417i,0.00040419+0.00051668i,-0.00024345+0.00017426i,-0.0012775-0.0003757i,-0.00020205+0.00011022i,0.00039157+0.0011515i,0.00027465+0.0011572i,-5.5337e-05+0.00081763i,-0.00012493-0.00057751i,-0.0001805-0.0011138i,-0.00035477-0.00021361i,-0.0001363-0.00033743i,-0.00019155-0.00041417i,-0.00019634+0.00060547i
-0.00047824+0.0025919i,-0.00035341+0.00071372i,0.0012652-0.00016707i,0.0020138-0.0011815i,0.001224-0.0028908i,0.0011049-0.0033053i,0.00070794-0.0028352i,-0.00089232-0.0017926i,-0.0015172-0.00033738i,-3.8086e-05+0.0010384i,0.00029603+0.0010179i,4.2368e-05-0.0001945i,0.00048807-0.0007284i,2.5113e-05-0.00011483i,-0.00017629+0.00081611i,0.00011126+0.001651i,0.00050454+0.0011535i,-5.7587e-05+0.00039837i,-0.00068719-7.0224e-05i,-0.00062167+9.954e-05i,-0.00098385+0.00026911i,-0.00029243-0.00054777i,0.00016615-0.00092452i
-0.0012988+0.0014953i,-0.00095048+0.0014154i,-7.8397e-05+0.00069555i,-0.00023412+0.00015756i,-1.4673e-05-0.00021795i,0.0002422-0.00051219i,-0.00027849-0.0014098i,-0.00091387-0.0012713i,-0.0015468+0.00025948i,-0.0010572+0.00074072i,-0.00013966+0.0002972i,-0.00013621+6.3121e-05i,-2.7453e-05+0.00054736i,-0.00046279+0.0006434i,-0.00018231+0.00040318i,0.00081984+0.00021145i,0.0011541-0.00059019i,0.00051404-0.00057289i,-0.00067058+0.00050278i,-0.00064261+0.0008353i,2.0627e-05+0.00020309i,-1.235e-05-5.8794e-05i,9.0087e-05+0.00035885i
0.00099561+3.0274e-05i,0.00080062-0.00039217i,0.00013052-0.00058206i,-0.00056541-0.00049187i,-0.0010612-0.00048287i,-0.00047002-0.0012424i,0.00022845-0.0023967i,-0.00041077-0.0024956i,-0.00084944-0.0011808i,-0.00071623+7.2164e-05i,-0.00046948+0.00016333i,-0.00045229+8.2325e-05i,-0.00069325-0.00060602i,-0.00048061-0.0013013i,0.00061798-0.00075659i,0.00065614-0.00014379i,-0.0004676-5.108e-05i,-0.0011997-0.00048327i,-0.00067645-0.00073221i,-0.00036599+0.00011857i,-0.0011044+0.00071529i,-0.00098504+0.00025785i,-0.00047401+2.9607e-05i
0.0013507-0.00062927i,0.00029584-9.6745e-05i,0.00047228-0.00076151i,-0.00028083-0.0020224i,-0.0012573-0.0031769i,-0.00047874-0.0037276i,0.00022432-0.0035211i,-0.00074738-0.0030437i,-0.0019041-0.0014946i,-0.00094966-0.00038243i,0.00053534+0.00044722i,0.00021206+0.00098097i,-0.00015891+0.00039866i,0.00066197+0.00011135i,0.00043082+0.00049467i,-9.2267e-05-0.00053024i,0.00012327-0.00095338i,0.00041075-0.00050513i,0.00027394-0.00023687i,-0.00042491-0.00026084i,-0.00077546-0.00028027i,-0.00014808+1.21e-05i,-1.4259e-05+7.1318e-05i
-2.3443e-05+0.00022765i,-0.00055313+0.00024924i,-0.0006566-0.0011493i,-0.00044528-0.0022228i,-0.00018969-0.0015887i,0.00026658-0.00085548i,0.0010217-0.001122i,-0.00045346-0.0011052i,-0.0018692-0.00059935i,-0.0012224-0.00023144i,-0.00039521+0.00024973i,-0.00042855+7.2688e-05i,-0.00011066-0.0012864i,0.00033632-0.0010833i,0.00070726-2.4135e-05i,0.00098961-0.00017094i,0.00010088-0.00062193i,-0.0007145-0.00096426i,-0.0012604-0.00055522i,-0.0011485-9.7633e-05i,-1.4922e-05+0.00014271i,0.0002578+0.00035816i,0.00092623+0.00055104i
-0.00044665+0.00080912i,-0.00036608+0.00093741i,-0.00039597+0.00034358i,-1.9893e-05-0.0007578i,-0.0002216-0.0013637i,0.0007868-0.0018566i,0.0012213-0.0028659i,-0.00059046-0.0031566i,-0.002004-0.0016556i,-0.0013833-0.00045978i,-0.00055108-0.00020326i,-0.0004201+0.00020082i,-0.00080156+0.00061173i,-0.00067966+0.00074712i,-0.00035578+0.000207i,0.00026282-0.00013068i,0.00081041+4.0106e-05i,0.00025239+8.4239e-05i,-0.00033838-5.0403e-05i,-7.6383e-05-0.00025606i,0.00039247-0.00081785i,0.00068128-0.0013893i,0.00062896-0.0012337i
0.0010976-0.00039831i,0.00020793-0.00018441i,-0.00033437-0.00080359i,-0.00029508-0.0014234i,-0.0010054-0.0011529i,-0.0012604-0.00055201i,-7.9563e-05-0.00082852i,-0.00031521-0.00027791i,-0.00090066+0.00045842i,-0.00034299+0.00046199i,0.00067002+0.00088759i,0.0012301+0.0011259i,0.00075886+0.00062503i,0.00011426+0.00083464i,-0.00013428+0.0014717i,-0.0001719+0.001082i,0.0002479-1.4788e-05i,0.00082532-0.0011772i,0.00086478-0.0016035i,0.0014039-0.00083959i,0.00079301+0.00018398i,-2.2163e-05+0.0005285i,-9.7116e-05+0.00094305i
0.0013698+0.00090596i,0.00177-5.859e-05i,0.00099096-0.0015939i,-0.00038044-0.0020788i,-0.00087727-0.0021423i,0.00015462-0.0018804i,0.00058685-0.0014685i,-0.00084548-0.0015766i,-0.0014461-0.00069486i,-0.00045991+0.00067626i,0.00066288+0.00053438i,-0.00021387-0.00020573i,-0.00073738-0.00024673i,-0.00035631+0.00035576i,3.7594e-05+0.00058509i,0.00082364+0.00035374i,0.00065148+0.00043149i,-0.00010935+0.00027517i,-0.00051608+1.4117e-05i,-0.00037633-0.00037258i,-0.00018767-0.00097785i,-0.00029839-0.00071139i,-0.00062095-0.00070034i
-0.00024475-0.0013437i,-0.00070133-0.0017511i,-0.0012943-0.0023753i,-0.0011482-0.0012856i,-0.00089355-0.00045788i,0.0010123-0.00083074i,0.001417-0.0018418i,-0.00048427-0.0015058i,-0.0013668-0.00067055i,-0.00038501-0.00012772i,-2.4557e-05+0.00067583i,-3.0054e-06+0.00049345i,0.00039313+0.00073111i,-0.00049101+0.00090333i,-0.00054623+0.0003128i,0.00011715-0.00011973i,0.00011206-0.00025783i,-0.00016405+0.00015914i,-0.00067555+0.00057379i,-0.00066947+0.00052039i,-0.00012831+0.00039071i,0.00018906+0.0001098i,-0.00012384-0.00032847i
0.0019115-0.00024985i,0.0011356-0.00151i,-0.00083648-0.0033635i,-0.0018753-0.0031323i,-0.0017823-0.0020482i,-0.0018616-0.00095549i,-0.0012113-0.00078537i,-0.0015023-0.00068601i,-0.0018888+5.3919e-05i,-0.00032037+0.00050439i,0.00060893+0.00069004i,0.00051205+0.00059949i,-0.00012701+0.00018892i,-0.00087956+7.4045e-05i,-0.00051585+0.00017885i,-7.2984e-05-0.00028112i,0.00016119-1.1291e-05i,-0.00014184+0.00020614i,-0.0006819-0.00034281i,-0.00070726-0.00079366i,-0.00039154-0.00065487i,0.00048821-0.00015098i,0.00059252-0.00015026i
0.0010671-0.00090698i,0.00084951-0.0011025i,0.00083872-0.0018118i,0.0011876-0.0026675i,0.001418-0.0029045i,0.0013192-0.0024326i,0.00040078-0.0022885i,-0.00055722-0.0010839i,-0.0012016+0.00077833i,-0.0014019+0.00099043i,-0.00037832+0.00035009i,0.00011003+0.00020058i,-0.00024404+0.0010234i,-0.00011923+0.0010242i,0.00056297+4.8794e-06i,0.0008786-4.0591e-05i,0.00094695-4.3451e-05i,0.00064837+0.00010749i,0.00025792+0.00050933i,0.00041514-0.0001188i,0.00016875-0.00069279i,0.00040041-0.00024459i,0.00062975-9.1958e-05i
0.0001146+0.00021036i,-0.00094502-9.6699e-05i,-0.00034311-0.001061i,8.8545e-06-0.0014109i,-0.00077023-0.0016234i,-0.00025252-0.0013034i,0.001025-0.00066591i,0.00042035-0.00062162i,-0.00087779-0.00057148i,-0.0004196-0.0001971i,-2.6151e-05+0.00024515i,0.00015416-3.7196e-07i,0.00056995-8.8667e-05i,0.0002894+0.00062445i,-0.00028795+0.00035824i,-0.00023669+8.7105e-05i,-4.2569e-05-0.00013741i,-0.00011287-0.00064518i,-0.00010447-0.00057841i,9.0451e-05-0.0003519i,0.00067665+1.0597e-05i,0.0011078+0.00061014i,0.00050177+0.00059453i
0.00068163-0.0013616i,0.00016221-0.00059216i,-0.001413-0.00010683i,-0.0020517-0.00059681i,-0.0022207-0.00028834i,-0.0019508+0.00096363i,-0.0012804-0.00027561i,-0.0012788-0.0010891i,-0.0010514-0.00040733i,-0.00094887-0.00055179i,-0.00052349-0.00056961i,-0.00028111+0.00014033i,-9.9874e-05+0.00020994i,0.00037067+9.0843e-05i,0.00024159+0.00050387i,-0.000595+0.0001546i,-0.00037335-0.00017458i,0.00013894-0.00031545i,0.00014678+8.7971e-05i,0.00012052+0.00067553i,-0.00016546+0.00022024i,-0.00045837+0.00036184i,-0.00028616-1.3004e-05i
0.001137+0.00095537i,0.001565-0.00036378i,0.0016011-0.001427i,0.00044857-0.00093741i,-0.00048378-0.00095389i,0.00061852-0.0013034i,0.00047402-0.001886i,-0.00092899-0.0017145i,-0.00074848-0.0001214i,0.0002613+0.0010773i,0.00036215+0.00092611i,-0.00021585+0.00075061i,-1.1147e-05+0.0013217i,4.3451e-05+0.0016531i,0.0001064+0.00099952i,-6.8453e-05+0.00073513i,-0.00013101+0.00033772i,0.00021368-0.00025593i,0.00038374-0.00052504i,0.00012365-0.00043204i,0.00042255+0.00013674i,0.00073121+6.6897e-05i,0.00048601-0.00012602i
-0.0009004-0.00091282i,-0.0019081-0.0011458i,-0.0020038-0.0012761i,-0.0018657-0.0010249i,-0.0019092-0.00038992i,-0.0015158+0.0003461i,-0.00064391-0.00087962i,-0.00074417-0.0017787i,-0.0012452-0.00058795i,-0.000672+2.914e-05i,8.6536e-05-0.00071589i,0.00034203-0.00062883i,0.0002437+9.7584e-05i,0.00053216-7.2116e-05i,0.0011736-0.00066602i,0.0005567-0.00028886i,0.00021355+0.00036396i,0.00042924+0.00064195i,-0.00031753+0.00081866i,-0.00062108+0.0011197i,-0.00033076+0.00076629i,-0.00040435-0.00037784i,-0.00026375-0.00090227i
-2.317e-05+0.00034301i,0.00012109-0.00070771i,0.001048-0.00063756i,0.0013267-0.00091453i,0.00073367-0.0015583i,0.0020515-0.0020353i,0.0021899-0.0026351i,-5.3587e-05-0.0023352i,-0.0017518-0.00054435i,-0.0020889+0.00051242i,-0.00084508+0.0001718i,0.00049063-0.00043397i,0.00017631-0.00083757i,-0.0002947-0.00074121i,-0.00037585-0.00023761i,-0.0001592-0.000159i,0.00084754-0.00073937i,0.0011434-0.00061486i,5.3598e-05-0.00029485i,-0.00046319-0.00037726i,-0.00043627+0.00023883i,-0.00031931+0.00038119i,0.00030583+0.00030937i
-0.00023676+0.00088307i,0.00053463+9.8547e-05i,0.0010298-0.00013632i,4.9636e-05-0.0011966i,-0.00020583-0.0017774i,0.00071059-0.0016267i,6.0136e-05-0.0014937i,-0.00092913-0.0013186i,-0.0011539+0.00030531i,-0.00092061+0.0013505i,-0.00061014+0.00069349i,-0.00039361+0.00060949i,1.7115e-06-8.671e-05i,-9.9004e-05-0.00080164i,2.0957e-05-0.00027055i,0.00033218-7.9383e-05i,0.00022987-7.4815e-05i,0.00074214-0.00015975i,0.00076525-0.00042702i,8.7402e-05+0.00010405i,-0.00023727+0.00076231i,-0.00011165+0.00061306i,0.00017356-0.00019882i
0.0026626+0.00028626i,0.0020755-0.00040455i,0.00038632-0.0018166i,-0.00046267-0.0026731i,-0.0015435-0.0027505i,-0.0014862-0.001928i,-0.00015838-0.001259i,-0.00034604-0.00069491i,-0.0013302-9.4146e-05i,-0.00060317-0.00014652i,0.00077002-0.00011214i,0.00066904+0.00024336i,0.00032123+0.00052153i,0.00064306+0.00076639i,0.0011666+0.00034354i,0.00049482+5.8698e-05i,-0.00057912+0.00011073i,4.2435e-05+2.6725e-05i,0.00032164+0.0003034i,0.00014898+0.00066187i,-1.5029e-05-7.6993e-05i,-0.0003495-0.0010936i,4.4422e-05-0.00040327i
-0.0010625-7.3353e-05i,-0.0010051-0.00079452i,-0.0014998-0.0010148i,-0.0015643-0.00022432i,-0.00069643+0.00015559i,0.00079942+0.00047812i,0.0013462-0.00028393i,0.00012356-0.0011624i,-0.00086849-0.00070858i,-0.00045093-0.00087079i,-0.00035949-0.00042788i,0.00011338+0.00054204i,0.0011185+0.0007428i,0.0012236+0.00040067i,0.00079289+0.00051254i,0.00020524+0.00038896i,-4.591e-05-0.00019552i,-0.00053673-0.00019594i,-0.00034082-0.00042059i,0.00012199-0.00071578i,0.00013264-0.00097018i,3.0053e-05-0.00084025i,-0.00019375+8.503e-05i
0.00041692-0.00084967i,-0.00020988-0.0010481i,-0.0014025-0.0011854i,-0.0016298-0.0014637i,-0.001281-0.0018164i,-0.00080661-0.0015942i,-0.00066569-0.0016555i,-0.0013365-0.0019345i,-0.0011723-0.0015589i,-0.00068732-0.00038137i,-0.00055072+1.4627e-05i,-0.00082906-0.0001633i,-0.00053337+0.00053328i,0.00056027+0.0015918i,0.00050292+0.0010781i,1.965e-05-7.0399e-05i,0.0001753-0.00059633i,0.00023856-0.00042478i,0.00062465+0.00023977i,0.0012079+0.00050296i,0.00064825+0.00031688i,0.00063611-0.00053317i,0.00059045-0.0012558i
0.0010679-0.00065532i,-0.00022544-0.00094725i,-0.0010246-0.0013711i,-0.0010235-0.0021579i,-0.0010509-0.0021099i,0.00016731-0.00095131i,0.00094104-0.0016023i,-0.00039872-0.0021721i,-0.0010904-0.00070067i,-0.0006346-0.00026782i,4.7914e-05-0.00042702i,0.00041484+0.00010377i,0.00039235+0.0006495i,0.00057236+0.00098835i,0.00021788+0.001021i,3.8285e-06+0.00039923i,9.3962e-05+0.00020601i,0.00014686+0.00074724i,-0.00049513+0.00054034i,-0.0011774+0.00013415i,-0.00079163+0.00033087i,0.00012553+0.00012876i,0.00053296+0.00020519i
0.00051465-0.0016908i,-0.00067727-0.002044i,-0.0021085-0.0022476i,-0.0026683-0.0022573i,-0.0012274-0.0018733i,3.4169e-05-0.00077125i,-0.00019395-0.00047699i,-0.0015013-7.8492e-05i,-0.0020667-5.3253e-06i,-0.0011333-0.00020904i,-0.00019939-0.00052944i,0.00073785-0.00025406i,0.0010197+0.000551i,0.00035963+0.0002388i,0.00061164-0.00027324i,0.00058375-0.00020549i,0.00022802+1.7632e-05i,5.119e-05+0.00094002i,-0.0002016+0.0012573i,-0.00013688+0.00038183i,-8.2422e-05+0.00029676i,-7.8967e-05+0.00015788i,-0.00030238-0.00051689i
-0.00081911+0.0003397i,-0.0019036+0.0010057i,-0.0018311-0.00014954i,-0.0010482-0.00096535i,-0.00043165-0.00032794i,0.0014424-0.00028634i,0.0026126-0.00077459i,0.0010662-0.00074217i,-0.00055515-0.00082595i,-0.00053605-0.00013316i,-0.00016642+0.00034728i,-0.00054357-0.00044857i,-0.00037448-0.0003824i,8.1162e-05+0.00028352i,-0.00054289-0.00044166i,-0.00050795-0.00058567i,0.00023836-0.00025348i,-0.00016749-0.00045771i,-0.00065172-0.00062802i,-0.00069945-0.00024742i,-0.00064734-4.0355e-05i,-0.00084236-4.4543e-05i,-0.00068414+0.00038531i
-0.00029698-0.00016149i,-0.0002003-0.00043715i,-0.0012597-0.0010327i,-0.0015219-0.0012233i,-0.00091131-0.00084292i,-7.1512e-06-0.00043379i,0.00035293-0.0013666i,4.7684e-06-0.0019963i,-0.00047827-0.0015688i,-0.00032358-0.00047809i,0.00073873+0.00039699i,0.00068651+0.00026807i,0.00040743+0.00032288i,0.000127+0.00026775i,-0.00044276+9.197e-05i,-5.6235e-05+0.00034639i,-0.00012058+0.00079804i,-0.00039197+0.00075751i,1.9055e-05-0.00047042i,0.00047569-0.0004347i,0.0001371-7.4457e-08i,0.00017623-0.00069103i,2.6855e-05-0.0006003i
0.00023664-0.00021902i,-0.00052719-0.00061641i,5.9341e-05-0.00060771i,0.00082067-0.00081274i,0.00066069-0.00041989i,0.00033562+6.2531e-05i,0.00014121-0.00022058i,-0.001002-0.0011645i,-0.0013418-0.00082339i,-2.1688e-05+0.00027755i,0.00089329+0.00051789i,0.00077977+0.00025716i,1.0057e-05-0.00016287i,-0.00031722-0.00022918i,0.00018164+9.9148e-05i,0.00028093+0.00033239i,-0.00027715-0.0001079i,-0.00046251-0.00051804i,0.00012538-4.4905e-05i,0.00066548+0.00060596i,0.00033523+0.00030105i,0.00023258+8.6998e-05i,0.0010109+0.00029023i
-0.00040618-0.001282i,-0.00047333-0.00063118i,-0.0012458+0.00014194i,-0.0020577-0.00030656i,-0.0016705-0.00014204i,0.00046611-0.00022146i,0.00090596-0.00074996i,-0.00038288-0.00085414i,-0.0014053-0.00081453i,-0.00059656-0.0002009i,0.00058021+0.00042192i,0.00036001+0.00011126i,-0.00021349-0.00051866i,-0.000351-0.0011764i,5.319e-05-0.0016394i,0.00039242-0.0014382i,-0.00010691-0.00086619i,-0.00019343-0.00054246i,0.00076472-0.00031937i,0.00085674-7.4732e-05i,9.6769e-06+0.00021346i,-3.5245e-05+9.0133e-05i,-0.00071855-0.00043205i
0.00037217-0.00040951i,0.00062445+2.0791e-05i,0.00054864-8.8684e-05i,0.00011818-0.00060984i,0.00020077-0.0013248i,0.0012978-0.001691i,0.0015582-0.0022952i,0.00019646-0.0013142i,-0.0014094+0.00032893i,-0.0010368+0.00096805i,0.00039143+0.00092744i,9.9032e-05+0.0005397i,-0.00055554+0.00010918i,-0.00057363+0.00010083i,-0.00071015+0.00054346i,-0.00064923+0.00029547i,-0.0011335-8.9728e-05i,-0.00081048+0.00039252i,-6.3331e-05+0.00032863i,-1.33e-05-0.00076056i,-6.2004e-05-0.0014147i,-0.00033921-0.0014494i,-0.00053273-0.00031256i
-0.0008086+0.00095265i,-0.00036562+0.0011123i,0.0003775+0.0016202i,0.00046887+0.00070527i,0.00073076+3.6677e-06i,0.0014872-0.00057603i,0.00048772-0.0016876i,-0.0019525-0.0019187i,-0.0023588-0.00080575i,-0.0010024-4.793e-05i,-0.00041719-0.00053406i,-0.00083217-0.00077378i,-0.0005484-0.00034862i,0.00031869+8.2903e-05i,0.00063279+0.00038682i,0.00027559+0.00044653i,-0.00026831+0.00022784i,-0.00083717-0.00074012i,-0.00078984-0.0011164i,-0.00054192-0.00098788i,-0.00061332-0.00045505i,-0.00059735-0.00021301i,-0.00087558-0.00031508i
-0.00044891-0.00026229i,0.00022397-0.0013315i,0.0011348-0.0026903i,0.00063865-0.002684i,-0.00044365-0.002614i,-0.00010213-0.0013265i,-0.00016532-0.00075312i,-0.0013455-0.0014518i,-0.0014218-0.00078863i,-0.00054042+0.00043191i,0.00019242+0.0010075i,0.00033241+0.00096102i,0.00012841+0.00090063i,0.00068077+0.00030851i,0.0010329+0.00027395i,-5.4003e-05+0.00018292i,-0.00099774-0.00067015i,-0.0014151-8.0178e-05i,-0.001048+0.00036124i,-0.00062669+9.1014e-05i,-0.00032849+7.723e-05i,7.4649e-05+0.0002742i,0.00030718+0.00057311i
-0.00048099+0.00051283i,8.695e-05+0.00027981i,0.00039662-0.00042072i,0.00094396-0.0014979i,0.00064912-0.002179i,0.00076977-0.0018921i,0.00065558-0.0018239i,-0.001069-0.0017045i,-0.0022018-0.00095943i,-0.00098824-0.00050471i,-8.0249e-05-0.00035655i,-0.0001573-0.0002783i,0.00012494-0.00035442i,0.00058342-0.00046979i,0.00073353+0.00019735i,0.00055638+0.00063186i,-1.2517e-05+0.0011205i,-0.00030305+0.0012285i,-0.00071378+0.00034598i,-0.00099588-0.00015378i,-0.0001017-0.00013172i,0.00040279-0.00018839i,0.00012367-0.00063993i
0.0010275-0.00052925i,0.00078578-0.001358i,0.00010467-0.0029501i,-0.0013488-0.0032998i,-0.0022126-0.0023532i,-0.0013546-0.0015545i,-8.9177e-05-0.0012516i,-0.00096574-0.0010171i,-0.0024253-0.00017672i,-0.0015294+0.00044095i,-0.00014313+0.00033704i,-3.7638e-05-0.00011932i,0.00015285-0.00031552i,0.0002661-0.00014083i,-0.00022122+0.00039514i,-0.00076036+0.00056823i,0.00010188-0.0001298i,0.00049967-0.00062567i,-0.0002801+0.00023992i,-0.00036927+0.00074263i,0.00026736-0.00016772i,3.3014e-05-0.00039509i,-0.00037514-0.00032809i
0.00056987-0.00034239i,0.00056555+0.00023484i,0.00090499-0.00033284i,0.0013171-0.0015285i,0.00085516-0.0018453i,0.00095474-0.0016151i,0.00045395-0.0014891i,-0.00037976-0.001271i,-0.00065173-0.00013744i,-0.00044446-0.00010833i,0.00045702-0.00058007i,0.0002484+0.00042582i,-0.00044002+0.0014127i,-0.00072326+0.0016403i,-0.00053782+0.00038489i,-2.0184e-06-0.00070132i,-0.00022658-0.00073597i,-0.00019886-0.00049457i,0.00010432-0.00014922i,-0.00052884+0.00087409i,-0.0011197+0.00088696i,-0.00068646+0.00029814i,9.0308e-05+0.00033978i
-0.00058402-0.00041665i,-0.000831-2.7521e-05i,-0.0011885+0.00027785i,-0.00027741+0.00030528i,0.00069523+1.8788e-05i,0.0009686-0.0001643i,0.0011408-0.0012259i,-0.0001858-0.0019389i,-0.00091683-0.00081973i,-0.00025045+0.00045778i,0.00019384+0.00047884i,0.00017423+0.00026288i,-1.4559e-06-0.00034705i,0.00056764-0.0014182i,0.00053578-0.00083053i,-0.00019135-5.7476e-05i,0.000129-1.0918e-05i,0.00062486+0.00046467i,0.00027391+5.5442e-05i,-9.1305e-05-0.00053519i,0.00015328-0.00024043i,5.633e-05+0.00026751i,-0.0001495+0.00064742i
0.0005794-0.00092276i,-0.00021854-0.0014751i,4.1324e-05-0.0024017i,-7.6708e-05-0.0020598i,-0.00024151-0.00095422i,0.00047039-0.00031579i,0.00079026-0.00036972i,-0.00013657-0.00048502i,-0.00063305-0.00087138i,-4.4071e-05-0.00068763i,0.00051706+0.00048642i,0.00021253+0.00068893i,-0.00053199+0.00028111i,-0.00079007+0.001252i,-0.00042962+0.0011848i,0.00011106+0.00017i,0.00013019+0.00016768i,-0.00050108+7.2618e-05i,-0.00026312-0.00048413i,-0.00022102-0.00068983i,-0.00042164-0.00027869i,0.0001891+0.00051619i,0.00060503+0.00042353i
-0.0011543+0.0019467i,2.4779e-05+0.002017i,0.0010566+0.0017846i,0.0011518-0.00045045i,0.00097424-0.0021067i,0.0010936-0.0021027i,0.00030531-0.0017898i,-0.001009-0.0016312i,-0.0012242-0.0011778i,-0.00027534-9.81e-05i,0.00044135+0.0001586i,0.00053861-0.00042614i,-7.7549e-05-0.0011824i,-0.00047932-0.00094415i,-0.00027495-0.00031801i,-9.5678e-06+1.5771e-05i,0.00022543+3.8591e-05i,-7.5233e-05-0.00037239i,-0.00071692-0.00050499i,-0.000654-0.00095244i,9.0377e-05-0.0011486i,0.00041413-0.00078151i,0.00013383-0.00018365i
-0.00068062-2.2018e-05i,3.7386e-05-2.3334e-05i,0.0002009-0.00087233i,-0.00060769-0.0013656i,-0.0013293-0.0011889i,-0.0004492-0.00092676i,0.00096851-0.00063262i,0.0005445-0.0013105i,-4.4877e-05-0.0012168i,-0.00084819-0.00044199i,-0.0010757-0.00037791i,-0.00046382-0.001094i,8.5019e-05-0.000927i,0.00046449+0.00030151i,0.00051398+0.00036067i,0.0011375-0.00013601i,0.0010675-0.00023631i,0.00024788-2.1603e-05i,0.00041396+0.00065705i,-0.00031923+0.0010185i,-0.0011935+0.00088423i,-0.00093258+0.00087258i,-9.996e-05+0.00083644i
0.0018536+0.00072569i,0.0025639+0.00049389i,0.0027238-0.00038472i,0.0016631-0.0017372i,0.000291-0.0027378i,0.00066984-0.0024678i,3.8273e-05-0.0012607i,-0.0012994-0.00033442i,-0.0013064+0.00049857i,-0.00083151-2.9694e-05i,-0.00061338-0.00072365i,-0.0003736-0.0010663i,-6.7509e-05-0.00047781i,0.00027043+0.00068712i,0.00033852+0.001019i,0.00054228+0.00058276i,0.00088299+0.00031759i,0.00012893+0.00028334i,-0.00061284-0.00022026i,-0.00058391-0.00074388i,-0.00046835-0.00014269i,-0.00025961+0.0012028i,-0.00042149+0.00071115i
-0.0001644+0.00080829i,0.00063224+0.00047555i,0.00077066+9.0775e-05i,0.00057866-0.0006718i,0.001012-0.00069102i,0.0015012-0.00057683i,0.0013975-0.0013095i,-0.00011015-0.0017445i,-0.0014768-0.00081353i,-0.000909+0.00015745i,0.00017575+9.2051e-06i,0.00044618-9.1217e-05i,5.476e-05-0.00012046i,-0.00018431-0.00038342i,0.0002856-0.00057978i,0.00041569-0.00045522i,4.5361e-05+5.8891e-06i,-0.000102-0.00029631i,-0.00028085-0.00089369i,-0.00058481-0.00044924i,-0.00014959+8.0726e-05i,0.00012183-0.00016911i,-0.00039011+0.00014678i
