0.00062495+0.00062003i,0.00018372-0.00048689i,0.00017748-0.0026462i,0.00014938-0.0048044i,-0.0014138-0.0045353i,-0.0029007-0.0016309i,-0.0027236+0.001283i,-0.0008291+0.0016755i,6.9849e-05+0.00060666i,0.00044166+0.00023322i,4.5739e-06-0.00018563i,-0.0012368-0.00021619i,-0.0012624+0.00020978i,-0.00030145-5.3243e-05i,-0.00024786+0.00047109i,-0.00026426+0.001023i,0.00051816+0.00054248i,0.00056325+0.00025354i,0.00053103-0.0004213i,0.0005735-0.00062756i,0.00036358+7.9825e-05i,-0.00019935+0.00092106i,-0.00038515+0.0009113i
0.00030473-4.2066e-05i,0.00013788-0.001086i,-0.00068409-0.0005973i,-0.00079924-0.0014885i,-0.0014669-0.00339i,-0.0024903-0.0024981i,-0.0016751-9.5494e-05i,-0.00054534+0.00079753i,7.2187e-05+1.1236e-05i,-0.00050956-0.00011877i,-0.0006071+0.00035845i,0.00017392-1.677e-05i,0.00075059-0.00054966i,0.00019135-4.96e-05i,-3.6127e-05-0.00025114i,0.00093819-0.00083492i,0.00063892+1.4624e-05i,-0.00023066+0.00049343i,1.4974e-05-6.5542e-05i,0.00060696-2.304e-06i,0.00066534+7.7042e-05i,0.00044459-9.6787e-05i,3.114e-05+0.00046315i
0.0011685+0.00058555i,0.001255-0.00090734i,0.0018817-0.0024766i,0.0018294-0.0033954i,0.00019783-0.0025797i,-0.0022416-0.0017063i,-0.0027113-0.00079459i,-0.0011975-3.4876e-05i,-0.00018194+0.00078102i,4.7064e-05+0.0011593i,0.00038505+0.00043915i,0.00038959-0.00038266i,-0.00037755+8.3132e-06i,-0.00041649-7.4956e-06i,0.0001564-0.00065885i,-0.00029426-0.00055695i,-0.00037997-0.00034002i,0.00011812+0.0001604i,-0.0001091+0.00039716i,-0.00059732-0.0001367i,-0.00025486+7.7577e-05i,0.00096349-0.00022314i,0.0015549-0.00048721i
-6.3866e-05+0.00066868i,-0.00048833+0.00053824i,-0.0016863+0.0010104i,-0.0035285-0.00024631i,-0.0041162-0.0016567i,-0.0040221-0.0012747i,-0.0029141+0.00055843i,-0.0015916+0.001787i,-0.00091741+0.00043827i,-0.00033282-4.6162e-05i,-6.6112e-05+0.00042916i,-0.00030607-0.00049925i,-0.00051572-0.00091975i,-0.00037375-0.0005289i,0.00030637-0.00020804i,0.00078473+0.00040175i,0.00030329+0.00052941i,-0.00049614+0.00052392i,-0.00017964+0.0007157i,0.00060267+0.0003921i,0.00039271-0.00033642i,-0.00026905-0.00049743i,-0.00019942-0.0005562i
0.00085527+0.0019864i,0.0010609+0.0017584i,0.0019328+0.0011162i,0.0017206-0.00086973i,0.00030343-0.0027072i,-0.0011591-0.0021547i,-0.0018374-0.00027225i,-0.0014837-6.6142e-05i,-0.00080633-0.00031647i,-0.00047458-0.00073342i,0.00021125-0.0011496i,6.4351e-05-0.000169i,-0.00079238+0.00017721i,-0.00012733+0.00034478i,0.00036674+0.00057868i,-0.00038747+0.00040485i,-0.0002-0.00045376i,-0.00040041-0.00047944i,-0.00095304+0.0006267i,-0.00056319+0.00066021i,8.3164e-05+0.00018966i,7.2896e-05-0.00028619i,0.0004325-0.00017276i
0.0006497-0.00088097i,-0.00021998-0.0017939i,-0.0022353-0.0027556i,-0.0042505-0.0042853i,-0.0049739-0.0044891i,-0.0046416-0.0024542i,-0.0034769+0.00032956i,-0.0020044+0.00078869i,-0.00069932-0.00059438i,-0.00061306-0.00056033i,-0.00046414+0.0003236i,0.00048275+0.00017275i,0.00055781+0.00021871i,0.00054892+0.0011564i,0.00055633+0.00094208i,6.0588e-05-0.00032185i,6.5026e-05-0.00014244i,0.00044278+0.00044895i,0.00064193+0.00067291i,-8.1228e-05+0.00013613i,0.00022946-8.7502e-06i,0.00075569+0.00057662i,0.00075567+0.0009002i
-0.0009949+0.0021283i,0.00041843+0.001631i,0.0017904+0.0010785i,0.0023618+0.00025264i,0.0022503-0.00079215i,0.001293-0.0013457i,-0.00032074-0.00040068i,-0.0011109+0.00048865i,-0.0015585+0.00098797i,-0.0016035+0.00054908i,-0.00090177-0.00012378i,-0.00068948-0.00066812i,-0.00054735-0.000886i,-0.00031138-0.00018562i,-1.5134e-05+0.00025674i,4.9996e-05+0.00034417i,-5.2936e-05+0.00013968i,0.00010403+0.00049764i,-0.00012845+0.00050077i,-0.00042593-4.3967e-05i,-0.00037465-0.00024269i,-0.00018484+0.00016707i,-0.0009729+0.00033731i
0.000194-0.00093418i,1.8056e-05-0.00087041i,-0.00052946-0.001398i,-0.0020664-0.0026453i,-0.0041699-0.0037513i,-0.004585-0.0025303i,-0.0026177-0.00046861i,-0.0012517+2.3207e-05i,-0.0011682-0.00047832i,-0.0016432+9.0189e-05i,-0.0010235+1.6606e-05i,0.00034189-0.00087825i,0.00061384+3.2861e-05i,0.00057628+0.00067687i,0.00036089-0.00021759i,-0.00024693-0.00057944i,-0.0010441-0.00019474i,-0.00033544+0.00038418i,0.00011312+0.00042069i,-0.00021583+0.00060615i,-0.00011564+0.00071046i,-4.9986e-06+0.00023522i,-6.6109e-05+0.00031987i
0.00018227-0.0004635i,-0.00066532+0.00034596i,-0.0021428-0.0002008i,-0.0022444-0.0014123i,-0.0016307-0.0017798i,-0.0023598-0.0014262i,-0.0029139+0.00020175i,-0.0022724+0.0012599i,-0.001239+0.0009089i,-0.00031357+0.00064612i,-0.00021-0.00020724i,-0.00068592-0.0007761i,-0.00085308-0.00079756i,-0.00071446-0.00051395i,-0.00062452+0.00012466i,-0.00024313+0.00027906i,-0.00010489+0.00059562i,-0.00082119+0.00082834i,-0.00042862+0.00039048i,0.00012868+0.00075544i,-0.00050541+0.0010185i,-1.1729e-05+0.00022772i,0.00089851-0.00080508i
0.00090067+0.0001732i,-0.00019321-0.00070337i,0.00031759-0.0016382i,0.00011694-0.0021865i,-0.0018066-0.0033799i,-0.0030634-0.0028323i,-0.0027106-0.00066294i,-0.0011818-6.5184e-06i,-0.00087739-0.00030257i,-0.0017598-5.8364e-05i,-0.0011415-0.00038668i,-0.00064578-0.00056866i,-0.0013478-2.7131e-05i,-0.0013202-0.00011925i,-0.00053235-0.00025846i,0.00038044+0.0004631i,0.00048152+0.0004029i,-0.00028658+0.00032467i,-0.00031232+0.00050632i,-0.00059639+0.00058797i,-0.00082816+0.00019204i,-0.0013007+0.00027442i,-0.0010625+0.00026601i
0.0007765+0.0002211i,0.00066109-0.00078056i,0.00065554-0.001387i,-0.0005009-0.0018486i,-0.002165-0.0031895i,-0.0033827-0.0037678i,-0.0029017-0.0014132i,-0.0018698+0.0010047i,-0.0017951+0.00088746i,-0.00084224-0.00032602i,0.00074919-0.00091565i,0.00081231-0.00075492i,-0.00072982-0.0001913i,-0.0015128+0.0002298i,-0.00080609+0.00077301i,0.00033733+0.0011503i,0.00079717+0.00031051i,-0.00011357-0.00030456i,-0.00047474-0.00036688i,-0.00026742-0.00041957i,0.00059161+0.00027236i,0.00021022+0.00084167i,-0.00078459+0.00090042i
-0.00021753+0.0017419i,0.0021065+0.00084622i,0.0035227+4.4749e-05i,0.0033343-0.0009085i,0.0021749-0.0023897i,0.00049623-0.003152i,-0.00097129-0.0022304i,-0.0011258-0.00088629i,-0.00092819-0.00021349i,-0.00046731+0.00016662i,0.00016288+0.0002897i,3.976e-06-0.00017053i,0.0003908-0.0011036i,0.00056696-0.00099951i,0.00035544-0.0003892i,2.2142e-05-0.00016279i,-0.00072016-1.9017e-05i,-0.00046171-0.00027295i,9.1001e-07+7.2779e-05i,0.00014203-7.3016e-05i,-0.00011229-0.00020359i,-0.00030302-0.00037714i,-2.9926e-05-0.0001845i
-0.0010399-0.0010332i,-0.0014918-0.00024831i,-0.0025073+0.00012398i,-0.0028792+0.0002841i,-0.0030686-0.00052962i,-0.0023017-0.0010122i,-0.00169-0.00035918i,-0.0019025+0.00011939i,-0.0018191-0.00052751i,-0.0013913-0.0010627i,-0.00028931-0.0010011i,0.00016461-0.00086729i,-0.00049759-0.00046324i,-0.00019425-0.00022742i,-0.0003517+0.00032096i,-0.00074096-0.00026966i,-0.00051297-0.0015311i,0.00024981-0.0010851i,0.00068409+0.00012156i,0.00014093+0.0002162i,-0.0005948+0.000209i,-0.00059684+0.00013868i,-0.00094774-0.00046443i
0.0016781-0.0010885i,-0.00065731-0.0015373i,-0.0013364-0.0030331i,-0.0012601-0.0035675i,-0.0025081-0.0033425i,-0.0031762-0.0014746i,-0.0025333+0.00081127i,-0.0012544+0.0013046i,-0.00045108+0.00034442i,-0.00044378+0.0001465i,-0.00059877+0.00034934i,-0.00037657-4.1827e-05i,-2.9707e-05+0.00029525i,0.00032707+0.00078982i,0.00070626+0.00042066i,0.00026761+0.0003649i,-0.00049042+0.00016079i,-0.00070205+0.00014239i,-0.00064374+0.0010248i,-0.00021618+0.0013657i,0.00066962+0.000831i,0.00063971+0.00037496i,7.9676e-05+0.00042065i
-0.00066092+0.00064404i,-0.00026784+0.00046095i,0.00083529-9.6031e-06i,0.00027305-0.00087114i,-0.0008654-0.0025241i,-0.0023416-0.0026659i,-0.0027078-0.00083408i,-0.0013378+0.00070806i,-0.00060309+0.00050961i,-0.00049673+0.00013223i,-0.00029913-0.00028124i,-0.0003266-0.00073956i,-0.00044197-0.00028155i,-0.00078099-0.00026879i,-0.00079272+0.00011957i,-0.00024845+0.00088046i,0.0003451+0.00083919i,0.00097313+0.00026988i,0.001014-5.4237e-05i,0.00013966-0.00026401i,-0.00035261-0.00068842i,-0.00026754-9.2334e-05i,-8.2214e-05+0.00092726i
0.00075661+0.00026149i,0.0020125+1.444e-05i,0.0023951-0.00076967i,0.0010215-0.0024897i,-0.0014992-0.0040301i,-0.002865-0.0026679i,-0.0019436-6.8501e-05i,-0.00035936+0.00052737i,4.3043e-05+4.2332e-06i,-0.00079484-0.00011627i,-0.0010581-2.6239e-05i,-0.00074343-0.00036188i,-0.00055486+6.9548e-05i,-0.00021908+0.00094898i,0.00030028+0.00091699i,0.00028683+0.00068356i,0.00028185+0.00019195i,-0.0006121-0.00018848i,-0.0011253-2.1662e-06i,0.00034838+0.00044933i,0.0010973+0.00022226i,0.00077811-0.0003485i,-0.00013513-1.6368e-05i
-0.0015854+0.00014288i,-0.00092347+0.00051764i,-0.00037157+0.001631i,-0.0015928+0.00060826i,-0.0024206-0.0016528i,-0.0019725-0.0021251i,-0.0014232-0.0013539i,-0.0016113-0.0005196i,-0.0018471-0.00084388i,-0.0013321-0.00061177i,-0.0005767+9.4788e-05i,-1.2092e-06-0.00071598i,0.00014514-0.00042015i,0.00026469+0.00029838i,0.0011679+0.00045043i,0.0010282+8.7164e-05i,2.2567e-05-0.00083038i,-0.00024533-0.00066664i,-0.00075791-0.00046242i,-0.00042943-0.00051607i,-0.00028046-0.00028491i,-0.00037195-0.00049339i,-1.9389e-06-0.00050187i
2.0898e-05+0.00023775i,0.0007414-0.00050393i,0.00049245-0.00087271i,-0.00015485-0.00067086i,-0.0012241-0.0018802i,-0.0026717-0.0034605i,-0.0018403-0.0021315i,-0.00023914-0.00064108i,-0.00039218-0.0006071i,-0.0010348-0.00045451i,-0.00037875-0.00013181i,0.00019725-6.113e-05i,9.2677e-05-6.4272e-05i,-5.4387e-05-0.00012352i,-0.00016065-0.00019722i,-0.00035799+0.00011053i,-0.00029691+0.00018086i,-0.00028788+0.00049499i,-0.00035297+0.00022709i,5.9816e-05-0.00041989i,0.0011192+7.6369e-05i,0.001192+0.001037i,0.00030059+0.00078488i
-0.0014724-0.0010403i,-0.001675-0.00063097i,-0.0019805-0.00040268i,-0.0022709-0.0010776i,-0.0016689-0.0023137i,-0.0019646-0.002295i,-0.0012128-0.00063667i,-0.00026547+0.00064286i,-0.00060612-5.5163e-05i,-0.00043938-0.00063265i,0.00027644-0.00012457i,0.0010248+6.3558e-05i,0.00084601-9.3608e-05i,-0.00047004-0.00010255i,-0.0014235+0.00023432i,-0.00095217-0.00021829i,-0.00050983-0.0006i,-0.00029795-0.00030654i,-0.00020064+0.00052948i,-0.00015575+0.0010917i,0.00015715+0.0006282i,0.00072311-6.3296e-05i,0.00049304+0.00014575i
0.0016044+0.00066182i,0.0018359+0.00042535i,0.0012413-0.00077096i,0.00041792-0.0020166i,-0.0012342-0.0030119i,-0.002933-0.0025399i,-0.0031978-0.00098206i,-0.0021566-0.00011499i,-0.0015778-0.00020589i,-0.0015157+0.00010462i,-0.00082197+0.00041571i,-0.000239+0.0002921i,8.688e-05+0.00066432i,0.00072092+0.0013083i,0.00047877+0.0010317i,2.4135e-05+0.00041886i,-0.0001842-0.00031673i,0.00024349-0.00058153i,-0.00013388+0.00023058i,-0.0006983+0.0002629i,-0.00071398+0.00028071i,-0.00057997+0.00056245i,5.5458e-05+0.00076639i
0.0040338+0.0013605i,0.0036894-0.00032943i,0.0040385-0.0025885i,0.0024332-0.0050225i,-9.4974e-05-0.0066241i,-0.0031422-0.0052546i,-0.0037184-0.0016137i,-0.0017945+0.00062585i,-0.00096203+0.000847i,-0.0013305+0.00051876i,-0.0014034+0.00045841i,-0.0010637-5.5445e-05i,-0.00079568+0.00013256i,-0.00077717+0.00087471i,-0.00037824+0.00095739i,9.3644e-05+0.00082232i,0.00040805+2.0724e-05i,-0.00019027-0.00050696i,-0.0006689-0.00027732i,6.4014e-05-0.0002989i,0.00059776-0.00080297i,0.0003859-0.00020157i,0.00042092+0.00077925i
0.00042775+0.00021619i,0.0011869-0.00031411i,0.0025804-0.00027999i,0.0015265-0.00069557i,-0.00046229-0.0020586i,-0.0024048-0.0018769i,-0.0028251-5.5317e-05i,-0.001593-8.505e-05i,-0.00099173-0.00044335i,-0.0010143+8.5077e-05i,-0.0011591+0.0001153i,-0.00092104-0.00018884i,-0.00029633-0.00036199i,0.00043855+0.00072067i,0.00092675+0.0010973i,0.00054644+0.00074877i,-0.00016743+0.0010483i,-0.0002431+0.00072725i,-0.000133-0.0001679i,-6.6531e-05-1.5974e-05i,0.00021864-2.1228e-05i,0.00041554-0.00040111i,0.00076668+0.0003918i
3.6727e-05-0.0033101i,-0.0018321-0.0030313i,-0.0028918-0.0035784i,-0.0028022-0.0034441i,-0.0031899-0.0029107i,-0.0028062-0.0015092i,-0.00069027+0.0001798i,0.00029351+0.0004494i,-0.00038855-0.00012172i,-0.00079519+1.608e-05i,-0.0001201+0.0005098i,0.00031799+0.00056917i,0.00037732+0.00022154i,0.00032862-0.00011959i,0.00028793-0.00031937i,0.00038064+5.7743e-05i,0.00037649+0.00072675i,-0.00023316+0.00094783i,-0.00051773+0.001092i,-0.00034076+0.00016928i,-0.00031281-0.0010647i,-0.00024074-0.00073149i,0.00062974-7.4157e-07i
0.0014093-0.00045683i,0.0011051-0.00072541i,0.00090783-0.00082234i,-0.0011203-0.0016699i,-0.0033921-0.0028092i,-0.0040377-0.0017329i,-0.0033498+0.00046854i,-0.0013798+0.00029205i,-0.00021363-0.0011431i,-5.5554e-05-0.0010718i,0.00043169-7.1663e-05i,0.00052757-0.00012991i,-0.00033898-0.00022198i,-0.00060867+0.00016417i,-0.00066786-0.00015218i,-0.00080765-0.00016008i,-0.00052714+0.00018864i,8.0772e-06+0.00074598i,-8.4141e-05+0.0011654i,-0.00019081+0.00039429i,9.1876e-06-0.00042286i,0.0003163-0.00048173i,0.00067203-0.00011512i
0.0011913+0.00022345i,0.0014077-0.0012139i,0.0014457-0.0020109i,0.00096088-0.0023032i,-2.0499e-05-0.0035846i,-0.00051534-0.0034951i,-0.00081269-0.0019232i,-0.00035459-0.00058956i,0.00040342+0.00048025i,-0.00030128+0.00092345i,-0.00093062+0.00052077i,-0.0010712+0.00029824i,-0.00065815+0.00055131i,0.00049603+0.00071304i,0.00055501+0.00058467i,0.0003375+0.000578i,0.00062982+0.00013233i,0.00039528-0.00033377i,0.00027165-0.00089977i,0.00014213-0.00038008i,0.00010744+0.00016963i,0.00029269-8.6342e-05i,0.00011081+0.00049973i
0.00058718-9.5553e-06i,-0.0010989-0.00033022i,-0.0021292+5.3342e-05i,-0.0025737-0.00019047i,-0.0035591-0.0015056i,-0.0040388-0.0014799i,-0.0028554-0.00094743i,-0.001119-0.00031341i,-0.00064988-0.00010519i,-0.00040774+7.1544e-05i,-0.00021386+0.00092699i,-0.00086232+0.00075206i,-0.00046886-2.1566e-05i,0.00049753-0.00025442i,-8.9391e-06+4.9314e-05i,-0.00087257-0.00038353i,-0.00073573-0.0006178i,7.6541e-05-0.00022449i,0.00027732+0.00020288i,0.00021025+0.0010237i,0.00028803+0.0013984i,-0.00017177+0.00082987i,-0.00082282+0.00016152i
-0.0018471-0.00040927i,-0.00074143+0.00011398i,0.0011207+0.0005205i,0.001081-1.6148e-05i,0.00024714-0.0014581i,-0.00079082-0.0013756i,-0.0015675-8.4321e-05i,-0.0012553+4.8615e-05i,-0.00061947-0.0003982i,-0.00076665+0.00043629i,-0.00061231+0.00089178i,-0.00024544+4.1244e-05i,-0.00055246-0.00036743i,4.3205e-05-7.7564e-05i,0.00082549+0.00051386i,0.00059884+0.00081807i,0.00039814+0.00068976i,0.0003954+0.00034893i,0.00014598-1.6155e-06i,5.2363e-07+0.00014783i,-0.00067247+0.00058899i,-0.00082998+0.00031688i,-0.00039837-0.0004201i
0.0011758-0.0014085i,-0.00017693-0.0022021i,-0.0014003-0.0029545i,-0.0020965-0.0041782i,-0.0044243-0.0047487i,-0.0051524-0.0031433i,-0.0034345-0.00055815i,-0.0018881+0.00049728i,-0.0015425-0.000177i,-0.0018341-0.000301i,-0.0014708+0.00043511i,-0.0020317+9.1503e-05i,-0.0017948+6.298e-05i,-0.00029999+0.00035644i,-0.00038022+0.00011406i,-0.00055289-0.00030437i,-0.00020177-0.00074441i,-0.0003615-0.00079821i,-0.00013969-0.00033271i,0.00051647-0.00022632i,0.0011049-0.00052275i,0.00067461-0.00028168i,6.9807e-05+0.0006336i
0.001724+1.9749e-06i,0.0016808-0.0012913i,0.00053215-0.0017656i,-0.0011912-0.0019219i,-0.0022278-0.0031372i,-0.0026393-0.0032345i,-0.0025881-0.00087713i,-0.0010371-0.00022205i,0.00025377-0.00057056i,-0.00021088-0.0001328i,-0.00063991-0.00017408i,-0.00073265-0.00034181i,-0.0011949-0.0006512i,-0.00067762-0.00091877i,0.00050401-0.00037593i,0.00075778-0.00029132i,-0.00030379-0.00053995i,-0.00032513-0.00055938i,0.00010614-0.00045725i,-0.00019718-0.00025436i,-6.716e-07+1.7588e-05i,0.00042288+0.00025405i,0.00047003+0.00015081i
2.4947e-05-0.0011152i,-0.0005681+0.00024639i,-0.0010688+0.0010728i,-0.00045371-0.00043167i,-0.00026028-0.0017149i,-0.00098706-0.0012842i,-0.0016681-0.00027087i,-0.00063327+0.00023056i,0.00011389+5.3291e-05i,-0.00050419+0.00059837i,-2.7511e-05+0.00077745i,-0.00019081+0.0002967i,-0.0004634+0.0004918i,0.00017149+0.00060051i,0.00023148+0.00035806i,-5.601e-05+1.5426e-05i,0.00023874-0.0004122i,0.00062077-0.00049107i,0.00021817+0.00027466i,-0.00043783+0.00028199i,-0.00035978-0.00039536i,0.0005095-0.00078581i,0.00065442-0.00040376i
-0.0014586-0.0017813i,-0.0015535-0.00043738i,-0.0022433+0.00046173i,-0.0020265+0.00070634i,-0.0022814-0.00040959i,-0.0022395-0.0018671i,-0.0014964-0.0019381i,-0.0012672-0.0013395i,-0.001763-0.00028403i,-0.0016476+0.00020905i,-0.00022886+0.00048651i,0.0012237+0.00024299i,0.00087522-0.00047659i,0.00025111-0.00090463i,0.00027112-0.00071213i,0.00096695-0.00025174i,0.0014207-0.00039019i,0.00052187-0.00067829i,-0.00020468-0.00037302i,0.00020748+0.00052063i,0.00055122+0.00070084i,0.00020206+3.7224e-06i,0.00079774-0.0006072i
0.0019995+0.00055924i,0.0021471-0.00053023i,0.0020119-0.0016313i,0.0015701-0.0035194i,0.00019414-0.0052308i,-0.0021258-0.0041695i,-0.0020975-0.0017975i,-0.00082983-0.00032918i,0.00039969+1.5309e-05i,0.00039695+0.00048369i,0.00018312+0.0010589i,6.0873e-05+0.0005651i,-0.00098579+0.00024901i,-0.00044199+0.0015365i,0.00052915+0.0020627i,0.00019072+0.00089086i,-3.7183e-05+8.6992e-05i,0.00019819-0.00028255i,3.1433e-05-0.00029199i,-0.0005996+0.00045349i,-0.00089029+0.00031533i,-0.00035185-8.7943e-06i,-0.00024772+0.00050716i
0.00072319+0.0028183i,0.00097038+0.0020984i,0.0017664+0.00088864i,0.0012248-0.0014349i,-0.0002643-0.0037151i,-0.00075433-0.0035364i,-0.001662-0.00068317i,-0.0019174+0.0011057i,-0.00073009+0.00060395i,0.00055315+0.00017858i,0.0007168-0.00042341i,0.00037148-0.00085134i,0.00057886-2.6919e-05i,0.00014433+0.0006739i,-0.00050242+3.0319e-05i,-0.00018684-0.00032844i,-8.9119e-05-0.00011525i,7.724e-05+0.00021482i,0.00026081+0.00061933i,-7.7887e-05+0.00028721i,-0.00029837-0.00074015i,-8.8941e-05-0.00036362i,0.00011824+0.0005079i
-0.00036661+0.00016322i,-0.00062268+0.00061965i,-0.0002504+9.0692e-05i,0.00054614-0.0017704i,0.00030664-0.0027788i,-0.001702-0.002546i,-0.001637-0.0013854i,-0.00087591+2.2983e-05i,-0.0013525+0.00069505i,-0.0014109+0.00098992i,-0.0013194+0.00096032i,-0.00093516+0.00029331i,-0.0003028+0.00018381i,5.2363e-05+0.00074945i,0.00075399+0.00028757i,0.00068426+0.00011236i,-0.00037141-0.00014942i,-0.00034128-0.00080915i,-0.00033112+0.00020642i,-0.00047683+0.00053572i,0.00014377+0.00034045i,-0.00029402+0.00034939i,-0.0004391-0.00045655i
-0.00088522-0.00060914i,-0.0020991-0.0010979i,-0.0034465-0.0013515i,-0.003845-0.0015939i,-0.0037034-0.0016014i,-0.0020487-0.00068108i,-0.0014191+8.6702e-05i,-0.0012111-0.00039603i,-0.0012907-0.00016066i,-0.001484+0.00094756i,-0.00047131+0.00060895i,3.073e-05+0.00018706i,-0.00015921-0.00018695i,7.9597e-05-0.00051044i,0.00019603-0.0002052i,-0.00031894-0.0004599i,6.0072e-05-0.00054526i,0.00081968-0.0003852i,0.00032264+0.00023495i,-0.00071613+0.00089313i,-0.00016696+0.00053793i,0.0005922+0.00019745i,0.00084734-0.00025632i
-3.1746e-05-0.0012676i,7.0569e-05-0.00073493i,-0.00037031-0.0012083i,-0.00033934-0.0024936i,-0.00089736-0.0025398i,-0.0026135-0.0014372i,-0.0027095+4.5545e-05i,-0.0018325+0.00052029i,-0.0019187-0.00066914i,-0.0015403-0.00095913i,-0.00027381-0.00064377i,0.00069666-0.00051933i,0.00078049+0.00030981i,0.00097958+0.00056495i,0.00054683+0.00025168i,-0.00016859+0.00016006i,-0.00050877+0.00077113i,-0.00083338+0.00095721i,-0.00066118-0.0002174i,-0.00042105-0.0005721i,-0.00020482+0.00015886i,0.00017372+0.00057966i,-0.00022559-3.8097e-05i
0.0014619-0.0015982i,0.00029093-0.0011049i,-0.0011742-0.0005319i,-0.0015881-0.0016852i,-0.0025185-0.0027395i,-0.0034648-0.0021956i,-0.0031596-0.00031761i,-0.0017916+0.0012041i,-0.0011586+0.00028636i,-0.0012285-0.00020935i,-0.00072802-0.00026055i,-9.6617e-05-0.0006246i,0.0003885-0.00019869i,0.00021528+0.00054589i,-0.00016787+0.00076117i,-0.0006337+0.00023523i,-0.001186-0.00010335i,-0.0010231-0.00022918i,-0.0014173-9.9612e-05i,-0.00096977+0.00026364i,5.2966e-05+0.00064604i,0.00016473+0.00019876i,-0.00045627-0.00027802i
0.00027794-0.0010189i,-0.00039465-0.0016937i,-0.00076566-0.0025247i,-0.0019826-0.0028008i,-0.0035465-0.0031578i,-0.0041143-0.0022956i,-0.0034782-0.00039702i,-0.0012753-0.00022835i,-0.0001424-0.00079491i,-0.0012739-8.8764e-05i,-0.0013286+0.00060858i,-0.00033072-3.7285e-05i,-0.00072287+0.00035736i,-0.0013231+0.00070979i,-0.00064533+0.00036828i,0.00054705-2.3467e-05i,0.0011775+9.4892e-05i,0.0005579+0.00071303i,-4.3499e-05+0.0010556i,0.00033991+0.00056803i,0.00073555-5.5797e-06i,0.00037865-0.00042587i,0.00024861+3.7508e-06i
0.0018027-0.0027767i,0.00095913-0.001891i,-0.00058527-0.0021194i,-0.00061417-0.0025353i,-0.0018943-0.003298i,-0.0029999-0.0035117i,-0.0021447-0.0014508i,-0.0007336-0.00018159i,-0.00022536-0.00073541i,-0.0005547-0.00016571i,-0.00040966+0.00055444i,0.00014014-2.6152e-05i,-0.00036684-0.0004613i,-0.00040181+3.3472e-05i,0.00053936+0.00029238i,0.00045448+0.00022555i,-0.00055714+0.00036546i,-0.0011688-0.00051809i,-0.00048229-0.0012601i,-0.00010701-0.00048109i,-0.00039756+0.00020109i,-0.00069875+0.00019759i,-0.0004283+0.00038225i
0.00065673+0.00084482i,-0.0003886+0.00067154i,-0.00038944-0.0012248i,1.0494e-05-0.002438i,-0.00065249-0.002378i,-0.0022081-0.001589i,-0.0023548-0.00065937i,-0.0012206-4.0295e-05i,-0.00084299+0.00027572i,-0.00086047+0.00051644i,-0.00089548+0.00058537i,-0.00029541+0.00051227i,0.00041158-9.657e-05i,0.00022611-0.00020134i,-9.4606e-06+9.2782e-06i,4.7512e-05-1.0224e-05i,-0.00036087-0.00019886i,-0.00045362-0.00024953i,-0.00044279-3.1144e-05i,0.00040632+0.00028233i,0.0011341+0.0005528i,0.0007601+0.00074849i,4.0851e-06+0.00076913i
0.0017848-0.0006157i,0.00072195-0.0011956i,-0.00080063-0.0021726i,-0.0019285-0.0031401i,-0.0030106-0.0038585i,-0.0040844-0.0026047i,-0.0031802-0.00054737i,-0.0011274-0.00027604i,0.00026269-0.00031467i,0.00032175-0.00024151i,0.00031-0.00020404i,-0.00010855-0.00032101i,-0.0010163-9.9043e-05i,-0.0009417+0.0004116i,0.00021315+0.00063518i,0.001269+0.00032426i,0.0009269-0.00043922i,0.00014499-0.00076807i,-0.00027706-0.00029716i,0.00030369-0.00019053i,0.00033905-0.00094378i,6.3943e-05-0.00055409i,0.00045328+0.00083929i
-6.9032e-05-0.00018646i,-0.00067396-0.00039013i,-0.0012314-0.0019982i,-0.0012556-0.0031391i,-0.0020238-0.0036621i,-0.0027425-0.0021655i,-0.0023967+0.00024425i,-0.001184+0.00099206i,-0.00089073+0.00015221i,-0.0012704-0.00069521i,-0.0013809-0.0001871i,-0.00095347-5.9067e-05i,-0.00038751-7.6959e-05i,9.4614e-05+0.00083096i,4.6161e-05+0.00079568i,9.1572e-05+0.00026326i,0.0002649+0.00028017i,0.00013181+0.00035365i,-0.00015336+0.00029567i,-5.4225e-06+0.0001827i,3.9489e-05+0.00027061i,-2.9544e-06+0.0002433i,0.00023996+0.00049086i
0.00025235+0.00072928i,-0.00011615+7.2907e-06i,0.00058647-0.00032224i,0.0016134-0.0012914i,0.001425-0.0026294i,-0.00053029-0.0030193i,-0.0016496-0.0013698i,-0.0017483+0.00025365i,-0.0018275+0.00067172i,-0.00098143+0.00085224i,9.4542e-05-0.00012149i,0.00032479-0.00046011i,-0.00044211+0.00016054i,-0.00095106-2.278e-05i,-0.00054958+0.00016734i,-0.0002385+0.00077079i,5.4874e-05+0.00090801i,0.00036347-0.00015838i,-1.3732e-05-0.00077725i,-0.00057638-0.0002635i,-0.00018643+6.3462e-05i,0.00013633+0.00040863i,0.0001671+0.00073781i
