0.0008115+9.9248e-05i,0.00049101+0.00020097i,-0.001713-0.00064206i,-0.0022926-0.00021171i,-0.0013989+0.0006103i,-0.00083614+0.0017278i,0.00028958+0.0020891i,0.0010446+0.0015925i,0.00088173+0.00032113i,7.94e-05-0.00074708i,-0.00085226-0.00059846i,-0.0013309-0.00019791i,-0.0014337-0.00043439i,-0.00054315-0.00054081i,0.00020087-0.0001246i,-0.00049148-0.00041198i,-0.00041564-0.00021345i,0.00016051+9.3946e-05i,-0.00022136-0.00042602i,-0.00092787-0.00073911i,-0.0013248-0.0012299i,-0.0012391-0.00042546i,-0.001091+0.000302i
6.2843e-05+0.0025382i,-0.00051408+0.0026422i,-0.00011035+0.0013536i,0.00095227-0.00074176i,0.0013463-0.001155i,0.0016097-0.00015571i,0.0020935+0.0004468i,0.0020075+0.00041225i,0.0013519-0.00037461i,0.0011827-0.0011359i,0.00063019-0.00072493i,-0.00026853-3.3827e-05i,-0.00074349+0.00015818i,-0.00067965+5.9576e-05i,-0.00062116+0.0002043i,-0.00076051-0.00029152i,-0.00066783-0.00032253i,0.00016125-0.00038263i,0.0010156-0.00034425i,0.0012155+0.00015529i,0.00038928+0.00067356i,-0.00020927+0.00098717i,3.5003e-05+0.00084i
0.00074531+0.00018486i,0.001187+0.00061986i,0.0019407+0.00059874i,0.0019134+0.0007444i,0.0012297+0.00056885i,0.00072252+0.00035322i,0.0011714+0.00075521i,0.0012081+0.0011224i,0.0010238+0.0009637i,0.00046244+0.00052233i,0.00018995-0.0001801i,0.00037974-0.0003718i,0.0003447-0.00022641i,0.00031792-0.00017312i,-0.00021511+0.00066859i,-0.00011628+0.0011152i,-0.00041008+0.00030181i,-0.00039616-0.00052519i,0.00039539-0.00090407i,0.00063204-0.00039043i,0.00073525-1.2147e-05i,0.0010159+0.00059051i,0.00095337+0.0006652i
0.00048305+0.0008358i,0.00034758+0.00053799i,0.00025055+0.00012674i,-0.00037338+0.00026518i,-0.00071006+0.0010113i,0.00068524+0.00028206i,0.0023417-0.00061427i,0.0018813-0.00044656i,0.0011399+0.00047296i,0.00083118+0.00050478i,0.00011588-7.719e-05i,7.2863e-05-3.3081e-05i,0.0011709+0.00023956i,0.00077164+0.00041514i,0.00019054-0.00076581i,0.00049756-0.0014889i,0.00064777-0.00062018i,0.00051137-0.00016867i,0.00021436+0.00044574i,0.00013199+0.00018599i,0.00070759-0.00013492i,0.00062927-1.9777e-05i,0.00022566+0.00011598i
0.0011457+3.3852e-06i,0.0011188-0.00096749i,0.0020192-0.00090244i,0.0021262-0.0014668i,0.00075571-0.002083i,0.00044591-0.00085489i,0.00081704-9.3077e-05i,3.1282e-06-0.00042254i,-0.00042151-0.00031765i,-0.00011951-0.00029975i,7.7767e-05-0.00051237i,0.00046615-0.00028861i,0.00066613+9.8014e-05i,0.00060593-0.00018866i,0.00079943-0.00078756i,0.00026946-0.00021781i,-0.00060194+0.00020092i,-0.00057759+0.00011333i,-0.00050988+7.188e-05i,-0.00077872-0.00028182i,-8.1874e-05-9.3212e-05i,0.00054188+0.00082698i,0.00047764+0.0010579i
0.0010625+0.0018931i,0.0021011+0.0025242i,0.0018329+0.0021083i,0.0011925+0.0013672i,0.0021726+0.00095206i,0.00265+0.00089314i,0.0021133+0.00097227i,0.0018259+0.00077088i,0.0017571-2.3719e-05i,0.0014199+1.2985e-05i,0.00034495+0.00016143i,0.0005842-0.00067409i,0.0011555-0.0004842i,0.00010429+0.00027116i,-0.0012026+0.00036003i,-0.0012799+0.00032546i,-0.0010076+0.00012997i,-0.00039687+0.00010379i,0.00052802+0.00017529i,0.0007615+0.00057967i,0.0002488+0.000847i,-0.00029332+0.00026368i,-0.00066756-0.00027627i
-0.0016776-0.00079797i,-0.0022066+0.00012357i,-0.0014085+0.00046646i,3.5953e-05+0.00042951i,0.00039706+0.00058329i,0.00085409+0.00016075i,0.00146-0.00041485i,0.0015267-0.00021978i,0.0011798-6.2953e-05i,0.00021074-4.5962e-05i,-2.2053e-05-0.00026928i,0.00037063-0.00028232i,0.00020469+0.00023938i,0.0004619+0.00015027i,0.00039958-0.00032838i,0.00047241-0.00018095i,0.00081858-0.00016945i,0.00076704-0.0010367i,0.00051311-0.00039967i,-0.00032961+0.0013355i,-0.00070444+0.001122i,-0.00087339-0.00022265i,-0.00033738-0.00070413i
0.0019812-0.00083248i,0.0010021-0.00078486i,0.00060675-0.0010746i,-0.00017532-0.0016375i,-0.0011179-0.00088019i,-0.000344+0.00026931i,0.00096787+0.00028634i,0.00071723-0.00035682i,0.00027992-0.00041992i,0.00050521-0.00014315i,0.00057738+6.9094e-05i,0.00042686+0.00012134i,0.00038676-0.00012991i,0.00038994+0.00058137i,5.1557e-05+0.001315i,-0.0003401+0.0010788i,-0.00068586+0.00019927i,-0.00073086-0.00011975i,-0.00057807-8.0942e-05i,-1.0984e-06-7.3872e-05i,0.00092541+0.00010171i,0.0010073+0.00015982i,0.00059146-0.00021173i
0.00022333+0.00083616i,0.00032883+0.001675i,0.0012167+0.001026i,0.0011071-0.00030624i,0.00059472-0.00074921i,0.0013915+0.00023159i,0.0018437+0.00072517i,0.0013087-0.00051409i,0.0010631-0.0012739i,0.00041828-0.00037009i,0.00023774+0.00076593i,0.00068423+0.0011049i,6.5555e-05+0.00066859i,-0.00025863+0.00019852i,0.00013757+0.0003306i,5.1934e-05-0.00015903i,-8.0731e-05-0.00065596i,-0.00027017-0.00081986i,-0.0004136-0.0010482i,-0.00052324-0.00080626i,-0.00045157-0.00014685i,0.00035674+0.00073238i,0.00067399+0.00071224i
0.00027967+0.00041785i,0.00018672+0.0006173i,0.00012223+0.0013996i,0.0015295+0.0011905i,0.0025089+0.00093691i,0.002025+9.6333e-05i,0.0018879-0.0010678i,0.0016455-0.00059774i,0.0010731-6.8379e-05i,0.00038202-0.00052372i,-0.0007251-0.00035983i,-0.0012994-9.9339e-05i,-0.0011818+1.5083e-05i,-0.00099991+0.00021412i,-0.0003468+0.00022706i,-0.00026375-0.00027216i,4.3495e-05-0.00014172i,0.00095912+0.00048982i,0.0010505+0.00058267i,0.00066784+0.0002297i,-4.8311e-05-4.5219e-05i,-0.00030002+9.721e-05i,0.00045411+0.00053814i
0.00037585-0.00070729i,-0.00043126-0.00057997i,-0.00091772-9.4662e-05i,-0.0010172+0.00031699i,7.5657e-05+0.00099895i,0.00093594+0.0012837i,0.0012448+0.00054634i,0.0015534-0.00080172i,0.0012728-0.0010128i,0.00033217-0.00032231i,8.7019e-05-0.00013673i,-0.00019541-0.00019223i,-0.00034772-0.00031077i,-7.6075e-05-0.00044427i,-0.00022508+0.00020139i,-0.00038386+0.00054811i,-0.00024368+0.00064648i,2.9063e-05+7.2057e-05i,9.9638e-05-0.00024104i,-0.0011578+0.00042869i,-0.0011093+0.0003291i,0.0003174-0.00053412i,0.00042477-0.0011924i
0.00073167-0.00017689i,0.0014772+0.00076016i,0.0025707-0.0004689i,0.0026209-0.0016639i,0.0012631-0.00062209i,0.0012692-0.00013915i,0.0017748-0.0012451i,0.0013785-0.0013179i,0.00045941-0.00056017i,0.00017033+0.00044743i,0.00066442+0.00076874i,0.00075205+0.00090476i,0.0010256+0.00083388i,0.001762-6.8333e-06i,0.0014787-0.00030597i,0.00034847-0.00035751i,-0.00041016-0.0011085i,-0.00039614-0.0010386i,-6.4129e-05-9.2621e-05i,0.00015142+0.00013954i,-0.00017354+0.00016535i,-0.00020756+0.0005916i,0.00016225+0.00035517i
-0.00039079-0.0008248i,-8.9777e-05+0.00051833i,0.00042335+0.0017273i,0.00089224+0.0023427i,0.00083304+0.0025631i,0.0010937+0.0021286i,0.0015397+0.0017834i,0.00061722+0.0012601i,0.00052411+0.00030356i,0.00071684+0.00019833i,0.00014997+0.00089828i,4.9672e-05+0.00085932i,0.00027099+0.00015349i,0.00068378+0.00012771i,0.0010514+0.00011459i,0.0010599-0.00019373i,0.00070731+9.4513e-05i,0.00047301+0.00042981i,0.00024033+9.7893e-05i,-7.9724e-05+0.00025086i,-0.0010013+0.00057573i,-0.0010161+0.0001644i,0.0001273+0.00023208i
-0.0014273+0.0012579i,-0.0016458+0.0010342i,-0.0018426+0.0010803i,-0.001339+0.00084649i,-4.4783e-05+0.00072462i,0.001669+0.00049055i,0.0018132-0.00042319i,0.0005212-0.00085934i,-0.00037155-0.0010409i,-0.00062632-0.0009201i,-0.00065404-0.0006607i,-0.0003556-0.00057468i,0.0001754-0.00043177i,0.00044748-0.00029644i,0.00014065-0.00020677i,0.0002639-8.7083e-05i,0.00051841+0.00030912i,0.0011163+0.0002953i,0.0011361+0.00028191i,0.00015045+0.0005516i,-0.00063234+0.00098166i,-0.00043197+0.00065723i,0.00022643-2.8996e-05i
0.00097896+0.0008696i,0.0022149+0.0010016i,0.0016943+0.00041717i,0.0012327-0.00092279i,0.001265-0.00037255i,0.00085098+0.0007134i,0.00078488+0.0012741i,0.00053465+0.0014558i,0.00021854+0.001192i,9.4927e-06+0.0012103i,-0.00079761+0.00066284i,-0.00084082-0.00022733i,0.00039177-3.8316e-05i,0.0005126+0.00040055i,-7.4103e-05+0.00054072i,-0.0004275+5.3964e-05i,-0.00011267+0.00011186i,0.00013161+0.0004538i,-0.00029246+0.00021613i,-0.00021428+0.00016688i,4.6105e-05+0.0001203i,4.3746e-05+4.1315e-05i,0.00080471-0.00043366i
-0.00021923+0.0016275i,-0.00024087+0.0027588i,-3.2714e-05+0.0025299i,0.0009069+0.0023468i,0.0013455+0.0022579i,0.00223+0.0012287i,0.0021947+0.00018686i,0.0010795-0.00056409i,4.8038e-05-0.00037359i,-0.00053529-0.00041149i,-5.795e-05-0.0011489i,0.00079745-0.0010442i,0.00047553-0.0001784i,-0.00042163-0.00051049i,-0.00015352-0.00055222i,0.00061608+5.0443e-05i,0.00042607+8.2918e-05i,-0.00028552+7.3713e-05i,-0.0007532+0.00049905i,-0.000456-5.0908e-05i,0.00023302-0.00030234i,-4.5618e-05+0.00017631i,0.0001825+0.00024947i
-0.00060544-0.00063468i,-0.00052124+0.00038334i,-0.00043649-6.9699e-06i,-0.00045776-0.00067891i,3.3781e-05-0.00054764i,0.00089275-0.00029032i,0.00077869-9.9704e-05i,0.00050437+0.00015657i,0.00054572+0.00045658i,0.00081934+0.00043902i,0.00053157+0.00018344i,0.00039564-3.6692e-05i,0.00024623-0.0005974i,-0.00064684-0.00070239i,-0.0003439+6.5546e-05i,-8.1426e-05+0.00056091i,-0.00023488+0.00029459i,6.5701e-05-0.00017507i,-0.00039317-0.00011312i,-0.00083484+0.00038492i,-0.00027561+0.00037632i,-1.9179e-05-9.1347e-05i,0.00011337-0.00046861i
-0.0016403+0.0012747i,-0.0019989+0.0013054i,-0.00038367+0.001094i,0.00032919+0.00024898i,0.00062833+2.0403e-05i,0.0018638+0.00061034i,0.0019919+0.00084054i,0.00053489+0.00027246i,2.9204e-05+0.00047097i,0.00023497+0.0007851i,0.00025934+0.00035665i,0.00036667-1.7975e-05i,0.00045296-0.00046353i,0.0002924-0.00083521i,-0.00069596-0.00046882i,-0.0005142-7.1749e-05i,-0.00073628-0.00017693i,-0.0011909+5.5254e-05i,-0.00018185-0.00029025i,0.00038283-0.00051227i,1.6897e-05-0.00029714i,-0.00016437-0.00052479i,0.00051378-0.00051619i
-0.0011216+7.4761e-05i,0.00018757+0.00043934i,0.00044706+0.00082526i,0.00046158+0.0012133i,0.0011261+0.0011187i,0.0023028+0.00077635i,0.0019711+0.00050092i,0.00092642+0.00042067i,0.00043319+0.00018217i,-0.00024448+0.00012023i,-0.00019333-0.0003751i,0.00027591-0.00051874i,0.0004717+0.00029785i,0.00017708+0.00087961i,-0.00080421+0.00041339i,-0.00044651-0.00048527i,-6.7429e-05-0.00074348i,-2.9971e-05-0.00082237i,-0.00013276-0.00065125i,-9.7128e-05-0.00061382i,-0.00016315-0.00048635i,-0.00037654-0.00023329i,-0.00010286-0.00053145i
-0.00077109+0.00095399i,-0.00098881+0.0012879i,-0.0012461+0.0010498i,-0.00063038+0.00085968i,0.00080172+0.0012871i,0.0019348+0.00082384i,0.0020615+0.00026137i,0.0011311-0.00021969i,-8.0443e-05-0.000519i,-0.00022413-0.00051527i,-0.00010503-0.00030178i,0.0002869+2.9401e-05i,0.00053724+8.1283e-05i,0.00013592-0.00064408i,9.683e-05-0.00083402i,0.00084424-0.00016604i,0.0012299-5.1115e-05i,0.0012572-0.0001875i,0.0010915-6.283e-05i,0.00045539+0.00010524i,-0.00035548+0.00025454i,-0.0010811-4.3561e-05i,-0.0012329-0.00030041i
0.00090133+0.00023689i,-0.00041534+0.00038833i,0.0006776+0.00018563i,0.0011015-0.00020692i,0.0003553-0.00094582i,0.00048535-0.00067512i,0.00038216-0.00088402i,0.00024996-0.0010076i,0.00041633-0.00011844i,0.00077844+0.00013032i,0.00057529-0.00015904i,4.0969e-05+0.00028262i,-8.0935e-05+0.00077446i,7.4613e-07+0.0006117i,0.00024966+0.00034354i,1.7872e-05+0.00055767i,-0.0004472+0.00068969i,-0.00031065+0.00020881i,-4.2861e-05+0.00012165i,0.00038084+0.00067405i,0.00041588+0.00082818i,0.00027551+0.00073881i,0.00066276+0.00057962i
0.00065208-0.00071882i,-0.0010313-0.00020005i,-0.0012649+9.8766e-06i,-7.3153e-05+0.00021114i,0.0013458+0.00098781i,0.0019594+0.0010648i,0.0025977+6.3494e-05i,0.001962-0.0010393i,0.00022694-0.0012698i,-0.00021945-0.00044734i,0.00010783-1.884e-05i,-0.0002278+3.4918e-05i,-0.00036236-8.3821e-05i,-0.00056516-0.00052332i,-0.00016659-0.00024662i,0.0001108+0.00016999i,-0.00059619+5.3685e-05i,-0.0008175+0.00015331i,-0.0008012+0.00078743i,-0.00057194+0.00061756i,-0.00042266+0.000656i,-0.00057429+0.00066475i,-0.0001172+0.00023584i
-4.4082e-05+0.0009745i,0.00093731+0.0012347i,0.0019501+0.0012913i,0.0011465+0.00056129i,0.0011142-3.4321e-06i,0.0018589+0.00021555i,0.0021666-0.00012258i,0.0016843-0.00023371i,0.00093108+0.00021595i,0.0005382+0.00012902i,0.0010105-0.00029226i,0.0015579-0.00023002i,0.0013657-0.00067782i,0.00082555-0.00035152i,-0.00014036+0.0006731i,-0.00083159+0.00085238i,-0.00054913+0.00053554i,9.4519e-05+0.0010252i,0.00024242+0.0010677i,-0.00029248+0.0010524i,-0.00091301+0.00068339i,-0.0011332+5.1874e-05i,-0.00073345+0.0003408i
-0.00064038+0.00023933i,-0.0011436+0.0012954i,-0.0023505+0.0013376i,-0.0026836+0.0015431i,-0.00085964+0.0014399i,0.0010013+0.0015043i,0.0015784+0.0017097i,0.001456+0.00041457i,0.00061424-0.00014917i,-0.00038696-0.00024645i,-0.0002221-0.00068854i,0.00087576-0.00083614i,0.00087554-0.00061256i,0.00015419-0.00023119i,-0.0002055-0.00026652i,0.00012382-0.00046399i,0.00045366-0.00016561i,-7.6262e-06-0.00029864i,-0.00055372-6.7886e-05i,-0.00052727+0.00072234i,-0.00024188+0.00066318i,4.1842e-06+9.4701e-05i,0.00030783-0.0005124i
-3.8717e-05+0.00022602i,-0.00014566+0.0017951i,0.00082719+0.0017389i,0.0017445+0.00080221i,0.0015256+0.00021163i,0.0016374-0.00033779i,0.0028074-0.00075698i,0.0032276-0.00015174i,0.0017659+0.00049067i,0.00023708+0.00033234i,-0.00020416-0.00032511i,-0.00017343-0.00044267i,-9.0368e-05-0.0001699i,-5.1296e-05-3.697e-05i,0.0003238+0.00015939i,0.00072493+0.0001926i,0.00093184-0.00054848i,0.00050607-0.00075844i,-0.00040894+0.00025448i,-0.00042524+0.00097386i,-0.00036459+0.00090905i,-0.00019781+0.00035892i,0.00089123+0.00024724i
0.00047699-0.0001748i,0.0008667-0.0017104i,0.0005396-0.0021659i,3.6506e-05-0.00091928i,0.0008195+0.00017451i,0.0012491+0.00047786i,0.0015822+0.00039976i,0.0011096-0.00017204i,0.00040787-0.00072228i,0.00027992-0.00065524i,1.3138e-05-0.00027933i,-2.8368e-05-0.00040788i,4.5059e-05+0.00025002i,-1.5156e-05+0.0010037i,0.0004152+0.0011736i,0.00090444+0.00041398i,0.0008494-3.4449e-05i,0.00020438+0.00047063i,-0.00046608+0.00059608i,-0.0010526+0.00064953i,-0.00068197+0.00015193i,-0.0002415-0.00025516i,8.2349e-06-0.00038877i
-0.0026591+0.0016427i,-0.0023489+0.0035021i,-0.0012831+0.0048515i,0.00080288+0.0029892i,0.0020482+0.00036007i,0.0019226-0.00037366i,0.0010186-0.00038163i,0.00036536-0.00035147i,0.00027669-0.00044222i,3.0568e-06-7.3812e-05i,-6.9799e-05+0.00038494i,0.00026439+0.00037367i,0.00040466+0.00022343i,-0.00042996-0.00019107i,-0.00085395-0.00094887i,-0.00029429-0.00095609i,-0.000227-0.00052949i,-0.00012159-0.00022331i,0.00028254+0.00035265i,3.4732e-05+0.00037603i,-0.00039256+0.00049221i,-1.8731e-05+6.7551e-05i,0.00046195-0.00040555i
-0.0001154-0.0017077i,0.00088797-0.0015491i,0.0010308-0.0014024i,0.0011027-2.4065e-05i,0.00097586+0.0015648i,0.0011208+0.0017002i,0.0014279+0.000585i,0.00097957-0.00043059i,0.00016806-0.00013984i,-0.00075976+0.00019509i,-0.00063295-0.00015066i,-0.00010518-0.00026285i,-8.964e-05-0.00027841i,-0.00027242-0.0004734i,-0.00023422-0.0010957i,-0.00022852-0.00055756i,-0.00085852-1.0647e-05i,-0.00083097-0.00032344i,0.00040072-0.00034751i,0.00032403-7.6022e-05i,-0.00084227+0.00030988i,-0.00075342-0.00023004i,-0.00038062-0.0005751i
0.0013952+0.0045031i,0.0014634+0.0045735i,0.0022599+0.0030949i,0.0019678+0.0016546i,0.00098463+0.00013625i,0.0005191-0.0011839i,0.00080381-0.0011908i,0.0011497-0.00086137i,0.0012925-0.00098234i,0.0014239-0.00113i,0.0010345-0.00098503i,0.00077975-0.00084996i,0.00023004+0.00027607i,-0.00017606+0.0013358i,-9.5419e-05+0.0008164i,-0.00040022-0.00020707i,-0.0005231+5.0794e-06i,0.00017117+0.00078037i,9.9589e-05+0.00078859i,7.4202e-05+0.00095271i,0.00058186+0.001178i,0.0001031+0.00093833i,-0.00063922+0.00032662i
-0.0020156-0.00046918i,-0.0010984+6.8894e-05i,-0.00015858-0.00037444i,0.00062382-0.00012117i,0.0014164+0.0008127i,0.0020947+0.0011734i,0.0014517+0.00025448i,0.00033607+0.00011433i,-4.9781e-05+0.00069738i,0.00020758-0.00038358i,0.00087041-0.00065048i,0.0004611+0.00043214i,-0.00020923+0.00016927i,-0.00072253-0.0010886i,-0.0013832-0.0017338i,-0.00091808-0.0021385i,-6.6399e-05-0.0016296i,0.00020216-0.00014778i,-0.00010755+0.00010788i,-0.00022644-0.00031196i,-0.00018393-0.00063926i,0.00031324-0.0005094i,0.00052133-0.00022945i
-0.0021841+0.00075079i,-0.0024324+0.00063214i,-0.0025795+0.0011698i,-0.0012889+0.0016972i,0.0013394+0.0012565i,0.0025272+0.00020871i,0.0012515-0.00076127i,0.00015973-0.00099594i,0.0005554-0.00084397i,0.0010509-0.0010566i,0.00094834-0.00028829i,0.00063441+0.00084006i,0.00011944+0.0004867i,-1.0994e-05-0.00024629i,7e-05-7.9627e-05i,-0.00056437+0.00031472i,-0.00040743-4.6711e-05i,-0.0004531-0.0003637i,-4.2677e-05-0.00024049i,0.00075871+0.00024667i,0.00078033+0.0010081i,0.00074675+0.0010881i,0.00090933+0.00082891i
0.0012177-0.00033837i,0.0015258+0.00048745i,0.0021891+0.00064518i,0.0025264+0.00067882i,0.0017185+0.0013467i,0.0016343+0.0012613i,0.0017264+7.0098e-05i,0.0010964-0.00097098i,0.00037116-0.00088773i,0.00010434-0.00055771i,0.00048149-3.3389e-05i,0.00023822+2.0182e-05i,0.00010808-0.00037423i,0.0002091-0.001195i,0.00064328-0.0011497i,0.00038053-0.00028316i,-0.00041446+7.4e-05i,-0.00057616+3.3874e-05i,-0.00054982+0.00028279i,-0.00059635+0.00045069i,-0.00044927+0.00031926i,-0.00013744+0.00036078i,7.9786e-05+0.00050191i
-0.0024233+0.00068297i,-0.0023967+0.001146i,-0.001593+0.00071099i,0.0002688+0.00047819i,0.0012238+0.00040732i,0.0018106+0.00014231i,0.0024671+0.00048447i,0.0021361+0.00056274i,0.0016048-0.00023658i,0.0015671-0.0012936i,0.00086684-0.00050129i,0.00016882+0.00066023i,-0.00016139+0.00036362i,-0.00099373-0.00013877i,-0.001065+0.00034615i,-0.00022199+0.0001783i,-0.00036212-0.00041662i,-0.00029638-0.00057742i,0.00028164-0.00029465i,-9.2472e-05-0.00060338i,-0.00053225-0.0007447i,-4.1403e-05-0.00028873i,0.00047-0.00030381i
0.00090679-0.00098206i,0.00099547+0.001293i,0.00064886+0.002293i,8.9915e-05+0.0019393i,0.00058011+0.0017568i,0.0016593+0.0011588i,0.0018866+5.1516e-05i,0.0011593-0.001031i,0.00019527-0.0016077i,-5.4755e-05-0.00099904i,-0.00015067-0.0001257i,0.00031608+0.00027265i,0.0012897+0.00010382i,0.00058417+7.2485e-05i,-0.00021089+0.00068738i,0.00031195+6.3125e-05i,0.00060845-0.0010837i,0.00017407-0.00070483i,0.00068983-0.000276i,0.00018292-0.00013962i,-0.0004857-0.00020593i,-0.00027227-0.00043627i,-0.00030399-0.0001546i
-0.0024646-0.0011821i,-0.0025984-0.0011616i,-0.0013571-0.00077241i,-0.00015462+7.4833e-05i,0.001239+0.00064737i,0.0025777+0.00033977i,0.002324+0.00014102i,0.00093768-0.00033751i,0.00051239-0.00062955i,0.00048411+0.00024622i,3.567e-05+0.00039066i,0.00038841+9.3229e-05i,0.0006303+0.00040936i,0.00051893+0.00037311i,6.2785e-05+0.00045028i,-0.000133+0.00029034i,0.00015423-5.7678e-05i,0.00037619+0.00013737i,4.0587e-06+0.00086888i,-0.00010416+0.00036737i,0.00027143-0.00038794i,0.0003029-0.00054172i,0.00059543-0.00066021i
0.00062792+0.00056507i,0.001332+0.00020264i,0.00099038-3.4088e-05i,5.5746e-06+0.0002873i,-0.00029813+0.00071523i,0.00062532+0.0010062i,0.0016967+0.00044976i,0.0020127-0.00063773i,0.0011772-0.00053942i,0.00046542-0.00026858i,0.00016233-0.00078607i,0.00047849-0.00081436i,0.00063048-0.00034617i,0.00062312-0.000375i,0.00078396-0.0005349i,0.00013339-0.00068419i,0.0001672-0.00085193i,0.00010591-0.00033941i,-0.0007706+0.00019131i,-0.00056651+0.00053762i,0.00028291+0.00092948i,-0.00012643+5.6769e-05i,-0.00073642-0.00053582i
0.0002767+0.0014668i,0.00093161+0.0018824i,0.0022533+0.0021111i,0.0021671+0.0012164i,0.0017028-4.4523e-06i,0.00071022+0.00062658i,0.0005808-9.8279e-05i,0.0011568-0.00059789i,-0.0001327+0.00034669i,-0.0011993+0.00048401i,-0.00057186-0.0005319i,7.0219e-05-0.00042446i,0.00010971-9.0003e-07i,0.0005129-0.00041075i,0.0008705-0.00019605i,0.00061866-0.00022453i,6.8236e-05-0.00020549i,-0.00029025+0.00046644i,-6.5645e-05+0.00067113i,0.00065723+0.00053055i,0.00028979+0.0005473i,-0.00036716+0.00087403i,-0.00016777+0.0010521i
-0.00039312-0.0011503i,-0.0012037-0.00056212i,-0.001414-0.00034078i,-0.00050969-0.00022937i,0.0011411-0.00042118i,0.0021332+0.00018245i,0.0022031+4.8373e-05i,0.0011994-0.00061696i,0.00035728-0.00070124i,0.00029512-0.00056201i,-0.00016022-5.2825e-05i,-0.00063879-0.0001185i,-0.00093669-0.00055176i,-0.00050693-0.00023828i,0.00024373+0.00068645i,0.00036554+0.00033729i,0.00082266-0.00067881i,0.0006853-0.0007253i,8.2406e-05-0.00039138i,0.00011785+6.3251e-05i,0.00020914+0.00016036i,6.7602e-05+7.6197e-05i,0.0004451+0.00046389i
0.00028319+0.0010991i,-0.00015321+0.0021091i,-1.1073e-06+0.0015191i,0.00031998+0.00018824i,4.3908e-05+0.00032191i,0.00023878+0.00073618i,0.00076729+0.0010675i,0.00092018+0.00069351i,0.0010865+0.00021463i,0.00051846+0.00011116i,-0.00029066-0.00014268i,-0.00051494-7.906e-05i,-3.8456e-05-9.0789e-05i,0.00027803+0.00019401i,0.00026381+0.00011136i,-0.00035777-0.00013595i,-0.00036644+0.00015467i,-0.00032159+0.00028517i,-0.001008+0.00023882i,-0.0007078+0.00020344i,-6.6867e-05+0.0012044i,6.4248e-05+0.0012214i,0.0011589-7.4418e-05i
-0.00027053-0.00059837i,-0.00074049+0.00053449i,-0.00093385+0.0010008i,-5.1583e-05+0.00013334i,0.00092671+0.00023763i,0.0025831+0.00061388i,0.0034112-1.1208e-05i,0.0023339-0.0010691i,0.00096266-0.0013063i,0.00041255-0.00063046i,-0.00027944-0.0002203i,-0.00048061-0.0010991i,0.0002665-0.0011323i,0.00096582+0.00021921i,0.00090657+0.00018661i,0.00048819-0.00014458i,9.0853e-05+0.00052939i,-0.00010572+0.0012665i,0.00011791+0.0013395i,-0.00023192+0.00098458i,-0.00046324+0.00022866i,-2.564e-05+9.6943e-05i,7.9904e-05+0.00055046i
0.00023393-0.00086183i,-0.00049126-0.0001025i,-0.00045035+0.0005438i,-0.00033967+0.00075823i,0.00055364+0.00034684i,0.0019486-0.00057809i,0.0021809-0.0010071i,0.0011831-0.00055073i,0.00055714-0.00065641i,0.00046229-0.00050277i,0.00049544-0.00033958i,0.00037298-0.00052217i,0.00034822-0.00054332i,0.00062692-0.00082546i,0.00087988-0.0012437i,5.6579e-05-0.00090297i,-0.00041657+0.00025384i,-0.00026862+0.00075549i,-0.00029006+0.00084031i,-0.00048965+0.00031754i,-0.00049601+0.00022599i,-0.00035444+0.00032803i,0.00010114-2.38e-05i
-0.0011933+0.00020153i,-0.00075342+0.00055385i,-0.00072163-0.00035166i,-0.00012076-0.00022052i,0.001022+0.0016157i,0.0021232+0.0019787i,0.0018507+0.00067572i,0.00094183-0.000277i,0.0011238-0.00063198i,0.0014192-0.00040862i,0.00060813-0.00041431i,-6.0341e-05-0.00076657i,-6.515e-05-0.0007275i,0.00023863-0.00036792i,-0.0001805+0.00027466i,-0.0005394-0.00015321i,-0.000189-0.00086273i,4.8068e-05-0.0001942i,0.00013464+0.00050647i,0.0001974+0.00014368i,0.00050924+0.00051702i,0.00090014+0.0005914i,0.00097096-0.00039251i
0.00079691+0.00032097i,0.0005962+0.00088658i,0.00083537+0.00081548i,0.0013167+0.00016952i,0.0010216-0.00054693i,0.00086573-0.0015152i,0.0002984-0.0021106i,0.00057552-0.0010973i,0.0010593+0.00040984i,0.00013818+0.00047011i,-0.00087436+0.00095518i,-0.0010482+0.0012568i,-0.00064122+0.00066822i,-0.00058001+5.2276e-05i,3.0005e-05-0.00015921i,0.00037925+0.00014267i,0.00042026+0.00084661i,0.00018082+0.00068465i,-0.00039598+0.00034329i,0.00022874+0.00053707i,0.00071895+0.00041801i,-8.0638e-05+0.00019355i,-0.00029148-4.0181e-05i
-0.00020276-0.00017285i,6.9109e-05+0.00062558i,0.00060017+0.0011646i,0.0010013+0.001204i,0.00099883+0.0011656i,0.0014364+0.00067469i,0.0010816+0.00075228i,0.00062486+0.001229i,0.00063156+0.00074433i,0.000391-0.00026519i,0.00038558-0.00052852i,0.00049318-0.00031961i,0.00092957-0.00053318i,0.0011023-0.00027818i,0.0011408-0.00032465i,0.00040188-0.00059469i,-0.00036015-0.00076162i,-0.00025976-0.00089538i,-0.00032668-0.00026741i,-0.00063495+3.0755e-05i,-0.00028725-0.0005075i,0.00020572-0.0006948i,0.00034316-0.00042829i
