-0.0033158+0.00050816i,-0.0030508+0.00077141i,-0.0025555+0.0021421i,-0.0014311+0.0028111i,-0.0005691+0.0035521i,3.9283e-05+0.0036927i,0.0011112+0.0021632i,0.0016283+0.0010721i,0.00077105+0.0015761i,0.00058824+0.00096676i,0.001083-0.00038568i,0.0010863-0.0013601i,0.00039581-0.0018671i,-0.00085699-0.0015207i,-0.0010154-0.00043816i,-0.00058922-0.00032527i,-0.0001887-0.00061172i,0.00089653-0.00041138i,0.0010675-0.00018587i,0.0006771+8.8601e-05i,9.9358e-05+1.0598e-05i,-0.00017892-0.00019676i,0.00054333-0.00031846i
-0.0082618-0.41904i,-0.047024-0.40454i,-0.061339-0.12928i,-0.056963+0.084599i,-0.03589+0.11611i,0.026426+0.10032i,0.053745+0.052216i,-0.013155+0.038764i,-0.039818+0.090584i,0.0089901+0.085954i,0.035424+0.036228i,0.03814+0.0044577i,0.019568-0.024427i,-0.023812-0.025423i,-0.041361+0.0075894i,-0.026223+0.028023i,-0.01286+0.020002i,-0.015233+0.002313i,-0.022822-0.0022818i,-0.022351+0.003042i,-0.019158+0.0042537i,-0.01561+0.0016612i,-0.0069214-0.00035413i
-0.083335+0.11568i,-0.24328+0.0029015i,-0.3125-0.15922i,-0.16402-0.22474i,0.020679-0.26146i,0.0085502-0.31863i,-0.10935-0.27329i,-0.14276-0.16172i,-0.094687-0.077882i,-0.038603-0.036405i,-0.03396-0.018081i,-0.062856+0.013111i,-0.059305+0.041725i,-0.02687+0.033994i,-0.0044431+0.010468i,0.0050591+0.0035925i,0.014799+0.0077194i,0.020611+0.0069057i,0.018594+0.0042797i,0.016043+0.0039769i,0.015558+0.0039812i,0.01364+0.0038746i,0.010996+0.0077238i
-0.0045015-0.1458i,0.11403-0.072021i,0.24108+0.019622i,0.19112+0.039032i,-0.0044655+0.084449i,-0.11616+0.18016i,-0.080796+0.21638i,0.0076854+0.17664i,0.052664+0.083536i,0.022476+0.012043i,0.0068092-0.0027194i,0.023907-0.0094882i,0.023868-0.0058251i,0.020375+0.0056825i,0.02144-0.0019032i,0.012185-0.018096i,-0.0047902-0.023876i,-0.015199-0.014345i,-0.015576-0.0026125i,-0.015823-0.00047086i,-0.016856-1.1638e-05i,-0.0162+0.00095509i,-0.01687-0.0067468i
-0.023621+0.45253i,-0.028236+0.52267i,-0.11074+0.35442i,-0.20476+0.099051i,-0.21719-0.055552i,-0.14119-0.054712i,-0.026657-0.0057527i,0.031951-0.011572i,0.011686-0.014009i,-0.00012596+0.010828i,0.0082341+0.010744i,0.0077582-0.0024253i,0.010366-0.0094554i,0.0063282-0.0068398i,-0.0071419+0.00677i,-0.010305+0.014576i,-0.0060641+0.0092594i,-0.0018123-0.0029292i,0.0027004-0.013357i,0.0069811-0.01158i,0.015265-0.0035052i,0.022824-0.0047825i,0.021903-0.004919i
-0.059526-0.54087i,-0.12889-0.67113i,-0.10074-0.47078i,0.049481-0.10276i,0.19422+0.12651i,0.19068+0.12734i,0.068037+0.043156i,-0.036067+0.0026169i,-0.046543+0.0049856i,-0.015663+0.0023995i,-0.011065+0.0038949i,-0.022157+0.020041i,-0.024083+0.02409i,-0.01766+0.0067189i,-0.016262-0.0096861i,-0.021705-0.0063733i,-0.017445+0.011237i,-0.0048388+0.021987i,0.0013193+0.023515i,0.0030436+0.020139i,-0.0053887+0.011703i,-0.022345+0.0080615i,-0.03111+0.0098884i
-0.1164+0.5626i,-0.03182+0.78933i,0.14719+0.67398i,0.20243+0.28604i,0.10383-0.019766i,0.079412-0.092229i,0.13121-0.084638i,0.1263-0.071223i,0.076215-0.055256i,0.021421-0.045985i,-0.0050099-0.033925i,0.011354-0.031572i,0.024989-0.035471i,0.022734-0.0227i,0.02726-0.0027787i,0.037852+0.0050289i,0.03993-0.0016225i,0.025572-0.0080715i,0.0057161-0.0078695i,-0.0049072-0.0090141i,-0.00018409-0.014506i,0.0093061-0.013934i,0.018718-0.0021481i
0.25865-0.36744i,0.12362-0.50249i,-0.16977-0.44027i,-0.269-0.25318i,-0.12366-0.14155i,0.011435-0.14495i,0.043376-0.14664i,0.016794-0.096058i,-0.0093115-0.011878i,0.013736+0.042798i,0.046497+0.040891i,0.045902+0.023898i,0.026676+0.015155i,0.00022891+0.015514i,-0.016281+0.016989i,-0.018969+0.0059591i,-0.017463-0.010744i,-0.0042884-0.025263i,0.0073151-0.0357i,-0.0011321-0.028961i,-0.011002-0.0060992i,-0.0038587+0.006921i,0.0043935-0.001106i
-0.027784+0.050831i,0.16215-0.09525i,0.3134-0.23672i,0.25603-0.17645i,0.1374-0.011281i,0.045011+0.060774i,-0.047469+0.053884i,-0.08399+0.011573i,-0.078909-0.031761i,-0.065933-0.033106i,-0.054127-0.040599i,-0.072854-0.057694i,-0.086719-0.033529i,-0.056512+0.0031168i,-0.022542+0.015168i,-0.014969+0.016989i,-0.020719+0.030623i,-0.021042+0.051666i,-0.0043445+0.060416i,0.01603+0.045074i,0.015352+0.019741i,0.0004188+0.0075658i,-0.01329+0.0053365i
-0.2098-0.24097i,-0.52537-0.05888i,-0.64407+0.31919i,-0.41538+0.47232i,-0.1613+0.2902i,-0.040686+0.09021i,0.057838+0.023672i,0.11906+0.040346i,0.13534+0.062818i,0.11211+0.036421i,0.057857+0.033864i,0.042844+0.071103i,0.06172+0.064323i,0.058272+0.010507i,0.034911-0.031083i,0.018917-0.034735i,0.016182-0.027756i,0.002741-0.022914i,-0.022991-0.010782i,-0.03589-0.0003229i,-0.032372-0.0047122i,-0.026641-0.016074i,-0.017369-0.015024i
-0.41854+0.3729i,-0.35193+0.36456i,-0.088194-0.0075457i,0.02287-0.44378i,-0.11639-0.50679i,-0.26456-0.1617i,-0.23311+0.20751i,-0.086659+0.28587i,-0.038428+0.17298i,-0.063166+0.1102i,-0.026863+0.077384i,0.0084016+0.010749i,-0.008849-0.010608i,-0.030388+0.025272i,-0.040993+0.054252i,-0.039715+0.060233i,-0.024742+0.049825i,0.00029042+0.02195i,0.022655-0.013296i,0.023741-0.022432i,0.028826+0.0050054i,0.056796+0.032198i,0.071957+0.041701i
0.85548-0.12338i,1.1575-0.16796i,1.0312-0.081951i,0.64058+0.11948i,0.35449+0.32973i,0.22093+0.38712i,0.11262+0.29092i,-0.015372+0.16317i,-0.091023+0.113i,-0.068102+0.10932i,-0.045026+0.075464i,-0.072589+0.041648i,-0.080381+0.037905i,-0.046658+0.028022i,-0.014028+0.0058622i,-0.0020456-0.0074546i,-0.0012777-0.0036794i,-0.0014064+0.0090002i,-0.00051449+0.023746i,0.0057497+0.027887i,0.0015046+0.0058537i,-0.022227-0.026501i,-0.041389-0.045421i
-0.53033-0.076561i,-0.7913-0.088527i,-0.81543+0.021784i,-0.6022+0.16958i,-0.32588+0.18667i,-0.099189+0.051685i,0.01363-0.14751i,0.0013939-0.21769i,0.0039349-0.14578i,0.022282-0.11066i,-0.026967-0.085366i,-0.052031+0.002699i,-0.023856+0.050805i,-0.034364+0.038497i,-0.068263+0.036082i,-0.062019+0.048822i,-0.026873+0.053872i,-0.0062942+0.047794i,-0.0097784+0.035081i,-0.018181+0.020481i,-0.024403+0.0087133i,-0.030092-0.00038978i,-0.022031-0.0070632i
0.2397+0.054704i,0.23924-0.092358i,0.17214-0.40146i,0.087867-0.60998i,0.05133-0.49224i,0.18506-0.11494i,0.41093+0.16225i,0.42177+0.14655i,0.22275+0.064877i,0.1066+0.064822i,0.11887+0.041272i,0.1255-0.017578i,0.11078-0.035275i,0.10148-0.015529i,0.09123+0.0061806i,0.087473+0.0041937i,0.088747-0.028986i,0.071989-0.067269i,0.036929-0.080354i,0.012719-0.064198i,0.01692-0.043856i,0.035265-0.032306i,0.041942-0.0063481i
-1.8589+7.1698i,0.41943+7.369i,3.4175+6.6366i,4.5182+3.3311i,3.7652-0.25809i,1.5165-2.3575i,-0.62854-1.8788i,-1.0563-0.25917i,-0.058235+0.66572i,0.86895+0.41327i,0.86613-0.16168i,0.23895-0.34921i,-0.76117+0.10782i,-1.7139+1.0509i,-1.9737+1.255i,-1.5812+0.42193i,-1.0587-0.21831i,-0.59002-0.014671i,-0.075011+0.35797i,0.14456+0.37167i,-0.094469+0.32499i,-0.43854+0.4463i,-0.49582+0.59006i
-0.028457-0.066436i,-0.35639-0.17583i,-0.6616-0.091256i,-0.53973+0.13605i,-0.16311+0.13669i,0.035475-0.075588i,0.017911-0.24651i,-0.076912-0.30611i,-0.13741-0.24311i,-0.10224-0.1293i,-0.027702-0.053335i,0.025955-0.02994i,0.029654-0.043945i,-0.001278-0.034286i,-0.0088819-0.0086005i,-0.0024735-0.0092416i,-0.0037244-0.0093265i,-0.0063992+0.0059148i,-0.011435+0.021094i,-0.009094+0.021043i,-0.010871+0.0045249i,-0.031048-0.015762i,-0.047868-0.028691i
-0.5086-0.26179i,-0.58007-0.27801i,-0.27173-0.25388i,0.14378-0.25644i,0.42695-0.17713i,0.6406+0.007025i,0.73853+0.050405i,0.60067-0.062431i,0.36882-0.13714i,0.2145-0.1238i,0.14913-0.066957i,0.13076-0.010402i,0.10582+0.018608i,0.058208+0.037839i,0.021715+0.056082i,0.019048+0.050212i,0.034834+0.019615i,0.046151-0.016265i,0.043366-0.037912i,0.032515-0.035383i,0.025613-0.015099i,0.027067+0.015306i,0.033623+0.043951i
0.30841+0.8278i,0.4813+1.1269i,0.43976+0.97612i,0.12216+0.60828i,-0.20651+0.39106i,-0.278+0.24747i,-0.16812+0.11495i,-0.042441+0.083192i,0.015418+0.075715i,-0.014587+0.027352i,-0.077001-0.0091328i,-0.090293-0.0015435i,-0.025222-0.0019429i,0.0433-0.041653i,0.057512-0.069826i,0.043993-0.067094i,0.02575-0.052627i,0.013679-0.027948i,0.0098101-0.0056757i,0.0063885+0.00177i,0.0023627-0.006957i,-0.0047678-0.028398i,-0.0098729-0.046475i
-0.045526-0.67437i,-0.28582-0.93003i,-0.55994-0.72827i,-0.54846-0.2316i,-0.3154+0.062975i,-0.22317+0.065458i,-0.27712+0.0042056i,-0.25902-0.01941i,-0.14414-0.012436i,-0.020714-0.0048878i,0.060875-0.007356i,0.094275-0.017681i,0.077198-0.029947i,0.036208-0.015266i,0.020649+0.011897i,0.018162+0.016253i,0.0043271+0.0091622i,-0.016021+0.0051269i,-0.03158+0.0048648i,-0.030722+0.010017i,-0.020962+0.015329i,-0.01972+0.0088967i,-0.0256-0.0037567i
-0.30115+0.186i,-0.29262+0.15098i,-0.068145-0.045541i,0.11764-0.22407i,0.13632-0.22238i,0.11322-0.060213i,0.13208+0.084879i,0.15791+0.082079i,0.12001-0.0013762i,0.039378-0.015588i,-0.00014973+0.028315i,-0.013334+0.039864i,-0.034338+0.040947i,-0.039028+0.052683i,-0.02733+0.044937i,-0.013562+0.02566i,-0.0043974+0.014775i,0.0038382+0.012228i,0.018401+0.0094911i,0.033187+0.0067718i,0.042973+0.016044i,0.050276+0.030992i,0.046592+0.032689i
0.20777+0.062046i,0.2826+0.36347i,0.26487+0.61194i,0.18215+0.54075i,0.086419+0.29802i,0.058403+0.084328i,0.076926-0.042982i,0.061849-0.046631i,0.03862-0.0067007i,0.019703-0.017847i,-0.0056141-0.041452i,-0.019952-0.034744i,-0.017893-0.018794i,0.0014528-0.016984i,0.019141-0.025336i,0.012762-0.02348i,0.0031977-0.012776i,0.0054846-0.0085629i,0.009883-0.0086397i,0.010734-0.010471i,0.0078915-0.015338i,0.0037197-0.015229i,-0.00012906-0.012779i
-0.047468-0.060708i,-0.10981-0.27688i,-0.24633-0.39536i,-0.29843-0.26137i,-0.17392-0.1336i,-0.067298-0.17908i,-0.094184-0.2225i,-0.12658-0.15863i,-0.091238-0.064773i,-0.034888-0.017037i,-0.0022669-0.0083788i,0.022069-0.0063069i,0.044749-0.020793i,0.03996-0.040934i,0.027462-0.041441i,0.025097-0.039729i,0.013222-0.044609i,-0.013218-0.039019i,-0.034553-0.017952i,-0.036364+0.0045343i,-0.026671+0.013436i,-0.021026+0.0084868i,-0.016073-0.0024301i
0.17049-0.1443i,0.26122-0.27006i,0.33063-0.32511i,0.34935-0.2419i,0.30435-0.046921i,0.2425+0.14605i,0.20511+0.20805i,0.16241+0.13683i,0.11063+0.057263i,0.08751+0.035617i,0.089363+0.039399i,0.083495+0.027093i,0.048661-0.00064437i,0.002955-0.0078593i,-0.017358+0.0088382i,-0.012639+0.016084i,-0.0089404+0.0076749i,-0.0073165-0.006067i,-0.0041516-0.018042i,-0.0020325-0.023307i,9.644e-05-0.021193i,0.0020715-0.010434i,0.0026949+0.008329i
-0.14808+0.42224i,-0.046015+0.69133i,0.089079+0.6829i,0.053939+0.41187i,-0.061963+0.16516i,-0.064025+0.019689i,-0.0082349-0.054615i,0.042733-0.043741i,0.064276-0.042032i,0.0014519-0.058027i,-0.070678-0.043073i,-0.090055-0.024088i,-0.064571-0.002637i,-0.010743+0.0075979i,0.017041-0.0070978i,0.011481-0.0084986i,0.012067+0.010115i,0.022344+0.028408i,0.028886+0.031199i,0.023773+0.015629i,0.011451-0.0016605i,0.0049821-0.011571i,0.0067626-0.021649i
0.31771-0.30288i,0.21474-0.55694i,-0.1583-0.57868i,-0.39552-0.31164i,-0.32736-0.088266i,-0.23402-0.046134i,-0.21714-0.026265i,-0.19253+0.01565i,-0.125+0.056819i,-0.014895+0.060166i,0.060034+0.029037i,0.067546+0.019309i,0.043625+0.013616i,0.0059392+0.0021348i,-0.013888+0.0070003i,-0.0079976+0.0081187i,0.0015828-3.5515e-05i,0.0051049-0.0076235i,0.00076388-0.01107i,-0.0039586-0.0086741i,-0.0030212-0.0060336i,-0.0036704-0.0085739i,-0.014924-0.014271i
-0.31428-0.44187i,-0.42151-0.52466i,-0.17929-0.39078i,0.19504-0.26059i,0.32071-0.20274i,0.21772-0.085217i,0.11408+0.035421i,0.083453+0.05545i,0.058292-3.8453e-05i,0.0035664-0.05188i,-0.041117-0.059435i,-0.047965-0.044681i,-0.035491-0.020592i,-0.019509+0.0018937i,-0.0076673+0.0008112i,-0.0063623-0.010036i,-0.012928-0.016116i,-0.018567-0.018169i,-0.015011-0.013661i,-0.0063184-0.0083042i,-0.0026823-0.0021769i,-0.0026241+0.00698i,0.0046048+0.016731i
0.14227+0.56917i,0.31955+0.8474i,0.33902+0.79391i,0.13744+0.54035i,-0.063411+0.34018i,-0.088417+0.19496i,-0.0054306+0.063047i,0.039646-0.027621i,0.0065535-0.039763i,-0.031827+0.027215i,-0.016222+0.084382i,0.0093456+0.075714i,0.014931+0.034211i,0.011312-0.00027477i,-0.00050455-0.0007032i,-0.005355+0.020222i,-0.003209+0.0332i,0.00040905+0.03701i,0.0078317+0.029862i,0.0074961+0.016179i,-0.00049348+0.011196i,-0.0056532+0.014275i,-0.0067672+0.013248i
0.071384-0.39268i,-0.069845-0.5868i,-0.27727-0.48226i,-0.31346-0.19239i,-0.17785-0.03051i,-0.085756-0.036217i,-0.10926-0.061149i,-0.13615-0.0215i,-0.072991+0.022123i,0.010538-0.021115i,0.033893-0.08498i,0.035739-0.098998i,0.027873-0.081225i,0.010957-0.041249i,0.018183-0.013208i,0.027969-0.019414i,0.020951-0.025866i,0.0051435-0.016311i,-0.010903+0.0012545i,-0.0097032+0.016685i,0.0052371+0.015894i,0.014616+0.0022708i,0.014623-0.0072772i
-0.45442+0.18766i,-0.42034+0.27165i,-0.058544+0.10036i,0.22198-0.21032i,0.18197-0.31874i,0.049828-0.17065i,-0.0011204+0.012469i,0.0030517+0.075676i,-0.010209+0.045854i,-0.041734+0.048158i,-0.050411+0.091462i,-0.049576+0.10865i,-0.03882+0.097388i,-0.014007+0.064627i,-0.0094873+0.025438i,-0.017754+0.0097223i,-0.013629+0.0039089i,0.00048998-0.011847i,0.011848-0.028627i,0.011389-0.036215i,0.0020659-0.031877i,-0.0084596-0.01971i,-0.01327-0.0092274i
0.57985+0.30263i,0.81935+0.3652i,0.66054+0.31627i,0.26821+0.29037i,0.042639+0.31698i,0.046095+0.24571i,0.10729+0.082669i,0.11535-0.02165i,0.083347-0.027484i,0.071934-0.015829i,0.073962-0.03448i,0.060241-0.041608i,0.046104-0.02639i,0.03499-0.018458i,0.028379-0.011949i,0.029596-0.0088874i,0.023057-0.0079511i,0.01122+6.9321e-05i,0.0039709+0.0073694i,-0.0018029+0.013483i,-0.0055074+0.019339i,-0.0038338+0.021804i,-0.00069856+0.019385i
-0.1754-0.43447i,-0.42536-0.50623i,-0.56747-0.29928i,-0.4374-0.05421i,-0.18404-0.028114i,-0.057932-0.12141i,-0.068451-0.14806i,-0.075485-0.09924i,-0.031614-0.050707i,-0.011478-0.043824i,-0.032847-0.034446i,-0.034635-0.022386i,-0.02548-0.031481i,-0.026485-0.026463i,-0.026192-0.0085595i,-0.027053+0.0057028i,-0.023335+0.018234i,-0.013229+0.024288i,-0.0038478+0.026504i,0.0083196+0.021281i,0.018912+0.0075773i,0.020784-0.0054574i,0.017003-0.013875i
0.020174+0.34263i,0.13437+0.29316i,0.245+0.029339i,0.2481-0.18883i,0.14878-0.20879i,0.050714-0.10798i,0.0098204-0.0072854i,-0.0034717+0.034195i,-0.02067+0.024736i,-0.011883+0.02225i,0.027739+0.029013i,0.055202+0.027889i,0.057589+0.02233i,0.048949+0.008209i,0.039473-0.0035462i,0.035952-0.0079854i,0.031995-0.016508i,0.016451-0.028271i,-0.0023364-0.03367i,-0.012223-0.027843i,-0.0132-0.017822i,-0.0078032-0.012341i,-0.0029613-0.013325i
0.2895-0.2457i,0.3731-0.2295i,0.31583-0.045763i,0.20332+0.15491i,0.1491+0.22233i,0.13348+0.14327i,0.095844+0.025434i,0.049173-0.03588i,0.013761-0.038879i,-0.022383-0.024378i,-0.056916-0.018472i,-0.078612-0.024363i,-0.076603-0.026613i,-0.053717-0.020934i,-0.031169-0.017587i,-0.025966-0.016978i,-0.028744-0.0079044i,-0.016022+0.0067114i,0.0039518+0.0095153i,0.012762+0.0047062i,0.011606+0.0040474i,0.0020404+0.0070578i,-0.010592+0.01145i
-0.51351-0.048267i,-0.72376+0.044709i,-0.66764+0.18897i,-0.44405+0.21066i,-0.26894+0.10033i,-0.18675+0.019907i,-0.13775+0.016297i,-0.079162+0.0349i,-0.0093949+0.027281i,0.030906-0.0024043i,0.038494-0.0081513i,0.038563+0.0071931i,0.022821+0.020864i,0.0064649+0.033607i,0.0089389+0.035185i,0.020414+0.023588i,0.023049+0.008898i,0.0076445+0.0020424i,-0.0084953+0.0058778i,-0.010204+0.002961i,-0.0055313-0.0069825i,0.00043454-0.0072627i,0.007043+0.00024794i
0.15139+0.10007i,0.18283+0.029442i,0.16024-0.19128i,0.10372-0.34861i,0.02824-0.28302i,-0.018609-0.10995i,0.0042255+0.010937i,0.033781+0.032648i,0.013898+0.01522i,-0.012713+0.0080476i,-0.013473+0.0045266i,0.0035443+0.0019856i,0.026376-0.0034221i,0.02583-0.021244i,-0.0046968-0.033075i,-0.032274-0.027077i,-0.039208-0.015856i,-0.031167-0.0056803i,-0.018213-3.2255e-05i,-0.015128+0.00023024i,-0.021048+0.0026247i,-0.022194+0.0033437i,-0.017891-0.001158i
0.14461-0.070225i,0.30233-0.11393i,0.3363-0.081567i,0.23317-0.011594i,0.1296+0.0022697i,0.071931-0.035957i,0.035062-0.073669i,-0.00025989-0.07822i,-0.020387-0.038167i,-0.0032185+0.012344i,0.016283+0.027447i,0.0047722+0.023585i,-0.009496+0.01978i,-0.0096255+0.016491i,0.00099032+0.022211i,0.016582+0.031715i,0.03081+0.033978i,0.040847+0.019566i,0.035505-0.0017568i,0.022553-0.004662i,0.019867+0.0053319i,0.022168+0.01273i,0.020312+0.012988i
-0.20805+0.24709i,-0.32488+0.41004i,-0.30107+0.46946i,-0.19417+0.38651i,-0.11936+0.2296i,-0.086092+0.092291i,-0.084679+0.0221i,-0.072295+0.012097i,-0.031108-0.002864i,-0.017816-0.041965i,-0.030489-0.06081i,-0.030903-0.056494i,-0.027112-0.039625i,-0.016501-0.016751i,0.00091354-0.011872i,0.0049774-0.024652i,-0.0014089-0.031436i,-0.0070121-0.021305i,-0.00753-0.0026023i,-0.0031032+0.0053027i,-0.00080855-0.0048591i,-0.0046334-0.018238i,-0.0078659-0.020145i
0.14495-0.022923i,0.17971-0.093471i,0.11538-0.19262i,0.05427-0.20564i,0.070924-0.088911i,0.10754+0.039904i,0.1219+0.095963i,0.11086+0.081115i,0.06701+0.049831i,0.028518+0.05503i,0.028944+0.074316i,0.044011+0.068047i,0.044727+0.036758i,0.02485+0.011554i,0.0028088+0.012083i,-0.0026269+0.021685i,-0.0056061+0.019039i,-0.012844+0.0083171i,-0.015177+0.0027725i,-0.015337+0.0070387i,-0.014383+0.020322i,-0.0091956+0.030809i,-0.0023494+0.029547i
0.053068-0.32407i,0.059412-0.46335i,0.06062-0.38626i,0.035633-0.17644i,0.013673-0.035011i,0.029623-0.01114i,0.048552-0.047013i,0.036762-0.062441i,0.028486-0.03898i,0.035061-0.032346i,0.024392-0.044607i,0.005405-0.039189i,-0.00086532-0.018212i,0.0059846-0.0061559i,0.017085-0.013159i,0.016347-0.023964i,0.0095518-0.020135i,0.0073266-0.0089974i,0.0060722-0.0053839i,0.0089197-0.01102i,0.015377-0.017746i,0.020117-0.021177i,0.017807-0.02189i
0.0034083+0.30119i,0.03598+0.4759i,0.030678+0.4738i,-0.024482+0.32367i,-0.080094+0.15457i,-0.11823+0.033905i,-0.14965+0.00478i,-0.13373+0.030086i,-0.073521+0.024962i,-0.046384+0.00051123i,-0.052953+0.0021364i,-0.051532+0.016929i,-0.035265+0.026361i,-0.012536+0.027525i,-0.0025707+0.022907i,-0.0044379+0.021035i,-0.0011706+0.01754i,0.004767+0.010382i,0.0072112+0.0093931i,0.0042017+0.010415i,-0.0034374+0.0085416i,-0.0088346+0.0074762i,-0.0067452+0.0039763i
0.014023-0.1732i,-0.060089-0.27729i,-0.10851-0.29681i,-0.03844-0.27128i,0.053218-0.22742i,0.079078-0.12444i,0.097316-0.02042i,0.10104+0.0093132i,0.062898+0.010428i,0.048506+0.017406i,0.068448+0.0038954i,0.075598-0.025988i,0.054627-0.049678i,0.020661-0.053547i,0.0011415-0.040407i,-0.0011386-0.028511i,-0.0032516-0.018604i,-0.0055046-0.0084591i,-0.0013752-0.0051144i,0.0076273-0.0043456i,0.016788-0.0041531i,0.016081-0.0074464i,0.0031887-0.0072133i
-0.25504+0.051293i,-0.25058+0.051607i,-0.13149+0.0062057i,-0.037795-0.0047397i,-0.00044482+0.011317i,0.013899-0.035238i,0.0018329-0.11295i,-0.016115-0.1245i,-0.019382-0.082847i,-0.024273-0.040543i,-0.040606-0.014709i,-0.055735+0.0032856i,-0.051102+0.018181i,-0.034072+0.020208i,-0.025841+0.01373i,-0.022272+0.014356i,-0.0098297+0.014102i,0.0019766+0.0044906i,-0.00064785-0.0068297i,-0.01354-0.01588i,-0.026582-0.017958i,-0.033009-0.0089957i,-0.027196+0.0045517i
0.2509+0.0064076i,0.33051+0.079337i,0.28565+0.19905i,0.14918+0.25138i,-0.010452+0.19986i,-0.12252+0.13421i,-0.15048+0.12266i,-0.10638+0.11014i,-0.053653+0.057502i,-0.035323+0.01526i,-0.019712+0.017457i,0.010189+0.031063i,0.026743+0.027194i,0.027052+0.014135i,0.029967+0.0031766i,0.031836-0.0093118i,0.016145-0.01754i,-0.0046479-0.0095799i,-0.0070495+0.0054973i,0.0015715+0.013085i,0.0072526+0.013074i,0.013686+0.010683i,0.018754+0.0014781i
-0.17063+0.0052618i,-0.24968+0.024061i,-0.23705-0.010639i,-0.14462-0.096564i,-0.037033-0.11853i,0.061005-0.042079i,0.1215+0.0078741i,0.10757+0.00031656i,0.062996-0.0031955i,0.04073-0.0054645i,0.032449-0.027736i,0.012783-0.052961i,-0.014992-0.050563i,-0.02984-0.024215i,-0.031977-0.0048072i,-0.030155+0.0033718i,-0.019027+0.010418i,-0.003816+0.01069i,0.001997+0.0022586i,-0.00043749-0.0020701i,-0.0016975-0.00052406i,-0.0018769+0.0012479i,-0.0018724+0.007255i
0.19559+0.05557i,0.24404-0.065032i,0.16088-0.19382i,0.061198-0.1675i,0.059188-0.057672i,0.069639-0.033733i,0.027035-0.064688i,-0.019037-0.066163i,-0.026046-0.02808i,-0.0017754+0.0075808i,0.0034723+0.025583i,-0.00071111+0.048869i,0.017617+0.052874i,0.030675+0.029112i,0.026302+0.013004i,0.023759+0.0070501i,0.02211-0.0040987i,0.01323-0.01731i,-0.00081485-0.018052i,-0.0069746-0.0057475i,-0.0011465+0.0047396i,0.0081909+0.0053383i,0.01352-0.0013908i
-0.1308-0.060603i,-0.099684+0.01767i,0.028101+0.14281i,0.092182+0.21754i,0.025569+0.21972i,-0.043601+0.19666i,-0.050832+0.1694i,-0.024605+0.1372i,-0.0049112+0.082746i,-0.01573+0.039715i,-0.01152+0.023644i,0.014081-0.0015121i,0.017472-0.022926i,0.0081688-0.020293i,0.0026058-0.014747i,-0.0092129-0.012484i,-0.018944-0.0017465i,-0.013809+0.015406i,0.00050926+0.020644i,0.0074186+0.009326i,0.0021564-0.0048528i,-0.0074626-0.011801i,-0.016456-0.011887i
0.058596+0.082184i,0.050644+0.11104i,-0.0184+0.065002i,-0.084134-0.048464i,-0.079044-0.13673i,-0.028556-0.14476i,0.023257-0.098336i,0.048708-0.05646i,0.044106-0.035164i,0.029829-0.031773i,0.0053293-0.036383i,-0.030023-0.027467i,-0.044116-0.005272i,-0.028874+0.011232i,-0.0088143+0.019757i,0.0061778+0.023016i,0.011833+0.017902i,0.0085584+0.0092705i,0.0055179+0.0057918i,0.0077908+0.0065479i,0.0089043+0.0077624i,0.0079796+0.010126i,0.010426+0.010516i
-0.092859-0.24164i,-0.24655-0.34403i,-0.32757-0.3033i,-0.24007-0.19322i,-0.097821-0.14919i,-0.031708-0.1664i,-0.039762-0.17456i,-0.056007-0.13084i,-0.035242-0.066449i,-0.0019252-0.030539i,0.013877-0.0055435i,0.033627+0.016039i,0.043758+0.006838i,0.025398-0.0144i,0.0054916-0.022164i,0.00064398-0.0217i,0.0035134-0.019311i,0.0016922-0.014925i,-0.0047795-0.0097251i,-0.0077955-0.0073894i,-0.0074356-0.007546i,-0.0092745-0.0087624i,-0.012882-0.0090578i
0.17427+0.24493i,0.38592+0.29636i,0.49786+0.2257i,0.43126+0.1633i,0.2804+0.16053i,0.13426+0.15479i,0.042008+0.14573i,0.02155+0.10918i,0.01065+0.046094i,-0.0060689+0.02139i,0.0010406+0.011849i,-0.0014253-0.011804i,-0.011485-0.014209i,-0.0033352-0.0026536i,0.0044226-0.00086175i,0.0022312-0.00092409i,0.0017937-0.0013871i,0.0074917-0.0076967i,0.012517-0.012439i,0.011021-0.0077558i,0.0076496+0.0024098i,0.0075522+0.010755i,0.0081554+0.014324i
-0.10418-0.10081i,-0.16055-0.074791i,-0.15799+0.0074962i,-0.14019+0.048645i,-0.12459+0.059684i,-0.053143+0.078932i,0.041175+0.053513i,0.061847+0.0055288i,0.02617-0.010466i,-0.0055607-0.0095971i,-0.025086-7.987e-05i,-0.024471+0.019861i,-0.0086022+0.024892i,0.0012556+0.010892i,0.0045667+0.0004708i,0.0051482-0.0035236i,-0.0011969-0.003714i,-0.0089969+0.00099766i,-0.0088475-0.00076341i,-0.0025898-0.010755i,0.0031665-0.020179i,0.0058761-0.024028i,0.0055184-0.020099i
