-0.0033158+0.00050816i,-0.0030508+0.00077141i,-0.0025555+0.0021421i,-0.0014311+0.0028111i,-0.0005691+0.0035521i,3.9283e-05+0.0036927i,0.0011112+0.0021632i,0.0016283+0.0010721i,0.00077105+0.0015761i,0.00058824+0.00096676i,0.001083-0.00038568i,0.0010863-0.0013601i,0.00039581-0.0018671i,-0.00085699-0.0015207i,-0.0010154-0.00043816i,-0.00058922-0.00032527i,-0.0001887-0.00061172i,0.00089653-0.00041138i,0.0010675-0.00018587i,0.0006771+8.8601e-05i,9.9358e-05+1.0598e-05i,-0.00017892-0.00019676i,0.00054333-0.00031846i
-3.9605e-05+0.0025644i,-0.0014518+0.0010063i,-0.0016863+0.00074775i,-0.00046139+0.00069598i,0.0012257-0.00015243i,0.00095034+0.00014872i,-0.00044195+0.0013776i,-0.00092679+0.0016995i,-0.00014323+0.0018313i,6.085e-05+0.0022854i,-0.0005071+0.0020352i,-0.0011996+0.0007077i,-0.0016789+5.6931e-05i,-0.001853+0.00063122i,-0.00082877+0.0011091i,5.6359e-05+0.0011221i,3.2922e-05+0.00031473i,5.5439e-05+0.00024353i,-0.00028272+0.00036511i,-0.00066307+0.00023432i,-0.00025151+3.4282e-06i,-0.00057225-0.00010731i,-0.00055764+0.0004406i
-0.0016144-0.0026125i,-0.0011953-0.0020339i,-0.0011604-0.00092483i,0.00025562+0.00025669i,0.0010415+0.0014559i,0.00035463+0.0012962i,-0.00011788-0.00023124i,-0.00069734-0.00098141i,-0.0011363-0.00022755i,-0.00070014+0.00075412i,0.00045583+0.0010083i,0.0017102+0.00067229i,0.0018928-8.0048e-05i,0.0012715-0.0011794i,0.00095535-0.00068186i,0.00076074+4.5754e-05i,-0.00011655-0.00031858i,-0.00039484-0.00013115i,-8.7295e-05+0.0005054i,1.2132e-05+0.00028123i,0.00072813-8.5222e-05i,0.00040057+0.00047877i,-0.00054345+0.00041429i
0.0015513+0.003498i,0.0013493+0.0031843i,0.0013262+0.0014083i,0.00017499-0.00078565i,-0.00020246-0.002019i,0.00038127-0.0016328i,-0.00027884-0.00026573i,-0.00037275-0.00013788i,0.0011253-0.00022618i,0.0012146+0.00022898i,-3.8413e-05+0.0010645i,-0.00024832+0.0020808i,-0.0010066+0.002508i,-0.0017828+0.0022802i,-0.0013534+0.0016605i,-0.00028885+0.0012417i,0.0001657+0.00091546i,-0.00031321+0.00074758i,-0.00010895+0.00013243i,-9.6602e-06-0.000406i,-0.00024772+0.00016527i,0.00025066+0.00042076i,0.00023034+0.00033331i
-0.00078927-0.0020911i,-0.00023837-0.0018692i,-0.00054256-0.0010368i,-0.00044125-0.0004257i,0.00056608+0.00038259i,0.0011585+0.00045779i,0.00067394-2.4263e-05i,-0.00060947+4.643e-05i,-0.0014652-2.5306e-05i,-0.0017696-0.00074932i,-0.00094241-0.0022038i,0.00052673-0.0030919i,0.00095993-0.0024195i,0.00022772-0.0019171i,-0.0005001-0.0017491i,-0.00044162-0.00083828i,0.00029779+0.00054174i,-8.987e-05+0.00069024i,-0.00033326-6.2589e-05i,0.00011938+0.00017544i,-1.1402e-05+0.00016904i,-0.00076084+0.00016524i,-0.00089414+0.00025911i
-0.00058073+0.0004108i,-0.0012103+0.0022818i,-0.00035271+0.0023732i,-4.5546e-05+0.0013754i,-0.00018412+0.0005215i,0.00047672-0.00034615i,0.00082326-0.00078744i,0.0012221-0.00060279i,0.0011527-0.00013305i,0.0004142+0.00049329i,-3.3493e-05+0.0013343i,-0.00054244+0.0022861i,-0.00063078+0.002313i,0.00027188+0.0020531i,0.00057384+0.0016435i,-0.00051659+0.00073978i,-0.00052846-5.01e-05i,6.5093e-05-0.00043224i,0.00037321-0.0002428i,0.00013288-0.00017208i,0.00033779-0.0002556i,0.00044704+0.00026059i,0.00072786+0.0010377i
0.0008509-0.00132i,-0.00068906-0.0015775i,-0.0012314-0.0024186i,-0.0020585-0.0022273i,-0.0025084-0.0007682i,-0.0018614+0.00042224i,-0.00096191+7.4608e-05i,-0.00056126+9.838e-05i,-0.00088683+0.00076783i,-0.0012252-0.00025537i,-0.0019035-0.0022408i,-0.0014067-0.0030374i,-0.00082573-0.0016312i,-0.0011867-0.00075916i,-0.00040789-0.00037193i,0.00025645+0.00047557i,-0.00019926+0.00042315i,-0.00027188+0.00020784i,-0.00014204+0.00017486i,-0.00076331-0.00024977i,-0.00053487-0.00048775i,0.00016477-5.7807e-05i,5.3043e-05-0.00058568i
-0.00081979+0.001026i,-0.00099724+0.00096898i,2.539e-05+0.00077774i,0.001872-0.00012494i,0.0028089-0.0011887i,0.0021899-0.0017283i,0.0016228-0.0020639i,0.0012848-0.0013716i,0.00030169-0.00012722i,0.00066098+0.00035455i,0.0018331+0.00081489i,0.0019914+0.0019917i,0.0017044+0.0025101i,0.0017686+0.0014956i,0.001153+0.00068505i,0.00025566+0.00078715i,-0.00017107+0.00061442i,0.00030212-0.00037456i,0.0010323-0.00033139i,0.000562+0.00036085i,-0.00026181+0.00069745i,-0.00088734+0.00045999i,-0.00068657+0.00024801i
-0.0021641+0.00094911i,-0.0021831+0.00080767i,-0.0018705+0.0016965i,-0.002397+0.0020905i,-0.0027293+0.0014965i,-0.0020139+0.00099247i,-0.0015496+0.00020597i,-0.0010671+6.7081e-05i,2.7456e-05+0.0005707i,-0.00013632+0.00050639i,-0.00095667-0.00065755i,-0.0021103-0.001804i,-0.0030348-0.0014008i,-0.0022916-0.00051549i,-0.00095393-0.00036732i,-0.00071529-0.0010528i,-0.0011406-0.0012805i,-0.0014509-0.00031954i,-0.00064085-0.00028861i,0.00034034-0.00071864i,0.00061221-0.00052639i,-0.00016442-5.291e-05i,-0.00077593+0.00027025i
0.0025058-0.00094935i,0.0020711-0.0011174i,0.00034923-0.0015197i,-0.00097567-0.0028399i,-0.00094659-0.0029323i,-0.00054929-0.0010934i,-8.6432e-05+0.00050157i,-0.00020401+0.00027636i,-0.00037934-6.9818e-05i,0.00043825+3.3177e-05i,0.0011981+0.00045812i,0.0020354+0.0012676i,0.0023778+0.0012181i,0.0021082+0.00036796i,0.0015925+0.00042779i,0.0010943+0.00058485i,0.00049287+0.00062706i,0.00027585+0.0012326i,1.2721e-05+0.00063399i,0.00015233-0.00022463i,-2.3405e-06-0.00023144i,-0.00022151-5.3809e-05i,0.00011066-0.00011349i
0.00042212-0.0013746i,0.00077923-0.0021011i,0.0017686-0.0018783i,0.0015866-0.00075137i,3.5579e-05-2.0063e-05i,-0.0013846+0.0011503i,-0.0010957+0.0022054i,-0.00011173+0.0014708i,0.00037617+0.00048668i,4.1095e-05+0.00043201i,-0.0018086+0.00021122i,-0.0030768+0.00015209i,-0.0022303+0.0011928i,-0.0016642+0.0026086i,-0.001046+0.0028163i,-6.6586e-05+0.0016456i,-1.2695e-05+0.00098059i,7.6542e-05+0.0010057i,0.00034813+0.00077306i,0.00029052+0.00013818i,0.00067571-0.00013143i,0.00097253-0.00014567i,0.00023834-0.00028331i
-0.00085208+0.0019309i,-0.00017619+0.0026317i,0.00016351+0.0022782i,-0.00023932+0.0013977i,-0.0013895-4.8164e-05i,-0.001672-0.0020677i,-0.0012473-0.0021557i,-0.0005052+0.00017093i,6.0966e-05+0.0010483i,0.0010289+0.00025763i,0.0029439-0.00058784i,0.003905-0.00065733i,0.0026472-0.00063978i,0.0012354-0.00093464i,0.00039086-0.0003171i,-0.00018065-0.00018055i,-2.8948e-05-0.00045025i,-0.00028566-0.00010742i,-0.00065436-9.7676e-05i,-0.00014378-0.0003529i,0.0004106+0.00014594i,0.00065795+0.0003708i,0.00035121-1.0256e-05i
-0.00013711-0.00014536i,0.00039133-0.00096681i,0.0014842-0.0016209i,0.0028605-0.0012477i,0.0025458-9.2992e-05i,0.0010293+0.00077107i,0.00022728+0.00027152i,-0.00065316+0.0003506i,-0.00079222+0.00057145i,-0.00047035+0.00057444i,-0.0019788+0.00086214i,-0.0033596+0.0012012i,-0.0022583+0.0014213i,-0.00087064+0.0018694i,-0.00034308+0.0019478i,-0.00032203+0.0014294i,-1.2326e-05+0.0013317i,0.00069978+0.00065292i,0.00067303-0.00013672i,0.00048071+1.1419e-05i,0.00030362+0.00043053i,-1.8934e-05-0.00026661i,-0.00038355-0.00041879i
0.0032366-0.00083448i,0.002571-2.2478e-05i,0.00089007+0.00068183i,-8.7594e-05-0.00025986i,-0.0012576-0.00077213i,-0.0018404-2.0084e-05i,-0.00054599+0.00017972i,0.00065129-9.4791e-05i,0.001115-0.00068899i,0.0011105-0.0014824i,0.0017514-0.0022598i,0.0033366-0.003068i,0.00291-0.0025812i,0.000999-0.0019729i,-0.00019414-0.0014658i,0.00021665-0.00070771i,0.00091548-0.00034778i,0.00045771+4.4205e-05i,0.00010417-7.8576e-05i,0.00032751-0.00028146i,0.00070369-0.00045127i,0.00054139-0.00049407i,0.00015795-0.00025209i
-0.00054759+0.00076495i,-0.0016964-4.2412e-05i,8.0719e-05-0.0021664i,0.0017017-0.0040398i,0.0010984-0.0041139i,0.00039313-0.0020841i,0.00025291+0.00017695i,0.00051408+0.00076141i,0.00051469+0.00086838i,-0.00028337+0.0019202i,-0.0013166+0.0027773i,-0.0023355+0.0029772i,-0.001605+0.0030326i,-0.00035794+0.0027138i,1.2517e-05+0.0023048i,-0.00011113+0.0017707i,-0.0010803+0.00061384i,-0.00090504-5.6105e-05i,-7.355e-05+0.00034428i,-0.00049205+0.00071611i,-0.00054424+0.00077429i,-1.7402e-05+0.00070644i,0.00084152+0.00020582i
0.002331+0.0025075i,0.0026899+0.0016812i,0.0021655+0.0015849i,0.000986+0.00084852i,0.00030069-0.00086857i,0.00010473-0.0018906i,-0.00026652-0.0024874i,-0.00051038-0.0016101i,-0.00093105-0.00021583i,-0.0017234-0.0007956i,-0.00067833-0.0025834i,0.0005174-0.0038826i,-0.00010048-0.0037594i,-0.0011318-0.0014781i,-0.0023734-4.5461e-05i,-0.0020975+2.2464e-06i,-0.00090432+0.00044207i,-0.00049306+0.00039724i,9.6307e-05-9.0971e-05i,0.00013844+3.1534e-05i,-0.0004264-0.00013287i,-0.00069559-9.4062e-05i,-0.00059639-4.6946e-05i
-0.0063733-0.0011906i,-0.0074497-0.00087829i,-0.0070668+0.00064637i,-0.0039135+0.0021486i,-0.00090055+0.0027122i,0.0008648+0.0013389i,0.0013114-0.0005051i,0.00031929-0.0011823i,-0.00059803+0.00025964i,-0.00021432+0.0025105i,0.00023675+0.0037575i,0.00042396+0.0039764i,0.0010236+0.0032429i,0.0011818+0.001074i,0.00057507+0.0002165i,0.00037317-4.0901e-05i,0.0006533-0.00020767i,0.00074006+0.00021482i,0.00070254+0.00018295i,0.00065278+0.00014036i,0.00029129-0.00021146i,-0.00054306-0.00062927i,-0.0013132+0.00017259i
0.0017859+0.00064207i,0.0023904+0.00064382i,0.0017884-0.00019568i,0.001526-0.00043182i,0.0011606-0.00052361i,0.00024215-0.00059851i,-9.276e-06+0.00046285i,-7.4741e-07+0.00095598i,0.00018206+0.00025879i,-0.00025202-0.00055237i,-0.00054811-0.0018042i,-0.00092696-0.0030209i,-0.0015097-0.0030326i,-0.0017254-0.0017596i,-0.0011475-0.00019927i,-0.00091472+0.00048952i,-0.00048775+0.00087891i,0.00036041+0.0012117i,-0.00058868+0.0011183i,-0.0014526+0.00031774i,-0.00030903+0.00045535i,0.00094741+0.00035771i,0.00074383-0.00032228i
-0.0023498+0.0019529i,-0.0016771+0.0024822i,-0.00037925+0.0039116i,0.0012702+0.0026182i,0.0016607+0.00033312i,0.0012481-0.00090849i,0.0012827-0.0018859i,0.0006774-0.0017258i,0.000393+0.00033294i,0.001297+0.0018448i,0.0022383+0.0017983i,0.0026965+0.0017919i,0.0022955+0.0023349i,0.0020127+0.0013214i,0.0014471-6.9421e-05i,0.00017901+0.00027892i,-0.00011059-0.00014674i,0.00034204-0.00040865i,0.00076732+0.00012175i,0.00061254+0.00014803i,0.00076328-0.00015954i,-5.9543e-05+0.00010879i,-0.00096688+0.00013566i
0.0013485-0.00060826i,0.0011249+0.00010449i,-6.9516e-05-0.0013272i,-0.00061922-0.001699i,-0.0012489-0.00023105i,-0.00088466+0.00038131i,-0.00050679+0.00056724i,-0.00051914+0.00041971i,-0.00077866+0.00045496i,-0.0017002+1.6251e-05i,-0.0023069-0.00129i,-0.0033266-0.0019278i,-0.0027376-0.0012056i,-0.00074736+0.0004324i,-0.00026827+0.001155i,-0.00057633+0.00092631i,1.5935e-05+0.00020542i,0.00026763+0.00023589i,-0.00050625+0.00013199i,-0.00068087-0.00061848i,-0.00038205-0.00086098i,-0.00036599-0.00015977i,-0.00029556+0.00034415i
-0.0018157-0.00060055i,-0.0014231-0.00014359i,0.000223-0.00014758i,0.0016544-0.00065338i,0.0019194-0.0011921i,0.0017057+6.4116e-05i,0.001612+0.00013853i,0.001103-0.00087916i,0.00075388-0.0001992i,0.0018842+0.00050725i,0.0024141+0.0014173i,0.0026523+0.0016576i,0.0025674+0.00082446i,0.0016954+1.4735e-05i,0.00062774-0.00040812i,-9.8886e-05-0.00027938i,-0.00031993-0.00047059i,-0.00043611-0.00098322i,8.1798e-05-0.0012843i,0.00063331-0.00077792i,0.00082075-0.0003347i,0.00085677-0.00065613i,-0.00010113-0.00044081i
0.00083375+0.00076997i,-0.0004564+0.0010935i,-0.0020036+0.00034449i,-0.0023441+0.00055396i,-0.002284+0.00081054i,-0.00096517-0.00013828i,0.00027175-0.00055242i,0.00012272-0.00090928i,-0.00079128+6.4743e-05i,-0.0024839+0.0010513i,-0.0041168+0.00020263i,-0.0046242-0.0001237i,-0.0033335+0.00028572i,-0.00074356+0.00069464i,0.00022805+0.0011864i,-0.00025316+0.0009123i,0.00018735+0.00051878i,0.0009868+0.00034848i,0.00071747+0.00039646i,0.00081436+0.00034094i,0.00087057+0.00010733i,0.0007006+0.00026742i,0.00075194+0.00036123i
-0.0020466+0.00073724i,-0.0030611+0.0003969i,-0.0010492+0.00049856i,0.0011748-0.00014467i,0.0008533-0.0018258i,-0.00026283-0.0023017i,0.00032069-0.00087083i,0.00080211+0.00063621i,0.001071+0.00099528i,0.0021564+6.1654e-05i,0.0034136-0.00063522i,0.0035551-0.0012384i,0.0024725-0.0019481i,0.00041985-0.001249i,-0.0012918-0.00027759i,-0.0013619+0.00026863i,-0.00025181-0.00037113i,-0.00015671-0.0013158i,-0.00052873-0.00070364i,4.7641e-05+5.4302e-05i,0.00016256+0.00014861i,-0.00042125+0.00039685i,-0.00034235+0.00021339i
0.0013562+0.0031824i,0.0019965+0.0045356i,0.0026753+0.0037623i,0.0016659+0.0012776i,4.0189e-05-0.0002373i,-0.00026261+0.00039071i,-0.00060453+0.00067811i,-0.0012767+0.00070382i,-0.00098342+0.00083074i,-0.0018249+0.0016192i,-0.0034474+0.002173i,-0.0036388+0.0021466i,-0.0024126+0.0028262i,-0.00078769+0.0026287i,0.0012136+0.0017044i,0.0013743+0.0011687i,0.00040819+0.0010502i,0.00033617+0.00076063i,0.00075709+5.2419e-05i,0.00039416-5.0712e-06i,0.00019297-0.00025885i,0.00078798-0.00013072i,0.00075912+0.00020353i
-0.0018791-0.0015578i,-0.00021991-0.0027602i,-0.00018593-0.0018221i,-0.00094314+0.00070072i,-0.00043748+0.0017322i,9.4808e-05+0.0014009i,0.00017477+0.00021392i,-0.00017379-0.00045743i,-0.00013375-0.00036248i,0.0014864-0.00076942i,0.0033773-0.0020514i,0.0034274-0.0032662i,0.00079932-0.0033104i,-0.0016948-0.001835i,-0.0016917-0.00066488i,-0.00036965+0.00018583i,-3.642e-05+0.00048442i,-0.0005688+0.00030705i,-0.00032511+5.4748e-05i,4.9386e-05-0.00068566i,-0.0002214-0.00085116i,-0.00071713-0.00014254i,-0.00050298+0.00010099i
0.0028132-0.0022155i,0.0017833-0.00076109i,3.0417e-05-0.0021793i,-0.00059158-0.0035846i,-0.00086114-0.0018235i,-9.6143e-06+0.00048293i,0.0012931+0.00068652i,0.0010828+0.00014187i,-3.8033e-05-5.394e-06i,-0.0011044+0.0012567i,-0.0022398+0.0032666i,-0.0023478+0.0039636i,-0.00011968+0.0039425i,0.0015183+0.0023079i,0.0013505+0.00017427i,0.00087753-0.00022316i,0.00058372-0.00032504i,0.00044282-0.00035694i,-0.00030943+0.00040342i,-0.0012081+0.0009106i,-0.00097112+0.0003021i,0.00027718-9.7607e-05i,0.0012936-0.0002598i
-0.0042728-0.0020941i,-0.0052663-0.00092851i,-0.0035754+0.0005797i,-0.0014288+0.0015237i,-0.00032173+0.00097964i,7.1288e-05+0.00019291i,0.00045129-0.00043033i,0.00033794-0.00064426i,0.00058818-0.00035614i,0.00093503-0.001095i,0.00039201-0.0029058i,-0.00072916-0.0032918i,-0.0020654-0.0025807i,-0.0024169-0.0014367i,-0.0013075-0.00030791i,-4.7265e-05+0.00061574i,9.7536e-05+0.0011711i,-0.00051612+0.00065497i,-0.00082568-0.00010163i,-0.00027098-0.00020059i,0.00033821+0.00052132i,0.00061187+0.0010158i,0.00044142+0.00089716i
0.00039422+0.0041124i,0.0017072+0.005473i,0.0024986+0.0038041i,0.0017241+0.00047455i,-8.8514e-05-0.0014861i,-0.0011884-0.0013626i,-0.001759-0.00078084i,-0.0016475-6.0877e-05i,-0.0011918+0.0015175i,-0.0011662+0.0028499i,-0.00056492+0.0037678i,0.0010984+0.0040898i,0.0021405+0.0032314i,0.0019979+0.00040852i,0.0011437-0.001254i,0.00068232-0.00084886i,0.00064261-0.00037631i,0.0003-0.00019683i,0.00013311+0.00014299i,-0.00029593+0.00033998i,-1.4787e-05+0.00059332i,7.1247e-05+0.00085373i,-0.00072682+6.925e-05i
3.2173e-05-0.0016776i,0.00026481-0.0014441i,0.00065628+0.00019862i,0.00076573+0.00027852i,0.0009825-0.00077215i,0.00061908+0.00010498i,0.0012787+0.0018263i,0.00205+0.0022957i,0.00061391+0.0013782i,-0.00051277-0.00042306i,-0.00052916-0.0023881i,-0.00094361-0.0023923i,-0.0015987-0.00060757i,-0.001153+0.00072337i,-0.00018137+0.0010889i,0.00030557+0.0011927i,0.00070206+0.0010067i,0.00062682+0.00063242i,0.00050385-3.1427e-05i,0.00055091-0.00079581i,0.00029845-0.00086015i,-4.8324e-05-6.206e-05i,0.00075372-0.00032343i
0.0016506+0.0016557i,0.0020576-0.00032836i,0.0022311-0.0020875i,0.0014306-0.0018105i,9.0345e-05-0.0018289i,-6.835e-06-0.0024427i,-1.2132e-05-0.0022627i,0.00045183-0.0011041i,0.0014945+0.00061579i,0.0023359+0.0025723i,0.0026715+0.0038561i,0.0026791+0.0029499i,0.0024972+0.00048607i,0.0015258-0.00096706i,-0.0004169-0.00043486i,-0.0009158+0.00012727i,-0.00049251+0.00039615i,-0.00094625+0.00017889i,-0.00050011-0.00018374i,6.1877e-05-0.00023839i,-3.383e-05-0.00037492i,-5.838e-05-0.00031283i,-8.9645e-05+0.00016272i
-0.0017305-0.00057743i,-0.0018816+0.00045856i,-0.0010347+0.0026396i,0.00031072+0.0023734i,0.0011814-0.00051324i,0.0011469-0.0016464i,-0.00014611-0.00072475i,-0.0011586-9.7245e-05i,-0.001579-0.00017465i,-0.00083769-0.001897i,-0.00091553-0.0029233i,-0.0017343-0.0017243i,-0.0021399+0.00074306i,-0.001165+0.0027438i,0.00039054+0.0022556i,0.00077057+0.00094117i,0.00040041+0.00040755i,0.0003517+0.00013865i,0.00019242+0.00029543i,0.00016228-6.7359e-05i,0.00063973-0.00089188i,0.00029314-0.0008095i,-0.00079663+0.0001752i
-0.00040328+0.0041542i,0.00012693+0.0030343i,0.00039237+0.0019634i,0.00078184-0.00026975i,0.00067837-0.0024505i,-0.00025044-0.0022426i,-0.00083392-0.0013626i,9.2414e-05-0.0003085i,0.0014725+0.00039089i,0.0014173+0.0016439i,0.0010203+0.0022978i,0.001262+0.0008917i,0.00029725-0.0005205i,-0.0011112-0.0010517i,-0.0010951-0.0002761i,-0.00065773+0.00013065i,-0.00034391-9.22e-05i,3.0138e-06-0.00023082i,0.00037664-0.00013434i,0.0009155+0.000384i,0.0007806+0.00028011i,0.00022352-0.00037531i,-0.00044472-0.00016389i
0.0014512-0.0014259i,0.0016659+0.00017474i,0.0020819+0.0015747i,0.0012178+0.0012133i,-0.000347+0.0011098i,7.1663e-05+0.0022717i,0.0012708+0.0022651i,0.0016598+0.00071631i,0.00053454-0.0002882i,-0.0022057-0.00098206i,-0.0035227-0.0007561i,-0.0029664+0.00018341i,-0.00094191+0.00137i,0.0012734+0.0019409i,0.0021559+0.0013528i,0.0014965+0.00082644i,0.00059513-6.2123e-05i,0.000447-0.00068567i,0.00022217-0.00050257i,0.00026569+2.2531e-05i,0.00036934+0.00075868i,0.00042197+0.00060475i,0.00082947-4.123e-05i
0.00029696+0.0025878i,-0.00023238+0.0021044i,-0.0011686+0.0012665i,-0.0019096+0.00017948i,-0.00099785-0.0016159i,-0.00064402-0.0013176i,-0.0016397-0.00068235i,-0.0016428-0.00049508i,-9.2351e-05+0.00028163i,0.0012232+0.000705i,0.0025283+0.00082379i,0.0024011+0.00037218i,0.00034892-0.00071183i,-0.0016099-0.00072438i,-0.0019461+0.0004642i,-0.00091557+0.0010474i,-0.00038462+0.00093126i,-0.00044515+0.0012032i,-0.00057426+0.0010735i,-0.00069003+0.00017881i,-0.00050036-0.00039451i,-0.00090303-1.9319e-05i,-0.00086527-8.6003e-06i
0.00076658-0.0034467i,0.00028249-0.0045626i,0.00061901-0.0038697i,0.0017073-0.0021445i,0.0020246-0.00033435i,0.0016533+0.00051604i,0.0013369+0.00022488i,0.00020791-3.5167e-05i,-0.001173-0.00051318i,-0.0032639-0.00074957i,-0.0040743-0.00065036i,-0.0018037+0.00089352i,0.0014987+0.0023794i,0.0032621+0.0017405i,0.002853+0.00057213i,0.0016044+0.00042027i,0.00044055+0.00020776i,0.00038537-0.00067529i,0.00059809-0.00055261i,0.00097659-0.00031722i,0.001029-0.00056961i,8.319e-05-0.00057438i,-0.00033143+0.00030564i
-1.9716e-07+0.0032789i,0.0014032+0.0042554i,0.002405+0.0039055i,0.0014775+0.0015521i,-0.00042889-0.00087857i,-0.0012149-0.001323i,-0.00034548-0.00048921i,0.0011027+0.00026425i,0.0022923+0.00076497i,0.003515+0.00070548i,0.0042227-0.00015828i,0.0028587-0.001357i,3.3278e-05-0.0008641i,-0.0025472+0.00080871i,-0.0024401+0.0017671i,-0.0010451+0.0021583i,-0.0004874+0.0014528i,-0.00021739+0.00064903i,-0.0003496-5.0859e-05i,5.3573e-05-1.9704e-05i,0.00075842+0.00014315i,0.001037-0.0002891i,0.00085295-0.00026645i
-2.3712e-05-0.001086i,-0.00096337-0.0023495i,-0.0013584-0.0014406i,-0.0018808+0.00022243i,-0.001835+0.00082909i,-0.00069309+0.00073655i,0.00032119+0.0013061i,6.1597e-05+0.00072381i,-0.00089207+0.00012773i,-0.002091+0.00044096i,-0.0030257+0.00032875i,-0.0019578-8.6935e-05i,0.00038483-0.0011233i,0.0015469-0.0014608i,0.00084471-0.00040954i,-3.8328e-05+0.0007879i,-0.0010868+0.0011143i,-0.0015458+0.00075233i,-0.00095628+0.00073567i,-0.00025839+0.00065836i,-0.0006015+0.00055523i,-0.0012136-7.977e-05i,-0.00095712+0.00021424i
-0.0015087+0.0018798i,0.00037256+0.0022693i,0.002463+0.0021649i,0.0028586+0.00090419i,0.0019563-0.00014934i,-0.00032993+4.5275e-05i,-0.0012211+0.00058314i,0.00026624+0.00024988i,0.0015836-0.00056016i,0.0026559-0.0016728i,0.0034247-0.0024676i,0.0014687-0.0010206i,-0.0018042+0.00096934i,-0.0022696+0.0018476i,-0.00052972+0.0019188i,-0.00020467+0.00080448i,-0.00083148+0.00018063i,-0.00052927-0.00030608i,-7.156e-05-0.00057321i,0.00060076-0.00041498i,0.001049-0.00067324i,0.00094911-0.00031126i,0.0002328+0.00040958i
-0.0026329+0.0016469i,-0.0040125+0.0037379i,-0.0034511+0.0050082i,-0.0010847+0.0030794i,-0.00026026+0.00077414i,-0.00032666-0.00066289i,6.7635e-06-0.0012435i,-0.00040094-0.00052559i,-0.0011591+0.00063747i,-0.0020508+0.0020632i,-0.003087+0.00306i,-0.0027676+0.0019868i,-0.00066499-0.00077955i,-0.00061446-0.0026829i,-0.0019995-0.0023749i,-0.001212-0.00089683i,-0.00023356-7.1354e-05i,-0.00033797-0.00017162i,-0.00030749+1.5662e-05i,0.00010528+0.00049079i,-0.00042477+0.00047367i,-0.001132-0.00038496i,6.0257e-05-0.00093954i
0.0006447+0.0028304i,0.0034763+0.00337i,0.0055423+0.0019804i,0.0042864-0.00031169i,0.0023127-0.0003051i,0.0021347+0.00045765i,0.00091002-0.00010638i,-0.00045825-0.0010494i,-0.0001791-0.0013549i,0.0013022-0.0017298i,0.0020886-0.0025164i,0.0011104-0.0011209i,-5.6392e-05+0.002278i,-0.00048325+0.0041406i,-0.00062291+0.0029528i,-0.00066807+0.00069576i,0.00020067+0.00011931i,0.00089959+0.00052059i,0.0014813+0.00091644i,0.0012532+0.00092043i,0.00027786+0.00066594i,-8.5654e-05+9.3503e-05i,-4.9588e-05-0.00057936i
0.0034185+4.2336e-05i,0.0029991-0.00042216i,0.00074206+0.00060821i,-0.0010619+0.0017469i,-0.0001409+0.0026502i,0.00065695+0.0022915i,0.00067204+0.0013057i,0.00025801+0.00082033i,9.9513e-06+0.0022246i,0.00069619+0.0035757i,0.00069721+0.0037603i,-3.514e-05+0.0017329i,-0.00077299-0.0019725i,-0.00099827-0.0026963i,-0.00074034-0.00076781i,-0.0010071-4.1305e-05i,-0.00069227-0.00013628i,-0.00023993+0.00014908i,-0.00059777+0.00040187i,-0.00089556+0.00078988i,-0.0014751+0.00062218i,-0.0020636-0.00011999i,-0.0015751-0.00044344i
-0.0051097+0.004761i,-0.0062517+0.005568i,-0.0036508+0.0046558i,-5.1421e-05+0.0021571i,0.00071628-0.00047781i,0.00034719-0.0027848i,0.00053581-0.002336i,0.0010902-0.00080884i,0.001427-0.0011856i,0.0021759-0.0035525i,0.0027364-0.0049149i,0.0024383-0.0029787i,0.0024697+0.00079634i,0.001878+0.0028999i,0.00079452+0.0014992i,0.00032145-0.00035376i,0.00013625-0.001079i,-0.00022247-0.00058444i,-0.00021388+0.00039922i,0.00028799+6.8687e-05i,-0.00043809-0.00063426i,-0.00081826-0.00026616i,-0.00063365+0.00016814i
0.0028227+0.0047815i,0.005234+0.0046463i,0.0076015+0.0044065i,0.0064499+0.00035447i,0.0039634-0.0026408i,0.0018768-0.002708i,0.0016534-0.0012894i,0.00245+0.001041i,0.001951+0.0022362i,0.0015033+0.0030105i,0.0011343+0.0036273i,-0.00061407+0.0017107i,-0.0031664-0.00026809i,-0.003852-8.0019e-05i,-0.0028196+0.00039852i,-0.0020041+0.00049646i,-0.0014899+0.00073046i,-0.0009211+0.00028622i,-4.2894e-05-0.0005081i,0.001068-3.4551e-05i,0.00079248+0.0015212i,0.0001162+0.0017112i,0.00037059+0.0007685i
-0.0017747+0.0041291i,-0.0012083+0.0062541i,0.0014269+0.0083982i,0.0037034+0.0076162i,0.0042496+0.0048749i,0.0008285+0.00096466i,-0.0029197-0.00064532i,-0.0036588-0.00079262i,-0.0018212-0.0013954i,-0.00085053-0.0034674i,-0.00063407-0.0051676i,0.00016034-0.0036359i,0.0010018-0.0011188i,0.00086781+0.00040431i,-8.5985e-05+0.00030156i,-0.00058944-0.00047035i,-0.00050569-0.00045563i,-0.00035333+0.00059265i,-0.00010954+0.0015527i,0.00055026+0.0019656i,0.00050911+0.0019741i,-0.00059418+0.0021982i,-0.0010338+0.0014267i
