0.0016234-0.00022919i,0.00025007-0.0012518i,-0.0010921-0.0027374i,-0.0018575-0.0036563i,-0.0032816-0.0033956i,-0.0038618-0.001035i,-0.0022843+0.00052039i,-0.00026825+0.0010675i,0.00082339+0.0015769i,0.00084637+0.00099523i,0.00028525-0.00010836i,0.0002633-0.00037273i,0.00037814-0.00025817i,0.00067334-5.4092e-05i,0.00092884+0.00027091i,0.0012593+0.0004221i,0.00078674-0.00015567i,0.00045875-0.00081278i,0.00068516-0.00098042i,0.00028366-0.00057973i,-0.00012852-2.3869e-05i,-0.00045546-0.00038379i,-0.00089779-0.0010274i
0.002291+0.00054037i,0.0023755-0.001233i,0.0017029-0.0031966i,0.00025127-0.0038075i,-0.0014778-0.0028944i,-0.0019537-0.0011017i,-0.0011618+6.5596e-05i,-0.00015268+0.00025771i,0.0010608+0.00032914i,0.00030644-0.00045542i,-0.001538-0.00075546i,-0.0019109-0.00045278i,-0.0014495-0.00038273i,-0.00070654+2.4784e-05i,-0.00027849-7.9445e-05i,-0.00043108-0.0001409i,-0.0008881+0.00018672i,-0.00060045+0.00053994i,0.00018169+0.00062207i,0.00013926+4.8592e-05i,9.4432e-05-0.00012377i,0.00012941+3.9297e-05i,0.00041295-8.1325e-06i
-0.0002752+0.0014962i,0.0002514+0.00038302i,-0.0001473-0.00042315i,-0.00021768-0.0023259i,-0.00050487-0.0032816i,-0.0016113-0.0023112i,-0.0010237-0.00093683i,0.00071331+4.5396e-05i,0.00061641+0.00022148i,8.0657e-05+0.00037669i,-0.00016893+0.00028275i,-0.00082325+8.9769e-05i,-5.5652e-05+0.0008264i,0.0007968+0.00087287i,-0.00011284-0.00021139i,-0.0011681-0.0009832i,-0.00023608-0.00053328i,0.00050657-0.00015909i,-7.2695e-05+0.00012866i,-0.00076607+0.00056491i,-0.00080507+0.00031544i,-0.00056625-0.00029055i,-0.00020344-0.00042361i
-0.001088+0.0004295i,-0.0019057+0.00033475i,-0.0017907-4.7647e-05i,-0.0014782-0.00064092i,-0.0014389-0.0013648i,-0.002197-0.00097253i,-0.0020454-0.00032504i,-0.00048965-0.00028347i,-5.2957e-05-0.00078551i,-0.00055634-0.00076128i,-0.00074383-0.0012718i,-0.00067991-0.00074548i,-0.00065865+0.00080828i,-0.00040328+0.0017846i,0.00014974+0.0015265i,0.00055881+0.00058908i,0.00029255+0.00011045i,0.00041833+3.7899e-05i,0.0010714-0.00058393i,0.0010124-0.00081291i,0.00056682-0.00073222i,0.00011153-0.00030427i,-0.00035869+0.00061726i
0.00075544-0.0012643i,0.0006848-9.3862e-05i,0.00033596-0.0016275i,0.00035099-0.0030456i,-3.1868e-05-0.0030415i,-0.0011262-0.0016086i,-0.0015581+0.00039555i,-0.0012532+0.00019975i,-0.00050015-0.00091441i,-0.00036282-0.001072i,-2.0225e-05-0.00080037i,-0.00010617-0.00031069i,-0.00082337-0.00089104i,-0.00046838-0.0012618i,0.0003873-0.00084589i,0.00074307-0.00056067i,0.00061244-0.00028461i,0.00073703+0.000243i,0.00044415+0.00023725i,8.304e-05-0.00032977i,4.4938e-06-0.00043892i,0.00014758-0.00027749i,-0.00037985-9.2396e-05i
0.00070655+0.0016218i,-8.8206e-05+0.0012668i,0.00014479+0.00028128i,-1.9495e-05-0.0016679i,-0.0010098-0.0026481i,-0.00071686-0.0011767i,0.00013435+0.00035805i,0.00063426+0.00062626i,4.5793e-06+0.000868i,-0.00060738+0.0012035i,-0.00070833+0.00027498i,-0.00090222-0.00052178i,-0.00038303-0.00018917i,3.3169e-05+0.00020109i,-3.8996e-05+0.0006108i,8.8079e-05+0.0007339i,0.00017724+0.00078265i,-0.00025642+0.00050128i,-0.0011249+5.5826e-05i,-0.0007579-0.00016482i,0.00029359-4.3985e-05i,0.00065185+0.0006328i,0.00017219+0.00073991i
-1.5216e-05+0.0013142i,0.00093028+0.00054758i,0.00091114+0.0012689i,0.00061038+0.00010852i,0.00066706-0.0012861i,-2.1576e-05-0.0011197i,-0.00090164-6.7436e-05i,-0.00069416+2.3587e-05i,-0.00095533-0.00047976i,-0.0010879-0.00075902i,0.00013427-0.00042951i,0.00043983+0.00024473i,8.8213e-05+0.00083289i,0.00024015+0.00081076i,-5.1073e-05+0.00024346i,-0.0004918-0.00049123i,5.6855e-05-0.00041094i,0.00056764+0.00011965i,0.00029057-8.2623e-05i,0.00031489+0.00011369i,0.0001309-0.00012995i,-0.00013933-0.00070511i,-4.1041e-05-0.00013776i
-4.1522e-06+0.00040439i,0.00095729+7.6615e-05i,0.0021264-0.00017161i,0.0015725-0.00050712i,-0.00068371-0.0014885i,-0.0016421-0.0014644i,-0.00077194-0.00056145i,0.0008379-0.00011883i,0.00084066+9.4778e-06i,0.00041776-6.8577e-05i,0.00033319-0.00047961i,0.00064502-0.00044835i,0.00076332+2.1076e-05i,0.00077498-0.00031981i,0.00094995-0.00082748i,0.00055752-0.00027565i,-0.00018299+0.00053649i,-0.00028685+0.00048029i,-0.00034146-0.00026652i,-0.00035426-0.00062772i,0.00025155-0.00024057i,0.00054017+0.00039004i,8.7243e-05-4.5921e-05i
0.000298+0.00070685i,0.00031135+0.00013145i,-0.00044994+0.00015933i,-0.0015969-0.00073525i,-0.0018403-0.0010182i,-0.0016688-2.5227e-05i,-0.00057061+0.00067526i,0.00015611+0.00081822i,-0.00023839+0.0011258i,-7.9943e-05+0.0008192i,0.00037884-0.00045888i,0.00014497-0.00042324i,-0.00039751+0.00038676i,-0.00061766+0.00025969i,-0.00081989+0.00024583i,-0.00084665+0.0010119i,-0.00017475+0.00016079i,0.00022274-0.00074218i,-0.00019341+6.8664e-05i,-0.00020018+0.00032409i,-0.00027486+0.0004943i,-0.00029758+0.0001901i,-0.00053218-0.00025192i
-0.00094086+0.0011146i,-0.00096329+0.00068307i,-0.0022161-1.3192e-05i,-0.0025216-0.00044981i,-0.0021119+7.5156e-05i,-0.0015796+0.00034228i,-0.0015262+0.00077874i,-0.0011407+0.00069828i,-0.00089087+0.00023281i,-0.00088227+0.00078512i,-0.00010569+0.00071077i,0.00017115+0.00062381i,-0.00032292+0.00099626i,-0.00073287+0.00091198i,-0.00082826+0.00082612i,-0.001078+0.00085981i,-0.0010659+0.0004951i,-0.00019544-7.3425e-05i,0.00021172-3.1503e-05i,-0.00025859-0.00032371i,-0.00053321-0.0004632i,0.00015683+0.00033297i,0.00057831+0.00065599i
0.0011709+0.0016462i,0.00093922-2.425e-05i,0.0013421-0.00087241i,0.00080063-0.0014686i,-0.00057893-0.0010968i,-0.0012218+0.0007576i,-0.00034589+0.0015261i,0.0003603+0.0010577i,-0.00020418+0.0007445i,0.00012417+0.00017143i,0.00070961+0.0001123i,0.00016374-0.00029958i,-0.00014068-0.0011058i,-0.0004665-0.000575i,-0.00035983+8.0124e-05i,-2.6061e-05+0.00027233i,-0.00047678+0.00024502i,-0.00042428+0.00047943i,0.00044773+0.00069413i,0.00040964-9.1727e-05i,-7.3949e-05-0.00076383i,9.401e-05-0.00017845i,0.0003991+0.00072072i
-0.00079639-0.0018979i,-0.0011327-0.001586i,-0.001747-0.0011421i,-0.0021972-0.001471i,-0.0026466-0.0017787i,-0.002697-0.00032152i,-0.0011378+0.0012288i,0.001018+0.00079485i,0.0015116-8.1767e-05i,0.0004347-0.00014106i,-0.00034654-0.00022971i,-0.00028715+0.00031619i,-0.00054092+0.00084612i,-0.00040136+0.00069923i,0.00025198+0.00070699i,6.4808e-05+0.00064857i,0.00029273+0.00072633i,0.00064774+0.00099618i,-2.0401e-05+0.00072113i,-0.00018038+0.00055488i,4.8498e-05+0.00060078i,0.0002193+0.00038691i,-5.8255e-05-7.5458e-05i
-0.00027521-0.0030746i,-0.00066238-0.0029372i,-0.0018603-0.0031176i,-0.0025144-0.0039753i,-0.0025562-0.0029107i,-0.002102-0.00058713i,-0.0014168+0.0002442i,-0.0010412-0.00087263i,-0.0014175-0.0021623i,-0.0013155-0.001429i,-0.00079156-3.2922e-05i,-0.0010662+0.00036443i,-0.00088192+0.00069471i,-0.00023938+0.0010288i,-0.00035947+0.00041973i,-0.00038018+4.9676e-05i,-0.00010179-0.00012313i,0.00028393-0.00019463i,0.00029237-0.00017587i,-0.00052545-0.00052053i,-0.00063847-0.00017202i,-0.00035663+0.00039788i,0.00022949+0.00082806i
0.00038686+0.00090845i,0.00031721+0.00094752i,0.00068281+0.0026974i,-7.1482e-05+0.0024982i,-0.0009202+0.0011866i,-0.00097961+0.00016948i,-0.001364-0.00036915i,-0.0012008-0.00031449i,-7.5385e-05+0.00020233i,7.1047e-05-2.0112e-05i,-0.00043579-0.00062131i,-0.00042877-0.00025976i,-0.00024777-0.00030097i,-0.00010022-0.00078449i,-0.00026811-0.0004451i,-0.00030717-0.0003846i,-0.00031077-0.00039014i,0.00021042-0.00028853i,0.0011052-0.00076392i,0.00092378-0.00081673i,-0.00041231-0.00088698i,-0.00056442-0.00016499i,0.00036948+0.00090234i
-0.0011554-0.0018688i,-0.00059497-0.0023514i,-0.0011032-0.0031266i,-0.0024727-0.0034801i,-0.0021863-0.0028731i,-0.0015449-0.0013586i,-0.0010794+0.00086816i,-0.00066595+0.0010555i,-0.00028098-0.00082348i,-9.6734e-05-0.00082465i,-0.00028289+0.00011109i,-0.00070065+0.00040251i,-0.00052219+0.000121i,-0.00056732+0.00028211i,-0.00016478+0.0003258i,0.00078914+0.00016874i,0.00079103+0.00044739i,0.00015701+0.00064384i,-0.00046552-1.9006e-05i,-0.00097141-0.00098299i,-0.00098027-0.0005649i,-0.00064725+0.00012354i,0.0002459-5.5726e-06i
-0.0016457-4.0244e-05i,-0.0021691-0.00014965i,-0.0023826-0.001109i,-0.00091939-0.0020878i,-0.00083388-0.001421i,-0.00061263-0.00077539i,0.00065484-0.00032554i,0.00078219-0.00085506i,0.00013022-0.0015103i,-0.0002837-0.0012233i,-0.00010312-0.00074231i,-0.00042078-0.00033631i,-0.00088292-1.8136e-05i,-0.00039234-0.00046548i,-0.00014658-0.00085044i,-8.4061e-05-0.00066529i,0.00029008-0.00058691i,0.00066076-0.00019155i,0.00086558+3.9753e-05i,0.00064635+0.00011835i,-0.00025153-4.4141e-06i,-0.00067362-0.00054188i,-0.00060944-0.00069541i
0.00062975+0.001128i,0.0016443+0.0005575i,0.0023947+0.0004127i,0.0014203-0.0011055i,-6.0885e-05-0.001867i,-0.001477-0.00018911i,-0.0014309+0.00076551i,-0.00031037+0.00032065i,-5.7221e-06+0.0001956i,0.00020157-0.00031645i,-0.00010287-0.00060573i,-0.00098789-0.00022943i,-0.00087089+0.00037255i,0.00020047+0.0011342i,0.00031033+0.0011336i,0.00024656+0.00056917i,0.00044701+0.00027874i,-7.5117e-05-0.00013567i,-0.00018438-0.00046598i,0.00017459-0.00079294i,0.00018111-0.00041987i,-0.00016134+0.00022976i,0.00013291+0.00040038i
-0.0018864-0.001744i,-0.0017969-0.0018845i,-0.0020053-0.0024531i,-0.0022691-0.0026485i,-0.0027861-0.0025961i,-0.0026266-0.0013594i,-0.0018781+6.1908e-05i,-0.0013812-8.8482e-05i,-0.0012341-0.00053697i,-0.00070374-0.00044652i,-0.00069144-0.00020798i,-0.0013345+0.00045009i,-0.0011811-3.7304e-07i,2.7212e-05+0.00035924i,-0.00018331+0.0012188i,-0.00070057+0.00079327i,-6.6933e-05+0.00075835i,0.00011656+0.00062471i,-0.00011424-0.00036238i,-0.00024965-0.00046803i,-5.9506e-05+0.00087715i,0.00010543+0.0015163i,0.00050383+0.00093133i
0.0029749+0.0010824i,0.0030252+0.00022969i,0.0028153-0.00046767i,0.0015328-0.0023331i,-0.00060605-0.0040022i,-0.0017152-0.0022621i,-0.00055203-0.00044991i,0.0011586-0.00028811i,0.0016471-0.00017845i,0.0014305+0.00023173i,0.00083481+1.3671e-05i,0.00037065-0.00087579i,9.346e-05-0.0008251i,-0.00061583-0.00034896i,-0.00089294-0.00047814i,-0.00050666-0.0013083i,-0.00017366-0.0016505i,0.00058288-0.00070267i,0.00091119+0.00045655i,0.00043018-3.7598e-05i,0.0001413-0.00063907i,0.00010548-0.00065002i,-7.7601e-05+0.00011269i
0.0022583+0.0022965i,0.0019302+0.0012298i,0.0026194+0.00022646i,0.0015197-0.0013156i,-0.0014313-0.0021702i,-0.0031031-0.0018141i,-0.002868-0.00057817i,-0.00083894-1.1251e-05i,0.00077764-6.7385e-05i,0.0001327+0.00048569i,-3.5496e-05+0.00011491i,0.00035243+9.7528e-05i,-0.00021515+0.00019238i,-0.00017735+0.00030365i,0.00020458+0.00066709i,9.0048e-05+0.00071407i,0.00049423+0.00073227i,0.00044529+0.00039582i,0.00027171-0.00029994i,0.00035373-0.00032554i,0.00031563+3.7857e-05i,8.7108e-06-7.5004e-05i,-0.00041991+9.4064e-05i
0.0013663-0.0013404i,0.00058498-0.00082829i,0.0008827-0.001979i,0.00030232-0.0032031i,-0.00031876-0.0033258i,-0.0016767-0.0014514i,-0.0013673+0.00080751i,-0.0002681+0.0020912i,-0.00015316+0.0013174i,1.9266e-05-0.00032193i,0.00013035-0.00094946i,0.00012954-0.00072653i,-0.00013877-0.00045864i,-0.00030942-0.00057265i,-0.00042478-0.00012094i,-0.0010238+0.0005622i,-0.00079654+0.00022647i,3.5952e-05-0.00078904i,0.000223-0.0010414i,3.0383e-05+0.00012148i,-0.00032782+0.00071008i,0.00014537+9.1292e-05i,0.00039468-0.00033378i
-0.001509-0.00028781i,-0.0016963-9.7617e-05i,-0.0020471-0.00011115i,-0.0014304-0.00083615i,-0.00075813-0.00084214i,-0.0010992-0.0008029i,-0.00043694-0.00080656i,0.00013708-0.00018072i,-0.0011154+0.00049784i,-0.0017731+0.00031376i,-0.0014617-5.9324e-05i,-0.0010885-0.00022601i,-0.00045443+0.00032816i,-0.00021048+0.0004595i,-0.00022843+0.00028668i,-0.00018009-6.7765e-05i,-2.8798e-05+0.0002341i,0.00027049+1.2783e-05i,9.4052e-05-0.00082056i,-0.0007716-0.00019373i,-0.0012512-0.00011905i,-0.00044909-0.0010852i,0.00020601-0.00057305i
-0.00014907-0.0010974i,-0.00047954-0.00044273i,-0.00044556-0.00090527i,-0.00033755-0.0018017i,-0.0012506-0.0015296i,-0.0021079-0.0010343i,-0.0019817-0.00087964i,-0.0017016-0.00081691i,-0.00078017-0.00073542i,-0.00046072-0.00032378i,-0.0011023-0.00053734i,-0.00059095-0.0002411i,3.1459e-05+0.0008171i,0.00025863+0.0013607i,0.00020672+0.00096081i,0.00026729-9.8792e-05i,0.00037073-0.0001936i,-0.00025147-1.3122e-05i,-0.00019271-0.00017267i,9.3573e-05-0.0006508i,-0.0001066-0.00036487i,6.6068e-05+0.00055292i,0.00013088+0.00060332i
-0.00074328-0.00059422i,-0.0011445-0.0010474i,-0.0022826-0.0025593i,-0.0031448-0.0034549i,-0.0028722-0.0024298i,-0.0025919+0.00032502i,-0.0011886+0.0015316i,0.0010688+0.0015083i,0.00055976+0.001551i,-0.00071042+0.00082761i,-0.00055209+0.00046664i,-0.00068427+6.0887e-05i,-0.00046177-0.00095359i,0.00027472-0.0013624i,0.00013212-0.0012482i,-0.00041058+1.5816e-06i,-0.00021598+0.00059954i,0.00015796+0.00050296i,0.00044297+0.00041097i,0.00085008-4.4674e-05i,0.00052434-0.00023171i,5.8739e-05-0.00030994i,-0.00042428-0.00018882i
-0.0013348+0.0003287i,-0.0011224+0.00024442i,-0.0010565-0.00099777i,-0.0013932-0.0010277i,-0.002249-0.00070407i,-0.0015841-0.00029594i,-0.00031004+0.00081029i,-4.67e-05+0.00056595i,0.00015439-0.00071171i,-0.00014902-0.00053999i,-0.00038602-0.00015629i,0.00056479-0.00051888i,0.00053388-0.0003815i,0.00027484+0.00045861i,0.00048856+0.0010205i,0.00031485+0.00056127i,0.00014289+0.00042769i,0.00016501+0.00080975i,-0.00026804+0.00047273i,-0.000505-9.167e-05i,-0.00019678-8.4728e-05i,-3.5566e-05-0.00015696i,-2.4583e-05+0.00045998i
0.00052952-0.0027343i,-0.00067402-0.0023213i,-0.0020118-0.0028685i,-0.0023486-0.0036671i,-0.002512-0.0024419i,-0.0028022-0.000788i,-0.0019212+6.054e-05i,-0.00031052+0.00023327i,-0.00020028-0.00028518i,-0.0011649-0.00037384i,-0.0014657-0.00013932i,-0.00098676+2.1754e-05i,-0.00048859+0.00032673i,0.00067886+0.00058657i,0.0010539+0.00053898i,0.00064713+0.00090406i,0.00065152+0.00066167i,0.0011097-0.00016289i,0.00053206-0.0007115i,-9.823e-05-0.00085682i,8.9992e-07-0.00019143i,0.0004328+0.0012792i,0.00049818+0.001829i
-0.00069649-0.0003792i,-9.7125e-05-0.00043896i,0.00013561-0.00054756i,-0.00051105-0.0011875i,-0.0012816-0.00067522i,-0.00054263+0.0011557i,0.00021858+0.00152i,0.00029786+8.0289e-05i,0.00025285-4.3658e-05i,2.206e-05+0.00018662i,-3.644e-06+0.00012504i,-0.00028663+0.00016175i,-0.00069832-0.00035209i,-0.00085359-0.0010821i,-0.00075968-0.00059565i,-0.00046321-0.00013068i,-0.00048916-5.7877e-05i,-0.00028593-5.7174e-05i,0.00034088-0.00092359i,0.00016617-0.0013959i,0.0001859-0.00062665i,0.0003415-0.00016896i,-0.0004864+0.0002153i
-0.0014594+0.00013623i,-0.0018943-0.00027104i,-0.0019078-0.00040573i,-0.0018395-0.0013183i,-0.0019254-0.0026416i,-0.0021057-0.0019756i,-0.0012932-0.00047315i,-0.00028476-0.00060562i,0.00019391-0.00099489i,4.5873e-05-0.0005004i,-0.00035647-0.00031512i,-0.00076443-0.00047979i,-0.0010985-0.00043093i,-0.00064172+0.00020478i,-3.6344e-05+0.0004262i,0.00040754-6.5113e-05i,5.4479e-05-0.00026427i,-0.00062721-0.00022934i,-0.00055915-0.00033071i,-0.00055333-0.0005224i,-0.00028288+2.9188e-05i,0.00012867+0.00043984i,0.00067925+0.00011137i
-0.00011971-0.001324i,0.00024317-0.0011137i,0.00076106-0.0014064i,0.00012141-0.0017175i,-0.00072711-0.0017709i,-0.0015161-0.0011099i,-0.0015303-0.00013532i,-0.00054005+0.00024891i,2.4929e-05+0.00043703i,0.00013504-0.0001638i,-0.00033214-0.00072336i,-0.00039138-0.00027122i,-0.00016381-0.00044443i,-0.00039727-0.00071781i,-0.0010114+0.00040483i,-0.0012193+0.00080881i,-0.00077115+0.00050561i,2.0273e-05-0.00020734i,-0.00010265-0.00082223i,-0.00051064-0.00082551i,9.5062e-05-0.00024807i,-0.0002799+0.00062311i,-0.00081857+0.00078022i
0.00058194-0.0020702i,-0.00079902-0.0024928i,-0.0012462-0.0029904i,-0.00078159-0.0033613i,-0.001448-0.00352i,-0.0016131-0.0016706i,-0.00068085+0.00049651i,0.00011616+0.00040036i,0.00043773-0.00032975i,0.00049124-0.00056229i,-0.00018213-0.00062645i,-0.00042047-0.00027134i,6.97e-05-0.00026115i,-5.9793e-05+2.2581e-05i,0.00014647+0.00031405i,0.00014253+0.00030635i,0.00050502-0.00018957i,0.00094234-0.00046323i,-8.1028e-05-0.0004736i,-0.00076559-5.3879e-05i,-7.5665e-05+0.00028421i,0.00049349-0.00064913i,0.00047655-0.0015916i
-0.0026556+0.00015316i,-0.0017047+0.00059105i,-0.0026856+0.00065898i,-0.0032865-0.00076747i,-0.0022147-0.0018262i,-0.0016132-0.00070973i,-0.0012442+0.00063588i,-0.00093305+0.00065827i,-0.0012001-0.00010509i,-0.0014224-0.00017351i,-0.00097092+9.6645e-05i,-0.00045916+0.00011446i,0.00021584-8.7708e-05i,0.00037692+2.4563e-05i,0.00030561+0.00087756i,0.00071391+0.0011339i,0.00070666+0.00072743i,0.00025139+0.00055696i,-0.00062927+7.9663e-05i,-0.00097059-0.00052125i,-8.8032e-05-0.00063225i,-0.00022473-0.00028132i,-0.00081055-0.00033949i
-0.0021237+0.00021807i,-0.0022944-0.00023655i,-0.0027474+0.00015607i,-0.0027421-0.00020086i,-0.0024331-0.00047997i,-0.0018902-0.00072346i,-0.001012-0.00038043i,-0.0003719-0.00022649i,-0.00053285-0.00059729i,-0.00034843-0.00041261i,-0.00011469-0.00034544i,-8.7072e-06+0.0002524i,0.00027641+0.00026523i,0.00041279+0.00020511i,0.00046862+0.00064041i,0.00035776+0.0010167i,0.00045669+0.00083747i,0.00018054+0.00022937i,-0.0002611-0.0004511i,-0.00028793-0.00056232i,-3.1542e-05-0.00070493i,0.00035422-0.00075692i,0.00051721-0.00014648i
-0.00063874-0.00096874i,-0.00040755-0.00057962i,-0.00036099-0.00058874i,-0.00053444-0.001788i,-0.0015688-0.0031275i,-0.001653-0.0023011i,-0.0011586-0.00051729i,-0.00038125-0.00053769i,0.00024658-0.00096394i,0.00010616-0.00073467i,-0.0001786-0.00073853i,6.7559e-05-0.00057179i,0.00031141-0.00031493i,0.00020986+5.6355e-05i,1.0863e-05+0.00044154i,0.0001398+0.00040048i,0.00092998+8.4558e-05i,0.00099775-0.00021534i,0.00027633-0.00082829i,0.00058328-0.00078766i,0.00058351-0.00023891i,-0.00014038-0.0001787i,-0.0005941-0.00047874i
0.0024395+0.00014781i,0.0019826+0.00036329i,0.0011947-0.00012228i,-5.0538e-06-0.0024387i,-0.0013299-0.0031197i,-0.002123-0.0016392i,-0.0014074+0.00065503i,-0.00024657+0.0013963i,0.00015081+0.00052988i,0.00056551+0.00028496i,0.0006933+0.00014868i,-0.00010927-3.3349e-05i,-0.00075483-0.00043864i,-0.00024517-0.00086101i,-0.00035813-0.0008246i,-0.001405-0.0004299i,-0.00071236-5.3154e-05i,0.00037494-0.00015366i,0.00049853-0.00041106i,0.00036356-0.00076747i,-0.00014066-0.0011324i,-0.00026565-0.00070892i,-6.7481e-05+7.5134e-05i
-0.0015513-0.0013103i,-0.0013683-0.0003306i,-0.0023431+4.1444e-05i,-0.0018858-0.00037909i,-0.0012781-0.0013008i,-0.0011969-0.0012132i,-0.00063699-0.00010306i,3.8769e-05-0.00018766i,-0.00022874-0.0012822i,-0.00072808-0.0011273i,-0.00096115-6.0047e-05i,-0.00085827+0.00012264i,-0.00069979+0.00072328i,-0.0010409+0.0020616i,-0.0010902+0.0018507i,1.2056e-05+0.00081935i,0.00050275+0.00084592i,0.00056745+0.0003851i,0.00067693+0.00029296i,0.00039064+0.00039158i,0.00010577+0.00034791i,-1.7968e-05+0.00031632i,-0.00014014+1.5224e-05i
-0.00039265+0.0013133i,-0.00080541-0.00017775i,-0.0012177-0.00073443i,-0.0021242-0.0012434i,-0.0024053-0.0013059i,-0.0021244-0.00074664i,-0.00062972-0.00055831i,0.00027128-8.6034e-05i,-7.7825e-05-0.00050368i,-0.00044857-0.00076515i,-0.00059948-0.00094489i,-2.6152e-05-0.00078366i,0.00064928+0.00076619i,0.00048748+0.0013031i,-0.00010707+0.00039495i,-1.6375e-06-0.00043861i,-0.00022625-0.0004028i,-0.00063097-7.7712e-05i,-0.00063156-0.00023754i,-0.00089859+8.0625e-05i,-0.0007234+0.00031419i,-0.00015343+3.2654e-07i,0.00044405-0.00043126i
0.00076949-0.000919i,0.00036439-0.0011065i,0.00028036-0.0019323i,-0.00037797-0.0024218i,-0.00144-0.0021651i,-0.0017987-0.00062277i,-0.0015602+0.00043975i,-0.0013224+0.00087211i,-0.0012743+0.00085298i,-0.0010622+0.00048754i,-0.00064313-0.00031121i,-0.00084582-0.00055324i,-0.0004784+0.00061671i,0.00014176+0.00092676i,-0.00023816+0.00067905i,-0.00068358+0.00024182i,-0.0008178+0.00066152i,-0.0011207+0.0010153i,-0.00097997+0.0007321i,-3.4938e-05+0.00023341i,0.00024381+9.4058e-05i,-0.00028272+0.00051573i,-0.00064808+0.00056222i
0.0019522+0.00099843i,0.0021562-0.0006718i,0.002073-0.0021622i,0.00049455-0.0033254i,-0.0013945-0.0035705i,-0.0019755-0.0009321i,-0.0013002+0.0013419i,-0.00056873+0.0013464i,0.00014101+1.6488e-05i,0.00084377-0.0010485i,0.00070832-0.0010376i,-2.9169e-05-0.00064942i,-0.00021576-0.00014665i,-8.261e-05-0.00032225i,0.00044315-0.00035867i,0.00071145-9.7881e-05i,-2.3655e-05+0.00023054i,-9.5941e-05+0.00076689i,-8.8258e-05+0.00085179i,-0.0011554+0.00061267i,-0.0012243+0.00051955i,-0.00023328+0.0001645i,-0.00016232-0.00039323i
-0.0016465-0.00040098i,-0.00097987+0.001081i,-0.0016409-0.00011408i,-0.0020878-0.0029499i,-0.00061824-0.0027296i,0.00013006-0.0011368i,-0.00013579-0.0005015i,0.00015592-0.00019361i,8.9289e-05-0.00017582i,-0.00015124-0.00016023i,-0.00022442-0.00076618i,-5.7139e-05-0.0011124i,-0.00077009-0.00033405i,-0.0013575+0.0003179i,-0.00071157+0.00036615i,-1.812e-05+0.00020765i,0.0010812-0.00010859i,0.0008635+0.00044664i,-0.00028483+0.00073332i,-0.00069018+0.00035461i,-0.0011458+0.00021895i,-0.00071763+0.00039833i,-0.00020326+0.00057473i
0.00035862+0.0010316i,0.00049072+0.00085618i,0.0010074+0.0016863i,0.0015499+9.2279e-05i,0.00078336-0.0016795i,0.00025489-0.0018822i,0.00033991-0.0011105i,-5.8742e-05-0.00061966i,-0.00039308+0.00018626i,3.0879e-05+0.00024516i,-0.00063185-0.00035489i,-0.0011926-0.00021095i,-0.00036883-0.0002319i,0.0004942-0.00057511i,0.00085824-0.0002777i,0.00031702+0.00031172i,0.00029519+0.00016061i,0.00039833-0.00057297i,-0.0002146-0.00092125i,0.00032883-0.00074143i,0.0011108-0.00045227i,0.00090579+0.00031037i,3.472e-05+2.8928e-05i
-0.0017344+9.9587e-07i,-0.00085162-0.00062687i,-0.00084312-0.0015081i,-0.001369-0.0020439i,-0.0021422-0.0022793i,-0.0014648-0.0014767i,-0.00066454+0.00063881i,-0.00049854+0.001542i,-0.00083113+0.0012083i,-0.0013154+0.00054486i,-0.0014058+6.8817e-05i,-0.00089499+0.00036831i,-0.00022566+0.0011755i,0.00050281+0.001173i,0.00081502+0.00086842i,0.00023658+0.00086505i,-6.2905e-05+0.00074633i,7.0961e-05+0.0001865i,-0.00019753-0.00081466i,0.00010559-0.0010299i,0.00024314-0.00059555i,-0.00034116-0.000103i,-0.00010402+0.00044549i
0.00011967-0.001463i,-0.00042236-0.0015098i,-0.0017932-0.0014592i,-0.0018543-0.0016016i,-0.0013987-0.0010442i,-0.0010741+0.00023915i,-0.00061495+0.0015019i,-0.00014601+0.00034051i,-0.00040073-0.0015585i,-0.00036362-0.0015527i,-0.00023015-0.00041061i,-0.00086951-0.00014255i,-0.00086058-4.053e-05i,-0.00025089+0.0004316i,7.3292e-05-9.4412e-06i,0.00040301-0.00031072i,-6.542e-05-0.00031574i,-0.0009898-0.00051195i,-0.00032444-0.00042878i,0.00049269-0.00011119i,0.0007603+0.0004265i,0.00059472+0.00027169i,-0.0003855+0.00034891i
-0.001476-0.00054373i,-0.0014836-0.0001641i,-0.0019859-0.00021701i,-0.0024258-0.0010665i,-0.0023528-0.0014383i,-0.0017083-0.0008552i,-0.00096328-0.00023374i,-0.00077846-0.00018799i,-0.00068779-0.0011271i,-0.00034227-0.0015995i,-0.00033689-0.00075503i,-0.00095741+0.00021102i,-0.00051893+0.00056609i,-0.00015016+4.8728e-05i,0.00011182+6.3569e-05i,0.00015986+0.0006679i,-0.00045041+0.00061795i,-0.00016312+0.00052941i,-0.00023897+0.00097545i,-0.00025041+0.0013i,-0.00025612+0.0010514i,-0.0007057+0.00024169i,-0.00031587+0.00035762i
