0.0016234-0.00022919i,0.00025007-0.0012518i,-0.0010921-0.0027374i,-0.0018575-0.0036563i,-0.0032816-0.0033956i,-0.0038618-0.001035i,-0.0022843+0.00052039i,-0.00026825+0.0010675i,0.00082339+0.0015769i,0.00084637+0.00099523i,0.00028525-0.00010836i,0.0002633-0.00037273i,0.00037814-0.00025817i,0.00067334-5.4092e-05i,0.00092884+0.00027091i,0.0012593+0.0004221i,0.00078674-0.00015567i,0.00045875-0.00081278i,0.00068516-0.00098042i,0.00028366-0.00057973i,-0.00012852-2.3869e-05i,-0.00045546-0.00038379i,-0.00089779-0.0010274i
0.0014363-0.0033481i,7.5338e-05-0.0038852i,-0.0029102-0.00406i,-0.0055672-0.0036511i,-0.0054675-0.0022352i,-0.0038346+0.00095801i,-0.0018944+0.0016551i,-0.0012801-0.00024983i,-0.0013248-0.00082447i,-0.0018521-0.00065651i,-0.0020614-0.00099487i,-0.0015445-0.0010429i,-0.00071242-0.00057601i,-9.425e-06+0.00038779i,-0.00017266+0.00025538i,-0.00027229-0.00038144i,0.00012035+0.00021467i,-6.6496e-05+0.00054541i,0.00010289+0.00053697i,0.00027059+0.00059121i,0.0003319+0.00025111i,0.00022607+0.00046537i,-0.00034827+0.0010297i
0.00036173-0.0014973i,-0.00016407-0.0021435i,-0.0026357-0.0028956i,-0.0039945-0.0030275i,-0.0039131-0.0017996i,-0.002332-0.00027755i,0.00044199+0.00039601i,0.0015279-0.00019757i,-6.8439e-05-0.00031377i,-0.0013591-0.0001334i,-0.0014013-0.00012025i,-0.00085569-7.378e-06i,-0.00064797+0.00014851i,-0.00035876+0.00054829i,0.0001951+0.00070022i,-0.0004318+0.00011548i,-0.00024438-7.5579e-05i,0.00021414+3.4591e-05i,3.6087e-05-0.00078493i,-6.2387e-05-0.00063178i,-0.0006304+0.00012244i,-0.0012504+0.00029437i,-0.0013046+2.8374e-05i
-0.00056993-0.00013855i,-0.00039924+0.00056659i,-0.0013171-9.3614e-05i,-0.0019602-0.001195i,-0.00099373-0.00080046i,-0.00065893-0.00032659i,-0.0002663+0.00051735i,-0.00057989+0.00057378i,-0.00099589-0.00035517i,-0.00051177-0.00049598i,-0.00052858-4.2903e-05i,-6.1126e-05+0.00020558i,0.00064518+0.00029109i,0.00025939+5.2959e-05i,-0.00029923+0.00011465i,-0.00023697+9.5954e-05i,0.00080306-0.00027088i,0.0011243-0.00025852i,0.00032448+0.00029328i,-0.00019759-5.7116e-05i,0.00040688-0.0006244i,0.00083325-0.00042454i,0.0012963-0.00017573i
-0.0013506+0.00031266i,-0.00033996+0.0013401i,0.00025206+0.001192i,-4.9881e-05-0.00040562i,-0.00083307-0.0012924i,-0.0014428-0.00079169i,-0.00089114-0.00026369i,0.0001591-0.00025905i,-0.00027239-7.1517e-05i,-0.00045145-7.3556e-05i,-0.00017621+0.00064673i,-0.00015768+0.0011618i,-0.00012403+0.00072521i,-1.5997e-05+0.00019847i,0.00036565-0.00044393i,0.00046938-0.0010449i,0.00044251-0.00091772i,-5.2289e-05-0.00043581i,-0.00089149-0.00070385i,-0.0012191-0.00080582i,-0.00057836-0.00074468i,0.00058115-0.0003187i,0.00086552+0.00053724i
-0.0012362-0.00017334i,-0.0015189-0.00023502i,-0.0025122-0.0018033i,-0.003314-0.0018037i,-0.0039159-0.00084433i,-0.0035664+0.00011i,-0.0022261+0.00011291i,-0.0014672-0.001148i,-0.0013829-0.0010047i,-0.0011264-0.00040069i,-0.00069209-0.00054578i,0.00017952+0.00016802i,0.00076464+0.00022096i,0.00072357+0.00011681i,0.00063359+0.00022801i,-0.00028717-0.00046293i,-0.00048132-0.00047878i,0.00054001+0.00035725i,0.00019422+0.0006331i,-0.0013881+0.00044303i,-0.0013203-6.7232e-05i,6.0473e-05-0.00053429i,0.00037142-5.3909e-06i
-7.0376e-06-0.00042243i,-4.6476e-05-0.00075561i,-0.0001003+0.00013436i,-0.0015555+5.8705e-05i,-0.0030382-0.00034817i,-0.0017724-2.1595e-05i,-0.00053225+0.00043209i,-0.00036563+0.00030393i,-0.00013655-0.00015794i,-0.00040948-0.00051127i,-0.00031232-0.0001806i,-0.00010753+7.251e-05i,-0.00023207-0.00025969i,-0.00074258+6.2618e-05i,-0.00074099+0.00022427i,-0.00018952+1.5738e-05i,-0.00088528+0.00015786i,-0.00084996+0.00032483i,-0.00010438-0.00021284i,0.00023966-0.00024366i,0.00033995+0.00039539i,0.00041912+0.00042593i,9.7381e-05+0.00056553i
0.0035426+0.00032731i,0.0032323-0.0011254i,0.0026438-0.0032651i,0.0010827-0.0049287i,-0.00071699-0.0036982i,-0.0017619-0.0009095i,-0.0012135+0.00055114i,-0.00060444-0.0001529i,-0.00056389-0.00066365i,0.00045126-9.8505e-06i,0.0010069+5.9348e-05i,-0.00025795-0.00058845i,-0.00087813-0.0010268i,-0.00030927-0.00045178i,0.0006887+6.1381e-05i,0.00054119+0.00027164i,4.5748e-05+0.00033194i,-5.1262e-05+0.00057735i,-0.00021292+0.00029929i,-8.4488e-05-0.00051065i,-7.719e-05-0.0002538i,0.00011961+0.00038761i,0.0011855+0.0011221i
7.9905e-05+0.00080373i,0.00034593+0.00024462i,0.00039737+3.5241e-05i,-0.00036759-0.00063745i,-0.001493-0.0011792i,-0.0015175-0.0009842i,-0.00064956-0.00025632i,-0.00053519-0.00011815i,-0.00070535-0.00066612i,-0.0005079-0.00075871i,-0.0003663-9.4922e-05i,-0.00060169+0.00091054i,-0.00028786+0.00050519i,0.00079745-0.00071842i,0.0011503-0.00044343i,0.00077982+0.00061228i,0.00065444+0.00061416i,0.0010584+0.00012229i,0.00044166+1.9558e-05i,-0.00074448-0.00010123i,-0.00027209+0.00021903i,0.00056905-0.00015825i,0.00030515-0.00073308i
0.00053722+0.00045196i,0.00017247+0.00025245i,-0.0011958+0.00065338i,-0.0014515-0.00017805i,-0.0015974-0.0011733i,-0.0015491-0.0010212i,-0.0016489-0.00032951i,-0.0010604-0.00014164i,0.00010886+5.7946e-05i,0.0006169+0.00030375i,0.00063487+0.00046276i,-6.5173e-05+0.0006468i,-0.00061874+0.00020011i,-0.000627-3.7118e-05i,-0.00021197-0.0002376i,0.00066402-4.8001e-05i,0.00054779+0.00054162i,-2.3478e-05-0.00029013i,0.00017807-0.0010563i,0.00092417+7.2429e-06i,0.0011932+0.00061761i,0.00074959+0.0006451i,0.00025253+0.00071632i
0.0024237+0.0025006i,0.0025401+0.0022755i,0.0015701+0.002436i,0.00080443+0.00087783i,-0.00048743-0.00028086i,-0.00079288+0.0010709i,-0.00040785+0.0019536i,-0.00025084+0.0014921i,-0.00060127+0.00083216i,-0.00049644+0.00037221i,-0.00037047-0.00061587i,-0.0007264-0.0014276i,-0.0011708-0.0011517i,-0.0011453-0.00097044i,-0.0006631-0.00062231i,-0.00020472-3.434e-05i,0.0005167-0.00024014i,0.00070201+0.00029087i,0.00025966+0.00014732i,-0.00020266-0.00084967i,-0.00041622-0.00089354i,-0.00012999-0.00069161i,0.00042319+3.5174e-06i
-0.0014647+0.00024835i,-0.001981-0.00019165i,-0.0024456-0.00014464i,-0.0021618-0.00051527i,-0.0024586-0.0017072i,-0.0021878-0.00094175i,-0.0013664+0.00078681i,-0.00049518+0.00084801i,-0.00056543+0.00070508i,-0.00078641-2.0439e-05i,-6.7761e-05-0.0005059i,-5.863e-05+0.00072928i,-0.0005179+0.0010321i,-0.00049187+0.00069431i,-0.00039324+0.00043932i,-0.00042415-0.00010842i,-0.00034792-0.00016579i,-9.3004e-05-0.00016888i,0.00019838+0.00018313i,0.00026767+0.00031184i,0.00010932+0.00011919i,3.8392e-05+0.000229i,0.00033083-0.00014649i
0.00015031-6.4481e-05i,-0.00068204+8.9682e-06i,-0.0015624+7.9883e-06i,-0.0025555-0.00037633i,-0.0032192+3.1895e-05i,-0.0018424+0.00053303i,-7.5526e-05+0.00073034i,-3.7166e-05+0.0010763i,-0.00098833+0.00096751i,-0.0010947+0.00032919i,-0.00045723-0.0001538i,-0.00023419-0.00052791i,-0.00043381-0.00082431i,-7.2575e-05-0.00081917i,-8.8231e-06-0.00079254i,0.00015493-0.00084209i,0.00083794-0.0004155i,0.00041716+1.9008e-05i,6.1065e-05+3.5623e-05i,-0.00012994+0.00017294i,-0.00016031-9.4979e-05i,0.00021536-0.0001699i,0.0005371-0.00062626i
-0.0012937+0.0013468i,-0.001358+0.0012096i,-0.0013284+0.00098069i,-0.0013554+0.00032671i,-0.0019964-0.0002434i,-0.0025031+0.00029092i,-0.0009994+0.00019781i,-0.00042433-0.00013006i,-0.0005561+0.00010284i,-0.00087787+0.00020442i,-0.0010485+7.3443e-05i,-0.0002424+0.00084974i,2.3432e-05+0.00096385i,-0.00022388+0.00032238i,0.00024944+0.00031959i,0.00091748-0.00083719i,0.00060559-0.0010775i,-0.00036196-0.00015585i,-0.00049101+0.00072763i,7.6847e-06+0.00096949i,0.00067097+0.000327i,0.00087882-0.00020369i,0.00062071-0.00018451i
0.0011022-0.0015868i,-0.00028683-0.0019632i,-0.0010482-0.003528i,-0.0022836-0.0039762i,-0.0037796-0.002796i,-0.0023065-0.00051161i,-6.0041e-05+0.00098022i,0.00014164+0.00092144i,-0.00050945+0.00019023i,-0.00046554-0.0002712i,-0.0002103+0.00022402i,-0.00021746+0.0005534i,-0.00056183+0.00047617i,-0.0010501+0.00081032i,-0.001291+0.00070571i,-0.00090221+5.0208e-05i,-1.0881e-05-0.00019158i,9.4378e-05+2.7314e-05i,0.00018571+0.00064603i,0.00020573+0.0001439i,-0.00017813-0.00038072i,-0.00014594+4.943e-05i,0.00029928-0.0001196i
-0.0010251+0.00073306i,-0.0011025+0.00058898i,-0.0020392+0.0016391i,-0.0027809+0.0015505i,-0.0028821+0.00081399i,-0.0019703+0.00059082i,-0.0012112+0.00037254i,-7.8967e-05-5.6191e-05i,0.00020209-0.00048958i,-0.00034078-0.00058796i,-0.00035083-0.00053977i,0.00031149-2.3058e-05i,0.00045429+9.3057e-06i,7.5993e-05-0.00060299i,-0.00021804-0.0007104i,-0.00064149-0.00063461i,-0.00033256-0.00069703i,9.5326e-05-0.00077405i,0.00014393-0.00086492i,0.0002486-0.00036329i,0.0004172+2.0798e-05i,0.00030207-0.00017847i,3.0111e-05+0.00011454i
6.7871e-05-0.00044344i,-0.00056899-0.0012521i,-0.0012168-0.0016242i,-0.0020599-0.0015782i,-0.0029902-0.0011934i,-0.0028488-2.6947e-06i,-0.00076099+0.0010662i,0.00046119+0.00089871i,-0.00013898-5.3581e-05i,-0.00057716-0.00042168i,-0.00094497+0.00052429i,-0.0014626+0.0013591i,-0.0011309+0.0016044i,-3.5712e-05+0.0012137i,6.4952e-05+0.00077021i,-0.00034827+0.00085189i,0.00027607+0.00070782i,0.00032419+0.00022736i,-0.00052485+0.00010255i,-0.00045021+0.00069089i,-0.00012845+0.0010978i,0.00043017+0.00089198i,0.00058745+0.00032777i
-0.00015874+0.00036293i,-0.00042879+0.00067613i,-0.0014283+0.00099151i,-0.0024623-0.00015367i,-0.0026016-0.00064365i,-0.0011064+0.00026759i,0.0007925+0.00087527i,0.00093499+0.0010236i,-0.00048687+0.00074497i,-0.00072999+8.2795e-05i,-0.00058377+6.8582e-05i,-0.000393-0.00063595i,-5.5641e-05-0.0010845i,-0.00043714-6.3073e-05i,-0.00096979+0.00040256i,-0.00050035-8.6619e-05i,0.00046753-0.00011896i,0.00054649+0.00050368i,-0.00010752+0.00070435i,-0.0004608-7.975e-05i,4.6498e-05-0.00039126i,0.00063631+4.3442e-05i,3.8561e-05+0.00035748i
-0.0021794+0.00022464i,-0.0021367-0.00010557i,-0.0021314+0.00048024i,-0.0015852-0.00025324i,-0.00091748-0.00054163i,-0.00014997-0.00019786i,0.00018687+0.00038728i,0.00011866-8.8626e-05i,-0.0010811-0.00066475i,-0.0016733+4.3855e-05i,-0.0011338+0.001111i,-0.00020895+0.001091i,0.0002635+0.00034202i,-0.00017274+0.00019758i,-0.00040049-0.00042459i,-8.6892e-06-0.00090616i,-6.0064e-05-0.00035779i,-0.00024188-0.0004195i,0.00024751-0.0006852i,0.00015858-0.00011208i,0.00023195+0.00048282i,0.00037342+0.0010638i,7.2899e-05+0.00080292i
-0.0001078-0.0011281i,-0.0010316-0.00012063i,-0.0027735-0.0012231i,-0.0040833-0.0017277i,-0.0045639-0.00028984i,-0.0035076+0.0011119i,-0.0014932+0.00081722i,-0.00069734-0.00052865i,-0.0009003-0.0014551i,-0.0011402-0.0010196i,-0.0013518+0.00036146i,-0.0014628+0.00098125i,-0.0012468+0.00084106i,-0.00056815+0.0010036i,0.00027966+0.0011492i,0.00081966+0.00069187i,0.0012266-0.00032002i,0.001088-0.0011408i,0.0002759-0.0010389i,0.00028536-0.00059391i,0.00038186+0.00010618i,0.00079536+0.00041458i,0.00052744+0.00015362i
0.0013182-0.0017636i,0.00096684-0.0018515i,-6.7102e-05-0.00294i,-0.0016838-0.0030148i,-0.0026102-0.0027037i,-0.0028112-0.0013118i,-0.0015421+0.00045998i,-0.00066003+0.00074615i,-0.00091006+0.00083295i,-0.00076706+0.00089884i,-0.00066975+0.00035219i,-0.00040529-7.1902e-05i,3.2964e-05+0.00011499i,-0.00036631+0.00019312i,-6.8085e-05+0.00013911i,-2.1773e-05-5.2723e-05i,-0.00060254-9.4814e-05i,-9.1367e-05-5.4152e-05i,0.0002494+0.00017038i,7.8109e-05+0.00084383i,0.00052953+0.00057337i,0.00048417-0.00019799i,-0.00035771-0.00031403i
0.0020753-0.0011219i,0.0014137-0.00085207i,0.00021268-0.0017714i,-0.001882-0.0037217i,-0.0035072-0.0033375i,-0.0029108-0.00015886i,-0.001421+0.0014589i,-0.00046743+0.00078717i,-2.1735e-05+0.00014715i,-0.00013813+0.00037505i,-0.00038303+0.0007054i,-0.00041024+0.00047871i,0.00013624+0.00045374i,0.00099234-0.00050269i,0.00081963-0.0010437i,0.00021917-0.000543i,-0.00035314-4.6417e-05i,-9.7854e-05+0.00025654i,0.0013389+0.00018487i,0.0013632-0.00014578i,6.7722e-05-0.00071317i,-0.0011765-0.00086698i,-0.00046935-9.5772e-05i
9.1641e-05-0.00095304i,0.0002327-0.00054175i,-0.00028641-0.00067427i,-0.0016899-0.00089502i,-0.0023578-0.00037145i,-0.0019015+0.00060817i,-0.0010253+0.0011194i,-0.00027575+0.00027964i,-1.5395e-05-0.00040501i,0.00014787-0.00034776i,-9.783e-05-0.00081453i,-0.0005697-0.00087228i,-0.00052323-8.5828e-05i,-0.00061139+0.00031557i,-0.00038337-5.772e-05i,0.00017283-0.00018582i,0.0003762-0.0005537i,0.00020459-0.00074989i,-0.00084005-0.00020983i,-0.0012466+9.2636e-05i,-0.00061444+0.0001754i,-0.00022246+0.00022607i,-0.000267+0.00019964i
3.599e-05-0.00033293i,-0.00018089-0.00089822i,-0.00026945-0.0018839i,-0.0011285-0.0025883i,-0.0019834-0.0019221i,-0.0021036-0.00017576i,-0.00089492+0.00097042i,-0.00065509+2.1716e-05i,-0.0011709-0.001308i,-0.0008222-0.0014857i,9.6746e-05-0.00047684i,0.00026229+0.00017642i,-3.2651e-05-0.00033981i,-3.3035e-05-0.0010658i,-0.0001509-0.00088783i,-9.9366e-05-0.00030203i,-0.0001348+0.00021101i,0.00025967+0.00018239i,0.00076482-0.00018747i,0.00044628-0.00041787i,0.0001953+0.00034347i,0.00044056+0.00045413i,0.00042961+0.00027214i
0.001235-0.00074852i,0.00098638+0.00016796i,-8.1959e-06-0.00044296i,-0.00092719-0.0019205i,-0.0019274-0.0025607i,-0.0019854-0.00061525i,-0.0010887+0.0012863i,-0.0006512+0.0014041i,-0.0012226+0.0011436i,-0.00046467+0.00084281i,0.00074176-7.3204e-05i,0.00053901-0.001043i,0.00019559-0.0011116i,-2.1486e-05-0.00055251i,1.593e-05+0.00063454i,-0.00039042+0.0017589i,-0.00043528+0.0014948i,4.5766e-05+0.00022642i,0.00025497-0.0007114i,-0.00021264-0.00034534i,-0.00055772+0.00020819i,-0.0011112+0.00012789i,-0.00096584+0.00047044i
0.0016694-0.00082983i,0.0012219-0.0011378i,0.0010493-0.0021553i,-0.00051296-0.0035275i,-0.0027638-0.0035115i,-0.0022059-0.0016696i,-0.00090766-3.3592e-05i,-0.00021177+0.00028525i,-0.0001853-0.0001913i,-0.00012847-0.0012553i,2.5984e-07-0.0012582i,-0.00042576-6.6643e-05i,-6.9002e-05+0.00054358i,-0.0002392+0.0010036i,-0.00012034+0.00046772i,0.0003778-0.00072984i,-9.0614e-05-0.00051774i,-0.00074497+0.00037049i,-0.0008946+0.00052395i,-0.00028127-9.4863e-05i,-0.00033172-0.00016243i,-0.00089083+0.00016781i,-0.00033176+0.00030056i
0.00086333+0.00051806i,0.0008113-0.00055585i,-0.00041444-0.0012498i,-0.000631-0.0017063i,-0.0012924-0.0016414i,-0.0017901-0.00032877i,-0.0012631+0.00042731i,-7.6162e-05+0.00018262i,-1.6086e-05-0.00016617i,-5.3182e-05+8.7436e-06i,-0.00041575+6.6629e-05i,-0.00092758+3.4681e-05i,-0.00042071+0.00043577i,-1.2778e-05+0.00036458i,0.00053848-0.0007014i,0.00061463-0.00059114i,-4.3416e-05-0.0004254i,-0.00031233-0.0010233i,-0.0004467-0.00066281i,-0.00011253-0.00012184i,-0.00018216+0.00031202i,-0.00035749+0.0010273i,0.00018841+0.0009648i
-0.0011616+0.00077094i,-0.0019181-0.00021158i,-0.0039834-0.00013261i,-0.0032874+0.0011556i,-0.0027646+0.00225i,-0.0031661+0.0026494i,-0.0015072+0.0021289i,-0.00019761+0.0010498i,-0.0004786+0.00017143i,-0.00031272-0.0008448i,-3.0848e-05-0.0006723i,-0.00051467-6.7284e-05i,-0.00084955+6.8936e-05i,-0.0007294-3.02e-05i,5.5205e-06-0.00038863i,-2.5246e-05+7.2658e-05i,-0.00073337+0.00042658i,-1.5185e-05+0.00038715i,0.00066519+0.00043336i,-2.8507e-05-4.7147e-05i,-0.0006105-0.00034134i,-0.00070369+0.00021913i,-0.00019827+0.00035693i
0.0010211+0.00011846i,0.0005864-0.00038682i,-0.00020033-0.0016334i,-0.000465-0.0024112i,-0.00052898-0.002108i,-0.0015034-0.00052834i,-0.0012647+0.00041046i,-0.00040455+0.00014766i,4.2585e-06-0.00072404i,0.00020687-0.0011992i,-0.00029626-0.0010148i,-0.00099834-0.00015919i,-0.0010454+0.00012216i,-0.00099402+0.00066302i,-0.0010108+0.00093728i,0.00030086+0.00060463i,0.0009873+0.00032355i,0.00015976-4.5892e-06i,0.00052787-0.00017474i,0.0012401+0.00049514i,0.00086968+0.00079135i,0.00010562-0.00010399i,9.5693e-05-0.00066008i
0.00094289-0.0012704i,0.00067412-0.0018761i,-0.001422-0.0018531i,-0.0029478-0.0016668i,-0.0031701-0.00057062i,-0.0021934+0.0014065i,-0.00020985+0.0014508i,0.0006819+0.00056747i,0.00045537-0.00018198i,-0.00021964-0.00092014i,-0.00058215-0.00082662i,-0.00072007-0.00040285i,-0.0010226+0.00014931i,-0.00097332+0.0010512i,-0.00087132+0.001167i,-6.1714e-05+0.00047444i,0.0010048-0.00026483i,0.0002049-0.00038502i,-0.0003493-0.00061922i,-8.6537e-05-0.00058835i,0.00018951-0.00018034i,0.00016349-0.00033593i,-0.00051729-0.00033207i
-0.0008138-0.0023882i,-0.0014507-0.0023786i,-0.0033362-0.001621i,-0.0039866-0.00083677i,-0.0027645+0.0003162i,-0.0013366+0.0018397i,-0.00021318+0.0016305i,7.8556e-05+0.0008839i,7.5524e-05+0.00022713i,-0.00061194-0.00024711i,-0.00067442+0.0002311i,-0.00044932+0.00061509i,-0.00063733+0.00053687i,-0.00079092+0.00035721i,-0.0010447+0.00039233i,-0.0010039+0.00033463i,-0.00081886+5.4858e-05i,-0.00083109-0.00030261i,-0.00069364-1.3711e-05i,-0.00054175+0.00042879i,-0.00017602+7.2253e-06i,0.00031072+3.6963e-05i,0.00065715+0.00069684i
-0.0011594-0.0026731i,-0.0004835-0.0024742i,-0.00042083-0.0018817i,-0.0016171-0.001685i,-0.0030815-0.00099611i,-0.0021508-0.00056962i,-0.00043338-9.7063e-05i,0.00088571-5.2468e-06i,0.001021+3.8835e-05i,0.00064299-4.1701e-05i,-0.00021394+0.00018072i,-0.0005938+1.208e-05i,-0.00066602-0.0001296i,-0.00099289+0.00024599i,-0.00072061+7.8333e-05i,-2.929e-05-0.00013414i,0.00022607-0.00032955i,0.00036824-0.00031331i,0.00039925-0.00079472i,-0.00017533-0.00074035i,-0.00076478+0.00022971i,-0.00045034+0.0010096i,-4.003e-05+0.00087978i
0.0012206-0.00087373i,0.0014337-0.00025749i,0.00030711-0.00050865i,-0.0013705-0.0016283i,-0.0030194-0.0015512i,-0.0023167-0.00062004i,0.00017655+0.00029756i,0.0011141+0.00037421i,0.00010969-0.00011695i,-0.00062704+0.00030032i,-0.00050343+0.00010807i,-0.00051297-0.00011174i,-0.00012255-1.338e-06i,0.00077422+0.00024328i,0.00091982+0.00024369i,0.00052266+6.3194e-05i,0.0002334-0.00014417i,-0.00029994-0.00065774i,-0.00069929-0.0011163i,-0.00054953-0.0007145i,-1.8539e-05+0.00066998i,-1.9236e-05+0.00067673i,-0.00075688+0.00019941i
-0.00050032-1.965e-05i,-0.00084034-0.0005611i,-0.0011737-0.00014761i,-0.00173-0.00021332i,-0.0019936-0.00080193i,-0.0024649-0.00044448i,-0.0024734-0.00029547i,-0.0015246-0.0007743i,-0.0012705-0.00053938i,-0.00031101-0.00035546i,5.4349e-05-0.00079973i,-0.00058816-0.00084269i,-0.00063772-0.00084479i,-0.00010432-7.8945e-05i,-0.00010191+0.00015634i,0.00041999-1.3034e-05i,0.00093551+0.00011562i,0.00046648-0.00033786i,0.00026675-0.000634i,0.00019842+0.00017878i,-0.00017882+0.00098536i,-0.00029276+0.00052976i,0.00011639-0.00016664i
0.0010236-0.00023175i,0.00046615-0.00091329i,0.0019063-0.0016607i,0.00051272-0.0021611i,-0.001994-0.0018648i,-0.0020171-0.00045245i,-0.00058497+3.6209e-05i,0.00035551-0.00020314i,0.00075686-0.00057041i,-9.3825e-05-0.00095436i,-0.00050247-0.00078855i,-0.00040723-0.00023104i,-8.8057e-05+0.0010961i,0.00052427+0.0012728i,0.00064826+0.00021565i,0.00032407+0.00039167i,0.00055672+0.0009077i,0.00048061+0.00043227i,-6.48e-05-0.00015638i,0.00020096-7.019e-05i,0.00080874+0.00045115i,0.00086164+0.00023416i,0.00060141-0.00029535i
0.00017939+0.00044465i,0.00021624+0.00063881i,-0.0010095-8.0607e-05i,-0.0023169-0.0013052i,-0.0028618-0.0014383i,-0.0026258+0.00031634i,-0.0011556+0.0019961i,-0.00036648+0.0017329i,-0.00091225+0.00026155i,-0.000409-0.0011009i,0.00054061-0.00085382i,0.00047924-0.00033689i,-0.00042035+9.0724e-05i,-0.00061391+0.00056035i,-0.00020627+0.00065976i,-6.8388e-05+0.0003791i,0.00068945+0.00025359i,0.001706+0.00073837i,0.0011824+0.00030226i,8.4536e-05-0.00080482i,8.353e-05-0.000602i,0.00033914+1.3897e-05i,0.0003451+0.00048073i
-0.0019525+0.0004033i,-0.0016805+5.1202e-05i,-0.002631-0.0007101i,-0.0034372-0.0015378i,-0.0022671-0.0012859i,-0.00084936-0.00038969i,-0.00065136-0.00015126i,-0.00077826-0.00056817i,-0.00106-0.0011009i,-0.00014024-0.00070541i,0.00022189+0.00060962i,-0.00014571+0.0010807i,-0.0010806+0.00097519i,-0.0014974+0.0011478i,-0.0010286+0.00073448i,-0.00061905+2.0798e-05i,-0.00010363-0.00054411i,-0.00016992-0.0010751i,-0.00011926-0.0012086i,-0.00018869-0.00091607i,-0.00051596-0.00034121i,-0.0008977+0.00012958i,-0.00046757+0.00088981i
0.00027142-0.000249i,-0.00053158+0.00079229i,0.00015074+0.000481i,-0.00010724-0.00016513i,-0.0015722-0.00019886i,-0.0019711-0.00020489i,-0.0013524+0.00017085i,-0.00059862-0.00036691i,-0.00061803-0.0012133i,-0.00036838-0.0014775i,4.3507e-05-0.0014049i,-0.00019388-0.00060194i,-0.00012516+0.00038277i,-0.00030487+0.00065935i,-0.00063756+1.4584e-05i,-0.00019154+0.00011381i,0.00059919+0.00043087i,0.00075056+0.0003343i,0.00028672+0.00013813i,0.00047851-0.00054076i,0.00037058-0.0005582i,5.9723e-07+0.0004424i,0.00010778+0.0011504i
0.00042694-0.0018252i,0.00051413-0.0018558i,-0.0005348-0.0020445i,-0.0017669-0.0032148i,-0.0023219-0.0029815i,-0.0020939-8.9477e-05i,-0.00053206+0.0014386i,0.00038925+0.00063985i,0.0003092-0.00046331i,0.00049867-6.1335e-05i,0.00019964+0.000223i,-0.00042782-8.5587e-05i,-0.00025159+0.00069603i,-0.00058765+0.00080776i,-0.00059919-0.00013492i,2.7607e-05+0.00021559i,-0.00023484+0.00037195i,-0.00020928-0.00014969i,0.00010599-0.0002619i,-0.00065394-0.00020759i,-0.0010873-0.00010122i,-0.00085584-0.0001798i,-0.00067288-0.00033392i
-0.00051265+0.00023222i,-2.0197e-05+0.00033415i,0.00055055+0.00087617i,-0.00061769+8.2759e-05i,-0.0019631-0.00071735i,-0.0017355-0.00077504i,-0.0013063+5.6034e-06i,-0.00097646-8.7946e-05i,-0.00032779-0.0002494i,2.7827e-05+0.0008614i,0.00021451+0.00030121i,0.00085307-0.00016722i,0.0011695+0.00058823i,0.00064755-1.6847e-06i,0.00097272-0.0003508i,0.001237-0.00079103i,0.00043297-0.001078i,0.00014884-0.00018014i,0.00055007+0.00046111i,4.7707e-06+0.00063901i,-0.00036526-6.7491e-05i,0.00028187-0.00039405i,0.00080364+0.00021263i
0.0010267-0.00165i,-0.00022405-0.00090808i,-0.0012856-0.0018627i,-0.0022468-0.0029987i,-0.002789-0.0025098i,-0.001778-0.00052937i,-0.00043036+0.0012314i,-0.00010674+0.00074343i,-0.00074554-0.00063945i,-0.0010398-0.0012425i,-0.00058822-0.0013238i,-0.00083518-0.00049876i,-0.0014011-0.00082549i,-0.0013513-0.001192i,-0.00044116+7.2083e-05i,-0.00033724+0.00061999i,-0.00048902+0.00061712i,-0.00039577+0.00076831i,-0.00038785-7.181e-05i,-0.00027906-0.00058449i,-0.00046401+0.00011647i,-0.00057119-7.002e-05i,4.0877e-05-0.00017738i
0.0019528+0.00021686i,0.0012047-0.00051135i,0.0014983-0.0016203i,0.00045851-0.0020043i,-0.0014389-0.0017511i,-0.00070768-0.00021994i,0.00014101+0.00095349i,-0.00036407+0.00034362i,0.00013276-0.00039519i,0.00018326-0.00059061i,-0.00045627-0.00011996i,-0.00072103-0.00020495i,-0.0013827-0.00080498i,-0.0010845-0.00054234i,-0.0006222-0.0006123i,-0.00043507-0.0007474i,-7.4999e-05-0.00036227i,7.6489e-05-0.00053471i,0.00028668-0.00064168i,0.00052932-0.00053401i,0.00021657-0.00039103i,-0.00082068-0.00032009i,-0.0013701-0.0006502i
5.4809e-05+0.0016063i,8.0509e-05+0.0011015i,0.00038873-0.0005933i,-0.0015311-0.0022594i,-0.003116-0.002971i,-0.0024126-0.0015953i,-0.0010604-0.00028074i,0.00026637-0.00015553i,0.00045496+6.262e-05i,0.00074073-0.0002487i,0.00049656-0.00056883i,-0.00088983-0.00033089i,-0.00050329-0.00014829i,0.00025168-0.00023283i,0.00020378-0.00027996i,0.00042411-0.0002533i,0.00026377-0.0001409i,-0.00050874-0.00043264i,-0.00050731-0.00090231i,-1.7425e-05-0.00062356i,0.00073305-0.00077796i,0.00078081-0.001104i,0.0002927-0.0010051i
