-0.0021372-0.00091746i,-0.0031802-0.00022316i,-0.0031393+0.00061103i,-0.0025399+0.00037663i,-0.0020103-0.00041573i,-0.0018307+9.3093e-05i,-0.0011579+0.0013791i,-4.0917e-05+0.0012829i,0.00050021+0.0010651i,0.0005726+0.0014458i,0.00078221+0.0013788i,0.00044989+0.00086796i,0.00032841+5.5858e-05i,0.00092841+0.00023695i,0.0012106-0.00034029i,0.00073741-0.00097603i,0.00069315-0.00035545i,0.00071112+0.00030988i,0.00027946-6.0196e-05i,0.00019569+0.00014914i,0.00016066+0.00032932i,1.1369e-05+0.000251i,-6.4626e-05+2.8669e-05i
-0.00067224+0.0041597i,-0.0003435+0.0036618i,0.0012018+0.0034409i,0.0015812+0.0021213i,0.0011054+0.0011109i,0.00017455+0.00074475i,-0.00041698-0.00020682i,0.00011035-2.7548e-05i,0.00048112+0.00085155i,0.00098406+0.00035946i,0.001058-0.00046675i,0.00063172-0.00089403i,-0.000386-0.0021729i,-0.0012951-0.0025352i,-0.00087033-0.0016134i,0.00019284-0.0013732i,-0.00013863-0.00097332i,-0.00035382+3.0921e-05i,0.0006856+0.0011794i,0.00082544+0.00084341i,0.00098031+0.00020673i,0.0010043+0.00051516i,0.00097656+0.00049583i
0.0020583+4.5252e-05i,0.0016644+0.00025589i,0.00097232+0.00038191i,0.0011359-1.5983e-05i,0.0010396+0.00075709i,0.00063295+0.0013138i,0.00070851+0.00029884i,0.00072422+0.00015439i,0.00093581+0.00019505i,0.0010322-0.00063697i,0.0004597-0.0015785i,-6.0582e-05-0.00099659i,-7.2172e-05+3.858e-05i,-0.00035844-0.00015346i,-0.00039544-0.00085283i,6.7092e-05-0.00088638i,-0.00024693-0.00032929i,-8.4862e-05-0.00035137i,-5.5091e-05-5.7581e-05i,-0.00039004+0.00015699i,-0.00023468-0.00054668i,0.00043984-0.00058908i,0.0004327+0.00026699i
0.0006418-0.0033431i,4.9e-05-0.0042734i,-0.0012678-0.0046727i,-0.0029362-0.0032169i,-0.0032836-0.00056128i,-0.0015914+0.00073066i,-0.00047439+0.00036182i,-3.3061e-05+7.9715e-05i,-0.00052117-0.00026681i,-0.00089936-0.00098235i,-0.00094428-0.00031961i,-0.00054912+0.00092587i,0.00022495+0.00066616i,0.0008419+0.00017297i,0.00047364+0.00033305i,-0.00065229-0.00028803i,-0.00066127-0.0010327i,0.00035239-0.00065328i,0.0006367+0.00026951i,0.00061008+0.00078335i,0.00029595+0.00086609i,-0.00061894+6.5166e-05i,-0.00062117-0.00068353i
0.00029438+0.0020913i,0.00059847+0.0025847i,0.0013247+0.0032904i,0.0011562+0.0029196i,0.00067543+0.0021895i,-8.3846e-05+0.0014004i,0.00017408+0.00069063i,0.00060125+0.00041255i,0.00078717-0.00012165i,0.0016501-0.0010996i,0.0019723-0.00084641i,0.0011012-0.00057081i,6.7627e-05-0.0011326i,-0.00014767-0.0011434i,-0.00011491-0.0013657i,-0.00071324-0.0013533i,-0.00047001-0.0007587i,0.00065763-3.8286e-05i,5.9113e-05+5.0075e-05i,-0.00053041+6.8585e-05i,-0.00050546+0.00051122i,-0.00018661+3.5314e-06i,0.0002557-0.00043274i
-0.000469+8.9e-05i,-0.00055148-0.00039286i,-0.0014533-0.0014199i,-0.0016186-0.00081486i,-0.0012871+0.00064469i,-0.00097551+0.0011101i,-0.001054+0.00094648i,-0.0013971+0.00099817i,-0.00086693+0.00045228i,-0.00041818-0.00066439i,-0.00041148-0.0009404i,-0.00019835-0.00049038i,4.9577e-05+0.00014573i,-0.00030375+0.00016639i,-0.00068747-0.00036613i,-0.00015666-0.00044859i,-5.2649e-05-0.00018845i,-0.00064639-0.00059692i,-0.00074701-0.00031223i,-0.0008065+0.00036152i,-0.0009126+0.00042457i,-0.00085976+0.0011547i,-0.00048985+0.0011257i
-0.0021359+0.0021408i,-0.0013994+0.0020701i,-0.0010728+0.0027252i,-0.00019978+0.0031611i,0.00058165+0.0023366i,0.00025144+0.00010229i,0.00036942-0.001047i,0.00091026-0.0014019i,0.0007875-0.0016408i,0.00056336-0.00097715i,0.00011228-0.00027775i,0.00037908-0.00045772i,0.00071146-0.00048999i,0.00079048-0.00080929i,0.00087212-0.00085534i,-0.00025818-0.0003275i,-0.00096942+6.4604e-05i,-0.00073943+0.00018934i,-0.00048293+0.00069829i,-9.696e-05+0.00073625i,0.0003929+0.00033677i,0.00060769+3.0297e-05i,0.00043397-0.00053704i
-0.0010325+0.0024828i,-0.00094376+0.0025807i,-0.00034724+0.0035388i,0.00067435+0.0027699i,0.00091838+0.00087289i,0.000292+0.00018985i,-0.00041196+3.9401e-05i,-0.0010643+0.00036236i,-0.0005818+0.0007869i,-0.00013352+0.00045069i,0.00031967+6.0563e-05i,0.0012696-5.7339e-05i,0.0013912-0.0010464i,0.0013254-0.0020792i,0.0014374-0.0018668i,0.0010191-0.00088257i,0.00093851-0.00030742i,0.00036312+8.0003e-06i,0.00027275+0.00088474i,0.00069325+0.00087074i,-0.00010806+0.0004874i,-0.000381+0.00017315i,0.00028467-6.7682e-05i
0.00021766-0.00031028i,-0.00086693+0.00051738i,-0.001006-0.00033071i,-0.0017672-7.8521e-05i,-0.0020242+0.00085715i,-0.00096742+0.0011777i,-0.00022391+0.00091089i,0.00059666+0.00078138i,0.00097175+0.00016692i,0.00043714-0.00038552i,-0.00031164+0.00045611i,-0.00061812+0.0010657i,-0.00016879+0.00096051i,-0.00021615+0.00089938i,-0.00041544+0.0006549i,-0.00021782-0.0001523i,0.00017838-0.00085609i,0.0006611-0.0011889i,0.00074288-0.00045726i,0.00052827+0.00059624i,-3.9261e-05+0.00036604i,0.00029776-0.00033909i,0.00080531-0.00028299i
-0.00037484+0.00052939i,0.00034967-0.00011813i,0.00052162+2.3164e-05i,0.00019955+0.0012617i,0.00010513+0.0020524i,0.00027965+0.0020365i,0.00053353+0.00045314i,0.0001222-0.00010097i,-2.303e-05-6.033e-05i,0.00024109-0.00032632i,0.00059456-0.00019326i,0.0010351+0.00036435i,0.00053692-0.00014707i,0.00037663-0.0011536i,0.00013198-0.00068252i,-0.00035984+0.00041342i,0.00033794+0.00075336i,0.00079545+0.0013065i,-7.4495e-05+0.0015813i,-0.00091338+0.00066144i,-0.00045391-7.2513e-05i,-0.00027678-0.00027075i,-0.00090598-0.00016688i
-0.0010418-0.00052336i,-0.0016102-0.00032202i,-0.0022104+0.00031256i,-0.0024295+0.001596i,-0.0020012+0.001633i,-0.0012906+0.00022492i,-0.0015381+5.7253e-05i,-0.00072096+0.00012293i,-0.00048248-0.00031721i,-0.00014859-0.00064985i,0.00023571-0.00049474i,-0.00030658-2.5962e-05i,9.0589e-05-0.00036972i,0.00041852-0.00055399i,0.00035502+0.00020129i,-0.00020111-3.1373e-05i,-0.00040867-0.00047864i,-0.00051883+0.0001748i,-0.0011558+0.00045536i,-0.0010554-0.00015034i,-0.00060946-0.00057336i,-0.00015212-0.00061758i,-0.00018405-0.00029444i
0.00067081+0.0032407i,0.00079895+0.0034781i,0.0033031+0.0030295i,0.0040889+0.0019193i,0.0026559+0.00076007i,0.0011376-0.00010293i,0.00041227-0.0003497i,0.00014407-0.00022759i,0.00038986-0.0012007i,0.00052053-0.0015779i,-0.00033659-0.0010056i,-0.0005804-0.00067373i,-0.00035683-0.00097443i,-0.00060156-0.001383i,-0.00030983-0.00096378i,0.0003124-7.0947e-05i,0.00073906+0.0010562i,0.00071983+0.001114i,0.00081022+0.00080296i,0.0011903+0.00074419i,0.0012603+0.00037161i,0.00090018-9.9032e-05i,0.00010777-2.688e-05i
0.0015643-0.00038763i,0.002054-0.00059986i,0.001982-0.001158i,0.00058343-0.00083986i,-0.0015202-0.00092085i,-0.0019479-0.00083579i,-0.00046484+0.00044131i,0.00054103+0.00091082i,0.00029082-0.00020984i,0.00042544-0.0011809i,0.00028429-0.0014485i,-0.00060879-0.0011807i,-0.00091636-0.00010908i,-0.00051217-0.00019954i,-6.5545e-05-0.00062416i,-0.00029029-0.00029164i,-0.00047877+0.00016404i,-0.00020547+0.0012939i,-0.0005302+0.0016948i,-0.00085631+0.00095103i,-0.0011893-0.00019507i,-0.0018367-0.0012495i,-0.0014163-0.00056625i
-0.0010575+0.00072725i,-0.00082439+0.00062051i,-2.2285e-05+0.0014075i,0.001328+0.0022526i,0.001508+0.0026725i,0.00065755+0.0016863i,0.0007238+0.00091487i,0.0011445-0.00011152i,0.00086408-0.00073977i,0.00063332-0.00047147i,0.00045636-0.00048334i,0.00036022-0.00026629i,0.00070027-0.00079366i,0.00093642-0.00098121i,0.00040377-0.00063569i,4.0811e-05-0.00060616i,7.9893e-05-0.00082536i,-0.00019103-0.00069882i,-9.8713e-05-5.4738e-05i,-0.00024058+2.9832e-05i,-0.00043325-0.00045465i,-0.00016697-0.00014728i,6.5633e-05+0.00027949i
-0.0013748-0.00098921i,-0.0014475-0.00056972i,-0.0011348+0.00043061i,-0.0016232+0.00037379i,-0.0011393-0.00036057i,-0.00037482-0.00011762i,9.5113e-05+0.00029612i,0.00070552+5.4728e-05i,0.00042406-0.00016289i,-0.00015044-0.00059814i,-0.00061089-0.00046511i,-0.00051253+0.00077218i,-0.00081599+0.00066602i,-0.00084116-0.00084821i,0.00025587-0.00083273i,0.0007512+0.00041018i,-4.9312e-05+0.0011303i,-0.00059484+0.00079562i,-0.00062606+0.00013906i,-0.00044452-3.5534e-05i,7.4765e-05+0.00032928i,0.00030539-2.1228e-05i,9.1239e-05-0.00033555i
-6.8544e-05-0.0011855i,-0.0001934-0.0011491i,-0.0005214-0.00031385i,-0.00059815+0.00016546i,-0.00014218+0.0012651i,-6.14e-05+0.0017354i,0.00052477+0.0012553i,0.0013045+0.0011745i,0.0010804+0.00045182i,-1.9106e-05-0.00027284i,-0.00057799+1.3754e-05i,0.00019924+0.0001661i,0.00076093+0.00049382i,0.00026906+0.00067167i,-0.0003478+0.00014151i,-4.8866e-05+2.3589e-05i,0.00091542+0.00019245i,0.0019114+0.00028366i,0.00090736-9.1515e-05i,-0.00087015-0.000404i,-0.00097269+1.6708e-05i,-4.6487e-05-0.00028212i,0.00081317-0.00064189i
0.00032488+0.00035891i,0.00011898+0.00067968i,0.00036842+0.00037044i,3.5756e-05-0.00017477i,-0.00011769+0.00022527i,0.00039105+0.0010915i,0.0010866+0.0011781i,0.0016967+0.00052023i,0.0009374+1.9114e-05i,-0.00039324-0.00034483i,-0.0010085-0.00085034i,-0.00075487-0.00082174i,-0.00049138-0.00070588i,-0.00034092-0.00083307i,0.00010975+4.3559e-05i,0.00063443+0.00058907i,0.0010373+6.786e-05i,0.00055116+0.00035936i,-0.0005381+0.00068074i,-0.00073427+0.00069184i,-0.00061554+0.00016147i,-0.00089182-0.0005875i,-0.00069139-0.00072747i
0.001878-0.00086334i,0.0022373-0.0010031i,0.0014046-0.00051126i,-0.00018467-0.00011381i,-0.0010845+0.00030604i,-0.0007265+0.00021363i,0.00042583+0.00018899i,0.0013174+0.0001543i,0.00038784-0.00020228i,-0.00053765-0.00041822i,-0.0003781-0.0003181i,-0.00020316-0.00067654i,-0.00049398-0.00073363i,0.00026201-0.00073989i,0.0011711-0.00060343i,0.0010183-0.00030777i,0.0002163+9.5825e-05i,-0.0006732+0.00053716i,-0.0004535+0.00066405i,0.00023196+0.00056907i,8.5697e-05+0.00039597i,-0.0002803-0.00038103i,-0.00033279-0.0011299i
0.0013234-0.0016945i,0.00054306-0.0016196i,-0.00018113-0.0023448i,-0.00097617-0.0022966i,-0.0016007-0.0010521i,-0.0015286+0.00015146i,-0.00049497+0.00042181i,0.00034502-0.00025912i,0.00090338-0.00070181i,0.00098765-0.00013899i,4.2908e-05+0.00028432i,-0.0002757+0.00036751i,-0.00012494+0.00039677i,0.0004118+0.00073034i,0.00092963+0.0007218i,0.00077258+5.1802e-05i,5.613e-05-0.00010425i,-0.00020262+0.00010311i,-9.3085e-05-0.00022652i,-0.00055346+0.00058442i,-0.00063472+0.0013682i,-4.4326e-05+0.0016006i,-0.0002683+0.00067133i
0.00027631-0.0015729i,0.00012201-0.0010001i,-0.00092678-0.00076082i,-0.0024627-0.00027902i,-0.0025841+3.0757e-05i,-0.0016271+0.00076246i,-0.00040404+0.00097018i,-0.00035566+0.00048011i,-0.00084999+0.00052966i,-0.00014805+0.00026681i,0.0001445-1.2574e-05i,9.7727e-05+0.00072074i,0.00074398+0.0012368i,0.00079828+0.0011371i,-6.0583e-05+0.0008475i,5.3978e-05+5.2386e-05i,0.0009449-7.5707e-05i,0.0010499+0.00017056i,-7.1534e-05-0.00064407i,-0.00058038-0.00072331i,1.3478e-05+0.00018933i,-6.9701e-05+0.00057531i,-8.7556e-06+0.0006539i
-0.002238-0.001688i,-0.0017788-0.0018995i,-0.0021958-0.00053514i,-0.002079+0.00025804i,-0.0010484+0.00056523i,1.8746e-05+0.00012101i,0.00074811-0.00066212i,0.00050798-0.00072274i,0.00020803-0.00089851i,-0.00022021-0.0011791i,-0.00080601-0.0017001i,-0.00023353-0.0010355i,0.00074934+0.00037418i,0.00083914+0.0003136i,0.00042058-0.00068896i,-3.3456e-05-0.00050839i,-0.00015993+0.00063879i,-6.5749e-05+0.00075673i,4.0129e-05+0.00077488i,-0.00056696+0.00087024i,-0.0012304+0.00072943i,-0.00080386+0.00073085i,-0.00021042+0.0002473i
0.0019447+0.0015836i,0.0018193+0.00093467i,0.0020681+0.00067409i,0.0014364+0.00042341i,0.00062474+0.00014553i,0.0004897+0.0003753i,0.00039121+0.00092158i,0.00072638+0.00031271i,0.0010503-0.00090661i,0.00055847-0.0012512i,-0.00013814-0.00058259i,-0.00011411+3.6066e-07i,-0.00035894+0.00075249i,-0.00082265+0.00014576i,-0.00070515-0.00037702i,-6.9944e-05+0.00039164i,9.77e-05+0.0012437i,4.4527e-05+0.0013747i,4.5958e-05+0.00048765i,-0.00012251-1.8313e-05i,-0.00068831+9.9977e-05i,-0.0012997-4.0215e-05i,-0.001018+0.00029691i
0.0021514-0.0020585i,0.0011992-0.0018026i,0.00029352-0.0018968i,-0.00051538-0.002046i,-0.0013568-0.0021664i,-0.001752-0.0011007i,-0.0010645-0.00032464i,-0.00049405-0.0005333i,-0.0004236-0.00078496i,-0.00028023-0.00017168i,-0.00074747+0.00020436i,-0.00077762+0.00044381i,-8.7726e-05+0.00021662i,0.00058539+0.00017506i,0.00024115+0.0001918i,-0.00054774-0.00039304i,0.00021546-0.00025202i,0.0013788+0.00037919i,0.0010144+0.0013878i,0.00040863+0.0013386i,4.9832e-05+0.00065429i,-3.7592e-05+0.00028772i,9.8975e-06-0.00016757i
0.0025868+0.00058242i,0.0019347-0.00088585i,0.0013855-0.0016338i,0.00095461-0.00060672i,8.2337e-05-0.0001803i,-0.00036569+0.00018021i,0.00066955+7.5425e-05i,0.00092917-3.9459e-06i,-0.0005489-0.0003955i,-0.0010543-0.0015631i,-0.00032191-0.0015282i,-0.00044661-0.0003708i,3.7536e-05+0.00039225i,0.0011357+0.00013827i,0.0011115-2.3484e-05i,0.0007003-0.00011698i,0.00042393-0.0005675i,0.0004626-0.00067282i,-1.1086e-05-0.00026984i,6.4758e-05+0.00018088i,0.00034796+0.00034845i,-1.9613e-05-0.00063872i,-0.00019526-0.0011541i
-0.0025978+0.0007898i,-0.0018058+0.0014238i,-0.0009904+0.00088825i,0.0001697+0.0011118i,0.00042506+0.0014783i,-0.00041241+0.0013924i,-0.00033807+0.00080063i,0.00028585+0.00037045i,0.00021561+0.00062229i,-0.00066666+0.00021998i,-0.0002079-0.00033219i,0.00095776-0.00023448i,0.0014134-0.00034421i,0.0011384-0.00078989i,0.00013372-0.0013249i,0.00029752-0.0015256i,0.00058299-0.0013788i,-0.00043126-0.00033286i,-0.0012274+0.00085586i,-0.001016+0.00079676i,-0.00015559+0.00029131i,0.00036683+0.00010561i,9.8414e-05+0.00023848i
0.0002187-0.0021684i,-0.00050751-0.0017984i,-0.00081631-0.0012511i,-0.0028381-0.00051889i,-0.0035764+0.00025005i,-0.0022379+0.0012412i,-0.00056366+0.00083964i,0.00060765+0.00040459i,0.00065014+0.00025566i,2.3943e-05-0.00065355i,-0.00061531-0.0010845i,-0.00089849-5.9922e-05i,-0.00011371-2.6945e-05i,0.00039392-0.00019235i,0.0002772+0.00012675i,0.00049151-0.00023603i,0.00021739-0.00050523i,-0.00034301-0.00062939i,-0.00080477-0.00034769i,-0.0010489-0.00019859i,-0.00094621-0.00074433i,-0.00040726-0.00061938i,0.00044564-0.00022751i
-0.00039645+0.00084339i,0.00099154+0.00047153i,0.0014882+0.0008913i,0.00021822+0.00033748i,5.6973e-05-5.3089e-05i,0.00090597+7.598e-05i,0.00090181-0.00049812i,0.00047751-0.00078252i,0.00013444-0.00034775i,-0.00031748-0.00037508i,-0.00062589-0.00052866i,-0.00012722-0.0006127i,0.00038417-0.0011616i,0.00039003-0.0010863i,4.0681e-05-0.00087207i,0.00012511-0.00092509i,0.00052465+3.0801e-05i,0.00069794+0.00097329i,0.00078963+0.00079392i,0.00049149+0.00049023i,0.00033733+0.00085118i,0.00039503+0.00046657i,0.00029947+2.4345e-05i
-3.6295e-05-0.00098623i,-0.00022668-0.00035762i,-0.00026528-6.6963e-05i,-0.00046469-0.00035022i,-0.00074007-0.00018923i,-0.00089298+0.00062692i,-0.00087356+0.0012859i,-0.00053222+0.0014134i,5.0428e-05+0.00042561i,0.00031713-0.00043777i,-0.00013474-0.00099929i,-0.00040805-0.0007668i,-0.00029623-0.00028438i,-0.00011631-0.00032242i,0.00028669-2.8739e-05i,0.00071571+0.0010087i,0.00031138+0.0012774i,-0.00046262+0.00064197i,-0.0007076+0.00053898i,-0.00065379+1.5962e-05i,-0.00029316-0.00053196i,5.2059e-05-0.001003i,-0.0002751-0.00085018i
0.0014476-0.0005005i,0.0017769+0.0006764i,0.0007722+0.00048305i,-3.1809e-05-0.00018733i,-0.00097119-0.00038599i,-0.0019155-0.0008813i,-0.0013087-0.0014023i,-4.7878e-05-0.0014808i,0.00010985-0.0012823i,-0.0010789-0.0010614i,-0.0013048-0.00019538i,-0.00056028+0.00040048i,-0.00033386+0.00063828i,0.0002347+0.00027613i,0.00060721-0.00028014i,0.00083278-0.00059134i,0.00032651-0.00056664i,-0.00028737+0.00018303i,-0.00014598+0.00072206i,0.00029159+0.00057702i,0.00011598-8.0836e-05i,0.00046478-0.0010508i,-0.00022095-0.0009912i
-0.00176-0.00032066i,-0.0014443-0.00010733i,-0.001317+0.00039606i,-0.0009071+0.0009288i,-0.000674+0.00097132i,-0.00053458+0.0011148i,0.00073538+0.00096923i,0.0013805+0.00045536i,0.00083457-0.00036797i,0.00075111-0.00017873i,0.00041606+0.0002299i,-8.2261e-05+0.00017689i,0.00019392-0.00033147i,0.00054553-0.00087052i,0.00078396-0.00058408i,0.00063234-0.00044226i,0.00029471-0.00041088i,6.8253e-05-3.9391e-05i,-0.00032373+0.00044905i,-0.00037683+0.00052311i,-0.00034766+0.00065774i,-0.00031084+0.0011399i,-0.00039086+0.0007944i
-0.000535+0.0004195i,-0.00060821-0.00039568i,-0.00064046-0.0008288i,-0.00052324-0.00048969i,-3.8012e-05-9.908e-05i,0.00035316+0.0010195i,0.00053055+0.0011095i,-0.00025917+0.00038571i,-0.00070482-0.00025779i,-0.00054681-0.0013272i,-0.00035818-0.001362i,-0.00055609-0.00056049i,-0.00071663+0.00027774i,-0.00065342+0.00036002i,-0.00036068+3.8051e-05i,0.00011551-0.00014259i,0.0012058-9.543e-05i,0.00075831+0.00021069i,-0.00037792+0.00043663i,-0.00030208+0.00092722i,0.00032208+0.0009561i,0.00060194+0.00030294i,-0.00011909+2.2034e-05i
0.00080521-0.0011501i,0.00098094-0.00070945i,0.00030975-0.0013515i,-0.00060539-0.0014732i,-0.00030315-0.00010293i,-0.00023156+0.00058667i,7.2322e-05+0.00051509i,0.00089544+0.00040024i,0.00097016+0.0003881i,0.0010312-0.00054462i,0.00026636-0.001109i,-0.00044439-0.00059381i,-0.00038936+5.9599e-06i,-9.5421e-05+0.00039498i,-9.7915e-05+0.00025004i,-0.00024552+2.1928e-05i,-1.3587e-05-8.9188e-05i,-0.00037015+0.00025684i,-0.00070072+0.00028993i,-0.00065049-0.00012508i,-0.00098506-9.025e-05i,-0.0012047+0.00044468i,-0.00028616+7.2091e-05i
-0.0022616-0.00012961i,-0.0025218+1.3032e-05i,-0.0018766+0.0003074i,-0.00070362+0.001296i,-0.00024335+0.0011572i,0.00042096+0.00052618i,0.00067649+0.0004981i,0.00024885+0.00052048i,0.00061169+0.00064829i,0.00036683+0.00011456i,1.8416e-05-0.00040883i,0.00030731-8.9382e-05i,0.00062035-0.0003352i,0.00033391-0.00089223i,-5.1225e-05-0.0011002i,0.00017463-0.00088645i,0.00052204+0.00030864i,0.00010817+0.00097257i,4.5045e-06+0.00029058i,0.00033484+0.00067918i,0.00046044+0.00088105i,0.00054739-0.00043475i,-0.00023156-0.0012548i
0.00058207+0.0023716i,0.00024476+0.0015273i,0.00083441+0.0016785i,0.0010139+0.0020286i,0.00069285+0.0016718i,0.00082633+0.00052893i,0.0015486-0.0002557i,0.0013825-0.00010901i,0.0009002-8.869e-05i,0.001058-0.00056445i,0.0005443-0.00057778i,-0.00012213-0.00041303i,-0.00069518-0.001271i,-0.0013223-0.0015927i,-0.0005619-0.00042352i,0.00038319+0.00067406i,0.00031219+0.00023969i,-1.6933e-05-0.00071518i,-0.00054003-0.00038879i,-0.0007822+0.00017778i,-0.00074304+0.00030002i,-0.00095097+0.00043856i,-0.00033125+0.00049662i
-0.0014919-0.00033301i,-0.0016623-0.00083007i,-0.0021715-0.00010916i,-0.0024194+0.00048965i,-0.0020174+0.00041298i,-0.0018857+0.00043725i,-0.00090541+0.00036728i,0.00011764+0.00049291i,0.00018692+0.00060829i,0.00071743+0.00037143i,0.00072738-0.00032605i,-0.00029266-0.00055803i,-0.00085737+9.3449e-05i,-0.00010366+0.00044095i,0.00064209+3.0946e-05i,0.00069431-0.00071532i,0.0009773-0.00056845i,0.00054665+2.7527e-05i,0.0003166+0.001307i,0.00042593+0.0020389i,0.00050784+0.0013484i,0.0003769+0.00050609i,-2.0097e-05+0.00030165i
-0.00037271+0.00071774i,9.6215e-05+0.00065664i,0.00090225+0.0012959i,0.0010717+0.0014468i,0.00028321+0.00086172i,0.00021386+0.0011099i,0.0013224+0.0014333i,0.0012776+0.0011046i,0.0003017+0.0010532i,-0.00014513+0.00027795i,-0.0003874-0.00053473i,2.8694e-05+0.00051469i,0.00037509+0.00099794i,9.3844e-05+0.00018933i,0.00016971-0.00025235i,0.00068553-0.00022925i,0.00019431-0.00056443i,-0.00034395+0.00041281i,-0.0006938+0.0012868i,-0.0009656+0.00032576i,-0.0012035+4.504e-05i,-0.0006329+0.00055346i,0.00049239+0.00089491i
-0.0025704-0.00024142i,-0.0027217-0.00068964i,-0.0032363-0.00072429i,-0.0020336+0.00068251i,-0.0013933+0.0013453i,-0.00063141+0.0004601i,0.00028376+0.00022846i,0.00057892-0.00012993i,0.00041845-0.0010291i,0.00062231-0.00014947i,0.00082057+0.001031i,0.00097344+0.00062949i,0.0010131+0.00024275i,0.00029612-0.00084925i,-9.2882e-05-0.0017919i,0.00067956-0.00067143i,0.00067113+4.8235e-05i,0.00051542+0.00032591i,0.00037045+0.0005099i,-8.5168e-05+0.00070393i,0.00029395-5.1549e-05i,0.000266-0.00095077i,-0.00080035-0.0004527i
-0.0020707-0.00095903i,-0.002441-0.00043934i,-0.0035083+0.00066491i,-0.0034732+0.0014183i,-0.0027321+0.0010511i,-0.0013559+0.00077382i,-0.00031036+0.00048504i,-0.00019387-0.00058064i,-0.0002528-0.00071427i,-0.00013928+0.00025951i,0.00012681+0.00092641i,0.00061783+0.0002938i,0.00090404-0.00044548i,0.00089541-0.00056189i,0.00072872-0.00040296i,0.00035675-0.00072666i,0.00038506-0.00069475i,-8.8462e-05-0.00054156i,-0.00082835-1.0903e-05i,-0.00054287+0.00021601i,-0.00034259+0.00055738i,0.00027954+0.0008713i,0.0010281+0.0003477i
-0.00076451-0.0013953i,0.00033609-0.0019233i,0.0012432-0.0030816i,-0.00011573-0.0028516i,-0.00092336-0.00086028i,-0.001021+0.00050088i,-0.00057804+0.00043036i,-4.812e-05+0.00053333i,-6.3843e-06+0.00019697i,2.9116e-05-0.00018745i,-0.00084219-0.00020718i,-0.00091008+0.00034312i,0.00017134+0.0013934i,0.00050728+0.00073692i,0.00025958-0.00049495i,0.00052078-0.00018547i,-7.5589e-06-0.00029713i,-0.00046852-0.00031494i,-0.00010136+0.00015531i,0.00015349+0.00032392i,-0.00033675+0.00047418i,-0.0002913+0.00050629i,-0.00035432+0.00040921i
-0.00036545+5.3872e-05i,-0.00070432+0.00066053i,-0.0012061+0.00065734i,-0.0010364+0.00013308i,-0.0012216-0.00032813i,-0.00036967+0.00032301i,0.0010215+0.00095841i,0.0013182+0.00091245i,0.0021388+0.00054279i,0.0022159-0.00041937i,0.001158-0.00097394i,0.0010584+8.3005e-05i,0.0014454+0.00034441i,0.00098663-0.00014494i,0.00066974-0.00023093i,0.00038388-0.00010249i,-0.00010859+0.00022606i,9.6412e-06+0.00052738i,0.00026426+0.00080072i,-8.0326e-05+0.00053542i,-0.00012395+6.1206e-05i,0.00022594-0.00019861i,0.00064976-0.00020443i
0.0023403-5.2002e-05i,0.0022249-0.00024171i,0.0025053-0.0011239i,0.0010986-0.0019252i,-0.0014356-0.0013692i,-0.0023241-0.00075522i,-0.0010807+7.3043e-05i,0.00044251+0.00040786i,0.001071-0.00081647i,0.00025401-0.0019193i,-0.00046626-0.0017826i,-0.00090478-0.00090655i,-0.00073283-0.00059419i,-0.0003155-0.00019425i,-0.00044314+0.00049988i,0.00023516+0.00056359i,0.00099043+0.0005927i,0.0012813+0.0011424i,0.00038794+0.0016451i,-0.00068311+0.0015257i,-0.00086514+0.00080895i,-0.00051001+0.00057982i,-0.00046758+9.822e-05i
-0.0012228+0.001592i,-0.00094552+0.0015812i,-0.0007628+0.0025353i,-0.00079654+0.0019253i,0.00010415+0.0016694i,0.00052707+0.001326i,0.00065446+0.00035646i,0.0011608+0.00033049i,0.0012305+0.00056379i,0.0013549+4.0841e-05i,0.0013299-0.00063043i,0.00059174-0.00091626i,-0.00016951-0.00037133i,-0.00020567+0.00032032i,0.0003566+0.00030615i,6.7026e-05-0.00050122i,-0.00047313-0.00086843i,2.0873e-05+5.6158e-05i,-0.00039359+0.00056954i,-0.00090484+0.00074515i,-0.00065892+0.00031164i,-0.00011383-0.00021643i,1.6307e-05+0.00024038i
0.001437+0.0019616i,0.0010542+0.0025628i,0.0015693+0.0018534i,0.0017387+0.0014676i,0.0010993+0.00049867i,-1.6511e-05-0.00058393i,-0.00059031-0.00067309i,-0.00019456-0.00018022i,0.00030886+0.00032469i,0.0007361-0.00038047i,0.00055078-0.0013875i,-0.00029828-0.0008654i,-0.00048884-0.00071068i,0.00024911-0.00050566i,0.0008707-0.00041011i,0.001294-0.00050715i,0.00088819+6.1047e-05i,0.00062474+0.00021759i,0.00034772+0.00049965i,0.0005+0.0010746i,0.00027936+0.0010954i,-0.00072299+0.0008143i,-0.0007757+0.00057047i
