-0.0021372-0.00091746i,-0.0031802-0.00022316i,-0.0031393+0.00061103i,-0.0025399+0.00037663i,-0.0020103-0.00041573i,-0.0018307+9.3093e-05i,-0.0011579+0.0013791i,-4.0917e-05+0.0012829i,0.00050021+0.0010651i,0.0005726+0.0014458i,0.00078221+0.0013788i,0.00044989+0.00086796i,0.00032841+5.5858e-05i,0.00092841+0.00023695i,0.0012106-0.00034029i,0.00073741-0.00097603i,0.00069315-0.00035545i,0.00071112+0.00030988i,0.00027946-6.0196e-05i,0.00019569+0.00014914i,0.00016066+0.00032932i,1.1369e-05+0.000251i,-6.4626e-05+2.8669e-05i
-0.00090259-0.002669i,-0.00053306-0.0022532i,-0.0016263-0.0010988i,-0.002401-0.00022402i,-0.0020961+0.00029336i,-0.00058139-0.00010326i,0.0001102+0.00052251i,-0.00086321+0.0010744i,-0.001414+0.00043517i,-0.001375-0.00048968i,-0.00076686-0.00037328i,-0.00011565+0.00043002i,0.00026546+0.00084113i,0.00084282+0.00096277i,0.0011449+0.0010757i,0.0013393+0.00074203i,0.00089535-2.5472e-05i,0.00032315-7.6008e-05i,8.407e-05+0.00086924i,9.0819e-05+0.0011495i,0.00033436+0.00036246i,6.4873e-05+0.00017774i,-0.00038154+0.0010146i
-0.00048751-0.00023871i,0.00017576-0.00097844i,-0.00035091-0.00063048i,-0.0010022+0.00035909i,-0.0011601+0.0013406i,-0.00025661+0.00091579i,0.00068634+0.0002199i,0.0013739+1.4317e-05i,0.0020015-0.00056459i,0.0017642-0.00081623i,0.0010364-0.0010754i,0.00017478-0.0010683i,-0.0010189-0.00048454i,-0.0010008-0.00020027i,-0.00034074-0.00011389i,0.00046995-0.00025045i,0.0012359-0.0001536i,0.0011171-0.00037018i,0.00095073-0.00031977i,0.00055222+0.00022783i,0.0004638+0.00028155i,0.00079084-0.00028757i,0.00012187-0.0009658i
0.0011257-0.00013389i,0.00064259-0.00059795i,0.0010069-0.0017773i,0.00021072-0.0011258i,-0.0010046-0.00063493i,-0.0015022-0.00033728i,-0.0012044+0.0003202i,-0.00014838+0.00062683i,-4.6789e-05+0.00068193i,-0.00065719+0.0005409i,-0.00087291+8.401e-06i,-0.00068783-0.00061046i,-0.00031936-0.0010762i,-1.7462e-05-0.00080515i,-0.00027458-0.00037506i,-0.00037051-0.00056759i,-0.00043375-0.00036631i,-0.00037108-0.00035395i,0.00019984+0.00035152i,0.00064973+0.00078846i,0.00062977+0.00051718i,-3.1223e-05+0.00047663i,-0.00085526+0.00031592i
-0.001991+6.5108e-05i,-0.0023756+0.00025502i,-0.0013885+0.00089737i,-0.00067597+0.001422i,-0.00067083+0.0018299i,-0.00086064+0.0010889i,-0.00091448-0.00061731i,-0.00054228-0.0012186i,0.0010155-0.00019319i,0.0018723-0.00011504i,0.0010854-0.00041582i,-0.00028033-0.00032757i,-0.00058064-5.1064e-05i,0.000322-0.00022922i,0.00055361-0.00058099i,3.6498e-05-0.00057718i,0.00038315-0.00033968i,0.00047719+8.7724e-05i,-0.00057414+0.00056519i,-0.00076671+0.00066399i,-0.00054549+0.00028486i,-0.00066052-0.00045948i,-0.0011667-0.00081996i
0.00017882+0.0040096i,0.00020264+0.0036468i,0.001212+0.0041324i,0.0023151+0.0031925i,0.002301+0.0012518i,0.00074055-5.7832e-05i,0.00047505-0.00055413i,0.00066578+7.8088e-06i,0.00019464-0.00034177i,3.6379e-05-0.00072003i,0.00012298-0.0006739i,-0.00022651-0.00072433i,0.00049265-0.00067715i,0.0010211-0.00082581i,5.4356e-06-0.00066307i,-0.00075277+0.00013189i,-0.00098518+0.00070836i,-2.5664e-05+0.0006618i,0.0009173+0.00062094i,0.00046249+0.00080842i,0.00053197+0.00070006i,0.0009929+4.7066e-05i,0.00020682-0.00046789i
-0.0013772+0.0017995i,-0.0013213+0.0020907i,-0.00098166+0.0027054i,-0.00034933+0.0024098i,-0.0001774+0.0014048i,-6.4681e-05+0.00066146i,-0.00031718-0.00037156i,-2.2983e-05-0.0004053i,-0.00051295-0.00015138i,-0.00057683-8.718e-05i,0.00028085-0.00016954i,0.0008953-0.00090464i,0.00044617-0.0016991i,-2.485e-05-0.0015637i,0.00031117-0.0010853i,5.3384e-05-0.00056619i,-0.00026029-0.00051903i,-0.00062884-0.00043818i,-0.00075647-0.0006761i,-0.0006925-0.00063416i,-0.00016612+5.2116e-05i,0.00019825+0.00038516i,5.1916e-05+0.00045902i
-0.00081749-0.00030457i,-0.0016855+0.00018161i,-0.0023732+0.0012581i,-0.0012855+0.0021579i,-0.0002425+0.0022403i,-0.00031163+0.0015022i,-0.00044148+0.00034395i,-0.00076516-0.00024665i,-0.00033997-0.00012819i,0.00055726-0.00053973i,0.00029697-0.00097539i,0.00011558-0.0010722i,-0.00048412-0.00073999i,-0.00054256-0.00030081i,3.3808e-05-0.00042139i,5.3203e-06-0.00050174i,-0.00024533-0.00017036i,0.00022408+8.2781e-05i,0.00061536+0.00049541i,0.00036346+0.00097139i,0.00051871+0.00065525i,0.00052395+9.743e-05i,0.00069584-0.00033013i
0.0021043+0.0019035i,0.0022093+0.001396i,0.0027183+0.00016136i,0.0018337-0.00048999i,0.00049542-0.0008791i,0.000286+4.8805e-05i,4.3511e-05+0.00091979i,-0.00017047+0.00062193i,0.0002477-0.00033628i,-7.1424e-05-0.0010696i,-0.00065867-0.00090696i,-0.00097812-0.00086312i,-0.00055498-0.0013573i,0.00043105-0.001168i,0.00077263-0.00085358i,0.0012061-0.0009659i,0.0013667-0.00023916i,0.00020526+0.00039313i,-0.0001049+0.00022435i,0.00031848-0.00050555i,3.9299e-06-4.3841e-05i,8.6015e-05+0.00048628i,0.00041802-3.0904e-05i
6.3199e-05+0.0014858i,6.2321e-05+0.0020267i,0.00086811+0.0026672i,0.0018591+0.0023275i,0.0017662+0.0016873i,0.00065219+0.00068503i,-2.7303e-05+0.00059526i,-0.00043851-7.0914e-06i,6.1606e-05-0.00098534i,0.00023925-0.00053535i,-0.00032728+2.5584e-05i,0.00041359+0.00011267i,0.0014414-0.00052686i,0.00063509-0.0012559i,-0.00027637-0.0012758i,-0.0006988-0.00055032i,-0.0004881-0.00033839i,-0.00048164-0.00057956i,-0.0008773+4.4322e-06i,-0.0010644+0.00065609i,-0.0013168+0.00060724i,-0.00092029+0.0003927i,-0.00053177-0.00010688i
-0.00065367+0.00060869i,-0.00026206+0.00013768i,0.00075193-4.2773e-05i,0.00058613-0.00068051i,-0.00031713-0.0013525i,-0.0012394-0.0010898i,-0.0015569-0.00045643i,-0.0006894-0.00040295i,9.2566e-05+6.2119e-05i,-8.1941e-05+9.0002e-06i,0.0001634-0.00058321i,0.00020705-0.00011581i,-0.0001537+6.4532e-05i,0.00025016-0.00068602i,0.00052292-0.001016i,-4.7351e-05-0.00029464i,-0.00054012+0.00066552i,-0.00045629+0.00063376i,-0.00047559+5.6903e-05i,-0.00051135-0.0001686i,-0.00048129-0.00021232i,2.5572e-05-0.0001872i,0.0011456+8.7992e-06i
-0.0020246+4.7175e-05i,-0.0023218+0.00070852i,-0.0017061+0.0028622i,-0.00059955+0.0028552i,0.00070008+0.0017442i,0.0013815+0.00048253i,0.00098828-0.00080092i,0.00047065-0.00094205i,0.00073476-0.00024382i,0.00064009-0.00075237i,0.00069316-0.001258i,0.00073316-0.00053219i,0.0011011-0.0004085i,0.0014771-0.0010033i,0.0011502-0.0010869i,0.00072709-0.00085823i,-0.00025772-0.00048862i,-0.0007788-0.00016182i,-0.00039056+0.00056551i,5.5182e-05+0.0010528i,0.00055537+0.00090226i,0.00037915+0.00080088i,-0.00091478-1.0021e-05i
0.0017118-0.00061331i,0.00046213-0.0003738i,0.00014438-0.0012027i,-0.0010081-0.0018174i,-0.0012641-0.00091383i,-0.00088331+8.8322e-05i,-0.00010902-0.00025449i,0.0002417-0.00087965i,5.2126e-05-0.00062466i,0.00032211-0.00032661i,0.00013836-0.0005063i,-0.00031815-0.00025408i,0.00048283-7.6228e-05i,0.0010081-0.00024753i,0.00025612-0.0003746i,0.00032912-0.0004556i,0.00074426-0.00033757i,0.00062242+0.00023841i,-0.00051988+0.00097746i,-0.00099613+0.0011478i,-0.00086453+0.00051091i,-0.00066075-6.5795e-05i,-7.8678e-06-0.00011399i
0.0001728+0.00067954i,0.00035592-6.1497e-05i,0.00080288-0.00069526i,0.0008245-0.0004675i,0.00045247+0.00050164i,-0.00046988+0.001175i,-0.00029894+0.00078574i,-0.00054923-0.00011303i,-0.00062749-0.00033862i,0.0006338-0.00037452i,0.00074472-1.8295e-05i,0.00059189+0.00048029i,0.00067551+7.5116e-05i,0.00012545-0.0012726i,-5.5865e-05-0.0016713i,-0.00036297-0.0014866i,-0.00037497-0.0010551i,-5.3712e-05-0.0002616i,-3.3631e-05+0.00047275i,-0.00049588+0.00090227i,-0.0007656+0.00011397i,-0.00054462-0.00038778i,-5.0226e-05-0.00015754i
0.0022413+0.0023383i,0.0013468+0.0015062i,0.0011113+0.00047205i,0.0014643+0.00012818i,0.00063324+1.1165e-05i,0.00070099+0.00044994i,0.0011497+0.0010687i,0.0010118+0.00059676i,0.00088224-0.00048668i,0.0013365-0.0015455i,0.0013888-0.0015811i,0.0011065-0.0013821i,0.00074437-0.0010142i,2.5344e-05-0.000305i,-0.00026702-0.00014259i,-0.00021773-0.00077561i,-0.00031043-0.0015098i,-0.00015438-0.00040249i,-0.0001743+0.0005352i,-0.00082127+0.00098747i,-0.00070713+0.0015255i,-0.00024109+0.00056557i,-0.00031613-0.00053616i
0.00027255+0.0029401i,-0.00014014+0.002737i,0.0016525+0.0019481i,0.002559+0.0013017i,0.00082267+0.00085098i,-0.00041795+0.00038094i,-0.00033885-0.00025259i,-9.1869e-05+0.00017995i,9.5669e-05+0.00015257i,0.00029972-0.00052173i,5.1915e-05-0.00044838i,-0.00016236+3.3151e-05i,0.00026733+0.00027263i,0.00056411+0.00030806i,0.00017773+0.00057513i,0.00045685+0.00035708i,0.00086145+9.4399e-05i,0.0006731+0.000181i,0.00098307+0.00083834i,0.00072091+0.00076817i,0.0002366+0.00062853i,2.3022e-05+0.00056441i,0.0004668+0.00032192i
-0.00050685+0.0012333i,-8.2949e-05+0.0010826i,0.00065032+0.00049518i,0.0011771-0.00035088i,0.00092937-0.0012118i,0.00049302-0.0014475i,0.00018245-0.00097301i,-0.00016106-0.00065878i,-0.00082286-0.00049427i,-0.0010026-1.4332e-05i,-0.00096117+0.00021213i,-0.00030663-0.00014257i,-0.00010743-0.00046131i,-0.00027914-0.00096415i,-0.00045914-0.0007451i,-1.4446e-05-0.00036248i,0.00040222+0.00026305i,0.00051097+0.00092762i,0.0002745+0.0008595i,-0.00054644-8.32e-05i,6.5745e-05-0.00053718i,0.00095882-0.00043522i,2.3572e-05-0.00011171i
0.00024507-0.0010154i,0.00046951-0.00094726i,0.00089634-0.0010651i,0.0010846-0.0011666i,0.0011296-0.00026182i,0.00023689+9.3732e-05i,-0.00034084-0.000466i,-0.00010763+0.00018886i,-5.556e-05+0.00091191i,-1.5209e-06+0.00062576i,0.00025762-0.00028363i,0.00033844-0.00097892i,-0.00010263-0.0010534i,-0.0011833-0.00023492i,-0.001306+0.00026157i,-0.00092235+0.0003188i,-0.00037123+0.00031844i,1.5852e-05-7.0497e-05i,0.00022245+0.00012292i,0.0004158+0.0003468i,0.00051602+0.00027738i,0.00023631+0.00046117i,-5.4268e-05+0.00083147i
0.0023635-0.0031759i,0.0018623-0.0028791i,-8.8694e-06-0.0036085i,-0.0014931-0.0031233i,-0.0019982-0.0013339i,-0.0011754-0.00045083i,-0.00048702+0.00028481i,-0.000318-0.00015617i,8.6858e-05-0.0010682i,-0.00047518-0.0013829i,-0.0012363-0.001116i,-0.0010359+3.9093e-05i,-0.00056439+0.00084822i,-0.00048846+0.0012938i,-0.000719+0.0010497i,-0.0002309+0.00012318i,3.8664e-05+0.00013891i,-0.00051278+0.00093793i,-0.0010081+0.00047035i,-0.00073469-0.00018328i,-0.00028166+0.00025097i,-0.00064354+0.0004058i,-0.00045176+0.00030388i
-0.0011128+0.00040832i,-0.0013976+0.0010022i,-0.0016269+0.0011679i,-0.0014186+0.0010026i,-0.00086693+0.00090062i,0.00078463+0.00055457i,0.0015707+0.00026329i,0.0011297+0.0002695i,0.00056645+9.269e-06i,0.00040621+0.00021235i,0.00057773+0.00022715i,0.00083197-0.00053887i,0.00099594-0.0011077i,0.0011189-0.00019935i,0.00079615+0.00025163i,0.00033819-0.00074672i,0.00012985-0.0011443i,0.00038956-0.00073078i,0.00026759+0.00022773i,0.00017169+0.00077413i,0.00035585+0.0006253i,5.3009e-05+0.0001383i,-0.00023932+0.00033024i
-0.0010097-0.00075979i,-0.00054892-0.00084967i,-0.001251-0.00012811i,-0.0015406+0.00055434i,-0.00078108+0.00062574i,0.00045082+0.00035648i,0.00046341-0.00044053i,0.0001832-0.00070361i,0.00017329+0.00027642i,-0.00043643+0.0006523i,-0.00044118+0.00010852i,-0.00012615-0.00048045i,-0.00022097-0.00045638i,-0.00052239+3.1275e-05i,-0.00052496+0.00015212i,-0.00031042-3.6294e-05i,0.0002718-0.00062273i,0.00047829-0.00064213i,0.00077754-9.0119e-05i,0.00024744+0.00022193i,0.00026307+0.00031651i,0.0009989+0.00024829i,0.0002489+0.00014358i
0.00022495-0.0015673i,0.00070275-0.00096564i,-0.00068467-0.00038849i,-0.0013157+0.00083246i,-0.0012791+0.0013999i,-0.00045322+0.0010695i,0.00017907+0.00092884i,0.00052561+0.00086877i,0.00043097+0.00015911i,0.0001138-0.00098185i,0.00016195-0.00084576i,0.00034274+0.00046593i,8.6686e-05+0.00038852i,-0.00018736-0.0010165i,-0.00022458-0.0008492i,7.321e-05+0.00015335i,0.0006734+0.0006577i,0.00069509+0.00053018i,0.00035273+0.00015036i,-0.00044162+0.00066902i,-0.00063798+0.00063403i,-0.00064566+0.00040491i,-0.0010016+6.0835e-05i
-0.00099246+0.00070731i,-0.00050806+0.00051961i,4.3788e-05+0.0003108i,-0.00027363+9.6585e-05i,-2.5051e-05-5.7953e-05i,0.0004062-0.00031385i,-3.7337e-05+0.0001712i,-0.00026378+0.00019192i,0.00054144-0.00074007i,0.0013295-0.00016584i,0.0015127-0.00039955i,0.0011284-0.0010155i,0.00047356-0.00038553i,-3.4219e-06-0.00036253i,3.1151e-05-0.00025178i,-8.0313e-05+0.00013391i,-0.0002796-2.5171e-05i,0.00043408-0.00050942i,0.00085632-0.0001524i,0.00055958+0.00017929i,0.00040165+0.0002176i,0.00058512+0.00047312i,0.00027418+0.00066461i
-0.00091618-0.001288i,-0.00057226-0.0010745i,-0.001531-0.00030085i,-0.0018655+0.0012953i,-0.0013639+0.0016432i,-0.0012957+0.0019508i,-0.00062814+0.0013108i,0.00027155-0.00033418i,-7.6633e-05-0.001106i,-0.00080099-0.00019276i,-0.00073659+0.0006432i,-0.00063533+0.0002897i,-0.00026098-0.00016828i,0.00056828-0.00039055i,0.0010753-0.00065684i,0.00092016-0.00048015i,0.00073937-0.00067269i,0.00032892-0.00061939i,0.00061222-0.00028575i,0.0015808+0.00023624i,0.0013314+0.00060609i,0.00027739+0.00042819i,-0.00071978-6.0704e-05i
0.00036764+0.0035268i,0.00043104+0.0028629i,0.0010495+0.0024512i,0.001752+0.0009708i,0.0015285-0.00037553i,0.0012555-0.00020809i,0.00094797+0.0002772i,0.00049759+0.00032416i,0.00088461+0.00026742i,0.0010099-0.00060591i,0.001187-0.0013324i,0.00092666-0.0015691i,-4.51e-05-0.0011765i,0.00011905+8.4671e-05i,0.00037696+0.00049803i,-9.3481e-06+0.00014889i,-0.00043961+0.00074967i,-0.00032269+0.00090834i,0.00033767+0.00016361i,0.000284-0.00039996i,3.0098e-05-0.00023484i,0.00010873+0.00023563i,0.000356+0.00069502i
-0.0033912-0.00023842i,-0.0028789-0.00024281i,-0.0027656+0.0014543i,-0.0016113+0.0020863i,-0.00092979+0.0023281i,1.8527e-05+0.0023882i,0.00085785+0.0013704i,0.00058086+0.0006136i,-5.2599e-05+0.00060713i,-0.00024012-0.00015478i,0.00013903-0.0008413i,0.0006354-0.00078011i,0.0011127-2.8784e-05i,0.0012522-0.00040423i,0.0014145-0.00095263i,0.0015703-0.00083792i,0.0014906-0.0010955i,0.00099566-0.00047833i,6.9983e-05+0.00015377i,-0.00030598+0.00016739i,-0.00010504+0.00063732i,-0.00028785+0.00080508i,-0.0005782+0.00025701i
0.00079476-0.00060055i,0.0009205-0.00014758i,-0.00026581-0.0008339i,-0.00052973-0.00058477i,-0.00029408+0.0001621i,-2.5662e-07-0.00016908i,-4.9789e-05-0.00046883i,0.00017161-0.0007121i,0.0002104-0.00076285i,-0.00068739-0.00071894i,-0.00024188-0.00028188i,0.00029803+0.000568i,-0.00020338+0.0007633i,8.7376e-05+0.0010616i,0.0006893+0.0010772i,0.0010719+0.00097741i,0.00053718+0.00054003i,0.00015541+0.00035739i,0.00010133+0.00060494i,0.0004623+0.00027353i,0.00073414-0.00069545i,0.0005266-0.00084765i,0.00013058-0.00017653i
0.00094802+0.00094514i,0.00086731+0.0012454i,0.0010952+0.00083914i,0.00023568+0.0001282i,-0.00061348+0.00016364i,-0.00023728+0.0012823i,0.00063688+0.0018181i,0.00065241+0.0015907i,0.00041018+0.00030353i,0.00019571-0.0010009i,-6.9716e-05-0.0011027i,0.00016113-0.00068391i,0.00016103-0.00025712i,0.00020109-0.00063721i,0.00066067-0.00085954i,0.0010035+0.00036182i,0.00017521+0.0010222i,-0.00012048+0.00061526i,0.00027383+0.00023339i,0.00043253+0.00056818i,5.6099e-05+0.00049885i,-0.00052891+0.00020172i,-0.00022102+0.0010201i
0.0018864-0.00027064i,0.00071942-0.00040653i,-0.00017743-0.0014412i,-0.0004565-0.0020752i,-0.00091098-0.00079076i,-0.0011022-1.2237e-05i,-0.00073862-0.00057049i,0.00022574-0.00079337i,0.00017048-0.00081103i,-0.00074637-0.001039i,-0.00073232-0.00082653i,-0.00053205+0.0002098i,-0.00042856+0.00033111i,0.00011373+0.00017471i,0.00014375+0.00036352i,7.3687e-05+0.00031275i,-0.000102+0.00030583i,-0.00086806+0.00041672i,-0.00090977+0.00015329i,-0.00070563-6.5486e-05i,-0.00032623+0.00048307i,-0.00024069+0.00064669i,-0.0003579+0.00057873i
-0.00076322+0.00075832i,-0.00072084+0.0007381i,-0.0013725+0.0010451i,-0.0010784+0.0022147i,-0.0007329+0.0030397i,-0.00046134+0.0021399i,-0.00042621+0.0010042i,-0.00081588+0.00071349i,0.00086777+0.00040113i,0.0018084-8.0595e-05i,0.00012564-0.00077893i,-0.00010272-0.0010093i,0.00054474-0.0006453i,0.00040483-0.00020368i,0.0002934+0.00018017i,-2.4795e-05+0.00059843i,0.00013305+0.00041743i,0.00051175+0.00053521i,0.00016245+0.0010576i,0.00024169+0.0007712i,0.00075852+3.7836e-05i,0.00041532-0.0004088i,-0.0001519-0.00049054i
-0.0014692+0.0014322i,-0.0013494+0.0014807i,-0.00015448+0.0017641i,0.00097563+0.0018549i,0.0015488+0.0017754i,0.0010127+0.0010863i,0.0012726+0.00062823i,0.0021072+0.0012465i,0.0011672+0.0010387i,0.00018392+0.0005076i,0.00021472+0.00018724i,0.00021568+0.00011719i,0.00026041-0.00010827i,0.00038523-0.0011842i,0.00058096-0.0014431i,0.00064168-0.00077082i,0.00039928+0.00025504i,-0.00019489+0.00062525i,-6.0259e-05+0.0007697i,-7.7313e-05+0.00087511i,-9.4762e-05+0.0011277i,0.00041608+0.0013792i,0.00039488+0.0015206i
-0.00051815-0.00062984i,-0.0007167-0.0011985i,0.00017971-0.0012466i,3.944e-05-1.0962e-05i,-0.00046386+0.0014326i,-0.00046993+0.0013908i,-0.00028345-0.00050675i,0.00025799-0.0014879i,-0.00022037-0.00084155i,-0.00075756-3.6407e-06i,-0.00060908+2.6104e-05i,-0.00037725+0.00021918i,-0.000422+0.00017951i,-0.00027172-0.00037411i,0.00026289-0.00041442i,0.00054098-0.00012035i,4.6584e-05-4.4137e-05i,-0.0007594+3.4298e-05i,-0.0012723+0.00047137i,-0.00098046+0.00014869i,-0.00058284+3.752e-05i,-0.00071729+2.8987e-05i,-0.00024888-0.00078813i
0.00074227-0.0012325i,-0.00016486-0.0013329i,-0.0016522-0.0014603i,-0.0016905-0.0017704i,-0.00063231-0.00061411i,-5.5662e-05+0.00099212i,0.00023235+0.0006532i,0.00019926-0.00015048i,-0.00029023-0.00048982i,-0.00047041-0.00070693i,-0.00035029-0.00082606i,-0.00048042+1.1693e-05i,-8.3788e-05+0.0013228i,0.00042924+0.0011831i,-0.00049185-0.00021225i,-0.00029-0.00047035i,0.00017262+0.00010368i,-0.00022327+5.084e-05i,2.8003e-05+0.00071733i,3.1208e-05+0.0013447i,-0.00014004+0.0010387i,-4.5386e-05+0.00084067i,0.00087948+0.00039242i
9.8168e-06-0.0021226i,-0.00085656-0.0024004i,-0.0015491-0.0011849i,-0.0023519-0.00034495i,-0.0023838-0.00029437i,-0.00091025+0.0005829i,0.00067312+0.0012711i,0.00062593+0.0011733i,0.00011618+0.00039374i,0.00023984+8.0082e-05i,-0.00017664-0.0002079i,-0.00025467+4.5147e-05i,-0.00013754+0.00015606i,0.0001399+9.9189e-05i,0.00074449+0.0004991i,0.0010831-0.00014445i,0.00090584-0.00070813i,0.00064282-0.00056966i,0.00028414-0.00033898i,0.00057167-0.00022501i,0.0014755-5.153e-05i,0.0014722+0.00014691i,1.6982e-05-5.8733e-05i
-0.0018848+0.00027728i,-0.0015755+0.00057181i,-0.00076311+0.00061848i,-0.00073961+0.00078727i,-0.0011116+0.001059i,-0.0011168+0.0004428i,-0.00085109+4.6732e-05i,-0.00043763+0.00021902i,0.00064466-0.00019317i,0.00057546-0.00088264i,3.7078e-05-0.00071844i,0.00042869-0.00017863i,0.00075465+0.00011351i,0.00083422-0.00035188i,0.00057808-0.00079606i,0.00051061-0.00035559i,0.00033572-3.0193e-05i,-0.0001263-0.00085948i,-0.00026851-0.00093853i,-9.0557e-05+9.9703e-05i,7.6518e-05+0.00074772i,-0.00022231+0.00083721i,-0.00025948+0.00072969i
-0.00046187+0.0014051i,-0.00078541+0.0016615i,-0.00025889+0.0013427i,-0.00090656+0.0011886i,-0.0013792+0.0011509i,0.00015387+0.0013286i,0.00082148+0.00053615i,0.0010311-0.00030929i,0.0008005-2.2052e-05i,0.00016934-0.00010783i,0.00015693-0.00038432i,0.00042375-0.00016259i,0.00064726-0.00046092i,0.0001565-0.00076266i,-0.00085422-0.00067227i,-0.00078982-0.00094469i,4.8138e-05-0.00030557i,2.9821e-05+0.00070946i,-0.00016007+0.00041345i,8.6263e-05-0.00012976i,1.2474e-05-0.00047576i,0.00079812-0.00066568i,0.0011337-0.00038825i
0.0013164-0.0012957i,0.00041766-0.00073501i,0.00064562-0.0009089i,0.0003882-0.0010445i,-0.00052489-0.00014518i,-0.00038884+0.00072494i,0.00023525+0.00058646i,4.8043e-05-0.0007068i,-4.5681e-05-0.0015468i,0.00038205-0.0013017i,-0.00058856-0.00057901i,-0.0016045-0.00029048i,-0.0012563-0.00033579i,-0.00070805-0.0010103i,7.0391e-05-0.0010664i,-0.0001681-0.00019816i,-0.0010853+0.00029879i,-0.00078483+0.00059354i,-0.0002033+0.00061584i,1.7507e-05+0.00082859i,-0.00027002+0.00084159i,-0.00037788+0.00057019i,-0.00054079+0.0007941i
-0.00075236-0.0012633i,-0.00071916-0.00030966i,-0.0013881-0.00087319i,-0.0010168-0.00033611i,-0.00083548+0.0014899i,-0.00070545+0.0022474i,-0.00010918+0.0012648i,0.00039084-0.00033118i,-0.00020119-0.00029011i,-0.0007862+4.3317e-05i,6.4763e-05-0.0002555i,0.00015856-0.00053516i,-6.6101e-05-0.00083224i,0.00042815-0.00040474i,0.00094213+0.00033988i,0.0013108-1.319e-05i,0.0015205-0.00076969i,0.00038233-0.00060764i,-0.00046361+0.00035931i,-0.00010255+0.0007805i,-0.00010349+0.00043165i,-0.00013787+0.00049848i,3.342e-05+0.00034862i
-0.0020026+0.0017701i,-0.0015192+0.0013726i,-0.001107+0.0017116i,-0.00099424+0.0025506i,-0.00080735+0.0022806i,-0.0010379+0.00092189i,-0.00072481-0.00013349i,-9.0049e-05-0.00019609i,-0.00016813-0.00073106i,2.9746e-05-0.00078898i,0.00025209-0.00028166i,0.00090804+0.00036192i,0.0015374+0.00022342i,0.00098823-0.00040758i,0.00050966-0.00052974i,0.00044107-0.00046079i,-0.00014109-0.00036321i,-8.1737e-05-0.00015048i,6.6068e-06-0.00012718i,-0.00045898-0.00010032i,-0.00033843-0.00026822i,0.00052533-0.00071712i,0.001306-0.00075205i
-0.0012192-0.0011485i,-0.0011504-0.00032318i,-0.00043046+9.0921e-06i,-0.00017147+0.00050552i,-6.6504e-05+0.0019229i,0.0011288+0.0025927i,0.0017832+0.0016241i,0.0014822+0.00063549i,0.00076769+0.00036012i,-0.00048096+9.5193e-05i,-0.00089826+0.00010131i,-0.00015899+0.00075446i,0.00071693+0.00058229i,0.00076803-0.00022322i,0.00015822-0.00014013i,-0.00035955-0.00012169i,-0.00038478-0.00074611i,0.00016227-0.0009465i,0.00055704-0.00019247i,0.00098747+0.00041728i,0.0006067+0.00048534i,-0.00038788+0.00034311i,-0.0008438+0.00066833i
-0.0011019+0.00065677i,-0.00077332+6.966e-05i,-0.00065861+0.00047079i,-0.00065662+0.0017984i,-0.00074972+0.0017524i,-0.00062114+0.0011924i,-0.00016798+0.00082373i,-0.00013435-0.00056281i,9.2902e-05-0.0012152i,0.0011016-0.00040318i,0.0011864+0.00067654i,0.00029755+0.0010108i,0.00045125+0.00017853i,0.00092581-0.00076642i,0.00094586-0.00051262i,0.0011063-0.00023479i,0.00087651-0.0004617i,-5.5977e-05-3.5178e-05i,-0.00015991+0.0008367i,0.00017674+0.0013183i,-0.00064069+0.0012615i,-0.00054132+0.0007086i,-0.00012945-0.00021874i
-0.00029821-0.0021003i,-0.0008475-0.0017435i,-0.0015965-0.0015997i,-0.0018947-0.00031539i,-0.0014945+0.00074137i,4.7336e-05+0.00090697i,0.00083921+0.00047551i,0.00055102-6.0408e-05i,0.00020832-0.00050054i,-0.00073947-0.00056056i,-0.0013602-0.00077725i,-0.0011724-0.00038452i,-0.00078581+0.00013673i,0.00028785-0.00069086i,0.0002657-0.0012716i,-0.00022135-0.00030652i,-8.26e-05+0.00014416i,0.00011539-0.00070954i,0.00023559-0.00062259i,7.9454e-05+0.00039299i,-0.00033738+0.00072331i,6.79e-05+6.92e-05i,-0.00012309+0.00031858i
-0.0029485-0.0010477i,-0.0018785-0.00047351i,-0.0021326+0.0014153i,-0.0027561+0.0020885i,-0.0020136+0.0021409i,-0.0006798+0.0024055i,-0.00028122+0.0010634i,0.00012467-0.00045133i,0.00047426-0.00093189i,0.00057234-0.0004753i,0.0012238+0.00017823i,0.0015255-7.9605e-06i,0.001254-0.00082243i,0.0014356-0.00157i,0.0011056-0.001778i,0.00083912-0.0011113i,0.00069118+3.1142e-05i,-0.00030354+0.00070923i,-0.00067344+0.0014736i,-0.00017349+0.0010961i,0.00032619-0.00028044i,0.00027524-0.00055465i,0.00059609-0.00014909i
0.001214+0.00014528i,0.0012435+6.7629e-05i,0.0019704-0.00054698i,0.0015209-0.0013516i,-0.00029826-0.00078508i,-0.00084078+0.00014957i,-0.00011398+0.00028665i,0.00077332+0.00022994i,0.00078844-4.9507e-05i,0.00055852-0.0001831i,8.9904e-05+0.00023067i,5.9818e-05+0.0002432i,0.00051093-0.00047006i,0.0005123-0.00096258i,-0.00056007-0.00050695i,-0.0012603-0.00027174i,-0.0011076-0.00084835i,-0.0012026-0.00082631i,-0.001352-0.00041851i,-0.001188+0.00023062i,-0.00034016+0.00049322i,-0.00017131+0.00021128i,0.00016334+0.00047259i
