-0.00015186+0.00022867i,0.0015567-0.00063041i,0.00091026-0.0020645i,0.00033215-0.0020604i,-0.00082622-0.00093774i,-0.001838-0.00013046i,-0.0009245+0.00091527i,0.00081705+0.0020315i,0.0017271+0.0023054i,0.0020291+0.0014385i,0.0018459-3.4095e-05i,0.00085417-0.00018981i,4.1407e-05-0.00010248i,0.00017091+0.00011421i,-2.5013e-05+0.00087635i,-0.0011007+0.00092816i,-0.00083815+0.00095816i,-6.0397e-05+0.00098123i,-0.00021651+0.00056521i,-0.0004882+0.00064261i,5.94e-05+0.00053582i,0.00087791+2.7925e-05i,0.00074827+6.9904e-05i
0.00054048-0.0019203i,-0.0007308-0.00078718i,-0.0022416+0.00019282i,-0.0031367-0.00052548i,-0.0030346-0.0016504i,-0.0024062-0.0011453i,-0.0012279-0.00013068i,0.00091868+0.0014008i,0.0020602+0.0016291i,0.00087033-0.00027475i,-0.00026498-0.0014223i,0.00013584-0.00050913i,7.0923e-05+8.462e-05i,0.00022131-0.0007676i,0.0007908-0.0012341i,0.00033631-0.00073465i,-8.367e-06-0.00071825i,-0.00061099-0.00080592i,-0.0010439-0.001145i,-0.0010499-0.0007121i,-0.00087346-2.2781e-05i,-0.00039064-0.00011164i,-4.3704e-06-3.2719e-05i
-8.6395e-05-0.00039923i,-0.00075784-0.00067697i,-0.00092977-0.0013394i,-0.00050822-0.0021406i,-0.00075959-0.0032368i,-0.0010934-0.0028641i,-0.00066085-0.00061168i,0.00047042+0.00063457i,0.0011575+0.00049433i,0.0013432+0.00049185i,0.0014125+0.00023704i,0.0011279+5.8182e-05i,0.0002629+0.00052881i,-0.00016356+0.00018587i,4.8291e-05-0.00075405i,-0.00039951-0.0013262i,-0.00099728-0.00098334i,-0.00082527-0.00026538i,-0.00041568-0.00023474i,0.00016832+0.00037047i,0.00015879+0.00035055i,-7.0606e-05-0.00029481i,0.00035279-0.00027198i
0.00023203-0.0012406i,0.00022877-0.0020204i,-0.0013151-0.0032717i,-0.0028416-0.003082i,-0.0029159-0.0027389i,-0.0020298-0.0024168i,-0.00073473-0.00097939i,0.00074854+0.00032655i,0.0012397+0.00090378i,0.00063403+0.00010968i,-0.00010069-0.00058986i,-0.00064678-0.00036131i,-0.0014955-0.00027092i,-0.0016044-0.00034244i,-0.00019245-0.00018707i,0.00026978-0.00032469i,0.00014902-0.00067357i,0.00027409-0.00017311i,0.00033215+0.00090076i,-0.00029082+0.0015827i,-0.00046964+0.0012542i,6.7467e-05+0.0012155i,-0.00046207+0.0011436i
-0.00044944+0.00069231i,-0.00037831+0.00058715i,0.00049434+0.0012675i,0.0010109-0.00011649i,0.0008162-0.0025373i,-0.00092357-0.0025823i,-0.0014068-0.00083089i,0.00046267+0.00052421i,0.0015417+0.00043942i,0.0013254+1.4562e-05i,0.0012386-0.00055856i,0.00064625-0.0005578i,-0.0001025+0.00030371i,0.00022127+0.00048333i,0.00059897-3.7644e-05i,0.0010781+0.00021028i,0.0017195+0.00010056i,0.0011135-0.00014558i,-0.00026454+3.2342e-05i,-0.00021284+0.00015576i,-0.00036854+0.0011724i,-0.00041124+0.0013944i,-0.00019596+7.6021e-05i
0.00034858+0.0011058i,0.00029229+0.0012718i,0.00020453+0.00099661i,0.0006198-0.00019818i,-2.5002e-05-0.0014893i,-0.0010304-0.0024643i,-0.00036594-0.001557i,0.00082264+0.00024454i,0.0017717+0.00058215i,0.0016106+9.3786e-05i,0.0013305-0.000485i,0.00062419-0.00016351i,0.00016465+0.00063036i,0.00052456+0.00052057i,0.00041773+3.183e-05i,-0.00017542-0.00022226i,-0.0007069-0.0004814i,-0.001179-0.00085659i,-0.0011666-0.00089072i,-0.00018898-0.00088843i,0.00092987-0.0012453i,0.0013382-0.0006641i,0.0011625+0.000345i
0.0012649-0.00041462i,0.00020224-0.00040078i,0.00070905+0.00045847i,0.00078945+0.00016979i,-0.00047116-0.0019786i,-0.0013018-0.0024107i,-0.0017895-0.00090741i,-0.0013043+0.00024874i,0.00033417+0.0007364i,0.0013459+0.00090049i,0.0011888+0.00050804i,0.00073356+0.00022872i,5.3118e-05-0.00010536i,-0.00012485-0.00040574i,0.0003967-0.00055218i,0.0011689-0.0011109i,0.0010271-0.0010489i,0.00026546-0.00019397i,-0.00038989-0.0001165i,-0.00095574-0.00042443i,-0.00081078-0.00022973i,-0.00053545-0.00032499i,-0.00023255-0.00011339i
-0.00038385-0.00017862i,-0.00021681-0.00018874i,1.0188e-05-0.00091854i,-0.00045837-0.0013153i,-0.0018068-0.0017266i,-0.0018942-0.0026204i,-0.00056399-0.0015626i,0.00030935+0.00056477i,0.0013526+0.00082033i,0.0018331+0.00019214i,0.00097003+1.2127e-05i,8.2214e-05-0.00023794i,0.00013046-0.00061147i,0.00020288-0.0001222i,0.00034183-4.9741e-06i,0.00026339-0.00058059i,-0.00022549-0.00017729i,-0.00036682-3.6251e-05i,0.00016297-0.00016375i,0.00022106+0.00020957i,-0.00016474+3.7191e-05i,1.3849e-05+0.00029759i,-7.8549e-05+0.00081043i
4.4651e-05-0.0012101i,-0.00042359-0.0018111i,-0.0010571-0.00093445i,-0.00045143-0.0011741i,-0.00020709-0.0027811i,-0.00085896-0.0028439i,-0.0010622-0.0014247i,-0.00017849+0.00013432i,0.00095185-0.00015554i,0.0009254-0.0006128i,0.00065201-0.00083182i,0.00096277-0.00087203i,0.00091056-0.00045783i,0.00078922-0.00045575i,2.4861e-05-7.7915e-05i,-0.00049168-0.00036055i,-0.00048505-0.00094253i,-0.0001921-0.0004476i,-0.00015771+0.00011491i,-0.00076358+0.00020168i,-0.00082231+4.1577e-05i,-0.00075509+0.00039338i,-0.0010681+0.0010206i
-0.0013651+0.0027467i,-0.0014914+0.0039795i,8.4526e-05+0.0041289i,0.00099646+0.0020021i,0.00052025+0.00025098i,0.00061613-0.00093939i,-0.00042416-0.00074598i,0.00059059-0.00014127i,0.0028779-5.2855e-05i,0.0024065-0.00039248i,0.0013611-0.0011198i,0.00097752-0.0014004i,0.00068163-0.00094589i,0.00014748-0.00082461i,-0.00010203-0.00068396i,0.00018914+5.995e-05i,0.00047517+1.7007e-05i,0.0009441-0.00061436i,0.00055689+0.00029837i,-0.00057221+0.00086573i,-0.00083226+0.00061089i,-0.00047017+1.9318e-05i,0.00010211-0.0004468i
0.0031561+0.00076238i,0.0021353-0.00025628i,0.0013848-0.002211i,0.00074969-0.0038292i,-0.0012642-0.0041761i,-0.003006-0.0029968i,-0.0015631-0.000915i,0.00089114+0.00049421i,0.0018775-0.00020642i,0.0013222-0.0010805i,0.00066007-0.00031239i,0.00060104+0.00045292i,0.00053186+0.00059817i,0.00025359+0.00036763i,-3.3455e-05+0.00011123i,-9.2405e-05-0.00017156i,0.00013254-8.255e-05i,-7.6656e-06-0.00016783i,-0.00063134-0.00094987i,-0.00024827-0.00055664i,0.00021513+0.00033133i,0.00024362+0.00016368i,-4.7575e-05-1.0268e-05i
0.00051738-0.0013886i,-0.00046856-0.00037498i,-0.0018139+0.00019134i,-0.0026549+4.4089e-05i,-0.0032714-0.00066964i,-0.0039101-0.00067413i,-0.0023548-0.00038112i,-0.00012364+0.00046681i,0.0015413+0.00042084i,0.0017927-0.00029572i,0.00092139-0.00038653i,0.00018465-6.0924e-05i,0.00012705+6.1133e-06i,0.00037742-0.00032221i,-3.2285e-05-0.00047968i,9.7948e-05-0.00044994i,0.00024983-0.00065649i,-3.1597e-05-0.00026764i,-0.00097248+1.4525e-05i,-0.00088664-0.00017472i,0.00027959-8.5489e-06i,0.0008559-8.0768e-05i,0.0005589-0.00071759i
0.00071616-0.0005094i,-0.00061188-8.0828e-05i,-0.0017547+1.149e-05i,-0.0014255-0.0014992i,-0.0012703-0.0025255i,-0.0022386-0.0015464i,-0.0014416+4.7594e-05i,0.00099271+0.00075118i,0.0027623-0.00010597i,0.0020639-0.0012479i,0.0014096-0.00098449i,0.0010312-9.8587e-05i,0.00068289+4.7213e-05i,0.00098538+0.00020076i,0.00096458+0.00010969i,0.00083574-9.5975e-05i,0.00029406+0.00023021i,-0.00021423+1.7907e-05i,0.00019816-0.00029918i,0.00017072+0.00017455i,3.2e-05+0.00050779i,-0.00038364+0.00022889i,0.00015544+0.00025678i
0.0005464-0.00033856i,0.00053245-0.00050113i,-6.5806e-06-0.0016025i,-0.001567-0.0022825i,-0.002593-0.0022237i,-0.0025763-0.0019805i,-0.0017158-0.00083165i,0.00030054+0.0008251i,0.0015913+0.0010623i,0.00099464+0.00054953i,0.00053155-0.00013795i,0.00053542-0.00051679i,0.00058681-0.00031889i,0.00089123+0.00010071i,0.0011646+0.00022288i,0.000902-0.00011803i,0.00076615-0.00024361i,0.0009285-3.2619e-05i,0.00013239-8.2289e-05i,-0.00011936-0.00010236i,0.00017755-6.6065e-05i,0.00028353+0.00031511i,0.00046353+0.0005041i
0.00090654-0.0010563i,0.00098587-0.001467i,0.0010835-0.0012175i,0.00046167-0.00020562i,-0.0014964-0.00045948i,-0.0026482-0.00065028i,-0.0013436-0.00010178i,0.00055514+0.0008771i,0.002107+5.2855e-05i,0.0022055-0.0017065i,0.0012423-0.0014995i,0.00015396-0.00035745i,-0.0002828+0.00041713i,0.00032951+0.00051801i,0.00060172+0.00011955i,0.00064208+0.00014349i,0.00054433-0.00023468i,0.00014159-0.00051351i,0.00034908-8.5763e-05i,0.00091763-6.631e-06i,0.00059992-0.0004951i,0.00023756-0.00082884i,0.00073004-0.00058222i
-0.003125-0.0025282i,-0.0038578-0.0011097i,-0.0045828-0.00071337i,-0.0040109-0.00042589i,-0.0037619+0.00027039i,-0.0035225-0.00060448i,-0.00111-0.00047424i,0.00073595+0.00045832i,0.0013227+6.1288e-05i,0.0011867+0.00050168i,0.0012901+0.00094834i,0.0017732-0.00040476i,0.0012711-0.0014176i,0.0011534-0.0012653i,0.0010045-0.00045905i,0.00034907-0.00043661i,-0.00022187-0.00069062i,-0.00086443-0.00030205i,-0.00018034-6.5504e-05i,0.00056145-0.00025484i,0.0003164+0.00017226i,0.00011623+0.00037531i,2.762e-05+0.00053002i
-0.00066574+0.00097964i,8.4119e-05+0.0015883i,0.00012639+0.00080583i,2.8868e-05+0.0004479i,-0.00020374+0.0004969i,-0.00061631+0.00035654i,-0.001051+0.0011402i,-0.00018358+0.0010034i,0.00095018+0.00077566i,0.0014024+0.00082745i,0.0015096+0.00048033i,0.0011908+0.0010923i,0.0005979+0.0005054i,0.00012697-0.00044893i,-0.0002392-0.00029807i,0.00017589-0.00011899i,0.00022866-0.00019895i,-0.00034777-0.00036661i,-1.8728e-05-4.7441e-05i,0.00021757+0.00035191i,-2.4581e-05-1.1313e-05i,-0.00013156-9.3471e-05i,-6.4735e-05-8.659e-05i
-0.00086186+0.00056357i,-0.0018852+0.00079332i,-0.0014279+0.00027076i,0.00016251-0.00097667i,0.00052307-0.0020168i,-0.00085034-0.0019679i,-0.0014477-0.0010054i,-0.00035265+0.00039913i,0.00098021+0.00075261i,0.0014965+9.8734e-05i,0.0011677-0.00042203i,0.00062301+6.5886e-05i,0.00028729+0.00067464i,0.00014485+0.00041983i,0.00027473+5.1836e-05i,-4.7715e-05+4.0479e-05i,-0.00014673+0.00057794i,9.0132e-05+0.00056449i,5.5461e-05+0.00042897i,-0.00071166+0.00050339i,-0.00028877+0.00032887i,6.2136e-05+0.00021856i,-0.00023582+0.00011357i
0.002267+0.0011058i,0.0018083+0.00037i,0.0018084-0.0013693i,0.00084565-0.0029369i,-0.0005281-0.0038804i,-0.0019579-0.0031429i,-0.0011136-0.0013037i,0.00069139+0.00012569i,0.0016655+4.5477e-05i,0.0017744-0.0012172i,0.00094064-0.0015416i,-0.00021828-0.00056554i,-0.00064053+0.00010258i,0.00039925-0.00045084i,0.0012826-0.00028012i,0.0011553+0.00025129i,-3.228e-05+0.00012541i,-0.00056123-5.5204e-05i,-0.00030956+0.00041833i,-0.00042771+0.00056265i,-0.00011905+0.00053751i,-2.741e-05+0.00029991i,-0.00048946+7.7196e-05i
0.00036796+0.00066004i,0.00052131+0.00094899i,0.0015477+0.0010484i,0.0015128-0.00039267i,0.00017378-0.0019753i,-0.00076283-0.0017222i,-0.00019272-0.00058726i,0.0014885+0.00068002i,0.0022644+0.0014228i,0.0018316+0.0011051i,0.001089+0.00018759i,-0.00023855-0.00045437i,-0.001183-0.00095215i,-0.0011958-0.00056089i,-0.00086117-0.00050603i,-5.7452e-05+0.00017106i,9.2439e-05+0.00078338i,-0.00047902+0.00040219i,-0.00048109-0.0001693i,-6.4513e-05-0.00051649i,0.00019841-7.0391e-05i,0.00048802+0.00025905i,0.00054624-7.2836e-05i
0.00095227+0.00092287i,0.0013792+0.00085063i,0.0016262+0.0010696i,0.00093295+0.00010426i,0.00012526-0.0017835i,-0.00052205-0.0024747i,-0.0015217-0.00087793i,-0.0010501+0.00023006i,0.00091628-0.00015886i,0.0015893-0.0002649i,0.00075748-0.00032245i,7.5368e-05+0.00044136i,-0.0006658+0.0010184i,-0.0010302+0.00042233i,-0.00037919-0.00036175i,0.0002008-0.00046206i,-4.5959e-05-0.00013069i,-0.00038206+4.3709e-05i,-0.0011151+0.00030716i,-0.00073522+0.00023208i,0.00048274-0.00025666i,0.0011478-0.00028478i,0.0011712+3.5214e-05i
0.00099786+0.00080145i,0.00095678+0.00047129i,0.00099206-0.00087667i,0.00047709-0.0022655i,-0.00055687-0.00283i,-0.0021624-0.0019443i,-0.0021324-0.00032554i,-0.00048489+0.0010379i,0.00067349+0.0010542i,0.0010672+0.00067917i,0.00097594-0.00014211i,0.00090735-0.00091492i,0.00045862-0.0010975i,-5.1815e-06-0.0003367i,0.00041184+0.00061734i,0.0010634+0.00034238i,0.00090978-0.00027309i,0.00038853-0.0002234i,-0.00048649-0.00030742i,-0.00017766-0.00057216i,0.00089864-0.000124i,0.00084361+0.00077237i,-0.00038589+0.00094021i
0.002824-0.0014889i,0.0009679-0.0019373i,0.00018901-0.0027133i,-0.0014693-0.0036121i,-0.0039738-0.0039332i,-0.005022-0.002341i,-0.0033244-4.3692e-05i,-8.131e-05+0.0010579i,0.0024286+0.00092259i,0.0021836+3.9558e-05i,0.0012405-0.00072977i,0.001422-0.00023077i,0.0014848+0.00067602i,0.0014131+0.00011672i,0.0013081-0.00091927i,0.0013973-0.00024236i,0.0014898-0.00037872i,0.0008397-0.0014444i,8.1515e-05-0.00089736i,3.6851e-05+0.00030052i,0.00025412+0.00040876i,0.00054299-0.00028579i,0.00084758-0.00066723i
-0.0014004+0.00090209i,-0.0006875+0.00042214i,0.00015928+0.00038043i,0.00038805+0.00043815i,-0.00052497-0.00024609i,-0.0014769-0.00063006i,-0.0011047-0.00038485i,0.00018414-0.00031037i,0.0012734-0.00072836i,0.00052549-0.0013861i,-0.00021707-0.00077166i,-0.00035157+0.0007488i,0.00012309+0.0010526i,0.00056917+0.00088289i,0.00081307-7.257e-05i,0.0013002-0.00087084i,0.00027913-0.00049433i,-0.00048927-0.00048004i,0.00023981+4.1584e-06i,0.000238+0.0011641i,0.00017731+0.0014146i,2.4658e-05+0.00022633i,2.4936e-05-0.0004893i
-0.0017604-0.00074438i,-0.0024419-0.00027311i,-0.0024955+0.00063326i,-0.0018186+0.0018494i,-0.0019104+0.0015887i,-0.0022805-0.00017495i,-0.0016628-0.00016806i,-8.5656e-05+0.00068597i,0.00026145+0.0011225i,-0.00021607+0.00092013i,0.00034466+1.3972e-05i,0.00115-0.0011324i,0.0012235-0.0016996i,0.00032798-0.00075868i,-0.00010699-0.00048715i,0.00015873-0.0012146i,0.00011266-0.00074191i,0.00013785-0.00052617i,0.00041034-0.00010947i,0.00024052+0.00049064i,0.00039846+0.00082523i,0.0001831+0.00067349i,-0.00036981+8.637e-05i
-0.0011816-0.0008057i,-0.0008555-0.0013393i,-0.0012151-0.0015057i,-0.0014632-0.0008129i,-0.0018028-0.00094937i,-0.002362-0.0014947i,-0.0025801-0.0012237i,-0.0019987-0.00084524i,-0.00025861-0.00034266i,0.00043907+0.00010924i,0.00049281+0.00018718i,0.00035264-0.00029439i,-2.1347e-06-9.3585e-05i,0.0002175+0.00081298i,0.00052641+0.00071022i,0.00018939+5.2936e-05i,-0.00011017-7.4118e-05i,0.00014228-0.00021672i,0.00031667-3.2376e-05i,-0.00010648-0.00021322i,-0.00011053-0.00057003i,0.00029616-0.00042979i,0.00010631+0.00011106i
0.0011129+0.00048194i,0.00058639+0.00066405i,0.00037048+0.00035004i,0.00060683-9.7983e-05i,-5.1077e-05-0.00060762i,-0.0016457-0.00094118i,-0.0010371-0.00069789i,0.0014234+0.00021171i,0.0021619+0.00097885i,0.0014973+0.00019354i,0.00020883-0.00076188i,-0.0002217-0.00011652i,-7.4719e-05+0.00053865i,-0.00054141+0.00060427i,-0.00067518+0.00041992i,-0.00045834-0.00021284i,-0.00064566-0.00039326i,-0.0004857-0.00020572i,0.00024625-0.00011446i,-2.237e-05-0.00015985i,-0.00039504+5.3357e-05i,-0.00046293+0.00051997i,-0.00040481+0.00080525i
0.0015842+0.00095343i,0.0012831-0.00021002i,0.0004775-0.0011208i,0.00014168-0.002396i,-0.00044158-0.0038165i,-0.0012652-0.0034705i,-0.0014926-0.0017683i,-0.00012816-0.00018135i,0.0018314-5.3834e-05i,0.0018096-0.0008577i,0.00066837-0.0014688i,0.00013625-0.0014786i,0.00065919-0.00016128i,0.0012961+0.0001996i,0.0002155-0.0002048i,-0.00045664-0.00054256i,-0.00023547-0.00081429i,-0.00015271-0.00096001i,-0.0010118-0.0010594i,-0.0012979-0.00021014i,-0.0006155+0.0010959i,-0.00077945+0.00087049i,-0.00083357-4.6222e-05i
0.00014034-0.00031983i,-0.0010684-0.00026076i,-0.0022575-0.00061521i,-0.0028108-0.00025827i,-0.0026632-0.00019301i,-0.0026866-0.00073519i,-0.0012797+0.00037734i,0.00062034+0.0014898i,0.0012036+0.00064958i,0.0011302-0.00034829i,0.00088622-1.7046e-05i,0.00066172+0.0001236i,0.00038484+0.00018281i,0.00047722+0.00040403i,0.00069082+0.0003941i,0.00074071+0.00021587i,0.00011507-0.00014683i,-0.00041944-0.00014479i,-0.00079985+0.0002483i,-0.00018657+0.00031841i,0.00079134+0.0008915i,0.00048702+0.0010043i,-7.8422e-05+0.00064901i
-0.0018457-0.0019711i,-0.0014124-0.0014916i,-0.0012565-0.0012876i,-0.0014492-0.0017426i,-0.0018575-0.0021106i,-0.001991-0.0020575i,-0.0013522-0.0008415i,0.00013427+0.00032833i,0.00041427-0.0001343i,0.00021042-0.00085651i,0.0011401-0.00096239i,0.0014021-0.0011198i,0.00098728-0.00089694i,0.0008765-0.00068897i,7.9372e-05-0.0010469i,-7.1859e-05-0.0012682i,0.00010106-0.0015535i,0.000113-0.00083554i,0.00018595-1.2105e-05i,-0.00030945+0.00046977i,0.00021133+0.00019751i,0.00068896+0.00044172i,-0.00021164+0.00019822i
0.0020246+0.00061519i,0.00036748+0.00016317i,0.00022861+0.00028776i,0.00061594-0.00063567i,-0.0005061-0.0018289i,-0.0028507-0.0014309i,-0.0020839-0.00030064i,0.00061741+0.0010765i,0.0016058+0.00078403i,0.0014057-0.00084739i,0.00081131-0.00089583i,-0.0002191-0.00053978i,-0.00056923-0.00028563i,0.00019569-8.6784e-05i,0.00085011-6.6459e-05i,0.00049183-0.00028684i,0.00031823+0.00029283i,0.00047823+0.00053785i,0.00020533+0.00011488i,-0.0002932+0.00035153i,0.00048134+0.00071997i,0.0011466+0.00042219i,0.00086148-9.0683e-06i
-0.00031736+0.003071i,0.00013388+0.0010311i,2.362e-05+0.00044625i,0.00051362-0.00060942i,0.00063677-0.0018525i,-0.00050771-0.0022474i,-0.0011443-0.0010599i,-9.0667e-05+0.00054687i,0.0015362+0.00059939i,0.001397-0.00015492i,0.00051691-0.00028332i,-0.00010789+0.0001311i,-0.001065-0.0001039i,-0.0011328-0.00058088i,-0.00031084-0.00032734i,3.6567e-05-0.00063736i,5.4795e-05-0.00034533i,0.00036849+0.00031252i,0.00029341+0.00036058i,-0.00017313+0.0002425i,-0.00013007+0.00021842i,0.00093011+0.00053686i,0.0012591+0.00054047i
-0.0010803-0.0011318i,-0.0016663-0.00041119i,-0.0020937-0.00039493i,-0.0025212-0.00096346i,-0.0025337-0.0014755i,-0.002595-0.00084648i,-0.0018169-6.7844e-05i,0.00029614+0.00074678i,0.0017259+0.00087908i,0.0014554-0.00057031i,0.00056409-0.0012756i,0.00024707-0.00056654i,0.00063577-0.00032372i,0.00042386-0.00050399i,9.7009e-06-0.00028907i,0.00071698-0.0006154i,0.0010512-0.00041604i,0.00031991-0.00017807i,7.811e-05-0.0002819i,-0.00011704-0.00024064i,-0.00037905+0.00067613i,-0.0002946+0.00098563i,3.6573e-06+0.00046641i
-0.00084068-9.7425e-05i,-0.0012169+0.00059192i,-0.0017791+0.00062767i,-0.0016026-1.3077e-05i,-0.0012056-0.00068992i,-0.0013364-0.0007667i,-0.0007968-0.00029195i,0.00057873+8.5868e-05i,0.0018506+0.00013665i,0.0019328-0.00014628i,0.00040752-3.2041e-05i,0.00040524+0.00048516i,0.0008346+0.00031691i,0.00049556-0.00036793i,0.00011719-0.0005395i,-0.0002383-0.00029196i,-6.175e-05-0.00016783i,-0.00016393-0.0002612i,-0.00094287+3.8851e-05i,-0.00068633+0.00091541i,0.0001281+0.00023138i,0.00043086-0.00062385i,0.00051094-8.0778e-05i
0.001148+0.00060662i,0.0010185+0.00018065i,0.00048494-0.00084316i,-0.00024338-0.0020785i,-0.0010232-0.0027377i,-0.002067-0.0030137i,-0.0024687-0.0016868i,-0.0006256+0.00017389i,0.0016595+0.00046192i,0.0018702-0.00081016i,0.0018844-0.00071714i,0.0015963-0.00058126i,0.00086588-0.0010087i,0.00030183-0.00012738i,-9.022e-05+0.00049561i,0.00029862-0.00025349i,0.00023914-0.000266i,-0.00028555+0.00015227i,-0.00019622-4.6259e-05i,0.00018393-0.00022061i,0.00036576-0.00011659i,1.8293e-05-0.00024226i,-0.00026375-7.9683e-05i
-0.00061205-0.00085347i,-0.00081981-0.00056808i,-0.00082788-0.00091213i,-0.0017662-0.0012774i,-0.0028675-0.0018248i,-0.0029355-0.001802i,-0.0020396-0.00048843i,6.9343e-05+0.0012561i,0.0019676+0.001307i,0.0020274+3.0111e-06i,0.0011625-0.00032546i,0.00075385+0.0004237i,0.00101+0.00068229i,0.0010595+0.00031854i,0.0014754+0.00027898i,0.0013034-0.00065618i,0.00089307-0.0015334i,-4.9359e-05-0.00050675i,-0.0011234+0.00031049i,-0.00072561+0.00051967i,0.00027969+0.00076936i,1.2814e-06+0.00063035i,-0.00046232+5.8868e-05i
-0.000383-0.00041969i,-4.8937e-05-0.00018853i,0.00045196-0.00058996i,-3.3711e-05-0.0015473i,-0.00078189-0.0030276i,-0.0015987-0.0026224i,-0.00087446+6.656e-05i,0.0015704+0.001872i,0.0027696+0.0013215i,0.0017549-0.00041345i,0.00032618-0.00087026i,-0.00013825-0.00037027i,0.00045489-0.00077651i,0.00066319-0.00091094i,0.00050152-0.00040798i,0.00069436-0.00020807i,0.00054544-0.00014963i,5.8469e-05+5.9289e-05i,-0.00029734-0.00012698i,-0.00039306+0.00024024i,-0.00030952+0.0006905i,0.00012148+0.0003545i,0.00029611+0.00017293i
-0.00036947-0.0011057i,-0.0017046+0.00015254i,-0.0022274+3.2808e-05i,-0.0021761-0.00020022i,-0.0024917-0.00010993i,-0.003012+0.00050736i,-0.0018169+0.0010285i,0.00049952+0.0011887i,0.0015205+0.0010194i,0.00074669-4.5697e-05i,4.2754e-05-0.00034173i,0.00053748+0.00020966i,0.00077773+0.00019065i,0.00018659-0.00020833i,0.00016492-0.00095168i,5.3468e-05-0.00054583i,-0.00025279+5.1401e-05i,-0.00046749-0.0008127i,-0.00028244-0.0013803i,-0.00011558-0.00035596i,0.00022138+0.00029222i,-0.00042974+0.000638i,-0.00090331+0.0010661i
-0.0018444-0.0011527i,-0.0026232+0.00013207i,-0.0025158+0.0011313i,-0.0019882+0.0011574i,-0.0014443+0.00055171i,-0.0010395-0.0003279i,-0.00068394-0.00092781i,4.093e-05-0.00032124i,0.00063002-0.00043941i,0.00059698-0.00094734i,0.00031485-0.0011175i,0.00051044-0.00062617i,0.00051865-0.00026284i,0.00072665-0.00092859i,0.00046913-0.0010848i,-0.00010554-0.0010539i,-0.00025552-0.00086447i,-0.00050297-0.00019644i,-0.00058029-0.00047933i,-0.00043305+1.1947e-06i,0.00019966+0.00047303i,0.0001382+8.3278e-05i,-5.0095e-05-0.00035488i
-0.00036557+0.00049425i,-0.0011373+0.0012878i,-0.0011312+0.0012358i,-0.0015791+0.00045855i,-0.0023228-0.00062635i,-0.0023083-0.00065077i,-0.0013049+0.00064073i,-0.00043664+0.0011634i,0.00060618+0.00020928i,0.0011928-0.00091791i,0.00068418-0.00072877i,-3.5318e-05-0.00029872i,0.00047932-0.00035603i,0.001453-0.00048716i,0.00092492-0.00059574i,-0.00030965-0.00061107i,-0.00091676-0.00034925i,-0.00079451-0.00016902i,-0.00054048-0.00018994i,-0.00018159-0.00046673i,0.00038328-0.00021989i,0.00032597+3.5917e-05i,-0.0004252-0.00059424i
-0.00058639-0.00062064i,0.00063252+0.00059176i,0.00027342+0.0012069i,-0.00078635+0.0006637i,-0.0014074-0.00072339i,-0.0013671-0.0023525i,-0.0011997-0.002211i,-0.00018844-0.00081657i,0.00079263+0.00017352i,0.0013543-0.00010714i,0.0012864-0.00071443i,0.00066988-0.0013109i,0.00088896-0.00089247i,0.0007971-1.3895e-05i,-4.0557e-05-0.00021751i,-0.00015484-0.00094951i,0.00029585-0.0012273i,0.00050868-0.00073492i,0.00012348-0.0008072i,0.00025564-0.0010096i,0.00066928+2.0744e-05i,0.000897+0.00044598i,0.001357+5.4989e-06i
0.0020724-0.0016259i,0.00027499-0.0011507i,-0.00037323-0.0016207i,-0.00030836-0.0021501i,-0.0016356-0.003894i,-0.0016026-0.0027259i,-0.00080722+0.00025733i,0.00032599+0.0010255i,0.0015256+0.00047325i,0.0013421-0.00094668i,0.00073412-0.0007431i,0.00048129+0.00013936i,0.00081825+0.0005438i,0.00078307+0.00087217i,0.00062509+0.00043215i,0.00064218+0.00015785i,0.00019014-0.00085756i,0.00017242-0.0014926i,8.1079e-05-0.00046805i,6.118e-05+0.00085234i,0.00019983+0.00064397i,0.00025682-0.00040258i,3.8077e-05-0.00053613i
0.0012761+6.3461e-05i,0.0017349+0.00085365i,0.0017826+0.00049398i,0.0017501-0.00031551i,0.00039437-0.00099485i,-0.00086676-0.00098739i,-0.0010682-0.00014655i,7.5588e-05+0.00069103i,0.00072777+0.00069994i,0.00034954-0.0002509i,0.00054597-0.00045895i,0.00044085-1.6178e-05i,-0.00023515-4.3311e-05i,0.00021071+2.6573e-05i,0.00050651+0.00081212i,0.00054525+0.00076367i,0.00051058-0.00088364i,9.3635e-05-0.0012118i,0.00058782-4.2307e-05i,0.00019604+0.00014807i,-0.00027135+0.00035829i,0.00026436+0.00086285i,0.00020203+0.0010048i
0.00036026-8.4209e-05i,0.0015426+8.1152e-05i,0.0017466+0.00026206i,0.00044132-0.00011964i,-0.0015169-0.0013211i,-0.002236-0.0023407i,-0.00094888-0.0012996i,0.00015547+0.0011146i,5.4279e-05+0.0017973i,0.00010148+0.0005776i,0.00022789-0.00079081i,0.00052135-0.00083343i,0.00076285-8.0158e-05i,0.00057543-0.00026552i,0.0004459-0.0011353i,0.00027089-0.00069408i,-0.00040894-0.00019492i,-0.0013326-0.0006879i,-0.00063431-0.00034476i,0.00041331+0.00061811i,-0.00048288+0.00068181i,-0.0010667+0.00044339i,0.00034754+0.00076808i
