-0.00018133+0.00036553i,-0.0003411-0.0010189i,-0.00049884-0.0011777i,-0.00058785-0.00072439i,-0.001711-0.00041588i,-0.0019063-6.9333e-05i,-0.00023461+0.00058607i,0.00083038+0.00071007i,0.00066913+0.00028987i,0.00054497+8.1659e-05i,0.00043988-0.00030024i,3.3323e-05-0.00039423i,-0.00036807+3.3974e-05i,-0.00040752-0.00028216i,-0.0002024-0.00021072i,-0.00038602+3.2087e-05i,-0.0002103+7.6407e-05i,0.00022598-0.00018288i,0.00045905-0.00012324i,0.00078307+0.00050441i,0.00058127+0.0005437i,5.7192e-05+0.00031577i,-0.00040085+0.00048142i
0.0012782-0.0012872i,0.0017071-0.0001799i,0.0016909+0.00030569i,0.00092833-0.00088521i,0.00032386-0.001505i,7.4626e-05-0.0011558i,-0.00064251-0.00047173i,-0.0008455-0.00028779i,-0.00041165-0.00069476i,-0.00012086-0.00079865i,-0.00051991-0.00044291i,-0.0010976-0.00021722i,-0.00056067-0.00040751i,-5.7584e-05-0.00069955i,-0.00028877-0.0001185i,-0.00045925+5.5165e-05i,-0.00030527+0.00027841i,-4.9508e-05+0.00023736i,2.5583e-05+3.4757e-06i,-0.00020801+0.00034721i,0.00021107-0.00019147i,0.00075316-0.00070734i,0.00046159-0.00077056i
-0.0016528+0.00083492i,-0.0010649+0.00041041i,-0.0008367+0.0013502i,-0.00022618+0.0014508i,0.00086055+0.0015367i,0.0014902+0.0013123i,0.0011273+0.00053444i,4.7405e-05+0.00040873i,-0.00014899-7.07e-05i,-4.6241e-05-0.00022692i,-0.00019219+0.00050103i,0.00055702+0.0010556i,0.00086672+2.2736e-05i,0.00097496-0.0010186i,0.0010005-0.00067559i,-1.5376e-05-0.00020182i,-0.000617+5.784e-05i,-0.000757+0.00057491i,-0.00053859+0.00078536i,0.00019977+0.00085i,0.00050547+0.00088036i,0.00048423+0.00067925i,0.0007531-0.00015491i
-0.0017229-0.0001616i,0.00017794+0.00044104i,0.0023058+0.0023308i,0.0026317+0.0024216i,0.0020377+0.001148i,0.001377-0.00046639i,0.0007676-0.0016816i,0.00099757-0.0019717i,0.00062526-0.0014725i,-0.00060137-0.00040026i,-0.0006391+0.00025875i,-0.00020012+0.0006331i,9.4542e-05+0.00035413i,-0.00020952-0.00010761i,0.00036207-0.0007235i,0.00077652-0.00055598i,0.00015751+0.00018776i,0.00010778-4.8274e-07i,-0.00032149-0.00043284i,-0.0010372-0.0010399i,-0.00038579-0.00080984i,0.00010006-0.00010202i,0.00025148+0.00015039i
-0.0014642+6.9311e-05i,-0.0015993+0.00085002i,-0.0013354+0.0035032i,-0.00046132+0.0039311i,0.00022297+0.0027113i,0.00041537+0.0015328i,0.00031989+0.0018438i,0.00016663+0.0015294i,-0.00071255+0.0013265i,-0.00027351+0.0017078i,0.00099396+0.0017506i,0.0013179+0.00094424i,0.0012026-0.00027108i,0.0012268-0.0011906i,0.00055846-0.0016506i,-0.00031329-0.0011917i,-0.00020973-0.00026389i,2.6067e-05-0.00035444i,-0.0001126-0.00072171i,-0.00031546-0.00017624i,-0.00094326+0.00019183i,-0.00068027-0.00016745i,0.00013159-0.00033358i
-0.0082136+0.00034912i,-0.0081541+0.0023641i,-0.0057271+0.0052846i,-0.0017118+0.0040487i,0.0003879+0.0016574i,0.00090516-0.00087396i,-0.0002484-0.0022717i,-0.0011854-0.0016379i,-0.0013249-0.00084321i,-0.00030196+0.00030277i,0.0012093+0.00078344i,0.0023607+0.00023313i,0.0028009-0.00020456i,0.0023606-0.0014601i,0.0016334-0.0025719i,0.0013671-0.0017975i,0.00057359-0.00019986i,-7.9485e-05+5.9248e-05i,-0.00063052-0.00045137i,-0.00084122-0.00039078i,-2.8217e-05+0.00018393i,-0.00014461+0.00065297i,-0.0001523+4.0037e-05i
0.0066062-0.0017743i,0.007008-0.0019025i,0.0070592-0.00342i,0.0033195-0.0040879i,-0.0011292-0.0036217i,-0.0032531-0.00081965i,-0.0016177+0.0015727i,0.00031021+0.0014564i,0.00029712-8.9053e-05i,-0.00059212-0.00090691i,-0.001027-0.00049892i,-0.00113-7.1054e-05i,-0.0018823+0.00026637i,-0.0025917+0.0015034i,-0.0021447+0.0023539i,-0.0012748+0.0021097i,-0.00017133+0.0012147i,0.00014688+0.00016189i,0.00035731+0.00036466i,0.0010309+0.0009287i,0.00078082+0.00062542i,0.0001735-0.0003452i,-0.00031574-0.0012249i
0.0015556+0.00073151i,0.0019087+0.00015633i,0.00082695-0.00078281i,0.00018231-0.001397i,-0.00022608-0.0010155i,-0.000885+0.00022156i,-0.0011276+0.00057072i,-0.00047288+0.00090077i,-0.00032197+0.00057313i,-0.00065328-2.0473e-05i,-0.00097092-0.00019268i,-0.00069223-0.00042984i,-0.00058199+0.0002267i,-0.00081366+0.00097083i,-0.0008187+0.0011696i,-0.0004978+0.00057007i,0.00011765-0.00012539i,0.00040355-0.0010546i,0.00025154-0.001242i,0.00017841-0.00089866i,0.00028266-0.00092594i,0.00037046-0.00092682i,0.0007129-0.00075117i
0.00038478-0.0023847i,3.6797e-05-0.0025158i,0.00051592-0.0024197i,-0.00015839-0.0021058i,-0.0012374-0.001499i,-0.0017628-6.2679e-05i,-0.0012954+0.00039672i,-0.00010149-0.00016734i,2.2065e-05-0.00055494i,-0.00040374-0.00033594i,-0.00067131-0.00022754i,-0.00072297+0.00039798i,4.2089e-05+0.0017539i,-0.00077521+0.0015295i,-0.0015606+0.00075652i,-0.00081501+0.00069669i,1.2493e-05-0.00011973i,0.00052811-0.0010685i,0.00024781-0.00060391i,6.3135e-05+0.00012508i,-0.00042389+0.00051872i,-0.00061383+2.9781e-05i,-0.00017226-0.00054895i
0.0018636+0.00097996i,0.0025508-0.00016378i,0.0029652-0.0016897i,0.0014806-0.002496i,0.00018378-0.0020911i,0.00029073-0.00040464i,0.0010083+0.00025951i,0.0008391-0.00036434i,0.0006145-0.00062578i,1.9637e-05-0.00040111i,-0.0011931-0.0007042i,-0.0012427-0.00046749i,-0.00047187+0.00014546i,-0.00027134+0.00017558i,-0.00027347+0.00047386i,0.00034825+0.00058587i,0.00076699+0.00057833i,0.0010324+0.00041484i,0.00098894+0.00055539i,0.00018719+0.0013725i,-0.00040536+0.0009094i,-0.00056869-0.00028283i,-0.00073175-0.00042551i
0.0013552-9.1065e-05i,0.0018638+0.00022548i,0.0025763-0.00075243i,0.0013781-0.0012055i,-0.00059075-0.0015086i,-0.00074738-0.00091769i,-0.00035976+4.965e-06i,-0.00038307-0.00019764i,-0.00031409-0.0006927i,-2.8418e-05-0.00075753i,-0.00033514-0.00070865i,-0.00069725+4.1822e-05i,-0.00078232+0.0002873i,-0.0013919+0.00051528i,-0.0015824+0.0010808i,-0.00035299+0.00057924i,0.00045312+0.00063862i,5.256e-06+0.00082525i,-0.00057091+0.00012037i,-0.0009147-0.00029972i,-0.000188-0.00080477i,9.6132e-05-0.00068976i,-0.00067514-0.00023331i
0.0021234+0.0014055i,0.0022279+0.0015554i,0.0013017+0.0013488i,8.9426e-05+0.0014498i,-0.0012961+0.0013944i,-0.0017701+0.0013697i,-0.001442+0.001708i,-0.0010436+0.0009345i,-0.00099525+0.00014382i,-0.00089912-0.00012408i,-0.00041967+0.00037876i,-0.00048802+0.00056276i,-0.00088869+0.00010338i,-0.001106-0.00018224i,-0.0015835+0.0001655i,-0.0014353+7.0187e-06i,-0.00030278-0.00019915i,-0.00028919-0.00016445i,1.1933e-05-0.00019979i,0.00087673-0.00023507i,0.0012866-0.00014785i,0.0011084-0.00039812i,0.00044519-0.00047181i
0.00040725+0.00029245i,0.00042162+0.00031435i,0.00072625-0.0008966i,0.00044961-0.00079766i,0.00021407-0.00039101i,0.00065324-0.00038105i,0.0013784-0.00035351i,0.0011892-0.00088953i,0.00012782-0.0011181i,0.00035609-0.00063198i,-7.6873e-05-1.4776e-06i,-0.00047816+0.00028643i,0.00046419+0.00038175i,0.0010376+0.00031258i,-0.00039767-0.00024901i,-0.0013178-0.0010177i,-0.00083203-0.0013507i,-0.00039412-0.001089i,-0.00075267-0.00025965i,-0.00076166+0.00015317i,0.00011567+4.0612e-05i,0.00037145-0.000463i,2.7994e-05-0.00060541i
-0.00074244+0.00085205i,-0.00081742+0.0008832i,0.00023355+0.00012361i,0.00054075+6.3638e-05i,-0.0007157-0.0001421i,-0.00042645-0.00082284i,-0.00014242-0.00071754i,-0.00055882+0.00017194i,-0.00022424+0.00057119i,-0.0004426+0.00077626i,-0.00019538+0.00084898i,0.00068123+0.00085776i,0.00042767+0.00046517i,-0.00018344-0.00031387i,-0.00068771-0.00077528i,-0.00048321-0.0003018i,-1.4655e-05+0.00041313i,0.00020905-0.00034145i,0.00052383-0.00063674i,-0.00018787-0.00019914i,-0.00036258-3.2434e-07i,0.00070083+0.00018769i,0.0014677-0.00043809i
0.0014328-0.00088469i,0.0015508-0.0016599i,0.0007109-0.0024587i,0.00020199-0.0017925i,-0.00070315-0.00080398i,-0.0015052-0.00016973i,-0.00073004+0.00010742i,0.00016679+0.00015417i,-0.0010499+0.00018514i,-0.001676+9.8361e-05i,-0.0012084-0.00038324i,-0.00078064-0.00050954i,-7.7481e-05+5.5094e-05i,0.00038683+0.00020821i,0.00016466+0.00028996i,-0.00051436+0.00046777i,-0.00024298+0.00062036i,0.00019562+0.00049928i,-0.00034081-9.5324e-05i,-0.0010622-0.00044376i,-0.00080569-0.00029925i,-0.00046808+0.00032917i,0.00011918+0.00081235i
0.0012746+0.0010442i,0.00083398+0.0013372i,0.0010318+8.1712e-05i,0.00069121+5.7329e-06i,-0.00085343+0.00092123i,-0.0011818+0.00095489i,-0.00026577+0.00085484i,-6.204e-05+0.0010619i,-0.00062687+0.00096113i,-0.0010724+0.00027347i,-0.00076366-0.00036276i,-0.00084733-0.00034347i,-0.0015526-0.00015172i,-0.0010994-0.00047962i,-0.00043803-0.00058723i,-0.00072262-0.00031999i,-0.00064851-0.00042004i,0.00021063-0.00031043i,0.00033099+0.00032572i,-0.00036294+8.0436e-05i,-0.00025577-0.00016155i,0.00042946-5.3894e-05i,0.00069109+7.007e-05i
0.0032033-0.0036258i,0.001761-0.0047145i,0.00013396-0.0042588i,-0.0011704-0.0024826i,-0.0018668-0.0011285i,-0.0019678+0.00020601i,-0.00059141+0.0010529i,0.00050784+0.00062395i,0.00023925-9.1345e-05i,-0.00051442+0.0001346i,-0.00088309+0.00074029i,-0.000603+0.00095426i,-0.00039729+0.0010038i,-0.0004707+0.00096156i,-0.00042342+0.00062491i,-0.00051882-0.00012714i,-0.00076356-0.00045405i,0.00012155-4.5135e-05i,0.00022649-3.9098e-05i,-0.00041685-7.4912e-06i,-0.00066247-0.00052295i,-0.00043786-0.00068535i,0.00010397+0.00035884i
-2.1852e-05+0.0012636i,-0.00013888+0.00087677i,0.00018979-0.0017553i,-0.00072653-0.002398i,-0.00082632-0.0018762i,-0.00018464-0.0013985i,0.00013314-0.001252i,0.00054748-0.00049109i,6.6627e-05-0.00056028i,-0.0011176-0.00060192i,-0.0018196-0.00049138i,-0.0019488-0.00087838i,-0.0015998-0.00068026i,-0.00081815-0.00039727i,-0.00047627-0.000146i,-0.00059705+0.00021432i,-0.00032442+0.00018061i,2.3704e-05+0.00040869i,0.00028279+0.0005867i,0.00020697+0.0007775i,0.00031106+0.001006i,3.9191e-05+0.00054824i,-0.00056846+7.8095e-05i
-0.00060794-0.0021491i,-7.5145e-06-0.0017086i,0.00012609-0.00053687i,0.00042809-0.00024327i,0.00035572-0.00011886i,-0.00041691+4.0314e-05i,-0.00028136+0.00029566i,6.9932e-05+0.00053671i,-0.00056167+0.00029399i,-0.00033034+0.00017851i,0.00043086+0.00060646i,0.00015161+0.0013471i,-0.00018739+0.00081079i,0.00019921-0.00020771i,0.00052807-0.0004113i,0.00044704-0.0004732i,-0.0003011-0.00044071i,-0.00015047-0.00019549i,-6.7325e-05-1.3991e-05i,-0.00025432-0.00055173i,0.00014046-0.00044655i,0.00026144+0.00034005i,0.00034869+0.00054078i
-9.4891e-05+0.00077807i,-0.0002077+5.3795e-05i,-0.00094745-0.00076466i,-0.0013205-0.00032737i,-0.00077016+0.00012637i,-0.00088546-0.0003007i,-0.00038664-0.00054735i,0.00033046-0.00065793i,-0.0004393-7.3406e-05i,-0.0009334+0.00083545i,-0.00063752+7.9186e-05i,-0.0003807-0.00050525i,-0.00039291+0.00058874i,-0.00056807+0.0003083i,-0.00036609-0.00080958i,-0.00012981-0.00052673i,-0.0004898+0.00063547i,-0.00020687+0.00021054i,-0.00020382-0.00035781i,-0.00025109-3.744e-05i,0.00028865+0.0001102i,0.00032282-3.5286e-05i,0.000236-0.00031314i
0.0022007-0.0014971i,0.0026644-0.0017968i,0.0036033-0.0025052i,0.0026951-0.002878i,0.0010282-0.0028401i,-0.00037735-0.0013135i,-0.0010157-0.00015424i,-5.6769e-05-1.8202e-05i,0.0010466-0.00027456i,0.00073056-0.00028165i,0.00061673+0.00070739i,0.00065899+0.00089769i,4.6661e-05+0.001237i,-0.00030173+0.0013699i,-0.00023243+0.00036869i,-0.00026625-1.6627e-05i,-0.00020561+0.00031565i,-7.5773e-05-0.00029832i,-0.00045798-0.00045975i,-0.00098132-8.1061e-07i,-0.00070092+0.00022829i,-0.00013556+8.1067e-05i,-0.00059767+0.00014955i
1.4486e-05+0.0022506i,0.0019439+0.0016134i,0.0020269+0.0019932i,0.00256+0.0016185i,0.0020327+0.00033055i,0.00051361-0.0013208i,0.00010092-0.0018122i,0.00024088-0.001346i,0.00030551-0.0012336i,0.00073431-0.00055225i,0.00016517+0.00095812i,0.00035431+0.0015182i,0.00050819+0.00096129i,-0.0003724+0.00058268i,-4.6176e-05+0.00083547i,0.00017061+0.00084623i,-0.0004777+0.00043922i,-0.000345+0.00019805i,-6.0534e-05-0.00034315i,-3.6194e-05-0.00046358i,-9.6757e-05+0.00044192i,0.00015133+0.00052378i,0.00021191-6.7688e-05i
0.00073768-0.00078968i,0.0018408-0.00093439i,0.0021368+0.00031129i,0.0009703+0.00033524i,-0.00035731-0.00016218i,-0.00080374-0.00050237i,-0.00060512-0.00048563i,1.1208e-05-0.00045i,0.00062672-0.00030282i,0.00047739+3.608e-06i,-0.00032782-0.00027442i,-0.00017451-1.9859e-05i,0.00022983-0.00026598i,0.00043854-0.00095469i,0.00054565-0.00072577i,0.00020335-0.00057473i,-0.00024523-0.00022216i,-0.00092646+0.00010294i,-0.0013313+0.00010428i,-0.0013747+0.00020711i,-0.00090991-8.7429e-05i,-8.5179e-05-0.00061568i,-4.3571e-06-0.00055838i
0.00028102-0.0017564i,0.00021319-0.0010747i,-0.0012987-0.00076651i,-0.0010996-0.00065778i,0.0012003-1.1873e-06i,0.0022698+0.00025158i,0.0010482-0.00036136i,-0.00016197-0.00038563i,-0.00027267-0.00026887i,9.0048e-05+0.0003117i,0.0002387+0.00041495i,0.00039862-0.00015943i,0.00062659+0.00021448i,0.00076411+6.3711e-05i,0.0012647-2.2201e-05i,0.00084877-0.0001497i,0.00026017-0.00036233i,0.00018337+0.00018252i,8.2818e-05-0.00019764i,4.3663e-05-0.00062776i,-0.00040576-0.00018381i,-0.00064214+9.8369e-05i,-0.00053941-7.9691e-05i
-0.0009526+0.00010123i,-0.00066259-0.00046888i,0.00012725-0.00071042i,0.00078137-0.00080151i,0.00089809-0.00075881i,-8.53e-05-0.0010545i,-0.00057857-0.00063795i,-0.00028892-0.00010481i,-0.00023222+0.00034528i,-0.00059397+0.00058876i,-0.00062296+0.00090872i,-0.00040351+0.001612i,-0.0011181+0.0014094i,-0.0010516+0.00078346i,-0.00011549-0.00012395i,-0.00037972-0.00077456i,-0.00034453-0.00044185i,0.00021859+0.00023995i,-0.00013059+0.00043552i,-0.00055318-0.00031261i,-0.0002872+0.0003014i,-6.5366e-05+0.00094813i,3.6306e-05-0.00034934i
0.00090855+0.00065916i,0.0018723+0.00071712i,0.0029312+0.00088704i,0.0023217+0.0012497i,0.0012917+0.0013618i,0.0010504+0.0015493i,0.00047068+0.0015595i,0.0001047+0.00047534i,0.00035109-0.00030188i,-9.7707e-05+0.00025744i,-0.00040224+0.00081767i,-0.0001684+0.0012757i,-0.00025221+0.00068087i,0.00030461-0.00023959i,-0.00021706-0.000146i,-0.00051113-0.00011709i,0.00024581-0.00076473i,0.00074945-0.0013729i,0.00084128-0.0015701i,0.00076213-0.00071773i,0.00050645-0.00047195i,1.6246e-06-0.0011767i,-0.00041974-0.00063348i
-0.0011195+0.0015327i,-0.00078715-8.7518e-05i,-0.00075338-0.00034781i,-0.00090221+0.00068386i,-0.00091442+0.00093163i,-0.0012097+0.00015719i,-0.00098121-0.00052068i,-0.00079257-0.00055658i,-0.0010421+0.0001189i,-0.0010527+0.00049657i,-0.0006324+0.00070261i,-9.1889e-05+0.00013472i,-0.00048054-0.000394i,-0.00095134-0.0001046i,-0.00079796-0.00027533i,-6.6591e-06-0.00069903i,0.00030671-0.00085054i,-0.00014748-0.0007199i,-0.00050071+0.00043582i,-0.00048157+0.00083503i,-0.00041239+0.00042162i,9.6786e-05+0.00068555i,0.00019983+0.00061926i
0.00063322-0.0018492i,0.00053325-0.0023656i,0.00071614-0.0020782i,-0.00044396-0.00063307i,-0.0021711-0.00031387i,-0.0017333-0.00053344i,0.00033888-0.00046483i,0.00084771-0.00043579i,-0.00030835-0.00042614i,-0.0020361-6.1833e-05i,-0.0022194+0.0008114i,-0.00092512+0.001314i,-0.00027788+0.0010321i,-0.00075535+0.00060126i,-0.00065478-5.1753e-05i,-0.00027266+4.978e-05i,6.7627e-05+0.00053948i,0.00012161+0.00031249i,6.6596e-06-0.00016557i,1.4513e-05-6.3595e-05i,-0.00025513+0.00064009i,-0.00052421+0.00097715i,-0.00070722+0.00061279i
-0.0012083+0.00062176i,0.00024563-0.00023582i,0.000292-0.0014997i,0.00011547-0.00055278i,0.00010404+0.00043285i,9.8305e-05-0.00030835i,-0.00052413-0.00054557i,-0.00087735-0.00018693i,-0.0011878+0.0002105i,-0.0013103+0.00030039i,-0.0016687-0.00051576i,-0.0012128-0.0013686i,-0.0001675-0.00097546i,-9.9219e-05-0.001114i,-0.00033674-0.0012484i,-0.00032587-0.00032044i,-0.00015393-0.00015576i,6.3304e-05-0.00098781i,0.00041782-0.00099144i,-2.813e-06-0.00075418i,-0.00021427-0.0010685i,0.00035321-0.0010192i,0.00049955-0.00082631i
-0.0022104-0.0014311i,-0.0017981-0.00099846i,-0.00059497-0.00084418i,-5.9411e-05-0.001346i,-0.00022709-0.0012523i,0.00013088-0.00062422i,0.00015485-0.00033606i,-0.00030088-3.6114e-06i,2.2273e-05+0.00015071i,0.00070454+4.0741e-05i,0.00030837+0.00024217i,-0.00067517+0.00070781i,-0.00064406+0.00015787i,-6.1781e-05-0.00027366i,-0.00016458+0.00020694i,-0.00028797+0.000406i,0.00032031+0.00021056i,0.00089353+0.00040511i,0.00074435+0.00077036i,0.00055991+0.00051751i,0.00072714+0.00016582i,0.00042155-0.00031076i,0.00028724-0.00059726i
0.0034913+0.00011343i,0.0043651-8.7627e-05i,0.0039803-4.7252e-05i,0.0016215-0.00083812i,5.4315e-05-0.0018166i,-1.4845e-05-0.0016062i,-0.0005532-0.00063122i,-0.00084981+7.3651e-05i,-0.00041014+0.00021652i,-0.00055291+0.00019198i,-0.0010211+0.00015988i,-0.00039988-0.000341i,-0.00047465-0.00067257i,-0.00067276-0.00048356i,-0.00056014+3.0673e-05i,-0.00062125+0.00045598i,-0.00015759-0.00014744i,0.00068187-0.00022895i,0.00050083-0.00022234i,-0.00070751-0.00034629i,-0.00069235-0.00044474i,0.00045955-0.00065915i,0.00038421-0.0004288i
0.0016896-9.366e-05i,0.0013328+8.8989e-05i,0.0023671-0.00099002i,0.0014137-0.0017792i,-6.3169e-05-0.00078004i,-0.00020359+0.0011614i,-3.8565e-05+0.0021814i,-0.00033638+0.0015992i,2.6944e-05+0.00033989i,0.00039835-0.00018702i,-0.00012497-7.421e-05i,-3.4249e-05+0.00059845i,0.00025752+0.0010666i,-0.00030673+0.00042917i,-0.00077644+0.00032369i,-0.0007318+0.00040031i,-0.00045594-0.00048055i,0.00031515-0.00067763i,7.8538e-05+0.000251i,-7.2142e-05+0.0003991i,0.00055246-0.00043577i,0.00079321-0.00076218i,0.0013254-0.00049426i
0.0011309+0.0011264i,0.0025416+0.00039884i,0.002675+0.00058229i,0.0014462+0.0002079i,1.1726e-05-0.0010003i,-0.00082008-0.00090509i,-0.0005179+0.0003202i,-0.00012856+0.0016595i,0.00034185+0.0013756i,0.00073427+0.00029793i,0.00035943+0.00042491i,-0.00045331-2.3627e-05i,-0.00051501-0.00041914i,-0.00052855-0.00011024i,0.00012691-0.00044617i,0.0011861-0.00021421i,0.00063506+0.0002993i,-7.5222e-08+0.0002235i,-0.00021983-0.00053171i,-0.00040636-0.00041878i,-0.00013735+0.00044987i,-0.00016684+0.0010698i,0.00012185+0.00099479i
-0.0013677-0.003072i,-0.0028573-0.0017316i,-0.0029469-0.00097296i,-0.0020763-0.00024543i,-0.0010141+0.00031915i,-0.00017791+0.00044372i,0.00045123-4.8199e-05i,0.00075386-0.00076119i,0.0003286-0.00092058i,-0.0003212+0.00017917i,-0.0010459+0.00072843i,-0.00092376+0.00083467i,0.0003531+0.00076259i,0.00057816+0.00053852i,0.0001732+0.00059146i,0.00040545+0.00059957i,0.00020678+0.00024839i,0.00023116-0.00027359i,0.00038444-0.0005082i,0.00059209-0.00024968i,0.00030509-2.4662e-05i,0.00020422+0.00027062i,-0.00044993+0.0010211i
0.0031327-0.0022701i,0.0026727-0.0024422i,0.0015166-0.0029871i,0.00055278-0.0031278i,-0.00071376-0.0020729i,-0.0014055-0.00094667i,-0.00089249-0.00060222i,0.00019348-4.0782e-06i,0.00045619+0.00037312i,-0.00041646+0.0010653i,-0.0016564+0.00078382i,-0.0014475-3.587e-05i,-7.7532e-05-0.00035133i,0.00074889-0.00024809i,0.0010359-0.00021839i,0.00081957-0.00059028i,-0.00013937+0.00022137i,-0.00069319+0.00051179i,0.00030362+0.00011193i,0.00036171+0.00049817i,5.5817e-05+0.00050094i,0.00023726+0.00011597i,-6.929e-05-0.00013592i
0.00086184+0.00061916i,-0.00027579+0.00010578i,0.00083668+9.668e-05i,0.0012752-0.00020482i,1.5145e-05-0.00064874i,-0.00069712-0.00085675i,-6.3038e-06-0.00062563i,0.00022534+0.00022173i,-0.00034337-4.5809e-05i,-2.1984e-05-0.00029975i,-0.00027094+0.00040624i,-0.00066149+0.0003623i,-0.0002433+0.0004433i,-0.00057427+0.00059336i,-0.0011283+0.0006867i,-0.0011187+0.00076444i,-0.00078962+0.00025607i,-0.0002534-0.00077902i,6.4135e-05-0.0011306i,-1.5225e-05-0.0012231i,1.4582e-06-0.0014334i,9.0823e-05-0.0013757i,-0.00011249-0.0013077i
0.0019808-0.0011031i,0.0018663-0.0021808i,0.0016666-0.0017856i,0.00097139-0.00059654i,-0.00089657-0.00032978i,-0.0010104-9.4265e-05i,6.6348e-05-0.0003497i,0.00037246-0.0004557i,-0.00057783+0.00032303i,-0.00099816+0.001012i,-0.00086184+0.0014424i,-0.0001967+0.0012125i,0.00050236+0.00029428i,0.00085992-0.00015091i,0.00064187+0.00045478i,0.0008219+0.00045885i,0.001038-0.00050609i,0.00018562-0.0011616i,-0.00025734-0.00064468i,-7.2857e-05+0.00034819i,0.00032423+0.00060193i,0.00037819+0.00065674i,-0.0001317+0.00073377i
-8.2126e-05+0.00057017i,0.00064109-0.00037529i,0.0008775-0.0017789i,0.00066386-0.0021807i,-0.00010933-0.00093017i,-0.0006176+7.9774e-05i,0.00037075-5.0303e-05i,0.0004104-0.00033887i,-0.00074471+8.9196e-05i,-0.00099098+0.00045355i,-0.00064939+0.0004468i,-0.00064621-2.3775e-05i,-0.0011051-0.00018286i,-0.00082491-0.00024868i,-0.00049365+8.3186e-06i,0.00012308+0.00031924i,0.00033434+2.0935e-06i,0.00026879-4.7483e-05i,0.00033078+0.00058949i,0.00057525+0.00053365i,0.00042908-0.0002549i,-0.00018082-0.00048977i,-0.00029385-0.00033709i
0.00017207+0.00084414i,0.0015971+3.3432e-06i,0.001765+0.00063396i,0.00060886+0.00065841i,-8.2129e-05+0.00071648i,-0.00038004+0.0013964i,-0.00045458+0.00052936i,-0.00039773-0.001441i,-0.00087856-0.0015811i,-0.00068953-0.00014703i,-0.00024558+0.00073185i,-0.00053318+0.00074398i,-0.00032699-2.4374e-05i,-0.0005242-0.000483i,-2.669e-05+0.0002324i,0.00079535+0.00085934i,-0.00026326+0.00050915i,-0.0008986+0.00044641i,-0.00047136+0.00028769i,4.9234e-05-0.00032523i,0.00047884-0.00020946i,0.00049273-0.0004303i,0.0006863-0.00020854i
0.00025681-0.00074131i,2.6195e-05-0.00052882i,-0.00020469+0.00067687i,-0.00032368+0.0012589i,-0.00013842+1.6227e-05i,-0.00024189-0.001158i,-9.0157e-06-0.0010259i,0.00067218-0.00086083i,0.0004522-0.00068234i,-0.000503+5.0494e-05i,-0.00091121+1.2899e-05i,-0.00039163+0.00016456i,-0.00030013+0.00028035i,-0.00073526-0.00056928i,-0.00074005-0.00070015i,-0.00048692-0.00031795i,-0.0002853-7.6771e-05i,-0.00052618-0.00040186i,-0.00064088-0.0001057i,-0.00019836+0.0001472i,0.00073407-0.0003506i,0.00080128+0.00018215i,0.00054054+0.00076246i
0.0011238-8.3825e-05i,-0.00033398+0.00028257i,-0.00052112-0.00026948i,-0.00062237-0.00024667i,-0.0015898+0.00011801i,-0.0011751-0.00027025i,1.2193e-05-0.00023863i,8.8242e-05-0.00033304i,0.00033371-0.00026533i,0.0006246+0.00023874i,0.00046893+0.00029346i,-3.352e-05+3.1904e-05i,0.00027279-0.00046734i,0.0009576-0.00106i,0.00076744-0.00054178i,0.00068661+0.00053787i,0.00057626-4.3143e-06i,0.0003746-0.00058638i,9.6458e-05-0.00023085i,0.00010894-0.00017536i,-0.00033956+0.00029001i,-0.00080256+0.00043324i,-0.00041818-0.00034109i
-0.00091313-0.0016939i,-0.00064692-0.0012128i,0.00041343-0.00033768i,0.0010084-0.00088571i,0.0010809-0.0018807i,0.00076459-0.0014454i,0.00061524-0.00050729i,0.0010492-0.00066245i,0.0008307-0.00029717i,0.00025067+6.4327e-05i,-0.00018848-0.00022776i,-0.0001008-0.00074476i,0.00044276-0.0011502i,0.00069166-0.001139i,0.00032331-0.00031217i,0.00025662-6.1338e-05i,0.00021016+0.00034296i,-0.00041098+0.00074129i,7.1472e-05+0.00041872i,0.00049335+0.00037i,0.00022245+0.00024007i,0.00032109+0.00011717i,0.00030104+0.00028172i
7.0693e-05-1.2084e-05i,0.00092321+0.00064964i,0.0011144+0.0010784i,0.00082154+0.00036721i,0.0004594-0.00024222i,0.0004903-0.00048506i,0.00024163-0.0003149i,0.00011982-0.0002113i,0.0004269+0.00035685i,0.00061669+0.0006495i,0.00042303+9.908e-05i,-0.00022172-0.00025065i,-0.0007771-0.00057852i,-0.00091556-0.00070358i,-0.0005458-0.00081756i,-3.0792e-05-0.0010685i,-0.00012393-0.00031877i,-0.00017682+0.00023149i,0.00015125+0.0003442i,0.00043324+0.00059074i,0.00048755+0.00095059i,0.00091692+0.0014796i,0.00062224+0.0012987i
