-0.00018133+0.00036553i,-0.0003411-0.0010189i,-0.00049884-0.0011777i,-0.00058785-0.00072439i,-0.001711-0.00041588i,-0.0019063-6.9333e-05i,-0.00023461+0.00058607i,0.00083038+0.00071007i,0.00066913+0.00028987i,0.00054497+8.1659e-05i,0.00043988-0.00030024i,3.3323e-05-0.00039423i,-0.00036807+3.3974e-05i,-0.00040752-0.00028216i,-0.0002024-0.00021072i,-0.00038602+3.2087e-05i,-0.0002103+7.6407e-05i,0.00022598-0.00018288i,0.00045905-0.00012324i,0.00078307+0.00050441i,0.00058127+0.0005437i,5.7192e-05+0.00031577i,-0.00040085+0.00048142i
0.0073905-0.69575i,-0.11585-0.67288i,-0.19538-0.48386i,-0.18859-0.26258i,-0.12788-0.09083i,-0.020996-0.0029287i,0.052054+0.0063693i,0.025641+0.013116i,-0.0080313+0.049436i,0.0074933+0.043532i,0.0022018+0.0057253i,-0.021493+0.0034884i,-0.016302+0.01402i,-0.0019872+0.0087708i,-0.0039332+0.0011416i,-0.018825+0.0080689i,-0.021652+0.026483i,-0.0034143+0.03375i,0.015963+0.02738i,0.026956+0.018148i,0.028906+0.0065905i,0.02539-0.0049201i,0.021036-0.013247i
0.20525+0.62614i,0.27155+0.63044i,0.31608+0.49075i,0.30696+0.31632i,0.22952+0.20279i,0.1499+0.13016i,0.10277+0.037642i,0.051403-0.034574i,-0.011436-0.049346i,-0.04298-0.018145i,-0.025596-0.001927i,-0.0091005-0.022299i,-0.017781-0.028959i,-0.026791-0.012823i,-0.027727+0.0054162i,-0.019029+0.012218i,-0.011258+0.00012144i,-0.01091-0.01385i,-0.010154-0.021549i,-0.014382-0.027219i,-0.021479-0.021677i,-0.019641-0.0035679i,-0.0078055+0.013425i
-0.26052-0.45047i,-0.10886-0.42644i,2.0336e-05-0.29687i,-0.04652-0.12481i,-0.082266+0.027618i,-0.013055+0.10034i,0.073584+0.068072i,0.080913-0.0035305i,0.046587-0.029238i,0.036184-0.028147i,0.02803-0.033257i,0.0051956-0.024097i,-0.0027583-0.0054539i,0.0029087-0.0015243i,-0.0054478-0.0045368i,-0.019756+0.0027472i,-0.016855+0.014023i,-0.0044064+0.017444i,0.0045762+0.020383i,0.014684+0.023105i,0.022227+0.014863i,0.020695+0.0050863i,0.015765+0.0013696i
0.14113+0.2827i,-0.10302+0.40369i,-0.20623+0.37577i,-0.12456+0.15957i,-0.096455-0.05353i,-0.1228-0.086836i,-0.08739-0.004871i,-0.020131+0.035095i,0.0057819+0.01756i,-0.019842+0.0079723i,-0.033683+0.026767i,-0.0031884+0.030198i,0.022163+0.0010812i,0.013572-0.021438i,-0.0080568-0.018339i,-0.01346-0.0029441i,-0.0038144+0.0044616i,0.0013878+0.0028094i,-0.0006499+0.0046639i,-0.0056884+0.0087477i,-0.011743+0.014559i,-0.012143+0.02188i,-0.0077674+0.022009i
-0.10284-0.018188i,0.11975-0.13794i,0.19047-0.18247i,0.1054-0.0426i,0.10458+0.15381i,0.16991+0.21536i,0.17269+0.15332i,0.14286+0.076843i,0.11741+0.025861i,0.10423-0.0021351i,0.086935-0.030244i,0.046527-0.042909i,0.013758-0.02484i,0.0028637-0.0085208i,-0.0033244-0.0059032i,-0.0062521-0.0073697i,-0.0022524-0.01176i,0.001685-0.01643i,0.00064023-0.01434i,-0.00064185-0.0067458i,0.00028902-0.0065595i,-0.001664-0.012634i,-0.0021152-0.0095715i
0.058465-0.25538i,-0.16961-0.2401i,-0.26872-0.19659i,-0.14864-0.20196i,-0.0067861-0.24969i,0.035876-0.2234i,0.035527-0.11538i,0.012559-0.026143i,-0.01805+0.02022i,-0.031436+0.02359i,-0.043454+0.013673i,-0.037888+0.028612i,-0.0048202+0.031868i,0.011429+0.0069306i,-0.0043337-0.014555i,-0.028666-0.01038i,-0.031869+0.011829i,-0.018972+0.019568i,-0.013905+0.011216i,-0.013453+0.0086001i,-0.01483+0.015292i,-0.01585+0.023703i,-0.0096906+0.023845i
0.10518+0.23118i,0.31658+0.20437i,0.42178+0.16162i,0.31092+0.17442i,0.14061+0.26255i,0.050566+0.29048i,0.0050812+0.19529i,-0.018639+0.091299i,-0.011913+0.043412i,0.01757+0.036325i,0.053912+0.016931i,0.050633-0.020563i,0.022269-0.027033i,0.011396-0.020205i,0.0053287-0.020807i,-0.00086237-0.015177i,0.0030287-0.0069433i,0.012827-0.0012066i,0.016724-0.0021325i,0.0098451-0.010461i,0.0039452-0.021218i,0.0020188-0.028187i,0.00019291-0.022625i
-0.12983-0.31547i,-0.22624-0.30981i,-0.2279-0.19062i,-0.13225-0.075169i,-0.070205-0.020162i,-0.042236+0.048445i,-0.0030225+0.09495i,-0.0083678+0.071517i,-0.043808+0.039971i,-0.047414+0.012867i,-0.041168+3.7717e-05i,-0.032005+0.013401i,-0.013064+0.018268i,-0.0031776+0.0096783i,-0.0096701-0.0032285i,-0.02345-0.011781i,-0.024143-0.0074447i,-0.01083-0.004548i,-0.0029903-0.0049525i,-0.00076343+0.0018651i,-0.0031359+0.011216i,-0.011104+0.019691i,-0.014052+0.023254i
0.063659+0.39932i,0.095668+0.56469i,0.14879+0.51843i,0.11065+0.30773i,0.0048194+0.16375i,-0.066194+0.11116i,-0.067746+0.068535i,-0.014437+0.01416i,0.018504-0.032928i,0.0094263-0.018659i,0.02638+0.0094829i,0.044998-0.015534i,0.028709-0.034489i,0.023239-0.025283i,0.029367-0.021806i,0.020776-0.019981i,0.002076-0.0075449i,-0.0061878+0.013814i,0.0019495+0.022824i,0.006935+0.010468i,0.0075557-0.0068862i,0.010378-0.018633i,0.010168-0.020085i
0.06317-0.24034i,0.024142-0.47396i,-0.17668-0.44979i,-0.26262-0.17716i,-0.16917+0.018061i,-0.075555+0.060433i,-0.022867+0.031567i,-0.012082-0.017646i,-0.013993-0.026087i,0.0072567-0.023729i,0.0013175-0.025594i,-0.016498+0.0048551i,-0.0078651+0.027815i,-0.0023213+0.021144i,-0.004284+0.008757i,-0.0011102-5.9132e-05i,0.0060186-0.0059111i,0.0077015-0.015298i,0.00064826-0.018766i,-0.0022583-0.0078077i,-0.0065295+0.0067141i,-0.017324+0.015553i,-0.021662+0.016383i
-0.15433+0.18509i,-0.1753+0.37012i,-0.042657+0.27357i,0.061305-0.013422i,0.059938-0.18076i,0.010499-0.18985i,-0.045453-0.091379i,-0.019032+0.016739i,0.036288+0.023458i,0.030114+0.0020931i,0.024584+0.0068328i,0.03643-0.0018736i,0.037199-0.011977i,0.039558-0.012456i,0.03753-0.018079i,0.019867-0.021611i,-0.00094583-0.0081079i,-0.0084917+0.016413i,-0.0045154+0.028762i,-0.0028982+0.022144i,-0.0015715+0.0079555i,0.0057428-0.0052111i,0.0099597-0.011638i
0.34973-0.30325i,0.35488-0.64451i,0.13352-0.59482i,-0.049634-0.22055i,-0.10354+0.080218i,-0.076542+0.19702i,0.0097463+0.16342i,0.055857+0.066575i,0.046292+0.036206i,0.050738+0.031947i,0.039328+0.0075602i,0.01354+0.0019584i,0.0070306+0.0017938i,-0.0012501-0.0065862i,-0.010688-0.0065095i,-0.0074579+0.00023791i,0.0048927-0.0039808i,0.013763-0.020088i,0.012271-0.026428i,0.010963-0.015188i,0.0089705-0.0034185i,0.00096198-6.6161e-06i,-0.0065225+0.0013482i
-0.56236+0.33683i,-0.43985+0.63855i,-0.062755+0.52011i,0.1697+0.147i,0.1862-0.082409i,0.11515-0.11468i,0.0099437-0.061651i,-0.052623+0.0055109i,-0.057047+0.01936i,-0.048186+0.008888i,-0.019551+0.0042401i,0.0045018-0.0074182i,0.0077067-0.0028689i,0.019254+0.011589i,0.031993+0.00658i,0.022775-0.008641i,0.00042707-0.0024106i,-0.011305+0.019553i,-0.0090596+0.02624i,-0.0078112+0.01568i,-0.0081299-0.00034787i,-0.0059871-0.013765i,-0.00011199-0.017778i
0.57047-0.3206i,0.50474-0.50817i,0.21714-0.34941i,-0.016649-0.037418i,-0.12843+0.16107i,-0.15725+0.22288i,-0.097342+0.17713i,-0.038471+0.090772i,-0.011815+0.062864i,0.019297+0.063123i,0.030306+0.047392i,0.023856+0.032452i,0.021696+0.016803i,0.0194+0.00025376i,0.013156-0.004398i,0.0087756-0.001389i,0.0091805-0.0021624i,0.012146-0.0057662i,0.013466-0.0055325i,0.013359-0.00086589i,0.015035+0.0056489i,0.0149+0.0098286i,0.0060712+0.0077698i
-0.65945+0.54396i,-0.54903+0.77221i,-0.24436+0.57484i,-0.038097+0.2129i,0.023755-0.010627i,0.011748-0.11107i,-0.048017-0.12373i,-0.077369-0.087428i,-0.071443-0.0691i,-0.05747-0.050913i,-0.023779-0.028429i,0.0030368-0.018728i,0.0060597-0.00013942i,0.011552+0.024352i,0.02503+0.025711i,0.02941+0.0085839i,0.016548-0.0021353i,-0.00060142+0.00067923i,-0.0087717+0.0066442i,-0.013202+0.0054708i,-0.017629-0.00089695i,-0.017785-0.005741i,-0.0072202-0.0055687i
0.60731-0.73981i,0.43844-0.89121i,0.11593-0.6201i,-0.055798-0.24762i,-0.090943-0.057584i,-0.11238+0.0050593i,-0.092237+0.031709i,-0.029907+0.036933i,0.029245+0.029554i,0.048173+0.021818i,0.029495+0.027908i,0.019739+0.037415i,0.027158+0.025618i,0.022556+0.0080661i,0.0097143+0.0068019i,0.00016887+0.012777i,-0.006406+0.012503i,-0.0098505+0.0071926i,-0.0069414+0.0042213i,0.0028184+0.0067178i,0.015101+0.012832i,0.025586+0.018195i,0.024171+0.014899i
-0.50341+0.61074i,-0.40308+0.62441i,-0.1969+0.33394i,-0.091367+0.064346i,-0.065203-0.045741i,-0.031073-0.085484i,0.0080076-0.096444i,0.029042-0.096307i,0.00657-0.083174i,-0.019764-0.046779i,-0.0095361-0.02381i,-0.0030649-0.018561i,-0.012285-0.0006238i,-0.0092939+0.017174i,0.0052676+0.019136i,0.020646+0.010836i,0.026342-0.0020033i,0.016663-0.010142i,-0.00080511-0.0096753i,-0.015596-0.0075706i,-0.025396-0.01196i,-0.029713-0.020525i,-0.020643-0.021749i
0.35653-0.80231i,0.30289-0.78656i,0.22626-0.48075i,0.1873-0.2005i,0.16891-0.049696i,0.125+0.020998i,0.052651+0.043133i,0.0064+0.061686i,0.020691+0.076063i,0.043314+0.058234i,0.029801+0.04313i,0.014208+0.046314i,0.014337+0.041465i,0.01241+0.030725i,0.0043213+0.025258i,-0.0084411+0.020725i,-0.018918+0.018801i,-0.013086+0.020101i,0.0038706+0.016089i,0.015708+0.010664i,0.021869+0.012126i,0.021637+0.018943i,0.0089034+0.023752i
-0.12165+0.78581i,-0.080726+0.75688i,-0.029058+0.46686i,-0.044121+0.1862i,-0.10184+0.0471i,-0.091518+0.0053552i,-0.017034-0.0082281i,0.02489-0.016531i,0.0078787-0.011034i,-0.010559+0.0074591i,-0.0021555+0.0042135i,0.0035899-0.018403i,-0.0067851-0.022124i,-0.0076658-0.0082099i,0.0074652-0.0010754i,0.023148-0.0029146i,0.032693-0.0085564i,0.029469-0.016388i,0.014386-0.020395i,-0.0005726-0.019723i,-0.011596-0.020884i,-0.017724-0.024366i,-0.011865-0.021294i
0.089241-0.57965i,0.10611-0.4733i,0.10808-0.19063i,0.12285+0.013364i,0.14269+0.079643i,0.10205+0.060492i,-0.0029346+0.016173i,-0.076313+0.013695i,-0.059151+0.025485i,-0.016809+0.014842i,-0.0023443+0.01342i,0.0026989+0.027675i,0.0074746+0.032778i,0.0017383+0.034198i,-0.0065094+0.041008i,-0.012916+0.037501i,-0.023644+0.028285i,-0.026524+0.025868i,-0.014839+0.021094i,-0.0016884+0.014778i,0.010227+0.016632i,0.017447+0.022653i,0.011849+0.024962i
0.13107+0.50765i,-0.0060197+0.41608i,-0.15009+0.2189i,-0.1944+0.061734i,-0.1991-0.030419i,-0.18518-0.042113i,-0.11028+0.0028841i,-0.027059+0.015279i,-0.0078597+0.0018101i,-0.021654+0.0045764i,-0.017114+0.010107i,-0.005988+0.0010354i,-0.0060973-0.0066414i,-0.0042641-0.0060221i,0.0015908-0.0033699i,0.0098336+0.00099304i,0.019832+0.0015378i,0.019156-0.00034958i,0.0088309+0.00085433i,0.00053077+0.0011537i,-0.0044146-0.003227i,-0.0038937-0.012121i,0.0017452-0.020348i
-0.20317-0.36698i,-0.11404-0.37076i,-0.050722-0.26005i,-0.028538-0.095962i,0.021498+0.022367i,0.058062+0.020088i,0.03942-0.045228i,0.0060822-0.078649i,-0.008571-0.065593i,-0.0033882-0.033269i,0.0037687-0.0024663i,0.0088218+0.022188i,0.0096841+0.031622i,-0.0054002+0.034706i,-0.021723+0.043223i,-0.026371+0.044261i,-0.029023+0.032278i,-0.028687+0.021438i,-0.017101+0.01708i,-0.0045766+0.013949i,-0.0011366+0.014158i,-0.0036803+0.020254i,-0.0091651+0.025146i
0.18148+0.18615i,0.064578+0.094573i,-0.027734-0.025449i,-0.04794-0.087417i,-0.043958-0.091122i,-0.029406-0.043295i,-0.0072595+0.010942i,0.0085454+0.039395i,0.018914+0.041694i,0.020354+0.024097i,0.0060067+0.0073724i,-0.0088374+0.0049585i,-0.0096057+0.0072024i,-0.0031481+0.0021713i,-0.0039539-0.0090311i,-0.0071546-0.011378i,0.0016463-0.0038006i,0.012377-0.0015721i,0.013658-0.0031587i,0.011-0.0041768i,0.0050164-0.0076504i,-0.002466-0.0107i,-0.0023652-0.010718i
-0.18737+0.028441i,0.018279+0.0070321i,0.13884-0.051478i,0.084454-0.070337i,0.005562-0.026081i,0.010664-0.0052921i,0.057015-0.027872i,0.072039-0.049777i,0.048186-0.040549i,0.02329-0.012942i,0.010671+0.0018928i,-0.00029559+0.0056406i,-0.0091377+0.0085009i,-0.015679+0.010742i,-0.019058+0.014652i,-0.020816+0.011887i,-0.02545-0.0027066i,-0.029926-0.015064i,-0.031231-0.014436i,-0.029958-0.0083876i,-0.025582-0.0033402i,-0.019745+0.0032304i,-0.014152+0.01031i
0.095865-0.058084i,0.015376+0.048285i,0.037948+0.10879i,0.090827+0.073511i,0.071745+0.043504i,0.020128+0.056579i,-0.039294+0.065612i,-0.0752+0.077357i,-0.053209+0.07651i,-0.01609+0.043032i,-0.0083838+0.011262i,-0.019337+0.0019908i,-0.024373+0.0059018i,-0.016978+0.0062914i,-0.009236-0.0017965i,-0.0076431-0.0066796i,-0.0026041+0.0027358i,0.0087756+0.016195i,0.016148+0.019197i,0.018786+0.012177i,0.018418-0.0012269i,0.0098037-0.014206i,0.00069885-0.019317i
-0.019626+0.16091i,0.084067+0.10104i,0.061251+0.042514i,-0.021465+0.00085465i,-0.069745-0.059198i,-0.10778-0.068637i,-0.070279-0.014209i,0.012398+0.0042915i,0.023846-0.0079562i,-0.0051166+0.0038618i,-0.0039602+0.013959i,0.011143-0.00086382i,0.0076822-0.015966i,-0.0069127-0.01041i,-0.011731+0.0021264i,-0.005878-0.00076549i,-0.0048699-0.016181i,-0.012949-0.026227i,-0.01973-0.025028i,-0.020815-0.019247i,-0.016297-0.01328i,-0.0077788-0.0090724i,-0.0034055-0.0035356i
-0.1747-0.26509i,-0.27076-0.11804i,-0.19706+0.019043i,-0.061873+0.076796i,0.005912+0.11027i,0.017341+0.087617i,-0.028589+0.015535i,-0.089747-0.01758i,-0.091583-0.0042675i,-0.04602+0.0045555i,-0.011078-0.0021955i,-0.0022269-0.0069159i,-0.0036347-0.0028146i,-0.0097369+0.0028334i,-0.015792+0.007643i,-0.012478+0.013104i,-0.00064963+0.019785i,0.012539+0.024501i,0.021772+0.020033i,0.024915+0.01142i,0.023993+0.0043013i,0.017815-0.0029334i,0.0084799-0.0058186i
0.21463+0.059262i,0.15707-0.089349i,0.028505-0.14795i,-0.026251-0.14602i,-0.036084-0.17345i,-0.052811-0.16253i,-0.028557-0.075049i,0.028305-0.0060377i,0.042907+0.00096443i,0.016024+0.0022916i,0.0031357+0.015023i,0.013039+0.014758i,0.021706+0.0014054i,0.016664-0.010753i,0.0047809-0.015724i,-0.00034739-0.017586i,-0.0027311-0.023381i,-0.0097335-0.026875i,-0.015338-0.02231i,-0.014016-0.014916i,-0.008572-0.0069108i,0.00022093+0.00027484i,0.007042+0.0041622i
-0.24437-0.087627i,-0.17182-0.0033509i,-0.045513+0.0071511i,-0.0058281+0.023909i,0.017076+0.080828i,0.074487+0.055454i,0.077847-0.047323i,0.017958-0.095691i,-0.017318-0.065834i,-0.0097244-0.028275i,-0.0015559-0.010324i,-0.0027806+0.0012989i,-0.0036042+0.008257i,-0.0079173+0.0043269i,-0.015982+0.00079521i,-0.019417+0.0098695i,-0.0099279+0.025553i,0.0060248+0.03167i,0.014797+0.027568i,0.015319+0.023208i,0.01089+0.019355i,0.0039813+0.014101i,-0.0019209+0.0086722i
0.42242-0.035966i,0.34486-0.10829i,0.2011-0.077032i,0.1332-0.049976i,0.093498-0.083746i,0.025203-0.06529i,-0.016658+0.020547i,0.004541+0.072433i,0.034413+0.054737i,0.021943+0.020805i,-0.0027759+0.018867i,-0.0030313+0.032841i,0.010751+0.034613i,0.020882+0.018965i,0.020235-0.0053149i,0.012626-0.024724i,0.0042623-0.031959i,-0.0031998-0.026796i,-0.0033152-0.017075i,0.00067178-0.011998i,7.8154e-05-0.0099825i,-0.0024739-0.0042819i,-0.0040699+0.00084239i
-0.2199+0.2228i,-0.10081+0.2464i,-0.0041903+0.17211i,-0.012985+0.1099i,-0.029938+0.10568i,0.009537+0.081909i,0.050651+0.011235i,0.041949-0.040343i,0.0047916-0.039876i,-0.012909-0.014337i,-0.0098756-0.0042813i,-0.014742-0.01151i,-0.027893-0.011128i,-0.026683+0.00075433i,-0.015287+0.010391i,-0.010023+0.015526i,-0.0086825+0.018261i,-0.0085744+0.015154i,-0.013325+0.0098352i,-0.017569+0.0095121i,-0.016031+0.0096692i,-0.013271+0.0069545i,-0.012747+0.0042289i
0.20779-0.19806i,0.077382-0.14537i,-0.019962-0.0097354i,-0.0018567+0.062993i,0.019222+0.07132i,-0.024102+0.070382i,-0.085368+0.078388i,-0.09875+0.092893i,-0.052128+0.079985i,-0.011028+0.035098i,-0.0075509+0.0074676i,-0.0090299+0.011864i,-0.00045044+0.020058i,0.0094849+0.020431i,0.017399+0.010271i,0.018107-0.0075078i,0.0077148-0.015181i,-0.0032371-0.0078681i,-0.0035469-0.00011207i,0.0023428-0.0024751i,0.0060749-0.010267i,0.0026227-0.014469i,-0.0017516-0.012473i
-0.17758+0.35777i,-0.12645+0.25668i,-0.12041+0.082933i,-0.13024-0.0024345i,-0.10538-0.041673i,-0.049824-0.054285i,0.025043-0.047443i,0.057077-0.057002i,0.025954-0.043812i,-0.00047176-0.0088338i,-0.00095208-0.001339i,-0.004354-0.017089i,-0.016286-0.026938i,-0.024559-0.016737i,-0.022797+0.0059466i,-0.015084+0.019745i,-0.0068237+0.016635i,-0.0037006+0.004054i,-0.0076777-0.00416i,-0.013143-0.0027118i,-0.014318+0.0012324i,-0.010336+0.0010334i,-0.0053124-0.0016462i
-0.054448-0.31253i,-0.099496-0.26873i,-0.11074-0.1575i,-0.095526-0.032686i,-0.059331+0.059647i,-0.039956+0.054535i,-0.067943-0.0042686i,-0.093043-0.015391i,-0.061658+0.0032067i,-0.013414-0.0031175i,0.0017347-0.012941i,0.0042502-0.0025226i,0.0092993+0.0091288i,0.0060899+0.008136i,-0.0009108-0.0020525i,-0.00019105-0.01171i,0.0049185-0.01485i,0.0091095-0.01039i,0.017924-0.0051897i,0.027894-0.0060629i,0.029095-0.0090859i,0.021606-0.0095502i,0.012099-0.0082059i
0.068596+0.29503i,0.13289+0.16517i,0.11395-0.033655i,0.043761-0.14545i,0.0038801-0.16478i,0.015824-0.13166i,0.065847-0.06859i,0.10358-0.040037i,0.070655-0.038195i,0.018911-0.010511i,0.0065932+0.016138i,0.010843+0.014903i,0.0081413+0.0021009i,-0.0018666-0.003395i,-0.012282+0.002779i,-0.016358+0.0097509i,-0.014769+0.0041447i,-0.012283-0.012097i,-0.013864-0.020311i,-0.015867-0.013384i,-0.013659-0.0033598i,-0.0083932+0.00064501i,-0.0044355+0.0014037i
-0.21797-0.27507i,-0.13283-0.15701i,0.00663-0.055215i,0.023166-0.013512i,-0.034376+0.045299i,-0.031836+0.073691i,-0.022281+0.024527i,-0.046308-0.015484i,-0.042637-0.012828i,-0.014508-0.011428i,-0.0015357-0.017844i,-0.0043696-0.013053i,-0.0057365-1.2681e-05i,-0.0024651+0.0017239i,5.0342e-05-0.0079308i,0.0032168-0.013963i,0.0093577-0.0078396i,0.014399+0.0061058i,0.013328+0.016171i,0.012927+0.018015i,0.016524+0.012297i,0.01491+0.0047365i,0.0081451+0.0018535i
0.23372+0.13249i,0.21798+0.119i,0.17119+0.08141i,0.15375+0.0021423i,0.12806-0.080557i,0.06312-0.056067i,0.037966+0.046229i,0.063693+0.08549i,0.057548+0.050082i,0.019371+0.030764i,0.0026194+0.036446i,0.0060152+0.031152i,0.008357+0.01808i,0.0075154+0.01106i,0.003678+0.0096352i,-0.0030365+0.0082387i,-0.0073945+0.0050046i,-0.0055728-0.00021128i,-0.0033565-0.0032326i,-0.0077877-0.0014185i,-0.01205+0.00083956i,-0.011544+0.00093896i,-0.010211-0.0016682i
-0.3324-0.12243i,-0.29956+0.00039748i,-0.16493+0.085139i,-0.080007+0.078994i,-0.061603+0.065978i,-0.043185+0.04731i,-0.031712+8.0542e-05i,-0.038564-0.02096i,-0.030231-0.0074799i,-0.011386-0.0098786i,-0.010319-0.026526i,-0.022981-0.030398i,-0.032205-0.020172i,-0.027941-0.010857i,-0.014439-0.011543i,9.6751e-05-0.011713i,0.012452-0.0046545i,0.016539+0.0039393i,0.012651+0.008512i,0.0084229+0.0098844i,0.0076254+0.0099461i,0.010186+0.0066245i,0.01118+0.001707i
0.30696-0.10257i,0.1441-0.10277i,-0.002903-0.012238i,0.023739+0.054673i,0.075342+0.028782i,0.022759-0.0032014i,-0.043582+0.031384i,-0.032208+0.069153i,0.0053005+0.054977i,0.011303+0.031067i,0.0085421+0.031087i,0.018509+0.030912i,0.026549+0.017457i,0.021516+0.0064926i,0.0086138+0.0048068i,-0.0065143+0.006242i,-0.019559+0.0053687i,-0.021123+0.00024327i,-0.013843-0.0084429i,-0.010799-0.014382i,-0.011149-0.012895i,-0.0091641-0.0087851i,-0.0047135-0.0087397i
-0.21997+0.078537i,-0.19138+0.036634i,-0.13058-0.022455i,-0.097889-0.041615i,-0.077943-0.031843i,-0.026359-0.055515i,0.007088-0.10771i,-0.013386-0.10969i,-0.026962-0.058334i,-0.013268-0.027062i,-0.0066993-0.030192i,-0.013531-0.033323i,-0.020992-0.026229i,-0.020156-0.016954i,-0.0097682-0.013539i,0.0033302-0.012333i,0.013214-0.006482i,0.012198-0.00029445i,0.0026246+0.0045378i,-0.0020159+0.0078983i,-0.00057347+0.0090172i,0.0034353+0.007882i,0.0073552+0.0071742i
0.32727-0.243i,0.23161-0.27761i,0.074269-0.17108i,0.0050714-0.0076337i,0.014689+0.069439i,0.0023317+0.057304i,-0.036697+0.036854i,-0.048915+0.031991i,-0.027682+0.026902i,-0.0029031+0.020577i,0.013937+0.023373i,0.029763+0.025855i,0.039365+0.01601i,0.03251+0.003848i,0.015557+0.00010825i,-0.0024782-0.00049761i,-0.016916-0.0016199i,-0.017117-0.0014262i,-0.0037811-0.0010177i,0.0061066-0.0031231i,0.0050831-0.0066729i,-0.00038049-0.0054039i,-0.0018897-0.00072837i
-0.037748+0.35793i,0.067884+0.25474i,0.10662+0.064488i,0.053599-0.058036i,0.022304-0.087341i,0.055574-0.074929i,0.098528-0.07285i,0.082525-0.078585i,0.023746-0.048629i,-0.0054676-0.0098039i,-0.010673-0.0026989i,-0.021549-0.0055952i,-0.027845+0.0025451i,-0.01922+0.0098953i,-0.0022082+0.0061278i,0.013038-0.0036003i,0.02168-0.011397i,0.018435-0.011859i,0.0077141-0.0051894i,2.1003e-05+0.00040055i,-0.0029616+0.0024434i,-0.0021249+0.004602i,-0.0010161+0.0081876i
0.035398-0.21713i,0.025725-0.15062i,0.0056468-0.039183i,-0.027731+0.039789i,-0.063371+0.099052i,-0.058838+0.11957i,-0.040889+0.094655i,-0.028027+0.061909i,-0.010739+0.032063i,0.00069066+0.015286i,0.009033+0.015145i,0.017969+0.017748i,0.020898+0.013463i,0.015149+0.0059159i,0.0042323+0.0054884i,-0.0063868+0.010763i,-0.01376+0.012475i,-0.012696+0.0085018i,-0.0067647+0.00265i,-0.0035889-0.0013733i,-0.0023044-0.0037621i,-0.0032113-0.0050295i,-0.0060784-0.0043663i
0.02514+0.42879i,0.069443+0.37475i,0.083763+0.20695i,0.092074+0.041303i,0.089244-0.069933i,0.068416-0.074878i,0.077106-0.027063i,0.084676-0.017653i,0.047575-0.020651i,0.0063698-0.0052419i,-0.012877+0.0040739i,-0.02304+0.0030809i,-0.026936+0.0061458i,-0.021264+0.01115i,-0.0076834+0.0090395i,0.010004+0.0015606i,0.022806-0.0036691i,0.019371-0.0035177i,0.003635+9.0868e-05i,-0.0069542+0.0027143i,-0.0081928+0.0020457i,-0.0071872-0.00062635i,-0.0092489-0.0022133i
-0.33158-0.2475i,-0.32716-0.16916i,-0.25825-0.06563i,-0.20302+0.017075i,-0.15451+0.077311i,-0.1234+0.082322i,-0.11302+0.057073i,-0.079872+0.039107i,-0.032071+0.017497i,-0.0079985-0.0036188i,0.0018767-0.0087923i,0.011997-0.0086323i,0.013767-0.012694i,0.0047554-0.015581i,-0.009708-0.0087004i,-0.021816+0.0071099i,-0.023031+0.017314i,-0.012611+0.013655i,-0.00078096+0.0056577i,0.0044305+0.0020102i,0.0060942-0.00010905i,0.0061238-0.00433i,0.0045318-0.0078772i
0.18739+0.13131i,0.15834+0.077333i,0.10338+0.01109i,0.10957-0.022689i,0.12203-0.058931i,0.080243-0.078707i,0.038374-0.043787i,0.030897-0.0028304i,0.02217+0.0051687i,0.0040709+0.0040545i,-0.010715+0.0049036i,-0.018822+0.0040875i,-0.017082+0.0035555i,-0.0084581+0.0028851i,0.00078932-0.0043681i,0.006427-0.015325i,0.0082115-0.019014i,0.0055301-0.014232i,0.0027514-0.0098571i,0.0023333-0.0094216i,0.00036392-0.007925i,-0.00071223-0.0055039i,-0.0010499-0.0048265i
-0.38239-0.19716i,-0.31284-0.1756i,-0.17669-0.16065i,-0.15084-0.11915i,-0.15851-0.018489i,-0.098012+0.023483i,-0.060412-0.011704i,-0.063337-0.017973i,-0.040458+0.0019443i,-0.0085024+0.0011504i,0.0091679-0.0084357i,0.016145-0.011051i,0.013644-0.0094192i,0.0081105-0.006637i,-0.0020523-0.0008716i,-0.016216+0.0093652i,-0.022004+0.016833i,-0.015562+0.011665i,-0.0072253+0.0012141i,-0.0025378-0.0019092i,0.0018192-0.00034576i,0.0070087-0.00060428i,0.011937-0.0032204i
0.39173-0.14373i,0.3575-0.12236i,0.25504-0.041274i,0.19426+0.014003i,0.1589-0.0065252i,0.1021-0.022554i,0.059158+0.0028551i,0.042898+0.018515i,0.026537+0.016491i,0.012672+0.013179i,0.00062035+0.010786i,-0.0087837+0.0081999i,-0.0054892+0.0071851i,0.0025512+0.0057845i,0.012444-0.0040375i,0.020174-0.020983i,0.017941-0.027257i,0.010623-0.014126i,0.0068706+0.0017657i,0.0048359+0.0042901i,-9.7972e-05+0.00044638i,-0.0033402+0.0016285i,-0.0033512+0.0054296i
