-0.0002571+0.00061091i,1.9826e-06-0.00092973i,-0.0019132-0.0010991i,-0.0026388+0.00052813i,-0.0015166+0.0017528i,2.2343e-06+0.0014579i,0.0011631+0.0014396i,0.0018343+0.0012741i,0.0022805+0.00019251i,0.0017707-5.1568e-05i,8.5927e-05-0.00016442i,-0.00050736-0.0001255i,-0.00023512-0.00012933i,0.00040726-0.0010712i,0.00055889-0.0010658i,-0.00016409-0.00033653i,-0.00014793-0.0001144i,0.00013402+6.2498e-05i,-5.0331e-05-0.00024809i,-0.00034354-0.00067137i,-0.00039289+0.0002153i,-0.00069081+0.00086836i,-0.00074677+0.00030198i
0.0034488+0.0030682i,0.0034192+0.00065695i,0.002125-0.0005962i,0.00078642-0.00022955i,0.00043274-0.00031754i,0.00068709-0.00042959i,0.0015814-0.00059704i,0.0016238-0.001027i,0.00046389-0.0011473i,-0.0001282-0.00099821i,0.00022406-0.0010446i,0.00046075-0.00095145i,0.00039728-0.00078064i,-0.0002251-0.00069928i,-0.0010281-0.00063396i,-0.0012383-0.00041748i,-0.0010375+0.00027945i,-0.00027785-0.00024872i,0.00057101-0.0012029i,0.0003272-0.00045768i,-0.00090414+8.6484e-05i,-0.0014969+3.8234e-05i,-0.0005326+0.00015477i
0.0015357-9.9475e-05i,0.0014534+0.00043798i,0.0010842+0.00069407i,6.4639e-05+0.00052571i,-0.00094602-0.00029318i,-0.00022683-0.00084434i,0.00043457-0.00055445i,0.00067949-0.00019098i,0.00052991+3.1318e-05i,-0.00012124-7.3597e-05i,-8.3556e-05-0.0010104i,-0.00049761-0.00079866i,-0.0012189-0.00041079i,-0.00062762-0.00068036i,-0.00030586-0.00022679i,-0.00017632-2.8938e-06i,0.00047795-0.00040813i,0.00056999-0.00010556i,-6.9487e-05+0.00063517i,-0.00056321+1.6838e-06i,-0.00080059-0.00028203i,-0.00095042+0.00034815i,-0.00057848-0.00022231i
0.0048647-0.00017119i,0.003894-0.00062542i,0.0014993-0.0012895i,0.00036568-0.0014414i,0.0005972-0.0015105i,0.00039103-0.00058803i,0.00095312+0.00039288i,0.0015322+0.00038387i,0.0011811-0.00058088i,0.00064189-0.0010979i,0.00033667-0.00080358i,2.42e-05-0.00027516i,-0.0003456+0.00017978i,-0.00083425+0.00048467i,-0.0015447+0.00049832i,-0.0010447+0.00072055i,-0.00071345+0.00090891i,-0.00043846+0.00082168i,0.00035786+0.0012922i,0.00066724+0.0010959i,0.00075036+0.00024808i,0.00028667-0.00025877i,-0.00020395-0.00051164i
0.001269+0.00084134i,0.0013273-0.00018325i,0.000261-0.00089515i,-0.00060153-0.00047029i,5.9488e-05+0.00059831i,0.0012025+0.001185i,0.0015467+0.00026805i,0.0014157-0.0007713i,0.00067058-0.00044743i,0.00044118+0.00026463i,-3.6706e-05+0.00024444i,-9.4621e-05+0.00035202i,0.00045675+0.00056453i,0.00030124+0.00017343i,-0.00026005+0.00031966i,-0.00046824-0.00021092i,-0.00025795-0.00051889i,4.7594e-05-6.9567e-05i,-6.7903e-06+0.00033991i,-0.000164+0.00023951i,1.8621e-05+0.00012418i,0.00010442+0.00063197i,0.00031622+0.00051452i
0.0003818-0.00025592i,0.0010167+0.00013205i,0.00028949+0.00017844i,-0.0008534-0.00013366i,-0.0012951+0.00025076i,-0.00028685+2.7487e-06i,0.001139-8.0788e-05i,0.0012428+7.7098e-05i,0.00064893-0.0003035i,0.00040474-0.0010722i,0.00083068-0.0013043i,0.00044829-0.00013917i,-0.00036496+0.00025782i,0.00046819-0.00051008i,0.00069933-0.00065663i,-0.00046986-0.00025038i,-0.0013158-0.00017177i,-0.00069151+0.00013549i,-0.00039244+0.00043986i,-0.0010465+0.00047338i,-0.00084397+0.00016999i,1.7221e-05-0.00044182i,0.00072283-0.00074974i
0.0032666-0.00065917i,0.0034943-9.6197e-05i,0.0019559+0.00097577i,0.00022014+0.0014164i,0.00024458+0.0015825i,0.0016745+0.0007527i,0.0020896-0.0010637i,0.0014322-0.0019605i,0.00073509-0.0013918i,0.0003531-0.00023605i,0.0001114+0.00050569i,0.00045743+0.00080976i,0.00048532+1.3978e-05i,-0.00021074-0.00075702i,-0.00082325-0.00017957i,-0.0010163+0.0007775i,-0.001028+0.00073613i,-8.6505e-05+0.00032222i,0.00069137-4.2421e-05i,-0.00022275+0.00017233i,-0.0010246+0.00061753i,-0.0010557+0.00073721i,-0.00031126+0.00020857i
6.509e-05-0.0006301i,-0.00090578-0.00095622i,-0.0013596+0.00011663i,-0.0012067+0.0010438i,-0.00073467+0.0010654i,0.00013337+0.00022645i,0.001211-0.00050216i,0.0011197-0.00058662i,0.00072933-0.00067212i,-5.0025e-05-0.00023751i,-0.00041596+0.00036504i,0.0001079+0.00065791i,0.00023354+0.0012325i,-0.00050873+0.00060925i,-0.00087888+0.00024075i,-0.00093843+0.001154i,-0.00095336+0.0013958i,-0.00071883+0.00055453i,-0.00045631-0.00015038i,-0.00033289+7.8706e-05i,5.1003e-05+0.00038702i,-0.00012621+0.00017617i,-0.00059203+0.00015476i
0.0022157+0.00036996i,0.001736+0.00041506i,0.00011104+0.0011437i,-0.00048163+0.0011406i,-0.00049812+0.00084164i,-0.00034844+0.00023598i,0.00041774-0.00099295i,0.00077517-0.0014264i,0.00030478-0.00088019i,0.00013483-0.00028909i,0.00065826-9.414e-05i,0.00099074-0.0008338i,0.00080626-0.00044396i,-0.00011644+0.00026249i,-0.0010349-0.00055088i,-0.00043896-0.00094504i,0.00018252-0.00032286i,-8.8876e-05-0.00010357i,-0.00063737-0.00011074i,-0.0011326+0.00015926i,-0.00069625+3.471e-05i,-0.00023392+0.00042368i,0.00057401+0.00052037i
0.0017307-0.00031727i,0.0013813-0.00062185i,-0.00025753-0.00055589i,-0.0012188-3.7273e-05i,-0.00043532+0.00063091i,0.0013809+0.0012447i,0.0016904+0.00085024i,0.0013523-0.00010451i,0.0014816-0.00064041i,0.00081885-0.00042669i,-4.1351e-05+0.00042013i,0.00049913+0.00069015i,0.0005475-0.00048901i,0.00015223-0.0013051i,0.00053152-0.00084518i,0.00052418+2.4694e-05i,0.00027055+0.00047021i,-0.00024888+5.782e-05i,-0.00096516-0.00056248i,-0.00039768-0.00062578i,0.00084119-0.00082513i,0.00017902-0.00031568i,-0.00022751+0.00068826i
0.0016286-0.00062552i,0.0016946-0.000537i,-0.00010034+0.00088836i,-0.0012219+0.0015521i,-0.0011515+0.0014102i,0.00028559+0.0010329i,0.0017284+0.00058568i,0.0017806-0.00021006i,0.0015197-0.00027514i,0.00089376-0.00019751i,0.00046224-0.00040996i,0.00032206-0.00059586i,-0.00016282-0.00014548i,-0.00031245+0.00014454i,-0.00066704-0.0004287i,-0.0007426-0.0003085i,-0.00057871+0.00044473i,-0.00083906+0.00065159i,-0.00026203+0.00058981i,-0.0002779-0.00035213i,-0.00035375-0.00053448i,7.9777e-05-1.7536e-05i,0.00035727+0.00040928i
0.00077389-0.00080696i,0.0011468-0.0014145i,-0.00053398-0.0016606i,-0.002902-0.001153i,-0.0024555-0.00015216i,0.00038423+0.00081723i,0.001492+0.00044446i,0.00094122-0.00041354i,0.00042522-7.5982e-05i,0.00020496-0.00011052i,0.00044577-1.2345e-05i,0.00068273+0.00012404i,0.00049968-5.6876e-05i,8.1708e-05-5.3566e-05i,-0.00016279-0.00029065i,-0.00052253-0.00056232i,-0.00012142-0.0004713i,2.9777e-05-0.00020597i,-0.00026041-0.00013191i,-0.00023958-0.00014596i,-0.00088702-0.00034898i,-0.0010122-0.00013131i,-0.00071616+0.00037364i
0.00040005-0.00011853i,-0.00055284-0.0012627i,-0.0011273-0.0006336i,0.00030952+0.00093511i,0.0016584+0.0015503i,0.0019442+0.00067842i,0.0011938-0.00068051i,7.9549e-05-0.00108i,-0.00018406-0.0010609i,-0.00011845-0.00051978i,9.5681e-05-9.6367e-05i,9.7873e-05-0.00014627i,-0.00023464+9.2859e-06i,-0.00073452-0.00049818i,-0.00022908-0.00047315i,0.00043078+0.00101i,0.00043157+0.00084719i,0.00030277-0.00025966i,0.00024092-0.00066869i,-0.00034576-0.00027355i,-0.0010546+6.43e-05i,-0.0010356-0.0001335i,4.8162e-05-8.8157e-05i
0.0012814-0.00030942i,0.0019573-0.0017055i,0.00069823-0.00068606i,0.00019617+0.00047626i,0.001313+0.0016809i,0.0018275+0.0011278i,0.0017908-0.00038141i,0.00090247-0.00058755i,0.00029214-0.00096176i,0.00024378-0.0016481i,5.492e-05-0.00084618i,-8.4013e-05+0.00018769i,7.4559e-06+0.00021476i,-0.00033686-2.9118e-05i,-0.00031464-0.00031808i,-0.00023817-0.00031496i,0.00022997+0.00079243i,0.00032048+0.00069406i,-0.00032831+0.00021452i,-0.00035956+0.00064465i,-0.00019998+0.00080625i,-0.0001887+0.00057924i,-0.00024694+0.00040745i
0.0023205+0.0027298i,0.0021388+0.0027366i,0.0015812+0.0019665i,0.0010366+0.0015972i,0.00068311+0.0012423i,0.0012729+0.00049584i,0.0012927-0.00050998i,0.00052455-0.00072472i,-0.00011717-7.8144e-05i,-0.00034854-7.8681e-05i,0.00042397-0.00081286i,0.00025332-0.0014267i,-0.0010829-0.0015071i,-0.0012348-0.0017107i,-0.00044619-0.0013545i,-0.00083415-0.0003667i,-0.000208-0.00036208i,0.00085465-0.00025966i,0.00028521-0.0002629i,-0.00062592-0.00038674i,-0.00053986-0.00027022i,-6.0336e-05-0.00034124i,-1.6437e-07-0.00035872i
0.0019008+0.00082208i,0.0015372+9.2588e-05i,0.00050713+0.00058179i,-2.2471e-05+0.0011086i,-0.00050892+0.00049879i,-0.00078816-0.00083016i,0.0001482-0.00056703i,0.0014439+0.0002745i,0.00083446+0.00032867i,-0.00042529-2.9414e-05i,-0.0004814-0.00065869i,-0.00014645-0.0013343i,-1.0511e-05-0.001195i,-0.00018299-0.00078649i,-0.00052694-0.00022893i,-0.00052835+0.00027505i,6.7168e-05+0.00059144i,0.00050545+0.00016791i,0.00052384-0.00041351i,-4.204e-05+8.4424e-06i,-0.00058693+0.00040938i,-0.00081436+0.00035141i,-0.00061923+0.00034334i
0.0013565+0.0018988i,0.0025659+0.0015434i,0.0018055+0.0011265i,0.00073966+0.0017582i,6.8299e-05+0.001211i,2.8101e-06+0.00026423i,-1.8702e-05-0.00019086i,0.00032222-0.00050129i,0.00068175-0.00015235i,0.00095777+0.0003018i,0.00017514+4.1661e-05i,-0.0005778-0.0001866i,-0.00034665-0.00057145i,-0.00016786-0.00093393i,-0.00090304-0.00016237i,-0.001617+0.00013843i,-0.00096353-0.00013735i,0.00021155+0.00015272i,0.00058526+0.0007373i,-0.00018396+0.00078434i,-0.00017635+0.00057409i,0.00071871+0.00066585i,0.0012646+0.00061926i
0.0019113+0.00011466i,0.0015326+0.00021702i,-0.00036656+0.0011248i,-0.0017165+0.0014174i,-0.0011051+0.00084996i,-0.00048349+0.00026036i,0.00037663-1.4961e-05i,0.00070364-0.00072692i,0.00081916-0.0012265i,0.001087-0.0010217i,0.00064624-0.00059673i,0.00037588-0.00057321i,0.00068665-0.00082931i,-0.0001793-0.0006645i,-0.0011539-0.00021765i,-0.001191+8.4267e-05i,-0.0011718-0.00017055i,-0.00065111-0.00029382i,9.9622e-05-0.00047389i,-0.00021094-0.00113i,-0.00074567-0.00043987i,0.00015796+0.00024352i,0.00077522+0.00013212i
0.0027267-0.00021469i,0.0019844-0.00058419i,-0.00045167-0.00015485i,-0.0021616+0.00090802i,-0.0016578+0.00098202i,-0.000277+0.00057229i,0.0006886+0.00042129i,0.00068-0.00025156i,0.00041113-0.0010201i,0.00039507-0.00048144i,0.00028406-4.1949e-05i,-0.00013734-0.00029432i,-5.7626e-05-0.00049059i,0.00029689-0.00054502i,0.00049238-0.00092489i,0.00058449-0.0010024i,0.00055859-0.00046578i,5.464e-05-0.00011103i,-0.00017081-0.00066524i,0.00037523-0.00041432i,0.00029168-3.3138e-05i,3.7992e-05-0.00069399i,-0.0003706+9.4418e-05i
0.00080244+0.00039956i,0.0013826-0.00022626i,0.00017638-0.00018654i,-0.00055688+0.00067943i,0.00036041+0.00099328i,0.0010909-0.00041567i,0.001358-0.00037258i,0.0012737+0.00027412i,0.00091829+0.00024468i,0.00054657+0.00016823i,-5.2406e-05-0.00072334i,-1.3598e-05-0.0013482i,0.0002881-0.0014554i,0.00032427-0.0015982i,0.00043701-0.0015499i,0.00021741-0.0008908i,-0.00012295-0.00025456i,-0.00079909-0.00046645i,-0.0013203-0.00073182i,-0.0011093-6.0194e-05i,-0.0007221+0.0013603i,-0.00068708+0.0017436i,-0.00031576+0.001115i
0.0043619+0.00057498i,0.0046954-0.00027545i,0.0032493-0.00069689i,0.001409-0.00050493i,0.00063735+0.00014971i,0.00031283+0.00058361i,0.00020963+0.00022727i,0.00072555-0.00073288i,0.0008502-0.00080089i,-8.5726e-05-0.00053766i,-0.00066092+4.1157e-05i,-0.00073858+0.00022395i,-0.00063227-6.1625e-05i,-0.0009792-0.00055219i,-0.0010103-0.0004426i,-0.00059336-0.00013606i,-0.0002001+5.2075e-05i,0.00026705+0.00031389i,3.6622e-06+0.00054615i,-0.0004675+0.00088402i,-8.4417e-05+0.0010451i,0.00031934+0.00064717i,0.00019402+0.00020884i
0.0010153+0.00083504i,-0.00027095+0.0016487i,-0.00084182+0.001005i,-0.00040686-0.0003226i,-0.00013256+0.00058311i,-0.0001812+0.0010592i,0.00020895+0.00046666i,0.0014169-7.3916e-05i,0.00097845-0.00078302i,-0.00062055-0.00043451i,-0.00064627+0.0002353i,-0.00024147+0.00045096i,-1.6127e-05+5.5402e-05i,5.4404e-05-0.00061945i,-0.00054041+3.9471e-05i,-0.00090059+0.00089691i,-0.00083267+0.00053509i,-0.00040373-6.9053e-06i,0.0003373-0.00074319i,9.4354e-05-0.0015643i,2.7338e-05-0.0014694i,8.6871e-05-0.0010697i,-2.2489e-05+0.000135i
0.0030846-0.0016218i,0.0025573-0.002111i,0.00010339-0.0018449i,-0.0019368-0.00031347i,-0.0016419+0.00026816i,0.00061328+0.00014235i,0.0014677+0.00040616i,0.00077075+0.0004787i,-2.2094e-05+0.00033517i,-0.0002871-0.00039624i,-7.704e-05-0.0011364i,-0.00071002-0.00091513i,-0.0016552+0.00021906i,-0.0015594+0.00052417i,-0.0011423-0.00023145i,-0.00079664-0.00050197i,-6.8187e-05-1.6159e-05i,0.00055789-0.00031597i,0.00016675-0.00024674i,-9.155e-05+0.00092179i,3.437e-05+0.0011396i,0.00017435+2.9254e-05i,0.00018876-0.00033555i
0.0033215+0.0018143i,0.0036507+0.00077244i,0.0026352-0.0003155i,0.00079351-0.00022856i,9.3617e-05+0.00076414i,0.00010351+0.0006777i,0.0002438+5.5765e-05i,0.00088935-0.00010336i,0.0010345+0.0007651i,0.00051243+0.0010522i,0.00060955+0.00093447i,0.00023977+0.00042256i,-0.00060607+0.00021358i,-0.0012828+0.00015628i,-0.0013486-0.00065255i,-0.0011837-0.00063559i,-0.00087002-0.00023346i,-0.00055036+0.00039969i,-0.00054717+0.00042292i,-4.4098e-05+0.00045739i,0.00013217+0.0010065i,-0.00039795+0.00051329i,-0.0007496+0.0001296i
0.0037061+7.7788e-05i,0.0037722+0.00068501i,0.0029074+0.00099613i,0.00087207+0.0010351i,-0.00018548+0.0016176i,0.0008432+0.0008605i,0.0017063+0.00012202i,0.0013482-0.00025075i,0.00088726-0.00095604i,0.00042589-0.0012027i,-0.00031579-0.0012811i,-0.00078915-0.00097065i,-0.00049928-0.00018492i,-0.00086244+0.0008352i,-0.0015851+0.0010007i,-0.0012403+0.00069835i,-0.0003156+0.00059539i,-0.00042295+0.00046856i,-0.00085003+0.00046355i,-0.00041412-0.00033481i,-0.00026316-0.00076301i,-7.0217e-05+2.9249e-05i,-2.2724e-05+7.222e-05i
0.002084-0.00058622i,0.0012378-0.00063652i,-0.0015007-0.0004832i,-0.0025863+5.9951e-05i,-0.0011624+0.0014905i,0.00039336+0.0021267i,0.0014615+0.00068009i,0.0018277-0.00047426i,0.0019346-0.00051024i,0.0012652-0.00021309i,0.0004356-0.00055694i,-0.00044639-0.00076977i,-0.00040275-0.00023941i,6.2579e-05+0.00011924i,0.00051884+4.0082e-05i,0.00060813+0.00060787i,-7.1069e-05+0.00047233i,-0.00049616+8.5909e-05i,-0.0002777+8.8515e-05i,0.0002745-0.00034881i,0.00080501-0.00025177i,0.00041858+0.00056874i,-0.00038125+0.0014081i
0.00081234-0.00049193i,0.00017087-0.00095857i,-0.0016657-0.00072727i,-0.0025081+0.00017972i,-0.0018944+0.0013376i,-4.7698e-05+0.0011449i,0.001388-0.00031948i,0.0011486-0.00098835i,0.00028896-0.00099923i,0.00033621-0.00053644i,0.0003292-0.00043726i,0.00035256-0.00017795i,0.0012509+0.00017549i,0.001916-5.9407e-05i,0.00024071-0.0001988i,-0.00085458+0.00040571i,-0.00033952+0.00043939i,-0.00010318-0.00012687i,-0.00080085+0.00012635i,-0.0010865+0.00066714i,-0.00051458+0.0005352i,0.00022889+0.0008702i,0.00073879+0.0012206i
0.0035494+0.00097723i,0.0036485+1.4098e-06i,0.0019711-0.0010056i,0.00072108-0.00032898i,0.00013215+0.00043754i,0.00017318-0.00022257i,0.00085742-0.00028663i,0.00070649-0.00014724i,0.00062719-0.0005133i,0.00030142-0.00049938i,-0.00048172-0.00071813i,-0.00032273-0.00030332i,-0.00026929+0.00021045i,-0.00081731+5.4739e-05i,-0.00056677-0.00010334i,-0.0001021-0.00013943i,-0.0002504+0.00015531i,-7.507e-05+0.00058445i,0.00025997+0.00011841i,0.00034063+0.00036595i,0.00042163+0.00080552i,-0.00027514-0.00025325i,-0.00043627-0.00065783i
0.0022664+0.00065654i,0.002659+0.00036026i,0.0014331+0.00015161i,-0.00032511+0.0012574i,-0.0011268+0.0015648i,1.3879e-05-3.7187e-05i,0.0010311-0.0010591i,0.00092104-0.00060098i,0.00089339-0.00012488i,0.0012788+0.00013982i,0.0011356+0.00021425i,0.00024038-0.00031557i,-6.3756e-05-0.00047146i,0.00019528-3.2278e-05i,0.00025224-2.9185e-05i,0.00021171+0.00043486i,-0.0007463+0.00095861i,-0.00072487+0.00016315i,-0.00042276-0.00089541i,-0.00039533-0.0012335i,-4.5172e-05-0.00097008i,-2.6588e-05+0.00017006i,-0.00046494+0.00053167i
0.0013118-0.00082577i,0.0010551-0.00080918i,-0.00022253-0.00028584i,-0.00087717+0.00034225i,2.8825e-05+0.00077788i,0.0014844+0.00044269i,0.0019163-0.00026522i,0.0014568-0.0012559i,0.0017751-0.0023086i,0.0013057-0.0013126i,-5.8328e-05-0.000343i,-1.6219e-05-0.00032421i,0.00013875-0.00022578i,0.00026043-0.00012299i,0.00020422-0.00018425i,-0.00041065+1.1435e-05i,-0.0008679+0.00048029i,-0.00095684+0.00066956i,3.3845e-05+0.00043405i,0.00096441+0.00016481i,0.00047115-0.00013736i,-0.00020319-1.6025e-05i,-0.0001709+0.00016522i
0.0016906-0.00065206i,0.00085851-0.0016499i,-0.0010542+9.7139e-05i,-0.00196+0.0015592i,-0.00022839+0.0011677i,0.0013137+0.00013808i,0.001212-0.00034645i,0.0010768-0.00073651i,0.0010422-0.00091915i,0.00056537-0.00071326i,-0.00019806-0.00043965i,-0.00086568-0.00010124i,-0.00040666+9.5593e-05i,0.0011835-0.00021658i,0.00074877-0.0010958i,-0.00017512-0.0003929i,0.00052675+0.00045852i,0.00070117+0.00092891i,5.3942e-05+0.001011i,-0.0002395+6.7229e-05i,0.00013664-0.00036588i,-9.5986e-05-3.6789e-05i,-0.00040538-0.00017612i
0.001193+0.0020101i,0.0021108+0.00045917i,0.0013922-0.00068889i,1.6835e-06-2.0187e-05i,0.00024352+4.5408e-05i,0.0019404-0.00059963i,0.0027821-0.0011949i,0.0018409-0.001413i,0.00050186-0.00094251i,0.00025599-0.00060748i,2.9185e-05-0.00030611i,0.00010256-0.00049421i,-1.0376e-05-0.0011731i,-0.00093306-0.00092663i,-0.0013877-0.00055125i,-0.00076489-0.00032989i,-0.00045021+9.4689e-05i,-0.00015174+0.00093627i,0.00011461+0.0014546i,0.000306+0.0012599i,-0.00010874+0.00079648i,-0.00083623-0.000196i,-0.0010672-0.00045736i
0.0016005-0.00018713i,0.0014844+0.00085566i,0.00063527+0.00055701i,-0.00031727+0.0010934i,0.0011228+0.0010517i,0.0023262-0.00025092i,0.0015786+4.1955e-05i,0.00050809+0.00024147i,0.0002745-0.00017938i,0.00061047+0.00036581i,0.00080509+0.00033236i,0.00047166-0.00012011i,0.00046473-0.000799i,0.00067341-0.0013658i,0.00069065-0.00096457i,0.00015373-0.0006525i,0.00049698-0.0012138i,0.0015672-0.00090883i,0.0013836-0.00045588i,0.00073507-0.0001236i,0.00011508+0.00028026i,-0.00031794-8.8034e-05i,-0.00063646-0.00047727i
0.0018899+0.0017548i,0.0015609+0.0017959i,-4.097e-05-0.00014868i,-0.00075582+0.00012657i,-0.00018913+0.0013448i,0.0010329+0.00049685i,0.0016072+0.00026921i,0.001463+0.00012388i,0.0008554-0.00011336i,9.0988e-05-0.00050837i,-0.0001517-0.00056286i,-0.00030128-0.00027488i,-0.00054514-0.00051284i,-0.00077328-0.00049872i,-0.00079003-0.00050333i,-0.00051032-0.00029156i,-0.00030292-0.000187i,-0.00016535-0.00033637i,-9.3289e-05-0.00015929i,-0.00014674-1.3542e-05i,-9.0161e-05+0.00025925i,-0.00047754+0.00031396i,-0.00060321-6.1057e-05i
0.0020962-0.0019386i,0.0014719-0.0026685i,-0.00017672-0.0020428i,-0.0021914-0.00039786i,-0.0017284+0.001058i,-0.00029506+0.00086929i,0.00058653+0.00025253i,0.00095979-0.00015276i,0.00058015-0.00073843i,0.00017242-0.00030697i,-0.0005833+8.9302e-05i,-0.00094431+0.00028222i,-0.00073987+0.00075774i,-0.00032721+0.00097975i,-0.00028543+0.0003036i,-0.00021894-0.00022292i,0.00018424-0.00035649i,0.0005459-0.00019221i,0.0010843-8.2168e-05i,0.00054234+0.00021696i,-0.00020519+7.4792e-06i,-0.00024704-0.00017193i,-9.4095e-05-2.1251e-05i
0.0035313+0.00055012i,0.0021107+0.00018725i,0.00079534-7.8371e-05i,-0.0004992+0.0003651i,-0.0007044+5.6785e-05i,0.00023247-0.00011032i,0.00091271+0.00030506i,0.0010807+0.00037771i,0.00020779-0.00017415i,-0.0001746-0.00087391i,0.00043294-0.00075017i,0.0002787+0.00034957i,-0.00018616+0.00058422i,-5.4478e-05+0.0003361i,-0.00080691+0.00042003i,-0.00038729+0.00062743i,0.00091492+0.0012445i,0.00081008+0.00087182i,0.00033612+0.00041569i,-0.00015451+0.00031316i,-0.00053018+0.00027869i,5.9534e-05+0.00041059i,0.00034308+0.00061596i
0.00083789+0.00076987i,0.00078856+0.00047456i,-9.659e-05+0.00012602i,-0.0010336+0.00058196i,-0.00074602+0.0007208i,0.00087698-0.00032451i,0.0016038-0.00087623i,0.0015746-0.00047264i,0.0011222+2.8344e-05i,3.7941e-05-0.00014825i,-0.0004589-0.00083652i,6.2143e-05-0.0011884i,4.3841e-05-0.0007313i,-0.00085899-0.0003639i,-0.0011684-0.00028432i,-0.00099948-0.00027924i,-0.00099944-0.00018617i,-0.0007763+5.5636e-05i,-0.00028652+0.0003357i,0.00015286+0.0009265i,-0.00019658+0.0010169i,-0.0009866+0.00020808i,-0.0012438-0.00073237i
0.002077-0.00044894i,0.0023026-0.0012941i,0.0010755-0.0022583i,-0.00054996-0.00045126i,-0.00069365+0.00053754i,0.00044927+0.0010044i,0.0013961+0.00099654i,0.001492-6.0379e-05i,0.0011366-0.00030118i,0.00011032-0.00022831i,-0.00025096-0.00043096i,-0.00011813-0.00011396i,-0.00056022+7.6515e-05i,-0.00079853-0.00025711i,-0.00013246+0.00027768i,0.00045847+0.0009541i,0.00012053+0.00044596i,0.00046352-0.00049715i,0.00061441-0.0002456i,0.0002138-0.00010664i,0.00025397-0.00024562i,-0.00012566-9.1314e-05i,-0.00059356+0.00016584i
0.0022997+0.00036286i,0.0027984+9.0228e-05i,0.0025068-7.5392e-05i,0.00065228+0.00011446i,-0.0011763-0.00022155i,-0.001367-0.00016123i,8.8439e-05+0.0012621i,0.00095137+0.00156i,0.0010257+0.00080947i,6.7352e-05+0.00065852i,-0.0010955+0.00023082i,-0.00095543-0.00024055i,-0.00049836+1.2706e-05i,-0.0010922+0.00034058i,-0.0012554+0.00010184i,-0.00054675-0.00010515i,-0.00022193-0.00045152i,0.00027649-1.175e-05i,0.00048707+0.00049915i,0.00023929-0.00012993i,0.00033697-0.00048482i,0.00038066+9.8648e-05i,0.00010136+0.00049227i
0.0034342-0.00043581i,0.0030675-0.00045872i,0.00034467-0.00075195i,-0.0018468-0.00052301i,-0.0019197+0.00025402i,-0.00054954+0.00095669i,0.00051544+0.00088823i,0.00071788+0.001028i,0.00029563+0.00040534i,-0.00037155-0.00064113i,-0.00066201-0.00078167i,-0.00062088+0.00013734i,-0.00066965+0.0013956i,-0.00072133+0.0014787i,-0.00044355+0.00038315i,0.00022116-0.00040906i,-8.1123e-06-0.00063188i,8.7095e-05-0.00076408i,0.00061042+0.0003701i,0.00063181+0.00015757i,0.00063848-0.00054647i,0.00035197-0.00046209i,0.00045677-0.00072435i
0.0026592-0.00056697i,0.002265-0.0014081i,-0.00039519-0.0014074i,-0.0017513-0.0010024i,-0.00068948+1.5294e-05i,0.00049846+0.00070135i,0.0011651-0.00020126i,0.0012238-0.00062313i,0.00011861-0.00018195i,-0.00011577-0.00064376i,0.00036785-0.00053397i,0.00063904-0.00034069i,-6.5167e-05-0.00057729i,-0.00055299-4.5887e-05i,-8.0841e-05+0.00026937i,0.0001092-0.00051391i,8.4385e-05-0.00078608i,0.00013724-0.00019675i,0.00049459+0.00016755i,0.00056568-0.00028345i,0.00064323-4.748e-05i,0.00080606+0.00047082i,0.00064435+0.00053819i
0.0048948+0.0019459i,0.0045552+0.00075083i,0.0030688-9.2407e-05i,0.0013025-0.00048945i,0.00070144-0.00069876i,0.0012226-0.00067866i,0.00042923-0.00094943i,-0.00020483-0.00087211i,0.00065129-4.3673e-05i,0.00084524+8.0788e-05i,0.00051483-0.00055841i,-0.00011193-0.00071159i,-0.0012324-7.7179e-05i,-0.001641-0.00041371i,-0.0012082-0.0014867i,-0.00064728-0.001125i,9.4979e-05-0.00024124i,0.00088098+6.8268e-05i,0.00020801-0.00012999i,-7.3388e-05+0.00036674i,0.00054343+0.00056552i,0.00095726+8.187e-05i,0.00046746+0.00033366i
0.0023536-0.00040272i,0.0025044-0.00034339i,0.00011115-0.0002696i,-0.0013212-0.00055619i,-0.0014329-0.00011801i,-0.00045325+5.948e-05i,0.00037704-0.00063719i,0.00077965-0.001036i,0.00097437-0.00052091i,0.00071982-0.00026827i,0.00039984-0.00042684i,0.00033111-0.00014018i,-0.00041079+0.00024995i,-0.00072493+0.00018404i,-0.00057329+9.0465e-05i,-0.00042833-0.00042732i,-0.00053133-0.0010726i,-0.00038823-0.00062432i,5.7653e-05-0.00043069i,9.4025e-05-0.00052538i,-0.00037451-0.0002608i,-0.00093754-0.0002818i,-0.00073779-0.00031459i
0.0048457-0.0018413i,0.0041264-0.0014834i,0.00082862-0.0012154i,-0.0016509-0.0004886i,-0.002006+0.0004457i,-0.00038731+0.0009674i,0.0017737+0.00062404i,0.001922-9.0122e-05i,0.0010719-0.00049823i,0.00023135-0.00031088i,-0.00020007-9.9492e-05i,0.00034326-3.7243e-05i,0.00046173+0.00088612i,-0.00037996+0.00084211i,-0.00083765+0.0003237i,-0.0011097+0.0003557i,-0.0010058-0.00020835i,-0.00015112-0.00033966i,0.00063115+0.0002194i,0.0012148+0.00066778i,0.0015121+0.0011019i,0.00073828+0.00098731i,0.0003313+0.00041154i
