-0.00015202+0.00051268i,0.0011526-0.0010508i,0.0021839-0.0021286i,0.0021993-0.0019763i,-0.00013155-0.0015671i,-0.0015417-0.00071185i,-0.0022038-0.00025083i,-0.0026715+1.4775e-05i,-0.0015681+0.00016088i,-0.00061215+5.4864e-05i,7.7671e-05-0.00068245i,0.00094527-0.00071414i,0.00094707-0.0007638i,0.00051365-0.0010268i,0.00033738-0.00068377i,0.00010784-0.0010731i,-0.00097663-0.0019333i,-0.00076313-0.0018475i,-2.0345e-05-0.00088809i,9.0104e-05+8.1779e-05i,5.7964e-05+0.00053981i,-0.00032168-5.3203e-05i,-0.00041464-0.00061453i
-0.00039121+0.00086883i,0.0016298-0.0011826i,0.0023317-0.0021544i,0.0019336-0.0027799i,0.00083285-0.0036188i,-0.00016899-0.0019739i,-0.00064473-0.00068691i,-0.00024971+6.1409e-06i,0.00068108+0.00050839i,0.0013966+0.00022147i,0.0014989+0.0003002i,0.001067+0.00011657i,0.00023359-0.00031022i,0.00038273+0.00010891i,0.0011947+0.00048308i,0.0011787+0.00023279i,0.00092337+2.1008e-05i,0.0011545-0.0003944i,0.0010134-0.00013082i,0.00071096+0.00038927i,0.0009934+0.00020841i,0.0010132-0.00044625i,0.00040574-0.00066531i
-0.0014278-0.0017903i,-0.0010037-0.001468i,-0.0010135-0.0020858i,-0.00092716-0.0026392i,-0.00075052-0.0011255i,-0.00049335-0.00015888i,0.00013537+0.00051276i,0.00015483+0.0017392i,-0.00051832+0.002659i,-0.00024153+0.0021735i,-6.3869e-05+0.00077594i,-0.00014825+0.00022198i,6.8934e-05-0.00025128i,-0.00077043-0.00044846i,-0.0013124-0.00034809i,0.00010825-0.00035556i,0.0010125-0.00035541i,0.0010456-0.00055313i,0.0010313-0.00079019i,0.00038716-0.0010082i,0.00083803-0.00011825i,0.001295+0.001301i,0.0010271+0.00095979i
0.00089078+0.00065083i,0.0013146-0.00060244i,0.001884-0.002817i,0.0024856-0.0027804i,0.0012983-0.0012933i,-0.00063624-0.00041727i,-0.001665+0.0003232i,-0.0018022+0.0011584i,-0.0017325+0.0013167i,-0.0017974+0.0010905i,-0.00097876+0.00086328i,5.8009e-05+0.00029621i,0.0001511-0.0012457i,-0.0003223-0.0020672i,-0.00041039-0.0016865i,-0.00031226-0.0017576i,-0.00033786-0.0018338i,-0.00035771-0.00086422i,-0.00045985-0.00065841i,-0.00013933-0.00071891i,-0.00018864-1.7228e-05i,-0.00052599+0.00011656i,-0.00038672+0.00011212i
0.0024977+0.00039229i,0.0026681-0.00094707i,0.0032532-0.0026118i,0.0034229-0.0045979i,0.0017826-0.0057399i,-0.00032753-0.0042838i,-0.001538-0.0018632i,-0.0011276-0.00094941i,0.00035984-0.001495i,0.0008184-0.0023432i,-0.00056444-0.001731i,-0.0010979-0.00051596i,-0.00033582-0.00048595i,0.00042009-0.00042689i,0.0012493-0.00089526i,0.0014774-0.0013424i,0.00094569-0.00087846i,0.000853-0.00047144i,0.00059043-0.00037419i,-0.00024064-0.00013457i,-0.00096866+0.00021026i,-0.00095273+0.00045873i,-0.00073045+0.00037522i
-0.00051706+0.0014139i,9.5617e-05+0.0014248i,0.00061796+0.00061126i,0.0010886+5.0197e-05i,0.0013598+0.00037234i,0.00021727+0.0012515i,-0.00059959+0.0012768i,0.00030351+0.00096288i,0.0012829+0.00106i,0.0012294+0.00056736i,0.00012818-0.00024066i,-0.00048855+3.5757e-05i,0.00028577+0.00089744i,0.0005972+0.0014508i,0.00081779+0.0015593i,0.00037289+0.00098761i,-0.00071449+3.8908e-05i,-0.00023843-0.0010157i,0.00034777-0.00092424i,-0.00033787+0.00030211i,-0.00061118+0.00028523i,-0.00028843-0.00010829i,-0.00029404-0.00024139i
0.0011378-0.00089067i,0.001266-0.0030991i,0.00091451-0.0054576i,0.00071017-0.005895i,0.00019081-0.0044208i,-0.00017355-0.0025276i,-0.00066423-0.00068214i,-0.0011729+0.00076517i,-0.00079297+0.0017353i,-0.0010809+0.0019747i,-0.00043965+0.0011659i,0.00065703+0.00063869i,-0.0002264+6.3306e-05i,-0.00061546-0.00047308i,-9.4569e-06-0.00055899i,0.00072509-0.00060504i,0.0013543-0.00053177i,0.00044857+1.1256e-05i,-0.00040196+0.00039411i,-0.00024866+0.00014409i,0.00016209+0.00061184i,0.00064112+0.0019182i,0.00081739+0.0017077i
-0.00094706-0.000225i,-0.00055468-0.00064264i,4.8802e-05-0.0012542i,-0.00015932-0.00057092i,-0.0015538-0.00010101i,-0.0020296-0.00019377i,-0.0022591+0.00069536i,-0.0026689+0.0010667i,-0.002779+0.0012118i,-0.0018549+0.0013508i,-0.0005521+0.00078153i,0.0001474-0.00041169i,-8.018e-05-0.0012594i,-0.000699-0.0011975i,-0.00042774-0.00062005i,-9.395e-05-0.00048634i,-0.00029673-0.00091383i,-0.00019671-0.00029739i,0.00025033+0.00022175i,0.00012956-0.00012681i,-0.00018422-0.00028854i,-0.00016649+0.00047313i,-0.00015076+0.0010125i
0.00057736-0.0013943i,0.0020288-0.0027689i,0.0023169-0.0041331i,0.00046646-0.0049461i,-0.001262-0.0031i,-0.0017356-0.00023503i,-0.0011127+0.0009018i,-0.00046741+3.0075e-05i,0.0001055-0.0023111i,0.00031527-0.0019233i,-0.00010447+0.0002108i,-3.1188e-05+0.0014107i,0.00045408+0.0020445i,0.00051267+0.001323i,0.00018642+9.7188e-05i,0.00017757-0.00074448i,0.00044403-0.00080774i,-0.00025819-0.00075375i,-0.0012217-0.0008384i,-0.00090794-0.00055886i,0.00012858+0.00024097i,0.0004536+0.00065471i,0.0005103+0.0006096i
-0.00037685+0.0014954i,0.00071256+0.00096497i,0.0017412-0.0010265i,0.002576-0.0018111i,0.0028162-0.0016035i,0.001762-0.0018556i,0.00027307-0.001422i,0.00040943-0.00029853i,0.0015094+0.00069084i,0.0016235+0.00038536i,0.00046682-0.00072608i,-0.00088344-0.0011242i,-0.0014913-0.00047892i,-0.00019761-0.00013286i,0.00058792-0.00035503i,0.00035957-1.3978e-05i,0.00067555+0.0005087i,0.00089821-0.00031192i,0.00082546-0.0011548i,0.00069238-0.00080345i,0.00011172-0.00044138i,0.00059084-0.0005433i,0.00092403-0.00016134i
-0.00055049+0.00028245i,0.00080622-0.00039965i,0.0018509-0.0010233i,0.0011466-0.00070061i,-0.00039267-0.00010461i,-0.0018683-7.8427e-06i,-0.0024909+0.00032635i,-0.00231+0.00096222i,-0.0012625+0.002146i,-0.00032489+0.0021104i,0.00069042+0.00033328i,0.0007403-0.00023775i,-0.00020283+8.1524e-05i,-0.00018908-0.00050545i,-0.00025366-0.0013141i,-0.00059777-0.0017557i,-0.00040187-0.00055874i,-8.8679e-05+0.00058939i,-0.00021524+0.00027327i,-2.2416e-05-3.0854e-06i,0.00039811+1.0388e-05i,-3.2742e-05+0.00034062i,-0.00083788+0.00033036i
4.3354e-05+0.0012686i,-0.00061195+7.08e-05i,0.0010982-0.0010502i,0.001967-0.0018952i,0.0017779-0.0022235i,0.0012456-0.0010593i,0.00028361+0.0001347i,-0.00025387-2.9898e-05i,-0.00066905+0.00067056i,-0.0010093+0.0014595i,-0.00016527+0.0015187i,0.00098098+0.001056i,0.00054404-0.00023818i,0.00022061-0.00068663i,-0.00026604-0.00058727i,-1.2172e-05-0.0014479i,0.00047624-0.001672i,-0.00015341-0.00082872i,-0.00051759-0.00021401i,3.8646e-06-0.00014756i,0.00085461+0.00046826i,0.0011264+0.00070697i,0.0009882-7.2644e-06i
0.0036668-0.00059338i,0.0039997-0.0012007i,0.0039294-0.0031136i,0.0022867-0.0049079i,5.4926e-05-0.005408i,-0.0010432-0.0029335i,-0.00082696-0.00055062i,2.2369e-05+0.00036692i,0.00053607+0.00036405i,0.00056471+0.00029736i,0.00019286+0.00089832i,0.00028119+0.00095202i,0.00096552+0.00083162i,0.0011475-3.572e-05i,0.00048666-0.00077878i,0.00031462-0.00070792i,0.00098694-0.00057089i,0.000789-0.0003201i,0.00032254+0.00035667i,-0.00049487+0.00034038i,-0.0012527-7.4346e-05i,-0.00091706+0.00063483i,-0.00077541+0.0015361i
0.00042916+0.00029141i,0.00064837+0.00017331i,0.00021546-0.0014261i,-0.00068465-0.0021363i,-0.0016057-0.00066244i,-0.0021258+0.00015636i,-0.0019977+0.00053742i,-0.0020521+0.0011976i,-0.0011592+0.00055402i,0.0001878-0.00034298i,0.00043637-0.00064479i,0.0003976-0.00048361i,0.00054018-0.00011247i,0.00024185+0.00011027i,-0.00036215-0.00029208i,-0.00048628-0.0011172i,-0.0001371-0.0013519i,0.00042957-0.00026388i,0.00065333-7.8208e-05i,0.00029823+2.2969e-05i,0.00035781+0.00016069i,0.0006885+0.00010016i,0.00059504+0.0004238i
0.00091767-0.0005617i,0.00085152-0.00016259i,-0.00038046-0.0012776i,-0.0011399-0.0015402i,-0.00055972+2.4195e-05i,0.00027414+0.00043905i,-0.00029874+0.00081143i,-0.00060707+0.00098755i,0.00020699+0.00077471i,0.0011757+0.00059125i,0.0012992-0.00033336i,0.00056417-0.00079506i,0.00038873-0.00081069i,0.00072212-0.00038589i,0.00087056+9.7943e-05i,0.00051623+2.9515e-05i,0.00018699-0.00042117i,0.00027306-0.00021951i,0.00030428+0.00041846i,0.00014333+2.9269e-05i,-0.00032107-0.00040583i,-9.7095e-05-0.00042224i,0.00099485+0.00028857i
0.00039679+0.0017233i,0.0017731+0.00065367i,0.003734-0.00056251i,0.0044113-0.0027504i,0.002789-0.0040835i,0.00050807-0.0032646i,-0.0007496-0.001707i,-0.0010298-0.00076546i,-0.00038296+0.00020622i,0.00041377+0.00072172i,0.00050202+0.0009964i,0.00045608+0.00040648i,0.00013805-0.00050982i,-0.00025932-0.0011466i,-0.00017965-0.0012293i,-0.00024254-0.00081855i,-0.00050861-0.00064718i,-0.00038049-0.00038476i,-2.0633e-05-0.00039244i,0.00056807-0.00025312i,0.00081331+0.00036267i,0.0012148+0.00049245i,0.0012864-0.00015041i
-0.00054301+0.0012976i,-0.00011516+0.0011382i,0.00033267+0.00080557i,-9.4939e-05+0.00050408i,-0.00065658-0.00053655i,-0.0012283-0.00076894i,-0.0014531+0.00024824i,-0.0011384+0.00052218i,-0.001017+0.00012539i,-0.0011032-0.00021561i,-0.0008848-0.0004221i,-0.00045812-0.00017779i,0.00016965+0.0005966i,0.00047599+0.0004342i,0.0001699-0.00062019i,-8.1609e-05-0.0006885i,0.00011136-0.0008254i,-6.6772e-05-0.0011315i,5.8503e-05-0.00070015i,0.0001433-0.00077635i,-2.9444e-05-0.00096156i,6.6155e-05-0.00016273i,0.0003942+0.00094867i
0.00069452-0.0020734i,0.00037616-0.0023682i,0.00025539-0.003326i,-0.00025966-0.0035578i,-0.0010765-0.0019201i,-0.0014461-0.00016398i,-0.0013782+0.0003453i,-0.0013045+0.0008298i,-0.00060381+0.00051833i,0.00081885-3.8266e-05i,0.00061678-0.00052312i,-0.00069766-0.00035711i,-0.00045281-0.00018278i,0.00010707-0.00040198i,-1.5711e-05-0.00053784i,0.0003565-0.0011411i,0.00045973-0.00092001i,0.00048256-0.00023809i,0.00074908-0.0006921i,0.00092851-0.00099941i,0.00068065-0.00027643i,-7.7133e-05+0.00024479i,-0.00051612+7.2639e-05i
-0.00084596+0.00073766i,-0.0009609+0.00055422i,0.00025604-0.00024465i,0.00028796-0.0019408i,0.00031905-0.0023986i,0.00031619-0.0018438i,-0.00088784-0.00127i,-0.0015582-0.00088882i,-0.00095702+0.00012336i,-0.00010148+0.00079086i,0.00053744+0.00072989i,0.0010573+0.00032187i,0.00093991-0.00043198i,0.00049237-0.00074942i,0.00032207-0.001211i,7.4343e-05-0.001389i,-0.00025761-0.0010292i,0.0003302-0.00015491i,0.00086882+0.0007064i,0.00048061+0.00035171i,-0.00048453-6.4061e-05i,-0.00039275+0.00041582i,0.00051741+0.00020935i
0.0011466-0.002235i,0.00073015-0.0025858i,-9.0862e-06-0.003938i,-0.0012674-0.0034729i,-0.0024179-0.0017464i,-0.0023274-0.00023373i,-0.0013146+0.00092769i,-0.00054991+0.00087543i,-0.0003405+0.0011781i,-0.00047558+0.0016128i,-0.00035946+0.00086917i,-9.2064e-05+0.00042267i,3.1665e-05+0.00073378i,-0.00035256-0.00027544i,-0.0009837-0.0010436i,-0.00096479-0.00042326i,-0.00086677-0.00068473i,-0.00031305-0.0014976i,0.00047066-0.001287i,0.00034134-0.00089445i,-0.00017367-0.00058237i,-0.00014952-0.00016931i,0.00018059-0.00012176i
-0.0015836-0.00090296i,-0.0002073-0.0011151i,0.00056834-0.0005568i,0.0013031+0.00062622i,0.001136+0.0011478i,0.00065295+0.0008388i,0.0007216+0.00037315i,0.00010015+0.00057995i,-0.0015987+0.00084307i,-0.0019577+0.00053837i,-0.00050068+0.00020392i,0.00027306+0.00013267i,0.00037057+4.9257e-05i,0.00034439-0.00057124i,8.5837e-05-0.0012583i,-0.00010636-0.0016361i,0.0005975-0.002076i,0.001556-0.0017361i,0.0014587-0.00047108i,0.0010374+6.2039e-05i,0.00094897+0.00027733i,0.00056569+0.00044622i,0.00052499+0.00076454i
-0.0005793-0.00053116i,0.00046141-0.00040886i,0.00049711-0.00076254i,0.0003591-0.0018502i,8.9816e-05-0.0026291i,-0.00048398-0.0021064i,-0.0018646-0.0011219i,-0.002733-0.0007385i,-0.0015636-0.00088493i,0.00045361-0.00088563i,0.00117-0.00088662i,0.00032397-0.00057183i,-0.00060801-0.00051846i,-0.00023715-0.00086536i,0.00063442-0.0012798i,0.0013854-0.0012656i,0.0014778-0.00055029i,0.00050374-0.00041876i,-0.00024392-0.00087258i,-0.00051734-0.0013463i,-0.00025266-0.00083943i,-0.00042312-0.00021167i,-0.00052334-0.00023132i
0.001002+0.00080202i,0.0013551-0.00071536i,0.0015218-0.0021163i,0.0014964-0.0024248i,0.0001615-0.0024758i,-0.00098533-0.0024275i,-0.0012721-0.0017894i,-0.00089679-0.00097794i,0.00028829-0.00010922i,0.0013223+0.00076848i,0.00092507+0.00061127i,7.1986e-05+0.00033068i,-0.00026947+0.00050718i,-0.00011536-0.00039952i,0.00012557-0.00062664i,0.00078802-0.00012825i,0.0014372-0.00016605i,0.0011521-0.00048236i,0.00066363-0.00055048i,0.00040758-8.3919e-05i,1.8779e-05+0.00047801i,6.4409e-05-0.0001963i,0.00041996-0.00014535i
-0.00042687-9.0867e-05i,0.00044621-0.00081484i,0.0017588-0.0014162i,0.0013727-0.0019093i,0.00036439-0.0012896i,0.00014792+7.103e-05i,0.00029363+0.00092098i,-0.00024783+0.0011397i,-0.00033251+0.0011067i,0.00019072+0.00088032i,0.00026671+0.0001564i,-0.00026053+0.00025941i,-0.00029628+0.00035561i,-0.00057468+0.00011688i,-0.0009954-3.7237e-05i,-0.0010139-0.00020014i,-0.0010947-0.00046844i,-0.00024746-0.00054933i,-2.1137e-05-0.00026956i,-0.00070601-0.00050842i,5.1595e-05-0.0004948i,-7.1923e-05-8.8359e-05i,-0.00084192+0.00025555i
-0.00010767+0.00048083i,0.00019205+0.0004869i,0.00039284-0.00081045i,0.0012772-0.0022151i,0.00027845-0.0021573i,-0.0014708-0.0017384i,-0.0026291-0.0012812i,-0.0026666+0.0001867i,-0.0017089+0.00084603i,-0.00041825-3.6804e-05i,-7.1371e-05-0.00084491i,-0.00071814-0.00061423i,-0.00025588-0.00028828i,0.00045978-0.0010266i,0.00033693-0.0013512i,0.00060493-0.001065i,0.00063976-0.00054941i,2.6355e-05-0.00019962i,0.00014048-0.00019522i,0.00027244-0.00081197i,2.9304e-05-0.0011627i,0.00028726-0.00078794i,0.000207-0.00061505i
-0.0011135-0.0021113i,0.00065366-0.0015838i,0.00072854-0.0016672i,3.896e-05-0.0022909i,-0.0003727-0.00090682i,-0.00053242+0.00056389i,-0.00040071+0.00013132i,0.00030775-0.00083688i,0.00070944-0.0005905i,0.00061511+1.2941e-05i,0.0011143-0.00056293i,0.0015127-0.00052886i,0.0012834+0.00015958i,0.00063052+0.00018016i,0.00043255+9.5461e-05i,0.00084458-0.00018457i,0.00051057-0.00035037i,-0.00033983-0.00013564i,-0.00022535+0.00010232i,0.00018049-0.00032397i,-0.0001728-0.0002633i,-0.00064476-0.00019374i,-0.00038657-6.1947e-05i
-0.00022302+0.00026599i,0.00057369+0.00025768i,-6.6477e-05+0.00017552i,-0.00020306-0.00078922i,0.00065909-0.00081801i,0.00060394-3.007e-06i,0.00017109+0.00022694i,0.00026182+0.00064574i,0.0012444+0.0013146i,0.00098878+0.0011776i,-3.6073e-06+0.00072143i,0.00027976+0.0004529i,0.00080059-8.5086e-05i,0.00022575-0.00029111i,-0.00018537-0.00059134i,-0.00016158-0.0011799i,0.00014736-0.0013129i,0.00053917-0.00091462i,0.0004878-0.00010989i,0.00019709+0.00054379i,0.00038123+0.00026261i,0.00013895+0.00012612i,-0.00053176+0.00042932i
9.6916e-05-0.0010347i,0.0005775-0.0012771i,0.0010249-0.0017973i,0.0008971-0.0017067i,-0.00025454-0.0014432i,-0.0014036-0.00083959i,-0.0017114-0.00015085i,-0.0018955+0.00022029i,-0.002154+0.00072349i,-0.0011182+0.00041867i,-0.00042665-0.00066045i,-6.029e-05-0.00069172i,-2.2519e-05-0.00028721i,-0.00069653-0.00044133i,-0.00075164-0.00039044i,-7.3922e-05-0.0010111i,0.00018208-0.0018696i,0.00030878-0.0013774i,0.00041124-0.0002871i,0.00025868-0.00062783i,0.00013784-0.00068009i,-0.00054718+0.00012626i,-0.00047403+0.00078395i
0.00026525-0.0012804i,-0.00067034-0.0017911i,-0.0014516-0.0026093i,-0.0012914-0.001955i,-0.001844-0.00060777i,-0.0016513-3.265e-05i,-0.0009803-7.9514e-05i,-0.0014328-0.00043265i,-0.0013781-0.00018065i,-0.00052936+0.00012256i,-0.00041459-0.00029398i,-0.00072696-0.00056604i,-0.00034439-6.6617e-05i,0.00052578+1.256e-05i,0.00078898-0.00073124i,0.0010008-0.0011295i,0.00084403-0.001044i,0.00062384-0.00050613i,0.00080155-0.00033578i,0.00053082-0.00076508i,-0.00021264-0.00077145i,-0.0010187-0.00037147i,-0.00064472-0.00031563i
8.7443e-05+0.0014305i,6.93e-05+0.0012536i,0.001096-2.9317e-05i,0.0025045-0.00072774i,0.0021753+5.0604e-06i,0.00078439-7.1305e-05i,-0.00036807-0.00037625i,0.00015466-0.00037028i,0.0012078-0.00035814i,0.00087608+0.0001034i,0.00073515-7.3042e-05i,0.00067986-0.00019321i,5.2047e-05-1.6075e-05i,0.00039801-1.0486e-05i,0.00047547-4.778e-05i,1.4707e-05-8.2887e-05i,-0.00052052-0.00037751i,-0.00014396-5.2938e-05i,0.00054593+0.00014994i,0.0008428+0.00035743i,0.00041236+0.00058751i,-0.00010838+0.00024752i,0.00030853-0.0001968i
-0.0016384-0.00062471i,-0.0010426-0.00092612i,-0.00046205-0.0025019i,-0.00072889-0.003467i,-0.001795-0.0026505i,-0.0019725-0.0016548i,-0.0012833-0.0013134i,-0.00067019-0.00085526i,-9.7192e-06+0.00023551i,-8.3925e-05+0.00050777i,-0.00021485+0.00013589i,0.00050468-0.00018294i,0.0013139-0.00015704i,0.0015327-0.00028802i,0.0011262-0.00029264i,0.00095361-0.00036717i,0.00088181-0.00010128i,0.0010425+0.0001282i,0.00084625-0.00042602i,7.5098e-05-0.00028769i,0.00018569+0.00042782i,-0.00011662+0.0006243i,3.3149e-05+0.00069066i
0.0003603+0.00049664i,0.0011062+0.00050488i,0.0018285+1.6536e-05i,0.0019037-0.0008955i,0.001121-0.00053641i,-9.6734e-05+0.00049024i,-0.0010499+0.00079299i,-0.00127+0.0010173i,-0.001572+0.0021603i,-0.0011395+0.0019201i,-0.0004555+0.0012945i,-9.8776e-05+0.0010026i,0.00028097+0.0007393i,0.00045176+0.00015604i,0.00057611-0.000674i,0.00062514-0.00083951i,0.00077202-8.9887e-06i,0.00012639+0.0003631i,-0.00045796-0.00044537i,0.00015175-0.00055026i,7.3861e-05+0.00023853i,-0.00063463+0.00086181i,-8.7201e-05+0.00060225i
-0.00066324+0.0011688i,0.00037465-0.0010412i,0.0015054-0.0021752i,0.0011816-0.0025483i,0.00026514-0.002333i,-0.00068086-0.0015633i,-0.0014094-0.00092334i,-0.0019254-0.00051648i,-0.0019147+2.7566e-05i,-0.0009351-0.00053893i,-6.2373e-05-0.0010756i,0.00054151-0.0013319i,0.00038598-0.0013025i,4.2636e-05-0.00090554i,9.1885e-05-0.0011656i,-0.00024769-0.001678i,0.00023778-0.0017451i,0.00095485-0.00059589i,0.00054528+0.00043026i,-0.00014636-0.00011251i,-0.00024546-0.0010106i,-0.00014442-0.00080283i,3.0395e-05-0.00012762i
-0.00047257-0.0018742i,-0.0011135-0.0020455i,-0.00089737-0.001692i,0.00032799-0.00082806i,0.00027214-0.00072453i,-0.00059372-0.00068469i,-0.0010672-0.00035414i,-0.00047342-0.00056918i,0.00030423-0.00046661i,-0.00015375-0.00050062i,9.9738e-05-0.00060099i,0.0014104+0.00037294i,0.00086442+0.00028324i,7.8439e-05-0.00077885i,0.00071317-0.00115i,0.0009007-0.00083722i,0.00060595-0.0007409i,0.00021942-0.001237i,0.00034567-0.0014136i,0.00065191-0.00078224i,0.00068254-0.00032445i,0.00037366-7.9481e-05i,0.00016118+2.4241e-05i
-9.2399e-05+0.00074495i,0.00057543-7.2969e-05i,0.0015521-0.0018358i,0.0019653-0.0032215i,-0.00020547-0.0016456i,-0.0019903-0.00022168i,-0.0014143-0.0002641i,-0.00078443+0.0002449i,-0.00043716+0.001373i,-0.00065111+0.00099612i,-0.00023176+0.0001339i,2.1934e-05+0.00023212i,0.00035179+6.8e-06i,0.00085037-0.00068149i,0.00091206-0.00081278i,0.00077957-0.00057184i,0.00048374-0.00044013i,0.00084985-0.00033929i,0.001349-8.9619e-05i,0.001059+0.00036648i,0.00060312+0.00052987i,-7.7827e-05+0.00053324i,0.00012602+0.00029173i
-0.0013564-0.00023567i,-0.00062961-0.0013106i,-0.00016671-0.0017381i,9.8361e-05-0.0012997i,-0.00013992-0.00062123i,-0.00012739-0.0015866i,-5.3597e-05-0.0020758i,-0.00072024-0.00089152i,-0.00032557+0.00013218i,0.00016799+0.00068498i,0.00016943+0.00075773i,-0.00043236+0.00047449i,-0.00091981-0.00061239i,-0.00069118-0.0017749i,-0.00025309-0.0014906i,-0.00018597-0.00073957i,-0.00018792-0.00043546i,-0.00028386-0.00018189i,-0.00013247-0.00017738i,0.00027211-0.00056764i,-8.9701e-06-0.00088733i,-0.00043595-0.00041331i,-0.00029751+7.7676e-05i
0.00061849-0.00018868i,0.00091661-0.00074174i,0.0016366-0.0014516i,0.0016219-0.0027135i,0.00071008-0.0028854i,-0.00042639-0.0014919i,-0.0012796-0.00044192i,-0.0014893-0.00018793i,-0.0011026-0.00035337i,-0.00071931-0.0007054i,-0.00034994-0.00016634i,0.00024989-7.3347e-05i,0.00095317-0.00070229i,0.00039844-0.0010283i,-0.00018141-0.0012545i,-0.00021876-0.0013554i,9.295e-05-0.0011292i,0.00025983-0.00053118i,0.0006878+0.000303i,0.00066374+0.00034658i,-0.00010317+0.00043492i,-0.00044689+2.111e-05i,-0.00025479-0.00010544i
9.4002e-05-0.0012037i,0.00050226-0.001502i,-0.00044977-0.0013952i,-0.00029557-0.00092135i,-0.00020846-0.00060768i,-0.00053721+0.00040781i,-0.00083279+0.0013324i,-0.00055499+0.0011213i,0.00021758+0.00080235i,0.00052582+0.00089251i,0.00068417+0.00011324i,0.00067911-0.0010349i,0.00021657-0.0010096i,0.00012888-0.00039216i,4.5053e-05-0.00047958i,0.00012916-0.00048163i,8.9298e-05-0.00060158i,4.8917e-05-0.00073065i,-0.00028494-0.00018206i,-8.7797e-05-0.0002909i,0.00043611-0.00050955i,0.00034344-0.00033061i,-2.2984e-05+0.00022412i
-4.9662e-05-2.7553e-05i,0.00045939-0.00065997i,0.0013879-0.0011442i,0.0010292-0.00087491i,0.00021732-0.00070166i,-0.00027508-0.00094138i,-0.00079879-0.00066911i,-0.00076518-7.393e-05i,-0.00014713+0.00052037i,1.3358e-05+0.00061084i,-8.9656e-05+0.00014829i,0.0004716-0.0001512i,0.00069957-0.00060281i,0.00055142-0.00034224i,0.00026919-1.7021e-05i,0.00044153-0.00087379i,0.00067237-0.0011164i,0.0011441-0.0009433i,0.0011583-0.00081755i,0.00032648-9.4791e-05i,0.00013977+0.00063818i,0.00022295+0.00015077i,0.0007173-6.4198e-05i
0.00023028+0.00043829i,0.00097186-0.0011188i,0.001371-0.0017963i,0.0017603-0.002499i,0.0010492-0.0029045i,-7.2521e-05-0.0014604i,5.6754e-05-0.00020779i,0.00011867+0.0004716i,-0.00012042+0.00026979i,-0.00023386-0.00016947i,5.3858e-05-0.00041608i,0.00035172-0.0011836i,1.4402e-05-0.0019646i,-0.00024146-0.0010527i,0.0002724-0.00041794i,3.4597e-05-0.00084496i,-0.00036396-0.0012863i,-0.00053282-0.00082415i,-0.00072571-0.00023652i,-0.00053276+8.0866e-06i,-0.00071508+0.00057134i,-0.00051489+0.0010122i,0.00025511+0.00045446i
-0.00024042+0.00035055i,0.00030964+8.6975e-05i,0.00014522-0.0023869i,-0.00083131-0.00378i,-0.00087131-0.002035i,-0.0007832+7.7351e-05i,-0.0014513+0.00037344i,-0.0013287-3.7294e-05i,-0.00048408-0.00016062i,-0.00022889+0.00064146i,-0.00033509+0.00093122i,5.0497e-05-2.9818e-05i,0.00066039-0.00045481i,0.00027211+0.0003638i,-0.00025687+0.00022961i,-0.00023636-0.00047991i,-0.00039433-0.001143i,0.00012908-0.0015636i,0.00084016-0.00081419i,0.00054453-0.00015126i,8.3214e-05-0.00035764i,-0.00024705-0.00042276i,-8.9066e-05-0.00034358i
0.00066324-0.0008438i,0.00089131-0.00096005i,0.0017643-0.0018849i,0.0015436-0.0027665i,-0.00079539-0.0014061i,-0.0026423-0.00043336i,-0.002831-0.00032031i,-0.0013489-0.00043709i,0.00053592-0.0002297i,0.00037399-0.00027925i,-0.00047162-0.00068919i,0.00024827-0.00060362i,0.00034537-0.00087408i,0.00039786-0.00083859i,0.00017717-0.0012227i,-0.00053009-0.0014415i,0.0001667-0.00079282i,0.00087082-0.00086283i,0.00015358-0.00065552i,-0.00054829-0.00014437i,-0.00068822+0.00026022i,-0.00051048+0.0010416i,-0.00011467+0.001067i
-0.00032438+4.2055e-05i,-0.00055874+0.0001258i,-0.00050766+0.00055854i,-6.2244e-05+0.00012686i,6.3022e-05+2.8909e-05i,-0.0012224+0.000209i,-0.0017219+0.00020214i,-0.00040528+0.00025922i,0.00010527+0.00011866i,-0.00030624+0.00012208i,-0.00074797+7.0406e-05i,-0.0010777-0.00018417i,-0.00088861-0.0004247i,-0.00027925-0.00044735i,0.00030561-0.00063109i,-1.5716e-05-0.0011071i,-0.00016482-0.0012005i,0.00029684-0.00074928i,0.00017937-0.00035767i,0.00039463+0.00052531i,0.00026294+0.00074069i,-0.00011006+0.0011849i,-0.0003504+0.0015157i
0.00070845-0.0022978i,0.00096257-0.0023089i,0.0020538-0.0024257i,0.0017677-0.002277i,-0.00098546-0.0014966i,-0.00084047-0.00032367i,2.1652e-05-0.00013921i,-0.00060974-0.00062579i,-0.000467-5.4703e-05i,-0.00036373+0.00036101i,-0.00040774-0.00039988i,0.00045897-0.00053835i,0.00098893+0.00049028i,0.00056264+0.00055119i,0.0004539-0.00064053i,0.00070312-0.0011711i,0.00034284-0.0015011i,0.00017364-0.0017513i,-0.000239-0.0015697i,-0.00049537-0.0011798i,-0.00071894-0.0003791i,-0.00038253+0.00061276i,0.00031795+0.00083188i
