0.0011222-0.0012963i,0.001521-0.0025409i,0.00010372-0.0035882i,-0.0016717-0.0033633i,-0.0026551-0.0021989i,-0.0029065-0.00036831i,-0.0023401+0.00065659i,-0.0013629+0.00046251i,-4.9785e-05+0.00056457i,0.0013454+0.00011992i,0.0015569-0.00070769i,0.00047832-0.00029906i,0.00010321+0.00014656i,7.3655e-05-0.00016386i,-0.0003743+0.00017306i,-0.00078194+0.00050184i,-0.00052779-0.00042831i,-8.8831e-06-0.001147i,0.00060647-0.00061931i,0.00093409-0.00012573i,1.9401e-05-0.00038519i,-0.00050653-0.0015633i,-0.00027337-0.0014601i
-0.00077067+0.0011317i,-0.00065807-0.00066406i,-7.9083e-05-0.0023374i,0.00053505-0.0021788i,0.0011864-0.00010621i,0.0013008-0.00013467i,0.00036222-0.0016319i,-0.00049879-0.0024986i,-0.0011884-0.0029889i,-0.0019011-0.0033786i,-0.001418-0.0016054i,-0.00016702+0.00078172i,0.00095657+0.0012655i,0.001711+0.0011544i,0.002098+0.00096109i,0.001715+0.00049812i,0.0010335+0.00080934i,-0.00011502+0.0010056i,-0.001132+0.00014719i,-0.00075992+0.00012408i,-0.00021025+0.00041872i,-0.00074123+0.00039804i,-0.00060392-6.7225e-05i
-0.0007995-0.00055719i,-0.00027938-8.8279e-05i,-7.019e-05+0.00025377i,0.00060164-0.0001434i,0.00078542-0.00072716i,0.00031678-0.00029023i,2.5953e-05+0.00020631i,0.00031306-0.00019902i,0.0010116-0.0013299i,0.0021423-0.0037099i,0.0018949-0.0032643i,-0.00042305-0.00065742i,-0.0021621-0.00011862i,-0.0021045+0.00055392i,-0.001862+0.0011713i,-0.00095718+0.00073733i,0.00020686+3.8669e-05i,0.00019034-7.5954e-05i,-0.00043221+6.9061e-05i,-0.0012808+0.00058064i,-0.0017678+0.00058305i,-0.0010259+0.00011999i,-0.00045805+0.00085405i
0.00024654-0.00039198i,0.00088207-0.00091864i,9.4069e-05-0.0015404i,0.00033543-0.0014972i,0.00054465-0.00030901i,0.00061924-0.00050011i,-2.9255e-05-0.0003121i,-0.00091029+0.0010072i,-0.00022147+0.0018461i,0.0015237+0.001788i,0.0014209+0.0006663i,6.7739e-05-0.0010242i,-0.00066106-0.0019854i,-0.0014325-0.0018132i,-0.0013841-0.0011782i,-0.0011042-0.0010819i,-0.00010139-0.00081138i,0.0010353-0.000194i,0.0014095-0.00016645i,0.0016-0.00015393i,0.0012814-0.00015458i,0.00078611-0.00021552i,9.3677e-05-0.00042073i
-0.0013513-0.00059154i,-0.0013262-0.0011611i,-0.0017894-0.0011508i,-0.0019506-0.00012584i,-0.0011114+0.00083745i,-2.1676e-05+0.00031986i,-0.00097336-0.00013133i,-0.0034522-0.00011571i,-0.0047381+0.0011251i,-0.0035244+0.0016847i,-0.0007795+0.00099332i,0.00068828+0.00054306i,0.0017926-0.00059622i,0.0032904-0.0014179i,0.0019657-0.0015871i,9.0187e-05-0.0014515i,0.00021333+3.7326e-05i,-1.7626e-05+0.00081247i,7.2082e-05+0.00043417i,0.00033434+0.00091528i,-0.00011852+0.0018623i,-1.785e-05+0.0018087i,0.00058653+0.0012565i
-0.0005906+0.00042292i,-0.00035454-0.00092884i,-0.001057-0.0027293i,-0.0014813-0.0028862i,-0.0011675-0.00081014i,-0.001079-0.00010822i,-0.00085492-0.0017248i,-0.00058493-0.0031953i,-0.0021754-0.0035751i,-0.0033356-0.0027532i,-0.002634-0.0011918i,-0.00076157+8.7857e-05i,0.00064403+0.001456i,0.00095971+0.0014046i,0.0012573-1.4515e-05i,0.00083188-0.000228i,9.49e-05+0.00053702i,4.833e-06+0.0008218i,-0.00073562+0.001202i,-0.00048131+0.001133i,-0.00044271+0.00085925i,-0.00034224+0.00048605i,-0.00033219+0.00059793i
-0.0009777-0.0018848i,-0.0012834-0.0017847i,-0.0001872-0.0027249i,0.00047607-0.0026343i,9.7467e-05-0.0017813i,-0.0010052-0.0015217i,-0.0009895-0.0013879i,0.00034446-0.0016069i,0.0019938-0.0025699i,0.002397-0.0039028i,0.00076851-0.0033752i,-0.00080583-0.0017837i,-0.00099913-0.00080251i,-0.0013191-0.00060894i,-0.0019338-0.00042601i,-0.0014295-0.00052329i,-0.00030437-0.00017252i,-3.1331e-05+0.00046257i,0.00013801-0.00052487i,0.00011381-0.0014668i,-0.0003086-0.00095357i,-0.00017925+0.0001312i,-4.421e-07+0.00039404i
-0.0023034-0.0013706i,-0.0015803-0.0015016i,-0.0028543-0.002488i,-0.002592-0.0016858i,-0.00023671+0.00033601i,0.0014736+0.0011207i,0.00047418+0.00013702i,-0.00074487+0.00014032i,-0.00052997+0.0016187i,0.001368+0.0022201i,0.0018573+0.001477i,0.00040862+0.00064743i,2.2308e-05+0.00027778i,-0.00060239+5.0207e-05i,-0.0014842-0.00032689i,-0.0013374-0.00049681i,-0.0013634-0.00056581i,-0.00078849-0.00019368i,-5.4445e-05+0.00018518i,0.00025643+0.00046801i,-0.0010802+0.00078335i,-0.0018529+0.0012422i,-0.00089225+0.00079713i
-0.00024236-0.00014644i,-0.0006117-0.00067506i,-0.00094467-1.936e-05i,-0.00030447+0.0008014i,1.8064e-05+0.0015266i,0.00029767+0.0015627i,0.00048625+0.00068861i,-0.0019593+0.00040676i,-0.0036671+0.0013451i,-0.0029903+0.0025587i,-0.0010462+0.0020804i,0.00049792+0.00089152i,0.001009+0.00019856i,0.0014063-0.00028491i,0.0011232-0.00058466i,0.0011475-0.00011624i,0.00080539+0.00056721i,0.00062836+0.001204i,0.00089439+0.0011471i,0.0010195+0.00095577i,0.00089846+0.001337i,5.6665e-05+0.00046809i,9.0245e-05-0.00049494i
0.00024464-0.0011329i,0.0011434-0.001158i,0.00074696-0.0022496i,-0.00022238-0.0023587i,-0.00084212-0.00099729i,-0.0013368-0.00024099i,-0.0014065-0.0008893i,-0.0018903-0.0029892i,-0.0030164-0.0039853i,-0.0031795-0.002437i,-0.0013629-0.00047376i,0.00030856+0.00023044i,0.00023993+0.00053779i,7.2775e-05+0.00013477i,0.00070322-0.00097404i,0.00079252-0.0010014i,-0.00065388-0.00053172i,-0.0014759-0.00038587i,-0.0014847-0.00016783i,-0.0014652-7.3037e-05i,-0.00082691-0.00011495i,-0.00023587+5.2011e-05i,-8.2109e-06+0.00039608i
0.00030235+0.0015097i,0.0005178+0.00037963i,0.00059307-0.0011615i,0.00028147-0.0020141i,0.00021693-0.0021117i,-0.00023858-0.0017259i,0.00022031-0.0012232i,0.0015264-0.0013079i,0.0021791-0.0019702i,0.0013765-0.0022913i,-0.00047098-0.0022497i,-0.0011974-0.0021689i,-0.0010747-0.0011429i,-0.0010837+0.00016834i,-0.0011207+0.00016566i,-0.00067682-0.00027111i,-0.00016357-0.00037128i,-0.0002778-0.00058378i,-9.0839e-05-0.00071368i,0.00040612-0.00036665i,0.00031479+0.00041936i,-8.7824e-05+0.00047832i,0.00038356+0.00016542i
0.00032469-0.0016111i,0.00034395-0.0028276i,0.00052085-0.0040824i,-0.0002192-0.0029288i,-0.00059236-0.0010685i,-6.8794e-06+0.00039143i,-0.00076101+0.00066211i,-0.00109+0.00063249i,0.00038385+0.0013454i,0.0018003+0.00053997i,0.0013356-0.0011419i,0.00078584-0.0018364i,0.00066712-0.0017787i,-8.8347e-05-0.001705i,-0.00038297-0.00098703i,0.00050373-0.00039244i,0.00027305+0.00013363i,-0.00067902+0.00070681i,-0.00029108+0.00035987i,0.00034946-8.0547e-05i,-0.0001177-3.7994e-05i,-0.00051691+0.00029032i,-2.1094e-05+0.0001031i
-0.00023319+0.0014345i,-0.00042267-0.00024734i,-9.8818e-05-0.00075418i,0.0017635+0.00042464i,0.0024921+0.0013506i,0.0017577-0.00013985i,9.3005e-05-0.0022075i,-0.00213-0.0014836i,-0.0023542+0.00063007i,-0.0011955+0.001988i,-0.00075171+0.001202i,-0.0004923+0.00017291i,0.00031223+6.9069e-05i,0.0011784-6.3556e-05i,0.0014736+0.00017459i,0.00088057+0.00017221i,0.00079369-0.00022685i,0.0003024+0.00017122i,-0.00030679+0.00099486i,-0.0002286+0.0017706i,-0.00035895+0.0015629i,-0.00022564+0.00052478i,-0.00033247+0.00044014i
-0.0013577+7.4019e-05i,-0.00011622-0.00044893i,0.00026499-0.0006285i,-0.0007405+0.00011742i,-0.00087145+0.00057622i,-0.00013848+0.00032562i,0.0007791-0.0013877i,0.00038436-0.0031066i,-0.0010541-0.0022628i,-0.0018587-0.0014596i,-0.0017018-0.0013597i,-0.0012219-6.2133e-05i,-0.00030947+0.00074581i,0.00077736+0.00079669i,0.001053+0.00051612i,0.0014012+5.206e-05i,0.00037141-0.0002127i,-0.00079723-5.9661e-05i,-0.00094595+0.00056094i,-0.00081811+0.00065606i,-0.00028513+0.00010945i,-0.00013531-6.1993e-05i,-0.00022581+1.4302e-05i
-0.0014866-7.2619e-05i,-0.00040069-0.0008671i,0.00038582-0.001695i,0.00066657-0.0016479i,0.00090865+0.00038062i,0.0011801+0.00099452i,0.00090459+6.1737e-05i,0.00078187-0.00020971i,0.00036663-0.001335i,-0.000132-0.00293i,-7.8517e-05-0.0025616i,-0.00012168-0.0015731i,-0.00035444-0.00077886i,-0.00028463-0.00069289i,-0.00042654-0.00061891i,-0.00062-0.00058829i,8.8398e-05-0.00058123i,0.00012108-0.00064393i,-0.00072303-0.0011417i,-0.0011913-0.00093856i,-0.00033504-0.0011791i,0.00046139-0.0010984i,-3.6104e-05-0.00021649i
-0.002945+0.00066097i,-0.0029702+0.0013724i,-0.0030607+0.001405i,-0.0019861-0.00016151i,-0.00090838-0.00071024i,-0.0012293-0.001331i,-0.0020878-0.0013635i,-0.0017759-0.00033656i,-0.00090918+0.00035887i,0.0010348-0.00096043i,0.0023194-0.0017708i,0.0019473-0.0015887i,0.0016496-0.0021084i,0.0012063-0.0014513i,0.00096349-0.00023583i,0.00069443+0.00078259i,8.1693e-05+0.0015683i,0.00050028+0.0013515i,0.0016503+0.00053881i,0.001123+0.00027661i,2.1323e-05+0.00067479i,-0.00020133+0.00010958i,6.3927e-05-0.00048526i
8.7518e-05-0.0011731i,0.00069452-0.001281i,0.0010822-0.0015628i,0.0028452-0.0013392i,0.0035163-0.00035975i,0.0018125-0.0006108i,-0.00045872-0.0020616i,-0.0019003-0.0021195i,-0.0015617-0.00023958i,-8.7345e-06+0.0013375i,0.0003091+0.0016277i,0.00014487+0.0014621i,0.00077196+0.00076531i,0.0011764-0.00049397i,0.00055325-0.0010957i,-0.00048911-0.00079689i,-0.00033955-0.00028468i,1.3506e-05+0.00067858i,0.00012743+0.001677i,-6.7063e-05+0.0015479i,-0.00034896+0.00071702i,-0.00065982-0.00010921i,-0.00084408+0.00013288i
-0.0010206+5.725e-05i,-0.0011019-0.00026824i,-0.00098962-0.0018516i,0.0010062-0.0016283i,0.0021452+0.00057117i,0.0020854+0.00017433i,0.001534-0.0019909i,1.4942e-05-0.0022287i,-0.0018358-0.0016307i,-0.0025906-0.0017359i,-0.0021342-0.0011006i,-0.0012746-0.0002621i,-0.00037315+0.00037535i,0.00031483+0.00073556i,0.0008118+0.00081527i,0.00054262+0.00067258i,-0.00011941+0.00054271i,-0.00054008+0.00034692i,-0.00090801+0.00022523i,-0.00034411+0.00057449i,0.00033806+0.00061906i,8.4269e-05+0.00057987i,-0.00027963+0.0005758i
-0.00094482+0.00060045i,-0.00063763+0.00038337i,-0.0003414-0.00018413i,-0.00015734-0.00046908i,-0.00040709+0.00013931i,0.00047956+0.0010063i,0.0015576-4.1364e-05i,0.0015228-0.0012108i,0.00017601-0.0026571i,-0.0010409-0.0036112i,-0.0010168-0.0024438i,-0.0014946-0.0021984i,-0.0015631-0.001701i,-0.00067413-0.00091227i,-0.00015108-0.00078878i,0.00067969-0.0004005i,0.0012879+0.000197i,0.00058247+0.00021318i,2.9039e-05-0.00075869i,-0.00041491-0.0011843i,-0.00066784-0.0011397i,-0.00016157-0.00074031i,-0.00020855-0.00079966i
-0.00052751-0.00084635i,-0.00036383-0.0013612i,-0.00029743-0.0024171i,-0.00059016-0.0013527i,-0.0010567+0.00021801i,-0.0016777+0.00029766i,-0.0017261+0.00022311i,-0.0015582-0.00017502i,-0.00024423-0.00056962i,0.0010261-0.00030886i,0.001659+6.4215e-05i,0.0024262-0.00054509i,0.0021935-0.0018825i,0.0012127-0.0021576i,0.00069858-0.0013388i,0.00060402-0.00070175i,0.00060141+8.3762e-05i,0.00098134+0.00039774i,0.0011551-0.00017072i,0.00075623+0.00030192i,0.00062945+0.00075946i,0.00086855+0.00089602i,0.0004051+0.00070522i
-0.00081966-0.0013433i,-0.000694-0.001868i,-0.00060126-0.0021761i,-0.00055053-0.0014332i,-0.0003338-0.0017581i,-7.3593e-05-0.0018738i,-0.0011368-0.0019681i,-0.002374-0.001556i,-0.0014594+0.00076103i,0.00012753+0.0020049i,-1.6176e-07+0.0014364i,-0.0001381+0.0013672i,0.00083865+0.0019369i,0.00093371+0.00048729i,0.00082782-0.00084254i,0.00043218-0.0010308i,0.00025488-0.00038983i,0.00070001+0.00095893i,0.00054684+0.0012315i,0.00030299+0.0011548i,0.00055214+0.0011214i,0.00095281+0.00095797i,0.00067405+0.00079069i
0.0017889-0.00038323i,0.0022662-0.0012065i,0.0034841-0.002875i,0.0030631-0.0034733i,0.0017363-0.0025502i,0.0012454-0.0022809i,0.00055827-0.0024876i,-0.001207-0.0016592i,-0.0028626-4.2285e-05i,-0.0024762+0.00057189i,-0.0022519-0.00033853i,-0.0024986-0.00023225i,-0.0018695+0.0011034i,-0.0015012+0.0013682i,-0.001177+0.00087281i,-7.1814e-06-0.00014051i,-0.00026718-0.00048352i,-0.0011949+0.00027955i,-0.0010721+0.00040249i,-0.00069371-0.00036875i,-0.0005455-0.0010123i,-9.4238e-05-0.00070193i,-0.00018665-0.0005656i
-0.001601+0.00066479i,-0.00032491-0.0012068i,-0.00036631-0.0015874i,0.00017588-0.0016574i,0.00072536-0.00077875i,0.0014813-0.00019868i,0.0019608-0.00075208i,0.0014929-0.0012351i,0.00025781-0.0020697i,-5.949e-05-0.0026648i,-0.00014062-0.0026394i,-0.0010492-0.0025849i,-0.0015655-0.0022875i,-0.00092005-0.00097058i,0.00010025-0.00021456i,0.00040106-0.00038017i,0.00060631-0.00029358i,0.0010901+0.00011111i,0.0008286-0.00014768i,0.00016675-0.0010654i,0.00052395-0.00087737i,0.00052005-0.0014119i,0.00055498-0.001621i
-0.00067318-0.00095223i,-0.00062055-0.0017217i,0.00028726-0.0023879i,-0.00047428-0.00095442i,-0.0011005+0.001317i,-0.0018171+0.002055i,-0.0024876+0.0014609i,-0.0012624+0.00095035i,0.00046458+0.00032909i,0.0015486-0.00054769i,0.0023194-0.00033013i,0.0025852-0.00029012i,0.0017376-0.0021875i,0.00056674-0.0034361i,8.8894e-05-0.0025239i,0.00012797-0.00099846i,0.00032204-0.00062514i,0.00063877-0.00060575i,0.00035825-0.00010319i,0.00031256+0.00011806i,0.00095202+0.00049582i,0.00044926+0.00078724i,-4.6599e-05+0.00057451i
0.00069996-0.0016656i,-0.00031472-0.0035774i,-0.0013748-0.0055665i,-0.0014148-0.0044551i,-0.001217-0.0019014i,-0.0012781-0.0013595i,-0.0016252-0.001159i,-0.0019024-0.00023729i,-0.00070599+0.00054298i,-0.00016129+0.00072812i,-0.00059874+0.0012402i,-0.00018027+0.0024757i,0.0010684+0.0023623i,0.0017176+0.0014209i,0.001196+0.00083049i,0.0008056+0.00043776i,8.7858e-05+0.00079443i,-0.00063037+0.001266i,-7.7674e-05+8.5454e-05i,3.8699e-05-0.00022683i,-6.8754e-05+0.00041668i,3.6536e-05+0.00022836i,-8.6636e-05+0.00022524i
-0.00060671-0.0011632i,-0.00038836-0.00030502i,-0.00010137+0.00051248i,-0.0005974-0.00010614i,-0.0011702-0.00073519i,-0.0011268-0.0013346i,-0.0013815-0.0024714i,-0.0018826-0.0021639i,-0.002193+3.1023e-05i,-0.0015523+0.00088729i,-0.0022727-0.00020747i,-0.0032617+0.00017729i,-0.0026142+0.0013881i,-0.00064538+0.0020664i,0.0006254+0.001211i,-0.00013118-0.00036412i,-0.00049877-0.00076024i,-0.00039584-0.0015945i,-0.00050371-0.0017504i,-0.00067405-0.00029183i,-0.00053261+0.00029744i,-2.7677e-05-0.00037396i,-0.00024229-0.00017203i
0.00015129-0.0013008i,0.0005104-0.0014411i,0.00081472-0.0010497i,0.0018684+0.00032981i,0.0015711+0.00059328i,0.0010531-0.00038061i,0.0007174-0.0015137i,-0.00036019-0.0019558i,-0.0014251-0.0017784i,-0.0018928-0.0021648i,-0.0013183-0.0030803i,-0.0011387-0.0037438i,-0.0022544-0.0025331i,-0.0030885-0.0013234i,-0.0018736-0.00054964i,-0.00086741+0.00035822i,-0.00088534-0.00018949i,-0.00060093-0.00038794i,0.00014277-0.00057315i,0.00081519-0.0011247i,0.00060588-0.0006554i,0.0002038-0.00013842i,0.0001852+0.00028609i
-0.0038716-0.0016479i,-0.0030491-0.0013567i,-0.00251-0.0011841i,-0.0023921+0.00014381i,-0.00031322+0.0020871i,0.0018326+0.0023334i,0.0016914+0.00098781i,0.00089216-0.00064982i,0.00067542-0.0010569i,0.00049583-0.00064635i,0.0011172-0.00087911i,0.0025817-0.0017945i,0.0019531-0.0024234i,0.00030386-0.0020208i,0.00028368-0.0014018i,0.00070784-0.00048226i,0.00020844+0.00016388i,5.9221e-05-0.00031179i,-0.00014577-0.00022968i,-0.00025861+0.00077066i,-0.00041366+0.000918i,-5.1634e-05-0.00037171i,0.00067158-0.0012427i
-0.001222-0.00158i,-0.00082958-0.003169i,-0.00092293-0.0031771i,-0.00032345-0.00074402i,-6.0493e-05+0.0013216i,-0.00094783+0.0015025i,-0.001044+0.00080666i,-0.00080067+0.0004454i,0.00018894+0.00075138i,0.00017404+0.0010639i,-0.00037386+0.0016302i,0.00072764+0.0023298i,0.0016169+0.0022211i,0.001463+0.0014065i,0.00088265+0.00080159i,0.00014257-0.00026614i,-0.00027682-0.00063688i,-0.00032958+0.00026967i,0.0003641+0.00028122i,0.00034549+0.00042772i,-0.00022757+0.00049919i,1.2244e-05-0.00026058i,0.00087572+8.3976e-05i
-0.0004689-0.001412i,-0.0013545-0.0023253i,-0.0018076-0.0034202i,-0.0029014-0.0018674i,-0.0022739-0.00010096i,-0.0011682-6.8829e-07i,-0.0021056-0.00058434i,-0.0029333+3.0401e-05i,-0.0021989+0.0014895i,-0.0015298+0.00086727i,-0.001804-0.00019992i,-0.0022164+0.0010137i,-0.0014088+0.0020245i,1.4941e-05+0.0020859i,0.0007102+0.0015735i,0.00028868+0.00048586i,-0.00025483+4.5499e-07i,-0.00071594-0.00014619i,-0.001049+0.00032299i,-0.00076489+0.00090009i,-0.00084054+0.00092762i,-0.00080469+0.00078657i,-9.3299e-05+0.00044682i
-0.00085312-0.0012798i,-0.0010218-0.00056882i,-0.0020471-0.000708i,-0.0014168-0.0022671i,-1.2216e-06-0.0029935i,0.0008051-0.0026331i,0.0010499-0.0029292i,-0.0010841-0.0025595i,-0.003181-0.0021784i,-0.0021496-0.0016943i,-0.00061572-0.0021044i,-0.0013997-0.0020035i,-0.0025247-0.0012437i,-0.0020423-0.0005796i,-0.0014692-0.00052707i,-0.00074802-0.00018859i,-4.7267e-05+0.00078779i,-4.7107e-05+0.00068226i,-8.7071e-05+5.2552e-06i,-4.4659e-05-6.8109e-05i,-0.00055832+0.0001163i,-0.00080937+0.00029482i,-0.00039777+0.00023216i
-0.002928-0.0006022i,-0.0016594-0.00093207i,-0.0016734-0.0004361i,-0.0010571+0.00011934i,0.00062819+0.0010591i,0.0018473+0.00071244i,0.0012923-0.00081901i,0.00011568-0.0026688i,-8.2209e-05-0.0029482i,0.0006266-0.0013686i,0.001428-0.00021994i,0.0018894-0.00049938i,0.00091057-0.0011599i,-0.00031834-0.0013853i,0.0002883-0.0016701i,0.00056913-0.0011828i,0.00047147-0.00043701i,0.001474+0.00060749i,0.0014972+0.0012671i,0.00030443+0.00099658i,-0.00011923+0.00033126i,0.00016089+0.00045798i,-0.00010091+0.0004175i
-0.0022691+2.8189e-05i,-0.0029587-0.0010947i,-0.0025497-0.0010163i,-0.00050188-0.0001929i,0.00056585+0.00091325i,0.0011252+0.00080637i,0.0016098-3.3825e-05i,0.0024202+0.00013817i,0.0029036-0.00011961i,0.002321-0.00076579i,0.0011021-9.4993e-05i,0.0014579+0.0010853i,0.0025123+0.0014449i,0.0019165+0.00021294i,0.00043632-0.00083507i,-0.00065819-0.0009408i,-0.00031954-0.0010039i,0.00059897-0.00064863i,0.00022674-0.00046726i,0.00039738-0.0004338i,0.00066351+0.00011771i,0.00028681+0.00020211i,0.00020324+0.00012455i
-0.00018713+0.00070589i,0.00027336-0.00086385i,0.0010725-0.0015934i,0.00072596+5.975e-05i,0.00098278+0.0024337i,0.0014075+0.0025272i,0.00026939+0.0014565i,-0.00051925+0.00097208i,-0.0004948+0.001964i,-7.7096e-05+0.001715i,-0.00062759+0.00047571i,-0.0017193+0.00066923i,-0.0014218+0.0011971i,-0.00039891+0.0013863i,-8.9714e-05+0.0014067i,0.00020597+0.0013939i,0.00054099+0.0014398i,0.00081835+0.00082158i,0.00036431+0.00014353i,-0.0001053+7.7082e-06i,0.00011507+0.00014113i,0.00051791+7.3834e-05i,0.0001625-0.00095603i
-0.00019676+0.0010389i,-0.00047121-0.0015972i,0.00027-0.0034662i,0.00030962-0.0022933i,0.00018927-0.00086317i,-0.0002633-0.00080077i,-0.0012137-0.0023527i,-0.0026287-0.002296i,-0.0030261-0.00039078i,-0.0016377-0.00051672i,-0.00053779-0.0026372i,-0.0011843-0.0030357i,-0.0015633-0.001719i,-0.0010702-0.0012987i,-0.0004923-0.00068762i,0.00019279-7.3744e-05i,7.8544e-05+0.00060651i,-0.00032471+0.00069461i,-0.0003143+0.00010598i,-0.00011136+8.5883e-05i,-8.7113e-05+0.00032237i,-0.00075993-0.0003248i,-0.00087877-0.00097169i
-0.00042515+0.00016366i,7.4602e-05-0.000679i,0.00010315-0.00068754i,0.00012179-0.00054409i,0.00077008+0.00044932i,0.00052911-0.0004035i,0.00026467-0.0025454i,0.00061459-0.003055i,-0.00011269-0.0026581i,-0.00084862-0.0019339i,0.00067932-0.00085344i,0.0011801-0.0010601i,9.7715e-05-0.0018827i,-0.00024972-0.0011247i,-0.00051893-0.00011339i,-0.0015032-0.00016588i,-0.0021381-0.0001408i,-0.0015299+0.00050674i,-0.0011354+0.0009075i,-0.00092939+0.00065696i,-0.00052574-0.00025599i,-0.00016634-0.00024476i,0.00049359-0.00016585i
0.0021565+0.00028209i,0.0014718-0.00186i,0.0015872-0.0029069i,0.0020262-0.0024902i,0.0013916-0.0021313i,0.0018577-0.00036837i,0.0033613+0.00026973i,0.0044562-0.00085032i,0.005343-0.0017251i,0.0038869-0.0021677i,0.0016109-0.0012099i,0.00087539-0.00011514i,0.00069986-0.00073503i,0.00057834-0.0012456i,-7.1392e-05-0.00088149i,-7.3455e-05-0.00031779i,0.00042247-0.0001238i,0.00044592-0.00083744i,8.0202e-05-0.001296i,0.00018213-0.00097561i,0.00017184-0.00085249i,-7.4314e-05-0.00044267i,-0.000594+0.00039173i
-0.0035467-0.0015178i,-0.0024968-0.0014723i,-0.0033231-0.0005114i,-0.0033704+0.00058972i,-0.0017545+0.0018731i,-3.441e-05+0.0025436i,0.002026+0.0041577i,0.0047483+0.0065876i,0.0062362+0.0057377i,0.0061366+0.0022818i,0.0041641-0.001253i,0.00182-0.0022401i,0.00040161-0.0015173i,7.255e-05-0.00067672i,0.00084109+0.00046882i,0.00084774+0.00064444i,0.00080463+7.611e-05i,0.001142-0.00024004i,0.0006736+0.00010099i,0.00019774+0.00087992i,6.3843e-05+0.0015556i,-2.3181e-05+0.0013946i,-0.00045544+0.00046476i
-0.00058071+0.00035664i,-0.00058108-0.0007472i,-0.00019371-0.00082103i,-0.00049526-7.7656e-05i,-0.00017277+0.00076406i,-0.00036976-0.00062587i,-0.0022093-0.0028231i,-0.005509-0.0027214i,-0.006723-0.00049103i,-0.0041162+0.00067207i,-0.0018249+0.00012204i,-0.0015106-5.1077e-05i,-0.001827+0.00011003i,-0.0014579+9.2447e-06i,-5.1115e-05+1.2551e-05i,0.00046344+0.00040644i,0.00015334+0.00098991i,-0.00013661+0.0015695i,-0.00019466+0.0013292i,-0.0004986+0.0006944i,-0.00060318+4.5545e-05i,0.00017564-0.00081604i,8.7427e-05-0.00076354i
-0.0032275-0.00012359i,-0.0017525+0.00045843i,-0.00094641-0.000482i,-0.00061609-0.00040753i,-0.00066838+0.00098525i,-0.00025519+0.00086027i,-0.00040002-0.0023088i,-0.0017748-0.0047212i,-0.0025337-0.0040118i,-0.0016518-0.0017031i,0.00054904+0.00031329i,0.0012862+0.00072281i,0.00014353+0.00080744i,-5.9098e-06+0.00074077i,0.00022701+0.00030569i,-0.00024854+8.5873e-05i,-0.00044343+0.00010685i,-0.00039298-0.00020328i,8.0424e-05+0.00012297i,0.00038322+0.00061541i,2.4452e-05-4.3468e-05i,-0.00030621-0.00040708i,-0.00012417-1.1766e-05i
-0.0002018+0.0013425i,-0.00051801-0.00065113i,0.00054354-0.0023342i,0.0016609-0.0023162i,0.0019568-0.0016909i,0.00097128-0.0017937i,0.00089569-0.0024673i,0.0019032-0.0025522i,0.0020992-0.0017294i,0.00083568-0.0010826i,5.1813e-05-0.00043426i,0.00099408-3.4818e-05i,0.0015602+0.00072635i,0.001315+0.001274i,0.0011478+5.5549e-05i,0.00050483-0.00078716i,2.6179e-05-0.0010002i,1.0352e-05-0.0010553i,-0.00030725-0.0012862i,-0.00055693-0.0013905i,-5.5853e-05-0.00073366i,0.00012045+0.00019546i,-0.000345-6.9829e-06i
0.00040238-0.0010895i,0.0012923-0.002568i,0.002406-0.0027254i,0.0018194-0.0026593i,0.00076836-0.0028179i,-0.00094155-0.0018133i,-0.00076423+7.8168e-05i,0.00033373+0.0019064i,0.0012365+0.0026702i,0.0012457+0.0010079i,-0.00039354+0.00022192i,-0.0011374+0.0011244i,0.00023555+0.00095353i,0.0012942+0.00034557i,0.0013129+0.00053032i,0.00097146+0.00079362i,-0.00024484+0.00048926i,-0.0014578+5.5867e-05i,-0.00093414-0.00031014i,0.00027676+0.0003711i,0.00073763+0.0010828i,0.00057767+0.0012233i,0.00029637+0.00052963i
-0.00057288-0.001703i,-0.00030885-0.0026617i,-0.00081578-0.0024659i,-0.0010954-0.0008336i,-0.00086007+0.00099539i,-0.00061398-0.00045047i,-0.0017575-0.0021473i,-0.0040156-0.00079848i,-0.0045718+0.00067108i,-0.0032294+0.00057374i,-0.0022958-0.0003094i,-0.001439-0.00077112i,-0.00083273+5.8277e-05i,-0.00052095-0.00016674i,5.3417e-05+6.1055e-05i,7.2306e-05+0.0012144i,-0.00015638+0.0012885i,-0.00029961+0.0010199i,2.213e-05+0.0013856i,0.00048226+0.0017071i,-0.00043579+0.001284i,-0.0008986+0.00040626i,-0.00025043-0.0003211i
-0.00064236+0.0011524i,-4.814e-05+0.0010455i,-0.00050022+0.00044557i,0.00016211-0.00023184i,0.00083105+0.00026145i,-0.00022099-0.00029529i,-0.00051855-0.0020816i,-0.001503-0.0035618i,-0.0027769-0.0026688i,-0.0015527-0.00088288i,-0.00020953-0.0012143i,0.00034116-0.0010695i,0.00075199+7.9256e-05i,0.00079259-0.00030447i,0.0004165-0.0010633i,-0.00022843-0.00092264i,-5.921e-05-0.00055959i,9.1174e-05+0.00019595i,-0.0006166+0.0002536i,-0.00018564+7.4067e-05i,-3.0642e-05-6.6999e-05i,-2.257e-05+8.0268e-06i,0.00055293+0.00017363i
