0.0011222-0.0012963i,0.001521-0.0025409i,0.00010372-0.0035882i,-0.0016717-0.0033633i,-0.0026551-0.0021989i,-0.0029065-0.00036831i,-0.0023401+0.00065659i,-0.0013629+0.00046251i,-4.9785e-05+0.00056457i,0.0013454+0.00011992i,0.0015569-0.00070769i,0.00047832-0.00029906i,0.00010321+0.00014656i,7.3655e-05-0.00016386i,-0.0003743+0.00017306i,-0.00078194+0.00050184i,-0.00052779-0.00042831i,-8.8831e-06-0.001147i,0.00060647-0.00061931i,0.00093409-0.00012573i,1.9401e-05-0.00038519i,-0.00050653-0.0015633i,-0.00027337-0.0014601i
-0.0010152+3.5717e-05i,-0.00031661+0.00032657i,0.00074008+0.0012143i,0.0010434+0.00048807i,0.0019893-0.00033619i,0.0021227-0.00083841i,0.002038-0.0010584i,0.0012757-0.00083105i,-0.00019736-0.00076329i,-0.00031658-0.0010845i,-0.00014548-0.0012222i,-0.00028143-0.0011863i,3.0066e-05-0.0011184i,0.00063514-0.00069273i,0.00050135-9.8047e-05i,0.00024136+4.0254e-05i,0.00027614+0.00010106i,0.00035162-0.0004619i,-7.0772e-05-0.0012761i,-0.00060037-0.00089534i,-0.00026254-1.8059e-05i,-7.3929e-05-0.00038628i,-0.00038328-0.00078782i
0.0007506+0.00069499i,0.0010783+0.00083573i,0.00097597+0.00010613i,0.0011616-0.00057858i,0.00059201-0.00065518i,-0.00046409-0.0010824i,-0.00054177-0.0025538i,-0.00035687-0.0019339i,-0.00051547-0.0007186i,-0.00078574-0.00079836i,-0.0016637-0.00069769i,-0.001883-3.007e-05i,-0.00087137+7.8565e-05i,-0.00031968-0.00082183i,-0.00066194-0.00068972i,-0.00041952+2.91e-05i,-0.00050529+0.00016497i,-0.0012313+0.00052987i,-0.00085186+0.00080129i,0.0006058+0.00040197i,0.0013352+7.6473e-05i,0.00096201+7.9294e-05i,0.00043971-2.4e-05i
-0.0019153+0.00042649i,9.6974e-05+0.00022319i,0.0013343+0.00017884i,0.0014512+0.0004591i,-0.00023683+0.001015i,-0.00014339+0.0011774i,0.00068121-5.1385e-05i,-0.00045749-0.0007651i,-0.0011896-0.00024135i,-0.00044044+0.00022759i,-0.0012681+0.0005421i,-0.0012391+0.0011571i,-0.00029659+0.0013884i,-0.00036731+0.00050234i,-0.00037864-0.00033115i,-0.00043573-0.00061961i,-0.00016549-0.00015517i,6.7405e-06+1.6114e-05i,0.00012621-0.00058363i,-9.8118e-05-0.00055227i,-0.0011626-0.00065883i,-0.0013618-0.0011185i,-0.00054876-0.0010653i
-0.0011162-0.00014576i,-0.0020149-0.0014705i,-0.0013069-0.0011803i,-6.9609e-05+0.00042929i,-0.00059135+0.0001933i,-0.0014489+0.00036397i,-0.0017875+0.00068753i,-0.0024204+0.00030311i,-0.0014235+0.00057526i,0.00057171+0.00082497i,0.0018003+0.001233i,0.001237+0.002102i,0.00029561+0.0018511i,-0.00017378+0.0010819i,-0.00039605+0.00036449i,-0.00010966-0.00030599i,-4.1097e-05-0.00064391i,0.00042684-0.00062475i,0.00085184+0.00011559i,0.00029301+7.5286e-05i,-0.00029855-0.00072879i,-0.00035682-0.00074802i,-0.00018639-0.0002967i
0.0021228-0.00044101i,0.0025699+3.7418e-05i,0.0034928+0.00050994i,0.0023228+0.00032581i,0.0011645-9.4367e-05i,0.0012947+0.00076852i,0.0016271+0.0015593i,0.0010275+0.00093752i,0.00050285-0.00062095i,0.0010988-0.0015256i,0.0013691-0.0021827i,0.0019597-0.0022643i,0.0022156-0.0016161i,0.0010987-0.0011376i,0.00029615-0.00052525i,5.7563e-05+3.4341e-05i,-1.37e-05+0.00054669i,-0.00039925+0.00054915i,-0.0010524-6.35e-05i,-0.00044075-0.0006132i,-1.0686e-05-0.00065112i,-0.00030604-0.00045323i,-0.00059666-0.0001429i
0.00037853+0.00050255i,0.0013205-0.00018851i,0.0024157-0.0010262i,0.0027112-0.0017077i,0.0029357-0.0013596i,0.001735-0.00084672i,0.00062461-0.00099833i,0.00034368-0.0014313i,-7.2706e-05-0.0012509i,-0.0003699-0.00095844i,-0.00087169-0.0015171i,-0.0011022-0.0023724i,-0.00059887-0.0026133i,0.0001796-0.0014609i,0.00031291-0.00085466i,-2.8408e-05-0.00062494i,-0.00047045-0.00073369i,-0.00047153-0.0014279i,0.00040563-0.0011754i,0.00041753-0.00073322i,-0.0001827-0.00053921i,0.00019332-5.644e-05i,-0.00018985+0.00083175i
-0.00032254-0.0002733i,0.00066409-0.00062698i,0.00066912-0.00053513i,0.00068355+0.00013513i,0.00027451-0.00032336i,0.00044741-0.0011701i,0.0012663-0.0021021i,0.00098811-0.0024513i,1.3753e-05-0.0013894i,-0.0004916-0.0004371i,-0.0015845-0.00036508i,-0.0027078-0.00080319i,-0.002826-8.3849e-05i,-0.0014904+0.00068076i,0.0003776-0.00022918i,0.00077679-0.0010894i,0.00011626-0.00071504i,-3.2332e-05-0.00083801i,-0.00060385-0.00089188i,-0.0012691-9.4799e-05i,-0.00043361+0.00028319i,-0.00026735+0.00013283i,-0.00084541+0.00032295i
0.00062539+0.00031706i,2.2218e-05+0.00083807i,0.00022588+0.00028988i,0.00067785-0.00073605i,0.00047812-0.0012496i,-0.00018931-0.0015427i,-0.00055026-0.0018347i,-0.00015131-0.0019605i,-0.00015596-0.0006299i,-0.0005429+0.00076653i,-0.00082537+0.00057754i,-0.0012315+0.00080082i,-0.0012788+0.00055763i,-0.00016592-4.6645e-05i,0.00075902+0.00027416i,0.00057715+0.00028897i,-0.00051589-4.1452e-08i,-0.00041574+0.00023765i,1.3291e-05+0.00036264i,-0.00060287+0.00022515i,-0.0013221-7.6107e-05i,-0.00097609-0.00087839i,-0.0002248-0.0007971i
-0.0025783-0.0014521i,-0.0018486-0.0007537i,-0.0021329-0.00047352i,-0.0025662+0.00040217i,-0.0021107-0.00018681i,-0.00093992-0.00014557i,-0.00072701-0.00022215i,-0.0010516-0.0012468i,-0.00049246-0.00098903i,-4.9668e-05+0.00048676i,0.00072868+0.0017877i,0.0019211+0.0023858i,0.0021226+0.0023484i,0.0018529+0.0021689i,0.00065094+0.0012803i,-0.00035738+6.902e-05i,0.00013583+0.00069365i,0.00058829+0.001029i,-4.2765e-05+0.0007736i,-0.00021617+0.00048833i,0.00015299+0.00033868i,-8.5714e-05+0.00058424i,-0.00039299+0.00075648i
-0.0018821-0.0019999i,-0.0017172-0.0018714i,-0.0022089-0.0010979i,-0.0028045-0.0001585i,-0.0021046+0.00094683i,-0.001212+0.0020971i,-0.0013026+0.0017467i,-0.0011535+0.00078654i,-0.00093885-0.00050452i,-0.00041315-0.0010309i,0.0014429-0.00040333i,0.0021766+0.0005443i,0.0016195+0.00014786i,0.0013949+1.1706e-05i,0.0007588+0.00017526i,0.00010671-0.0001326i,0.00072919+3.9798e-05i,0.00087506+0.00040501i,-0.00012051+0.0007371i,-0.00039116+0.00045876i,-0.00036456+0.00021023i,-0.0011128+0.00010189i,-0.0011818+0.00047656i
-0.00095776-0.00077092i,0.00036269-0.00043417i,0.0018797-0.0011772i,0.0028109-0.00027029i,0.0024854+0.0020244i,0.002124+0.0018229i,0.0018615+0.0004356i,0.0011815-0.00060703i,-0.00011967-0.00098792i,-0.00061485-0.0012169i,0.00077957-0.0014763i,0.0011107-0.0016081i,0.00066758-0.0019119i,0.00041381-0.0019442i,-0.00024114-0.00097943i,-0.00039143+5.7424e-05i,1.2296e-05+0.0005579i,-0.0003053+0.00016326i,-0.00034649+3.4743e-05i,-0.00043552+0.00064615i,-0.00047898+0.00046108i,2.787e-05-0.0002274i,4.1905e-05-0.00051351i
0.0009004-0.0012303i,0.001253-0.0011552i,0.0012332-0.0024297i,0.0015872-0.0025053i,0.0017071-0.00089741i,0.001637-1.8299e-05i,0.0022022-0.00081934i,0.0023082-0.0018268i,0.00079495-0.0018393i,-0.00053346-0.00097196i,-0.0014596-0.00045798i,-0.0017689-0.00046574i,-0.0021451-9.2505e-06i,-0.0015264-0.00025269i,-0.00031773-0.00063557i,0.0004089-0.00032312i,0.00069682-1.1469e-05i,-3.6206e-05-0.00083053i,-0.00042301-0.0011392i,-0.00012157+0.00013219i,0.00010237+0.00099156i,0.00033899+0.00055179i,0.00064788+0.00032124i
-0.00092935+0.00016688i,0.00045352-0.0002326i,0.00094145-0.00056044i,0.0014281-0.0002069i,0.002097-0.0008139i,0.0017934-0.0020586i,0.00059221-0.0024127i,0.00032267-0.0022463i,0.0006322-0.0015445i,3.0505e-05-9.8428e-05i,-0.0012995+0.00097711i,-0.002278+0.0017329i,-0.0010798+0.0015557i,-0.00012218+0.00059019i,-0.00059794+0.00053352i,-0.00057657+0.0006639i,-0.00038122+0.00032633i,-0.00063918-0.00032754i,-0.00010491-0.00049758i,0.00034597-9.2778e-05i,0.00015286+0.00039365i,0.00016701+0.00020939i,-0.00014115-0.00043181i
-0.00057613+0.00035094i,0.00016875-0.00039494i,0.0007529-0.0004166i,1.9729e-05-0.0008695i,-0.00097162-0.0011796i,-0.0011753-0.0019399i,-0.00067193-0.0027798i,0.00036102-0.0024288i,0.00080759-0.0010402i,0.00092495-0.00025224i,0.0016925+0.00086763i,0.0020867+0.002006i,0.0011383+0.0020712i,0.00012203+0.0018944i,-0.00065297+0.001353i,-0.00091009+0.00094396i,-0.00063208+0.00074788i,-0.00027224+0.00016072i,-0.00045559-9.9197e-05i,-5.996e-05-8.1833e-05i,-5.3784e-06+0.00027351i,-0.00032205+0.00032874i,0.00048658-2.0101e-05i
0.00042044+0.00030925i,0.00067678+0.0010063i,0.0014116+0.00068943i,0.0017999-0.00019854i,0.00060007+0.00015297i,-0.001261+0.00021327i,-0.001572-0.00042431i,-0.0014397-0.00013287i,-0.0012867-0.0006944i,0.00059544-0.001829i,0.0021284-0.0020349i,0.0023217-0.0019678i,0.0024943-0.001495i,0.001684-0.00037692i,0.00024894+0.00021603i,-0.00014214+0.0003259i,-0.0004665+0.00023839i,2.0364e-05-0.0002673i,0.00095132-2.4072e-05i,0.00061915+0.00063478i,0.00017039+0.00066403i,0.00016471+0.00022247i,0.00016526+0.00051958i
-0.001579-4.9143e-05i,-0.0010509-0.00019515i,-0.00099859+0.00036299i,-0.00066184+0.00083828i,-0.00019719+0.0011918i,0.00035172+0.0014171i,0.00017317+0.00073746i,-0.00044688+0.0002817i,-0.00094397-0.00030548i,-0.00091697-0.00094384i,-0.00087675-0.00086067i,-3.2796e-06-0.0016217i,0.0013205-0.0023409i,0.0018721-0.001564i,0.0014296-0.0013956i,0.002089-0.0012499i,0.0022875-0.0010321i,0.0016303-0.0010797i,0.00056976-0.0005893i,-0.00041481-0.0004097i,-0.00011989-0.00074779i,3.4176e-05-0.00063739i,-0.00033812+0.00015712i
0.0004235-0.0031153i,0.00054241-0.0023194i,4.6366e-05-0.0021443i,0.00049748-0.0015401i,-7.4071e-05-0.00023385i,3.4633e-05+0.00065733i,0.0011329+0.00045862i,0.00098117-0.00027376i,-0.00032157-0.00070094i,-0.001435-0.00081669i,-0.0021942-0.0014217i,-0.0033195-0.0017046i,-0.0030828-0.0011892i,-0.002242+0.00016688i,-0.0014723+0.00045719i,-0.00059905-0.00029103i,-0.00061553+0.00038391i,4.1007e-05+0.00097173i,6.7963e-05+0.0001574i,0.00010398-0.00031427i,0.00035312+0.00011212i,-0.00049714+0.00028596i,-0.00079308-7.7557e-05i
0.00052142-0.00066297i,0.0020819+1.2969e-05i,0.0035609-0.00018406i,0.0028983+0.00011005i,0.0016177+0.00035075i,0.0014541-0.00024536i,0.0020131-0.0005662i,0.0022781-0.00075854i,0.001615+0.00029853i,0.00043732+0.0018044i,-0.00026524+0.0017856i,-0.0007978+0.001811i,-0.0011768+0.0015383i,-0.0008146+0.00059688i,-0.00027053-0.00016031i,4.3358e-05-0.00039897i,-0.00042594-0.00075749i,-0.00074289-0.0011428i,7.3486e-05-0.00083065i,0.00064158-0.00028894i,0.00090266-0.00047955i,0.00027895-0.0001918i,-8.1417e-05+0.00029282i
-0.0013845-0.0019222i,7.7921e-05-0.0017369i,0.00028954-0.0021228i,0.00043304-0.0015111i,0.0009528-0.0008951i,0.00087316-0.0015394i,0.00049609-0.0027602i,0.00065971-0.0026655i,0.0010365-0.0014477i,0.0011539-0.00022858i,0.0011269+0.00057765i,0.00094818+0.0014771i,0.0013921+0.0014582i,0.0017378+0.0011664i,0.00082517+0.0014916i,0.00029729+0.00078184i,0.00056574+0.00064951i,0.00035665+0.001079i,-0.00042795+0.00069557i,-0.0009435+0.0006197i,-0.00084932+6.0196e-05i,-0.0006245-0.00075603i,-0.00055236-0.00052477i
0.00034035+0.00083577i,0.0013977+0.00034132i,0.0024016+0.00049298i,0.0026659+0.00025777i,0.0015976-0.0011596i,-2.9451e-05-0.0014276i,-0.0010507-0.0018153i,-0.00083144-0.0022685i,-0.00016063-0.0019925i,0.00055811-0.0019186i,0.0018789-0.0020759i,0.0030961-0.0013845i,0.0025299-0.0011814i,0.0011875-0.0010163i,0.00051452-0.00038943i,0.00013027-0.00036443i,0.00033523-4.3184e-05i,0.00053738+0.00069172i,0.00027732+0.00010148i,0.00042243-0.00057859i,0.00024005-0.0007851i,-0.00031167-0.00099893i,0.00034301-0.00027239i
0.001693+0.00027036i,0.0022627+0.00049463i,0.0018428-0.00021735i,0.0022156-0.00077085i,0.0014538-0.0015555i,-0.00087924-0.00058421i,-0.0019637+0.00031084i,-0.0018136-0.00058808i,-0.0017866-0.0014068i,-0.0012693-0.001516i,-0.00075665-0.0015553i,-8.9318e-05-0.0021478i,0.00012012-0.0033022i,-0.00037743-0.0027315i,-0.00045699-0.00083085i,-0.00012157-0.00020803i,0.00041625-5.7322e-05i,0.00038848-0.00024424i,0.0007947-0.00030316i,0.00031509-0.00063243i,-0.00057344-0.00063124i,-0.00060248-0.00012632i,2.6344e-05+0.00010463i
-0.00079777-0.00076789i,-0.00070713-0.0020251i,-9.0088e-05-0.0029597i,-0.00045683-0.00089873i,-0.0014714+0.00083043i,-0.0006252+0.0013699i,0.000112+0.0020704i,-0.00045969+0.0020327i,-0.0015609+0.00090603i,-0.0017209+1.4329e-05i,-0.0016064-0.00023325i,-0.0025642-0.00024772i,-0.0027151-0.00037483i,-0.0014356+2.0005e-05i,-0.00074328+0.00042056i,-0.00039979+0.00011819i,0.00029871-0.00061138i,1.1219e-05-0.00013732i,-0.00089599+0.00027127i,-0.0007675-4.7108e-05i,-0.00032742+0.00018263i,-0.00065332+0.00027785i,-0.00020352+0.00024378i
-0.00042014+0.0015925i,0.00011283+0.0010871i,-0.00043314+0.0019641i,-0.00094993+0.0023706i,0.00092158+0.0023909i,0.0025913+0.0017697i,0.0022197+0.0011294i,0.0013524+0.00083677i,0.0003395+0.0015015i,-0.00064693+0.0020719i,-0.00035945+0.0015669i,0.000409+0.0015819i,0.00076696+0.0022815i,0.00048604+0.0019611i,0.00070203+0.0013778i,0.00083283+0.00048053i,0.00063587+0.00037967i,-0.00018063+0.0008791i,-0.00055525+0.00076611i,-0.0005351+0.00064417i,-0.00071947+0.0004332i,-5.5413e-05+0.00026341i,0.00038449-0.00039514i
-0.0011525-0.00082378i,-0.00054333+0.00013027i,0.0013438+0.00025081i,0.002828-0.00026428i,0.0027276+0.00016438i,0.0026897-0.00035899i,0.0032421-0.0021096i,0.0031768-0.0027793i,0.0017825-0.00094739i,0.0016165+0.0011649i,0.0020123+0.0014429i,0.0023513+0.00088427i,0.0024452+0.00095032i,0.0017671+0.0010045i,0.00063736+7.934e-05i,-0.0001732-0.00037975i,-0.00021026-9.024e-05i,-0.00045445+0.00022316i,-0.00087813-0.00029284i,-0.00076561-0.00090081i,-0.00057722-0.00052713i,-0.00054341-0.00058282i,0.00029551-0.00067101i
-4.6453e-05-0.00075668i,0.0011735-0.0012688i,0.0023538-0.0015718i,0.0020244-0.001123i,0.00090759-0.0013937i,0.00033946-0.0017967i,0.00028118-0.0023781i,0.00030725-0.0030699i,0.0004779-0.0024095i,0.0011792-0.0014462i,0.0014371-0.0014566i,0.0021432-0.0014768i,0.0025846-0.0013168i,0.0016931-0.0011577i,0.00062753-0.0015895i,0.00033019-0.0014711i,0.00025617-0.00014382i,3.9141e-05+0.00026815i,-0.00067892-0.00035298i,-0.0010343-0.00078401i,-0.00071301+0.00012505i,-0.00026119-0.00014305i,0.00043309-0.00070606i
-0.00084942+0.00046771i,0.00023159+0.00040631i,-0.00062132+0.0001256i,-0.00057412-0.00042779i,-0.00021285-0.001518i,-0.00076095-0.0028251i,-0.0015579-0.0030666i,-0.0021079-0.0030517i,-0.0022775-0.0027373i,-0.0015143-0.0024834i,-0.00011436-0.0022906i,-0.00018255-0.0019376i,-0.00078738-0.0025688i,-0.00090014-0.0021795i,-0.0010209-0.00020395i,-0.0011416+0.00020716i,-0.00079309-0.00074531i,-0.00040231-0.0012418i,0.00019695-0.00043418i,0.00049774+0.00083032i,0.00016419+0.00060413i,-0.00055191-0.00034127i,-0.001402-0.00053518i
-0.00058299+0.001446i,0.00017928+0.0009556i,-0.00037987-9.2773e-05i,0.0004275-0.001519i,0.00074378-0.0012473i,0.00020389-0.00025935i,-0.00099397-0.0004133i,-0.0022527-0.00038676i,-0.0023233-0.0011364i,-0.0020494-0.0012848i,-0.0018588-0.0010335i,-0.0014739-0.0012212i,-0.0014019-0.00053444i,-0.0013949-0.00012029i,-0.0007438-0.00036505i,0.00038559-0.00021011i,0.00097125+0.00022494i,0.00023974+0.00057117i,-0.00082514+0.0010862i,-0.00022039+0.00083927i,-0.00030109+0.00081011i,-0.00055375+0.0012676i,-0.00061681+0.0010489i
-0.00057686+0.00061816i,0.00090497-2.2985e-05i,0.0025723-0.00026386i,0.0027904+0.00038888i,0.0022593+0.0010625i,0.00066179+0.00161i,-0.00045821+0.0017102i,-0.00039716+0.0020318i,-0.00078805+0.0023652i,-0.0018551+0.001866i,-0.0013073+0.0021128i,-0.00083802+0.0029096i,-0.00079063+0.0023932i,4.4047e-05+0.0012791i,0.00065767+0.00052142i,0.00023971+1.2868e-05i,-9.2145e-05+0.00063761i,0.00013987+0.0012839i,0.00059505+0.0002005i,0.0007094-0.00083163i,0.00013571-0.00056198i,-2.3328e-05+0.00017233i,0.00012476+0.00099506i
-0.0015765-0.0033089i,-0.00099675-0.0032046i,-0.00085164-0.0024256i,-0.0007984-0.0018966i,-0.00035096-0.00035199i,0.00066714+0.0003875i,0.0017293+0.00040434i,0.0021929+0.00028111i,0.0015127+0.00045882i,0.00032792+0.001005i,-0.00057362+0.0013054i,-0.00046997+0.0015747i,0.00046166+0.0014075i,0.00073134+0.00041891i,0.00065563-0.00084586i,0.0002622-0.00020963i,0.00060708+0.0004462i,0.0015418+9.3648e-05i,0.0015133-0.00037345i,0.00057716-0.00018597i,-0.00029571-0.00012949i,-0.00019458-0.00023841i,0.00093774+0.00053209i
-0.00039347+0.00063054i,-0.0006072+0.00125i,-0.00036705+0.0020663i,0.00096591+0.00075965i,0.002044-0.00021403i,0.0016033-0.00065939i,0.0018827-0.0024605i,0.0030306-0.0030689i,0.0023469-0.0017676i,0.0019016-0.00060938i,0.0027939-0.00053417i,0.0032702-0.0014834i,0.0029804-0.0015584i,0.0016064-0.00086025i,0.00019016-0.0012377i,0.00028667-0.0013643i,0.00084535-0.00035853i,-7.49e-05+0.00045757i,-0.0011242-0.000286i,-0.0009815-0.00071334i,-0.00016587-0.00035807i,1.6227e-06+0.0001169i,-0.00020793-0.00016795i
0.0018391-0.00015307i,0.0026755+0.00097087i,0.0034663-0.00029792i,0.0038196-0.0012059i,0.0029573-0.00090556i,0.0018106-0.0012824i,0.00062425-0.0027408i,0.00022727-0.0041413i,0.00051964-0.0040655i,0.0010553-0.0021427i,0.00073872-0.0011391i,0.00014631-0.0019957i,-0.00054661-0.0022247i,-0.00068545-0.0017816i,-0.00071803-0.0010787i,-0.00099368-0.00030196i,-0.0008565-7.759e-05i,-0.00096395+0.00011815i,-0.00081068+0.0005273i,-0.00030087+0.00036462i,-0.00023689+0.00092453i,-0.00062642+0.0010539i,0.00016236+0.00053092i
-0.0015783-0.0014286i,-2.1274e-05-0.002021i,0.0011928-0.0030327i,0.0016361-0.0018234i,0.00099055-0.00059493i,-0.00022171-0.00077133i,-0.0017922-0.0017344i,-0.0032331-0.0025321i,-0.002677-0.003078i,-0.0014644-0.0031094i,-0.0011568-0.0020571i,-0.0013822-0.00082342i,-0.0015025+2.0794e-05i,-0.0012114+0.00044554i,-0.0008708+0.0009853i,-0.00080868+0.00087277i,-0.00062474+0.00010148i,-0.00053873+0.00023546i,-0.00020039+0.00067855i,7.7919e-05+0.0001129i,-9.0649e-05+2.966e-05i,-0.00055754-5.9428e-05i,-0.00052014+0.00017958i
0.0017332+0.0019611i,0.0022621+0.00092283i,0.0012984-0.00017719i,0.00099221-0.0014576i,0.0001559-0.0019257i,-0.0014706-0.0013575i,-0.0022475-0.00016879i,-0.0022062+0.00028448i,-0.0020365-0.00017819i,-0.0013079-0.00019299i,-0.0010024-0.00043684i,-0.0011248-0.00030956i,-0.00060709+0.00064502i,0.00035488+0.00073337i,0.00038313-2.6638e-05i,-0.0003143-0.00056362i,0.00027453+0.00019109i,0.00022763+0.0012182i,-0.00040954+0.00081642i,0.00067201-0.00031957i,0.0013619-0.00043082i,0.0013339-0.00031189i,0.0013326-9.0223e-05i
-9.0745e-05-0.00094328i,0.00087984+1.2048e-05i,0.0008576-0.00032561i,0.0004973-0.0017224i,-0.0004377-0.0014442i,-0.00080586+0.00086433i,8.0804e-05+0.0022765i,0.0005758+0.0023088i,0.00026936+0.0018676i,-0.00036969+0.0011615i,-0.00040295+0.00084142i,0.00068433+0.00070425i,0.0018016+0.00033471i,0.0022713-0.00064456i,0.0020232-0.0012336i,0.0012092-0.0010953i,0.0007814-0.00077175i,0.00093211-7.0471e-05i,0.0004581+0.00058017i,-0.00023294+0.00035216i,-0.00019878-1.5017e-05i,-0.00066922-0.00038248i,-0.00065438-0.00015112i
-0.0010018+0.00092415i,6.7836e-05+0.00058288i,0.00094625+3.5923e-05i,0.00050772-0.00051678i,0.001036+0.00068861i,0.0026227+0.0017518i,0.0032429+0.0013234i,0.0033692+0.00071871i,0.0029081+0.0011795i,0.0020581+0.0012665i,0.0014878-0.00010704i,0.0015807-0.0011232i,0.0015176-0.0011377i,0.00091146-0.00096635i,0.00089704-0.00085621i,0.00062277-0.00049938i,-0.00036063-0.00058237i,-0.0003381-0.0010634i,-0.0001665-0.00065829i,-8.3186e-05-0.00031531i,0.00033451-4.1332e-05i,0.00044461-0.00016089i,0.00036465-0.0005913i
0.00042237-0.0005089i,0.0011715-0.00063033i,0.00076638-0.00013331i,0.00093244+0.00060544i,0.00067527+0.0006033i,-4.5494e-06-0.00063056i,0.0016407-0.0026877i,0.0028451-0.0036174i,0.002985-0.0022694i,0.0023618-0.0010758i,0.0012957-0.00066143i,0.00078142-0.00080682i,-3.9543e-05-0.0012743i,-0.00059233-0.0015047i,-0.00055872-0.0011889i,-0.00030692-0.00085739i,-0.00070647-0.00078333i,-0.0014694-0.00075309i,-0.001756-0.00041662i,-0.00088329-0.00021871i,-0.00013876-0.00024299i,-0.00041861-6.5665e-05i,-0.0010438-0.00055538i
0.0003376-0.0022225i,0.00064495-0.0023235i,0.0010961-0.0024211i,0.0013334-0.0025684i,0.0011488-0.0022944i,0.0010956-0.0020554i,0.00068382-0.0033358i,-0.00048074-0.0045982i,-0.00078721-0.0040317i,0.00036395-0.0031094i,0.000701-0.0023401i,-0.00019622-0.0012284i,-0.00059788-0.00033122i,-0.00078705+0.00015211i,-0.00090164+0.00039099i,-0.00065465+0.0002069i,-0.00034629-0.00016696i,-0.00043467+0.00022993i,0.00012087+0.00041681i,0.00062185-0.00016117i,0.00056695-0.00024231i,0.00020801+0.00028357i,-0.00018663+0.00042828i
0.0014331-0.00018193i,0.0014598+0.00028761i,0.0024234-0.00019205i,0.0022478-0.00040174i,0.0010024-0.00041784i,-0.00042963-0.0015505i,-0.0012437-0.0026292i,-0.0023141-0.0022001i,-0.0034587-0.0014547i,-0.0034953-0.0014787i,-0.0024651-0.00097976i,-0.0017114-0.0012738i,-0.00041823-0.0016057i,0.00092293-0.0004669i,0.0012004-0.00031808i,0.00089141-0.00092687i,-2.6604e-05-0.0005196i,-0.00082483+0.00069016i,-0.00074617+0.00063306i,-7.7979e-05+0.00026613i,0.00011096+0.00029737i,-0.0010231+0.00032877i,-0.0014405-6.3293e-05i
0.0012184-0.00040462i,0.0021645-0.0010183i,0.0035637-0.0016309i,0.0030535-0.0019327i,0.0018353-0.0016622i,0.00026083-0.00094361i,-0.0013494-0.00017425i,-0.0025225+0.00071043i,-0.0026401+0.0011423i,-0.0019308+0.00031542i,-0.0016189+5.8114e-05i,-0.0012342-0.00013387i,-3.4716e-05-0.0012284i,0.0012213-0.0016379i,0.0015909-0.0014386i,0.00032855-0.0010379i,-0.00070221-0.00059159i,0.00025655+0.00027968i,0.00084807+0.00071016i,0.00018639+0.00017766i,-0.00020003-0.00011083i,-0.00010437-2.0345e-05i,-0.00065951+0.00019447i
-0.0012846-0.00047699i,-0.00057125-0.00034353i,-0.00039381-0.00082324i,-0.00073825-0.00037261i,-0.0016794+0.00033243i,-0.00087203+0.0015739i,0.0007424+0.002314i,0.0018039+0.0019624i,0.0017717+0.0016231i,0.0006715+0.0017309i,-0.00060151+0.0024691i,-0.0012568+0.0022319i,-0.0010174+0.00092508i,-0.00088512+7.8788e-06i,-0.00040251-0.00077007i,-2.7803e-05-0.00072948i,-0.00033466+5.8126e-05i,7.0871e-05-0.00016029i,-3.0762e-05-0.00079544i,-0.00036125-0.00057559i,-0.00017625-0.00011814i,0.00014772+0.00012703i,0.00069362+0.00020464i
0.00063857-0.00047478i,0.0014144-0.0016405i,0.0011528-0.0024016i,0.00041532-0.0019356i,2.261e-05-0.00015108i,0.00079238+0.00066871i,0.0025451-6.5547e-05i,0.0038933-0.0010768i,0.0033584-0.00066159i,0.0021743+0.00022084i,0.00075255+0.00072028i,-0.0004616+0.0018682i,-0.00037304+0.0017922i,-0.00019005+0.00068775i,-0.00043043+3.0445e-05i,-0.00092897-0.00048075i,-0.0012329-0.00051361i,-0.00078324-0.00062321i,1.9322e-05-0.00023867i,-6.2578e-05-4.9096e-05i,-0.0001011-0.00021124i,-7.0813e-05-0.00014529i,-0.00045615-0.00038089i
0.0012361+0.0014668i,0.0010181+0.0010319i,0.00068463+0.0014819i,0.0015991+0.0026403i,0.0020814+0.0019991i,0.0030244-0.00044899i,0.0031658-0.0019263i,0.0022256-0.0031087i,0.0021398-0.0036961i,0.0022357-0.0027044i,0.0018849-0.0014034i,0.0018757-0.00039212i,0.0014175+5.2531e-05i,0.00085755+0.00064836i,0.0012649+0.0011551i,0.00046911+0.00059755i,-0.00091356-0.00045102i,-0.0011721-0.00075623i,-0.00030785-0.00088361i,0.00073988-0.00050103i,0.00095407-0.00029641i,0.0007587-0.00050035i,-1.2526e-05-0.00013929i
0.00066005+0.00023481i,0.0020768-0.00057472i,0.001992-0.0012615i,0.00088946-0.00048774i,-0.00016965-0.00061249i,-0.00018622-0.0021924i,0.00021515-0.0037047i,-0.0011859-0.0041139i,-0.0020267-0.0035377i,-0.0011506-0.0029261i,-0.00011816-0.0028738i,0.00053096-0.003061i,0.0012411-0.0021183i,0.0011121-0.0017199i,0.0010705-0.0015808i,0.0016317-0.00093759i,0.0015085-6.7104e-05i,0.00058789+0.00042914i,0.0010065-0.00029165i,0.0013383-0.00078771i,0.00026349-0.0005034i,-0.00052739+6.1796e-08i,-0.00060897-2.7077e-05i
