-0.0012751-0.00046687i,-0.0010442-0.00036998i,-0.00012667-0.0001882i,0.00054692-0.0003189i,0.00057215-0.00018071i,0.00083663+0.00063345i,-0.00037369-0.00011319i,-0.0025013-0.00014371i,-0.0023389+0.0020973i,-0.00054902+0.0029335i,0.00038327+0.001991i,0.0007408+0.00054897i,0.00073366-0.00031616i,0.00032676-0.00094098i,0.00015727-0.0011067i,-8.001e-05-0.00018897i,-0.00045984+0.00026006i,-0.00024354+0.00020647i,0.00031963-0.00042259i,0.00037956-0.00092706i,0.00013006-0.00049286i,-2.9108e-05-0.00011134i,-4.5012e-05+0.00015847i
0.001072+0.00057616i,0.0016387+0.00072709i,0.0024712+0.00053496i,0.0021938+0.0006165i,0.0024219+0.00086019i,0.0025614-0.00011473i,0.0019327-0.0025269i,0.00063028-0.002361i,-0.00092719+0.0001997i,-0.0011975+0.0010981i,-0.00053592+0.00048671i,-0.00085295-8.0533e-05i,-0.001552-0.00020455i,-0.0011388-0.00074909i,-0.0003349-0.0011952i,-5.5497e-05-0.0010557i,-6.8275e-05-0.00057594i,0.00029222-9.8713e-05i,-0.00021769-3.4113e-05i,-0.00034471+0.00025458i,0.00015106+6.8743e-05i,-0.00032573-0.00055053i,-0.00057541-0.0007045i
-4.2275e-05+0.0002767i,-0.0012827-2.124e-06i,-0.00088664+1.0769e-05i,-0.0002434+0.0010702i,0.00015854+0.0012662i,0.0016184+0.00010709i,0.0016957-0.00051376i,0.00030365-0.00085737i,-0.00095781-0.0010831i,-0.0012044-0.00026084i,-0.0011521+0.0002632i,-0.0013607-0.00026657i,-0.00103+7.7691e-05i,-0.00059516+0.00020641i,-0.00025617+0.00015669i,0.00010506+0.00047032i,0.0001452+0.00029663i,0.00027802+0.00016003i,0.00049006-0.00016539i,0.00010684-0.0012226i,-0.00075731-0.0010474i,-0.00057106-0.00011474i,-0.00046297-6.1878e-05i
0.00062977+0.0011241i,0.0010624+8.7796e-06i,0.0018979-0.00071599i,0.0017673-0.00030305i,0.00050299+7.1929e-05i,0.0010666+1.0864e-05i,0.0012947+6.2256e-05i,-0.00072491-0.00030251i,-0.001694-0.00039369i,-0.0012197+1.8547e-05i,-0.00071006+9.1055e-05i,3.1958e-05-0.0002336i,-0.00017172-0.00048126i,-0.00087935-0.00060317i,-0.00039327-6.5876e-05i,0.00011596+0.00046154i,-0.00036821+8.8076e-05i,-0.0006045-0.00046353i,-0.00056067-0.0011916i,-0.00064909-0.0009927i,-0.000585-0.00019205i,-0.00048819+0.00050805i,-0.00052637+0.00075284i
0.0017493-0.0014378i,0.0013218-0.00093714i,-0.00016662-0.0012199i,-0.0010862-0.00066087i,-6.458e-05+0.00058381i,0.0017477+0.00089234i,0.0017561+0.00017839i,-0.00040027-0.00064738i,-0.0018418-0.00046436i,-0.0018425+0.00061018i,-0.0012406+0.00087304i,-0.00034788+0.00026158i,0.00010684-8.9421e-05i,-0.00023265+0.00023368i,0.00033122-6.4514e-05i,0.0010667-0.0010553i,0.00082534-0.0014587i,-0.00011549-0.0013155i,-0.0010931-0.00082149i,-0.0012947+0.00038082i,-0.001132+0.00091928i,-0.00071132+0.00065904i,0.00048965+0.00051585i
0.00047347+0.00068707i,0.00098455+0.00098566i,0.001786+0.0011685i,0.0011616+0.001114i,0.001003+0.0014631i,0.0021178+0.0016016i,0.0021255+0.00019876i,0.00074859-0.00075421i,-0.00063936-0.00020529i,-0.0012342+0.00058346i,-0.00047102+0.00065517i,0.00074951+0.00030263i,0.00014472-0.00021995i,-0.00041817-0.00015832i,0.00021564+0.00019146i,0.00019034+0.00011061i,-0.00012908-0.00063578i,-8.0429e-05-0.00099303i,0.00010257-0.00048167i,-3.637e-05-7.7671e-05i,0.00016738-0.00010539i,4.5463e-05+0.00011256i,-6.5822e-05-0.00017681i
-0.00092037+0.0003949i,-0.00074704+0.0012171i,-0.0010125+0.00089972i,-0.0012573+0.0013701i,3.0049e-06+0.002459i,0.0026035+0.0020788i,0.0026712-0.00014578i,0.00062714-0.001488i,-0.0011752-0.00066953i,-0.0015589+0.00064091i,-0.00079598+0.00094328i,-0.00052027+0.00034046i,-0.00046885-0.00022406i,-0.00081983-0.00099451i,-0.0009797-0.00062961i,-0.00082377+0.00020403i,-0.0010009+0.00022144i,-0.00044863+0.00011799i,0.00016151-0.00023387i,0.00020786-0.00031841i,-9.4624e-05+0.00026999i,-0.00037245+0.00049483i,-0.00027142-0.00031065i
-0.00066815+0.00077713i,-0.0010294+0.0015503i,0.00023123+0.0019097i,0.0013489+0.0020201i,0.0020744+0.0018397i,0.0034198+0.0015949i,0.0031874+0.00010631i,0.00057328-0.0010729i,-0.0015676-0.00034756i,-0.002058+0.00031201i,-0.0015254+0.00010335i,-0.0010143-0.00072276i,-0.0011215-0.0010555i,-0.00086583-9.0441e-05i,-0.0005347+0.00077791i,-0.00036075+4.8619e-05i,0.00035835-0.00043878i,0.00089268-0.00049241i,0.00068651-0.000901i,0.00011699-0.00040712i,-0.00048573+0.00022049i,6.1735e-05+0.00012065i,0.00055322+0.00054959i
0.00019588+0.00098867i,-5.4457e-05+0.0018596i,0.00036134+0.0019904i,0.0010411+0.001162i,0.0017975+0.00098598i,0.0021474+0.00071314i,0.0011535-0.00037638i,-0.00092204-0.0005842i,-0.0019559+0.0007096i,-0.0018568+0.0014352i,-0.0017458+0.00064066i,-0.0011965-5.109e-05i,-0.00084126-0.00020962i,-0.00037184-0.00012012i,-3.2665e-05+0.00050844i,-3.7127e-05-2.1075e-05i,0.00010947-0.00029436i,0.0001005-0.00053906i,-0.0002568-0.0018066i,-0.00073557-0.0017588i,-0.0010462-0.00041119i,-0.00055165+0.00064793i,0.00021182+0.0010216i
-0.00044592-0.00054696i,-0.0013625-0.0005755i,-0.00092898-2.2105e-05i,0.00021624+0.00063357i,0.00093569+0.0012142i,0.0016957+0.001232i,0.0014858-0.00037118i,-0.00027075-0.00097848i,-0.0018553+0.00031837i,-0.0015593+0.00092946i,-0.00016642+0.001041i,0.00019992+0.0010309i,0.00018611+0.00042755i,-0.00021023+0.00023854i,-4.6065e-06+0.00019281i,0.00052307-0.0006711i,0.00013755-0.0012076i,-0.00054542-0.0011547i,-0.00034442-0.001611i,-0.00034753-0.0014739i,-0.00060857-0.00083501i,-0.00026462-0.00076992i,-0.00025-0.00040014i
8.4009e-05+0.00098273i,-0.00024395+0.00086666i,-0.000436+0.00046878i,-6.2105e-06+0.0012068i,0.00156+0.0022953i,0.0023306+0.0025018i,0.0016718+0.0019352i,0.00013252+0.00087856i,-0.001631+0.00078172i,-0.0016496+0.00099513i,-0.00077962+0.00077679i,-0.00011506+0.00083334i,0.0004776+0.00073867i,0.00023354+0.00071845i,-0.00051157+0.0010545i,-0.00034289+0.00060467i,0.00044763+0.00042686i,0.00063657-9.6996e-05i,-8.3798e-05-0.00078922i,8.8605e-05-0.00012514i,0.00026683+0.0010852i,-2.9704e-05+0.0010045i,-0.00024072+0.000548i
-0.0017746-0.00017865i,-0.00096348+0.00026666i,2.9658e-05+0.00039926i,3.6774e-06+0.0019869i,0.00050333+0.0030179i,0.0027052+0.0013792i,0.003219-0.0004525i,0.001206-0.00073135i,-0.00069088-0.00049059i,-0.0018296+0.00059631i,-0.0017924+0.0016249i,-0.0013332+0.00048544i,-0.00089615-0.00090107i,-4.6843e-05-0.00085082i,0.0010239-0.00026232i,0.00081968+4.0643e-05i,3.5713e-05-8.8226e-05i,-0.0004739-0.00036811i,-0.00048394-0.00029218i,-0.00013255+0.00031831i,3.511e-05+0.00071162i,0.0001081+0.00048355i,0.00074807+0.00046251i
-0.0015237-3.9598e-05i,-0.00041797+0.00012993i,-0.00019351+0.00094378i,0.00054793+0.00098072i,0.0023982+0.00092911i,0.003616+0.0004542i,0.002394-0.000939i,-0.0003298-0.0016704i,-0.0021283-0.00070687i,-0.0017939+0.00073324i,-0.00041518+0.00064169i,-0.000616+5.1808e-05i,-0.00080513+0.00040533i,-0.00075563+0.00028389i,-0.00089851-7.4511e-05i,-0.00073356-0.00026423i,-0.00097272-0.000504i,-0.00082445-0.00045701i,-0.0005614-0.00020845i,1.724e-05+0.00057802i,0.00035001+0.00060923i,0.00037045-0.000433i,-6.3918e-05-0.00057823i
-0.00040206-0.00094573i,-0.00051319-0.00082169i,-0.001223+0.00021116i,-0.0017778+0.0011532i,-0.00087563+0.0016895i,0.0012402+0.0014867i,0.0020551+9.4348e-05i,0.0007781-0.00079259i,-0.0010593+2.5834e-05i,-0.0012646+0.00077863i,-0.00023579+0.00076925i,0.00048304+0.00072442i,0.00042934+0.00043308i,0.00035672+3.1379e-05i,-9.3027e-06-0.00012642i,-0.00014183-0.00058608i,-0.00027828-0.00075505i,-0.00038499-0.00099672i,0.00021941-0.00064555i,-0.0002745+0.00027641i,-0.00029656+0.00013816i,0.00046664+0.00035082i,0.00063363+0.00083709i
0.001022+0.00093838i,0.0014998+0.00034986i,0.0018165-5.6867e-05i,0.0019867-6.7449e-05i,0.0017908+9.7151e-05i,0.0021092+0.00043125i,0.001713-0.00011573i,0.00041463-0.00031881i,-0.00056325+0.00016674i,-0.00043911-0.00013951i,-0.00012593-0.00016608i,0.00012892+0.00010954i,0.00018147+0.00046303i,0.00036042+0.0010568i,0.00072489+0.0012993i,0.00033686+0.0004274i,-0.00014919-0.00063088i,-0.0004509-0.0012097i,-0.00071755-0.00066093i,-0.0013014+0.00040676i,-0.0013154+0.0001353i,-0.00075254-0.00068113i,-0.00046841+0.00024896i
-0.00073672+0.0023429i,-0.00033208+0.0025939i,-0.00037379+0.002413i,0.00026889+0.0013555i,0.0014967+0.00069379i,0.0025695-0.00032727i,0.0028456-0.0017822i,0.0017502-0.0022229i,0.00045105-0.00049104i,0.00020439+0.0011307i,0.00013717+0.00094005i,-0.00010608-0.00011255i,-0.00039369-0.0004107i,-0.00016147-0.00028506i,0.0005007-0.00010454i,0.00016079+0.0002342i,0.00040898+0.00020903i,0.0010273-0.00064538i,0.00036815-0.001503i,-0.00040923-0.0012663i,-0.0004241-0.00017905i,8.9781e-05-0.00036427i,0.000245-0.001128i
7.9674e-05+0.0018508i,0.0011899+0.0027306i,0.0017678+0.0024715i,0.0020477+0.0019376i,0.0024539+0.0024059i,0.0035327+0.0022214i,0.0032345+0.00018i,0.00028565-0.00044277i,-0.0020947+0.0012964i,-0.0017151+0.0022762i,-0.00092272+0.0016309i,-0.0010806+0.00079214i,-0.0012118+0.00016341i,-0.00081628-0.00029108i,6.1689e-05+0.00019736i,-0.00019919+0.0010682i,-0.00040793+0.00062858i,-0.00021192-4.4507e-05i,-0.00063242-0.00048488i,-0.0007817-0.00081232i,0.00027829-0.00019349i,0.00069963+0.00011984i,0.000678-0.00037354i
-0.0011741+0.00023829i,-0.0013709+0.00048557i,-0.00049964+0.00078034i,0.00075719+0.00078883i,0.00065799+0.0014151i,0.0011415+0.0012776i,0.0010752-4.6942e-05i,-0.0004786-0.00033012i,-0.001441+0.00071143i,-0.0017224+0.0013036i,-0.0014197+0.00070777i,-0.00099327+1.3476e-06i,-0.00045192-0.00078212i,7.5991e-05-0.0010235i,-1.1731e-05-0.00061417i,-0.00016367-0.00042325i,7.0999e-05-0.00077167i,0.00042941-0.0010201i,0.00040425-0.00048315i,0.00011255+0.0010008i,0.0002206+0.00088785i,0.00062461-0.0003537i,0.00018854-3.3422e-05i
-0.00055039+0.0009974i,0.00058346+0.0011125i,0.00097412+0.0011157i,0.00090621+0.0010148i,0.0021677+0.0006789i,0.002967-0.00015751i,0.0023654-0.0015429i,0.00060007-0.0013249i,-0.0014442-0.00013929i,-0.001819+0.00067369i,-0.0012169+0.00068103i,-0.00024232-0.00018165i,5.2622e-05-0.00038853i,-0.00054372-0.00029783i,-0.00099539+0.00034314i,-0.0010799+0.001031i,-0.00046403+0.00014057i,0.00017217-0.00049453i,-0.0001713-0.00014745i,-0.00058507-0.00070762i,-0.00047631-0.00066225i,-5.8404e-06-5.7303e-05i,7.2144e-05+0.00020176i
8.9589e-05-0.00064662i,-0.00042993-0.00018292i,-0.0017864+0.00030728i,-0.0014509+0.00030803i,0.0012994+0.00069203i,0.0029846+0.00084226i,0.0028032-0.00099321i,0.0012973-0.0013882i,-0.00048064+6.8283e-05i,-0.0015663+0.0007463i,-0.0017226+0.0010366i,-0.00099896+0.0010821i,-0.00064888+0.00037252i,-0.00038133+0.00025445i,-0.00086856+0.00058839i,-0.00127+0.00062872i,-0.00098988+0.00078307i,-0.00030862+0.00021122i,0.00039554-0.00010866i,-7.6117e-05+0.0006841i,-0.00032583+0.0006551i,4.8442e-05-0.00029276i,-4.6461e-05-0.00015567i
0.0003278+0.00075314i,0.00056856+0.00032377i,0.001334+7.375e-05i,0.0017866-0.00058053i,0.0027443-0.00097825i,0.0036441-0.00089075i,0.0021451-0.00088405i,3.5127e-05-0.00091896i,-0.00079663-0.00021734i,-0.00099983+0.00072902i,-0.00056532+0.0011384i,0.00026209+0.00049013i,0.00040981+0.00012965i,0.0002384+0.00026921i,0.0004946+0.00054719i,0.00024052+0.00069289i,-0.00062222+0.00045591i,-0.00057107+0.00065696i,-0.00017286+0.00062055i,0.00022871+8.3094e-05i,0.0006705+6.9813e-06i,0.0010883+0.00064668i,0.0014731+0.00056904i
0.0013798-0.00021797i,0.0012695+0.00018088i,0.0014332-0.00042326i,0.001512-5.8406e-05i,0.00076447+0.00052584i,0.0012821-0.00065627i,0.001996-0.00095373i,0.00042642-0.00048816i,-0.0008339+0.000249i,-0.001003+0.00042814i,-0.00040895+0.00023813i,-0.00026972+0.00090338i,-0.00085839+0.00081815i,3.2456e-05-7.5916e-05i,0.00090534-5.3402e-05i,0.00021767+9.3218e-05i,-0.00015308-0.00079003i,-0.00014445-0.0015088i,-0.00053739-0.00076765i,-0.0011308+9.5533e-05i,-0.00078384+0.00019651i,-0.00038452-8.9412e-05i,-0.0010884-0.00069845i
-0.00012102-0.0002724i,-0.00044557-6.5832e-05i,-0.0011751-0.00048835i,-0.0014061+0.00016325i,-0.00010251+0.0012005i,0.00093153+0.0011993i,0.00099805+6.3263e-06i,0.00043059-0.00084872i,-0.00066819-0.00013701i,-0.00075518+0.0010631i,-0.00012968+0.0015858i,-8.1307e-05+0.00079497i,0.00053239-0.00041913i,0.00071815-0.00048956i,0.00017918-0.00012284i,0.00045271-0.00080407i,0.00067612-0.00080694i,0.00055663-0.00040733i,0.00036441-0.00021536i,-3.0917e-05+0.00063525i,-0.00023389+0.00060806i,-0.00038638-0.0003728i,-0.00070632-6.437e-05i
0.00065931+0.00017239i,1.7942e-05+0.0018895i,-0.00037889+0.0024452i,0.00068317+0.002482i,0.0022994+0.0019636i,0.003121+0.00081969i,0.0014181-0.00029234i,-0.0005796-0.00089514i,-0.00085875+0.00015719i,-0.00058521+0.00032415i,-0.00087009+9.043e-05i,-0.0010684+0.00026934i,-0.0002024+0.00028469i,-7.0255e-05-2.4478e-05i,-0.0007113+0.00018663i,-0.00021821+0.00017783i,0.00045972+0.00036986i,0.00018524+8.8625e-05i,-0.00040598-0.00080267i,-0.00015934-0.00064473i,4.5931e-05+0.00037605i,0.00024521-0.00011105i,0.00037743-0.00083394i
-0.0018835-0.00042524i,-0.0021993+0.00046571i,-0.0021408+0.00095159i,-0.0010809+0.0019846i,0.00068343+0.0022562i,0.0021515+0.001012i,0.0025431+0.00015479i,0.0014763-0.00057272i,3.5231e-05-0.00032544i,-0.0012278+0.00091525i,-0.0018281+0.0016231i,-0.0010726+0.0011908i,-0.0001926+0.00027909i,7.6817e-05+0.00055743i,-0.00035833+0.00091806i,-0.0005078+0.0002174i,0.00011712-1.0545e-05i,0.00051863+1.3596e-05i,0.0002111-0.00069917i,-0.0006369-0.00044191i,-0.0012349+0.00069301i,-0.00037451+0.00098144i,0.00042475+0.00077625i
-0.0015725-2.8865e-06i,-0.00086203+0.00055749i,-0.00034415+0.001474i,0.00046407+0.0013488i,0.0013087+0.0012717i,0.0022409+0.0011179i,0.0015093+0.00013732i,-0.00070916-2.2736e-05i,-0.0013078+0.00015508i,-0.00082206+0.00080544i,-0.00060751+0.00071296i,-0.0004632-0.00027602i,-0.00023776-0.00087962i,2.2019e-05-0.00055532i,0.00031052+0.00019441i,0.00065242+0.0001942i,0.00085496+0.00049048i,0.00023539+0.00042284i,-0.0016901+0.00025373i,-0.0024361+0.00029866i,-0.00095936+0.00024392i,-0.00016798-0.00013222i,-0.00052762-0.00057206i
-0.0011615-0.00042668i,-0.00051136-0.00032887i,7.7219e-05+0.00028404i,-0.00048468+0.0012673i,0.00063409+0.0017303i,0.0020704+0.0010164i,0.0011503-0.0012081i,-0.00051772-0.0019476i,-0.0012367-0.00079307i,-0.0015738+6.9613e-05i,-0.0016309+2.389e-05i,-0.000793-0.00071839i,1.5516e-05-0.00085422i,0.00011674-1.5013e-05i,7.545e-05-1.6296e-06i,0.00026848-1.3819e-05i,-0.00020464+0.00014991i,-0.00029125-0.00015327i,-0.00042036+0.00031286i,-0.00037057+0.00034537i,-5.3443e-05+0.00012607i,8.5432e-05+0.00028363i,0.00021355+0.00052343i
-0.0010966-0.00071072i,-0.00066959-0.00036076i,4.5707e-05+0.00079885i,0.00019429+0.00015881i,0.00088443-0.00064391i,0.0024831-0.00019013i,0.0024692-0.00054292i,-2.2605e-05-0.00054312i,-0.001701+0.00059639i,-0.0013272+0.0014491i,-0.00025423+0.0010166i,-0.0003085+0.00045794i,-0.0012749+0.000181i,-0.0011819-0.00030651i,-0.00016954-0.0003473i,0.00067326-0.00022129i,0.00037733-0.00064644i,-0.00013147-0.00057103i,-0.00026194-0.00083232i,0.00019743-0.00099099i,0.0010134-0.00021885i,0.0011279+0.0007024i,7.153e-05+0.00042387i
-0.00092031+0.00030361i,-0.00048857-0.0004506i,-0.00068899-0.00076373i,-0.00032139+0.00044418i,0.00086553+0.001491i,0.0019141+0.00050365i,0.0016459-0.0012772i,0.00034827-0.00094553i,-0.0007052+0.00047762i,-0.00050609+0.0011775i,0.00011297+0.00042442i,0.00014003+0.00054435i,-5.0846e-05+0.0012105i,-0.00013995+0.00063271i,6.354e-05-0.00037365i,0.00031929-0.00037294i,3.4904e-05-0.00016903i,0.00016114-0.00035685i,0.000212-0.00077652i,-6.23e-05-0.00064683i,-0.00014855+0.00013674i,-0.00016447+0.00044593i,0.00048138+0.00038923i
0.00061639+0.0010718i,0.0020159+0.0013916i,0.0030396+0.0010164i,0.0021674+0.00077198i,0.0015906+0.00060004i,0.0015404-0.00042543i,0.0012651-0.0014376i,0.00060012-0.0011833i,-0.00056397+0.00015718i,-0.0011047+0.00092656i,-0.0012213+0.00073851i,-0.0011808+0.00043284i,-0.00050255+0.00066081i,-0.00029803+0.00064532i,0.0001818+0.00048988i,0.0013266-9.239e-05i,0.001117-0.00063798i,-0.00062343-0.00069777i,-0.00094034-0.00072804i,0.00046634-0.0012715i,0.00082052-0.00096958i,0.00047136-0.00052652i,0.00060078-0.0004861i
-0.0019641-0.0014222i,-0.0019917-0.0013798i,-0.001244-0.0011876i,-0.0005985-0.0007443i,-2.2482e-05-0.00025819i,0.0013001+5.2147e-05i,0.0023953-0.00046904i,0.00064841-0.00074297i,-0.0016581-0.00025203i,-0.0014471+0.0011557i,-0.00032458+0.0015765i,8.2903e-05+0.00072446i,0.00066303+6.44e-05i,0.00061903-0.00012214i,-0.00021103+0.00063725i,-0.00070246+0.00076322i,-0.0006093+0.00023842i,-0.00016085-0.00021601i,-0.00053696-0.00040322i,-0.00089372-0.00035048i,-0.00092402+0.00031299i,-0.00014171+0.0006686i,0.00059792+0.00031513i
0.00029942-9.2972e-05i,0.00037941+0.00077153i,0.0010845+0.0013161i,0.00092956+0.0016356i,0.0013957+0.002035i,0.0023386+0.0015894i,0.0022673+0.00066403i,0.00054636-0.00047644i,-0.00088801-0.0011427i,-0.00070534-0.00015827i,-0.00060363+1.0553e-05i,-0.00064874-0.00033691i,-0.00014877+2.8802e-05i,0.00023654+0.00036783i,0.00014386-4.1855e-05i,-1.1138e-05+0.00013801i,-0.00084255+0.00064726i,-0.001368+0.00047647i,-0.00064519+0.00068862i,-0.00045653+9.7449e-05i,0.00010271-0.00053859i,0.0010073+0.0003588i,0.00032874+0.00071754i
-0.00091839-0.0027377i,-0.0013797-0.0018086i,-0.0018245-0.0005333i,-0.0014051-0.00032242i,-3.8878e-05-0.00027281i,0.00098031+0.00039404i,0.00099073-8.3957e-05i,0.00015851-0.0012376i,-0.00025573-0.0010939i,-0.00055366-0.0002139i,-0.0004216+0.00036396i,7.0952e-05+0.00010815i,-0.00022189-0.00067006i,-0.00033868-0.00074837i,0.00033148-0.00016696i,0.00024595+0.0001778i,-0.00064096+0.00014892i,-0.00021567-0.00078283i,8.471e-05-0.0009931i,-0.00035251-0.00040939i,-0.00010166-0.00026508i,0.00019381+6.1187e-05i,0.00059947+0.00060919i
-6.1773e-06-0.00049715i,0.00049112+0.00022392i,0.00058238+0.0014518i,-0.0004862+0.0020436i,-0.00083067+0.0015066i,0.00076795+0.0014376i,0.0013433+0.00031198i,0.00022059-0.00062575i,-0.00078544-0.00036297i,-0.00075025-3.2947e-05i,-0.0005034+7.7941e-05i,0.00019746-0.0004478i,0.00044696-0.00054768i,-6.4476e-05-0.00041093i,-0.00027861-0.00017017i,-0.00051268-0.00063382i,-0.00011024-0.00082059i,0.00095438-0.00060818i,0.00077985-0.00013793i,0.00027869+0.00074703i,0.00051714+0.0012625i,0.00058162+0.0005616i,0.00083727-0.00011473i
-0.00024282+0.00074175i,-0.00094822-0.0008734i,-0.00073179-0.0014466i,-0.00085298-0.00044589i,3.9129e-05+0.00016501i,0.0020281+0.00084474i,0.0022088+4.9885e-05i,-6.2426e-05-0.0006266i,-0.0014314-0.00026836i,-0.001474-0.00012403i,-0.00087512+0.00043247i,6.3577e-05+0.00090926i,-8.4766e-05+0.00067141i,-0.00072881+0.00033562i,-0.00033859+0.00037716i,-0.00012835+0.00060531i,2.9707e-05+6.6229e-05i,0.00015011-0.0005353i,-0.00036105-0.00044884i,-0.00090833-0.00028679i,-0.00079048-3.2891e-05i,-0.0005815+0.00037373i,-0.00044058+0.0005476i
0.00027519+0.00070579i,0.00031488+0.0013688i,0.0004632+0.00099223i,-0.00058425+0.00087094i,-0.00092001+0.0011838i,0.00065125+0.0017537i,0.0017493+0.00079892i,0.00031331+0.00021555i,-0.0011394+0.0005235i,-0.0014813+0.0002268i,-0.001474+6.0456e-05i,-0.00086989+0.0006984i,-0.00014401+0.00080618i,0.00045595+5.9138e-05i,0.00082357-0.0005112i,0.00043681-0.00029535i,-9.0943e-05-0.00070322i,-0.00034909-0.001205i,0.00057383-0.00083544i,0.0011274-0.00098792i,0.00055267-0.0008772i,0.00053058-0.0004063i,-0.00050023+7.6927e-05i
0.00020653-0.00019838i,0.00022477+5.8739e-05i,0.00029887-1.1023e-05i,-0.00019443+0.00015075i,0.00033385+0.0012039i,0.0019576+0.001094i,0.0019512-0.00084058i,0.00039587-0.0017618i,-0.0008347-0.00033435i,-0.0013045+0.0014887i,-0.00087073+0.0013794i,-0.0003292+0.0002519i,-5.8361e-06-0.0004094i,0.00013274-0.00019396i,-0.00017294+0.00032719i,-8.6744e-05-0.00011375i,0.00022384-0.00022314i,-6.6795e-05-0.00024656i,-0.00040861-0.00032741i,-0.00095054-0.00029441i,-0.00090184-9.7969e-05i,-0.00027941+0.00047794i,-5.3366e-05+0.0011294i
-0.00084073+0.0010108i,-0.00062186+0.0010511i,-0.00088043+0.00096606i,-0.00017222+0.0017132i,0.0011273+0.0028265i,0.0022691+0.002278i,0.0022941+0.000353i,0.00087666-0.0013889i,-0.00050007-0.0012143i,-0.00093505-1.6446e-06i,-0.0011329+0.00040547i,-0.0016382+0.00027463i,-0.00065566-0.00017184i,0.00042531-0.00024141i,-9.8511e-06+7.9965e-05i,0.00014261+0.00066742i,0.000545+0.0012493i,0.00019073+0.00043108i,0.00036651-0.00081866i,0.00044231-0.0012034i,-0.0001316-0.00041673i,-0.00061144+0.00065772i,-0.00080954+0.00034921i
-0.00044132-0.00067965i,-0.00030861-0.00053317i,-0.00075743-5.2839e-05i,-0.0010318-9.4097e-05i,-0.00062287+0.00056022i,0.0010523+0.0014129i,0.00125+0.00059332i,-0.0005253-0.00073005i,-0.001441-0.00026643i,-0.0013944+0.00075763i,-0.00095526+0.00064561i,-0.00093741-1.519e-05i,-0.00046333-0.00080091i,0.00032481-0.00069454i,-0.00011288-0.00031955i,-0.00081606-0.00015974i,-0.00064942+0.00032748i,0.00067552+0.00020899i,0.00098658+0.00042536i,0.00066097+0.00062995i,0.00054288+0.00010092i,0.00070334-1.6753e-05i,-7.1245e-05-0.000293i
-0.00091835-0.00052713i,-0.00014944-9.7926e-05i,0.00053946-0.00031571i,0.0011888-0.00046636i,0.0018885+0.00068357i,0.0024722+0.0011653i,0.0031048+0.0001665i,0.0015746-8.7094e-05i,-0.0012461+0.00054629i,-0.0024277+0.00086665i,-0.0017853+0.00063946i,-0.00060059+0.00057229i,-0.00021372+0.00091962i,-0.00032299+0.00065422i,-0.00013104+0.00066281i,-0.00011096+0.00083392i,-3.9852e-05+0.00076462i,0.00018603-0.00050354i,0.00077042-0.0013141i,0.00050611-0.00064431i,-0.0002729-0.00041104i,-0.0009358-0.00077481i,-0.0010389-0.00047484i
0.00024938+0.00098539i,0.00052642-0.00062229i,0.00073251-0.001013i,0.00067146-0.0006429i,0.0011528-0.00013203i,0.0020191-0.00033899i,0.0022283-0.00090662i,0.0011031-0.00023356i,3.2421e-05+0.00080932i,-0.000564+0.0013429i,-0.00074607+0.0012375i,0.00015678+0.00064159i,0.00036846+0.00056379i,-0.00032816+0.00042228i,-0.0005142+0.001022i,-0.00038492+0.00079409i,0.0004496+0.00040465i,0.00076031+0.00011929i,0.00021512-0.00089057i,-4.599e-05-0.00061714i,0.00017597+1.3767e-06i,0.00022267+0.00017298i,-0.00011657+0.00024594i
0.0012661+0.00019769i,0.00040224-0.00054392i,0.0012205-0.00098082i,0.0013365-0.00095383i,0.0011156-0.00020848i,0.0014141+0.00072289i,0.0020352+0.0006208i,0.0011223-0.00052591i,-0.00039104-0.00090684i,-0.00057358-0.00031436i,-0.0008023-0.00025174i,-0.00097382-0.00024224i,-2.9225e-05+0.00046678i,3.5634e-05+0.00027036i,8.9819e-05-0.00047272i,0.00031149-0.00032393i,0.00038669+0.00037872i,0.00075981+0.00033252i,2.6627e-05+0.00053189i,-0.00010206+0.00073769i,0.00032564+0.00065081i,0.00023856+0.00045532i,0.00047411+9.0652e-05i
0.0012086+0.00068984i,-0.0001046+0.00074046i,-0.00079509+5.7344e-05i,7.7659e-05+0.00025592i,0.00095528+0.0010222i,0.0017751+2.2378e-05i,0.0020016-0.0015803i,0.00069854-0.0013853i,1.6263e-05+9.7696e-05i,-0.00012221+0.00094787i,-0.00096648+0.00084141i,-0.0010957+0.0005273i,-0.00039985+0.00034152i,0.00085874+0.00069476i,0.0012974+0.00080159i,0.0001612-0.00034939i,-0.00082843-0.00080232i,-0.00046353-0.00069779i,-0.00026981-0.00022826i,-0.00057693+0.00021793i,-0.00055264+0.00034488i,-0.00091882-0.00011333i,-0.00070991-0.00053381i
0.0019438+0.0016483i,0.0014325+0.00047395i,0.00094581-0.00035009i,0.0015117-0.00070081i,0.0031379-0.00030018i,0.0027695+0.0004098i,0.0015597-5.4265e-05i,0.0001403-0.00052864i,-0.00076854-0.00025781i,-0.00066258+0.00068806i,-0.00042744+0.0014806i,0.00023387+0.0013092i,0.00042519+0.0005787i,-0.00030491-0.00021542i,8.2509e-05-0.00074866i,0.00044211-0.00057172i,0.00058563-0.0002831i,0.00056634-0.00041036i,6.2113e-05-0.00027738i,0.0004944-0.00046685i,0.0010492-9.231e-05i,0.00075268+5.2377e-05i,8.4153e-05-0.00047021i
