-0.0015292+0.00077732i,-0.00056682+2.4655e-05i,-0.0011538-0.00062578i,-0.0012654-0.00049309i,-0.0010752+0.00028204i,-0.00023609+0.00042994i,0.00046503+0.0016052i,0.00097719+0.0021046i,0.0019592+0.0014984i,0.0021807+0.00049183i,0.001555-0.00041359i,0.00046089-0.00020486i,0.00026773-0.00028296i,0.00010122-0.001281i,3.9959e-05-0.0012967i,-0.00017563-0.00053747i,-0.00022368+0.00014045i,-7.674e-05+0.00034672i,-0.00013414+0.00060566i,-0.00010181+0.0006932i,-0.00011066-0.00027871i,-0.00032787-0.00065374i,-5.7883e-05-0.00044717i
-0.00024341+2.0219e-05i,0.00041372+0.00048389i,0.00088949+0.00090648i,0.0012579-0.0010478i,0.00070706-0.003293i,-0.0010991-0.0022641i,-0.0026717+3.5156e-05i,-0.0022977+0.0001773i,-0.00090157-0.00048267i,0.00033856-0.00026331i,0.001066+0.00021182i,0.00075001-2.846e-05i,0.00042627+0.00065306i,0.0005487+0.0013364i,0.00036072+0.00095317i,0.00066133+0.0010487i,0.00060588+0.00070212i,0.00080276-0.00044563i,0.00099542-0.000375i,0.00032754+0.00024143i,0.00020607+0.00016643i,0.00022322+5.8126e-05i,0.00058565+0.00021533i
0.0030128-7.4634e-05i,0.002406-0.00096477i,0.0016381-0.0018385i,0.00032235-0.00089255i,-0.00073195+7.108e-05i,-0.0014009+0.0016234i,-0.00096739+0.0025934i,6.088e-05+0.0016759i,0.00050227+0.00072982i,0.00026338+0.00013063i,-0.00067716-0.00040424i,-0.0016375-0.00084977i,-0.0015871-0.00054854i,-0.0010153+0.00041846i,7.181e-06+0.0015946i,0.00032083+0.0021157i,-0.00068772+0.0019433i,-0.0019231+0.0016644i,-0.0022705+0.0010921i,-0.0016416+0.00084843i,-0.00086571-1.4303e-05i,-0.00037235-0.00044813i,7.9912e-06-0.00041795i
0.0010756-0.00031033i,0.00094655-0.00056047i,-3.3958e-05-0.0013961i,-0.00026358-0.0020686i,-0.00019766-0.0023544i,-0.00024375-0.00076116i,-0.00034076+0.0010908i,-0.00030685+0.0013446i,-0.00080467+0.00091779i,-0.0018051+0.00074007i,-0.0018972+0.00035908i,-0.0012808+0.00012186i,2.5715e-05+5.111e-05i,0.0019391+1.758e-05i,0.0025479+0.00046204i,0.0018532+0.00082408i,0.001643+0.00046857i,0.0021031-0.00049222i,0.0023008-0.00072705i,0.0014955-0.00027149i,0.00029474+0.000135i,-0.00021065+0.00017413i,-0.00013423-0.00053314i
-0.0001998+0.00026437i,-0.00063253+0.0014798i,0.00082784+0.00055372i,0.001596-0.00073619i,0.00055623-0.0013181i,9.8683e-05-0.001861i,-0.00024465-0.0019609i,-0.00067431-0.0013505i,-0.00099897-1.044e-05i,-0.00040247+0.001113i,-0.00016227+0.0014164i,-0.0011797+0.0010422i,-0.0013702+0.00040131i,-0.00079133+0.00017286i,-0.00022395-8.5321e-05i,0.00084909-0.00026109i,0.00099576+0.00016623i,0.00025202+0.00063183i,-0.00026641+0.00041114i,-3.35e-05+8.1853e-06i,0.00020804+0.00041811i,3.3471e-05-3.9521e-05i,1.108e-05+3.538e-05i
-0.0018062-0.00016847i,-0.00016432+0.0014264i,-0.0010571+0.0011804i,-0.00087119+0.00081388i,-0.00052975-0.0003852i,-0.00077643-0.0010939i,-0.00033286+0.00033441i,-0.00012046+0.001519i,-0.00067798+0.0023227i,-0.00077719+0.003355i,-9.2455e-06+0.0028334i,0.00067396+0.0012626i,-0.00018614+0.00039449i,-0.00091057-0.0002022i,-0.00075607-0.00016536i,-0.0013014-0.00064349i,-0.00128-0.00095711i,-0.00021422-0.0015975i,0.0013206-0.0018701i,0.0016893-0.0015248i,0.0014334-0.00099645i,0.00063919-0.00041586i,0.00017709+7.3306e-05i
0.0016466+0.00011083i,0.0013092-0.00030282i,0.00193-0.0027132i,0.0016216-0.0037264i,0.0007442-0.0025768i,-0.00081709-0.0013176i,-0.0023276-0.00040574i,-0.001604+0.0001952i,0.00038607+0.00030696i,0.0020928+0.00063201i,0.0021113+0.00091585i,0.00055203+0.00097226i,-0.00025213+0.0016479i,0.00038354+0.0017713i,0.00018502+0.0013369i,-0.00028996+0.0018823i,-0.00053397+0.0020419i,-0.00083997+0.0012734i,-0.00076041+0.0010275i,-0.00051245+0.00085719i,-0.00052113+0.00092014i,-0.00029636+0.00095995i,-0.00020499+0.00046116i
0.0038873-0.0010883i,0.0019587-0.0019459i,0.0015361-0.0024226i,0.0006431-0.0024157i,-0.0011366-0.0021603i,-0.0023969-0.00095999i,-0.0023121+5.6989e-05i,-0.0011209+8.9646e-05i,-0.00017361+0.0002308i,0.00077288-0.00050537i,0.0011574-0.00082392i,0.00083115+0.00051469i,0.00060175+0.0019681i,0.00061417+0.0020443i,0.00077026+0.0011548i,0.00049488+0.0011349i,-0.00048608+0.00098712i,-0.00059119-0.00022273i,-0.00049839-0.00057791i,-0.00070621-0.00054805i,-0.0010284-0.00050986i,-0.001042-0.00042938i,-0.0009546-5.9976e-05i
0.0010887+0.00062703i,0.0017008-0.00033487i,0.0021915-0.0020697i,0.0027695-0.003627i,0.0022328-0.003426i,-3.0925e-05-0.0022498i,-0.0016762-0.0010491i,-0.0024309-7.155e-06i,-0.0029027+9.2098e-05i,-0.0022739-0.00036189i,-0.00066238-0.00057574i,-0.00010558-0.00097469i,-0.00062593-0.00069745i,-0.001051+0.00021195i,-0.00083111+0.00058725i,-7.023e-05+0.0011465i,0.0010298+0.0018719i,0.0021009+0.0021568i,0.0024798+0.0020395i,0.0019023+0.0015236i,0.00055474+0.00086927i,-0.00012513+0.00020636i,0.00025118-0.00024296i
-0.0004131+0.0015584i,-0.00038357+0.002335i,-0.00024492+0.0031127i,0.0005377+0.0025297i,0.00031792+0.0010772i,-0.00061456+0.00038204i,-0.00047897+0.0012167i,-0.00056387+0.0022088i,-0.0016373+0.0024415i,-0.0013027+0.0019357i,-0.00047024+0.0010351i,-0.00088585-3.8375e-06i,-0.0011148-0.00090961i,-0.00051323-0.0012962i,4.108e-05-0.00069865i,0.00056683+0.00026975i,0.0012292+6.7121e-05i,0.00087725-0.0010148i,-0.00029508-0.0016833i,-0.00051065-0.0012767i,-0.0006142-0.00022885i,-0.00093946+0.00034626i,-0.00068297-3.7067e-05i
0.0010441+0.0025969i,0.0023204+0.0005337i,0.0034388-0.0007791i,0.0038926-0.0018677i,0.0038363-0.0034643i,0.0022532-0.0026128i,0.0010737+0.00027907i,0.00093979+0.0027752i,-2.4698e-05+0.004673i,-0.00081739+0.0049995i,-0.00094696+0.0036623i,-0.0016029+0.0019023i,-0.0024193+0.00075691i,-0.0019414+0.00062356i,-0.00074703+0.00032719i,0.00012935+0.00081447i,0.00069109+0.00050641i,0.0011114-0.0011465i,0.0013233-0.0015164i,0.0017392-0.0009641i,0.0012926-0.0014126i,0.00050105-0.0014532i,0.00088316-0.00047622i
-0.00029258-0.00017924i,0.00093935+0.0013253i,0.0010693+0.0023449i,0.00061894+0.0011908i,-0.00042917-3.9073e-05i,-0.001227-0.0011911i,-7.2851e-06-0.0023897i,0.0017183-0.0017156i,0.0024018+0.00060952i,0.002362+0.0028643i,0.0022637+0.0026628i,0.0011471+0.0016449i,0.00015825+0.0013081i,-0.00029126+0.0012276i,-0.0011242+0.00088869i,-0.0019006+0.00042604i,-0.0019876+0.0004876i,-0.0014372+0.0010817i,-0.0011538+0.00098845i,-0.0016439+0.00087194i,-0.0013932+0.00034108i,-0.00016971-0.00013959i,0.00048752+0.00010485i
0.00036183-0.00072245i,0.0013457-0.001065i,0.0024924-0.0011373i,0.0028914-0.0016239i,0.0017195-0.0022906i,0.00017659-0.0017489i,-0.00080703-0.00063142i,-0.00083558-0.00076789i,0.00011315-0.00062752i,0.0013207-0.00075154i,0.0014316-0.00061005i,0.00099323+0.00020196i,0.00078544+0.0003705i,2.7475e-05+0.0014209i,-0.00038049+0.001887i,2.532e-05+0.0009169i,0.00074714+0.0010552i,0.0013545+0.0014765i,0.0014061+0.00057513i,0.00091916-0.00049191i,0.00027887-0.00072213i,0.00021441-0.00036026i,0.00051558-0.00042i
0.00015694-0.00041806i,0.00094918+0.00029598i,0.0010475+2.9169e-05i,0.00026444-0.00097531i,-0.00028784-0.00043343i,-0.0015966+0.00032196i,-0.0031688-0.0012099i,-0.0035138-0.0027096i,-0.0027873-0.0029798i,-0.0014092-0.0022294i,-5.4186e-05-0.0014663i,-1.6204e-05-0.000621i,-0.0001564-0.00054365i,0.00038409-0.00064687i,0.00015366+2.2081e-05i,-0.00035809+0.0010461i,0.00048779+0.0015781i,0.00092197+0.0020716i,0.0011874+0.0019897i,0.0011613+0.0014541i,0.00054582+0.00090959i,0.0003412+0.00045605i,-0.00014151+0.00022181i
-0.0013475-0.0014194i,-0.0014672-0.00051286i,-0.00053455-0.0014624i,0.00047614-0.0024841i,0.00059638-0.0028505i,0.0003059-0.0020291i,-0.00083045+0.0015314i,-0.001816+0.0034554i,-0.0022096+0.0030229i,-0.002705+0.001473i,-0.002285+0.00013863i,-0.0010778-6.8003e-05i,-0.00026909-5.0569e-05i,-0.00028646+0.0002116i,-0.00034287+0.00019449i,-0.00033828-0.00012011i,0.0003407-0.00013176i,0.00045731-0.00090381i,0.00016096-0.0019738i,-0.00013594-0.001066i,-0.00050808-8.689e-05i,6.5853e-05-0.0001857i,0.00062065-0.000615i
0.002332+0.00086755i,0.0030764-8.5619e-05i,0.0036479-0.0002049i,0.0023953+6.7643e-05i,0.00031056-2.9697e-05i,-0.0015259+0.00039952i,-0.0025385+0.0018182i,-0.0023946+0.0041159i,-0.0018384+0.005714i,-0.0011708+0.0054558i,-0.0010721+0.0038469i,-0.0019324+0.0015161i,-0.0020507+0.00074641i,-0.0012076+0.0012474i,-0.00091362+0.0011141i,-0.00073394+0.00045558i,0.0001009+0.00035611i,0.00084461+0.00069889i,0.0012733+0.00083053i,0.00077047+0.00016627i,-4.8704e-05-0.00034263i,-0.00046959+0.00030034i,-0.00041605+0.00056148i
0.0033131+0.0014578i,0.0029029-0.0014314i,0.0033794-0.0037676i,0.0029997-0.0050428i,0.0012274-0.005534i,-0.00051123-0.0047821i,0.00030533-0.0015746i,0.0026764+0.0020916i,0.0035283+0.0041579i,0.0029103+0.0041996i,0.0016159+0.003298i,0.00050089+0.0026539i,0.00019545+0.0023265i,-4.7004e-05+0.0015646i,-0.00016169+0.0010596i,-0.00057972+0.00063443i,-0.0012009+0.0003412i,-0.0014981-0.00016904i,-0.0013501-0.00083239i,-0.0010404-0.00095637i,-0.0016491-0.000515i,-0.0022677-0.00027048i,-0.0019226-0.00055579i
-0.00074072+0.00034938i,-0.00012378+0.001881i,0.0011189+0.0035337i,0.0019651+0.0035362i,0.0017221+0.0020544i,0.0008259+0.00043859i,0.00094758-7.064e-05i,0.0017105-0.00035617i,0.0022718-0.00077079i,0.0024802-0.0011513i,0.0018717-0.0011624i,0.0010238-0.00029484i,0.00083348-0.00011491i,0.00028908+0.00036095i,-7.9391e-05+0.00059458i,0.0002767+0.00075324i,0.0006713+0.0017403i,0.0012764+0.0020265i,0.0012552+0.001707i,0.00098338+0.0013356i,0.00056039+0.00060335i,0.00018457+0.00034593i,-4.8254e-05+0.00042996i
-0.00078194-0.00048398i,-0.0011456-0.0011912i,-0.00084975-0.001902i,-0.0013082-0.0032666i,-0.0014042-0.0043571i,-0.0012364-0.0035786i,-0.0016986-0.0032434i,-0.0018707-0.0030436i,-0.0016575-0.0032667i,-0.0010889-0.0029023i,-1.2347e-05-0.001932i,0.00019707-0.00093614i,2.7767e-05-0.00036543i,0.00022042+0.00041083i,-0.00024486+0.0015061i,-0.001031+0.0013187i,-0.00068595+0.0011804i,-0.00063961+0.0013191i,-0.00088574+0.00088151i,-0.0008653+0.00077888i,-0.00053951+0.00082561i,0.00030021+0.0005232i,2.2144e-05+7.4577e-05i
0.0026505+0.0019086i,0.0040433+0.001516i,0.0051896+0.0013345i,0.0043264+0.0011907i,0.0032567+5.4395e-05i,0.0019427-0.0011283i,-0.00071206-0.00082168i,-0.002687-0.00028055i,-0.0034838-0.00020868i,-0.0030213-0.00031609i,-0.0019936+9.4702e-05i,-0.0023237+0.00040665i,-0.0027987-0.00034496i,-0.0018171-0.00094219i,-0.00046385-0.00092596i,0.00047127-0.00064041i,0.0013407-0.00088377i,0.0018568-0.0016951i,0.0015284-0.0018316i,0.00064303-0.0013951i,-0.00028263-0.0010644i,1.1574e-05-0.0010972i,0.00075466-0.0011866i
-0.001483+0.0010199i,-0.001011+0.00063154i,-0.0023705-9.0292e-05i,-0.0022062-0.0020693i,-0.00095854-0.0035894i,-0.0018746-0.0032336i,-0.0035157-0.00040908i,-0.0042269+0.0021209i,-0.0042827+0.0027507i,-0.0027325+0.0031333i,-0.00086631+0.0025929i,-0.00046736+0.0013674i,-0.0006867+0.00079142i,-0.00073984+0.00070811i,-0.00088891+0.0011317i,-0.00068284+0.00060728i,-0.0005162+0.00055331i,-0.00041086+0.00083309i,-0.00042919+0.0004692i,0.0005769-0.00012894i,0.0010755-0.00011274i,-0.00041742+0.00071483i,-0.0010171+0.0013109i
0.00095218+0.0017061i,0.0011024+0.0020756i,0.0014811+0.0026043i,0.0020212+0.0024391i,0.0012346+0.00047361i,0.00012929-0.00060228i,-0.00028181+0.00095778i,0.00034032+0.0033617i,0.0019549+0.0047501i,0.0025118+0.0046408i,0.0017972+0.0033754i,0.00058108+0.0022542i,0.00010283+0.0016371i,-0.00014269+0.0012711i,-0.000828+0.0003014i,-0.00039701-0.00080228i,0.00037014-0.00036685i,0.00041669+0.00053322i,0.00023497+0.00091932i,-9.1163e-05+0.00061695i,-0.00030842+0.00047025i,-0.00047499+0.00050297i,-0.00032508+0.00020712i
0.0004193-0.0015175i,0.0012931-0.0025944i,0.0013043-0.004504i,0.00014878-0.0047295i,-0.0017091-0.0030126i,-0.0026341+0.00017566i,0.00012175+0.001914i,0.0033696+0.0012523i,0.004351+0.00037249i,0.0032462+0.00040328i,0.0025905+0.0003322i,0.0022754+2.2955e-05i,0.0011962+0.0010301i,0.0011095+0.0015182i,0.00083424+0.0010902i,0.00039133+0.00082735i,0.00078921+0.00081512i,0.00041516+0.00097266i,-0.00069809+8.6481e-05i,-0.00031164-0.00049696i,0.00046606-0.00064701i,0.00055147-0.00039991i,0.00096409+0.00036925i
0.00059744-0.00063368i,-0.00070854-0.00045939i,-0.00079942-0.0014537i,0.00094384-0.0019516i,0.0018327-0.0018792i,0.0014414-0.0023229i,0.0015153-0.0030623i,0.0022648-0.0034592i,0.0027243-0.0030682i,0.0021087-0.0024208i,0.0012737-0.0017391i,0.001323-0.00090743i,0.0013274-0.00062705i,0.0010479+2.6384e-05i,-9.4812e-05-0.00030503i,0.00017055-0.0011917i,0.00037943-0.0014426i,-0.00019212-0.0017882i,0.00030368-0.00044709i,0.00033293+0.00084516i,0.00025799+0.00056127i,0.00034718+0.00030757i,0.0001213-0.00032784i
0.0015771-0.00014755i,0.0011058-0.0016032i,0.0014087-0.0038873i,0.00169-0.0036983i,0.0014421-0.0027741i,0.00010385-0.0021475i,-0.0019131-0.0016642i,-0.0036779-0.0033256i,-0.0049834-0.0042853i,-0.0049582-0.0029543i,-0.0031918-0.0014322i,-0.0013561-0.00094788i,-0.00046505-0.00066158i,-0.00039257-0.00017254i,-0.00057516+0.0010832i,-0.00040252+0.0014791i,-2.0196e-05+0.000794i,-0.00017513+0.00092406i,-0.0011728+0.00047041i,-0.0013969-0.00054013i,-0.00038415-0.00027626i,4.7682e-05+9.6019e-05i,0.00023237-0.0002774i
0.00015162+0.00067042i,0.0020062+0.00086791i,0.0032765+0.00075056i,0.0032851-0.00081326i,0.0014595-0.0032641i,-0.00030389-0.0039882i,-0.0024661-0.0015752i,-0.004261+0.00093792i,-0.0051929+0.002404i,-0.0052685+0.003696i,-0.0035174+0.0032939i,-0.0019773+0.001443i,-0.0022276+0.00078071i,-0.0018389+0.00052511i,-0.00083728-9.6481e-05i,-0.000663-5.1107e-05i,-0.0014702-0.00050888i,-0.0017539-0.00040254i,-0.00093437+0.00078629i,6.9419e-05+0.00092613i,0.00034611+0.00030978i,0.00022216-0.00018403i,0.00015349+0.00053428i
-0.0010044+0.00061671i,-0.00045808-0.00025924i,0.00030445-0.0016412i,-0.000525-0.0016235i,-0.0022855-0.0020043i,-0.0028213-0.0017607i,-0.0023897+0.0016005i,-0.0021063+0.0057243i,-0.0014376+0.0077143i,0.00014467+0.0067163i,0.0012239+0.0048129i,0.00014544+0.0030083i,-0.0011296+0.0014169i,-0.0012676+0.00072042i,-0.00023301+0.0011657i,0.00066602+0.0015101i,0.0013928+0.0015883i,0.0023174+0.0019299i,0.0020576+0.0016849i,0.0013139+0.0012628i,0.00089799+0.00074431i,0.00062649-0.00018243i,0.0011198-0.00077411i
0.00060599+0.00091428i,0.0025336+0.0010223i,0.0024563+0.0015689i,0.0014462+0.0018238i,0.00040217+0.0020517i,-0.00063206+0.0021204i,-0.00016129+0.0023602i,0.0021359+0.0022424i,0.0040923+0.0030199i,0.0052092+0.003446i,0.0050717+0.0025069i,0.0029558+0.001754i,0.00098441+0.0010923i,5.6882e-05+0.00024565i,-0.00088291+0.00064346i,-0.00071595+0.0005834i,0.00027954+6.7556e-05i,0.00091832-0.0004298i,0.0016272-0.0009257i,0.0015763-0.0012021i,0.00076405-0.00090881i,0.00015747+0.00011871i,0.00048486+0.00019771i
0.00028939+0.00057904i,-0.00026929+0.00038744i,-0.00022032-0.00053964i,0.0014161-0.00096536i,0.0023559-0.00045251i,0.00197-0.0004204i,0.0015213-0.00118i,0.0022887-0.0021887i,0.0036203-0.0028075i,0.0033099-0.0030513i,0.0018314-0.0026242i,0.00040441-0.0011572i,0.00072841+2.6215e-05i,0.0011714-0.00016025i,0.00055072+0.00047506i,0.0009613+0.00092676i,0.00203-0.00010003i,0.002151-0.0017007i,0.00056342-0.0023856i,-0.0010728-0.0013229i,-0.00088149-0.00023864i,-0.00034279+0.00021026i,0.00023925+0.00078398i
-0.0022228+0.00092525i,-0.00047063+0.00076286i,0.00098606+0.0012498i,0.0032189+0.0010502i,0.0042665-0.00017421i,0.0024897-0.00093197i,-0.00046075-0.0020668i,-0.001648-0.0041197i,-0.0026037-0.0054619i,-0.0032249-0.0046497i,-0.0016958-0.0025839i,2.024e-06-0.0012728i,0.00069329-0.0014517i,0.00059773-0.0014467i,-9.4253e-05-0.00026051i,-0.0011665+0.000545i,-0.0026102+0.00061432i,-0.0026928+0.0003295i,-0.0015123+0.00051745i,-0.0010865+0.00040918i,3.7503e-06+0.00037932i,0.00062836+0.00020964i,0.0001252-0.00048692i
0.00035602-0.0017704i,-0.0018381-0.001783i,-0.0047004-0.0016589i,-0.0051216-0.0015312i,-0.0038726-0.002715i,-0.0024675-0.0034607i,-0.0017781-0.0027768i,-0.0031789-0.0019409i,-0.0054849-0.00046788i,-0.0055566+0.0023174i,-0.0036092+0.0033654i,-0.0018504+0.0013954i,-0.00074696-0.00027139i,-2.6406e-05-0.00074415i,0.0007331-0.00096687i,0.0009992-0.00070905i,0.00062794-0.00083687i,-0.00026818-0.00026046i,-6.4251e-05+0.0010834i,0.00047206+0.0016805i,-0.00034482+0.0016132i,-0.00094743+0.0010528i,-0.00074974+0.00080366i
-0.0027916+0.0020173i,-0.0014181+0.0014669i,8.107e-05+0.0015821i,0.0014557+0.00088367i,0.0012867-8.4133e-05i,-0.00078911-0.0010514i,-0.0023006+0.00049508i,-0.0035587+0.0042235i,-0.0042837+0.0074561i,-0.0024801+0.0078489i,-0.00040407+0.0051408i,-0.00049174+0.0019382i,-0.0011426-0.00014451i,-0.00091333-0.00039736i,-0.00040976-3.5183e-05i,7.5758e-05+0.00097593i,-0.0002826+0.0027007i,-0.00045551+0.0031629i,0.00071083+0.0020749i,0.0010999+0.00053674i,0.00043316+0.00021549i,0.0002364+0.00016494i,0.00066166-0.00025939i
-0.00077088+0.00049594i,-0.00085672-0.00015368i,-0.0013051-9.3597e-05i,-0.0018184+0.00051435i,-0.0028033+0.0013109i,-0.0039513+0.00212i,-0.0035986+0.0027812i,-0.0014583+0.0038412i,0.0010891+0.0051556i,0.0033955+0.0053597i,0.0037399+0.0036739i,0.0019997+0.0019045i,0.00040053+0.0014974i,0.00010551+0.0011629i,0.00079709+0.00036262i,0.0015798-0.00017901i,0.0011023-0.00056084i,0.00044953-0.0013706i,0.00054913-0.001328i,0.00064325-0.00045704i,0.00090277-8.0463e-05i,0.00075607+0.00011507i,0.00029439+0.0001126i
-0.0003169+0.0019954i,0.0016183+0.0013876i,0.0034928+0.0013815i,0.004599+0.0019455i,0.0047268+0.0018717i,0.0028774+0.00078868i,0.0013829+0.00017906i,0.0022882+3.5674e-05i,0.0039039-0.00032919i,0.004279-0.0015655i,0.0023004-0.0029136i,0.0002825-0.0020205i,7.7764e-05+6.3527e-05i,-0.00053175+0.0016526i,-0.0013376+0.0023693i,-0.00073873+0.0027238i,0.00019344+0.0018071i,0.00098215-0.00027884i,1.7082e-05-0.0017077i,-0.0013759-0.0013077i,-0.00073804-0.00019553i,0.00012815-5.8225e-05i,-0.000202-0.00038016i
-0.00073334-0.0013798i,-0.00046433-0.00053583i,-0.00129-0.00043369i,-0.0012465-0.0011249i,-0.00032756-0.0014244i,-0.00032102-0.00028967i,-0.0008874+0.00036581i,-0.00084171-0.0016918i,-0.0010452-0.0042238i,-0.0013837-0.0040746i,-0.0010016-0.002877i,-0.00069259-0.0010741i,-0.00049956+0.00048165i,0.00029452+0.00024153i,0.00065426-0.0004849i,0.00020662-0.0011518i,-0.0012008-0.0015093i,-0.0018298-0.0011692i,-0.0012028-0.00060291i,-0.00023235-0.000429i,0.00068826-0.00033431i,0.00071909+0.00024619i,0.00095373+0.0009036i
0.00018921+0.0025371i,0.00068794+0.00095101i,0.0025343+0.00054862i,0.003742-0.001676i,0.0033277-0.0041585i,0.0020339-0.0048745i,0.00093941-0.0035219i,-0.00089406-0.0010715i,-0.0039633+0.0001219i,-0.00486+0.00027468i,-0.0038742+0.0010615i,-0.0025628+0.0012984i,-0.0014284+0.00081415i,-0.0010859+0.00084043i,-0.00042934+0.0015307i,0.00063003+0.0019156i,0.00088437+0.0017109i,0.00069295+0.0012388i,0.001083+0.00076i,0.00053447+0.00048956i,-0.00087746+0.00083589i,-0.0012888+0.00077407i,-0.00099643+0.00025559i
-0.0033138+0.0003623i,-0.0026944+0.00070268i,-0.0015563+0.0010318i,0.00045247-0.00012194i,0.001092-0.0019086i,0.00057969-0.0019452i,-0.00059605-0.0012301i,-0.0029576-0.00037946i,-0.0040906+0.0021819i,-0.0026064+0.0046708i,-0.00031308+0.0044212i,0.00040869+0.0022527i,-0.00016824+0.00020242i,-0.0003569-6.1355e-05i,-0.00074409+0.00030798i,-0.00087076+0.00051883i,-0.00027557+0.00065425i,9.4849e-05+0.0010906i,4.8279e-06+0.0011186i,0.00026058+0.0004532i,0.00097509+0.00012706i,0.0014509+0.00018328i,0.0012117+1.4093e-05i
0.00021542+0.00069422i,0.001481+0.0016423i,0.0022528+0.002291i,0.00053041+0.002592i,-0.0019972+0.00082267i,-0.0038332-0.0022018i,-0.0036338-0.0016499i,-0.0021594+0.0016947i,-0.00034149+0.0049409i,0.0022189+0.006086i,0.0032026+0.0041i,0.0019912+0.0013052i,0.00098553-0.00052295i,0.00070326-0.00021048i,0.00073185+0.00049504i,0.0011559+0.00012731i,0.0016242-0.00080801i,0.0015857-0.00088647i,0.00071114-0.00033232i,0.00060695+0.00024096i,0.00062074+0.00095093i,2.3956e-05+0.00090288i,-0.00026842+0.00091135i
-0.0011453+0.00095402i,-0.0011172+0.00058408i,-0.00058346+0.00053351i,0.00031643+0.00030827i,0.00062001+0.0017597i,-0.00041884+0.0030768i,-0.0017039+0.0030124i,-0.0015745+0.0029188i,0.00095735+0.0023736i,0.0035018+0.0011316i,0.0035534-0.00050521i,0.0018239-0.0015431i,-0.00033388-0.001638i,-0.0016319-0.0011241i,-0.0015049-0.00044678i,-0.0013997-1.6142e-05i,-0.00060148+0.0001004i,0.00028466+0.00018702i,0.00051529+0.0009835i,0.00025502+0.0012506i,0.00017692+0.00020453i,0.00059942-0.00088555i,0.00075328-0.0016918i
-0.0010332-0.00018914i,-0.00074308-0.00014284i,-0.0006362+0.00072402i,0.00048292+0.0018873i,0.0001797+0.001893i,-0.0020688+0.0017262i,-0.0020228+0.0026534i,0.00065823+0.0021774i,0.0014841-0.00052624i,0.00058186-0.0025703i,-0.00048456-0.0029201i,-0.0010958-0.0021583i,-0.00093764-0.00015749i,-0.00047541+0.00090225i,0.00023301+0.0012288i,0.0012506+0.00078537i,0.0011317+0.00053697i,-0.00023558+0.00053502i,-0.00095872+2.8359e-05i,5.88e-05-0.00039723i,0.0011615-0.00030041i,0.001311-0.00023778i,0.00081064-0.00014972i
-0.00065094-0.00012296i,-0.0014739+0.00038562i,-0.0015488-0.00035822i,-0.00018094-0.002279i,0.0019663-0.0038394i,0.0036826-0.0028924i,0.0030345-0.001004i,0.001429-0.0015886i,-0.0004814-0.0027738i,-0.002991-0.0018266i,-0.0030762-0.00069827i,-0.0016543+0.00066083i,-0.00065922+0.0018025i,-0.0001671+0.0016254i,-0.00050687+0.00090119i,-0.00047882+0.0010235i,-2.5766e-05+0.0022373i,0.00065757+0.0027152i,0.0015087+0.0012188i,0.00075921-0.00065836i,-0.0003483-0.0015309i,-0.00053986-0.0018334i,-0.001015-0.0014478i
-0.00039969-0.001211i,-0.0005188-0.001932i,-0.00040517-0.0026454i,-0.00036282-0.0030015i,0.00010911-0.0032683i,9.7145e-05-0.0025213i,-0.00020627-0.0019093i,-0.0015667-0.0017291i,-0.0036233-0.00029633i,-0.0036475+0.0020643i,-0.0021094+0.0032199i,-0.00024435+0.0026343i,0.0014031+0.0017119i,0.0023111+0.0015393i,0.0024998+0.0013029i,0.0024744+0.0002626i,0.0014594-0.00067553i,-0.00028188-0.0010901i,-0.0015261-0.00086563i,-0.0012988-0.000782i,-0.00046032-0.00070957i,-0.0001531-0.00018744i,0.00041846-0.00065974i
0.0011363-0.0012224i,4.3161e-05-0.0012554i,-0.00042682-0.001394i,-0.002009-0.0027498i,-0.003931-0.0061537i,-0.0038188-0.0080875i,-0.0025867-0.0050625i,-0.0019917-0.00074156i,-0.0023305+0.0026468i,-0.00024119+0.004762i,0.0018288+0.0045332i,0.0018424+0.0025288i,0.00098684+0.00091699i,0.00056667+0.00039055i,0.00075041+0.00059252i,0.0007986+0.0009566i,0.0010426+0.00050589i,0.0012958-0.00043344i,0.0013197-0.00062224i,0.00087413+0.00030083i,0.00038523+0.0013821i,0.00051105+0.0018184i,4.0419e-05+0.00094633i
0.00079703+0.00087687i,0.0010196-0.0010615i,0.0010099-0.0032731i,0.0014374-0.0031037i,-0.00018077-0.00064717i,-0.0049437+0.0019239i,-0.0065379+0.003596i,-0.0034294+0.0049859i,0.0002878+0.0050615i,0.0034185+0.0034098i,0.0044745+0.0018735i,0.003181+0.00061254i,0.00092803-0.00026283i,-0.00056976-0.00068331i,0.00031802+0.0004154i,0.001662+0.00081505i,0.0014142+0.00024736i,0.00049749+8.0884e-06i,-0.00097998-0.00017085i,-0.0014279+0.0001318i,-0.00024395+0.00074659i,0.00067238+0.00053839i,0.0014505-0.00024683i
