-0.0015292+0.00077732i,-0.00056682+2.4655e-05i,-0.0011538-0.00062578i,-0.0012654-0.00049309i,-0.0010752+0.00028204i,-0.00023609+0.00042994i,0.00046503+0.0016052i,0.00097719+0.0021046i,0.0019592+0.0014984i,0.0021807+0.00049183i,0.001555-0.00041359i,0.00046089-0.00020486i,0.00026773-0.00028296i,0.00010122-0.001281i,3.9959e-05-0.0012967i,-0.00017563-0.00053747i,-0.00022368+0.00014045i,-7.674e-05+0.00034672i,-0.00013414+0.00060566i,-0.00010181+0.0006932i,-0.00011066-0.00027871i,-0.00032787-0.00065374i,-5.7883e-05-0.00044717i
-0.00053689+0.00064379i,0.00056719+0.0014769i,0.00043451+0.0030359i,-0.00037132+0.0032274i,-0.00061431+0.0026919i,-0.0020957+0.0015086i,-0.002975+0.0017918i,0.00013313+0.0018568i,0.0020515-6.7348e-05i,0.002167-0.0021114i,0.0018682-0.0025652i,0.00027621-0.0023171i,-0.001561-0.00097518i,-0.0022359+0.0013318i,-0.0019918+0.0019537i,-0.0014888+0.000969i,-0.00065995-4.3336e-05i,0.00026159-0.0004324i,0.0010363-0.00010997i,0.0013184-0.00033801i,0.0010355-0.00078665i,0.00049703-0.00090669i,0.00039454-0.00037767i
-0.00081668+0.00017619i,-8.7804e-05-0.00026643i,0.0012588-0.0021258i,0.0042178-0.0039826i,0.0078936-0.003582i,0.0092281-3.5504e-05i,0.0067624+0.0023983i,0.0027521+0.0015273i,-0.00036877-0.00010709i,-0.0016561-0.00050073i,-0.0019853-0.0011263i,-0.0025893-0.00090905i,-0.0022661+0.00053009i,-0.00040013+0.0006346i,0.0010852+0.00025906i,0.00096318+0.00023754i,-2.6178e-05+0.00059238i,-0.00018732+0.0018586i,0.00010181+0.0020568i,0.0001412+0.00026061i,1.872e-05-0.00084301i,-0.00032529-0.0011188i,-0.00022356-0.00063576i
-0.0016746+0.00086555i,-0.0013192+0.0021046i,-0.00044673+0.0034177i,0.00051085+0.0043764i,-7.1681e-05+0.0020158i,0.00024396-0.0022283i,0.00068206-0.0038599i,-0.00078676-0.0021237i,-0.0024182+0.00048455i,-0.0030238+0.0026459i,-0.0026474+0.0031158i,-0.001719+0.0026944i,-0.0010241+0.0016016i,-0.0010392+0.00070615i,-0.0020554+0.00095078i,-0.0014663+0.0015419i,0.0003173+0.00062662i,0.00079449-0.00068863i,0.00034167-0.0019299i,-0.00048093-0.0016863i,-0.00084703-0.00073281i,-0.00047538+0.0005114i,-0.0004573+0.0011934i
0.00025817-0.0010331i,-0.00026645-0.0011722i,-0.00045632-0.0019004i,-0.00034495-0.0052105i,0.00094341-0.009985i,0.0018608-0.010217i,0.001188-0.0056069i,0.00045425-0.0014459i,0.00017637+0.0012536i,0.00038129+0.002841i,0.000855+0.003148i,0.00081509+0.0024223i,0.0010446+0.0013157i,0.001277+0.00014595i,0.001512-0.001262i,0.0019788-0.0017297i,0.0016791-0.00066721i,0.0013184+0.00040426i,0.00071168+0.00073927i,-9.334e-05+0.00031407i,0.00040836+0.00069947i,0.00070578+0.00078343i,0.000115-0.00040448i
-0.0010902+6.0232e-05i,-0.0011862+0.00096249i,-0.00049502+0.002265i,-0.0016576+0.0038343i,-0.0051501+0.0063081i,-0.0093518+0.005324i,-0.0096475+0.0019481i,-0.0058733+0.0019064i,-0.0019917+0.0038945i,0.0018937+0.0041549i,0.003492+0.0030187i,0.002073+0.0020417i,0.0013191+0.001656i,0.00079457+0.001482i,-0.00052073+0.001633i,-0.001304+0.0018859i,-0.0018167+0.0010275i,-0.003081-0.00056242i,-0.0039508-0.0012335i,-0.003056-0.00059061i,-0.0013472+0.00042238i,-0.00024964+0.0008044i,0.00020528+0.0011897i
0.00029697-0.0022275i,-0.0018285-0.0025806i,-0.0034664-0.0033522i,-0.0029889-0.0036737i,-0.0028129-0.0023302i,-0.0040788+0.00034313i,-0.0031894+0.0021015i,-0.00049698+0.0017008i,0.00061842+0.00045811i,0.0012748-0.0007544i,0.0023173-0.0016517i,0.001995-0.0017314i,0.0001684-0.0012047i,-0.00093648-0.00084287i,-0.00068981-0.001244i,0.00024702-0.0012068i,0.0012805-0.00039327i,0.0016318+0.00018412i,0.0013062+0.00052937i,0.0013861+0.00040824i,0.0014098+0.00036124i,0.0011057-0.00053739i,-9.8054e-05-0.00098455i
0.00025843+0.00061625i,0.00017396+0.00069008i,0.0016097+0.0012006i,0.0044907+0.0012384i,0.0082478+0.0034413i,0.0079805+0.0079792i,0.0042223+0.0080929i,0.0016289+0.0035793i,0.00025319+7.6813e-05i,-0.00070273-0.0011806i,-0.00052698-0.0013103i,7.7543e-05-0.00090823i,-0.00023506+0.00050803i,0.00084145+0.0025164i,0.0013448+0.0038054i,0.00017402+0.0033209i,-0.00013443+0.0022269i,-0.00094905+0.0017916i,-0.0014471+0.0012187i,-0.0013284+0.00031421i,-0.0012691-0.00034776i,-0.00033496-0.00045461i,0.00018534+0.00044002i
-0.0018749+0.0021706i,-0.00071622+0.0023097i,-0.00026893+0.0021721i,8.0017e-05-0.0006379i,0.0010537-0.0067819i,0.0031778-0.010394i,0.0045432-0.0071336i,0.0028345-0.0036407i,0.00047917-0.0024774i,-0.0019461-0.0012028i,-0.0023902-0.0008643i,-0.001096-0.0014547i,-0.00060823-0.0012911i,-0.00082833-0.00091724i,-0.00095785-0.0013372i,-0.00041953-0.0019541i,0.0009522-0.0021649i,0.00219-0.0024641i,0.0019967-0.002354i,0.0012165-0.002213i,0.0010202-0.0016711i,0.00064736-0.0011062i,-0.00029584-0.00081779i
-0.00071694+0.0013108i,-0.00059255+0.00074025i,0.00085098+6.4349e-05i,0.0042714-0.0024297i,0.0072676-0.0056255i,0.0068133-0.0076097i,0.0022577-0.0069066i,-0.003226-0.0039515i,-0.0053908-0.0002134i,-0.0034767+0.0024444i,-0.0014742+0.0025943i,-0.00055677+0.0018903i,0.00066009+0.00090386i,0.0014476+0.00034528i,0.001586+0.00056076i,0.001494+0.00088858i,-0.00023147+0.001513i,-0.0019114+0.0024382i,-0.0020411+0.0030513i,-0.0013485+0.0020252i,-0.00039211+0.00070178i,0.00051986+0.00057156i,0.001104+6.1107e-05i
-0.00099653+0.0020633i,0.00058652+0.00222i,0.0010231+0.0050181i,-0.0029319+0.0070991i,-0.010348+0.0058586i,-0.016586+0.000554i,-0.01476-0.0026148i,-0.0089043+0.00054263i,-0.0048923+0.0045909i,-0.0011444+0.0056943i,0.0012341+0.0046649i,0.00041349+0.0027626i,-0.0015325+0.00051962i,-0.0026332-0.0013422i,-0.0023729-0.0016947i,-0.0015102-0.00076544i,-0.0012362-0.00043228i,-2.2232e-05-0.0013178i,0.0010552-0.001855i,0.0010739-0.0012384i,0.000606-0.00020942i,-4.0738e-06+0.00028196i,-0.00048792+0.00070144i
0.0008801-0.00017559i,0.0012406+0.00071496i,0.0025381+0.0001605i,0.0028266-0.0040691i,0.0024086-0.0054918i,0.00038295-0.00029918i,-0.0024659+0.0055794i,-0.0021679+0.007543i,0.00092871+0.0070782i,0.0032245+0.0049043i,0.0033725+0.0024811i,0.0023627+0.0010646i,0.0011351-0.00010039i,0.0009554+0.00010797i,0.001591+0.0015646i,0.0015553+0.0025035i,0.0012218+0.0034453i,0.0015445+0.0041405i,0.0019073+0.0037306i,0.0014787+0.0024097i,0.00048805+0.00072028i,0.00024625-0.00032308i,0.0010982-0.00093031i
-0.0016708+0.00014886i,-0.00091458+0.00043373i,0.00038198+0.0027927i,0.0022373+0.0067497i,0.0020644+0.01184i,0.0003849+0.01498i,0.00070676+0.012011i,0.0041348+0.005673i,0.0058847+0.0014494i,0.0043623-1.5387e-05i,0.0027068-0.00059958i,0.0016759-0.00055285i,-7.9105e-05+0.00070665i,-0.0014457+0.0020225i,-0.0014812+0.0018306i,-0.0017361+8.9991e-05i,-0.0020548-0.0019769i,-0.0010864-0.0031171i,-0.00031854-0.0027525i,-0.00049753-0.0022313i,-0.0007476-0.001632i,-0.00038897-0.00076645i,0.00041444+0.00025926i
-0.00054395-0.00054329i,-0.00097507-0.00035482i,1.2356e-07-0.0026246i,0.0023311-0.0074854i,0.0055478-0.012821i,0.011112-0.013603i,0.013341-0.0078014i,0.0084858-0.0043737i,0.0032882-0.0053197i,0.00075083-0.0051244i,-0.0001653-0.0035027i,0.00022587-0.0021123i,0.00087335-0.0005121i,0.0018648-0.00013532i,0.0030052+0.00018319i,0.0031915+0.0012649i,0.0033056+0.0019793i,0.0028152+0.0024409i,0.0014142+0.0021084i,0.0010202+0.00045146i,0.0008071-0.00026705i,0.00053164-0.00047523i,0.00075829-0.0011674i
-0.0017203+0.00031408i,-0.0016255+0.0008431i,-0.00037407+0.0011964i,0.002611+0.001728i,0.006571+0.0025947i,0.0070893+8.8361e-05i,0.0036962-0.0055128i,-0.0012343-0.0079473i,-0.0050892-0.0059472i,-0.0053337-0.0024741i,-0.004193+0.0001063i,-0.0031858+0.0011464i,-0.0013329+0.00078297i,-0.00041827+0.0011478i,-0.0010274+0.0013658i,-0.0021067+0.00097631i,-0.0030864-0.00057559i,-0.0029802-0.0024462i,-0.0029866-0.002434i,-0.0033873-0.0020376i,-0.0028965-0.0014136i,-0.0022081-8.7791e-05i,-0.0017035+0.00090265i
-0.0029183+0.00022253i,-0.0026872+0.00075868i,-0.0028455+0.00085475i,-0.005322-0.0010392i,-0.012728-0.0072531i,-0.017927-0.015259i,-0.015226-0.014217i,-0.011879-0.006628i,-0.01082+0.00053391i,-0.0078912+0.0047246i,-0.0039485+0.004325i,-0.0010957+0.0021938i,0.0001313+4.333e-05i,0.00042058-0.002633i,0.0010922-0.0033868i,0.001701-0.001418i,0.001631+0.0012273i,0.0017945+0.0025499i,0.0024784+0.0029104i,0.001371+0.0022645i,-0.00067313+0.0012937i,-0.00070896+0.0010834i,-0.00043659+0.00082899i
-0.00099988+0.0023518i,0.0011118+0.001307i,0.0036363+0.00084007i,0.0053989+0.00072792i,0.0063176+0.0043986i,-0.00038307+0.0097829i,-0.0096925+0.011075i,-0.010588+0.010068i,-0.0057259+0.010085i,-0.0010021+0.0091565i,0.00092781+0.0061622i,0.00049058+0.0028698i,-0.0010663+0.0012118i,-0.0025939+0.0014515i,-0.0033349+0.002243i,-0.0036956+0.0021228i,-0.0038102+0.0017719i,-0.0029665+0.0024347i,-0.0019065+0.002141i,-0.0012836+0.00076092i,-0.00044566+0.0010754i,0.00026444+0.0017997i,0.00057887+0.0015097i
0.0031074+0.0002336i,0.0029055+0.00020954i,0.0029067+0.0017047i,-0.00016683+0.0074026i,-0.0078462+0.013384i,-0.013901+0.015057i,-0.010376+0.014834i,-0.00058611+0.014019i,0.0060721+0.011755i,0.0075188+0.0082116i,0.0062434+0.0036892i,0.002803+0.00093348i,-9.857e-05+0.00074461i,-0.00090161+0.00084722i,0.00020933-0.00013134i,0.0016005-0.0012906i,0.0024341-0.001331i,0.0036242-0.001267i,0.0034229-0.0019874i,0.0028314-0.0012651i,0.00187-0.00010236i,0.0009565-0.00035763i,0.0008637-0.00053846i
-0.0021071+0.0021716i,-0.00082923+0.0013709i,0.0023658-0.00097227i,0.0082198-0.0083052i,0.018664-0.013139i,0.02821-0.0072612i,0.026355+0.0014589i,0.018688+0.0023691i,0.013152-0.00038983i,0.0093482-0.0025151i,0.0060863-0.0032622i,0.0028137-0.0020747i,0.001067+0.00097446i,0.0010421+0.0041064i,0.00082024+0.0054966i,-0.0007233+0.0053691i,-0.0020947+0.0048649i,-0.0018622+0.0034393i,-0.0011727+0.0019466i,-0.00050969+0.0012038i,-4.1356e-05+0.00025363i,0.00061887-0.00041751i,0.0011868-0.00058564i
-0.00055113+0.0062664i,0.0017886+0.0066166i,0.0050898+0.0072942i,0.0057904+0.0073889i,0.0054812+0.0058752i,0.0040513-0.0013165i,0.0045464-0.0089418i,0.0053085-0.011692i,0.004389-0.011727i,0.0021847-0.010676i,-8.7735e-05-0.0083769i,-0.0013286-0.0045985i,-0.0020077-0.0023582i,-0.0013654-0.0019993i,-0.00033499-0.0022717i,-0.00018454-0.0032653i,-0.00026494-0.004312i,-0.00047805-0.0045598i,-0.00082825-0.0035834i,-0.00083349-0.0021848i,-0.00065988-0.0016002i,-0.00094975-0.0010659i,-0.0021865-0.0002677i
0.0078273-0.018755i,0.0006187-0.019325i,-0.011989-0.025213i,-0.020022-0.027557i,-0.023364-0.032804i,-0.016047-0.030766i,-0.0056566-0.023466i,-0.0051575-0.01765i,-0.0090567-0.013502i,-0.01163-0.0081367i,-0.0092481-0.001669i,-0.0027735+0.0019362i,0.002885+0.0043536i,0.0056089+0.0048269i,0.0059439+0.0024273i,0.0052479+0.0011071i,0.0035195+0.0018114i,0.00092197+0.0030195i,-0.0014089+0.0033984i,-0.0027869+0.0023422i,-0.0033283+0.0014688i,-0.0022227+0.0016135i,-0.00041165+0.0014565i
0.00064568-0.0026856i,-0.00045217-0.003561i,-0.0017405-0.0049481i,-0.001421+0.00018751i,-0.0044429+0.012867i,-0.016485+0.019641i,-0.024657+0.013726i,-0.022697+0.0071329i,-0.017714+0.006339i,-0.011974+0.0086292i,-0.0053763+0.0080623i,-0.0015682+0.0041666i,-0.0010203+0.0012735i,-0.0010359-0.00013873i,-0.00090076-0.0010759i,-0.00098366-0.0021035i,-0.002021-0.0030044i,-0.0021194-0.0024481i,-0.001283-0.0010798i,-0.00028798+0.00027677i,0.00064553+0.0009737i,8.8248e-05+0.0012187i,-0.00020405+0.00096028i
0.0015676-0.00023442i,0.0024148+0.00026411i,0.00085663+0.0015461i,-0.0060875+0.0023606i,-0.018041-0.00087309i,-0.022207-0.0019189i,-0.014989+0.0057038i,-0.0073753+0.013598i,-0.0032511+0.015559i,-0.00077099+0.014092i,0.00091579+0.010127i,0.0010817+0.0041999i,0.00066305+0.00017212i,2.4577e-06+0.00094651i,0.00012776+0.0025539i,0.00069814+0.0027219i,0.001162+0.002152i,0.0025381+0.0011867i,0.0029661+0.00064032i,0.0020364+0.00017907i,0.00081661+2.941e-05i,4.9877e-06-0.0001636i,0.00059172-0.00039313i
-0.00013815+0.00074895i,-0.00089057-0.00072051i,0.002719-0.0056149i,0.01536-0.0096248i,0.032635-0.00071824i,0.036678+0.016466i,0.024139+0.023229i,0.014709+0.019765i,0.013246+0.014381i,0.013325+0.0082541i,0.010364+0.0030627i,0.0043053+0.00078049i,-0.00015589+0.0016979i,-0.0020887+0.0024978i,-0.0024728+0.0013677i,-0.0018911+0.00068684i,-0.0019338+0.00076i,-0.0022422+0.00013583i,-0.0021833-0.00076591i,-0.0019438-0.0014307i,-0.00030402-0.0014415i,0.00063088-0.00059509i,0.00048829-0.00047034i
3.0606e-05+4.1835e-05i,0.0016184-0.00023935i,0.0012937+0.0025021i,-0.0027683+0.007616i,-0.010289+0.0037067i,-0.0078364-0.0071317i,0.006661-0.010468i,0.015042-0.0087039i,0.013962-0.0087482i,0.010103-0.0091233i,0.0055104-0.0072592i,0.0015549-0.0038626i,-0.00024059-0.0011955i,0.0006069+0.00031243i,0.0025252+0.0013917i,0.0033699+0.0023429i,0.0034121+0.0018639i,0.0029654-0.00026963i,0.001156-0.0011769i,0.00045502-0.0010785i,0.00035338-0.00092473i,4.2375e-05-0.00010145i,-0.0002618+0.00061837i
0.0031793-0.0022448i,-0.00052487-0.0030124i,-0.0025651-0.010599i,0.0013021-0.024584i,0.012138-0.036922i,0.021347-0.036471i,0.018128-0.026623i,0.0089047-0.019576i,0.0019957-0.017341i,-0.0034575-0.014563i,-0.0055966-0.00889i,-0.0039855-0.003149i,-0.0017236+0.00046627i,-0.00031853+0.0022645i,9.7031e-05+0.0016387i,-3.3902e-05+7.9576e-05i,0.00013275-0.0003266i,-8.1613e-05-0.00029998i,-0.00097743+0.00014261i,-0.0014112+0.00023402i,-0.00093453+0.00018886i,-0.00050633+1.6667e-06i,-0.00024264-0.00047679i
8.4154e-05-0.0014863i,0.0020651-0.00072642i,0.0044687+0.0041654i,0.00056355+0.016227i,-0.017255+0.025768i,-0.037789+0.01699i,-0.037621-0.0020463i,-0.024126-0.010635i,-0.017618-0.0067353i,-0.015087+0.00053191i,-0.010022+0.0045051i,-0.0048371+0.0043329i,-0.0015852+0.0024929i,-4.9589e-05+0.001481i,0.0011858+0.00051707i,0.0020323-0.00058955i,0.0019077-0.0013009i,0.00059643-0.0014049i,-0.0009738-0.00057837i,-0.00078548+0.00053637i,-0.00032243+0.00087488i,-0.00056373+0.00024469i,-0.00052112-0.00043215i
-0.00079211-0.00037217i,-0.0032538+0.00041356i,-0.0086424-0.0035269i,-0.014905-0.013811i,-0.017196-0.0244i,-0.012534-0.018977i,-0.011614-0.0016617i,-0.016092+0.0076746i,-0.016409+0.0089456i,-0.011365+0.010644i,-0.0053683+0.010207i,-0.0016207+0.0057932i,-0.00016822+0.002441i,-0.00085651+0.0012077i,-0.0017857+0.00018978i,-0.0022742+4.4787e-05i,-0.0027039+0.00094193i,-0.0018423+0.0013392i,-0.00044756+0.00051546i,-6.1659e-05+0.00061279i,-3.2061e-06+0.0012546i,0.00029199+0.001203i,0.00012287+0.00041651i
-0.0037256-0.0021992i,-0.00028708-0.0020074i,0.0077325+0.0011144i,0.021016+0.016154i,0.029697+0.04242i,0.021877+0.055295i,0.0062613+0.042449i,0.0006038+0.025698i,0.003242+0.019548i,0.0068744+0.016581i,0.0081117+0.010566i,0.0069317+0.0042883i,0.0045218+0.0016516i,0.0028737+0.0014967i,0.0024895+0.0013208i,0.0012959+3.4946e-05i,0.00030458-0.00019139i,-0.00019691+5.5165e-05i,0.0003316-4.007e-05i,0.0017238+0.0004428i,0.0016544+0.00094988i,0.00088516+0.00037836i,0.00057708-0.00076804i
0.00078297+0.00158i,-0.00070434+0.0028866i,-0.0073714+0.0030404i,-0.017779-0.0066032i,-0.020293-0.027742i,-0.00471-0.037442i,0.014484-0.020476i,0.017839-0.00070388i,0.012818+0.0049522i,0.010379+0.0012627i,0.0079789-0.0034164i,0.0032295-0.0042863i,0.00077548-0.0024106i,0.00012478-1.7612e-05i,-0.0012147+0.0016265i,-0.001513+0.002929i,-0.001061+0.0034647i,-0.00015062+0.0030287i,0.0007916+0.0021612i,0.0011002+0.00052814i,0.0011-0.00061952i,0.00058278-0.0013985i,-0.00028052-0.0013669i
-0.0018491-0.00064286i,-0.00019941-0.0040254i,0.0076719-0.0094914i,0.025029-0.013267i,0.041354-0.008366i,0.040291-0.0011589i,0.023918-0.0023247i,0.011761-0.0070059i,0.0094845-0.0095014i,0.0075749-0.0093956i,0.0028864-0.0084295i,0.0002699-0.0064427i,-0.00014381-0.0030702i,0.00021079-0.00084618i,0.0014357-9.33e-05i,0.0024731-9.82e-06i,0.0021349-0.00044245i,0.0020195-0.0013237i,0.0018004-0.0017433i,0.00073532-0.0018392i,-0.00051169-0.0016983i,-0.00090728-0.0014129i,0.00033189-0.00090839i
0.00057226-0.001188i,-9.7697e-05+0.0016046i,-0.0087693+0.0095109i,-0.031166+0.016977i,-0.058711+0.007775i,-0.066682-0.014067i,-0.042524-0.025302i,-0.014484-0.019277i,-0.0071234-0.010024i,-0.0092838-0.004906i,-0.0093965-0.0014974i,-0.0080837+0.0003357i,-0.0059932+0.00093896i,-0.0037314+0.0018681i,-0.0020287+0.002369i,-0.00030053+0.001715i,0.0019202+0.0009309i,0.0017941+8.9128e-06i,-0.00048861-0.0004367i,-0.0011739-0.00056583i,-0.00072663-5.9365e-05i,0.00011828-7.433e-05i,0.0011448-0.0011155i
-0.0011009-0.0037036i,-0.00244-0.0072378i,0.001588-0.016352i,0.01657-0.027146i,0.032369-0.025874i,0.031151-0.0076376i,0.01125+0.0060599i,-0.0065798+0.0016539i,-0.011567-0.0047005i,-0.0095766-0.001949i,-0.005964+0.0027386i,-0.0029705+0.0040461i,-0.00070654+0.0038747i,0.00070841+0.0032697i,0.0014281+0.00098018i,0.0012287-0.0017218i,-0.00045669-0.0027506i,-0.0017965-0.0023915i,-0.0021694-0.00049445i,-0.0019393+0.0015551i,-0.0011891+0.0022744i,-0.00026981+0.0016574i,-0.00036334-0.00016119i
0.00017481-0.00057097i,0.002489+0.0049252i,0.0022923+0.017534i,-0.0043576+0.039709i,-0.018723+0.060449i,-0.030961+0.058112i,-0.028335+0.034661i,-0.016376+0.015645i,-0.0082258+0.011759i,-0.004091+0.012559i,-9.1101e-05+0.010616i,0.0022702+0.0080759i,0.0026158+0.0056874i,0.0021677+0.0033191i,0.00090218+0.0018341i,0.00014304+0.0011367i,3.2561e-05+0.0002807i,0.00052646-0.00033014i,0.0016665+0.00081841i,0.0021229+0.0017263i,0.0024217+0.00082551i,0.0012939-0.00032171i,-0.0007825-0.0013285i
-0.0018505+6.2614e-05i,-0.0055535-0.0032331i,-0.0080826-0.014812i,-0.0030425-0.038647i,0.016664-0.06294i,0.040947-0.058269i,0.041551-0.024879i,0.019808+0.0019011i,0.0038351+0.0074602i,0.0016468+0.0040315i,0.0047528+0.00038032i,0.0051855-0.0020774i,0.0031632-0.0027646i,0.0021747-0.0019009i,0.00073485-0.0022095i,-0.00045496-0.0015144i,-0.00053642+0.00026502i,-0.00034877+0.00071431i,-0.00014415+0.00029806i,0.00035319-0.00044248i,0.0012832-0.001077i,0.0012292-0.00034633i,0.00046417+0.0016894i
-0.00014815+0.0032806i,0.0048318+0.0050218i,0.016941+0.013047i,0.028432+0.030049i,0.02668+0.046892i,0.01095+0.042293i,-0.0018795+0.02014i,-0.0012417+0.0054481i,0.0051049+0.0041102i,0.0077642+0.0042031i,0.0060774+0.0014888i,0.0026875-0.00068839i,-0.00018038-0.0021797i,-0.00068023-0.0016493i,-0.00095415+0.0011853i,-0.00055074+0.0026815i,0.00049937+0.0023409i,0.00063506+0.0010617i,0.001125-0.00028133i,9.3411e-05-0.0012877i,-0.0017956-0.0014925i,-0.0015266-0.0017638i,-0.00046286-0.0015615i
-0.0015018+0.00035622i,-0.0060094-0.0020153i,-0.020845-0.0097146i,-0.044134-0.030579i,-0.060204-0.06183i,-0.053946-0.07672i,-0.027131-0.057196i,-0.0028377-0.024932i,0.0026465-0.0070056i,-0.0011647-0.0026332i,-0.0036078-0.002778i,-0.0045668-0.003607i,-0.0038633-0.0039496i,-0.0025444-0.0029963i,-0.0017496-0.00091745i,-0.00064311+0.0010987i,0.00043992+0.0021118i,0.00028509+0.0014656i,-0.00056504-1.9581e-05i,-0.00090821+0.0003535i,-0.00053104+0.00095824i,0.0005877+0.00050715i,0.0017524+0.00039477i
0.0017442-0.0038794i,0.0061117-0.0037097i,0.021967-5.647e-05i,0.045502+0.013113i,0.057418+0.036639i,0.042973+0.055288i,0.013807+0.048539i,-0.0024151+0.021075i,-3.5447e-06+0.00042486i,0.0048502-0.003484i,0.0038028+0.00038516i,0.0007775+0.0038602i,-0.00070753+0.0054987i,-9.1493e-05+0.0053346i,0.0011052+0.0043012i,0.0023281+0.0024498i,0.0029986+0.00079933i,0.0020891+0.00027748i,0.00044906-0.0004336i,-0.00036654-0.00012588i,-1.8273e-05+0.0012505i,-3.2686e-05+0.0015987i,-0.0002353+0.00065705i
-0.0027113+0.0045379i,-0.0047608+0.0065757i,-0.019485+0.010599i,-0.048341+0.014254i,-0.071129+0.012742i,-0.070141+0.0049594i,-0.043823-0.0048236i,-0.0171-0.0080728i,-0.008792-0.0039061i,-0.0083707+0.00091436i,-0.0063553+0.0024316i,-0.0040477+0.0013098i,-0.0029741+0.0011714i,-0.0011662+0.00087352i,0.00036503+0.0002947i,0.00017726+0.00020917i,8.7656e-06-0.00041482i,0.00047213-0.00017129i,0.00082873+0.00040323i,0.0021878-3.3025e-05i,0.0029742-0.00037376i,0.0021752-0.00072606i,0.0018144-0.0010563i
0.0012053+5.1943e-05i,0.0055371-0.0052504i,0.022167-0.015266i,0.056247-0.029269i,0.092696-0.035452i,0.10448-0.022635i,0.076255-0.00087283i,0.030912+0.008893i,0.0026027+0.0045916i,-0.0034141-0.00077593i,-9.5577e-05-0.0013731i,0.0036027-0.00016072i,0.0046812+0.00089321i,0.003044+0.0014117i,0.00065423+0.001244i,-0.00032643+0.00080706i,0.00029989-0.00055589i,0.0010066-0.00090326i,0.0013117-4.4983e-05i,0.0008312-0.00059851i,-0.00022365-0.0016052i,-0.00084289-0.00017959i,-0.00074561+0.00079034i
-0.0014623+0.00072761i,-0.0033741+0.0061352i,-0.01326+0.018899i,-0.03348+0.038528i,-0.053028+0.050663i,-0.059103+0.037226i,-0.047449+0.0098306i,-0.026812-0.0018177i,-0.010858+0.0051424i,-0.0039499+0.011383i,-0.0029422+0.0090477i,-0.0031136+0.0044297i,-0.0018906+0.0014801i,-0.00022715+1.4635e-05i,-0.00058903-0.00042757i,-0.0015708-0.00069605i,-0.0021435-0.0009403i,-0.0031369-0.0009384i,-0.0029836-0.00068842i,-0.00077792-0.00046349i,0.00014069-0.00057484i,-0.00022895-0.00064262i,0.00070218+5.3742e-06i
0.0028037-0.0041926i,0.0012397-0.012316i,0.0049784-0.03188i,0.011938-0.065872i,0.017616-0.10249i,0.019319-0.10782i,0.017887-0.069936i,0.014494-0.023065i,0.0091877-0.00054454i,0.0043384+0.0023411i,0.0026311+1.8366e-05i,0.0027551-0.0019512i,0.002338-0.001933i,0.0012454-0.00067653i,0.00061365+0.00099054i,0.00046356+0.0021997i,0.00085971+0.0026608i,0.00075049+0.0016975i,-0.00065921+2.6194e-05i,-0.0014965+0.00024677i,-0.0020578+0.0011376i,-0.0010013+0.0017803i,8.0557e-05+0.0021095i
0.0022934+0.0062229i,0.0046687+0.01301i,0.0073833+0.031094i,0.007693+0.063169i,0.00021647+0.097664i,-0.016397+0.10685i,-0.027254+0.079656i,-0.019141+0.038333i,-0.0016084+0.012712i,0.0086522+0.0060845i,0.0072813+0.0043942i,0.0019064+0.0028662i,-0.00098951+0.0019254i,-0.0012463+0.00075861i,-0.0013947+0.0001502i,-0.001372+0.00058997i,-0.00095617+0.0013411i,-0.0016037+0.0028325i,-0.0016732+0.0031858i,-0.00014908+0.0011332i,0.0011334-0.00092057i,0.0013533-0.00099947i,0.0010242-0.00056863i
0.00037765-0.0026952i,-0.0029648-0.0094878i,-0.012088-0.028189i,-0.029338-0.056769i,-0.047558-0.078997i,-0.050321-0.07439i,-0.028197-0.049747i,-0.0033214-0.02723i,0.0018986-0.015578i,-0.0023015-0.010703i,-0.0043364-0.0092311i,-0.003752-0.0072984i,-0.0022218-0.0041139i,-0.00075895-0.0018445i,0.00033919+0.00019084i,0.0018892+0.0018979i,0.0035682+0.0018383i,0.0040068-4.7519e-06i,0.0034764-0.0006744i,0.0017386+0.00027016i,-0.00014606+0.00016415i,-0.0009824-0.00052964i,-0.00068556+0.00021841i
0.0034541+0.00024034i,0.0078285+0.0052822i,0.023337+0.021133i,0.056015+0.046996i,0.093208+0.071115i,0.10992+0.077492i,0.084131+0.062408i,0.036496+0.035693i,0.0064582+0.011882i,-0.00022808+0.0010493i,0.00021893+0.0004596i,0.0010724+0.0022647i,0.00070894+0.003568i,7.6736e-05+0.0031995i,-0.00015427+0.0020571i,-0.00035017+0.0008665i,-0.00042174-0.00048974i,0.00054486-0.00086407i,0.0015188-0.00060676i,0.0003255-0.00067294i,-0.0014018-0.00071486i,-0.0020378-0.0011844i,-0.0018755-0.0015445i
