-0.0036869+0.00072671i,-0.0019063+0.0010737i,-0.0014619+0.0018827i,-0.00059866+0.003683i,-0.00028806+0.0048501i,0.00050949+0.0035505i,0.0012705+0.0025949i,0.00058597+0.002371i,-1.9095e-05+0.0013385i,-0.00063038+0.00069996i,-0.00043186+0.00022264i,0.00058772-0.00084741i,0.00097962-0.0014595i,0.00041542-0.001424i,9.259e-05-0.0014384i,0.00012061-0.0010671i,-0.00060188-0.0011289i,-0.0011513-0.00092285i,-0.00041181-0.00061276i,-6.3298e-06-0.00038267i,-0.00021954+3.5624e-05i,-0.00050208+7.541e-05i,-0.00042988+0.00080017i
-0.00080348+0.00025545i,-0.0010835+0.00065534i,-0.00024103+0.00045908i,0.00062588+0.00084131i,0.0011786+0.00057284i,0.0010301-0.0001716i,0.00022169+0.00068685i,-2.1832e-05+0.0016596i,-0.00011337+0.00095961i,-0.00065457-9.7481e-05i,-0.00054909-0.00019172i,-6.9137e-06-0.0008652i,-0.00034596-0.0015898i,-0.00094152-0.0013395i,-0.0009641-0.00055971i,-0.00060633-0.00012272i,-0.00066796+0.00013726i,-0.00051951+7.0371e-05i,0.00028773-0.00082203i,0.00027644-0.0014376i,-0.00035671-0.0011743i,-0.00046408-0.00088959i,-0.00039653+8.6742e-06i
-0.00039189-0.00035722i,-0.0013216+9.3727e-05i,-0.0023013+0.00031019i,-0.00159+0.0019061i,-0.00058449+0.0026214i,8.052e-05+0.0010534i,0.0002849+0.001088i,-0.0013697+0.0012195i,-0.00237+0.00066676i,-0.0016639+0.0009429i,-0.00064006+0.0015833i,-0.00077725+0.0015738i,-0.00055092+0.00052249i,0.00023576-3.4047e-05i,-9.3767e-05-0.00013273i,-0.00091273-0.00026098i,-0.00046809+0.00014953i,0.00062997+0.00054535i,0.00060156+0.00044683i,-0.00039775+6.2832e-05i,-0.00029847-0.0004285i,0.00043989+2.7776e-05i,0.00038054-4.0474e-05i
-0.0016539-0.0012061i,-0.0011823+0.0013166i,0.00030273+0.0039397i,0.0017932+0.0043484i,0.0024218+0.0039349i,0.0022069+0.0039049i,0.0012501+0.0020969i,0.00029312-0.00013639i,-6.9416e-05-0.00032763i,-0.00011054+0.00075653i,-0.00045075+0.0012041i,-0.00096723+0.00036823i,-0.00091341-0.00042508i,-0.00053658-0.00051221i,-0.00027946-8.9848e-06i,0.00019112+0.00035192i,-2.4001e-05-6.2574e-05i,-0.00075082-0.00033383i,-0.00012699-0.00030224i,0.00037229-2.9886e-05i,0.00031041+0.0007154i,0.00014583+0.00059331i,0.00043535+0.0001648i
0.0021705+0.00083306i,0.0017934-0.0002792i,0.002012-0.0017858i,0.00025125-0.0017535i,-0.0017018-0.00070084i,-0.0015642-0.000658i,-0.0012357-0.00035761i,-0.0011901+0.0010606i,-0.0014179+0.001264i,-0.0018245+0.0011415i,-0.0014854+0.001544i,-0.00058786+0.00076537i,0.00012583-0.00029342i,0.00035309-4.7107e-05i,-0.00044957+0.00030161i,-0.00056872+0.00014401i,-0.00014855+0.00046017i,-0.00025195-0.00015065i,-0.00010346-0.00086721i,-0.00035173-0.0007974i,-0.00057571-0.00045878i,-0.00016407+0.00034933i,-9.5052e-05+0.00051498i
0.0011596+8.0913e-05i,0.0007943+0.00032542i,0.0005589-0.00020164i,0.0010443-0.00025975i,0.001605+0.00026897i,0.0010241+0.0010955i,0.00016774+0.00078593i,-0.00027244+0.00096349i,7.0113e-05+0.00096101i,0.00044046+0.00094601i,0.00034593+0.00096475i,0.0002048+0.0007792i,-3.9821e-05+0.00017125i,-0.00029912+6.1834e-05i,-0.00050752+0.0001694i,0.00020214+0.00059178i,0.00097997+0.00073974i,0.0007998-0.00017104i,0.00082412-0.00035205i,0.00052526-0.0001621i,-0.00029078-0.00037131i,-0.00026595-0.00043484i,-0.00022627+0.00049997i
-0.00045712+0.0014107i,-0.0011173+0.0023423i,-0.0009059+0.0016583i,-0.0004363+0.00065025i,-0.00059782+0.00069925i,-0.00090146+0.00054042i,9.5002e-06+0.0012752i,0.00030046+0.0019741i,-0.00056025+0.0010298i,-2.9232e-05-1.3151e-05i,4.3265e-05-0.00079852i,-0.00022275-0.0012972i,-3.7546e-05-0.0012524i,6.9351e-05-0.00047791i,3.4616e-05-5.9372e-05i,1.1923e-05-0.00032111i,-0.00025463-0.00051495i,0.00040468-0.000283i,0.0015017+0.00010391i,0.0011811+0.00030024i,0.00020333+0.00031899i,0.00023999-7.3772e-05i,0.00090788-0.00043985i
1.7764e-05+3.4222e-05i,-0.00015239+0.00037224i,0.00063057+0.00093636i,0.0011274+0.0015572i,0.0013864+0.0017595i,0.0011444+0.001557i,-6.6185e-05+0.0016654i,-0.0004012+0.0020773i,-0.0011911+0.0022238i,-0.0014993+0.0017733i,-0.00043477+0.00085056i,0.00074224+0.00022056i,0.00096928+0.00047096i,0.00034463+0.00065069i,-0.000151+0.00061972i,-0.00059139+0.00074118i,-0.00054066+0.00046149i,-9.6354e-05-0.00012701i,-5.2417e-05-0.00035425i,-0.00042063+0.00029078i,-0.00085053+0.0007114i,-0.00084479+0.00011534i,-9.6105e-05+0.0001041i
-0.00023244-0.0009884i,-0.00052986-0.00079563i,-0.0014265-0.00052233i,-0.00094738+0.00087464i,-0.00066229+0.0026128i,-0.00073298+0.0034116i,0.00051061+0.0022891i,0.001259+0.0013458i,0.000422+0.0017315i,8.3229e-05+0.0017663i,-0.00059527+0.0007776i,-0.00078197-9.6263e-05i,0.00016043+0.00038441i,7.0146e-05+0.00074992i,-0.00093505-0.00030571i,-0.00067683-0.00079256i,-0.00047441-8.0462e-05i,-0.00051363+0.00034431i,0.00041143+0.00052851i,0.00070377+0.0008153i,0.00022965+0.0004013i,0.00013488-0.00031589i,-0.00016508-0.00037463i
0.00034714-0.0018491i,-7.6444e-05-0.0011824i,-0.00092779-0.00032265i,-0.00059336+0.00061854i,0.00054697+0.0012155i,0.0013181+0.00059733i,0.0011375+0.0001381i,0.00037224+0.0012067i,-1.5421e-05+0.0018991i,-1.8718e-05+0.0021085i,-0.00071651+0.001476i,-0.0012041+0.0012643i,-0.00071185+0.0014455i,1.4729e-05+0.00036766i,0.00023502-0.00054489i,-0.00022635+7.8604e-05i,-0.00069298+0.00086497i,-0.00032538+0.00092639i,8.3485e-05+0.00036355i,-0.00012088-0.00021351i,-0.00010055-0.00024301i,0.00020142-0.00046001i,5.697e-05-0.00016461i
-0.00034536-0.0010216i,-0.00012296-0.00081023i,-0.00033354-0.00017154i,-0.00046273-0.00098861i,0.00074948-0.0012735i,0.0012533+0.00027383i,0.00013547+0.0015131i,-0.0014583+0.0016316i,-0.0017326+0.0011155i,-0.0010332+0.000311i,-0.00060914-0.00040488i,-0.00061827-0.00080468i,-0.00074245-0.00057307i,-0.00093693+8.8216e-05i,-0.00057458-0.00024955i,-7.1766e-05+8.1661e-06i,0.00018829+0.00043438i,0.00076302-0.00010052i,0.00065904-0.00055751i,0.00036017-0.00058046i,0.00033247-2.1719e-05i,-3.5847e-05+0.0005593i,-0.00018101-0.00010639i
0.00027485-0.0040631i,-0.00090648-0.0034546i,-0.0022375-0.0032835i,-0.0023644-0.0012087i,-0.0016692+0.0013055i,-0.00081712+0.0018954i,0.00017356+0.0016393i,9.0446e-05+0.0017201i,-0.00075411+0.001403i,-0.00048248+0.00068674i,-0.00029375+5.6254e-05i,-0.00060731-0.00035148i,-0.00040238-4.4592e-06i,-5.1881e-05+0.00020818i,0.00062605+0.00058932i,0.00071436+0.00047138i,0.00068114-0.00079118i,0.0006438-0.0010922i,-0.00035053-0.00056882i,-0.00072848-0.00011673i,0.00023153+0.00059033i,2.4116e-05+0.0011191i,-0.0013791+0.00096835i
0.00047153+5.6168e-05i,-0.00027947+1.5761e-05i,-0.00098148-0.0005854i,-0.0012269-0.00016755i,-0.00062067+0.00064772i,0.00054907+0.00055699i,0.00064372+0.00064122i,-0.0010919+0.00076339i,-0.0020359+0.00074381i,-0.0021766+0.00097694i,-0.0012843+0.00044375i,-0.00056569+0.00012868i,-0.00080129+0.0005023i,-0.00074107+0.0001073i,-0.00038092+0.00019371i,0.00012662+0.00089764i,0.00016968+0.00069664i,-1.5609e-05+0.00031261i,-9.5211e-06-0.00032452i,0.00044714-3.053e-06i,-0.00026715+0.00076472i,-0.0010972+0.00085013i,-0.0004365+0.0012168i
0.00070392+0.00070668i,0.0016141+0.00075454i,0.0012204+0.0013942i,0.00019938+0.0015824i,0.00026999+0.0010357i,-6.4439e-06+0.00034261i,-1.5899e-06+0.0003767i,0.00041829+0.00087878i,0.00074411+0.0018373i,0.00025704+0.001974i,-0.00012294+0.0010933i,0.00014681-1.2268e-05i,-0.00032685-0.00040111i,-0.0010073-0.0002365i,-0.0013347-0.00037454i,-0.00090244-0.00022422i,0.00081751-0.00051548i,0.0020067-0.00045511i,0.0010036-0.0005376i,-8.8396e-05-0.00020378i,-0.00038572+0.00020777i,-0.000527+5.028e-05i,-0.00050323+0.0001355i
0.0014723+0.00079439i,0.0024183+0.00057812i,0.0019362-7.0905e-05i,0.0013888-0.00087299i,0.0011755-0.00013924i,0.0012653+0.0010608i,0.0005048+0.0019189i,7.2133e-05+0.0021728i,-0.00051918+0.001649i,-0.00054736+0.00072025i,1.1797e-05+0.00017603i,-0.00020181-0.00042279i,-0.00053933-0.00089902i,-0.00049952-0.00036478i,-0.00033749+0.00071431i,0.00025715+0.0011835i,4.9755e-05+0.00089013i,-0.0003887+0.00037389i,-0.00019168-5.4244e-05i,-3.3525e-05-0.00029555i,0.00010231-0.0008518i,0.00022764-0.0010832i,0.00031832+0.0001721i
0.00026297+0.00014742i,0.00053133+0.00047875i,-0.00056334+0.00088078i,-0.00047227+0.0010124i,0.00050401+0.00053672i,0.00077192+0.00101i,-0.00028624+0.0015785i,-0.0012307+0.0019851i,-0.00089522+0.0019837i,-0.00019585+0.001601i,-0.00021088+0.0011127i,-0.00095218+0.00085941i,-0.0011316+0.00015859i,-0.00027899-0.00063408i,0.0005761-0.00080829i,0.00041905-0.00026174i,-0.00019053-2.7072e-05i,-0.00036508+0.00026097i,-0.00078312+0.00030718i,-0.00057538-6.023e-05i,-4.466e-05-0.00041821i,4.3894e-05-0.00040026i,-0.00028511+0.0002067i
0.00015874+0.0007329i,0.0010519+0.00020413i,0.0020446-0.00072748i,0.0022987-0.0010736i,0.002885-0.0013233i,0.0026369-0.00080594i,0.0011617+0.00011049i,-0.00020169-0.0001499i,-0.00085328+0.00039593i,-0.0009859+0.00086137i,-0.00067241+0.00068454i,-0.0014584+0.00067514i,-0.0016367+0.00047162i,-0.00047155+0.00019148i,-0.00041879+0.00045918i,-0.00073374+0.00064434i,-0.00029208+0.00016453i,0.000247+0.00017122i,0.00022502+0.00042356i,-0.00016747+0.00014277i,-0.00053409-8.8096e-05i,-7.5552e-05+0.00023772i,-0.00021176-8.1912e-05i
-0.00035426-0.0025596i,-0.0014171-0.0020285i,-0.0029323-0.0013706i,-0.004137-0.00021827i,-0.0038443+0.0010777i,-0.0019601+0.0022436i,-0.00077625+0.0021316i,-0.00015399+0.0018276i,0.00017619+0.0026329i,-0.00057629+0.0022079i,-0.00059228+0.001038i,-0.00034428+0.0006125i,-0.00018815+0.0002431i,0.00036639+0.00017628i,0.00014167+0.0005205i,-0.00059279+0.00092694i,-0.00024384+0.0006365i,0.00010661-0.00019101i,0.0002039-0.00072221i,0.00057635-0.00070473i,0.00041133-0.00033672i,-0.00045522+0.00022846i,-0.00063633+0.00047604i
-6.9387e-05-0.00046421i,0.00030312-0.0015892i,0.00024601-0.00056773i,0.00036144+0.0013694i,0.00052154+0.0027027i,0.00074129+0.0026836i,0.00083309+0.0020469i,8.336e-05+0.0018873i,-0.0010697+0.0016677i,-0.00073377+0.0007974i,0.00032343+0.0003009i,0.00060002+0.00015842i,0.00048834+0.00017078i,-0.00052648-7.9719e-05i,-0.0010228+0.00017554i,-0.00020539-0.00043011i,-6.54e-05-0.00093382i,-0.00038416-0.00080833i,-0.00012333-0.0002948i,0.00033477-0.0001956i,4.4525e-05-0.00025692i,-0.00043625+0.00051002i,0.00018713+0.0010069i
0.0019864-0.00050549i,3.7344e-06-6.3629e-05i,-0.0016601-0.00038011i,-0.0016725-0.0013141i,-0.0012179-0.00063551i,-0.0010038+0.0011918i,-0.0013854+0.00097816i,-0.0017688-0.00013046i,-0.0014593-0.0008541i,-0.00064118-0.0002644i,-0.00059848+0.00044719i,-0.00067803+0.00033833i,-0.00059439-5.1876e-05i,-0.00092794-0.0003953i,-0.0012146-0.00027946i,-0.00045047+0.00060449i,-8.3388e-06+0.0011097i,-0.00024216+0.0010407i,1.5115e-06+0.00078907i,0.00032838+5.8041e-05i,-1.4834e-05-0.00035305i,-0.00068219+0.00016926i,-0.00073289+0.00082799i
0.0019391+0.0021816i,0.002096+0.0011603i,0.0018142+0.00028536i,0.0021941-0.00056683i,0.0025454-0.00069998i,0.0014572-0.00056214i,0.00015301+0.00032404i,-0.00027686+0.0021066i,-0.00049489+0.0019247i,-0.0002506+0.00071866i,3.1293e-05+0.00064507i,-0.00036724+0.00013087i,-0.00084246-0.0010948i,-0.00094687-0.00070371i,-0.00075691-0.00011723i,-0.00090602-1.8764e-05i,-1.3036e-05+9.3448e-06i,0.0013169+0.00047693i,0.0013229-6.7605e-05i,0.00038633-0.0010351i,-0.00018523-0.000761i,7.8718e-05+0.00016472i,0.00015762+0.00074138i
0.0014136+0.00031188i,0.0007424-0.0010899i,0.00085844-0.0016162i,0.00098182-0.0013804i,0.00039929-0.0011994i,-0.00047449+7.0996e-05i,-0.00061665+0.00079677i,-0.00080527+0.00059072i,-0.001101+0.0010075i,-0.00099806+0.0010381i,-0.00011986+0.00077813i,0.00038397+0.00045114i,-1.4214e-05-6.7462e-06i,0.00018203-8.8714e-06i,0.00045874-3.0443e-05i,1.6674e-05-0.0001557i,-2.7627e-05+0.0004692i,-0.00029799+0.00070538i,-6.0792e-05-0.00027011i,0.00077961-8.7643e-05i,0.00062917+0.0008438i,0.00051927+0.00042775i,0.00058432+5.2263e-05i
-0.0014614-0.0017401i,-0.00084424-0.001186i,-0.00098118+0.00070208i,-0.00067638+0.0018524i,0.00099338+0.0025588i,0.0013377+0.0023009i,0.00035675+0.00069121i,-0.00010919+0.00039745i,-0.0002813+0.0010829i,0.00024719+0.0012996i,0.00085947+0.001557i,0.00032264+0.00098276i,0.00024432-0.00023363i,0.00051933-0.00055689i,0.00013613-0.00042036i,-3.2602e-05-0.00072688i,0.00025783-0.00071202i,0.00077653-0.00043012i,0.00094812-0.00037428i,0.00060972-0.00045389i,-9.9261e-05-0.00036304i,-0.0003683+0.00051542i,0.00018536+0.00094095i
0.0009544+0.00049554i,0.00083879-0.00013773i,0.00032958-0.0011274i,0.00067643-0.001559i,0.0010197-0.00023657i,0.0012225+0.0012862i,0.00089811+0.0013394i,-0.00081596+0.00081629i,-0.0016599+0.00073023i,-0.0012455+0.00082029i,-0.00070392+0.00066421i,-6.5672e-05+0.00033225i,3.7102e-05-0.00025774i,-0.0004567-0.0001742i,-0.00026387+6.8135e-05i,0.000293+0.0001114i,0.00043606+0.00013807i,0.000639+8.0174e-05i,0.00063947-0.00020079i,0.00046241-0.00044932i,-5.6508e-05-0.00038585i,-0.00014525+0.00021239i,0.00016892+0.00057789i
0.0011218-0.0011462i,0.0010695-0.00069303i,0.00010676-0.00060199i,-0.0010972+0.00048323i,-0.0013816+0.0013417i,-0.0012832+0.00093622i,-0.0012503+0.0011464i,-0.0015529+0.0016547i,-0.0010596+0.0020645i,-0.00064366+0.0020384i,-0.00034552+0.0011723i,-0.00021962+0.00086808i,0.00019655+0.00080168i,0.00061586+0.00077672i,0.00039873+0.00047724i,0.00076159+7.5798e-05i,0.0008707-0.00021197i,0.0011926-0.00068784i,0.0010701-0.0007664i,0.00045599-0.00058755i,0.00054827+2.1997e-06i,-0.00023473+0.00089744i,-0.00086485+0.0006891i
0.00024708+0.00066499i,0.0012293-0.00040143i,0.0019236-0.0011155i,0.0014367-0.0010836i,0.0010392-0.0010798i,0.00072196-0.00048979i,-1.429e-05+5.9942e-05i,-0.00019535-4.6617e-05i,0.000259+0.00087661i,0.0005038+0.0014568i,-7.9481e-06+0.0009825i,-0.00010465+0.00024088i,-7.4122e-05+0.00013419i,-0.0006671-6.0554e-05i,-0.00028761-0.00045948i,0.00071806-0.00013846i,0.0013459-1.9817e-05i,0.0015488+0.00053113i,0.0013869+0.00095699i,0.00052441+0.00035523i,-0.00042643+1.2861e-05i,-0.0011535+0.00022067i,-0.00057502+0.00018661i
-0.0012155+0.0004073i,-0.0012879+0.00036674i,-0.0012097+0.00088458i,-0.00056949+0.00089722i,0.00082678+0.0010672i,0.0012591+0.0017019i,0.00019634+0.0015465i,-0.0011736+0.0011597i,-0.0017631+0.00074312i,-0.0014665+0.00091177i,-0.0012531+0.0010338i,-0.00078552+0.00031633i,-0.00023755-0.00062191i,-0.0004566-0.00034062i,-0.0009135+0.0004204i,-0.00073046+0.0007299i,-2.7646e-05+0.00087211i,-5.545e-05+0.00019845i,0.00033522-0.00045442i,0.0011338-0.00022087i,0.00089963+0.00025756i,0.00041481+0.00086321i,-0.00031131+0.00083063i
-0.0011836+0.00067878i,-0.00069554+0.001481i,-0.00029799+0.00216i,0.0011169+0.0017911i,0.0015754+0.0022503i,0.001957+0.0014i,0.0016376+2.8007e-05i,0.00016416+0.00011732i,-0.00052083+0.00011682i,-0.00050761-0.00061441i,-4.9e-05-0.00099245i,0.00055763-0.000166i,0.00054455-0.00051772i,-0.00014969-0.0011308i,0.00020239-0.00053211i,3.0351e-05-0.00020566i,-0.00028527-0.00046787i,0.00019463-0.00021407i,0.00030356-0.00026359i,-3.1175e-05-0.00053338i,-0.00016004+1.3985e-05i,-0.00029477+0.00084672i,-0.00020942+0.0014202i
-0.00014042+0.00015607i,0.00034406+0.00030168i,-0.00051093-0.0011433i,-0.00073975-0.0019662i,-0.00082714-0.00079654i,-0.0014534+0.00077866i,-0.00075302+0.002177i,-0.0008051+0.0029546i,-0.0016176+0.0024238i,-0.0010226+0.00080289i,-7.2181e-05+0.00011089i,-0.00014127+0.00031777i,-0.00075871-0.00025092i,-0.00054065-0.00075515i,-0.0002864-0.00026285i,0.0002099+0.00040973i,0.00052831+8.7486e-06i,0.00028316-0.00028177i,-1.501e-05-0.00073357i,-9.4814e-05-0.0011309i,0.00032574-0.00073091i,0.00017664+0.00021907i,-0.00021294+0.00074806i
-0.0019437+0.00028108i,-0.0010992+0.00026072i,0.00036762-0.00073976i,0.0001852-0.00045683i,0.00014842+9.8345e-05i,0.00067563+0.00020316i,0.001319+0.00082491i,0.00079437+0.0021113i,0.00033614+0.0019542i,0.00098841+0.00044285i,0.0011605+0.00011472i,0.0009375+0.00047937i,6.7606e-05-6.2532e-06i,0.00018275-0.00076658i,0.00070358-0.0011523i,6.9411e-05-0.0010475i,-0.00010453-0.00046791i,-0.0002164+0.00016196i,-0.00072192+0.0004798i,-0.00059051+0.00013638i,-0.00037977+0.00023991i,-0.00012475+0.00086335i,0.00039692+0.00015373i
0.00014913+0.0011518i,0.00016452+0.00022488i,-0.00072944+3.3327e-05i,-0.00076817-0.00054191i,0.0014214-0.00012522i,0.0020762+0.0011157i,0.0015452+0.0015957i,0.0001472+0.0010568i,-0.00097873+0.00029215i,-0.0009318+0.0002266i,-0.00071259+0.00034558i,-0.000425+0.00072219i,0.00030113+0.00080653i,0.00044986+0.00060459i,0.00024284-0.00025016i,0.0005251-0.0011362i,0.00073236-0.00093121i,0.00060045-0.00047261i,8.0028e-06-0.00037373i,-0.00029691-0.00034137i,-0.00026419+0.00012016i,0.00071146+0.00085261i,0.00067315+0.00070774i
4.3887e-05+0.00039333i,0.00053801+0.0008687i,-0.00023877+0.0019084i,-0.0004572+0.00222i,0.00047923+0.0028007i,0.0010885+0.0030079i,0.0010162+0.0024929i,0.00098684+0.0019811i,0.0011788+0.0013559i,0.00074335+0.00090321i,0.00063847+0.00064265i,0.00040677+0.0011789i,-0.00043662+0.0008861i,-0.0012293-3.046e-05i,-0.0011934-2.3285e-05i,-0.00072596+0.00083168i,-0.0009252+0.0011803i,-0.00055145+0.00059011i,0.00019069-6.0492e-05i,0.00017741-0.0005054i,3.4152e-06-0.00056369i,0.00011539-0.00034229i,-0.000266+0.00023667i
0.00012112+0.00068116i,0.0016057+0.0012765i,0.0025425+0.0019287i,0.0028087+0.00089745i,0.0023979+7.5455e-07i,0.0015021+0.00074713i,0.00038272+0.0015556i,-0.00015981+0.0017759i,-0.00021991+0.0016248i,0.00017647+0.0005353i,0.00017913+0.00015118i,-8.9211e-05+0.00063372i,-7.2448e-05+0.0013053i,-0.00078672+0.00098398i,-0.00061176+3.6408e-06i,0.00050812+8.927e-05i,0.0011731+0.00055611i,0.00081153+0.00024394i,-4.9506e-05-0.00031103i,-0.00033413-0.00065167i,-0.0006343-0.00052778i,-0.0011908+0.00051858i,-0.0012887+0.00071882i
-0.00055726+0.00054792i,-0.00074269+0.00062935i,-0.00056271+0.001322i,0.00019685+0.0026742i,0.0007466+0.0029152i,4.2261e-05+0.0019866i,-0.00065657+0.0018414i,-0.0010979+0.002054i,-0.0011407+0.0012446i,-0.0004687+0.0005659i,-0.00016728+5.1241e-05i,0.00044112-0.00010413i,0.00076669+0.00026624i,1.9762e-05-0.000174i,-0.00062003-0.00031706i,5.7251e-05-0.00011372i,0.001211+0.00021574i,0.0010232+5.2907e-05i,0.00037368-0.00028664i,0.00014222-0.00068955i,0.00034936-0.00072063i,0.00012048+0.00012336i,-0.00060224+5.8522e-05i
0.00085353-0.0021003i,0.00013886-0.0016894i,-0.00048986-0.0017599i,-0.0011263-0.0021577i,-0.001772-0.0013976i,-0.0018774+9.7224e-05i,-0.0012267+0.0014897i,-0.00077799+0.0011553i,-0.00071816-0.00038596i,-0.00078446-0.00049012i,-0.00038992+0.00032579i,0.00035694+0.0007459i,0.00056689+0.00041444i,0.00040148-9.9747e-06i,8.346e-05-2.3784e-05i,0.00022941-0.00049674i,-0.00013849-0.00016249i,-0.0002389+0.00065996i,0.00016039-0.00017505i,0.00012132-0.00066703i,0.00012423+1.8017e-05i,-0.00027224-1.2811e-05i,-0.0011105-0.00011768i
0.0010522+2.6826e-05i,0.0012498+0.00049808i,-0.0001564+0.00015188i,7.8272e-05-0.00044177i,0.0010876-0.0010355i,0.0010734-0.00080739i,0.00076006+0.00031787i,0.0013304+0.0014837i,0.001003+0.0014295i,-0.00037522+0.00081066i,0.00063436+0.0007137i,0.0010122+0.00073751i,0.00018636+0.00018863i,0.00012965+0.00041959i,0.00010621+0.0012058i,0.00043217+0.0018266i,0.00083654+0.0010421i,0.0003582-0.00019956i,-0.00014726+8.0944e-05i,-0.00015517+0.00022289i,-0.00066423-0.0001366i,-0.0014314-0.00039041i,-0.00094028-0.0003643i
-0.001422-0.00042058i,-0.00078292+0.00021819i,-0.00099104+0.00072875i,-0.00049261+0.0012586i,0.00011821+0.0018772i,0.00072597+0.0016901i,0.00024189+0.0010675i,-0.000608+0.00074813i,-0.00056883+0.001032i,-0.00015945+0.00082668i,0.00071874+0.00043704i,0.00090022-4.6805e-05i,0.00052702-0.00066034i,0.00021435-0.00058805i,-5.3295e-05-0.00052455i,-0.00028138-0.00034716i,-2.2245e-05+0.00014219i,0.0011964+0.00043442i,0.0015494-3.1752e-05i,0.00079373-7.3955e-05i,4.175e-05+0.00087404i,-0.00041731+0.0009201i,-0.00031282+0.0002913i
0.00065523-0.0010289i,0.00074854-0.00063994i,0.00024089-0.00024088i,7.2428e-05+0.0013619i,4.8253e-05+0.0024794i,0.00083276+0.0015267i,0.00074715+0.00090742i,0.00012664+0.0013354i,-0.00055374+0.0016814i,-0.00073833+0.0014484i,-0.00071302+0.00053772i,-0.00021165-0.00017875i,-0.00027249-0.00029561i,-0.00077708-0.00045208i,-0.00054103-0.00085157i,9.4117e-05-0.00098576i,0.00032684-0.00014069i,0.00020691+0.00030666i,0.00044231+0.0001653i,0.00049083+0.00032553i,7.7326e-05+0.00074118i,-0.00034112+0.00069086i,-0.00023251+0.00046837i
-0.00031277+0.00061467i,-0.00012834+0.00054619i,0.0016007+0.00054232i,0.0021445+0.00075014i,0.0017851+0.00094239i,0.0014344+0.00078806i,0.00029169+0.0013824i,-0.00046781+0.0019099i,2.2082e-05+0.0015209i,0.0004946+0.0006735i,0.00070734+0.00010663i,0.00060055+0.00034628i,0.00017358+0.00046701i,-0.00063397+0.00084784i,-0.0011403+0.0009059i,-0.0005904+0.00058672i,0.00052441+0.00038263i,0.00044093-0.00034542i,-0.00073902-0.0013088i,-0.00030084-0.00091179i,0.0001999+1.4146e-05i,1.2576e-05+0.0001951i,-5.8113e-05-3.7258e-05i
0.00058454+0.0016114i,0.00052992+1.2133e-05i,0.0018884-0.00084802i,0.00254-0.0013623i,0.0018215-0.0017558i,0.00070097-0.00087957i,0.0001972+0.00039895i,-0.0003346+0.00153i,-0.0010533+0.0018775i,-0.0011619+0.00095549i,-0.0008386+0.00079925i,-0.00066974+0.00076387i,-0.00012905+0.00017003i,0.00083175-0.00018661i,0.0010989-0.00018624i,0.0007211+0.00021141i,0.00057205+0.00039379i,0.0012213+0.00046134i,0.00097946+0.00068143i,0.00014399+0.00023819i,-0.0001072-0.00028914i,-6.3444e-05-0.00078458i,1.8461e-05-0.00054677i
-0.00076506-4.0102e-05i,8.615e-05+0.0013888i,-0.00030598+0.0018029i,-0.0011984+0.0019466i,0.00026492+0.0023131i,0.0014005+0.002041i,0.00041967+0.0012159i,-0.00032493+0.0015176i,-0.00082051+0.0021975i,-0.00067584+0.0016933i,0.00063546+0.00059659i,0.00084098+6.1757e-05i,-0.00018127-4.4225e-05i,-0.00049415+0.0001179i,-0.00055607+0.0001634i,-0.00077403-0.00033254i,-0.0002628-0.00040393i,0.00033701-0.00017485i,0.0003528+9.8078e-05i,-5.0783e-05+4.3315e-05i,-0.0010254+0.00028812i,-0.001921+0.00060147i,-0.0013519+0.00026232i
-0.00083869-0.00073433i,-0.001124+0.00021382i,-0.0017376+0.00048373i,-0.0016127+0.00024772i,-0.00089759+0.00044427i,-0.00065195+0.00098498i,-1.0369e-05+0.00064632i,-0.00011651+0.00048569i,-0.00049069+0.00039654i,-0.00016977+0.0010553i,-5.147e-06+0.0014525i,-0.00032708+0.00052447i,-1.0779e-05+0.00034685i,0.00024529+0.00035082i,0.00029614+0.00041986i,0.00053129+0.00069034i,0.000189+0.00036634i,-0.00011944-0.00071182i,0.00010914-0.00065468i,0.00034217+9.5141e-05i,0.00042824+2.9064e-05i,2.4908e-06-0.00045101i,-1.1657e-05-0.00026509i
-0.00048872-4.92e-05i,-0.00097133+0.00016898i,-0.00062574+0.0010586i,0.00078423+0.0021011i,0.0015754+0.0027207i,0.001146+0.0020664i,0.00027536+0.001508i,-0.00086812+0.0015842i,-0.0015065+0.0011189i,-0.00071033+0.0011472i,0.0006329+0.0014418i,0.00023836+0.00090013i,-0.00096208-2.6947e-05i,-0.0009951+3.7615e-05i,-0.00033631+0.00020922i,-0.00075812+0.00049962i,-0.00080898+0.00047501i,0.00027125-0.0001071i,0.00060428+1.2001e-05i,0.00040157-0.00019824i,0.00021066-0.00021747i,-0.00011088+0.00050092i,1.5416e-06+0.00081227i
