-0.0036869+0.00072671i,-0.0019063+0.0010737i,-0.0014619+0.0018827i,-0.00059866+0.003683i,-0.00028806+0.0048501i,0.00050949+0.0035505i,0.0012705+0.0025949i,0.00058597+0.002371i,-1.9095e-05+0.0013385i,-0.00063038+0.00069996i,-0.00043186+0.00022264i,0.00058772-0.00084741i,0.00097962-0.0014595i,0.00041542-0.001424i,9.259e-05-0.0014384i,0.00012061-0.0010671i,-0.00060188-0.0011289i,-0.0011513-0.00092285i,-0.00041181-0.00061276i,-6.3298e-06-0.00038267i,-0.00021954+3.5624e-05i,-0.00050208+7.541e-05i,-0.00042988+0.00080017i
-4.5154e-05+0.001206i,0.00024628+0.00022058i,0.0010037-0.000402i,0.00099166+0.00017615i,0.00043002+0.00070764i,-0.00036151+0.00078509i,-0.00042784+0.0011366i,-0.0003727+0.0022499i,-0.0010237+0.0024184i,-0.00088938+0.0021392i,-0.00039533+0.0010398i,-0.00020875+0.00011786i,0.00029553+2.3153e-05i,0.00099911-0.00028828i,0.00074781+5.162e-05i,0.00011614+0.00056354i,-0.00017089+0.00049035i,0.00018873+0.00069726i,0.00061487+0.00029884i,0.00055271-0.00039357i,-0.00034268+8.1528e-05i,-0.00077135+0.00042354i,-0.0001137+0.00032523i
-0.00032398-0.001321i,-0.0014673-0.00088682i,-0.0015561-0.00072707i,-0.00057141+0.0003958i,-0.00097078+0.0019723i,-0.00070207+0.0022453i,0.00046245+0.001879i,0.00071726+0.001396i,-0.00013557+0.0007099i,-0.00055715+0.00054187i,-0.00042975+0.0010215i,-0.00011207+0.0010545i,-4.9192e-05+0.00066071i,0.00040956+9.7326e-05i,0.00034086+4.8501e-05i,-0.00031466+0.00033691i,-0.00073346+0.00031741i,-2.1821e-05-1.5586e-05i,0.00081132-2.9715e-05i,0.00030604+9.3344e-05i,-0.00036324+8.9587e-05i,-0.00053788+0.00083833i,0.00025661+0.00075056i
0.00097512-0.00031658i,-0.00090466-0.00077502i,-0.0021455-0.0015631i,-0.0013017-0.0011128i,-0.00025997+7.4411e-05i,-9.6522e-05+0.0011358i,-0.0005129+0.00098133i,-0.00065618+0.0010709i,-0.00041224+0.0018507i,0.0001333+0.0018215i,0.00043336+0.0017819i,0.00050591+0.0009153i,0.00096176-0.00084006i,0.00063485-0.00072643i,-0.00012358+1.7646e-06i,2.7261e-05-0.00017606i,-0.00053753-0.00010663i,-0.00098363-0.00014199i,-0.00095488+0.00043762i,-0.00097656+0.00074592i,-0.0009823+0.00029102i,-0.00073207+4.7776e-05i,-0.000696+4.5004e-05i
0.0019889+0.00053837i,0.0019609-0.00062609i,0.0013077-0.0026676i,0.00089548-0.0027229i,0.0011315-0.0020132i,0.00049053-0.0018661i,-9.797e-05-0.00089563i,-0.00059328+0.0003792i,-0.0011797+0.00068206i,-0.00075875+0.00063422i,-0.0005614+0.0006274i,-0.00056573+0.00039282i,-0.00038123+3.6148e-05i,-0.00018803-0.00043757i,-0.00041478-0.00039823i,-0.0004047+0.00027022i,-0.000359+0.00025744i,-0.0002457+0.00037277i,-0.00027373+0.00031013i,-0.00016554-0.00016536i,-0.00029582-0.00012625i,-0.00011244+0.00048604i,0.00078796+0.0010932i
-0.0013457+0.00056724i,-0.0011637+0.00014139i,-0.00085967+0.0014703i,-0.00091014+0.0024279i,0.00016507+0.0027166i,0.0007974+0.0033161i,-0.00017538+0.0023214i,-0.00038465+0.0018924i,-0.00039611+0.0019685i,-0.00074494+0.0014799i,-0.00083028+0.0014647i,-0.00096689+0.0015351i,-0.00058777+0.00091175i,6.3961e-05-0.00016031i,-0.00036742-0.00042508i,-0.0012302+0.00047774i,-0.0013328+0.00075974i,-0.00054435+0.00015603i,1.1229e-05-0.0003329i,-0.00082657-0.00017086i,-0.000897-0.00033491i,-0.00017824+5.7986e-05i,-0.00025148+0.00076691i
-0.0012372+0.00094746i,-0.00044269+0.0011263i,-0.0003963+0.0013679i,0.00039346+0.0015378i,0.0013346+0.0017294i,0.0014252+0.001253i,0.0011866+0.00012649i,0.00055705-0.00046512i,-7.5096e-05+0.00038174i,-0.00075895+0.00091966i,-0.00068519+0.0011778i,0.00013661+0.00093586i,0.00039172-0.00026707i,0.00028393-0.00071099i,0.00015344-0.00052081i,0.00016819-0.00024348i,0.00051502-0.00021327i,0.00095492-2.7147e-05i,0.0010651+0.00017999i,0.00052342-7.0753e-05i,-0.00029833-0.00063327i,-0.00064463-0.00048183i,-0.00092484+9.5401e-05i
0.00047467+0.00074031i,0.00060991+5.6184e-05i,0.0012038-0.00098734i,0.0012961-0.00090632i,0.00096897-0.00084065i,0.0001809-3.3194e-05i,-2.1663e-06+0.00052092i,-9.0321e-05+0.00121i,-0.00099278+0.0012595i,-0.0011026+0.00086046i,-0.00032412+0.00042438i,-6.0509e-05+0.0007483i,-4.3527e-05+0.00098184i,-0.00061819+0.0011133i,-0.00023044+0.0010373i,0.00035062+0.00056293i,7.0211e-07+0.00024887i,0.0005933-8.5288e-05i,0.00053511-0.00050397i,-0.00035416-0.00093733i,-0.00066037-0.00060817i,-0.00066116-8.2189e-05i,-0.0011169+0.0004121i
0.0010248+0.0014585i,0.0011148+0.0013131i,0.0010471+0.0015076i,0.00040638+0.0014431i,0.0016605+0.0014397i,0.0024966+0.0012152i,0.00063406+0.00067756i,-0.00037527+0.00082313i,-0.00073853+0.00093928i,-0.00046993+0.00098482i,8.9106e-06+0.00079805i,-0.0004285-0.0011041i,-0.00052079-0.0025114i,-0.00047155-0.0012882i,-0.00094806-0.00019088i,-0.00091105+0.00043351i,-0.0002573+0.0010354i,0.00018052+0.0012713i,-2.9039e-05+0.000873i,-0.00015367+2.9875e-05i,4.9646e-05+3.5864e-05i,-0.00020478+0.00053804i,-0.00021382+0.00031785i
-0.00012969-0.00058884i,0.0011677-6.9969e-05i,0.00044069+0.0003714i,-0.00010702+0.00045359i,-0.00023904+0.0010213i,-0.00051742+0.0016021i,5.4327e-05+0.0016951i,0.00012679+0.0022138i,-0.00083677+0.0019287i,-0.0014224+0.0010746i,-0.00094968+0.00050447i,0.0001388+0.00069754i,0.0008065+0.00016608i,0.00033503-0.00083646i,-0.00060859-0.00062328i,-0.00030525-0.00018761i,0.00090786+0.00034049i,0.00059018+0.00075662i,0.00037911+0.00028583i,0.00070062-0.00065125i,0.00039424-0.0011845i,5.0772e-05-0.00056075i,8.4195e-05+0.00025385i
0.0026614+0.0017682i,0.00246+0.0014336i,0.0020887+0.00075732i,0.0021268-0.0005633i,0.001316-0.0008235i,8.3743e-05+0.00012573i,-0.00040988+0.00039404i,-3.2514e-05+0.0008726i,5.9559e-05+0.0012944i,0.00054001+0.001468i,0.00048547+0.00081626i,4.8861e-05-0.00043955i,-0.00029188-0.00058435i,-0.00055865-0.00012891i,-0.00057974+0.00036895i,-0.00038761+0.00074036i,-0.00082964+0.0010172i,-0.00046999+0.00066693i,0.00015519+9.5585e-05i,0.00055842-0.00024404i,0.00041275-0.00037519i,-0.00024817-0.00027985i,-0.00024422+0.00013776i
0.00061063-0.00058807i,-1.3426e-05-0.00036464i,-0.0003741-0.00021219i,-0.0012306-2.3392e-05i,-0.0013178+0.00056058i,-0.00036642+0.00067445i,-0.00025862+0.0014097i,-0.0014933+0.0010635i,-0.0018899-0.00027906i,-0.00078176-0.00014143i,-0.00022913+0.00058568i,-0.00041843+0.00034622i,-0.00042126-0.00014331i,-0.00011959-0.00035574i,-4.6972e-05-0.00063717i,0.00072209-0.00062822i,0.0009762-0.000192i,0.0010333+0.00042789i,0.0010884+0.00035646i,0.0009212-2.7382e-05i,0.00064056+7.8344e-05i,0.00088384-0.00021423i,0.0013431-0.0002618i
0.00020138+0.00037274i,2.0428e-06+0.00057898i,1.2573e-05+0.0010715i,0.0014566+0.0010011i,0.0020809+0.00073349i,0.0012876+0.00091604i,0.00068483+0.00050341i,0.001046+0.00037212i,0.0011823+0.0018102i,0.00066618+0.0020122i,0.00023749+0.00092354i,0.00034982+0.00032198i,0.00036522+0.00059719i,-0.00012247+0.00064524i,-0.00025072+0.00054145i,-0.00055379+0.0011236i,-0.0012429+0.00075541i,-0.00090543+0.00048339i,0.0001277+0.0001438i,0.00073714-0.0002297i,0.00086711+0.00032573i,0.00024444+6.2154e-05i,-0.00016515-0.0002015i
-0.00037029+0.00095056i,-0.00094025+0.0011551i,-0.00013409+0.0010985i,0.0010747+0.00078008i,0.00108+0.001013i,0.00058945+0.00025225i,-4.7278e-05-0.00010887i,-0.00086548+0.00060801i,-0.00087951+0.00063861i,-0.00064747+0.00057576i,-0.00061579-0.00022589i,-0.0003487-0.00036299i,-0.00034832+0.00043803i,-0.00034011+0.00031675i,6.1295e-05-0.0001322i,-0.00016988+0.00016261i,0.00017419+0.00086094i,0.00069986+0.00083087i,0.00017197+1.5701e-05i,-0.00018994-0.00079955i,0.00058454-0.0008705i,0.0011206-0.0002977i,0.00079634+0.00029816i
0.00030462-0.00053898i,-0.00055909-0.0013062i,-0.0015907-0.0014244i,-0.0020309-8.2935e-05i,-0.0013114+0.0013306i,-0.00032056+0.0026763i,0.00032082+0.0017202i,0.00054318+0.00071043i,-9.1154e-05+0.0010007i,-0.00074111+0.00094258i,-0.00078488+0.00064752i,-1.6489e-05+0.0003651i,2.6134e-05+0.0002195i,-0.0005096-0.00041304i,-0.00048748-0.00066446i,-0.00045724+1.1359e-05i,-0.0003492+0.0004495i,-0.0004017+0.00029762i,-0.0002253-0.00022511i,-0.00023725-0.00073915i,-0.00053405-0.001163i,-0.00057686-0.00073323i,-7.9007e-05+0.00045553i
0.0004207-0.00024318i,-0.00010408+0.00060834i,-0.00032979+0.0011187i,-0.00084921+0.00075756i,-3.5842e-05+0.00059896i,0.00072622+0.00050714i,0.0004482-6.1633e-05i,0.00043194-2.4701e-05i,2.9928e-05+0.00028147i,-0.00084028+0.00043128i,-0.001105+0.00056228i,-0.00067088+3.2259e-05i,-8.126e-05-0.00020637i,-0.00013225-0.00012073i,-0.00047172-0.00055402i,-0.00089006-0.00032054i,-0.00013079+0.0004767i,0.00067091-3.3812e-05i,0.00084346-0.000427i,0.00072107+0.0001638i,0.00024858+0.00029912i,-0.00032398+0.0002774i,-0.00026783+0.00054415i
-0.00034436-0.00045106i,-0.00064679-0.0008761i,-0.00061398-0.00059141i,-9.5422e-05-0.00035549i,0.00041536-8.4306e-06i,0.00065096-9.4388e-06i,0.00054351-0.000344i,0.00054732-0.0001263i,0.00094578+0.00040016i,0.00057559+0.00084052i,-4.1393e-05+0.00091141i,0.0006383+0.00093919i,0.00060379+0.0013512i,-0.00034907+0.0014507i,-0.00067547+0.00066554i,-0.00063532-0.00014821i,2.002e-05+0.00013038i,0.00020807+0.00010689i,-0.00023797-0.00046587i,-0.00035211-0.00026718i,-0.00036065-0.00011751i,-0.00015896+0.00017662i,-0.00024472+0.00027792i
-0.0002062-0.00058036i,0.00026587-0.00058832i,0.00027125-0.00012819i,0.00011663+0.00092091i,-0.00011393+0.00062034i,0.000308+0.00026797i,0.00047408+0.00066425i,-0.00047777+0.00095511i,-0.001043+0.0009249i,-0.00094693+0.00047456i,-0.0011037+0.00011637i,-0.001372-0.00017693i,-0.00073738-0.00072467i,1.1335e-05-0.00046705i,0.00095597-0.00041171i,0.00090993+2.7522e-05i,0.00029061+0.00047012i,0.00013668+3.6771e-05i,-0.00033187+3.1135e-05i,-0.00038057+0.00060608i,-0.00019203+0.00011782i,-0.00078338+0.00026149i,-0.0010446+0.00017073i
-0.00032735-0.00199i,-0.0011332-0.00061646i,-0.0018113+0.00035325i,-0.00097445+0.0015744i,0.00023953+0.0016681i,0.00061522+0.00092812i,-4.9325e-05+0.0015226i,-0.00054203+0.0021189i,-0.00074462+0.0021248i,-0.001313+0.0019269i,-0.00103+0.0017877i,-0.00093526+0.0010588i,-0.00059427+0.00042684i,-0.0003363-0.00054348i,-0.00042391-0.00091979i,-0.0003049+0.00022949i,-0.00025426+0.00082631i,-0.00011202+0.00027282i,-0.00049331-0.00048011i,-0.00024562-0.00038304i,-1.9368e-05+0.0001816i,0.00027507+0.00021779i,0.00080218-0.00018425i
0.0006847-0.00035238i,-0.00031492+0.0003471i,9.277e-05+0.0010028i,0.00064044+0.0010104i,0.00065756+0.0007116i,0.00094809+0.0014244i,0.00061656+0.00082494i,-0.00026029-0.00046938i,-0.00041028-0.00015515i,-4.8055e-05+0.00048664i,-0.00054627-2.3828e-05i,-0.00051483-0.00044466i,-0.00039831-0.00022158i,-0.00062991-0.00074906i,-0.00058754-0.0013744i,-0.00017079-0.00034368i,-0.00059268+0.00019759i,-0.00086108-0.00036707i,-0.00027687-0.0008045i,0.00035657-0.00049132i,0.00043344+9.4169e-05i,0.00053688+0.00022678i,0.00037468+0.00019954i
0.00028408-4.9842e-05i,-0.00033044-0.00016642i,-0.0010658+0.00023648i,-0.00076216-0.00012825i,0.00099205-0.00076513i,0.0014298-0.00066571i,0.0005017-0.0011597i,-0.00015585-0.0005975i,-0.00061643+0.00082939i,-0.00055352+0.0013617i,0.00065071+0.00085186i,0.0011735+0.00011295i,0.00081451-0.00052668i,-4.898e-05-0.00091404i,-0.0008621-0.00084991i,-0.00034033-0.00047571i,-0.00013523+0.00017609i,9.4864e-05+0.00039399i,0.00088093+6.7392e-05i,0.00069015+0.00062826i,-2.5952e-05+0.00050728i,-0.00062511+4.5836e-05i,-0.00070304+0.00024079i
-0.00026361+0.0016835i,0.00081875+0.001742i,0.0021177+0.0020928i,0.0015863+0.0017802i,0.0011102+0.0018347i,0.0015034+0.0012907i,0.00095936+0.00082375i,0.00029695+0.001723i,-0.00029023+0.0022212i,9.6403e-05+0.0018832i,0.0012346+7.9468e-05i,0.0012539-0.00048621i,-3.3465e-05+7.6526e-05i,-0.00054791-7.3621e-05i,-0.0012103+0.00058648i,-0.00083985+0.00088891i,0.00028575+0.00059306i,0.00044644+0.00038915i,0.00017441-0.00035651i,0.00029687-0.00063673i,0.00030461-0.00029503i,5.9408e-06-9.5351e-05i,0.00051555-5.6408e-05i
-0.00086866-0.0012194i,-0.0016469-0.00025894i,-0.0021557+0.0013064i,-0.00053268+0.001726i,0.00050779+0.0019536i,0.00069401+0.0010648i,0.0011155+0.00044225i,0.00081046+0.00014294i,1.8872e-05+2.0595e-05i,-0.00034019+0.001152i,-0.00026242+0.0016103i,-0.00019338+0.0014646i,0.00025348+0.00097566i,0.00055382-0.00016697i,0.00030437-0.00086137i,0.0002989-0.00079661i,0.00083324-0.00039942i,0.00076724-0.00027004i,0.00022661-0.00029621i,-0.00020956-0.00075729i,-0.00056723-0.001008i,-0.0010004-1.8667e-05i,-9.2101e-05+0.0010257i
-0.00088201+0.00028421i,-0.0010917+0.00042288i,-0.00057526+0.0010714i,0.00091856+0.0020846i,0.001016+0.0020242i,0.00078835+0.0011127i,0.00013664+0.0012827i,-0.00082739+0.0015404i,-0.00055325+0.0015434i,-0.00030948+0.0017336i,-0.00019739+0.0011518i,0.00069595-0.00017121i,0.00044799-0.00033162i,-0.0010684-7.7864e-05i,-0.00080226+8.8178e-05i,0.000146+0.00069767i,-0.00029518+0.00076375i,-0.00050845+0.00016076i,-0.00042947+0.00086401i,-0.00050105+0.0010116i,-0.00038681+0.00041408i,-0.00052764+0.00058253i,-0.00043479+0.00031914i
4.6746e-05+0.00013161i,0.0002325+0.0011409i,0.0011664+0.0017046i,0.0013493+0.0015642i,0.00018386+0.00041071i,-0.00078157-5.3091e-05i,-0.00035467+0.0010797i,0.0012516+0.0019115i,0.00085209+0.0015513i,-0.00060764+0.001048i,-0.00065277+0.00069214i,-7.0487e-06+0.00062798i,-0.00011444+2.4598e-05i,-0.00020318-0.00051966i,-0.00025603-0.00019985i,-0.00049248+0.00051785i,-0.00041533+0.000417i,0.00038723+0.00028397i,0.0014745+0.0001787i,0.0015139+0.00010923i,-1.7286e-05+0.0006916i,-0.0011601+0.0011674i,-0.0012538+0.00078644i
-0.00032178-0.00093088i,-0.0014113-0.00066131i,-7.8583e-05-0.00017552i,0.0014463-0.00070485i,0.0014298-0.00062189i,0.00065916+0.00025205i,-0.00055625+0.0010693i,-0.0017447+0.0017329i,-0.0019007+0.0013573i,-0.00089957+0.0010757i,0.00025854+0.00070183i,0.00026009-0.0002651i,-0.00022814-0.00076472i,7.0649e-05-0.00070309i,-0.00034065-0.00010693i,-0.0009271+0.00080451i,-0.00090625+0.00046667i,-0.00063656-0.00010596i,0.00014824-0.00030305i,5.1503e-05-0.00068516i,-0.00011152-0.0005735i,-0.00012503+0.00067782i,-0.00017646+0.001171i
0.00029958-0.00023984i,7.5127e-05-0.00049367i,-0.00014417+0.00018043i,0.00052254+0.00093949i,0.0011818+0.0016096i,0.00012477+0.0016318i,-0.00058415+0.00087078i,-0.00070814+0.00024008i,-0.0012588+0.00038825i,-0.0011187+0.00047458i,-0.00069474+0.00049408i,-0.00019567+0.00060862i,0.00021489+0.00064586i,0.00035336+0.00088499i,0.00064296+0.00056421i,0.00048553+3.9191e-05i,-0.00064411-0.00031611i,-0.00056809-0.00076617i,0.00063762-0.00085209i,0.0010033-0.001023i,0.00057558-0.00044783i,-7.2341e-05-0.00022727i,5.8583e-06-0.0004245i
0.00081285-0.00049459i,0.0001163-0.00028424i,-0.00039523-0.0014676i,-6.0935e-05-0.0014079i,-0.00028295-0.00064652i,-5.4328e-06+0.00082188i,0.00080771+0.0015735i,0.00096974+0.00089219i,-0.0004736+0.00074617i,-0.00060548+0.00047136i,0.00027789+0.00086018i,-0.00016277+0.00053016i,0.00034128-0.000819i,0.00076466-0.00050164i,-5.7579e-05+0.0003909i,-0.00066446+0.00040837i,-0.00051459-0.00025511i,-0.0003803-0.00032128i,-0.00011699-5.5861e-05i,-5.6956e-05+0.0002346i,-0.00098428+8.4766e-05i,-0.00093562-0.00011318i,-0.00041732-0.00031014i
0.0011455+0.00067016i,0.00072713+0.00084693i,0.0010181-6.7534e-05i,-0.00061271-0.0012233i,-0.001835-0.0012178i,-0.0012777-0.0006433i,-0.001292+0.00070403i,-0.0007441+0.0022922i,0.00018942+0.0024282i,0.00010408+0.0015454i,-0.00027518+0.00074549i,-2.3755e-05+0.00070734i,-4.0032e-05+0.00067244i,-0.00058637+0.00017639i,-0.00055536-0.00010381i,6.6281e-06-5.6277e-05i,0.00039368-0.00012557i,5.172e-05-0.001094i,-0.00040479-0.00088038i,-0.00040907+4.462e-05i,-0.00045468+0.00011119i,-0.00076052+0.00089734i,-0.0010196+0.0012304i
-8.9563e-05+0.0018613i,0.00035161+0.0016366i,0.0012776+0.00072944i,0.0031073+0.00067658i,0.0038167+0.00095908i,0.0031728+0.0013753i,0.0014731+0.0012787i,0.00046223+0.00085782i,-0.00025037+0.00077767i,-0.0012272+0.00057973i,-0.0011017+0.00049101i,-0.00060688+0.00033593i,-0.00025569+0.00020575i,-0.00056336+0.00051954i,-0.0014789+0.0010614i,-0.0011409+0.00085646i,-0.00051662+0.0005608i,-0.00048415+0.00064203i,-9.0819e-05-0.00024817i,0.00026845-0.00074833i,0.00014536+0.00018923i,0.00017502+0.00070688i,0.00019923+0.00038714i
0.00068024-0.00026121i,0.00011682-0.0013089i,-0.0020189-0.0015513i,-0.0027207-0.00070906i,-0.0017242+0.00021392i,-0.0006634+0.00083942i,0.00038169+0.0012497i,0.00018111+0.00066636i,-0.00048143-4.1077e-06i,-0.00046014+0.00014291i,5.423e-05+0.00069632i,0.00025615+1.3291e-05i,0.00062004-0.00068131i,0.00095329-5.7763e-05i,0.00056175+0.00039536i,3.6807e-05+0.00010686i,9.7255e-05-0.00054711i,0.00066143-0.00074071i,0.00053245+0.00058873i,-3.1581e-06+0.00079138i,0.00017457-0.00018958i,0.00088739-0.00012654i,0.00052712+0.00030896i
0.00030215-0.00099666i,0.00032201-0.0013596i,-0.00042284-0.0013284i,-0.00035905-0.0013976i,3.0749e-05-0.0012808i,-0.00036114-0.00058645i,-0.0010566+0.00060376i,-0.00093725+0.0010262i,-0.00079912+0.0010734i,-0.00070729+0.00093955i,-7.6923e-05+0.0011318i,0.00044859+0.0012543i,0.00039194+0.0012561i,0.00061353+0.00060517i,0.00030916+0.00068291i,-2.9971e-05+0.0016103i,0.00044039+0.0010688i,0.00041377+0.00090252i,0.00038967+0.00031292i,0.00042348-0.00052506i,0.00046038-0.00040301i,0.0003506-0.00014721i,-0.00021926+0.00030499i
-0.0010084+0.0012584i,0.00050728+0.001765i,0.0014452+0.0024732i,0.0021413+0.0024637i,0.0033733+0.0021422i,0.0039845+0.0013915i,0.0016982+0.0002532i,-0.00061359+0.00024741i,-0.00072301+0.00067354i,-6.3143e-05+0.0010169i,-0.00016257+0.0009414i,-0.00038752-0.00028504i,-0.00035385-0.00072429i,-0.00051631-0.00041242i,-0.0007107-0.00088792i,-0.00040211-0.00038555i,0.00019551+0.00039855i,0.00067955-0.00011157i,0.0011041-0.00049575i,0.0010146-0.00012707i,0.00055324+0.0004508i,0.00014319+0.00062937i,-0.00041081+0.00016072i
-0.00016611-0.00014974i,-0.00089037+7.6285e-05i,-0.0012631+0.00047285i,-0.00079849+0.0021326i,0.00032364+0.0027542i,0.00044629+0.0016371i,-0.00028076+0.000973i,-0.00060653+0.0015516i,-0.00087031+0.0017877i,-0.00096775+0.0014221i,-0.00082772+0.00062498i,-0.00061736+0.00028238i,-0.00016797+0.00042451i,0.00021791+0.00024004i,-1.6036e-05-0.00090093i,0.00017429-0.0015343i,0.00039199-0.00099064i,0.00019375-0.00091274i,0.00014336-0.00069328i,-5.2371e-05+0.00010897i,2.293e-05+0.00061077i,0.00011266+0.00031371i,8.6239e-05+2.4165e-05i
-0.00081639+0.00049974i,-0.00043689+0.0011033i,-0.00044872+0.0010484i,-0.00092257+0.0011587i,0.00014802+0.0014434i,0.0010421+0.0014548i,3.7209e-05+0.00076969i,-0.0010245+0.00076023i,-0.0022364+0.0012297i,-0.0021032+0.00048646i,-0.0011388-0.00057613i,-0.00053407-0.00062548i,-0.00011733-0.00094273i,3.5436e-05-0.00077679i,-0.00033762-5.1574e-05i,-0.00067649-0.00022529i,-0.00017522-0.00052939i,0.00039936+0.00034033i,0.00026184+0.00074526i,0.00014025+0.00037791i,0.00030724-5.2829e-05i,-0.00030177-0.00027583i,-0.0010705+3.9978e-05i
0.00051599+0.0006014i,0.00057458+0.00058355i,0.00055819+0.00023137i,9.5081e-05+0.00040431i,-0.00075088+0.00083183i,-0.00052113+0.0011907i,2.772e-05+0.0019722i,-0.00023763+0.0011446i,-0.00056933+0.00056965i,0.0004536+0.00094517i,0.0011552+0.00098918i,0.00022067+0.00080331i,5.0351e-05+0.00066775i,0.00042904-0.00029655i,0.00045455-0.00068025i,0.00070215+0.0001153i,0.00079944+0.0003535i,0.0010425-0.00027615i,0.00069927-0.0013892i,0.00053681-0.0013249i,2.0837e-05-0.00087907i,-0.00067952-8.5782e-05i,-0.00034408+0.00035163i
-0.0016239+0.0021395i,-3.1506e-05+0.0027038i,0.0014086+0.0019846i,0.0025853+0.00025128i,0.0027703-0.00069233i,0.0015045-0.00099627i,0.00043418-0.00052599i,-7.927e-05+0.00022897i,-0.00049337+0.00064408i,-0.00066219+0.00085261i,0.00010023+0.00099823i,0.00028765+0.00068636i,-1.1332e-05-0.00018112i,-0.00038851-0.00061389i,-0.0010868-0.00046801i,-0.00082206-0.0005485i,0.00018044-0.00034279i,0.0011976+0.00016988i,0.00040672+0.0003512i,-0.00066966+0.00012147i,-0.00038711-0.00032418i,-0.00038274-0.00034856i,-0.00012381-0.00029302i
0.0007775-0.0015024i,8.1169e-05-0.00084148i,-0.00098034+0.0002974i,-0.00087418+0.0016597i,-0.00024778+0.0028461i,-8.9648e-05+0.0027802i,-6.8269e-05+0.0017235i,-0.00016955+0.0015278i,-0.00021438+0.00082893i,-6.4357e-05+0.00019181i,-5.0355e-05+0.0001678i,0.00012352+0.00010417i,0.00051148+7.5452e-05i,0.0011185+0.00058513i,0.00077247+0.00089513i,0.0002976-2.5237e-05i,3.7964e-05-0.00036876i,-0.00055487+0.00066041i,-0.00054766+0.00040982i,-0.00039564-0.0001634i,-0.00038316+0.00042692i,6.1969e-05+0.00042057i,0.00055655+7.2466e-05i
0.0004477-0.00012196i,-0.00081642-0.00087312i,-0.00065807-0.0010307i,-0.00044745-0.00080104i,9.7827e-05-0.00086086i,0.00081602+6.2483e-05i,0.00087976+0.0012594i,0.0003409+0.0018385i,-0.00061316+0.0021284i,-0.00086575+0.0014221i,-0.00063175+0.00044624i,-0.0007236-0.00041263i,-0.00044029-0.001025i,4.0528e-05-0.0010904i,0.00034529-0.0002985i,9.7701e-05+0.00077183i,-0.00054098+0.0011863i,-0.00060576+0.00047355i,-0.00060262-6.7724e-05i,-0.00040878-0.00060431i,-0.00028502-0.00063131i,-8.883e-05-0.00047755i,7.4685e-05-0.0001283i
-0.0011124-0.00032938i,-0.00066293-0.00047236i,-0.00063941+0.00052206i,-0.00011988+0.00089438i,0.001887+0.00092875i,0.0016447+0.00066957i,-0.00027474+0.00058735i,-0.0012794+0.0012679i,-0.0011133+0.0017449i,-0.00023214+0.0015867i,0.00053893+0.0011708i,0.00050601+0.00069644i,0.00016755+9.8102e-05i,0.00023024-0.0011098i,0.00014811-0.001714i,-0.00053239-0.00094306i,-0.0009158-0.00060931i,-0.00013745-0.00079241i,0.00036392-0.00056738i,0.00023193-0.0003552i,0.00035963+6.1733e-06i,-3.0031e-05+0.00065827i,-0.00021332+0.00088723i
0.0018933+0.0009257i,0.0015019+0.00099771i,0.0016435+0.00013973i,0.0016284-0.0005071i,0.0010813+0.00011109i,0.00035226+0.00069931i,0.00023982+0.00065589i,-0.0001767+0.00084435i,-0.0011359+0.0010155i,-0.0013567+0.00062084i,-0.0012636-0.0002408i,-0.0010759-0.00012529i,-0.0010119+9.8188e-05i,-0.0010438-1.8601e-05i,-0.00047276+0.00043422i,-0.00049078+0.00062297i,-0.00055843+0.00019341i,2.4075e-05+6.5538e-05i,-0.00014217+0.0001078i,-0.00065622-0.00048329i,-0.00045161-0.00012068i,-0.00079591+0.00062086i,-0.00051775+0.00010762i
0.00022816+0.00071573i,-0.00038748+0.00051575i,-3.0869e-05-0.0012352i,0.00039613-0.0010555i,-0.00020184+0.00024324i,3.441e-05-7.9193e-05i,0.00026274+0.00014916i,-0.00040228+0.0012397i,-0.0010821+0.0014329i,-0.00096615+0.00072147i,-0.00081701-0.0004334i,-0.00099332-0.00062376i,-0.00063149+0.00016396i,-0.00037507-0.00023683i,-0.0001158-0.0007324i,-0.00026369-0.00043627i,-0.00013957-0.00048671i,0.00041749+0.00010507i,0.00013309+0.00051768i,-0.00029177+0.00017384i,0.00011794-2.7888e-05i,0.0010952-1.0501e-06i,0.0010511+0.00047476i
0.00060294-0.00038893i,0.00040638-0.00039834i,0.00042478+0.00049024i,2.8233e-05+0.0026241i,0.00070004+0.0038271i,0.00063682+0.0027845i,-4.5535e-05+0.0015901i,-0.000132+0.00097367i,-0.0002049+0.00059516i,-0.00028234+0.00086914i,-0.00024077+0.00097409i,-0.00031557+0.00049911i,0.0002703+0.00015086i,0.00087658-6.6582e-05i,0.0006343-0.00031889i,0.00027324-0.0001453i,0.00014508+0.0005509i,0.00033998+0.00012887i,0.0011907-0.00079882i,0.0014726-0.00086736i,0.00053364-8.4837e-05i,-0.00050529+0.00027087i,-0.00082194-5.6415e-05i
