-0.0021191-0.00024098i,-0.0029399-0.00062462i,-0.0043191-0.00087015i,-0.0029338-0.001029i,-0.0012626-2.1024e-05i,-0.00045131+0.0011717i,-0.00085232+0.00076158i,-0.00077462+0.00048405i,-3.6462e-05-1.3898e-05i,0.00049369-0.0010579i,0.00046501-0.00089441i,-0.00013175-0.00046873i,-0.00027347-0.00089046i,-0.00050618-0.00059062i,-0.00075153-7.6925e-05i,-2.4615e-05-0.00043746i,0.00057486-0.00047393i,0.00093432-0.00026733i,0.00075358-0.00033624i,0.00013591-0.0002347i,-0.00023657+3.2565e-05i,-0.00023018-0.00018975i,-0.0004252-0.00046818i
-0.00038489+0.00081724i,9.3219e-05+0.00014976i,-9.3828e-05+0.00023605i,-7.491e-05+0.00070556i,-5.3477e-05+0.00068989i,-0.00015261+0.00048027i,-0.000599+0.00012969i,-0.00080657+0.00017081i,-0.00014777-3.5711e-05i,-2.6094e-06-0.00053677i,-0.00010356-0.00036756i,-0.00013292-0.00062087i,-0.00011368-0.0008581i,-0.00062954-0.0005987i,-0.00053413+0.00022567i,-8.6609e-05+0.00031945i,0.00040735-0.00030039i,-0.00045663-0.00076962i,-0.00079518-0.00072803i,-0.00010843-0.0011504i,-0.0001735-0.00052583i,0.00019039+0.00043949i,-0.00017816+0.00024073i
0.0027665-0.00071037i,0.0017413-0.0021198i,0.00087359-0.0025004i,-0.00034906-0.0017497i,-0.00097594-0.001333i,-0.00082114-0.0013006i,-7.7798e-05-0.00019945i,0.00039358+0.00058295i,0.00073857+0.00055427i,0.00034473+0.00075961i,-0.00029422+0.00068047i,-0.00022329-9.2383e-05i,0.00010821-0.00063533i,0.000587+8.5381e-05i,0.00082065+0.0011281i,0.00033012+0.0012452i,0.00040345+0.00021875i,0.00098371-0.00034512i,0.00094246+0.00023873i,0.00069346+0.00024294i,0.00050231-4.6418e-05i,0.00030211+0.0003248i,0.00022439+8.0372e-05i
0.001811-0.0002407i,0.0027251-0.00089104i,0.0029354-0.00099791i,0.0014173-0.00051464i,0.00064388+0.00020182i,0.00053046-0.00015938i,0.00036366-0.00023998i,4.2192e-05-0.00026296i,-0.00036563+0.00028062i,-0.00039151+0.00047025i,-0.0003672-0.00036039i,-0.00018335-0.00068735i,0.00031535-0.00024291i,3.5834e-05-0.00010993i,-5.0571e-05-0.00016113i,-5.9393e-05+0.00016256i,0.00037478+0.00020283i,0.00074183-6.7952e-05i,-0.00018492+0.00011423i,-0.00027932+0.00061635i,0.00053934+0.00032889i,0.00061084-0.00046034i,0.0003302-0.00081993i
-0.00098044-0.00032769i,-0.00016593-0.0022844i,0.0008975-0.001847i,0.00091983-0.00074501i,0.00083943-0.00056916i,0.00079175-2.8705e-05i,-0.00035014+0.0016835i,-0.00072397+0.0024387i,-0.0011436+0.0010729i,-0.0013826-0.00041276i,-0.00096177-0.0010153i,-0.0006771-0.0010779i,-0.0002472-0.00080054i,-0.00034398-0.00049691i,-0.00075537-0.00052694i,-0.0012542-0.00064132i,-0.0013674-0.00065443i,-0.00091142-0.00022884i,-0.00069266+5.3409e-05i,-0.00090244+3.1418e-05i,-0.00050938+0.00050143i,0.00021418+0.00045886i,0.00081474+0.00031246i
0.00012961+0.00012793i,0.0014686+0.0012309i,0.0020244+0.0015206i,0.0015026+0.00070161i,0.00060077+9.5044e-05i,-8.5483e-05+0.00030526i,-0.00031726+0.00084728i,-0.00013385+0.00090073i,9.6552e-05+0.00087042i,0.00024233+0.0011605i,0.00088227+0.00068472i,0.001512+0.00046171i,0.0012386+0.00052789i,0.0010456-0.00029409i,0.0008485-0.00087724i,0.00082542-0.00082089i,0.00034061+0.00019373i,-0.00046685+0.00041524i,-0.00083075-0.00010225i,-0.00098295-0.0003571i,-0.00071938-0.0002635i,-0.00068267-0.00027479i,-0.00090264-0.0009699i
-0.002047-0.0016918i,-0.0029335-0.00092177i,-0.0020864-0.00033936i,-0.0005752+5.4056e-06i,8.2472e-05+0.00026161i,-0.00034315-0.00036579i,-0.0008005+0.0002775i,-0.0013763+0.0011314i,-0.0012082+0.00053224i,-0.00063288+9.5305e-05i,-0.00084556+0.00031739i,-0.00099508-0.00010833i,-0.0011629-0.00021074i,-0.0010918-0.00020155i,-0.00113-0.00024667i,-0.00096258-0.0005927i,-0.00036398-0.00020972i,3.4293e-05+0.00075071i,-0.00020842+0.0010146i,-0.00029602+0.00065135i,0.00010682+0.00060896i,0.00010965+0.00031455i,-0.00028885-0.00060861i
0.0018166+0.0022028i,0.0016698+0.0014533i,0.0014506+0.00024474i,0.00087614-0.00023886i,0.00097049+2.9949e-05i,0.00094537-0.00048493i,0.00036053-0.00093585i,-0.00054059-8.0718e-05i,-0.0010203+0.00060891i,-0.00061298+0.00049192i,0.00038609+0.00031403i,0.00072754-6.0495e-05i,7.1758e-05-3.7606e-06i,-0.00029181+0.00088845i,8.2886e-05+0.00060901i,0.00049761-0.00028853i,0.00059406-0.00085724i,0.00032572-0.00032401i,-0.00022933+0.00020965i,-0.0004656+0.00022038i,-0.00066433-0.00035401i,-0.00052118-0.00093502i,-0.00066225-0.00039899i
-0.00077753-0.00043099i,-0.00052235-0.00063313i,-0.00036934-0.00076579i,0.00031072-0.0001443i,-5.9034e-05+0.00056254i,-0.00021335+0.0013291i,7.779e-06+0.0015662i,0.00019694+0.00017067i,0.00047482-0.000338i,-0.0002155+0.00011405i,-0.00054269-0.00017268i,0.00024079-0.00018859i,0.00020123-0.00017949i,-0.00035241+8.7618e-05i,-0.00063507+0.00080758i,-0.00011835+0.00056272i,0.0014295-0.00026097i,0.0018748-0.00094987i,0.00041434-0.00099147i,-0.00054658-0.00061517i,-0.0005217+0.0002323i,-0.00066334+0.00063797i,-0.00069124+0.00023243i
0.0021796+0.00022463i,0.0017054-3.6496e-05i,0.0022072-0.0011199i,0.0017817-0.0014366i,0.000787-0.0009916i,0.00026182-0.0001791i,2.3593e-05+0.0011121i,0.00066064+0.0015136i,0.00092679+0.00048328i,0.00047872-4.7822e-06i,-4.5315e-05-0.00030905i,0.00048322-0.00066558i,0.00052493-0.00082912i,0.00014477-0.00055732i,0.00024343+5.338e-05i,-0.00046171+0.00019268i,-0.00046286+4.5671e-06i,-3.6326e-06-3.4653e-05i,-0.00013473-4.9705e-06i,0.00014215-0.00017473i,0.00024405-0.00010631i,-0.00028835+0.00048157i,-0.00023151+0.0014129i
-0.00015738-0.00044365i,0.00025856-0.0016832i,-7.1081e-05-0.0018725i,-0.00019058-0.00084907i,-0.00011647+5.6811e-05i,-0.00028117-1.7063e-05i,0.00021477-0.00042536i,0.00066996-0.00047243i,-0.00035249-0.00048035i,-0.00064227+0.00019158i,-0.00024059+0.00060737i,9.4519e-05+2.0011e-05i,0.00016822-0.00047948i,-4.9798e-05+0.00020316i,0.00050507+0.00052281i,-4.7695e-05+0.0004014i,-0.00089498+0.00014567i,-0.00047019-0.00055854i,-0.00032057-0.00097011i,-5.8621e-05-0.00044116i,0.00033488-0.00054119i,-0.00036955-0.00096927i,-0.00083746-0.00057348i
-2.743e-05-0.00084321i,0.00057072-0.0010857i,0.00087174-0.00057355i,0.001349-0.00029565i,0.0014513+0.00020079i,0.00067904+0.00065873i,0.00030349+0.00029481i,0.00040136+5.5703e-05i,-2.5718e-05+0.00055569i,-0.00029323+0.00034531i,0.00013383+0.00011044i,0.00024776-1.1868e-05i,-0.00015554-9.2796e-06i,-0.00049203+0.00049074i,-0.00075565+0.0010325i,-0.00048718+0.0004111i,0.00015152-0.00059862i,0.00037881-0.00043666i,0.00043253-0.0007421i,0.00088011-0.0015379i,0.00044607-0.00085855i,-0.00035337+0.0001639i,3.8834e-05+0.00053648i
-0.00030914+0.00013861i,-0.00044359-1.9041e-05i,-0.00033414-0.00085896i,-0.0011012-0.00059263i,-0.0015659+0.00068949i,-0.00070356+0.0015941i,0.00018649+0.0010373i,0.00060715+0.00023384i,0.0006156-0.00033729i,0.00058798-0.00037056i,0.00031843+7.0587e-05i,-0.00033258+0.00017216i,-0.00032567+4.7196e-05i,0.00061449+0.00023416i,0.0010991+0.00023781i,0.001502-0.00059264i,0.0013791-0.00045374i,0.0005761+4.2448e-05i,-0.00040289-0.00050206i,-0.00080249-0.00077199i,-0.00034278-0.00049117i,-0.00037022-2.042e-05i,-0.00020568+0.00043777i
0.0014436-0.0024541i,0.0014056-0.0034615i,0.00046078-0.0027636i,0.00013885-0.0010511i,0.00098494+0.00044286i,0.00037968+0.0012775i,-0.00033042+0.0010449i,-2.1572e-05+0.00063577i,0.0003568+0.00029332i,0.00021204+0.00021145i,-0.00014556-0.00011533i,-0.0006334-0.00042591i,-0.00066497-0.00027489i,0.00011809-0.00075775i,0.00073512-0.00075611i,0.0008036-0.00010091i,0.00082479+0.00021501i,0.00068063-6.5225e-05i,-0.00042648-0.00011342i,-0.00068348+0.00028765i,0.00037825+0.00018419i,0.00053874-0.00048052i,-0.00038253-0.00043902i
0.0009352-0.000527i,-6.2997e-05-0.00074275i,-0.00075526-0.00076304i,-0.0013953-0.00064794i,-0.0016766-0.00069079i,-0.0013429+1.242e-05i,-0.00086462+0.0010288i,6.6005e-05+0.0015979i,0.00052728+0.00062658i,0.00023775-0.0011058i,-0.00051744-0.0015556i,-0.00082389+0.00011791i,-0.00019296+0.0007856i,0.00071024+0.00024349i,0.00069994+0.00022937i,0.00024337+0.00020536i,0.00093546+0.00025419i,0.00079619+0.00030531i,-8.7337e-05+0.00017204i,-0.00053382+0.0005489i,-0.00056689+0.0004134i,-0.00025747+2.6221e-05i,0.00018255+7.6354e-05i
0.003252-0.00018126i,0.0033263-0.0013633i,0.0027823-0.0016406i,0.0013292-0.0010296i,0.00045875-0.00022353i,0.00083392+0.00076403i,0.001285+0.00096922i,0.00096161+0.00016197i,0.00032527-0.00021063i,0.00068299-0.00013496i,0.0010453-0.00018593i,0.00047289-0.00052213i,0.00057936-0.00012201i,0.00038344+0.0005704i,-0.00032856+0.00037114i,-0.00065589+0.00029112i,-0.000457+0.00047655i,-0.00014832+0.00049777i,-0.00035461+0.00042565i,-0.00041298+0.00025636i,-0.00053465-0.00021987i,-0.0003541+6.6176e-05i,0.00079891+0.00075278i
0.0010621-0.0018376i,0.001305-0.0029806i,0.0015101-0.0040164i,0.0016297-0.0030721i,0.00078558-0.00091813i,0.00081659+0.00085159i,0.0011174+0.00098714i,-0.00022979-0.00019819i,-0.00053409-0.00067766i,-2.9861e-06-0.00049004i,0.00039801-0.00016897i,-3.818e-05-0.00030895i,-0.00086122-0.00032178i,-0.00046403+0.00086802i,4.2911e-05+0.00095048i,-0.00049751+0.00031607i,-0.00085932+0.00031063i,0.00012584-0.00015078i,0.001073-0.0011796i,0.00069099-0.00092753i,9.0397e-05+5.2579e-05i,-0.00025777+0.00045705i,-0.00058527+0.00033666i
0.0022143-0.00010136i,0.0020163-0.0015521i,0.0015947-0.0010315i,0.00077946-0.00012281i,0.00041387-0.00067284i,0.00033388-0.00028323i,0.0005529+0.00073886i,0.0013222+0.0009149i,0.0012683+0.00064373i,0.00068857+0.00023965i,-0.00016587-0.00070702i,-0.00062228-0.00066359i,-7.1368e-05-8.4093e-05i,0.00049716-0.00036121i,0.00022856-0.00042497i,-0.00053559-0.00030533i,-6.4342e-06-0.00017247i,0.0008056-0.00023963i,0.00059817-0.0006942i,0.00069335-0.00042505i,-0.00010058-0.00043365i,-0.00048605-0.0003334i,0.00021403+6.177e-05i
0.00038197+0.0010427i,0.0010869+0.00018936i,0.0015387-0.00042717i,0.00063904-0.00094699i,0.0010062-0.00066193i,0.0020281+0.00022305i,0.0014907-4.1002e-05i,0.00036335-5.915e-05i,-0.00027774+0.00052004i,-0.00036387+0.00093231i,-0.00051607+0.00052388i,-0.00059386-0.00066294i,-0.0002782-0.00023329i,-0.00029881+0.00034068i,-0.00041764+0.00012437i,-0.00039322-0.00033859i,1.1017e-06-0.0002788i,0.00036995+2.0869e-05i,-0.00012136-0.00031055i,-0.00079256-0.00023122i,-0.00020655+0.00034265i,0.00065597+0.00072493i,0.00016367+0.00087368i
-0.00030881-0.0018212i,-0.00042142-0.0018611i,-0.00093423-0.0019822i,-0.0012828-0.0009381i,-0.0010246+0.00048419i,0.00011235+0.0013147i,0.0007782+0.0016134i,0.00027216+0.0014258i,-0.00035635+0.00089279i,-0.00040977+0.00044514i,-0.0005443-4.545e-05i,-0.00025297-0.0004414i,0.00058662-0.00065217i,0.00077448-0.0010568i,0.000923-0.00089464i,0.00036368-0.00027228i,-0.00051347-0.0001415i,-0.00057322-0.00020589i,3.0654e-05-0.0001694i,0.00027664-0.00039797i,-0.00056941+4.65e-05i,-0.00099178+0.00012037i,-0.00047401-0.0011683i
0.0010243+0.00069205i,0.00062295+0.0014308i,0.00018771+0.0014497i,7.9957e-06+0.0009726i,-0.00036608+0.0007278i,0.00040345+0.00087392i,0.00042798+7.3666e-05i,-8.1523e-07-0.0010551i,-0.00031734-0.001002i,-0.0001314-0.00062756i,0.00073939-0.00017816i,0.00027707-6.4554e-05i,-0.000363-0.00055646i,-0.00054815-0.00038656i,-0.00030703+0.00022185i,0.00039394+0.00043776i,0.000224-0.00022165i,-0.0002191-0.00069182i,-0.00032525-0.000527i,0.00039518-0.00020609i,0.00029015+0.00028165i,-0.00053238+0.00058483i,-0.00082809+0.00043304i
0.00029461-0.0012034i,-0.00028845-0.0018559i,-0.0013723-0.0015504i,-0.0013339-0.0012165i,5.2471e-05-0.00046365i,0.00034444+0.00086982i,-0.00031522+0.0010503i,-0.00036208-0.00041065i,-8.5151e-05-0.0011415i,-0.00010508-0.00043182i,-0.00028527+0.00017678i,-0.00058192+0.00032919i,-0.00023403+0.00067281i,0.0002103+0.00035812i,-7.4004e-05+0.00035387i,0.00021324+0.00014236i,0.00016554-0.0004597i,-2.8592e-05-0.00068927i,0.00023753-0.00023635i,0.00041589+0.00015642i,0.00033853+0.00038141i,-6.0092e-05+0.00042195i,4.4862e-05+5.0548e-05i
0.00058915-0.00033962i,0.001564-0.0004145i,0.00066295-0.00013699i,0.00022609+0.00062583i,0.00065567+0.0014504i,0.00050527+0.0013763i,9.4833e-06+0.0001932i,-0.00030883-0.00038287i,-0.00070509-0.00021999i,-0.00046998-0.00046757i,-0.00010527-0.00083887i,-0.00037773-0.001234i,6.4511e-05-0.0013754i,0.00082517-0.00070529i,0.00060337+0.00024405i,0.00026592+0.00016456i,0.00017984+0.00041383i,0.00023283+0.00033621i,4.1512e-05-0.00091211i,-4.3964e-05-0.0012615i,-0.00033578-0.00042822i,-0.00071286+0.00014513i,-0.00077055-5.8632e-05i
-6.8048e-05+0.00010757i,-7.664e-05-0.0012768i,-0.00075984-0.0019951i,-0.0016604-0.001232i,-0.00058002+0.00013623i,0.00046795+0.0009547i,-0.00027418+0.00090759i,-0.00045236+0.0018061i,2.1865e-05+0.0018519i,0.00056801+0.00063199i,0.0008524-2.4806e-05i,0.00031712-0.00017152i,-0.00046799-0.00033521i,-0.00028404-0.00042513i,-8.3546e-05+0.00026317i,-0.00079071+0.00085132i,-0.00061377+0.00068881i,-0.00038145-0.00011655i,-7.0531e-05-0.0004153i,0.00014204-0.000268i,-0.00052261+0.00012886i,-0.000637+0.00014377i,9.6717e-05+6.0943e-05i
0.0012849-0.00023653i,0.0026831-0.00027535i,0.0028105+0.00036872i,0.00052858+0.00024068i,-0.001192-0.00022199i,-0.00095965+0.00082677i,0.00024927+0.0018634i,0.00026561+0.0011071i,-0.00030791-7.6368e-05i,-4.9426e-05-0.00018341i,0.00055427+0.00044531i,0.00064859-4.2631e-05i,0.0011048-0.00073288i,0.001207-0.00047612i,0.00031791-0.00018254i,-0.00029718-0.00048401i,-0.00016382-0.00038993i,-0.00025077-5.0483e-05i,-0.00026983+9.9264e-05i,-0.00017028-0.00032639i,-0.00021631-0.00033773i,-0.00022696+0.00021425i,-0.00042713+0.00042525i
0.00064222-0.00014631i,0.0013585-0.0018087i,0.00058927-0.0026235i,-0.00029711-0.0016436i,5.4093e-06+0.00022335i,0.00050239+0.0011922i,0.00064915+0.00052056i,0.00023751+0.00031699i,2.8738e-05+0.00057192i,-0.00046101+0.00013386i,-1.6336e-05-6.5767e-05i,0.00028189-0.00042383i,0.00031547-0.00063825i,0.00057742-0.00040631i,0.00011985-0.00061642i,-0.00038223-0.0003449i,-0.00055401+0.00054071i,-0.00058072+0.00076188i,-0.00070283+0.00049043i,3.2662e-05+0.00020684i,0.00015666-0.00026912i,-0.00038124+3.9128e-05i,-0.00068028+0.00074871i
0.0006034-0.00061356i,0.00054089+0.00024063i,0.00041076+0.00013699i,-0.00025398-0.0001982i,-0.00093811+0.00055734i,-0.0012331+0.0012871i,-0.00065845+0.00094688i,-0.00043575+0.00033572i,-0.00046239-0.00016809i,0.00020768-0.00046247i,0.00023931-0.00096732i,0.00024318-0.00031095i,0.00030596+0.0006136i,2.6004e-05+0.00028852i,0.00048889-0.0001877i,0.00048612-0.00039671i,9.4021e-05+0.00016467i,0.0011994-1.9683e-05i,0.0019178-9.5008e-06i,0.0011014+0.00067755i,-0.00026626+0.00084081i,-0.00046627+0.00075275i,-7.5216e-06+0.00044208i
0.00091303-0.0015968i,0.00087327-0.0020658i,-8.5458e-05-0.0022757i,-0.00094667-0.0012339i,-0.0010396-0.00047254i,-0.0013233-0.00065904i,-0.00083051+0.00023037i,2.2744e-06+0.000433i,9.1328e-05+2.6742e-05i,-0.00014641-0.00025592i,0.00010814-0.00080826i,0.00057419-0.0011479i,3.5027e-05-0.00035626i,-0.00025468+0.00030762i,0.00024517+6.6626e-05i,0.00010204+9.916e-05i,-0.00057764+0.00027658i,-0.0014553+9.9961e-05i,-0.0011748+7.3141e-05i,-0.00051665+0.00019165i,-0.00028902-0.00024541i,-0.00048829-0.00049055i,-0.00068834-0.00023986i
0.00057112+0.0011933i,-0.0010364+0.00054951i,0.00079147-0.00061041i,0.0020746-0.00062241i,0.0010625-0.00042923i,0.00014865-0.0001177i,-0.0002994-8.0272e-05i,-0.00044274-0.0001795i,-0.00013248-0.00022685i,4.7436e-05-0.00037151i,0.00021484-0.00046075i,7.0876e-05-7.6237e-05i,-0.00055292+0.00026871i,-0.00084567+0.00060271i,-0.00057886+0.0007579i,-4.18e-06+0.00075574i,-0.00023176+0.00036158i,-0.00034663-0.0005445i,0.00028221-0.0011296i,-2.0203e-06-0.00076414i,-0.00028138-0.00025384i,5.138e-05+0.00080982i,0.00077413+0.00091123i
-8.2874e-05-0.00057272i,0.00040086-0.0016087i,0.00070341-0.0030881i,0.00045606-0.0027443i,-0.00046064-0.00095362i,-0.0003567+1.5886e-05i,0.00037861+0.00063787i,0.00075947+0.00082206i,0.0006359+0.00031252i,0.00057586-0.00041247i,0.00032169-0.0010598i,0.00019806-0.0012034i,6.6988e-05-0.0003947i,-0.00049627-6.4335e-06i,-0.00065038+0.00039673i,-0.00036214+0.00053631i,-0.00071559-0.00044452i,-0.00064148+5.9313e-06i,0.00020493+0.00034164i,0.00061212-0.00042625i,-0.00011629-0.00056105i,-5.594e-05-0.00020152i,0.00059931+0.00010451i
-0.00056147+0.00077454i,0.00037209+0.00061654i,0.00093832+0.0010726i,0.0012131+0.0018225i,0.0009884+0.0012856i,0.0010846+0.00070839i,0.00050168+0.00088008i,-5.5109e-05+0.0007348i,0.00028395+0.00050168i,0.00076083-0.00054928i,0.0011247-0.00088495i,0.00075992-0.00047481i,2.5709e-05-5.3521e-05i,1.1695e-05+0.00023455i,-0.00035116-6.6192e-05i,-0.00019623-0.00041984i,-0.00015429+0.00016531i,-0.00021695+0.00011533i,6.1376e-05-0.0003i,-0.00039647+0.00052328i,-0.00086702+0.00071849i,-0.00058486+0.00043546i,-0.00058057+0.00139i
6.9205e-05-0.0015274i,-0.0002448-0.0026958i,-0.00095754-0.0030572i,-0.00049278-0.0013656i,0.00023928+9.6984e-05i,0.00020913+0.00072877i,-0.00013159+0.00048398i,-0.00073161+0.00014124i,-0.0007528+0.00017364i,-0.00043484-0.00067111i,-0.00040769-0.00088009i,9.3118e-05-0.00013406i,0.00085785+9.5661e-05i,0.0014674-0.00015016i,0.0015744-0.00038948i,0.0011008-0.00049995i,5.644e-05-7.6316e-06i,5.2557e-05-4.0661e-05i,0.00087828-1.3094e-05i,0.00030945+8.8142e-05i,-0.00057101-0.00086154i,-0.00020243-0.0013101i,-0.00010821-0.00078127i
0.00061866-0.00041808i,0.0007905-0.00069621i,7.2737e-05-0.0013834i,-0.0011782-0.00064123i,-0.0005852+0.00052234i,0.00032784+0.00063636i,-3.4099e-05+6.8775e-05i,-0.001415+9.5223e-05i,-0.0014639+4.5719e-05i,-0.00075793-0.00060416i,-0.00068941-0.00062395i,-0.00068978-0.00018801i,-0.0010008-0.00036445i,-0.00082229-0.00041419i,2.4174e-05-4.57e-05i,-9.2124e-05+0.00016407i,-0.00031413+0.0002785i,1.8807e-05+0.00054082i,-8.7141e-05+0.00044497i,-0.00021146-0.0001505i,-0.00046732-0.00013385i,-0.00054625+0.00081583i,-0.00011122+0.001577i
0.00084546+0.0010575i,0.00096785+1.825e-05i,0.00093796-0.0012153i,0.00035898-0.00063412i,-0.00048589+0.00025621i,-0.00074626+0.0010387i,-0.00055092+0.0011909i,0.00026614+0.00072547i,0.00072036+0.00029042i,0.00031865+0.00019304i,0.0002074+0.00015749i,0.00048762-2.749e-05i,-2.0692e-05-0.00033706i,-0.00029671-0.00055324i,-7.6348e-05-0.00042125i,0.00012341-0.00029582i,-0.0007065-2.3917e-05i,-0.0010489+5.2544e-05i,-0.00047941+0.00055156i,-0.00037615+0.00052334i,0.00029574-0.00032514i,0.00072938-3.5956e-05i,0.00018314+0.00044592i
0.0015242-0.0011808i,0.0019405-0.0012491i,0.00079591-0.0018573i,-0.0011607-0.0016364i,-0.0020117-0.00042851i,-0.0013475+0.00088334i,-0.00087691+0.00088079i,-0.0011635+0.00077184i,-0.00073377+0.00027896i,-0.00054983-0.00034182i,-0.0010868-0.00065279i,-0.0010788-0.00025796i,0.00050467+0.00045488i,0.00080817+0.00046205i,0.00017859-0.0001051i,0.00024152+7.5106e-05i,0.00055023+8.6561e-05i,0.00037585-0.00017222i,-0.00052144+3.5503e-05i,-0.0010762-1.2943e-05i,-0.0011312-0.00039572i,-0.00059304-0.00057176i,-0.00028215-0.00032926i
-0.00014239+0.00069512i,-0.0002788+0.0006325i,-0.00011286+0.00076501i,0.00078792+0.0008103i,0.0004852+0.00052078i,-0.00043297-0.00047104i,-0.00077553-0.00058483i,-0.00063711+9.8965e-05i,0.00026816+0.00020133i,0.00014464+0.00040612i,8.9173e-05+0.00013451i,1.9943e-05-0.00029589i,-0.00075182+0.00036604i,-0.00068502+0.00066517i,7.8602e-05+0.00041901i,0.00016978+0.00022825i,0.00048122-0.00056504i,0.00080844-0.00080243i,0.00020244+0.00014153i,-0.00043817+0.00030842i,-0.00046523+0.00019267i,-0.00048231+0.00051881i,-0.0005883+2.5109e-05i
0.001862-0.0015653i,0.0017389-0.0020233i,0.0010439-0.0026078i,0.0007031-0.0022973i,5.124e-05-0.0010201i,-0.00043859+0.00077984i,-0.00031309+0.0012513i,7.343e-05+0.0002693i,0.00051881-0.00029389i,-0.00027186+4.703e-05i,-0.0010659-3.0344e-05i,-0.00017731-0.00012909i,0.00090862+0.00025598i,0.0011929-0.00019711i,0.0013173-0.00035705i,0.00072194+4.3789e-05i,-0.00032698+1.5324e-05i,-0.00088735-0.00011596i,-0.0010757-0.00025568i,-0.0011483-0.00023851i,-0.00062531-0.00037273i,-0.00015977-0.00053447i,-0.00024853-0.00073546i
-0.0014101-0.0011408i,-0.0014597-0.0013992i,-0.00084398-0.00061682i,-0.00059691+0.00049212i,-0.00049938+0.00095547i,0.0002164+0.00050866i,-6.9203e-05+0.00037091i,-0.00018512-0.00034321i,0.00096758-0.00081892i,0.00090233-0.0004297i,0.00048494+0.00012591i,0.00088846+0.00053832i,0.00013835+0.00037804i,-0.00063285-6.8953e-05i,-0.00029861-3.4156e-05i,-0.00016861+0.0004199i,-0.00019669+0.000228i,-6.9918e-05-7.6215e-05i,0.000188+0.00020736i,-0.00067052+0.00046198i,-0.00039946+0.00052189i,-0.00012565+0.00019781i,-0.00034253-0.00029895i
-2.7931e-05+0.000233i,0.0014637-0.0014923i,0.0019152-0.002903i,3.0423e-05-0.0027488i,-0.00096436-0.00066908i,-0.0010317+0.00091492i,-0.00097583+0.001043i,0.00032437+0.0010928i,0.0012313+0.00080585i,-4.8177e-05+0.00026452i,-0.00047448-0.00030174i,0.000627-0.00018449i,0.00059825+0.00013579i,0.00051805+0.00065485i,0.0013464+0.00015991i,0.0011229-2.0936e-07i,0.0002461+0.00049804i,6.262e-05+0.00025677i,0.00011619+0.00023173i,7.168e-05+2.4457e-05i,-1.0965e-06+0.00016311i,0.0001391+0.00030557i,0.00050601+0.0003151i
0.0011393+0.00037432i,0.0018382+0.00011255i,0.0021419+0.00046086i,0.00089851+0.00072771i,1.0661e-06+0.00045117i,-0.00049406+0.00049442i,-0.00055491+0.0010089i,-0.00050841+0.0012023i,-0.00054678+0.00040629i,-0.00034867-8.5444e-05i,-0.00019653-9.4633e-05i,-0.00038258-0.00034215i,-0.000652-0.00062096i,-0.00071654-0.00049701i,-0.0010387-9.7786e-05i,-0.00075097-0.00063922i,0.00048436-0.00014256i,0.0010356+0.0010999i,4.1232e-05+0.0013371i,-0.00065947+0.0010369i,-7.7564e-05+0.00062013i,0.00049749+0.0002555i,-1.1313e-07-0.00014675i
-0.0010737+0.0004738i,-0.00087321-2.918e-05i,0.00011823-1.1739e-05i,0.00048569+9.7521e-05i,0.00073276-0.00024682i,0.00038-0.00046908i,-0.00032697-0.00077808i,-0.00035101-0.00047404i,-0.00024418-0.00019377i,7.4069e-05+0.00010586i,0.00092848+0.00026058i,0.0010625+0.00026233i,0.00043218+0.00071996i,-0.00047759+0.00061561i,-0.0011307+4.9746e-05i,-0.0012748+0.00012955i,-0.00031478+0.0003801i,0.00050494+4.9786e-05i,0.0002399-0.00049617i,0.00010012-5.8598e-05i,-0.00025203+0.00062312i,-0.00071622+0.00043453i,0.0001355+0.00043141i
-0.00064818-7.8593e-05i,0.0002725-0.00043317i,-0.00038739+0.00033498i,-0.00048114+0.0011369i,0.00082401+0.00060668i,0.0013368-0.0005015i,0.0011589-0.00038611i,0.00051075+0.0001463i,0.00019044+0.0001855i,-6.6645e-05+7.3813e-05i,-0.00039791-0.00028915i,-0.00053788-0.00059221i,-0.00030478-0.00039201i,1.3597e-05-0.00012461i,0.00064423+9.9305e-05i,0.00011088+0.00034326i,-2.6572e-05-0.00020465i,0.00038977-0.00061603i,0.00049599+0.00032982i,0.00021456+0.00080157i,-0.00061117-1.8565e-05i,-0.00034478-0.00050951i,0.00011485+0.00021174i
-0.00018736-0.0016273i,-0.00024894-0.0021967i,-0.00077329-0.0022728i,-0.00026674-0.001079i,0.00048047-0.00023391i,0.00061654-5.2387e-05i,0.00010704-4.4849e-05i,-0.00051012+0.00054179i,-0.00012891+0.00035393i,0.00038524-0.00039239i,0.00039426-0.00017751i,0.00047887+0.00012774i,-0.00039192-0.00031668i,-0.00091882-0.0011801i,-0.00099507-0.0014296i,-0.00063325-0.0011503i,2.0488e-05-0.0013054i,0.0006202-0.00082515i,0.00091303-7.7665e-05i,6.6331e-05+0.000379i,-0.00058658+0.00060998i,-0.00059543+0.00039965i,-0.00069456-5.6223e-05i
