-0.0022766+0.00016143i,-0.00077395+0.00027899i,-0.00027883-1.8638e-05i,-0.00026748-6.2984e-05i,-9.7151e-05+0.00099764i,0.00069882+0.0015318i,0.00097195+0.00078105i,0.00034528+0.00028514i,-0.00050816+5.9001e-05i,-0.00013206-4.0638e-05i,0.00079509-0.0002377i,0.00052652-0.00086424i,-0.00078217-0.0010432i,-0.0014246-0.00091409i,-0.0010143-0.00096546i,-0.00052037-0.0005038i,-0.0012315+0.00036938i,-0.0016226+0.00048582i,-0.00072216+0.00016237i,-0.00048972+6.045e-05i,-0.00075468-0.00016408i,-0.00040702-0.00034041i,0.00024938+0.0006581i
0.00035328+0.0012588i,0.0020802+0.0018789i,0.0029877+0.0010582i,0.0023657+0.00023273i,0.002035+0.00065017i,0.0021701+0.00028344i,0.00099858-0.00064725i,-0.00023224-0.0008447i,3.9803e-05-0.00066035i,0.00018492-0.00072016i,-0.0001802-0.00092729i,-0.00071915-0.00078085i,-0.00058075-0.00082491i,-0.00023711-0.0011221i,-0.00012708-0.0011361i,9.1123e-05-0.00024686i,3.1094e-05+0.00014484i,-0.00031856-0.00043376i,-0.00056085-0.00073622i,-0.00065889-0.00061595i,-0.00053085-8.3467e-06i,-2.1999e-05+1.001e-05i,0.00043216-0.00021847i
-0.00014546+0.00063721i,0.00078152+0.00067485i,0.00077309+0.00063713i,0.00053199+0.00081791i,0.00085634+0.00061672i,0.00078024+0.00069121i,0.0003355+0.00036119i,-0.00040772+0.00045418i,-0.0012802+0.0010058i,-0.0010311+0.00076907i,-0.00024241+0.00046708i,-0.00024704+0.00057421i,-0.0008116+0.0004594i,-1.3196e-05+0.00019026i,0.00028218+7.3045e-05i,0.00044186+0.00072173i,0.00061591+0.00090014i,0.00060308+0.00041371i,0.00022513+0.00034052i,7.5284e-05-0.0001343i,0.000466-0.00088889i,0.00078878-0.0002767i,0.00094514+0.00047733i
0.0011857+0.0013669i,0.0019391+0.0016227i,0.0022237+0.00082045i,0.00094307+1.5537e-05i,-0.00028651+0.00016339i,-0.00038692+0.00060678i,-0.00010829+0.00042314i,-0.00034949-0.00017018i,-0.0010413+0.00039622i,-0.00073064+0.0013417i,-0.0001868+0.0013647i,-0.00038244+0.00053789i,-9.0168e-05+0.00011496i,0.00026006+0.00016967i,0.00012104+0.00028452i,-0.00028042+0.00046882i,-0.0006836+0.00023112i,-0.00073414+0.00071449i,-0.00054635+0.00021216i,-4.8973e-05-0.00039613i,0.00023229+0.00020174i,-0.00046065+0.00045484i,-0.00057967+0.00015023i
-0.0010996+0.0013057i,-0.00026422+0.0011753i,0.00067751+0.00020319i,0.0011532-9.6375e-05i,0.0016304-3.2147e-05i,0.0016043-0.00011243i,0.00072593-0.00031286i,-0.00038607-0.00026421i,-0.00094221+0.00064198i,-0.0010184+0.0010145i,-0.00039527+0.00099701i,0.00033092+0.00055792i,0.00021799+0.00021253i,-0.00041567+0.0011232i,-0.00079949+0.0012814i,-0.00077148-0.00020958i,-0.00037412-0.00030595i,-0.00037913+0.00061492i,-0.00025336-3.4068e-06i,-0.00052213-0.00033357i,-0.00089975+7.3658e-05i,-0.00034456+0.0001906i,-0.00066855-0.00014573i
0.00087036+0.00012315i,0.0022904+0.0014007i,0.0024758+0.000422i,0.00086675+0.00045821i,7.044e-05+0.0012132i,0.00097888+0.0011162i,0.0017117+0.00044723i,0.0010996-0.00062201i,-3.5635e-05-0.00048661i,-0.00029851+0.00019379i,5.2365e-05-1.8373e-05i,-0.00060395+0.00047627i,-0.0011528+0.00128i,-0.000841+0.00069017i,-0.00077831+0.00018467i,-0.00065681-0.00038013i,0.00023951-0.00040384i,-5.1132e-05+0.00032655i,-0.00076514+0.00059831i,-0.00081561+0.001041i,-0.0006466+0.0014973i,-0.00077991+0.0013778i,-0.00063494+0.00076351i
0.0013252+0.00057143i,0.00026252+0.00045316i,0.00034113-0.00033557i,0.00063434-0.0010317i,0.00028158-0.00057852i,0.0005196+0.00053612i,0.00072007+0.0011103i,-0.00010927+0.00064898i,-0.00064289-2.1545e-05i,-3.2955e-05+0.00025515i,0.00085414+0.00048248i,0.00087499+1.3863e-05i,0.00081814+0.00012964i,0.00073539+0.00042583i,0.00011097+0.0010658i,7.9994e-05+0.0010378i,-0.0004025-0.00022908i,-0.00049525-0.00039616i,0.00023331+0.00042508i,4.9497e-05+0.00099554i,-0.00040343+0.00022939i,-0.0002579+0.00016661i,0.00022536+0.00058355i
0.00013606+0.0012417i,0.00061915+0.0019865i,0.00078551+0.0025929i,0.00063031+0.0021587i,0.00069244+0.0012451i,0.00069415+0.00026618i,-6.6031e-05-0.00061871i,-0.00032575-0.0007451i,-0.00035943-0.00056474i,-0.00016974-0.00037601i,0.00023238-0.00026733i,0.00067322+0.00019939i,-3.5227e-05+0.00039068i,-0.0010634-0.00021544i,-0.00070174-0.00030783i,-0.00072658+0.0001312i,-0.0010963+0.00011171i,-0.00077556+0.00059666i,-0.00074895+0.0010168i,-0.0006294+0.0006276i,-0.00010697-0.00012875i,-0.00021559-0.00030568i,-0.00039845-0.00024718i
-0.00092013+0.00019302i,-0.00034984+0.00013674i,0.00095178-0.00043221i,0.00099396-0.00075643i,0.00061308-1.6837e-05i,0.0011176+0.00024621i,0.0010244+0.00028173i,6.0776e-05+0.0003039i,0.00029739+0.00025482i,0.00056255+2.704e-05i,-0.00065026-0.00019463i,-0.0009957+9.4467e-05i,-0.00052401+0.00060026i,-0.00018279+0.00020238i,-0.00011696-0.00015988i,-0.00023891-3.3073e-05i,-0.00035619+0.00018705i,0.00012975+0.00058534i,8.2363e-05+0.00059976i,-0.00043452+0.00059906i,-0.00031799+0.00073726i,-0.00010178+0.00049274i,0.00036105-0.00041716i
0.0016171+0.0018285i,0.0018518+0.0019738i,0.0020985+0.001527i,0.0011445+0.00045772i,-0.00021783+0.00044787i,-0.00091973+0.00072888i,-0.00032022+0.00064105i,0.00010493-0.00023804i,-0.00012749-0.00085022i,0.00027527-0.00053913i,-7.6407e-05-0.0004505i,-0.00082742-0.00069233i,-0.00072403-0.00063814i,-0.00052894-0.000724i,9.0988e-05-0.00030405i,0.0004653+0.00079848i,0.00036393+0.0006477i,0.00041179-0.00037409i,3.585e-05-0.00017227i,0.00031303+0.00025084i,0.00092846-3.8405e-05i,0.00073729-0.00040455i,-0.00013417-0.00043271i
0.00072195+0.00041978i,0.00042586+0.00032734i,0.00025426-0.0010752i,-8.078e-05-0.0014165i,-0.00020163-0.00024147i,0.00041771+0.001214i,0.00045383+0.00056001i,-0.00060282-0.00076454i,-0.00085517-0.00029806i,-0.00015235+0.00021615i,-3.3353e-05-0.00039357i,-0.00068121+0.00035966i,-0.00071941+0.00082619i,-0.0010692+4.3521e-07i,-0.001412-0.00029781i,-0.0012362-1.1151e-05i,-0.00044815+0.00014932i,-8.377e-06+0.00071531i,0.00015341+0.0012149i,0.00056407+0.0003639i,0.00069289-0.00026741i,0.00051664+7.789e-05i,0.00060387+0.0001263i
0.0011064-0.00029301i,0.0018368+0.00046729i,0.00089673+1.3508e-05i,4.6329e-05-1.2025e-05i,-5.5304e-05+0.00051704i,0.00081561+0.00099912i,0.0016796-0.00023056i,0.00081101-0.0014222i,-0.00034444-0.00091376i,-0.00023885-0.00012611i,-3.591e-05+2.8031e-05i,0.00019386+1.0717e-05i,0.0003042-0.00024863i,0.00054008-0.00024466i,0.00083393-0.00011829i,0.00050719-0.00049372i,0.00030061-0.00084665i,-8.5829e-06-0.00027888i,-0.00043316+0.00047852i,-0.0001495+0.00027469i,4.694e-05+0.00068624i,3.4089e-05+0.00070878i,0.000667+0.00022793i
0.000909-0.00039287i,0.0011625-0.00017184i,0.00039004-0.00075126i,-0.00045189-0.0011768i,-0.0011399-0.00019963i,-0.00081959+0.0017806i,0.00019098+0.0012684i,0.00020388+0.00039019i,-0.00034064+0.00094035i,-0.00030672+0.0011294i,0.00013129+0.00082955i,0.00063683+0.00052102i,0.00059911+0.00015955i,0.00020212+0.0005503i,3.0264e-05+0.0014575i,-0.00033771+0.0012571i,-0.00023415+0.00099145i,-0.00029975+0.0013364i,7.9039e-05+0.00079031i,0.000436+0.00079385i,0.00042808+0.00084287i,0.00031803+0.00040844i,-1.8856e-06+9.5988e-05i
0.0005035+0.00054872i,0.0013503+0.0013633i,0.0017674+0.0011212i,0.0015347-5.8961e-05i,0.00083666-0.00079737i,0.00039147-0.00081591i,6.1971e-05-0.00034479i,-0.00080616+7.8764e-06i,-0.001392-1.9719e-05i,-0.00050044-0.00048053i,9.8488e-05-0.00030945i,-0.0005696-0.00031425i,-0.00088932-0.00012369i,-0.00087092+0.00011679i,-0.0011968-0.00048987i,-0.0016213-0.00055827i,-0.0011492-0.00022647i,-0.000584+0.00054774i,-0.00040225+0.0002174i,-0.00019405-0.00022744i,-0.00045344+8.8655e-05i,-0.00096133-0.00047328i,-0.00073326-6.1765e-05i
0.00016355+0.00092273i,0.00071462+0.0013025i,0.00055613+0.00082765i,0.00015044+0.00040309i,0.00035566+0.00015992i,0.00066278-0.00089046i,8.3225e-05-0.0013461i,-0.0011612-0.00055646i,-0.0010217+0.00024717i,0.00015618+0.00017526i,0.00017404+2.3655e-06i,-0.00047767-0.00010607i,-0.0013507-0.00041117i,-0.0012567+5.8389e-05i,7.6272e-05+0.00056205i,0.00064007+5.1767e-05i,0.00049402-0.00095336i,0.00017686-0.00082709i,0.00043308+0.0002344i,0.00075062+0.00049282i,7.4167e-06+0.00036397i,0.00032714+0.00011479i,0.0011535-7.5994e-05i
0.001288+0.0025556i,0.0011318+0.0026821i,0.0015986+0.0013849i,0.0011325-0.00053288i,0.00097074-0.00066114i,0.0006674+0.0002443i,-0.00015977-0.00010538i,-0.00027619-0.00082901i,0.00026292-0.00046837i,0.00068216+0.00023561i,0.00028049+0.00025629i,-0.00017766+0.00056056i,1.6584e-05+3.4044e-05i,-6.59e-05-0.00020445i,0.00010337-0.00032396i,0.00026632-0.00040789i,0.0001013-0.00011571i,-0.00047717-0.00016805i,-0.0010291-0.00018867i,-0.0009034+0.00016864i,0.00019825+0.00039062i,0.00089989+7.1302e-05i,0.00028617+3.0806e-05i
0.00063947+0.0023435i,0.0012493+0.0021439i,0.0030684+0.0014699i,0.0025148-0.00032612i,0.001312-0.0020091i,0.00013723-0.0017667i,-0.0010418-0.001022i,-0.00091879-0.00066749i,-0.00047281+0.00012813i,-0.00014379+0.00054785i,8.4093e-05+2.1416e-05i,0.00045619-0.00069747i,0.0005402-0.00058292i,-0.00018345-0.0001197i,-0.00060257+0.00039665i,-0.00041216+0.00054616i,-1.4874e-05+0.00031488i,-0.0003048+0.00061302i,-0.0010666-0.00027472i,-0.00057109-0.00086117i,-0.00042533-0.00092981i,-0.00072937-0.00096542i,0.00019412-0.00022383i
0.0011587+0.0004213i,0.0011544+0.0011558i,0.0015792+0.00059916i,0.00093865-0.00052007i,0.00094184-0.00080262i,0.0014744-0.00085895i,0.0012253-0.00031321i,-5.6575e-05-0.00011716i,-0.00020747-0.00053948i,0.00033114-0.00028875i,0.00036251+6.0806e-05i,0.00028161-0.00016373i,2.5488e-05-0.0002322i,0.0001903-0.0006816i,-0.00017204-0.00069052i,-0.00062645+0.00024671i,-2.0694e-05+0.00070073i,0.00024329+0.00091706i,-0.00010797+0.00067085i,-0.0005904+0.00045034i,-0.0006631+0.0010048i,-0.00048163+0.0013292i,-0.00017295+0.0008001i
-0.00034984+0.0017313i,-0.00069999+0.0012489i,-0.00027372+0.00074413i,0.00062504+0.00045732i,0.000926+0.00076788i,0.00062867+0.00062541i,0.00033715-0.00041476i,6.9167e-05-0.00093631i,-0.00093505-0.00051122i,-0.0008342-0.00015499i,4.2338e-06+0.00010848i,-0.00024553-0.00043248i,1.8784e-05-0.0014151i,0.00032097-0.00097124i,-8.4988e-05+2.8352e-05i,-0.00054688+0.00072845i,-4.0961e-05+0.00054674i,5.5786e-05-0.00050165i,-0.00010237-0.0010414i,9.3497e-05-0.00046149i,0.00022588+0.00015262i,-0.00016424+0.00092408i,0.00013853+0.0011713i
0.00080313+0.0014829i,0.0017023+0.0013323i,-8.6567e-05+0.00015445i,-0.00015129+0.0003707i,0.00010575+0.001323i,0.0011668+0.00079923i,0.0021647-0.00017161i,0.00047446-0.00037234i,-0.0015675+0.00049774i,-0.0017258+0.00093436i,-0.00077346+0.00054717i,-0.00026583+0.00017542i,9.1175e-05-0.00036691i,-0.00029689-0.0012818i,-0.00062452-0.00050597i,-0.00065898+0.00041768i,-0.00054949+0.00034604i,-5.295e-05+0.00016005i,0.00013923-0.00034258i,-0.00036019+0.00014857i,-0.0013049+0.00021922i,-0.00098257-0.00043336i,-0.00023447-0.0005179i
1.3186e-05+0.00081376i,0.00057847+0.00036286i,0.0011977+0.00022639i,0.0017884+0.00027632i,0.001128+0.00044921i,0.00078326+4.0151e-05i,0.00098951-0.00078925i,0.00034393-0.0011785i,-0.00034306-0.00037981i,-0.0012348+0.00054744i,-0.00074671+6.2132e-06i,-0.00019488-0.00055325i,-0.00062859-0.00070369i,-0.0012411-0.0011285i,-0.0012915-0.00081026i,-0.00087991-0.00034693i,-7.0338e-05-0.00095802i,0.00028684-0.00034906i,0.00029893+0.00065543i,0.00010655+0.00081692i,-0.00012652+0.00038933i,2.7581e-05-0.00043109i,0.00025485-0.00078953i
0.0007058-0.0010325i,0.00073707-5.1873e-05i,0.0010108-0.0005343i,0.00057886+0.00026904i,-0.00052719+0.0013213i,-0.00041287+0.0019399i,-1.4745e-05+0.0015121i,-0.00047614+0.00020605i,-0.00066896-6.689e-05i,1.2854e-05+3.3499e-05i,0.00043788-0.00033935i,-8.693e-05-0.00034076i,-0.00061265-0.00010685i,-0.00098728+0.00030701i,-0.001105+0.0010578i,-0.0010741+0.0010212i,-0.00072712+0.00018818i,-0.00038113+9.8684e-05i,4.9311e-05-0.00028089i,0.00050242-0.00030219i,9.2595e-05+0.00042027i,-0.00013503+0.00055579i,0.00093142-4.8205e-05i
-0.0011194+0.0019584i,0.00012901+0.0019012i,0.001038+0.001748i,0.0014343+0.00075296i,0.00066142-0.00024021i,0.00064003-0.00083089i,0.0007937-0.0011252i,0.00013734-0.0010148i,-0.00039887-0.00041288i,-0.00084934+0.00074004i,-0.00087378+0.00092305i,0.00026553-0.00011526i,0.00042382-0.0010497i,-0.00011337-0.00056422i,-0.00016852+0.00049761i,-0.00031919+0.00071528i,-0.00079616+0.00045502i,-0.0011099-0.00024648i,-0.00074418+0.00052342i,-0.00016472+0.0015234i,0.00015361+0.0011708i,0.00016704+0.00053405i,0.0002526+0.00045829i
-0.0012464+0.00072562i,-0.001313+0.00072473i,-0.00093176+0.0011313i,-0.00069087+0.0013725i,0.0001469+0.0013473i,0.0010262+0.00057039i,0.00092566-0.00056545i,0.00065248-0.00024589i,0.00030984+0.0010601i,-0.00021341+0.0012295i,-0.00017245+0.00077852i,0.00019369+0.0003118i,0.00018879+0.00031549i,-0.00044912+0.0003945i,-0.0012914+0.00021122i,-0.00074523+0.0002479i,0.0004101+0.00021714i,0.00030787+7.4358e-05i,-0.00060234-0.00031555i,-0.00041705-0.00047834i,-0.00051847-0.00059088i,-0.00058757-0.00044944i,-0.00012357-0.00016682i
0.0013552+0.00057807i,0.0019393+0.001203i,0.00032817-0.00044918i,-0.00012806-0.00095308i,0.00019631-1.1285e-05i,0.00090561-0.00015997i,0.0010782-0.00039764i,7.9014e-05-8.8229e-05i,-0.00040965-8.1569e-05i,-0.00029262+8.6547e-05i,2.3649e-05+0.00025973i,0.00053091-5.3884e-05i,0.00080697+2.1451e-05i,0.0001494+0.00041511i,-0.0004457+0.00084981i,-0.0011515+0.0003247i,-0.0006794-0.00025337i,0.00030406+0.0003254i,0.0006841+0.00085951i,0.00087959+0.00040729i,0.00052022+6.8304e-05i,0.00033083-0.00027335i,0.00020058+0.00021341i
-0.00018447-0.00040004i,0.00048863-2.7404e-05i,0.0010393+0.0002267i,0.00080766+0.0001615i,0.00053615+0.00074114i,0.0004343+0.0018816i,0.0004172+0.0012864i,-0.00038584-0.00024965i,-0.0011293-0.00081013i,-0.0008566+3.6806e-05i,-0.00021902+0.00043731i,0.00010712+0.00015991i,0.00027138+0.00044422i,8.0487e-06-0.00011782i,-0.00049408-0.00088946i,-0.00025705-0.00069933i,-0.00030303-0.00012579i,-0.0010236+0.00018269i,-0.0010723+0.00037138i,-0.00051984+0.00040495i,-0.00056142+7.4331e-07i,0.00010253+8.8217e-06i,0.00074275+0.00059154i
0.001056+0.00031996i,0.00063226+0.00081793i,-0.00053508+6.5107e-05i,0.00037876-0.00098149i,0.0010112-0.0006175i,0.00094347-9.7629e-05i,0.0014423+0.00021243i,0.0010846+0.00076142i,-0.00014082+0.00098416i,-0.00084686+0.00076768i,-0.00037233+0.00045701i,0.00037201+0.00046569i,0.00066552+0.00016141i,-0.00022207-0.00024948i,-0.00026975-0.00010972i,-2.9693e-05+0.00020927i,8.9772e-05+0.00037356i,-0.00014854+0.00069712i,0.0001203+0.00064i,0.00026668-3.4786e-05i,-0.00029947+4.6056e-06i,-0.00032561-9.3724e-05i,-3.1093e-05-0.00042299i
0.00081021+0.0024656i,0.0008861+0.0024053i,0.0015088+0.0016134i,0.00049972-7.8677e-06i,-0.00049126-0.00047425i,0.00010419+0.00038016i,-0.00025796+0.00027796i,-0.0013346-0.00037332i,-0.0016858-0.00085225i,-0.00077174-0.00062429i,-0.00021462-0.00036077i,6.2846e-05-0.00040979i,0.00019476-0.00019324i,-0.00015491+5.7802e-06i,8.0212e-06+0.00031726i,0.00042425+0.00077956i,0.00015628+0.00018933i,-0.00036939-0.00078231i,0.00019537-0.0007575i,0.00037669+0.00026053i,0.00030467+0.00035964i,0.00096463-0.00019942i,0.00068144-3.2222e-05i
-0.00049694+0.00091982i,0.00033619+0.0010594i,0.00056847+0.00096537i,0.00051966+0.00031268i,0.00079769+0.00077476i,0.0010776+0.0013687i,0.00096474+0.00010294i,0.00019084-0.0014683i,-0.00079721-0.0004839i,-0.00025401+0.00014057i,3.6141e-05-0.00031608i,-0.00067546-0.00036876i,-0.00016521-0.00050391i,0.00013539-0.00041356i,-5.4966e-05-4.8174e-06i,5.5107e-05+0.00018998i,-0.00061665-1.8951e-05i,-0.00027998-0.0001874i,0.00043876+0.00034969i,0.0003788+0.00031745i,-0.00032979-0.00031609i,-0.00070501-0.00059207i,2.7266e-05-0.0003562i
0.0017622+0.0021558i,0.0018033+0.003316i,0.0022793+0.0015963i,0.0018106+6.0062e-05i,-3.2085e-05-0.00033757i,-4.9139e-05-0.00012499i,0.00072163+0.00059819i,-0.00019627+0.0011428i,-0.0010659+0.0012642i,-0.00021493+0.00070324i,0.00094646-1.8971e-05i,0.0011276-0.00052164i,0.0005246-0.00047273i,7.5197e-06+3.4135e-05i,-5.6494e-05+0.00066998i,0.00030884+0.00078877i,-0.00037164+0.0005627i,-0.00093186-0.00015705i,-0.00093122+0.00026158i,-0.00079055+0.00068469i,3.7374e-06+0.00055483i,0.00043983+0.00056549i,-0.00034317+0.00071489i
0.0010117+0.0014818i,0.0020695+0.0016317i,0.0026526+0.00061281i,0.0019857-2.9612e-06i,0.00086398+0.00082559i,8.5945e-05+0.000953i,-0.00022461+0.00015801i,-0.00063866+0.0002716i,-0.0013635+0.0003374i,-0.0016579-0.00060251i,-0.0011472-0.0013285i,-0.0012487-0.0011858i,-0.00099568-0.00087568i,-0.00046736-0.00010766i,-0.00049625+0.00057014i,-0.00074073+0.00057832i,-0.00046672+0.00054555i,0.00013917+0.00023537i,5.523e-05+0.00020299i,-0.00017894+0.00037783i,-0.00025103-7.3918e-06i,-0.00010737-0.00040377i,0.00056991+0.00035451i
0.0015393+0.00082233i,0.00097229+0.0016466i,0.00092174+0.00042334i,0.00092918+6.5139e-06i,0.00045308-4.5829e-05i,0.000724+0.00029389i,0.0011104+0.00036306i,0.00081737-0.00038192i,0.00067045-0.00038474i,0.00042334+0.00033136i,-0.00015882+0.00097316i,-0.00020824+0.00088592i,0.000143+0.00030023i,0.00017628-7.6228e-05i,1.1281e-05-0.00043576i,-0.00020924-0.0001026i,-0.00065533+0.00065372i,-0.00053666+0.00018554i,0.00025238-0.00050627i,0.00062176-0.00044647i,0.00091156-0.00075437i,0.001001-0.00055924i,0.00053567-0.00013027i
0.0004061-0.00041711i,0.00021647+0.00052322i,0.00031828+0.0003366i,0.00033499+0.00049847i,0.00030684+0.00095897i,0.00092378+0.00050584i,0.0011567-0.00012916i,0.00029634-0.00039445i,-0.0012589-0.00023618i,-0.0015425+0.00034277i,-0.00078286+0.00013873i,-0.00025174-0.00013598i,0.00033832-0.00025168i,1.343e-05-0.00061866i,-0.0010372-0.00021335i,-0.0010196+9.3703e-05i,-0.00091768-0.00034175i,-0.00035216-0.0008808i,0.00013227-0.00037934i,0.00035506+0.00057662i,0.00029441+0.00033758i,-4.7817e-05-0.00011565i,2.3772e-05+0.00036398i
0.00047657+0.0017666i,0.00043081+0.0016942i,0.0017692+0.0012313i,0.0019269-0.00020177i,0.00097363-0.00082637i,0.00084122+0.00011573i,0.00031873+0.00013361i,-0.00085634-0.00011716i,-0.0012623+0.00084289i,-6.71e-05+0.00092371i,0.00042775+0.00035772i,-0.00048816-0.00019771i,-0.0013857-0.00024286i,-0.0015377-2.8717e-05i,-0.0009462-0.00025477i,-0.00019436-0.00042033i,0.00015379-4.2856e-05i,-5.5905e-06-0.00015033i,-0.0001409-0.00011296i,0.00037466+0.0007524i,0.00026794+0.00078564i,0.00011168+3.7741e-06i,9.3514e-05+5.2352e-05i
0.00017438+0.00095672i,0.00022459+0.0022261i,0.0010287+0.00091269i,0.0012276-0.00090925i,0.0010112-0.0014756i,0.0011693-0.00014244i,0.00098302+0.00044598i,0.00053404-6.1612e-05i,-0.00019455+0.00034728i,-0.00097923+0.0011217i,-0.00063347+0.00083324i,-0.00020303+8.5828e-05i,0.00017147+2.3124e-05i,0.00023064+0.00029784i,-0.00014609+9.7798e-05i,-0.00041923-0.00038667i,-0.00061632-0.00078986i,-0.00045213-0.00041987i,-0.0004594+0.00027285i,-0.00041822+0.00069742i,-0.00014685+0.00093779i,0.00014127+0.0010199i,-0.00016775+0.0010469i
0.00050149-0.00031162i,0.00010556-0.00017188i,0.00021891-0.00020404i,0.00017822+0.00045771i,-0.00085195+0.001087i,-0.00065352+0.000873i,-0.00045657+0.00025532i,-0.00079945-0.00060799i,-0.00073606-0.0005374i,-1.2486e-05-0.00040225i,0.00094891-0.00052302i,0.00081808+0.00018696i,-9.2717e-05+0.0004903i,-0.00045984+0.00031515i,-0.00044116+0.00031806i,8.22e-06+0.00024797i,0.00025956+0.00016961i,-7.7782e-05+1.9355e-05i,-0.00078491+0.00010416i,-0.00051262+0.00062377i,0.00023444+0.00056246i,0.00068047+0.00034484i,0.0002804-8.3133e-05i
0.0017151+0.0016532i,0.0020033+0.0024912i,0.0011649+0.00042758i,0.00063126-0.00059869i,8.9098e-05-0.0004641i,0.000299+2.8931e-05i,0.00090098+0.00036242i,0.00046802+0.0011127i,-0.00042414+0.0012982i,-9.8046e-05+0.00091194i,0.00075921+0.00077485i,0.00045477+0.00016518i,-2.8506e-06-0.00028168i,-0.0001201+0.00014951i,-0.00033219+0.00049321i,0.00011471+0.00054419i,-7.8301e-05-0.00020257i,-0.00055954-0.00071926i,-0.0011912-0.00025231i,-0.0011147-0.00024359i,0.00036755-0.00018859i,0.00078464+0.00018011i,-2.1291e-05+0.00022012i
0.00099893+0.0019228i,0.0009197+0.0021106i,0.0016384+0.00049914i,0.0013169-0.00074749i,-3.5057e-06-0.00131i,-0.0010936-0.00097727i,-0.0011803-0.00031416i,-0.0010958-0.00031096i,-0.00104+6.1479e-05i,-0.00064267+0.00023003i,-0.00010104+0.00024575i,6.1081e-05+0.00026872i,-0.0002243+0.00028448i,8.9528e-05+7.5245e-05i,0.00037704+0.00019904i,-0.00052752+0.00022724i,-0.00072279+6.3604e-05i,-0.00040105+0.00049585i,-0.00053975+0.00080238i,-4.4769e-05+0.00050493i,0.00062293+0.00037581i,0.00092142-0.00028917i,0.0008829-0.00057896i
0.0005911+0.0015659i,0.0013623+0.0016174i,0.0017538-6.4164e-06i,0.0014617-0.0012256i,0.0011071-0.00099298i,0.0012198-0.00074324i,0.00072413-0.00079919i,0.0002013-0.00094338i,0.00015423-0.0010876i,-0.00030463+4.0663e-05i,-0.00015396+0.00092166i,0.0005048+0.0004187i,0.00060657-0.00053537i,0.00046025+5.8594e-05i,-0.00011934+0.00094384i,-0.00052107+0.00053074i,-0.00043017+0.00042256i,0.00038758+0.00035504i,0.00039764-6.9066e-05i,0.00011721-0.00051017i,0.00015189-0.00054615i,-4.7657e-05+7.1989e-05i,8.7455e-05+5.852e-06i
-0.00071976+0.00069993i,-0.00073604+0.00054311i,-0.00099352+0.0012328i,-0.00067571+0.0014639i,-1.6965e-05+0.0014353i,0.00083043+0.00096558i,0.0012343+0.00013581i,-0.00030538-0.00045127i,-0.0010049-0.00034363i,-0.00060737+0.00011013i,-0.00045426-3.2427e-05i,5.1904e-05-0.00020358i,0.00057495-7.6792e-05i,0.000148-0.00032095i,-0.00022861-0.00033052i,-0.00017509-0.00031548i,0.00056239+3.1054e-05i,0.0015522+0.00039325i,0.00098833+0.00014182i,0.00018029+0.0010087i,0.00040947+0.001636i,0.00091776+0.00073986i,0.00055459-3.1851e-05i
-0.00080661-1.7198e-05i,-0.00024791+0.00097947i,0.00039771+0.00062663i,0.00033061+6.3738e-05i,-1.9717e-05+0.00059143i,0.00024678+0.00030906i,8.4323e-05-0.0003845i,-0.00033245-0.00022148i,-0.0013175+0.00019419i,-0.0015289+0.00022448i,-0.00055918+0.00041014i,-7.7118e-05+0.00020675i,-0.00082154-6.7401e-05i,-0.0008579+1.4189e-05i,-0.00030291-0.00036609i,3.045e-05-0.00076162i,-0.00041105-0.00079792i,-0.00046829+0.00017717i,-9.6698e-05+0.00066321i,-1.9938e-05-0.00064588i,-0.00030688-0.0014955i,-0.00072609-0.0010011i,-0.0001091-0.00046762i
-0.0017873+0.0010935i,-0.0010096+0.00071063i,-0.0011621+0.00058895i,-0.00044207+0.0011991i,0.0011843+0.0018473i,0.0019886+0.0010697i,0.001271-0.00023661i,0.00044891-0.00074725i,-0.00024364-0.00095533i,-0.0004338-0.00015057i,-3.3867e-05+0.00051889i,9.2065e-05+9.7585e-05i,-0.00046828+0.00011481i,-0.0011262-0.00022048i,-0.0013064-0.00015814i,-0.0010631+4.3832e-05i,-0.00040073-0.000245i,8.0978e-05+0.00017459i,3.4994e-05+0.00051876i,-0.00043435+0.0011971i,-0.00028079+0.001241i,0.00040572+0.001046i,-0.00037668+0.00047681i
0.00077052-0.00068968i,0.0013194+0.00025855i,0.0013758+0.00031817i,0.00070066-0.00028616i,-0.00029291+0.0001557i,-0.00048671+0.0011635i,-0.00044346+0.00094025i,-0.0010803+0.00027046i,-0.0017842-0.00011938i,-0.0012022-0.0005717i,-0.00030905-0.00052674i,0.0006629+0.00034644i,0.0010002+0.00045821i,0.00070278+3.9253e-06i,0.00013836-0.00028405i,-0.00040593-0.00013465i,-0.00050871+0.00042004i,4.8747e-05+0.00083235i,0.00080051+0.00064587i,0.0008214+0.00034597i,-0.00021332+0.0007897i,-0.00034164+0.00085958i,0.0011376+0.00056456i
